-0.0021304+0.00060039i,-0.0022704+0.00077269i,-0.0018986+0.0011551i,4.9498e-06+0.0011536i,0.00074687+0.0016587i,0.00036302+0.0024926i,0.00075956+0.0030264i,0.0016998+0.0021013i,0.001355+0.0010778i,0.00021221+0.00063592i,0.00052884+0.00014078i,0.00089069-1.2687e-05i,8.1519e-06-0.0001641i,-0.0003322-0.00021204i,-0.00040479+0.00015785i,-0.00081669-4.5558e-05i,-0.00091293-0.00031692i,-0.00023739-0.00035019i,-8.2829e-05+0.00031234i,-0.00012933+0.0011932i,-0.00063499+0.00087518i,-0.00068921+0.00036814i,0.00028749+7.9705e-05i
0.0010585+0.00078999i,0.0015973+0.0011307i,0.0026536+0.0013215i,0.0028881+0.00065327i,0.002492-0.00015789i,0.0023228+0.00022941i,0.0012205+0.00051013i,-8.0332e-05+0.00028345i,-0.00040369+0.00034323i,5.4487e-05+0.00038182i,-0.00010419+0.00088602i,-4.0619e-05+0.0013917i,6.5092e-05+0.00076267i,3.3643e-05-0.00039957i,8.2024e-05-0.00064025i,0.00041616-8.7701e-05i,0.00044137+0.00047926i,0.00046536+0.00074178i,0.00065484+0.00046515i,0.00055584+0.00055284i,0.00015929+0.00067348i,-0.00034165+8.2119e-05i,-0.00075286+3.4031e-05i
-0.00011506-0.0015457i,-0.000392-0.001224i,-0.00077041-0.0013108i,-0.0010397-0.0010847i,-0.00069716+0.00037632i,-3.2561e-05+0.0014015i,0.00047714+0.00067036i,0.00047254-0.00022497i,-0.00022181+0.00038698i,-0.00064802+0.00047402i,-0.0003598+0.00026921i,-0.00047928+0.00023941i,-0.00042156+0.00055381i,-0.00014615+0.00075774i,8.0582e-05+3.242e-05i,-6.2884e-05-0.0012332i,0.00046163-0.0016661i,0.0010753-0.00033503i,0.00054833+0.00048475i,0.0004286+0.0004211i,0.0001925+0.00073976i,0.00013779+0.0010703i,0.00028638+0.00064119i
0.00054782+0.00092996i,0.00032866+0.0009532i,0.0016121+0.0011659i,0.0022298+0.001945i,0.001633+0.0020743i,0.0011623+0.00083912i,0.00088557-0.00020597i,-0.00024008-0.00024369i,-0.00081213-0.00014708i,0.00050574-0.00034599i,0.00078359-7.6971e-05i,-0.00028591+0.00013932i,-0.00056864+0.00036145i,-0.00085649+2.8018e-05i,-0.00017143-0.0001149i,0.001204-0.00011748i,0.0014288-0.00099156i,0.0013846-0.0012868i,0.00073539-0.00015257i,0.00016437+0.00061912i,0.00068955+0.00072621i,0.00072857+0.00041795i,0.00087555+0.00018531i
-0.00086981+0.0016333i,-0.0014468+0.0022562i,-0.000362+0.00097236i,0.001724+0.00014089i,0.0031416+0.00026432i,0.0028889+0.0006035i,0.00094341+0.00055871i,-0.00089115+0.00026362i,-0.00091634+0.00031169i,0.00031469+0.00074582i,0.0010064+0.00047699i,0.00040718-6.918e-05i,0.00018644-6.2612e-05i,0.00015464+8.717e-05i,-0.00033839-9.2469e-05i,0.0001634-0.00020516i,0.0001456-0.00015176i,2.0113e-05+0.0001309i,6.8229e-05+0.00069399i,0.00062515+0.0009068i,0.0012139+0.0007129i,0.00077983+0.0010281i,0.00060169+0.0013981i
0.00070971-1.1262e-06i,0.00064939+0.00033956i,0.00076403+0.00039964i,0.00088277-0.00024525i,0.00095434+0.00099924i,0.00036872+0.0022341i,-0.00018714+0.0012454i,3.7015e-05+0.00078803i,0.00026636+0.00083347i,0.0002594+0.00081147i,0.00039086+0.00072635i,-0.00012701+0.00036425i,-0.00062474+0.00046658i,-4.0041e-05+0.00060483i,0.00037952+3.825e-05i,0.00038247+2.9325e-05i,0.00046791-2.4299e-05i,0.00018706-0.00040855i,-0.00047627-0.00032346i,-0.00059579-2.1786e-05i,-0.00074347-0.00066312i,-0.00087043-0.00099184i,-0.00059516-0.00043041i
-0.00084923+0.00078488i,-0.00011281+0.001876i,0.0018993+0.0022568i,0.0031551+0.0025948i,0.0027761+0.0015975i,0.0024991+0.00049641i,0.0021306+0.00033896i,0.00079453+3.6575e-05i,-4.404e-05+0.00041667i,-0.00098935+0.00061569i,-0.00080317+0.00082438i,0.00017279+0.0011393i,0.00032317+6.9614e-05i,-0.0006057-0.0011938i,-0.0012994-0.0013614i,-0.0006277-0.0010635i,-8.0615e-05-0.00088739i,0.00015669-0.00037542i,0.00017373+0.00013664i,-0.00048558+4.7742e-05i,-0.0011111-0.00061449i,-0.00085576-0.00038645i,-0.00082557+0.00019777i
2.09e-05-0.0017689i,-5.1294e-05-0.0017029i,0.00079549-0.0003615i,0.0013333+0.00098533i,0.0013768+0.0016191i,0.00042084+0.0015967i,8.0085e-05+0.0013856i,-4.2094e-05+0.00029724i,-0.00021226+5.7573e-05i,-0.00067815+0.00038696i,-0.0015118+8.6164e-05i,-0.0013824+0.00051743i,-0.00024238+0.00088742i,0.00056068+0.00087475i,0.00042744+0.00043793i,0.00047663+1.842e-05i,-0.00034589+0.00040306i,-0.0007064+0.00039158i,-0.00027058-1.1589e-05i,-0.00083818-0.00014273i,-0.00030471+0.00027243i,0.00091175+0.00064788i,0.0003732+0.00034038i
-0.0023259-0.00032595i,-0.0022893+0.0011061i,-0.0015432+0.0021037i,-0.00079473+0.0026395i,0.00027628+0.0028456i,0.0015146+0.0018464i,0.001416+0.00078069i,0.00082266+0.00027125i,-0.00012962+0.00029278i,-0.00072455+0.00052079i,-0.00082739+0.00072145i,-0.00032577+0.00021732i,0.00069398-0.00024875i,0.00075577-0.00044936i,0.00041029-0.00025095i,0.00024693-0.00011581i,-0.00011344+0.00010837i,-0.00033037-0.00020978i,-0.00010003-0.00050627i,-0.00039518-6.8238e-05i,-0.00021986+0.00034843i,0.00042969+0.00040377i,8.5189e-05-0.00018815i
-0.00083729+0.0014886i,-0.00018742+0.00086606i,-0.0002204-6.8474e-07i,0.00050992-0.0006069i,0.0014409-0.0005198i,0.0013863-0.00055299i,0.00083353-6.1321e-05i,-0.00055284+0.00054858i,-0.0010116-0.00022947i,-0.00032613-0.00021462i,-0.00058772+0.00090296i,-0.00083118+0.00021202i,-6.9001e-05-0.00028133i,0.00062926+0.0001285i,0.00036988+0.00027928i,-0.00035564+0.00064811i,-0.00080368+0.00039016i,-0.00038182-0.00029933i,-0.00025464-0.00021146i,-0.00021842+0.00022847i,0.00042052+0.00035871i,0.00031598-0.00043687i,-3.5165e-05-0.00075001i
0.0012303+0.0015022i,0.0007727+0.0015269i,0.0019649+0.0011162i,0.0030447+0.0011082i,0.0023057+0.00061107i,0.0014111+0.00025596i,0.00095237+0.00031039i,0.00091067+0.00033179i,0.00085534+0.00066637i,0.00012975+0.00050909i,0.00019263+0.00049508i,0.00096461+0.00013142i,0.00046504-0.00045971i,-0.00012665-2.5341e-05i,0.00028576-0.00013919i,0.00028743-0.00036452i,0.00023975+0.00018335i,5.4369e-05+2.5508e-05i,3.6663e-05-0.00028397i,0.00037931-0.00019035i,0.00065329+3.0557e-05i,0.00060636+0.00025858i,0.00052833+0.00011256i
0.00051923-0.00023078i,0.00070864-6.9647e-05i,0.0008872+0.00018256i,0.0014231-0.0005105i,0.0018083-0.00067427i,0.0016137+0.00065256i,0.0011176+0.0012015i,0.0002207+0.00090443i,-0.00041617+0.0015983i,-0.00078876+0.0018193i,-0.00075726+0.00081744i,-0.00064031+0.00029275i,-0.0010309+0.0001017i,-0.00026462-0.00014789i,0.00093998+0.00034857i,0.00035215+0.00031953i,0.00015848+0.0001697i,0.00041016+0.00013298i,0.00068572-0.00031658i,0.0010316-0.00010991i,0.00043573+0.00059086i,-8.626e-05+0.00077036i,-0.00032468+4.3572e-05i
-0.00093437-0.00070202i,-0.00021273+0.001066i,0.00025154+0.00088596i,0.00056483+0.00070094i,0.00047862+0.001994i,0.00029407+0.0018888i,-0.00027922+0.00099915i,-0.00056062+0.00071529i,-0.0012007-1.8208e-05i,-0.0010206-0.00042547i,-0.00035621+0.00012222i,0.00037528-7.1425e-05i,0.0017227-1.9692e-05i,0.0025221+1.8971e-06i,0.0015351-4.6871e-05i,0.000349+7.4074e-05i,0.00063825-7.4039e-05i,0.00057219-0.00077047i,-0.00082729-0.00030432i,-0.0016096+0.00043355i,-0.0011559+0.00018364i,-0.00042161-0.00014444i,-0.00063549-0.00015088i
0.00024004+0.00099791i,0.00098523+0.0022549i,0.0013929+0.0019537i,0.0017843+0.0010892i,0.0025276+0.00013769i,0.0016768-0.0004426i,0.00062242-0.00094554i,0.00024846-0.0010373i,0.00036553-0.00072912i,0.00046335-3.224e-05i,0.00047784+0.00080246i,-0.0001159+0.001187i,-0.00032956+0.0004624i,-6.9008e-05+3.188e-05i,-0.00032727+0.00064907i,0.00025264+0.00068349i,0.00084426+0.00028116i,3.9456e-06+0.00017101i,-0.00071606+0.00030691i,-8.8648e-05+0.0004157i,0.0010258+0.0002198i,0.0011081-0.00013321i,0.0004649-0.00016659i
0.00118-0.0010708i,0.001021-0.00029962i,0.00075578+0.00056455i,0.0004666+0.0012905i,0.00060162+0.0010683i,0.00040439+0.0016363i,0.00010594+0.0017818i,-0.00024903+0.00084761i,-0.000511+0.00083737i,-0.00061604+0.001158i,-0.00048039+0.00014637i,-0.00022166-0.00066814i,0.00026873-7.8368e-05i,-5.1281e-05+0.00012144i,-0.00028614+0.00016491i,1.4773e-05+0.0003825i,-1.5566e-05-8.8785e-05i,-0.00017146-0.00044463i,-0.00028635-0.00058024i,0.00030874-5.2523e-05i,5.4704e-05+0.00077095i,-0.00062037+0.0005037i,-0.00068538+0.00043545i
2.3896e-06+0.001708i,-5.601e-05+0.0021294i,-0.00066509+0.0027082i,0.00013296+0.0027693i,0.0014059+0.0026604i,0.002025+0.0021162i,0.0011598+0.0012886i,0.00015637+0.00066197i,9.3516e-06-8.1272e-05i,-0.0001873-0.00035806i,-4.2696e-05-0.0004523i,-5.3633e-06-0.0004075i,-0.00035907-0.000198i,-0.00035277+0.00056405i,-0.00042024+0.00069448i,0.00025685+0.00023715i,0.0010293+5.8701e-07i,6.3966e-06-0.00024766i,-3.8109e-05-0.00059499i,0.00019808-0.0010297i,7.0762e-05-0.000821i,0.00016336+6.434e-05i,-0.00019548+0.00038278i
0.0010086+0.00054526i,0.0022953-0.00026671i,0.0026318-0.00062146i,0.0013767-0.0014404i,0.00096583-0.0020359i,0.00064152-0.00080588i,-0.00046116-0.0003381i,-0.0007796-0.00025237i,-0.00090767-0.00052904i,-0.00092414-0.00049921i,-9.9213e-05-0.00041179i,0.00049414-3.3388e-05i,0.00035717+0.00017446i,0.00044525-7.1738e-05i,0.0015164-0.00037737i,0.001634-0.0002605i,0.00072983-0.00026347i,0.00025893-0.00035262i,-2.1827e-05-0.00019075i,-0.00058135+0.00029969i,-0.0011031+0.00034515i,-0.00039062-0.00027284i,0.00040573-0.00019411i
-0.0012746+0.00015356i,-0.00050619+0.00082345i,0.00032129+0.0019991i,0.0007137+0.0017808i,0.00091745+0.0010521i,0.0010385+0.00086696i,0.0015371+0.00049222i,0.00064763+0.00018541i,-0.00013584+0.00060811i,0.00019631+0.0008013i,2.6552e-05+0.00088193i,0.00025017+0.0005663i,0.00014555+0.00015024i,-0.00031982+0.00046455i,-0.00043624-0.00017536i,8.6451e-05-0.00039985i,0.00032701-0.00011391i,-0.00019886-0.00033718i,1.1311e-05-8.9285e-05i,8.3154e-05+0.00092814i,-0.00034606+0.00064293i,-7.5049e-05+0.00031583i,0.00044405+0.00044422i
0.0011717+0.00087878i,0.0015913+0.00055523i,0.0019187+0.00035219i,0.0018731+0.00027165i,0.0011071+0.0003134i,0.00083661+0.00013393i,0.0015139+0.001163i,0.001174+0.0019029i,-0.00019503+0.0010669i,-0.00056496+0.00026192i,-3.5825e-05+0.00017015i,0.0006666+7.8233e-05i,0.001131+0.00027629i,0.00034559+0.00057061i,7.6622e-05+0.00078261i,0.00074097+0.0005733i,3.0773e-05-1.9613e-05i,-0.00043563-0.00085871i,-0.00015393-0.0013544i,-0.00052162-0.0011528i,-0.0010646-0.00018295i,-0.0011129+0.00030881i,-0.00051675+0.00035711i
0.001469-0.0011797i,0.00038815-0.001603i,-0.0008041-0.0024954i,-0.0011763-0.0026247i,-0.00058138-0.0017611i,0.00037923-0.00033703i,0.00035714+0.00015926i,-0.00018325+0.00024995i,-0.00069784+0.00063404i,-0.0008589+0.00086707i,-0.00044169+0.0010771i,-0.00018797+0.0011595i,-0.00044059+0.00086937i,-0.00053335+0.00055902i,0.00053436+0.00022697i,0.0015171-0.000102i,0.00083989-0.0002584i,-0.00035544-0.00037387i,-0.0010143-0.00042278i,-0.00064898+0.00032221i,-0.00038199+0.00063781i,-0.00040369+0.00020903i,-0.00021435+0.00023309i
0.00086674+0.00095976i,0.00051146+0.00014146i,0.0012492-0.0010936i,0.0011161-0.0026052i,0.00029102-0.0016581i,0.00057522+0.00035106i,0.00023314+1.1832e-05i,0.00036439+4.1924e-05i,0.00022446+0.0013554i,0.00014008+0.0017473i,0.00020031+0.0013546i,-0.00044257+0.0009344i,-0.00021064+0.0006398i,-0.00041103+0.00059177i,-0.001023+0.0003514i,-0.00025082+0.00038964i,0.00077646+0.0007486i,0.00048819+0.00021596i,-0.00024649-0.00059022i,-0.00052122-0.0003102i,-0.00062759+0.00014415i,-0.00078285+0.0010521i,-0.000561+0.0016687i
0.0012375-0.00097713i,0.00051874-0.0018353i,0.00071722-0.002067i,0.00074823-0.0013901i,0.0008726-0.00019495i,0.0012671+0.00087376i,0.001558+0.0011448i,0.0010291+0.00094988i,-0.00012512+0.00071355i,-0.00039258+0.00037337i,0.00010698+0.00041301i,0.00016407+0.00049349i,0.00010055+0.00031266i,4.1071e-05-0.00012724i,0.00048437-0.00063422i,0.00067251-0.0010804i,0.00022795-0.00088151i,-0.00017963-0.00067741i,0.00017529-0.0004565i,0.0001396+0.00072393i,-0.00037686+0.0011408i,-9.0997e-05+0.00010578i,-0.00041787+0.00012928i
0.00064677-0.0024629i,-0.00030452-0.00058975i,-0.0011184+0.00056127i,-0.00055919+0.00018638i,-0.00014363-0.00082617i,-9.6785e-05-0.00071744i,-0.00024026+0.0007779i,-0.00043082+0.00072683i,-0.00048583-0.00047608i,-0.0004817-0.00079129i,6.208e-05+0.00021904i,0.00014647+0.0016401i,-6.5104e-05+0.001808i,-0.00013434+0.00059274i,-3.6517e-05-0.00055009i,0.0009659-0.00052774i,0.0015485-0.00034615i,0.0009287-0.00055119i,0.00042616-0.00026115i,-0.00026967+0.00061729i,-0.0012522-0.00013994i,-0.0010068-3.8478e-05i,0.00012938+0.00013579i
-0.0012543+0.0021662i,-3.0547e-05+0.00082554i,0.0015874+0.00057434i,0.0020849+0.00097794i,0.0020177+2.1654e-05i,0.0014847-0.0010315i,0.0011654-0.00059749i,-6.461e-05+0.00030044i,-0.0010381+0.00085725i,-0.0010438+0.0013272i,-0.00084306+0.00060043i,-0.00074864-0.0011089i,-0.00017197-0.00094591i,0.00075264+0.00049811i,0.00061479+0.00035077i,0.00051681-0.0003066i,0.00074353-0.00055174i,0.00020272-0.00022687i,-0.00035481+0.00047526i,-0.00012564+0.00047572i,0.00026684+0.00038905i,-3.9393e-05+0.00061835i,-0.00055487+0.00070392i
-0.0012397-0.0010074i,-0.0011967-0.0009871i,-0.0022347-0.001087i,-0.0027294+0.00027759i,-0.0017656+0.0023863i,0.00025125+0.0018012i,0.0012949+6.6367e-05i,0.00081269+0.00020417i,-0.00059116-4.0511e-05i,-0.0010209-9.7911e-05i,-2.6573e-05+4.8559e-05i,0.00081993-0.0001319i,0.00084224-0.00033772i,0.00055553+8.3962e-05i,-2.7659e-05+0.0003235i,-0.00011595+0.0004314i,0.00026226+0.00073146i,-8.1037e-05+0.00031698i,-0.0007713+0.00043021i,-0.00090374+0.0010132i,-0.00049896+0.00089767i,0.00036435+0.00050844i,0.00059176+8.8111e-05i
-0.00082428+0.001272i,-0.00090762+0.00080397i,-0.00048257+0.0014717i,0.00096077+0.0018972i,0.0021579+0.001327i,0.0025363+0.00083073i,0.0013392+0.00065818i,-2.4259e-05+0.00016114i,-0.00055998+0.00022076i,-0.00063594+0.00070283i,0.00049635+0.00036376i,0.00086719-0.00025686i,0.00021888-0.00073216i,0.00019378-0.0010334i,0.0005099-0.0004031i,0.00052338+3.6719e-05i,0.00053786-0.00055205i,0.00038735-0.000963i,-0.00019345-0.00088592i,9.3457e-05-0.00076856i,1.078e-05-8.1351e-05i,-0.00096016-3.7517e-05i,-0.0005095-0.00038608i
0.0016412-0.00089523i,0.002337-0.0010806i,0.0023093-0.0013589i,0.0014152-0.00077136i,0.00030974-0.00024995i,-8.3683e-05+0.00077398i,0.00024214+0.001399i,0.00027287+0.00067809i,-0.00049591-8.3812e-07i,-0.0011866-3.2387e-05i,-0.00047543+0.00038636i,-0.00014718+0.00090516i,-0.00011281+0.0005811i,0.00034784-0.0002724i,-0.00027924-0.00038591i,-0.00044495-0.00020372i,-0.00020841-0.00018648i,-1.4421e-05+0.00020913i,-0.0005432-2.5325e-05i,-0.00050694-0.00032799i,0.00037013+0.00018704i,0.00025152+0.00067396i,6.5107e-06+0.00066506i
-0.00040693+0.0019523i,0.00033837+0.0024611i,0.00066402+0.0023451i,0.00073143+0.0025117i,0.00033891+0.0027835i,0.0012804+0.0014805i,0.0016416+3.4245e-05i,-8.8513e-05+0.0006599i,-0.00084528+0.0012156i,-0.00050269+0.00093222i,-0.00023909+0.00023438i,3.2763e-05-0.0007869i,-0.00010696-0.0013083i,7.4779e-05-0.0011357i,0.00068744-0.00086072i,0.00097529-0.0005121i,0.00078112-0.00034104i,0.00087202-0.0001539i,0.0007931-0.00018132i,0.00077998-1.6419e-05i,0.00063069-0.00034838i,-9.2058e-05-3.0249e-06i,-0.0010313+0.00083818i
0.0009026+0.0007795i,0.0010539+0.00019797i,0.0010661-0.00024301i,0.0017638-0.00015975i,0.0016558+0.00010718i,0.0010564+0.00032575i,0.00083696+0.0010939i,0.00040577+0.0011056i,2.3568e-06+0.00075149i,-0.00077057+0.00041783i,-0.0010171-0.00030087i,-0.00037992-0.00010776i,-0.00012487+0.00049721i,-0.0010009+0.001066i,-0.00090304+0.00044797i,0.00026592-0.00097754i,0.00095579-0.00034664i,0.00071207+0.00074742i,0.00012812+0.00089161i,-0.0006269+0.0011964i,0.0001602+0.0010882i,0.00037645+0.00039231i,-0.00055856-0.00033657i
0.00010054-0.0002059i,0.00048046+0.00086782i,0.00040043+0.0014448i,0.0013289+0.0011786i,0.0014626+1.1424e-05i,0.00073829-0.00012266i,0.00040645+0.0003484i,-9.9289e-05+0.00064638i,-0.00048747+0.0015004i,-0.00026732+0.0017426i,0.00028321+0.00077212i,-4.1766e-05+0.00014506i,-0.00039889+0.00025593i,9.3082e-05-8.814e-05i,0.00086722-0.00052631i,0.0013471-0.00090503i,0.0011945-0.00032962i,0.0003321+0.00016664i,0.00037478-0.00038756i,0.00049707-0.00039306i,3.4902e-05+0.00014926i,7.7114e-05+0.00079622i,0.00038233+0.0013317i
0.00029899-0.0002983i,-0.0003743-2.2162e-05i,6.4132e-05+0.00058184i,-0.00030039+0.00078431i,0.00038598+0.00046691i,0.0010177+5.9395e-05i,0.0005767+0.00040428i,-0.00020626+0.00093317i,-0.00010246+0.00085432i,0.00044949+0.00058301i,0.00054452+0.00068825i,0.00053168+0.00032589i,-9.1659e-05-0.00017237i,-0.0004642+0.00024445i,-0.00048863+0.00065752i,-0.00020972+0.00063737i,0.00050698-0.00018753i,0.00044454-0.00097282i,0.00011697-0.00052668i,0.0005488-0.00027381i,0.00076721-0.00038247i,0.00017482-0.00059249i,-0.00062404-0.00047425i
0.0010016+0.00086888i,0.0018572-1.1826e-05i,0.0026067-0.00063784i,0.0032623-0.00013615i,0.0033658+0.00043017i,0.0022203-0.00046351i,0.0014384-0.00086716i,0.00042013-0.0004221i,0.00053044+0.00025904i,0.0010512+0.00084737i,0.00025661+0.00072107i,-0.00067672+0.00022599i,-0.0010852-0.00032225i,-0.00073322-5.116e-05i,-0.00019023+5.1006e-05i,-9.807e-05-0.00050088i,-0.00038598-0.00096044i,-0.00055903-0.00084809i,-0.00017064-0.00072006i,0.00044553-0.00023317i,0.00022807+6.9522e-05i,-0.001013+0.00018082i,-0.0016455+0.00012615i
0.00057858+0.00057554i,0.00040357+0.001419i,0.00041286+0.0021778i,0.00014859+0.0024652i,1.1846e-05+0.00118i,-5.9306e-05+1.2675e-06i,-0.00061958-0.00012537i,-0.00031891+0.00053945i,0.00020892+0.00075553i,-4.6022e-05+0.00082917i,-0.00011422+0.0015236i,-0.00046431+0.001345i,-0.00075971+0.00083933i,-0.00015571+0.00040643i,0.00067557-0.00047608i,0.00056357-0.0004472i,0.00021515-0.00032469i,0.00019537-0.00064599i,-0.00028765-0.00013794i,-0.00075964+0.00083864i,-0.0011252+0.00084158i,-0.0016132-0.00029426i,-0.0014747-0.00049528i
0.0011813+0.00088519i,0.0012815-0.00048152i,0.0020802-0.0019952i,0.002221-0.0015451i,0.0015946-0.00042493i,0.0010404+0.00081692i,0.0006187+0.00079053i,0.00069108-0.00077389i,-9.0903e-07-0.00038756i,-0.0017752+0.00073048i,-0.0018789+0.00133i,-0.00053989+0.0010737i,0.00018039+0.00013622i,-0.0001004-0.0001321i,-1.9814e-05-0.00047305i,0.00090616-0.00032148i,0.0015571+0.00051722i,0.0010976+0.00013654i,0.00042704-0.00041466i,0.00012803-0.00059539i,-2.9179e-05-0.00072337i,0.00044549+0.00035237i,0.00040662+0.00084805i
-0.0012789-0.0017987i,-0.0020034-0.00053693i,-0.0025461+0.00016929i,-0.0014181+0.00053382i,0.00026888+0.0014219i,0.0011008+0.0012472i,0.00094198+0.00048911i,0.00020038+0.00069782i,-0.00063385+0.0015435i,-0.0011608+0.0014145i,-0.00090886+0.00086257i,-0.00033116+0.00076239i,0.00012441+0.0006431i,0.00024306+1.5372e-05i,0.00040429-0.0002195i,0.00063453-0.00040551i,0.00032219-0.00066222i,0.00026754-0.0011595i,0.0014051-0.00096997i,0.0013738-0.00028745i,0.0005173-0.00038759i,0.0006094-0.00053987i,0.00034845+0.00014855i
0.00075442-6.4051e-05i,0.0016256+8.1366e-05i,0.0012434+0.00010871i,0.00042952+0.00069214i,0.0002968+0.0012019i,8.0656e-05+0.0015844i,7.0209e-05+0.00086379i,-0.00061381-4.2279e-05i,-0.0014736+0.00031961i,-0.0011717+0.0007005i,-0.0003693+0.0010048i,-0.00048328+0.0015433i,-0.00012008+0.0012897i,0.00027392+0.00051002i,-0.00054279+0.00058245i,-0.00032237+0.00094286i,0.00045193+0.00010328i,9.1734e-05-0.00020688i,-0.00062667+0.00024337i,-0.000864-4.0935e-05i,-0.00083426-0.00048982i,-0.00070145-0.00017471i,-0.00033009+7.9343e-05i
-0.0017059-0.00030379i,-0.0008255+0.00045884i,0.0001026+0.0012159i,0.00099531+0.0013357i,0.0012096+0.0011038i,0.00085769+0.0011561i,0.00071031+0.00077061i,0.00015623+0.00011061i,-0.0010308-2.7582e-05i,-0.0011853+0.00080095i,-0.000829+0.0012661i,-0.00023769+0.0013563i,0.0007187+0.00089672i,0.0010407-0.00040531i,0.00011377-0.00046906i,-0.00013727-0.00065933i,0.0004383-0.0013705i,0.00032684-0.00060086i,-0.00041722+0.00075756i,-0.00071381+0.00089997i,9.6634e-05-2.2533e-05i,0.00056288+7.4633e-05i,0.00027053+0.00010723i
-3.6411e-05-0.00068946i,-7.467e-05-0.00011159i,-2.7383e-05+0.00020019i,0.00034683-9.1865e-06i,0.001094+7.8805e-05i,0.00087065+0.00053641i,0.00073011+0.00023696i,0.00071651-6.8252e-05i,0.00044685+0.00042754i,6.2268e-05+0.00093781i,0.0001897+0.0014724i,-0.00017884+0.0013862i,-0.00067402+0.00020115i,-0.00049851-0.00062939i,-1.8564e-05-0.00077103i,1.2801e-05-0.0011304i,0.00034136-0.001217i,0.00040597-0.00020999i,0.00010231+0.00047485i,-0.00027555+0.0005149i,-0.00016789+0.00043515i,0.0011084+0.00037428i,0.00094561+0.00054559i
-0.00054129+0.00064902i,-0.00091978+0.00029618i,-0.00088789+0.0010885i,-0.00081133+0.0014222i,-0.00019733+0.00095352i,0.00090227+0.001371i,0.001+0.0011774i,-1.5384e-05+0.0011046i,-0.00072095+0.0010134i,-0.00093936-7.0779e-05i,-0.00031204-0.00018476i,0.00025388+0.00017878i,0.00016255-0.00077012i,-3.3293e-05-0.0014262i,0.0003051-0.0010099i,0.00049884-0.00031879i,0.00034582-0.00014281i,0.00064768-0.00016188i,0.00053-0.00080986i,0.00043673-0.00076117i,-0.00045103-0.00024852i,-0.00049941-0.00012978i,0.00052922+0.00010944i
-0.00037357+0.00038885i,0.0010332+0.00039129i,0.0022402+0.00045674i,0.0018107+0.00051012i,0.0012261+0.00066723i,0.0011811+0.00034388i,-1.6651e-05+0.00049297i,-0.00067891+0.00046334i,-0.00071754+0.00017752i,-0.00063493+0.0001475i,-6.9188e-05-7.42e-05i,0.00060063-0.00029626i,0.00065516-0.00019885i,0.00013193-0.00048406i,-0.00056888-0.00060236i,0.00029042-0.00031939i,0.00059645-0.00092839i,-0.00012783-0.00091188i,-0.00018632-0.00011716i,0.00030495+1.4565e-05i,0.00068163+0.00018329i,0.00024555+0.0011168i,-0.00030976+0.0013186i
0.00055208+0.00061438i,0.0014378+0.0011148i,0.002209+0.0015839i,0.0024363+0.00079353i,0.0023183-3.561e-05i,0.0015374+0.00020391i,0.00076124+0.00043047i,7.0921e-05+0.00042381i,-0.0004651+0.00059997i,-0.00070963+0.00080435i,-0.00052999+0.00094636i,-0.00022149+0.00091149i,0.00017646+0.00059058i,-0.00012687+0.00029532i,-0.00042411+1.7103e-05i,7.8959e-05+0.00018531i,0.00092573+0.00074511i,0.0012021+0.0005584i,0.00045851-0.00055406i,-0.00057834-0.00095502i,-0.00062326-0.00065559i,-5.616e-05-0.00072048i,0.00020895-0.00057218i
-0.00075626+0.00064776i,-0.00080416+0.0010481i,-0.00044618+0.0015132i,0.0018051+0.0020189i,0.0022143+0.0026784i,0.0015726+0.0020721i,0.0011217+0.00019046i,0.00023557-0.00059936i,-0.00060817+0.00045811i,-0.00088065+0.0013381i,0.00014379+0.00081981i,0.00081868+0.00012938i,0.00031296-0.0005088i,-0.00022728-0.00082719i,-0.00022562-0.00067977i,0.00056844-0.00049638i,0.0014425-0.00026495i,0.0012554-0.00028199i,0.00053387+0.00014646i,0.00011522+0.00038234i,0.00040768+0.00049097i,0.00051462+8.0863e-05i,0.00082841-0.00064022i
0.0014472+7.4966e-05i,0.0013676+0.00092264i,0.0011143+0.0012448i,-9.1332e-07+0.0021691i,-0.00099471+0.0026353i,1.5103e-05+0.0023627i,0.00063951+0.00211i,0.00078139+0.0014503i,0.00054411+0.00094175i,0.00017472+0.0012698i,0.00080016+0.00072329i,0.00082452+9.9473e-05i,0.00048208+0.00026706i,0.00070288+0.00057776i,0.00075344-4.7241e-05i,0.0014053-0.0010869i,0.00099311-0.0006015i,-0.0005662+9.9246e-05i,-0.00091465+3.5914e-05i,-0.00032495+0.00027889i,0.00036404+0.00087609i,7.888e-05+0.00099596i,-0.00044135+0.00066801i
0.0005741-0.0013095i,0.00033269-0.0017151i,-0.0019829-0.0021586i,-0.0026155-0.00069762i,-0.0012399+0.00080692i,0.00013959+0.0016419i,7.2365e-05+0.0011199i,6.6211e-06-2.075e-05i,-6.1003e-05-2.9852e-05i,-0.00019386+0.00027462i,1.7381e-05-4.4591e-05i,0.00013412-0.00027268i,0.00011588-7.208e-06i,-4.2758e-05+0.00014602i,-3.7837e-05+0.00032102i,0.00013219+0.00049244i,0.00035321+4.2631e-05i,0.00038311-0.00012038i,-0.00017182+0.00030337i,-0.0010552+0.00042602i,-0.00083+0.00024135i,-0.00050215-0.00022402i,-0.00029255-0.00052293i
