-0.0016656+0.0013501i,-9.0862e-05+0.0010856i,-0.00066262+0.0013291i,-0.00043905+0.0014584i,-0.00049302+0.0018332i,-0.00040263+0.0017943i,0.00018349+0.0018383i,9.07e-05+0.0023411i,0.00018801+0.0015804i,0.0010506+0.00023858i,0.0012973-0.0003437i,0.00036614-0.0002306i,-0.00066292+1.4627e-05i,-0.00088967-0.00026i,-0.00087948-0.00031021i,-0.0010216-0.00020755i,-0.00023437-0.00061325i,0.00027945-0.00026881i,0.00037271+0.00064277i,0.00046939+0.00092184i,9.2736e-05+0.00049524i,-9.4678e-05-0.00026354i,0.00014969-0.00027967i
0.00082405-0.0013407i,0.001854-0.002062i,0.0025502-0.0025836i,0.0023249-0.0019859i,0.0016142-0.00045335i,0.0010593+0.00061229i,0.001587+0.00067784i,0.001961+0.0010349i,0.00212+0.00089275i,0.001636+0.00066021i,0.00042125+0.00013435i,-0.00029218-0.00034085i,-0.0007138+0.00016538i,5.2814e-05+0.00065919i,0.00057007+0.00093699i,-5.8209e-05+0.00067283i,0.00067409+0.00031532i,0.0013674+0.00018612i,0.00064851+0.00015354i,0.00085334-0.00023003i,0.0014139+0.00034478i,0.00063863+0.00071935i,6.7998e-05-6.6405e-05i
4.6885e-05+0.00084017i,8.9433e-05+0.0013164i,-0.00075363+0.0021509i,-0.00024027+0.00070981i,0.0010995-0.0010506i,0.00092286-0.0010816i,0.00018988+0.00019806i,0.0004566+0.0011293i,0.00092705+0.0017541i,0.001046+0.0014387i,0.0011868+0.00041598i,0.00071633-0.00056147i,-0.00054464-0.00088062i,-0.0012584-0.00050472i,-0.00080534-9.1666e-05i,-0.00092115-0.00080713i,-0.0012016-0.001286i,-0.00036272-0.00090255i,0.00020176-0.00081443i,0.0001754-0.00083294i,0.00076638-0.00014256i,0.0016312+0.00013113i,0.0016035-6.115e-06i
-0.00017851-0.00048034i,0.0015047-0.0011904i,0.0019573-0.00080575i,0.001511-0.00037702i,0.00050202+0.00051109i,-0.00040464+0.001556i,-0.00062129+0.0020836i,-0.0009417+0.0016173i,-0.00062821+0.0011287i,-0.00035351+0.0015502i,-0.00053242+0.0016291i,-0.00036146+0.0015543i,9.6996e-05+0.0011724i,0.0004358+0.00010394i,-9.278e-05-0.00025043i,-0.00064306-0.00018704i,-0.00036571-0.00057706i,0.0001707-0.00074812i,0.0007583+0.00020585i,0.00066869+0.0010418i,0.00014003+0.00050249i,-3.7375e-05+5.7884e-05i,0.00062694+0.00046976i
-0.00051739+0.0001032i,0.0010857+0.001271i,0.0023319+0.0027967i,0.0027918+0.0024987i,0.002486+0.0010449i,0.0024186-0.00055193i,0.0020911-0.0013134i,0.00078474-0.0012073i,-0.00017883-0.0013302i,-0.00053945-0.0012057i,-0.00069025-0.00083601i,-0.00035746-0.00012465i,-9.1868e-06-4.6059e-05i,0.0004108-5.509e-05i,3.2777e-08+0.00043223i,-5.6299e-05+0.00036905i,0.00033349-0.00025354i,-1.5471e-05-0.00032828i,-0.00026216-1.1237e-05i,6.3569e-06+0.00025941i,-0.00013314+0.0003027i,-3.7877e-05+0.00019911i,0.00030854+0.00042327i
0.0017876-0.00012514i,0.0014377-0.0021838i,0.001228-0.0036845i,0.00052771-0.0032536i,-7.0178e-05-0.0029118i,-0.0002486-0.0017347i,-8.4475e-05-0.0007311i,0.001371-0.00084391i,0.0020192-0.00035195i,0.00087002+0.00013784i,-0.00059248+0.00050301i,-0.0016749+0.00069256i,-0.002345+0.00099343i,-0.0013281+0.00067934i,0.00015905-0.0001474i,0.00051853-0.00051572i,0.00044947-0.00062111i,0.00067877-0.00048036i,0.00051254-0.00054935i,0.0001327-0.00099183i,0.00020835-0.00091319i,-0.00037482-0.00021945i,-0.00027044+0.00038149i
-0.00064361-0.0010548i,0.00070675-0.00073783i,0.0014596+9.7219e-05i,0.0012435+0.00023493i,0.00022129+0.00072917i,0.00021655+0.0013333i,0.0016625+0.00090178i,0.0027352+0.0014823i,0.0017801+0.0025573i,0.0010846+0.0023249i,0.001592+0.0022088i,0.00098813+0.001498i,0.00063638-0.0001824i,0.00093245-0.0010325i,0.00023581-0.00053953i,-0.0004491-0.00029541i,-4.4704e-05-0.00021104i,-9.1143e-05-0.00025845i,-0.00014219-0.00029942i,-0.00012519+0.00015202i,-0.00014861+0.00044864i,0.00043222+0.00048416i,0.00040626+0.0010498i
0.0007019+0.0016455i,0.0012816+0.0012433i,0.0028705+0.0019394i,0.0037358+0.00055786i,0.0035438-0.00091186i,0.0024737-0.00069429i,0.0005661+0.00012579i,-0.00093907+0.00097377i,-0.0013631+0.0012626i,-0.0015176+0.001172i,-0.0011407+0.00055799i,-0.00070346+0.00019205i,-0.00078779-0.00020573i,-0.00068222-0.00017208i,-0.00053279+0.0011681i,-0.00035874+0.0018873i,-0.00025948+0.00096872i,-0.00035571-0.00018422i,-0.00046008+7.8775e-05i,0.00070727+0.00045868i,0.0015624+0.00065585i,0.00044836+0.0011976i,-0.00057346+0.0013132i
0.00035179-0.00042275i,0.00068107-0.00020686i,0.0011973-0.0013279i,0.00062992-0.0014042i,-0.00038418-0.00081955i,-0.00053871-0.00021923i,-0.00058145+0.00069298i,-0.00064866+0.00020139i,-0.00047252-0.00058028i,-0.0004074-0.0011386i,-0.00078598-0.00095263i,-0.00052326+0.00012387i,5.089e-05+0.0012122i,0.00030141+0.0018436i,0.00083152+0.0015323i,0.00093892+0.00016559i,0.00070064-0.0011894i,0.00040625-0.0010586i,0.00014203-0.00039411i,0.00058376-0.00074776i,0.00081651-0.00053425i,-0.00017431+0.00057158i,-0.00026194+0.00092226i
-0.00021978-0.00092452i,-0.00086508-0.0016402i,-0.00067361-0.0008235i,0.00040745+0.00029194i,0.001252+0.00093854i,0.001472+0.00079427i,0.001515+0.00032192i,0.0013275-0.00052777i,0.00080104-0.001108i,0.00047041-0.0014074i,0.00073547-0.0015242i,0.00037206-0.00095807i,-0.00065211-0.0005797i,-0.00054661-6.7512e-05i,-0.00020091+0.00043749i,-0.00087413+0.00029288i,-0.00080394-0.0003497i,0.00016868-0.0007575i,0.00033113-0.00027124i,0.00033238-0.00031646i,0.0005401-0.0005387i,0.00015224-8.0964e-05i,-0.00016548-2.0195e-05i
0.0012782+0.00032147i,0.0020176+0.001297i,0.0019427+0.0009086i,0.0011306-0.00080185i,0.00031695-0.0013095i,-0.00063011-0.00095299i,-0.00041827-4.8472e-05i,0.00071636+0.00080933i,0.001072+0.0015317i,0.00054509+0.0020548i,0.00045952+0.0013516i,0.00094536+0.00086173i,0.00049983+6.5842e-06i,4.9483e-05-0.00018885i,0.00017969+0.00082549i,0.00059826+0.0011575i,0.00014618+0.000778i,-0.00029649+0.00037772i,0.00082147+0.00039924i,0.0015469+0.00059058i,0.0012997+6.1621e-05i,0.00093019-0.0008884i,0.00092695-0.00091736i
-0.00033139-4.961e-05i,-0.00018381+0.00027736i,-0.00076345-0.00043342i,-6.4561e-05-0.0014391i,0.00096797-0.00077992i,0.0011527-0.0003136i,0.0011175+0.00025651i,0.0011919+0.000379i,0.00079295+3.0944e-05i,0.00013878-6.7283e-05i,-0.00011493-0.00010744i,-0.00033833+0.00036314i,-0.00031686+0.00029232i,-3.9458e-05-9.5421e-05i,-0.0003035+0.00066088i,-0.00079484+0.00052361i,-0.00078091+0.0001395i,-1.1974e-05+0.00068336i,0.00082777+0.00058139i,0.00092623+0.00029554i,0.0005539+0.00021882i,0.0004339+0.00077271i,-6.4992e-06+0.0011422i
0.0010719-0.0011523i,0.0016274-0.0012966i,0.00077324-0.0018794i,-0.00019262-0.0011276i,-0.00024628+0.00015129i,0.00025722+0.00017002i,0.00053468-0.00016245i,0.00050377+0.00035054i,-2.1693e-05+0.00060521i,-0.00065938+0.0002524i,-0.0014323-3.741e-05i,-0.0011929+0.00010626i,-0.00034075+0.00064688i,0.00031739+0.00032935i,0.00014629-0.00022116i,-0.00028996-0.00066379i,-0.00056649-0.00091334i,-0.0013386-0.00054159i,-0.0015081-0.00010531i,-0.00064908+0.00039478i,-0.00025512+0.00046871i,-0.00049292+0.00086541i,-0.00050729+0.00035327i
0.0005043+0.00085334i,0.0012137+0.00089999i,0.0017673+0.00098023i,0.0017474+0.0002654i,0.001919-0.00024086i,0.0011733+5.0665e-05i,-0.00030442+0.00034573i,-0.00096055+0.0001684i,-0.00019784-0.00010644i,0.00079391-0.00068334i,0.0010699-0.0010498i,0.00037661-0.00106i,0.00016489-0.00076804i,0.00047619-0.00043464i,1.75e-05-0.00037797i,-0.00077945-0.00032616i,-0.00063905-0.00048573i,0.00014899-0.00069688i,0.00039333-0.0008598i,0.00019329-0.00042254i,-0.0002822-0.00013502i,-0.00013029-0.00027325i,-0.00011584-0.00036646i
0.0012909-0.0010149i,0.0010026-0.0012943i,0.00091418-0.00095705i,0.00060622-0.00097005i,0.00066635-0.0002037i,0.0011711+0.00026069i,0.0014226-0.00037837i,0.0014953-0.00019421i,0.00077387+0.00098548i,0.00056419+0.0013036i,0.00041835+0.0010278i,0.00011391+0.00093943i,0.00083832+0.00031278i,0.0014964-0.00076443i,0.00094791-0.00057046i,0.00048124+0.00032987i,0.00060657+8.1917e-05i,0.00018233+0.00011899i,0.00015847+0.00035408i,0.00034203-0.00014742i,1.5428e-05-5.6628e-05i,-0.00046146+8.0614e-05i,-0.00023889+0.00047721i
0.0014209-0.0010826i,0.0012447-0.0013765i,0.0014823-0.0017166i,0.00048813-0.0018029i,-0.00060336-0.00096627i,-0.00066822+0.00016609i,0.00023249+0.00054295i,0.0010229+0.00071367i,0.00046074+0.00089699i,-0.00078099+0.00026233i,-0.00074225+0.00040218i,-0.0003417+0.0018677i,-5.6375e-05+0.0024724i,0.0004312+0.0017603i,0.00032256+0.00084607i,0.00023171+5.2255e-05i,0.00034773+0.00017107i,0.00015819+0.00033603i,3.5163e-05+0.00050869i,0.00014131+0.00057727i,0.00037377+0.00012189i,0.00035981+0.00012387i,0.00032774-3.1641e-06i
0.00081647-0.00028718i,0.00031489+0.0012024i,-0.00034315+0.0016141i,-0.00058978+0.0011033i,-0.00033211+0.00078608i,-0.00014206+0.00070213i,0.00027711+0.00067379i,0.00038727+0.00095699i,4.9756e-05+0.0007892i,-0.00088787-0.00051297i,-0.0012503-0.00094791i,-0.0012831-0.0010513i,-0.0011964-0.00077625i,-0.000481-0.00091366i,2.0991e-05-0.0011113i,-6.342e-05-6.3267e-05i,-0.00039761+0.00038385i,-0.00041462-9.4108e-05i,-0.00034383-0.00017326i,-0.00038208-0.00065446i,-2.3199e-05-0.00040569i,0.00041072+0.0002856i,0.00041983+2.4156e-05i
0.00012249+0.00048368i,0.0014638-0.0014396i,0.0020594-0.0023923i,0.0016086-0.0022476i,0.0017979-0.0018471i,0.0013276-0.0013518i,0.0008849-0.00059926i,0.00036355+0.00023881i,0.00038508+0.0012091i,0.00084634+0.00052583i,0.00094252-0.00080086i,0.00016187-0.00037985i,-0.00016381-0.00011001i,-0.00032674+0.00038962i,-0.00038883+0.00079982i,0.00058619+9.3937e-05i,0.00087016-0.00053488i,-0.00014561-0.0007131i,-0.00047374-0.00086004i,-0.00060368-0.0002919i,-0.00050179+0.00024304i,-0.00059235-3.8292e-05i,-0.00055286-0.00032909i
0.00044496+0.00078209i,0.0010312+0.0018569i,0.00044166+0.0009688i,-0.00027099+0.00055517i,-0.00018698+0.00057816i,-3.0608e-05-0.00023352i,0.0010781-0.00080786i,0.0016097-0.00040853i,0.00074309+0.00021217i,0.00014834+0.0012385i,0.00011594+0.0018141i,0.00018337+0.00045207i,0.00038232+0.00021936i,0.00032104+0.00056838i,0.00082657-6.0175e-05i,0.00074969-0.0005299i,0.0003233-0.0010199i,-3.0231e-05-0.00090905i,-0.00049846+0.00014297i,2.1583e-05+0.001024i,0.00063861+0.00085058i,0.00049028-5.8646e-05i,0.00024671-0.00036961i
0.0016152+0.0014059i,0.0012477+0.0012095i,0.0012111+0.0010855i,0.0024435+0.00031353i,0.002238-0.00068918i,0.00093464-0.00046098i,-2.5813e-05-0.00044744i,-8.7413e-05-0.00010371i,-0.00017583+0.00064764i,-0.00016581+0.00078627i,-0.00066142+0.0010832i,-0.00075863+0.0011491i,-0.0002911+0.00052572i,-0.00050478+0.00026538i,-5.1374e-05+5.4274e-05i,0.00044094+0.00032795i,0.00014396+0.00075685i,-0.00018051+0.00045033i,1.4442e-06+0.00014149i,0.00060281-0.00013449i,0.00012045-0.00012629i,-0.00071163-0.00023521i,-0.00071779-0.00049722i
0.00066158+0.00057742i,0.0018588+0.00073156i,0.0015956-0.00029588i,0.00081843-0.0021681i,0.00038316-0.0024443i,-0.00018117-0.0015981i,0.00026146-0.00058204i,0.00087039+0.00097428i,0.00069689+0.0013586i,0.00016258+0.00022773i,-0.00029459-0.00079564i,-0.00090524-0.0010882i,-0.0011049-0.00061039i,-0.0004953-0.00010668i,-3.1685e-05-5.0805e-05i,0.0002856+3.374e-05i,-0.00038765+0.0001572i,-0.00099607+0.00016154i,-0.00061374-0.00052589i,-0.00023761-0.00076362i,0.00033975+0.0002864i,0.0003631+0.00090393i,0.00022379+0.00079681i
0.00047129-0.0010424i,0.00024029-0.00069357i,-0.00033245-0.00097132i,-0.00045139-0.0011163i,-0.0011479+9.8881e-05i,-0.00072256+0.0016715i,0.00030985+0.0020722i,0.00085741+0.001093i,0.00091346+0.00089915i,0.00073989+0.0011697i,0.0010925+0.00026301i,0.00064624-0.00012841i,-0.00044157+0.00037547i,-4.4052e-05+0.00032889i,0.00044158-0.00014116i,0.00052642+0.00031805i,0.00072196+0.00045209i,0.00053457-0.00086098i,0.0002803-0.0014242i,0.00060389-0.00033621i,2.1454e-05+0.00072614i,0.00013656+0.00059954i,0.00038696+0.00054113i
-3.8319e-05+0.00068455i,0.00074984+0.0015833i,0.00030769+0.003058i,0.0016535+0.0028361i,0.0033328+0.001816i,0.0035126+0.0010399i,0.0022746+0.00038829i,0.00025596-7.9475e-05i,-0.00092112+0.00035i,0.00017148+0.0011571i,0.0010835+0.0010871i,0.00076089-0.00040326i,0.00059998-0.0010641i,-6.5618e-05-0.0009904i,-0.00022762-0.00046879i,0.00046056-0.00010891i,0.0007853+0.00031561i,0.00027196+0.00084225i,-0.00034246+0.00027757i,-0.00084775+0.00044148i,-0.0011808+0.00059681i,-0.0011135+0.00051194i,-0.00073273+0.0010181i
-0.00014721-0.001156i,-0.00045576-0.0012093i,0.00062219-0.0014347i,0.00097182-0.0013902i,-0.00011854-0.0016473i,-0.00026841-0.0015349i,0.00040391+0.00021146i,0.0011873+0.0012985i,0.00052055+0.00067924i,-0.00067369+0.00018171i,-0.0013533+0.00051046i,-0.0011377+0.00046475i,-0.00012207-0.0001117i,0.00056818-0.00061337i,0.00032496+0.00015264i,-8.8659e-05+0.00057327i,-0.00049728-0.00024049i,-0.00081116-0.00068714i,-0.00076008-0.00033623i,-0.00048672-0.00016086i,-2.8227e-05-0.0006786i,5.5811e-05-0.00059765i,0.00038424+0.00039723i
0.0024163-0.0012948i,0.0012947-0.0012362i,-9.9068e-05-0.001855i,-0.0012509-0.0017409i,-0.00077315-0.0013488i,-0.00022036+0.00012785i,0.00034819+0.0010984i,0.0010419+0.0011219i,0.00087509+0.00086662i,0.00062115+0.00037583i,0.00049548-0.00013195i,-0.00011911-0.00041495i,-0.00021023-0.00040786i,0.00040277+0.00067553i,0.00057746+0.00058204i,0.000524-0.00014092i,0.00014094-0.0006673i,0.00032226-0.00096331i,0.00051146-0.00033991i,0.0001693+0.00016787i,0.00015793+0.00031198i,0.00053991+0.00027793i,0.000687+0.00025654i
0.00028026-0.00063633i,0.0006988+0.00011231i,0.00019653+0.00030401i,0.00077974+0.00056778i,0.0009276+0.0007231i,0.00066679+1.5904e-05i,0.00078486+0.00014226i,0.00054069+0.00050211i,0.00081494+0.00070501i,0.0012797+0.00087955i,0.00094127+0.0002882i,-0.00011786+0.00011346i,-0.00066729+0.00015362i,-0.00027969-0.00025932i,8.2929e-05-0.00021255i,0.00078488+0.00020279i,0.00080843+0.00031545i,8.5584e-05+0.00023436i,0.00079646+0.00025291i,0.00093438+0.00089473i,-0.00010961+0.00039861i,-0.00048744-0.0003196i,-0.00043698-0.00026104i
0.0024247-0.00048458i,0.0021618-0.00058166i,0.0018599-0.00079189i,0.00065807-0.00098666i,0.00025421-0.0016139i,0.00067713-0.00083812i,0.00036921-0.00031399i,0.00050018-0.00051452i,0.00074706-0.00024626i,0.0013774+0.00045682i,0.0012949+0.00070854i,0.00046005+8.3177e-05i,0.00084548-0.00012454i,0.00085053-0.0001595i,0.00034931+7.0665e-05i,0.00071052+0.00090481i,0.00068094+0.00072345i,0.00015295+0.00015979i,-0.00050172-9.6387e-05i,-0.000793-0.00023806i,-0.00028369-0.00078103i,0.00021131-0.00078421i,0.00044067-0.00027287i
0.00019559-0.00043182i,-0.00050885-0.00034266i,-0.0014608-0.0013458i,-0.0017675-0.0012665i,-0.0010398-0.00045555i,-0.00022779+0.0008729i,0.00032707+0.0010904i,-0.00017709+0.00057441i,-6.3549e-05+0.00011648i,0.00055312+4.9908e-05i,0.00024254+0.00034352i,-0.0002427+0.0013127i,0.00014162+0.0010447i,0.0006169+0.00016088i,0.00081337+0.00041486i,0.00013935+0.00070482i,-0.00093734+0.00068557i,-0.00098281+9.899e-05i,-0.00052768-0.00024376i,-0.00053272+0.00026756i,-0.0004171+0.0002046i,-0.00017533+0.00017996i,-0.00041592+0.00037761i
-0.00059282-0.0015014i,8.2238e-05-0.00024917i,0.00060901+0.00052164i,0.00051896+0.0004146i,-0.00029206-0.00017277i,0.00024055-0.00057865i,0.00069186-0.00040591i,0.0008987+0.00025225i,0.00078238+0.0009302i,0.000158+0.0007754i,-0.00031014+0.00051516i,-0.0010899+0.00068706i,-0.0003819+0.00050523i,0.0010589-5.809e-05i,0.00092478-0.00042391i,9.0239e-05+0.00010589i,-9.0982e-05+0.00045035i,0.00063508-0.00046244i,0.0014611-0.00099054i,0.0015657-0.00015627i,0.00072369+0.00044143i,2.8986e-05+0.00039086i,0.00038223+0.0002951i
0.0013496+0.0010178i,0.0020523+0.00077368i,0.0022854-0.00033478i,0.00059917-0.00014904i,-0.0005569+0.000239i,0.00022446+0.00064882i,0.0012917+0.00076154i,0.0010167+0.001904i,0.0004568+0.0023121i,0.00049971+0.0010509i,0.0003439-0.00026907i,-0.00056486-0.00014859i,-0.00097091+3.2631e-05i,-0.00051247+0.00011419i,-0.00048766+0.00015902i,-0.00048513+5.3684e-06i,-0.00083925+0.0010053i,-0.00087999+0.0015464i,-0.000276+0.00083807i,0.00036955-5.8391e-05i,0.00043193-0.00030494i,0.00047982-0.00014227i,0.00033176-0.00068261i
0.00072666-0.0016183i,-0.0006651-0.0008882i,-0.0007914-0.0014192i,-0.00018244-0.0024667i,-0.00041236-0.0021369i,-0.0002451-0.0014103i,0.0011512-0.00013118i,0.0010542+0.001189i,-0.00027671+0.0014998i,-0.00035227+0.00090842i,3.9871e-05+0.00011473i,-0.00030078+0.00016229i,-0.00015176+0.00089436i,0.00022918+0.0012295i,0.00091981+0.00058172i,0.00081701-0.00024101i,-0.00054832-0.00062705i,2.725e-05-0.00072722i,0.00073218-0.00030765i,-0.00015782-0.00012979i,-0.00036244+0.000246i,-8.1984e-05+0.00048556i,0.0007684+0.00043517i
5.8361e-05-0.00053681i,0.0012041-0.0014789i,0.0018732-0.0017631i,0.0019826-0.00098415i,0.0009405+0.00050403i,0.0003118+0.0011896i,0.00083331+0.0012751i,0.00040115+0.00086732i,-8.1935e-05+0.00031739i,-0.00012735+0.00028368i,-0.00018118+0.00082667i,-0.00038257+0.00132i,-0.00065309+0.00115i,-8.8452e-05+0.00079541i,-7.3752e-05+0.0006798i,-0.00088+4.9438e-05i,-0.0004994-0.00061808i,0.00010836-0.00044296i,-0.00030543-0.00059713i,-0.00034688-0.0006235i,4.8347e-05-0.00018518i,0.00047443+0.0003137i,9.576e-05-3.3124e-05i
0.001201+0.0012888i,0.0019995+0.0010564i,0.0039811+0.00055733i,0.0044796-0.00066025i,0.0038589-0.0023033i,0.0022718-0.0023587i,8.7805e-06-0.0012441i,-0.00042989-0.00062115i,0.00011165-0.00049014i,0.0002452-0.00035458i,-2.2529e-05+0.0002337i,-0.00042052+0.0007611i,-0.00040588+0.0013159i,-8.8409e-05+0.0014172i,8.5366e-05+0.00093967i,0.00040579+0.00062173i,0.00058408+0.00010589i,0.00035325-0.00016674i,7.5549e-05-0.00011545i,0.00010037+0.00062732i,0.00021425+0.00061235i,0.00093817+1.3766e-05i,0.0013124+0.00039816i
0.0017145-7.7101e-05i,0.0016961-0.0014506i,0.001069-0.0027923i,-0.00054884-0.0037041i,-0.0025852-0.0032537i,-0.003229-0.0013783i,-0.0016855+0.00052785i,-0.00060317+0.00084388i,0.00051349+0.00067381i,0.00061143+0.00060363i,-0.00036153+0.00035133i,-0.001353+0.00032272i,-0.0010312+0.00050815i,0.00021441+0.00066739i,5.7142e-05+0.00091376i,-0.00035058+0.00032383i,-0.00016081+2.6142e-05i,-0.00059939+0.00032907i,-0.00019204+7.9717e-06i,0.00046528+0.00026402i,0.00024209+0.0003354i,-1.3508e-05-4.1327e-05i,0.00021771+0.00027046i
-7.8396e-05-0.00071477i,0.00048386+0.0011402i,0.001279+0.0025104i,0.0013119+0.0024335i,0.0014118+0.0012981i,0.0020186+0.0011773i,0.0019997+0.00090059i,0.0016307+0.00055768i,0.00079182+0.00076315i,0.00052128+0.00087586i,0.00056453+0.00024308i,0.00067282+8.876e-05i,0.00010478+0.00070661i,0.00031236+0.00055002i,0.0011258-0.00078999i,0.00092724-0.0011493i,-4.0597e-05-0.00072519i,-0.00067885-0.00067281i,-0.00056334-0.0009121i,-0.00029-0.00044529i,6.4187e-05+4.6488e-05i,0.00046561+0.00030757i,0.00032367+0.00029143i
0.0017093-0.00063601i,0.00068746-0.00099746i,0.00022787-0.0018748i,4.7577e-05-0.0029141i,-0.00061523-0.0018573i,-0.0012391-0.00027446i,-0.00096327+0.00053424i,-2.5466e-05+0.00076088i,-1.787e-05+0.00066306i,-0.00016034+5.8884e-05i,0.00048377-0.00034777i,0.00098818+7.8675e-05i,0.00049039+0.00039837i,-0.00032829+0.00074044i,-9.1449e-05+0.0012279i,0.00019063+0.0010017i,-8.6885e-07-0.00032297i,0.00018902-0.00065987i,0.00023763-7.0032e-05i,0.00079202+0.00054216i,0.0010438+0.00095305i,-7.0111e-05+0.00059425i,-0.00083973+0.00017599i
0.00093067-0.0010053i,0.0011249-0.00033704i,-5.6972e-06+0.00099838i,-0.00063764+0.0026777i,7.7353e-05+0.0029115i,0.0013976+0.0022245i,0.0015819+0.0010258i,0.00017914-1.7047e-05i,0.00010516-0.00035042i,0.00068935+0.0004267i,0.00068934+0.00068857i,0.00039923+0.0011564i,-0.00014555+0.0010321i,-0.00010559-3.5049e-05i,0.00056283+0.00015725i,0.00071912-0.0001021i,0.00038466-0.00036662i,0.000463+0.00018721i,0.00066892+0.00043752i,0.00065059+0.00012409i,-0.0002821-0.00016725i,-0.00055001-0.00064144i,0.0002847-0.00023205i
0.00089904+0.00042089i,0.0015726-0.0011022i,0.001279-0.0020225i,0.00020386-0.0025098i,0.00082928-0.0022936i,0.00053029-0.00087774i,0.0001477+0.00066664i,0.00040922+0.00095409i,0.00023365-1.5701e-05i,0.00010073-0.00031945i,-0.00055728-1.1063e-05i,-0.00091264-0.00020866i,-0.00050452-2.6875e-05i,-0.00049555-5.7946e-05i,-0.00026658-0.00064903i,-0.00024979-0.00051191i,-0.00093928-0.00031722i,-0.0008354-0.00046881i,0.00020901-0.00015041i,-9.7246e-05-4.9884e-05i,-0.00033701+0.00041898i,0.00014743+0.0014975i,0.00031556+0.00090064i
0.00068021+0.0016411i,0.0016295+0.0024207i,0.00097326+0.0023748i,0.000224+0.0022714i,0.00065863+0.0011912i,0.0010418-0.00021488i,0.00031712-0.00016036i,-0.0001881+0.0013002i,0.00029986+0.0012314i,0.00052886+0.00016866i,0.0005199-0.00041477i,0.0013009-3.2539e-05i,0.00057213+0.0004998i,-0.00046121+0.00028381i,-1.5591e-05+0.0006054i,0.00060759+0.00013058i,-8.9693e-05-0.00035621i,-0.00047876-0.00019686i,-0.00035167+0.00028914i,-0.00023677+0.00069609i,-0.00016696+0.00021496i,0.00018679-0.00073972i,0.00042816-0.00080546i
0.00071227-0.00086352i,0.0016269-0.0017604i,0.0015632-0.0026485i,0.0017309-0.0028095i,0.001987-0.0020462i,0.00094637-0.0010274i,9.9197e-05-0.00027982i,-0.00018035+7.6402e-05i,-0.00010942+0.00036945i,0.0003943+0.0005023i,0.00053179-0.00042579i,0.00079007-0.0003724i,0.00090958+0.00061494i,0.00090414+0.00048591i,0.0005444+7.9358e-05i,0.00018509+5.5147e-06i,-7.4709e-06+0.00019994i,0.00012933+0.00097943i,5.7856e-05+0.00089911i,-0.00023484+0.00045814i,4.7442e-05-4.4067e-05i,0.00074184-0.00014949i,0.00040939+3.1186e-05i
-0.0002371-0.00019623i,0.00024775+0.00028822i,-0.0010731+0.00061881i,-0.00158+0.0010207i,-0.0017448+0.00055016i,-0.00092451+1.8153e-05i,0.00026906+0.00062781i,0.00055944+0.001239i,0.00035618+0.0010546i,0.00011759+0.0010949i,0.00015622+0.0012179i,0.0004514+0.0012117i,0.00032141+0.00051809i,-0.00016259+0.00019124i,-0.00040583+3.687e-05i,-0.0005005-0.00024261i,-0.00051443+2.0971e-05i,-0.0005141+0.00024775i,0.00027711+4.6678e-05i,0.00052341-0.00013222i,0.00019399+0.00018591i,0.00039447+0.0008965i,0.00091662+0.00052237i
0.0009872+0.00080819i,0.0019745+0.00066399i,0.0027087+0.00081666i,0.0027735+0.0011329i,0.0024907+0.0011409i,0.0017409+0.00045191i,0.00030326-0.00034572i,-0.0010959-0.00043933i,-0.001191-7.2382e-05i,-0.00025098+3.7953e-05i,-0.00033183-0.00026563i,-0.00089724-0.00049257i,-2.2351e-05-0.00074014i,0.00075536-0.00020687i,0.00064264+0.00058998i,0.00014275+0.00053239i,7.1689e-05+3.2634e-05i,0.00045794-0.00053409i,0.00033569-0.00056975i,0.00060845-0.00021983i,0.00073181+5.8714e-05i,0.00038036+0.00038621i,0.00030463+0.00021903i
-0.002719-0.00044021i,-0.0011971+0.00080487i,-0.0012278+0.0014065i,-0.001825+0.001153i,-0.0014801+0.0014683i,0.00028708+0.00057734i,0.0015785-0.0011643i,0.0011776-0.0013948i,0.00047482-0.0006231i,0.00053272-0.00021699i,0.00045148+0.00013335i,-3.1083e-05-3.6074e-05i,-0.00022769-0.00017394i,-0.00040963+0.00010602i,-8.5471e-05-0.00087167i,-9.6898e-05-0.0014889i,-0.00047776-0.00053943i,-0.0003983-0.00015442i,0.00015529+6.6777e-05i,0.00015122+0.00052178i,-5.8937e-06+0.00061092i,-0.00057184+0.00068998i,-0.00043739+0.00047555i
-0.00015097+0.00056659i,-0.00052972-0.00040408i,-0.00070581-0.0019295i,0.00052932-0.00138i,0.0012246+0.00026468i,0.00077537+0.00095602i,-0.00041859+0.00050284i,-0.00092032-4.4805e-05i,0.00018131+0.00044282i,0.00034879+0.001016i,-3.3281e-05+0.00093768i,1.9128e-05+0.00056424i,0.00055663+0.0004364i,0.00064034-0.0002243i,0.00018032-0.00087095i,-3.8533e-05-0.00069458i,-0.00069732-0.00051676i,-0.0011023-0.00039835i,-0.00052299-0.00024999i,0.0002929-0.00016619i,2.3069e-05+0.00023829i,-0.00019989-0.00014383i,0.00055258+0.00022391i
