-0.0016653+0.00036581i,-0.0011446-6.3939e-05i,-0.0025222+0.00054694i,-0.0028317+0.00047766i,-0.0028594+0.0010966i,-0.0028705+0.0018523i,-0.0018232+0.0018353i,-0.00063539+0.0015676i,0.00015787+0.0011793i,0.001036+0.00069766i,0.0008079+0.00065608i,0.00095278+0.00053856i,0.0015773+0.0001547i,0.00082392-0.0006256i,0.00051603-0.00013538i,0.00017545+0.0004609i,-0.00079771+7.033e-05i,-0.00093606-0.0001847i,-0.0011213-4.0824e-06i,-0.001259+0.00011391i,-0.00026789-0.00026425i,0.00012521-0.00029306i,-5.0836e-05+1.5212e-05i
0.001+0.00018318i,0.0015807+0.00025316i,0.0012593-0.0010758i,0.0003721-0.0020335i,-0.00047816-0.0017474i,-0.0010768-0.00083126i,-0.00062604-0.00060381i,-0.00026375+0.00030165i,0.00012606+0.0007119i,0.00048521+0.00026766i,0.00078652+0.00029506i,0.00082718-0.00014705i,-6.3534e-05-0.0011048i,-0.00083575-0.001058i,-0.00030183-0.0011922i,0.00011885-0.0011449i,-5.4828e-06-2.7566e-06i,0.00031065+0.0005109i,0.0010808+0.00063484i,0.0012762+0.00021564i,-6.3392e-06-0.00012914i,-0.00027475-0.00012301i,-0.00015693+0.00010532i
0.0007227-0.00031027i,-9.6328e-05-0.00071527i,-0.0010743-0.0015999i,-0.0014677-0.0011867i,-0.0010209+0.00066042i,-0.00022359+0.0008665i,0.00011903-0.00016892i,0.00051854-0.00080096i,0.00118-0.00072426i,0.0017834-0.00010044i,0.0014642+0.00085775i,0.0016101+0.00072728i,0.0012947-9.1217e-05i,0.0008021-0.00032848i,0.00098504-0.00027217i,-0.00019759+0.00038272i,-0.001076+0.00061222i,-0.00074645+0.00050047i,-0.00041478+0.00076384i,-0.0008091+0.00052681i,-0.00081471+0.00067089i,-0.00082824+0.00059396i,-0.00069374+0.00048882i
-0.0012174+0.0013865i,-0.00094138+0.0012782i,0.00013269+0.001684i,0.0017946+0.002282i,0.0030163+0.002513i,0.0026059+0.0015556i,0.0019943+0.00047861i,0.0020212+0.00077471i,0.0020369+0.0011555i,0.0021418+0.00090934i,0.0016262+0.00026807i,0.0013938-2.1223e-05i,0.0017444-6.6487e-05i,0.0007268-0.00020363i,-0.00012698+0.0003881i,-0.00046963+0.00054324i,-0.0014091-0.00034949i,-0.0010118-0.00050468i,0.00075017+0.00020561i,0.0011081+0.00020651i,0.00049959-0.0001591i,-0.00042914+0.00013926i,-0.0011593-0.00010913i
-0.00012878-0.0010343i,0.00055007-0.0010562i,-0.00014034-0.00074371i,-0.00057847-0.00038411i,-0.00039144+0.0003162i,0.00028055+0.0014187i,0.0011166+0.0011608i,0.0011263+0.0013977i,0.00056785+0.0020489i,0.00042172+0.0021468i,0.00027366+0.0020765i,0.00011177+0.0018416i,0.00060434+0.00087222i,0.00074791+0.00033781i,2.8255e-06+0.00032264i,-0.00072349-3.7417e-05i,-0.0013795+6.9869e-05i,-0.0015269-9.489e-05i,-0.00054388-0.0010471i,0.00021381-0.00095248i,-0.00020013-7.435e-05i,-0.00053144-0.00013356i,-0.00050355+4.4205e-05i
-0.0019101+0.00023541i,-0.0018866+0.00024588i,-0.0036676+0.00038953i,-0.003898+0.0022753i,-0.0026722+0.0038809i,-0.0015556+0.002904i,-0.00038524+0.0017359i,-0.00024936+0.0016566i,-0.0012129+0.0017795i,-0.0010377+0.0020631i,-0.00063635+0.0011777i,-0.0004637+0.00081741i,-0.00012328+0.001475i,-0.00014187+0.0011044i,-0.00050998+0.00032411i,-0.00087298-0.00013754i,-0.0013526-0.00010294i,-0.00075097+0.00055049i,-9.1562e-07+0.00079761i,-0.0001869+0.00013276i,9.6547e-05-0.00038219i,0.00068902+9.1676e-06i,0.00074322+0.00026196i
0.00091623+0.0012114i,0.001672+0.0014743i,0.0025114+0.001688i,0.002637+0.0016399i,0.0016067+0.0012028i,0.0005302+0.00075741i,0.00031789+0.00032731i,0.00032354+0.00018476i,0.0003411+0.00056682i,0.00066984+0.00024445i,0.00049422+0.00011273i,-0.00029747+1.3099e-05i,-0.00014555-0.00068198i,0.00087706-0.0009592i,0.00097395-0.00045597i,0.00045219-0.00098578i,-0.00015017-0.0012066i,-0.00045934-6.9126e-05i,-0.00020581+0.0011026i,-0.00026301+0.00091341i,3.9717e-05-2.7198e-05i,0.00053341-0.00078265i,0.00086089-0.00089544i
0.0026185+0.0015671i,0.0021084+0.00044373i,0.0020513-0.0017624i,0.0018676-0.0028204i,0.0012189-0.0014148i,6.7146e-05-0.00071106i,-0.00061633-0.0010358i,0.00033075-0.00098976i,0.0017829-0.00074227i,0.0023147+9.2092e-05i,0.00123+0.00082041i,0.00081665+0.00043571i,0.00083447-8.0253e-05i,0.00023615-0.00089648i,0.00080409-0.00068843i,0.00073775+8.3349e-05i,-0.00012121+0.00045516i,-0.00020714+0.00081355i,-0.00012374+0.00078999i,-0.00010538+0.00010123i,-0.00052964-0.00071842i,-0.0004666-0.00092282i,1.67e-05-0.00070684i
-0.00048141-0.0017606i,-0.00075952-0.001628i,-0.0021393-0.0013906i,-0.0014476-0.00083706i,-0.00042511+0.00062854i,0.00031054+0.0012527i,0.00038744+0.0011566i,0.00026231+0.0011123i,0.00088193+0.0013153i,0.0014031+0.0016695i,0.002051+0.0015889i,0.0025175+0.0010723i,0.0016519+0.00043931i,9.5863e-05+0.00029864i,0.0002441+0.00028167i,0.0004706+0.00058873i,-0.00027104+0.0003953i,-0.0010235-0.00020698i,-0.00095057-0.0005261i,-0.00016051-0.00083675i,-0.00061114-0.00045667i,-0.0012566+8.4341e-06i,-0.0013885+0.00029907i
-0.0014208+0.00077091i,-0.00050751+0.0011399i,-0.00089343+0.0014809i,-0.0009264+0.0022899i,0.0003964+0.0026256i,0.0020142+0.0020814i,0.0025196+0.0013827i,0.0015942+0.0013891i,0.00069836+0.0015702i,0.00036902+0.0018534i,-0.00012659+0.0019363i,-0.00035605+0.00081558i,-0.00019843+0.00012358i,-0.00020768+8.9523e-06i,-0.00052159-0.00016461i,-0.00054689-0.00011592i,-0.00025898-2.1244e-05i,-0.00020787-0.00018096i,-0.0004011-0.00068221i,-0.00059633-0.00066193i,-0.00061349-0.00059463i,-0.00023181-0.00025149i,-0.00045664-0.00049646i
0.0017197+0.0020749i,0.0021961+0.0018325i,0.0023093+0.0015732i,0.0011688+0.0011155i,-0.00029333+0.0014348i,-0.0010221+0.00095428i,-0.0013797+0.00079352i,-0.0013816+0.0012411i,-0.00099336+0.0010934i,0.00048327+0.00015828i,0.0014552-0.00039535i,0.0008552+3.2405e-05i,8.6765e-05-0.00020994i,-8.3225e-05-0.0011076i,-0.00028032-0.00081261i,-0.0013398-0.00044284i,-0.0013784-0.00093386i,-0.00012607-0.0012235i,0.00081656-0.00028887i,-0.00014401+0.0005268i,-0.00087943-0.00058593i,-0.00043198-0.0010502i,0.00038596-0.00014371i
0.0012788+0.0011675i,0.00074153+0.00019245i,0.0010856+0.00038822i,0.001281-6.1246e-05i,0.00079638+0.00019951i,-0.00051844-0.00028825i,-0.0014964-0.00056007i,-0.00062801-4.9189e-05i,-0.0001951+0.00051567i,0.00065518+0.00050871i,0.0017163-7.9168e-05i,0.0012199-0.0012186i,0.00041026-0.0015884i,-2.5307e-05-0.0010247i,-7.3266e-05-0.00089902i,3.1042e-06-0.00087456i,-0.00029974-0.00089185i,-0.00020058-0.00039428i,-0.00043305+0.0003216i,-0.00023899+0.00085007i,-0.00013911+0.00081744i,-0.00019221+0.00057977i,0.00031975-0.00011664i
0.0025092-0.0011063i,0.0023657-0.0021517i,0.0021691-0.0030803i,0.001505-0.0024576i,0.00019523-0.00032938i,-0.00078273+0.00087721i,-0.00077251+0.00045139i,0.00018202+0.00029679i,0.001371+0.00046087i,0.0020944+3.9202e-05i,0.0020742-0.0002809i,0.0017766-0.00027697i,0.0015968-0.00018301i,0.00051654+0.00030397i,-0.00010486+0.0002777i,-1.0681e-06-0.00019482i,-0.00049942+0.00016392i,-0.00054786+0.00068978i,-0.00023209+0.0011522i,0.00017004+0.00081729i,0.00017846-0.00022325i,0.00046861-0.00039958i,0.0013334-0.00027159i
0.0004177+9.8772e-05i,0.00086734-0.00030164i,0.00094117-0.00037287i,0.0009512-0.00019154i,0.0012838+0.00076058i,0.0013218+0.00095911i,0.00042624+0.00042593i,0.0003959+0.0013329i,0.0013449+0.0028916i,0.0016226+0.0022184i,0.0011864+0.00062969i,0.00058176+0.00049374i,0.0012715+0.00039991i,0.0017763+4.9668e-05i,0.0010375-5.09e-06i,0.00060749+4.0574e-05i,0.00034556+0.00068768i,-2.8049e-06+0.0013014i,0.00025352+0.0010691i,-0.00021845+0.00046193i,-0.00039643+0.00085289i,-0.0003272+0.0013384i,-0.00067811+0.00065297i
0.0014941-0.00046848i,0.0015915-0.0012482i,0.0013876-0.00058432i,0.00065395+0.00021156i,0.00029154+0.00050918i,-3.0522e-05+0.00090731i,-7.5312e-05+0.00073669i,0.00057721+0.001004i,0.0014019+0.0012277i,0.0021561+0.00034687i,0.0022275-0.00012616i,0.0014891-0.0005746i,0.00031519-0.00020055i,-0.0006281+0.00050798i,-0.00117+0.00080144i,-0.0012753-7.4939e-05i,-0.00068447-0.00087738i,-0.00040756-0.0012407i,-0.0011098-0.0016482i,-0.0013642-0.001697i,-0.00047575-0.00080717i,0.00048059-0.00026694i,0.00069209-0.0004767i
0.00062597+0.00088488i,0.0002629+0.00077894i,0.00035043+0.0013494i,7.1303e-05+0.001774i,-5.9898e-05+0.0022804i,0.00038108+0.003067i,0.00061928+0.0022294i,0.00084184+7.807e-05i,0.00065289-0.00035632i,0.00039824+0.00012467i,0.00055727+0.00010862i,0.00043921+0.00017189i,0.00052579+0.00033582i,0.00086859-0.00039623i,9.9358e-05-0.0010814i,-0.00079637-0.001138i,-0.0011199-0.00054971i,-0.0014863+0.00013615i,-0.0017084+0.00021342i,-0.0010929-0.00037934i,-9.8623e-05-0.00021634i,-0.00031312+0.00046626i,-0.00092371+0.00036518i
0.0009623+0.00041234i,0.00074597+0.00028747i,-0.00010078-0.00017176i,-0.00057099+0.0005777i,-0.00092355+0.0017217i,-0.0010592+0.0020664i,-0.00064306+0.0021131i,0.00011796+0.00096824i,0.00053778-0.00084665i,0.00020355-0.0014124i,-5.0484e-05-0.00024935i,-0.00024307+0.00027894i,8.4145e-05-9.4617e-05i,0.0003385-0.00069293i,0.00013435-0.0011699i,-0.0002051-0.00064292i,-0.00089217-0.00026915i,-0.00043209-0.00061932i,0.00037005-0.00059666i,0.00062496-0.00032967i,8.0397e-05+0.00012136i,-0.00061504+0.00032773i,0.00012974+9.6997e-05i
-0.00030101-4.4468e-05i,-0.0003201+0.00074302i,7.768e-05+0.00054537i,0.00097051-0.0002539i,0.0008161+0.00029017i,0.00020479+0.00040551i,0.00065663-0.00029601i,0.0012612-4.8724e-05i,0.0019179+0.0010583i,0.0016775+0.0012242i,0.0010701+0.0012982i,0.00040924+0.0011761i,-0.0007469+0.00044565i,-0.0015324+0.00013643i,-0.0019676+1.2814e-06i,-0.0017658+0.0003746i,-0.0012776+0.00064868i,-0.00095568+0.00072178i,-0.00066778+0.0011939i,-0.00059688+0.0010118i,-0.000195-0.00017472i,-0.00022866-0.00054821i,3.0187e-05-0.00014624i
-0.001471+0.000522i,-0.0011023-0.00082269i,-0.0017803-0.0007433i,-0.0012558+0.0011169i,0.00023817+0.0022621i,0.00097018+0.0015321i,0.0007141+0.00093581i,0.000364+0.001171i,0.0011675+0.0011918i,0.0017314+0.00094242i,0.0015107+0.00068502i,0.0013969+0.00090688i,0.00077088+0.00059632i,0.00036033-9.3259e-05i,9.1314e-05+0.00016221i,-0.0003279+0.0008373i,-0.0008643+0.00092051i,-0.00085116+0.00052084i,-0.00024553+0.00072371i,-0.00022321+0.00075787i,-0.00037565+0.0004408i,-0.00021071+0.00071086i,-0.00031312+0.00099108i
8.4141e-05+0.001439i,0.00093133+0.0019772i,0.00032254+0.0033604i,-0.00048829+0.0034346i,-7.3672e-05+0.0030504i,0.00062387+0.001638i,0.00083135+0.0013369i,0.00026151+0.001872i,0.00051729+0.0016597i,0.001409+0.0013644i,0.0014232+0.0008964i,0.0003456+0.00049586i,-0.00024718+0.00046733i,-0.00048836+0.00090938i,-0.00065849+0.00039369i,-0.00063599-0.00039751i,-0.00060447-5.5345e-05i,-0.00055508+0.00020663i,-0.00021097-0.00023515i,-0.00016619-0.00035409i,-0.00015078-0.00052594i,7.8202e-05-0.00046437i,-3.6309e-05-0.00026922i
-0.00072616-0.00042441i,-0.0005094-0.00091193i,-0.00020224-0.0010446i,0.0002099+0.00044321i,0.00068237+0.0020559i,0.0009764+0.0012958i,0.00053668+0.00058861i,0.00061354+0.0012557i,0.0008304+0.0019886i,0.00040476+0.0017919i,0.00027795+0.0012342i,0.00042949+0.001057i,0.00027673+0.0007688i,0.00010128+0.00027739i,0.0001367-0.00070153i,-0.00030079-0.0010481i,-0.00054722-0.00062326i,-0.00041597-0.00058464i,-0.00037105-0.00053046i,-0.00010502+1.8424e-05i,0.00037193+0.0011319i,0.00040735+0.0015784i,0.00014242+0.001126i
3.6683e-05-0.00046989i,0.0002283-0.00031839i,-0.00032801-0.00064312i,-0.00079356+8.0348e-05i,-0.00097323+0.0013702i,-0.0013182+0.0021549i,-0.0004586+0.0014814i,0.0008658+0.0012109i,0.00083911+0.00097317i,-7.1642e-05+0.00051166i,-0.0005352+0.0002882i,-0.00072808+0.00015404i,-0.001032+0.00091295i,-0.0013018+0.001164i,-0.0011004+0.00015035i,-0.00070729-9.7123e-05i,-0.00055734+0.00029241i,-0.00048273+0.00041943i,-0.00084793+0.00067642i,-0.00054036+0.00043011i,0.00013313-0.00025706i,-0.00011885+0.00030633i,-0.00056317+0.0011475i
0.0014865+0.0019726i,0.00034951+0.00080664i,0.00034214-0.00039705i,7.779e-05-0.0002523i,-0.00011537+2.7133e-05i,0.00018745-0.00064814i,0.00037039-0.00039941i,0.0008515+0.00022519i,0.0011834+0.00010826i,0.0012844+0.00013363i,0.0013138-0.00021393i,0.00031575-0.00078605i,0.0001856-0.00050824i,0.00010567-0.00019249i,-0.00010109+0.0006307i,0.00051059+0.00098455i,0.00073782+0.00038505i,4.2794e-05+0.00015899i,-0.00029703+0.00055979i,0.00013727+0.00096588i,0.00046613+0.0011853i,0.00023015+0.00091624i,9.2988e-05+0.00049087i
0.0017844-0.00065077i,0.0026688-0.0017165i,0.0029248-0.0022353i,0.0013123-0.0016033i,-0.00022006-0.00074072i,-3.9112e-06-0.0005834i,0.00033075-0.00039185i,0.00069922+0.00052646i,0.0014923+0.00083081i,0.0018756+0.00058562i,0.0014984-4.6777e-05i,0.0014496+5.6305e-07i,0.0010004-0.00011245i,-2.998e-05-0.00076773i,-0.00039765-0.00068372i,0.00013248-0.00055837i,0.00048224-0.00039355i,1.8805e-06-0.00046246i,-0.00027403-0.00053894i,7.4431e-05-4.4576e-05i,0.00027884-0.00010185i,-0.0003739+4.4783e-05i,-0.00080212+0.00035617i
-0.00019939-0.00085915i,6.4804e-05-0.00015156i,-0.00027766+3.5402e-05i,-0.00055817+0.00037026i,-0.00055863+0.0012093i,-6.6924e-05+0.0011786i,0.00032731+0.0010739i,0.00072188+0.0010598i,0.00068817+0.0012816i,0.00081562+0.00071058i,0.00022824-0.00022634i,0.00013168+0.0003674i,0.0006592+0.00028399i,0.00019673-0.00043271i,-0.00052261-0.0010757i,-0.0005876-0.00090748i,-0.00072525-8.3695e-05i,-0.00092994-6.6299e-05i,-0.00019881-0.00033165i,0.00055737-0.00029167i,1.8709e-05-0.00075192i,0.00013037-0.00099318i,0.00040557-0.00027124i
-0.00076242+0.00078848i,-0.0012125-0.00046887i,-0.0014392-0.00061481i,-0.0011366-0.00029612i,-0.0003876+0.00061452i,0.00061672+0.0014507i,0.00088393+0.00018985i,0.00043165-0.00011198i,0.00016217+0.00053258i,0.00032005+0.00070825i,0.0012871+0.00066091i,0.0014211+0.00031885i,0.00066965+7.6152e-05i,-0.0002883-0.00030308i,-0.00047934-0.00066879i,0.00085517-0.00094209i,0.0008616-0.0011288i,-0.00014744-0.00070475i,8.9546e-05+5.3654e-06i,0.00013159+0.00022048i,-0.00047299+0.00046624i,-0.00052226+0.00037205i,0.00016601-0.00010936i
0.00048742+0.00075303i,0.001023+0.00039494i,0.00043456-9.4193e-05i,-0.00084745-0.00039906i,-0.0013309+0.00053136i,-0.00077841+0.0011529i,-0.00013289+0.00046153i,0.00023161-0.00027704i,0.00050995-0.00029168i,0.00047563-0.00047685i,0.00035061-0.00050837i,0.00027295-0.00053098i,0.000233-0.00044131i,0.00019028-0.00030005i,0.00076458-0.00025609i,0.0011019-0.00019919i,0.00015981+0.00049769i,-0.00056256+0.0010003i,-0.00088715+0.00031421i,-0.0011708-0.00043028i,-0.00083325-0.00088941i,-0.00026329-0.0010583i,-0.00050453-0.0003711i
0.0013634-0.0010015i,-0.00035212-0.0013581i,-0.00068509-0.0013537i,-0.00028222-0.0012633i,-0.00061679-0.00064348i,-0.0010136+0.00047416i,-0.00032571+0.0011384i,0.0005194+0.0013657i,0.0012615+0.0012994i,0.0015425+0.00071423i,0.00099263+0.00047503i,0.00049833+0.001176i,-0.0001969+0.0016609i,-0.0010748+0.0011818i,-0.0003714+0.00086355i,-0.00011241+0.00089287i,-0.00075261+0.00041127i,-0.00056237+0.00070661i,-0.00019676+0.0011269i,-0.00057873+0.0006663i,-0.00090526-8.9215e-05i,-0.00076765-0.00062662i,-0.0001708-0.00017754i
-0.000269+0.00070921i,-0.00013925+0.0006931i,0.00053139+0.0013594i,0.0011176+0.0019771i,0.0007207+0.0018816i,0.00065264+0.0012379i,0.00059196+0.00038759i,0.00036772+0.00039908i,0.0007333+0.0013556i,0.0010507+0.0022045i,0.0010438+0.001533i,-4.0937e-05+0.00077253i,-0.00098726+0.00128i,-0.00096885+0.00052586i,-0.0012152-0.0010405i,-0.00089975-0.00042281i,-0.00092071-7.8385e-05i,-0.0012356-0.00050733i,-0.00087175-0.00056031i,-0.0001131-0.000612i,-0.00048098-0.00010607i,-0.00076637+0.00027375i,-3.8645e-05+0.00081666i
2.8876e-05+0.00068039i,0.0006782+0.00024258i,0.00065834+0.00094799i,0.00076725+0.001606i,0.0014684+0.0014698i,0.0020871+0.00070045i,0.0016839+0.0004529i,0.00056489+0.0011757i,-0.00014399+0.0015393i,-1.6855e-05+0.0015202i,0.00072855+0.0014554i,0.00015971+0.00060911i,-0.00015584-2.0256e-05i,0.00010098+0.00017943i,0.00024304+0.00016679i,0.0002498-0.00010435i,-0.00045609+4.5087e-05i,-1.1973e-05+4.8321e-05i,0.00079965-0.00024098i,0.00099681-0.00012712i,0.00084449-0.00010822i,-3.9102e-05-9.652e-05i,-0.00071445+6.3561e-06i
-9.8333e-05+0.00084974i,0.00045772+0.00089513i,1.3831e-05+0.0010085i,-0.00027084+0.0022021i,0.00077827+0.0022135i,0.0019715+0.00076519i,0.0016741+0.00025625i,0.00098044+0.00040257i,0.00026226+0.00068661i,-0.00047159+0.0013383i,-0.00026179+0.0015312i,0.00046708+0.0012116i,0.0007079+0.00013979i,0.00034463-0.00017694i,0.00056166-0.00032059i,0.0011197-0.00040986i,0.00081031-0.00020183i,0.0001421-0.00024599i,4.8251e-05-7.1213e-05i,-0.00011734-0.00012352i,-0.00034965-0.00045295i,-0.00045513-0.0005533i,-0.000104-0.00022585i
0.00063212+0.0017021i,0.0011632+0.00087526i,0.0010921+0.00069025i,0.0013326+0.0015011i,0.0012938+0.001975i,0.00059431+0.0019072i,0.00024918+0.0020932i,0.0010404+0.0015495i,0.0014088-2.0808e-05i,0.0014356-0.0004169i,0.001511+0.00013379i,0.0015223+0.0003245i,0.0013224+0.00070456i,0.00081831+0.00067772i,0.00068261+0.00019401i,0.00011877-0.00046424i,0.00013658-0.0008956i,9.3704e-05-0.00098949i,-6.3384e-05-0.00063061i,-0.00015464-0.00047172i,0.00024181-0.00034321i,-0.00010299-6.3713e-05i,-0.00060233+0.00016635i
-0.00066038+0.0001751i,-0.00030664+0.00094718i,-0.00050345+0.0017028i,-7.3261e-05+0.0016438i,8.129e-05+0.0021608i,-0.00037776+0.0018496i,0.00019841+0.00016422i,0.00081544+0.00022804i,0.0011259+0.00068028i,0.0019151+0.00055563i,0.0020256+0.00082194i,0.0014196+0.001091i,0.00077941+0.00073153i,-7.1739e-05+0.00066031i,-0.00027894+0.00042098i,-0.00020443+8.0395e-05i,-0.00091543-0.00016726i,-0.0012713-0.00073801i,-0.00093695-0.00027996i,-3.1957e-05+1.5146e-05i,0.00034259-0.00017851i,-0.00019734-0.00028768i,-0.00043142-0.00070796i
0.00034139-0.0010863i,0.00066666-0.001531i,-0.00034822-0.0013838i,-0.00065768-0.0010171i,1.2813e-05-0.0003179i,0.00043686+0.0012231i,5.5625e-05+0.0013952i,-0.00025431+0.00089425i,0.0010412+0.0012499i,0.0011728+0.0014752i,6.3873e-05+0.0011048i,-0.00040452+0.00011454i,-0.00040683-0.0012229i,-0.00043716-0.0015947i,-0.0006755-0.00082275i,-0.0012495+0.00031213i,-0.0016794+0.00090925i,-0.00090068+0.00052071i,-0.00047432+0.00010976i,-0.00050433+0.00017768i,-0.00045388+0.00041676i,-0.00019416-0.00020606i,0.00031337-1.4989e-06i
-0.0011902-0.0011232i,-0.0017497-0.00094875i,-0.0021986-0.00095271i,-0.0018174-0.00051252i,-0.0020075-4.368e-05i,-0.0012879+0.00040718i,-0.00016094+0.00072296i,0.00033758+0.00065141i,0.00063902+0.00079246i,0.0006541+0.00054871i,0.00093875+0.00054358i,0.00043014+0.0005102i,-0.00016094+0.000171i,0.00044756+7.542e-05i,0.00060797-0.00052939i,-0.00089352-0.00094704i,-0.0014875-0.00024727i,-0.00050208+0.00024635i,1.8561e-06+0.00011776i,-0.00020793-0.00010228i,-0.00021963-0.00014851i,-0.00046156+0.00046649i,-0.00044894+0.00066254i
0.0010148+0.00041392i,0.00086852-2.6171e-05i,0.00019809+0.00060385i,-0.00062888+0.001887i,-0.00066345+0.0024374i,-0.00041993+0.0017707i,0.00025491+0.0012355i,0.00067235+0.0012138i,0.00072551+0.0013036i,0.00047175+0.0011911i,0.00018342+0.00070523i,0.00072502-7.1412e-06i,0.00086291-0.00085025i,0.00079382-0.0012629i,0.00066286-0.00044455i,0.00026685+0.00030003i,-0.00020264-0.00024152i,-9.8552e-05-0.00084523i,0.00026209+5.1138e-05i,-0.00046349+0.00087943i,-0.0010394+0.00039985i,-0.0011912+0.00023004i,-0.0012623-1.4978e-05i
0.00087037-9.5479e-05i,0.0012688-0.00023617i,0.0012316-0.00157i,0.0011359-0.00090048i,0.00061103+0.00065268i,-0.00046246+0.00085819i,-0.00049218+0.00067166i,0.00023595+0.00023167i,0.00073744-0.00024837i,0.0010094-0.00023209i,0.00067888-0.00080458i,0.00014317-0.00033468i,-0.00022428+0.00016085i,-0.00076288+0.0008687i,-0.00039473+0.0012136i,0.00035158+0.00033821i,-0.00035606+0.00018743i,-0.0013663+0.00089931i,-0.001284+0.00068141i,-0.00076495-0.00056742i,-0.00052734-0.00060084i,0.00013514-0.00052392i,0.0012593-0.0012469i
0.001119+0.00077211i,-2.9956e-05+9.1896e-05i,-0.00070116-0.00077615i,-0.00071927-0.00065649i,-0.00097607-7.4598e-07i,-0.0010265+0.00025607i,-0.00047223+0.0011205i,0.00043239+0.0017619i,0.0011227+0.0010277i,0.00088307+0.0003088i,0.00084831+0.00081444i,0.00079675+0.0011i,0.0010566+0.00072904i,0.00055015+0.00033117i,-0.0003893+0.00025718i,-0.0010805+0.0001187i,-0.0014927+0.00025021i,-0.0013963+0.00038186i,-0.00051209-1.2405e-05i,0.00031508-0.00035042i,0.000313-0.00017982i,-9.118e-05-0.00014738i,0.00012281-6.5784e-05i
0.00043727-6.5849e-05i,0.00028187+0.00026429i,0.00010178+0.000104i,-0.00051025+0.00032158i,-0.0011455+0.00033135i,-0.00077731+0.00029948i,1.515e-05-0.00010904i,0.00018061-0.0001252i,0.00012508+0.0004974i,0.00092505+0.00086637i,0.0010564+0.00093246i,0.00018434+0.00051643i,-0.00021424-0.00015736i,-0.00022781-0.0010951i,-0.00085157-0.00097501i,-0.0012103-0.0010274i,-0.00027099-0.0010432i,0.00030157+0.00069376i,6.538e-05+0.0014354i,0.00020256+0.00080783i,-0.00016019+0.00025494i,-0.00046266-0.0004181i,0.00052212-0.00079381i
0.00062344+0.00086452i,0.0014161+0.00045257i,0.0018121-0.00017986i,0.0021233-0.00075971i,0.0019256-0.00075309i,0.0019691-0.00071543i,0.0018277-0.00040109i,0.0006879-7.3771e-05i,-2.9452e-06+0.00044402i,0.00057553+0.001324i,0.00067586+0.0010531i,0.00036483+0.00012317i,2.4841e-06-0.00062242i,-0.00034558-0.0013089i,-0.00015116-0.00084282i,-8.3794e-05-0.00024764i,-0.0003748+0.00012391i,-0.00032706+0.00033894i,-0.00072676-2.803e-05i,-0.00093894+0.00029044i,-0.00030478+0.00061388i,-6.9068e-05+0.00014258i,-0.00010332-0.00016162i
-0.00071923+0.00099494i,-0.0014912+0.00099912i,-0.0011344+0.0010144i,-0.00089117+0.0009811i,-0.00047346+0.0012922i,0.00070425+0.0016325i,0.0011964+0.0013927i,0.00070291+0.0012574i,0.00036947+0.00092176i,0.00084786+0.00043606i,0.00074243+0.00041539i,0.0015811+0.00033934i,0.0019801-3.0429e-05i,0.0010882-5.0181e-05i,0.00019566+0.0005658i,-0.00039254+0.00035666i,-0.00043875+3.6769e-05i,-0.00081488-0.00012746i,-0.00027954-0.00018239i,-3.4329e-05-0.00025853i,-0.00038782-0.00038893i,-0.00042944-0.00050378i,-0.00033141-0.00028494i
-0.0014991+0.0015729i,-0.0014289+0.0015583i,-0.00098977+0.0010974i,0.0005428+0.0017714i,0.0019135+0.0013757i,0.0019243+0.00066104i,0.0012095+0.0015402i,0.0013949+0.0012869i,0.0014233+0.0011977i,0.00060176+0.0013691i,0.0011965+0.0007492i,0.0016922+0.00065685i,0.0010372-0.00011375i,0.000312-0.0003564i,-0.00050547-2.8144e-05i,-0.00091156+0.00078689i,-0.0011621+0.0013522i,-0.0010134+0.00055935i,0.00024613+0.00019541i,0.00014922+0.00012049i,0.00019633-5.2706e-05i,0.00099109+0.00011393i,0.00058927+8.2825e-05i
-0.00040018-0.0012805i,-0.00088048-0.0010898i,-0.0011741+1.3133e-05i,-0.0013401+0.00052754i,-0.0014368+0.00066527i,-0.00077222+0.00070313i,-6.5231e-05+0.00089764i,2.0754e-05+0.0013017i,-3.3394e-05+0.001273i,0.00026823+0.0010018i,0.00010967+0.00035161i,-0.00035488-0.00031379i,-0.00053829-0.00030217i,-0.00039557-0.0002326i,-0.00019706+7.2397e-05i,-0.00038976+0.00064022i,-0.00059678+0.00082901i,-0.00022154+0.00078817i,0.00035732+0.00087822i,0.00010834+0.00068152i,-7.2096e-05+0.00017631i,0.00010096+0.00023304i,0.00022529+0.00052498i
7.2445e-05+0.00091329i,0.00053972+0.0009127i,-1.8107e-05+0.0013229i,3.0741e-05+0.0014561i,0.00037865+0.00090864i,0.0002671+7.1326e-05i,0.00010725+7.6809e-06i,0.00022227+0.0012843i,0.00054415+0.0020845i,0.00037104+0.0017207i,-3.068e-05+0.0015588i,0.00047706+0.0018104i,0.00050352+0.00178i,-0.00012529+0.00098768i,-0.00091264-0.0003008i,-0.0012201-0.00093001i,-0.00096133+0.00019677i,-0.00069068+0.0013611i,-0.00017985+0.0009385i,-0.00013876+0.00038708i,-0.0001133+0.00018131i,-6.9693e-06+0.00020851i,-0.00019749+0.00036002i
