-0.0013493-0.00037496i,-0.0012879-0.00084549i,-0.0025044-0.00033884i,-0.0018284-0.00020589i,-0.00082961+0.00060695i,-0.0014281+0.0014282i,-0.0014903+0.0015245i,-0.00015116+0.0018987i,0.0011554+0.0019676i,0.0014121+0.0013944i,0.001291+0.00076517i,0.00083699+5.4971e-05i,1.4307e-05-0.00024059i,-2.0677e-05+0.00012881i,0.0001966-5.9746e-05i,-0.00016851+0.00017889i,-0.00070795+0.00093129i,-0.0006981+0.00067459i,-0.00058825+0.00021021i,-0.00042445+0.00014676i,6.283e-05+0.00042157i,0.00018892+0.00014522i,4.7326e-05-0.00023313i
0.0022608+0.00046336i,0.0012235+0.00228i,0.00023044+0.0011652i,-0.00034758-0.00023403i,-0.00084051-0.00067381i,-0.0016917-0.0010838i,-0.0026683-0.00059979i,-0.0020097+0.00014908i,-0.0010084+0.00061248i,-0.00056128+0.00012525i,-0.00092431-0.0002506i,-0.001711-0.00055175i,-0.0012067-0.0013975i,-8.6661e-05-0.0017478i,0.00061336-0.00040369i,0.00063749-0.00012384i,-0.00018029-0.00070415i,0.00014771-0.00037928i,0.00056347-0.00014293i,-0.00025421+2.4439e-05i,8.524e-05+0.00093068i,0.00064197+0.0010255i,0.00037631-4.1e-05i
-0.00032641-0.0017989i,-0.0010912-0.0018124i,-0.0013347-0.0017385i,-0.0013309-0.00072096i,-0.0010579-0.00014486i,-0.0008157-3.8822e-08i,-0.00057293+0.00028705i,-0.0011284+0.00018259i,-0.0012877-0.00042992i,-0.00027281-0.0012291i,0.00056705-0.00054694i,0.00079108-0.00028537i,0.0004822-0.0007167i,0.00025634-0.00032868i,-0.00010226+0.00050847i,-0.00030224+0.00028536i,-0.00017282-0.00060536i,0.00071753-0.00090807i,0.0011593-0.0010008i,0.00081615-0.0010989i,0.00095558-0.001234i,0.00088514-0.0010099i,0.00031411-0.00027237i
0.0028881+0.00051111i,0.0021817-0.00076712i,0.0015923-0.0014811i,0.00093412-0.001358i,0.00036354-0.0011583i,0.0001905-0.0011971i,-0.0012859-0.0015758i,-0.0014382-0.0013795i,-8.6461e-05-0.00027492i,-1.4185e-06+0.00018175i,-0.00044966-0.00025025i,-0.00096602-0.00072617i,-0.0011737-0.00093147i,-0.0006506-0.00040637i,-0.0008547+0.00042842i,-0.00069554+0.00066996i,3.7335e-05+0.00040187i,0.00010259-0.00016127i,-0.00013997-0.0006261i,0.00019429-0.00079475i,0.00096525-0.00010871i,0.00092145+0.00019517i,0.00043918-0.00012644i
-0.00061342+0.0027016i,0.00036772+0.0020553i,0.0021079+0.001442i,0.0028593+0.00011773i,0.0017617-0.00085549i,0.00031171-0.00074608i,-0.00010669-7.132e-05i,0.00017469+0.0013212i,0.00076087+0.0015278i,0.001096+0.00076074i,-2.8888e-05+0.00081829i,-0.00093769+0.00053594i,-2.1157e-05-0.00025128i,0.00076027-0.00039344i,0.00039068-0.00066874i,6.9921e-05-0.00052473i,0.00043527+5.4643e-06i,0.00057926+2.8217e-05i,0.00067319-0.00039649i,-0.0005217-0.00075709i,-0.0017389-0.00081667i,-0.0017182-0.0010275i,-0.00039667-0.00061703i
0.00082467-0.00054758i,-9.7343e-05-0.00038527i,-0.0006999-0.0003143i,-0.00048891-0.00032471i,0.00036716-0.00045824i,1.8396e-05-0.00056139i,-0.0012827-0.00076221i,-0.0018776+5.6629e-05i,-0.00098672+0.0011266i,-0.00026985+0.00064377i,-0.00043338+0.00027416i,-0.00028483+0.00070433i,0.00034538+0.00071138i,0.00050412+0.00012157i,-0.00022286+1.9613e-06i,-0.0010166+0.00015713i,-0.0010927+0.00026089i,-0.00064131+0.00021968i,0.00013571-0.00011082i,-0.00033164-0.00047444i,-0.0002926-0.0004113i,-0.00017592-0.00052649i,-0.00058163-0.00022835i
0.00060207-3.8888e-06i,-0.00026554+0.00013305i,-0.00058631+0.00099813i,6.4835e-05+0.0018401i,-9.105e-05+0.00079976i,-0.00020387+7.7864e-05i,-0.00061476+6.016e-05i,-0.0013153+6.8227e-05i,-0.00063932+0.0007429i,-0.00038416+0.0005327i,-0.00042874-0.00031131i,0.00021498-0.00022518i,0.00051084-7.0581e-05i,-1.3903e-06-0.00017378i,-0.00045074-0.00049645i,-0.00018918-0.00049382i,-0.00011337+0.00025073i,-0.00039329+0.00027771i,-0.00016694+0.00030549i,-0.00019838+0.00022057i,-0.00013294-0.00039158i,-0.00017793-0.00035214i,-0.00016336-0.00032403i
-0.00052289-1.4574e-05i,-0.00088271-0.0003665i,-0.0017254-0.00062028i,-0.00071048-3.7762e-05i,0.001109+0.0015677i,0.00071369+0.0016927i,-0.0015095+0.00056379i,-0.0018726-3.6389e-05i,-0.00077952+3.4828e-05i,-1.2611e-05+6.8374e-05i,0.00034235+0.00018337i,0.00032064+0.00019208i,0.00055964-5.7731e-07i,0.00057961+0.00033937i,6.3504e-05+0.00036347i,2.3323e-05+0.00013885i,7.9089e-06+0.00049639i,-4.8712e-06+0.00043154i,0.00010411-5.3635e-05i,0.00013436-0.00012397i,0.00036142-0.00040585i,0.00035222-0.00049326i,-0.00017645-0.00017279i
-0.0015887+1.4897e-05i,-0.0018775-0.00013812i,-0.0016838-0.00054172i,-0.00010456+0.00020965i,0.0010702+0.00026569i,-0.00026378-0.00088891i,-0.001252-0.00051553i,-0.00047492+0.00075894i,-0.00045128+0.00039747i,-0.00074767-0.00058905i,7.4487e-05-0.00046183i,0.00010308-0.00055659i,-2.4795e-05+3.8415e-05i,0.00020102+0.00069539i,0.00052329+0.00075978i,5.0232e-05+0.00043619i,-0.0010329+0.00010723i,-0.0010097+0.00013213i,-0.00032125-0.00011698i,0.0002211-0.00051833i,0.00013255+5.2832e-05i,-0.00031208+0.00042526i,-0.00041791-0.00013792i
0.0017629-0.0016972i,0.0026844-0.0010477i,0.0021313-0.0013168i,0.00034098-0.00093699i,-0.00030507+0.00018913i,-0.00049926+0.0001219i,-0.00029464-0.00045103i,0.00040238-0.00039959i,0.00061401+4.4472e-05i,0.0005078-0.00022752i,-3.4257e-05-0.00067286i,-0.00021049-0.00075369i,0.00010256-0.00079155i,0.00019552-0.00012287i,0.00048565+0.0009044i,0.00041177+0.0015217i,0.00020272+0.0011457i,0.00014363+0.0005398i,-0.00025663-9.7204e-05i,-0.00049297-0.00065528i,9.4586e-05-0.00011649i,0.00055754-4.4009e-05i,0.00068112-0.00062044i
-0.0017678-0.00066145i,-0.0012848+0.00011647i,-0.0013227+0.00075024i,-0.0007117+0.0019735i,-0.0005535+0.0026418i,-0.00049152+0.0014882i,-0.001401+0.00015i,-0.0023949-0.0005556i,-0.0016481-0.00083972i,-0.00063686-0.00042849i,-0.00022501-0.00017618i,5.5439e-05-0.00023535i,0.00039503+0.00041524i,9.2e-05+0.00064589i,3.1601e-05+0.00032312i,-0.00013754+0.00034611i,-0.00032694+0.00017206i,-0.00032545-0.00020234i,-0.00013625+0.0002553i,0.00055734+0.00053633i,0.00052215-0.00012881i,0.0001576-5.2898e-05i,-0.00049109+0.00072621i
0.0025155-0.0013484i,0.00099223-0.00079786i,-0.00053586-0.00042653i,-0.0012526-0.00069862i,-0.00075225-0.0011364i,0.00019658-0.00056198i,5.815e-05+4.21e-05i,0.00034543-0.0003675i,0.00051963-3.4347e-05i,-0.00015368-2.2733e-05i,-0.00047797-0.00025001i,-0.00041662-0.00031737i,-0.00025736-0.000135i,0.00021094-7.3997e-05i,-0.00044773-0.00052615i,-0.00044475+2.8376e-05i,0.00092084+0.00094378i,0.0007032+0.00031092i,-0.00038368-0.00058054i,-0.00036576+3.3652e-05i,9.4213e-05+0.00039489i,0.00045532+0.00014046i,6.3217e-05-0.00032191i
-0.00014016-0.00096076i,-0.00099646-0.00049178i,-0.0014105-0.00018486i,-0.00047468+0.00062352i,0.00063555+0.00041098i,0.00074369-0.0008617i,-0.00015943-0.0008149i,-0.00091614-1.2851e-05i,-0.0008213+8.8881e-05i,-0.0003453-4.5893e-05i,0.00013049-0.00054016i,7.6459e-05-0.00021777i,-7.1676e-05+0.00012929i,8.0838e-05-0.00026148i,0.00022908-0.00019143i,7.8276e-05+0.00056762i,-8.9173e-06+0.0001616i,0.00029577-0.00034441i,0.00036935+0.00014787i,-0.00016801+0.00047297i,-0.00020658+0.0004274i,4.4675e-06+0.00076842i,0.00065835+0.00070331i
-0.00038841-0.0010306i,-0.00019113-0.0014431i,3.0082e-05-0.00094077i,0.00027961-9.4362e-05i,0.00060066+0.00046353i,-0.00015645-0.0005015i,-0.001237-0.0012456i,-0.0016157-0.00074024i,-0.00093559-0.00042892i,-0.00051546-0.00025001i,-0.00057251+1.2116e-05i,-0.00080887-0.0005791i,-0.00053892-0.00017705i,0.00021907+0.0006593i,0.00055569+0.00024918i,0.00042675-0.000265i,0.00016361-0.00036064i,-0.0003393+0.0001987i,-0.00047722+0.00056633i,0.0003482-3.0754e-05i,0.00088342-0.00044507i,0.00056016-0.00035733i,-5.9794e-05-0.00020606i
-0.0014522+0.00074656i,-0.0010793+0.00037838i,-0.0015352+0.00069629i,-0.0019389+0.0020132i,-0.0006888+0.002339i,0.00054972+0.00087905i,0.00044006-0.00031359i,-0.00031995-0.00020653i,-0.0006149+9.1585e-05i,-0.00070116-0.00016605i,-0.00019332-0.00010948i,0.00033209+0.00027159i,0.0003287+3.43e-05i,0.00013122-0.00047596i,0.00010044-0.00037175i,0.00065401-0.00014148i,0.00086106+0.0003703i,0.0012822+0.00046241i,0.00090086-0.00017864i,0.00024163-0.00045915i,0.00089106-2.803e-06i,0.00099712+5.6054e-05i,0.00027753+0.00016873i
0.00091344-0.00012763i,0.00063652-0.00014269i,0.00019643-0.0010803i,-0.00033939-0.0006464i,0.00010217-0.0001277i,-0.00015344-0.00032917i,-0.0011608-0.00048851i,-0.0012007+0.00047657i,-0.00082136+0.00093223i,6.2814e-05-0.00017217i,0.00079069-0.00063486i,-6.1082e-05+1.0467e-06i,-0.00082545+0.00058334i,-0.00051279+0.00037374i,-0.00026146-0.00023252i,-0.00025038+0.00014702i,0.00055934+0.00013322i,0.00087335-0.00015223i,0.0004227-0.0001743i,-9.5185e-06-0.0010575i,0.0001477-0.0015686i,-0.00020002-0.00031792i,-0.0003042+0.00074079i
0.0015242-0.00080433i,0.0014393-0.00062168i,9.4643e-05-8.8423e-05i,-0.00059499+8.68e-05i,0.00013033-0.00030093i,-6.9125e-05-0.00064361i,-0.0015725-0.00062377i,-0.0018912-5.2637e-06i,-0.0011334+0.00028089i,-0.00041104-4.1936e-06i,0.00031953-0.00099412i,1.1335e-05-0.0015924i,-0.0013817-0.0008769i,-0.0017101-0.00024217i,-0.00075481-0.00021209i,-0.00022066+0.00061525i,-0.00051738+0.00083108i,-0.00086849+0.00083792i,-0.00083948+0.00078429i,-0.0003618+0.00064861i,-0.0002529+0.00047111i,-0.00012149-8.2344e-05i,-0.00024277-0.00051733i
-6.7912e-05+0.0015763i,0.00077206+0.0004837i,0.0013232-0.00047758i,0.00028403+1.5796e-05i,0.00033909+0.00070136i,0.00081716+2.8271e-06i,-0.00010379-3.9016e-05i,-0.00051278+0.00046723i,0.00036253+0.00026537i,0.00068739+0.00015808i,0.00027051+0.00021676i,0.00017028-0.00052501i,0.00036595-0.001064i,0.00033573-0.0005391i,0.00059289+9.7043e-05i,0.00078396+0.0003393i,0.00082831+0.00020768i,0.00065422+0.000247i,0.00079401-8.2737e-05i,0.0011911+0.00035046i,0.0012875+0.0008466i,0.00061574+9.1719e-05i,-7.9686e-05-0.00022841i
-0.0030569-0.00092703i,-0.0032608-0.00059091i,-0.0031135+0.0012737i,-0.0016816+0.0039795i,-0.00052909+0.0035387i,-1.3336e-05+0.0012098i,5.8388e-05-8.2834e-06i,-0.00059557-0.00028022i,-0.0013827-0.00033247i,-0.00071473+0.00018442i,0.00071813+0.00093524i,0.00095985+0.00089454i,0.00018533+0.00018528i,-0.00036891-0.00015158i,-0.00021432-2.6595e-05i,-0.00055381+0.00020313i,-0.00037635-0.00044653i,0.00028063-0.00026883i,5.6764e-05-4.2105e-05i,-0.00038225-0.00045691i,-0.00022993-0.00029354i,0.00064246+0.00045459i,0.0010189+0.00050989i
0.0013223+0.0011143i,0.0011263+0.00036825i,0.00083794+0.00076132i,0.0010308+0.0014972i,0.00089966+0.00043732i,-7.1222e-06-0.0010391i,-0.0012114-0.0011935i,-0.0012722-0.0005755i,-0.00034969-0.00050487i,-0.00014948-0.00049403i,-7.3656e-05-0.00031419i,8.8532e-05-0.00054644i,-0.00039234-0.00037808i,-0.00025983+1.2366e-06i,0.00025735+0.00014134i,0.00021792+0.0004343i,-7.553e-05+2.2635e-05i,1.335e-05-0.00089992i,-8.5669e-05-0.00086907i,-0.00072898-0.00053732i,-0.0011889-0.00019728i,-0.0012984-3.9694e-05i,-0.00051948-0.00085641i
-0.00010217-0.00083473i,-0.00069928-0.0013708i,-0.00075549-0.00087865i,-0.00083091-2.53e-05i,-0.00083437-0.00016046i,-0.0014393-0.00026959i,-0.0016305+3.1551e-05i,-0.0014098+0.00062009i,-0.00062743+0.00052271i,-3.6705e-05-0.00017932i,3.5791e-05-0.00071321i,0.00079064-0.0011482i,0.0012437-0.001138i,0.00063942-0.00051103i,8.6672e-05+5.2424e-06i,-0.00016602-0.00044152i,-0.00036044-0.00018096i,-0.00046968+0.00039773i,-0.0004379-5.443e-06i,-0.00045032-0.000565i,0.00013069-0.00118i,0.00038894-0.0007682i,0.00049738+0.00035742i
0.0011651-0.00056843i,0.00063167-0.001424i,0.00082985-0.0023477i,0.00097458-0.00184i,-0.00022473-0.0010744i,-0.0016655-0.0005281i,-0.0019793-0.00022551i,-0.0012795-6.1243e-05i,-0.00042782+0.00022719i,0.00037719-0.00025925i,0.00043202-0.00045762i,-0.00041471-0.00044726i,-0.0011033-0.00032403i,-0.001519+0.00014009i,-0.0014316+0.00028971i,-0.00094759+0.00015477i,-0.00053998+4.1432e-05i,-0.00037376-9.4768e-05i,-0.00044056-0.00045927i,-0.00075275-0.00073188i,-0.00068079-0.00011568i,0.00025258+0.00087498i,0.00064656+0.0013414i
-0.0012302+0.0010697i,-0.0011041+0.0013503i,-0.00060254+0.0022706i,-3.4437e-06+0.0034119i,0.00027033+0.0026855i,-0.00042285+0.00085547i,-0.0015317+0.00012183i,-0.0015938+0.00010298i,-0.0010198+8.5863e-06i,-2.4369e-05-0.00066002i,0.0010249-0.00062965i,0.00050679-8.478e-06i,-0.00049668+0.00026741i,-0.00062866+0.00058669i,-0.00041575+0.00018865i,-4.8739e-05-0.00027279i,-0.00014938-0.00024524i,-0.00040462-0.00056687i,-0.00010853-0.00073642i,-1.5505e-05-0.00028925i,-0.00011607+1.4656e-05i,0.00040294+9.2372e-05i,0.0012786-9.7147e-06i
-0.0014011-0.00049805i,-0.0013232-0.00071478i,-0.00066196-0.00059871i,0.00037912-0.00038605i,0.00067505+0.0002213i,-0.00060204+0.00023987i,-0.0020018-0.00067962i,-0.0022853-0.00022575i,-0.0011547+0.00066224i,0.00091618+0.00026093i,0.0018718+0.00019978i,0.00092563+0.00042297i,0.00014664+2.0246e-05i,0.00039005+0.00042486i,0.00084248+0.00045889i,0.0012217-8.2299e-05i,0.0014617-0.00023623i,0.00074686+0.0004381i,0.0003829+0.00092149i,-4.6479e-05+0.00027705i,-0.0006712-0.00020552i,-0.00083245+5.3734e-05i,-0.00019139-0.0002281i
0.00061483+0.00064496i,0.00020146-8.5681e-05i,-1.4536e-05-0.00031709i,-0.0004988-0.0003726i,-0.00070264-0.00086662i,-0.0013828-0.00032797i,-0.0022569-0.0002592i,-0.0014855+0.00012159i,-9.0916e-05+0.00039663i,0.00012813+0.00025486i,-0.00042472-0.00019854i,-0.00040368-0.00018051i,-0.00049399-0.00020786i,-0.0010284-0.00053297i,-0.00061753-0.00083779i,-0.00018804-0.00083324i,-0.00029606-0.00060241i,6.5087e-05-0.00016535i,0.0007585+0.00076437i,0.00072607+0.0012613i,0.0005458+0.00058644i,0.00074346+0.00038869i,0.0011934+0.00038786i
-0.00028307+0.0011014i,0.00055027-8.8981e-05i,0.00059507-0.00013634i,0.00072225+6.8029e-05i,0.0013556+3.8558e-05i,0.00045711-0.001215i,-0.0014029-0.0016773i,-0.0014055+0.00012775i,-0.00023176+0.001123i,0.000996+0.00052112i,0.00066678-0.00021918i,1.2968e-05-0.00082214i,-0.00054522-0.00080895i,-0.00043407-0.0011803i,0.00040471-0.0017492i,0.00023162-0.0015294i,-0.00076406-0.00064113i,-0.00089618-0.00043418i,-0.00024682-0.00047833i,-0.00031786-0.00011109i,-0.00028496-3.9428e-05i,0.00035304-2.6337e-05i,0.00073832+0.00017068i
-0.0010175-0.0021408i,-0.0016898-0.0013112i,-0.0022524-0.00077719i,-0.0017906+0.00030748i,-0.00078975+0.001498i,-0.00072964+0.0012161i,-0.001048+0.00064641i,-0.0010508+0.00060229i,-0.0011636+6.2283e-05i,-0.00069381-0.00037119i,-0.0011469-0.00014403i,-0.0011148+9.715e-05i,-1.0397e-05+6.7311e-05i,0.00035983-0.00034601i,0.00089538-0.00075711i,0.00095383-0.00053086i,-0.00012721-0.00046297i,-0.0003621+1.4683e-05i,0.00027102+0.00024345i,0.00080669+8.9938e-05i,0.00072734+0.00026552i,-0.00013367-7.9363e-05i,-0.00016625-0.00070559i
0.00064216-0.0002942i,0.0011907-0.00076928i,-1.0543e-05-0.00070079i,-0.0013408-8.4037e-05i,-0.0013399+0.00064488i,-0.00096485-1.8162e-06i,-0.00087861-0.00062264i,-0.0017314+0.000289i,-0.0017812+0.00058654i,-0.00065297-4.9201e-05i,-0.00038575-0.00021289i,-0.0012475-0.00032075i,-0.00085332-0.00063161i,1.8767e-05-0.00027664i,0.00050894-0.0005433i,0.00031608-0.00068299i,-0.00016355-0.00097741i,0.00045753-0.00042587i,1.9464e-05+0.00058948i,-0.00040877+0.00042605i,-0.00022763+0.00051761i,-0.00032884+0.00027589i,-0.00061252-0.00054654i
-0.00058821-0.00024985i,-0.00075756-0.00060085i,-0.001204-9.0182e-05i,-0.0002515+0.00055956i,0.00023007+0.0010019i,-0.00046518+0.00065083i,-0.0014308-0.00031203i,-0.00093879-9.8001e-05i,6.7042e-05+1.0384e-05i,0.0001902-0.00076845i,-0.0003516-0.0016367i,-0.00023015-0.0018178i,-2.7214e-05-0.00099007i,0.00064806-0.00011264i,0.00098283+0.00014527i,-8.4367e-06+0.00013246i,-0.00029793+0.00041617i,-0.00037082+0.00081768i,-0.00063519+0.00038402i,-0.00037559-0.00023753i,-0.00033738-0.00037339i,-0.00078779-0.00045974i,-0.00065501-0.00040166i
0.001136-0.0017423i,-0.00010348-0.0020573i,-0.00085053-0.0028614i,-0.0019398-0.0023583i,-0.0024255-0.0015617i,-0.0019672-0.0010301i,-0.00092037-0.00015883i,6.4503e-05+6.8453e-05i,0.00048517-0.00026336i,0.00024585-0.0012779i,-0.00048612-0.0011671i,-0.00073815-0.00045122i,0.00012877+0.000356i,-0.00013626+0.00063225i,-0.00090591+1.1723e-05i,4.7745e-05+0.00019174i,0.00028587+0.00086893i,-0.00037157+0.0006234i,-0.00043385+0.00038489i,-6.8593e-05+0.00029053i,-0.00019271+0.00019675i,-0.00079163+6.3293e-05i,-0.0011933-0.00015132i
-0.00021993+0.0021139i,0.0001652+0.00082836i,0.0015708+0.00056146i,0.0019194+0.00049746i,0.0016944-0.00076486i,0.00085916-0.0016133i,1.1527e-06-0.00088293i,-0.0002766+0.00038891i,3.4261e-06+3.0279e-05i,0.00029954-0.00099487i,0.00021715-0.0014358i,-0.00054057-0.001193i,-0.0010561-0.0011772i,-0.00031786-0.0009204i,0.0007494-0.00033633i,0.0010816-0.00033956i,0.00018484+0.00036546i,-0.00075545+0.00025406i,-0.0010155-0.00064363i,-0.00013916-0.00030038i,0.00075791+0.00049273i,0.00065108+1.5502e-06i,0.00024833-0.00047398i
0.00057873-0.00016428i,0.0001859-0.00012682i,0.0004899+0.00022134i,-2.1719e-06+0.00081079i,-0.0003219+0.00086895i,8.2517e-05+0.00040154i,-0.00092272+0.00059915i,-0.0017446+0.00053003i,-0.00088337-0.00025676i,5.3559e-05-0.0003335i,0.00035108-0.00064666i,0.00046281-0.00072991i,0.00017383-0.00011517i,4.5119e-05+2.2168e-05i,0.00030687-0.00017572i,0.00019906-0.00040509i,-0.00010321-0.0007052i,0.00018437-0.00089543i,-0.00017002-0.00049029i,-0.00045048-0.00030669i,-0.00021871-6.9713e-05i,0.00013774-0.00022017i,0.00062528-0.00093989i
0.00031031-0.00084405i,0.00011028-0.00016389i,-0.0010109+0.00047495i,-0.00097106+0.00093884i,0.00025655+0.0010672i,7.9776e-05-0.00058422i,-0.001222-0.001785i,-0.0020184-0.0013462i,-0.0016105-0.00059617i,-0.00013407+3.1836e-06i,0.00044695-0.00030826i,-5.5798e-05-0.00053194i,-0.00052162-0.00015352i,-0.00042539+0.00035868i,0.00043375+0.00030499i,0.00075084+0.00038383i,0.00057758+0.00090554i,0.00073181+0.0014495i,9.3195e-05+0.0012058i,-0.00084537+0.00070626i,-0.00098357+0.0010028i,-0.00030492+0.00071549i,0.00015509-0.00018624i
0.00015525-0.00094254i,5.1535e-05-0.001523i,-0.00066254-0.0010388i,-0.0010598-0.00020177i,-0.00053432+0.00026962i,1.7484e-05+0.00012631i,-0.00079026+0.00037562i,-0.0015777+0.0011872i,-0.00098155+0.00021914i,-0.00036831-0.00027213i,-0.00027536+3.5459e-05i,8.2765e-05-0.00013361i,0.00051165-0.0003191i,0.00092849-0.00071698i,0.0010663-0.00073337i,0.00061369-0.00050109i,-0.00031114+2.2479e-05i,-0.0010108-0.00034231i,-0.0004454-0.0008035i,-0.00040238+0.00018522i,-0.00078263+6.7157e-06i,-0.00067665-0.0005599i,-0.00084937-0.00090316i
8.4169e-05+0.0016013i,-0.00032845+0.0012247i,-0.00065045+0.0015446i,-0.00017468+0.0012335i,0.00094249+0.00017434i,0.00071376-0.0004867i,-0.00066058+0.00031991i,-0.0011134+0.00041007i,-0.00023675-0.00024187i,0.00055379+0.00048906i,0.00046464+0.00070751i,0.00069476-0.00035621i,0.00069473-0.0013676i,-3.7157e-05-0.0013525i,-0.00010008-0.00052358i,8.7324e-05-0.0003205i,0.00036286-0.0006482i,0.00048177-0.00048849i,-6.1381e-05-0.00037535i,-0.00012624-0.00020407i,0.00011056-0.00052724i,0.00019764-0.0012447i,-3.5169e-05-0.0011937i
-0.00058891+0.0020866i,-0.00050394+0.0017415i,0.0010243+0.00093866i,0.0015931+0.00024644i,0.00086666-0.00084006i,-0.00022419-0.00080904i,-0.001273-0.00011467i,-0.00078463+0.00020384i,1.4163e-05+0.00046746i,-0.00048868+0.00016856i,-0.00016633-0.00054181i,0.0011446-0.00089774i,0.0010196-0.00071405i,0.00037939-0.00029417i,0.00080067-0.00072401i,0.00086921-0.00098829i,0.00061023-0.00042985i,0.00046576+0.00014449i,-0.00014534-0.00017047i,-0.00041559-0.00073103i,-0.00056652-0.00096975i,-0.00032777-0.00082806i,0.00014726-0.00021005i
-0.00096493-0.0012941i,-0.001277-0.000992i,-0.0023426+0.00023315i,-0.0015464+0.0016122i,0.00016355+0.0013837i,0.00044148-1.9773e-05i,-0.00093444-0.00041849i,-0.0017697+0.00051305i,-0.0012639+0.0005279i,-0.0011483-0.00050217i,-0.00032821-0.00037449i,0.00085284+3.0061e-05i,0.00091504+0.00021488i,0.00031834+0.00058758i,0.00044627+0.00051765i,0.00089073+0.00061563i,0.00070968+0.00051547i,0.00029103+0.00011911i,0.00010698+4.6582e-05i,0.00037685-7.6579e-05i,0.00092262-0.00036671i,0.00096365-0.00039043i,0.00015072+1.1273e-05i
-0.00031777+0.00040187i,-0.00077991+0.00019133i,-7.032e-05-8.7119e-05i,0.00073514+0.0005913i,0.0010248+0.0014403i,0.0003598+0.0006248i,-0.00049179-0.00016776i,-0.00035883+0.00031901i,0.00014481+0.0002601i,0.00050695+0.0004465i,0.00028156+0.00048971i,-0.0002406-0.00016688i,-0.00012676-4.0477e-05i,0.00019559+0.00017949i,-4.6599e-05+0.0005693i,-0.0003327+0.0007846i,-0.00085796+0.00018864i,-0.00029569-0.00010521i,0.00053174+6.8565e-05i,-0.00019878+0.00015033i,-0.00098348+6.8375e-05i,-0.00091168+0.00034401i,-0.00021104+0.00021054i
-0.00037323-0.00093285i,-0.00025736-0.00051624i,-0.0012553-0.00015991i,-0.0010406+2.5853e-05i,0.0002002+0.00041167i,-6.8815e-05+0.0001581i,-0.00081135-0.00034045i,-0.0012006-0.00028205i,-0.001298-0.0002968i,-0.00059071-0.00035972i,9.858e-05-4.492e-05i,-0.00011096-0.00026435i,-0.00016168-6.8294e-05i,2.7641e-05+0.00039524i,-0.00041612+0.00021085i,-0.001022-2.5619e-05i,-0.001126-0.00012615i,-0.00093925+2.9353e-05i,-0.0010177+0.00018872i,-0.00093041+9.6728e-06i,-0.00079625-7.1415e-05i,-0.00050042-0.00012703i,-8.1419e-05-0.00031471i
0.00070119+8.1951e-05i,-9.6023e-05-0.00021531i,-0.00097661+0.00017661i,-0.0014597+0.00036562i,-0.0009398-0.00015314i,-0.0011731-0.00095718i,-0.0022056-0.0011478i,-0.0017969-8.87e-05i,-0.0004567+0.00035061i,-0.00011275-0.00052889i,6.6775e-05-0.0013116i,0.001126-0.0009488i,0.0003386-1.1092e-05i,-0.00051595+0.00041376i,0.00013634+0.00065492i,0.0005739+0.00023066i,0.00065181+0.00016168i,0.00021257+0.0002628i,-0.00039461-0.00021633i,-0.00014645-0.00094586i,-0.00029065-0.0010067i,-0.00073089-0.00041791i,-0.00033251-0.0003786i
0.0021273-0.00096418i,0.00099184-0.001751i,0.00065046-0.001739i,0.00032485-0.0015336i,0.00027877-0.0015538i,-0.0010472-0.0013658i,-0.0020043-0.0013971i,-0.00099991-0.00085152i,-0.00010522-0.00028286i,-5.0898e-05-0.00066918i,3.6103e-06-0.0010921i,-0.00019039-0.0011829i,-0.00040354-0.00075475i,-0.00038713-0.00012864i,-0.0006958+0.00056911i,-0.00072469+0.0010656i,0.00010984+0.00048994i,0.00059991-0.00035111i,0.00026144-0.00066598i,-0.00042562-0.0010116i,-0.00059952-0.0013149i,-0.00013068-0.00053448i,-9.4648e-05+0.00058202i
0.0007612-0.00068437i,0.0014113-0.0006748i,0.00071344-0.00014842i,0.00054143+0.00039344i,5.2714e-05+0.00020545i,-0.00083014-0.00068193i,-0.0012338-0.0015173i,-0.00058733-0.0012867i,2.0425e-06-0.00079409i,-6.4098e-05-5.7366e-05i,0.00029129-6.2626e-05i,0.00078425-0.00016678i,0.00096443+9.4305e-05i,0.00058874+0.00011209i,0.00035722+0.00042652i,0.00032144+0.0005687i,-0.00024104-0.00056815i,-0.00023377-0.0011244i,5.8249e-05-0.00014971i,-6.3941e-05+0.00028671i,3.4612e-05+0.00058625i,0.00051738+0.00095813i,0.00063384+0.0002452i
0.00047206+0.0012602i,-0.00079323+0.00094174i,-0.00082037+0.00048546i,-0.00052184+0.00069431i,-0.00014215+0.00074197i,-0.00062842-0.00035513i,-0.0018986-0.00075212i,-0.001517+0.00037422i,-0.00031524+0.00083632i,-0.00035156+0.00040247i,-0.00060226-0.00044573i,-0.00040791-0.0010703i,-7.1977e-05-0.00058801i,0.00066725-0.00054053i,0.00081777-0.00069913i,2.5072e-05-0.00052871i,-0.0010552-2.1552e-05i,-0.0011149+0.00090055i,-0.00036919+0.0010223i,3.2572e-05+0.00034091i,-4.2218e-05-0.0003317i,0.00027066-0.00034248i,0.00058067-7.2858e-05i
