-0.00058055+0.00070936i,-0.00053697-0.0011452i,-0.0013007-0.0025335i,-0.0024106-0.0015462i,-0.003086+7.7178e-05i,-0.0025101+0.00099661i,-0.0014674+0.00084715i,-0.00020293+0.001061i,0.00055985+0.0010175i,0.00044153+0.00018289i,0.0002597-0.0005351i,0.00031027-0.00076892i,-0.00057422-0.00042396i,-0.00084505+9.2019e-05i,-0.00067135+0.00058934i,-0.00084932+0.00066819i,-0.00078201+0.00098655i,-0.0006662+0.0014206i,-6.8481e-05+0.00016433i,0.00016894-0.00067827i,0.0004694-0.00060731i,0.00035005-0.00089028i,-0.00066566-0.00055533i
-0.00027838-6.7204e-05i,-0.0017708-0.00019064i,-0.001566-0.00064869i,-0.00043869-0.00019892i,-0.00033575+0.00016328i,-0.00056458+0.0002554i,-0.00031771+0.00079901i,-0.00016322+0.0010183i,0.00010218+0.00045806i,0.00063336-0.00046099i,0.0012381-0.00068761i,0.001433-0.00032065i,0.00071355+0.00046306i,0.00021696+0.00066552i,0.0006762+0.00035412i,0.00046288+8.5869e-05i,-0.00043578-0.00060398i,-0.00072526-0.0016415i,-0.00026271-0.0010464i,0.00020313+0.00012448i,-0.00017345+0.00057278i,-0.00060471+0.0007749i,-0.00019232+0.00024831i
-0.00087432-0.00055247i,-0.001405-0.00049899i,-0.0013324+0.00031159i,-0.0015374+0.0011893i,-0.0011214+0.0010147i,-0.00067803+0.00071776i,-0.0002474+0.00089967i,-0.00016389+0.00096278i,0.00037374+0.00087032i,0.00067619+0.00088688i,0.00029763+0.00040236i,0.00054004-0.0005589i,-4.5282e-05-0.00032054i,-0.00080319+0.00042333i,0.00012035+0.00055837i,0.00052829+0.00067371i,0.00017347+0.00071259i,0.000441+0.00078974i,0.00021364+0.00081856i,5.5144e-05+0.00029447i,0.00030013-0.00015781i,0.00041864-0.00061127i,0.000246-0.00021092i
-0.0024635-0.001108i,-0.0028708-0.00024255i,-0.0033056+0.0012285i,-0.0021882+0.0014808i,-0.00011806+0.00049926i,0.0010313-0.00025386i,0.00070051-0.00012407i,-0.00012275-0.00033517i,0.00040777-0.00058499i,0.00078896+0.00035204i,7.7249e-05+0.00079296i,-4.8717e-05+0.00090152i,0.00052847+0.00063277i,0.00057742+3.7594e-06i,0.00014181-0.00057624i,-5.2317e-05-0.0010089i,0.00016587-0.00063752i,-0.00052425-0.00027075i,-0.00073473+0.00011929i,0.00038477+0.00024845i,0.00055112-0.0003087i,0.00035102-0.00048753i,0.00085999-0.00059542i
-0.00064048+0.0012787i,0.00053922+0.00052126i,0.0011151-1.2307e-05i,0.00054789-5.8183e-05i,-0.00062521+0.00071022i,-0.00052379+0.00095952i,0.00070326+0.00098101i,0.00070294+0.00034321i,0.00039151-0.00020145i,0.0007799-0.00017975i,0.00084833-0.00012296i,0.00035138-0.00013178i,-0.00033399+0.00053293i,-0.00050838+0.00062725i,-0.00098043+0.00068671i,-0.00095957+0.0014655i,-0.00033848+0.00084929i,-0.00070333+0.00033881i,-0.00076087+0.00031966i,0.00055435+0.00015482i,0.0009542+0.00038778i,0.00020237-0.00032386i,0.00034671-0.00086186i
-0.0014293-0.00078926i,-0.0018317-0.0011586i,-0.0010047-0.00051113i,-0.00083724+0.00070614i,-0.0011188+0.0011558i,-0.00041513+0.0014004i,0.00029659+0.0010129i,0.00016229+0.00033089i,-0.00022577-0.00019101i,0.00038857-0.00029514i,0.00051941-0.00033222i,-0.000486-0.00036856i,-0.00070648-0.00031513i,-0.00031599-0.00024314i,-0.00033983+6.2821e-05i,-0.00039628+0.00054893i,-0.00014283+0.00057193i,-0.00039099+0.00029047i,-0.00024887-5.1701e-05i,0.00061082+1.4243e-05i,0.00025845-0.0002043i,-0.00023633-0.00011116i,1.3907e-05-3.1408e-05i
0.00036347-0.00065553i,-0.00039424-0.0017474i,-0.0014426-0.001907i,-0.00096008-0.00072392i,-9.2239e-05-0.0001876i,-0.0006211-0.0001641i,-0.00036032+0.00031581i,0.00015647+0.00021097i,-0.00023077+2.1156e-05i,-0.00089237+1.4279e-05i,-0.00078221+8.638e-05i,-0.00049153-0.00013894i,-0.00010668-0.00060835i,-0.00042991+4.3011e-06i,-0.00073063+0.00081684i,-0.00012293+0.00023728i,0.00018581-0.00047845i,-6.1774e-05+0.00031471i,5.8351e-05+0.0001624i,0.00029565-0.0010417i,0.00015657-0.00077315i,-0.00043113+0.00031417i,-0.00081211+9.5454e-05i
-0.00070578+0.00084659i,-0.00018409+0.00040269i,0.0007816-0.00024115i,0.00063655+0.00035893i,-0.00037045+0.00096453i,-0.00070943+0.00065685i,-0.00047837+0.00021871i,0.00026271-3.3951e-05i,0.0012172-0.00022619i,0.0010745-0.00027645i,0.0011856-6.8232e-05i,0.00067645-0.00028139i,-0.00045741-0.00091611i,-0.0011982-0.0014878i,-0.0014939-0.0010266i,-0.0010046-0.00016973i,-0.00067306+3.536e-05i,-0.00023918+0.00012838i,8.188e-05+0.00039355i,-1.4348e-05+0.0010483i,0.00071499+0.0013338i,0.00029982+0.00050962i,-0.00051861+0.00027595i
-0.00075908-0.00044973i,-0.00067795-0.00048761i,-0.00021665+0.00013019i,-0.00012633+0.00026071i,0.00016499-0.00011212i,-8.583e-05-0.00078424i,-0.00053504-0.00038606i,-0.00048463+0.00036135i,-0.00012848+0.00033518i,0.0001345+0.00037667i,-0.00033132+0.00084433i,0.00020143+0.00022189i,0.00015315-0.00039119i,-0.00079248-0.00020884i,-0.00070109+0.00073615i,-0.00029261+0.00023078i,0.00024326-0.00068578i,0.00061328+0.00019912i,0.00052469+0.00094311i,0.00021841+0.00059279i,-0.00037136+0.00017482i,-0.00066615+0.00056486i,-0.00063708+0.00042864i
0.001346+0.001405i,0.0009432-2.6742e-06i,-0.00020319-0.0015362i,-0.00054008-0.00054014i,-0.00045091-3.6897e-05i,-0.00046078+0.00031466i,-0.0003015+0.00018604i,-0.00048233-0.00047127i,-6.4842e-05+0.00013172i,0.00039193+0.00031165i,0.00028259+1.1401e-05i,0.00036162+5.7102e-05i,-0.00014228+0.0002085i,-0.00047912+0.00036635i,-0.00051637-0.00037252i,-0.00084121-0.0012923i,-0.00048723-0.00088534i,8.3038e-05-3.0532e-05i,6.6043e-05-6.0085e-05i,0.0008331-0.00022209i,0.00081338-0.0003019i,-0.00025104+7.9849e-05i,-0.00076479+0.00028502i
-0.00035412+5.3031e-06i,-0.00083175-0.0013986i,-0.00047913-0.0022564i,-0.00065013-0.0017639i,-0.00094653-0.00072654i,-0.00037764-0.00010181i,-0.00032673-0.00029209i,-0.00068388-0.00018023i,-0.00014346-0.00030019i,7.7743e-06-0.00035531i,-0.00053841-0.00020166i,-0.00012416+5.7489e-05i,0.00029019+0.00056125i,-0.00047667+0.0011081i,-0.00091197+0.0011341i,-0.00047026+0.00081802i,0.00015369+5.313e-05i,0.00042682-0.00066297i,0.00035142-0.00054201i,0.00031488-4.721e-05i,0.00022437-8.5763e-05i,0.00026857+0.0002098i,0.00016764+0.00021495i
0.0004231-0.00026179i,0.0001493-0.0010934i,-8.0413e-07-0.00091787i,-0.00071805-0.00078815i,-0.0012503-0.0010871i,-0.0013646-0.0010315i,-0.00085778-0.00084923i,-0.00018344-0.00088228i,0.00071193-0.0011648i,0.00074007-0.00076316i,-0.00059721-4.8164e-05i,-0.00067831-0.00030964i,-0.00084782-0.00049193i,-0.00092544+0.00017956i,-0.00022376+0.00050042i,-7.7258e-05+0.00044574i,0.00017637+0.00011084i,0.00019284+6.524e-05i,-0.00010845+0.00047451i,0.00060293-0.00023877i,0.0010019-7.8642e-05i,0.00075624+0.00060119i,0.00012633+0.00024585i
0.00089706+0.00036091i,0.00074907-0.00090699i,0.00064313-0.0013873i,0.00037588-0.00050278i,1.3569e-05+0.00042098i,-0.00036316+0.00039671i,6.3761e-05-4.4982e-05i,0.00095383+0.00040822i,0.0010528+0.0013313i,0.00043182+0.0012451i,-0.00035118+0.00056147i,-0.00076695+0.00065039i,-0.00025935+0.00047447i,-5.7136e-05-0.00015268i,-1.4003e-05-0.0001677i,-0.0005362+0.00019404i,-0.00072208+9.9965e-05i,-0.00031171-2.8339e-05i,-0.00060234+0.00011387i,5.9636e-05+0.00063749i,0.0013059+0.00054239i,0.00091132+0.00055472i,-0.00029082+0.00036799i
-0.00076889-0.00014888i,-0.00041504+7.7759e-05i,0.00026766+0.00091467i,0.00028639+0.0013061i,-0.00014807+0.0010046i,-0.00057556+0.00053547i,-0.0001219+0.0001839i,0.00052154+0.00037547i,0.00060811+0.00022511i,-0.00012988-0.0014028i,-0.0011438-0.0015289i,-0.0012562-9.8414e-05i,-0.00072378-0.00017076i,-0.00078014+0.00032134i,-0.00058476+0.00078485i,0.00028793+0.00040979i,0.0010114+0.00039495i,0.00056836+0.0004149i,0.0002046+0.00037739i,0.00025025+0.00067395i,-0.0001506+0.00064375i,0.00020892+0.00041667i,0.0010247+0.00087802i
-0.0010151+0.00031829i,-0.00098797+0.0005329i,-0.00082953+0.00059672i,-0.00013563+0.00010052i,-0.0002269+0.00010909i,-0.00020009+0.000269i,-2.7776e-06-0.00011725i,5.1855e-05-7.6824e-05i,2.1752e-05+0.0004842i,-0.00033555+0.00032849i,-0.00040047-0.00010922i,-0.00035969+0.00042287i,0.00025431+0.00040752i,0.00021371+0.00021157i,0.00011128-0.00037571i,0.00012694-0.0011534i,0.00020074-0.00037072i,0.00057415+0.00072063i,-0.00013423+0.00066315i,-0.00042524+0.00024788i,0.00012536-0.00021269i,4.6375e-05-0.00039238i,-0.00026556-0.00028776i
0.00011271+0.00044344i,-0.00049762-0.00036239i,-0.00024542-0.0010347i,3.6032e-05-0.0010056i,-0.00019198-0.00086637i,-0.00021069-0.00012069i,-0.00023789+0.00026999i,-0.00026631-0.00079241i,0.00012805-0.00083622i,0.00044363-0.00044241i,0.00046792-0.0003223i,-0.00022294+3.9775e-05i,-0.00080227-0.00012827i,-0.00083676+0.00014701i,-0.0015953+0.00020788i,-0.0011782-0.00012307i,-0.00018438+8.2761e-05i,6.985e-05+0.00023761i,0.00023188+0.00032168i,0.00012874+0.00013723i,4.2407e-05-3.7979e-05i,-0.00012909-7.2373e-05i,-0.00016236+0.00017027i
0.0012177-0.00029992i,0.0008484+0.00035105i,3.7145e-05+0.00034753i,-0.00051121+0.00034809i,-0.0005545-2.8255e-05i,-5.8307e-05-0.00040122i,0.00040614-7.716e-05i,0.00012736+1.1891e-05i,0.00035733-0.00034465i,0.00035971+5.9779e-05i,-0.00034179+0.00025522i,-0.00024467-0.00038735i,-0.00010981-0.0004933i,-0.00015214-0.000265i,-0.00038945-0.00026869i,-0.00052895-0.00041982i,-0.00012127-0.00055702i,9.1016e-06-0.00089774i,0.00041731-0.00080041i,0.00079464+3.6415e-06i,0.001176+0.00011743i,0.0011275+0.00014155i,0.00013068+0.00036261i
5.5789e-05-0.002064i,-0.001138-0.0013755i,-0.0020091-0.00092762i,-0.0016751-0.00099938i,-0.00083443+0.00014547i,-0.00052773+0.000677i,-0.00012556+0.00047725i,0.00026033+0.00023419i,0.00048421+0.00052226i,0.00017875+0.0009089i,-0.00012667+0.0001501i,-0.0007691-0.00062312i,-0.0002694-0.000468i,5.2107e-05+0.00015248i,-0.00087972+0.00027654i,-0.00076611+0.00064312i,0.00024413+0.00052145i,0.0002811-0.00024193i,0.0001219-0.00050696i,3.6588e-05-0.00080541i,0.00013146-0.00049263i,0.00015128+0.00061089i,-8.5585e-05+0.00081975i
0.00085907+0.0005599i,0.00038887-0.001164i,0.00070231-0.0021774i,0.00026632-0.0016103i,-4.2803e-05-0.00097225i,0.00022145-0.0004846i,0.00012894+0.00017287i,0.00021723+0.00022382i,0.0003408-0.00047851i,0.00020019-0.0007972i,-0.00012782-0.00019481i,0.00016582+0.00030096i,8.9058e-05+0.00059733i,-0.00085482+0.00019173i,-0.0011845-0.00032155i,-0.00044985-0.00028223i,-6.4299e-05+0.00023459i,5.275e-05+7.4442e-05i,-4.652e-05-0.0003333i,7.2498e-05-0.00045999i,0.00013068-0.00073018i,0.00022214-0.00024152i,0.00093427+0.00038038i
-0.00034031-0.0013034i,-0.00039089-0.0017049i,-0.00041005-0.0015021i,-0.00027439-0.00056291i,0.00010055-0.0002506i,-0.00069237-0.00042586i,-0.0012847-0.00081688i,-0.00059227-0.001423i,0.00028507-0.00040954i,-0.00059693-0.0001373i,-0.0013149-0.00029415i,-0.00099272+0.00066944i,-0.0006589+0.00081256i,-0.00054341+0.00066665i,-0.00027502+4.8022e-05i,-0.0003735-0.00050828i,-0.00023662-0.00034397i,-0.00065436-0.00034168i,-0.00073949-0.0011525i,-0.00030314-0.00061204i,-0.00019763-0.00062688i,0.00043692-0.0009446i,0.00031877-0.00026975i
-0.001686-0.0013165i,-0.0010972-0.00087522i,-0.0010248-0.00054686i,-0.00090549-0.00052325i,-0.00099054+0.00061271i,-0.0010798+0.0013889i,-0.00046156+0.00033156i,0.00026776-7.2411e-05i,0.00046792+0.00063217i,-0.0003123+0.00047649i,-0.00071777-7.236e-05i,-4.1104e-05+0.00026155i,-0.0001914+0.00019256i,-0.00052749-0.00046994i,-0.00043795+0.00042927i,0.00023154+0.00085503i,0.00066624+9.7519e-05i,0.00010413-7.2618e-05i,-0.00065091-8.6872e-05i,-0.00035393-6.0875e-05i,-0.00010179+2.7318e-05i,-0.00040456+5.6298e-07i,-0.00037015-7.6078e-05i
-0.00020798+0.0022928i,0.00027256+0.00099069i,0.00047291-0.00042237i,0.00023261-0.0007232i,-0.00065283-0.0004571i,-0.0012697-0.00025506i,-0.00094578+2.031e-05i,-0.00051585+0.00072898i,0.00025833+0.00089742i,0.00057192+0.0001027i,0.00015926+5.5528e-05i,0.0003172+0.00025307i,0.00031075-3.7096e-05i,-0.00047221-8.446e-05i,-0.00056789-5.2854e-06i,-0.00023631+1.1559e-06i,-5.4131e-05+0.00017697i,1.9275e-05+0.00048382i,0.00033913+0.00071817i,-0.0002588+0.00065996i,-0.00062439+2.2942e-05i,0.00044799+0.00037861i,0.00072026+0.00010244i
-0.0012918-0.00058907i,-0.0018365+9.5661e-05i,-0.0012576-3.1227e-05i,-0.00063598+0.0005522i,-0.00112+0.00012956i,-0.0010755-0.00016169i,-0.00067893+0.00037161i,-0.00050129+0.00027064i,-0.00020409-0.00060679i,-0.00027073-0.00057324i,-0.00046031+0.00021755i,-0.0003064+0.00064423i,-0.00041254+0.00059529i,-0.000695+9.5113e-05i,-0.00022732+0.0005071i,2.7902e-05+0.00047138i,-5.1796e-05-0.00030913i,7.3344e-05-0.00053252i,-0.00025706-0.00032661i,-0.00047178-9.2268e-05i,0.00011652+0.00044096i,0.00035107+0.00023727i,8.0739e-05-0.00041051i
0.00090453-0.0019552i,-0.00059878-0.0021173i,-0.00076714-0.0016795i,-0.00028976+0.00022252i,-0.00079047+0.0013102i,-0.00087862+0.00085267i,-0.00031537+0.00016592i,0.0001285-0.00021477i,-6.0422e-05-0.00018288i,-0.00019067-0.00013739i,0.00016639-4.5228e-05i,0.00033429-5.567e-05i,0.00034992-0.00098021i,0.0002487+7.5025e-05i,-0.000258+0.00095323i,-0.00031873-8.6456e-05i,-0.00023092-0.00037672i,-0.00063364-0.00039065i,-0.00014945-4.3406e-05i,0.00011998-0.00017486i,-0.00065469-0.00052885i,-0.00035736-0.00022223i,0.00021859+0.00033051i
-9.2243e-05+0.0016673i,-2.9143e-06+0.00068155i,0.00090304+0.00030279i,0.00076161-9.715e-05i,-4.5662e-05-0.00035965i,-0.0001399-0.00097065i,-6.3858e-05-0.00091088i,0.00016263-0.00049218i,0.00077792+0.0001447i,0.00047725+0.00017979i,-0.00020175-0.00061251i,-0.00046218-0.00093664i,-0.00093708-0.00018443i,-0.0013511-0.00031777i,-0.00092537-0.00047306i,-0.00078126-1.8499e-05i,-0.00055083+0.0003483i,-0.00012133+2.6587e-05i,1.4988e-05-0.00031389i,6.6557e-05+0.00031755i,0.00016019+0.00074657i,0.00026822+0.00019337i,-0.00018282-0.00040106i
-0.0007986-0.00099404i,-0.0010906-0.001134i,-0.001149-0.00048801i,-6.6296e-05+0.00043619i,0.00095582+0.00075714i,0.00094715+0.00068613i,0.00030693+0.00058786i,0.00052109+0.00050889i,0.00094749+7.5443e-05i,0.000422-0.00087644i,6.3093e-05-0.0013542i,0.00029449-0.00055586i,0.00041946+0.0003636i,4.159e-05+8.5537e-05i,-0.00051218-0.00016937i,-0.00073293+0.00028148i,4.0049e-05+0.00010815i,0.00048194+0.00016689i,0.00037864+0.00034801i,7.5007e-05-0.00056245i,-0.0001626-0.00051443i,-0.00027001+0.00064571i,-0.00048492+0.00044702i
0.000259+0.0007306i,-0.00095109+0.00034708i,-0.001828-0.0001024i,-0.001664-0.00059617i,-0.0014544-0.0005915i,-0.0010715-0.00034456i,-0.00068011+0.00043472i,-0.00010781+0.0011982i,6.1572e-05+0.00083142i,0.00023412+0.00022464i,0.00021369+0.00048486i,0.00032546+0.00064205i,4.083e-05+0.00020915i,-0.001105+2.0371e-05i,-0.0014615-0.00027368i,-0.0011001-0.0006146i,-0.0004321-0.00083324i,-0.00024957-0.0008494i,-0.0004851-0.00054962i,-0.00040231-0.00030408i,0.00034119-0.00018235i,0.00061121-0.00070926i,0.00047503-0.0007883i
-0.00080186-0.00072854i,0.0002074-0.00080255i,-0.00075615-0.00026772i,-0.0013151+5.4389e-05i,-0.00074864-0.000334i,0.00020906-0.00064042i,0.00041983+0.00037021i,0.00038297+8.1198e-05i,0.00062098-0.00062108i,0.00012729-0.00041984i,-0.00031414-0.00018407i,-0.00056033+3.4807e-05i,-0.00069827+0.0001026i,-0.00036413-4.5482e-05i,5.3328e-05+0.00018779i,-0.00029564+0.00025156i,-5.5832e-05-0.00026758i,0.00094946+0.00037255i,0.00058286+0.00026287i,2.779e-05-0.00020447i,0.00041199+0.00027201i,9.0425e-05+3.2157e-05i,-0.00023737-0.00047274i
-0.0013464+0.0012166i,-0.001355+0.0016819i,-0.00091357+0.0019875i,-5.9875e-05+0.00061864i,0.00020976-0.00056715i,-0.00016078-0.00080351i,-0.00024548-0.00062232i,-0.00026124-0.00029177i,-0.00036727-0.00029712i,-0.00061859+0.00023392i,-0.00062109+0.00016943i,-0.00035394-0.00018796i,0.00042881-0.00011314i,0.00076272-0.00027538i,0.00019813-0.00037902i,0.00011413-0.00035671i,0.00072951+1.2716e-05i,0.0010054-0.00011396i,0.00089468-0.0003382i,-2.9509e-05-0.00031573i,-0.0007285-0.00046236i,-0.0003096-0.00043887i,0.00034893-0.0005062i
0.0010775+0.00033003i,0.00064221-0.00086866i,-0.000581-0.0011448i,-0.00047261-0.00079366i,0.00085529-0.00053303i,0.00050972-0.00019536i,7.3989e-05-7.0028e-07i,0.00032731-0.00027021i,-4.2887e-05+5.7578e-05i,-9.2838e-05+0.00077666i,-0.00017235-9.3651e-05i,-0.00053098-0.0011182i,-0.00037766-0.00037003i,-8.2014e-05+0.00080845i,0.00022518+0.0010558i,-0.00021642+0.00031626i,-0.00090813-0.00052147i,-0.00051061-0.00041123i,-0.00018371+0.00031639i,1.4178e-05+0.00023253i,0.00045065-0.00027062i,-4.4081e-05-0.00036833i,5.9751e-05-0.00084533i
0.00082701+0.00029922i,0.0013512+0.0011382i,0.00064684+0.0011463i,-0.00034317-0.00046628i,-0.00037463-0.00099588i,-0.0003265-0.00031474i,-0.00051759-0.00047749i,-0.00049448-0.00099071i,-0.00036587-0.00040144i,0.00011386+0.00013843i,0.00010458+0.00031203i,0.00015389+7.5854e-06i,0.00019948-0.0010686i,-0.00028985-0.00030637i,0.00010913+0.00039453i,0.00052945+0.00031192i,0.00060459+0.00043285i,-0.00016222-0.00026499i,-0.00069408-0.00013868i,-0.00016298+0.00067263i,0.00012259+0.00057352i,-0.00040829-0.00018578i,-0.0012806-0.00020981i
-6.7942e-05-0.0013691i,-0.00091735-0.00037199i,-0.0011121+0.00064168i,-0.00072391+0.00067242i,-0.00010669+0.00095592i,1.4462e-05+0.00099848i,0.00012145+0.00029724i,7.5044e-05-0.00012074i,-0.00034245-0.00027736i,5.8701e-05-0.00075141i,-5.6052e-05-0.001016i,-2.0462e-05-0.00047335i,0.00024176-0.00022684i,-0.00033538-8.8983e-05i,-0.00048084-8.1606e-05i,-0.00038365-0.00062102i,-0.00055446-0.00062308i,2.013e-06-0.00054755i,-0.00020012-0.00081843i,0.00011411-0.00058212i,0.00070624+1.9293e-05i,-0.00044818-3.7423e-05i,-0.0012016-0.00027403i
-0.00014725-0.0025718i,-0.00023333-0.0022071i,-0.0010363-0.0014256i,-0.00071522-0.00040608i,0.00010575+0.0011405i,0.00047177+0.0018163i,-0.00022657+0.00099975i,-0.00054779+0.00016794i,-0.00061356+4.6187e-05i,-0.00060217+0.00060259i,-0.00021303+0.0011284i,-5.0235e-05+0.00054213i,0.0001146+0.00053302i,-1.5832e-05+0.00046334i,-0.00066077+7.7984e-05i,-0.000365-0.00060818i,0.00014779-0.00060404i,-5.9295e-05+0.0003156i,-1.9137e-05+0.0011245i,-0.00021301+0.0011613i,-0.00042101+0.0011378i,0.00013994+0.00083403i,0.00041162+0.00013346i
-0.0027549+0.00097825i,-0.0016535+0.0008695i,-0.00068197+0.0007167i,0.0001275+0.0011312i,0.00023559+0.00091212i,0.0006755+9.9145e-05i,0.00059354-0.00044396i,-0.00042621-0.00046386i,-0.00072265+0.00013508i,-2.5822e-05-1.6592e-06i,0.00035604+0.00019254i,0.00042853+0.00033978i,0.00070661-0.0003586i,0.0011186-0.00046809i,0.0013463-0.00038944i,0.0011867-0.00026768i,0.0010148-1.7964e-05i,0.00036202+0.00058054i,-0.00050033+0.00074552i,-0.00042688+0.00014338i,-0.00011902-0.00020717i,-0.00037453-0.00020499i,9.1712e-05+0.00021967i
0.00089651-0.0020984i,5.2558e-05-0.0018049i,-0.00083153-0.0018171i,-0.0010289-0.0023575i,-0.0011432-0.0010694i,-0.0009245+0.00043559i,4.5955e-05+0.00085936i,0.0010889+0.00059857i,0.00082374-0.00034965i,4.7043e-05-0.0010903i,-0.00068392-0.00050337i,-0.00085612+3.4632e-05i,-0.00010006+0.0005106i,0.00044075+0.0016424i,0.00050471+0.0015748i,0.00051398+0.00057351i,0.00013143+0.00027368i,-6.0152e-05-0.00012181i,0.00030917-0.00058704i,0.00025182-0.00059071i,-6.8283e-05-0.00054637i,0.00080239-0.00073609i,0.0010889-0.0009325i
0.0018859-0.00018635i,0.001181-0.00037091i,0.00023514-0.00061017i,-4.5939e-05-0.00040828i,-2.9433e-05+0.0003067i,-0.0003155+0.0006299i,-0.00013661+0.000322i,-0.00016198+0.00032399i,-0.00061946+0.00019749i,-0.00016184+5.1275e-05i,-0.00017497+8.537e-05i,0.00011907-7.1588e-06i,0.0007808+0.00014889i,0.00024279+0.00074427i,-0.00068928+0.00069786i,-0.0008751+0.0002365i,-0.00056776-0.00030478i,-0.0001969-0.00038806i,0.0003597-0.00053327i,-0.00015525-0.00054836i,-0.00020364-0.00045442i,0.00060971-0.00042511i,-2.3994e-06-0.00038834i
-0.00086251+0.00083736i,-0.0015457+0.00037486i,-0.0011115+0.0010092i,-0.00041155+0.0010906i,-0.00075755-0.00012884i,-0.00056452-0.00046454i,0.00089765+0.0003889i,0.0011567+0.00077863i,0.00071717+0.00078313i,3.637e-05+0.00070844i,1.1673e-05-0.00027972i,0.00027178-0.00050591i,0.00022972+0.00056185i,0.0003742+0.00077144i,-7.0571e-05+0.00065752i,-0.00025375+0.00042419i,2.7988e-05+0.00034264i,-0.00022584+0.00021302i,-0.00049956+0.00044553i,-0.00038493+0.0017406i,-9.4601e-06+0.0016127i,-0.00069318-0.00020096i,-0.0010045-0.00071366i
0.0011075-0.0019023i,0.0011697-0.0016642i,0.0010854-0.0011689i,-0.00021699-0.0004584i,-0.0013225-0.00041262i,-0.0010888+0.00046092i,-0.00035197+0.00090986i,0.0011737+0.00057697i,0.0013793-5.2051e-05i,0.00022668-0.00046814i,-0.00013949+0.00040339i,-0.00028984+0.00087166i,-0.0005052+0.00051859i,-0.00032644-0.00013504i,-0.00038354-0.00019409i,-0.00072311-0.00027585i,-0.00019984+3.2598e-05i,0.00085262+2.5983e-05i,0.0011633-0.00030343i,0.0010635+4.1476e-05i,0.0010039+0.00019548i,-9.0635e-05-7.7071e-05i,-0.0009478+7.6533e-05i
0.0014242+0.0012736i,0.0014658+0.00032078i,0.0011337-4.285e-05i,0.00018941-4.6263e-05i,-0.0010546-0.00023991i,-0.0017185-0.00011954i,-0.0013062-0.00011512i,-0.00045821+0.0005638i,0.00018702+0.0013883i,-0.00026346+0.00091144i,2.1564e-05-0.00046853i,0.0008237-0.00092308i,0.00016666-0.0002277i,-0.00098042+0.00021654i,-0.00088311-0.00024309i,-0.00039699-0.00065899i,0.00014603-0.00035697i,0.00060648-0.00018351i,0.0011861-0.00064204i,0.0013947+0.0003811i,0.00084059+0.0013912i,1.745e-05+0.0008445i,-0.00034135-0.00040026i
-0.0021475-0.00035702i,-0.0021055+0.00013176i,-0.0015834+0.00034363i,-0.00056299+0.00017134i,0.00010976+0.00040383i,0.00064544-9.4777e-05i,0.00051301-0.00046505i,0.00031925-0.00087191i,0.00046415-0.0010159i,0.0001663-0.00051415i,-0.00053444-0.0010555i,-0.00059208-0.0010226i,-0.00065798-0.00015272i,-0.00035655-0.00014408i,6.0598e-05-0.00062054i,-0.0006599-0.00099343i,-0.00035867-0.00075088i,0.00017708-0.00025763i,0.00028501+0.000605i,0.00041772+0.0011823i,0.00034857+0.0012412i,0.000377+0.00086625i,0.00089937+0.00029604i
-0.0010307+0.00027733i,-0.0024959+9.6488e-05i,-0.0023964+0.0005551i,-0.00047262+0.00053613i,0.00049788+0.00013039i,0.0006455-0.00044837i,0.00064638-0.00068169i,-1.2325e-05-3.1519e-05i,-0.00010162+0.00051139i,0.00062014+0.00070081i,0.00023824+0.00096093i,0.00041362+0.00061805i,0.00080197+0.00072004i,8.9762e-05+0.00026274i,0.00066494-0.00028443i,0.0012072-0.00036241i,0.0012393-0.00022514i,0.001011+0.00049316i,0.00014846+0.00052912i,-0.00023901-4.5131e-05i,0.00011657-0.00061904i,0.00047837-0.00072212i,4.0048e-05-0.00065067i
0.0006193+0.0015862i,0.0018762+0.0014814i,0.0022786+0.0011413i,0.00075484+0.00023497i,-0.0010109-0.0011227i,-0.00070561-0.00069904i,0.000808+0.00031783i,0.0013311+0.00039622i,0.0010742+0.00040506i,0.00048852+0.0001811i,-0.00048093-0.00033408i,-0.00097187-0.0002687i,-0.00020383-0.00010662i,0.0004455+2.8087e-05i,-0.00019014+0.000215i,-0.0012089+6.6744e-05i,-0.0015628+0.00058302i,-0.00092535+0.00062557i,-0.00016048-8.4019e-05i,-0.00019585-0.00083134i,-0.00040658-0.0010607i,-0.00025629-0.00056889i,-0.00045416-0.00064885i
0.00093339-0.0014643i,0.00062522-0.0014807i,0.00049919-0.00084574i,0.00060554+1.9212e-05i,0.00083018+0.00036312i,0.0015382+0.00012103i,0.0011526-0.00020729i,-0.00044241-0.00085156i,4.0635e-05-0.00058768i,0.0005783-0.0003919i,0.00037522-0.00071618i,0.00064018-0.0005982i,0.00065241-0.00058491i,-0.00029592-0.00050938i,-0.00086116-5.5444e-06i,0.00018374+0.00075752i,0.00071455+0.00068424i,0.00040824+0.00039208i,0.00057237+0.00041032i,0.0002254+0.00075544i,-0.00012835+0.00079827i,-7.9102e-05+0.00086934i,-0.00082175+0.0005167i
