-0.0046856+0.0019898i,-0.0049944+0.0019981i,-0.0031861+0.0044641i,-0.0018504+0.004617i,-0.00031873+0.0027274i,0.0017167+0.0013619i,0.0015006+0.0015235i,0.0011972+0.001533i,0.0013934+0.0011902i,0.0010328+0.00073765i,0.0010916+0.00020267i,0.0014281-0.00056565i,0.00064167-0.00064437i,-0.00022171-0.00041275i,-0.0005997-1.206e-05i,-0.00050913+0.00022684i,-0.00077149+0.0013365i,-0.0008423+0.0020554i,0.000307+0.0009448i,0.00042097+0.00056636i,4.4799e-05-5.8921e-05i,-0.00027022-0.00050268i,-0.00070151-0.00026044i
0.00069462+0.00093198i,-0.00029297+0.0010151i,-0.00036027+0.0015051i,0.00014534+0.00058685i,-0.00020537-0.00097497i,-0.0006732-0.00086703i,-0.00078967-0.00033495i,0.00048778-0.00021127i,0.0014672-0.00010357i,0.0009786-0.00078599i,0.00051018-0.0010301i,0.00047624-0.0010505i,0.00015682-0.0011337i,-0.00093974-0.00075998i,-0.00098836-0.00090231i,0.00010004-0.0008323i,0.00038347-0.00038837i,7.6033e-05-9.0976e-05i,-0.00044426+1.5538e-05i,-0.00059093-0.00024285i,-0.00069068-0.00030761i,-0.00068111+0.00025541i,-0.00076351+0.0011782i
-0.001075-0.0012647i,-0.0016531-0.00064566i,-0.0013469-0.00088933i,-0.00125-0.00017647i,-0.00086623+0.0004982i,-6.1001e-05-0.00014341i,-2.895e-05-0.00080126i,0.00029741-0.00089069i,0.00048847-0.00085175i,0.00046231+9.9335e-05i,0.00037621+0.0011703i,-8.7019e-05+0.00096562i,-0.00025191+0.00020086i,-0.00022562+0.00033371i,-0.0003571+0.00061006i,0.00017778+0.00039412i,0.00044775+8.3985e-05i,0.00018484-0.00046674i,-0.00028896+0.00011845i,-0.00076377+0.00030031i,-0.00027239+0.00026658i,-3.6662e-05+0.00054822i,-7.0146e-05+0.00011374i
1.4998e-05+0.00091605i,0.0001226+0.0016884i,0.001124+0.0021911i,0.0011639+0.00080825i,0.00063987-0.00032778i,-0.00018644-8.9135e-05i,0.00034014+0.00034129i,0.00068987+0.00010975i,-4.2254e-05+0.00016016i,-0.00016851-3.6432e-05i,-0.00048541-0.0008514i,-0.00083953-0.00035854i,-0.00014787+4.299e-05i,0.00012092-0.00032778i,7.7028e-05-0.00057377i,-0.00014993-0.00040792i,-2.9605e-05-6.1883e-05i,-6.8773e-05+0.0005176i,-2.6852e-05+0.00032842i,0.00039183+4.7671e-05i,0.00019356+0.00056917i,0.00019785+0.00037934i,0.00044281-8.6468e-06i
4.6952e-07+0.00054241i,8.9407e-05+0.0015237i,0.00043213+0.0015788i,0.00069209+0.0010846i,0.00062691+0.00043879i,-5.0297e-05-0.00018484i,-0.00075445-3.2578e-05i,-0.00069121-0.00010719i,0.00015937-0.00043827i,0.00037325-1.8234e-05i,0.00034374+0.0006097i,0.00028258+0.0010578i,-0.00046046+0.00047392i,-0.00033113-0.00063614i,0.00023554-0.0005873i,-0.00064663-0.00026842i,-0.00093996-0.00048356i,-0.00058956-0.00084843i,-0.0010798-0.00043698i,-0.00058263+0.00050258i,-0.00033607+0.00059853i,-0.00072317+0.00030542i,-0.00060927-0.00043019i
-0.00043979-0.00079064i,-0.0012226-0.0014404i,-0.0017248+0.00060055i,-0.0012343+0.0023638i,-0.0010633+0.0024261i,-0.00088628+0.00076012i,-0.00072666-0.00095269i,-0.0011109-0.00098072i,-0.00097983-4.7636e-06i,-0.00022912+0.0003315i,0.000336+0.00030195i,0.00048374-6.4727e-05i,0.00038675-0.00040724i,-0.00010538-0.00033485i,-0.00032993-0.00022242i,-1.2859e-05+0.0008294i,0.00042544+0.0013187i,0.00050129+0.000415i,9.409e-05+8.2015e-05i,0.00048838+0.00054996i,0.00059191+0.00084293i,0.00055454+0.00020981i,0.00059075+0.00022003i
-0.00012989+0.00074832i,6.6164e-05+0.0014617i,0.00056647+0.00088295i,0.00019566+0.00094545i,-8.3687e-05+0.0011562i,-1.7215e-05-0.00011514i,-0.00075595-0.00095362i,-0.0013779-0.0011177i,-0.0006927-0.00021269i,0.00027736+0.0010936i,0.00047777+0.00089546i,0.00020873+0.00034043i,0.00032337-0.00029887i,-0.00016872-0.00072478i,-0.0010482-0.00089665i,-0.00035446-0.0002143i,0.00040672+0.00031583i,0.0006328-0.00044372i,0.00045129-0.00082951i,0.00024824-5.6027e-05i,0.00043048+0.00041368i,0.0013007+0.00017373i,0.001694-5.6849e-05i
-0.00030362+0.0014495i,-0.00021086+0.0022395i,0.00010287+0.0026511i,0.00083507+0.0016617i,0.00066463+0.00069079i,0.00027194+0.00047552i,-0.00012902+0.00014719i,-0.00078084-0.00050393i,-0.0010799-0.00056348i,-0.00037754-0.00060453i,0.00047789-0.0011726i,0.00065446-0.0010065i,-9.1535e-05-6.2323e-05i,-0.0005763-4.9924e-05i,-0.00033897-0.00056618i,0.00019958-0.00083377i,0.00091956-0.0006289i,0.0010376-0.00014745i,0.00039856-7.2313e-05i,0.00024763-0.00016973i,-0.00032633+5.5156e-05i,-0.00073382+0.00097465i,-0.00057941+0.0010527i
-0.0003735-0.00060527i,0.00019399-0.00069545i,-0.0001375-0.00036126i,-0.00085602+0.00043235i,-0.00091711+0.00090199i,-0.00054177+0.0012256i,-0.00045321+0.00090639i,-0.00049116+0.00042428i,-0.0011232-0.00033208i,-0.0011474-0.0007736i,-0.00067293-0.00036913i,-0.00025335-0.00058038i,0.00035018-0.00037901i,0.0013615+0.00013794i,0.0014198-9.6985e-05i,0.00040045-0.00079069i,-0.00012693-0.00073828i,-0.00037556-0.00077312i,-0.000389-0.00090361i,-0.00030203-0.00074681i,0.00016094-3.0034e-06i,-4.8667e-05+0.0005567i,-0.00056313+0.00013614i
-0.00058267-0.00030272i,-0.00077697+2.9877e-05i,-0.00050052+0.0016164i,0.00081078+0.0022901i,0.0012979+0.0018713i,0.00077677+0.00095481i,0.0006755+0.00043085i,3.1106e-05+0.00012264i,0.0005189-5.5138e-05i,0.001239+0.00017567i,0.00049809+5.1555e-05i,-0.00010375-0.00027906i,-0.00016708-0.00015305i,-0.00050561-6.568e-05i,-0.00019942-9.2497e-06i,0.00029598-0.00050326i,0.00020164-0.00061421i,0.00028312+0.00051832i,0.00036458+0.0013136i,-0.0005423+0.00077792i,-0.0014045-4.096e-06i,-0.00062281+0.00015441i,9.009e-05+0.00085663i
0.00041828-0.0004376i,0.00027018-0.00040363i,8.08e-05-0.0003816i,-0.00028782-4.1334e-05i,-0.00037152+2.0308e-05i,-0.00062753-0.0001899i,-0.00039134-0.00032284i,-0.00019858+7.8316e-05i,-0.00040854+0.00034997i,-0.00044385+0.00060659i,-0.00050039+0.00071782i,-0.00026595+0.00019984i,-0.00013232+0.00056785i,-0.00063513+0.0010357i,-0.00056566+0.00025533i,-0.00016963+5.1033e-05i,-0.00012899-5.2288e-05i,0.00017524-0.0002911i,0.00042362+0.00020853i,0.00063068+0.00036418i,0.00024502+4.3102e-06i,-0.00016389-0.00016542i,0.00066469-0.00024203i
0.00047359+0.00057193i,0.00080623+0.0018693i,6.6078e-05+0.0021046i,-0.00037794+0.00059723i,0.00079824-0.0007968i,0.00032879-0.00067495i,-0.00012576-0.00041986i,0.00038015-0.00090219i,0.00058115-0.00092488i,0.00062735-0.00098553i,0.00091939-0.0013068i,0.00060743-0.0013346i,-6.3942e-07-0.0012838i,0.00043697-0.00061852i,0.00053224-0.00022913i,-0.00010663+6.1119e-05i,-0.00011763-0.00028708i,0.00025977-0.0011371i,0.00056604-0.0001357i,0.00057876-1.2506e-05i,0.00029554-0.00033662i,3.5572e-05+1.8445e-05i,-3.7897e-05+0.0002338i
0.00086758+0.0022593i,0.00054943+0.0017797i,0.00070095+0.0004436i,0.00071279-0.00070552i,-0.000176-0.00078266i,-0.0012631+0.00018115i,-0.00097034+0.00027694i,-0.0004706-0.00056146i,-0.00048077-0.0008684i,-0.00022801-0.00034915i,0.00043618+0.0003357i,5.0794e-05+0.00068457i,-0.00023153+0.00078228i,-0.00023927+0.00066113i,-0.00018552+0.0007681i,0.00062135+0.0005496i,0.0012531-0.000205i,0.0009374-0.00071118i,0.00047923-0.00092816i,9.0624e-05-0.00089548i,-0.00057498-0.00041083i,-0.00054431+9.7235e-05i,-0.00019063+0.0004187i
-0.0019261-0.00021662i,-0.0023329+0.00023289i,-0.0011062+0.0016791i,-0.00029834+0.0020024i,0.00027555+0.00098766i,0.00038209+0.00012196i,-0.00029738-2.2093e-05i,0.00023431+0.00047948i,0.0008755+0.00022441i,0.0008053+0.00049883i,0.0010066+0.00050249i,0.00090249+0.00011631i,0.00091934-8.7744e-06i,0.0014023-0.00021668i,0.00087233-0.00021356i,-0.00041498-1.8895e-05i,-0.00071695+7.3684e-05i,-0.00029145+0.00088483i,0.00019826+0.0010318i,0.00045175+6.3511e-05i,-0.00026555-0.00041232i,-0.00071767-0.00064909i,-0.00015462-0.00067513i
3.7981e-05+0.0001122i,0.0008305+0.0012261i,0.0010248+0.0019183i,0.00091943+0.0016654i,0.00030267+0.00054907i,-0.00016045-6.154e-05i,-0.00061676-0.00028041i,-0.00063296-0.00084941i,-0.00046103-0.0004925i,7.1685e-05+0.00038236i,0.00038538-0.00018071i,-0.00016619-0.00062692i,-6.2709e-05-0.00047796i,0.00045801-0.00015715i,0.00011698+6.4959e-05i,1.4875e-05-0.00019865i,0.00065962-0.00037363i,0.00078126+1.1039e-05i,0.00072771+0.00032474i,0.00058292+0.00011834i,0.00058276-9.2482e-05i,0.00078092+0.00014634i,0.0010199+0.00014524i
-0.00010342+0.00085748i,0.00018761+0.0012895i,0.0004409+0.00079991i,0.00064+0.00049731i,-0.00031444+0.00023248i,-0.0011448-0.00063551i,-0.00034175-0.0012792i,-5.1898e-05-0.0010053i,-0.00039474-0.0011258i,-0.00029328-0.00060377i,8.9366e-05+0.00045797i,0.00010873+0.00046539i,0.00024114-1.5888e-05i,-2.5174e-05-0.00010951i,-0.00031461-0.00020313i,0.00020663-0.00062815i,0.00041104-0.00052989i,0.00041067+0.00013789i,0.00033369+0.00054127i,0.00052293+0.00054217i,0.00081736+0.00048189i,0.00045207+1.4068e-05i,-0.00011267+0.00027974i
0.0014871+0.00033878i,0.00032967+0.00089072i,0.00019864-5.3103e-05i,0.00043159-0.00070248i,3.1622e-05-0.00080206i,-0.001069-0.00027013i,-0.0012592-0.00020271i,-0.00048494-0.00037937i,3.8944e-05+0.00027437i,0.00032926+0.00022723i,2.3012e-05-0.00053271i,-0.00036463-0.000893i,-8.8893e-05-0.00042771i,0.00017794+2.2246e-05i,0.00022761-0.00011818i,0.00017757-0.00032631i,0.00047957-0.00053749i,0.00074182-0.00014032i,-1.1039e-05-0.00011668i,2.7931e-05-0.00095293i,0.0011148-0.0007425i,0.0014045-0.00040044i,0.001279-0.0001185i
0.0016609+0.001416i,0.0018635+0.0015941i,0.0010213+0.0014885i,0.00072093+0.0006814i,0.00054621+0.00014393i,-0.00050543-0.00033266i,-0.0007339-0.0011784i,5.8637e-05-0.00088485i,0.00028354-0.0004548i,-0.00010285-0.00019814i,-0.00053825+0.00031361i,-0.00053354-0.00043591i,-0.00010076-0.00031917i,-0.00018071+0.00058676i,-0.00078571+0.00022816i,-0.00067486-0.00013478i,-0.00011164-1.9189e-05i,-6.8952e-05+4.6443e-05i,7.8566e-05+4.2554e-05i,-3.598e-05+0.00024294i,0.00044823+0.0010585i,0.0014884+0.0014162i,0.00084607+0.00019816i
0.00018649-0.0012999i,-0.0004115-0.00095563i,-0.00078458-0.00079389i,-0.0013387-0.00099302i,-0.0015578-0.00037286i,-0.00056836+0.00028689i,-0.00044661-0.00010907i,-0.00018079-0.00042132i,0.00016202+0.00022016i,-0.0002239+0.00030816i,-0.00020402+0.00015222i,-0.00017364-4.7613e-06i,-0.00021227-9.1509e-05i,-0.00023135+0.00054986i,-0.00025482+0.00070883i,-0.00033089+0.00038523i,-0.00036882+0.00056003i,-0.00026496+0.00055199i,-0.00054726+9.5942e-05i,-0.00035658-0.00032373i,0.00082223-6.8938e-05i,0.00083058+0.00027969i,0.00030896+0.00069385i
0.00038199-0.0011817i,-0.00047277-0.00024438i,-0.00069589-0.00039765i,-0.00093188-0.00080441i,-0.0012439-1.8831e-05i,-0.00072638+0.00025493i,-0.0008727-9.0133e-05i,-0.00094543+2.9361e-05i,-0.00026861-0.00028081i,1.9616e-05-0.0007988i,0.00017187-0.00094811i,0.00032156-2.6513e-05i,-3.085e-05+0.00026478i,-1.2554e-05-0.00024951i,7.573e-05-0.00013084i,-0.0002163+0.00013446i,-0.00050712+0.00019571i,-0.00023411-9.6773e-05i,0.00039009-0.0003981i,0.00021827-0.0001618i,-0.0004249-0.00014849i,0.00012163-0.00047157i,0.00050478-0.00018448i
0.00032328-0.0013971i,0.00012147-0.00068444i,-0.0001688-0.00089843i,-0.00087934-0.0008878i,-0.00086063-1.0821e-05i,-0.00041136+0.00065623i,-0.00032479-0.00036037i,-0.00075465-0.00082044i,-0.00029192-0.00082212i,0.00032842-0.00088317i,0.00015579-0.00028859i,0.00037499-7.8024e-05i,0.00060455+6.813e-05i,-0.00022601+0.00060455i,-0.00042184+0.00061024i,3.5994e-05+0.00056496i,-0.00012585-0.00027644i,0.00011865-0.0012502i,0.000213-0.00083818i,0.00018361-0.00074304i,0.00089868-0.00031041i,0.0010613+0.00064707i,0.0004483+0.00023111i
-0.00081353-0.00035996i,-0.00090945+9.3807e-05i,-0.002076+0.00049143i,-0.0013243+3.3766e-05i,0.00042242-0.00051101i,0.00046535-0.00057335i,-0.00060791-0.00068892i,-0.00053216-0.00025155i,0.00027773+0.00077878i,0.00098824+0.00089484i,0.00081979+0.00059891i,-1.4886e-05+0.00098752i,-0.00081448+0.0012074i,-0.00077759+0.00084995i,-0.00011566+0.00049192i,0.00038598+0.00023174i,0.00069275+0.00027933i,0.00040648+0.0008663i,-0.00042195+0.0005237i,-0.00077961-0.00048523i,-0.00013071-0.0004867i,9.8115e-05+0.00059987i,-0.00026908+0.00099846i
0.00039228+0.0018616i,0.00035586+0.0030169i,-0.0005744+0.0017308i,-0.000227+7.3759e-05i,0.00042752+0.00019356i,4.3591e-05+0.00094722i,7.8284e-05+0.00095857i,-0.00014054+0.00084733i,-0.00082372+0.001306i,-0.0007552+0.00085287i,-0.00039504-9.6118e-05i,0.00026392-0.00036844i,8.2492e-05-0.00038781i,1.4475e-05-0.00014378i,0.00033105+0.00032437i,0.0003816+0.00067536i,0.00018387+0.00016557i,-0.0002686-0.00041727i,-0.0001733+2.5436e-05i,0.00016019+0.000579i,-0.00059862+0.0004634i,-0.00080365+0.00037433i,-0.0003948+0.00080579i
0.00074925+0.0010373i,0.00013272+0.0022378i,-0.00077057+0.0010736i,-0.00017639+5.5347e-05i,-0.00033266-0.00085194i,-0.0017598-0.00061682i,-0.0019708-0.00049732i,-0.0011989-0.00055921i,-0.00042643-0.00052045i,-4.471e-05-0.00024467i,0.00030638-0.00021377i,7.4856e-05-0.00061238i,-0.00019989-0.00051844i,0.00057626-0.00041301i,0.00075865-6.5152e-05i,0.00071141+0.00030975i,0.00084117+0.0001838i,0.00036833-0.00031107i,0.00012363-0.00018052i,0.00048839+0.00014996i,-8.5484e-05-0.00013806i,5.7268e-05-0.00017234i,0.00083165+0.00056989i
-2.1719e-05+0.00042963i,-0.00026068+0.0002802i,-0.00073282+0.0013449i,-0.00049471+0.0024603i,0.00058115+0.0023694i,0.0011182+0.001259i,0.00093492-0.00017384i,0.00094063-0.00046786i,0.00090539-0.00014912i,0.00090397-0.00040617i,0.0005949-0.00087771i,0.00043599-0.00081551i,0.00036075-0.00019212i,0.00057552+0.00046684i,0.00072598+0.00019745i,0.00023607-0.00030258i,-4.2932e-06-9.5988e-05i,0.00017678+0.00020685i,-0.00021833-0.00014848i,-0.00029145-0.00074807i,1.0087e-08-0.0002932i,8.27e-05+0.00014137i,0.00010551+0.0004451i
0.00096507+0.00012758i,5.7871e-05-5.292e-05i,0.00097812+0.0011566i,0.0013606+0.00077451i,0.00011969-0.00081002i,-0.00093621-0.00064019i,-0.00078227+0.00046515i,-0.00015406-7.2117e-05i,-0.00075836-0.00080025i,-0.00058424-0.00042107i,0.00053527-0.00097941i,0.00050714-0.0011318i,0.00021789-0.00011957i,0.00018755+0.00020692i,-0.00016727-0.00040569i,-0.00037909-0.0013368i,-0.00047188-0.0011306i,-0.00080023-0.00033173i,-0.00089686-0.00074986i,-0.0003691-0.00097009i,0.00049609+0.00021761i,0.00080538+0.0011663i,0.00042669+0.00045266i
0.0013671+5.3988e-05i,0.00184+0.00069985i,0.0020175+0.0010376i,0.0014693+0.00044605i,0.0015993+0.00014904i,0.0011428-5.3648e-05i,0.00046234-0.00018389i,0.00030069+7.1492e-05i,9.9661e-05+2.4317e-05i,0.00036684+0.00024662i,0.00031584+0.00047733i,0.00043553+0.00039778i,0.00043968+0.00059121i,0.00024481-0.00022473i,-2.8934e-05-0.00023439i,-0.00067969+0.00017484i,-0.0007235+0.00037055i,-0.00029227+0.00051659i,-1.0296e-05-0.00016727i,0.0004331-0.00062179i,0.00073047-0.00043403i,0.00058973-4.7982e-05i,0.00057213+2.3127e-05i
0.00031398+0.00085811i,-0.00068682+0.0010909i,0.00026925+0.00071914i,0.0012503+0.00068281i,0.00051713+2.7165e-05i,-0.0002244-0.0011633i,-0.00088687-0.0012822i,-0.0014929-0.00056795i,-0.00077115-0.00032579i,0.00046118-0.00095891i,0.00074957-0.00053072i,0.00029696+0.00014688i,-0.00056424+4.5281e-05i,-0.00093981-0.0005708i,-0.00073328-0.00088314i,-0.00047295-0.00026657i,-0.00016662-3.8395e-05i,-0.00022532-0.00021462i,-2.6061e-05-0.00054708i,0.00017111-0.00041574i,0.00052778-0.00061008i,0.00064583-0.00075185i,0.00066086-0.00057994i
0.00048784-0.00093943i,0.0010193-0.00081075i,0.00039509-0.0012466i,-0.00071751-0.0010381i,-0.0016047-0.00047831i,-0.0018003+0.00058152i,-0.0006233+0.00052688i,-0.000314-0.00020955i,-0.0013348-0.0002058i,-0.0014774-0.00024961i,-0.00069761-0.00039704i,-0.00030947-0.00051821i,-9.0057e-05-0.00023266i,-0.00013114+0.00041956i,0.00052187+0.00031317i,0.00082534-0.00011591i,0.00024551-0.00032398i,3.3619e-05-0.00077234i,0.00010821-0.00088795i,0.00019414-0.00029621i,0.00040923-0.00027539i,0.00072458-0.00060012i,0.0005779-0.00066462i
-0.0012311+0.00032701i,-0.00073344+0.002072i,-0.00017425+0.0038253i,0.00011784+0.0040205i,0.0010191+0.0029404i,0.0015012+0.00024953i,0.00091251-0.00067748i,0.00011354-0.00030341i,-0.00018801-0.00036703i,0.00036748-0.00020933i,0.00071311+5.8806e-05i,0.00010887-0.00034554i,-0.00022456-0.00044865i,0.00036584+5.4119e-06i,0.00095906-0.00098985i,0.00085325-0.0016131i,0.0010557-0.00070512i,0.001339+0.00062037i,0.00094849+0.00095113i,0.00047923-0.00013688i,-0.00028346-0.0005905i,-0.00057975+0.00020388i,-0.00034993+0.00021962i
-0.00043578-6.2069e-05i,-0.0006077+0.0003449i,-0.00088902+0.00038022i,-0.00053494+0.00092271i,7.2153e-05+0.001564i,0.00039695+0.0012799i,0.00034999+0.00056722i,0.00058883+9.2432e-05i,0.00065742-0.00015723i,0.00047297-6.1175e-05i,0.00042315+0.00032553i,0.00051346-0.00012931i,5.2489e-05-0.0010689i,-0.00062434-0.0013075i,-0.00062822-0.00032297i,-0.00013208+7.7606e-05i,-7.3242e-05-1.8502e-05i,-0.00079738-0.00043412i,-0.0006333-0.00088248i,-0.00024112-0.00056717i,-0.00054003-0.00075057i,-0.00083132-0.00073155i,-0.00060997-7.4696e-05i
0.00068128+0.0010034i,0.00073531+0.0019128i,0.0012146+0.00069076i,0.00074928-0.00032168i,8.0601e-05-0.00020822i,-0.0010796+0.00051797i,-0.0012095+0.00011714i,-0.00053794-0.00062613i,-0.00056718-0.00096847i,-0.00042865-0.0010815i,-0.00046958-0.00079238i,7.1214e-05-0.00062392i,0.00083906-0.00050197i,0.00041112+0.00013238i,0.00030221+0.00023959i,0.00019344-0.00032678i,5.1741e-05-0.00078112i,-0.00021484-0.001007i,-0.00011913-0.00094667i,0.00016167-0.00045933i,-0.0001204-0.00025806i,9.2035e-05-0.0004696i,0.00056943-0.00081947i
-0.00038027+0.00020005i,5.9263e-05+0.0015254i,0.0017936+0.0024199i,0.0027826+0.0011586i,0.0025212-0.00013904i,0.00088585+0.00012118i,0.00011097-0.0003326i,2.7666e-05-0.00091592i,-5.9247e-05-0.00069267i,0.00080978-0.00051899i,0.0011029-0.00054255i,0.00032147-0.00055251i,0.00036006-0.00016272i,0.00036444-0.00075743i,7.2158e-05-0.0015507i,-9.1353e-05-0.00067049i,0.00020132+0.00029919i,0.00079307+0.00053421i,0.00040594+0.0002738i,0.00035969-0.00021224i,0.0010536-6.398e-05i,0.00038885-2.3734e-05i,-0.00063661-0.00076358i
-0.0014624+0.001444i,-0.00064671+0.0023398i,-0.00045244+0.0030461i,0.00013161+0.001826i,0.0012382+0.0006018i,0.0016152+0.00023968i,0.0008714-0.00010412i,-1.0757e-05-0.0005539i,3.0193e-07+7.3213e-05i,0.00013096+0.0010717i,-0.00015305+0.0010674i,-0.00081677+0.00024286i,-0.0010894-0.00091282i,-0.00041594-0.0012537i,8.3571e-05-0.00056028i,0.00013628-0.0003197i,4.6126e-05-0.00071597i,3.1078e-05-0.00078756i,-0.00024721-0.00054409i,-0.00055641-7.4238e-05i,-0.00039866+0.0004047i,-0.00028942+0.00039004i,-0.00017059+0.0001355i
-7.4981e-06-0.00096374i,0.00034056-0.00064167i,-0.00049518-0.00044639i,-0.0012051-0.00054011i,-0.0011502-0.00056255i,-0.000828-0.00050525i,-0.00020546-0.00021682i,0.00017499+0.00038433i,0.00010425+0.0005682i,0.00021163-0.00012151i,0.00059067+2.271e-06i,0.00059209-0.00016137i,0.00040102-0.00057865i,0.00056993-0.00025936i,0.0004255-0.00039055i,0.00015148-0.00021668i,-0.00026138-0.00043038i,7.6759e-06-0.00033153i,0.00013075+4.1085e-05i,-0.00058688+0.00049143i,-0.00048487+3.9573e-05i,0.00038221-0.00012994i,0.0007697+0.00035389i
0.0013857-0.00048885i,0.0013477-0.0003168i,-0.00059504-0.00024821i,-0.0018021+0.00085876i,-0.0019607+0.00171i,-0.0014672+0.0010752i,-0.00032574-0.00041377i,0.00016662-0.0012854i,-0.00077263-0.00044882i,-0.0016178+0.00052746i,-0.00061783+6.0964e-05i,0.00041799-0.00027436i,0.0011983+0.0001682i,0.0014709+0.00061305i,0.00061717+0.00066997i,9.0972e-05+0.00037389i,0.00026384-0.00042965i,0.00051365-0.00094619i,-8.5777e-05-0.00046833i,-0.00063662+0.00018817i,-0.00040371+0.00016046i,0.00010489+0.00022232i,0.00043336-0.00033665i
0.00044913-0.00019611i,-2.5317e-05+0.00038656i,0.00046598+0.000751i,0.0001702-0.00036729i,-0.0010505-0.0010856i,-0.0010519-0.00025503i,-0.00078559+9.8848e-05i,-0.00075527-0.00018085i,-0.00026086-0.00054445i,0.00049804-0.0011042i,0.00083543-0.00062038i,-9.404e-06+0.00033484i,-5.6127e-05+0.00047061i,0.00063708-0.00018896i,0.00036604-0.0004965i,7.8088e-05-0.00034297i,-1.6844e-05-0.00031752i,-0.00012577-0.00028018i,0.00063776-0.00026899i,0.00092362-0.00047457i,6.1029e-06-0.00072875i,-0.00032904-0.0003689i,-2.2628e-05-0.00080069i
0.002952+0.0012174i,0.00073044+0.00059888i,0.00074308+0.00098714i,3.5243e-05-0.00055053i,-0.00096207-0.0020996i,-0.0011727-0.0013993i,-0.0011295-0.00046533i,-0.00083039-0.0002771i,0.00011071-0.00043609i,0.00065621-0.0010594i,7.0709e-05-0.00099253i,-0.00036789-0.00055367i,0.00013602-7.8366e-05i,-0.00041431+0.0010477i,-0.0011377+0.00078631i,-0.0011536+0.0001881i,-0.00063087-0.00014496i,-0.00049418-9.6736e-05i,-0.00091837-7.8908e-05i,-0.0008094-0.0011898i,-0.00034404-0.00098737i,-0.00036681-0.00017542i,-0.00062166-0.00024672i
0.00026597+0.00076147i,0.00041005+0.0011171i,0.00043583+0.0011988i,0.00058897+0.00093865i,0.00015693+0.00037832i,-0.00013498+9.6136e-05i,3.6425e-05+0.00012253i,0.00021359+7.3693e-05i,3.8483e-05+0.00050915i,-0.00049225+0.00044016i,1.6717e-05-0.00043844i,0.00026667-0.00085365i,0.00024642-0.00062747i,8.7444e-05-0.00024837i,-2.8088e-05+0.00011396i,0.00040024+0.000635i,0.00094386+0.00070511i,0.0014107-0.0002852i,0.00090794-0.00062307i,0.00038511-0.00029109i,-0.00052853-0.00025487i,-0.00085659-0.00021955i,-0.00026644-1.8803e-05i
-0.0017795+0.00025268i,-0.0017285+0.0011748i,-0.0010967+0.002039i,0.00080815+0.0023729i,0.0022754+0.0011635i,0.0019655+7.7799e-05i,0.0012734-0.00050842i,0.0006592-0.00066391i,-0.00023305-0.000566i,-0.00058432-0.00062966i,-0.0004322-0.00060527i,5.7739e-05-0.0006564i,0.00056513-0.0011214i,-0.00027881-0.0007107i,-0.00042629-0.00027734i,0.00018239-0.00011717i,0.00025895+0.00085266i,-3.8035e-05+0.0011899i,-0.00037552+0.00054523i,0.00032212+0.00017199i,0.00080086-9.2136e-05i,0.00075743-0.00014122i,0.00074872+0.00030082i
0.0014595+0.00019072i,0.00095033+0.00026386i,0.000588-0.00052875i,-0.00051434+2.0741e-05i,-0.0014355+0.00068047i,-0.00095022-0.00024898i,-2.4001e-05-0.0010919i,0.0003023-0.0013527i,4.5295e-05-0.0008226i,-0.00021592-0.00039105i,-0.00074044-0.00027322i,-0.00081909-0.00072414i,-0.00099542-0.0012595i,-0.00091498-0.0012106i,0.00026547-0.0011653i,0.00080803-0.00086109i,0.00036564-0.00077332i,0.0005561-0.00091195i,0.00057639-0.00078634i,0.0006689-0.00061588i,0.00073555-0.00055607i,2.9992e-05-0.0011613i,-0.00028751-0.001759i
0.00097914+0.0013678i,0.0006326+0.0021872i,0.00095713+0.0024546i,0.0018759+0.00098498i,0.0017605+5.2543e-05i,0.0011114+7.0685e-05i,0.0001423+0.00064901i,-0.00040574+0.00061005i,8.3407e-05-0.00012427i,0.00036237-0.00044581i,0.00071812-0.00035308i,-0.00012407-0.00026472i,-0.00078038-0.00076027i,-0.00040346-0.00027355i,0.00033134+0.00058851i,0.00029376+4.4076e-05i,-0.00084797-0.001396i,-0.00095441-0.0012481i,2.2754e-05-0.00023178i,0.00071848+0.00057317i,0.00047775+0.00035244i,0.00033751+7.0611e-05i,0.0007176-0.00010142i
-0.001971+0.00078819i,-0.0022251+0.0018628i,-0.0014588+0.0036955i,-0.00065805+0.0034523i,-0.00046192+0.0015429i,0.00012131-0.00013367i,0.00019033-0.0001152i,-0.00018759-0.00013993i,4.2267e-05-0.00038917i,0.00061577-0.00020228i,0.0004005-8.6301e-05i,-0.00035423+1.0986e-05i,-0.00038242-0.00048225i,-5.6383e-05-0.00074117i,-0.00035836-0.00052857i,-0.00041618-0.0002704i,0.00013949-0.00011547i,0.00037631+2.8761e-05i,0.00020218+0.00068512i,0.00012769+0.0010853i,0.00067884+0.00031509i,0.00061694-0.00020863i,-0.0002983-0.00041368i
