-0.0016589+0.00077077i,-0.0012044+0.00035745i,-0.00067937+0.0011381i,0.00013536+0.00058002i,0.00048491+0.0011534i,0.00051934+0.0016293i,0.0012105+0.0007429i,0.0015898+0.0010336i,0.0016975+0.0010961i,0.0015548+0.00017683i,0.00096349-0.00064512i,-0.00034249-0.0006797i,-0.00064322-0.00079033i,-7.0142e-05-0.00081973i,6.7137e-06-0.00078747i,-0.00071942-0.00078056i,-0.00031296-0.00030583i,0.00017333+0.00054631i,-7.3162e-05+0.00063091i,-0.00017776-0.00016831i,-9.2404e-05-0.00040931i,-0.00012557-0.00067963i,-0.00050579-0.00063481i
-0.0016599-0.00016216i,-0.0021603+0.00080923i,-0.001706+0.0013339i,0.00037339+0.0014243i,0.0012586+0.00040685i,0.00029519-0.00041119i,0.00020909-0.00032587i,0.00099949+0.00046438i,0.00093362+0.00075984i,0.0010913+0.00063215i,0.00081222+0.00039947i,-0.00048535+0.00071302i,-0.00083143+0.00078687i,0.00029183+0.00024837i,0.00099115+0.00011791i,0.00099526+0.00037767i,0.00024195+0.0007095i,-0.00041842-1.0106e-05i,-0.00038491-0.00072997i,-0.00068798-0.00041336i,-0.00063324-0.00013867i,-0.00026885+0.00034854i,0.00013701+0.00040097i
-0.00058449-0.0003533i,-0.0012409+0.00018159i,-0.0018735+0.00044387i,-0.0008549+0.0004453i,0.00043834+0.00047463i,0.00060458+0.00017663i,0.00034282-0.00047948i,0.00067393-0.00012314i,0.00073267+0.00030872i,0.00015432-0.00022669i,-0.00019853-0.00064044i,0.00013354-0.00037719i,0.00080542-0.00040376i,0.0012215-0.00020247i,0.0015223+0.00037721i,0.0011441-0.00022643i,0.00018025-0.0002886i,6.4892e-05+0.00028922i,0.00049755+0.00013963i,-0.00017247-0.0013002i,9.0826e-05-0.0018676i,0.00050034-0.00083806i,-0.0001132-0.00021987i
-0.0004804+3.4558e-05i,-0.00011097+0.00031963i,0.00065743+0.001187i,0.0012948+0.0012856i,0.0015478+8.3225e-05i,0.0015846-3.0866e-05i,0.0012241+0.00011731i,0.00085745-8.6875e-05i,0.00027048+0.00039133i,-0.00056219+0.00028988i,-0.00034671-0.00096909i,0.00014459-0.0015741i,0.00069632-0.0010322i,0.00053735-0.0003278i,0.00047132-0.00031338i,0.0008646+0.00014211i,0.00078117+0.00019815i,0.00082754-0.00055501i,0.00026101-0.0007168i,3.5357e-05-0.00011461i,0.00079478+0.000727i,0.00031109+0.00062229i,-0.00053899-0.00020842i
-0.00055942+0.0014701i,-0.00076924+0.0014033i,0.00046796+0.0012401i,0.0013554+0.00088954i,0.0013051-0.00011854i,0.00067806-0.0005857i,-4.749e-05+0.00029742i,6.8708e-05+0.00073378i,0.00052652+0.00037622i,0.000277+0.00016451i,0.00072278-6.2729e-05i,0.00068683-8.9239e-05i,2.1769e-05-0.00015867i,-0.00049899-0.0005872i,-0.00070529-0.00016324i,-0.00069109+5.7911e-05i,-0.00078044+0.0006258i,-3.2854e-05+0.00061016i,0.0001267+0.00010024i,-0.00075091+5.4509e-05i,-0.00094949-0.00019038i,-0.00062641-8.5633e-05i,-0.00038928+0.00029757i
-0.0016365-0.00083839i,-0.0010411-0.00037171i,-0.00030786+0.00080261i,0.00041826+0.0011749i,0.00088597+0.0011774i,0.0011952+0.001112i,0.0022945+0.00044378i,0.0027146-6.1218e-05i,0.0010269-0.00019127i,-0.00010971-0.0001699i,-0.00011747-0.0002728i,0.00022152-0.00073329i,0.00076346-0.00055779i,0.00090436-0.00055871i,0.0019492-0.00081074i,0.0014108-0.0001248i,0.00033333+0.00013861i,0.0009464-0.00043045i,0.00084522-0.00052351i,0.00016627-0.00058483i,-0.00034345-0.00023348i,-0.00048391-6.9271e-05i,0.00052856-0.00083322i
0.00035761-0.00071825i,0.0012933+4.2456e-05i,0.0012681+0.00079798i,0.00074794+0.0006497i,0.00071853-0.00051511i,0.00025431-0.00073242i,0.00059404+0.00075796i,0.00031134+0.0005989i,3.8895e-05-6.6622e-05i,0.00068605+0.00059059i,0.00084511+0.0011393i,-1.8921e-05+0.00075476i,0.0003009+0.00013425i,0.00061865+0.00010485i,-0.00044585+0.00033088i,-0.00089972+0.00051436i,-0.00088677+0.00052233i,-0.00077832+0.00055154i,0.00010294+0.0010089i,0.00085938+0.0012873i,0.00044537+0.00038824i,-4.2087e-05+7.5434e-05i,0.00025748+0.00046449i
-0.00040551-0.00078959i,-0.0014269-0.0003115i,-0.0016561+6.3435e-05i,-0.00055891+0.0011233i,-2.6263e-05+0.001578i,7.0459e-05+0.0010809i,0.00027234+0.000936i,0.00046234+0.00027946i,0.00034788+8.397e-05i,-9.3215e-05+0.0010741i,4.3424e-05+0.00097847i,0.0003635-0.0002884i,0.00037175-0.00029889i,-1.0929e-05+0.00020848i,-0.00042919+0.00034089i,-0.00062665+0.00045708i,0.00061573+0.00051834i,0.0011232+0.00070866i,0.00063923+9.5072e-05i,0.00054655-0.00029591i,0.00018797-0.00018919i,-4.2852e-05+2.2514e-05i,-0.00014547+0.0001118i
-0.00056976+0.0011863i,2.8135e-05+0.0010073i,0.00070929+0.00083645i,0.001836+0.0013089i,0.0019913+0.0014194i,0.00098392+0.00049474i,0.00054399-0.00048163i,0.0003682-0.00062211i,0.00030443+3.6078e-05i,0.00027012+0.00052747i,8.9111e-05+0.00069018i,-0.00022648+0.00064942i,0.00036096-5.1223e-05i,0.00076335-0.0006035i,0.0001409-0.00054484i,0.00037509-0.00062264i,0.0001572-0.00056271i,-0.00022194-0.00029432i,-0.00022382-0.00060097i,-0.00034888-0.00061067i,0.00024005-0.00022618i,0.00045185-0.00037502i,-0.00029961-0.00019551i
-0.0002467-0.00045865i,-0.00036637+0.00048068i,-0.0010497+0.00088413i,-0.00026934+0.0020236i,0.001016+0.0018125i,0.00083713+0.00051781i,0.00031224+5.6337e-05i,0.00028244-0.00033402i,2.5091e-05-0.00036824i,-0.00034154-7.0627e-05i,-0.0006422-8.9692e-06i,-0.00061519+7.2149e-05i,8.8813e-05+0.00014773i,0.00084879+0.00057627i,0.00071852+0.00054353i,0.00040741-1.0978e-05i,-0.0003989+9.8719e-05i,-0.00083557+1.2016e-05i,-0.00064743-0.00029381i,-0.0002487-0.00064195i,0.00045169-0.0009392i,0.00018711-0.00031979i,-0.00012341-3.7469e-05i
-0.00061838-0.0011706i,-0.00083861-0.00027818i,-0.0022114+0.00028954i,-0.0016226+0.00043764i,0.00018063+0.00030769i,0.00084945-0.00038396i,0.0011531-0.00074339i,0.0013811-0.0003143i,0.0010632-1.9236e-05i,0.0007637+9.157e-06i,0.00053198+9.6138e-05i,0.0004341-0.00020091i,0.00093358-0.0002139i,0.00094522-0.00010481i,0.00037278-0.00057374i,5.414e-05-0.00062829i,-0.0002406-0.00014291i,-0.00036171-0.00024867i,0.00089757-0.00096604i,0.0013404-0.00056704i,1.3147e-05+0.00042288i,-0.00024162+0.00062107i,0.00022628+9.6246e-05i
-0.00022752-0.00051238i,0.00044054+0.0014644i,0.00027384+0.0028466i,-3.6768e-05+0.0033944i,0.00096345+0.0026798i,0.0023649+0.0010153i,0.0022474+0.0010149i,0.0018187+0.0013361i,0.0009646+0.00079051i,-9.4377e-05+0.00027508i,-0.00029863-0.00041805i,0.00023913-0.00032729i,0.000961+0.0002278i,0.00032595+0.00038816i,-0.00015472+0.00029018i,0.00019138-4.1854e-05i,0.00039846-0.00041658i,0.00031954-0.00018368i,-0.00011676+3.5777e-05i,-0.00049244+0.00023224i,-0.00024318+0.00023665i,-0.00011643-0.00012561i,-0.00018101-0.00033676i
0.00063263-0.00095207i,0.00053072-0.0017295i,0.00056729-0.00093246i,-0.00014816-0.00031095i,-0.00024759+0.00041476i,0.00027788+0.00046777i,0.00082054+0.00053146i,0.0014699+0.0003796i,0.0012605-0.00019594i,0.00055678-0.00047104i,0.00060781-0.00022365i,5.5493e-05+4.2336e-05i,-0.00021836+5.9272e-05i,-0.00013193-0.00010798i,-0.00057723-0.00016086i,0.00015452+9.7521e-05i,0.0011888+0.00039762i,0.00038346+0.00048695i,-0.00024821-0.00030768i,-0.00027341-0.00073365i,-0.00056976-0.0011133i,-0.00031827-0.00088468i,-1.8464e-06+0.00070517i
1.7102e-05-0.00060407i,-0.00042093+0.00062907i,-0.00018102+0.0015321i,0.0013637+0.001539i,0.0016502+0.00076456i,0.0013692+0.00039231i,0.00067876-4.7964e-06i,0.00044359-0.00085362i,0.00024925-0.00086766i,3.6774e-05-0.0011523i,0.0002543-0.0009509i,0.00042589-0.00057691i,0.00025075-2.4712e-06i,-0.00034083+3.3134e-05i,-0.00043008-0.000563i,-0.00037655-0.00045634i,-0.00010159+9.9781e-05i,0.00013952+0.00040458i,0.00010316+0.00025077i,-0.0001264+5.6797e-06i,-0.00034294-9.7774e-05i,-0.00021402+6.3107e-05i,0.00019816+0.00026112i
0.0016095-0.00063554i,0.0013446+1.7126e-05i,0.0015015+0.00090816i,0.00089492-2.5852e-05i,0.00039948-0.00099893i,-0.00010656-0.00084681i,-0.00026449-8.1299e-05i,0.00039289+0.00063068i,4.9427e-05+0.00032012i,-0.00036449-0.00078697i,0.00019724-0.0010991i,5.1363e-05-0.0007234i,-0.00012131+0.0004844i,-6.8262e-05+0.0014961i,-0.00024337+0.0013355i,-0.00024601+0.0011482i,0.00061797+0.00083495i,0.0010708+0.00021563i,0.00072189+5.4251e-05i,0.00062991-5.6166e-05i,0.00021653+0.00016655i,-7.7371e-05+7.8406e-05i,9.2805e-05-0.00039668i
-0.0022322-0.00091147i,-0.0013654+0.0006578i,-0.0010988+0.0017971i,0.00024142+0.0021836i,0.0020701+0.0014917i,0.0019265+0.00079215i,0.00070362+0.00080266i,3.4473e-05+0.00038527i,0.00078389+0.00012568i,0.0012244-0.00047386i,0.0011767-0.00055961i,0.00077727-0.00025623i,0.0010852-0.0006597i,0.0012397-0.0010867i,0.00063183-0.0013054i,0.00051757-0.00097993i,0.00080878-0.0005554i,0.00072296-0.00026787i,0.00037012+0.00044527i,0.0006577+0.0008356i,0.00052324+0.00071911i,-0.00011914+0.00018992i,-0.00050758-0.00069636i
0.00039996+0.00035724i,-0.00013391+0.0013133i,0.00065586+0.0024971i,0.00088303+0.0020303i,0.00069383+0.00099313i,0.0006664+0.00022421i,0.00027184+0.00017459i,0.00035492+0.00034657i,0.00048741-0.00018507i,0.00039788+0.00015504i,1.2769e-05+0.0007172i,-0.00014347+0.00028394i,0.00016142-0.00013523i,-2.4529e-05-0.0003811i,0.00038299-2.2005e-05i,0.00034971+0.00026752i,-0.00013378+0.0005613i,-0.00021382+0.00039481i,0.00025533+0.00065579i,0.00043753+0.00098156i,0.00014488+0.00013876i,0.00027079-0.00052158i,-0.00018944-0.00040127i
0.0019683+0.00021223i,0.0019978-0.00060026i,0.0026826-0.00067032i,0.0034431-0.00036476i,0.0019634-0.00021284i,0.00021365+0.00089888i,0.0010488+0.001462i,0.00095322+0.00054688i,9.4187e-06-0.00048855i,6.2037e-05+2.0791e-05i,-0.00045874+0.00032764i,-0.00053482-0.00013135i,-0.0010091-0.00020224i,-0.0012821+8.3861e-05i,-0.00082095+0.0001202i,-0.00054469+1.0653e-05i,-0.00042518+0.00051881i,-0.00078822+0.00052913i,-0.0010058+0.00031651i,-0.00041076+5.4998e-05i,3.7219e-05-6.787e-05i,-5.3135e-07-0.00026692i,-0.00016131-0.00042608i
-0.0018124+0.00051341i,-0.0013843+0.0014237i,-0.0013048+0.0015946i,-0.00061373+0.0013521i,-0.00012601+0.0017061i,0.00039418+0.001513i,0.00095988+0.00080019i,0.0009077+0.00041997i,0.00085055+8.4566e-06i,0.0012504-2.5901e-05i,0.0010046+3.3758e-05i,0.00061285-0.00061609i,0.00071746-0.00051169i,0.00014051-0.00047258i,-0.00044835-0.0010344i,-0.00044434-0.0010164i,-0.00011514-0.0011666i,0.00030985-0.00060767i,0.0004032-0.00024809i,0.00035849+0.00014239i,-0.00031147+0.000963i,-0.00038057+0.00063222i,0.00089451+0.00037858i
-0.0024098-0.0010808i,-0.0011819+0.00047975i,-0.0010304+0.001231i,-0.00013932+0.0016431i,0.0012108+0.0023121i,0.0016477+0.001723i,0.0014773+7.7475e-06i,0.00059179-0.0010889i,-0.00041225+0.00015036i,-4.9086e-05+0.00061395i,0.00049441-0.00033556i,0.00089648-0.00079242i,0.0012924-0.0012771i,0.00090112-0.0010109i,0.00037763-0.00078677i,-4.2905e-05-0.00027524i,-0.00025652-0.00033831i,-0.00036427-0.0011801i,-0.00047401-0.0012007i,4.2203e-05-0.0012553i,0.00067424-0.00090885i,0.0013911-0.00063484i,0.0014135-0.0008845i
2.8707e-05-0.00049434i,0.00075502+0.00020195i,0.0016984+0.0013677i,0.0017122+0.00066594i,0.00093845-0.0005815i,6.0684e-06-0.00058639i,0.00015697-5.7444e-05i,0.0011208-0.00025999i,0.0011166-0.00062361i,8.5035e-05-0.0006671i,-2.5877e-06-0.00055803i,0.00051534-0.00012164i,-0.00024988+0.00026214i,-0.00086602-0.00012034i,-0.00087385-0.00082287i,-0.00040964-0.0010423i,0.00053562-0.0008294i,0.00092716-0.00051852i,0.00050889-0.00023062i,-0.00018855+0.00040013i,-0.00011674+0.00040856i,-0.00026808+0.00028117i,-0.00046424+0.00048018i
0.00032405+0.00039717i,2.8278e-05+0.000754i,-0.00059482+0.0010952i,-0.00050073+0.00047683i,0.00037824-0.00051569i,0.00043026-0.0010273i,0.00043271-0.00073914i,0.00048362-8.7701e-05i,0.00014118+4.9123e-05i,-0.00019874+6.755e-05i,8.8642e-05-0.00021175i,-0.00018251-0.00043935i,-0.00058556+0.0002854i,-0.00046323+0.00067443i,-0.00033947+0.00084157i,-1.358e-05+0.00096319i,7.2276e-05+0.0004368i,-0.00039492-0.00016097i,-0.00076369+6.3199e-05i,-0.00028921+0.00026015i,0.00081822+0.00015071i,0.00077835+9.7699e-05i,-0.00011171-0.00032514i
-0.0020064+0.0023069i,-0.00086915+0.0032194i,0.0012085+0.0033338i,0.0020507+0.002788i,0.0023088+0.0015706i,0.0010359-3.316e-05i,0.00050914-0.00049203i,0.0012161-3.6719e-05i,0.0009531-4.1902e-05i,0.00018944-0.00011467i,0.00056292-0.00011974i,0.0011123+4.6909e-05i,0.00061315-0.00034498i,-0.0005463-0.0010975i,-0.0010062-0.00078134i,-9.036e-05+0.00030686i,1.4086e-05+0.00025117i,-1.7374e-05-0.0011786i,5.5857e-06-0.0013751i,0.00016471-0.00057719i,0.00080475-0.00017204i,0.00057624-0.00016719i,-0.00032445-5.545e-05i
-0.0016242+0.0005449i,-0.0006296+0.00064674i,-0.00031727+0.00064312i,-0.00034969+0.00089009i,-1.5061e-05+0.00079843i,0.00089813+0.0014863i,0.00062723+0.0011778i,-0.00028391+0.00058903i,7.6313e-05+0.00068277i,-7.7283e-05+0.00029377i,-0.00053133-7.7579e-05i,-0.00036334+0.00011892i,-0.00060883+0.00056383i,-0.00053979-0.00018975i,-0.00017473-0.0004923i,-0.0002432-0.00027438i,-1.8956e-05-0.00019637i,0.0007486+0.00033881i,0.0008872+9.5587e-05i,-0.00011351-0.00016497i,-0.00090559+0.00032949i,-0.00055294+0.0004353i,0.00025518-0.00020597i
-0.00089243+0.00075847i,-0.0013509+0.0020686i,-0.00033944+0.0023968i,0.00091399+0.0028135i,0.00084589+0.00186i,0.0010228+0.00022974i,0.00093959-0.00023736i,0.0005495-0.00040374i,0.00088124-0.0011138i,0.00086737-0.0012749i,0.00061688-3.9802e-05i,0.00092744+0.00077313i,0.0010319+0.00049256i,0.00082263-0.00043734i,0.0010216-0.0013213i,0.00073854-0.0012666i,0.00029643-0.00019094i,0.00046875+6.9327e-05i,4.8601e-05-0.00060657i,-0.00076185-0.00047865i,-0.0006464-0.00024642i,-0.00028999-0.00044215i,-0.00025798-0.00010447i
0.0022553-0.00057916i,0.0019528-0.00099898i,0.0013522-0.0008468i,0.00022593-0.00026747i,-0.0003049+0.00089276i,-0.00034599+0.0014469i,-0.00036557+0.0010948i,-0.00011591+0.000852i,0.00028111+0.00025838i,1.5214e-05-0.0002591i,-0.00043644-0.00012406i,-0.00077917+3.7753e-05i,-0.00094094-0.00018697i,-0.00035618-0.00024701i,0.00054877+0.0007187i,0.00045165+0.0010693i,-7.8204e-05+0.00030759i,-0.00039042+0.00065204i,-0.00038136+0.0013022i,-0.00012075+0.0017121i,0.0010027+0.0010421i,0.0012087-0.00048522i,0.00085656-0.00097196i
-0.0015424-0.0015116i,-0.00052825-0.0010438i,0.00013157+0.0008492i,0.00065254+0.0010405i,0.0012438-0.00034353i,0.0016538-0.00085097i,0.0017863-0.0011601i,0.0013075-0.0011698i,0.00034353-0.00048085i,-0.00034302-0.00014354i,0.00052114-3.9222e-05i,0.0012392+0.00051287i,0.00092661+0.00073272i,0.00031095+0.00012116i,5.3865e-05-0.00040681i,-6.4962e-05+0.00037662i,-0.00031669+0.00058179i,-0.00067882+0.00023012i,-0.0013373+0.00040651i,-0.0015558-0.00019215i,-0.00096606-0.00082382i,-0.00085468-0.00092574i,-0.00018716-0.00099061i
-0.00027045+0.0011396i,-0.00086381+0.0012112i,-0.0005216+0.001766i,0.00036965+0.0023684i,0.00054119+0.00068103i,0.00025518-0.0005435i,7.6477e-05-0.00029671i,9.1583e-05+7.7576e-05i,0.00072422+0.00027009i,0.0011575+0.00034077i,0.00094448-0.00028251i,0.00016225-0.00040106i,-7.1088e-05-0.00021372i,0.00054589-0.00075641i,8.3611e-05-0.00022013i,-0.00040883+0.00040845i,0.00020985+0.00021092i,0.00045617+0.00031947i,0.00034023+0.00031392i,0.00041907-0.00026744i,0.00066887+0.00018908i,0.00014028+0.0001609i,-0.00037618+2.5759e-05i
0.001024+0.001106i,0.0010077+0.0012654i,0.0014808+0.001945i,0.002299+0.0019289i,0.0026297+0.0012527i,0.0020829+0.0010567i,0.00085966+0.0011586i,-0.00028758+0.00070082i,-0.00038998-0.00040305i,-4.6047e-05-0.0015141i,-0.00017203-0.0015118i,-0.0003378-0.00067819i,-0.00018722+0.00035773i,-0.00011111+0.00044877i,-0.00047683+0.00064235i,-0.00099404+0.0008076i,-0.00057984-3.129e-05i,0.00010126-0.00045327i,0.00026533+5.0803e-05i,0.00069622+0.00070176i,0.0004749+0.00031524i,-0.00035209-0.00035182i,-0.00046029-2.8635e-05i
0.00075099+0.0004914i,0.00063049+0.0010737i,0.00075484+0.00050789i,0.0012989+0.00064469i,0.001056+0.00026258i,0.00057919-0.00099394i,0.00041689-0.00091082i,0.00054161-0.000443i,2.2878e-05-0.00084605i,-0.00023204-0.0008032i,9.9856e-05-0.00039299i,0.00028924-0.00088228i,0.00055759-0.0011111i,0.00089719-0.00037017i,0.00093011+0.00031667i,0.00046786+0.00074179i,0.00046745+0.00079084i,-0.00021396+0.00027294i,-0.0010363-2.8894e-05i,-0.00011253+0.00031132i,0.00060347+0.00076163i,0.00023691+0.00022109i,-0.00094564-0.00067557i
0.0010975-0.00099027i,0.00058697-0.00042372i,-0.0009043-0.00021669i,-0.0018253+9.2074e-06i,-0.0011048+0.00018017i,-0.00028758+0.00062489i,6.2495e-05+0.00066761i,0.00037993+0.00039363i,0.00030848-4.3069e-05i,-0.00050456-0.00042936i,-0.00092653-0.00052916i,-0.00029967-0.0001017i,0.00016212-6.6999e-05i,0.00018818+0.00053899i,-2.4774e-05+0.0010327i,-0.00022628+0.00024599i,0.00041981-0.00024052i,0.00073581-0.00031368i,0.00055677+0.00014713i,-0.00015527+0.00093252i,-8.5968e-05+0.00069565i,0.0010647-0.00015568i,0.0013897-0.00073945i
0.00014314+0.00037447i,0.00023746-1.4428e-05i,-0.00091791+0.0013486i,0.00031431+0.001935i,0.0018238+0.0010257i,0.0019059-0.00019978i,0.00077288-0.00069844i,7.8065e-05-0.0001351i,0.00047847+0.0004686i,0.0006429+0.00026629i,0.00074587-0.00042169i,-6.0957e-05-0.00085902i,-0.00093913-0.00097036i,-0.00021123-0.00093014i,0.00050286-0.0011537i,0.00086894-0.0012089i,0.0012384-0.00080075i,0.00047471-0.00045131i,0.00023832-0.0001691i,0.00034955+0.00011322i,6.5015e-05-9.8422e-05i,8.4026e-05-3.9541e-05i,-0.00025535+0.00013386i
-0.0017662+0.0013377i,-0.0024855+0.00064437i,-0.0022593+0.0013027i,-0.00069067+0.0022677i,0.00064909+0.0015432i,0.0010641+0.00037552i,0.00054468+0.00035136i,0.00032865+0.0005556i,0.00038333+5.3215e-05i,0.00050668-0.00029004i,0.0006737-0.00037867i,-0.00018775-0.00051215i,-0.00061931-0.00081936i,-0.00016307-0.0013925i,0.00027896-0.0012787i,0.00049017-0.00029382i,0.00098046+0.00095734i,0.0012645+0.00082664i,0.00079546-3.7044e-05i,-1.9592e-05-0.00016676i,-0.00038694-0.0002127i,-0.00026363-0.00077254i,-0.00027215-0.00037436i
-0.00015692+0.0013837i,0.00060897+0.00075361i,0.00077299+0.0012656i,0.00084029+0.002287i,0.0008044+0.002591i,0.00076811+0.0018546i,0.00065794+0.0011662i,0.00080768+0.00059732i,0.0011158+4.4085e-06i,0.00092277+0.00021977i,0.00055424+0.00063672i,0.00035145+0.00011097i,0.00022222-0.00087137i,0.00053848-0.00091382i,4.7007e-05-0.00075235i,-0.00057369-0.00012344i,-0.0001575+0.00019481i,0.00053095+3.5069e-06i,0.0012081-0.0001573i,0.00059621+2.9479e-05i,0.00024591+0.00034602i,0.00060368-3.4491e-05i,7.802e-05-0.00010457i
0.0010484+0.0011591i,6.0677e-05+0.0017354i,-0.00075008-0.00028491i,-0.0016777-0.00088973i,-0.0020052+0.00018268i,-0.00093959+0.00080641i,0.00038382+0.00063159i,0.0012591+0.0003755i,0.0011405+5.3023e-05i,0.00025208-0.00043799i,-0.00045199-0.00046029i,-0.00046641-1.4016e-05i,-0.00043479+0.00025227i,0.00017637+0.00048103i,0.00043549+0.0010439i,-0.00011267+0.0011292i,-0.00023815+0.00040388i,6.2056e-05+9.4936e-05i,0.00032025-0.00012004i,0.00063026-0.00024699i,-6.9036e-05+0.00028567i,-0.00062997+0.00057893i,-0.0004087+0.0010377i
0.0018029-0.0011778i,0.0009488-0.0010433i,0.00054031-0.00031958i,0.001104+0.00035291i,0.0013841-0.00016692i,0.0013905-0.00044638i,0.0012096+0.00031094i,-1.0411e-06+0.00012848i,-0.00023684-0.00025852i,0.00092024-0.00059162i,0.0012129-0.00074063i,0.00071352-0.00013966i,0.00018704+0.00044243i,0.0004424+0.00010203i,0.00017585-0.00047479i,-0.0005532-0.00074322i,-0.00037336-0.00045981i,-0.00038966+0.00026306i,-0.00013809-0.00058348i,-1.2546e-05-0.0004801i,0.00013396-0.00018159i,0.0002393-0.00052814i,-5.5889e-05-0.00044455i
0.00016674+0.0011239i,-0.0007905+0.00036811i,-6.2813e-05+0.0014513i,0.00096971+0.0015064i,0.00095234+0.00018745i,-1.0979e-05+0.00015293i,-0.00073096+0.00046251i,-0.00036942+0.00078563i,0.00023253+0.00077568i,8.3134e-05+0.00015172i,-0.00028996-3.3313e-05i,-0.00038819+3.4499e-05i,-0.00048725-0.00019649i,-0.00031423+0.00030888i,0.00058463+0.00062884i,0.00087119-0.00015294i,0.00049786-0.00013569i,-7.7486e-05+0.00058209i,-0.00026303+0.0010632i,-0.00039+0.00096191i,-3.1837e-05+0.00057109i,0.00044826+0.00020553i,0.00022101-0.00020886i
-0.00062492+0.0015846i,-2.9772e-05+0.0026264i,0.00091661+0.0042007i,0.0018421+0.0034756i,0.0022576+0.0010742i,0.0022497-0.00061717i,0.0013955-0.0010203i,-0.00025675-0.00062579i,-0.00022568-0.0006009i,0.00084952-0.00088336i,0.00088066-0.00044001i,-6.2216e-05+0.00019602i,-0.00047399+0.00029561i,0.00016787+8.4164e-05i,0.00040581+0.00026593i,0.00051141+0.00026254i,0.00060777-0.00028958i,-0.0002149-0.00058259i,-0.00032386-0.00029064i,8.666e-05-4.7059e-05i,-0.00025045+0.00048987i,-6.9206e-05+0.00035545i,-0.00045615-0.00030032i
-0.00016234-0.00076211i,-0.00074334-0.00084438i,-0.0011541-0.00093476i,-0.0010332+0.00018947i,-0.00028079+0.00092014i,0.00040271+0.0012084i,0.00071964+0.00061284i,0.00068277-0.00020621i,0.00028966-0.00064027i,0.00021777-0.00071752i,-0.00020894-0.00036536i,0.00015626-0.00052008i,0.0004617-0.0010159i,0.00039159-0.0010146i,0.00019623-0.00060344i,0.00012696-0.00039718i,0.00041424+0.00033397i,0.00030651+0.00075089i,0.00042216+0.00058448i,0.00014298+0.00075848i,-0.00038+0.0011164i,0.0004209+0.00048307i,0.00094926+9.7254e-05i
-0.00077558+0.00036711i,-0.00015392+8.0031e-05i,2.0698e-05+0.0013165i,0.00046293+0.0027324i,0.00095321+0.0018638i,0.0017534+0.0009497i,0.0010776+0.00059478i,-0.0004833+0.00011351i,-0.00060055-0.00047063i,-0.00033776-0.00063026i,-0.0003024-0.00089385i,-0.00048873-0.00082975i,-0.00043838-0.00028774i,7.9124e-05+0.00021833i,0.00068754+0.00032467i,0.0014693-0.00043885i,0.0015176-0.00082242i,0.00049895-0.00030821i,0.00020526-0.00058791i,0.00017598-0.0011333i,-0.00032556-0.00060167i,-0.00030291+0.00024671i,-1.1125e-05+0.00071918i
0.00068362+0.00051205i,-0.000319+0.0014697i,-0.0006194+0.0024428i,1.497e-05+0.0024646i,0.00073535+0.0020479i,0.00069313+0.0007462i,0.00032829+0.00019907i,0.00035921+0.00046643i,0.00019099+0.00032759i,-0.00050522+8.0516e-05i,-0.00025324-0.00044013i,0.00022354-0.00039169i,0.00037372+0.0010162i,0.00026532+0.0018443i,-0.00013795+0.00079094i,-8.6711e-05-0.0001389i,-0.00052291-5.5603e-05i,-0.00041115+0.00045065i,0.00043712+0.00082206i,-9.5319e-05+0.00056564i,-0.0005139+0.00066015i,-0.00049962+0.00033333i,-0.00067215-0.00025228i
0.0006287+0.0011575i,0.00046058+0.00080842i,0.00096502+0.00091436i,0.0012422+0.00030312i,0.0014158-0.00049343i,0.0010359-0.00013755i,0.00056901-6.926e-05i,0.00049637-0.000261i,0.00027651-0.00015432i,0.00036579-0.00031549i,0.00019399-0.00029806i,-7.8971e-05+0.00017762i,-0.00035714+0.00074075i,-0.00054785+0.0012991i,-7.5835e-05+0.00072215i,0.00011361-0.00049062i,-0.00025835-0.00026429i,-0.00063726-0.0003933i,-0.00090157-0.0011587i,-0.00063333-0.00076098i,3.2181e-05-0.00013947i,-4.1578e-05-0.00021832i,-0.00085354-0.00011282i
-0.0022973+0.00075345i,-0.00091009+0.0015298i,1.7506e-05+0.0022018i,0.00037093+0.0016517i,0.00075306+0.001056i,0.00079399+0.00083137i,0.0010668-1.1208e-05i,0.001219-0.0007256i,0.00068267-0.00060305i,-0.00010889-0.00059889i,-6.2614e-05-0.00054529i,-1.6041e-05-0.00051133i,-0.00056877-0.00086111i,-0.00015791-0.0012275i,0.00079572-0.00085023i,0.00081665-0.00011161i,0.0005384-4.153e-05i,0.00047681-8.6859e-05i,1.1664e-05+8.7111e-05i,1.8258e-05-4.3485e-05i,0.00016127-0.00015723i,0.00015697-0.00028457i,-5.0519e-05-0.00038695i
0.0016103+0.00063708i,0.0016938+0.0011202i,0.0017409+0.001222i,0.0013486+0.00055628i,0.00073679+0.00019012i,0.000799-5.2504e-05i,0.00094992-0.00039486i,0.00073554-0.00028847i,0.00047981+0.00025813i,0.00090108+6.6629e-05i,0.00054966-0.00022083i,-0.00040739-0.0004786i,-0.0001996+0.0001872i,9.4527e-05+0.00036961i,1.042e-05-0.00027121i,-0.00021262+5.0503e-05i,-0.00053507+0.00048366i,-0.00075102+0.000605i,-0.00029172+0.00048345i,0.00013708+0.00080891i,9.2406e-05+0.000297i,4.6968e-05-0.00056147i,0.00020796-0.00071064i
