-0.004515+0.0020545i,-0.0033938+0.0013601i,-0.0025264+0.0011065i,-0.00078062+0.00091235i,0.00057142+0.0014787i,0.00067613+0.0020631i,3.8602e-05+0.0020043i,0.00042448+0.0015697i,0.00089078+0.00071635i,0.00064103-4.3868e-05i,0.00041311-0.00022053i,0.0002479-0.0003933i,6.8801e-05+0.00047036i,0.00022687+0.0010992i,0.00077021+0.00050294i,0.00088786+0.00073011i,0.00016401+0.0006637i,-0.00062653-0.00022376i,-0.00045041+0.00010016i,-0.0001276+0.001121i,-0.00014196+0.00070534i,-0.00027798+0.00033182i,-0.00094981+0.00079621i
-0.0015979+0.0027234i,-0.0010078+0.0032719i,-8.9382e-05+0.0016574i,0.0011989+0.0010224i,0.0013783+0.0016213i,0.00079748+0.00040322i,0.0002083-0.00025883i,-0.00070664+0.00060211i,-0.00060277+0.00054857i,0.00058603+0.00026205i,0.00091809+0.00012007i,0.00049071-0.00012108i,3.7821e-07-4.7071e-05i,-0.00075764-0.00048966i,-0.00054656-0.00048138i,-0.00015726-0.0001651i,-0.00030465-0.00025869i,-0.00054589+0.00024489i,2.7029e-05+0.00012524i,0.00076803-7.6988e-05i,0.0006477-4.061e-05i,0.00042697-0.00041298i,-0.00014024-0.00024974i
0.0017083-0.0019212i,-0.00030403-0.0012343i,-0.0010343-0.000682i,-0.00066945-0.00096521i,-0.00010833-0.0017254i,-0.00015064-0.001203i,-0.00047323-0.00055295i,-0.00020382-0.00034221i,-0.00032086-9.3545e-05i,-0.00082339-0.00030934i,-0.00072356+3.8267e-05i,-0.00025525+2.6499e-05i,8.9021e-05+0.00014924i,-0.00023289-0.00025229i,4.0605e-05-0.0010493i,0.00057481-0.00086558i,0.00041808+0.00038704i,6.1159e-05+0.00094033i,-0.00033819+0.00026698i,-0.00012711-0.0010411i,0.00021578-0.0013589i,0.00010279-0.00019519i,0.00015807+0.00032823i
0.00094772+0.0050937i,0.00078057+0.0033027i,-0.00067803+0.0023194i,-0.0001689+0.0016969i,0.0016523+0.00015834i,0.0014776-0.00064449i,0.00058407+0.00050841i,0.00073543+0.0011385i,0.0007029+0.00040754i,0.00022714+3.265e-05i,0.00015408+0.00048344i,-0.00070085+0.00042893i,-0.001255-0.00031515i,-0.00076006+0.00011055i,-0.00057528+0.00070631i,-0.0006275+0.00013897i,-0.00043992-0.00049746i,-0.00017587-0.001098i,-0.00068531-0.00021729i,-0.00070764+0.00010026i,-0.00039956-0.000503i,-6.5915e-05-0.00070155i,-5.3354e-05-0.00036856i
-0.0047254+0.003488i,-0.0035024+0.0032105i,-0.0010064+0.0028555i,0.00041592+0.0021774i,0.0014149+0.0017331i,0.0016563+0.0014495i,0.0013209+0.00083719i,0.00071208+0.0003227i,-0.00027438+0.00058732i,-0.00078952+0.00034757i,-0.00044648+4.1282e-05i,-0.00041213+4.9265e-05i,-0.00045963-0.00038693i,0.00011185-7.6648e-05i,0.00053133+0.0003344i,0.00053614+0.00032898i,0.00073979+0.00021853i,8.2536e-05-9.9765e-05i,-0.00047587-0.00036929i,-0.00029077-5.6576e-05i,-0.00028774+0.0003218i,-0.00028247-1.4933e-05i,-0.00050882+0.000406i
0.0017717-0.0032374i,0.00030116-0.0027942i,-0.00027191-0.001519i,-0.00025689-0.0013488i,0.00047001-0.0011053i,0.00063708-0.00015209i,0.00034048+5.0093e-05i,-0.00050049+3.6206e-05i,-0.0012682-0.00028684i,-0.00094393-0.00054608i,-0.00072065-0.00034489i,-0.00091993-0.0002113i,-8.0778e-05+0.00026726i,0.00083473+6.3183e-05i,0.0005182-0.00027846i,2.7957e-05+0.00023248i,-0.00075259+0.00056389i,-0.00099247-7.0986e-05i,-0.00020495-0.00025768i,0.00071289+4.1148e-05i,0.00045438-0.00056039i,-4.5876e-05-0.00091536i,-0.00022033-0.0003258i
-0.0014113+0.0015044i,-0.00029577+0.0020668i,-0.00031768+0.001424i,-0.00013182+0.00085738i,-6.592e-05+0.00086837i,0.00080706-0.00013188i,0.0014033+4.4326e-05i,0.00068235-0.00015097i,0.00017831-0.00058599i,-1.1143e-05-0.00018457i,-0.00013746+0.00037948i,0.0003286+0.00034965i,0.00058749+0.00025427i,0.00050256+0.00048681i,-0.0001076+0.00052013i,-0.00022699+0.00043503i,0.00057939+0.00054695i,0.00046602+0.00040662i,0.00028741+0.00057222i,-4.6407e-05+0.00067367i,4.8936e-05-6.6307e-05i,0.00071453-0.00072436i,-5.6784e-05-0.00095484i
0.00056724-0.0045937i,-0.0013251-0.002859i,-0.0025-0.001575i,-0.002622-0.00054961i,-0.0018514+0.0006288i,-0.00094304+0.00097393i,0.00036441+0.00058267i,0.00068749+0.00036482i,0.00041272-0.00048783i,9.9874e-05-0.00097447i,0.00023138-0.00045705i,7.8163e-06-0.00068272i,-0.00037502-0.00053412i,-0.00018043+0.00062228i,-0.00021173+0.00064631i,5.5468e-05+0.00032513i,0.00033125+0.00061899i,0.0001873+0.0011085i,-0.0006819+0.00095052i,-0.0009473+5.4236e-05i,-0.00044829-0.00058534i,-5.8117e-05-0.00064505i,0.00049452-0.00073491i
-0.000858+0.0019559i,-0.0012144+0.0011658i,-0.000995+0.0013459i,-0.00021538+0.0013237i,0.00036058+0.00028046i,0.00073406+0.00033134i,0.00062485+0.00062749i,-0.0003591-3.8393e-05i,-0.00034348-2.5692e-05i,-0.00067198+0.00010026i,-0.0012031-0.00038036i,-0.00071957-0.00049936i,-0.00050963-0.00052148i,-0.00018071-0.001005i,-9.3675e-05-0.00030736i,0.00050641+0.00058296i,0.0010438+0.00027827i,0.00047164-0.00012412i,0.00074006-0.00061198i,0.0010069-0.00053162i,0.00063682+1.7717e-05i,0.00030135-9.633e-05i,4.2606e-05-0.00017666i
-0.0021032-0.0010056i,-0.0018686-0.00055452i,-0.00097162+9.8634e-05i,-0.00037655+0.00074927i,0.00053462+0.0011566i,0.0015081+0.00073507i,0.00097019+0.00012104i,-0.00023272+0.00031669i,-0.00031782+0.00061797i,-0.00087515+0.00032051i,-0.0014475+9.0688e-05i,-0.00085771+7.5233e-05i,-6.6102e-05+0.00085636i,-0.00020038+0.00097975i,0.00028627+0.0010349i,0.00064379+0.0010739i,0.00021889+0.00077999i,-4.4329e-05+0.00048082i,-0.00048674+3.2301e-05i,-0.00019036+0.00016973i,0.0010656-0.00024698i,0.0013444-0.00089764i,0.00087267-0.0015206i
-0.00012214-0.0016153i,-0.00038498-0.0005311i,-0.00075766+0.00011107i,-0.0013703+0.00014741i,-0.0010146+0.00088596i,0.00033927+0.001361i,0.00096524+0.00071776i,0.00074354-0.00044876i,0.00045648-0.00057813i,0.00032231-0.00022258i,0.00020825-0.000369i,0.00037473-0.00021409i,0.00051062-0.00056698i,0.00029844-0.00039926i,0.00046322+0.00067139i,0.00015287+0.00055193i,0.00022164-0.00027961i,0.00099064-4.0166e-05i,0.0012575+0.00033335i,0.00069305-8.0781e-05i,0.00049267-0.000274i,-9.9378e-05-0.00019996i,-0.00094398-0.00046492i
0.00024594+0.0056585i,0.0006855+0.0039898i,0.0011986+0.002683i,0.0019193+0.0019811i,0.0025473+0.0012192i,0.0026114+0.00070004i,0.0018738+0.00074726i,0.0011004+0.0007602i,0.00062196+0.00075082i,0.00029552+0.00038296i,0.00051827-0.0008076i,-6.3292e-06-0.00097994i,-3.3891e-05-0.00048894i,0.00097711-0.00025976i,0.0010151-0.00038549i,0.00010037-0.00053402i,-0.00041794-0.00060327i,-8.6837e-05-0.00017529i,-9.2853e-05+0.00037712i,-0.00076261+2.8535e-05i,-0.00041272-0.00021783i,-0.00054709-0.0011706i,-0.00085771-0.0015239i
-0.0023784+0.0011444i,-0.0021539+0.0015604i,-0.00029122+0.0019656i,0.00061218+0.00094567i,0.001458+2.4365e-05i,0.0017599-0.00034148i,0.0014443-0.00048482i,0.00094609+1.7165e-05i,0.00038078+0.00042503i,0.00036148-0.00066708i,0.00076306-0.0016839i,0.001142-0.0016116i,0.0008702-0.0008905i,0.00012712-0.00045902i,7.3893e-05-0.000272i,-0.00020793+0.00023658i,5.8355e-06+0.00010942i,0.00038301-0.00012774i,0.00052089-0.00023388i,0.00035286+0.00019501i,0.00014091+0.00024045i,9.6952e-05-0.00026883i,-0.00015885+0.00034608i
-0.001226-0.00062496i,0.0012536+0.00039798i,0.00035209+0.0026596i,4.0329e-06+0.002973i,0.00082772+0.0016186i,0.0016166-0.000118i,0.0010088-0.00070182i,0.00042963-0.00030451i,0.00062529+0.00036807i,0.00071846+0.00065922i,-4.997e-06+0.00051368i,-0.00072489+0.00043982i,-0.00020585+0.00048303i,-0.00011955+0.00089598i,-0.00045694+0.00089022i,-0.00027844+7.1577e-05i,4.8952e-05+8.4975e-05i,-0.00043159+0.00063704i,-0.00082356+0.00063478i,-8.4344e-05+0.00042708i,0.000813+9.0011e-05i,0.00039698+0.00021248i,-0.00043389+0.00014569i
-6.1235e-05+0.0028781i,0.0002922+0.0031728i,0.0013416+0.0016381i,0.0017901+0.0006249i,0.0021123+0.00053243i,0.0018927-8.4792e-05i,0.00098498-0.0010279i,0.00013041-0.00043021i,-0.00040649+2.4907e-05i,-0.00059136-0.00045586i,6.8829e-05-0.00098199i,0.00042512-0.00092783i,-0.00013299-0.00016623i,-0.00096012-5.2361e-05i,-0.00039273-0.00048458i,0.00076081-0.00036614i,0.00033598-6.0421e-06i,2.5743e-05+0.00017239i,0.00068211-0.00025966i,0.00085753+0.00013976i,0.00041898+0.0003898i,4.3824e-05+4.7921e-05i,-0.00016918-0.00020633i
0.0001715-0.00070561i,-0.00068575+7.2204e-05i,-6.4511e-05+0.0014585i,0.00046947+0.00066357i,0.0015005-0.00025465i,0.0014959+0.00067562i,0.000434+0.0012945i,0.00016504+0.00083118i,0.00054644+5.0282e-05i,-0.00024613-0.00066032i,-0.001336-0.00063515i,-0.00094741-0.00042694i,-0.00030892+1.4997e-05i,0.00021504+0.00054027i,-0.00052518+0.00021056i,-0.0010555-0.00052957i,-0.00022114-0.00069134i,9.5069e-05+0.00018187i,2.4803e-05+0.00056661i,-0.00018064+0.0001149i,-0.00035689-0.0004773i,-0.00019715-0.00015174i,0.00021566-0.00022453i
0.00019098+0.00064228i,0.0002383+0.0015084i,-0.00031767+0.0029915i,-0.00083819+0.0028202i,-0.0001146+0.00061545i,0.00068436-0.00082757i,0.00017522-0.00013226i,-0.00023974+0.00050294i,-0.00018058+7.7624e-05i,0.00013504-0.00041485i,0.00051734+0.00018152i,0.00045473+0.0005626i,9.1373e-05-0.00019395i,0.00018996-0.0012052i,0.00025184-0.0016905i,-0.00030355-0.00085921i,-0.00092023+0.00023344i,-0.0012692+0.00017574i,-0.0010671+0.00076527i,-0.00030222+0.00099184i,-0.00012816-5.0214e-05i,-0.00041831-3.9642e-05i,-0.00012027+0.00059123i
-0.00023451+0.00026955i,-0.0015166+0.00054207i,-0.00080249+0.00042052i,-0.00031809+0.00081977i,-0.0001898+0.0006155i,0.00017384-0.00013502i,-6.5733e-05-0.00017969i,0.00019788-0.00024032i,0.00090199-0.0005372i,-0.00023659+0.00019857i,-0.00085231+0.00081787i,-0.000233+0.00033451i,0.00011629-0.00010404i,0.0001455-2.3277e-05i,-7.634e-06+0.00021696i,0.00068013-6.2765e-06i,0.0012222-0.00029137i,0.0012157-0.0004047i,0.00060336-9.2283e-05i,-0.0002659+0.00017901i,-0.00039752-0.00046928i,-0.00021964-0.00083302i,0.00021906-0.00024864i
0.0003644-0.0019762i,-0.0010877-0.0011112i,-0.0013049-0.00026642i,-0.0011754-0.00055071i,-0.0012299-0.00036009i,-0.00085359+0.00026323i,0.00017099+0.00025i,-0.00011029-0.00032121i,-0.00084671-0.00053799i,-0.0011128-0.00014025i,-0.00058345-0.00012882i,0.00070968+0.00013426i,0.00063625+0.00056609i,0.00031076+0.00017043i,0.00028146+0.00012561i,-0.00062683+0.0004547i,-0.00086812+0.00078164i,-0.00043562+0.0002305i,-0.00026916-0.00044446i,0.00017527-0.00031391i,0.0011367-0.00085525i,0.0012094-0.00064688i,0.00047637+0.00029367i
0.0032719-0.00022587i,0.0010886-0.00024198i,-9.7341e-05+0.00051618i,0.00067481+0.0007112i,0.0011835-0.00079331i,0.00066566-0.0011172i,0.00049762-0.0004613i,0.00037594-0.00032703i,0.00011062-0.00047602i,0.0002412-0.00047388i,0.00019606-0.00098814i,-0.000525-0.00063347i,-0.0010047-0.00018362i,-0.00074286-0.00066501i,-0.00052332+0.00015959i,-0.00061324+0.0012739i,-0.00052871+0.00070097i,0.00027986+0.00011362i,0.00050984+6.4163e-05i,-9.8542e-05-0.00010089i,-0.00012695+0.00036869i,-0.00016378+0.00052349i,0.00014715+0.00012285i
-0.0013944+0.0014765i,-0.0015223+0.0016148i,-0.00084479+0.00089466i,-0.0002852+0.00077324i,0.00010626-9.6831e-05i,0.00058187-0.0001329i,0.00035483-0.00020839i,-0.00015375-0.0004026i,8.5297e-05-0.00037079i,-3.6034e-05-0.00089672i,-0.00037756-0.00011892i,-0.00030693+0.0004604i,3.1971e-05+0.00023168i,0.00017779-2.1407e-05i,-0.00023236+8.8613e-05i,-0.00025334+0.00047502i,0.00033378+0.00037137i,0.00049575+0.00045367i,0.0003248+0.00026401i,-0.00032825-0.00057083i,-0.00080413-0.0005969i,-0.00067005-0.00054618i,-0.00028007-0.00012052i
-0.001312-0.00019051i,-0.0008889+0.00035413i,-0.00049195+0.0016549i,0.0006313+0.00089826i,0.0017839+1.5088e-06i,0.00072692-0.00076603i,7.684e-05-0.00078342i,0.00028494+0.00061163i,-0.00012004+0.0010338i,-0.00018316+5.8181e-05i,0.00039541+0.00015524i,8.2493e-05+0.00010088i,-0.00024643+0.00016266i,-0.00015121+0.0010708i,0.00018733+0.00099228i,0.00012595-3.423e-05i,0.00059526-0.00061962i,0.00093244-0.00056876i,0.00028827-0.00026956i,0.00029727-8.5821e-06i,-1.7069e-05-0.00028232i,-8.8709e-05-0.0010609i,0.00070929-0.00076505i
0.0017938+0.0025647i,-7.9846e-05+0.0032373i,-0.00031657+0.0011747i,0.00052452-0.00088724i,0.0014499-0.00051921i,0.0019082+5.842e-05i,0.001126-0.00025673i,0.00025669-0.00031286i,3.3775e-05-8.1744e-05i,0.00023698-0.00048764i,0.00068266-0.0003117i,0.00015929+0.00052306i,-0.00086372+0.00058146i,-0.00094858+0.00025932i,-0.00057623+0.00026745i,-0.00050521-0.00020857i,-0.00025018-0.00063941i,0.00010599+1.6334e-06i,-9.7888e-05+0.00029895i,5.313e-05+0.00025003i,0.00043993-4.518e-05i,-0.00035578-0.0006096i,-0.00031304-0.0001426i
-0.0024838+0.002108i,-0.0027089+0.0032503i,-0.0016545+0.0033972i,-0.0005119+0.0026029i,0.0009926+0.00053565i,0.002171+0.00031252i,0.001115+0.0010236i,-0.00023688+0.00033911i,-0.00054309-0.00023427i,-0.00049786-0.00041621i,-0.00010396+0.0003652i,-0.00021257+0.00032371i,-0.00057824-9.2692e-05i,-0.00051846+0.00035636i,0.0003642+0.00033717i,0.00051733+0.00073247i,8.2687e-06+0.00030418i,3.0175e-06-0.00028266i,0.00022802-0.0001582i,0.00046895+0.00010845i,0.00039957+0.00028751i,-3.3053e-05-3.634e-06i,-0.00040765-0.00036238i
-0.00059863-0.0005342i,-0.0007332-0.00045686i,-0.00051546+0.00014371i,-4.3103e-05+6.8921e-05i,0.00070843-0.00049567i,0.00095601-0.0003835i,0.00053054+0.00033409i,-9.3584e-05+0.00098641i,-0.00038103+0.0010867i,-0.0008797+0.00092672i,-0.0010252+0.00061357i,-0.00048521+0.00011746i,1.2316e-05+0.00014528i,0.00043005-0.00010769i,0.00033567+8.5962e-05i,0.00015178+0.00016783i,0.00049402+9.0728e-05i,0.00048692+0.00023083i,0.00057265+0.00043735i,0.0015034+7.6043e-05i,0.0011246-0.00015871i,-0.00021836-0.00051267i,-0.00055002-0.00049144i
-0.0025784+1.1066e-05i,-0.00060618+0.0015669i,-0.00015082+0.0015657i,-0.00075952+0.0021045i,-1.2703e-05+0.0031342i,0.001074+0.0018497i,0.0012228-0.00012278i,0.00065216-0.00025457i,-8.5266e-05+3.7176e-06i,-4.3971e-05+0.00027251i,0.0002534+0.00027385i,-0.00014218-0.00031198i,-0.00060592-0.00062763i,-0.00025151-0.0011296i,0.00086723-0.0012473i,0.0010593-0.00036282i,0.0010947+0.00035945i,0.00056273+0.0006839i,-0.00041857+0.00077409i,-0.00065829+0.00040021i,-4.1834e-05-9.381e-06i,0.00019279+0.00033042i,3.7025e-07+0.00028443i
0.0014636-0.00062044i,-0.00027457+0.00076762i,-0.00077507+0.0018832i,-0.00058806+0.001886i,-2.1525e-05+0.0010173i,0.0007351+6.5547e-05i,0.0019559-0.00036571i,0.0018201-0.00050574i,-0.00022523-0.00085207i,-0.0015575-0.0015967i,-0.001091-0.0011298i,0.00024633-0.00023871i,0.00032756+0.00097346i,-9.7947e-05+0.00099599i,0.00041077+0.00063489i,5.3889e-05+0.00095388i,-0.00071796+0.00086363i,-0.00042749+0.00088267i,7.4951e-05+0.00026091i,-0.00015557-0.00037905i,0.00017921-0.0001818i,0.00053065+0.00034257i,-0.00024633+0.00027748i
0.0019367-8.5415e-05i,0.0022995+0.00061987i,0.0015025+0.00065363i,0.00037124+0.00021966i,0.00060394-0.00040873i,0.00097181-0.00078947i,0.00079271-0.0005716i,0.00056337+5.2697e-05i,9.947e-05+3.6168e-05i,-0.00042417-0.00031113i,-0.0011404+6.5393e-05i,-0.00058849+0.00069513i,0.00024396+0.00059297i,-0.00018238+4.3679e-05i,-0.0001837+0.00089304i,0.0002926+0.0015039i,0.00014307+0.00047165i,-0.00034179-0.0002212i,-0.0008734+0.00067088i,-0.00029616+0.00092898i,0.00089341+0.00051418i,0.00093286+0.0001771i,0.00073466+0.00015277i
0.00064263-0.001004i,-0.00078209-0.00022592i,-0.0010551-0.00049549i,-0.0010059-0.0011781i,-0.0006698-0.0010575i,-0.00061836-0.00016217i,-0.00076778-0.00028005i,-3.8255e-05-7.9916e-05i,7.003e-05+0.0012871i,4.912e-05+0.0013082i,0.0006301+0.00083371i,0.00025204+0.00057464i,-0.00036865+0.00039922i,-0.0011518+0.00023563i,-0.0016755-0.00056773i,-0.00060707-0.00084094i,0.0004801-0.00040798i,0.00086985+0.00023008i,0.00085699+0.00055385i,0.00011164+2.1909e-05i,7.6886e-05-0.0010523i,0.00067144-0.0010684i,0.00071998-0.00028903i
-0.001185-0.00054431i,-0.0017543-0.0002579i,-0.0024119+5.1381e-05i,-0.0020321+0.00060494i,-0.0013786+0.0011i,-0.0014275+0.00094111i,-0.0009246+0.00095385i,0.00023049+0.00081898i,0.00032162+0.00050554i,-0.00021823+0.00056699i,5.4197e-05-3.6175e-05i,-4.9382e-05-0.00044688i,-0.00045242-0.00070229i,-0.00020989-0.00056143i,-0.00024166-7.2074e-05i,-0.00013913+0.0004319i,-0.0008958+0.00036658i,-0.00087728-0.00055082i,-0.00050837-0.00081584i,-0.00091468-0.00059791i,-0.00065661-0.00043632i,-9.1776e-05+2.2258e-05i,0.00028214+2.1314e-05i
0.00040295-0.001599i,0.00093278-0.0016852i,0.00056303-0.00010453i,-0.000141+0.0010006i,0.00038457+0.0010147i,0.0014121+0.00049272i,0.00092288-0.00012506i,2.5643e-06-0.00056624i,0.00028281+7.6981e-05i,0.00038739+0.00078238i,-0.00021909+0.00017128i,-0.00089413-0.00029551i,-0.00063942-0.00054818i,0.00015509-0.00089857i,0.00012882-0.00076796i,-0.00015546+0.0003335i,-5.6591e-05+0.00079902i,5.5558e-05+0.00017194i,2.5234e-05+0.00029124i,-0.00022496+0.00074074i,-0.00032219+2.2659e-05i,-0.00044047-0.001349i,-0.00026391-0.0010627i
0.0017187+0.00062538i,0.0015181-0.00021469i,0.00081243-0.00097715i,-0.00026442-0.0016715i,-0.00014394-0.0017093i,0.00050266-0.00094949i,0.00017312-0.00068634i,-0.00021327-0.00054433i,-0.0002062-0.00099134i,-0.00036492-0.00082803i,-0.00030962+0.00066913i,0.00012352+0.0010275i,0.00055457+0.00017846i,0.00091104-0.00021531i,0.00016453+0.00016488i,-0.00079176+0.00045057i,-0.00074093+0.00016056i,-0.00083081+0.00023907i,-0.00043052+2.4366e-05i,0.00010765-0.00050207i,0.00037088-0.00076927i,0.00022093-0.00077971i,0.00039068-0.00017445i
-0.0017186+0.0029673i,-0.0018107+0.0029974i,-0.0013534+0.0011079i,-2.4171e-05+0.00033895i,0.00063789+0.00021097i,0.00020067-0.00016359i,-0.00026765+0.00011088i,-0.00026591+0.00036289i,0.0001126+0.00044056i,0.00029639+0.00036744i,0.00036387+0.00035944i,0.00052556+0.00096299i,0.00049544+0.00092326i,0.00035754+0.00012997i,8.5589e-05-0.00016673i,-0.00055175+0.00035348i,-0.00069506+0.00010155i,-0.00060271-0.0004676i,-0.00077008-0.00050933i,-0.00093789+2.6846e-05i,-0.00051644+0.00058051i,0.00043313+0.00017637i,0.00027897-0.00033547i
-0.0019422-0.00081568i,-0.0013393+0.00010886i,-0.00096723+0.0024694i,-0.00042517+0.0023054i,0.00089244+0.001426i,0.00080671+0.00061816i,4.4607e-05-0.00037694i,0.0008952-0.00051182i,0.0011151-0.00036689i,0.00088495-0.00078028i,0.0007184-0.00067792i,-0.00024284-0.00051581i,-0.00079379-0.00026376i,-0.00051884+8.4862e-06i,0.00020648-0.0004272i,0.00045554-0.00011545i,0.00027371-0.00013207i,-0.00017355+0.00028606i,-0.00024238+0.00045907i,-0.00034736-0.000383i,-0.00045749-0.00065348i,-0.00040945-0.0004983i,-0.00034572+8.4215e-05i
0.00046578+0.0013027i,0.00026244+0.0018474i,0.00030419+0.0016529i,0.0002852+0.00068387i,0.0013074-0.00015747i,0.0021373-5.5435e-06i,0.00089657+0.00013984i,0.0002377+0.00048414i,-0.00033201+0.0007504i,-0.0008262+0.00018267i,-0.00037961-0.00017445i,7.9401e-06+0.00019473i,0.00026712+0.00041824i,0.0001596-0.00026908i,-0.00031041-0.00055957i,-0.00027232-0.00026037i,0.00016049-0.00075799i,0.00046717-0.00091976i,0.0003963-0.00054935i,-0.00049457-0.00037305i,-0.00053328-0.00029525i,0.00025892-3.7119e-05i,-0.00027817-0.00042391i
-0.0013943+0.0016761i,-0.0020798+0.0019105i,-0.0016916+0.0019295i,-0.00033218+0.0023124i,0.0014691+0.001802i,0.0017139+0.00063276i,0.00072811+0.00064444i,0.00015217+0.0006874i,0.00048121-0.00023282i,5.7494e-05+2.3189e-05i,0.00013095+0.00051232i,0.0010108+0.00036384i,0.0010709+0.00042941i,0.00069777+0.00044257i,0.00019547-0.00040203i,-0.00070048-0.0011502i,-0.0013079-0.0012506i,-0.00072733-0.0011574i,5.3878e-05-0.00023612i,0.00039592+0.00013382i,0.00057147+0.00023369i,0.00018256+0.00059335i,6.6391e-05+0.00052731i
0.0017882+0.0015875i,0.0014614-0.00041534i,0.0010929+0.00017459i,0.00094211+0.00060166i,0.00099563-0.00041068i,0.00085273-0.00055797i,3.9337e-05+0.00011661i,-0.00039375-0.00032637i,0.00065565-0.0011186i,0.0010893-0.0012919i,0.00059189-0.00074465i,0.00054508-2.2536e-05i,0.00064494+0.00038237i,8.2687e-05+0.00032498i,-0.00073942+0.00014802i,-0.00085547+0.00039312i,-0.0008597+0.00067084i,-0.00060967+0.00032499i,-0.00012206+0.00013851i,-3.8543e-05-0.00017252i,0.00064425-0.00080788i,0.0011906-0.0010206i,0.0006891-0.00084446i
-0.0010649+0.0043783i,-0.00020153+0.0047833i,0.00092622+0.0043905i,0.0017924+0.0034418i,0.0023123+0.0017592i,0.0026975+0.0001544i,0.0017994-0.00031043i,1.2504e-05+4.0515e-05i,-0.0012957+9.8393e-06i,-0.0014849-0.00095087i,-0.00019457-0.0010234i,4.5724e-05-0.00039333i,-0.00069055-5.7975e-05i,-0.00025636+8.7924e-05i,0.0004023+0.00036268i,0.00020702+0.00026053i,3.8141e-06-0.0002911i,0.00011649-0.00028782i,0.00059101+3.1597e-05i,0.00091913+0.00014579i,0.00026945-0.0001031i,-0.00020972-0.00058079i,0.00011177-0.0008266i
0.00076689-0.0030779i,-0.0012878-0.0031521i,-0.0026095-0.0023447i,-0.0017601-0.0011632i,-1.8827e-05-0.00086652i,0.00063164-0.00089254i,0.00040233+0.00020613i,1.3323e-05+0.00087795i,8.4227e-05+0.0005726i,2.2352e-05+0.00052751i,-0.00031994+0.0003025i,0.00010686+4.2462e-05i,0.00026671+0.00037375i,1.5246e-05-0.00047135i,0.00021078-0.00066589i,0.00014282+0.0006762i,-0.00026914+0.0010168i,-0.00079812+0.00037861i,-0.00076499+3.4219e-05i,-5.1453e-05-0.00023711i,0.00024515-0.00044051i,-0.00026771-0.00021269i,-0.00068348+3.0176e-06i
-0.0015158+0.0015397i,-0.0005615+0.001383i,-0.0007255+0.0017727i,-0.0012038+0.0011284i,-0.00025604+0.00097145i,-6.6946e-05+0.0011427i,-5.9958e-05+0.00092835i,-3.9561e-05+0.00078047i,-0.00034888+0.0004557i,-0.0003964-0.0002392i,3.1574e-05+0.00012761i,0.00085647+9.3023e-05i,0.0010678-0.00020784i,-0.00044511-0.00028428i,-0.00089819-0.00086364i,9.2704e-05-0.00086706i,0.00031353-8.584e-05i,-0.00040304+0.00081184i,-0.00034293+0.0006361i,4.2817e-05+0.00012539i,-3.0453e-05+0.00092427i,0.00051742+0.0014837i,0.00020116+0.00023076i
-0.001824-0.00034512i,-0.0017416+0.00066961i,-0.00074296+0.0010923i,-0.00024672+0.0013336i,-0.00071344+0.00096001i,0.00012371+0.00061456i,0.00077308+0.00046463i,-0.00027471-0.00056386i,-0.001521-0.0015763i,-0.0014707-0.0010928i,-0.00011281+3.0657e-05i,0.00019518+0.00038796i,-0.00035136+0.00028089i,-2.9076e-05+0.0009274i,-8.6949e-05+0.0013354i,-0.00064229+0.0004073i,0.00026329-0.00041856i,0.00076123+0.00019347i,0.00044215+0.00047076i,0.00072776-0.00053684i,0.00027638-0.00069785i,-0.00026646-6.712e-05i,-0.00033848+0.00022208i
3.0546e-05-0.00065684i,-0.0013412+0.00051001i,-0.0015576+0.00097014i,-0.00034961+0.00099228i,0.0011083+0.00075348i,0.0012814+0.00046622i,0.001134+0.00065522i,0.00071803+0.00096854i,0.00046036+0.00062726i,0.00048219-0.00016309i,0.00031308-0.0005154i,-0.00026355-9.5975e-05i,-0.00036572+0.00028659i,-1.965e-05+0.00016485i,-0.00040754-0.00047039i,-0.00082658-0.00057621i,-0.00013147-0.00077545i,0.00068574-0.00019412i,0.00068911-0.00010249i,0.00040193-0.000757i,0.00072227-0.0012366i,0.0012474-0.00090722i,0.0011035+2.9792e-05i
-0.0040736+0.00021934i,-0.0023411+0.0013853i,-0.0018317+0.0017203i,-0.0018094+0.00097145i,-0.00076171+6.093e-05i,-0.00049226-0.0009754i,-0.0011495-0.0013898i,-0.0014332-0.0004801i,-0.0014188+0.00059126i,-0.00037366+0.0010138i,8.1077e-05+0.0010256i,-0.0010222+0.0004783i,-0.0014995-0.00018479i,-0.0010346-0.00014067i,-0.00058593-0.00064087i,-0.00067747-0.00076838i,-0.00091591+0.00035243i,-0.00098521+0.0012105i,-0.00033991+0.00084331i,0.00052622+0.00048391i,0.0001478+0.00084129i,-0.00025823+0.0003574i,-0.00054956-0.00010062i
