-0.0048945+0.0020003i,-0.0027583+0.0018778i,-0.0014268+0.0039481i,0.00011148+0.0043337i,0.0011706+0.0031273i,0.0021052+0.00087887i,0.0018245+0.00080131i,0.0012546+0.0018564i,0.0012635+0.0016962i,0.0011356+0.00068689i,0.00052124-0.00047937i,0.00043545-0.0012727i,0.000791-0.00114i,0.00021724-0.0012491i,0.0002872-0.00080125i,0.00054767+3.0158e-05i,0.000808+0.00092357i,0.0008621+0.00095886i,0.00038581+0.00099775i,0.00019424+0.00057827i,0.00038805-0.00060265i,0.00017156-0.00087048i,-4.5411e-05+2.5385e-05i
-0.00074644+0.0036583i,-0.00026729+0.0020916i,0.0012379+0.0017051i,0.0019172+0.00089474i,0.0016567-0.00063762i,0.00090803-0.00064784i,0.00083842+9.7854e-05i,0.00087966-0.00023786i,0.0011155-0.00024317i,0.0011574-0.0002761i,-0.00011679-0.00031558i,-0.0014346-0.00045973i,-0.0012737-0.00047277i,-0.00043776-0.00057609i,-0.00050524-0.0008267i,-0.00031896-0.00020531i,0.00023848+0.00030705i,0.00073655-0.00023484i,0.0012626-0.0003218i,0.0011345-0.00011987i,0.00070511-1.9704e-05i,0.00039327+0.00070222i,-7.6067e-05+0.00065742i
-0.0012709+0.00085921i,-0.0011047+0.0014742i,2.6745e-05+0.00074685i,0.0013403-1.3656e-05i,0.0020774-0.00017157i,0.0022082+3.6474e-05i,0.0012582+0.0010258i,0.00042755+0.0010356i,0.00030934+0.00044324i,0.0006959+0.00040025i,0.0011643+0.00034564i,0.0013285-0.00014861i,0.00061507-0.00023301i,-0.00014529-4.7555e-05i,-1.9114e-06-0.0002265i,0.00024399-0.00039256i,0.00034958-0.00048579i,2.2342e-05-0.00082359i,-9.7815e-05-0.00041341i,0.00033582+0.00052783i,3.5713e-06+0.00043602i,2.5204e-05+0.00027478i,0.00087335+0.0015406i
-0.00021483+0.00045372i,0.00051529-0.00038182i,0.0004251-0.0025336i,-0.00015189-0.0020181i,-0.00070517-1.4394e-05i,0.00020814+0.00019653i,0.0011131-0.00063345i,0.00048507-0.001211i,-0.00067603-0.00096397i,-0.00035949-0.0014574i,0.00033423-0.00092044i,-3.5517e-05+0.00033468i,-5.9184e-05-1.1185e-05i,0.00075263-0.00037392i,0.0010861-0.00058536i,0.00050116-0.00041732i,0.00017847+9.447e-05i,0.00023189+0.00049167i,-7.6232e-05+0.00056538i,-0.00041578+0.00038712i,-0.00064753+0.0001964i,-0.00085932+0.0001025i,-0.00061644+0.00011483i
-0.00081336-0.0005533i,-0.00033192+0.0013753i,-0.00018462+0.0020984i,0.00031955+0.0009948i,0.0004008+0.00020414i,0.00024679-6.7474e-05i,0.0010663+2.4548e-05i,0.00084498-0.00026886i,0.0002475-0.00035316i,0.00040531-4.078e-05i,0.00083254-0.00010117i,0.00078981+0.00041737i,0.00076957+0.00010072i,0.00063586-0.0005127i,0.00022026-0.00017635i,-0.00023794-0.00021166i,0.00036282-1.0065e-05i,0.0011422+0.00095959i,0.0002678+0.0011351i,-0.0010851+0.00078599i,-0.00077229+0.00049945i,0.00071041+0.00030749i,0.00063594-2.6381e-05i
-0.00093984+0.00097446i,-0.00014804+0.0015163i,-5.1153e-05+0.0023514i,0.00088671+0.0019647i,0.0019348+0.00045977i,0.0016263-0.00050829i,0.0010802-0.00039311i,0.00047106-0.000109i,-0.00026781-0.00015861i,-0.00035225+0.0001456i,0.00054365+2.16e-05i,0.00042088-0.00089155i,-0.00049132-0.00083955i,-0.0010396-0.00075664i,-0.0013266-0.00083769i,-0.00044072-0.0010995i,0.00057356-0.001053i,0.00055607-0.00056475i,8.1203e-05+3.511e-06i,-0.00013787+8.1344e-05i,2.7391e-05-3.3051e-05i,-0.00022682+0.00012635i,-0.00034784+0.000426i
0.00034768+0.0011638i,0.0018035+0.00086762i,0.0023332+0.00058542i,0.0021291-0.00037922i,0.0014584-0.0012625i,0.00069081-0.00099442i,0.00083962-0.00087927i,0.0011558-0.0012173i,0.00075355-0.00050824i,0.00042808+0.00057004i,-0.00012217+0.00030294i,-0.00038261-0.0006889i,9.4549e-05-0.0001694i,0.00023608+0.00065663i,4.2763e-06+0.00070851i,-0.0001335+0.00034822i,-0.00026728+7.8031e-05i,-0.00060281-0.00028877i,-0.00055702-0.0001018i,-0.00018956+0.00066573i,-0.0010589+0.00093311i,-0.00096485+0.00089291i,0.00032065+0.00058551i
0.00087447+0.0012507i,0.00021108+0.0010775i,0.0014954+2.8614e-05i,0.0012952-0.0011089i,2.0631e-05-0.0015635i,-0.00020985-0.0016517i,0.00063883-0.00053292i,0.0015266+0.00016602i,0.0016419+0.00050356i,0.00032762+0.00090569i,-0.00090798+0.00013456i,-0.00036733+8.7267e-05i,0.00012336+0.00041521i,9.9269e-05-0.00017676i,-2.6977e-05+1.0699e-05i,0.00025873+0.00020512i,0.00014799+8.6651e-05i,-0.00025573-0.00071118i,-0.00029459-0.0012976i,-0.00013593-0.0011589i,0.00021879-0.00061206i,0.00015676+0.00016028i,-5.9547e-05+0.00029175i
-0.00082536+0.0010366i,-5.1047e-05+0.0020293i,-0.00017669+0.0015218i,-0.00065253+0.00024757i,0.00023915-0.00096575i,0.0015403-0.0013967i,0.0016482-0.0012862i,0.00088646-0.00097936i,0.00065668-0.00062672i,0.00061645-0.00032547i,-0.00064783-0.0004316i,-0.0014639-0.00054538i,-0.0006339-0.00015655i,0.00015139-0.00050228i,0.00028208-0.00052593i,0.00079018-0.0003541i,0.00078866-0.00017746i,-0.00032889+0.00054016i,0.00017078+0.00039054i,0.0012081-0.00026893i,0.00061532-0.00022065i,-1.1364e-05-0.00030279i,-0.00060272-0.0008318i
0.00029866+0.00074188i,0.0020659+0.0013501i,0.0030284+0.002051i,0.0021584+0.00048181i,0.00087034-0.001339i,0.000438-0.00080312i,0.00046349-0.00017086i,0.00043311-0.00015328i,0.00086461-0.0004463i,0.001593-0.00060785i,0.0012208-0.00033044i,0.0006641+6.5501e-06i,0.00070941-0.0005618i,0.00022723-0.0012293i,-0.00032668-0.0010203i,-0.00058656-0.00079881i,0.00017498-0.0005398i,0.00065941-0.00043553i,0.0001151-0.00072317i,0.00010164+3.1634e-05i,-0.00016296+1.2733e-06i,-0.00080393-0.00074295i,-0.00061155-0.00059817i
7.1041e-06-0.0011755i,-0.0014269-0.00068215i,-0.0026356-0.00046999i,-0.0029125-0.00094686i,-0.0020098-0.0010898i,3.9726e-06-0.0010452i,0.00075551-0.0013179i,-0.00020258-0.0010837i,-9.3605e-05-0.00034641i,0.00073132-3.2334e-05i,0.00043982-1.5917e-05i,-0.0011368+0.00042807i,-0.0011993+0.00070339i,0.00025317+0.00049028i,0.00053082+8.1207e-05i,0.00020453-0.0002291i,1.6085e-05+0.0002032i,0.0001232+0.00022035i,0.00093035+0.00036697i,0.0009571+0.00066616i,0.00014479+0.0001469i,0.0005539-0.00012259i,0.0010513-0.00022406i
0.0012774-0.0011075i,0.002432-0.00078018i,0.0026571-0.00071261i,0.00089529-0.001456i,-0.00054326-0.0014889i,-0.00041664-0.00013259i,-1.9524e-05-0.00030032i,0.00018972-0.0011365i,0.00043443-0.00022343i,-0.00014219+0.00037144i,-0.00037405+0.00024043i,-0.00096538-7.16e-05i,-0.0014827-0.00027736i,-0.00037314+0.00042976i,-6.1011e-05+0.00084932i,-0.00028386+6.983e-05i,0.00054695-0.00078115i,0.00030409-0.00048655i,-0.00031768+0.00023346i,0.00043749+9.7812e-05i,0.00053271-0.00068909i,-8.4304e-05-0.00020359i,-0.00015996+0.00012724i
0.0012756-0.00046967i,0.0014954-0.00093365i,0.0014082-0.0018628i,0.00046688-0.002583i,-4.4786e-05-0.0024952i,0.0010419-0.0015686i,0.0010434-0.0011827i,0.00098248-0.00092404i,0.0011827-0.00021761i,0.00099918-0.00057596i,0.00054882-0.0008065i,1.3392e-05-0.00014388i,0.00012367+9.7284e-05i,-4.3277e-05+0.00014824i,-0.00017571+0.00021572i,-0.00057869-0.00024819i,-0.0010772-0.0011729i,-0.0015219-0.0011348i,-0.0018259-0.00074562i,-0.00096376-0.00079432i,-0.00020775-0.0010385i,-0.00033164-0.00054377i,-0.00035765+0.00028822i
-0.0025638-0.00084502i,-0.0026871-0.001256i,-0.0022123-0.0020425i,-0.0010813-0.0015914i,4.9767e-06-0.00012218i,-0.00026516+0.00076378i,-9.8493e-05-0.00040054i,0.00055089-0.00039828i,0.00025872+0.00017589i,0.00056709-0.00051554i,0.00083016-0.00062995i,0.00085723-0.00051225i,0.0004908-0.00075945i,-9.7312e-05-0.0011207i,8.7004e-05-0.00040492i,0.00066787+0.00030194i,0.0003701+0.00024749i,-0.00064095+0.00050843i,-0.0010479+0.0001876i,-0.00039881-0.00044103i,0.00044785+0.0001707i,0.00049656+0.0002643i,0.00042845+0.00011538i
-0.0010161+0.0018942i,-0.00081321+0.0022277i,-0.0010368+0.0024878i,0.0003386+0.0011464i,0.0024139-0.00083808i,0.0038539-0.0015569i,0.0029383-0.0020561i,0.00096603-0.0019723i,-1.0463e-05-0.0012783i,0.00029452-0.00069561i,0.0006824-0.00050306i,-0.00037666-0.00075567i,-0.00080641-0.00098171i,-0.00032263-0.00083828i,-0.00016091-0.00087489i,-0.00032796-0.0008419i,0.00011629-0.000258i,-0.00024834+1.6213e-05i,-0.00090037+0.00064393i,-0.00039+0.00054332i,-0.00012058-0.00025535i,-0.00010665-0.00010922i,-0.00028246-6.5212e-05i
0.00040826-0.0014681i,-0.00013942-0.0017371i,4.411e-05-0.0021313i,-0.00041644-0.0014341i,-0.0010275-0.0016033i,7.9129e-05-0.0018884i,0.0012475-0.0010544i,0.0010054+0.000282i,8.3283e-05+0.00064972i,-0.0005854+0.00010159i,3.1624e-05-0.00041367i,0.00071983-0.00062469i,0.00062275-0.0004815i,0.00046301-0.00021792i,0.00010792+0.00066635i,0.00034262+0.00086696i,0.00099872-0.00015242i,0.0013124-0.001368i,0.00091518-0.0020431i,0.00014153-0.0011431i,-0.0004268-7.2096e-05i,-0.0004152+6.5374e-05i,-0.00053221+0.00020747i
0.00010164-0.0016014i,0.0016089-0.00031609i,0.00069751+0.00066692i,-0.0006812+0.0016575i,-0.00035194+0.001915i,0.00068463+0.0011683i,0.0011497+0.00038719i,0.0014444-8.6059e-05i,0.00080595+0.00013174i,-0.00033283-8.9235e-06i,-0.00018857-0.00059583i,0.00049584-0.00029206i,0.00085698-0.00016328i,0.0011035+0.00012974i,0.00095023+0.00077951i,0.00047058+0.00075185i,4.2621e-05-0.00018652i,-0.00052615-0.00053882i,-0.0011817-0.00053025i,-0.00079568+0.00024295i,0.00058301+0.0010795i,0.00084757+0.00090163i,-0.00022859+0.00092579i
-0.00016529+0.0012407i,-0.00035735+0.0013266i,0.00087989-0.00059651i,0.00080553-0.0025368i,7.0364e-05-0.002335i,0.00033291-0.0011807i,0.00075611-0.00097236i,0.00041245-0.00075218i,2.4396e-05-0.00061455i,0.00058619-5.026e-05i,0.00090048-0.00027092i,0.00058419-0.0013111i,0.00033916-0.0012766i,-0.00061676-0.00032446i,-0.0005251-0.00074183i,0.00022239-0.0011835i,0.00026997-0.00045871i,2.3507e-05+0.00020364i,0.00017014+0.00030499i,0.0011183+0.00023031i,0.00083756-0.00034572i,0.00024966-0.00031978i,0.00012292-0.00022841i
0.00051657-0.0022464i,0.00059284-0.0017796i,-0.00056076-0.0020732i,-0.0013494-0.0020924i,-0.00078685-0.001393i,0.00054557-0.00092957i,0.00024784-0.00034904i,-0.00098531-5.7457e-05i,-0.00074235+2.018e-05i,-7.9471e-05+0.00013999i,0.00059923-0.00071174i,0.0008538-0.0010953i,0.00027103-0.0011396i,0.00018892-0.0013163i,0.00054802-0.00041643i,0.00089326+0.00016633i,0.00065343-1.8033e-05i,0.00084548-0.00027656i,0.0013209-0.00064111i,0.0012576-0.00037189i,0.0013246+0.000289i,0.00077493+6.5663e-06i,0.00028686-0.0005572i
-0.0026317+0.0010641i,-0.00253+0.00079066i,-0.0020219+0.001601i,-0.00026191+0.0024509i,0.0010069+0.0023403i,0.0016472+0.00078103i,0.0020019+9.7107e-05i,0.0015808+0.00024461i,0.00073987+0.00014599i,0.00033859+0.00022663i,0.00060986-0.00037882i,0.00051647-0.00082878i,-4.5693e-05-0.00054929i,0.00018555+0.00017963i,0.00099908+0.00010017i,0.00064684-0.00018858i,-0.00031223+0.00039993i,-0.00033169+0.00068571i,-0.00012321+0.00036753i,6.582e-05-0.00066289i,2.3286e-05-0.0010255i,-5.1687e-05-0.00019346i,8.7695e-05-0.00012594i
0.00089026+0.00064324i,-0.00017956+6.5797e-05i,0.00056713-0.00034669i,0.0016895-0.00093968i,0.0015123-0.0009435i,0.0016809-0.00055075i,0.0015091-0.00043525i,0.00043196-0.0005806i,1.9683e-05-0.00077508i,0.00045656-0.00023953i,0.00020025-9.9024e-05i,7.0891e-05-0.00052604i,0.00065251-0.00026601i,0.00017709+0.00030781i,0.00024823+0.00085145i,0.00074394+0.00076893i,0.00064017+0.00027194i,0.00090015+0.00055724i,0.0010912+0.001099i,-9.4851e-05+0.0008029i,-0.00082462+0.00018117i,-0.00010928-0.00037941i,0.00013939+0.00030823i
-0.00014947+0.00037989i,-0.00071332+0.00014097i,-0.00058333-0.0007243i,4.6618e-05-0.0006925i,5.7612e-05-0.0010461i,4.2035e-05-0.0013629i,0.0012972-0.0010254i,0.0013845-0.00069498i,0.0002296-0.00054282i,-0.0004663-0.00087713i,-0.00010974-0.00077516i,0.00031812+0.00021568i,0.00042352+0.00022183i,0.0006862-8.7273e-05i,0.00066178-0.00033127i,0.0006418-0.00086437i,0.00049713-0.00072658i,6.6959e-05-0.00040936i,0.00014296-0.0010174i,7.7514e-05-0.00088117i,-0.00037087-8.9934e-05i,-0.0008731-0.00025471i,-0.00068428-0.00083746i
0.00066756+0.0006221i,0.00028959-0.00026364i,0.0022703-0.0035162i,0.0035085-0.0047842i,0.0023669-0.0028571i,0.00059147-0.0011006i,0.00043808-0.00049141i,0.00017985-0.00093433i,-0.00030913-0.0014122i,0.00031232-0.0012627i,0.00044649-0.0010434i,-0.00032177-0.00041867i,-0.0011733+0.00012591i,-0.0013244-0.00023216i,-0.00031312-0.0006182i,0.00075056-0.00089053i,0.00043502-0.00040965i,-0.00030489-7.5256e-05i,-0.00059488-0.00021761i,-0.00021981+1.5476e-07i,0.00034805+0.00010347i,-0.00038029+0.00032223i,-0.00041635+0.00017301i
-0.001977+0.00042884i,-0.0019224+0.0011459i,-0.0011569+0.00044794i,-0.00058845-0.00022638i,0.00040951+3.8622e-05i,0.00068154-0.00021632i,0.0010913-0.00065479i,0.0010408-0.00057516i,0.00024261-0.00013958i,0.00026907+0.00046972i,0.00048843+0.00071449i,0.00049557+0.0003086i,0.00039238+2.0094e-05i,0.00027199-0.00039816i,0.00012393-9.4166e-05i,-0.00026525+0.0008674i,-0.0009764+0.00041987i,-0.0013141-8.6587e-05i,-0.00068609-0.00020833i,-8.9434e-05-0.00028595i,-3.6726e-05-0.00035109i,0.00013855-0.00029247i,-5.0701e-05+0.00010121i
0.001468+0.00065293i,0.0023186-6.406e-05i,0.0027244+6.8657e-05i,0.0013352-0.00071292i,-8.5214e-05-0.0014573i,-0.00019416-0.0007003i,0.00041098-0.00019972i,0.0011992-0.00047597i,0.0007086-0.00049951i,-0.00032927-0.00049164i,-0.00052927-1.1278e-05i,0.00033209+0.00022984i,0.00051876+0.00040082i,-1.2966e-05+0.00058892i,-0.00040886+0.00041915i,-0.00051497+0.00025841i,-0.00053486-0.00025087i,-0.00035941-0.001033i,7.8483e-05-0.0010606i,-0.00020349-0.00060687i,-0.00038109-0.00029882i,-0.00018391-7.213e-05i,4.7405e-05-0.00018453i
-0.0012518+0.0012674i,-0.00052273+0.001694i,-0.00023786+0.0020062i,0.00063065+0.0013148i,0.00071045+0.00076689i,0.00081004+0.00044699i,0.002093-0.00047523i,0.0022157-0.00073703i,0.00073419+0.00044531i,-0.00019888+0.00046389i,-0.00017922+0.00024345i,-0.00043175+0.00078028i,-0.00080978+0.00053099i,-0.00032113-0.00010784i,0.00038861-3.7224e-05i,0.00037634-0.00023556i,-0.00010685+0.0003353i,0.00020543+0.00086856i,0.00038184+0.00013015i,9.1188e-05-9.0714e-05i,3.3652e-05-0.00013657i,-0.00026722-9.4346e-06i,-0.00031417+0.00041268i
7.0819e-05-0.00026431i,0.00033903-0.00040674i,0.00010464-0.00098858i,-0.00096175-0.00089209i,-0.0015406-0.00063808i,-0.0013644-0.00072268i,-0.0003337-0.00082489i,0.00059469-1.7435e-05i,4.5557e-05+0.00018707i,-0.00064429+9.8547e-05i,-0.00050504+0.00035648i,1.1381e-06+0.00035712i,-1.6856e-05-0.0001813i,-0.00047941-0.001271i,-0.000179-0.001431i,0.00047135-0.00068394i,0.00095271+7.397e-05i,0.00066444+0.0010457i,-0.00045405+0.0015832i,-0.001014+0.00087625i,-0.00061653+0.00035237i,-0.00016999-0.00030843i,-1.8406e-05-0.00079033i
0.00067217-0.0019206i,0.00065197-0.0024179i,0.00051294-0.0029982i,0.00034197-0.0023446i,-0.00010904-0.001269i,0.00048362+8.9937e-05i,0.00059499+7.3871e-05i,0.00011988-0.00051127i,-0.00022701+8.9588e-05i,-8.205e-05+0.00045488i,-0.00010815-3.1288e-06i,-0.00067458-0.00042772i,-0.00061432-0.00021869i,-0.00028405+0.00031618i,0.00038084+0.00012417i,-0.00019093-0.00046338i,-0.00042794-0.00053938i,0.00057786-0.00055835i,0.001137-0.00056976i,0.0010902+6.3003e-05i,0.00025975+0.0002703i,-0.00066858+0.00012225i,-0.00063012+0.00022977i
-0.00097411-0.0010536i,-0.0024879-0.00063838i,-0.0026104-0.00012485i,-0.0025224-0.00041133i,-0.0016233-0.00069149i,-7.3515e-05-0.00064162i,0.00044823+0.00017488i,-2.2047e-05+0.00043226i,-7.8721e-05+0.00027023i,-8.1256e-05+0.00013503i,0.00028711-0.00013645i,0.00064487-0.0001541i,0.00037366+7.5012e-05i,0.00057749+0.0003461i,0.00025826-0.00062572i,0.00029139-0.0013544i,0.00014195-0.00047884i,-0.0007255+0.00034889i,-0.00048176+0.00039551i,-0.00013501+0.00018155i,-0.00050683+0.00016231i,0.00019188+0.00033428i,0.00059765+0.00014037i
0.00030197+0.0012197i,0.00089947+0.0020306i,0.0010301+0.0014051i,0.0014707-0.0001273i,0.00142-0.000659i,0.0012429-0.00084408i,0.0014834-0.0011545i,0.0013962-0.0010785i,0.00070328-0.00056972i,0.00045214+0.00015555i,0.00018487+0.00052041i,-0.00036423+0.00051834i,-0.00031878-0.00037039i,6.8527e-06-0.00075886i,-4.1804e-05-0.00024502i,-0.00010984+0.00038346i,-0.00016529+0.00043199i,0.00024064-0.00030688i,0.00049938+0.00014692i,-0.00023566+0.00086306i,-0.00017889+0.00052389i,0.00016566+0.00019786i,1.6636e-06+0.00057047i
0.00046617+0.002303i,-0.00038609+0.0026492i,0.00021672+0.0031092i,0.0015671+0.0010745i,0.001837-0.0010105i,0.001598-0.0011872i,0.0012807-0.0005104i,0.00055482-0.00011217i,-0.00032245+0.00039682i,-0.00026331+0.00027587i,0.0011746-0.00018797i,0.0010385-0.00068153i,-0.00053831-0.0008824i,-0.00080974-0.00092978i,-0.00064196-0.0014824i,-0.00029328-0.00088398i,0.00043036-0.00015306i,0.00057403-0.00075389i,0.00013539-0.00093527i,0.00025192-0.00066433i,9.3263e-05-0.00020111i,-0.00024823-0.00015052i,-0.00023894-0.0004184i
-0.00083821-0.0016021i,6.0364e-05-0.0011927i,-0.00098162+0.00047329i,-0.0012046+0.00039576i,-0.00082092-9.4974e-05i,0.0011903+0.00010013i,0.0024693-0.00041727i,0.001383-0.0013006i,0.00026669-0.0012585i,-0.00010857-0.00064746i,0.00014263-0.00051057i,0.00045544-0.00096335i,6.9546e-05-0.00063195i,-0.00053743-0.00017707i,5.2386e-05-0.00031181i,0.00017101+0.00072408i,-0.00038837+0.00071942i,-0.00056547+5.7283e-05i,-0.00080301+8.6313e-06i,-0.00084336+0.00080255i,-0.00028005+0.00084065i,-0.00035735+0.00020052i,-9.769e-05+0.0002861i
-0.0021399+0.00091882i,-0.0024265+0.00090016i,-0.0021682+0.00033622i,-0.00055204+0.0010808i,0.00077496+0.0016477i,0.0014383+0.00076254i,0.00074102-4.1142e-05i,-0.00031809-0.00074091i,-0.00051227-0.00086927i,-0.00061046-0.00017158i,-0.00033767+0.0003277i,-0.00012321+1.7845e-05i,-8.8989e-05-0.00084561i,0.00031506-0.00074858i,0.00042184-0.000177i,0.00036451-0.00048949i,0.00040316-0.0008525i,0.00042844-0.00020577i,-4.2644e-05-0.00014977i,-0.0003747-0.0006256i,-0.00044097-6.9785e-05i,-0.00091282+0.00015634i,-0.0012581-0.00026473i
0.0010233+0.00036887i,0.00068239+0.00062909i,0.00085069-0.0004819i,0.0010665-0.0019476i,0.00069438-0.0023457i,-0.00024207-0.0024304i,-0.00047968-0.0023194i,0.00035585-0.0010217i,0.00066271+0.0005043i,0.00029246+0.00067861i,0.00011113+4.3418e-05i,-0.00040003+8.9039e-05i,-0.0009877+0.00061799i,-0.00077716+0.00066294i,-0.00010075+0.00021608i,-0.00063557-0.00055439i,-0.00089269-0.00062236i,-0.00017208-1.6682e-05i,0.00040885-0.00018624i,0.00030873-0.00034093i,2.0162e-05+0.00021293i,-0.00012899+0.00051384i,-6.4233e-05+0.00017679i
-0.00068324+0.00020353i,-0.00018452+0.0012802i,-6.4663e-05+0.0020962i,-4.2085e-05+0.0011481i,0.00012938-7.8831e-06i,0.00066112+2.6587e-05i,0.00023482-5.1349e-05i,-0.00014751+4.5088e-05i,0.00051106+0.00075909i,0.00037884+0.00092757i,-0.00049608-1.3751e-05i,-0.00070202-0.00065932i,-2.5282e-05-0.00085463i,0.00013058-0.00034481i,-0.00055211+0.0002554i,-0.00099086-0.00053353i,-0.00073511-0.00052496i,-0.00051967+0.00074331i,-0.00051371+0.00076535i,-0.00058234+0.00031178i,0.00040858-0.00045413i,0.00057398-0.0005616i,-4.5208e-07+0.00045658i
-0.00049229+0.00039118i,-0.00047138+0.00025483i,0.00092318+0.00035635i,0.0020316-0.00048219i,0.0015404-0.0012778i,0.0010853-0.00081166i,0.0011498-0.00080501i,0.00077702-0.00088175i,0.00013419-0.00044425i,-4.8218e-05+5.2637e-05i,0.00014103+0.00015979i,0.0006647-6.0566e-05i,0.0006746-0.00026809i,0.00043561-0.0004564i,0.00016769-0.00086271i,-1.1686e-05-0.0011754i,0.00037452-0.00043104i,0.00073546+0.00039696i,0.00059336+0.00042869i,0.00039576+0.00051854i,0.0011945+0.00081187i,0.0013026+0.0013416i,0.00077448+0.0013545i
-0.00054726+0.00039206i,-0.00062868+0.00020537i,0.00038092-0.0010278i,0.00092639-0.0014681i,0.0014275-0.0014621i,0.0018604-0.0013871i,0.0015532-0.0015421i,0.00038102-0.001961i,-0.00016032-0.0010589i,0.00039938-0.00051317i,0.00049241-0.00064454i,-0.00040741-0.00022127i,-0.00059944-0.00026569i,-0.00020454-0.00022253i,-0.00052732-0.00029473i,-0.0010604-0.00040192i,-0.00051414+0.00018531i,-0.0001764+0.0006537i,-0.00017584+0.0004225i,0.0006378+0.00058882i,0.00077208-3.3124e-07i,0.00054032-0.00038059i,0.00031699-0.00019332i
0.000421+0.00099982i,0.0016372+0.00099963i,0.0018248+0.0001987i,0.0013055-0.0012881i,0.00055926-0.0015913i,0.00095682-0.001246i,0.0010414-0.00090106i,0.00075166-0.00076684i,0.0010112-0.00061572i,0.00044253+0.00016168i,0.00021982+0.00039064i,0.00042102-0.00052312i,0.00041942-0.0012723i,0.0005892-0.0014278i,-0.00021756-0.00064168i,-0.00027762+0.00043517i,0.00012562+0.00054253i,1.8087e-05+0.00020156i,0.00043516-0.00018299i,0.00035772+0.00042729i,-0.00039697+0.00054049i,-0.00027344-0.00012009i,0.00021235+0.00049305i
-0.00069468+0.0009128i,-0.0015033+0.0022168i,-0.0015016+0.002907i,-0.00055292+0.0019647i,0.00074981+0.0010124i,0.0016733+0.00085725i,0.00074159+4.0698e-05i,-0.00025547-0.00030207i,0.00014287+8.2491e-05i,0.00044567+0.00041704i,6.7307e-05+0.0005398i,-0.0011768-2.7012e-05i,-0.00080537-0.0001682i,-0.00021845-0.00010771i,-0.00034246-0.00026823i,-0.00037872+9.232e-06i,-0.00041189-5.0333e-05i,-0.0004445+0.00031181i,-0.00044705+0.00080926i,-0.0006595+0.00062701i,-0.0010355-0.00026309i,-0.0010266-0.00062965i,-0.00051903-0.00028337i
-0.00016447+0.0022204i,0.0001846+0.0020113i,0.0014538+0.0017298i,0.0017496+4.9984e-05i,0.00096929-0.0022642i,0.0010749-0.0015962i,0.0018154-0.000598i,0.0015373-0.00085534i,0.0010949-0.00083676i,0.0012999-3.4047e-05i,0.0010927+0.00064798i,0.00033231+0.00028204i,-8.8019e-05-0.00012003i,-0.000489-0.00043755i,-0.00056542-0.00035289i,-0.0006108-0.00020571i,-0.00053208-0.00047462i,-0.00026932-7.6501e-06i,-7.1688e-05+0.00036472i,-7.7305e-06+2.9622e-05i,-0.00045457+0.00017627i,-0.00024673-7.4817e-05i,0.00026248-0.0012555i
0.00047746-0.0014227i,0.0011101-0.0016159i,0.0012954-0.0019262i,9.0886e-05-0.001497i,-0.00027897-0.00067124i,0.00055923+5.0574e-05i,0.0011032+0.00081298i,0.0012364+0.00046898i,0.0011877-0.00029351i,0.0012064+9.289e-05i,0.00053933+0.00078382i,-0.00022508+0.00057644i,3.1122e-06+1.8366e-07i,0.00075683-0.00067976i,0.00015392-0.0010604i,-0.00047584-0.00080862i,-0.00036628-0.00022199i,-0.00095931+0.00030637i,-0.0012202+0.00014311i,-0.00057178-0.000813i,0.00038682-0.00073762i,0.00030961+0.00012185i,-0.00051423-4.7539e-05i
0.00012328-0.0021664i,-0.00045376-0.0030394i,-0.0015564-0.0023739i,-0.0028212-0.0022161i,-0.0016832-0.0010846i,-8.1074e-05+0.00024304i,0.0013679-0.00067801i,0.0016538-0.00094982i,3.9408e-05-0.0001632i,-0.00073966+0.00017336i,-0.00082977-0.00029512i,-0.00070174-0.00024198i,-0.00050401+0.00069723i,-0.0003088+0.0002303i,0.00073627-0.00070154i,0.00062591-0.00067749i,-0.00041975-0.0010073i,-0.0008046-0.00058884i,-0.00053926-0.00025091i,-0.0003433-0.0010015i,-0.00049015-0.0011361i,0.00034974-0.000811i,0.0010026-0.0004772i
-0.0005244-0.00033058i,-0.0016394+0.00021194i,-0.0021674+0.0002276i,-0.00046967-0.00053349i,0.00031506-0.00093131i,0.00042039-0.00015712i,0.00097182-0.00010311i,0.00033428-0.0012191i,-0.00022542-0.001232i,-0.00024083+0.00055001i,-6.2075e-05+0.00085981i,0.00023311+1.9759e-05i,-0.0002394-0.0006566i,-0.00018367-0.0010438i,-8.5333e-05-0.00075335i,-0.00015403-0.00063632i,-6.4387e-05-0.0010225i,-0.00039855-0.00081135i,-0.00085148-5.9639e-05i,-0.00063405+0.00012961i,-0.00033042-0.00024478i,-6.0759e-05-0.00016508i,0.00054952+0.00030032i
-0.0015527-0.0021565i,-0.0010198-0.0017408i,-0.0015561-0.0015542i,-0.00069505-0.00063693i,-0.00029298+5.1655e-05i,-8.8627e-05+0.00015525i,0.0010069+0.00036165i,0.00043791+0.00030253i,-0.00018536+0.00012595i,0.0004874+0.00025608i,0.00077729+0.00010963i,0.00033529-0.0004977i,-0.00027422-0.00061114i,-0.00057404-0.00069273i,0.0001642-0.001339i,0.0003328-0.00053327i,-0.00016838+0.00028421i,0.00028943-0.00031145i,-8.8268e-05-0.0010039i,-0.00071922-0.0011518i,-0.00046834-0.00020059i,-0.00029715+0.0012713i,-0.00037084+0.0012859i
