-0.0022583+0.00041115i,-0.0023767-0.00061959i,-0.0034377-0.00035255i,-0.0035523+0.00052432i,-0.0018879+0.0022384i,-0.00069413+0.0032375i,-0.00023367+0.002616i,0.00034565+0.0019349i,0.00022049+0.001558i,0.00019396+0.0014545i,0.00025567+0.00080282i,0.00028148+0.00030546i,7.2804e-05+0.0005722i,-0.00015038+5.88e-05i,0.00038182-0.00030734i,0.00048222-0.00076207i,0.00019926-0.0013755i,0.00028765-0.00086034i,0.0011096+3.4866e-05i,0.0013355+4.3828e-05i,0.00072064-0.00036533i,0.00057124-0.00050042i,0.0002338+0.00016666i
0.00023826+0.0018437i,4.8558e-05+0.0015003i,-0.00026275+0.0005538i,-2.6046e-05+0.00012958i,0.0008118-0.000714i,0.00062434-0.00085106i,0.00066981+0.00026149i,0.00073574+0.0012298i,0.00030955+0.0018481i,0.00017022+0.00079065i,0.000451-0.0002717i,-1.0392e-05-0.00037959i,-0.00032033-0.0011662i,0.00037744-0.0010857i,-6.5399e-05-7.812e-05i,-0.00017683+0.00047618i,0.00033721+0.0007497i,0.00083556+0.00058871i,0.00074957+0.00053938i,0.0002841+0.00041396i,0.00017963-1.9479e-05i,0.00058399-0.00015908i,0.00090709+0.00014986i
-0.0014407+0.00068189i,-0.00037267+0.00050186i,-0.0007181+0.0013812i,-0.00066287+0.0018196i,-0.00068769+0.0016275i,-0.00071279+0.00094793i,0.00012445-0.00020412i,0.00035535-0.00030336i,0.00030935+0.00025955i,0.00022004+6.8575e-05i,0.0003227-0.00039264i,0.00028821-0.00067535i,-5.9828e-05-0.00058754i,-0.00011932+0.00020318i,-0.00045742+0.0016698i,-0.00031679+0.0015374i,0.0013737+0.00070054i,0.001712+0.00085374i,0.00043551+0.00018145i,0.0003025-0.00034627i,0.00068587+4.9145e-05i,0.00052202+0.00014249i,0.00023839-5.5666e-05i
-0.00024603-0.0003197i,0.00018047-6.3536e-05i,-2.718e-05+6.8976e-05i,-0.00021433+5.5981e-05i,-0.00041057+0.00026048i,0.00026948+0.00059379i,0.0014607+0.00069876i,0.00095118+0.00067122i,-0.00060581+0.00053855i,0.00011515+0.00054575i,0.0011977+0.0010875i,5.8888e-05+0.0014166i,-0.00082323+0.00085933i,-0.0001507+0.00084765i,0.00041045+0.0011328i,0.00086699+0.0012458i,0.00089146+0.0012091i,-0.00015218+0.00049026i,-0.00047375-0.00056968i,-0.00035231-0.0014436i,-0.00032374-0.00077301i,-0.00014674+1.4077e-05i,0.00010275-8.7498e-05i
0.0014656-0.0001735i,0.00079095+0.00044946i,-0.0004628+0.00018844i,-0.00088386-0.00066798i,-0.0012853-0.0012422i,-0.001095-0.0010158i,-0.00081346-0.00038245i,-0.00029844-7.1336e-05i,0.00043674+0.00027427i,0.00081243+0.00042351i,0.0007406-4.9218e-05i,-2.8933e-05+0.00024931i,-0.00051703+0.00035821i,-0.0003071+0.00075057i,0.00036567+0.00078906i,0.00053808-4.6043e-05i,0.00042164+0.00017599i,0.00040269+0.00065055i,0.0010344+0.00042467i,0.001278-0.0006633i,0.00035077-0.0012114i,-0.00031962-0.00078488i,-4.0221e-06-0.00026664i
0.00068478-0.0018389i,2.3778e-06-0.0020013i,-0.0012984-0.0025296i,-0.0020418-0.0024111i,-0.0019821-0.00069768i,-0.00078811+0.00047946i,0.00019015+0.00064095i,0.00039167+0.00027444i,0.00029491-0.00019495i,0.00015461+0.00013007i,0.00011794+0.00019304i,0.00036521+0.0003537i,0.00041237+0.0011321i,0.00069826+0.0013894i,0.00080413+0.00065672i,0.00031521+0.00089679i,0.00077352+0.0011209i,0.0011463+0.00033956i,0.00096423+8.755e-05i,0.00056703+0.00022697i,-0.00014443+0.0001169i,-0.00060235+0.00046449i,-0.00054944+0.0010894i
0.001805-0.00026567i,0.0015391-0.00079285i,0.00078371-0.0024104i,-0.00026109-0.0026088i,-0.00083926-0.0014551i,-0.00071308-0.00043605i,-0.00016806-0.00017157i,-0.00024954-0.00036262i,-0.00056356-0.00023352i,-0.00082086-0.0005433i,-0.0012595-0.00046729i,-0.0013293+0.00023096i,-0.0005815+0.0002202i,-4.4733e-05+0.00072312i,-2.1275e-05+0.00078882i,-0.00029707+0.00016935i,0.00010798+8.8748e-05i,0.00042571-6.2594e-05i,0.00027677-0.0003434i,0.00056976+0.00016186i,0.00067731+0.00068514i,-0.00026577+5.9896e-05i,-0.0003724+6.3082e-05i
0.00014979-0.00047927i,0.00083511+0.0008768i,0.0010368+0.0017849i,0.0003959+0.00064682i,0.00031359-0.00047239i,0.0003829+0.00047066i,0.00025657+0.00094475i,-0.00076252+0.00113i,-0.0013125+0.0012971i,-0.0011328+0.0010603i,-0.00054241+0.00057454i,-0.00010986+0.0004557i,-0.00083628+0.0003254i,-0.00063517+0.00078662i,7.6789e-05+0.00064128i,0.00043358-0.00052602i,0.00040779-0.00035434i,0.00039138+0.00016279i,0.00045634-3.228e-05i,0.00032831-0.0002344i,-3.6922e-05+6.0294e-05i,-4.8005e-05-0.00028866i,0.00010532-0.00032102i
0.00055185-0.0016291i,-0.00039189-0.0017882i,-0.0011439-0.0018726i,-0.0016896-0.00098898i,-0.0015956+0.00015699i,-0.00087552+0.00071036i,5.7964e-05+0.00079348i,0.0010994+0.00069361i,0.0013437+0.00057854i,0.00055095+0.00047679i,-0.000264+0.00050027i,-0.00042457+0.0010002i,-0.0010756+0.00082335i,-0.0010161+0.00031682i,0.00067157+0.00029539i,0.0011988+0.00041878i,0.0010186+0.00077996i,0.0013629+0.00069578i,0.0008854-0.00013419i,-8.5021e-05-0.0011016i,-9.5666e-05-0.00072984i,0.0004446-4.8978e-05i,0.00030175+0.00050064i
0.00044897-0.00015697i,0.00063288-9.1357e-05i,-0.00075863+0.00090391i,-0.0016173+0.001155i,-0.0010042+0.00082655i,-0.0004697+0.00079161i,0.00055857+0.00047603i,0.0015607+0.00011722i,0.0011838+0.00024177i,0.0010546+0.00078817i,0.00027889+0.0010046i,-0.0010315+0.00050986i,-0.00044333+0.00028386i,0.00052901+0.00028776i,0.0009095-0.00058825i,0.0015401-0.00075844i,0.001408-0.00011223i,0.0007095+0.00032957i,0.00058222+0.00044753i,0.00067882+2.276e-05i,0.00081979-0.00035828i,0.00036189-0.0007218i,-2.9016e-05-0.00076216i
-0.00055115-0.00058579i,-0.00020914+0.00062973i,9.2704e-05+0.00096242i,0.00024481+0.00064435i,-0.00022128+0.0007793i,-0.0001384+0.00062266i,0.00062621+0.00035779i,0.00067888+0.00011055i,-8.5961e-05-0.00014482i,-0.00041197-0.00015605i,0.00028232-0.00036801i,0.0012081-0.00018838i,0.0010558+0.00030891i,0.0006622+0.00042215i,0.00044877+2.7924e-05i,0.00014209-4.8106e-05i,3.5917e-06-0.00022514i,-0.00029136+0.00040662i,-4.8239e-05+0.00019338i,0.00066364-0.00066038i,0.00055102+0.00015919i,-0.00037158+0.00069857i,-0.00070113+9.0742e-05i
-0.00076419+0.00086913i,-0.0010404+0.00045375i,-0.0012556+0.0018325i,-0.0011935+0.0024614i,7.5854e-05+0.0014855i,0.00096474+0.0012017i,0.0007186+0.0013316i,0.0008028+0.0015503i,0.00029424+0.0010882i,-1.0914e-06+0.00042695i,0.00063648+0.00013338i,0.00057511-0.00033906i,-0.00038173-0.00021131i,-0.0007856-0.00017487i,-0.00029158-8.2189e-05i,0.00064934+0.00028263i,0.0010293+0.00034499i,0.0010323+0.00040473i,0.0013451+0.00065443i,0.0014018+0.00087984i,0.00041728+0.00049191i,-0.00032869-0.00055936i,0.00040524-0.0015705i
0.0005523-0.0009422i,-0.00037967-0.0016557i,3.2747e-05-0.001664i,-9.4878e-05-0.00080867i,-0.00083991-0.00035173i,-0.00078437+0.00032158i,-1.7802e-05+0.00042046i,0.00072321+0.00035196i,0.00057547+0.00054711i,-3.1575e-05+0.00057716i,-0.00016766+0.00061642i,-0.00071949+0.00025467i,-0.00046003+0.00012719i,0.00067961+0.00079387i,0.00097622+0.00046655i,0.00065549-7.4881e-05i,0.0009394-0.00046604i,0.0011342-0.0012045i,0.00065525-0.00076418i,0.00036046+0.00022824i,4.4666e-05+0.00060175i,-0.0007258+0.000868i,-0.0012026+0.00050207i
0.0001547-0.00099457i,-0.00024542-0.0011445i,-0.00084936-0.0019529i,-0.0018493-0.001853i,-0.0017839-0.00092158i,-0.0011491+6.1172e-05i,-0.00039322+0.00079176i,0.00019051+0.00032445i,-0.00028371+0.00010145i,-0.00044142+0.00018472i,0.00013025-0.00016845i,-4.4171e-05+5.2045e-05i,-0.00057778+0.00082807i,-0.0004218+0.0012179i,-0.00012248+0.00081596i,0.00065893+0.0003369i,0.0014742-0.00022474i,0.001297-0.00038545i,0.00076307-0.00034519i,0.00075921+0.00048771i,0.00018313+0.00079262i,-0.0005401-0.0005519i,-0.0005678-0.00092279i
0.0016723-0.00040462i,0.0013961-0.001014i,0.0019429-0.0012868i,0.0015484-0.0007019i,-0.0008453-0.00032514i,-0.0014655-0.00015352i,-0.00015319+0.0002475i,0.00050761+0.00014797i,0.001173+0.00031131i,0.00068989+0.0005744i,-0.00045962+0.00020304i,-0.00032346-0.00050273i,0.00034395-0.00018855i,0.00084343+0.00012044i,0.00046727+0.00055444i,-9.9281e-06+0.0010051i,-0.00020122+0.00067577i,-0.00018395+9.5877e-05i,0.00024014-0.00022332i,0.00026718+1.536e-05i,0.00011287+0.00086278i,-4.9635e-05+0.0012021i,0.00025225+0.0012358i
-0.0011413-0.00063908i,-0.0008978-0.00043548i,-0.001064-0.00078612i,-0.0011616-0.00052601i,-0.00079134+0.00035957i,-0.00024531+0.00045002i,-0.00041239+0.0002531i,-0.00090516-0.00036005i,-0.00026439-0.0009615i,0.00034651-0.0010124i,-1.584e-05-0.00093336i,-0.00054926-0.00078755i,-0.00071339-0.00046385i,-0.0004192+0.00053093i,4.0641e-05+0.0004951i,0.00036186+0.0002651i,0.00013413+0.00057586i,0.00024822+0.00060184i,0.0003423+0.00055203i,-0.00076464-0.00015704i,-0.00086807-0.0010393i,0.00020484-0.0013501i,0.00029111-0.00095406i
0.00085122+0.00155i,0.00045296+0.00093467i,-6.2752e-05+0.00054202i,0.00014224+8.5868e-05i,-0.00036716-4.3094e-07i,9.1141e-05+0.00085326i,0.00045659+0.00084607i,0.00017+6.2086e-05i,0.00063755-0.0001875i,0.0002424-0.00073786i,-0.00033516-0.00019428i,-0.00054188+0.00048642i,-0.0012025+0.00068635i,-0.00089852+0.0010378i,0.00058317+0.00039007i,0.0007173+0.00017518i,0.0010075+0.00054596i,0.0013437+0.00063733i,0.00066211+0.00068177i,0.00045559+0.0003646i,0.00036577-0.00010123i,0.00077588-0.00049884i,0.00071866-0.00012686i
-0.00079052+0.0014938i,-0.00071703+0.0015409i,-0.00058747+0.00094816i,-0.00051378+4.1051e-05i,-0.00040614-0.00012499i,-0.00068719-0.00039335i,-0.00094733+4.0247e-05i,-0.00091861+0.000437i,-0.00039988-0.00037136i,-7.3732e-05-0.00086242i,-0.00028391-0.00037417i,-0.00097852-0.00041506i,-0.0014211-0.00030767i,-0.0010419+3.4048e-05i,7.4556e-05-0.00023968i,0.00087284-0.00029281i,0.001224-0.00014216i,0.0014505-0.00042883i,0.00094637-0.00067393i,-0.00018363-0.00026083i,-0.00031154-5.3647e-05i,8.303e-06+7.4567e-05i,-0.00049757+0.00063234i
0.00045469+0.0017501i,0.00095766+0.0013469i,0.00090306+0.00036091i,0.00067703-0.00016103i,0.00031175-5.4617e-05i,-1.5672e-05+0.00096997i,-0.00026017+0.0015998i,-0.00035059+0.00092828i,-9.6532e-05+0.00040198i,-0.00019291+0.00086842i,-0.00020414+0.0006587i,-0.00022314+0.0004484i,-0.00024141+0.0013091i,0.00014508+0.0019064i,0.00063057+0.0012215i,0.00021367+0.0002621i,-3.8825e-05+0.00062352i,0.00062781+0.0010898i,0.0010246+0.0004194i,0.00077585+0.00037286i,-3.5949e-06+0.00026188i,-0.00071387+3.4475e-05i,-0.00049028-0.0004597i
0.00029391-0.00095684i,0.00083705-0.0014526i,0.00016508-0.0021089i,-0.0010614-0.0023734i,-0.0013816-0.0019248i,-0.0010566-0.00052399i,-0.00036335+0.00020626i,0.00031187-4.7612e-05i,0.00012812-0.00035606i,-0.00091448+7.1826e-05i,-0.0010914+0.00035443i,-0.0013342-0.00017381i,-0.0011804+0.00010924i,-0.00026113+0.00057376i,-0.00063607+0.00047329i,-0.0008289+0.00095762i,-0.00017853+0.0010475i,0.00051686+0.00069871i,0.0011577+0.00033275i,0.0014893-0.00018892i,0.00099837-0.00016142i,0.00054116+3.0347e-05i,-9.5313e-05-0.00016966i
0.00030868+4.018e-05i,0.0014273+0.00045133i,0.0019581+0.00061085i,0.0013926+0.00046598i,0.00073322+0.00076117i,-0.00013289+0.00093341i,-0.00077032+0.0015118i,-0.00050943+0.0019611i,-0.00071523+0.0014928i,-0.00073434+0.00081855i,-0.00077414+0.00017192i,-0.0010452-0.00017471i,-0.00057994+0.00047018i,0.00038892+0.00067877i,0.0010093+0.0012634i,0.00081644+0.002034i,0.00028609+0.0014192i,-7.353e-05+0.00070559i,0.00023346-0.00027463i,0.00025458-0.00059511i,0.00020335-0.00031052i,-4.0038e-05+6.9215e-05i,-1.1873e-05+0.00014347i
0.0016709+0.0004336i,0.0018496+0.00016928i,3.6598e-05+0.00093847i,-0.00078272+0.00020976i,-0.00021886-0.0012891i,0.00030531-0.00090587i,0.00073357-0.00041662i,0.00060992-0.00020546i,0.00012236+0.0004093i,-0.00021635+0.00015051i,-0.00010167-0.00055465i,5.6977e-05-0.00066951i,0.00011885-0.00047292i,0.00045303+0.00018413i,0.00056576+0.00095341i,0.00025344+0.00047742i,-1.4129e-05+9.4741e-05i,0.00012265+0.00019438i,0.00020049+0.00032058i,-0.00039243-3.0561e-05i,-0.00039172-0.00071891i,-6.7547e-07-0.00036946i,-2.4023e-05+0.00031278i
-0.0013893+0.0011664i,0.0008697+0.00064806i,6.7943e-05+0.001206i,-0.00081051+0.0015713i,-0.00098142+0.0014852i,-0.00020218+0.00078293i,0.00010674-3.5616e-06i,-8.6958e-05-0.00022455i,9.6554e-05-0.00036722i,-0.00028689-0.00057597i,-0.00085034-6.2978e-05i,-0.0011482-0.0001922i,-0.0018366+0.00029327i,-0.0012693+0.00091862i,0.00028618+0.0015252i,0.00057345+0.0013079i,-0.0001078+0.00021864i,2.8995e-05-0.00022998i,0.00033032-0.00027231i,-0.00026139-0.00036519i,-0.00040576-0.00032351i,0.00019862+0.00075825i,-0.00070271+0.00077488i
-0.0020303-0.0017214i,-0.0017924-0.0011554i,-0.0011518-0.0008762i,-0.0016495-0.00045619i,-0.0018572+0.00028709i,-0.0005813+0.00086251i,0.00028933+0.00075918i,0.00033705-0.00012556i,6.8446e-05+0.00018068i,8.7728e-05+0.00085397i,0.00068644+0.0013486i,0.00089664+0.0011573i,0.00048052+0.00034088i,0.00045235+1.6964e-05i,0.00097412-0.00038878i,0.00091583-0.00063672i,0.00051916-0.00068334i,0.00018303-0.00056223i,0.00083332-0.00015794i,0.0012261-0.00038009i,0.00087461-0.00044618i,0.0004728+0.00036996i,-0.00034369+0.00026567i
-0.00078002+0.0017713i,-0.00016155+0.0016054i,0.00085535+0.0010658i,0.00091105+0.0013155i,0.00064831+0.0016353i,-4.4403e-05+0.0011694i,-0.0002337+0.00081608i,0.00026724+0.00098485i,0.00059971+0.0015684i,0.00099157+0.0016864i,0.0012087+0.001086i,0.00065492-0.00021335i,0.00011611-0.00069262i,0.00016083-0.00012924i,0.00037368+0.00057194i,0.00027551+0.0010288i,0.00021936+0.0001631i,0.00044289-0.00052006i,0.00037822+0.00014148i,-0.00018737+0.00043715i,-0.00050764+0.00016927i,-0.00078076-0.00054942i,-0.0006613-0.00075631i
-0.0013233+0.0015838i,-0.0017048+0.0016739i,-0.0018135+0.0018739i,-0.0013412+0.0012916i,-0.0001689+0.00087126i,0.00041339+0.00080754i,0.0002456+0.00032426i,0.00011362-0.00064261i,-0.00016477-0.00067122i,-0.00065165-0.00029738i,-0.00027598+0.00036641i,-0.00010616+0.00090223i,0.00013108+0.00057748i,-0.00010481-4.5649e-05i,-0.00079536-0.00055635i,-0.00051741-0.00077372i,-0.00015313+4.323e-05i,-0.00016836+0.00058876i,-0.00010283+0.00016004i,0.0001213-0.00016794i,-0.0002134-0.00016546i,-0.00065138+0.00043641i,-0.00084905+0.00082428i
-0.00031471-0.00035937i,6.4876e-05-0.0023054i,0.00096181-0.0025757i,0.00098606-0.0015639i,0.0005929-0.00066203i,0.00056572-4.8339e-05i,9.7954e-05-0.00013033i,-0.00011089+0.00050523i,8.184e-05+0.00057094i,-6.4518e-05-0.00022145i,-0.00034959-0.00042411i,-0.0007706-0.00035443i,-0.00064417+0.00068585i,-0.00021493+0.0012017i,0.00015198+0.00036031i,-0.00026285+0.00018922i,-0.00025996+0.00074366i,-0.00040272+0.00030234i,-0.00018895-0.00043056i,0.00030878-0.00050142i,0.0002796-0.00035874i,3.2923e-05-0.00054845i,-0.00011546-0.00065193i
0.00082255+8.9138e-05i,0.0015569-0.00023038i,0.0011827-0.00021667i,-5.8135e-05-5.9387e-05i,-0.0015051-0.00048106i,-0.0015928-9.2363e-06i,-0.00028449+0.00027677i,0.00052893+0.00051321i,0.00080506+0.00087689i,0.00073721+0.00093249i,0.00050095+0.0010662i,0.00011971+0.00076604i,-0.0004483+0.00034164i,-0.0001941+0.00018129i,0.00011509+0.00012406i,0.00018022+0.00022168i,0.0010378+0.00069288i,0.001463+0.00073977i,0.00013882+4.4649e-05i,-0.00017838-0.00039141i,0.00036546-0.00043357i,-0.00025726-0.00026973i,-0.0010755+0.00019519i
-0.0016479-0.00094616i,-0.0026755-0.00024087i,-0.0028035+0.00031753i,-0.0016705+0.00080274i,-0.00027914+0.0011442i,0.00097923+0.00061632i,0.0020789+0.00070134i,0.001669+0.00054988i,-0.00011485+0.00056126i,-0.00046356+0.00093918i,0.00037006+0.0002699i,0.00061997-0.00011174i,0.00054104+6.0322e-05i,-9.8405e-05-0.00024232i,5.0229e-05-8.758e-05i,0.00049592+0.00029342i,0.00010709+0.00027843i,0.0001193-5.9984e-05i,0.00027975-0.00029024i,-0.00026899-0.00054428i,-0.00088782-0.00079073i,-0.00052878-0.00083639i,0.00013581-0.00041615i
-0.0011922+0.0017779i,-0.001281+0.0022712i,-0.00051668+0.0026179i,0.00061485+0.0024601i,0.0015293+0.0011933i,0.0019198-0.0002711i,0.0014886-0.00027781i,0.0004871+0.00042568i,-0.00023723+0.0017186i,-0.0004995+0.0023975i,-2.8177e-05+0.0012603i,0.00029507-4.3574e-05i,-0.00030623-0.00060143i,-0.00058584+0.00015421i,-0.0008163+0.00052843i,-0.0011158+0.00067995i,-0.00064176+0.000878i,0.00079387+0.00057691i,0.0013301-0.00030987i,0.0011451-0.00026047i,0.00044247-0.00030436i,0.00028305-0.00048857i,0.00065314-2.962e-05i
0.0016203+0.0010355i,0.0014916+0.00068773i,0.0020766-5.8213e-05i,0.0014433-0.00082843i,0.00045704-0.00017777i,-7.1468e-05+0.00021542i,-2.6762e-05+0.00060807i,-0.00022132+0.00052674i,-0.00044127-0.00021157i,-0.00050492+0.00042364i,-0.00071911+0.00050847i,-0.00079299+0.00035247i,-0.00035971+0.00079166i,0.00039034+0.00021822i,0.00026618-0.0004431i,0.00070949+5.0444e-05i,0.00085417+0.0005185i,0.00063641+0.00017463i,0.00040292+8.9772e-06i,0.00019228-0.00044091i,7.3999e-05-0.0010654i,5.8898e-05-1.6469e-05i,0.00026261+0.0013627i
-0.00085797+0.00097869i,-0.00067339-0.00025965i,0.00086175-0.00052186i,0.00070097-0.0010779i,-0.00027072-0.0013863i,-0.00033726-0.00014603i,-8.3635e-05+0.00042507i,0.00026905+3.9366e-05i,0.00091315-0.00032196i,0.00047575-0.00059524i,-0.00061431-0.0010932i,-0.0013917-0.00075059i,-0.0010701-0.00023066i,-0.00017607+0.00016806i,-0.00026243-0.00020779i,-0.00012395+0.0001265i,0.00015279+0.00066382i,8.0315e-05+4.0236e-05i,0.0004331-0.000562i,0.0010792-0.00038665i,0.0010597+4.4371e-05i,0.00098847+0.00028781i,0.00087891+0.00036991i
-0.0013084-0.00020525i,-0.00078748-0.00015959i,-0.0018738+0.00017326i,-0.0027525+0.00019906i,-0.0020707+0.00044661i,-0.00094487+0.00077648i,0.00016148+0.00070989i,0.00033148+0.00091493i,-0.00024252+0.0012281i,7.0806e-05+0.00049253i,0.00041992+0.0002781i,3.0833e-05+0.0011745i,-0.00034383+0.001289i,-0.00062825+0.00074021i,9.4586e-05+0.00041821i,0.0003783+0.00029104i,0.00010091-0.00031745i,0.00012047-0.00021076i,-0.0002621+0.00095781i,-0.00016205+0.00094521i,0.00045146-0.00015131i,0.0007006-5.1393e-05i,0.00045137+0.00042841i
0.001263-0.00029812i,0.0003052-0.0012064i,-0.0010368-0.0013662i,-0.0016753-0.0015885i,-0.0010917-0.0014103i,-0.00030619-0.00045803i,-0.00019917+7.7539e-05i,0.00039622+0.00030646i,0.0001051+5.264e-05i,-0.00066252-0.00035164i,-0.0014105+0.00020872i,-0.0017693+0.00074879i,-0.00094093+0.0011453i,-0.00035384+0.00076117i,0.0003928+0.00053767i,0.00089514+0.00098355i,0.0013389+0.00080714i,0.0016567+0.00083574i,0.0012982+0.0010677i,0.00086036+0.00056779i,0.00011479-0.00026609i,4.261e-07-0.00014151i,0.00015528+0.00017225i
-0.0011782+0.0012951i,-0.0011205+0.00058912i,0.00021725+0.00052144i,0.0010973+0.00061627i,0.0016348+0.00077277i,0.0017753+0.00073816i,0.0009751+0.00077272i,0.00036442+0.00078808i,-5.4682e-05+0.00071471i,-0.00015995+0.00054111i,-0.00044044+0.00025228i,-0.0012263-0.0001107i,-0.00041133-0.00037088i,0.00074944-0.00019895i,0.0014435+0.00043758i,0.0011895+0.00047978i,0.00057413-0.0002764i,0.00085514-0.0008635i,0.00086601-0.00082788i,0.00032806-4.2045e-05i,-0.00012289+0.00019853i,0.0006229-0.00026791i,0.00091787-9.8029e-05i
0.0015675+0.00085089i,0.0015304+0.0012304i,0.0003759+0.0016892i,-0.0004282+0.0011375i,-0.00068375-6.0272e-05i,-0.00031515-0.00050652i,-8.0484e-05-0.00047754i,-0.00024301-0.00035313i,7.9168e-05+0.00017294i,-0.00014629+0.0007302i,-0.0003502+0.0006546i,-0.00012522+0.00025369i,2.1438e-05+0.00068041i,9.9278e-05+0.0010905i,0.00049145+0.0005272i,0.0010403+0.00028242i,0.00036703+0.00050032i,-0.00061998-0.00010076i,-0.00038709-0.00071136i,0.00013567-0.00046798i,0.00071931-0.00076656i,0.00059719-0.00072927i,4.2678e-05-8.7889e-05i
-0.002247+0.0022743i,-0.0020825+0.0018969i,-0.002462+0.0023602i,-0.0023586+0.0024618i,-0.00075963+0.0018069i,0.0010412+0.00083456i,0.0014246+0.00039527i,0.0009178+0.0002118i,0.00067969+0.00029709i,0.00036381+0.00017027i,0.00027078-0.00055804i,0.00024085-0.00047399i,-0.00039396-0.00014716i,-5.3527e-05+0.00026428i,0.00037019+0.0003761i,0.00046119-0.00041761i,0.00013765-0.00061094i,-0.00023507-0.00034804i,3.993e-05-0.00022473i,0.00025875+0.00016334i,0.00044855+8.7991e-05i,0.0010076-0.00023856i,0.00066888+0.00025826i
-0.0012223+0.0022311i,-0.00042134+0.0021862i,0.0001127+0.0012785i,0.00024582+0.00099766i,-6.8325e-05+0.0013385i,0.0003782+0.0007794i,0.0010716+0.00035093i,0.00043902+0.00015624i,-0.00025002+0.00023295i,-5.0053e-05+0.00032915i,0.00018697-7.5331e-05i,-8.5406e-05-0.00024042i,0.00022507+0.00016154i,-3.6178e-05+0.00025086i,-0.00059497-0.00046216i,-0.00053056-0.0003441i,-0.00033415-0.00011283i,-0.00019706-0.00076748i,0.00041849-0.00016946i,0.00097202+0.00067438i,0.00072413+0.00034986i,0.0008956+0.00045799i,0.0015312+0.00026875i
0.00070475+0.00087748i,0.00027206+0.001016i,0.00061942-0.00093975i,2.3184e-05-0.0020094i,-0.00056391-0.0013219i,0.00012799-0.00060949i,0.00079115-0.00019381i,0.0010069-6.6847e-05i,0.0010933-7.0897e-05i,0.00023686-0.00027169i,-0.00011559-0.00039268i,0.0004457-0.00029321i,-0.00018542-0.0002423i,-0.00078303+0.00018853i,-0.0004454+0.0011991i,0.00040168+0.0019219i,0.00065643+0.0022252i,-0.00034336+0.0017477i,-0.00055153+0.00060523i,-7.7337e-05+0.00043433i,0.00042063+0.00025317i,0.00072154-0.00033865i,9.1067e-05-0.00042023i
-0.0015488-0.0011811i,-0.0014074-0.00025848i,-0.0011092-6.3187e-05i,-0.00076177+9.9873e-05i,-0.0011302+0.00052662i,-0.00047972+0.00043427i,0.0010349+0.0006952i,0.00074093+0.00057576i,0.00011445+0.00014793i,-0.00036375-0.0004269i,8.1586e-05-0.00057648i,0.00050743+0.00022887i,0.00016604+0.0011523i,0.00027945+0.00085121i,0.00046581+0.00010513i,5.9592e-05+6.1833e-05i,-0.00019273+0.00041924i,2.081e-05+0.0005479i,0.00026145+0.00025215i,0.00024525+0.00019961i,0.00046562+0.00010011i,0.00078519-9.4624e-05i,0.00075235+0.00034023i
0.00017368-0.00065557i,-0.00017838-0.0010272i,-0.000516-0.0011329i,-0.0013257-0.00027853i,-0.0013687-0.00030444i,-0.00038965-0.00041164i,0.00039101+0.00032228i,0.00023998-9.1523e-05i,-0.00084237-0.00049619i,-0.0012521+8.1522e-05i,-6.7875e-05+0.00025936i,0.00066347+0.00019011i,3.1866e-05-1.7254e-05i,0.00013906+0.00055875i,0.00070473+0.0010475i,0.00097906+0.0006318i,0.0012731+0.00016226i,0.00083709+0.00039354i,0.00061321+0.00046523i,0.00061939+0.00061332i,2.8641e-05+0.000416i,-0.00017779+0.00034075i,4.5412e-06+0.00036079i
0.00019226+0.0010366i,0.00010179+0.0011637i,0.0010281+0.0010357i,0.00060506+0.00060563i,5.865e-05+0.00038801i,0.00054385+0.0014278i,0.00049585+0.0017167i,0.00015743+0.00064538i,0.00015567-0.00031081i,0.00021789-0.0011525i,-0.0001436-0.0002899i,-0.00067292+0.00094361i,-0.0009585+0.00063038i,-0.0008341+0.00037561i,-0.00038703+8.0138e-05i,0.00037478-0.00016884i,0.00081491-0.00077124i,0.00055364-0.00087062i,0.00018331+0.00024583i,5.1748e-05+0.00019623i,-0.00024533-0.00057903i,-0.00048791+1.2375e-05i,-0.0003061+0.00043367i
-0.0014107+0.0019379i,-0.0016863+0.0016308i,-0.00051685+0.0014126i,0.0010137+0.00086882i,0.0010244-8.1491e-05i,0.00074866-0.00033415i,0.00031235+0.00013012i,9.1426e-06+0.00015818i,0.00012641+0.0009478i,-0.00040036+0.0010979i,-0.00052275+0.00096418i,-0.00040463+0.0010023i,-0.00056072-0.00038902i,-8.6961e-05-0.0013401i,0.00061309-0.00037099i,0.00077572+0.00079865i,1.4889e-05+0.00058344i,-0.00019419+0.00013589i,-0.00012096-0.00049307i,-0.00020216-0.0012067i,-0.00052682-0.00072968i,-0.001033+0.00039339i,-0.00075348+0.00080305i
0.0021863+0.00076403i,0.0016526+0.00057771i,0.0018473+0.00039561i,0.0013495-0.00093257i,0.0009236-0.00098036i,0.0005517-0.000546i,0.00064434+0.00019562i,0.0010326+0.00094194i,0.00082161+0.00030335i,0.00049504-0.00050696i,0.00022089-0.00039575i,-0.00016549+4.883e-05i,-0.00013046+0.00082816i,0.00065467+0.0012477i,0.00068616+0.00066029i,0.00014688-4.0619e-05i,-0.00011371-0.00044721i,-1.1311e-05-0.00034214i,0.00060489+0.00017179i,0.00051783+0.00031992i,-5.771e-06-2.3925e-05i,0.000527-0.00081178i,0.0011585-0.0013993i
