-0.0028233-0.00038215i,-0.0019677-0.0010202i,-0.0029241-2.048e-05i,-0.0019558+0.00051945i,3.5949e-05+0.00087681i,0.00062437+0.0015316i,0.00075245+0.001375i,0.0005152+0.00099491i,5.6488e-05-8.8893e-05i,0.00022933-0.00035267i,0.00041573+4.8538e-06i,0.00051738+0.00031758i,0.0011095+0.00037592i,0.0010598-0.00028015i,0.00050909-0.0006696i,0.0001933-0.00083283i,9.9438e-05-0.00030608i,0.00020003+0.00046671i,7.5569e-05+0.00035762i,1.9014e-05+6.2338e-05i,-0.00043888+3.831e-05i,-0.00054287+0.00010784i,-3.2459e-05+0.00063419i
-0.00059165+0.0011231i,-0.00076914+0.00062707i,-0.00013434+0.00044175i,0.00095201+0.00052263i,0.0014268+0.00017418i,0.0012372-0.00019876i,0.0012566-8.8872e-05i,0.00013928+3.9101e-05i,-0.00091053+9.736e-05i,-0.0002349-0.00036329i,-0.00027101-0.00043069i,-0.00071704-1.8321e-05i,-0.00035373+0.00021284i,-0.00011468-0.0007607i,-0.00024517-0.0014944i,-0.00052657-0.00087781i,-0.00028575+0.00021468i,2.6591e-06+0.00095842i,-6.4337e-05+0.0004566i,-0.00018609-0.00043339i,-0.00049035-0.00090734i,-0.00042771-0.00079517i,-0.00014145-4.4173e-05i
0.0004188-0.0010771i,0.00058638-0.0013476i,0.0014087-0.0018347i,0.0005117-0.0012098i,-0.0002214-0.00056685i,-0.00026559-0.00028783i,-0.0010895+0.00037788i,-0.0011321+0.00050652i,-0.00022037-3.9961e-05i,0.00021899-0.00040282i,-0.00014669-0.00019913i,-0.00043409+0.00043264i,-0.00062637+0.00084146i,-0.0007571+0.00049405i,-0.00044367-0.00050903i,1.4929e-05-0.00047083i,-0.00019396+0.00032614i,-0.00048033+0.00077759i,-0.00028003+0.00082197i,-0.00032765+4.9616e-05i,-0.00029895-0.00040902i,-0.00016027-0.00038674i,6.6429e-05+0.00013909i
0.00081548+0.00015402i,0.00025742+0.00044418i,0.00019863+0.0015108i,0.00032574+0.0012341i,0.00055722+0.00040997i,0.00013209+0.00058432i,-0.000167+0.00063057i,0.00020007-0.00025382i,0.0011324-0.0005911i,0.00096869-0.00050073i,-0.00037806-0.00059545i,-0.0014207-0.00032015i,-0.0011328+7.3793e-05i,-0.00015399+0.00028517i,-7.9084e-05-0.00041978i,-0.00014455-0.00068843i,-1.8834e-05+2.6273e-05i,0.00046464+0.00056472i,0.00083131+0.00045649i,0.00052058-0.00033545i,5.2463e-05-0.00049607i,-0.00052642-0.00030077i,-0.0003803-0.00059178i
-0.0013395-0.0013803i,-0.0014573-0.00059812i,-0.0025869-0.00047765i,-0.0027239-0.001081i,-0.00085512-0.00070453i,9.5484e-05-0.00069482i,0.00016907-0.00044364i,0.00056412-0.00045107i,0.00039702-0.00028567i,-0.00041914+0.0005653i,-0.0005935+0.0011268i,0.00042687+0.00098146i,0.00081433+0.00059213i,0.00037945-5.0268e-05i,0.00020424-0.0010369i,0.00026728-0.00089832i,0.00028131-3.1056e-05i,0.00021334+0.00015228i,0.00032383-0.00035679i,0.00041392-0.001118i,0.00025463-0.0015542i,-0.00044192-0.0011995i,-0.00056923+8.5809e-05i
-0.0010939-0.001142i,-0.0014999-0.0011681i,-0.0019052-0.00049967i,-0.00090672+0.0004357i,0.00058206+0.00095502i,0.0002527+0.00080073i,-0.00046177+0.00056366i,-0.00078565+0.00030863i,-0.0012027+0.00024937i,-0.0010294-9.4993e-05i,-0.00031107-0.00055073i,-0.00033826-0.00042245i,2.4492e-05-0.00058971i,0.000742-0.00023987i,0.00074006+0.00086245i,0.00026278+0.00074787i,7.2282e-05-9.7434e-06i,-9.072e-05-0.00012548i,-4.6035e-05-0.00019753i,-1.6448e-05-0.00030708i,5.8528e-05-0.00012571i,0.00012932+8.1914e-05i,-0.00013853+9.8098e-05i
0.0016436-0.00067568i,0.0013425+5.8165e-05i,0.0010834-0.00039923i,0.0011413-0.0010401i,0.0010782-0.0012027i,-1.7744e-05-0.00031776i,-0.0004917+0.00059579i,-0.00015039+0.00066097i,-0.00049631+0.00024287i,-0.0011848+0.00013536i,-0.0010192-0.00031871i,-0.00067172-0.00058525i,-0.00092173-0.00024406i,-0.00071636+0.00080804i,-0.0004808+0.00086168i,3.4516e-05+0.00050958i,0.00040695+0.00028892i,0.00041785+0.0001106i,0.00088048+0.00033554i,0.0016125-8.856e-05i,0.0011795-0.00059573i,-0.00066886-0.0010808i,-0.0014064-0.0014067i
0.00038642+0.0012673i,0.00059326+0.0014956i,0.00042363+0.0003074i,0.00074348-0.00085234i,0.0003896-0.00073665i,-0.00035927-0.00051036i,-0.00028018-0.00039152i,0.00012359-0.00046776i,0.00081+0.00013821i,0.00031533+0.00063799i,-0.0010607+0.00030137i,-0.00075214-0.00014698i,-0.00018198-0.00033088i,4.557e-05+0.0002778i,0.00019606+0.00040003i,0.00024959+1.4096e-05i,0.00012874-0.000208i,-0.00043898-0.00045859i,6.2422e-05-0.00054777i,0.00081252-0.000787i,0.00046022-0.001108i,1.9328e-05-0.0011453i,-0.0005103-0.00063474i
0.00095054-0.0027247i,0.00049224-0.0022889i,0.0011584-0.0026773i,0.00070028-0.0024302i,0.00015014-0.001155i,-0.0004803-0.00062923i,-0.0011425-0.00051499i,-0.00067603+6.712e-05i,-0.00016243-0.00021218i,-0.00055371-0.00065529i,-0.00084357-0.00036158i,-0.0013131-0.00029567i,-0.00089199-0.00020521i,0.00024896+8.3856e-05i,-5.5123e-05+0.0009584i,-0.00064024+0.00037145i,8.0942e-05-0.00054954i,0.00093588-0.00061422i,9.397e-05-0.0010228i,-0.00054013-0.00058971i,-0.00041271-0.00052279i,-0.00074158-0.00060465i,-0.00064496-0.00026663i
-0.0006686+0.00020016i,-0.00030777-6.3422e-05i,-0.00026172-0.00026954i,0.00045485-0.00037075i,0.00046239-0.00039905i,-0.00028367+8.6082e-05i,-0.00038766+0.00015006i,1.6292e-05-0.00027985i,-0.00033479+0.00017057i,-0.00030703+0.00046011i,-0.00019194-0.00010572i,-8.6144e-05-0.00085348i,0.00027377-0.00087173i,-0.00019815-0.00066328i,-0.00029027-0.00070485i,0.00042375-0.00024058i,0.0006642-3.2048e-05i,0.0003958-1.5101e-05i,0.00034773+0.00036249i,0.0001409+0.00035175i,0.00056523+0.00013336i,0.00035714+0.00029065i,-0.00029961-0.00034053i
0.0020328-0.0016764i,0.0010127-0.0017326i,-6.1542e-05-0.0029177i,-0.00014696-0.0023628i,-6.1658e-05-0.00129i,0.00050012-0.00035127i,0.00075411+4.5671e-05i,0.00063978-6.3612e-05i,0.00037123+0.00019767i,0.00029809+0.00028893i,0.00017648-0.00014839i,0.00055181-0.00022014i,0.00028787-0.00010113i,0.00016221-0.00075291i,0.00027348-0.00054846i,1.5369e-05-0.00012856i,7.9626e-05-0.00059131i,0.00064469-0.0013148i,0.00081019-0.0012599i,0.00044409-0.0011025i,0.0002448-0.0012192i,-0.0003309-0.00087564i,-0.00089074-0.00082152i
-0.0010281+0.0010984i,-0.00083885+0.00053808i,-0.00011004+0.0010459i,-5.2876e-06+0.00064649i,-0.0007613-0.00010631i,-0.00058039+1.2653e-05i,5.8534e-05-0.00027295i,7.4411e-05-0.00083766i,-9.9936e-05-0.0011502i,-0.00057503-0.00060701i,-0.00068224+3.9498e-05i,-6.4073e-05+0.00047544i,0.00041924+0.00076341i,0.00039791+5.2691e-05i,0.00025469-0.00041669i,-7.2619e-05-0.00031064i,-0.00013571-0.00025987i,0.00090153+0.00055993i,0.00070919+0.00061403i,-0.00027549+3.8991e-05i,-0.00014287-0.00064449i,0.00076117-0.00086851i,0.00069211-0.0002251i
0.0015215+0.00036752i,0.00082679-0.00066025i,0.00078095-0.001084i,0.001923-0.00097764i,0.0017729-0.00041043i,0.00036193-2.5036e-05i,0.0001605+0.00038316i,0.00069144+0.00050834i,4.2993e-05-6.1478e-05i,-0.0006016-0.0010235i,-2.5573e-05-0.0012119i,-5.3458e-05-0.00040147i,-0.00016608+3.5691e-05i,-0.00035972+0.00048993i,-0.00025676+0.00010559i,0.00064414-0.00029897i,0.00063977+0.00011932i,-7.0121e-06+0.00011704i,0.00043663-0.00012057i,0.00020434+0.00018402i,-0.0012544+0.00017236i,-0.0014018-1.2332e-05i,-0.00079334+0.00010997i
-0.00013696+4.1517e-06i,0.00015821+0.00031826i,0.00086021+0.00033571i,0.00088986-0.00037346i,0.00024949-0.0012603i,-0.00011672-0.00092i,-0.00018177-3.656e-05i,-4.8708e-05-0.00027112i,-0.00013808-0.00052159i,-0.00072325-0.00028796i,-0.00071316-0.00025997i,-0.00016623-0.00052289i,-0.0001364-0.00069318i,-0.00071459-0.00022221i,-0.00027153+7.9756e-05i,0.00035333-7.0631e-05i,-0.00039322-0.00037322i,-0.00091768-0.00031899i,-0.00058972+0.00024734i,-0.00025606+0.00048033i,8.5552e-05+0.00037214i,0.00028751+0.00042856i,-0.00038267-4.5205e-05i
-0.0007913+0.0019389i,-0.00090034+0.00070017i,0.0012623+0.00066589i,0.0024989+0.00039424i,0.0015381+0.00010568i,0.0010012+0.00047068i,0.00096532+0.00026988i,0.00032865-0.00012724i,-0.0007578-0.0003466i,-0.00055999-0.00075449i,-3.9941e-05-0.0010547i,-0.00032954-0.00094942i,-0.00012984-0.0012208i,0.00024866-0.00093049i,-0.00035938-0.00026582i,-0.00068377+9.6246e-06i,-0.00038806+0.00049976i,-0.0002346+0.00061341i,-0.00033601+0.00045769i,-0.00023072+0.00024617i,0.00013258-0.00038794i,0.00024842-0.0004066i,8.3202e-05+0.00010353i
0.0011749+0.0020235i,0.0012633+0.0023397i,0.0016029+0.00093078i,0.0012086-0.00081461i,0.00082179-0.001759i,-0.00039804-0.0011637i,-0.0012665+0.00033253i,-0.0009006+0.00011733i,-0.00051435-0.00097525i,-3.3277e-05-0.0010789i,3.2766e-05-0.00036142i,-0.00025817-0.00029576i,-6.8706e-05-0.00068925i,0.00031534-0.00065503i,0.00038875-0.00079822i,0.000961-0.00049221i,0.0015481+0.0002881i,0.0015793+0.00035691i,0.0011898+0.00028106i,0.00048525+0.00019068i,0.00015235+0.00010767i,0.00010068+0.00047232i,-0.00073117+0.00038392i
0.00063868+0.00010254i,0.00087498-0.00021058i,0.0012849-0.00015218i,0.00073693+1.2676e-06i,-0.00022719-0.00019696i,-0.00074166+0.00047661i,0.00037269+0.00097244i,0.00075938+9.968e-05i,-0.00037063-0.001161i,-0.0010766-0.001114i,-0.0012415-0.00080685i,-0.0008052+0.0002138i,-0.0002047+0.0011086i,0.00038526+0.00075357i,0.00030244+0.00013265i,-8.8906e-05-0.00029766i,-0.000239-0.0002051i,-0.00051574+0.00013792i,-0.00030184+0.00018694i,0.00044395-0.00038667i,-0.00016668-0.00027228i,-0.0012008+0.00011031i,-0.0011071-0.00037836i
6.9122e-05+0.001487i,4.7958e-05+0.00088318i,0.001152-6.3533e-06i,0.0015979-0.00022131i,0.0018279-0.00030694i,0.0014396+0.00018904i,0.00023216+0.0001543i,-0.00030692-0.00027093i,0.00048212-0.00010599i,0.00057657-0.00028581i,-0.00072623-0.00062764i,-0.00099519-0.0003689i,-0.0003461-7.6916e-06i,0.00010731+0.00041489i,0.00018057+0.00050829i,0.00031811+0.00016347i,0.00022705+0.00014677i,-0.0001142-0.0003466i,-9.9751e-06-0.00039647i,0.00011687-0.00028165i,0.0004414-0.00025796i,0.00024941-0.0002058i,6.6432e-05-0.00065679i
0.00053368-0.00013736i,0.0014114-0.001044i,0.0016899-0.00025489i,0.0010136+1.5786e-05i,0.00044493-0.00076116i,0.00015428-0.00090111i,-0.00058508-0.00026864i,-0.00059981+0.0001163i,-0.00026708+1.1458e-05i,-0.00027106-0.00042277i,-0.00045001-0.00024892i,-0.001105-0.00014956i,-0.00038164-0.00034846i,0.00050763+0.00011741i,1.6055e-05+0.00039884i,4.4931e-05+7.408e-05i,0.00070696-0.00031057i,0.00082962-0.00035379i,0.00015587+0.0001016i,-5.856e-05+0.00081144i,-0.00032353+0.00032993i,-0.00044718+9.408e-05i,-0.00044784+0.00065842i
-0.0015711-0.0019423i,-0.0007106-0.001947i,-0.00082917-0.0010135i,-0.0010522-4.6332e-05i,-0.00036597-7.9184e-05i,0.00050652+2.8313e-05i,-4.8378e-05-9.3086e-05i,-0.00088039-0.00077982i,-0.00061413-0.00038906i,-0.0007165+0.00070575i,-0.00059153+0.00086516i,0.0001572+0.00051379i,0.00084316+0.00027856i,0.00045327+0.00063271i,9.7679e-05+0.0011303i,0.00065942+0.00071653i,0.0007145-0.00056198i,-6.0487e-05-0.001083i,-0.00020847-0.00037858i,8.0668e-05-0.00043302i,0.00066515-0.00080869i,0.00056355-0.00096299i,0.00055544-0.0010535i
-0.0022598-0.00083236i,-0.0024905-0.00081682i,-0.0031367+0.00086211i,-0.0010883+0.0018521i,0.00080413+0.0016951i,0.0011376+0.0010999i,0.0014226+0.00060898i,0.00068677-5.043e-05i,-0.00027207-0.00047717i,0.00017449-0.00028742i,8.5005e-05+0.00021351i,-0.00014554+0.00016606i,0.00044525-0.00024822i,0.00082096+2.8286e-05i,0.00082129+0.00042764i,0.0010082+0.00013052i,0.00092704-0.00020996i,0.00058242-0.00034769i,0.00042019-0.00030762i,0.00010791-0.00021799i,0.00024073-0.00079885i,0.00079945-0.00085419i,0.0011388-0.00042105i
0.00099288+0.0011137i,0.00033629+0.0015727i,-0.00043524+0.0019094i,0.00061277+0.0011309i,0.0016684+0.00016001i,0.00064557-0.00047561i,-0.00051541-0.00094788i,-0.00075351-0.0010916i,-0.00063418-0.00074241i,-0.00034068-0.00023514i,-0.00097908-0.00062536i,-0.0012943-0.0012414i,-0.00059001-0.00047639i,-0.00047391+0.00041007i,-0.00063987+0.00021459i,-0.00072141+0.00022629i,2.7397e-05+0.00034066i,0.0012801-3.5655e-05i,0.0014895-0.00051316i,0.0011529-0.00049392i,0.00054662-0.00035133i,-0.00057977-0.00058975i,-0.00077898-0.00092338i
0.0018721+0.0017947i,0.0030285+0.0016354i,0.002254+5.6561e-05i,0.0021386-0.00068086i,0.00137-0.00069347i,0.0010768-0.00057564i,0.001132+0.00023124i,0.0006082+0.00023672i,-0.00031663-0.00037931i,-0.00075842-0.0006295i,-0.00062017-0.00023705i,-0.00083193-6.5256e-05i,-0.00048923-0.00010552i,-0.00037405+0.00027615i,-0.00068568+0.00083988i,-0.00019507+0.00053993i,0.00053485+3.3009e-05i,0.000572+0.0001744i,0.000454-0.00038267i,0.00079654-0.00075877i,0.0010469-0.00075003i,0.00077463-0.00090647i,0.0004382-0.0011052i
0.00024743+0.001121i,0.0022478+0.0010478i,0.001033+0.0012595i,0.00019795-0.0002003i,0.0001002-0.0011658i,-0.00019617-0.00060704i,-0.00089929-0.00038822i,-0.00072058-0.00073227i,-0.00064258-0.00076924i,-0.0013455-0.00037871i,-0.0020695-0.00021591i,-0.0015249-0.0010051i,-5.1187e-06+8.7138e-05i,8.2876e-05+0.0012916i,-6.9035e-05+0.00068933i,6.5914e-05+0.00028189i,0.00090149+0.00024851i,0.0021196+0.00074423i,0.0015827+0.00083541i,0.00048798+0.00060436i,-0.00058892+6.8745e-05i,-0.0012923-0.00059237i,-0.0004895-0.00078311i
-0.0017824+0.0013714i,-0.0026985+0.00010715i,-4.4743e-05+0.00031306i,0.0012008+0.0012909i,0.00038686+0.0012301i,-0.0010989+0.00076894i,-0.00099955+0.001101i,-0.0001688+0.00073859i,-0.0005937-0.00015494i,-0.00069533-0.00010508i,8.3672e-05-9.8794e-05i,0.0010029+1.3554e-05i,0.0011699-0.00033102i,0.0007131-0.0003274i,0.0005299-0.00028688i,0.00013906-0.00051961i,-0.00036422-0.00028664i,3.2035e-05-0.00052666i,0.00026473-0.0012852i,1.2575e-05-0.0014033i,-9.1899e-05-0.00080916i,-3.3284e-06-1.4205e-05i,4.7985e-06+0.00034331i
-0.0013613+0.00078877i,-0.00079649+0.0005124i,-0.00028778+0.00055613i,0.00044442+0.00055494i,0.00064779+0.0010922i,-2.437e-05+0.0013739i,-0.000772+0.00036002i,-0.0010297+3.8078e-05i,-0.00068913-6.5526e-05i,-0.00055759+0.00022626i,-0.00048523+0.00028496i,-0.00018547-0.00023243i,0.00016785-7.9476e-05i,0.00027052+0.00092078i,0.00043413+0.00067503i,0.00024286-2.2786e-05i,-0.00026272-4.4736e-05i,5.9005e-07+0.00017357i,0.0012381+0.00028217i,0.0015614+0.00057074i,0.00033689+0.00060274i,-0.0006896-4.128e-05i,-0.00078907-0.00086155i
0.00035941-0.0002731i,-0.00080295-6.8527e-05i,-0.00023286-3.1565e-05i,0.00092967-9.0945e-05i,0.0011896+0.00020198i,0.0011276-0.00045589i,0.00030573-0.0012365i,-0.00016734-0.00064169i,-0.0001782+0.00031039i,-0.00024778+0.00055571i,-0.00033815-8.1017e-05i,-0.00027312-0.001165i,6.0637e-05-0.0011407i,-0.00058974-0.00043617i,-0.0012218-0.00044576i,-0.00050119-0.00069301i,0.0002492-0.00022611i,0.00095042-5.5352e-05i,0.00080886-0.00063358i,-0.00019751-0.00060378i,-0.00073471-0.00020838i,-0.00076321-0.00067432i,-0.00032829-0.00075801i
-0.002326+0.00016446i,-0.0031419+0.00083776i,-0.0030723+0.0013165i,-0.0003463+0.0016748i,0.0012801+0.0014327i,0.00053081+0.00010964i,0.00022298-0.0010323i,-0.00040099-0.00035876i,-0.0010533+0.00060448i,-0.00067804+0.00048113i,0.00045809-2.1867e-05i,0.00090725-7.6439e-06i,0.0008822+0.00029176i,0.00072714-0.00020108i,-0.00025904-9.8105e-05i,-0.0005522-0.00035599i,-4.5594e-05-0.00027202i,0.00033679+0.00062937i,1.5152e-05+0.00071394i,-5.943e-05-4.8768e-05i,0.00014755-0.00036152i,-0.00041716-0.00050152i,-0.00071856-0.0011907i
-0.00079569+0.001823i,-0.00049666+0.0013947i,0.0016991+0.00096515i,0.0025595-0.00045823i,0.0021375-0.00075414i,0.00066145+0.00085412i,-0.00032098+0.00091615i,3.3496e-05-0.00021552i,0.00011676-0.00030389i,-7.8604e-06-0.00083405i,0.00048053-0.0014076i,0.0011898-0.00074602i,0.00077636+0.00029698i,2.4676e-05+0.0007381i,-0.00029833+0.00025699i,-7.2869e-05+0.0002856i,-0.00017708+0.00069603i,-0.00056737+0.00033229i,-0.00062359-9.5474e-05i,-0.00038139-0.00091711i,3.4268e-05-0.00087736i,-4.6258e-05-0.00065939i,0.00072069-0.00058347i
0.00049502-0.00073397i,-0.00055988-0.0021203i,0.00010436-0.0028094i,0.00052229-0.0022235i,0.00060423-0.00073258i,0.00069217-0.00012972i,7.5051e-05-0.0004731i,-2.3463e-05-0.00056212i,0.00037319+0.00033091i,-5.4566e-05+0.00063544i,-0.0006951-0.00026813i,-0.00046906-0.00019324i,-0.0001277+0.00023177i,0.00019163+0.00065288i,0.00057414+0.00026796i,0.00043275+0.00018423i,-0.00056553+0.00092023i,-0.00088494+0.00088433i,-0.00021028+0.00053496i,0.00014264+0.00036222i,0.0002923-0.00013151i,-0.00059799+0.00021395i,-0.0012046+6.3651e-05i
-0.0003794+0.00073583i,6.2149e-05+0.00027292i,0.00097249-0.0009166i,0.00061015-0.00081105i,-0.00024547-0.00049512i,-0.00025692+8.5027e-05i,0.000732+3.3285e-05i,0.000853-0.00020151i,0.0001739+5.2486e-05i,9.4457e-05-0.00033608i,0.0001388-0.00062973i,0.00013708-0.00017656i,0.00010545-9.5497e-05i,0.001231-0.00030473i,0.0016052-0.00042741i,0.00064351-0.00090268i,0.00055814-0.001327i,0.00065945-0.00058594i,0.00041881+0.00045913i,3.9185e-05+0.00090888i,-0.00049362+0.00090115i,-0.00056109+0.00027672i,-0.00062334-0.00044496i
-0.0014028-0.00085433i,-0.0014809+0.00015158i,-0.0014526+0.0011453i,-0.0014837+0.00128i,-0.00053419+0.00094491i,0.00010128+0.00027202i,0.00016996-6.884e-05i,0.00065409-0.00055926i,0.00062126-0.0012997i,0.00043214-0.0010921i,0.00044624-0.00057039i,0.00066493-1.5471e-05i,0.00088205+4.1338e-05i,0.00054439-0.00023562i,2.8774e-05-0.00032201i,-0.00017371-0.00043683i,0.00042679-0.00025781i,0.00072348+8.8126e-05i,-0.0003209-0.00018332i,-0.00028742-0.00063346i,0.00068246-0.00043761i,0.0006806+0.00021446i,-0.00066729+0.00019357i
-0.00094777+0.00025964i,-0.00037708-1.6719e-05i,-7.2335e-05+5.5399e-05i,0.00056361-0.00072038i,0.0015537-0.00083797i,0.0014758+0.00022697i,0.00032604+0.0009272i,-0.00050561+0.0001886i,0.00019514-0.0011859i,0.00055799-0.00051251i,9.8053e-05+0.00089088i,4.5701e-05+7.6638e-05i,-0.00065109-0.00077763i,-0.001156-0.00011811i,-0.00062696-5.5286e-05i,-0.00024526-0.00079907i,-0.00072581-0.0012458i,-0.00086681-0.0016482i,-0.00059699-0.001332i,-0.00014264-0.00030703i,0.00013707-0.00035402i,-0.00037107-0.00080267i,-0.00062409-0.00019571i
-0.0028811-0.00076012i,-0.0022383-1.2139e-05i,-0.001093+0.00080775i,-0.00040496+0.0012925i,-0.00072278+0.0019622i,-0.00056319+0.0011738i,-0.00026633-0.00012729i,3.672e-05-0.00059618i,0.00067571-0.00014474i,0.00041225+0.00016802i,0.00055692+9.5642e-05i,0.00087909+0.00011006i,0.00063527-0.0007453i,1.1515e-05-0.00046993i,0.0002041+0.00019706i,0.00076244-0.00069209i,0.00088342-0.0010795i,0.00050035-0.00080785i,-8.4747e-06-0.00031133i,-0.0001668+0.00058569i,-0.00012656+0.00067605i,0.00021127-1.0564e-05i,-7.8385e-06+7.2484e-06i
-9.2136e-05-0.00060393i,-0.0006973-0.00033804i,-0.00035936-0.00050599i,-0.00066151+2.1435e-05i,-0.0018544+0.00080419i,-0.0017449+0.0014921i,-0.001159+0.00044526i,-0.00088171-0.00017111i,-0.0007193+0.0001336i,-0.0007948-0.0002605i,-0.001021-0.00060946i,-0.00075816+8.0698e-05i,-8.4739e-05+0.00037957i,-0.00028873+9.1003e-05i,-0.0011112+0.00038625i,-0.0010328-0.0001795i,-0.00023375-0.00034029i,0.00049008+0.00064253i,0.00055786+0.00046484i,0.00023971-2.2377e-05i,0.00027252-0.0004826i,0.00050621-0.00070561i,0.0004076-0.00020153i
-0.00057723+5.5277e-06i,0.00051632+0.00037784i,-0.00020162+0.00021579i,0.00052094+0.00026528i,0.0012713+0.00031341i,0.00039028+0.00027414i,-0.00099781+0.0001579i,-0.001027-7.9273e-05i,-1.0958e-05-0.00021274i,-0.0003177-0.00021439i,-0.00050907-0.00013655i,-2.4727e-05+0.00014431i,0.00040082+8.0942e-05i,0.00040098+8.3751e-05i,0.00026456-0.00031265i,0.0005591-0.00082729i,0.00050515-0.00010208i,-7.2963e-05+9.5689e-05i,-6.432e-05-0.00034973i,0.00051066-0.00042036i,9.8042e-05-0.00033607i,-0.00013577-0.00080408i,0.00063117-0.00031412i
-0.0010845+0.0002297i,-0.0010455+0.00024414i,-0.00029527-0.00024745i,0.00026795-0.00062077i,0.00086776-0.0011839i,0.00030819-0.0010969i,-0.00078711-0.00087832i,-0.00081002-0.00015425i,-0.00047349+0.00079478i,-0.00010967+0.00031762i,0.00020843-0.00039274i,0.00036403-0.00037536i,-0.0002361-2.154e-05i,-0.0007094-0.00041111i,-0.00032483-0.00051113i,-0.00028328+8.9452e-05i,-0.0002803+0.00072499i,-0.00023308+0.00064763i,-0.00045903+0.00023279i,-0.0003764-0.00030054i,-0.00031416-0.00054823i,-0.00030461-0.00062055i,0.00010784-4.4105e-05i
-0.00021241+0.0011344i,6.6252e-05+0.0011407i,0.0013641+0.0013444i,0.0017944+0.00086829i,0.00099388-0.00028258i,0.00068483-0.00052101i,0.00061866-0.00011908i,0.00010292-0.00059127i,-0.00025617-0.00075446i,-0.00052537-0.0010738i,-0.00051609-0.0011429i,0.00022146-0.0006367i,-0.00018112-0.00094128i,-4.6957e-05-0.0013743i,0.00030379-0.0011962i,0.00052482-0.00074912i,0.00031134+6.9872e-05i,-7.2046e-05-0.00015471i,-0.00013012-0.00053883i,-0.00011323-0.00050874i,0.00026262-8.848e-05i,0.00040506-0.00012174i,0.00038441-0.00062738i
-0.0011456-0.001211i,-0.0012715-0.0014257i,-0.0016236-0.0016589i,-0.0010309-0.00080997i,-0.0005463-2.6978e-05i,-0.0001373-0.00040361i,-0.00028761-0.00049895i,-0.00087807+0.00011819i,-0.0010769+0.00030391i,-0.0015046-8.6854e-05i,-0.0016094+0.00015602i,-0.0011008+0.0003621i,-0.00097817-0.00017081i,-0.00057829-8.8384e-07i,-5.0684e-05-0.00019605i,-0.00034929-0.00037747i,-0.00035727+0.00046246i,5.0337e-05+0.00045346i,0.00055263-0.00013188i,0.00021463-0.00022108i,-0.00057102+0.00031978i,-0.00069771+0.00075266i,-0.00049119+0.0011951i
0.0014329-0.0013693i,0.0017639-0.0024556i,0.0016761-0.0029957i,0.0013011-0.0030637i,0.00026181-0.0020725i,-0.001055-0.00035928i,-0.00047695+0.0001058i,0.00084355-0.00041801i,0.00088299-0.00067517i,0.00025208-0.0011468i,0.0001645-0.00078699i,-0.00013984-0.00052046i,-0.00027216-2.0517e-05i,-0.00017149+0.0008816i,0.00039752+0.00061011i,0.00043995+5.1898e-05i,-0.00014628-0.00012971i,-3.2611e-05+0.00059944i,5.4663e-05+0.000431i,-0.00040816+3.5809e-05i,-0.0010918+0.00054889i,-0.0010648+0.00052066i,-0.0012464+0.00036073i
-0.0019156-0.0018603i,-0.0010968-0.0010096i,-0.00082592+0.00065692i,-0.00037885+0.0014782i,-0.00038738+0.0014851i,-0.00048574+0.00091444i,-6.8732e-06+0.00044479i,9.1086e-05-3.6267e-05i,-0.0006637+1.522e-05i,-8.0284e-05+0.0011047i,0.00055456+0.0013566i,0.00016004+0.00039521i,0.00050446-0.00037621i,0.0012598-0.00027629i,0.00115-0.00086381i,0.0007817-0.00097468i,0.0011879-0.00020992i,0.00092367+0.00016409i,0.00017252+0.0010816i,-7.0688e-05+0.0018288i,-5.1296e-05+0.0013111i,-0.00049292-8.1536e-05i,-2.6703e-05-0.00084084i
0.00025685-6.9702e-05i,0.00067729+0.0011595i,-0.00020515+0.001036i,-0.00046938+0.0002587i,1.2211e-05+9.0607e-05i,0.00028936-0.00035681i,0.00028824-0.00082193i,5.5077e-05-0.00074889i,5.3092e-05-0.00064537i,8.9268e-05-0.00033023i,0.00096267+0.00033394i,0.00078105+0.00053021i,7.9404e-05+0.00010813i,0.00031025+0.00024264i,0.0006127-0.00022524i,0.00037022-0.00080087i,0.00022189-0.00028418i,0.0010904+0.00021339i,0.0012806+0.00056592i,0.00077348+0.0010263i,0.00037685+0.0006757i,-0.00028336+5.811e-05i,-0.0001617+0.00026319i
-0.00027075+0.0014751i,0.0002124+0.0018248i,-0.00059201+0.002113i,-0.0014713+0.00088922i,-0.0011529-4.7245e-05i,-0.0003646+0.00035528i,0.00024216+3.1173e-05i,0.00028269-0.0010332i,-0.0001403-0.0017897i,0.00013473-0.0016007i,0.00028212-0.0011485i,0.00015043-0.00081214i,0.00030946-0.00076951i,0.000614+0.00021676i,0.00028201+0.00090715i,4.803e-05+0.00019039i,0.00047641-5.9905e-05i,-0.00015202+7.2346e-05i,-0.00096811-0.00027191i,-0.0008998+0.0001733i,0.00056081-0.00011589i,0.0017421-0.00084585i,0.0006037-0.0002281i
