0.001245+0.00067153i,0.0012904-0.0011018i,0.001263-0.0021942i,0.00011189-0.0023152i,-0.00056803-0.0014632i,-0.00084995-0.00017692i,-0.0010945+0.00068369i,-0.00050641+0.0015315i,-9.5383e-05+0.0010435i,0.00060648-0.00035142i,0.00046283-0.00074733i,-0.00074805-0.00055937i,-0.00095626-0.00043896i,-0.0006264-0.00067305i,-0.00083645+0.00012271i,-0.0009189+0.0010851i,-0.00049768+0.00049595i,-0.00065853+3.1062e-05i,-0.00046286-0.00038311i,8.3389e-05-0.00062539i,0.00099559+8.5303e-05i,0.0017367+2.6768e-05i,0.0012308-5.291e-05i
-4.7757e-06-0.00093375i,-0.00019101-0.00089563i,-0.00035297-0.00035315i,-0.0004721+0.00036932i,-0.00091536+0.00029811i,-0.001543+0.00013055i,-0.0011596+0.00062456i,-0.00031824+0.00066701i,-0.00021894-0.0002049i,-0.00012073-0.0008775i,-6.7235e-06-3.2837e-05i,-0.00018992+0.0012494i,0.00013818+0.0018747i,0.00054577+0.0014683i,0.00040344+0.00021004i,0.00037251-0.00021833i,0.00081224-0.00017186i,0.00093384+0.00011213i,0.00051489+0.0002273i,0.00044187-0.00041069i,-0.00038131-0.0011189i,-0.00052203-0.00078092i,-0.00024309-0.00056607i
0.0012773+0.00023148i,0.00044786+0.00020313i,0.00091095-0.0014653i,0.00045393-0.0031555i,0.00013688-0.002693i,0.00035583-0.0018911i,0.000304-0.00035254i,-0.0001754+0.00096907i,-0.00041885-2.4836e-05i,0.00043366-0.0011029i,0.00053629-3.6069e-05i,-0.00050999+0.00091829i,-0.0011572+0.00051757i,-0.00090374+0.00019603i,-2.8789e-05-0.00032873i,0.0010426-0.00073552i,0.00057573-0.00077094i,0.00025071-0.0014315i,0.0006567-0.001025i,0.0001454-0.00020543i,-0.00043604+0.0007811i,-0.00024575+0.001399i,0.0009871+0.00080776i
-0.00049429-0.0009936i,0.00012837-0.00083829i,-0.00086421+0.0011643i,-0.0010099+0.0017849i,-0.00082689+0.00067463i,-2.3391e-05+0.0001594i,0.00093218-7.8927e-05i,0.00079554-2.6494e-05i,-0.00033554+0.00034705i,-0.00082835+0.00074141i,-0.00094824+0.00068163i,-0.00091283+0.00011273i,-0.00036741-0.00070577i,2.9821e-05-0.0012154i,-0.00038825-0.00069456i,-0.00016462+0.00011113i,0.00049215+0.00011816i,0.00043366+0.00025831i,-0.00040714+0.00028505i,0.00017957-0.00017121i,0.00067605+0.00024254i,-6.976e-05+0.00085833i,-0.00056248+0.00056903i
-0.00090672-0.00046149i,-0.00029679-0.001453i,0.00027861-0.0021755i,0.00024647-0.0015202i,-0.00019727-0.0010501i,-0.00052803-0.0018615i,-0.00020443-0.0019246i,-0.00057256-0.00052248i,-0.00058071+0.000178i,-1.7296e-05+0.00065204i,-0.00013876+0.00054911i,0.00021708+0.00010645i,-0.00016884+0.00052867i,-0.00026264+0.00055286i,3.9885e-05+0.00041733i,0.00014207+0.00053711i,0.00069568+0.00049302i,0.00035185+9.1941e-05i,-0.00012198-2.4922e-05i,0.00040639+8.844e-05i,0.00094558+0.00021218i,0.0011462+0.00039737i,0.00078104+4.7299e-05i
-0.0015382-0.00062117i,-0.00089234+0.00024025i,0.0001923+0.0013988i,0.00082967+0.0019218i,0.00077149+0.0012516i,0.00059069+0.00082691i,0.00044128+0.00093507i,0.00053628+0.00083785i,0.00041433+7.8375e-05i,5.9418e-05+0.00020196i,-0.00040841+0.00033254i,-0.00070125-0.00036877i,-0.00039645-0.00033971i,0.00017741-0.00023118i,0.00056901-0.00047525i,0.00071254-0.00035287i,0.00075169-0.00017496i,0.00039575-0.00029446i,7.3539e-06+0.00023088i,-0.00032901+0.0006963i,-0.00090624+0.00061255i,-0.00073013+0.0005486i,-0.0007363+0.00012985i
-0.00038026-0.00097428i,-0.00023802-0.0013371i,-0.00054095-0.0013688i,-0.00083818-0.00075688i,-0.0007984-0.00071442i,1.7387e-05-0.00077084i,0.00052036+9.3888e-05i,-0.00048309+0.00080312i,-0.0011815+0.00047943i,-0.00025199+0.0002222i,0.00043071+0.00081813i,0.00026715+0.00066823i,0.00027614-0.00043463i,0.00030552-4.7828e-06i,3.7882e-05+0.00042834i,0.00028782-5.8789e-05i,0.00017647-0.00072846i,0.00011446-0.00032556i,-7.8478e-05+0.00051546i,0.00011578+0.00054027i,0.00101+0.00078127i,0.0010465+0.00052716i,0.0003472+0.00035684i
8.2408e-06-0.0008403i,0.00047759+0.00013927i,0.00035966+8.338e-05i,-6.2686e-05-0.0011988i,-0.00094017-0.0020794i,-0.0012388-0.001063i,-5.7604e-06-7.2552e-05i,0.00045499+1.6784e-05i,0.00043649+8.2901e-05i,0.00023091-0.00030305i,0.00065119-9.7407e-05i,0.00060107+0.00016112i,-2.3877e-05-0.00029031i,-0.00010648-0.00012444i,-0.00026362+0.00035908i,0.0003164+0.00037126i,0.00068008-0.00028695i,0.00063819-0.00090025i,0.0010943-0.00087737i,0.0012781-0.00022512i,0.00082183-0.000402i,-0.00063348-0.00027369i,-0.0015453+0.00070799i
0.00062817-0.00015293i,0.00050933+4.8934e-05i,-0.00051876-0.00036886i,-0.0010702+3.1009e-05i,-0.0025933+8.3124e-05i,-0.0027876-0.00054978i,-0.0004017-0.0001523i,0.0011833-0.00032768i,0.00053839-0.0011841i,-0.00052122-0.0010434i,-0.00071533-0.00047951i,-0.00049564+6.5695e-05i,-0.00026731+0.00030364i,-0.00022765+0.00046164i,-0.00010222+2.2761e-05i,0.00031717-0.0004302i,-1.9542e-05-0.00044359i,-0.00060075+6.2236e-05i,-0.00061634+0.00035398i,-0.00022728+0.00078018i,0.00050998+0.00060584i,0.00053203+0.00010283i,-0.00022105-0.00058407i
-0.00025896-0.00080502i,-0.00019468-0.00058994i,-0.00060224+0.00041013i,-0.0002923+0.0008857i,-0.00015597+0.0011011i,-2.7492e-06+0.00043645i,0.00098732-0.00069236i,0.0013624-0.00074684i,0.00084529-0.00054621i,-0.00046769-0.00042186i,-0.00034513+0.0006498i,0.00015034+0.00079536i,-0.00025735+0.00016472i,-0.00027163+0.00012593i,0.00060288-6.6575e-05i,0.00095329-0.00018271i,0.00055968-0.00013103i,-0.00014411+0.00051449i,-0.00031661+0.00095807i,-0.00032224+0.00032638i,-0.00035315-0.00015152i,-2.7565e-05-0.00017402i,0.00045118+0.0004518i
0.00054083-0.00025172i,0.00044758-0.0012362i,0.00060909-0.0031859i,-0.00032366-0.0040978i,-0.0020603-0.0034285i,-0.0024745-0.0018741i,-0.0013535-0.0010128i,-0.00015426-0.0011564i,-6.6491e-05-0.0014355i,-4.7213e-05-0.00065576i,-3.4841e-05-9.7632e-05i,-0.00044867+2.3294e-05i,8.5691e-05+0.00061177i,0.00054984+0.00058431i,0.00053163+0.00028798i,0.00025794+0.00039365i,-8.201e-06+0.00029493i,-0.0001987-6.5901e-05i,-0.00028656+0.00012095i,-0.00088754+0.00018315i,-0.0011947+0.00034431i,-0.00061091-0.00022826i,-2.4863e-05-0.00067687i
0.00084999-6.179e-05i,0.0018269+0.00025427i,0.0028182-0.00033625i,0.002516-0.0012134i,0.0014915-0.00070125i,0.00060075-0.00060087i,0.00038284-0.00095585i,0.00012143-0.0008539i,0.00020596-0.0012314i,0.00024148-0.00088296i,-0.00022794-0.00011274i,-6.3949e-05+7.9719e-05i,-2.7021e-05+0.00095221i,-0.00043522+0.0011976i,-0.00050419+2.3316e-05i,0.00015189-0.00034664i,-8.2534e-05-8.741e-05i,-0.0010919-0.00062069i,-0.00083899-0.00079725i,-0.00025014-0.00035288i,0.00030089-6.9605e-05i,0.00050517+0.00029875i,0.0002974+0.00029861i
-0.00050635+0.00015177i,-0.00078704+0.0012032i,-0.0016112+0.0012149i,-0.0016137+0.00060569i,-0.0010559+0.00052223i,6.292e-05+0.00061731i,0.00039801+0.000613i,-2.1646e-05+0.00018673i,-0.00065775+0.00017212i,-0.00040147+0.00060742i,0.0007285+0.00069752i,0.0009976+0.00071418i,-0.00024703-6.1282e-05i,-0.0011983-0.00022005i,-0.00048142+0.00030272i,0.00022922+0.00042782i,0.00014299+0.00046167i,-7.4202e-05+0.00048561i,0.00014447+0.00037335i,-1.7239e-05+0.00023905i,-0.00056946+0.00012244i,-0.00024575-0.00011484i,0.00015822-0.00058376i
-0.00012513+0.00034692i,0.00062815-0.0012158i,0.00066657-0.001749i,0.0019352-0.0013111i,0.0027222-0.0011502i,0.0012985-0.00082718i,5.3378e-05-0.00075705i,-0.00012837-0.001331i,7.0601e-05-0.00088653i,0.00022753+0.00030159i,5.3495e-05+0.00037751i,-1.0357e-06+0.00029841i,-0.00060557+6.5132e-05i,-0.0010073-0.00075093i,-0.00096151-0.0013714i,-0.00027064-0.00030541i,-0.00015085+0.00059666i,-0.00033738+0.0003342i,0.00039561-0.00016676i,0.00067427-0.00037174i,-4.0046e-05-0.00011195i,-0.00012053+0.00046255i,8.8892e-05+0.00019826i
-0.00074669-0.00036547i,-0.00082501+3.7445e-05i,-0.00013513+0.00023445i,0.00043752+0.0005668i,1.9689e-05+0.00092409i,-0.00029705+0.00039266i,-0.0011373-0.00054699i,-0.001417-0.0010074i,-0.00058877-0.00042624i,-3.7509e-05+0.0004388i,0.00028638+0.00096582i,0.00023154+0.00059795i,-0.0004785+3.035e-05i,-0.00081005+0.00037709i,-0.00062189+0.0010717i,-1.7771e-05+0.00071603i,6.3021e-05-0.00030974i,-0.00050596-0.00016889i,-0.00060181+0.00022769i,0.00017347+0.00059545i,0.00060633+0.00087531i,0.00020518-5.0778e-05i,0.00013436-0.00077293i
-0.0008488+0.00070069i,-0.00013195+0.00079672i,0.00071475+0.00055249i,0.0011784+0.00042152i,0.0012425-0.00016944i,0.00014992-0.00093537i,-0.00058506-0.0014937i,-0.00034092-0.00047742i,-0.00029371+0.00099554i,-0.00037751+0.00064917i,7.5474e-05-0.00010443i,9.223e-05-6.3437e-05i,-0.00040573+0.00034699i,-2.096e-05-0.00011752i,0.00076796-0.00064125i,0.00079263-0.00018429i,0.00082299-0.00010013i,0.00013985-0.00030085i,-0.0002381-0.00026966i,-0.00018766-1.1558e-05i,-1.9917e-06+0.00066066i,0.00021042+0.00033196i,0.00046697-0.00026729i
0.00082925+0.00057672i,0.00023223+0.00037402i,-0.00076964+0.00017165i,-0.0017776-0.0012002i,-0.00069274-0.0015858i,0.00049832+8.0951e-06i,-0.00045497+0.00099202i,-0.00033652+0.00091609i,0.00067432+0.0005234i,0.00055149+0.00029358i,-0.00054794-2.0436e-06i,-0.00087244-0.00064244i,-0.0001894-0.00057711i,0.00074055+4.3605e-05i,0.0013435+0.0001861i,0.00038573+0.00020889i,-0.0005237-0.00042259i,-0.00019008-0.00067806i,-0.00049789-0.00069935i,-0.00073777-0.00015959i,-0.00042659+0.0008876i,1.6083e-05+0.00084517i,0.00039005+0.00020955i
-0.00025657-4.0793e-05i,0.00093534+0.00025327i,0.00037813+0.00017096i,-0.00096634+7.6472e-05i,-0.001461+0.00062582i,-0.00060674+4.5473e-05i,0.00053427-0.00083972i,0.00077618-0.00089407i,0.00018367+9.7885e-05i,-0.00051507+0.00047067i,-0.00069449-8.9906e-05i,-5.0643e-05-0.00024956i,-0.00032164-0.00010404i,-0.001164-0.0003422i,-0.00063821-0.0003472i,-4.3425e-05-3.858e-05i,-0.00011319-0.0001783i,4.1234e-05-0.0006363i,0.00035162-4.8196e-05i,0.00021826-1.9638e-05i,0.00045135-0.00021962i,0.00067738+0.00057575i,3.3022e-05+0.00062965i
0.00058746-4.9524e-05i,0.00093382+0.00059013i,0.0016818-0.00012362i,0.00099817-0.0011622i,-0.0009228-0.0015151i,-0.0018383-0.0004648i,-0.00073936+0.00013655i,0.00041799+0.00057596i,0.0003755+0.00049254i,-0.00049074+1.8597e-06i,-0.00031812-0.00032236i,0.00062645+0.00063643i,0.0003267+0.0017056i,-3.098e-05+0.001088i,-0.0003951+0.00054285i,-0.00039139+0.00064927i,-0.00010273+0.00018151i,-6.1509e-05-0.00043883i,0.00011358-0.00052596i,-0.00031821-0.00019152i,-0.00056023-0.00014958i,-0.00044869-8.4001e-05i,0.00016932+0.00014481i
-0.0013021+6.7683e-05i,-0.0014354+0.00019204i,-0.00054+0.0003452i,8.6972e-05+0.00026382i,0.00014277-8.7876e-05i,5.0712e-05-0.00013688i,-0.00046416-0.00041333i,0.00021893-0.00015153i,0.00050103-0.00013138i,1.1924e-05-0.00019221i,-0.0001944+0.0003781i,-0.00023912+0.00051168i,-0.00026719-0.00013697i,-0.00040002-0.00084645i,-0.00019281-0.00075479i,0.00082312+0.00011943i,0.0011008+0.00096817i,-0.00019494+0.00076744i,-0.00039136+0.0001075i,0.000517+9.4051e-05i,0.001199-1.1371e-05i,0.00051592-0.0001753i,-0.00078247+0.0001109i
-0.00063007+0.00035755i,-0.00036544-1.6178e-05i,0.00028951+0.00012189i,0.00011739-0.0011061i,-0.0002731-0.0013968i,-0.00083748-0.00048739i,-0.0014217-0.00033745i,-0.00089465-0.00022397i,-0.00032743+0.00010244i,-0.00010732+0.00068463i,-0.00024575+0.00048125i,-0.0009432+0.00035411i,-0.0017369-0.00010063i,-0.00099461-0.00052864i,0.00054472+0.00025013i,0.0013638+0.00050256i,0.0011605-0.00047037i,0.00077626-0.00056997i,0.0004738-9.9423e-05i,-5.3614e-05+0.00025731i,-0.0001864+0.00014403i,0.0001039-0.00035715i,3.3305e-05+0.00032242i
7.9226e-05+0.00036723i,9.099e-05+0.0010834i,1.5666e-06-0.00031457i,-0.00088951-0.00018868i,-0.0015881+0.00070768i,-0.00013478+0.0010997i,0.0012084+0.0012521i,0.00070724+0.00049543i,-6.1552e-05-8.2715e-05i,0.00055682-0.00020073i,0.0009029-4.1415e-05i,0.00046366+6.9852e-05i,2.4577e-05+0.00027272i,0.00013469+5.2692e-05i,2.7408e-05+0.00013576i,-0.00033036+0.00055353i,0.00040923+0.00037616i,0.0010196+0.00026606i,0.00088207+0.00050376i,0.00046914+0.00087678i,0.00031909+0.00072793i,0.0009671+4.9625e-05i,0.00085063-0.00058262i
0.00055901-0.00019598i,0.00078787-0.00034811i,0.00048046-0.00055354i,-0.00014332-0.00094429i,-0.00050208-0.00074196i,-0.00032634-0.00050893i,0.00013706-0.00024924i,-0.0001824-0.00047361i,-0.0014986-0.00029787i,-0.0019534+0.00080865i,-0.0014607+0.0013466i,-5.4846e-05+0.0011192i,0.0013634+0.00036047i,0.0014391-5.4708e-05i,0.00098215-0.00024959i,0.00046849+3.0009e-05i,0.00019793+5.2407e-05i,0.00046003-0.00041985i,0.00048218+0.00025511i,-4.2352e-06+0.00065636i,-3.2613e-06+7.1309e-05i,-6.3193e-05-0.00037715i,-8.7383e-05-0.00051636i
-0.00070648-0.002096i,0.00046494-0.00053859i,-0.00060056+0.00026676i,-0.0013152+0.00015891i,-0.00060065+5.0631e-05i,0.00071679+0.00036152i,0.00073569-0.00023584i,0.00074219-0.0010594i,-0.00011609-0.00048787i,-0.00031684+0.00068633i,0.00096371+0.00065881i,0.001303-0.00053091i,0.001131-0.00075808i,0.00079622+0.00016994i,8.6706e-05+0.00056345i,0.00030866-7.209e-05i,0.00049421+4.6638e-06i,-0.00020849-0.00019355i,-0.00028786-0.00015034i,0.00040202+0.00081483i,-0.00024437+0.0005802i,-0.00035898-0.00027816i,0.00026229+0.00039241i
-6.267e-05+0.00094727i,0.00026585-0.00017826i,0.00024528-0.00031312i,0.00047398-0.00094768i,0.00031733-0.0011988i,-0.00027704-0.0015882i,-0.00032151-0.0013135i,-0.00048856-0.00038752i,-0.00042122+0.00010525i,-0.0001513+0.0004117i,8.2624e-05+0.00065851i,0.00023889+0.0008138i,-0.00032435+0.00073781i,-0.0011136+0.00053373i,-0.00042448+0.001058i,-4.6974e-05+0.0014184i,-0.00014066+0.00098552i,1.524e-05+0.00029793i,-0.00032233+0.00015828i,0.00016715+0.00051239i,0.00075856+0.00064866i,-3.7463e-05+0.00079871i,-0.00049291+0.00023878i
0.00036153+1.8435e-05i,-0.00023901-0.00041218i,0.00040428+0.00027028i,0.00080388+0.00059829i,0.000778+0.0008165i,0.00027391+0.00072108i,-0.00027521+0.00042192i,-0.00068778+0.00075346i,-0.00058523+0.00062984i,1.3297e-05+0.00018119i,-0.00036003-0.00012897i,-0.00039164+4.649e-05i,0.00021325+0.00016982i,0.00024446+0.00035807i,0.00063227+0.0003005i,0.00071768+8.435e-05i,2.4437e-05-0.00038896i,0.00044411-0.00074887i,0.00014223-0.00029766i,-0.0008779+7.061e-05i,-0.00049249-5.7645e-05i,-0.00016687-0.000318i,-0.00060573-0.0002679i
-0.00061249+0.00084104i,0.00019408+0.00077588i,0.0016608+0.0012282i,0.0021367+0.00027344i,0.0013396-0.0018053i,0.00075259-0.0025002i,0.00065719-0.0016124i,-0.00026707-0.00043316i,-0.00056519+0.00088039i,0.00026084+0.00056789i,0.0010945-0.00025642i,0.00092716-4.5698e-05i,0.00041274-3.2148e-05i,-0.00022881+0.00012416i,4.4721e-05-0.0002204i,0.00092653-0.00061908i,0.00078377-0.00023447i,7.7516e-05-0.00015264i,8.447e-05+0.0001777i,-0.00016692+0.00057686i,-0.00026794+0.00019961i,-0.0002061+0.00027061i,0.00016999+9.1589e-05i
-0.00080921+9.862e-06i,-0.00028386-0.0013304i,0.00018484-0.0015813i,0.000116-0.0016842i,0.00085053-0.0020715i,-4.3512e-05-0.001993i,-0.00058701-0.0013642i,-4.6296e-05+0.00023115i,-0.00019606+0.00086293i,0.00052078+3.7561e-05i,0.00074192+0.00022552i,0.00023291+0.00042511i,0.00056775-0.00038118i,0.00072399-0.00098273i,0.0005176-0.00053613i,0.00086924+0.00056845i,0.00038901+5.6313e-06i,-0.00038952-0.00084766i,-0.00029649-0.00058732i,-5.6512e-06-0.00069481i,0.00024967-0.00017181i,0.00048338+0.00017979i,2.2366e-05-0.0003529i
0.00012399+0.00030818i,0.00094059+6.331e-05i,0.00062829-0.00031426i,-0.00026152-0.00085421i,-0.0012254-0.00087978i,-0.0011621-0.00026137i,-0.00095173-0.00010798i,-0.00085098-0.00040837i,-0.00010509+0.00047676i,0.00019138+0.00057492i,-9.1316e-05-0.00043396i,7.6767e-05-0.00038739i,0.00084246+0.00017591i,0.00099612+0.00060502i,0.00041901+0.0003857i,0.00017286-0.00032828i,0.00032527-6.2755e-05i,0.0001758-0.00054975i,-0.00046924-0.0010376i,3.4647e-05-0.00052601i,0.00082806+0.00022295i,0.00026686+0.00065385i,-0.00017893+0.00016189i
7.2997e-06+0.00076228i,-8.1767e-05+0.00063017i,-0.00039963+5.1717e-05i,-3.5496e-06-0.0004921i,8.5977e-05-0.00071536i,0.00018988-0.00041993i,0.00061465+0.00014931i,0.00019167+0.00086047i,-0.00011368+0.0010182i,0.00063719+0.00018688i,0.00094202+4.7437e-05i,0.00030163+0.00069984i,-4.3454e-05+0.0013379i,-0.00081976+0.0011241i,-0.0013989+6.4257e-05i,-0.0014285-0.00094369i,-0.00081429-0.00059935i,-6.8097e-05+0.00046087i,-0.00058647+0.0011555i,-0.0010269+0.00061431i,-0.00047341+0.00011483i,3.8609e-05+0.00010396i,0.00086851+0.00017385i
-0.00011619+0.00036709i,-0.00031717-0.00055002i,-0.00019556-0.00023121i,-0.000794-0.0009075i,-0.00078196-0.0014948i,-0.0003919-0.0009419i,-0.00052674-0.00065216i,-0.0001693-0.00015789i,0.00052684-8.0285e-05i,0.00030466-0.00028326i,-0.000479-6.5318e-06i,-0.00099245+0.00029203i,-0.00052102+0.00011996i,-0.00010029-9.2522e-05i,-0.00029903-0.00033499i,-0.00052917-0.00082006i,1.2676e-05-0.00066048i,0.00056607-0.0007715i,0.00054769-0.00057007i,0.00071114+3.7251e-05i,0.00045241+2.7264e-05i,0.00017009-0.00011259i,0.00052273+9.3804e-05i
0.0012067-0.00068335i,0.001137-0.00082506i,0.001304-0.0015239i,0.0009036-0.0011626i,0.00045257-0.00062836i,-0.00049141-0.00049042i,-0.0010754-0.00070491i,-0.00063607-0.00021446i,0.00054766+0.0002166i,0.0012406-8.9001e-05i,0.00084826-0.0002797i,0.00011211-0.00062402i,-0.00024847-0.00065207i,-0.00066387-0.00020493i,-0.00044887-0.00027287i,0.00081566-6.4994e-05i,0.00065482-0.00010144i,-1.205e-05-0.00049847i,-0.00026219-0.00061063i,-0.00035942-0.0002164i,-0.00032515-4.6627e-05i,-0.0003889-0.0005124i,-4.0595e-05-0.00027658i
-6.7974e-05+0.00042835i,-0.00056386+0.0015412i,-0.00017468+0.0019498i,-0.00034829+0.00089439i,-0.0015159-0.00062382i,-0.002607-0.0011896i,-0.0016479-0.0008369i,-0.00028671+4.4817e-05i,0.00029431+0.00041394i,0.00060108-0.00016269i,8.6296e-05-0.00042419i,3.3027e-05-1.967e-05i,-0.00015127+0.00044861i,-0.00061926+0.00058544i,-0.00064873+0.00034929i,-0.00047325-0.00027159i,-0.00031499-0.00040663i,-0.00049716-3.0922e-05i,-0.00040387+0.00038254i,2.8161e-05+0.0011182i,-0.00041763+0.0013257i,-0.0007594+0.00074849i,-0.00082791+0.00081315i
-0.00019936-0.0003817i,8.2199e-05-0.0015051i,0.000428-0.0016306i,-0.00028537-0.0017105i,-0.0010397-0.0012857i,-0.001485-0.00066939i,-0.0010532-0.00057239i,0.00030831-0.00086517i,0.00053869-0.00067543i,-0.00013355+0.00027748i,0.00021759+0.00077752i,0.00054025+0.00061253i,0.00033287-0.00033153i,0.00012896-0.0013238i,0.00054047-0.0015148i,0.0014177-0.00068943i,0.00028131-0.00030355i,-0.00054548-5.4971e-05i,-5.2643e-05+0.0002279i,4.6909e-05+0.00010417i,0.00037245-6.6639e-05i,0.00020611+0.00019869i,0.00017975+0.00060941i
0.00022232+0.00028148i,0.00028764+0.00084144i,0.00085685+0.0006486i,0.00039791+0.00052801i,-0.00086232+6.8723e-05i,-0.0010697-0.0005043i,5.7001e-05-0.00030435i,0.0010365+0.00037873i,0.0013739+0.0012343i,0.00043924+0.00087169i,-9.4615e-05+0.00011693i,0.00012637-0.000645i,0.00070629-0.0010001i,0.00056744+0.00031205i,0.00031018+0.00050561i,0.00031579+4.3585e-06i,0.00060623+0.0001063i,0.00071415+6.809e-05i,0.00044163+0.00018338i,-3.7249e-05-5.3279e-05i,-0.00099474+0.0002676i,-0.00093828+0.0010787i,-0.00044937+0.00066766i
-0.00040768+0.00016488i,-0.00032042+8.177e-05i,-0.00035559+2.5721e-05i,-0.00019469-0.00051356i,0.00061073-0.0015962i,0.00041597-0.0012503i,0.00065176-0.00026856i,0.0011891+9.4371e-05i,0.00049369-0.00035189i,-0.00041931-0.00033418i,-0.00058549+0.00019876i,0.00025115+0.00031293i,0.00020503-0.00051422i,1.6245e-05-0.00044217i,0.00083364+0.0002041i,0.00099787+0.00047692i,0.00030405+0.00024931i,-0.00024564-0.00026663i,-0.00024238-9.618e-05i,-0.00020972-4.3196e-05i,0.00045871-0.00040215i,0.0007732-5.9781e-05i,0.00056293-3.0786e-05i
7.2829e-05-0.00043602i,0.00012393-0.00073928i,-0.0006086-0.00097543i,-0.0015429-0.0018083i,-0.0012275-0.0015155i,-0.00043454-0.00099232i,-0.00020411-0.0010853i,-0.0001192-0.0010273i,4.5269e-05-0.00010808i,-9.1399e-05+0.00087491i,-0.00033836+0.0013846i,3.0528e-05+0.00070035i,0.00023685-0.00017552i,-0.00027772-0.00066459i,2.0973e-05-0.0012993i,-0.00024496-0.00086723i,-0.00019936-5.0833e-05i,-1.5627e-06+0.00027787i,-0.00040673+0.00048372i,-5.6868e-05+0.00098393i,0.0011012+0.00034838i,0.0010891-4.6776e-05i,0.00015927+0.00024234i
-0.00019546+0.00062474i,-1.655e-06+0.00010138i,0.00086463+0.00046137i,0.0014656+0.0005315i,0.0012027+7.09e-05i,0.00085696-0.0001398i,0.00013502-0.00067567i,-0.00029544-0.00020604i,-0.00013712+0.0010426i,0.00022211+0.0012972i,-0.00015666+0.00045329i,3.6814e-05+0.00011666i,0.0002317+3.0512e-05i,0.00050938-0.00062525i,0.00097828-0.00079923i,0.00056055-1.6305e-05i,0.00023357+0.00059871i,0.00040556-0.00012458i,0.00034634-0.00038651i,0.00019566-0.000812i,0.00024407-0.0013649i,0.00016051-0.0012604i,-0.00024129-0.00074503i
0.00031971+0.00046832i,-0.000259+0.0010494i,-0.000898+0.00027124i,-0.00082222-0.00031891i,-0.00052632-0.00059705i,-0.00033545-0.00084642i,-0.00058705-5.0186e-05i,-0.00027686-3.4278e-05i,-0.00046503-0.00038103i,-0.00059065-0.0001424i,-0.00012065+0.00019571i,0.00031459+0.00049504i,0.00052439+0.0011328i,0.00046862+0.0015175i,0.00031+0.00057553i,0.00014545-0.00041175i,0.00043233-0.00046513i,-0.0002137-0.00060864i,-0.00074885-0.00032963i,-0.00078675+0.00073309i,-0.00096579+0.0010055i,-0.00072967+0.00054807i,-0.00042038+4.8737e-05i
0.0010907-0.00039469i,0.00039808-0.00045232i,0.00056155-0.0015104i,0.00018811-0.0018001i,-0.00076861-0.001186i,-0.0012758-0.00062431i,-0.00086668-0.00042108i,-0.00093849-0.00044844i,-0.00096434-0.00051539i,-0.0006613-0.00060032i,-0.001083-0.00043744i,-0.00052715-0.00087461i,0.00038133-0.0010294i,0.00050383-0.00039537i,-7.3062e-05-0.00037243i,-0.00017176-0.00046643i,0.00068031-0.00037752i,0.00064293+8.2895e-05i,0.00019524-6.9169e-06i,0.00024011-0.00012681i,0.00015623-5.6549e-05i,-5.1946e-05+0.00025178i,2.6773e-05+0.0012345i
-0.00046739-0.00022287i,0.00033294-0.00062363i,0.00036975-0.00038935i,-0.00014728+0.00028407i,-0.0009633+0.00089181i,-0.0007562+0.00062041i,0.00069434-0.00028079i,0.0011866-0.0001175i,-4.9592e-05-4.8163e-05i,-0.00052747-6.5859e-05i,-0.0006453-8.2391e-05i,-0.00054701+0.00010335i,-0.00011002+8.3186e-05i,0.00021872-0.00038962i,0.00013672-0.0002655i,0.00020497-0.00045119i,0.00083299-0.00076751i,0.0010346-0.00044813i,0.00095561+3.0719e-05i,0.0013651+0.0003291i,0.0011988+0.00051056i,-6.109e-05-4.7908e-05i,-0.00053103-0.00011443i
0.00027672-0.00039235i,0.00041383-0.00023918i,0.000576+0.00014906i,-0.00028739+0.00053384i,-0.0016908+0.00050789i,-0.0021231+0.00038874i,-0.00056176+0.00048009i,0.00072054+0.000167i,0.00050367-0.00054314i,0.00024313-0.00068928i,-0.00020351-0.00039869i,-0.0001578+0.00061424i,0.00081398+0.0011926i,0.0008561+0.0010665i,0.00059186+0.0009311i,0.00083938+0.00040068i,0.0011244+0.00016241i,0.00051746+2.7982e-06i,-3.9809e-05-2.2081e-05i,7.7837e-05-5.0845e-05i,0.00059961-0.00041514i,0.00058672+5.9911e-05i,0.00041255-8.1913e-05i
0.0007971-0.0018034i,0.00052675-0.0013177i,-0.00088802-0.0014632i,-0.0022985-0.0014991i,-0.0027445-0.00037235i,-0.0013855+0.00058876i,0.00014922-6.7983e-05i,0.00038-0.00050401i,-2.6981e-05-0.00010869i,-0.00045982-0.00014751i,6.2698e-05-2.158e-06i,0.00012184+0.00037354i,-0.00015877+3.6875e-05i,0.00031503-0.00027526i,0.00093462-0.00010145i,0.0011383+1.1896e-05i,0.0005166+0.0005197i,-0.00015659+0.00044559i,-0.00024162-0.00055518i,-5.4684e-05-0.00017128i,-0.00020039+0.00030924i,-0.00022068+0.00018451i,-0.00033921+0.00040791i
