-0.0020299+0.00058223i,-0.0017275+0.0010562i,-0.0022847+0.0017687i,-0.0024113+0.0020423i,-0.0014882+0.0026808i,0.00081742+0.0021974i,0.0019499+0.0010259i,0.0014062+0.00067893i,0.00087405+0.00066693i,0.0013771+0.00015682i,0.0011606-0.00060255i,0.00057934-0.0011324i,-0.00019485-0.0010018i,-0.00086201-0.00074528i,-0.00099224+0.0001153i,-0.0012832+0.00047787i,-0.0017683-5.0304e-05i,-0.0011009-0.00029216i,2.0292e-05-0.00029383i,0.00029979+3.0264e-05i,0.00069397+6.7339e-05i,0.00070603-0.00031099i,-0.00041148-0.00030714i
1.7602e-06+0.0020912i,5.7638e-05+0.0023019i,0.00051991+0.0025757i,0.0015486+0.00072816i,0.0020485-0.0014923i,0.0015657-0.0014112i,0.0010401-0.0012936i,0.00015002-0.0012365i,-0.0004716-0.00032104i,0.0001455+0.00022031i,0.00027492-0.00012883i,8.7934e-05-0.00017346i,-0.00030855+0.00048846i,-0.00043532+0.0008423i,-0.00033288+0.00044044i,-0.001036+0.00029939i,-0.00066882+0.00024163i,0.00039209-3.3216e-05i,0.00047495-0.00074588i,-0.00013383-0.00096507i,-0.0003273-0.00040076i,-0.00021064-0.00055669i,0.0003278-0.0006784i
0.00056546+0.002134i,0.00043377+0.0007601i,-0.00015647+0.00097515i,-0.00051981+0.0010174i,-0.00048156+0.0010259i,0.00052402+0.0001953i,0.0010799-0.00084343i,0.00034903-0.00072249i,0.00042906-6.5134e-05i,0.0014786+0.001029i,0.0013533+0.0011598i,0.00099768+0.00051679i,0.00027226+0.00042529i,-0.0013659+0.00034113i,-0.0012914+0.00010911i,-0.00047692+0.00023066i,-0.0003179+0.00060021i,0.0001584+0.0005273i,0.00016025+0.00022162i,-0.0004929-0.00014283i,-0.0003193-0.0005396i,0.00012903-9.2295e-05i,0.00063677+0.00089339i
-0.00045457+0.0013544i,0.00045899+0.0023858i,0.0010571+0.0025801i,0.0015599+0.0012005i,0.0012134-8.3979e-05i,0.00095007-0.0010428i,0.00068073-0.00061184i,0.00028216+0.00012137i,-8.4197e-05+0.00088079i,-0.0001712+0.0013964i,4.2361e-05+0.00089248i,-9.1907e-05-0.00020823i,-0.00013037-0.00059197i,-0.00023104-0.00020202i,-0.00082738-0.00053601i,-0.00081396-0.0007609i,-0.00041373-0.00052018i,-0.00052277+7.9527e-06i,-0.00075791+0.00034041i,-0.0011511-0.00014393i,-0.00047046-0.0012284i,-0.00076611-0.0010054i,-0.0005579+0.00011454i
-0.00088429-0.0007032i,-0.00044793-0.00011935i,0.00033446+3.2453e-05i,0.00082327+0.00075552i,0.00054873+0.00098056i,0.00071925+3.3245e-05i,0.00049545-0.00096417i,-0.00047464-0.0010039i,-0.00065653-0.0006418i,-0.00044232-0.00038784i,-0.00076577-0.00041603i,-0.00078494-0.000264i,-0.00054674-0.00015748i,-5.6668e-05-0.00017691i,0.00027018+5.2662e-05i,2.0931e-05-0.00034063i,-8.3398e-05-0.00026508i,-7.7461e-05+0.00043116i,0.00040444+0.00030072i,0.0010254-0.00013103i,0.00083639-0.00024083i,0.00031158-9.9657e-05i,0.00026202-0.00036781i
-0.0010548-0.0017582i,0.00022044-0.001817i,-9.8927e-05-0.0013768i,-0.00053098-0.00026719i,-0.00028894-0.00027468i,0.00097281-0.00078664i,0.001617-0.00070607i,0.00064576-0.00068402i,-0.00079217-0.00056569i,-0.00085431+0.00022477i,-1.3535e-05+0.00083145i,0.00038069+0.00041541i,0.00056351-0.00012295i,0.0012809+0.00013254i,0.0012139+0.00064597i,0.0011348+0.0002178i,0.0010039+0.00088547i,0.00039038+0.0011164i,0.00016099+0.00024766i,-0.00030471-1.9066e-05i,-4.5047e-05-0.00019803i,7.3645e-05+0.00013764i,0.00013322+0.00092033i
5.2863e-05-0.00046055i,0.00030836-0.0016831i,-3.1654e-05-0.0019562i,-0.0015653-0.001393i,-0.0015905-0.0014205i,-0.00082377-0.0013737i,-0.00030751-0.0004988i,0.00028408+0.00073546i,0.00024447+0.0015138i,0.00038186+0.0016319i,0.00044537+0.0015306i,-0.00047859+0.0013462i,-0.00056607+0.00060637i,0.00043672+0.00029946i,0.0006326-0.00032436i,-0.00018173-0.00083438i,-0.00050537-0.00037094i,-0.00051876+0.00084124i,-0.00056332+0.00095224i,-0.00013172-7.0147e-05i,-9.3002e-05-0.000121i,-0.00045707-1.009e-05i,0.00021945-0.00040673i
0.0016179-0.00013408i,0.0018768-0.0013104i,0.0017122-0.0024105i,0.00087257-0.0019757i,-1.9522e-05-0.0011076i,-0.00034224-0.0014624i,0.00036624-0.00056385i,0.00034523+0.00028477i,0.00063306+0.00047776i,0.00038495+0.0010342i,-0.0006176+0.00067954i,-0.00047873+7.7201e-05i,-6.2968e-05-4.4529e-05i,8.4162e-05+0.00026337i,-0.00026307-0.00022169i,-0.00081044-0.00089961i,-0.00057764-0.00047042i,-0.00041843-1.4771e-05i,-0.00031182-9.8209e-05i,-0.00020058+0.00012289i,-0.00035838+0.00052982i,-0.0003749+0.00017773i,-0.00043076-1.2889e-05i
-0.000481+0.0010068i,0.00010732+0.0013965i,-0.0001566+0.001013i,0.00044397+0.00063597i,0.00079442+0.00137i,0.0012172+0.00055032i,0.0015972-6.0755e-05i,0.00093483-2.7988e-05i,0.00021759+0.00023783i,-0.00066544+0.0010626i,-0.0012495+0.00064249i,-0.00092349+5.6256e-05i,-0.0012673+2.9625e-05i,-0.0011558-3.7618e-05i,-0.00048465+1.6509e-05i,-1.1874e-05+0.00016429i,0.00083007-0.00033467i,0.00095314-0.00035621i,2.168e-05+0.00053846i,-0.00024795+0.0013963i,-0.00027849+0.0010352i,0.00045998+0.001106i,0.00092245+0.0012296i
0.001984-0.00033706i,0.0019242-0.0016921i,0.0014607-0.0027742i,0.00030454-0.0028207i,0.00019289-0.0025762i,0.0001369-0.0022078i,-0.00029362-0.0013004i,-0.00012507-0.00043634i,-0.00058603-0.00029481i,-0.0011435-0.0001908i,-0.00027019+0.00015012i,0.0001819-0.00011049i,-0.00045943-0.00039523i,-1.7608e-06+0.0002923i,0.00022734+0.0010398i,-0.00087174+0.00067536i,-0.0014355-0.00021332i,-0.0010876-0.00074616i,-0.00046942-0.0011622i,-0.00011853-0.00077322i,-0.00056655-7.2299e-05i,-0.0012561-0.00047029i,-0.0012373-0.00085534i
-0.00044903-0.0012756i,0.00025843-0.0010903i,0.00031565-0.00081228i,0.000413-0.00079588i,0.00034346-0.00022081i,0.00080467+0.00041968i,0.00070637+0.00048613i,-0.00027921+0.00021776i,-0.00092643-9.099e-05i,-0.00069142+0.00015444i,-0.00023435+0.00062006i,-0.00077233+0.00086774i,-0.00073008+0.0005525i,0.00012342+0.0001222i,-5.0319e-05+3.5798e-05i,-0.00023415+2.9917e-05i,-0.00011964+0.00029166i,-8.9319e-05-0.0001243i,9.2017e-05-0.00076826i,-5.5378e-05-0.00078708i,-4.0527e-05-0.00063073i,0.00046286-0.00029014i,0.00019103-0.00020569i
0.00020805+0.0021594i,0.00030993+0.0026933i,0.00047073+0.0023442i,4.3672e-05+0.0014494i,-0.00050137+0.001024i,0.00046661+0.00052135i,0.0015312+6.702e-05i,0.001462-0.00012173i,0.00089493+0.00097043i,0.00019145+0.0017105i,-0.00037543+0.0016274i,-0.00052811+0.00082372i,-1.6143e-05+0.00034421i,-0.00033238+0.00047035i,-0.00049205+8.0727e-05i,0.00035401+0.00011859i,0.0001349+0.00057126i,-0.00025798+0.00066021i,-0.00053137+0.00069302i,-0.00058964+0.00055075i,0.00026153+0.00012128i,0.00083127-0.00015084i,0.0002566-0.00019342i
0.00077093+2.6721e-05i,0.00055441+0.00010761i,0.0012209-0.00015799i,0.0020029-0.00098341i,0.0018345-0.001457i,0.00079521-0.0009445i,0.00017639-0.00049275i,0.00045534-0.00063005i,0.00046385+0.00018407i,-0.00019831+0.00094045i,-0.00084599+0.00020238i,-0.00064382-9.4185e-05i,-0.00018126+0.00012235i,-0.00017189+0.0003401i,-0.00022009+0.00088442i,-0.00089326+0.00076027i,-0.00054693+8.8029e-05i,-0.00032075-0.00038811i,-0.00065037-0.0005172i,-0.00053112-0.00030315i,-4.5734e-05-0.00013963i,0.00018772+9.4487e-05i,2.443e-06+0.00021986i
0.0023145+0.0023272i,0.0038649+0.00080911i,0.003391-0.00041548i,0.0022505-0.0014705i,0.0011825-0.0016925i,0.00037017-0.0018606i,0.00046055-0.0010859i,0.00011188+0.00042903i,0.00011766+0.00064159i,0.0001674-0.00051834i,-0.00016508-0.00040897i,-0.00058036-2.736e-05i,-0.001082-0.00017488i,-0.0011263+0.00034117i,-0.00076492+0.00053257i,-0.00014996+0.00018207i,0.00041714-0.00061399i,8.7035e-05-0.0010211i,-0.00058744-4.6936e-05i,-0.00027172+0.0009498i,5.8268e-05+0.00079302i,-0.00038956+5.5362e-05i,-0.00016507+0.00020059i
0.00046432+0.00098476i,0.00022946+0.0010263i,0.00051365+0.0018811i,0.0016803+0.0005479i,0.0019087-0.00039165i,0.0011379-0.00062814i,0.001279-0.00071321i,0.0012771-3.7848e-05i,0.000238+0.00072329i,-0.00015059+0.00095608i,0.0004097+0.00065056i,0.00035739+0.00027361i,-0.00047875+0.00019721i,-0.00026662+0.00051074i,0.00045616+0.00077311i,0.00043575+0.00049056i,0.00039353+0.00066983i,0.00019213+0.00099553i,-4.5515e-05+0.00060193i,-0.00011018+0.00034182i,-0.00061504+0.00044446i,-0.00098951+0.00019714i,-4.4924e-06-0.00055627i
0.00012906-0.00070455i,-0.00011133-0.0019932i,-0.00055998-0.0021994i,-0.00030786-0.0011462i,0.0010596-0.00072522i,0.001157-0.00097252i,0.0013852-0.0008182i,0.0012749-0.00042698i,0.00036704+5.7686e-05i,-0.00015781+0.00026147i,0.00010275+0.00054429i,-0.0001798+0.00058578i,-0.00087186+8.2765e-05i,-0.00072477+0.00015008i,-0.00016477+0.00050199i,3.4876e-05-5.6393e-05i,0.00059965-0.00073077i,0.00074123-0.00013585i,-0.0001491-0.00010991i,-0.00049864+0.00030429i,9.201e-07+0.0015221i,0.00049568+0.00095385i,1.5605e-05+0.00014357i
0.0015778+0.0016974i,0.0010722+0.00079201i,0.0010706-3.7889e-05i,0.0014152-0.00063907i,0.0008414-0.0016358i,0.00056485-0.0019712i,0.00043234-0.0013151i,-0.00013802-0.00050625i,-9.9124e-06-0.00015046i,8.6875e-05+6.4898e-05i,-0.00014876+0.00082499i,-0.00053194+0.0011221i,-0.00032159+0.00098051i,0.00045724+0.0010719i,-0.00010513+0.00079637i,-0.00086737+0.00089237i,-0.0003947+0.00076506i,-5.9477e-05+0.00033211i,0.00027301+0.00027033i,0.00020474+0.0002562i,-9.1036e-05-0.00018765i,0.00044803-0.00051744i,0.00044204-0.00026281i
0.00024428-7.7285e-05i,-0.00044448+5.7889e-05i,-0.00014896-0.00034024i,0.00027856-0.00088712i,0.00059684-0.0011229i,0.00032877-0.00063931i,8.3848e-05+0.00027151i,-0.00014651+0.00066234i,-0.00067171+0.00048469i,-0.00049549+0.00077529i,0.00011539+0.0009052i,9.5985e-05+0.00070375i,-0.00081493+0.0001833i,-0.0011663+0.00061455i,-0.00077918+0.0012232i,-0.00013953+0.0010854i,-0.00011789+0.00017519i,-0.00019467-0.00020887i,7.8477e-06-0.00017134i,-7.2133e-05-0.00065453i,-0.00061933-0.001153i,-0.00067206-0.0010176i,-0.00026827+0.00033267i
0.00045145+0.0001038i,0.0019198-0.00052998i,0.0016878-3.8344e-05i,0.00079851+0.0013119i,0.00083855+0.0010297i,0.00095152+5.258e-06i,0.001022+0.0004255i,0.00036257+0.00018547i,-0.00012555-0.0001135i,-0.00014337+0.00031001i,0.00018019+5.1163e-05i,0.00049901-0.00064351i,-0.00012001-0.00077898i,-0.0010291-0.00055379i,-0.00097856-0.00069087i,-0.00048822-0.00046549i,-0.00011917-0.00065617i,0.00012435-0.00052614i,-3.9125e-05-0.00016166i,-0.00054098-0.00045672i,-0.00093605-0.0001701i,-0.00073609+0.00022532i,-0.00091807+2.422e-05i
0.00085104+0.0013659i,-0.00052476+0.0011681i,-0.001247+0.0018747i,-0.00038902+0.0020344i,4.5973e-05+0.00039608i,-0.000128-0.00101i,-0.00021465-0.0016766i,-0.00051912-0.0012648i,-1.3788e-05-0.00053892i,0.00092126+9.3503e-05i,0.00096231+0.00021571i,0.00069858-6.1443e-05i,0.0009385+0.00024492i,0.0011498+0.00054677i,0.0006492+6.1386e-05i,0.0003238+0.00028147i,0.00038363+0.00030006i,0.00054995-0.00024228i,-5.1824e-05-0.00019401i,1.6405e-05-0.00022867i,0.00080057-0.0004842i,0.00022046+0.00020197i,-4.0988e-05+0.00042555i
0.0011035-0.00033138i,0.0013797-0.0017339i,0.00053844-0.0024983i,-0.00058947-0.001815i,-0.00011086-0.00082308i,0.0012751-0.00036862i,0.0018734-0.00020553i,0.00053616-0.0001465i,-0.00089316-8.8831e-05i,-0.001047+0.00035717i,-0.00059911+0.0006012i,-0.00093559+0.00084694i,-0.001122+0.00071087i,-0.00059234+0.0005596i,1.8765e-06+0.00082468i,-8.2577e-05+0.00099384i,-0.00096168+0.00066644i,-0.0012541+0.00082105i,-0.00057681+0.00079238i,-0.00051263+0.00079785i,-0.00082388+0.00027186i,-0.00043195-0.0011786i,-0.00038301-0.0015254i
-0.0015095+0.0011772i,-0.00011735+0.0019738i,0.0011229+0.002157i,0.0011158+0.0020742i,0.0010086+0.0010859i,0.0013341-0.00044313i,0.0010399-0.0014588i,4.2208e-05-0.0011658i,0.00011268-0.00050356i,0.00070936-0.00011048i,0.00024654+0.00040975i,-0.00077613-2.4943e-05i,-0.0010071-0.00040614i,-0.00097768-0.00019048i,-0.00065085-0.00033114i,9.6722e-05-0.00032741i,-0.00032982+0.00012595i,-0.00059128-0.00013727i,-0.000465+1.0334e-05i,-0.00078741+0.00083761i,-0.00064833+0.00073476i,0.00038235-4.2582e-05i,0.00071715-0.00046982i
-0.0011727-0.00010192i,-0.002067+0.00099167i,-0.0026757+0.0011367i,-0.0019745+0.0015095i,-0.00052352+0.0017291i,0.00040879+0.0016409i,0.00090315+0.00033776i,0.0010122-0.00043957i,0.00046964+0.00010829i,0.00021781+0.0011544i,0.0007707+0.0010553i,0.00050669+0.00013468i,-1.6996e-05+0.0003968i,0.0008614+0.00043166i,0.00042961-2.1251e-05i,-0.00056515-1.9779e-05i,-0.00047785-0.00017003i,-0.00014594+3.7915e-05i,0.00066493+3.5305e-05i,0.00069314-0.00016109i,0.00035209-0.00042945i,0.00034048-0.00096378i,-0.00057628-0.00084643i
0.00019201-7.081e-06i,0.00014965-0.0018105i,-0.0001936-0.0017648i,3.3814e-05+0.00018885i,0.001092+0.0014305i,0.0012577+7.745e-05i,0.0011296-0.0014621i,0.00018733-0.00095225i,-0.00011139+0.00028404i,1.45e-05+0.0012189i,9.3825e-05+0.00034226i,0.00026018-0.00055963i,0.00019866-0.0011198i,0.00064041-0.0007745i,0.00032128+0.0005024i,-0.00049816+0.00039501i,-0.00050499-1.3664e-06i,4.4712e-05+0.00015121i,4.6617e-05+0.00025414i,-0.00068369-8.8639e-05i,-0.0013853-0.00030936i,-0.0012299-0.00074357i,-0.00050412-0.00074283i
0.0016387-0.0015818i,0.00040739-0.0016702i,0.00012838-0.0012403i,0.00062044-0.00052825i,0.0001421-0.00024336i,-0.00010354+4.9841e-05i,0.00013119+0.00013239i,0.00018743+0.00057658i,0.00063364+0.00088726i,0.00035369+0.00085349i,-0.00023719+0.0010603i,-0.00020676+0.0011151i,-0.00011137+0.0012636i,-0.00037964+0.0015156i,-0.00096914+0.00083923i,-0.00070355-0.0003951i,-0.00025015-0.00065894i,-0.00041111-0.00023645i,-0.00038291+0.00013456i,0.00055606+2.7087e-05i,0.00062706-0.00043042i,0.00010996-0.00090569i,-0.00060548-0.00023171i
-0.0013469-0.0038056i,-0.0040931-0.0030887i,-0.0055248-0.0033448i,-0.0048436-0.0016948i,-0.0028575+0.00022259i,-0.00022894+0.0014443i,0.0014205+0.0014141i,0.0015045+0.00025302i,0.00091519+0.00010196i,-0.00024093+0.00083865i,-0.00059975+0.0015265i,0.0002013+0.0013983i,0.00088729+0.00097709i,0.0011947+0.0010558i,0.00098901+0.00043401i,0.00054263-0.00013011i,0.00047064-0.00036779i,5.788e-05-0.00042155i,-0.00036943-0.0008223i,2.1938e-05-0.00088579i,0.00018718+0.00012169i,-0.00030691+0.00040562i,-0.00068171+0.00028198i
0.0026508-0.0017654i,0.0023229-0.0015174i,0.0015525-0.0011509i,-0.00050546-0.0011791i,-0.0016399-0.0021968i,-0.00067172-0.0022093i,-0.00036033-0.00080465i,-0.0009361-0.00042888i,-0.0005481+3.2791e-05i,-0.00010428+0.000309i,-0.00039943+6.7826e-05i,-0.00032176+0.00011747i,0.0002074+0.00022406i,0.0004757+0.0004068i,0.00059584+0.00093881i,0.00043113+0.0006775i,0.00021773+3.9203e-05i,-0.00040737-4.0621e-05i,-0.00031444-4.1775e-05i,-0.00027908-0.00030538i,-0.00020484-0.00032439i,-7.9977e-05-1.6218e-05i,-0.00044285+3.9647e-05i
-0.0017777+0.00078171i,-0.0010819+0.0014346i,-0.00079135+0.0021228i,-6.5427e-05+0.0029309i,0.00064167+0.0023302i,0.0010247+0.0012362i,0.00091859+0.0010282i,0.0003811+0.00077453i,-1.4659e-05+0.00065517i,0.00029812+0.00080155i,4.4519e-05+0.00099261i,4.2287e-06+0.00066546i,0.00033549-0.00022215i,-0.00021645-0.000407i,-0.00068418+0.00028013i,-0.00052025+0.00033381i,0.00014004+0.00024151i,0.00050654+0.00018739i,0.00070763-0.00032845i,0.00064698-0.00039358i,0.00025534-0.00038665i,0.00088667-0.00031566i,0.00088034+0.00025562i
3.3877e-05-0.0012446i,-0.00015731-0.0016431i,-0.00065107-0.0010295i,-0.0016194-8.202e-05i,-0.00021907+0.00012575i,0.0014389+0.00016775i,0.00068725+7.1699e-05i,-0.00027309-0.00034415i,-0.0010057-2.9949e-05i,-0.00048609+0.00027311i,0.00055418+0.0010077i,0.00061327+0.0014935i,0.00034417+0.00080246i,-0.00014523+0.0006141i,-0.00030915+0.00059272i,-0.00024043+0.00021082i,0.00045225+0.00055664i,0.00045919+0.00040528i,-0.00028625+0.00010881i,-0.00050952+4.7137e-05i,-0.00094968-4.4713e-05i,-0.00075353-3.2406e-05i,-0.00012047-0.00081165i
1.1369e-05+0.0022312i,0.0013847+0.0030988i,0.0016265+0.0034414i,0.0015957+0.0027072i,0.0014746+0.0012329i,0.0015775-0.00059407i,0.0010481-0.0009815i,-6.655e-05-0.00085687i,-0.00054237-0.00054254i,-0.0003305-0.0004259i,-0.00036517-0.00054944i,-0.0001593-0.00037806i,-0.00059165+0.00020553i,-0.0011382+0.00036984i,-0.00038721+0.0010013i,0.00018338+0.0011175i,0.00054562+0.00063586i,0.00039149+0.00067095i,-3.7522e-06+0.00069757i,0.00016691+0.00036717i,7.7912e-05-0.00030611i,9.5408e-05-0.00011257i,0.00020296+0.00088533i
-0.0013264-0.0003286i,-0.0022724-5.5892e-05i,-0.0018553-0.00085801i,-0.0014695-0.0012131i,-0.00060493-0.0011098i,0.00012355-0.00048562i,0.00021592+1.2888e-05i,-9.5842e-06-6.1473e-06i,-0.00073801-4.637e-05i,-0.00041306+0.00022504i,-3.5874e-05+0.00047509i,-6.7319e-05+0.00061052i,-0.00012527+0.00017829i,-0.0003278+9.1538e-05i,-0.00013802+6.2921e-05i,0.0003013-0.00019462i,0.00021279-0.00026435i,-0.00031394-0.0003968i,0.00022511+2.316e-05i,0.00048803+0.0002727i,-0.00051673+7.9955e-05i,-0.00091398-0.00049935i,-0.00032892-0.0010764i
0.0022585-0.0004284i,0.0016387-0.0018346i,0.00073705-0.0032525i,-0.00038392-0.0030491i,-0.0012016-0.0014927i,-0.0001206-0.00055618i,0.00096343-0.00045822i,0.0010185-0.00050478i,0.00049955-0.00051797i,0.00057089-3.3386e-05i,0.00085496+0.0008867i,0.0011666+0.0009952i,0.0012195+0.00067347i,0.00079077+0.00065899i,0.00036263+0.00036676i,0.00026553-0.00031806i,0.00026565+0.0001643i,-0.00034894+0.00048536i,-0.00099864+7.9084e-05i,-0.0004467-0.00027574i,-0.00026385-0.00010709i,-0.00070624+0.00039779i,-0.00064652+0.0010265i
0.0002881-0.0017161i,0.00013909-0.0015725i,-0.00016741-0.00046724i,-0.00049631+0.00066164i,-0.00035499+0.00047089i,0.00064732-0.00056791i,0.0016556-0.00067584i,0.0014054-4.2502e-05i,0.00073813+0.00059173i,0.0007435+0.00048825i,0.00088999+0.00049943i,0.0009814+0.0005899i,0.00073446+7.9826e-05i,0.00020243-0.00017688i,0.00025971+0.00071717i,0.00011841+0.0017536i,-0.00058964+0.0010616i,-0.00057772-0.00023567i,6.6609e-05-0.00024126i,0.00012115-0.00011847i,3.3501e-05-0.00029987i,-0.00031426-0.00062955i,-0.00025961-0.00080437i
0.00056149-0.0020101i,8.6802e-05-0.0011883i,-0.00085952-0.00089313i,-0.0021076-6.9387e-05i,-0.0026441-0.00055667i,-0.0017491-0.00092754i,-0.00058713-0.0010136i,6.5574e-05-0.00075999i,-0.00029005+0.00031716i,-0.00021223+0.00087378i,0.00062991+0.00055032i,0.0010865+0.00050565i,0.0009842+5.2933e-05i,0.00010651+0.00070679i,-0.00085541+0.00065467i,-0.00054293-0.00020896i,-4.3055e-05+0.00012959i,-0.00019674+0.00056141i,-9.4221e-05+0.00090545i,-8.2231e-05+0.00077218i,-0.00044016+0.00033119i,-8.1113e-05+0.00013703i,-0.00034735+0.00038127i
0.00080623+4.9555e-05i,0.0011038+0.00059814i,-0.0004122+0.00085515i,-0.001154+0.002113i,-0.00080107+0.0024647i,-0.00032968+0.0018364i,0.00038324+0.00082456i,0.00077763-0.00068346i,0.00013757-0.00022934i,-0.00048375+0.00053669i,-0.00034504+0.00026746i,8.4289e-05+0.00015268i,0.00044584-0.0001999i,0.00047269-0.00037137i,0.00022067-0.00038242i,-0.00059897-0.00053182i,-0.0016666-0.00083307i,-0.0011907-0.0012846i,0.00011205-0.0011588i,0.00033059-0.00075504i,0.00026234-4.1925e-05i,0.00044992+0.00012851i,0.00038692+0.00014526i
-0.00030122+0.00086004i,1.459e-05-0.00015516i,0.00038566-0.00039646i,0.00029199+0.00029556i,0.00013827+0.00016077i,0.0008575-0.00035364i,0.0012733-0.00064186i,0.00077983-0.0002901i,0.00052241+0.00079514i,0.0006371+0.00088301i,0.00044693-0.00020762i,0.00071589-0.00017831i,0.00059067+0.00019131i,0.00040844-0.00016725i,0.00021338+0.00028596i,-0.00041802+0.00089281i,-0.00060219+0.0005437i,2.8273e-05+0.00018092i,0.00043822+0.00016764i,-0.00012423+0.00071643i,0.000124+0.00099156i,0.00034957+0.0003341i,-0.00031477-0.00023951i
8.58e-05-0.0021275i,0.00010351-0.0017949i,-0.00034665-0.0029267i,-0.0013999-0.0024027i,-0.00086654-0.00038376i,0.00062008+0.0003851i,0.00077823+4.9959e-05i,5.0556e-05-0.00036156i,-0.00091586-0.00062117i,-0.00077926-0.00086357i,-0.00011549+7.3985e-05i,-0.00041226+0.00043829i,-0.00058795-0.00025173i,-0.00056518-0.00026406i,-0.00046113+0.00033286i,2.2523e-05+0.00065483i,0.00037791+0.00054361i,0.00094176-0.00022627i,0.00080179-0.00054552i,0.00028798-0.0006234i,-0.00029652-0.00045047i,-0.00072017-2.3981e-05i,-0.00061551-0.00056357i
-0.0013342+5.1705e-05i,-0.00094597+0.00095781i,-0.000681+0.0022627i,-7.9125e-05+0.0024767i,0.0011931+0.0024119i,0.0019909+0.0019278i,0.0013502+0.00091102i,0.00038362+0.00034159i,-0.0005963+0.00035082i,-0.00065856+0.00015627i,-0.00028621+0.00018239i,-0.000207+0.00010761i,-0.00040692-0.00050081i,-0.00012484-0.00017173i,6.3508e-08-7.5716e-06i,0.00011115-8.4572e-06i,-0.00032349+0.00069366i,-0.00088593+0.00069244i,-0.00031566-6.3564e-05i,4.9766e-05+0.00020163i,-7.0524e-05+0.00016728i,-0.00017286-0.00027434i,-3.5771e-05+0.00055153i
-0.00078002-0.00061261i,-0.00093031-0.00026228i,-0.0014697-0.00076546i,-0.0018439+0.00025461i,-0.0010885+0.001025i,9.6839e-06+0.0013104i,0.00023663+0.00097044i,-6.3189e-05+0.00042683i,-0.00032316+0.0005581i,-0.00030074+0.00085024i,8.8452e-05+0.00079814i,0.00025529+0.0003397i,0.00047476-0.00064134i,0.001076-0.00057234i,0.0010237+0.00034289i,0.00071495+0.00047016i,4.3251e-06+0.00076432i,-0.00081527+0.00092706i,-0.0001941+0.00030647i,-0.00019569-0.00051037i,-0.00091051-0.00041315i,-0.00052264+0.0001625i,-0.00010729-0.00036717i
-0.0019544+0.00036278i,-0.00061992-5.2298e-05i,-0.00053546+0.0013383i,4.2609e-05+0.0018309i,0.00090162+0.001139i,0.0013879-0.00041024i,0.00088352-0.0012197i,0.00053946-0.00084526i,0.00068386-0.00033434i,0.00029567+0.00041816i,0.00011991+0.00017223i,-0.00023853-0.0007033i,-0.00073428+0.00037966i,-0.00017696+0.00076747i,0.00091519+0.00015787i,0.00050423+8.7817e-05i,-0.00046599-0.00013072i,-0.00094207-0.00064267i,-0.00063055-0.0010561i,-0.00038125-0.0014031i,-9.8785e-05-0.00073661i,0.00042057-0.00018237i,0.00023981-0.00012933i
-0.00048041+0.00025806i,-0.00017+0.0015495i,-0.00023795+0.0026683i,-0.00040837+0.0027327i,-0.00014382+0.0018413i,0.0012309+0.00029112i,0.0016309-0.00055324i,0.0005217-0.00042945i,-0.00043437-0.0005967i,-0.00015068-0.00053711i,0.00069011+0.00013391i,0.00086788+0.00078171i,-0.00013227+0.00053499i,-0.00071948-4.5712e-05i,-0.00049835-0.0004184i,-0.00029492-0.00010676i,-0.00060301+0.00018863i,-0.00076688+0.00021103i,-0.00065806+0.0004712i,-0.00051053+0.00039184i,-0.00036299-0.00077682i,0.00010338-0.00090597i,0.00028783+0.00026023i
-0.00068407+0.00089319i,-0.0010714+0.00038175i,-0.00032519+0.00039783i,0.00028786+0.00060958i,0.0006967+0.00028654i,0.0010259+0.00041439i,0.00068029+0.00039102i,0.00047554-9.6395e-05i,0.00038716-0.00036532i,1.2098e-05-0.00057592i,-0.0001571-0.0008024i,-2.6488e-05-5.5284e-05i,-0.00060812+0.00035469i,-0.00079914+0.00036178i,-0.00075675+0.00045714i,-0.0010883-0.00031335i,-0.00041698-0.00032239i,0.00026736+0.00101i,3.5054e-05+0.001073i,0.00018303-0.00046754i,0.00050951-0.0014018i,0.00048266-0.00089092i,1.0984e-05-0.00018378i
0.0011818+0.000168i,0.00039135+0.00027393i,-0.001022+0.00047687i,-0.0015916-8.2249e-05i,-0.0012612-0.00093526i,-0.00041871-0.00067062i,0.00012595+0.000228i,-0.00011382+0.00049555i,-0.00081709+0.0010218i,-0.00016638+0.0012502i,0.00033443+0.00084886i,-5.4675e-05+0.00051232i,-0.00046904+0.00020858i,-0.00019501+8.4975e-05i,-0.00035686+0.00026566i,-0.00079581+0.00024733i,-0.00023197-3.136e-05i,0.00045773+0.00022628i,0.0001827-0.00024871i,-4.5998e-05-0.0010767i,-0.00013181-0.00087743i,-0.00035976+1.5305e-05i,-0.00030203+3.0767e-05i
