6.6541e-05+3.996e-05i,-0.00037521-0.0012116i,-0.0016988-0.0017802i,-0.0019756-0.00084996i,-0.0014551-0.00026861i,-0.0010365+0.00054858i,-0.00081289+0.0011288i,0.00013385+0.0014234i,0.00068635+0.0014276i,0.00061934+0.00042911i,0.00039548-0.000401i,0.00034837-0.00056324i,-0.0003941-0.00044166i,-0.0011407-0.0007477i,-0.00076608-0.00049747i,-0.00024042-0.0001818i,7.5875e-05+8.0982e-05i,-3.077e-05+0.00038847i,0.00038084+0.00020741i,0.00067362-0.00011411i,0.00015315-0.000799i,0.00035037-0.00072345i,0.00049893-0.00046775i
0.0017262-0.0022677i,0.00092312-0.0025775i,0.00012114-0.0029476i,-0.00083849-0.0018926i,-0.00085189-0.00077355i,-0.00020937-0.00062127i,-1.1366e-06-0.00041035i,0.00024266-0.00047035i,0.00029007-0.00063121i,0.00028808-0.00031705i,0.00056663+1.395e-05i,0.0004177+0.00022454i,0.00027678-4.7263e-05i,-6.6139e-05-7.8275e-05i,4.506e-05+0.00018895i,0.00016105+0.00028773i,-0.00062706+5.105e-05i,-0.00115-6.3735e-05i,-0.00069287+2.8271e-05i,0.00020888-0.00040004i,0.00084963-0.0011336i,0.0010006-0.00082963i,0.00051719+3.1583e-05i
-0.0013397-0.00072427i,-0.0023231-0.00059808i,-0.0023793-7.3364e-05i,-0.0020768+7.4902e-05i,-0.00093534+0.00063822i,0.00024003+0.00052076i,-0.00012205-2.9243e-05i,-0.00040558-0.00035808i,-0.0002041-0.00045176i,0.0002316-0.00038076i,0.00059377-0.00054494i,0.00078689-0.00087219i,0.00097743-0.0012133i,0.00084257-0.00017939i,0.00071661+0.00040931i,0.0011261+0.00036591i,0.0010279-0.00010837i,0.00020053-9.6174e-05i,-0.00080103+0.00041087i,-0.00062964+0.00034669i,0.00019546-0.00012604i,0.00036071-1.9883e-05i,-0.00078371+0.00035729i
-0.001367-0.00022069i,-0.00053265+7.7055e-05i,-0.00036181+0.00086707i,-0.00072989+0.0016021i,-0.00019806+0.0020666i,0.00042266+0.00093779i,0.00032835-0.00041405i,-1.8648e-06-0.00016075i,7.8044e-05-0.00050247i,0.00027194-0.00088842i,0.00021803-0.00068178i,0.00022285-0.00030303i,-0.00017026-0.00033745i,-0.00035235-0.00063856i,-0.00057753-0.00065357i,-0.0006329-0.00041772i,-0.00059655-0.00014626i,-5.7051e-05+0.00011946i,0.00018326+0.00032063i,-0.00029445-0.0003079i,-0.00072149-0.00062651i,-0.0011604-0.000278i,-0.00044762+8.323e-05i
0.0018988-0.00079586i,0.0004695-0.00021792i,-0.00031317-0.000704i,-0.000657-0.0013425i,-0.00049053-0.001397i,3.4088e-05-0.0013208i,-0.00031731-0.00061529i,-0.00043955+0.00012146i,-0.00066376-0.00011048i,-0.001219-0.00084854i,-0.00092384-0.0010468i,-0.0001227-0.00080022i,0.00010867-0.00012323i,-0.00048853-1.4601e-05i,-0.00060038-0.00022277i,0.00036919-0.00013161i,0.00054229+0.00010754i,0.00064535+0.00024511i,0.000525+0.00024557i,0.00030452+0.00017139i,-2.2057e-05-3.3149e-05i,-0.00049092-3.4376e-05i,-0.00043913+0.00018651i
-0.0015736-0.0020976i,-0.0024788-0.0020591i,-0.002955-0.001345i,-0.0031372+0.00012806i,-0.0022079+0.00084853i,-0.00015192+0.00073591i,0.0010079+0.00022667i,0.00096747-0.00010819i,0.00018166-0.00042342i,-5.2218e-05-0.00073247i,0.00029843-0.00039219i,0.00018749+0.00052793i,0.0001518+0.00038482i,0.00029484-8.5485e-05i,-1.2324e-05+7.8678e-05i,-8.9057e-05+0.00026089i,5.4592e-05+0.0001783i,0.00023316-0.00026088i,0.00024696-0.00012097i,-0.0003429+9.8777e-05i,-0.00030879-0.00021601i,-0.00055944-6.2412e-05i,-0.00089783+0.00018126i
0.0012633-0.00041191i,0.00064645-0.00088588i,0.00089019-0.00019674i,0.00069893+0.00042878i,0.00094187-0.00038451i,-9.1699e-06-0.0007999i,-0.00090088-0.00070357i,-0.00049691-0.00045838i,0.0001399-0.00061333i,0.00055506-0.0011833i,0.00023498-0.0012329i,8.3024e-05-0.00065662i,-3.9902e-05+7.9557e-06i,-2.0329e-05+0.00031127i,-5.1953e-05+2.6978e-05i,-0.00023538-0.00063789i,-0.00082669-0.00097365i,-0.0007458-0.00068902i,-0.00032317-7.2257e-06i,-0.00072224-0.00029951i,-0.00012523-0.00077532i,0.00021774-0.00036895i,-0.00015017+0.00029915i
0.00060337+0.00041066i,6.0398e-06-0.00040647i,-3.2281e-05+7.7504e-05i,-0.00037871+0.00044863i,-0.00081036-0.00018537i,0.00043779-0.0011829i,0.00054244-0.0014087i,0.00025971-0.0011989i,0.00083399-0.0013789i,0.0012729-0.001083i,0.001347-0.0009054i,0.00081789-0.00096375i,0.0003976-0.00078111i,0.00026105-0.00036849i,7.3439e-05-0.00016849i,0.00023154+0.00010329i,0.0001295+0.0002519i,-1.8127e-05+0.00016877i,-0.00023548+0.00011778i,-7.8121e-05-0.00031677i,0.00053458-0.00068864i,0.00046591-0.00080208i,-0.00026145-0.00029264i
0.00061565-0.00058089i,0.00017193-0.00084665i,0.00015249-0.002451i,-0.00018473-0.0028168i,-0.00024268-0.0017793i,-0.0001198-0.0010595i,7.6499e-05-0.00095509i,-0.00011891-0.00039919i,-0.00015989-0.00054979i,0.00020481-0.00075486i,2.7132e-05-0.00038274i,0.00014295+3.97e-05i,-0.00038768+0.00053542i,-0.001241+0.00079757i,-0.00086254+0.00088384i,-0.0005377+0.00062526i,-0.00044248-0.00032094i,-0.00043381-0.00038047i,-0.00063781+0.00052432i,-0.00033233+0.0006632i,-0.00066515+2.1776e-05i,-0.00080109+0.00020944i,-0.00045784+0.0015178i
-0.0016003+0.0017214i,-0.001877+0.0005079i,-0.0025209+0.00049817i,-0.0025169+0.00014519i,-0.0005952+0.00016898i,0.00070842+0.0003719i,7.9534e-05-7.5404e-05i,-0.0003882-0.00058567i,4.4244e-05-0.00061631i,0.00056228-0.00055606i,0.0003042-0.00038331i,0.00042097+0.00042502i,0.00056986+0.00010546i,-0.00011162-0.0001433i,-1.6454e-05+0.00060589i,0.00050987-0.00023042i,0.00050251-0.00094505i,0.00024239-0.0007274i,0.00027317-0.00036776i,0.00063284-3.0858e-05i,0.00063771-8.3175e-05i,6.4276e-05-0.00023885i,0.00010419-5.1838e-05i
0.00087215+0.00080423i,0.00029925+0.0011745i,0.00090133+0.001448i,0.00069975+0.0009217i,0.00070665-0.00033882i,0.00046922-0.0015771i,-0.00056212-0.0015269i,0.00031098-0.00085369i,0.0017305-0.00046636i,0.0014869-0.00082558i,0.00074119-0.0010682i,0.00026631-0.0004249i,0.00018402-3.2552e-05i,-0.00036667-0.00022037i,-0.00052463-0.0004377i,-0.00019402-0.00097761i,6.1549e-05-0.0013231i,0.00058933-0.0011961i,0.00023387-0.00079658i,-0.00060383-0.00027014i,-0.00047884-0.00030334i,-0.00025594-0.00048826i,-0.00013883+0.00020011i
-0.0013467-0.000843i,-0.0010337+0.0010754i,-0.0021823+0.00048391i,-0.0027479-0.00089638i,-0.0010265-0.00062842i,0.00055733+1.6687e-05i,0.0011211+0.00077405i,0.00017366+0.00053294i,-0.00032182-0.00051295i,2.879e-05-0.00082489i,-1.991e-05-0.00066516i,0.00027461-0.0004008i,0.00095384-0.0001804i,0.00070176+0.00015612i,-0.00043263+0.00037149i,-0.0010807-0.00019634i,-0.00018582+0.00020834i,8.4974e-05+0.00075453i,-0.00068369+0.00012884i,-0.0001861-7.9464e-05i,2.9019e-05+0.00027496i,-0.00014866+0.00072884i,4.6375e-05+0.00053866i
0.00045171-0.00033414i,-0.00052748-0.00047625i,-0.0013626-0.00020655i,-0.0012161+0.00014193i,-0.0012832+8.2407e-05i,-0.00043273-0.00023063i,0.00050715-0.00059728i,0.00061902-0.00072893i,0.00075072-0.0001758i,0.00025311+0.00056764i,-0.00048284-0.00028836i,-0.00036715-0.0011476i,-9.0436e-05-0.00075442i,-0.0002309-0.00057618i,4.9464e-06-0.00014697i,0.00015443-0.00037366i,-0.00016283-0.0007608i,-0.00056045-0.00016538i,0.00035653-1.5485e-05i,0.00014325-0.00062659i,-0.00067412-0.00017565i,0.00017502+0.00023494i,0.00086291-0.00027187i
0.00072107-0.0007108i,-0.00027645-0.00014097i,-0.00052923+0.00016923i,-0.00043059+0.0002495i,-0.00047338+0.00017104i,0.00026288-0.00020088i,0.00011576-0.00011763i,-0.00021696+0.00013801i,0.00066431-0.00030319i,0.00064306-0.00038483i,-6.0308e-05-0.00014203i,-0.00036358-0.00040053i,-0.0012331+0.00021312i,-0.00076426+0.0011647i,4.3624e-06+0.00074913i,7.6852e-05+0.00018908i,0.00030753+0.00077562i,0.00041555+0.00073997i,0.00079532+0.00066692i,0.00057266+0.00093323i,-0.00021538+0.0006184i,-0.0009797-8.0084e-05i,-0.00073713-0.00025791i
-0.0031109+0.0002248i,-0.0028235+7.8464e-05i,-0.003078+0.00050171i,-0.0026963+0.0013055i,-0.00032837+0.0014681i,0.0020602+0.00066894i,0.00089751+4.2053e-06i,-0.00026185-0.00033952i,-0.00028565-3.1136e-05i,0.00023889+0.00025227i,0.0006581+0.0004009i,0.0003578+0.00031651i,0.00020262+0.00025724i,0.00027746+0.00020425i,-7.2897e-06-0.00085954i,-0.00025306-0.0013029i,-0.00049413-0.00055963i,-0.00075085+0.00039841i,-0.00065325+0.00092048i,0.00010366+0.0006043i,0.00051111+0.00027252i,0.00071631-4.5073e-05i,0.00050304-0.00027078i
-0.00049377+0.00036234i,-0.00061024+0.00073598i,-0.00092143+0.0011174i,-0.0013677+0.0016232i,-0.0018343+0.0014763i,-0.00097289+9.2435e-05i,-0.00069023-0.0012639i,-0.0010592-0.0011056i,-0.00036018-0.00079181i,-0.00043417-0.00099458i,-0.0008928-0.0010126i,-0.00058073-0.0008933i,-0.00022429-0.00090599i,5.4973e-06-0.00085798i,0.00046698-0.00086586i,-0.00044934-0.00057558i,-0.00085768-0.00077525i,-9.4341e-05-0.0010611i,0.00013551-0.00025925i,-0.00019309-0.00013558i,-0.00028042-0.00011119i,3.7152e-05+0.00064426i,-4.6871e-05+0.00058536i
0.00059692+0.00039649i,-0.00075663-0.00066075i,-0.0012093-0.00025446i,4.6245e-05+0.00081697i,0.0014882+0.00090538i,0.0015872+0.00028588i,0.00085073+2.1936e-05i,0.00054354+0.00020756i,0.00088983-0.00020509i,0.0013795-0.00076261i,0.000745-0.0010854i,0.00019376-0.0010478i,-0.00027687-0.00017424i,-0.00071307+0.00035224i,-0.0009236+0.00010998i,-0.00080196+0.00029737i,-0.0005226+0.00084188i,-0.00046499+0.0010072i,-0.00026403+0.00030758i,-0.00069641+2.1105e-05i,-0.00066237+0.00013863i,-0.00034808+9.2662e-05i,0.00013871+6.4237e-05i
0.00010965-0.00018729i,0.00021864+0.00034056i,0.00033032-0.00025451i,0.00046729-0.00068117i,0.0013775-0.00067257i,0.0013525-0.001496i,0.0008947-0.0013588i,0.001212-0.0010832i,0.00097752-0.00064442i,-0.00010282+0.00021166i,-0.0009267+0.00034602i,-0.00085099+0.00042223i,-0.00035185+0.00017701i,-2.0609e-05-5.8155e-05i,-8.26e-05+2.8896e-05i,-0.00011884-0.00065651i,-2.0617e-05-0.00064187i,-0.00024454-0.00019546i,8.5362e-05+7.5426e-05i,0.00060322+0.00060248i,-4.0357e-05+0.00016905i,-0.00059644-0.00029524i,-0.00053085-0.00029134i
-0.00098455-3.8414e-05i,-0.001285-0.00047907i,-0.0018392-0.00069141i,-0.0020106+9.455e-05i,-0.0016251+9.0363e-05i,-0.00061526-0.00028218i,0.00022392-0.00058397i,0.0004575-0.00069626i,0.00011794-0.00083973i,0.00050466-0.000259i,0.00085566+0.00037523i,0.00069846-0.00014659i,0.0002592+0.00046306i,-0.00010707+0.00052471i,0.00028433-0.00013899i,2.3766e-05-0.00043529i,1.7308e-05-0.00013792i,0.0001919-0.00040812i,0.00011307-0.00029779i,-0.00018283+0.00079132i,-0.00022367+0.0005961i,-0.00052827+0.0003018i,-0.00076712+0.00019807i
-0.00028631-0.0017728i,-0.0010748-0.00097152i,-0.0016767-0.00030659i,-0.0018393+0.0004698i,-0.0018808+0.00027401i,-0.00041554-0.00049311i,0.00050859-0.00086051i,0.00027925-0.00045756i,0.00031615+0.00022371i,-0.00022548+0.00030033i,-0.00035816+0.00023119i,0.00037781+0.00062388i,-0.00014459+0.00090928i,-0.00077652+0.00042759i,-0.00023034+3.3047e-05i,0.00021064-0.00014653i,0.00051275-0.00080141i,-0.00029359-8.4673e-05i,-0.0011393+0.00064746i,-0.00069238+0.00035009i,-0.00020769+0.00012485i,-4.7475e-05+0.00040222i,-0.00012544+0.00043377i
-0.0013985+0.0006867i,-0.0012341+0.0025074i,-0.0013257+0.0024047i,-0.00089335+0.0020337i,-0.0003571+0.0019673i,0.00061173+0.0011657i,0.00097458+0.00044266i,0.00058611+0.00011492i,8.9455e-05+0.00051973i,0.0001837+0.00018578i,0.00078584-0.0005076i,0.0005133-6.379e-05i,-0.00015376+0.00024813i,0.00018545-0.00041915i,0.00023074-0.00031375i,-0.00054145+6.7678e-05i,-0.0011939-0.00046018i,-0.00084119-0.00068562i,0.00022364-0.0009951i,0.0011829-0.0013225i,0.0011213-0.00103i,0.00050928-0.00067508i,0.00012552-0.00081799i
0.00015727-0.00051924i,-5.6292e-05-0.00064877i,-0.00067633-0.00090738i,-0.0014596+0.0001596i,-0.0015489+0.00071325i,-0.00062391+0.00042181i,0.00020325+0.00021137i,0.0011133+0.00026841i,0.0012306+0.00019719i,0.00074089-0.00012701i,8.6254e-05-0.00041926i,-0.00032805+0.00014264i,9.2609e-05+0.00072773i,0.00098234+0.00037233i,0.0011637+0.00024174i,0.0011714+0.00026589i,8.242e-05-0.0001448i,-0.00057291-0.00033863i,0.00017758-0.00058186i,0.00033178-0.00049434i,0.00010677-0.00029133i,7.4065e-05-4.9153e-05i,0.00032019+0.00036007i
-0.00012369-0.00021728i,-0.00044207+0.00048766i,-0.00081755+0.0012908i,-0.0014947+0.0018249i,-0.0019325+0.0016466i,-0.0006685+0.0010379i,-1.3064e-05+0.00011355i,-5.5405e-05-0.00067172i,0.00036846-0.00056128i,-0.0002264-0.00025045i,-0.00045387-0.00020295i,0.00020099-0.00056793i,0.00067474-0.00042015i,0.00032045-7.1954e-05i,-0.00056958-0.00039473i,-0.0010143-0.00056447i,-0.00079956-9.3354e-05i,-0.00051728+0.00042831i,-0.0003989+0.00015131i,0.00028847-0.00026479i,0.00066067-2.4376e-05i,0.00074813+0.00034669i,0.00091726-0.00015961i
-0.0022455-0.0016133i,-0.0016936-0.00073109i,-0.0025599+0.0004685i,-0.0025485+0.0016649i,-0.0012693+0.0013792i,0.0012622+0.0003991i,0.0013932-0.00020794i,-0.00013475-0.0001918i,-0.00044402+0.00011087i,0.00053242-0.00016799i,0.00056587-0.00036701i,0.0007575-0.00023257i,0.0016878+2.5448e-05i,0.00068221-0.00022189i,-0.00014535-0.00060114i,0.0001124-0.00072608i,-0.00017472-0.00077842i,0.00022807-0.00073205i,0.00046691-0.0005021i,0.00049699-0.00065485i,0.00013377-0.0011182i,-0.00024152-0.00065768i,-0.00037631-0.00044129i
0.00078979+0.0012501i,9.6374e-05+0.00065863i,-0.00014347+0.00059922i,-0.00035088+0.00023361i,-0.00020052-0.00083299i,0.00030108-0.0011906i,0.00021644-0.0011696i,-5.3018e-05-0.00042442i,-7.5527e-05+0.00040172i,0.00052715+0.00012116i,0.0007709-0.00043949i,-0.00021287-0.0001758i,-0.00070862+0.00053608i,-0.00041839+0.00018624i,7.9493e-07-0.00033959i,-0.00039988-8.6475e-05i,-0.00089589+0.00017348i,-0.00038833+0.00015601i,-0.00051218-0.00012741i,-0.00018477-0.00025843i,0.00049523-0.00034342i,-0.00012311-0.00038726i,7.3099e-06-0.00070665i
-0.00028471+0.0014091i,-0.00049954+0.0010947i,-0.00026978+0.0016767i,0.00013953+0.001751i,0.001103+0.0001568i,0.00080306-0.0004974i,-0.0012283-0.00016417i,-0.0013674+2.1139e-05i,-0.00056726-0.00054271i,-0.00028872-0.0011991i,-0.00019292-0.0011833i,-0.00016018-0.0011135i,0.00025384-0.00058435i,0.00049057-0.00015369i,0.0010401+1.0765e-05i,0.00033037+0.00025271i,0.00011744-4.8395e-06i,0.00041887+0.0004601i,2.0072e-05+0.00057402i,0.00049971-9.7384e-05i,0.000681-0.00070826i,0.00016724-0.00078908i,-0.00012387-0.00036925i
-0.0013088+0.00096079i,-0.00099102+0.00029574i,-0.0010897+0.00054207i,-0.00074638+0.0011458i,-2.2613e-05+0.0017606i,0.00012161+0.00072658i,0.00043202-0.00021949i,0.00051473+0.00029053i,0.00015677+0.00064522i,0.00020976+0.00084637i,0.00069207+0.00054501i,0.00036387+0.00014839i,-0.00045875-0.00035542i,-0.00036043-0.0013035i,-0.00012192-0.00099538i,-0.00013654-0.00022349i,1.9328e-05-9.3764e-05i,0.00075188+0.00041886i,0.00041582+0.00066507i,-0.00012966+2.6745e-06i,0.00040907-0.00036841i,0.00017982-9.4332e-05i,-0.00042047+0.00077259i
-0.0013263-6.5955e-05i,-0.0011865+0.00049678i,-0.0014741+0.0013086i,-0.0010715+0.001324i,-0.00074221+0.00053131i,-0.0001326-4.2642e-05i,-0.000153-0.00065985i,-0.00025335-0.00051717i,6.8155e-05+0.00062138i,-0.00013264+0.00095328i,8.4047e-05+0.00067231i,0.00039363+0.00014236i,1.5593e-06-7.1663e-05i,0.00018124-0.00028726i,0.00030725-0.00023724i,-0.0004826+0.00056108i,-0.00094532+0.00083981i,-0.00072245+0.00084748i,0.00038232+0.00084049i,0.00086702+0.00055075i,0.00020165+0.00060377i,0.00014419+0.00050816i,0.00038355-0.00029452i
-0.00085682-0.00085284i,-0.00072476-0.00084182i,-0.0012357-0.00021698i,-0.00071478+0.00098652i,0.00064343+0.00091069i,0.00075801+6.8871e-05i,4.3366e-05-0.00017894i,0.00030937-0.00055191i,0.0010128-0.00082205i,0.0013171-0.00093204i,0.0014498-0.0003025i,0.0010056+0.00017397i,-0.00011833+0.00042927i,-0.0010872+0.00047771i,-0.0010501+0.00067703i,-0.00047383+0.00095065i,0.00030484+0.0010392i,0.00085608+0.0010402i,0.0007144+0.00042891i,0.00052178+0.0004103i,6.1107e-05+0.0003122i,-0.00014594+0.00024331i,1.6683e-05+0.00064749i
-0.00071015-0.00042687i,-0.0013887-0.00061988i,-0.00079088-0.00018925i,-3.0945e-05+0.00038982i,-0.00017922+0.00045658i,-0.00074722-0.00038031i,-0.0011708-0.0010645i,-0.00051802-0.00087008i,0.00086935-0.0005063i,0.0010714-0.00018067i,0.00040996-0.00019658i,0.00018834-0.00069503i,0.0005714-0.00095396i,0.00058397+7.9899e-05i,2.8896e-06+0.00088541i,-0.00075533+0.00046095i,-0.0012581-0.00022124i,-0.00072758-0.00059882i,-0.00038296-0.0006318i,8.7333e-05-0.00019797i,0.0004726+0.0011026i,-0.00014828+0.0019133i,-0.00040653+0.0010714i
0.0010388+0.002095i,0.00076403+0.0018965i,0.00088307+0.0014121i,0.00095025+0.0011168i,0.00086587+0.00037261i,0.00079145-0.00070649i,-0.00026709-0.00074898i,-3.5313e-05-0.00078272i,0.0013922-0.00047637i,0.001498-0.00029899i,0.0013106-0.00080228i,0.001115-0.00050664i,0.0008411+0.00015304i,-7.0066e-05+0.00069376i,-0.00072439+0.00045773i,-0.00026192+0.00032542i,2.674e-05+0.00084652i,0.00059449+0.00020927i,0.0003648-0.00041504i,-0.00035887-0.00010582i,0.00036535-4.2209e-05i,0.00046873+6.7408e-05i,0.00046842-0.00021941i
0.00039633+8.3912e-05i,0.00021656-0.0002976i,-0.00049872-6.6457e-05i,0.00017663-0.00025508i,0.00084642-0.00021923i,0.00021712-0.00082641i,-0.00060455-0.00098337i,-0.0008484-0.00057705i,-0.00027423+0.00021129i,0.00054376+0.00065806i,0.0007994-8.6037e-05i,0.00066512-0.00046027i,0.00024159-0.00034766i,5.5528e-05-0.00012567i,-0.00020333-0.00015887i,-0.00038567-0.00025126i,9.3115e-05+0.00010522i,0.00038848+0.00061884i,0.00033944+0.00043047i,-0.00029173+0.00028081i,-0.00087409-0.00026342i,-0.00049791-0.00050132i,-0.00013185-7.9895e-05i
-0.00082813+0.0014361i,-0.00032733+0.00098832i,-0.00019601+0.001528i,0.00078337+0.0022758i,0.0016954+0.0020849i,0.0012707+0.00083533i,0.00021024+0.00017804i,-0.00053884+0.00050267i,-0.00054651+0.00034027i,0.00020088+0.00017438i,0.00092455-0.00037204i,0.00046822-0.0012598i,-0.00017572-0.0014987i,5.3457e-05-0.0018218i,-9.9885e-05-0.0013818i,-0.00082124-0.00022632i,-0.00022244+0.00038111i,0.0003258+3.556e-05i,0.00049351-0.00016388i,0.00070454-0.00032745i,0.0006466-0.00040737i,0.00019694+0.00013737i,0.00032173+0.00015642i
0.00094392-0.0010758i,-4.1003e-05-0.0015504i,-4.1965e-05-0.00096994i,-0.00054911-0.0009231i,-0.0005525-0.00093478i,0.00010722-0.00081344i,-0.00024215-0.00109i,-0.00044976-0.00095983i,-0.00015933-0.0002776i,0.00011772-0.00074844i,0.00012774-0.00085835i,-0.00080244+0.00016707i,-0.0016139+0.00053008i,-0.0011314+0.00012885i,-0.00023435-2.5532e-05i,0.00043518+0.0005141i,0.00073019+0.000622i,0.00058133-1.7207e-05i,0.00099887+6.5508e-05i,0.0007251+0.00037338i,-0.0001034+0.00031766i,6.8125e-05+0.00069841i,0.00017801+0.00056595i
0.00070019-0.00011544i,-0.00040781-0.00050322i,-0.00060352-0.00065718i,-0.0016643-0.00099506i,-0.0014665-9.0391e-05i,-0.00030257+0.00016989i,0.00017777+5.5984e-05i,0.00061555+6.181e-05i,0.00086217-0.00055147i,0.00083957-0.00050738i,0.0010339+0.00018246i,0.0008371+0.00032002i,0.00072816+0.00033967i,0.00062708-0.00017797i,0.00019371-0.0010459i,-3.7922e-05-0.00040237i,-3.8769e-05+0.00054978i,0.000224+0.00028275i,0.00035546-0.00058836i,-7.8338e-05-0.0011088i,-0.00048447-0.00060062i,-0.00037631-0.00014505i,-0.00010977-0.00017106i
0.0012142-0.0008623i,0.00089272-0.00085043i,0.00097676-0.00050418i,0.00015891-0.00054328i,-0.00073219-0.0010691i,-0.0007802-0.00063534i,-0.00018519-0.00036743i,0.00056322-0.00024881i,0.0011339-0.00011561i,0.0012252-0.00012518i,0.00043762+7.5712e-05i,-0.00042842-0.00035452i,-1.0733e-07-0.00080037i,-0.00016546-0.00063265i,-0.0011078-0.00041495i,-0.00099088-8.2633e-05i,-0.00092236+0.00040515i,-0.00077295+0.00086461i,-0.00053122+0.00027736i,-0.00025343-0.0010533i,0.00021988-0.0014692i,0.00059157-0.0011302i,0.00080907-0.00027775i
0.0014398+0.0011538i,0.0015576+0.00057075i,0.001037+0.00038693i,0.00017467+0.00026291i,-2.9555e-05+0.00023702i,-0.00010676-0.0004506i,-0.00023997-0.0006638i,-0.00029593-0.00010537i,-0.00035355+1.2849e-05i,0.00034096+0.00053275i,0.0012817+0.0010559i,0.00088596+0.00051417i,-0.00049255+0.00025977i,-0.000701+0.00039013i,-0.0003875+0.0003045i,-0.00056914-0.00019552i,5.5501e-06-0.00066383i,0.00053621-0.00073261i,0.00044547-0.00060101i,0.00068571-0.00067966i,0.00062983-0.00058012i,-0.00032791-0.00050312i,-0.00051546-0.00036268i
-0.0007375+0.00027275i,-0.0013144+0.00088242i,-0.0020297+0.0025195i,-0.0015826+0.0024387i,-0.00016533+0.0011216i,0.0006248-0.00022953i,-9.8915e-05-0.00015194i,-0.00033027-0.00020136i,0.00065968-0.00052294i,0.0014059-0.0004104i,0.00082195-0.0010349i,0.00057081-0.0014176i,0.00026606-0.0015417i,-0.00051592-0.0013326i,-0.00061136-0.0010801i,0.00015726-0.00053189i,0.00084481+0.00037032i,0.00036456+0.00045856i,-0.0003187+8.1261e-05i,-1.2975e-05-0.00073784i,-3.5389e-05-0.00080473i,-0.00014112+0.00070474i,0.00027525+0.001193i
-0.00097157+0.00016908i,-0.0017188+0.0016536i,-0.0024023+0.0020121i,-0.0020026+0.0012525i,-0.00095007+0.001027i,0.00044904+0.00057956i,0.00061676-0.00047436i,-7.6002e-05-0.00042483i,6.2682e-05-0.00055561i,0.00058207-0.00095798i,0.0012929-0.00075937i,0.0013072-0.00052092i,0.00091086-0.00011725i,0.00014432-7.1504e-05i,-0.00034182-0.00042747i,-0.00035361-0.00035159i,-0.00039415-0.00074304i,0.00031441-0.00066524i,0.0014556+0.00018022i,0.0014241+0.00030231i,0.00053661+0.00050456i,0.00016194+8.1415e-05i,0.00016832-0.00055653i
0.0010361+0.00052997i,-0.00013222+0.00095799i,-5.5252e-05+0.001203i,-0.0005647+0.00045989i,-0.00040646-0.00069296i,0.00045841-0.0011484i,0.00026358-0.0012736i,-0.00020134-0.00011713i,2.8606e-05+0.00071231i,-2.7343e-06-0.00022414i,-0.00038082-0.00075593i,-0.0005733-5.125e-05i,-0.00053875-0.00011849i,-0.00061133-0.00097887i,-0.0004717-0.0010751i,-0.000873+0.00024027i,-0.00099023+0.00062171i,-0.00096013-0.00042743i,-0.00056776-0.00063349i,4.828e-05-0.00020415i,0.00030689-0.00031652i,0.00019167-0.00010071i,0.00030571-5.8349e-06i
-0.00056933-0.00013076i,-0.00091005-0.0019914i,-0.00068283-0.0025095i,-0.00038117-0.0015582i,-0.00025307-0.00045844i,-0.00024952+0.00062905i,-0.00046316+0.00059281i,0.00032434+0.00011813i,0.00063657+3.0318e-05i,0.00030192-0.00042959i,0.0009214-0.0010188i,0.0012491-0.00055538i,-8.1764e-05+7.1505e-05i,-0.0012471+4.693e-07i,-0.00068162-4.8551e-05i,-0.00026287-0.0002494i,7.994e-05+2.705e-05i,0.00021377-9.1012e-05i,8.6624e-05-0.00042908i,-0.00039416+0.00025347i,-0.00090588+0.00081079i,-0.00029854+0.00064451i,-0.00019887+0.00076925i
-0.00049099-4.3564e-06i,-0.0011082-0.0003725i,-0.0020093+0.0001105i,-0.0020837+0.00049407i,-0.00076822+0.00028537i,0.00040208-0.00081266i,0.00021914-0.0015364i,-0.00048995-0.0010806i,2.7273e-05-0.00065842i,6.8832e-05-0.00051349i,-0.00064143-0.00029269i,-0.00026932-0.00047562i,0.0008084+4.0082e-05i,0.00085888+0.00039532i,0.00043751-0.00021981i,0.00054657-0.00043055i,0.0004678+0.00024928i,-0.00011374+0.00099883i,-7.1048e-05+0.00087716i,0.00025098+0.00048377i,0.00086728+4.9621e-06i,0.00073451-0.00026174i,0.00049533-0.00034662i
-0.0016744+4.7218e-05i,-0.0013859+0.00013216i,-0.0021821+0.00093317i,-0.0021934+0.0020482i,-0.00081749+0.0020072i,-0.00031358+0.0009268i,-0.00062972+0.00034892i,-0.00039513+0.0001156i,0.00010813+0.00037396i,0.00026794-7.8011e-05i,7.2314e-05-0.00094291i,0.0004068-0.0011709i,3.5287e-05-0.00056692i,-0.00024118-0.00050682i,0.00060797-0.0010168i,0.0002943-0.00091018i,-0.0006576+6.4078e-05i,-0.00034833+0.00080503i,0.0001913+0.00036786i,0.00015191-0.0003382i,0.0005051-0.00068685i,0.00024529-0.0007248i,-5.6852e-05-0.00093574i
