-0.00068778+0.00036722i,-0.00065564+0.00063596i,-0.0012813-7.4086e-05i,-0.0015594-0.00065991i,-0.0017341-0.00068802i,-0.0015033+0.0010716i,-0.0010138+0.0025077i,-0.00027499+0.0019745i,0.00048095+0.00079343i,0.00020333+0.00032571i,-0.0002202+0.00071278i,0.00020978+0.00072855i,0.00074232-0.00028197i,-0.00026756-0.0011889i,-0.00043233-0.0015683i,0.00030733-0.001385i,-1.3696e-05-0.00088609i,-8.1699e-05-0.00034509i,0.00085052+7.408e-05i,0.0007496-0.00027242i,6.4226e-05+0.00030827i,-2.839e-05+0.00058469i,9.88e-05+0.00049162i
-0.0002432-0.0014131i,-0.00049766-0.0016083i,-8.0924e-05-0.00069013i,-0.00015152-0.00012474i,-9.5574e-05+0.00053247i,0.00014485+0.0014996i,-9.7677e-05+0.0016008i,-0.00033123+0.0013144i,0.00052492+0.0014199i,0.00036039+0.00090111i,-1.1935e-05+0.0002171i,0.00055837-0.00010632i,0.00017434-0.00020139i,-5.5453e-05-0.00026298i,-6.8469e-05-0.00040866i,-0.00059657+0.0002361i,-0.00032654+0.00071792i,0.00016179+0.00070902i,-7.7508e-05+0.00036302i,0.0002709+0.00019503i,0.00094194+0.00074857i,0.0011405+0.0011731i,0.0010888+0.00070805i
4.5884e-05-0.00058916i,-0.0002563-0.0010061i,0.00069028-0.00091184i,0.00033941-0.00016886i,-0.00074989-0.00095318i,-0.0010631-0.0010239i,-0.00029265+0.00035972i,-5.8496e-05+0.00095869i,9.0734e-05+0.00047081i,0.00049983+0.00056073i,4.789e-05+0.00077601i,-4.1672e-05+0.00044624i,-3.2083e-05+0.00090586i,0.00033628+0.0011926i,0.0005652+0.0012792i,0.00013726+0.00082072i,-1.4181e-05-0.00019569i,-0.00039501-0.00060909i,-0.00031992+8.5956e-05i,0.00031282+0.00041171i,-3.0244e-06+0.00039457i,-0.00059524+0.00055318i,-0.00037226+0.00035695i
-0.00043904+0.00084112i,0.00023213+0.00095049i,0.00074573+0.00046745i,0.0010558+0.00075818i,0.00040469+0.00090557i,7.8476e-06+0.00046241i,-0.00067734+0.00066932i,-0.0013219+0.0010282i,-0.00029644+0.0014158i,0.00034343+0.0010826i,-0.0002587+0.00017466i,-0.00054023-0.0004005i,-0.00025853-0.00061776i,-0.00020254-4.8363e-05i,-0.0012922+0.00071038i,-0.0016948+0.00075726i,-0.00095832+0.00086463i,-0.00018476+0.0012932i,0.00082456+0.0011363i,0.0012014+0.00021608i,0.0010315+0.00034427i,0.00064619+0.00085772i,0.00058827+0.00042455i
0.0011463+0.0014607i,0.00022871+0.0012766i,0.00020113+0.0020575i,0.00026527+0.0019905i,0.00038337+0.0021047i,0.00015668+0.0027728i,-0.00018149+0.0023299i,0.00034885+0.0015225i,0.00087675+0.0010585i,0.00024197+0.00063294i,-0.00049408+0.00040656i,-0.00060524-0.00036396i,-0.00081725-0.0007931i,-0.00095598-0.00074353i,-0.00072967-0.00099492i,-0.0001985-0.00048238i,0.00051093+0.00050275i,0.00032948+0.00085431i,-4.3232e-05+0.00060944i,0.00051496+9.7242e-05i,0.0007064-8.3504e-05i,0.00048223+0.00046494i,0.00053409+0.00083358i
-0.00090859-0.00134i,-0.0010283+0.000173i,-0.00088944+0.00084874i,-0.00075611+0.00080373i,-0.00016871+0.0013559i,0.0004141+0.0017624i,0.00019827+0.00077022i,-0.0002934-1.7676e-05i,-0.00030701-0.00054602i,-0.00010561-0.00037661i,-0.00060278+0.0003212i,-0.00052454+0.00071399i,0.00017075+0.0011312i,-0.00013159+0.0015147i,-0.00056579+0.0010657i,-2.5986e-05+0.00013042i,0.00017884+0.0001644i,-0.00053995+5.7424e-05i,-0.00095814-0.00016953i,-0.00064063+0.00045766i,-0.0005469+0.00087382i,-0.00058943+0.00027366i,0.00060195-0.00027232i
-0.00056335+0.00016511i,-0.00023375+0.0012958i,-0.0009907+0.0018654i,-0.0018881+0.001571i,-0.0016144+0.0011813i,-0.00139+0.0014712i,-0.00088607+0.0015782i,-0.00019627+0.0012488i,-0.00065315+0.00036494i,-0.0012595-0.00047245i,-0.00082393+2.7935e-06i,3.6445e-05+0.00026915i,-0.00024193+0.00033774i,-0.00025263+0.00046109i,-0.00020487+0.00013379i,-4.3898e-05-0.00014769i,0.00042977-0.00011314i,0.00070561+6.3268e-05i,0.00047317-4.9905e-05i,-0.00025023-0.00025581i,-0.00012376-0.00087947i,0.00028274-0.00095062i,0.00041167-7.7347e-05i
0.00015569-0.00028612i,0.00064615-0.0015701i,0.0011552-0.0013086i,0.0011916+9.5219e-05i,0.00038622+0.00068921i,-0.00078994+0.0005999i,-0.00092274+0.00099699i,-0.00010783+0.0015368i,0.00017255+0.00089925i,-0.00035209+0.0004807i,-0.0010722+0.00022771i,-0.0012636+0.00012331i,-0.0013404+0.00032944i,-0.0014119+0.00014716i,-0.00047933+0.00033087i,-0.00014599+0.0004603i,0.00035395-2.1441e-05i,0.00083472+8.2538e-05i,0.0009204+0.0010429i,0.0011843+0.0019578i,0.0014321+0.0013111i,0.00078639+5.7578e-05i,0.00011167-0.00047633i
-8.7784e-05+0.0011768i,-0.0017099+0.0011791i,-0.0017382+0.0018428i,-0.0014254+0.0021235i,-0.0011854+0.0017866i,-0.00047669+0.0013768i,0.00029125+0.0011018i,0.00039509+0.001478i,-5.206e-05+0.001565i,-0.00022093+0.00074029i,0.00012841-0.00060476i,0.0007481-0.00041101i,0.00077446+0.00010165i,-0.00033714-0.00016146i,-0.00021371-0.00023221i,0.00078959+0.00065518i,4.4897e-05+0.000662i,-0.00041875-0.00022292i,-0.00019362-0.00037162i,-0.0006507+1.4314e-05i,-0.0004831+0.00013597i,0.00011502+2.8258e-05i,0.00066279+0.00017432i
-0.00075657+0.0014296i,0.00073247+0.001152i,0.0017068+0.001435i,0.00082642+0.0017781i,0.00020701+0.00094404i,6.6515e-05+0.00023735i,-0.00087903+0.00045658i,-0.0013214+0.0011783i,-0.00067652+0.0013777i,-0.00024221+0.00021363i,-0.00052311-0.00063978i,-0.00034665-0.00042769i,0.00033673-0.000386i,2.637e-05-0.0010121i,-0.00016429-0.0011202i,0.00013023-0.00052207i,-0.00028717+0.00032837i,-0.00056587+0.00029048i,-0.00069561+7.1662e-05i,-0.00024485+0.0005626i,-0.00035741+0.00077509i,-5.8818e-05+0.001121i,0.0007078+0.0014944i
0.00112-0.0023243i,-6.385e-06-0.0021444i,-0.00023729-0.0017712i,-0.0012058-0.00085434i,-0.0017795-0.0002309i,-0.00064002+0.0011374i,0.00021093+0.0021529i,-1.4979e-05+0.0016142i,-0.00016744+0.00055444i,-0.00057602-0.00013227i,-0.00041211-0.00037962i,0.00035999+0.00018686i,0.00072301+0.00063378i,0.0012486+0.00048141i,0.00099732+0.00031259i,0.00012231-0.0002149i,-9.9331e-06-0.00044324i,0.00033832-0.00016248i,0.00090395+0.00045794i,0.00093704+0.0013885i,0.00031276+0.00099161i,-0.00013297+0.00025464i,0.00030423-0.00019773i
-0.00028255-0.0024029i,-0.0010066-0.0019704i,-0.0015388-0.0016996i,-0.0015754-0.0019796i,-0.0010636-0.00087773i,-0.00068244+0.0015611i,0.00022603+0.0020905i,0.00092814+0.0017347i,0.0012149+0.00095926i,0.00056126+0.00022875i,-0.0004703-0.00025832i,-0.00036746-0.00074879i,-0.0003965-0.00085235i,-0.00018751-0.00070729i,0.00056432+8.3909e-05i,0.0001786+0.00054307i,-0.00028558+0.0010178i,-0.00013917+0.0014032i,-0.00029856+0.0010042i,0.00041729+0.00019784i,0.0010927+0.0003837i,0.00016091-1.9191e-05i,-0.0008045-0.00069209i
-0.00092578+0.00081641i,-0.00091112+0.00095725i,-0.00082163+0.0014361i,-0.00062892+0.0016078i,1.4615e-05+0.0018853i,0.0010393+0.0014685i,0.0010729+0.0013108i,0.00053503+0.0012985i,0.00028321+0.00083425i,-0.00038327+0.0004855i,-0.00054266-3.0248e-05i,-0.00052135-3.2517e-05i,-0.00035608+0.00027113i,7.3222e-06+0.00056996i,-4.0018e-05+0.00061497i,-8.6972e-05+0.0010137i,0.0002539+0.00086763i,0.000478-0.00033579i,0.00046995-0.0004556i,0.00057235-0.00047676i,-0.0003309-0.00060045i,-0.0014035-0.00043977i,-0.00066071-0.00015598i
0.0004012+0.0013836i,0.00043672+0.0011671i,0.0011219+0.0013119i,0.00073356+0.0011753i,5.8013e-07+0.0006391i,0.000144+0.00020087i,1.2207e-05+0.00076977i,-0.00098357+0.0011686i,-0.0013039+0.00055223i,-0.00054848+0.00014605i,-0.0006358+0.00022379i,-0.00062975-0.00056756i,-0.00053471-0.00038749i,0.0001829+0.00054031i,0.00035775+0.00094099i,-0.00079776+0.00037075i,-0.00085511-0.00021287i,0.00011189+3.8028e-05i,0.00063043+0.00053532i,0.000738+0.00084682i,0.0010054+0.00080843i,0.00083301+0.00039361i,0.00076309+0.000129i
-0.0014368+0.0011709i,-0.00085692+0.00091762i,-0.00097271+0.0016565i,-0.00058706+0.0017868i,0.00011835+0.0015976i,0.0007767+0.0013206i,0.0008308+0.0003851i,0.00019953+0.00065873i,-0.00042917+0.00052082i,-0.00086672-7.1539e-05i,-0.00061318-7.1766e-05i,-0.00037023+0.00026779i,-0.00054121+0.0001596i,-0.00071077+6.4797e-05i,-0.0010076+0.00076752i,-0.0011056+0.00099753i,-0.00097522+0.00039658i,-0.00057412+7.0645e-05i,0.00013366+4.0516e-06i,-0.00025048+9.2757e-05i,-0.00022655-9.6889e-05i,0.00051172-0.00017244i,0.00082412-0.00018638i
-7.9876e-05-0.00059503i,-0.001478+6.8597e-05i,-0.0015361-0.00045379i,-0.00076187-3.2873e-05i,-0.0011935+0.0013546i,-0.00076084+0.0026087i,-0.00091826+0.0014581i,-0.00072004-6.3332e-05i,-0.00069029-2.8281e-05i,-0.0014941-0.00018295i,-0.0011115+0.00046968i,-0.00040838+0.00080918i,-0.00063169+0.00055912i,-0.00045309+0.00047722i,0.00029466+0.00026126i,-0.00016349-0.00023131i,-0.00024518-0.00056132i,0.0001298+8.6466e-05i,0.00037005+0.00065076i,0.00047583+0.00011526i,0.00027595-8.1958e-05i,0.00012638+0.00057361i,-0.00021821+0.00078663i
0.00024437+0.00039899i,0.00044655+0.00063401i,-0.00064475-3.4734e-05i,-0.00053893-3.9666e-05i,-0.00053729+0.00082185i,-0.00032636+0.0015636i,0.00019127+0.0014751i,-3.0174e-05+0.00064311i,-0.00023072+0.00036135i,-0.00036495+0.00045221i,-0.00018496+0.00017485i,-0.00034186-0.00031295i,-0.0002102-0.00054032i,0.00041369+1.2791e-05i,0.00020516+0.00049422i,-0.00051372+0.00023538i,-0.00016577-0.00054157i,0.00037118-0.00063238i,-9.4022e-05-0.00012282i,-0.0001101+0.00013889i,-8.3002e-05-2.7434e-05i,-9.5107e-07+1.5806e-06i,6.5957e-05-0.00029837i
-0.00050531-0.0009008i,-0.00072864-0.0013006i,-0.0014647-0.0017398i,-0.0027278-0.00089883i,-0.0023355+0.00090505i,-0.0017099+0.001418i,-0.0011546+0.00064445i,-0.00085366+0.00096787i,-0.0007562+0.0011437i,-0.00021258+0.00085332i,9.0689e-05+0.00077624i,-0.00018456+0.00094095i,-0.00037241+0.00080127i,0.00054027+0.00042304i,0.00082296+0.00029288i,0.00034414+0.00039688i,8.8894e-05+0.00082679i,0.00041321+0.0010925i,0.00039261+0.00099665i,0.00041953+0.00037834i,6.512e-05+0.00032905i,-0.00057941+6.7172e-05i,-0.00065117+0.00018015i
-0.00046243+0.0013013i,-0.00054948+0.0021824i,-0.00044884+0.0020768i,0.0006583+0.0015552i,0.0014596+0.0022061i,0.0012043+0.0020981i,0.00042607+0.00060646i,-0.00027292+0.00020243i,-0.00043892+0.00081164i,0.00019743+0.00054295i,0.00015665-2.4017e-05i,-0.00021291-0.00071856i,1.1022e-05-0.0015864i,-0.0002117-0.001508i,-0.00010323-0.00044959i,0.00029658+0.00059036i,0.00013128+0.00086825i,0.0002063+0.0012733i,-8.9709e-05+0.0010562i,0.0005203+0.0002787i,0.0010098+0.0002308i,-6.8973e-05+0.00050587i,-0.00038338+0.0012748i
0.00017381+0.002267i,0.001214+0.0012695i,0.0026222+0.00065945i,0.0026032+0.00048536i,0.0011755+0.00058631i,0.00075871+0.00084231i,0.0015387+0.001303i,0.00099899+0.0018218i,0.00015575+0.001232i,0.0004917+0.00049566i,0.0007129-0.00025605i,0.00016383-0.00046103i,-7.8392e-05-0.00022819i,-9.0161e-05-0.00043102i,-0.00056991+0.00014865i,-0.00043536+0.00057305i,-2.8272e-05+0.00082498i,0.00033213+0.00095579i,0.00039786+0.00047734i,5.749e-05-0.00014413i,-0.00013822-0.00019618i,-0.00040008-0.00021598i,-0.00075906-0.00044002i
-0.0015731-0.0016375i,-0.0017253-0.00054659i,-0.0025641-0.00022428i,-0.0025237+0.00045906i,-0.0019646+0.00099655i,-0.00090296+0.0011633i,-0.0004174+0.0014601i,-0.00014478+0.0012125i,0.00012168+0.00066098i,-0.00013239+0.00026458i,-0.0001545+4.0806e-05i,-0.00055275-2.0768e-05i,-0.00054907+0.00036382i,-6.7146e-05+0.00053127i,0.0003814+0.00024734i,0.0002578+0.00044571i,-7.8478e-05+0.00024851i,0.00056614+0.00011626i,0.00056467+0.00025646i,-0.00032299-0.00027152i,-0.00018648-0.00093593i,0.00024328-0.00088215i,0.00074884-0.00032411i
-0.00083074+0.00060529i,-0.00017528+0.0016919i,5.3981e-05+0.0019755i,-0.0003046+0.0018767i,-0.00078076+0.0021073i,-0.00064492+0.0019313i,-0.00078971+0.00085411i,-0.00066291+4.8569e-06i,-0.00066553+8.0929e-05i,-0.0005293+4.9517e-05i,-7.8381e-05+6.9001e-05i,0.00061078+5.1713e-05i,0.0004899-0.00032588i,-0.0001738-0.00078211i,-8.6166e-05-0.0004991i,6.6183e-05-7.2321e-05i,0.00018+3.8579e-05i,0.00029312-0.00021038i,9.9125e-05-0.00018426i,0.00045815+3.9003e-05i,0.00043118-0.0004312i,2.7629e-06-0.00046704i,0.00024753-0.0004452i
-0.0016286+0.0013392i,-0.0012915+0.0017826i,-0.00071828+0.0027931i,-0.0010902+0.003098i,-0.00015835+0.0025924i,0.0005799+0.0022938i,-3.4533e-05+0.0018991i,-0.00047716+0.0012816i,-0.0001188+0.00095035i,-5.5851e-05+8.694e-05i,-0.00045272-0.00020299i,-0.0004791+1.3276e-05i,-0.00088823-0.00050232i,-0.00072779-0.0012259i,-0.00023145-0.00091605i,-0.00047941+0.00021668i,4.7109e-05+0.00045312i,0.0013391+0.00025375i,0.0013398+2.5084e-05i,0.00039116-0.00016327i,0.0005421-9.126e-05i,0.00028756-0.00055914i,-0.0010865-0.00056922i
-0.00050302+5.1288e-05i,-0.00012371+0.00065316i,0.00017966+0.0012812i,0.00074923+0.0012902i,0.0011732+0.0011695i,0.0013708+0.0012115i,0.0006897+0.0007827i,-0.00021544+0.00039692i,-0.00066972+0.00025827i,-0.0006072+0.00010332i,-5.683e-05+0.00093912i,3.4837e-05+0.0017416i,0.00039735+0.00079863i,0.00044826-0.00053958i,-0.00017834-0.00046879i,-0.00070542+0.00023562i,-8.0236e-05+0.00035165i,0.00014509+0.00024622i,-9.0468e-05+0.0005143i,0.0002538+0.00068938i,0.0001941+0.00029385i,7.793e-05+0.00013239i,-2.6607e-05+0.00021999i
-0.001805+0.0015569i,-0.001098+0.0019016i,-0.00082955+0.0018911i,-0.00081367+0.0015677i,-0.0005483+0.0019172i,-0.00011552+0.0022993i,-0.00066684+0.0019222i,-0.00092569+0.0018241i,-0.00015454+0.001743i,6.1828e-05+0.0011414i,0.00050866+2.8747e-05i,0.00048277-0.00079208i,-0.00020758+9.0712e-07i,-0.0006985+0.0012653i,-0.00069488+0.0011655i,0.00035032+0.0004617i,0.00042404-7.2402e-05i,0.00012595+2.4132e-05i,0.0002905+0.00068449i,0.00047446+0.00094544i,0.00013515+0.00079183i,-0.00024589+0.00061972i,-0.00095594+0.00021446i
0.0017156+0.001212i,0.0026147-0.00018776i,0.0029376-0.00041005i,0.0019938-0.0004528i,0.0013421+9.7358e-05i,0.00082464+0.00042981i,0.00043064+0.00092014i,0.00051946+0.0016838i,8.5049e-05+0.00097671i,-0.00039265-0.00023498i,-9.8637e-07-0.00040391i,-6.6305e-05-0.00031652i,-0.0011692-0.00026255i,-0.00088737+0.00019254i,-0.00019788+0.0002462i,-0.00031527-0.00036645i,-3.837e-05-0.00037034i,-9.4503e-05-0.00031591i,-0.00021074+8.3646e-05i,-0.00012547+0.00059083i,-0.00040119+7.8011e-05i,-0.00036398-3.1037e-05i,-0.00037732+0.00040492i
-0.00019097-0.00041506i,-0.00039737-0.00074157i,-0.0014564-0.00096255i,-0.00045373-0.00064782i,0.00095448+0.0006865i,0.00026972+0.0013694i,-0.00044078+0.0011492i,-0.00075589+0.0013357i,-0.0012073+0.00056174i,-0.0010814-0.00060501i,0.00029496-0.00013242i,0.00017668+1.1893e-05i,-0.00017514-0.00056529i,-0.00025369-0.00034552i,-0.0007544-7.1759e-05i,-0.00037815+7.2573e-06i,0.0001318+0.0007067i,-2.6041e-05+0.0011831i,-0.00022192+0.00099263i,-0.00031693+0.00021795i,0.00016589-4.3826e-05i,0.00039321+0.00043427i,-0.00041995+0.0010039i
-0.00051254-0.00031714i,-0.00075619-0.00085057i,-0.0013851-0.001583i,-0.0016039+0.00062993i,-0.0014576+0.0030815i,-0.0011619+0.0035068i,-0.00080291+0.0030315i,-0.0011772+0.0019553i,-0.0014354+0.00062384i,-0.001068+6.8834e-05i,-0.00090323+0.00037216i,-0.00085108+0.00044874i,-0.00053745+0.00027456i,-0.00073103+0.00029725i,-0.00083635+8.4635e-06i,-0.00078543-0.00016964i,-0.0010003+0.00016803i,-0.0011841-0.00026367i,-0.00059579-0.0010816i,0.0007114-0.0015417i,0.0011317-0.0011826i,0.00012779-0.0002825i,-0.00053291-6.0681e-05i
0.0003373-0.00041879i,-0.00021828-0.0011817i,-0.00040437-0.0010923i,0.00031694-0.00030585i,0.00018759+0.00057996i,-0.00076688+0.0013242i,-0.00095685+0.0012541i,-0.00056313+0.0013323i,-0.00041995+0.00041918i,-0.00025488-0.00011843i,3.4121e-06+3.3375e-06i,1.7093e-05+0.00024289i,-3.8799e-05+0.00085847i,-0.0004988+0.0008581i,-0.0008844+0.00044683i,-0.00021117+9.4479e-05i,0.00097309+0.00070144i,0.0007363+0.0014292i,9.6503e-05+0.00077104i,1.4872e-05-0.00012885i,-0.00048144-0.00033241i,-0.00059258-0.00023867i,-0.00024476+0.00010455i
0.00053982-0.0015431i,-0.00011468-0.0011485i,-0.00088982-0.0009397i,-0.0025768-0.00021598i,-0.003204+0.00060566i,-0.002302+0.0017908i,-0.00081908+0.0015554i,-0.00049704+0.00049764i,-0.00095964-2.9844e-05i,-0.00062589+0.00032256i,0.00027502+2.2091e-05i,-4.0538e-05-0.0007396i,0.00033786-0.00080733i,0.00078588-0.00041457i,0.00063509+7.0435e-05i,7.4746e-05+1.751e-05i,-0.00086385-0.00047431i,-0.00099339+0.00016981i,-0.0007463+0.00074265i,-0.00011748+0.00044491i,0.0001294-0.00050525i,0.00044943-0.0006225i,0.0013888+1.6468e-05i
-0.00069084-0.00019203i,-0.0010383-0.00030624i,-0.001618-0.00062652i,-0.0013586-0.00061146i,-0.00075134+0.00044748i,-0.00047301+0.00080574i,0.00025906+0.00066466i,0.00040979+0.00021454i,-3.5383e-05+0.00033858i,-0.00011137+0.00025103i,6.9304e-05-0.00054049i,0.00010406-0.00015756i,-0.00022587+0.00059369i,-0.00046845+0.00082152i,-0.00096502+0.00091873i,-0.00076674+0.00030191i,2.5183e-05-0.00047246i,0.0001198-0.00060336i,0.00023858+0.00010164i,0.00042867+0.00043185i,-0.00014469+0.00034199i,-0.0010115+0.00048572i,-0.00082754+0.001103i
-0.00073174-0.0014872i,-0.00086712-0.00066988i,-0.0013374+0.00020636i,-0.00097154+0.00093939i,-0.00032544+0.0021389i,-0.00031887+0.0022473i,-0.00025143+0.0016124i,-0.00019763+0.0016291i,-0.00028442+0.0016504i,-0.00042904+0.00091863i,-0.00081861+0.00060091i,-0.0005872+0.000535i,0.00023958+0.00042726i,0.0002563+0.00023097i,-0.00068123+0.00033566i,-0.00047134+0.00099222i,0.00045888+0.0010092i,0.00069071+0.00056692i,0.00056296+0.00060526i,0.00030634+0.00093219i,0.00085531+0.00059118i,0.00073515-5.4331e-05i,-0.00013214-0.00030117i
-0.00027817-0.00030341i,-0.00025172-0.00022652i,-0.00053409+0.00049039i,-0.00028893+0.0011521i,-0.00095205+0.0015805i,-0.0012976+0.0014664i,-0.00077706+0.0014194i,-0.0002073+0.0014709i,0.00022471+0.00073733i,-0.00019992-0.00026123i,-0.00018563-0.00039633i,0.00030681-0.00020789i,0.00059806+0.0004488i,0.00026826+0.0009133i,0.0003085+0.00063792i,0.00031184+0.00012121i,-1.1536e-05-9.4378e-05i,-0.000333+8.7125e-05i,6.5683e-05+8.6486e-05i,0.00090751+0.00024655i,0.00034516+0.00013294i,-7.3376e-05+0.00032041i,0.00059279+0.00095843i
0.00016834-0.0019846i,-0.0006086-0.00068823i,-0.0015118-8.5238e-05i,-0.0029921+0.00062984i,-0.0028474+0.0024636i,-0.0013057+0.0033989i,-0.0007861+0.0017108i,-8.0257e-05+0.0005089i,0.00072596+0.00090674i,0.00054596+0.00016151i,0.00012017-0.0014179i,-0.0011723-0.0014549i,-0.0012907-0.00083756i,-0.00052852-9.6608e-05i,-0.00013794-0.00047917i,-5.4261e-06-0.00096237i,-0.00013653-0.00015917i,0.00029824+0.00045277i,0.00040235+0.00027487i,0.00063898+4.2094e-05i,0.00080247-6.2626e-05i,0.00056694-8.8712e-05i,0.00074659+7.8983e-05i
-0.001451+0.00081134i,-0.00040125+0.00086365i,-0.0010504+0.00056101i,-0.0014717+0.0012461i,-0.00068282+0.0018304i,-6.9882e-05+0.0018032i,-0.00022583+0.0013282i,-0.0005855+0.00065907i,-1.653e-05+0.00048582i,0.00063139-4.221e-05i,0.00037848-0.00022285i,0.00026286-0.00049083i,0.00047735-0.00060461i,0.00019241-1.0877e-05i,-6.1176e-05-7.8884e-05i,0.00033489+0.00017978i,0.00023595+0.00083933i,-0.00019848+0.00080941i,-0.00039263+0.00038662i,-0.00046671+0.00018762i,0.00010226-5.1094e-05i,0.00036635-0.00083695i,-7.0622e-05-0.00059145i
0.00182+0.00087032i,0.0014163+0.00025995i,0.00081653+0.00020597i,0.001328-0.00010452i,0.0020486-0.00089143i,0.00019407-0.00014502i,-0.0012347+0.00062905i,-0.00079063+0.00085886i,0.00021706+0.00054591i,0.0011316-0.00030177i,0.00078656-0.00037713i,-0.00022413-2.5852e-05i,-0.00055251-0.00012915i,-0.00061657-0.00028094i,-0.00094145-0.00034134i,-0.00049427+9.566e-05i,-0.00013281+0.0010335i,-0.00024505+0.0011634i,-0.00062082+0.00053047i,-0.0016535+0.00069373i,-0.0014853+0.0008087i,-0.00059434-0.00013925i,-0.00028408-0.00016547i
0.0021791-0.00021553i,0.00076446-0.0022688i,-0.0004636-0.0026192i,-0.0015976-0.0015574i,-0.0026682-0.00047203i,-0.0028335+0.00035451i,-0.0016825+0.0010433i,-0.00015753+0.0010546i,0.00029641+0.00031475i,-0.00016907-0.000553i,-0.00036627-0.00053499i,0.00027879-6.6719e-05i,0.00059083+0.00043024i,-0.00021293+0.00092149i,-0.00027084+0.00090506i,-0.00032938+0.00083469i,-0.00011503+0.00070339i,0.00016275+0.00039022i,5.3203e-05-9.8884e-05i,0.00038815+8.4758e-05i,0.00043878+0.00027415i,0.00030202+0.0005388i,-0.0003085+0.00026745i
-0.0018269-0.0002602i,-0.0013088-0.00014349i,-0.0014113+0.00084424i,-0.0010661+0.0023248i,-0.00049088+0.0029764i,0.00034798+0.0027244i,0.0008031+0.0021247i,0.00046348+0.0016693i,-0.00048565+0.0016266i,-0.00091019+0.0010626i,-0.00057931+0.00047638i,-0.00030203+0.0009123i,-0.00042507+2.7367e-05i,-0.00070661-0.00094929i,-0.00044766-0.00088535i,0.00036555-0.0002152i,0.00010238+0.00055804i,-0.00072772+6.8742e-05i,-0.00023438-0.00096921i,0.00018003-0.0013618i,0.00010653-0.00053848i,-0.00018777+0.00070419i,-0.00036533+0.00073546i
-0.0015193+0.00051586i,-0.0014362+0.0012747i,-0.0014514+0.0014855i,-0.00095605+0.0017148i,-0.00015871+0.0020729i,0.00042049+0.0015875i,0.00048624+0.00070444i,0.000621+0.00056155i,-0.0001085+0.00093245i,-0.00086761+0.00071046i,-0.00053651-2.6449e-05i,-0.00012498-0.0003623i,0.000181-0.0010412i,0.00047165-0.001204i,0.00027783-0.00030528i,-0.0003957+0.00020243i,-0.00035119-0.00021687i,0.00017525-0.00065098i,0.00020466-0.00034047i,4.601e-05-0.00019737i,0.00070521-0.0007573i,0.00023568-0.00082602i,-0.00070568-0.00073923i
-0.00011372-0.00058318i,0.00049805-0.00036021i,0.00098907-0.00059863i,0.00039708-0.00026629i,-0.00012528+0.0003685i,-0.00066398+0.00097958i,-0.001258+0.0014393i,-0.0014647+0.0017852i,-0.0012079+0.0015113i,-0.00061672+0.00030002i,-0.00014369+0.0001917i,-0.00057636+3.9586e-05i,-0.00064105-0.00031831i,-0.00055124+5.3909e-05i,0.0002206+0.00050831i,0.0010426+0.00041664i,-0.000171-0.00037836i,-0.00059779-0.00080363i,0.00010581-0.00056426i,0.00043731+2.9546e-05i,0.00045998+0.00030209i,-0.00022094-2.0602e-05i,-0.00055607-0.00030168i
-0.00021854+0.00041008i,5.289e-05+0.00047093i,3.6062e-05+0.0011547i,0.00030773+0.0017122i,0.00045175+0.0017927i,0.00042539+0.0020958i,0.00047732+0.0013328i,8.0403e-05+0.00063579i,-0.00087939+0.00094386i,-0.0010491+0.00083548i,-0.00082765+0.00011879i,-0.00053893-0.00092628i,-0.00027037-0.0012764i,0.00033806-0.0011795i,0.0004024-0.00048572i,-0.00031339+0.00065366i,9.8214e-05+0.0010801i,0.00087475+0.0003571i,0.00083354-0.00025878i,0.0005739-0.000653i,-0.00016283-0.00093713i,-0.00025207-0.00026577i,0.00026045+0.00017768i
-0.00046601+0.0001458i,-0.00024031+0.0005684i,-0.00055672+0.0011509i,-0.0010237+0.0026876i,-0.0011572+0.0024024i,-0.00047714+0.0012026i,-1.0306e-05+0.0012345i,0.00033249+0.0010259i,0.00069436+0.00013341i,0.00016496-5.6929e-05i,-0.00017569+0.00011526i,-0.00032674+0.0009713i,-0.00033647+0.001334i,-0.00017087+0.00067789i,-6.5198e-05+0.00014288i,8.7528e-05-0.0003519i,-1.071e-05+0.0003422i,0.00030031+7.2903e-05i,0.00023188-0.00036526i,-0.00012203+2.3109e-05i,-0.00027183+0.00032131i,-0.00045522+9.6336e-05i,-0.00074016-4.5723e-05i
0.0010889-0.0007561i,0.00038096-0.0012422i,2.6732e-08-0.0020259i,-0.00097479-0.0018476i,-0.0019873-0.00065916i,-0.0020558+0.00087275i,-0.0011887+0.0013464i,6.0545e-05+0.0016934i,0.00035391+0.001633i,-0.0003562+0.001275i,-0.0003983+0.00055028i,0.00019585+0.00035273i,0.00036742+0.0006999i,-9.2468e-05+0.0004079i,-7.4497e-05+6.6173e-05i,6.9311e-06+0.00039237i,-0.00040121+0.00051379i,-0.00042049+0.00013715i,0.00013484-0.00039708i,0.00038783-0.00027734i,0.00032354-6.2905e-05i,-7.6202e-05+0.00021504i,5.1427e-05+0.00050874i
