-0.0031375-0.00068439i,-0.002394-0.00064482i,-0.0024283-0.00088351i,-0.0023189-0.00095438i,-0.0014923+7.5299e-05i,-0.0011366+0.0014852i,-0.0011184+0.0028791i,-0.00029709+0.0035793i,0.0003817+0.0027232i,0.00056941+0.0012849i,0.00019783+0.00027712i,-0.00083807+0.000815i,-0.0013756+0.0010988i,3.2021e-05+0.00068466i,0.00053495+0.0001197i,0.00042612-0.00029905i,0.00031643-0.00014001i,-8.3016e-05+3.8417e-05i,-8.8494e-05+0.00050328i,-4.3868e-05+0.00071766i,0.00019547+0.00049407i,-0.00021554+0.0002774i,-0.00057805-0.00071877i
0.00023206-0.0008077i,0.00034888-0.00037272i,0.0015004+0.00025125i,0.0018012-0.00029774i,0.0018698-0.0016567i,0.0009824-0.0019361i,0.00031668-0.00098784i,2.739e-05-8.2352e-05i,-0.0012697+0.00099856i,-0.0015258+0.0011029i,-0.00082623+0.00050745i,-0.00049701+0.0011334i,-0.00030288+0.0011257i,0.00054841-0.00013294i,0.0008941-0.00065148i,0.00042092-5.1959e-05i,-0.00024761+0.00011479i,-0.00074272-6.874e-05i,-0.0010399+0.00027536i,-0.00042618+0.00097633i,8.6609e-05+0.00077121i,-0.00077769+0.00024744i,-0.001211+0.0001914i
0.0012621-0.00014355i,0.0019418+0.00025856i,0.0013249-0.0010612i,7.4706e-05-0.0024596i,-0.00040668-0.00248i,0.00037721-0.001639i,0.000855-0.00025943i,0.00052135-2.0559e-05i,-0.00040701-0.00015643i,-0.00058309-0.00020771i,5.628e-05-0.00060028i,-0.0004695-0.0012441i,-0.00035412-0.0012171i,0.00023516-0.00069755i,-0.00017277-0.00056176i,-0.0008691+4.9139e-05i,-0.00040581+0.0003483i,-6.8112e-05+0.00063621i,-0.00036876+0.00089776i,-7.3486e-05+8.2728e-05i,0.00030578-0.00081856i,0.00054324-0.00058508i,0.00025043-7.7632e-05i
-0.00076486-0.00064296i,-0.0016672+0.00025842i,-0.00090783+0.00092299i,0.00061804+0.00031021i,0.00099665-0.00078098i,0.00029482-0.0019187i,-4.5577e-05-0.001418i,-0.00049656+0.00030884i,-0.00092667+0.0010963i,-0.0011819+0.0015894i,-0.00099521+0.0013298i,-0.00029446+0.001149i,-0.00096586+0.0010898i,-0.00071173+0.00021633i,0.00010767-7.2072e-06i,-0.00050298-0.00019865i,-0.00069857-0.00067123i,-0.00048203-0.00088879i,-0.00039192-0.00085097i,-0.00041236-2.0473e-05i,-1.9065e-05+0.00022959i,0.00020029-0.00093593i,-0.00017364-0.00090876i
-0.00054727+0.00065806i,-0.00016049+0.00032954i,0.0002393+0.00091719i,8.4372e-07+0.0013324i,0.00071664+0.00060227i,0.0015919-0.00041908i,0.00028607-0.00087583i,-0.0012444-0.0010281i,-0.0015777-0.0003166i,-0.0011469+0.00060425i,-0.00069755+0.00044186i,-0.00070957-1.6136e-06i,-0.00078247-0.00030678i,4.365e-05-0.00031462i,0.0003103+0.00027936i,2.8634e-05+0.0010999i,0.00064062+0.00067472i,0.00073966+6.2082e-05i,0.00035607+0.00038264i,0.00083705+0.00078083i,0.00056729+0.00054883i,-0.00068324-0.00015854i,-0.0010821-0.00032636i
0.0011895+0.00065873i,0.00065618+0.0013305i,0.00065107+0.00073893i,0.00073558+0.00019207i,0.00083938-0.00068194i,0.0010629-0.0010078i,0.00051828-0.00054343i,-4.4983e-05-0.00036815i,-0.00059257+0.00013736i,-0.0010916+0.00055147i,-0.00078168-2.8894e-05i,-0.00058989-0.0005673i,-0.00075571-0.00040544i,-0.00061052-0.00032733i,-0.00061442+0.00023681i,-0.0013225+0.00014219i,-0.0010608-0.00014219i,-0.00043658+0.00048432i,-0.00041143+0.0006075i,-3.6482e-05+0.00035165i,0.00039588-0.00013844i,0.00028716-0.00093417i,-7.4031e-05-0.00037407i
-0.001154+0.00023811i,-0.0015896+0.00077772i,-0.0014645+0.0010687i,-0.00040104+0.0010162i,0.00094962+0.0008853i,0.00052837+0.00033835i,-0.00060741-0.00010941i,-0.00085713-0.00019356i,-0.00097134+9.527e-06i,-0.001435+0.00045772i,-0.00053388+0.00045113i,0.00056049+0.00019589i,0.00095114+0.00042765i,0.00030368+0.00015979i,-0.00051367-0.00038157i,-0.0009053-0.00034541i,-0.00047708-0.00042555i,4.1921e-05+0.00026943i,-0.0002786+0.00080507i,-0.00053855+0.00071761i,-0.00021701+0.00016919i,0.0001317-0.00051559i,0.00044965-0.00022469i
0.0013113+9.5843e-05i,0.0013344+0.00058311i,0.0012236-0.00054923i,0.001278-0.0010473i,0.0010965-0.00051374i,0.00067219-0.0006317i,-0.00051843-8.5357e-05i,-0.0012121+0.00034853i,-0.00093781+0.00041733i,-0.0011465+0.00027079i,-0.00070257-0.0006251i,-0.0005419-0.0003611i,-0.00044842-8.4979e-05i,-2.1412e-05-0.00079881i,0.00034547-0.00072747i,0.00066893-0.00024155i,0.00051031-3.1701e-05i,-0.0004076-6.5098e-05i,-0.00067131+0.00028438i,-0.00048217+0.00047526i,-0.00021167+0.00045951i,8.6064e-05+0.00044059i,-0.00044676+0.00018475i
-0.002057-0.00023021i,-0.0014683+0.00060245i,-0.00079373+0.0016014i,-0.00047454+0.0016305i,2.5032e-05+0.00078131i,0.00026457-0.00066661i,-0.00012106-0.0011097i,-0.00067561+0.00026133i,-0.001356+0.00082714i,-0.0011279+0.00086598i,-0.00053932+0.00069627i,-0.00028872+0.00043575i,-0.00062524+0.00075636i,-0.00042357+0.00095373i,0.00043589+0.0010299i,0.00029995+0.00017949i,-0.00029896-0.00047321i,-0.00058249-0.00045381i,-0.00056381+4.5826e-05i,-0.0005321+0.0004894i,-0.00015639+0.00027634i,0.00030369+0.00014595i,-6.8591e-05+6.9423e-05i
0.00017235-0.00022958i,0.00072172-0.0001105i,0.00059153-2.7233e-05i,0.0011761-0.00043862i,0.0013406-0.0020015i,0.00025103-0.0028275i,-0.00040896-0.0020226i,-0.00015718-0.0011154i,-0.00046189-4.6187e-06i,-0.00069204+0.00064927i,-8.2647e-05+0.00070196i,0.00018183+0.00022125i,0.000174-2.3302e-05i,0.00014829+3.7372e-05i,0.00018489+0.00011202i,2.0875e-05-0.00013258i,0.00017814-0.00066205i,-1.1401e-05-2.6219e-05i,-0.00030617+0.00078486i,-0.00017116+0.00043889i,-0.00042412+4.24e-05i,-0.00056917+0.00054615i,-0.00039366+0.00091126i
-4.7622e-05+2.7044e-05i,-0.00038666-9.7808e-05i,-0.00047712-0.00062435i,-0.00042632+0.00066876i,-0.00026053+0.00036505i,-3.4322e-05-0.00015864i,-0.00042971-0.00013568i,-0.00065751-0.00055883i,-0.00070978-0.00011368i,-0.0013333-2.2076e-05i,-0.0011182-0.00013421i,-0.00029806+0.00024104i,-0.0004365+0.00088275i,-0.00064036+0.00069458i,-0.00016074-3.6001e-05i,0.00013153-0.00045105i,-0.0005314-0.00029465i,-0.0011024+7.4452e-05i,-0.00090382+0.00073338i,-1.2245e-05+0.00039907i,0.00067062-0.00087726i,0.00019122-0.00037474i,-0.00031087+0.00090355i
0.00017648-0.00074049i,-0.00015887-0.00018035i,-6.502e-05-3.6638e-05i,-0.00069606-0.00050932i,-0.0011998-0.00096566i,-0.0003447-0.00084539i,-0.00010664-0.00096948i,-0.00088719-0.00045485i,-0.0011114+0.0003011i,-0.00075613+0.00036642i,-0.00020986-0.00036778i,-7.3348e-05-0.00057336i,-3.2807e-06-0.00036792i,-0.00015303-2.98e-05i,-0.00027689-0.00023721i,-0.00072706-0.00054127i,-0.0007998-0.00078637i,-0.00063271-0.00044162i,5.3802e-06+0.00087623i,0.00031817+0.00071138i,0.0001163+6.0623e-05i,0.00037937-0.00018439i,0.00033252+0.00014988i
-0.00027836+0.00068409i,2.4182e-05+1.0719e-05i,-4.6273e-05-4.8995e-05i,-0.00074548+0.00059729i,-0.00076895+0.0003433i,-0.00076797-0.00035856i,-0.00070464-0.00019247i,-0.00046899+0.00040929i,-0.0010401+0.00046612i,-0.0016949+0.00043171i,-0.001098+0.00084973i,-0.00057065+0.00046515i,-0.0002164-0.00026858i,0.00017596-0.00046161i,-0.00044151-0.00016107i,-0.00013656+0.00039166i,-8.0342e-05+0.00017574i,-0.00018692-9.878e-05i,0.0003196+0.00093036i,0.00026789+0.001359i,0.00072034+0.00029582i,0.00052899-0.00038899i,-0.00023166-0.00034219i
4.5344e-06+0.00099416i,7.8445e-05+0.00033182i,0.00050661-0.00035021i,0.00073986-0.00048163i,0.00061067-0.0012254i,-1.3665e-05-0.0016731i,-0.00050635-0.0011513i,-0.00083595-0.00078933i,-0.0013205-0.00011975i,-0.001412+0.00055854i,-0.00077111+0.00090435i,0.00020425+0.00081234i,0.00055811-0.00024448i,0.00013747-0.0011115i,-0.00053034-0.00044931i,-0.00058232+0.00024951i,-3.3193e-05+0.00045368i,-3.2965e-05+0.00058968i,-0.00038025+0.00052391i,0.00011413+4.4701e-05i,0.00011812-0.00015208i,-0.00028488-0.0007587i,0.00013858-0.0020158i
-0.00016323-0.0016345i,-0.00026101-0.0015359i,3.5538e-05-0.00034339i,0.00098133+0.00049556i,0.0012271+0.00022711i,0.00046787-0.00087984i,-0.00044102-0.00097162i,-0.00055614-4.0021e-05i,-0.00028786-0.00018001i,-0.00053135+0.00019561i,-0.00061221+0.00073501i,-0.00072713+0.00033357i,-0.00098209-2.7691e-05i,-0.00089032-4.8022e-05i,3.2374e-05+5.4031e-05i,0.00028791-0.00041343i,-0.0007068-0.00049727i,-0.0011539+0.00033699i,9.9944e-05+0.00046264i,0.0011705+0.00059897i,0.00082181+0.00099791i,5.4147e-05+0.00029371i,-0.00044514-7.3411e-05i
0.0016688-0.0019393i,0.0010578-0.001058i,-0.00027602-0.001781i,-0.0010987-0.0019282i,-0.00072857-0.0019818i,-0.0005607-0.0011926i,-0.00027205-0.00014142i,-0.00036023+0.0010049i,-0.001301+0.0013956i,-0.0017751+0.00098994i,-0.00085661+0.0013079i,0.00014351+0.0014238i,0.00023118+0.0011625i,-5.0244e-05+0.00062613i,-0.00043979+0.00010258i,-0.00013466-0.00012725i,-0.00035177+0.00058265i,-0.0007971+0.00044309i,-0.00026254-0.00019421i,0.00015482-0.00044539i,7.6927e-05+0.00020041i,-0.00011972+0.0007337i,-0.00015601+0.00028836i
0.00089027+0.00099145i,0.00059196+0.0016628i,0.00062582+0.00067969i,0.00046412-0.00068013i,0.00032154-0.0012719i,2.6163e-05-0.0012705i,-0.00049526-0.00091491i,-0.0010749-0.00047325i,-0.0013191-0.00041473i,-0.0010525-0.0007138i,-0.0010851-0.0006124i,-0.00045502+0.00034718i,4.3385e-06+0.00066558i,-0.00056756-0.00024759i,-0.00053145-0.00049566i,-0.00043316-0.00050712i,-0.00068838-0.00062273i,-0.00021034-0.00033742i,-0.00045074+0.00025273i,-0.0013839+0.00014861i,-0.0011311-0.0002916i,-0.00087354-0.00062103i,-0.00059961-0.00036387i
3.7079e-05-0.0011289i,-0.00087516-0.0011639i,-0.00061178-0.0012321i,-0.00018753-0.0021016i,-0.00023251-0.0023403i,-0.00070358-0.0015352i,-0.00023458-0.00039905i,-4.2904e-05+0.00044956i,-0.0011322+0.00052141i,-0.0016894+0.00046818i,-0.0015886+0.0010966i,-0.0014023+0.0012175i,-0.0007732+0.00049891i,0.0001862-0.00060948i,-0.00018583+7.7377e-05i,-0.00093342+0.00088331i,-0.00033985-6.2216e-05i,-2.1019e-05-6.9564e-06i,-0.00012035+0.00046778i,-3.5732e-05+0.0002629i,-4.1788e-06-0.0002648i,-0.00041381-0.0010979i,-0.00053148-0.00068031i
0.0021576-0.00086463i,0.0014898-0.00052109i,0.0002748-0.0013372i,0.00053717-0.0020942i,0.00046744-0.0024057i,-0.00030504-0.00090805i,-0.0010579-0.00018519i,-0.0012214-5.6598e-05i,-0.0011411+0.00079447i,-0.0014457+0.00099542i,-0.0007619+0.00084582i,0.00076175+0.00085925i,0.00035985+0.00069859i,-0.00052772-0.0005023i,-0.00075074-0.00092187i,-0.0006481-0.00085622i,-0.00049605-0.00072519i,-0.00011933-0.00011376i,0.00035582+0.00053115i,-8.3404e-05+0.00015787i,-1.7127e-05-0.00053821i,0.0005741+5.3783e-05i,0.00058252+0.00061961i
0.00077927+0.0008787i,0.00096727-0.00015311i,0.0008072-0.00089889i,0.00059407-0.0014365i,0.0009806-0.0012669i,0.00055112-0.0012047i,-0.00021376-0.00074479i,-0.00070622+2.408e-05i,-0.00068636+0.00015113i,-0.00030246+0.00032738i,-5.3595e-05+0.001275i,-2.1646e-06+0.001122i,-0.00013001+0.00079689i,9.0209e-05+9.9419e-05i,0.00030336-2.7143e-05i,-0.00012734+0.00025647i,-0.00077698-0.00020691i,-0.00095917-0.000623i,0.00020841-0.00026249i,0.00097195-0.00032024i,0.00051136-0.00070918i,-9.3372e-05-0.00090601i,-0.00011406-0.00046238i
0.0014303-0.00041697i,0.0018566+0.00014547i,0.0025015+0.00052996i,0.002618-0.00033461i,0.001506-0.0016037i,0.00033956-0.0015027i,-0.0002769-0.00076899i,-0.0008722-0.00088498i,-0.0010311-0.00082625i,-0.00063172-0.0007931i,0.00024969-0.0011291i,0.00084573-0.00032874i,0.00035198+0.00029031i,-0.00011192+0.00070498i,-0.00052139+0.0011523i,-0.0008336+0.00067037i,-0.00092229+0.00024541i,-0.00035225-0.00062626i,-0.00021554-0.00037643i,-0.00032993+4.3692e-05i,-0.00065033-0.00089699i,-0.00085644-0.00066831i,-0.00048671-0.00016077i
0.00063742+0.0032997i,0.0011756+0.001885i,0.0021319+0.00068523i,0.0029203+0.00041251i,0.0026379-0.0012084i,0.0014838-0.0026335i,0.00023206-0.0019253i,-0.0010816-8.9316e-05i,-0.001373+0.0012956i,-0.0011811+0.0013304i,-0.00059913+0.0004839i,0.00055221-0.00067513i,0.00054821-0.00094969i,0.00029876-0.00074153i,0.00015989-0.00082707i,-0.00033089-0.00058375i,-0.000831+1.7962e-06i,-0.00050622+0.00010615i,0.00052825-4.8618e-05i,9.5958e-05+0.00054265i,-0.00098478+0.0011749i,-0.0015684+0.0012119i,-0.00077411+0.0010161i
0.0010655+0.00026905i,0.00072662-0.00095011i,0.0014669-0.00058662i,0.0018143-0.00074368i,0.00079957-0.0016197i,-6.3906e-06-0.0018832i,-0.00089749-0.0016431i,-0.00095042-0.00099535i,-0.00092727+0.00048293i,-0.001104+0.0013137i,-0.0010061+0.00024787i,-0.00042282-0.00052609i,1.166e-05-0.00030082i,8.3368e-05-0.0003504i,0.0004184-0.0013478i,6.7565e-05-0.0014738i,-0.0010506-0.0010702i,-0.0012471-0.00064739i,6.1902e-05-8.7223e-06i,0.0010159-0.00023725i,0.00081291-0.00027477i,-7.648e-05-9.3939e-06i,0.00016148-0.00025691i
-0.0023148+9.4464e-05i,-0.0021675+1.9079e-05i,-0.0014732+0.00028284i,-0.00021794+0.0008646i,-0.00043108+0.00065264i,-0.00040301-0.00011183i,-6.1944e-05+6.2825e-05i,-0.0005253+0.00020774i,-0.0008302+0.00053145i,-0.00032061+0.0011951i,0.00092102+0.0010841i,0.0014797+0.00030333i,0.0011648-0.00013266i,0.00099153+0.00015827i,0.00078091+0.0003925i,0.00016897+2.2662e-05i,-0.0009143-0.00063321i,-0.0010462-0.00012102i,-0.00083094-4.9674e-05i,0.000392-0.00054151i,0.0013573-0.00036517i,5.4153e-05-0.00066572i,-0.0003578-0.0005895i
0.0029438-0.00036462i,0.0017988-0.00043181i,0.00042413-0.00084025i,0.00011033-0.00077936i,0.00010881-0.00087868i,-0.00013711-0.0015378i,-1.7902e-05-0.0017861i,-0.00033887-0.00052559i,-0.00091631+0.00030052i,-0.00097125+0.00020824i,-0.00079051-1.4473e-05i,-0.0010927+0.00012738i,-0.0012449+0.00033432i,3.8276e-05-0.00016091i,0.00031924-1.2525e-05i,-0.00091195-0.00013147i,-0.00089848-0.00055915i,-0.00056439-0.00039326i,-0.00023455-0.00022871i,0.00015194-0.00045631i,-8.2607e-05-0.00044037i,-0.00016833-0.0012349i,6.6893e-06-0.0020701i
-0.0024232-5.4435e-05i,-0.0026011+0.00017985i,-0.0024274+0.00081442i,-0.0016054+0.00062064i,-0.00075266-0.00050334i,-0.00043567-0.00098077i,-5.4849e-05-0.0003432i,1.3428e-05+0.00024271i,-0.00048862+2.7647e-05i,-0.00098961+0.0004562i,-0.00076592+0.0007786i,-0.00018585+0.00045527i,-0.00015081-0.00013657i,0.00022047-0.00066305i,0.00055573+0.00010404i,1.7071e-05+0.0010235i,-0.00052978+0.00036087i,-0.00084078+1.2414e-05i,-0.00075618+0.00053332i,-0.00010202+9.9351e-05i,0.00012872-0.00014491i,0.0002776-0.0001335i,0.00014852-0.00039139i
0.00055024+0.00013539i,0.00089943-0.00025198i,0.00041601-0.00015722i,2.4838e-06-0.00043619i,0.00030424-0.00076972i,0.00062009-0.00079789i,0.000414-0.00078246i,-0.00036894-0.00031028i,0.00015793-2.3502e-05i,0.00084169+0.0003584i,0.0006163+0.0010052i,0.0011675+0.00034638i,0.00164-0.0009094i,0.00058911-0.0012938i,-0.00047962-0.00084851i,-0.00099387-0.00016349i,-0.00078747+0.00010888i,-0.00063736-0.0002067i,-0.0008247-0.00030866i,-0.00026273-0.00016934i,0.00049047-0.00038605i,-7.3881e-05-0.0010135i,-0.00012103-0.0011765i
-0.00032339+0.00025553i,-7.2994e-05+0.00032078i,-2.5705e-05+0.00010022i,0.00059402-0.00020649i,0.0010242-0.00094079i,0.000574-0.0013181i,-0.00024656-0.0004282i,-0.00058118+0.00072374i,-0.00066707+0.00099968i,-0.0011887+0.00055957i,-0.0011257+0.00059827i,-0.00067873+0.00056022i,-0.00034365+0.00040606i,-0.00060917+0.00021401i,-0.0003578-0.00011153i,-0.00043906-7.1471e-05i,-0.0008605-0.00010267i,0.00011938+0.00033732i,0.00025205+0.00044926i,-8.3127e-06+0.00019179i,0.00058979+5.1213e-06i,0.00030062-0.00045487i,9.1457e-05-0.0008529i
0.001539-5.1499e-05i,0.0011592+9.7945e-05i,0.00042995-0.00044585i,-4.4706e-05-0.0013636i,0.00074029-0.0010751i,0.00058483-0.0010321i,-0.00056617-0.00045283i,-0.00081758+0.00050102i,-0.00039815+0.00059993i,-0.00054813+0.00021877i,-0.00059138+0.00010502i,-0.0004427+0.00019025i,-9.5972e-05+3.3188e-05i,0.00078497+5.9725e-05i,0.00061992-0.00025362i,-0.000454-0.00067777i,-0.00058068-0.00066224i,-0.0010955-0.00034792i,-0.0013346+0.00050067i,-0.00039616+5.3074e-06i,-0.00010655-0.00062161i,-0.00044923-8.6156e-06i,-0.00012262-7.2546e-05i
0.00029268-0.00012285i,-0.00061947+2.5622e-06i,-0.0009889-0.00087321i,-0.00061784-0.0012827i,-0.00018367-0.0014795i,-0.00033243-0.00060158i,-0.00052154+0.0003344i,-0.0008641+0.0002266i,-0.0006829-0.0003426i,-0.00077526-0.00010793i,-0.00098008+0.00040675i,-0.00048051-1.4461e-05i,-0.00037768+0.00020466i,-0.00047132-5.9745e-06i,-6.8017e-05-0.00062353i,-0.00041472-0.00033043i,-0.00065797-0.00038507i,-0.00078118-0.00036002i,-0.00038109-0.00023245i,0.0006739+0.00023255i,0.00090128-0.00024436i,0.00050518-0.00093218i,-2.2175e-05-0.0010592i
0.00065395+2.8749e-05i,0.00085266-0.00098768i,0.0013518+0.00071351i,0.0020881+0.00082736i,0.0024251-0.00042699i,0.0016832-0.0010654i,0.00078236-0.00070824i,-0.00051291+0.00027043i,-0.0015937+0.00033334i,-0.0018186+7.4192e-05i,-0.0011048+0.00033786i,0.0003667+0.000635i,0.00061081+0.00030062i,0.00018248-0.00031669i,0.00014773-0.00067614i,0.00029541-0.00053625i,0.00010172-0.00028961i,4.5841e-05-0.00049472i,-9.8446e-05+0.00024476i,-0.00020921+0.00078841i,9.4845e-05-0.00023051i,-0.00013982-0.00057301i,0.00039486-0.00036073i
0.000301+0.00018323i,0.00087335+0.00051144i,0.0011563+0.00096076i,0.0011651+0.00081254i,0.0015712+9.3096e-06i,0.0006824-0.00020597i,-0.00046313+0.00037064i,-0.00077298+0.00073411i,-0.00060786+0.00020529i,-0.00079496-0.00039476i,-0.00053109-0.0001267i,0.00017503+0.00035553i,-0.00030501+0.0009371i,-0.0009736+0.0011969i,-0.00090826-0.00011206i,-0.00053763-0.00071131i,-0.0006016+0.00026261i,-0.00054476+0.00048487i,-0.00033931-0.00016823i,-0.00031224+0.00027438i,-0.00024639+0.0009814i,-0.00041681+0.00026187i,-0.00062619-0.00010563i
-0.00080213+0.0033773i,-0.0014863+0.00329i,-4.464e-06+0.0028295i,0.0023974+0.0022126i,0.00252+0.00037404i,0.00080616-0.0012664i,-0.00052958-0.001417i,-0.0010653-0.00081484i,-0.00097177-0.00010744i,-0.00016922+6.4549e-05i,-0.00054939-0.00048253i,-0.001175-0.00062011i,-0.00048141-0.00026048i,0.00036592-0.00013081i,0.00050951-6.785e-05i,0.00040882+0.000117i,-0.00023281+1.1312e-05i,-0.00064971-0.00016026i,-0.00032094-0.0003008i,-6.5815e-05-0.00070068i,7.8792e-05-0.00053306i,-1.9226e-05-0.00033599i,-9.7803e-05-0.00062258i
-0.00026122-0.00022514i,-0.0011912+0.0003097i,-0.00057605+0.00019175i,0.0011717-0.00085268i,0.0017327-0.0014559i,0.00077157-0.0027103i,-0.00019367-0.0026353i,-0.00022485-0.0014089i,-0.00025335+6.5729e-05i,-0.00089243+0.00081238i,-0.00078448+0.00015297i,-0.00020607-0.00032042i,4.6721e-05-6.3266e-05i,0.00070984-0.00029556i,0.00034059-0.00045155i,-0.00051085-0.00069343i,-0.00040267-0.00095145i,-0.00045374-0.00069757i,-0.00040468-0.00058202i,-0.0007657-0.00012664i,-0.00042396+0.00047656i,0.00044609+0.00060639i,0.00047714-4.3479e-05i
0.0030629+4.2202e-05i,0.0037938+6.3454e-05i,0.0041359+0.00069334i,0.0039986-0.00045577i,0.0026819-0.0018244i,0.0005763-0.0019462i,-0.00032075-0.00065302i,-4.5818e-06+0.00045062i,3.3084e-05-5.2165e-05i,-0.00084683-0.00038985i,-0.00044395-0.00052836i,0.00012664-0.0003965i,-0.00058947-0.00057714i,-0.00065518-0.00087872i,-0.00013072-0.00042704i,-0.00022241-0.00024712i,5.7321e-05-3.2276e-05i,0.00014464+0.00084026i,-0.00023495+0.0013721i,-0.00025614+0.00064391i,0.00020729-0.00016938i,0.00044924-4.2391e-05i,-0.00016433+0.00027733i
0.00070082+0.0015734i,0.00095624+0.0021682i,0.0014949+0.0017165i,0.0015275+0.00020216i,0.00098332-0.0011235i,-1.6705e-05-0.0017223i,-0.00033799-0.0010634i,-0.00053997+0.0002565i,-0.00093853+0.00066607i,-0.00078731+0.00055815i,-0.00044549+0.00042632i,-0.00015124+0.00047331i,0.00044826+0.00055735i,-4.8023e-05-3.6261e-05i,-0.00090726-0.0002131i,-0.00078348+0.00016047i,-0.00011822+0.00033213i,0.00018917+3.4769e-05i,-0.0002358-0.00044279i,-6.4841e-05-7.6955e-05i,-0.0002367-0.00010874i,-0.00066628-0.00046807i,-0.00074778-0.00052872i
-0.00026278-0.0011535i,-0.00085609-0.00029717i,6.3914e-05-5.7914e-05i,0.00053703-0.00089667i,0.00067957-0.0019923i,0.00096584-0.0019973i,-0.00025684-0.0015354i,-0.0012056-0.001699i,-0.00084489-0.0011015i,-0.00020097-7.824e-05i,-6.7874e-05+0.00019806i,-0.00020774-5.2236e-05i,0.00023162-0.00064049i,0.00057171-0.00068223i,0.00017984-0.00041467i,-0.00013064-0.00042165i,-1.597e-05-0.00051665i,-0.00014142+0.00013294i,-0.00027833+0.00074811i,3.0558e-05+0.00060886i,0.00026207+0.00027137i,0.00059607+0.00079342i,0.00026427+0.00069454i
4.2072e-05-0.0011959i,0.001702-1.4974e-05i,0.0022573+0.00035572i,0.0017369+0.00035152i,0.00051066-0.00029415i,0.00014528-0.0013989i,0.0003005-0.0013787i,-0.00023022-0.00044127i,-0.00059685-1.5564e-05i,-0.00071848+0.0005681i,-0.00085006+0.0010942i,-0.00074675+0.00028001i,-0.0010881-7.5374e-05i,-0.001051-0.00017202i,-0.00081352-0.00030755i,-0.00069231+7.956e-05i,-0.00030415+0.00010332i,6.8514e-05-0.00015354i,0.00030449-0.00064609i,0.00018524-8.2746e-05i,-0.00035823+0.00037948i,-0.00035332-0.00037288i,-0.00017077-0.00041454i
-0.0021124+0.00051675i,-0.0016473+0.00092217i,-0.001682+0.0013993i,-0.0014893+0.0014338i,-0.00075183+0.00079314i,0.00025946-0.00035039i,0.00020652-0.00064347i,-0.00047226+0.00028961i,-0.00083902+0.00070605i,-0.00057365+0.000474i,0.00067905+0.00066196i,0.0013371+0.0014743i,0.00097923+0.00075536i,0.00066427-0.00018161i,0.00049334-0.00011365i,0.00014283+0.00033907i,7.7126e-06+0.0010133i,-0.00010316+0.00092506i,-0.0006588+0.00042507i,-0.0012186+0.00023042i,-0.00093926+0.00034877i,-0.00037461+0.00036128i,-0.00036671+0.0001364i
-0.0030936-0.0014121i,-0.0042008-0.00074452i,-0.0044055-0.00042061i,-0.0028858+5.424e-05i,-0.0013066-5.6093e-05i,-0.0010314+5.8343e-06i,-0.000425+0.00066728i,-0.00052463+0.00075322i,-0.0013954+0.0010074i,-0.0011163+0.0013201i,-0.00050566+0.00060588i,-0.00063698+0.00010095i,-0.00054808+0.00046889i,-0.00028499+0.00046004i,0.00013255+0.00014587i,0.00011698+4.5626e-06i,-0.00056175+0.00020744i,-0.00062053-0.0002314i,8.4321e-05-0.00058822i,0.00055175+0.00020176i,-0.00014203+0.00022073i,-0.00056426-0.00041411i,-0.00066685-0.00056483i
-0.00071264-0.0022783i,-0.00064552-0.0018443i,-0.00063145-0.00055194i,-0.00033426+0.00012068i,-0.00052308-0.00071298i,-0.0002791-0.0013943i,-0.00034443-0.0011006i,-0.0012827-0.00039217i,-0.0014769-0.00069474i,-0.00053588-2.9283e-05i,0.00029682+0.00082824i,0.00014138+0.00077761i,-8.7512e-05+0.00090437i,9.5121e-05+0.00024628i,-0.00017217-0.0004914i,3.0206e-06-0.0004091i,0.0001271+7.2051e-05i,-0.00043639+0.00056305i,-0.00086127+0.00093319i,-0.00066434+0.00014646i,-0.00052969-0.0013569i,-0.00057528-0.0015278i,-0.00022748-0.00079192i
-0.00089772-0.00041292i,-5.2157e-05-0.00024257i,0.00042109+0.00052504i,0.00024637+0.0012821i,0.00082384+0.0003065i,0.0010313-0.00053432i,0.00022904-0.00015635i,-2.1489e-05-6.1594e-05i,0.00028841-0.00039487i,-0.0006257+0.00018697i,-0.00096328+0.00032378i,4.5146e-05-0.00022181i,0.00079948-0.00025224i,0.00046876-0.00043346i,0.00022419-0.00093749i,-0.00039412-0.00051548i,-0.0016271-9.2957e-05i,-0.0020987+1.0453e-05i,-0.0015589+0.0001881i,-0.00058236+0.00025642i,-0.00029965+0.00031052i,-0.00034919+0.00033419i,-0.00090955+0.00037424i
-0.00077812-0.0028509i,-0.00093982-0.0022649i,-0.00163-0.0017657i,-0.0022349-0.00070369i,-0.0020611+0.0001929i,-0.00087351+0.00047845i,-0.00043795+0.00085378i,-0.0011804+0.0013345i,-0.0019957+0.001278i,-0.0021806+0.00065821i,-0.0014488+0.00038423i,-0.00086655+0.00068355i,-0.0011024+0.00059914i,-0.0010553+0.00064442i,-0.00024491+0.00049043i,-0.00012032-0.00015565i,-0.00093669-0.0014031i,-0.00086385-0.0015306i,-0.0011386-0.00011775i,-0.0019508+0.00031926i,-0.0015728-0.00031456i,-0.00081755-5.3041e-05i,-0.00029864+0.00028732i
