-0.00096847+0.00039198i,0.00042337-0.00062614i,0.00065498-4.9004e-05i,0.00050988+0.00077971i,0.00028425+0.00037719i,-0.00025528+0.00030054i,-0.0015187+0.00083606i,-0.0010566+0.0014909i,0.00010775+0.0011982i,0.00012121+0.00035032i,0.00075476-0.00012591i,0.00051486+0.00035359i,-0.00035009+0.00081751i,-0.00013246+0.00013997i,0.00032623-0.00089891i,0.00037073-0.00055638i,0.0003017+0.00074051i,0.00031672+0.00068486i,0.00041351+0.00027616i,0.00047521+0.0004286i,-6.1926e-05+0.00084964i,-0.0010029+0.00069923i,-0.001126-0.00062765i
-0.0020893+0.001449i,-0.0022323+0.0015827i,-0.0006034+0.0025411i,0.0012665+0.0027983i,0.0024471+0.0018767i,0.0021438-0.00038414i,3.8505e-05-0.0012255i,-0.00076595+1.5433e-05i,9.8262e-05+0.00081505i,0.0012563+0.00095956i,0.0010023+0.00058839i,0.00056175+0.00032695i,0.00071822+0.00013247i,0.00050384-0.00056318i,-0.00012028-0.00063023i,-0.00039293+4.7976e-05i,-0.00025132-0.00068384i,-0.0006428-0.00082218i,-0.00027311-0.00025596i,0.00031977+0.00015699i,0.00030802+0.00048319i,0.0001865+0.00069201i,0.00044226+0.00073281i
0.0001017-0.00093953i,0.0002994-0.00087191i,-0.00052007+0.00013774i,0.00017717+0.0013724i,0.0015015+0.0013033i,0.0012411-0.00012162i,8.412e-06-0.00055032i,-0.00039327+3.049e-05i,0.00026211+0.00018929i,0.00030414-4.7566e-05i,-8.9242e-05-2.7103e-05i,0.00016438+0.00026893i,0.00043596+3.6241e-05i,0.00079475+8.8081e-05i,0.00059688+0.00073156i,5.946e-05+0.00090503i,0.00012924+7.1305e-05i,0.00062816-0.00019087i,0.00048426-0.00038359i,-0.00042613-0.0005595i,-0.00097869+0.00019216i,-0.00017963-4.1294e-05i,6.3389e-05-0.00050033i
0.00079612-0.0015597i,0.00079631-0.00049193i,0.00040275+0.0010248i,0.00046687+0.0011011i,0.0010209+0.00040415i,0.00032967+5.5982e-05i,-0.0009466-8.8314e-05i,-0.0015211+7.5285e-05i,-0.0008199-1.117e-05i,-0.00021046-0.00015535i,5.6241e-06-0.000159i,-8.8403e-05+0.00020469i,0.0001191+0.00026836i,0.00089737-0.00050258i,0.0010755-0.00047825i,0.00048217-0.00024005i,-0.00043979+0.00010762i,-0.0001185+0.0001037i,0.00017363-9.6055e-05i,-0.00070328-0.00040156i,-0.00097704-0.00067991i,-0.000231-0.00018242i,0.00016538-4.122e-05i
0.00024907+0.0011263i,-0.00045561+0.0013784i,-3.6974e-05+0.0011102i,0.00090976+0.0016139i,0.00056548+0.0010343i,-0.00016252-0.00018389i,-0.0010428-0.00013241i,-0.0014828+0.00037418i,-0.00072999+0.00049496i,-0.00021471+5.0874e-05i,0.00015658-3.0538e-05i,0.00010381+0.00037806i,0.00028531+0.0005929i,0.00055684+0.00024351i,0.00016652-0.00047326i,-0.00014696-8.5745e-05i,-6.088e-05+0.00045992i,0.0004465-0.00022408i,0.00051747-0.00070598i,-0.00010911-0.00012353i,-0.00012461+0.00016518i,0.00059696+4.5518e-05i,0.00087035-0.00025854i
0.00094786-0.001021i,0.00047025-0.00026678i,0.001281+0.00018919i,0.0020731-0.00013094i,0.0012906-7.2562e-05i,-0.0004927-0.00025485i,-0.00073066-0.00087455i,8.5523e-06-0.00018857i,0.00034043+0.00057315i,0.00053238+0.00037789i,0.00063592+0.0004401i,-0.00032122+0.00039483i,-0.00063135-0.00021156i,-0.00020149-0.00026789i,0.00048393-0.00032746i,0.00031077-0.00022129i,-0.00021806+0.00036019i,-7.2509e-05+0.00019547i,0.00034347+0.00019082i,4.7223e-05+0.00095059i,0.00014819+0.000731i,0.00061535+0.00068341i,0.00025045+1.2517e-05i
0.0010762+0.00039305i,0.00035473+0.00012742i,-0.000229+0.0015598i,0.00074838+0.0020418i,0.0012674+0.0015352i,0.00071566+0.00076548i,-0.00034859-0.00037656i,-0.00025496-0.00066973i,0.00017022-2.6114e-06i,-4.3581e-06+3.2799e-05i,-4.6006e-05-0.00026256i,5.7739e-05+6.0863e-05i,0.00028365+7.0333e-05i,0.00036154+0.00026431i,4.6633e-05+0.00019546i,0.00031697-2.4019e-06i,0.00081789+0.00056737i,0.00076967+0.00095952i,-4.7581e-05+0.00022437i,0.00016605-0.00030957i,0.0012834+8.2062e-05i,0.0011059+0.00030893i,7.5402e-05-0.00012696i
-0.00015674+0.00071113i,-0.0001175+0.00045099i,0.00085839+0.0002977i,0.0011017-0.00011899i,0.0012673-0.0014675i,0.0003038-0.0016873i,-0.0013309-0.00038232i,-0.0016325+0.00080516i,-0.00078621+0.00064162i,-0.00017742-0.00016106i,0.00039117-0.00091896i,0.00059507-0.000703i,-0.00041819-0.00013255i,-0.0014476+0.00019364i,-0.00095659+5.2588e-05i,-8.6076e-05-5.5762e-05i,0.00012832+0.00016303i,0.00088477+0.00044211i,0.0010479+0.0005593i,0.00069649+0.00070611i,0.00030584+0.00076073i,-0.00014476+0.00012675i,0.00019515+9.6614e-05i
0.00074035-0.0011413i,0.0010542-0.0016525i,0.0010639-0.00038231i,0.0011383+0.00081323i,0.00086629+0.00025642i,0.0003832+0.00013474i,-0.00041256+0.00030476i,-0.0012847-0.00016725i,-0.0007001+0.00026394i,0.00022926+0.000554i,0.0007074+0.00029738i,0.00043577+0.00013734i,-0.00010208-0.0002087i,0.00020015-0.00013483i,0.00046217+0.00010072i,-0.00030083-0.00014068i,-0.00023951+0.00010084i,-0.00012072+0.00074541i,0.00012658+0.00085219i,-6.5142e-05+0.00060737i,-0.0004043+0.00010613i,-0.00027329-0.00043762i,-4.3876e-05-0.00037168i
0.00061147+0.00020428i,0.00070843+0.0014409i,0.0013352+0.0020334i,0.0018946+0.0015329i,0.0013026+0.0002407i,-6.3946e-05-0.00061235i,-0.00103+0.00018674i,-0.0012847+0.00076394i,-0.00085374+0.0007344i,0.00027556+0.00041216i,0.00051166+0.00031434i,0.00021999+0.00096606i,-0.00012286+0.00087246i,5.3598e-05-0.00039568i,0.00017895-0.00098686i,-0.0001352-0.00024836i,0.00042341+0.000405i,0.00074983-1.8824e-05i,-2.7663e-05-0.00029897i,6.6023e-07-0.0004738i,0.00072323-0.00070529i,0.00082439-0.00020393i,7.2175e-05+9.3708e-05i
-0.0003032+0.0016118i,0.00041104+0.001368i,0.00084037+0.0014498i,0.0009042+0.0017171i,0.00015703+0.00075474i,-0.0011901-0.00014427i,-0.0017042-8.3573e-05i,-0.0016412+0.00022665i,-0.001159+0.00022151i,-0.00032721-0.00011792i,0.00052916-0.00030485i,0.00058325+3.2121e-05i,0.00014344+3.3177e-05i,0.00065257+0.00026464i,0.00034818+0.0004668i,-0.00047997+0.00063577i,-0.0007022+0.00072625i,-0.00040203+0.00063026i,-0.00049549+0.00027566i,-0.0013734+0.00026459i,-0.001258+0.00061095i,-0.00055094-0.0002596i,0.0001618-0.00084125i
0.00088002+2.9707e-05i,0.00036062+3.3918e-05i,0.0002895+0.0001372i,0.0003893+0.0014301i,0.0002113+0.0018152i,-0.00045013+0.0005891i,-0.0011798-0.00055185i,-0.0011325-8.1266e-05i,-0.00057012+0.00074744i,-0.00033619+0.00057362i,-9.2328e-05+0.00037067i,-0.00016009+0.00043562i,-0.00025062+0.00027309i,-0.00089888+0.0002692i,-0.00063956+0.00022568i,-0.00053178+0.00037827i,-0.00049123+0.0005161i,0.00041279+0.00096081i,0.00096062+0.0014596i,0.00060527+0.00055268i,7.8074e-05+0.00036063i,0.00045882+0.0008832i,0.00067689+0.00017174i
0.00086725+0.0007851i,0.0013312+0.0017117i,0.0015383+0.0015866i,0.0015305+0.00057706i,0.0014031-0.00040673i,0.0010942-0.00037953i,0.00029915-0.00017367i,-0.00050861+5.9413e-05i,-0.0004334+0.00013905i,7.3137e-05-0.00022616i,0.00035071-0.00039582i,7.0614e-05-0.00014393i,-0.00022011-2.1652e-05i,0.00025328-0.00070096i,0.00058243-0.00080965i,0.00020162-0.0012369i,-0.00026009-0.0011412i,-4.7944e-05-0.00060187i,0.00023084-0.0003809i,0.00043549-0.00055951i,0.00059122-0.00057753i,-0.00022211+0.00020692i,-0.00056569+0.0002691i
-0.00069311+0.00058329i,-0.00075784+0.00019683i,1.6071e-05+0.00036245i,0.0010014+0.00027638i,0.001355-0.00046138i,0.00063449-0.0011482i,-0.00061276-0.00082226i,-0.0011256-0.00016778i,-9.3503e-05+0.00026536i,0.00044472-0.00011323i,0.00039461-0.00025826i,0.00079634+0.00036477i,4.6818e-05-1.3399e-05i,-0.00036022-0.00095262i,0.00025165-0.00098552i,-9.5939e-05-0.00017712i,-0.00058936+4.1108e-05i,-0.00040282-9.3824e-05i,0.0002572-0.00018739i,0.00056803-0.00026998i,0.00048397-0.00035973i,-0.00034679-0.00044128i,-0.0007864-0.00058088i
0.00036836+0.00021466i,0.0015821+0.00012655i,0.0013087+0.00093695i,0.00063572+0.0017692i,0.00029795+0.00095143i,0.00021087+8.1919e-05i,-0.00032191-0.00026533i,-0.0008202-0.00020026i,-0.0012123+0.00011925i,-0.00067361+6.2248e-05i,-3.6067e-05+8.3514e-05i,0.00039014+0.00054265i,0.00047502+0.0011152i,-4.5246e-05+0.0013969i,0.00015476+0.00075644i,0.00024562+0.00015249i,0.00044492+0.00012187i,0.00073869+1.3689e-05i,0.00090821+0.00037366i,0.00040337+0.00072531i,-5.9277e-05+0.00069011i,-0.0003654+0.001225i,1.0592e-05+0.00087416i
-0.0010646-0.00071847i,-0.00042041-0.00034161i,-0.00043411+0.00080296i,0.00052278+0.0026637i,0.00084406+0.0029807i,-0.00067899+0.0016446i,-0.0012457+0.00030104i,-0.00058418+0.00018131i,-0.00027467+0.00074848i,-0.00014445+0.00056628i,7.0026e-05+0.000108i,1.9134e-05+0.00043847i,-0.00013315+0.00024072i,-0.00028807-0.00056734i,-0.00067951-0.00040639i,-0.00058778+0.00072504i,0.00015968+0.00074687i,0.00027019+0.00012466i,0.0002331+0.00018823i,0.00019076-0.00051248i,-2.1143e-05-0.00045455i,8.8468e-05+0.00055342i,0.00014602+0.00039379i
-0.0019319+0.00043032i,-0.000626-9.8783e-05i,0.0010027+0.00046973i,0.0012926+0.0010769i,0.0012819+0.00034403i,0.00080275-0.00080326i,-0.0004889-0.0007913i,-0.00091319-0.00037826i,-0.00089796+0.00027106i,-0.0006437+0.00033752i,-0.00015625-0.00014901i,-0.00015564-0.00018978i,-0.00067205+0.00016182i,1.1201e-05+0.00076711i,0.00020207+0.00072038i,-0.00036245+0.00041213i,0.00012819+0.00055953i,0.00060814+0.00029663i,4.7326e-05+1.6362e-05i,-0.00019714+0.00019917i,-0.00018142+0.00063619i,-0.00061806+0.00062772i,-0.00055478+0.00026508i
0.00057143-0.0010616i,0.00011825+0.0004515i,0.00011523+0.00026142i,0.00041347+0.00078673i,9.6608e-06+0.0011133i,-0.00045249+0.00074308i,-0.00090207+0.00054034i,-0.0012418+0.00073891i,-4.8594e-05+0.00028155i,0.00087675-0.00046301i,3.6939e-05-7.1014e-05i,-0.00035796+0.00024321i,0.00023009+0.00062878i,0.00067118+0.0003919i,0.00080838-9.6279e-05i,0.0008955-0.00065816i,0.0010709+7.3808e-05i,0.00044343+0.00055631i,0.00040302+2.003e-06i,7.6567e-05-6.2399e-06i,-0.00060024-9.5933e-05i,-1.7428e-05-0.00061019i,0.00010958-0.00051546i
0.00056322+0.00056649i,0.00070157+0.0011482i,-0.00083169+0.0019249i,-4.9378e-05+0.0023147i,0.001113+0.0020403i,0.00025797+0.0011154i,-0.000566+0.00012785i,-0.00053922+0.00012428i,-3.6528e-05+0.00094958i,0.0001597+0.0013634i,-0.00020191+0.0016751i,-0.00038853+0.0017587i,-0.00011279+0.0016836i,0.00041859+0.0013476i,0.0001732+0.00038614i,-0.00021891-0.00036443i,-0.00014036-0.00072i,0.00017008-0.00039838i,0.00049606-0.00050055i,0.00011345-0.0006711i,-8.797e-05-0.00030991i,-0.00023764-0.00057526i,-0.00082268-0.00058518i
0.00040679+0.00063522i,-0.00024498-5.9452e-05i,0.0010442-7.9257e-05i,0.0024633+0.00041317i,0.0015015+0.0011194i,0.00034014+0.0011055i,-0.00053323-0.00017774i,-0.00066872-0.00072738i,0.00026696+0.00036126i,0.001133+0.0012037i,0.00054906+0.0010172i,-0.00025975+0.00038262i,-8.9793e-05+0.00044645i,0.00053844-1.1508e-05i,0.00061005-0.0010628i,0.00018428-0.00092077i,0.00062669+0.00033018i,0.0009047+0.00096753i,2.2377e-05+0.0006838i,-4.9155e-05-0.00025282i,1.9262e-05-0.00085457i,-0.00016408-0.00020202i,-0.00066192+0.00019403i
9.0414e-05+0.00017973i,0.0013708+0.00073838i,0.00093549+0.0015935i,0.00037973+0.0020487i,0.00017815+0.002202i,-0.00065124+0.0013549i,-0.0011041+0.00021617i,-0.0011872-0.0002073i,-0.00093907+0.00030309i,0.0002943+0.0004783i,0.0010555+0.00033323i,0.0009457+9.7133e-05i,0.00019667+0.0001477i,-0.00031281+0.00050444i,-0.00011928+0.00030526i,0.0003818+0.00015525i,0.0002096-0.00021125i,8.4347e-06-0.00037439i,0.00012177+0.00030574i,0.00042328+4.7116e-05i,0.00048635-0.00088126i,0.00032819-0.00014397i,0.00040818+0.00064385i
-0.00087788+0.00198i,-0.0012931+0.0021344i,-0.0015636+0.0022806i,-2.6283e-05+0.0026797i,0.0011625+0.0022156i,0.00079448+0.0011838i,-0.00015471+0.00046599i,-0.00068031+0.00025164i,-0.00031776+0.00050452i,0.00048355+0.00033263i,0.00050034-7.5995e-05i,-0.00041784-0.00045847i,-0.0010209-0.0002988i,-0.0010986+4.9322e-05i,-0.00053232+0.00078947i,0.00011074+0.00075007i,0.00028054+0.00057697i,-1.3358e-05+0.00069475i,0.00027061+0.00026629i,3.539e-05-3.2511e-05i,0.00011899-0.00013334i,0.00067443-0.00069553i,7.5573e-05-0.00064867i
0.00040857-0.0011347i,0.00021599-0.0012841i,-0.00060968-0.0013797i,-0.00047914-1.9688e-05i,0.00070995+0.00075859i,0.00081094+0.00030047i,-0.00023144+0.00037792i,-0.00051814+0.00040006i,-4.7937e-05+0.0001942i,0.00095553+0.00016838i,0.0012937-7.3332e-05i,0.00068771-0.00044582i,0.00016016-3.7249e-05i,-0.00047333+0.00061755i,-0.0007688+0.00037668i,-0.00046648-6.9902e-05i,0.00024015+0.00036521i,0.00095602+0.00056286i,0.0009356+0.00071401i,0.00015937+0.0014167i,-0.00042832+0.0018042i,-0.00031928+0.0012564i,-0.00038993+0.00084763i
0.0021387-0.0013954i,0.0036367-7.5521e-06i,0.00184+0.00063814i,3.5341e-05+0.00088301i,-0.00078089+0.00028608i,-0.00050669-0.001007i,-0.00094906-0.0013i,-0.0014958-0.00047542i,-0.00081744-8.943e-05i,0.00012639+2.5267e-05i,9.6222e-05+0.00011965i,-0.00062392+2.5037e-05i,-0.00047306+0.00024161i,0.0001351-2.2921e-05i,2.1282e-05-0.00034289i,0.00010171-0.00056994i,0.00034569-0.00087917i,0.00024789-0.00056542i,0.00033426+0.0005497i,0.00010185+0.00072224i,-0.00027449+0.00021313i,5.1862e-05-0.0001678i,-4.3882e-05-0.00034247i
0.0003094+0.0003252i,-0.00088075+0.0023555i,-0.0012782+0.0027889i,-0.0011128+0.0029494i,-0.00078011+0.0021698i,-0.001155+0.00023605i,-0.00082093-0.00041901i,0.00031663+0.00049924i,0.0009112+0.0010488i,0.0010372+0.00072028i,0.00065646+0.0002122i,-8.8387e-05-0.00037622i,0.00012722+0.00027043i,0.00090252+0.00075692i,0.0010573+0.00075004i,0.00015418+0.00046416i,-0.00042085-0.00044405i,0.0002282+0.00010433i,0.00023847+0.00088432i,-0.00013417+0.00085035i,7.3469e-05-0.00026861i,0.00010382-0.00051485i,-0.0002332-0.00011835i
-0.00025945-0.0013793i,0.00072943-0.001861i,0.001402-0.00074709i,0.0019708+0.00071784i,0.0021274+0.00094186i,0.00070828+0.00044295i,-0.00074148-6.125e-05i,-0.0011973-0.00038797i,-0.00072187-0.0003284i,-0.0003841-0.0001711i,-9.4212e-05-0.00017077i,0.00031292-0.00020397i,0.0001337-2.0718e-05i,0.00010472-0.0001777i,5.5724e-05-0.0004788i,-8.2554e-05-0.00032118i,0.00044435-0.00058154i,0.0010583-0.00084849i,0.00067031-0.00043333i,0.00049171+0.00058723i,6.4305e-05+0.00063522i,-0.00021344-0.00014016i,0.00063568-0.00077107i
0.00088195+0.00069507i,0.00070699+0.0011117i,0.00036522+0.0011447i,-0.00018169+0.00039519i,-0.0008816-0.00018705i,-0.0012456+0.00025824i,-0.001425+0.0010306i,-0.00068619+0.00095388i,0.00076208+1.483e-05i,0.00076383-0.00082624i,-0.00024085-0.00076093i,-0.00020556-0.0003457i,0.00059406+0.00010134i,0.0009622-0.00015271i,0.00069857-0.00072287i,0.00051716-0.00094312i,0.00037707-0.00098845i,0.0002512-0.00029417i,0.00033186+0.00043992i,-8.7374e-05-1.9524e-05i,-0.00053289-0.00051879i,-0.00053258-0.00041276i,-0.00046051-0.00044442i
0.00076341+0.00059787i,0.00013124+0.0016485i,-0.00043184+0.0008204i,-2.6904e-05+0.00034165i,0.00031193+0.00044683i,-0.0014594+0.00041497i,-0.0021568+0.00026963i,-0.00078012+1.9708e-05i,2.3791e-07+0.00010525i,0.00020617+0.00054999i,0.00010217+0.00098655i,0.00015492+0.00023925i,-0.00039812-0.00047308i,-0.00085166-4.5331e-05i,-4.4511e-05-0.00024443i,0.00050541-0.00090925i,0.00047329-0.00078488i,0.00048872-0.00044242i,0.00014104-0.00035504i,-0.00044894-0.00012009i,-0.00033575+0.00019886i,0.0002172+0.00048337i,-0.00087503+0.00051511i
-0.00089098-0.00053331i,-0.0012876+0.00050988i,-0.00027137+0.00099711i,0.0008134+0.0015298i,0.0013416+0.0006055i,0.00029243-0.0002314i,-0.0010849-0.0002044i,-0.0010454+0.00016377i,-0.00018828+0.0012625i,0.00022141+0.0012381i,0.0002142+0.00069951i,-0.00031783+0.0011885i,-0.00013855+0.00080218i,0.00034994+0.00024398i,-0.00023846+0.00014519i,-0.00045926+0.00091191i,-0.00041365+0.0010718i,-0.0005829+0.00073846i,0.00014673+0.00068097i,0.00085855+0.00082773i,0.0010084+0.0010743i,0.00032856-7.8559e-05i,-0.00041437-0.00077873i
0.00050626-0.00096351i,0.00091743+2.5853e-05i,0.00070128+0.0012066i,0.00074832+0.0012513i,0.00061538+0.00075854i,-0.00033903-5.4603e-05i,-0.00109-0.00095313i,-0.00037666-0.00069712i,0.00027126+4.6394e-05i,-0.00016139-0.00010779i,-0.00061837-0.00055688i,-0.00015979-0.00035959i,0.00023056+0.00036941i,0.00041441+0.00024989i,0.00067027-0.0002149i,0.00051521-0.00018244i,-0.00023222-7.5508e-05i,-0.0010165+0.00010325i,-0.00075238+0.00073142i,-0.00014631+0.00056626i,-0.00049694+0.00052086i,-0.0011289-2.9136e-05i,-0.00063094-0.00085966i
-0.0015388+3.6555e-05i,-0.0011451+5.1297e-05i,-0.0016243+0.0014737i,-0.0014643+0.0016577i,-0.00017454+0.0018637i,-0.00016545+0.0011579i,-0.0009798-8.2851e-05i,-0.00080373-0.00053087i,-0.00076666-0.00036428i,0.00011216+1.7924e-05i,0.00099558+8.406e-05i,0.0004082-1.6554e-05i,-5.7235e-05-1.8144e-05i,0.00035183-0.00023124i,0.00050594+0.00045819i,-0.00057568+0.0007193i,-0.0007573+0.00072969i,0.00043587+0.00091891i,0.0005332+0.00038711i,-6.2386e-05-0.00035729i,-8.7535e-06-0.00035294i,0.00049163+0.00062981i,0.00031902+0.00069221i
-0.0010943+0.00013938i,-0.00076582+0.00099798i,-0.001301+0.0013791i,-0.00036212+0.0017119i,0.0008245+0.0011371i,0.0010864+0.00073107i,2.1451e-05+0.00073142i,-0.0011734+0.00057009i,-0.0005271+0.00034727i,0.00048187+0.00074134i,0.00044669+0.0012672i,-0.00015222+0.00069708i,0.00051458+3.4048e-05i,0.00088048+0.00030383i,9.6333e-05+0.000223i,0.0002853-0.0006477i,0.00070064-8.7358e-05i,0.00052592+0.00090035i,0.00066524+0.000411i,0.00060941+0.00014658i,0.00032091+0.00081638i,-0.00040126+0.0011388i,-0.00092043+0.00089055i
-0.00055975-0.00071931i,0.00035127-0.00039878i,0.00059747+0.00025207i,0.0011728+0.0018219i,0.0016937+0.0022071i,0.0011733+0.00032777i,4.6283e-05-0.00056645i,-0.00093204-0.00046085i,-0.00078551-0.00017553i,-0.00054297+0.00024424i,-0.00058281+0.00016449i,-0.00032154+0.00053158i,-6.787e-05+0.00078138i,0.00046767+0.00030553i,0.00030698+0.00020484i,-0.00038938+0.00018225i,-0.00027383-0.00063056i,-4.4122e-05-0.0011613i,2.3079e-05-7.3724e-05i,-3.5085e-05+0.00068289i,-7.0858e-05+0.0003423i,0.0002257+1.4254e-05i,0.00011614-0.00018968i
-3.3973e-06+0.00078776i,0.00090108+0.00098491i,0.00082085+0.0011148i,0.00060182+0.00074362i,-0.00012708+0.00076435i,-0.0017348-5.0487e-06i,-0.0019374-0.00038377i,-0.0016321+0.0001577i,-0.0013186-0.00011604i,3.3176e-05-0.00043282i,0.00046925+0.00037759i,-0.00026476+0.0011429i,-0.00045777+0.00035625i,-0.00044194-0.00039264i,-0.00032133-0.0005485i,-0.00016919-0.00094147i,0.00035272-0.00051462i,0.0002813-2.1721e-05i,-0.00064537-0.00039521i,-0.00044374-0.0006078i,-0.00038049-0.00010427i,-0.00053637+0.00043709i,-0.00015131+0.00052997i
2.6077e-05-0.00011309i,-3.8974e-05+0.0007908i,-0.0003702+0.0016067i,-0.00026591+0.0018639i,-0.00063508+0.0013584i,-0.00086986+0.0013066i,-0.0016313+0.00064006i,-0.0020379-0.00020801i,-0.0012652+0.00010941i,-0.00054205+0.00037824i,-5.3985e-05-0.00017306i,-0.00024357-0.00041034i,-0.00051109+0.0001644i,-0.00046664+0.00088187i,-0.00010145+0.0013527i,0.0005142+0.0012909i,0.00026246+0.00085069i,-7.4027e-05+0.0011399i,-0.00019528+0.0015216i,0.00016095+0.00063769i,0.00043198-0.00019778i,-0.00029873+2.2845e-05i,-0.00021998+0.00081448i
0.0010145-0.00024197i,0.0010421-0.00039021i,0.0017348-0.00012253i,0.0024413+0.00010202i,0.0021701+4.4466e-05i,-0.00029908+9.94e-05i,-0.0019634+0.00049221i,-0.0016551+0.00065466i,-0.00078385+0.00046634i,-0.00021688+0.00012978i,0.00025242+7.9433e-05i,0.00073745+0.001077i,0.00068493+0.0014018i,0.00039281+0.0011041i,0.00054434+0.0010139i,0.00051342+0.00053834i,0.00029652+0.00013803i,0.00030376+0.00050708i,0.00044628+0.00028552i,-0.00015508-9.1468e-05i,-0.00037253+2.8014e-05i,0.00015908-0.00043005i,0.0005273-0.0010913i
0.00030011-0.00054068i,-3.5525e-05+0.00048199i,0.00016448+0.0017843i,0.00060562+0.0013509i,0.00048752-0.00074954i,0.00092439-0.00032822i,-2.1208e-05+0.00063254i,-0.0011916+4.7968e-05i,-0.00076616-0.00058075i,0.00032579-0.00070715i,0.00057725-0.00065885i,0.00046689-0.00027434i,-0.00011841+0.00016505i,-0.00031311+0.00017883i,-0.00055387-0.00040437i,-0.0010694-0.00055499i,-0.00094757+0.00056211i,-0.00030842+0.00098602i,0.00019403+0.00060142i,0.0006532+0.00034143i,0.0011583+5.2687e-06i,0.0013827-0.00072244i,0.0012582-0.00043948i
-3.5044e-05+0.00068198i,-0.0012929+0.00099508i,-0.0013216+0.0012616i,-0.00019033+0.00070573i,-8.4432e-05+0.00087821i,-0.0012775+0.0014913i,-0.0014468+0.0015484i,-0.00069811+0.0011477i,-0.00039069+0.00028309i,0.00019613-0.00059185i,0.00054122-0.00062545i,0.00011499+7.7469e-05i,8.9142e-05+0.00024137i,-0.00014986-0.0001788i,-0.00042666+2.4853e-05i,-0.00062701+0.00051536i,-0.00044933+0.00061964i,0.00013149+0.00072683i,0.00037675+0.00074877i,0.00040322+0.00028807i,0.00023083-0.00022862i,0.00038825-0.00042694i,0.00019475-0.00060023i
6.8194e-06-0.00045604i,-0.00071084+0.00050641i,-0.0011851+0.00075771i,-0.00019715+0.00080803i,0.00018932+0.0013021i,8.689e-05+0.00098368i,-0.00012931-8.2457e-05i,-0.00074262-0.00048678i,-0.00090728-0.00029914i,-0.00041724-3.3648e-05i,-0.00081648-0.00026275i,-0.0010466-0.0004541i,-0.00033836-0.00026967i,-0.00029832-0.0008682i,-0.00035378-0.00040904i,-4.3045e-05+0.00050476i,9.0264e-05+0.00062467i,4.782e-05+0.00042116i,0.00015962+0.00025775i,-9.5853e-05-2.1773e-05i,-5.2228e-05-0.00049528i,-0.00081962-0.00058654i,-0.0015486-0.00017288i
-2.429e-05+0.00045968i,0.00056482+0.00024796i,0.00043668+0.00082619i,0.00011448+0.00099324i,-3.6369e-05+0.00056572i,-0.00077428-9.479e-06i,-0.0011758+0.00027401i,-0.0011558+0.00079522i,-0.00073374+0.00085701i,-0.00026534+0.00054429i,-0.00012028+0.00043806i,-0.00028419-9.0393e-05i,-0.00030531-0.00030447i,0.00037567+3.9977e-05i,0.00063439+5.321e-05i,0.00015391-5.3787e-05i,-0.00025344+0.00063024i,-0.00010432+0.0005185i,0.00031527-0.00016723i,0.00039899-0.00054726i,0.00057028-0.00049289i,0.00080454-0.00046257i,0.00031648-0.00051951i
0.0016022-0.0006835i,0.0021061+0.00056351i,0.0026879+0.001086i,0.0025232+0.0005113i,0.0016522+0.00038366i,0.00031547+0.00047178i,-0.0011586-0.00013895i,-0.0015949-0.00010785i,-0.00047627+0.00039982i,5.7137e-05+0.00081066i,-0.00028702+0.00064221i,-0.00024068-0.00010851i,0.00010232-7.5397e-05i,0.00017942+0.00054564i,-0.00041484+0.00082682i,-0.00046895+0.00071067i,0.0006435+0.00047963i,0.0010993+0.00052751i,0.00043355+0.00013051i,-0.00029455+0.00019806i,-0.0002302+0.00042758i,-9.2424e-06+0.00018799i,2.7217e-05-0.00016653i
-0.0010759+0.00091981i,-0.00047167+0.0015011i,-0.00041422+0.0021259i,-4.7838e-05+0.0028352i,0.0009778+0.0017387i,0.00055555+0.00018116i,-0.00048262+0.00018885i,-0.00094325+0.00088031i,-0.00027635+0.00086911i,0.0004681+0.00013982i,-0.00011744-0.00043367i,-0.0001905-0.00023883i,-0.00033722+0.00010524i,-0.0004654+9.749e-05i,0.00017607-5.6804e-05i,0.00018349+1.3474e-05i,0.00026402-9.1521e-05i,0.00044451+0.00011718i,-0.00041431+0.0001206i,-0.00074146-0.00011329i,-0.00051399+0.00058099i,-0.00062717+0.001157i,-0.00024559+0.000765i
-0.00082544+0.00034924i,-0.00024849+0.00050931i,0.00057154+0.00084889i,0.0015324+0.0013764i,0.0027519+0.0013584i,0.001576+0.0006586i,-0.00041009+8.7256e-05i,-0.0011144-0.00012448i,-0.00065168+6.0811e-05i,-2.0102e-05+0.00046596i,-0.00031998-9.4014e-06i,-0.0008635+0.00015944i,-0.00069664+0.00088296i,-0.00023908+0.00080606i,-0.00029179-5.6672e-05i,-0.00041198-0.00044643i,-0.0002171-0.0001532i,0.00018899-0.00041658i,0.00069947-0.00025227i,-8.0671e-05-0.00032525i,-0.00093739+0.00017115i,-0.0014422+0.00083386i,-0.0015618-3.0362e-05i
