-0.0028514-0.0012952i,-0.0016985-0.0020478i,-0.0019276-0.00031754i,-0.002207+0.0012293i,-0.00097492+0.0018395i,0.00057942+0.0010333i,0.00057836+0.00017502i,-0.00027334+0.00012973i,-0.00017188+2.8682e-05i,0.001051-0.00010033i,0.0017204-0.00017755i,0.0014514-0.00017668i,0.00083093+0.00062802i,0.00039422+0.00054549i,0.00092299-0.00068088i,0.0011928-0.0008569i,0.00034436+6.4533e-05i,0.00058727+0.00052227i,0.00062532-0.00046344i,-0.000312-0.00066016i,-0.00098841+8.1354e-05i,-0.00082222+0.00026351i,0.00028454+1.0478e-05i
-0.0026125+0.0010219i,-0.0021744+0.0013053i,-0.0011128+0.0013589i,-0.00021998-0.00018605i,0.00062625-0.0011185i,0.0013748-0.001212i,0.00097397-0.0016975i,0.00012998-0.0014304i,0.00036798-0.00096376i,0.00010263-0.00022795i,-0.00043767+0.00022986i,0.00022338-0.00035926i,0.0010209-0.00057648i,0.00034083+0.00016175i,-0.00064755+0.00041546i,-0.00093828+0.00040755i,-0.00042052+0.0010025i,0.00010765+0.0011881i,-6.877e-05+0.00036739i,7.3317e-06-0.00030887i,0.00014207+0.0001308i,0.0007055+0.00094428i,0.00097152+0.00075151i
0.0013812-0.0020061i,0.00035524-0.0018026i,0.00045283-0.0010196i,0.0006634-0.00075133i,-0.00016912-0.0012118i,-0.00038243-0.0017661i,0.00023515-0.0018223i,0.0011293-0.00064887i,0.0018065-0.00024553i,0.0015984-0.0002569i,0.00075049+0.00040311i,0.00016882+0.0012525i,-0.00030379+0.0015569i,-0.00084355+0.00078932i,-0.00094506+0.00077742i,-0.00040257+0.00076535i,-0.00012073+6.9345e-05i,0.00070396-0.00038712i,0.0012165+1.3701e-06i,0.00066284+0.00072529i,-5.1886e-05-3.9429e-05i,-0.00039322-0.00079642i,-4.5444e-05-0.00037167i
2.6291e-05-0.00037878i,0.00066365+0.00014306i,0.0010859+0.00033905i,0.00050935+0.00042633i,-0.00061894-0.00018235i,-0.000525-0.0013591i,6.105e-05-0.001813i,0.00032422-0.0023209i,0.0001954-0.0012409i,-0.00026302+0.0006618i,-0.00032349+0.0010788i,0.00015635+0.00079333i,-0.00028356-2.5534e-05i,-0.0011607-0.00018054i,-0.0010726+0.0002488i,-0.00099756+0.00069267i,-0.0011864+0.00097617i,-0.00084414+0.00085508i,-0.00052988+0.00096807i,-0.00044866+0.00080331i,-0.00039877+1.6231e-05i,5.2936e-06-0.0007657i,0.00020446-0.00098298i
0.0016872-0.0014347i,0.001121-0.0017711i,0.00075713-0.0019791i,0.00087136-0.002787i,0.0017299-0.0023806i,0.0019269-0.0019429i,0.0012319-0.0020746i,0.00083142-0.0010885i,0.00050825-0.00039365i,0.00063979-0.00055421i,2.4939e-05-0.00062147i,-0.00096793-0.00058122i,-0.00056415+0.00041649i,-0.00027946+0.00063394i,4.1818e-05+0.00057827i,0.00039357+0.00038681i,-4.4587e-05+0.00029995i,-0.00022269+0.00014313i,-0.0006259+0.00019827i,-0.00086977-2.6753e-05i,-0.00013162-0.00047169i,9.247e-05+1.2113e-05i,-0.00044682+0.00042317i
-0.00034692-3.3442e-05i,-0.00047717-0.0015099i,-0.0010941-0.0019148i,-0.0013633-0.0017262i,-0.0010525-0.0019021i,0.00021221-0.0020516i,0.00055358-0.0020274i,-0.00014425-0.0013124i,-6.1e-05-0.0006105i,0.00010776-0.00031447i,-0.00038699+0.00014064i,-0.00081503+0.00065521i,-0.00051269+0.0010459i,0.00031111+0.00083946i,-4.7257e-05+0.00022895i,-0.00034391-0.00037604i,0.00035524-0.00015724i,0.00066241+0.00020657i,0.00083075+9.5417e-05i,0.00082317-8.0306e-05i,0.00023058-0.00017684i,-0.00011893-0.00018584i,6.1025e-05+3.7161e-05i
-0.0014622-0.0022847i,-0.0022254-0.0011857i,-0.0019598-0.00029747i,-0.000561+0.00050291i,-0.00013651-1.5226e-05i,-3.7821e-05-0.0015872i,-7.3e-05-0.0022734i,-0.00066731-0.0015418i,-0.00077552-0.00017339i,-0.00058365-0.00013316i,-0.00047855-0.0006334i,0.00083957+0.00020037i,0.0016874+0.0013777i,0.00093369+0.0017656i,-3.3629e-05+0.0011336i,-0.00014738+0.0011146i,-0.00034088+0.0013318i,0.00012514+0.00038613i,0.00085189-0.00027182i,0.00044861+0.00041363i,0.00020807+0.0011705i,-0.00026181+0.00076906i,-0.00087168+0.00049981i
-0.0031166+0.0017674i,-0.0014683+0.0018618i,-0.00033605+0.0017362i,0.00099661+0.001096i,0.0018324+0.0002337i,0.0016192-0.0017863i,0.00099845-0.0024753i,-0.00066257-0.0010776i,-0.001177-0.00017192i,-0.00021227-2.1199e-05i,-0.00022384-1.0798e-05i,-0.00023679+6.3963e-05i,-1.6468e-05+0.00015139i,-0.00047893+0.00040316i,-0.0013935+0.00067828i,-0.0016545+0.0010485i,-0.00087904+0.0011185i,-0.00019421+0.00076677i,1.6477e-05-6.8235e-05i,-2.5492e-06-0.00012138i,-6.3324e-05+0.0012182i,-0.00032916+0.0012817i,-0.00074201+0.00019854i
0.0010386+0.00050049i,0.00059688-0.0007918i,0.0012206-0.0011687i,0.001417-0.0015717i,0.001237-0.0023135i,0.00067708-0.0024466i,0.00046596-0.0022547i,0.00088006-0.0011764i,0.001015-6.0385e-05i,0.00092674+0.0001859i,0.0003888-5.4507e-05i,-0.00041562-0.00017627i,-0.00063103-0.00013739i,-0.001431+0.00010095i,-0.0016463+0.00087037i,-0.00068927+0.00040441i,0.00053177-0.0003144i,0.00064167+9.3442e-05i,-0.00018104+0.00016109i,-0.00015721-0.0001149i,0.0003188-0.00057568i,0.00051563-0.0006365i,-3.0502e-05-0.00038909i
-0.00090462+0.0022309i,-0.0016732+0.00099707i,-0.00079556+0.00098004i,0.00088488+0.00028416i,0.0013224-0.00050323i,0.00061436-0.00063364i,0.00035636-0.00076065i,0.00013564-0.0003651i,0.00011836+0.00020962i,0.00022368+0.0001967i,0.00012552-1.0757e-05i,-0.0003748-4.5981e-05i,-0.00033534-9.9395e-05i,-0.00029476+0.00038789i,-0.00043275+0.00017269i,-0.00035933+0.0003784i,-0.000151+0.00075128i,-0.00010224+0.00053025i,-0.00016652-1.1445e-05i,2.4083e-05-0.00079303i,-1.3866e-05-0.00081869i,-0.00072167-0.00039791i,-0.00052481-0.00024825i
0.0018122-0.0003846i,0.0017896-0.00012402i,0.00052307-4.4152e-05i,-0.00038004-0.0006622i,0.00025728-0.00094762i,0.00039206-0.0012115i,5.709e-05-0.0011829i,-0.0003999-0.0010124i,-0.00017641-0.00071963i,0.00072489-0.00031019i,0.00093494+0.00047558i,0.00059252+0.00143i,-0.00035461+0.0016739i,-0.001028+0.00093743i,-0.00068172-6.3808e-05i,5.3852e-05+0.00014449i,0.00028991+0.00032826i,0.0007868+0.00024334i,0.0012019+0.00044248i,0.00086713+0.00051637i,0.00031201+0.00065223i,-0.00033182+6.7839e-05i,-0.0011836-0.00039539i
9.9577e-05-0.0019542i,-0.0015308-0.0023398i,-0.0017083-0.0016648i,-0.00051742-0.00091349i,0.00016836-0.00075546i,-0.00026714-0.0013549i,-0.00015453-0.0015434i,0.00027692-0.0006354i,0.0011879-0.00071482i,0.00075486-0.0013366i,-0.0002598-0.0010301i,-0.00030606-0.00025002i,-8.8511e-06+0.00083245i,-0.0012743+0.0017327i,-0.0022281+0.00094103i,-0.0012047+0.00092204i,-0.00075663+0.0013486i,-0.00058517+0.0010555i,-0.00035612+0.00047818i,-0.00023529-0.00024827i,0.00072227-0.00040015i,0.00064292-8.5016e-05i,-0.00028849-0.00049915i
-0.000737-0.0015284i,-0.0021159-0.00090476i,-0.00093919-0.00070697i,0.0005978-0.00049356i,0.0012001-0.00077818i,0.0015409-0.0017317i,0.0011395-0.0023461i,0.00069085-0.0017283i,0.00067431-0.00087948i,0.00044094-0.0005824i,-0.00033706+0.00041023i,-0.00082416+0.0013471i,-0.00019699+0.0016224i,0.0005798+0.0011464i,0.00061102-4.1709e-05i,0.00038666-0.00082544i,0.00033868-0.00095823i,0.00013393-0.00027692i,-0.00021335+0.00053914i,-5.1713e-05+0.00033934i,7.5557e-05-0.00021804i,-0.00014589-0.00056175i,-0.00013674-0.00038168i
-0.0013491-0.00090204i,-0.0011706-0.00089565i,3.2407e-05-0.00014454i,0.00088869-0.00022317i,0.00073835-0.00045454i,0.00047895-0.00027047i,0.00031989-0.00088151i,-9.4315e-05-0.0016595i,-0.00042249-0.001447i,-0.00042271-0.00054079i,-0.00017417+0.00073267i,6.4491e-05+0.00024214i,0.00025774-0.00084303i,0.00058045-0.0005834i,0.0003035+0.000616i,-0.00035796+0.0011548i,0.00010696+0.00061097i,0.00054727+0.00040309i,0.00047249-9.2326e-05i,-4.5328e-05-0.00063387i,-2.0103e-05-0.00070861i,-4.1239e-05-0.00078674i,-0.00026396-0.00038833i
0.00021638+0.0021983i,-0.00087951+0.00042457i,-0.0012312-0.00040138i,-0.00019421-0.00073286i,0.00045757-0.0017494i,0.00042073-0.0028705i,0.00039565-0.0024988i,0.00010791-0.0011236i,0.00035487+0.00030871i,-0.00012798+0.00043431i,-0.00024639+8.2923e-05i,0.00054734+0.00027107i,0.00040232+0.000393i,-3.7443e-05+0.00061183i,0.00036382+0.0011162i,0.0006873+0.0010356i,0.00045588+0.00021798i,0.00049089-0.00052428i,0.00077022-0.0011746i,0.00071192-0.0010485i,0.00092061-0.00020443i,0.00037113-5.0628e-05i,1.949e-05-0.00035403i
-0.00034331-0.001413i,-0.0015267-0.0019825i,-0.0014523-0.0018566i,-0.001418-0.00059341i,-0.00047319-0.00022444i,0.00057949-0.00080494i,0.00046247-0.00078676i,-0.00035273-0.00045724i,-0.00063556+0.00011353i,-0.0011032+0.00079393i,-0.0013924+0.0014491i,-0.0008149+0.0013887i,-0.00070371+0.0005814i,-0.00075318+0.00012608i,-0.00057683+0.00074684i,-0.00092293+0.00082371i,-0.0014451+0.00038493i,-0.00095707+0.0006472i,0.00046958+0.0011018i,0.00050383+0.00078908i,6.7703e-05+0.00045475i,-5.7856e-05+0.00055548i,-3.8428e-05+0.0005619i
-0.00058276-0.0024586i,-0.00060523-0.0024934i,-0.00030851-0.0014229i,-5.5235e-05+0.0002717i,0.00022987+0.00079394i,0.00092478-0.0001408i,0.0014495-0.0012632i,0.001163-0.00069942i,0.00054164+0.0006126i,-0.0001631+0.00043236i,-0.00026683+8.2161e-05i,-0.00025783+0.00058501i,-0.00083177+0.00096473i,-0.0003108+0.00044611i,0.00044553-0.00048798i,0.00030449-0.00064123i,0.00024299-0.00068964i,0.00024716+0.00029173i,-0.00040117+0.00089649i,-0.00095843+0.00026558i,-0.00054086-5.6789e-05i,-0.00046009+0.00012227i,-0.00081385+0.00028232i
-0.0030233-0.00046931i,-0.0039825+0.00052413i,-0.0028525+0.0012174i,-0.0010083+0.0016297i,0.00016166+0.0011411i,0.00050447+0.00014665i,0.00066528-0.00060642i,0.00096093-0.00075287i,0.00089561-0.00016852i,-0.00027156-0.0004598i,-0.0012624-0.0010597i,-0.00075703-0.0010598i,0.00028934-0.00082426i,-9.1311e-06-0.00037331i,-0.00033652+0.00036237i,-0.00010014+0.00025087i,-8.6529e-05-0.00062467i,-0.00014503-0.00033182i,0.00010217+0.00054827i,3.2516e-05-0.00060383i,-0.00035898-0.001252i,-0.00062884-0.00043769i,-0.00019804+0.00010894i
-0.0018351-0.00052753i,-0.0025616+0.00053117i,-0.0020083+0.00078102i,0.00021967-8.4941e-05i,0.0013975-0.00098057i,0.0017103-0.0015688i,0.0016864-0.001669i,0.0014237-0.0015133i,0.0012951-0.0012136i,0.00063689-0.00085614i,3.5002e-05-0.00055504i,-3.5548e-05-0.00045114i,-4.4766e-05-0.00016891i,-0.00030482+0.00068458i,-0.00065645+0.00079204i,-0.00061779+0.0002717i,-0.00016331+0.00038975i,0.00020999+0.00049699i,7.9951e-05+0.00044017i,0.00043357-0.0005592i,0.00056336-0.0010822i,0.00034856-0.00091929i,0.00047632-8.5085e-05i
-0.00043865+0.0017033i,-0.0010616+0.00092872i,-0.00083468-0.00012022i,-0.00078065-0.00030079i,-6.1043e-05-0.00070238i,0.0010861-0.0013005i,0.0010661-0.0014236i,0.00031309-0.0008399i,-0.00066129-0.00036571i,-0.00062735-0.00037558i,-0.00013493-0.00036491i,-0.00015563+0.00017712i,-0.00056468+0.00017154i,-0.00035411-0.00047892i,-0.00070345-0.00063348i,-0.0011264-0.00038365i,-0.00099265-0.00023252i,-0.0007998-7.2122e-05i,-0.00020614-0.00037626i,0.0004991-0.00019602i,0.00053494+0.00017744i,1.0849e-05+0.00043546i,4.3852e-05-0.00017584i
0.001424-0.002559i,0.0010382-0.0028967i,-0.00036233-0.0011995i,-0.0012051+0.0012605i,-0.000862+0.0014083i,0.0009895+0.00020168i,0.0017426-0.0012061i,0.00045256-0.0017954i,-0.00053277-0.0012321i,-0.00063415-0.00018674i,-0.00015495+0.00010954i,-0.00016712-0.00011139i,-0.00098485+0.00010309i,-0.00084455+0.0002931i,-0.00019927-0.00030178i,4.9437e-06-0.00065308i,0.00043917-0.00037407i,0.00091626-6.8656e-05i,0.00077923+0.00085638i,0.00037677+0.0013908i,-0.00026447+0.00086517i,-0.00068186+0.00073336i,-0.00046679+0.00095396i
-0.0047535+3.0163e-05i,-0.005055+0.0001317i,-0.0039454+3.8637e-05i,-0.0016417-0.00017008i,0.00071355-0.00055321i,0.001491-0.0017491i,0.0014197-0.0031053i,0.00041878-0.0031147i,-0.00093439-0.0017959i,-0.0012004-0.0013059i,-0.00012176-0.00064549i,0.00017451-0.0003567i,0.00057498-0.00041223i,0.00032016-0.0002634i,-0.0010106-2.2689e-06i,-0.00097753+0.00031952i,-0.00054673-3.4117e-05i,-0.00061685-0.00076654i,-0.00077524-0.00012103i,-0.00083257+0.00049306i,-0.00082775-0.00038195i,-0.00049751-0.0010388i,-0.00010618-0.00034701i
0.00068964-0.0029166i,8.2031e-06-0.0021015i,0.00083977-0.00084591i,0.0011412-0.00051071i,0.00031604-0.0013152i,0.00069035-0.0015261i,0.0012227-0.0013463i,0.00061142-0.001433i,2.8142e-05-0.0007843i,-0.00057047+0.00014437i,-0.00065561+0.00018366i,7.5172e-05+0.00042695i,0.00055374+0.0010773i,0.0003285+0.0012045i,-0.00072621+0.00079345i,-0.00091639+0.00043052i,-0.00033316+0.00051969i,-9.6019e-05-0.00027483i,-0.00049888-0.00091338i,-0.00015639-0.00052512i,0.0010875-0.00059639i,0.0004136-0.00070653i,-0.00048507-0.00033161i
-0.0014904+0.0027177i,-0.00096243+0.0020119i,-1.055e-05+0.0016849i,-0.00054735+0.00080493i,-8.0106e-05+0.00021027i,0.00068173-0.00017478i,0.00037881-0.00061426i,-0.00022069-0.00049669i,1.4762e-05+0.00063052i,0.00057307+0.00044152i,0.00015245-0.00040862i,-0.00031714+0.00059489i,-0.00061261+0.0001888i,-0.0008986-0.00056559i,-0.00084636-0.00058891i,-0.00093396+2.8805e-06i,-0.0010869+0.00086411i,-0.0010172+0.00025874i,-0.00031215+0.00027693i,0.00057102+9.5282e-05i,0.00081223-9.5793e-05i,0.00057189+0.0006676i,0.00039629+0.00055402i
0.0030835-0.00055566i,0.0024314-0.00089955i,0.0015941-0.0014555i,0.0012123-0.0025452i,0.0012674-0.0027123i,0.001585-0.0016385i,0.00090638-0.00048357i,0.00044005+0.00042797i,0.0010742+0.0003471i,0.0013128-2.9013e-05i,0.00064233+0.0004687i,-0.00075523-0.00021514i,-0.0011765-0.00063998i,-0.00044623-0.00025127i,-0.00020504-0.00042939i,6.1135e-05-0.00075611i,0.00018917-0.00014576i,-0.00019482+0.0005545i,-0.00010431+0.00061148i,-0.00028145+0.0008945i,-0.00060025+0.0007345i,-0.00025954+5.8216e-05i,7.071e-05-0.00016891i
-0.00068355-0.0029901i,-0.0020268-0.003711i,-0.0022762-0.0025895i,-0.0013274-0.0015421i,0.00012271-0.0022614i,0.0016922-0.0026503i,0.0020032-0.0024545i,0.0012614-0.0015075i,0.0011686-0.00060715i,0.0010799-0.00045836i,0.00017463-0.00013812i,8.179e-05+0.00058374i,0.00049173+0.00085763i,-0.00031861+0.0010824i,-0.00054518+0.0011433i,3.2597e-05+0.000348i,-0.00084894+0.00024647i,-0.0011481+0.0001617i,-0.00077728+0.00025419i,-0.0010528+0.00040959i,-0.0010803-0.00036768i,-0.001051-0.00083762i,-0.0012605-0.00073691i
0.00054372-0.00082907i,0.00028034-0.0016153i,0.00027637-0.0009544i,0.00098112-0.00057942i,0.0016668-0.0006213i,0.001729-0.00061237i,0.0017758-0.0011941i,0.00075221-0.0012775i,0.00013577-0.000238i,0.00060142-0.00087833i,0.00045558-0.0010665i,0.00052578-1.3283e-05i,5.2931e-05+0.00046032i,-0.00029685+0.00086369i,-5.6331e-05+0.00087938i,-0.00014581+0.00067655i,-0.00032821+0.00056792i,-0.00024572-0.00052975i,-0.00023303-0.0021449i,0.00028186-0.00208i,0.00080705-0.0011773i,0.00098091-0.001062i,0.00060097-0.00068424i
-0.0017574-0.0017443i,-0.0018446-0.00021471i,-0.0026813+0.00021046i,-0.0025239-0.0010058i,-0.00021023-0.0011836i,0.0019847-0.0009345i,0.0022423-0.0011802i,0.00083763-0.0015159i,-0.00047933-0.0005919i,-0.00090395+0.00048455i,-0.00013813+0.00081772i,0.00043591+0.0008096i,0.0007813+0.00084663i,0.0011124+0.0015795i,0.0011011+0.0021152i,-6.9804e-05+0.0010808i,-0.00072555-2.5384e-05i,-0.0001791+9.7711e-05i,0.00034978-0.00028963i,0.00077998-0.00029325i,0.00049334+0.00010305i,0.00031321-3.0959e-05i,3.6085e-06+0.00042004i
0.00014009-0.0024667i,-0.00057936-0.0014613i,-0.0020984-0.0014266i,-0.0028736-0.00042696i,-0.00237+0.0015443i,-0.0010841+0.0005271i,0.00025001-0.0011782i,0.00015511-0.00094198i,-0.0001042-0.0007226i,1.5662e-05-0.00028916i,-0.00013526+3.9675e-05i,-0.00010645-0.00082634i,0.00038609-0.0010046i,0.00095855+0.0007195i,0.00094947+0.0018481i,0.00075952+0.00079302i,0.00032308-0.00031322i,0.00037016-0.00033265i,0.00081424+0.00018221i,0.0011236+0.000494i,0.00074339+0.00027132i,0.00014549+0.00030748i,-0.00021391+0.00050887i
-0.00066502-0.0010228i,-0.00095657-0.0018882i,-0.00071534-0.00076121i,-0.0006636+0.0011916i,0.00030817+0.0014956i,0.0016785+9.8703e-05i,0.0011184-0.0016521i,0.00056448-0.0016648i,0.00062337-0.00029374i,0.00066376-2.7323e-05i,0.00024753-0.00063886i,-5.5197e-05-0.00053477i,0.00014996-4.3569e-05i,0.00057442+0.00032874i,0.00034362+0.000494i,0.00011969+0.00044861i,0.00084011+0.00028537i,0.000245+0.00013129i,-0.0011564+8.2974e-05i,-0.0012812+0.00023712i,-0.0011677+0.00044518i,-0.0011078+0.00032772i,-0.00084076-0.00039702i
-0.0022043+0.00017995i,-0.0022865+0.0019463i,-0.0013455+0.0020838i,0.00074489+0.0015478i,0.0023486+0.00042279i,0.0029191-0.0014425i,0.0022727-0.0014024i,0.00050794-0.00037807i,-0.00093179-0.00033954i,-0.0010373-2.7356e-05i,-0.00082265+0.00081412i,-0.00055399+0.0012361i,-0.00074537+0.00069588i,-0.00085473+0.0002149i,-0.00070373+0.0011283i,-0.00091988+0.0011644i,-0.00093746+0.00087725i,-0.00042199+0.00074322i,-0.00086374-4.7418e-06i,-0.0011829-0.00071259i,-0.00044137-0.00097807i,0.00016702-0.0011343i,0.0003879-0.0010359i
-0.002309-0.00076986i,-0.0038763-0.00043226i,-0.0032807-0.0001246i,-0.0012566-0.0008525i,0.00037778-0.0016391i,0.0011918-0.0014075i,0.00073804-0.0011681i,-0.00024903-0.00055004i,-0.00038276+0.0011098i,-0.00019695+0.0015319i,-0.00072651+0.0011251i,-0.0010298+0.00066722i,-0.0011033+0.0003421i,-0.00096995+0.00018545i,-0.00066045-0.00047865i,-0.0010651-0.00073816i,-0.00074263-0.00015982i,0.00012456-0.00022632i,5.5342e-05-0.0012019i,0.00013008-0.0013798i,-3.7529e-05-0.00065314i,2.235e-05+0.00017513i,0.00057615+0.00040952i
0.0023903-0.00050008i,0.002919-0.0015328i,0.0022859-0.0025585i,0.00068711-0.0022274i,0.00025187-0.0010321i,0.00097637-0.00050205i,0.0014424-0.0005523i,0.0015488+0.00059777i,0.0016176+0.001427i,0.0013389+0.00066644i,0.00070529+0.00024886i,-2.0754e-05+0.00045024i,-0.0010319-0.0003032i,-0.0012651-0.00043066i,-0.00089257+0.00061097i,-0.0003647+0.0007342i,4.2386e-05+0.00025653i,0.00078405+0.0002653i,0.0013656+0.00093693i,0.0013975+0.0013696i,0.0016833+0.00093613i,0.0015442+0.00026604i,-9.8388e-05+2.5067e-05i
0.0021999-0.0038283i,0.0021608-0.0036433i,0.0011972-0.0017177i,-0.00011482-6.452e-05i,6.6586e-05-0.00028176i,0.0017811-0.00081093i,0.0019743-0.00047111i,0.00040804-0.00091273i,1.7801e-05-0.00087989i,0.0011687-0.00030563i,0.0012274-0.0002015i,0.00025229+3.2511e-05i,0.00043726+0.00042568i,0.00092557+0.00082355i,0.0004991+0.00044396i,-2.5256e-05-0.0005186i,-0.00016445-7.6482e-05i,-0.00023691+0.0009738i,-0.00087839+0.00084456i,-0.0012407+0.00068672i,-0.00082985+0.00072004i,8.0176e-05-8.2982e-05i,-0.0006826-0.00070132i
-0.0015034+0.00083107i,-0.0032831+0.0012186i,-0.0037307+0.0017885i,-0.0019411+0.0010059i,0.00036326-0.00073948i,0.0017046-0.0016522i,0.0018873-0.0021268i,0.0018799-0.0014689i,0.0026146-0.00020421i,0.0021918-0.00023408i,0.0012051-0.00013212i,0.00043999+0.00039742i,0.00021733+0.00043184i,0.00012234+0.00051497i,0.00054701+0.00045504i,0.00028415+0.00049441i,-0.00017982+0.00035153i,-0.0006419-8.82e-05i,-0.0010143-0.00053693i,-0.00096575-4.7628e-05i,-0.00045773-0.00034776i,-0.00024818-0.0011031i,-0.00055455-0.001307i
-0.0028568-0.00046395i,-0.0040058-0.00019012i,-0.002382+0.00054077i,0.00011725+0.00052759i,0.0016843-0.00079438i,0.0018371-0.0032157i,0.00086899-0.0033876i,-0.000283-0.0026707i,-0.0005641-0.0015238i,5.5163e-05-0.00054976i,0.00032824-0.0011326i,-0.00057836-0.0010575i,-0.0011287-0.001052i,-0.0013036-0.0014617i,-0.0015691-0.0011265i,-0.00084297-0.00082559i,0.00010602-0.00045894i,0.00096947-0.00068805i,0.0010354-0.00039337i,0.00076306-0.00035242i,0.00061421-0.00053153i,-0.00021714+0.00046373i,-0.00057189+0.00092891i
-0.0019007-0.0010299i,-0.001298-0.0002186i,-0.00036934+0.0012198i,-0.00018673+0.0023218i,0.00015782+0.0022584i,0.0017556+0.00095702i,0.0015068-0.00072987i,-0.00021831-0.0017561i,-0.0018205-0.0010811i,-0.0017259-1.6897e-05i,-0.00085106+0.00048739i,-0.00039239+0.00082584i,0.00057446+0.0003651i,0.0017527-0.0007076i,0.0016923-0.00035796i,0.0011657+0.00026953i,0.00099094+0.0003786i,0.00092427+0.00021711i,0.00092247+0.00035344i,0.00055172+0.00018417i,-0.00024131+0.00037106i,-0.0006149+0.00081957i,-0.00050746+0.0015562i
-0.0011965+0.00099376i,-0.00054693+0.0015126i,-0.00011814+0.0024692i,0.00077105+0.0021359i,0.0015262+0.00035728i,0.0016805-0.0013659i,0.00112-0.0014079i,-0.00027736-0.001037i,-0.0014579-0.00030329i,-0.0014698+0.00018546i,-0.00083718+0.0003124i,0.00066859+0.00058988i,0.0019328+0.00039799i,0.0015319+0.00019015i,0.0006745+0.00024728i,6.05e-05+0.00020821i,-0.00023673+0.00010129i,-0.00028165+0.00050358i,-0.0007087+0.00095713i,-0.00028014+0.00090424i,0.00045203+0.00069881i,0.00073868-8.7003e-05i,0.00040553-0.0010939i
-0.00098747-0.0023691i,-0.0032012-0.0030302i,-0.0048057-0.0023339i,-0.0027205-0.0020109i,0.00025248-0.0018136i,0.001671-0.00133i,0.0020757-0.00071839i,0.0015838+1.6595e-05i,0.00038494+0.0010489i,-0.00046422+0.0022252i,-0.00018753+0.002613i,0.00013262+0.0024052i,-0.000568+0.0016786i,-0.0010437+0.00080538i,-0.00087376+0.00044995i,-0.00093094+0.00015324i,-0.00092709+0.00041067i,-0.0013454+0.00065182i,-0.0016186-0.00026579i,-0.0015156-0.0010053i,-0.00077658-0.0011469i,0.00042607-0.00092942i,0.00071772-0.00073981i
-0.0028741-0.0018288i,-0.0029168-0.0024061i,-0.0017015-0.001469i,-0.00015805+0.0014148i,0.0017616+0.0021694i,0.0019714-0.00040171i,0.0010776-0.0020495i,0.0010188-0.0014587i,0.00057609+0.00018255i,0.0005777+0.0015919i,0.00045476+0.0020694i,-0.00038732+0.001188i,-0.0005835-6.2853e-06i,-0.00085629-0.00064823i,-0.0012974-0.00091798i,-0.001493-0.00098518i,-0.0017086-0.00070959i,-0.00047995-0.0011128i,0.00076365-0.0014378i,0.00074116-0.0017969i,-6.3923e-05-0.0013704i,-0.00050306-0.00024783i,0.00013159+0.00088821i
-0.0002011+0.00024314i,0.001022+0.0023724i,0.0016228+0.0035275i,0.0023947+0.0025067i,0.0034846+0.00018045i,0.0042322-0.0010281i,0.0027147-0.00055168i,0.00072497+5.2923e-05i,0.00039976+0.0002744i,0.00066155+0.00018543i,0.00044384+0.00019i,0.00035007+0.00044829i,0.0006765+9.1463e-05i,0.00033171-0.00052232i,-0.00057004-0.00079415i,-0.00065285-0.00051655i,0.0006226-7.4257e-05i,0.0011263+0.00077401i,0.00067639+0.0010307i,0.00051365+0.00082829i,0.00031785+0.0008329i,-0.00032913+0.00083341i,-0.0011578+0.0011406i
-0.0032438+1.5831e-05i,-0.0038565+0.00093084i,-0.0046152+0.00066579i,-0.0045583-0.00026552i,-0.0024887-0.0011377i,-0.00047111-0.0020003i,0.0012352-0.0020408i,0.0017079-0.0018111i,0.0012926-0.0016228i,0.00044225-0.001246i,0.00049968-0.0012109i,0.0014075-0.00058302i,0.0017935+0.00067665i,0.0014954+0.00062483i,0.0014456+0.00029095i,0.0013856+0.00066559i,0.0010116+0.0010622i,0.00025565+0.0011903i,-0.00022143+0.0010731i,-0.00037635+0.00081283i,-0.00039999+0.00041561i,-0.00051577-2.2692e-05i,-0.00057932-0.00026278i
-0.0013767-0.0036027i,-0.0029373-0.0041182i,-0.0022365-0.0029311i,-0.0011785-5.5987e-05i,6.7949e-05+0.0016014i,0.00089712+0.00079332i,0.0018872-0.0015076i,0.0017317-0.0025626i,3.4887e-05-0.0018712i,-0.0011207-0.00039423i,-0.0013908+0.00063543i,-0.0013865+0.00054063i,-0.0012692+0.00033245i,-0.0011427+0.000507i,-0.00086932+0.00061774i,-0.0011899+0.00073017i,-0.0016192+0.00032366i,-0.001747-0.00011712i,-0.0018373-0.0001071i,-0.0011014+0.00035184i,-0.00017258+0.00014389i,-5.442e-06-0.00031835i,0.00023202-0.00037637i
-0.00053007-0.0019568i,-0.000837-0.0032287i,-2.6747e-05-0.0018029i,0.00024325-0.00060815i,0.00044812-0.0010277i,0.00069941-0.0014022i,0.00011881-0.0015513i,-0.0012757-0.0017611i,-0.0018329-0.0015479i,-0.0013035-0.00090222i,-0.00031966-0.0007608i,-0.00014576-0.00065066i,-0.00081914+0.00019864i,-0.00075921+0.00063329i,0.00026717+0.00015726i,0.00046472-0.00038029i,-0.00013475-0.0006762i,-0.00037874-0.0011133i,0.00017012-0.0017917i,0.00059705-0.0016569i,-0.0002187-0.00046136i,-0.00089168+0.00023646i,-0.00035007+0.00063977i
