-0.0010435+0.0026417i,-0.00064946+0.0012521i,-0.0021907+0.0019144i,-0.002122+0.0016073i,-0.00014919+0.0015293i,0.0012056+0.00075438i,0.00084671+4.7575e-05i,0.0002209-2.2938e-05i,-8.4916e-05-0.0005559i,-0.0002287-0.0011842i,0.00037439-0.0016103i,0.00039368-0.0013556i,5.8947e-05-0.00050619i,0.0007325-0.00024758i,0.0011601+6.7524e-05i,0.0001657+0.00073761i,-0.00044511+0.0010972i,-0.00014525+0.00091184i,0.00010655+0.00022604i,-0.00015942+3.2021e-05i,-0.00086034+0.0010822i,-0.00068643+0.0012642i,2.7951e-05+0.00013115i
0.0004551+0.0018514i,0.00092678+0.0020982i,0.0015883+0.0013355i,0.001916-0.00017555i,0.0017928-0.00089415i,0.0010969-0.0011154i,-0.00038377-0.00062838i,-0.00104+0.00021271i,-0.00060959+0.00062864i,-0.0001419-0.00018605i,-0.00018003-0.00058249i,-0.00040282-4.3587e-05i,2.9716e-05+7.2867e-05i,-0.00030504+3.5674e-05i,-0.00020951-0.00022507i,0.00011835-0.00049373i,6.9881e-05-0.0007366i,0.00021848-0.00066482i,0.00070807-0.00043815i,0.00039364-0.00045578i,0.00028006-0.00015052i,6.2235e-05-0.00047281i,0.00013493-0.00087185i
0.00061396-0.0012599i,0.00022678-0.0014804i,-0.00014054-0.0011848i,-0.00043406-0.00039794i,-0.0011047-0.00066144i,-0.00096421-0.0011731i,0.00021657-0.00096509i,0.00082798-0.00052399i,0.00050517-0.00066685i,0.00049583-0.00051572i,0.001144+6.147e-05i,0.0012685+0.00062223i,0.00036938+0.0015021i,-0.00057094+0.0016149i,-0.00023089+0.00054175i,-0.0001114+0.00015726i,-0.00071597-0.00057269i,-0.00012952-0.0011281i,0.00018348-0.00046273i,-0.00022348+0.00023903i,0.00033478+0.00010785i,0.0009919-0.00073581i,0.00083633-0.00063703i
0.0030009-0.0010463i,0.0024996-0.0018271i,0.0012986-0.0020079i,0.00088124-0.0012043i,0.0013069-0.00072198i,0.0018232+7.1814e-05i,0.0014548+0.00060846i,-2.5816e-05-0.00015814i,-0.00066658-0.00067921i,-2.2847e-06-0.00095807i,-3.049e-06-0.0011692i,-0.00057063-0.00062039i,0.00012294+0.00017328i,0.00092835+0.001253i,0.00072056+0.0015201i,0.00058392+0.0007056i,0.00019048+0.00021166i,-3.9959e-05-3.3855e-05i,-9.901e-05-0.0003543i,-0.00033603-0.00056086i,-0.00053942-0.00026325i,-0.00097139-0.00040265i,-0.00099197-0.00072101i
0.00063129+0.00045598i,0.00099834+0.0014239i,2.4902e-05+0.0010131i,-0.00051383+0.00035517i,0.00029178+0.00011148i,0.0015247-0.00059289i,0.0014379-0.0014091i,0.00077792-0.00098613i,0.00014115+0.00032765i,-0.00032702+0.00012314i,-5.3826e-05-0.0003327i,0.0003176-8.5029e-05i,0.00060535+0.00060009i,0.00019831+0.0013486i,-0.00048066+0.0012191i,-0.00039714+0.00073282i,2.0945e-05-7.2696e-05i,0.00051967+6.9246e-05i,-0.00012055+0.00057647i,4.0358e-05+0.00029368i,0.00049942+8.7513e-05i,0.00054498+5.4421e-05i,0.0004097+0.00065417i
-0.0020032+0.0028118i,0.00051233+0.002336i,0.0026752+0.0023572i,0.0035042+0.0020197i,0.0026207+3.5864e-05i,0.0015477-0.0014945i,0.00028233-0.00097004i,-0.00052632-1.6428e-05i,-0.00062013+0.00033774i,-0.00035099+0.0002358i,-0.00018424-0.00059878i,-0.00075282-0.00087221i,-0.0005796-0.0006051i,0.00046963-0.00019101i,0.00010019+0.00029861i,-0.00076636-2.7078e-05i,-0.00064273+8.1146e-05i,0.00051442+0.00064785i,0.0003037+0.00071906i,-0.00027311+0.00095977i,-2.681e-05+0.00051953i,0.00041415+0.0001305i,0.00099777-0.00071595i
0.0010571-0.00086348i,0.00019991-0.0023218i,3.7056e-05-0.0014627i,-0.00037117+0.00027662i,0.00035717+0.00053397i,0.0019719+0.00016415i,0.0023535-0.00054618i,0.001317-0.00063317i,0.00064213-0.00031057i,-0.00051436-0.00020113i,-0.0014594-0.00069682i,-0.0011053-0.00099503i,-0.00059786-0.00037491i,-0.00022452+0.00037761i,0.00032623+0.00044282i,0.00070312+0.0001357i,-0.00025354+0.00024708i,-0.00075848+0.00034511i,4.496e-05-0.00017237i,0.00086548-3.0238e-05i,0.00061212+0.00083908i,-0.00054834+0.0008807i,-0.00016522+0.00037171i
0.0034626-0.00042056i,0.0039638-0.00087933i,0.0023581-0.00055986i,0.00073477-0.00057566i,0.00090923-0.0010031i,0.0011384-0.0010884i,0.0010991-0.00076416i,0.0011814-0.0010322i,0.00016752-0.00025773i,-0.0012645+0.0007558i,-0.00094313+0.00055754i,-0.00032044+0.00030664i,-0.00025048+0.0003662i,-0.00037437+0.00014618i,-0.00030533+0.00068342i,-9.4271e-05+0.00042094i,0.00028542-0.00036352i,0.00051377-0.00044261i,0.00028949+0.00013836i,-0.00046892+0.0003106i,-0.00068829-8.3069e-05i,-0.0006398-0.0010256i,9.8471e-05-0.00086711i
0.0025336+0.0023418i,0.0014477+0.0025451i,0.00148+0.0013504i,0.0016718-0.00022779i,0.00079831-0.0010405i,0.00022482-0.0012166i,-6.5719e-05-0.00081581i,-0.00039418-0.00038149i,-0.00015345-0.00033524i,-0.00057373-0.00026416i,-0.0011294+0.00017962i,-0.0012527+0.001132i,-0.0011665+0.00091727i,-0.0012322+0.00046418i,-0.0010303+0.0011064i,-0.00067611+0.001063i,-0.00071353+7.1422e-05i,-0.0002836-6.5091e-05i,0.00027381+0.00037189i,0.00019823+0.00022021i,0.00017644-0.00042717i,0.0003836-0.00026712i,0.00033408+0.00011273i
-0.0019727+0.00018656i,-0.00065684+0.00052342i,-2.8853e-05+0.00062069i,0.00093774+0.0013165i,0.0013779+0.0011347i,0.001693-0.00051351i,0.0010055-0.0015075i,-0.00039226-0.00083048i,-0.0006764-6.874e-05i,-0.00040464+0.00044732i,-0.00041168+0.00054828i,0.00016081+6.8663e-06i,0.0013316-0.00041542i,0.0018697-0.00080088i,0.0011781-0.0012761i,0.00029612-0.0010896i,0.00039458-6.1335e-05i,0.00017367-0.00021605i,-0.00021915-0.00071261i,-6.8003e-05+0.00022274i,0.00023745+0.0010793i,-7.451e-05+0.00016691i,-0.00010965-0.0006741i
0.00022638+0.00022208i,0.0006253-0.00071461i,0.0012512-0.0015775i,0.0012346-0.0015082i,0.00085493-0.00098333i,0.0010879-0.00084386i,0.0011074-0.00069137i,0.0006911-0.00097756i,0.00035954-0.0020592i,-1.7363e-05-0.0010341i,-0.00091316+0.00028362i,-0.0011149+9.1588e-05i,-0.00086891+0.00034629i,-0.000682+0.00083704i,-0.00070889+0.00066858i,-0.00067181+9.0869e-05i,-0.00057149+0.00017006i,-0.00033205+0.00019841i,-9.0956e-05-0.00053392i,0.00031646-0.00046606i,0.00010261+0.0003232i,-5.2769e-05+0.00023878i,0.00011022+0.0001398i
0.0023007+0.00092521i,0.0031952-0.00046486i,0.0028749-6.8456e-05i,0.0019859+0.00048743i,0.0015397-0.00062974i,0.0013396-0.0017121i,0.00095185-0.0011085i,2.4093e-05+0.00022766i,-0.00041067+0.00041277i,-0.00039479+7.5344e-05i,6.1094e-05+4.9707e-05i,0.00029655-0.00019942i,-0.00046734-0.00044404i,-0.00061689-0.00045716i,0.00030349-0.00033627i,0.00068169-0.00043889i,0.00017875-0.00047217i,-0.00044553-0.00011451i,-0.00034247+0.00064847i,0.000387+0.0014931i,-9.8645e-06+0.0019299i,-0.00060375+0.0011948i,-0.00016937+0.00051217i
0.00061152+0.0014438i,0.0006572+0.0009076i,0.00095574+0.00046442i,0.0020491-0.0004482i,0.0027632-0.001072i,0.0024738-0.0012774i,0.0011843-0.00043248i,0.00010358-0.00044085i,-0.0006099-0.00083952i,-0.00091367-0.00063254i,-0.00035934-0.00014962i,-0.00068479+0.00020533i,-0.00065459+6.9381e-06i,-0.00019593-1.0236e-05i,-0.00023135-0.00043122i,-0.00026677-0.00031121i,6.2561e-05-0.00028077i,0.00056206-0.001035i,0.00019964-0.00061056i,-0.00031334+2.8891e-05i,-0.0004322+0.00030306i,-0.00092335-0.0001288i,-0.00069189-0.00042432i
0.0014044+0.00090581i,0.0018267+0.00094347i,0.00094515+0.0014252i,0.00077082+0.0009141i,0.0014026-0.0003584i,0.0013639-0.00165i,0.00075536-0.001328i,-0.00012439-0.00088415i,-0.00093713-0.0009338i,-0.0010557-0.00035395i,-0.0004836-0.00020794i,3.0852e-05+0.0001885i,-0.00010542+7.7505e-05i,0.0002845-0.00027538i,0.00039586-6.7052e-05i,-0.00046069-0.00028337i,-0.00043935-0.00021683i,0.00084729-0.00018646i,0.001723-0.00022928i,0.0010576-6.9138e-05i,-2.4682e-05+0.00026377i,9.7534e-06+0.00023661i,0.00015613+0.0001551i
0.0012431-6.2274e-05i,0.0013979-0.00092078i,0.0011393-0.0016916i,0.00070739-0.0010885i,0.00096147-0.00045878i,0.0021631-0.00055241i,0.0024564-6.7874e-05i,0.0014966+0.0001194i,0.0007785-0.00016297i,0.00080271-0.0004346i,0.0008923-0.00083123i,0.0005494-0.00049903i,0.00020703+0.00052426i,4.68e-05+0.0009339i,-0.00058381+0.0011237i,-0.00084763+0.00087572i,-0.00045405+0.00039582i,7.992e-05+0.00047224i,-0.00011316+0.0010333i,-0.00061086+0.00083623i,-0.00049714+0.00024954i,-9.7148e-05+0.00020639i,-0.00060349+0.00069178i
0.00072117+0.00042029i,0.00099583+0.0012242i,0.00083497+0.0012685i,0.00028498+1.0077e-06i,3.5526e-05-0.0012388i,0.00076079-0.0013782i,0.00093672-0.0015824i,0.00026392-0.0012019i,-0.00014852-0.00099898i,-0.00023678-0.0010695i,0.00051338-0.00056118i,0.0011867-0.00030749i,0.00015439-0.00030319i,-0.00035435+7.4159e-05i,0.0004897+0.00016514i,0.00039834-6.5288e-05i,-0.0004737+8.7091e-05i,-6.9578e-05+0.00036769i,0.00071438+0.0005689i,0.00033506+0.00018998i,-0.00047612-2.0396e-05i,-0.00060108+0.00014376i,-0.00028575+5.856e-05i
0.001651+0.0015586i,0.0020747+0.0010523i,0.0027524+0.00061739i,0.0028653-0.0010407i,0.0019966-0.0017715i,0.0020792-0.0017101i,0.0019077-0.0009503i,-0.00019852-7.079e-05i,-0.0013078-0.00017975i,-0.0012227-0.0011405i,-0.00099834-0.00069502i,-0.00094773+0.00072237i,-0.0012864+0.00060417i,-0.0012901-0.00044264i,-0.00074715-0.0012352i,4.8237e-05-0.0012091i,0.0001642-0.00045089i,-0.00035663-0.00011488i,-0.00057325+7.3674e-05i,-0.0007505+0.00030456i,-6.0222e-05+0.00027805i,0.0004271+7.2049e-05i,0.00055712-0.00054799i
0.0022303+0.00024589i,0.0022159+0.00020575i,0.0012144-0.0005694i,0.00027634-0.0012968i,0.00078955-0.0011672i,0.0022121-0.00086401i,0.0019408-0.00058612i,0.00070019-0.00027409i,-8.6775e-06+0.00030596i,-0.00042767+0.00053635i,-0.00051146+0.00046097i,0.00017399+0.00050343i,0.00045082+0.00050522i,-0.00031796+0.00023453i,-0.00019914+0.00033667i,-6.3489e-05+0.00067147i,-0.00067151+0.00041665i,-0.00070338+0.00033861i,9.5761e-05+0.00067776i,0.00063803+0.00050179i,-0.00024914+0.00061125i,-0.00040806+0.00045036i,5.3452e-05-0.00018005i
0.0017789+0.00054439i,0.0016235+0.0004334i,0.00025808+0.00048032i,0.00085753-0.00017022i,0.0018879-0.00069275i,0.0013395-0.00078337i,0.00084601-0.0010362i,0.00089473-0.00091038i,0.00095567-0.0005381i,0.00079716-0.00035045i,0.00020431-8.061e-05i,-0.00043521-0.00025792i,-0.00042599-0.00045219i,-0.0001339+3.5726e-05i,-0.00023794+5.507e-05i,-0.00080864-0.00022691i,-0.00047207-0.00029231i,-9.5969e-05+0.00044435i,-0.00036663+0.0010039i,-0.00052267+0.0010094i,-0.00024621+0.00076903i,-0.00085613+6.0339e-06i,-0.0015514-7.2793e-05i
0.0020825+0.001944i,0.0027454+0.00081464i,0.0023971-8.1153e-05i,0.00094212+9.2037e-05i,0.00095332-0.00014356i,0.0014253-0.0006874i,0.001154-0.00015092i,0.00070507+2.4817e-05i,0.00074192-0.00070089i,0.00059213-0.00083727i,0.00044607-0.00094535i,0.00085198-0.00039284i,-3.9605e-05+0.00092866i,-0.00054452+0.0014752i,-3.975e-05+0.00085574i,-0.00050033+0.00058505i,-0.00072665+0.00071296i,-0.00022088+0.00043678i,-0.00010522-0.00013953i,0.00039054+0.00033256i,0.00060132+0.0006315i,6.0359e-05-0.00025904i,0.0004853-0.00021514i
0.00087993-0.0030837i,0.00036879-0.0029054i,-0.00082828-0.002395i,-0.0018529-0.00116i,-0.00046752-7.8752e-05i,0.00081329+0.00010197i,0.00040899-0.00039146i,0.00012441-0.0009801i,-0.00040538-0.0010099i,-0.00035521-0.00046829i,0.00035106-0.00080767i,0.00043902-0.00036888i,0.00019225+0.0001776i,-5.4388e-05+0.0004782i,0.00026266+0.0015072i,0.00051579+0.0019579i,0.00027939+0.0012589i,-0.00033841+0.00063025i,-0.00049761+0.00053463i,-0.00040863-0.00014252i,-0.00028033-0.00089325i,0.00063966-0.00070652i,0.00079536-0.0005068i
0.0014231+0.0034731i,0.0015649+0.0043416i,0.00079963+0.0032208i,0.0012994+0.0010689i,0.001697-0.00061142i,0.0017604-0.0015233i,0.0017053-0.0013643i,0.0011435-0.00062056i,0.0011951-0.00086974i,0.0010034-0.00045098i,0.00014761+0.00037017i,-1.1009e-05-5.9443e-05i,0.00014957-9.5792e-05i,0.00064057-0.00056467i,0.0011363-0.0010192i,0.00015398-0.00077189i,-0.00043836-0.00060903i,-0.00029475-1.8361e-05i,-0.00021349+0.00023057i,0.00018009+0.00040032i,2.1226e-05+0.0011492i,-8.9805e-07+0.00039923i,2.7669e-05-0.00056935i
0.0016083+0.0011293i,0.0020236+4.5523e-05i,0.00030324-0.0003836i,0.00031463-0.00047356i,0.0015158-0.00053141i,0.0014732-0.00056027i,0.0011179-0.00035863i,0.00050153-0.0004977i,0.00041607-0.00070634i,0.00053475-0.00097437i,0.00022617-0.0014355i,-0.00051039-0.0010994i,-0.0016707-9.9548e-05i,-0.0014962-0.0004405i,-0.00065682-0.00054241i,-0.00070178-0.00027609i,0.00051783+0.00069948i,0.0011152+0.0013383i,0.00026942+0.00066304i,-0.00041303+0.00035909i,0.00024688+0.00044893i,0.00045527+0.00041809i,0.00017633+0.00025188i
0.0018964-0.00043091i,0.0030985-0.00088168i,0.0017999-0.00022012i,0.00085402-0.00029775i,0.00039466-0.0010555i,0.0006477-0.0019142i,0.00097046-0.0012116i,0.00081603-1.7041e-05i,0.00010842-0.0008763i,-0.00049365-0.00076418i,8.0906e-05-0.00013818i,0.00071174-0.00069386i,0.0011636-0.00055674i,0.001034+0.00017103i,0.00015763-0.00014283i,-0.00028189+0.00017657i,-0.00024557+0.00045817i,-0.0010668-0.00047195i,-0.0012973-0.00052312i,0.00018322+0.00070646i,0.00090757+0.00083515i,0.0007198+0.00024669i,0.00020024+0.00033737i
-0.00038102+0.00028577i,0.0014268+0.0013733i,0.0023996+0.0012153i,0.0021436-0.00035874i,0.0018926-0.000661i,0.0018673-0.0013973i,0.0012927-0.0021478i,0.00093859-0.00083564i,5.7149e-05+0.0003057i,-0.0011837+0.00033221i,-0.0011533-0.00014138i,-0.00047042-0.0010201i,-5.144e-05-0.001262i,0.00034258-0.00082929i,-9.0216e-05-0.0011707i,-0.00062994-0.0009912i,-0.00068882-0.00034235i,-0.00020375-0.00047305i,-2.3868e-05-0.0010957i,-0.00019829-0.0013652i,-0.00045369-0.00081487i,-0.00043859-0.0004884i,0.00010193+4.5545e-05i
0.0020978+0.00060472i,0.0019321+0.00026952i,0.0022362-0.00025753i,0.0014966-0.00027122i,0.00010422-0.00086806i,-0.0005293-0.00054318i,-4.2887e-05-0.00072749i,0.00058289-0.0016844i,0.00067514-0.0013781i,0.00035409-0.0013105i,-9.6733e-05-0.00066085i,-0.0010596-0.00056389i,-0.00072109-0.0012391i,-0.00014105-0.00096723i,-0.00080015+1.5152e-05i,-0.00097739+0.00065331i,-0.00057947-0.00028111i,-0.00037444-0.001306i,-0.00043774-0.00035295i,-0.00085017+0.00087351i,-7.0358e-05-0.00024548i,0.00070542-0.0010611i,0.00032407-0.00041652i
0.0020113+6.3178e-05i,0.0024941-4.9071e-05i,0.0018756+0.00018541i,0.0010336+3.2876e-05i,0.00046787-0.0008005i,0.0012209-0.00067898i,0.0014098-5.168e-05i,0.00073739+1.092e-05i,-0.00022958+0.00010879i,-0.00078761+0.00014974i,-0.00018033-2.626e-05i,0.00033358+0.00040881i,0.00085895+0.00028791i,0.00080302-0.00029864i,0.0004432-0.00029131i,-0.00016641+0.00028777i,-0.00039158+0.0005983i,-0.00013562+0.00032573i,0.0002685-0.00028071i,0.00057963-0.00063218i,0.00081201-5.3835e-05i,0.00079809+0.00025428i,0.00051859+0.00049392i
-0.00015428+0.0002459i,0.00032176+0.00022777i,0.00049419-2.0363e-05i,0.00060802+2.0033e-05i,0.0015021-0.00029752i,0.0019417-0.00063801i,0.0003456-0.00091827i,-0.00021345-0.0004131i,0.00016177+0.00056081i,-0.00034771+0.00032255i,-0.00016969-0.00029962i,-0.00012871-0.00057118i,-4.308e-05-0.00050663i,-0.00023871-0.00046335i,-0.00070117-0.00054046i,-0.00079755-0.00016689i,-0.00054799-0.00033544i,4.7496e-06-0.000545i,-3.8313e-06+6.5562e-05i,7.8107e-05+0.00036752i,0.00027918+0.00042458i,0.00030567+0.00019995i,0.00056889-0.00043879i
0.0024835+0.0010197i,0.0021797+0.0018464i,0.0023492+0.00020243i,0.0019748-0.00091416i,0.0014927-0.00052457i,0.0011319-0.00024622i,0.00080063-0.00014998i,0.00048737-0.00053365i,0.00015887-0.00040117i,-0.00027545+9.4656e-05i,0.0002827-0.00027748i,0.00078474-0.00056761i,0.00075912-0.00040389i,0.00039431-0.00021811i,-0.00066054-0.00035717i,-0.0008242-9.8228e-05i,-0.0004075+0.00053688i,-0.00044353+0.00019182i,-0.00033781-0.00055504i,-0.00016932-0.00047141i,0.00011088+0.0006015i,0.00049183+0.00079505i,0.00012779+2.5422e-06i
0.00087771-0.00098319i,-0.00030516-0.0021104i,-3.6008e-05-0.0016405i,0.00015347-0.0010412i,-6.6651e-05-0.0011292i,0.0010506-0.00024552i,0.0014568+0.00070611i,0.00042451+0.00036364i,-0.00021457-0.00084532i,-0.00028153-0.0012787i,-3.8351e-05-0.00070377i,0.00019338+0.00071012i,-0.00027941+0.0013166i,-0.00059884+0.0014872i,-0.00028409+0.0016397i,0.00038839+0.00077224i,0.0012228+0.00020378i,0.0011349+0.00024074i,-6.2696e-05-0.00044534i,-0.00058021-0.00081451i,-0.00044351-0.00092919i,0.00050636-0.00065398i,0.0011725-0.00067626i
0.0017909+0.00021999i,0.0023205-0.00013228i,0.0019421-0.00082596i,0.0012609-0.00085039i,0.0009941-0.00031652i,0.0012954-0.0006181i,0.00071931-0.00034745i,-0.00062969-0.00030427i,-0.0013832-0.00029774i,-0.0014544+0.00026139i,-0.0011606-0.00019199i,-0.00082138-0.00072991i,-0.00088577-0.00026422i,-0.00085487+0.00036354i,-0.00050859+0.00075808i,-0.00026686+0.00028467i,0.00027988-0.00065995i,0.0012841-0.00048314i,0.00077915+0.00036596i,-0.00044284+0.00051558i,-0.00069738+0.00045304i,-0.00053834-0.00016716i,7.9036e-05-0.00012041i
0.0011233-0.0008663i,0.00063211-0.0017195i,0.0002517-0.0019688i,0.00031849-0.0017612i,0.00090368-0.00093226i,0.0019122-0.00093083i,0.0017029-0.00073111i,-0.00013253-9.7465e-05i,-0.0009356+0.00026598i,-0.00065784+2.5829e-05i,4.4884e-05-0.00063524i,0.00047431-0.00080826i,-0.00010504-0.00074895i,-0.00099138-0.00030727i,-0.001075-7.315e-07i,-0.00020136-0.00015978i,0.00054317-0.00078216i,0.00067953-0.00038105i,0.00034689+0.00032739i,-0.00053906+0.00042384i,-0.00040513+0.00047084i,-0.00024762+3.634e-05i,-0.00010909-0.00064887i
0.00084673+0.0014312i,0.0014207+0.00083954i,0.0011131-0.00042704i,0.0017323-0.00055488i,0.0014011-6.9276e-05i,0.00076942+9.0059e-05i,0.00048059+0.00025071i,-0.00043058+0.00017211i,-0.00057129+0.0002983i,-0.00061014-0.00013444i,5.6591e-05-0.00021173i,0.00097871-0.00023823i,0.0010247-4.208e-05i,0.0010779+0.00064148i,0.001235+0.00072411i,0.0010222-0.00012204i,0.00028178-0.00033065i,-0.00015914+0.00037352i,-0.00057787+0.00027525i,-0.00048524-0.00022639i,-0.00047769-0.00017408i,-0.00075633+0.00023203i,-0.0006482+0.00073764i
0.0041169+0.0020574i,0.0050889+0.0013904i,0.004889-0.00014844i,0.0026945-0.00083906i,0.00091385-0.00054772i,0.00058823-0.00019561i,0.00073932-0.00056229i,0.00057012-0.00037706i,0.0008898+0.00038232i,0.00056469-0.00011482i,-0.00048473-0.00036717i,-0.00042342-6.6914e-05i,-0.00013464+0.00031384i,-0.00059007+0.0007029i,-0.00084673+0.00057938i,-0.00016071+0.00042716i,-5.8929e-07+0.00016759i,-0.00064417+0.00021946i,-0.00067201+0.0004304i,-0.00015659+0.00024616i,-5.9392e-05+5.9205e-05i,-0.00063671-9.6199e-05i,-0.00099364+0.00014858i
-0.001632+0.00035953i,-0.0015444+0.0018535i,-0.00026674+0.0025735i,0.0014437+0.0015466i,0.0022805-0.00027471i,0.0025079-0.0012589i,0.0023516-0.0016637i,0.0011348-0.0015163i,-0.00030072-0.00081934i,-0.00017262-0.00017273i,0.00061814+5.2256e-05i,0.00037479+6.737e-06i,6.1157e-06+4.5579e-06i,0.00010596-2.1474e-05i,-0.00026739-0.0004768i,-0.00030458-0.00065004i,-6.4534e-05-0.00033933i,-0.0004722-0.00012616i,-0.0005699+0.00038103i,-0.00013588+0.00021149i,0.00043418-0.00038814i,0.00047186+0.00029706i,1.19e-05+0.00060641i
0.0025476+0.0021037i,0.004227+0.0013786i,0.0044524+0.0011236i,0.003011+0.0010643i,0.001433+0.00029707i,0.00099973-0.0010684i,0.0011268-0.00094283i,0.00071779-0.00054814i,0.00032919-0.00034801i,-0.00030183-0.00062198i,-0.00061507-0.0010055i,2.2126e-05-0.00016781i,-0.00016632+0.00043396i,-0.0014206+0.00019655i,-0.0015307+7.3807e-05i,-0.00044496+6.4749e-05i,-6.5799e-05+0.00019254i,0.00033166+0.00042975i,0.00060519+0.00021511i,8.8474e-05-0.00017268i,-0.00043298+9.7243e-05i,-0.00026827-0.00011718i,-8.4003e-05-0.00091964i
7.4092e-05+0.00083693i,0.0019329+0.00067459i,0.0021984+0.00035098i,0.0011053-8.5035e-05i,0.00092894-0.00047364i,0.00052852-0.00049843i,-0.00028163-0.00012609i,-0.0012915-0.00032404i,-0.0014594-0.00064252i,-0.0010058-0.00042132i,-0.00063541-0.0005689i,-0.00020923-0.00060751i,0.00010704-5.7531e-05i,3.0282e-05+0.00058898i,3.6586e-05+0.00076746i,-0.00012885-1.1324e-05i,0.00012546-0.0001174i,0.00041625+0.00053565i,0.0003133+0.00037336i,-0.00029183-0.00014189i,-0.00058217-2.0458e-05i,-0.00075034+0.00042561i,-0.00029995+0.00028839i
0.0005405+0.00071877i,0.0015659+0.00057723i,0.0025129+0.00016328i,0.0017296-5.9686e-05i,0.0009648-0.00051867i,0.0008373-0.0013808i,0.00076612-0.0012914i,0.00071797-0.00075306i,-9.0267e-05-0.00016255i,-0.00094657-0.00023577i,-0.00040683-0.00039575i,0.0005478-0.00017814i,-3.2181e-05-0.00029878i,-0.0010346-0.00030673i,-0.0011065-8.7898e-05i,-0.00062911-5.6696e-05i,-0.00016262+2.7383e-05i,0.00018325+0.00056027i,0.00035393+0.0011124i,0.00053658+0.00088959i,3.3789e-06+0.0007967i,-0.00049745+0.00015969i,-0.00025353-0.00071402i
0.001661-0.0020822i,0.0015109-0.0015498i,0.0010779-0.00079166i,0.00071582-4.3227e-05i,0.0013009+0.00070271i,0.0022918+0.00017957i,0.0018765-0.0010768i,0.00060448-0.001514i,8.4219e-05-0.00081048i,0.00014661-0.00033603i,-0.00042261-0.00017331i,-0.0010535+0.00059909i,-0.00050511+6.3566e-05i,-0.00014426-0.00063195i,-0.00051304-0.00023948i,0.00024839-0.0003297i,0.00020226-0.0003971i,-0.00062413+0.00052317i,0.00011319+0.001034i,0.00084053+0.00043045i,0.00016233-0.00037916i,-0.00039462+8.6732e-05i,-0.00032399+0.00080331i
0.0016707+0.00083542i,0.0025011+0.0013484i,0.0029352-0.00015965i,0.0028786-0.00056438i,0.0024983-0.00027216i,0.001952+0.00038515i,0.0012263+0.00076927i,0.00013001+0.00043636i,0.00014375+0.00029565i,0.00096822-0.00068609i,0.00082307-0.00043655i,-0.00021702+9.6582e-05i,-2.1427e-05-7.773e-05i,0.00019913+0.00025118i,9.9632e-05+0.0007417i,0.0008594+0.00097044i,0.00061919+0.00061682i,0.00014466+0.00022105i,0.00047153+0.0006627i,0.00020417+0.00084628i,-0.00063279+0.00027057i,-0.00090215-0.000368i,-0.00080442-0.00019558i
0.00038338+0.0011389i,0.00051629+0.00025778i,0.0017692-5.855e-05i,0.0016499-0.00027507i,0.0011311-0.00091833i,0.00064335-0.0010953i,-0.00019832-0.00039937i,-0.00031079+0.00036116i,-8.7998e-05+0.00040882i,0.0006283+0.00058163i,0.00032525-0.00026696i,-0.00040695-0.0011169i,0.0001639-0.00053434i,0.00022029-8.0268e-05i,-0.00063164+0.00019622i,-0.00088036+0.00016319i,-5.0078e-05+8.4442e-05i,0.0005208+0.00061983i,6.8718e-05+4.3417e-05i,0.00011598+0.00016785i,0.00071958+0.00094897i,0.0008121+0.0011152i,0.00022729+0.00063168i
-5.092e-05+0.00048484i,8.2036e-05+3.8894e-05i,0.0012123-0.0016171i,0.0015149-0.0015369i,0.00097126-0.00062258i,0.0013198+0.00049896i,0.0011296+0.00038462i,0.00052999-0.00031743i,0.00011534-0.00077927i,-0.00038329-0.0010868i,-0.0010112-0.00084718i,-0.0010035+0.00017256i,0.00021715+0.00047049i,0.00047458+0.00037325i,-0.00027088+0.00064547i,-0.00053078+0.00060249i,0.0002504-6.9395e-05i,0.00040172-0.00020991i,3.0158e-05+0.00049744i,6.2227e-05+0.00051779i,-0.00010327+0.00027579i,-0.00045378+0.0003305i,-0.00083578+0.00061297i
0.0012662+8.497e-05i,0.0023134+1.5517e-05i,0.0026714+2.8355e-05i,0.0012936-0.00041185i,2.1658e-05-0.0010032i,0.00010357-0.0014961i,0.00061796-0.00079099i,0.00090849-0.00047197i,0.00064478-0.00057757i,0.00020704-0.00016523i,-0.00071567+0.00039592i,-0.0012285+8.981e-07i,-0.0012295+0.00091757i,-0.00095837+0.00085286i,-0.00061408+7.173e-05i,-0.00012788+0.00045911i,3.3133e-05+9.2762e-05i,-0.00041528-0.00038081i,-0.00072288-0.00097788i,-0.00048699-0.00073324i,-0.00013896+0.00013587i,-9.824e-05+0.00046398i,0.00022509+0.00060104i
0.0014667+0.0012653i,0.001577+0.0013319i,0.0023594+0.00016929i,0.0020497+3.3311e-05i,0.0014941-0.00026477i,0.0011021-0.00090308i,0.00056871-0.00091474i,-4.6231e-05-0.00022334i,-0.0004356+0.0006536i,-0.00078301+0.00026283i,-0.0014587-0.00042326i,-0.0015497-0.00030013i,-0.0012476-0.00067902i,-0.00045558-0.00087632i,0.00025066+0.00037195i,1.073e-05+0.0010161i,-4.9926e-05+0.00078349i,-0.00021308+0.00083552i,-8.938e-05+0.00031558i,0.00041377-8.1379e-05i,0.0011164+0.00037179i,0.0012183+0.0007967i,0.0004454+0.00040444i
