-0.0037329+0.00014124i,-0.0025951-3.0902e-05i,-0.003018+0.00064528i,-0.002763+0.0012532i,-0.0014229+0.0025366i,-0.00030908+0.0030649i,0.0003123+0.002401i,8.6407e-05+0.0019914i,8.586e-05+0.0019178i,0.00050848+0.0017059i,0.00046379+0.00076491i,0.00065507-0.00063442i,0.00094529-0.0010173i,3.4946e-05-0.00058862i,-0.00059826-0.0006678i,0.00041495-0.00030689i,0.00090893-0.00054793i,0.00086298-0.00081722i,0.0010905-0.00045807i,0.00066313-0.00014812i,0.00019531+0.00057092i,-0.00010605+0.001278i,-1.5053e-05+0.0012155i
-0.00015319+0.00052215i,-0.00041363+0.00059572i,0.00041667+0.0010782i,0.00097791+0.00091482i,0.00096122+0.0010189i,0.00050224+0.00092861i,-0.00070939+0.00041511i,-0.00074617-0.00011493i,0.00026037+0.00021401i,0.00041969+0.000296i,-0.00017622-0.00039217i,5.7393e-05-0.00024739i,0.00013001+0.0004265i,-0.00032139+0.00048376i,-3.7147e-05+0.00043369i,-0.00056204+0.00077627i,-0.00114+0.00053913i,-0.00089475-0.00021282i,-0.000297-0.00039194i,-0.0001204+0.00012354i,-0.00020352+0.00024504i,0.00067697-0.00024688i,0.0014586-0.00039849i
-0.0023275-0.0014961i,-0.0017414-0.0001146i,-0.0021787+0.00071571i,-0.0019811+0.00065156i,-0.0014961+0.00093544i,-0.001142+0.00095552i,-0.00129+0.00010118i,-0.00049387-0.00094734i,0.000455-0.0014573i,0.00035656-0.00073169i,0.00015029-6.7865e-06i,0.00032397+9.736e-05i,-0.00015786-0.00025923i,4.4155e-05-0.00048969i,0.00051047+1.4914e-05i,0.00045479+0.000132i,0.00032097-0.00022579i,0.00054965-0.00039596i,0.00083514-0.00084099i,0.0001859-0.00048043i,-0.00016098+2.045e-05i,0.00025534-3.471e-05i,0.00036269+0.00056222i
-0.00084168-0.00046993i,-0.0018088-0.00079429i,-0.0021912-0.00058637i,-0.00071223+0.00021295i,0.00054119+0.00060968i,-0.00036642-0.00016159i,-0.0012042-0.0009891i,-0.00022295-0.0013187i,4.5019e-05-0.0012778i,-0.00038411-0.00045147i,0.00051493+0.00021544i,-8.1889e-05+0.00015219i,-0.0014508+5.6359e-07i,-0.0010501-2.2061e-05i,-0.00017024-2.6508e-06i,0.00080048+6.9351e-05i,0.00095636-2.765e-05i,0.00023885-0.00030646i,0.00020934-0.00015955i,0.0003345+0.00029588i,0.0005629+3.4997e-05i,0.0011438+0.00073577i,1.4785e-05+0.0016368i
0.0012786-0.0012267i,0.00035643-0.0017687i,-0.00024011-0.0024195i,-0.00099545-0.0016978i,-0.0011986-0.0011248i,-0.0007095-0.00034987i,-0.00071367+0.00079426i,-0.0007458+0.0010847i,-0.00034224+0.00017707i,-0.00043161-0.000112i,-0.00058156+0.00062114i,-0.00075946+0.00096568i,-0.0011187+0.00047308i,-0.00095764+0.00094397i,-0.00022231+0.0016948i,0.0004372+0.0011838i,0.0012369+0.00027408i,0.00092372-3.4296e-05i,1.1321e-05+0.00040436i,-0.00011028+0.00024498i,-0.00029433-0.0002273i,-7.4533e-05+0.00037137i,7.4025e-05-5.0377e-05i
-0.0015161+1.6209e-05i,-0.00099699+0.00063001i,-0.0019018+0.00082082i,-0.0015654+0.0004604i,-0.00014208+0.00049664i,0.00048602+0.00029621i,0.00062841-9.4599e-05i,0.00078473-0.00060904i,9.5832e-06-0.00053937i,-0.00065949+0.0001355i,3.0724e-05+6.1291e-05i,0.0001822-3.6903e-05i,-0.00070575+0.00028519i,-0.0011327+4.6498e-05i,-0.00066978-0.00087588i,0.00029628-0.00060182i,0.00070397+4.9697e-05i,0.00095085-0.00019957i,0.00099813+0.00039419i,0.00062513+0.00064019i,3.3623e-06-0.00014245i,-0.00052048-0.00043989i,-0.00020636-0.00026154i
0.00085092+0.00022352i,0.00034919+0.0003189i,5.1119e-05-9.4378e-05i,-0.00070443-0.00090271i,-0.0010956-0.0012329i,-0.00161-0.000552i,-0.0015365+0.00044565i,-0.00036229+0.00099585i,0.00018108+0.00088433i,-4.6175e-05-0.00050226i,0.00063768-0.0014436i,0.0011365-0.00051603i,0.00091215+0.00051125i,0.00051204+0.0001734i,0.00040115+0.00039497i,-0.00021004+0.0008015i,-0.00064541+0.00057824i,-0.00053883+0.00074893i,-8.12e-05+0.00084758i,0.00067919+0.00062839i,0.0011638+0.00018139i,0.00045249-0.00059996i,-0.00051198+6.176e-05i
0.0011655+0.0011315i,3.3903e-05+0.00055525i,1.5944e-05+0.00073769i,-2.6861e-05+0.0011263i,-0.00028255+0.0010829i,-0.00025045+0.0013956i,-0.00029184+0.0012026i,-0.00048394-1.9014e-05i,-0.00048577-0.00086746i,-0.0002834-0.00094156i,-0.00057487-0.00071535i,-0.00070892-0.00078556i,-0.00064996-0.0010303i,-0.00015252-0.00023832i,0.0006218+0.00039876i,0.00047303-6.3614e-05i,-0.0001231-0.00022593i,0.00010325-5.9327e-05i,-0.00032826-5.8019e-06i,-0.00058235-0.00014413i,-0.00019879-0.00014298i,-0.00057982-0.0004936i,-0.00081548-0.00082341i
-0.0018152-0.00072289i,-0.0016927-0.0012021i,-0.002923-0.0010438i,-0.0023571-0.00021896i,-0.0010868+0.00067039i,-0.00023955+0.00066861i,6.6639e-05+0.00070217i,0.00018685+0.0009287i,0.00064525+0.00040282i,0.00052019+0.00059543i,2.9645e-05+0.0015724i,0.00020698+0.0013519i,0.00042591+4.6347e-05i,0.00032536-0.00063069i,0.00054458-0.00040042i,0.00096294-0.00057194i,0.00094369-0.00071406i,0.00031471-0.00060775i,-0.00033447-0.00097966i,-0.00062977-0.0009158i,-0.00040525-2.822e-05i,8.6134e-05+0.00088228i,0.00019891+0.00069527i
0.00055592+0.00148i,0.00071408+0.00047318i,0.0011702-0.00045114i,0.0010591-0.0010322i,0.00087255-0.00084971i,-0.00067703-9.9187e-05i,-0.00077728+0.00042351i,0.00010527+0.00065112i,0.00034726+0.00066035i,-0.00020376+0.0004689i,-0.00056336-0.00023599i,-0.0003009+0.0001736i,-0.00065398+0.0003733i,-0.0011186-6.7524e-05i,-0.00073674+1.7923e-05i,0.00033593+0.00043551i,0.00094054+0.00052789i,0.00048751+0.00061629i,0.00060058+0.00076614i,0.00067457+0.00068985i,7.5506e-05+9.932e-05i,0.00056525-0.00033486i,0.000602-0.00054434i
7.6996e-05-0.0036041i,0.00049965-0.0016965i,-0.00014985-0.0015011i,-0.0017306-0.0012081i,-0.002392-0.00026044i,-0.0017769+0.00063445i,-0.00095613+0.00094765i,-0.00059717+0.00094833i,-0.00029506+0.00064822i,0.00012839+0.0004957i,-0.00028691+0.00074141i,-0.00090531+0.00080538i,-0.0010424+0.00049826i,-0.00030428+0.00019835i,0.00032246+0.00012624i,0.00032946+0.00044594i,0.00037811+0.00092266i,0.00024712+0.00085889i,0.00011758+0.00039657i,-7.8894e-05-1.948e-05i,-0.00018135+0.00020832i,-0.00029302+0.00078595i,-7.4747e-05+0.0004742i
-4.8168e-05+0.00081537i,3.769e-05-0.00019064i,0.00042013-0.00038301i,0.00061652-3.4749e-05i,0.00083426-0.00022266i,0.0012184-0.00066937i,0.00062286-0.00085736i,0.00029136-0.00047725i,-0.00018211+0.00031906i,-0.00064937-0.0003642i,-0.00039095-0.00087369i,-7.4175e-05+8.5474e-06i,-0.00013255+0.00050972i,-0.00047134-0.00022492i,-0.00022629-0.00032211i,0.00052143-5.1782e-05i,0.00049824-0.00019717i,-0.00034302-0.00019972i,-0.00080062-6.1992e-05i,-0.00086324-0.00011497i,-0.00039966-0.00026127i,-0.0001554-0.00028165i,-7.266e-05-0.00013712i
0.0014188-0.000601i,0.0010782-0.0014175i,0.00038726-0.0018461i,-0.00089108-0.0022782i,-0.0013156-0.0026071i,-0.00099305-0.0018107i,-0.0013819-0.00010779i,-0.0011453+0.00019118i,-0.00059622-0.00067905i,-0.00072673-0.00042396i,-0.0008294+0.00029622i,-0.0003696+0.000991i,0.00027279+0.0014927i,6.5208e-05+0.00086492i,5.6297e-05+0.00048793i,0.00020841+0.00099042i,0.00039318+0.00082765i,0.00020965+0.00041036i,-4.7169e-05-1.1828e-05i,0.00032765-0.0006031i,0.00018216-0.0010132i,-0.00061708-0.0003332i,-0.0011216+0.00069424i
0.00028269-0.0020752i,6.3546e-05-0.001718i,-0.00081304-0.0015935i,-0.0016066-0.0010544i,-0.0017609-0.00034583i,-0.0006161-7.809e-05i,0.00021089+3.7263e-05i,5.4693e-05+0.00054639i,-0.00050689+0.00056654i,-0.00078263+0.00023185i,-0.00095175+0.00062183i,-0.00033926+0.00069112i,0.00016291-0.00011169i,-0.00042132-0.00083386i,-0.00036636-0.00030267i,-0.00016107+0.00068248i,8.7088e-06+0.00046284i,0.0005476+0.00020248i,0.00092636+0.0005243i,0.00040319+0.00056871i,0.00015601+0.00024391i,-0.000138+0.00034561i,-0.00096859+0.00073077i
0.00051691+0.0018308i,-0.00055486+0.0014774i,6.1309e-05+0.0011938i,0.0005778+0.0004176i,0.0007607-7.4654e-05i,0.00021297-0.00014806i,-0.00050355+0.00012783i,-0.0003052+0.00012194i,0.00060632-1.1554e-05i,0.00064957+6.4632e-05i,-0.00010019-0.00023807i,-0.00035411-0.00017659i,-0.00049705+0.00014799i,-0.00016439+0.0004563i,0.00021463+0.0012027i,-8.5823e-05+0.0015995i,1.4606e-05+0.0019011i,1.7872e-05+0.0015627i,-0.00021662+0.00041122i,0.0002354+0.00034525i,0.00021354+0.00069684i,-0.00035843+0.00097258i,-0.00073579+0.0011527i
6.0201e-05+0.00036377i,0.00047066-0.0010711i,0.00084912-0.0015088i,0.00028516-0.0011156i,-0.00060517-0.0014465i,-0.001194-0.0014335i,-0.0011387-0.00037609i,-0.00065539-6.0461e-05i,5.5068e-05-0.00032671i,-0.00011868-0.00076842i,-0.0005589-0.00083933i,-0.00044552-7.313e-05i,-0.001293+0.00053159i,-0.00089781+0.0010996i,6.8031e-05+0.0007635i,-0.00013692+0.00012491i,-0.00040395+0.00029434i,-0.00019874+0.00063798i,-0.00014246+0.00038075i,-0.00017613+0.00031203i,-0.00026272+0.00014403i,-0.0003393-0.00043822i,-0.0006064-0.00067014i
-0.00037308+0.0014894i,0.00044911+0.0011039i,0.0011077+0.0012141i,0.0008991+0.00056838i,-3.9913e-05-0.00044741i,0.00011451-0.00044299i,0.00015568-0.00052513i,0.00097353-0.0008273i,0.0013799-0.00095312i,0.00081054-0.0010806i,0.00028505-0.00059598i,-0.00036987-0.00011806i,-0.00069424-8.1654e-05i,-0.00044783+0.00010715i,-0.00030787+0.00023778i,0.00045111-8.0712e-05i,0.00099649-0.00023841i,0.00064844+0.00023444i,0.00034265+0.00072363i,-0.00033348+0.0002968i,-0.00047209-0.0001169i,-0.00037102-0.00011201i,-0.00018041-0.00027242i
0.00083401+0.00094468i,0.00054184-0.00011464i,5.8223e-05-0.00028116i,0.00012462+0.00051262i,0.00017542+0.00017916i,-0.00061654-0.00083388i,-0.00088071-0.00077261i,-0.00089078-0.00031415i,-0.00093572+9.8681e-05i,-0.0011415+0.0002525i,-0.0012047+0.00010914i,-0.0010549-0.00018516i,-0.00091361-0.00015365i,-0.00018907+0.0005493i,0.00046788+0.00057899i,0.00043481+0.00024426i,0.00038681+0.00044343i,0.0001114+0.00068396i,0.00050028+0.00072322i,0.00050159+0.00081627i,7.701e-05+0.00037214i,0.00030422-2.0532e-05i,0.00055377+0.00032945i
0.0001099+0.00085523i,0.00033284+0.0016226i,0.00099325+0.0019282i,0.00090535+0.001092i,0.0010502+0.00029305i,0.00078054-0.0002412i,-0.00043996-0.00010691i,-0.0010671-0.00028805i,-0.00075238-0.00018571i,0.00023433-0.00029601i,0.00032545-0.00071284i,6.8774e-05-0.00064746i,0.00059911+6.3039e-05i,0.00073383+3.8392e-05i,0.00026098+0.00019896i,-0.00023001+0.0010764i,-0.00081743+0.00079334i,-0.0011703+0.00044806i,-0.00060761+0.00067289i,0.00013832+0.00010372i,0.00045756-0.00021566i,0.00073863-0.00026472i,0.00077827-0.00064974i
0.00016502+0.00042789i,0.00021191+0.00064287i,-8.2694e-05+0.00061537i,0.00054785-3.5153e-05i,0.0012705+6.6789e-05i,0.00048849+0.00018714i,-0.00020698+0.00010138i,-0.00051309+0.00021944i,-0.00064643+0.00061045i,-0.00023917+0.00050717i,0.00043038+0.00014322i,0.00031273+0.00017222i,-0.00014758-0.00024024i,-0.00012141-0.00036978i,-0.00034784+0.00038942i,-0.00041487+0.00096126i,0.0002033+0.0013452i,0.0003076+0.0016427i,-0.00027072+0.00096485i,-0.00026883+0.00053239i,5.3802e-06+0.00048206i,-0.00062896-0.00029289i,-0.00051738-0.00043378i
0.0013324+0.00023479i,0.0014176+3.9133e-05i,0.0023973+0.00010738i,0.0024319-0.00090275i,0.0011546-0.0016536i,-0.00031618-0.00045401i,-0.0010565+0.00043395i,-0.00066661+0.00044889i,9.2353e-05-4.4687e-05i,0.00083056+7.2734e-05i,0.00081096+0.00043277i,0.00018987+0.00016219i,-0.00021055-0.00017628i,-0.00081884-0.00046347i,-0.00059335+0.00041516i,-6.195e-07+0.00098417i,0.00056685+0.00059426i,0.0010677+0.0005247i,0.00077767+8.851e-05i,0.0006079-0.0003631i,0.00027119-0.00080524i,-0.00023448-0.00095853i,-5.2476e-05-0.00094652i
0.00011572+0.0039594i,0.00089308+0.0039883i,2.2596e-06+0.0030373i,8.517e-05+0.0016264i,0.0014734+0.0005739i,0.00103+0.00019949i,-0.00036163+7.918e-05i,-0.00091635-0.00022703i,0.00012536-0.0005188i,0.00081753-0.0001613i,0.00017162+0.00013417i,-3.9148e-05-7.7006e-05i,-0.00057665-1.2482e-05i,-0.00074853+1.2723e-05i,-0.00017829-0.00071972i,0.00079728-0.0010994i,0.0015631-0.0002761i,0.00072039+0.00018502i,0.00020611-0.00024977i,0.00017538-0.00023736i,-2.118e-05+9.8343e-05i,-0.0002223+7.6396e-05i,-0.00074363-0.00046541i
0.001194-0.00026755i,0.0018397-0.0014486i,0.00013086-0.0026127i,-0.00099072-0.0032105i,-0.00014337-0.0029251i,-0.00096735-0.0013783i,-0.0020327-0.00045973i,-0.00034063-0.00052589i,0.00073018-0.000776i,0.00053512-0.00060121i,-0.00051778-0.000448i,-0.0011191-0.000663i,-0.00023442-0.00070815i,0.00012543-0.00029139i,-0.00065431+0.00030003i,-0.0010001+0.00034323i,-0.0011213+0.00031844i,-0.00058956+0.00044687i,-8.5851e-05-7.7007e-05i,-0.00085487-0.00034051i,-0.00045001-0.00023281i,-0.00041029-0.00068923i,-0.0015413-0.0010854i
0.0015231+0.00114i,0.0024817+0.0019242i,0.00063754+0.0012746i,-0.00024555+0.0007133i,-0.00068651+0.00047756i,-0.00087683+0.00035184i,-0.0001286-0.00035718i,0.00020984-0.00094008i,-1.058e-05-0.0017263i,-0.00012275-0.0013005i,-0.00032491-0.00060214i,-0.00076646-0.00066467i,-0.0011185-0.00017164i,-0.0010506-0.00012515i,-0.00096359+0.0003967i,-0.00057703+0.001281i,0.00021283+0.0016139i,0.00034913+0.0017706i,-0.0001872+0.00102i,-0.00093707-0.0002207i,-0.00075591-0.0012687i,-0.00040887-0.0013516i,-0.00050422-0.00074387i
-0.0023559+0.00041684i,-0.0025477+0.00084875i,-0.0020894+0.0025656i,-0.00081133+0.0031511i,-0.0002113+0.0022789i,0.00034771+0.00093735i,0.00065803+0.00047715i,0.00026728+0.00056023i,-0.00012769+0.00026853i,0.00053357+0.00017627i,0.00094631+0.00056912i,0.00038069+0.0002362i,-0.0001079-0.00031437i,-0.00017411-0.00036486i,0.00014202-0.00050032i,0.00046874-0.00024325i,-0.00016041+0.00031338i,-0.0006472+3.3697e-07i,-0.00019694-0.00030657i,0.00048755+0.00012901i,0.00048437+0.00070441i,0.00053392+0.00066515i,0.00050264+0.00042735i
-8.36e-05+0.00066086i,-0.0011157+0.0016517i,-0.0001882+0.0017666i,1.9708e-05+0.00081053i,-0.0011896-0.00013005i,-0.0016402-0.00071353i,-0.0013478-0.00058819i,-0.00080722-0.0005455i,-0.00041813-0.00090667i,-0.00028612-6.7615e-05i,-0.00010733+0.00030215i,-0.00062336+0.00027841i,-0.0011367+0.00060929i,-0.00084254+8.6445e-05i,-0.00028182-5.0597e-05i,0.000382+0.00034094i,0.00076351+0.00086889i,0.00094584+0.0011175i,0.00085765+0.00069836i,0.00024475+0.00045872i,-0.00026873-3.2626e-06i,-0.00017149+4.9131e-05i,2.7877e-05+0.00049682i
-0.0021238-0.0006436i,-0.0024755-0.0009825i,-0.0022518-0.00082422i,-0.00068483-0.0010962i,0.00033712+0.00098824i,0.00078245+0.0026781i,0.0012716+0.0016009i,0.001327+0.0007606i,0.00081862+0.0010418i,0.0007464+0.0013736i,0.00067702+0.0011058i,0.00041602+0.00062859i,0.00023246+0.00011372i,0.00014384-0.00049309i,0.00040694-0.00042888i,0.00047511-4.4963e-05i,0.00070619+0.00022597i,0.0001997+0.00029488i,3.3312e-05-1.5349e-05i,0.00048207+0.00047119i,0.00036506+0.0013431i,-9.5609e-05+0.00093112i,-0.00028075+0.00019649i
0.0011154-0.00088799i,0.0011947-0.0013465i,0.0010603-0.001107i,-5.898e-05-0.00057209i,-0.00069241-0.00033678i,-0.00069611-0.0004898i,-0.00054724-0.00011096i,-0.00094836-0.00039773i,-0.00086058-0.0010181i,-0.00095547-0.00098416i,-0.0010748-0.00029843i,-0.00090999+0.00011385i,-0.00092057-0.00014963i,-0.00076291-0.00061385i,-0.00020654+0.00017911i,0.00065651+0.00093446i,0.00028963+0.00044613i,-0.00021249+0.00026055i,-4.4827e-05-0.00014334i,0.00016083-0.00035888i,0.00057655-0.00024278i,0.00064074+0.00038473i,0.00010873+0.00046823i
-0.0017322-0.0013028i,-0.0019624-0.00024794i,-0.0021397-0.00095708i,-0.0020053-0.00019184i,-0.0012693+0.00062359i,-0.00065323+0.00095571i,-0.00062555+0.00049848i,-0.0006693-4.1424e-05i,-0.00065378-8.0566e-05i,-0.0010653+0.0004599i,-0.00057907+0.00084638i,0.00021101+0.00053618i,5.5649e-05+0.00085053i,-0.00017973+0.0011005i,-0.00013674+0.00054164i,-0.00022825+0.00030768i,-0.00013358+0.00059512i,-0.00042946-0.00013231i,-0.00060889-0.0013781i,-0.00042411-0.0014096i,-0.00022333-0.00066413i,0.00013332-0.0001914i,0.00027088+0.00029896i
0.0017508-0.0015981i,0.0022543-0.0016408i,0.0015218-0.0015322i,-0.00029761-0.0016491i,-0.001241-0.0010148i,-0.00066304+0.00011275i,-0.00016039+0.00061035i,-0.00019867+0.00031492i,-0.00054448-0.00042383i,-0.00072308-0.00068177i,-0.00084215-0.00066626i,-0.00090551-0.00035855i,-0.00078845-2.5107e-05i,-0.0010878-9.7476e-05i,-0.00045624-1.5958e-05i,0.00092734-0.0001184i,0.00090891-0.00026586i,0.00013385-0.00014806i,-0.00027724+0.00025333i,0.00032578+0.00057788i,0.00099541-7.3942e-05i,0.00018076+6.8648e-05i,-0.00049833+0.0012812i
-0.0019211-0.001438i,-0.0014503-0.0011723i,-0.0018629-0.00067644i,-0.0013538-0.00046914i,-0.00063121-0.00090979i,6.1093e-05-0.00079184i,0.00049009+0.00011004i,0.00056792+0.00082406i,0.00025639+0.00038931i,0.00038179+0.00036834i,0.00090542+0.00046798i,0.00065262+0.00049587i,0.00049973+0.0007116i,-0.00013631+0.00036167i,0.00018225+0.00022298i,0.00080616+0.00034683i,0.00092896+0.00026328i,0.00099343+0.00011115i,0.00037494-6.5851e-05i,0.00024729-9.1544e-05i,0.00063696+0.00059954i,0.00031559+0.00091341i,-0.00071515+0.0013524i
0.0021837-0.00070167i,0.0027627-0.00043233i,0.0021935-0.00056882i,0.0012299-0.00059665i,-0.00029127-0.0011743i,-0.0008367-0.00098462i,2.2094e-05+9.456e-05i,0.00027069+0.0002862i,0.00018481+0.00017607i,0.00029306-9.7155e-05i,0.00032634-0.00020545i,-0.00030738+0.00014736i,-0.00074145+0.00012255i,-0.00091531+0.00045353i,-0.00068935+0.0005112i,-2.1391e-05-3.469e-05i,-5.9404e-05-0.00029297i,-0.00039275-0.00053215i,0.00032086-0.00026271i,9.7519e-05-0.00026615i,-0.00044318-0.00033709i,-0.00017027-0.00039578i,-0.00024013-0.00037709i
-0.0018343-0.00020924i,-0.0019295-0.00027358i,-0.0014754-0.00050248i,-0.0014515-0.00036631i,-0.00065391-0.00053056i,0.00050313-0.00082176i,-0.00024267-0.00041015i,-0.00079528+0.00088805i,0.00015176+0.0008743i,0.00061822+0.00036404i,2.5736e-05+0.00012171i,-0.0002284-1.4901e-05i,0.00020316+0.00021127i,4.7091e-05-7.7373e-05i,-0.00030565-0.0002371i,-1.0512e-05+3.7473e-05i,0.00047726+0.00038876i,0.00064223+0.00034065i,0.00076466+3.7816e-05i,0.00047047+0.00021248i,-0.0003673+0.00012728i,-0.00025294+0.00016598i,0.00047861+0.00075889i
3.7317e-05-0.00056969i,-0.00044724-0.00097154i,-0.00046271-0.0018464i,-0.0012779-0.0012204i,-0.00173-0.00072846i,-0.0015094+5.849e-05i,-0.0013886+0.00018574i,-0.0014328-0.00030629i,-0.0013651+0.00054827i,-0.0011522+0.0010612i,-0.00087257+0.00077336i,9.7603e-05+0.00057981i,0.00087811+0.00019976i,0.00061641+0.00012926i,0.00067342+0.00015109i,0.00065039+0.0004915i,5.1109e-05+0.00069645i,0.00028313+0.00048719i,0.00099649+0.00011884i,0.00042807-0.00014921i,9.5895e-05+0.00047622i,2.2163e-05+0.00069145i,0.00011153+0.00059343i
-0.00087205+8.4086e-06i,-0.00077132-0.00034834i,-0.00093175-0.00043523i,-0.0011348+0.0001151i,-0.0008058+0.0004203i,-0.00081403+0.00032026i,-9.4102e-05+7.7032e-05i,0.0011129-0.00033565i,0.00098892-0.00029121i,0.00041369+0.00017475i,0.00044393+0.00034659i,0.00022909+0.0002339i,0.00012232+1.3516e-05i,1.6157e-05-5.4434e-05i,0.00019311+0.00056712i,0.000309+0.00068682i,0.00086091+0.00025423i,0.0017165-0.00030327i,0.001522-0.0011507i,0.00085423-0.0007354i,-0.00012412+0.00022511i,-0.00048643+0.00035164i,-0.00019445+0.00023238i
-0.00066667-0.00074361i,-0.00045117-0.0015284i,-0.0006882-0.00031614i,-0.00074889+0.0003715i,0.00021987-0.00048461i,0.0010544-0.00094755i,0.00054574-0.0012714i,7.6462e-05-0.0013687i,8.322e-05-0.00066199i,0.00068626-5.0806e-05i,0.001087+0.00029338i,0.00059174+0.0006831i,-5.2369e-05+0.00060874i,-0.00016456+0.00035662i,0.00023295+0.00036443i,0.0007249+0.00024122i,0.00084147+0.00019664i,0.0007168+2.0118e-05i,0.00035234-0.00020824i,0.00016951+0.00018213i,0.00054512+0.00022901i,0.00059923+0.00027763i,-0.0003594+0.00064761i
-0.00092799+0.0023137i,-0.0012134+0.0020482i,-0.00078131+0.0013802i,-0.00050969+0.00079486i,-0.00071836+0.00030463i,-0.00091217-2.2182e-05i,-0.00096999-0.00016377i,-0.00086683+0.00036312i,0.00013634+0.00026494i,0.00095938-0.00029319i,0.00089475-0.000188i,0.00057484+0.00011801i,-0.00052424-0.00041214i,-0.0011955-0.0006225i,-0.00030597-0.00010641i,0.00079329-0.00023141i,0.00097577-3.0388e-05i,0.00066162+0.00031708i,0.00020604-3.3885e-05i,0.00012074-0.00022022i,0.00053921+3.3697e-05i,0.00030818+0.00049497i,0.00014086+0.00022656i
-0.00081157+0.0010727i,-0.00043771+0.00058996i,-0.00047235+0.00045961i,-0.00013551-0.00039432i,0.00039457-0.0008987i,-0.00031737-0.00091364i,-0.0006786-0.00038583i,-4.38e-05+0.00046886i,0.00083476+0.00063887i,0.00084058-6.9357e-05i,0.00046682-0.00026765i,8.4211e-05+8.829e-05i,-0.0001322-0.00022765i,0.00011638-0.00067785i,-0.00071574-0.00042999i,-0.00058972+7.9838e-05i,0.00049079+0.00027749i,0.00056387+0.00042184i,7.7917e-05+9.0363e-05i,0.00016104-0.00058921i,0.00093119-0.0011082i,0.00084854-0.0018396i,0.0002889-0.0013946i
9.8338e-05+0.0007011i,0.00070189+0.00037205i,0.00069492-0.00067964i,-0.00026319-0.00046307i,-0.0010818+0.00033266i,-0.00064693+0.00077118i,2.3904e-05+0.00086936i,-0.00040611-6.916e-05i,-0.0006642-0.00025895i,-0.00029991+0.00035865i,-0.00026188+0.00013852i,-0.00048998+0.00043648i,-0.00093565+0.00052978i,-0.00038512+0.00038797i,0.00089156+0.00017871i,0.00084874-0.00010682i,0.00093063+0.00047383i,0.00078004+0.0014775i,0.0007937+0.00072536i,0.00070139+0.0001333i,0.00015207-1.916e-05i,9.3385e-05-0.0005077i,-8.5889e-05+5.8665e-06i
-6.214e-05+0.0010223i,-0.00074835+0.0013258i,-0.00084986+0.0013905i,0.00084992+0.0005993i,0.0013553-0.00033011i,0.00034813-0.0011504i,-0.0005476-0.00047079i,-0.00056666+0.00034092i,0.00031239+0.00012974i,4.2467e-05-0.00018438i,-0.00059216-0.0007862i,-9.8133e-05-0.00146i,0.00048993-0.0017285i,0.00059163-0.00046715i,-0.00023886+0.00080944i,1.4139e-06+0.00086088i,0.00020904+0.00058246i,0.00014372+0.00089182i,-4.0557e-05+0.00020741i,-7.7509e-05-0.00058086i,5.4434e-05-4.4177e-05i,-0.00020518+0.00018806i,8.6661e-05-0.00032064i
-0.0019633-0.0014303i,-0.0017645-0.0011099i,-0.0025864+0.00047564i,-0.001604+0.001325i,-0.00081259+0.0012413i,-0.0014452+0.0015221i,-0.001428+0.00027393i,-0.00071957-0.00010867i,-0.00067621+0.00024796i,-0.00017328+8.1122e-05i,3.5786e-05+0.0003146i,-0.0008009-0.00017393i,-0.00014456-0.00039746i,0.00078265+4.214e-05i,0.0013913+4.7648e-05i,0.001702+0.00042415i,0.00063243+0.00049629i,-0.00046425+0.0002619i,-0.00047451+0.00053761i,-0.00052684+0.00017233i,-0.00082093-0.00032903i,-0.00056578-1.6102e-05i,0.00015572+0.00018678i
0.00082705-3.9515e-05i,0.0009282-0.0003469i,0.00067381-0.00064821i,-0.0003162-0.00085271i,-0.00093727-0.0012135i,-0.00076855-0.00077461i,-0.00028468+3.2648e-05i,0.00029978-0.00011793i,0.00077468-1.0222e-05i,0.0012703+0.00078657i,0.00083527+0.0011139i,8.9323e-06+0.00035088i,-3.6775e-05-0.00062185i,5.6984e-05-0.00049641i,0.00042333-0.00040791i,4.998e-05+0.00016403i,-0.00039801+0.00054205i,0.00014742+0.00035503i,0.00038404+0.00058551i,-0.0003915+0.00060988i,-0.00058367+7.7908e-05i,-3.1453e-05-8.8379e-05i,-0.00038001-1.18e-05i
0.0012335-0.00064369i,0.00065078-0.0010786i,-6.5971e-05-0.0021161i,-0.0012723-0.001596i,-0.0019745-0.00028174i,-0.001605+0.00028785i,-0.0011911+0.00020509i,-0.00018892+0.00062106i,0.00025572+0.00014834i,4.585e-05-0.0010107i,-0.00050539-0.0010494i,-0.00050686+0.00010504i,-0.00076351+0.00098328i,-0.00085898+0.00087911i,-0.00042568+0.00043133i,0.00015114+0.0001018i,1.0534e-05+0.00029933i,0.00017024-4.1343e-05i,0.00078373-0.00045967i,0.00027235-0.00022588i,0.00014046+0.00011968i,6.5995e-05-0.00016881i,0.00019832-0.00042756i
