-0.0009081+0.00037143i,-0.0010293+0.00015889i,-0.0021813+0.00071698i,-0.0018784+0.0012943i,-0.00065191+0.0013827i,0.00012727+0.00072876i,-0.00070436+5.4571e-05i,-0.0022982-7.9544e-05i,-0.0024266-0.00062205i,-0.001394-0.00067687i,7.1873e-05-0.00012606i,0.00057195-0.00060393i,0.00011381-0.001317i,-0.000144-0.000643i,0.00021227-7.3668e-05i,0.00060112+9.1514e-05i,5.9053e-05-0.00059217i,-6.4466e-05-0.0010249i,0.00035976-0.00026515i,-7.8601e-05+0.00031018i,-0.00044627+0.00035029i,8.4479e-05+0.00033194i,0.0013236+0.00019273i
-0.0010639-0.00038198i,-0.00087198+0.00042399i,-0.0017462+0.0022716i,-0.0024755+0.0027423i,-0.0015444+0.0018833i,0.0005283+0.00033346i,0.00048316-0.0012314i,-0.00171-0.0013221i,-0.0024203-0.0002775i,-0.0015445+0.00067616i,-0.00091221+0.00091188i,-0.00046364+0.00076978i,0.00040087+0.00025872i,0.00031711+0.00040767i,-6.2424e-05+0.00077958i,7.5408e-05+0.00045754i,0.00035648-0.00031252i,0.00030925-0.00042689i,6.5208e-05+1.4194e-05i,-0.00015052+0.0004601i,-0.00058968+0.0002538i,3.0028e-05+0.00074614i,0.0010097+0.0011029i
0.00088966-0.00073618i,-0.00041521-0.00089292i,-0.00047105+0.00021561i,-6.7224e-05+0.0017968i,0.0012332+0.0025388i,0.0014605+0.0010635i,4.0617e-05+1.26e-05i,-0.0020762+5.2937e-05i,-0.0028308+0.00023819i,-0.002259+0.00072968i,-0.0010347+0.00052511i,-0.00048566-0.00012214i,-1.4196e-05-0.00034463i,0.00060523-0.00073326i,0.00096344-0.00060871i,0.00070922-0.00058723i,0.00050584-0.00040536i,0.00099146+0.00015141i,0.00053042+0.00066794i,-0.00055754+0.00069666i,-0.00053679+0.00010125i,0.00057757+0.00069396i,0.00084022+0.0013066i
0.000998+0.00063466i,0.0016324+0.0014059i,0.0024612+0.0015863i,0.0027014+0.0012577i,0.0023817+0.00032581i,0.0017741-0.00066654i,0.00033844-0.00056837i,-0.0013059+0.00035536i,-0.0025239+0.0013982i,-0.0022875+0.001024i,-0.00085874+0.00041504i,-0.00024175+0.00035823i,0.0001999+0.00048228i,0.00031141+0.00098102i,-0.00011129+0.00080323i,-0.00017099+0.00047243i,-6.3866e-05-0.00076366i,-0.0003489-0.0013003i,-0.00016835+5.2322e-05i,0.00035132+0.00063567i,0.00068628+0.00062358i,0.00023871+0.00089583i,0.0005894+0.00030247i
-0.0019464+0.00036147i,-0.0018155+3.2037e-06i,-0.0016467+0.000159i,-0.0015916+0.00040099i,-0.00023637+6.441e-05i,-8.0996e-05-0.0010626i,-0.0010682-0.0015574i,-0.0015579-0.0012352i,-0.0013961-0.00024696i,-0.00097441+0.00059451i,-0.00084348+0.00046944i,-0.0011929-8.8944e-05i,-0.00072696-0.00098295i,0.00035784-0.00021228i,0.00087689+0.00021329i,1.3643e-05-0.00032844i,-0.00026504+5.9824e-05i,6.1838e-05+0.00054193i,-0.00057798+0.00054544i,-0.0004883-2.1403e-05i,2.426e-05-0.00017368i,0.00024931-0.00012571i,0.00029096-0.00045046i
-0.001433+0.0013126i,-0.001556+0.0015796i,-0.0012333+0.0015836i,-0.00024928+0.0023924i,0.001446+0.0023504i,0.0021215+0.00041089i,-0.00028943-0.00090415i,-0.0024236-0.0017473i,-0.0022321-0.00083896i,-0.0016304+0.0011095i,-0.0010386+0.001634i,-0.00012567+0.0010245i,0.00029594+1.2546e-05i,0.00031777-0.00031894i,0.00027492-0.00034426i,0.00075398-0.00029449i,0.00053518-0.00026211i,-0.00075108-0.00032697i,-0.0012978-0.00016192i,-0.0010382+4.616e-05i,-0.00034793+0.00012303i,0.00021861-0.00033692i,-0.00027814-0.00035746i
-0.00091587-0.00070642i,-0.00056297-0.0019067i,0.00059319-0.0019615i,0.0011551-0.00031939i,0.0017805-0.00036284i,0.0021861-0.00068145i,0.0010099-0.00040085i,-0.0018236-4.3126e-05i,-0.0027806+0.00049462i,-0.0016995+0.00049796i,-0.00079876+0.00062358i,-6.6748e-05+0.00015851i,0.00050958-1.9184e-05i,0.00078602+0.00043846i,0.0007813+6.9127e-05i,0.0001719-0.00021016i,0.00022659+6.9087e-05i,0.0004999+0.00023245i,0.00033842+0.00020073i,0.00026703+8.9979e-05i,0.00024149+0.00014693i,-0.0001812-0.0003454i,-1.2415e-05-0.0009399i
-0.00056203+0.00081352i,-0.00042435+0.0012276i,0.00043162+0.0019587i,0.0010643+0.0021686i,0.001761+0.0021763i,0.0022086+0.00051965i,0.00027206-0.0013199i,-0.0014556-0.00090389i,-0.002099+0.00012324i,-0.0016389+0.00021889i,-8.0754e-05+0.00017422i,0.0005795+0.00011754i,-1.123e-06-2.6763e-05i,-8.3407e-05+0.00026861i,0.00020295+0.00024801i,-0.00020332-0.00019899i,-0.00080961-0.00048497i,-0.00043274-8.8711e-05i,-0.00011332-0.000403i,0.00080882-3.8225e-05i,0.00097614+0.00079885i,0.00067471+0.00075719i,0.00059549+0.00016507i
-0.0010653-0.00051237i,-0.0029998+0.00028053i,-0.0039841+0.00068692i,-0.0036294+0.0014725i,-0.0011173+0.0014852i,0.0010806+4.7336e-05i,0.00035283-0.0013615i,-0.0010968-0.0012855i,-0.0018207-0.00015683i,-0.0015035+0.00047986i,9.2879e-06+0.00054204i,0.00034882+0.00085827i,-0.00016468+0.00035486i,-0.0001569+0.00051552i,0.00036193+0.00098259i,0.00052331+0.00029386i,-2.8841e-06-0.0007433i,-0.00016951-0.00080516i,0.0001688+0.00012627i,0.00048243+0.00073388i,0.00022406+0.00042503i,0.00030656+4.6042e-05i,-0.00021322-0.00010052i
0.0014336+0.00038916i,0.0010146-0.00089282i,0.00093211-0.0012574i,0.0012157-0.00020578i,0.0019531-0.00020631i,0.002154-0.0010644i,-6.3288e-05-0.0006705i,-0.002124-0.00013364i,-0.0017099+0.00030281i,-0.00047976+0.0011702i,0.00042102+0.0011172i,0.00065909+0.00060285i,0.00043449+0.00029338i,-0.00048437+1.6994e-05i,-0.00028198+0.00020618i,0.00083929+6.4188e-05i,0.00073037-0.00049277i,-0.00031824-0.00033299i,-0.00071375-0.00028967i,-0.00040857-0.00013997i,0.00028488+0.00019422i,0.00043149+0.00057319i,0.00097543+0.0003114i
-0.00075161+0.0011253i,-0.00095065+0.0020418i,-0.00057504+0.0023022i,0.00021729+0.0021653i,9.8085e-05+0.0017867i,0.00035017+0.00088588i,-0.00042278-0.00047619i,-0.0020487-0.00035164i,-0.0030043+0.00033813i,-0.0026109+0.00052033i,-0.0012466+3.1616e-05i,-0.00018917-0.00064295i,0.00082889-0.00055197i,0.0012589-4.6761e-05i,0.00050631+0.00039849i,0.00021185-0.00016222i,0.00046042-0.00085986i,0.00042223-0.00087967i,0.00029986-0.0004338i,-0.00057633+0.00019134i,-0.00091605+0.00043553i,-0.00013088+0.00031454i,0.0011952+0.00043926i
-0.001363-0.0002391i,-0.0016503-0.0011369i,-0.00082545+5.6323e-05i,-0.00041636+0.0008682i,0.00069588+0.00048885i,0.0014852-0.00010557i,0.00062364-0.0006876i,-0.00081019-0.00029751i,-0.0015621+0.00072359i,-0.0016317+0.00088315i,-0.00091003+0.00036265i,-0.00045994+0.00042745i,0.00022156+0.00088081i,0.00094806+0.00096434i,0.00084104+0.00052227i,0.00076236-0.00029524i,0.00062227-0.00036988i,0.00023895+0.0006213i,0.00029457+0.0017024i,0.00026241+0.0013819i,-0.00042657+0.00075498i,0.00040866+0.00041179i,0.0012237+0.0001901i
9.0478e-05-0.00087843i,-7.3146e-05-0.0012113i,-0.00024839-0.00080507i,0.0007931+0.00049015i,0.001793+0.00109i,0.0019199+0.00011096i,0.00033172-0.0015486i,-0.0012755-0.0014563i,-0.001466-0.00040811i,-0.00094316+0.00075204i,-0.00063364+0.0010287i,7.3836e-05+0.00057908i,0.00040814+0.0008248i,5.7531e-05+0.0010589i,-0.00031936+0.00091381i,-0.00059369+0.0001533i,-0.00029825-0.00041449i,-6.1817e-05-0.000376i,0.00056983+0.00037415i,0.00072764+0.00098117i,0.00042773+0.00044459i,0.00095735+0.0004875i,0.0010401+0.00074597i
-0.0010101+0.00073225i,-0.00031722+0.00068068i,0.00064061+0.0011073i,0.00073764+0.0020067i,0.0015189+0.0012207i,0.0019608-0.0007924i,-0.00039878-0.00091812i,-0.0027745-0.00012664i,-0.0032201+0.00055705i,-0.0021655+0.00097364i,-0.00092424+0.00020837i,-0.00028385-0.0003775i,0.00017262+2.1023e-05i,0.00052639-0.00013212i,0.00074794-0.00010895i,0.00012109+0.00027333i,-0.00022335+0.00078823i,-0.00013006+0.00071059i,0.00012295+0.00016652i,0.0003818+8.4046e-05i,0.00057713+0.00050104i,0.00023445+0.00086391i,3.432e-05+0.00059449i
-0.00056944-0.000841i,-0.0011335-0.00035182i,-0.0017308+0.00089243i,-0.0017713+0.0022143i,-0.0010156+0.0028136i,-0.0002258+0.00095508i,-0.00084818-0.0016812i,-0.0016348-0.0016217i,-0.001865+2.0569e-05i,-0.001634+0.00050825i,-0.0010335+0.00023366i,-0.00044427+0.00020405i,0.00036649-4.1681e-05i,0.00066896-6.9855e-05i,0.00019376-4.7148e-05i,0.00022304-0.00016324i,0.00041587-0.00016188i,-0.00010267+0.0001461i,-0.00081308+0.00097228i,-0.00041501+0.00060912i,-6.8357e-05-0.0005133i,0.00038098-0.0007556i,0.00083352-0.00061933i
-0.00010632-0.00075313i,-0.00024023-0.0018898i,4.8504e-06-0.0019089i,0.0009735-0.0010798i,0.0024286+0.00044878i,0.0024305+0.00060302i,0.00024677-0.0002245i,-0.0020747+0.00031786i,-0.0021966+0.0011739i,-0.0014998+0.0012968i,-0.00056558+0.00082621i,0.00049186+3.438e-05i,0.00081634+0.00030973i,0.0012886+0.0012844i,0.0011881+0.0013339i,0.0010935+0.00050663i,0.00060181-0.00023716i,-0.00012463-0.00028239i,0.00017099+0.00052535i,9.6373e-05+0.001303i,0.00035579+0.00099543i,0.00062157+0.00012953i,0.00025053+0.00010068i
8.1386e-05-0.00012154i,0.0002265+0.00090729i,0.00062656+0.0012892i,0.00041362+0.0023206i,5.9099e-05+0.0022699i,0.00032929+8.3487e-05i,0.00072091-0.00131i,-0.00034929-0.001016i,-0.0016943-0.00024138i,-0.0010801+0.00037182i,1.1609e-05+0.00074065i,0.00024445+0.00070682i,0.00029026+0.00038363i,0.00053951+0.00013108i,0.00037103-0.00016003i,-0.00047374-0.00062588i,-0.00055614-0.00061952i,-0.00019628-0.00029507i,0.00045088+0.00049744i,0.00078546+0.0012402i,0.00038544+0.0010147i,0.00052347+0.00056778i,0.00085831+0.00050178i
-0.00078229-0.001979i,-0.0010849-0.0014921i,-0.0014198-0.00027793i,-0.00080225+0.00053025i,-0.00061149-9.6646e-05i,0.00028236-0.00079167i,8.5424e-05-0.0016267i,-0.0018187-0.0018605i,-0.0027425-0.0012563i,-0.0015595-0.0004301i,0.00054601-0.00013805i,0.0016317+0.00016281i,0.0020035+0.00058073i,0.0016884+0.00016182i,0.00082042-0.00052071i,0.0002981-0.00097577i,-0.00024148-0.00056598i,0.00046752+0.00058443i,0.0013175+0.00027063i,0.0015813-0.00012322i,0.00084383-9.0433e-05i,-0.0001344-0.00038723i,0.00018129-0.00088245i
0.00018634+0.00044158i,-0.0012409-0.00081218i,-0.0018021-0.00058417i,-0.001088+0.00060102i,-0.0001643+0.00099057i,-0.00028314-0.00046117i,-0.0012887-0.0015979i,-0.0027258-0.00087668i,-0.0020898+0.00021411i,-0.00090017+0.00025365i,-0.000424+9.8383e-05i,-0.00081604+0.00060566i,-0.0012747+0.00037947i,-0.00079906+0.00056749i,0.00071412+0.00058472i,0.001191-3.38e-05i,-3.0757e-05-0.00033416i,-0.00027874-0.00061692i,0.00029923-0.00012921i,0.00066284+0.00017248i,0.00055599-0.00028337i,0.0012662+0.00044645i,0.0014018+0.00069287i
0.00036109+0.00056182i,0.001036+0.00080296i,0.0011958+0.0017955i,0.0015347+0.0024771i,0.0028032+0.0020552i,0.003561-8.3246e-05i,0.0019746-0.0018001i,-0.00060659-0.00094138i,-0.0017984+0.00047949i,-0.0018713+0.0013386i,-0.0014325+0.0010516i,-0.00045212+0.00021067i,0.00028299+0.00083752i,0.00030828+0.0011249i,0.00017736-4.6776e-06i,-0.00023926-0.0009115i,-0.00029034-0.00086893i,-0.00033805-0.00075741i,-0.00012209-0.00062556i,0.00042628-3.0643e-05i,-3.8747e-06-0.00015023i,-0.00046347-0.00023714i,0.00021482+0.0003614i
-0.00033393-0.0022047i,-0.0012664-0.0021322i,-0.0015661-0.0011323i,-0.0010825-0.00061438i,5.3043e-05+0.00040029i,0.00020773+0.00063565i,-0.0014478-0.00049178i,-0.0022916-0.00080214i,-0.0021506+0.00061656i,-0.0015991+0.001281i,-0.0010216+0.00082087i,-0.00019834+0.0010768i,0.00055006+0.0013082i,0.00036465+0.00092317i,0.00044025+0.00078702i,7.441e-05+0.00069197i,-8.5445e-05+0.0001846i,0.00045848+0.00012396i,0.00097907+0.00073055i,0.0011425+0.00080991i,0.00058733+0.00056593i,-0.00034219+0.00013833i,-0.00023275-0.00016118i
0.0026805+0.00097623i,0.0025668+0.0011282i,0.0025654-0.00022284i,0.0022652-0.00022542i,0.0026438-0.00047559i,0.0018216-0.0013254i,0.00064601-0.0017345i,-0.0013576-0.0015433i,-0.0024135-7.2842e-05i,-0.0014841+0.00053348i,-0.0005273+0.00012055i,-0.00046578+0.00042616i,-0.0014318+0.0011796i,-0.0010322+0.00059693i,0.0005336-0.00017362i,0.001082-0.0003494i,0.0010001-0.00053696i,0.00072408-0.00039465i,0.00042636+0.00032048i,-0.00041606+0.00042866i,-0.00059764+0.00024874i,7.7877e-05+0.00034714i,0.00031917+0.0005913i
-0.0035894+1.0172e-06i,-0.0025606+0.0004813i,-0.0018791+0.0018751i,-0.00086829+0.0022351i,0.00026526+0.00088817i,0.002044-0.0007893i,0.00089948-0.0015871i,-0.0016233-0.0012282i,-0.0026088+0.00049774i,-0.0016542+0.0010352i,2.7623e-05+0.00056814i,0.00033766+0.00050457i,0.00029269-0.00016353i,4.3123e-05-0.00031768i,-0.00020281+0.00027622i,-0.0002009+0.00023084i,-0.00022264-9.8403e-05i,-0.00019798+5.2684e-05i,0.00015019+0.00019687i,0.00043624+0.00064218i,3.6051e-05+0.0012212i,-0.0001995-2.5669e-06i,0.00035658-0.00088565i
2.8537e-05-0.00050263i,-0.00087435+0.00028393i,-0.0021026+0.00034936i,-0.0019629+0.0019424i,-0.00049205+0.0029552i,0.00079721+0.00085588i,8.7383e-05-0.00067629i,-0.001615-0.00014275i,-0.0020839+0.0010466i,-0.0016895+0.00099051i,-0.0016866+4.5795e-05i,-0.0010863+4.8752e-06i,-8.9617e-05+0.00061969i,0.00075164+0.00077455i,0.0012406+0.00070569i,0.0011156-2.3428e-06i,0.00080039+3.209e-05i,2.7197e-05+0.00057217i,-0.00012383+0.00047978i,0.00024212+0.0004961i,0.00065269+0.00022377i,0.00023227-0.00015145i,-0.00016914-0.00066691i
0.001196-0.0014213i,0.0018209-8.9037e-05i,0.0027326-5.0193e-05i,0.0019353-1.0092e-05i,0.001135+0.00014944i,0.0016614-0.00040712i,0.00080032-0.0017464i,-0.0014217-0.0016244i,-0.0015418-0.00054817i,-0.0011201-0.00037961i,-0.00074698+0.00056899i,-0.00065748+0.0011561i,-0.00084138+0.00076708i,0.0002105+0.00056696i,0.00084377+0.00023942i,0.00038066+3.5906e-05i,-0.00015149+0.00060709i,0.00048906+0.00054536i,0.00047185+0.00012793i,7.5463e-05+0.00035347i,0.00017285+8.7278e-05i,-4.9221e-05-0.00017474i,-7.7966e-05-0.00022738i
-0.0010141-0.00035294i,-0.00088424-4.3761e-05i,-0.0011394+0.0013743i,-0.00026595+0.0014072i,0.0010711+0.00053007i,0.0013946-0.0010772i,0.00048114-0.0024211i,-0.0011659-0.0012646i,-0.0019004+0.00075088i,-0.0013098+0.0011615i,-7.2177e-05+0.00064086i,0.00023868+0.00077453i,0.00032703+0.001002i,0.00053928+0.00058099i,0.00077001-0.00013043i,0.00099757-0.00059129i,0.00067957-0.00042147i,0.00041123-0.00024044i,-8.6986e-05+0.00025563i,-0.00091623+3.1307e-05i,-0.00039936-6.0692e-05i,3.4571e-05+0.00029251i,0.00010352-0.00022757i
-0.00050466-0.00081888i,-0.001461-0.00048866i,-0.0021954+0.00012491i,-0.0016397+0.00033347i,-1.7025e-05+3.1718e-05i,0.00079043-0.00040653i,-0.00035469-0.0010376i,-0.0016216-0.0002246i,-0.0019498+0.0012194i,-0.0014885+0.0013845i,-0.00041849+0.00060992i,0.00079417+0.00039408i,0.00098982-6.3709e-06i,0.0003453-0.00036175i,-0.00048162-0.00025493i,-0.00020434-0.00050165i,0.00055392-0.00037317i,-5.7588e-05+4.1101e-05i,-0.00039914+0.00048126i,0.00082732+0.00050979i,0.00062649+0.00061757i,-0.00068554+0.00056144i,-0.00095323-4.9585e-05i
0.0019353+0.00089428i,0.0015353+0.00044393i,0.0015187+0.00040919i,0.0013446-0.00029244i,0.0013213-9.2831e-05i,0.00088495-0.00059767i,-0.00057969-0.0012213i,-0.0020129-0.0001407i,-0.0022879+0.00055637i,-0.0015937+0.00059101i,-0.00039726-0.00012585i,0.00031581-0.00068557i,0.00022548-0.00044434i,6.1129e-05-0.0003829i,1.2216e-07+0.00014856i,0.00027545+0.00040177i,0.00044548-2.8899e-05i,2.3658e-05+0.00029936i,0.00028321+0.00062288i,0.00044302+0.0005279i,-3.1613e-05+0.00085426i,-3.5139e-05+0.00068147i,0.00062509+0.00023151i
-0.00094376+0.0012492i,-0.00057176+0.0016589i,-0.00045671+0.0028281i,0.0015293+0.0039051i,0.0027825+0.0033119i,0.0021753+0.00084932i,0.00029048-0.00064644i,-0.00084875-0.00049286i,-0.0013582-2.7216e-05i,-0.0015616+0.00028054i,-0.0009744+0.0007716i,-0.00027282+0.0011727i,0.00050751+0.00080164i,0.00016244+0.00014897i,-0.00032743+8.3162e-06i,-0.00044422+0.0001411i,-0.00077615+8.2623e-05i,-0.0005165-0.00048644i,0.00030186-7.5879e-06i,0.00071524+0.00095477i,0.00040236+0.00072177i,0.00092049+0.00048063i,0.00050684+0.00081004i
-3.7257e-05-0.0026367i,5.4429e-05-0.0030597i,-0.0010011-0.0022686i,-0.0011177-0.0015096i,0.00046805-0.0017299i,0.0016685-0.0013043i,0.0015305-0.0013117i,-4.224e-05-0.0014155i,-0.002415-0.00050779i,-0.0021054+0.00069908i,-0.0011637+0.0016042i,-0.0016508+0.0014694i,-0.00091163+0.00065414i,0.0001867+0.00028143i,0.00097544+2.1606e-05i,0.00015354-0.00022458i,-0.0003516-0.00045076i,0.00013436+0.00021001i,0.00020684+0.00031365i,0.00054115-1.9538e-05i,0.00034196+0.00031917i,-0.00028556-0.00010798i,0.00052389-0.00087862i
0.0014951+0.00050345i,0.0013943+0.00012981i,0.00094919+0.0012247i,0.00086558+0.0018114i,0.00092183+0.0011062i,0.00047021-0.00024275i,-0.00057921-0.0016557i,-0.001883-0.0016277i,-0.0024102-0.00010103i,-0.0020366+0.00035895i,-0.0007559+0.00061641i,-7.4606e-05+0.00055281i,0.00010019+0.00015794i,0.00044436+0.00049606i,0.00044343+0.00061402i,-3.0108e-05+3.3354e-06i,-6.5451e-05-0.00036817i,-0.00014634-0.0005457i,-0.00014126-0.00022912i,-0.00016412+0.00023045i,-0.00063782+0.00045997i,-0.0001999+0.00065758i,0.00031598+0.00066563i
-0.0011178-0.00063888i,-0.000668+3.4974e-05i,-0.00070759+0.00067458i,-0.00085764+0.0016986i,-0.00044538+0.0015436i,0.00026406+0.0004905i,0.00054016-0.00061805i,-0.0011099-0.00018756i,-0.0019116+0.00038356i,-0.0011121+0.00079985i,-2.4462e-05+0.0007778i,0.00061379+0.00089849i,0.00014528+0.0011931i,-0.00011277+0.0007026i,0.00035339-0.00013714i,0.00030422-0.0007128i,-6.2733e-05-0.00060234i,0.00013838+0.00030046i,0.00012539+0.00059321i,0.00034052-7.3229e-06i,0.00059691-0.00021969i,0.0012065-0.00077405i,0.00173-0.0011698i
-0.00061704-0.00042476i,-0.0010539-0.00029958i,-0.0011286+0.0012361i,-0.00060014+0.0018149i,0.00052045+0.00040135i,0.0011922-0.0012022i,0.00053418-0.0018816i,-0.0010999-0.000942i,-0.0018525+0.0005301i,-0.00095756+0.0011209i,-0.00024658+0.00078949i,0.00012289-0.00025412i,0.00035081-0.00054583i,0.00065932-0.00011084i,0.0007874+6.0299e-05i,0.00066154+4.8158e-05i,0.00046845-0.00046705i,-0.00026215-0.00064823i,-0.0007051-0.00023274i,-0.00043271+0.00034523i,-6.4345e-05+0.00068783i,-0.00066084+0.00024674i,-0.0006611+0.00011177i
-0.0010812+0.0016285i,-0.0013062+0.0012558i,-0.00041032+0.0014089i,0.0010426+0.0014665i,0.0020278+0.0010471i,0.0015805-0.0005326i,-0.00034774-0.0018634i,-0.0021376-0.0010002i,-0.0026282+0.00049965i,-0.0017116+0.0011183i,-0.00065171+0.0011474i,-0.00077442+0.00035134i,-0.00096152-0.00012753i,-0.00026071+0.00053331i,0.00011499+0.00099099i,-0.0001719+0.0008614i,-0.00052646-0.00080687i,-0.00023513-0.0011701i,0.00015291+0.0001149i,-7.3164e-05+0.00010024i,-3.1878e-05-0.00022917i,0.00024842+0.00022701i,0.00071727+0.00067936i
3.5533e-05-0.0022835i,0.00061198-0.00020175i,-0.00093664+0.00083841i,-0.002021+0.0018792i,-0.0008607+0.0021143i,0.00089972+0.0014624i,0.00046666+0.00029852i,-0.00095337-0.00064911i,-0.0017668-8.819e-05i,-0.0021012+0.0010975i,-0.0015409+0.0011641i,3.2486e-05+0.00082078i,0.00056691-9.5282e-05i,0.00049847+0.00029052i,0.00044071+0.00058424i,0.00023075+0.00018867i,-0.00024572+0.0003294i,0.00024112-0.00023544i,0.00089915-8.0426e-05i,0.00056561+0.00064946i,0.00051515+0.00050907i,0.00034126-6.2841e-07i,-0.0003055-0.00057811i
-0.00073925-0.0020198i,-0.00042593-0.00095186i,-0.00084572-0.00023112i,-0.00081324+0.00022589i,0.00066009+0.00088137i,0.0015588+0.00044426i,0.0001002-0.0013207i,-0.0020122-0.0019403i,-0.0030832-0.00096135i,-0.0018819-2.0432e-06i,-0.00034414+0.00018795i,0.00027261-5.1431e-05i,-8.5876e-05+4.9812e-05i,0.00020741+0.00045815i,0.0007821+0.00051559i,0.00068957+0.00042755i,0.00024259-6.5436e-05i,0.00019006-0.00024759i,-3.6857e-05+5.0038e-05i,3.1587e-05-0.00025218i,0.00038549-4.9333e-05i,0.00025524+0.00044165i,0.00025769+0.0004023i
-0.00068852+0.00037612i,-0.00031704+0.00072397i,0.00012557+0.0020853i,0.00094316+0.0025962i,0.0014013+0.00228i,0.0017062+0.00086857i,0.00031581-0.00059787i,-0.00092832+9.5227e-05i,-0.00085249+0.00073516i,-0.0013522+0.00045474i,-0.0015998+0.00059378i,-0.00098687-1.4487e-05i,-0.00037239-0.0008786i,0.00068479-0.00085236i,0.0007021-0.00051846i,-0.0002248-0.00059539i,-0.00050385-0.00028295i,-0.00042103+0.00014119i,-0.0004654-0.00012368i,4.912e-05-0.00078384i,0.00043663-0.00053747i,8.945e-05-0.00018958i,-0.00025968-0.00062456i
0.00024395+0.00042378i,0.00037375+0.00074564i,0.00080739+0.0013868i,1.7589e-05+0.0012885i,-0.00023844+0.0011326i,0.00045122+0.00075064i,-0.00016448-0.0002345i,-0.0015793-0.00080069i,-0.0018621-0.00059906i,-0.0015382-0.0003129i,-0.00097667-0.00048454i,-0.00068172-0.00047886i,-0.00083918-0.0001349i,-0.000142+0.00038441i,0.0010331+0.00020215i,0.00091302-0.00058587i,0.00044627-0.00065368i,0.00027337-0.00041578i,0.00051395-4.9917e-05i,0.00092663-0.00036863i,0.00041103-0.00039165i,-0.00016732+0.00055847i,-0.00034861+0.00027589i
0.00059478-0.00014946i,1.3951e-05-0.00078674i,-0.0012713-7.8897e-05i,-0.0020884+0.00067194i,-0.0014288+0.00076757i,0.00019892-7.8715e-05i,-0.00020504-0.00081239i,-0.0017663-0.00059124i,-0.0025707+0.00037367i,-0.0023096+0.00085657i,-0.0011425+0.00068332i,-0.00028812+0.00050676i,-0.00013917+0.00064404i,-0.00073107+0.00048038i,-0.00074159+0.00040825i,-7.711e-05+0.0003984i,0.00051369+0.00031611i,0.000573-6.6175e-05i,0.00016846-2.6205e-06i,0.00044241+0.00039094i,0.00068638+0.00094909i,0.00021597-8.0353e-06i,0.00025576-0.00089859i
0.0014805+0.00027986i,0.0018967-5.0428e-05i,0.0015129+2.6224e-05i,0.0014461+0.00067946i,0.0019703+0.0005627i,0.0009604+5.3822e-05i,-0.00063979-0.00059272i,-0.0021904-0.00075243i,-0.0025256-0.00027941i,-0.0018643+0.0010996i,-0.00054565+0.0014924i,0.00031132+0.00063283i,5.1969e-05-0.0003399i,0.00028729-0.0010595i,0.00048311-0.0013879i,0.00094866-0.00073283i,0.00049621+0.00023353i,-7.0605e-05-5.4445e-05i,0.00029958-0.00059376i,0.00014289-0.00016424i,0.00026338+0.00061485i,0.0005771+8.5562e-05i,0.00078968-0.00051044i
-0.0021493-3.8769e-05i,-0.00081769-0.00098688i,-0.00025087-0.00018417i,0.00028877+0.00043848i,0.0021831+0.00047088i,0.0032454-0.00059234i,0.0012289-0.0023779i,-0.0011002-0.0019484i,-0.0021791-0.00013387i,-0.0019487+0.00095719i,-0.00061302+0.00083271i,-1.4177e-05+0.00015802i,-0.00047633-0.00035934i,-0.00071048-0.00084279i,-0.00054343-0.00048044i,0.00056977+0.00016997i,0.00093258-0.00018952i,0.00031254-0.00046297i,0.00039979-7.0469e-05i,0.0010354-3.8815e-05i,0.00049914-0.00072868i,-0.00032053-0.00091488i,-0.0005161-0.00078364i
-0.00024545-0.00032772i,-0.00055288-0.001415i,-0.0016182-0.001025i,-0.0021909+0.00028282i,-0.0012074+0.00071842i,0.0001949+0.00030694i,0.00015797-0.00051967i,-0.0011121-0.00030616i,-0.0019213+0.00013515i,-0.0019701+0.00015787i,-0.0015355+9.1314e-05i,-0.0011716+4.5425e-05i,-0.00088681+0.00026666i,-0.00078253+0.00087345i,5.0312e-05+0.00036712i,0.000637-0.00029576i,0.0001474+0.00016138i,0.00024292+0.0002582i,0.00077901+0.00035892i,0.00075227+0.00078491i,0.00058963+0.00038248i,0.00032668-0.00018904i,0.00048999-0.00078347i
0.00056738+0.0018698i,0.00054175+0.0021841i,0.0017867+0.0025484i,0.0027227+0.0022964i,0.003433+0.0012758i,0.0019764+0.0004097i,-0.00050209-3.7061e-05i,-0.0018187-0.00017816i,-0.0018386-3.903e-05i,-0.00084439+0.00034416i,-0.00038544+0.00062609i,4.5371e-05+0.00081754i,0.00064352+0.0011912i,0.00069523+0.0013737i,0.00080246+0.0013179i,0.00044922+0.00065416i,0.00028129+0.00043275i,0.00049211+0.00040034i,0.00013098-1.7682e-06i,-0.00031414+0.00031753i,-7.6777e-05+0.00059311i,0.00034413+0.00040809i,0.0010977-0.00023449i
-0.00064034-0.00029642i,-0.00088815+0.0006978i,-0.001785+0.0018462i,-0.00071199+0.0015145i,0.00092207+0.0010227i,0.001571+2.0373e-05i,0.00098876-0.0016958i,-0.00053501-0.0016481i,-0.0012845+0.00024282i,-0.001627+0.0013501i,-0.001343+0.00088876i,-0.0008668+0.00086735i,-0.00034776+0.00074533i,0.00018145+0.00015405i,0.00070083-0.00013667i,0.0011483-0.0003777i,0.0010129-0.00017927i,0.00077582-0.0002322i,0.00044421+0.00026556i,0.00016661+0.00044827i,0.00034108+1.4909e-06i,0.00084029+0.00027487i,0.00083298+0.00071578i
