-0.00079493+0.0018565i,-0.00030407+0.0007104i,-0.0014532-0.00025028i,-0.0027184-0.00098602i,-0.0023788-4.0294e-05i,-0.0020264+0.0010068i,-0.0016081+0.0010444i,-0.00036055+0.001478i,0.00014732+0.00066567i,0.00021752-0.0007023i,0.0002672-0.00083351i,-0.00022083-0.00078066i,-0.00045828-6.2657e-05i,-0.00031061+0.00019925i,0.00036918-1.4148e-05i,0.0010218-0.00019912i,0.00067712-0.00042443i,-0.00038068+9.259e-05i,-0.00012827-0.00024651i,0.00022163-0.000326i,-0.00057498+0.00044586i,-0.00099962+2.222e-05i,-0.000142-0.00043088i
-0.0004893+0.0010978i,0.00023393+0.00020907i,-0.00018905+0.00093647i,3.4116e-05+0.00072556i,0.0015927+0.0002202i,0.00011256-0.0010132i,-0.0020285-0.0014101i,-0.0014786+0.00037434i,-0.00048821+0.00095063i,-9.4249e-05-0.00020914i,0.00044702-0.00088345i,0.0010144-0.00076148i,0.00063952+2.8855e-05i,-0.0002184-0.0005956i,-6.4927e-05-0.0018144i,-0.00045454-0.00074222i,-0.0009335+7.211e-05i,-0.00041336-0.00041936i,-9.0096e-05-0.00046973i,-0.00015195+0.00033611i,0.00041097+0.00049603i,0.0008657-0.00048235i,0.001113-0.00086491i
0.00011708-0.0002298i,0.00011566+0.00015781i,-0.00066568-0.00029662i,-0.0011432-0.0003327i,-0.0015546+0.00014918i,-0.0010246-7.9136e-05i,-0.00044421+0.00031478i,0.00026533+0.00032267i,0.00069712-0.00033018i,3.9327e-05-0.00056091i,-0.00016095+0.000296i,0.00048132+0.00052892i,0.0010798+6.8926e-05i,0.00017109-0.00071129i,-0.00058848-0.0013167i,-3.328e-05-0.00059246i,0.00060374-0.00029818i,0.00033795-0.00053478i,0.00016456-0.00058148i,0.00041808-0.00038166i,0.00029032-1.2713e-05i,0.00011496-0.00017876i,-0.00019455-0.00061192i
0.00062382+0.00079987i,0.00042801-0.00074129i,-0.00012677-0.0018429i,-0.00077856-0.00087388i,-0.0012772+0.00028298i,-0.0013866+4.5307e-05i,-0.0010465+8.6972e-05i,-0.00057839+0.00061588i,-0.00014326-0.00034635i,-0.00047505-0.00082245i,-0.00084482+0.000146i,-1.5214e-05+0.00032012i,0.00095632-0.00091639i,0.0007525-0.0013097i,1.0478e-05-0.00067945i,5.0691e-05-0.00043856i,0.00014604-0.00047073i,1.7998e-06-0.00046459i,-0.00023691-0.00086896i,-0.00029221-0.00054921i,0.0006215+0.00025671i,0.00082221+0.00055459i,0.00044636+0.00044106i
0.00098291+8.1231e-05i,-0.00018524+0.00030116i,-0.0017001-0.00037924i,-0.0034736-0.00067089i,-0.0037905-8.945e-05i,-0.0025029+0.00025184i,-0.001123-0.00010591i,-0.00052131+0.00057951i,-0.0003475+0.0003892i,-0.00045726-0.00060341i,-0.001167-0.0010275i,-0.0010642-0.00092664i,-0.00047062-0.00016328i,-0.00020304+0.00017776i,-0.00018031-0.00011467i,-0.00013389-0.0003241i,-0.00046915-8.7913e-05i,-0.00073957-0.00035942i,-0.00056774-0.00071697i,4.757e-05+0.00038673i,-0.00013235+0.0011905i,-0.00044746+0.0009238i,0.00032853+0.00089298i
-0.00090931-0.002599i,-0.0014042-0.0019763i,-0.0019325-0.001078i,-0.0023375-0.00041756i,-0.0027926+0.00069901i,-0.0021556+0.00072558i,-0.00084316+4.9446e-05i,-0.00020335+0.00069666i,-0.00013991+0.00076036i,-0.00041267+8.2965e-05i,-0.00014604+0.00012123i,5.5736e-05+0.00027367i,0.00013115+0.00049108i,2.4396e-06+1.9357e-05i,-0.00013709-0.00063136i,0.00031287-0.00076858i,-0.00023854-0.00064627i,-0.00017662-0.000365i,0.00058045-4.418e-05i,0.00027789+0.00012618i,-0.00037406+0.00063234i,-9.7482e-05+0.00021887i,4.2051e-06-0.0010441i
0.0018276-0.0017125i,0.0016926-0.0021233i,0.00022831-0.0016658i,-0.0021945-0.00040328i,-0.0031229+0.00055366i,-0.0024049+0.00066324i,-0.0015922+0.00093313i,-0.00061048+0.0010184i,0.00033537+0.00011006i,0.00034711-0.00046471i,-8.7103e-07-0.00031182i,-0.00030876-0.00015169i,0.00038491-0.0004171i,0.00094966-0.00016778i,0.00016247+0.00090016i,-4.1376e-06+0.00076783i,-7.1232e-06+0.00036154i,4.6939e-05-0.0001554i,0.00071004-0.00044883i,-0.000148-0.00029846i,-0.00060615-0.00014618i,0.00040696-2.8128e-05i,0.00071669+3.4674e-05i
0.0010248-0.00047451i,-0.00078906-0.00078256i,-0.001672-0.0002287i,-0.0018712+0.0011057i,-0.0018469+0.0013319i,-0.0017898+0.00091751i,-0.001586+0.00048911i,-0.0011062+0.00098919i,-0.00011091+0.0006891i,-2.4486e-05-9.1082e-05i,-0.00059428-8.6666e-05i,-0.00047122+2.5685e-05i,0.00063741-0.00024587i,0.00048444-0.00023406i,-0.00033796-0.000245i,0.00030991-0.00013254i,0.0012507-0.00011756i,0.0006652-0.00030673i,0.00010755-0.00055831i,6.0319e-05-0.00035822i,-0.00019807-0.00010672i,-9.4058e-05-0.00030274i,0.00041792-0.0006708i
-0.0022142+0.0014936i,-0.00062765+0.0016894i,0.0001479+0.0013935i,-0.0013425+0.001186i,-0.0023375+0.0010401i,-0.0012594+0.00093879i,-0.00051047+0.00074335i,-0.0006174+0.00022709i,-0.00017664+0.0003908i,-6.6694e-05+0.00052652i,-0.0004104-0.00018521i,-0.00083347-0.0006428i,-0.00032366-0.00020782i,7.0907e-05+0.00060613i,7.2328e-05+0.00078803i,7.2108e-05+0.00063789i,-0.00019529+0.00036227i,-0.00033845-0.00023941i,5.7922e-06-0.00095918i,0.0004439-0.00072636i,0.0004239+0.00015638i,-0.000468+8.8666e-05i,-0.00016114-0.00026668i
-5.7863e-05-0.0019331i,-0.00039736-0.0022505i,-0.00084173-0.0027048i,-0.00092166-0.00078407i,-4.5543e-06+0.0011346i,9.9905e-05+0.00078659i,-0.00035502+0.00011124i,4.6766e-05+0.00072342i,0.00043386+0.00096147i,2.6429e-05-3.967e-05i,-0.00028679-0.00017871i,-2.9457e-05+0.00097187i,-4.4816e-05+0.00071287i,-6.0701e-05-1.5389e-06i,0.00016243+7.3457e-05i,0.00036719-0.00032923i,0.00058473-0.00083763i,0.0009101-0.00051297i,0.00091294-0.00053663i,0.0005878-0.00099561i,0.00075434-0.00092692i,0.00063415-0.00059416i,0.00031941-0.00093982i
-0.001611+0.0010367i,-0.00076856+0.00023297i,-0.00042381+0.00044476i,-0.00098328+0.001092i,-0.00020695+0.0014356i,0.00022841+0.0010339i,-0.00045739+0.00039961i,-0.00056933+0.00051858i,-0.00033289-7.2692e-06i,-0.00031443-0.0011105i,-0.00045107-0.0017988i,-0.00048275-0.001448i,8.8146e-05-0.0006972i,0.00047398-0.00037165i,0.00032858+7.2809e-05i,0.00074979+0.00043101i,0.00047282+0.00025145i,0.00021829-0.00068781i,0.00094209-0.00099431i,0.0014037-0.00070197i,0.0012761-0.00042543i,0.00083048-4.3717e-05i,0.00027493+8.2068e-05i
0.0018513-0.001414i,0.0014056-0.0018477i,3.3291e-05-0.0014611i,-0.0011286-0.00042034i,-0.0011834+0.00052503i,-0.00099347+0.00020659i,-0.0005705+0.00036955i,8.2849e-05+0.00061729i,3.6574e-05-0.00044204i,-0.00060714-0.00092302i,-0.00088648-0.0003254i,-0.0012621+0.00011938i,-0.0011562+0.00021722i,-0.00092705+0.00047453i,-0.00046319+0.00024561i,-0.00012947-0.00015759i,-0.00014153-0.00052955i,-0.0007158-0.00051787i,-0.0012926+0.00010228i,-0.0013914+0.00014372i,-0.0004552+5.7341e-05i,0.00094048-0.00028081i,0.00096897-0.00055748i
0.00033223+0.00031389i,-8.9887e-05+0.00073248i,-0.001266-0.00016146i,-0.0014492-0.00043849i,-0.0011868-2.162e-05i,-0.00091358-0.00039875i,-0.00095353-0.00041597i,-0.00018443+0.00067531i,0.00093981+0.0010004i,0.00074168+0.00013249i,0.00018139-0.00082634i,6.6065e-05-0.0010758i,-0.00030618-0.00081107i,-0.0003325-0.00050891i,-0.00065755-0.0002327i,-0.0010427-0.00071477i,-0.00099809-0.000958i,-0.00084891-0.00089406i,-0.00085158-0.00097159i,-0.0011101-0.00075722i,-0.00081761-0.00031698i,-0.00021209+9.2012e-05i,-0.00018128-2.8151e-05i
0.00065018+0.00031182i,1.6001e-05+0.00030968i,-0.00099202-0.00048176i,-0.0021776-0.00022363i,-0.0022782+0.00015905i,-0.0015132-0.00026064i,-0.0013668-0.00041669i,-0.00094326+0.00045321i,-0.00053767+0.00074249i,-0.00048695+0.00022512i,-0.00038308-0.00060459i,-0.00016454-0.00088996i,-1.6368e-05-0.00010384i,4.5132e-05+5.6624e-05i,0.00067705-0.00071589i,0.00099483-0.00050336i,0.00030602-0.00022423i,-0.00027495+1.5426e-05i,-0.00011713-0.00034865i,-0.0004727-0.00066377i,-0.00040956-0.00028284i,-0.00042473+7.5953e-05i,-0.0009373+0.00021554i
-0.0016212+0.00098935i,-0.002326+0.0011377i,-0.0016588+8.1509e-05i,-0.0012303+9.374e-05i,-0.00076383+0.0005602i,-3.5599e-05+0.00068022i,-7.4695e-05+0.00079032i,0.00011581+0.0008563i,0.00012746+0.00077139i,-0.00046037-8.6827e-05i,-0.00024895-0.00063729i,-0.0002112-0.00033361i,-0.0008916+6.3886e-05i,-0.0004984-0.00058697i,-0.00018802-0.0011747i,-0.00017483-0.00019016i,0.00033512+0.0001338i,0.00045617-0.00039391i,-0.00014904-0.00057722i,0.00014076-9.1083e-05i,0.00024602+0.00051096i,0.00037091+0.00016901i,0.0004968-0.00017607i
0.00079779-0.0010844i,0.00022087-0.0011509i,-0.00022054-0.0014618i,-0.0020461-0.001453i,-0.0025307-0.0012268i,-0.0015317-0.0015008i,-0.00048153-0.00058912i,-0.00016873+0.00080636i,-0.00041918+0.00087669i,-0.00020368-0.00048102i,-0.00041762-0.0014405i,-0.00071456-0.0010362i,0.00019659-9.1569e-05i,0.00064832+0.00026311i,4.2119e-05+6.4514e-06i,-0.00066391-0.00015987i,-1.9586e-05-0.00033312i,0.00042083+0.00031143i,-0.00043981+0.00069307i,-0.00038535+0.00097725i,-0.00044273+0.0003926i,0.0005229-0.00050261i,0.00054242-0.00079451i
-0.00027846-0.0017237i,-0.00079853-0.00038923i,-0.0016315-0.00074766i,-0.0019701+0.0006168i,-0.00177+0.0026067i,-0.0013516+0.0017407i,-0.0014403+0.0013958i,-0.0008739+0.00098994i,3.3411e-05-1.5282e-05i,0.00014032+1.8852e-05i,0.00072466+0.0002336i,0.00096236+0.00039564i,0.00056259+0.00050161i,0.00056006-0.00014623i,0.00076493-0.00037094i,0.0009417-0.00049627i,0.00072244-0.00084998i,0.00047588-0.00099814i,0.00047199-0.00085077i,0.00039059-0.00058471i,0.00091208-0.00013215i,0.00092006+0.00045718i,0.00078046+0.00093201i
-0.00065298-0.0010407i,-0.00031679-0.00055798i,-0.00068576+0.00010754i,-0.0017372+0.0010661i,-0.0023764+0.0014294i,-0.0015277+0.0010641i,-2.1931e-05+0.00076235i,0.00033407+0.0007835i,-0.00042702+0.00091671i,-0.0014263+0.00058976i,-0.00097375+0.00037715i,0.00034488+0.00027011i,0.00069943-2.8158e-05i,0.00029312-0.00047491i,0.00034339-1.8497e-05i,-9.5787e-05+9.0514e-05i,2.7903e-05-9.2253e-05i,-0.00011673-0.00073729i,-0.0010279-0.00085287i,-0.00064475-6.0021e-05i,0.00052168+0.00028151i,0.00079729+0.00012599i,0.00045043+0.00038412i
0.0001724+0.00025286i,0.00046292+0.00064903i,-0.00062748+0.001165i,-0.0022231+0.0014135i,-0.0016877+0.0010657i,-0.00049941+0.00022047i,-4.2661e-05-0.00032387i,2.7182e-06-6.5406e-05i,0.00023028+3.877e-05i,0.00014738+0.00019138i,-0.00049263+0.00054754i,0.00010185-0.00018121i,0.00072238-0.00089487i,0.00011969-0.00066974i,-8.5436e-05+7.89e-06i,0.00038159-0.00012064i,-4.0821e-05+4.0337e-05i,-0.0002327+5.6195e-05i,0.00048275-0.00040928i,0.0004638+0.00015021i,0.00022534+0.00064497i,0.00012716+4.0648e-05i,2.5435e-05+0.00048337i
0.00057127+0.0002564i,0.00050653-0.00056594i,-0.00047782-0.00091549i,-0.001727-0.00090419i,-0.0012068-0.00083701i,-0.00090105-0.00037755i,-0.0016084+0.00046224i,-0.0015276+0.0010211i,-0.00038295+1.6287e-05i,0.00051144-0.0008909i,0.00023244-0.00050717i,-6.4871e-05-4.0213e-05i,5.1491e-05+0.00030653i,0.00028052+6.2861e-05i,0.00077922-0.00034033i,0.0011374-0.0008676i,0.00083677-0.00091686i,0.00023853-8.1445e-05i,-0.00043089+8.9799e-07i,-0.00068316-0.00025537i,-0.00032122-7.6438e-05i,4.8258e-05+6.334e-05i,0.00021714+0.000246i
-0.0011949-0.0019256i,-0.0012985-0.0017269i,-0.0017285-0.0010194i,-0.0022788+4.9844e-05i,-0.0021424+0.00043333i,-0.0015784-1.8259e-05i,-0.00094177-0.00021011i,0.00014608+0.0010935i,0.001119+0.0011013i,0.0011514+3.0974e-05i,0.00063467-0.00023258i,0.00056999-0.0004295i,0.00096106-0.00044501i,0.00081521-0.00015049i,0.00046548-0.00038204i,3.7309e-05-0.0010055i,-0.00058982-0.001506i,-0.00018114-0.0010981i,0.00011113+9.4443e-05i,-0.00075065+0.00090465i,-0.00093247+0.00072485i,-0.00056118+0.00042857i,-0.0007587+7.8261e-05i
0.00012437-0.0022802i,-0.00023821-0.0015525i,-0.0019928-0.0012964i,-0.0033172-0.00050515i,-0.0027542+0.0011323i,-0.0017256+0.0010368i,-0.0010414-2.8945e-05i,-0.00014629+0.00042233i,0.00033335+0.00081076i,2.423e-05+0.00079272i,-0.0003809+0.00017115i,-4.7406e-06-0.00075522i,0.0011651-0.00080608i,0.0015391-0.0002507i,0.0010501+0.00072056i,0.00112+0.0010013i,0.0011308+0.00044435i,0.00047677+6.8791e-05i,7.5156e-05+0.00058049i,0.00036058+0.00028798i,0.00058202-0.00012327i,0.00050611-0.00019795i,0.00038226-0.00067935i
-0.00061879-0.0023944i,-2.1977e-05-0.0024153i,-0.0010813-0.0014402i,-0.0024129+8.9301e-05i,-0.0021306+0.0015936i,-0.0011493+0.0013097i,-0.00023361+0.00035296i,-0.00073177-5.0254e-05i,-0.0009376-0.00016699i,-0.00071995-0.00020491i,-0.0011144-0.00039895i,-0.00067916+0.00035174i,-0.00017952+0.00046629i,0.00021064-0.00015285i,0.00022774-0.00034528i,0.00043316-0.00050626i,0.0013043-0.00048679i,0.0021542+2.2148e-05i,0.0009937+0.00060286i,-0.00043389+0.00015135i,0.00018993+6.9492e-05i,0.00081233+0.0005986i,0.001065+0.00027038i
-0.002266+0.00096339i,-0.0016922+0.00033148i,-0.0015239+0.0011241i,-0.0010326+0.0023356i,-0.00085658+0.0034137i,-0.00073921+0.0019728i,0.00026724-0.00011215i,0.0006128+0.00013192i,-0.00011767+0.00090501i,-0.00041865+0.0010792i,-9.6663e-06+0.00063554i,0.00047249+0.00018386i,0.00075642+8.0973e-05i,0.00044621+0.0002453i,-0.00040031+0.00061721i,-0.0003031+0.00035167i,-5.999e-05-0.00044279i,0.00019797-0.00063849i,0.00031631-0.00036301i,-0.00016111-2.8119e-05i,-0.00044842+0.00047344i,-0.00029214+0.00018486i,-0.00055356-6.7509e-05i
0.0020317+0.00045607i,0.0019372-0.0011582i,-7.9567e-05-0.0016179i,-0.0022399-0.00050754i,-0.0025079-0.00038551i,-0.0013556-0.0007281i,-0.00084181+0.00011333i,-0.00072121+0.00023093i,-0.00050423-0.00081662i,-0.00020324-0.0015894i,-0.00036933-0.00097858i,-0.00042013+9.357e-05i,-8.1949e-05+0.00079472i,0.00016665+0.0013417i,0.0001716+0.00078347i,5.553e-05+4.4643e-05i,-1.7364e-05-4.0824e-05i,-0.00022188-0.00079384i,-0.00047059-0.0011336i,-6.3502e-05-0.0011672i,0.0002993-0.00068418i,-0.00012626-0.00013117i,-2.7117e-05-5.3722e-06i
8.2753e-05+0.0024389i,-0.00011287+0.0017807i,-0.00013691-0.00022344i,-0.0013676-0.00042666i,-0.0017884+0.00042996i,-0.0011605-7.7129e-05i,-0.0009895-6.668e-05i,-0.00060063+0.0011786i,-0.00040055+0.0017388i,-0.00054191+0.00081592i,-0.00046536+8.6085e-05i,-0.00013503-0.00021641i,-0.00045019-0.00035931i,-0.00047832-0.00037545i,-0.00045404-0.0010118i,-0.00076328-0.00088423i,-0.00045773-3.2489e-05i,0.00071819+4.0742e-05i,0.0010665+0.00027161i,-1.8513e-05+0.0006596i,-0.00027254-3.7331e-05i,-0.0002067-0.00051428i,-0.00095311-0.0003489i
0.00020763-0.00066081i,-0.00052787-0.00032396i,-0.001081-0.00024913i,-0.0017922-9.5235e-05i,-0.0019941+0.00081999i,-0.0010786+0.00088241i,-0.00040475-1.7631e-05i,-9.7463e-05-0.00023497i,0.00043449+4.1935e-05i,0.00051221-0.00046067i,-0.00030656-0.00079896i,-0.00044802-0.00053547i,3.0958e-06-0.00010702i,0.00016289+0.00068835i,0.00048821+0.0013106i,0.00049359+0.0013643i,0.00037881+0.00056782i,0.0001997-0.00069714i,0.00018712-0.00082136i,0.00027523+0.00021253i,0.00014755-9.8184e-05i,-0.00011186-0.00098444i,-0.00093517-0.00098183i
0.00036417+0.0010257i,0.0010417+0.0010665i,-0.00034701+0.0010492i,-0.0019112+0.001726i,-0.00088607+0.0014871i,-0.00027486+0.00047128i,-0.00080422+0.00085014i,-0.0013335+0.00081695i,-0.001006-0.0005006i,-0.00029555-0.0011361i,0.00051357-0.00085702i,0.00035273-0.00079073i,-0.00029464-0.0010172i,-0.00020147-0.00073512i,0.00020921-0.00027258i,0.00061739-0.00078026i,0.00089057-0.00078574i,0.001112+3.5694e-05i,0.0010356+0.000518i,0.00055131+0.00010893i,-3.2329e-06-0.00041457i,1.3409e-07-0.00036545i,-1.1605e-05-0.00013806i
-0.00033363+0.0025506i,-0.00020172+0.0015264i,-0.00053678+0.00099767i,-0.000763+0.00077975i,0.00029625+0.00054978i,0.00052731+2.3237e-06i,-0.00087277+3.3167e-05i,-0.00080958+0.0012577i,-0.00020744+0.0014859i,-0.00042815+0.00049021i,-0.00076684-0.00030925i,-6.9488e-05-0.00078568i,0.00040416-0.00064752i,0.00028105-0.00080832i,0.00023734-0.0003786i,-5.3459e-05-9.9567e-05i,-4.1424e-05-0.00033733i,0.00046922-0.00043039i,0.00052519-0.00061639i,0.00029602-0.00020646i,0.00040625+0.00015068i,0.00028046-0.00043583i,0.00067094-0.0011467i
0.00084086-0.0017163i,-0.00058859-0.0014399i,-0.0015656-0.0014468i,-0.0019425-0.00099802i,-0.0024529-0.00023926i,-0.0022877-2.6295e-05i,-0.0008121+8.3728e-05i,0.0005729+0.00059033i,0.00062711+0.00096054i,0.00039888-0.00038767i,0.00033302-0.0016853i,0.00031934-0.00073035i,0.00070623+0.00032825i,0.00035616+0.00029526i,0.00012528-0.00026814i,0.00046852-0.00037914i,0.00042549-0.00047489i,8.225e-05-0.00080744i,0.00041811-0.00041648i,0.00065474+0.00018031i,0.00028603+9.3696e-05i,-0.00048694-0.00019801i,-0.0005462-0.00053737i
0.0043106-0.00051398i,0.0025249-0.00094284i,-0.00014608-0.0018544i,-0.0016856-0.0020947i,-0.0021361-0.0020584i,-0.0021192-0.0015408i,-0.0017668+3.5934e-05i,-0.00082303+0.00119i,5.7931e-05+0.00038048i,-0.00021346-0.0010392i,-0.0011072-0.0010211i,-0.00057078+0.00029586i,3.074e-05+0.0013841i,-0.00014344+0.00096824i,-5.4933e-05-0.0001569i,-0.00028696-0.00061022i,0.00028369-0.00014172i,0.0012999+0.00059484i,0.0012451+0.00028341i,-4.8449e-05-0.0001396i,-0.00051574+0.00022167i,-9.5273e-05+0.000742i,0.00025001+0.00023083i
-0.00074872-0.0012204i,-0.00013368-0.0012954i,-0.00058686-0.00098314i,-0.0019397+0.00043967i,-0.0022543+0.0015355i,-0.0009361+0.0005389i,0.00033679-0.00073419i,0.0010187-0.00043069i,0.0010928+0.00022002i,0.00072682+0.00040711i,0.00046751+0.00035337i,0.0005316+0.00023653i,0.0007237-0.00036551i,0.00029837-0.00049611i,0.00064667-0.00046987i,0.00060821-0.0010336i,-0.00015186-0.00083425i,-0.00064338-0.00042559i,-8.2612e-05+0.00019115i,0.00077271-2.8204e-05i,0.00021574-6.1768e-05i,-1.0572e-06+0.00043713i,0.00060031+0.00012962i
-0.0010799-0.00019212i,-0.0014066+0.00092105i,-0.0017269+0.00083366i,-0.0021551+0.00082622i,-0.0021147+0.00084507i,-0.0013261+0.00028051i,-0.00015527-0.00016613i,-0.0002386-0.00022122i,0.00010593-0.00024283i,0.00077461+0.00014852i,0.00019496+0.00094387i,-1.7694e-05+0.00085408i,0.0002517+2.144e-05i,0.0002546-0.00061721i,0.00046542-0.00029605i,0.00084275+0.00050833i,0.00085672+0.00083112i,0.00078747+0.00056846i,0.00059108-0.00039846i,0.00054782-0.00013667i,0.00068537+0.00043566i,0.00077413-8.6842e-05i,0.0010386-0.0002765i
-0.0017925+0.0017041i,-0.00087496+0.00066352i,-0.00029042+0.00092703i,-0.00051055+0.0016762i,-0.00025646+0.0026184i,0.00019316+0.0012561i,-0.00020604+1.474e-05i,-0.0012529+0.00094569i,-0.001227+0.0013237i,-0.00072672+0.00063082i,-0.00025141+0.00041507i,-0.00043219-0.00034589i,-0.00022257-0.00087932i,0.0008115-0.0011007i,0.00051057-0.0014867i,-9.5413e-05-0.001158i,-0.00013395-0.00061911i,-0.00040125-9.6819e-05i,-0.00057893+0.00045035i,-0.0011308-4.9635e-05i,-0.00092067-0.00049465i,0.0001728+0.00010727i,-7.4338e-05+0.00054114i
-5.4336e-05-0.0023203i,0.00027443-0.00084851i,0.00024681-0.000174i,-0.00061179+0.00020368i,-0.00041677+0.00032219i,-0.00079826-0.00058023i,-0.0010893-0.00047662i,-0.00048492+0.00048746i,0.00040525+0.00036962i,0.00035326-7.2118e-05i,0.00036165-0.00024673i,0.0005565-7.0433e-05i,0.00057567+0.00027105i,0.00015678-4.8092e-05i,-0.00040898-0.00074978i,-4.4083e-05-0.00050964i,0.00069451-0.00042235i,0.00073083-0.00057029i,0.00083838-0.00060569i,0.00099714-0.00031065i,0.00045544+0.00021776i,0.00048203+0.00058628i,0.00025569+0.00047682i
0.0013675+0.00054734i,0.0012277-8.9095e-05i,-0.00020171-0.0006961i,-0.001706+0.00056013i,-0.0018161+0.0013329i,-0.0012799+0.00050778i,-0.0013846+0.00015408i,-0.0010713+0.00077042i,-0.00051185+0.00084162i,5.7938e-05-3.7982e-05i,0.00023121-0.00056968i,5.3959e-05-0.00086192i,-0.00048831-0.0010613i,-0.00046092-0.00089543i,-0.00062824-0.00061927i,-0.00089932-0.00034006i,-0.00064956-0.00018162i,-0.0006869-0.00044146i,-1.7468e-05-0.0011164i,0.00040624-0.0009745i,-0.00017836-0.00020192i,-0.00028481-0.00025671i,-0.00019866-0.00064408i
0.00034066+0.00013507i,5.5191e-05-0.00020621i,-0.00055418-0.00027502i,-0.00128+9.9005e-07i,-0.00089074+7.64e-05i,-0.00048423+5.2793e-05i,-0.0012278-0.00018102i,-0.0014668+0.00040252i,-0.00038374+0.00089584i,0.00050555+0.00027656i,8.8829e-05-0.00074773i,-0.00089452-0.0013495i,-0.00074358-0.00096739i,-0.00013517+4.3003e-05i,-0.00010046+0.00033654i,-0.00040538-1.1594e-05i,-0.00012615-5.3875e-06i,0.00027633-0.00011139i,-0.00010775+9.1917e-05i,-0.00035753+0.00024164i,-0.00054212-0.0001691i,-0.00043756-0.00021007i,-0.00039958-0.00011001i
0.0011336+0.00014471i,0.00095321+0.00024922i,0.00035642+0.00035584i,-0.00031842+0.00019726i,-0.00015021+7.9641e-05i,-0.00033538-0.00027384i,-0.00087873-0.00065429i,2.1758e-06-0.0003675i,0.00060999-0.00068676i,0.00067824-0.00086973i,0.00084468-0.00033054i,0.00073053-0.00012295i,0.000318-0.00036232i,-0.00043733-0.00036335i,-0.00025142+0.00047111i,0.00080204+0.00076239i,0.0010691+0.00070822i,0.00051007+0.00035019i,-0.0001972+0.00015152i,-0.00044722+0.00012873i,-0.00019949+2.4057e-05i,-0.00014124-0.00039807i,-0.0003906-0.00026085i
-0.00070011+0.0020228i,-0.0006865+0.0020482i,-0.001031+0.0014042i,-0.0017238+0.0011272i,-0.0013527+0.0012661i,-0.00096647+0.0012701i,-0.0014816+0.00078083i,-0.0020528+0.00060206i,-0.0019843+0.00084687i,-0.00096517+0.00023253i,4.6848e-05-0.00017336i,0.00030267-0.00023622i,0.00026843-0.00013431i,7.6744e-05-0.00028329i,-0.00037169-0.00016037i,-0.00016209-0.0002017i,0.00032815-0.00019771i,0.00014791-0.00016997i,0.00015326-0.0006526i,0.00051231-0.00050764i,0.00018163-0.00043695i,0.00039955-0.00031103i,0.00057741+0.00022739i
-0.0040502+0.00052599i,-0.0034026+0.0011062i,-0.0026158+0.0010524i,-0.0019687+0.0010066i,-0.001361+0.0015109i,-0.00081772+0.00065875i,0.00027155+4.22e-05i,0.00068596+0.00040044i,0.00036608+0.00054718i,-0.00010969+0.00079308i,7.1397e-05+0.00040738i,0.00032289+0.00012594i,0.00059559+0.00056388i,-1.8213e-05+0.00051352i,-0.00013571-0.0001786i,0.00034002-0.00030213i,6.1896e-05+0.00017383i,0.00043212+0.00035662i,0.0012406+0.00045018i,0.00058846+0.00068123i,-0.00030334+0.00024121i,-0.00045961-6.0671e-05i,8.2788e-05-0.00059767i
0.0018735-0.0019105i,0.0011011-0.0021512i,-0.00020336-0.0011783i,-0.00065017+0.00015695i,-0.001387+0.00025385i,-0.0019965-8.094e-05i,-0.0013493-0.00053275i,-0.00085327-0.00066534i,-0.00030924-0.0008142i,-2.4369e-06-0.00072456i,-0.00044517-0.00055596i,-0.00067809-0.00052846i,-0.00047681-0.0010942i,-0.00022702-0.0016941i,-0.00020316-0.0014064i,-0.00031974-0.001195i,-0.00051257-0.0013783i,0.00011907-0.00093133i,0.00052233+2.1266e-05i,0.00030772+4.3389e-05i,0.00041388-0.00041946i,0.00064914+5.9299e-05i,0.00036452-0.00017852i
0.00034915-0.00048044i,0.0006576+0.00080334i,-0.0010136+0.00014602i,-0.0025276-0.00010657i,-0.0022315+0.0011209i,-0.0010384+0.001287i,-0.0009704+0.00058312i,-0.0010495+0.0002217i,-0.00074757+6.1336e-05i,-0.00058558+3.8223e-05i,3.5243e-05-0.00023117i,-6.9235e-05-0.00074444i,-0.00054355-0.00077372i,-0.00061955-7.9387e-05i,-7.3806e-05+0.00035341i,0.00022908-6.1857e-05i,5.9227e-05-6.5821e-05i,-0.00018976+0.00034485i,-0.00020345-0.00021411i,-0.00048603-0.000131i,-0.00027726+0.00056083i,0.00025442+0.00077009i,0.00037311+0.00036635i
-0.0029125+0.0017652i,-0.0024137+0.0021217i,-0.0019458+0.002244i,-0.0019551+0.0018324i,-0.0007135+0.0011114i,-0.00010032-0.00020629i,-0.00033207-0.0012302i,0.00038812-0.00049443i,0.00097151+0.00071228i,0.0010215+0.00012919i,0.00026012-0.00031357i,-8.5861e-05+0.00025381i,0.00042271-0.00020705i,0.00039583-0.00056762i,0.00039231-0.00024952i,0.001098-0.00028952i,0.00089434+0.00046327i,0.00020851+0.0002712i,8.5739e-05-0.0002995i,-0.00019989-0.00050082i,-0.00029728-0.00093218i,0.00027775-0.00031105i,0.00080868+2.5716e-05i
