-0.0024373-0.00017136i,-0.0019525-0.0010025i,-0.0024867+0.00078649i,-0.0020772+0.0023691i,-0.0011026+0.0018085i,-0.00037489+0.0014376i,-0.0011112+0.0014768i,-0.00088606+0.0012137i,0.00065715+0.00064954i,0.0011495+5.2431e-05i,0.00065284-0.00074773i,0.00043376-0.0014392i,0.00010465-0.0011748i,0.00018779-0.00078376i,0.00049084-0.0003406i,-1.0717e-05-5.517e-05i,0.00015303+8.594e-05i,0.00041543-0.00042935i,0.00035497-0.0005157i,-0.00018023+0.0002845i,0.00010182+0.00058721i,0.00043481+0.00093254i,3.8988e-05+0.00075866i
0.00089334+0.0001916i,0.00042696-0.0011392i,0.0014647-0.0017089i,0.0010335-0.00092217i,0.00062342-0.0010923i,0.0007993-0.0020527i,-0.00016122-0.0018474i,-0.0007843-0.0012805i,-0.00020355-0.0009572i,-0.00070421-4.7942e-05i,-0.0010917+0.00028546i,-0.0010621+1.3621e-05i,-0.00083276-0.00066274i,-0.00044614-0.00068785i,-0.00094061-2.7659e-05i,-0.00049751+0.00032445i,0.00017007+0.00039409i,0.00046848+0.00037148i,0.00097527+0.00053365i,0.00060413+5.5985e-05i,-0.00010285-0.0004267i,-0.00019315+0.00064424i,6.3366e-05+0.001271i
4.4396e-05-0.00066773i,-0.00091513-0.00016242i,-0.0011957+0.00042567i,-0.00096259+0.0012076i,-0.00058908+0.0011737i,0.00029869+0.00082601i,0.0007484+5.5737e-05i,-0.00018973-0.00060886i,-0.00065198+0.00028008i,-0.0006062+0.0005422i,-0.00039271+0.0003988i,0.000427+0.00090418i,-0.00043567+0.00041799i,-0.0010168-0.00023632i,-0.00017009+0.0001763i,0.00045148+0.00037742i,0.00033681-0.00016105i,-0.00010973-0.00051425i,-0.00035561+9.184e-05i,-0.00014785+0.00039065i,0.00018632-0.00025984i,0.00013418-0.00063142i,0.00024795-0.00027459i
-0.00024465-0.00075538i,-0.00076072+0.00040721i,-0.00061178+0.0012707i,-0.00075565-4.4854e-05i,-0.00053936-0.0015122i,-0.001348-0.00015436i,-0.0017171+0.00084882i,-0.00099367+0.00026545i,-0.00071557-4.2077e-05i,-0.00013299-7.5388e-06i,0.00010042+9.5374e-05i,-0.00034884+0.00064869i,-0.00027351+0.00066513i,0.00045332+0.0005146i,0.00083661+0.00018699i,0.00058159-0.00051476i,9.601e-06-0.00045505i,-0.0002871-0.00092066i,-0.00041237-0.0014432i,-0.00024048-0.00074357i,-0.00027048-0.0001443i,0.0001645-0.0001249i,0.00026881-0.00042609i
-0.00013504+0.0018391i,0.00026511+0.00018459i,0.00084871-0.0008602i,0.00076361-0.0020353i,0.00029777-0.0021221i,-0.00042513-0.0013685i,-0.00019507-0.0012124i,-0.00035014-0.00079818i,-0.0013669-0.00073723i,-0.00085305-0.00080307i,-0.00020014-0.00057255i,-0.0001833-3.6606e-05i,-0.00034089+0.00014967i,-0.00045144+9.421e-05i,-0.00045752-0.00010864i,-0.00029412-0.00012718i,0.00084466-0.00012436i,0.0011728-0.00065107i,0.00043411-0.0016383i,-0.00016474-0.0016624i,-0.00017131-0.000353i,-0.00010699+0.00078185i,-0.00055385+0.00057232i
-0.00047691-0.0019437i,-0.00091543-0.0012039i,-0.0013077+0.00015522i,-0.00075617+0.0011775i,-0.0010235+0.0010596i,-0.0010278+0.00050707i,-0.00028219-0.00036037i,-0.00086625-0.0012807i,-0.0015901-0.0011638i,-0.0015723-0.00045169i,-0.0013834+0.00013421i,-0.00055682-0.00066503i,-0.00041552-0.00080485i,-0.00053984+0.00018772i,-2.0259e-05-0.00043438i,0.00022568-0.00089922i,3.9778e-05-0.00055191i,-0.0003031-0.00077422i,0.00034289-0.0007495i,0.00019558+0.00017066i,-0.00075417+0.00090143i,-0.00043746+0.00067345i,0.00059021+0.00034573i
0.0003302+7.1083e-05i,-0.00037203+0.00042524i,-0.00054197+0.00039794i,0.00051119+0.00058086i,0.00045813+0.0010173i,-0.00038781+0.0011537i,-0.0011036+0.0003561i,-0.00087421-0.00039852i,-0.0013723-0.00057154i,-0.0016022-0.00049853i,-0.0007773-8.756e-05i,-0.00044581+3.8084e-07i,-0.000272+0.0002478i,4.1712e-05+0.00039478i,0.0006922+0.0004102i,0.00051646+4.8256e-05i,0.00011752-0.00053409i,0.00010355-0.00064041i,7.2002e-05-0.00090486i,6.6308e-05-0.00083585i,-0.00030868-0.00019516i,-0.00051107+0.00039195i,-0.00024276+0.00070837i
0.00032676-0.0011617i,-0.00062775-0.0014486i,-0.0013131-0.00085748i,-0.0012731-0.00071052i,-0.001323-0.00048624i,-0.0018419-0.00066411i,-0.0011303-0.001145i,-0.00068161-0.0014941i,-0.001164-0.0012006i,-0.0012878-0.00011689i,-0.0011427+0.00068463i,-0.00079684+0.0012317i,-0.00054583+0.0010294i,0.00026366+0.00012847i,0.00082038-6.4035e-05i,0.00054824+0.00029035i,-0.00012378+2.3405e-05i,2.0321e-05-0.00021985i,2.7936e-05+0.00039634i,-0.00027082+0.0005344i,-0.00012758+0.00043565i,9.5895e-05+0.00070316i,-8.0599e-05+0.00055444i
0.0010267-0.0025529i,-9.9481e-05-0.0012731i,-0.0015763-0.0007396i,-0.0015744-0.00062973i,-0.0012497+0.00025574i,-0.0012475+0.0002474i,-0.00041365-0.00037482i,1.8726e-05-0.00075435i,1.5562e-05-0.00074153i,-0.00053727-0.00058242i,-0.0011853-0.00066356i,-0.0010802+4.5745e-05i,-5.4036e-05+0.00085001i,0.00056154+0.00037898i,0.00077559-0.00068337i,0.0012037-0.00080348i,0.0010279-0.00044898i,0.00010867-0.00012i,-0.00017661-0.00011524i,6.8179e-05-0.0001369i,0.00028763+0.00061365i,0.00043265+0.00064314i,0.00070306-1.5907e-05i
0.002188+0.0011421i,0.0016107+0.00081984i,0.00057187-0.00046663i,-0.00045549-0.0012852i,-0.0017176-0.00077137i,-0.0017054-0.00089461i,-0.001081-0.00098555i,-0.00080165-0.00084569i,-0.00085319-0.00087094i,-0.00068323-0.00037576i,-0.00050164-0.0002311i,-0.00030202-0.00053625i,-3.6965e-05-0.00082813i,0.00063744-5.3129e-05i,0.00091956-8.1251e-05i,0.00073661-0.00077413i,0.0008105-0.00046571i,0.00039547-1.6188e-05i,-0.00040415+8.5785e-05i,-0.00099795+4.887e-05i,-0.00052409+9.7029e-05i,0.00046446+0.0003539i,0.00042619+0.00011613i
-0.00029513-0.0002731i,0.00023443+0.00012315i,0.00019459-0.00063557i,-0.00067257-0.00045154i,-0.0011836-0.00038415i,-0.00039576-0.00098713i,-0.00019638-0.0010327i,-0.00062608-0.00067482i,-0.0011315-9.2358e-05i,-0.0014613-3.6794e-05i,-0.00090546-0.00046122i,-0.00022639-0.00068859i,-0.0005605-0.00087637i,-0.00046374-0.0010971i,0.00014279-0.00023452i,-7.041e-06+0.00050786i,-0.00017057+0.00038954i,-0.0003128+0.000434i,-0.00022606+0.00029746i,-0.00025903+0.00047304i,0.00030396+0.0011439i,0.0012879+0.0011083i,0.0010034+0.00085696i
0.0016512+0.00062974i,0.0014891-0.00073165i,0.00081922-0.00077403i,-0.00047288-0.00010426i,-0.00094108-0.00054832i,-0.00072405-0.0016831i,-0.00071371-0.0016308i,-0.0010945-0.0015841i,-0.00074639-0.0018916i,-0.00042396-0.0008839i,-0.00089494+0.00011891i,-0.00085887-0.00048466i,-0.00055914-0.00087724i,-0.00016298+0.00041715i,0.00018725+0.00074858i,0.00026277-3.1773e-05i,9.2472e-05-0.00016069i,-4.3138e-06-0.00031454i,-0.00018188-0.00021i,-0.00015331+0.00042034i,4.0674e-05+0.00078393i,-0.00064775+0.00045621i,-0.001247+0.00011754i
0.0011024+0.00038781i,0.0022298-0.00066769i,0.00086929-0.00085717i,-0.00032525-0.0012995i,-0.001138-0.0022328i,-0.0019114-0.0020686i,-0.0017662-0.001262i,-0.0014722-0.0007888i,-0.0011162+9.607e-05i,-5.393e-06+0.00011703i,6.0383e-05-4.9547e-05i,-0.00031949-0.00035374i,-0.00032208-0.00070825i,-0.00042057-0.00047818i,0.00022932-0.0008078i,0.00012042-0.00073811i,0.00047937-0.00079676i,0.00084094-0.00076115i,0.00064463-6.3696e-05i,0.00031067-9.677e-05i,-0.00021537-0.00017742i,-0.00056892+0.00031947i,-0.00058381+0.00098984i
0.00030974+0.0004663i,-9.4233e-06+0.0003635i,-0.00088694-0.00064614i,-0.0013587-0.0012511i,-0.00067718-0.00017187i,-0.00071811+0.00089869i,-0.00081809+0.00020477i,-0.00049199-0.00075627i,-9.2107e-05-0.0011026i,-3.0039e-05-0.00055903i,0.00042154-0.00014084i,0.00050131-0.00057773i,0.00030215-0.0011215i,0.00055773-0.00096901i,3.6112e-05-0.00067469i,0.00074149-0.00055607i,0.0014254-0.00062503i,0.00052682-0.00083001i,-0.0002396-0.0007284i,-0.00021761+0.00039928i,0.00021828+0.00091677i,0.00010736-0.00013458i,-0.00080974+1.3421e-06i
-0.00050496-0.00029509i,-0.00061001+0.00020774i,-0.00057241+0.00017031i,-0.00073595+0.00059362i,-0.0014575+0.0012553i,-0.0013599+0.00072036i,-0.0011839-0.0005789i,-0.0012416-0.00088416i,-0.0014083-0.00067905i,-0.001908-0.00049504i,-0.0011567-0.00011808i,0.00022918-0.00020898i,2.4003e-05-0.0010074i,-0.00048291-0.00077322i,-0.0001409+7.5822e-05i,0.00051529+0.00060051i,0.00097668+0.00010501i,0.00086557-0.00044633i,6.7663e-05-0.00049783i,-0.00070158-0.00032173i,-0.00060185-0.00026053i,-0.00026614-0.00038752i,-0.0005473-0.00072368i
-0.00053485+0.00030565i,-0.00043405-0.00048572i,-0.00027519-0.0012539i,-0.00046173-0.0016432i,-0.00093718-0.00081583i,-0.0006734-0.00074248i,-0.00014096-0.00069342i,-0.00057968-0.00052735i,-0.0012927-0.00038787i,-0.0017632-0.00038168i,-0.0016337-0.0011004i,-0.00075303-0.0011583i,-0.00013062-0.00044762i,-0.00097187+0.00069068i,-0.0009768+0.0010323i,-0.00020568+0.0003069i,-0.00010744-8.6585e-05i,-0.00021229+0.00013434i,-0.000266+7.7624e-05i,-0.00028732-0.00093635i,3.8034e-06-0.0011567i,0.00084766-0.00079998i,0.0008288-0.00055113i
-0.00024103-0.00053095i,-0.0010443-0.0010103i,-0.0022397-0.0010465i,-0.0027356-0.0013821i,-0.0024819-0.0014806i,-0.0017953-0.0010884i,-0.00071368-0.0010956i,-0.0001279-0.0012122i,6.0344e-05-0.00095174i,7.9801e-05-0.00015606i,0.00012767+0.00030249i,0.00088899+0.0002953i,0.0011545+9.3e-05i,0.00099474-5.3823e-05i,0.00042304-6.9957e-06i,0.00043282+0.00019419i,0.0009577+0.00073756i,0.00067716+0.00046249i,0.00024548+9.8896e-05i,-0.00037671+0.00050955i,-0.00033173+0.00033339i,-0.00012637-0.0005997i,-0.00054462-0.00041423i
-0.0017635-0.0013686i,-0.0014587-0.00016154i,-0.0015383+0.00082534i,-0.0012454+0.0020657i,-0.00090335+0.0020624i,-0.00048754+0.00086649i,0.00010403-0.00037365i,0.00038096-0.00059285i,-0.00020026+0.00024819i,-0.0011651+0.00030367i,-0.00086581+0.0004154i,-0.00077443+0.00037022i,-8.9109e-05-0.00049513i,0.00080568-0.00077385i,0.00047466-0.00057584i,0.00054047-0.00073132i,0.00068548-0.00027823i,0.00043568-0.00013782i,0.00048123-0.00032794i,0.00010837+0.0001152i,-0.00078602+0.00011202i,-0.00071061-0.00022709i,-0.0003779+0.00017263i
0.0018996+0.0020394i,0.0016999+0.00081922i,0.0020584-0.0010573i,0.0013436-0.0021546i,4.3331e-05-0.0016999i,-0.00085228-0.00096055i,-0.00090467-0.0011085i,-0.0009579-0.001337i,-0.0010242-0.00025113i,-0.00093882+0.00036032i,-0.00047869+3.4741e-05i,-0.00063201-0.00042014i,-0.0011534-0.00048954i,-0.00052287+7.6834e-05i,-0.00092958+0.00071427i,-0.0012442+0.00035287i,-0.00018897+0.00029679i,-7.0099e-05-0.00011005i,-0.00054328-0.00086104i,-0.00032623-0.00086754i,-0.00020638-0.00046474i,-0.000386+6.5281e-05i,-4.849e-05+0.00053562i
-0.001661-6.1104e-05i,-0.0024801+0.00044805i,-0.0039857+0.0014462i,-0.002642+0.0026536i,-0.00051946+0.0035245i,-0.00027094+0.0024795i,-0.00052308+0.0010769i,3.1506e-05+5.2857e-05i,3.0704e-05-0.00080187i,-0.00068921-0.00072001i,-0.00064124+0.0001441i,-8.8505e-05+0.00074164i,0.00026193+0.0006392i,0.00058273-6.0865e-05i,0.0010283-0.00075219i,0.00055834-0.00091086i,5.6169e-05-0.00097952i,-0.0004523-0.00058712i,-0.00054213+3.3898e-05i,-0.00068679+0.00025039i,-0.00066895+0.00030321i,-0.00033631-0.00036507i,0.00038363-0.00058929i
-0.00047309-0.0010257i,0.00037124+0.00020044i,0.00097796+0.00082386i,0.0015629-7.5865e-05i,0.0012084-0.00082094i,-0.0004259-0.00052558i,-0.0011958-0.0011986i,-0.0010174-0.0016747i,-0.0011911-0.0013995i,-0.0012518-0.00057225i,-0.00069425+0.00032783i,-0.00046288-5.1068e-06i,-0.00056929-2.2563e-05i,-0.00031336+0.00022563i,0.00020738-0.00054822i,0.00057011-0.00039586i,0.00048857-0.00033359i,0.00014284-0.00097198i,-0.00080209-0.00075896i,-0.001276-0.00035191i,-0.00068602-0.00022251i,-0.00060709-0.00013741i,-0.00078809-0.0001095i
0.00092351+0.0013927i,0.0013448+0.00058953i,0.0019319+0.00017291i,0.0017366+0.00052135i,0.00067216+0.00033331i,0.00033331-0.00062991i,0.00041832-0.001143i,-0.00022865-0.0012503i,-0.0011452-0.0012896i,-0.0012667-0.0005639i,-0.00097928+0.00053615i,-0.0007067+0.00083219i,-0.00016679+1.1135e-05i,2.5047e-06+1.3783e-05i,4.8266e-05+0.00026297i,0.0006642+0.00027967i,0.00056259-9.288e-05i,0.000116-0.00013925i,0.00036947+0.00012318i,0.00024043-0.00020937i,-0.00063437+0.00032544i,-0.00082469+0.00068221i,-0.00053162+0.00015924i
-0.00049821+0.00020655i,-0.00067809-0.00013378i,-0.0012006+0.00038312i,-0.0019486+0.0010928i,-0.0010458+0.0011951i,-0.00041726+0.0003139i,-0.00059433-0.00015636i,-0.00049453-0.00048572i,-0.0004508-0.00046798i,-0.0014623-0.00044657i,-0.0017422-0.0007635i,-0.00068503-0.00087271i,-0.00021217-0.00064645i,-0.00011224+0.0002821i,0.00035817+0.00039575i,0.00050694-3.0865e-05i,0.00011006+3.1481e-05i,0.00015919+0.00014093i,0.00033558+0.00031744i,-8.5363e-05-0.00028946i,-0.00040027-0.00019183i,0.00019216+0.00028281i,-6.4383e-06-0.00012199i
-0.0017369+6.2134e-05i,-0.00029269+0.00019646i,0.00010522+0.00079526i,0.00022858+0.0018004i,0.0012922+0.0022017i,0.0011625+0.00048421i,0.00053564-0.0013387i,0.000162-0.0015348i,-0.00053882-0.00025357i,-0.00063712+0.0010256i,-3.4656e-05+0.00086911i,0.00054532-0.00076109i,0.00028289-0.0020236i,-0.00020273-0.0014251i,-0.00074464-1.0084e-05i,-0.0010425+0.00029273i,-0.00061221-6.9512e-05i,7.738e-05-0.0002844i,0.00031517-0.00015279i,-7.9775e-05-3.8859e-05i,-0.00019292-0.00038091i,0.00045751-0.00047867i,0.00044365-0.00031589i
-0.00037172+0.00061729i,0.00027948+0.0012785i,0.00023581+0.00049231i,-6.8616e-05+0.00019934i,-0.0011618+0.00070537i,-0.0013422-0.00014147i,-0.00098433-0.00046971i,-0.00036558-0.00020309i,0.00064728-2.2401e-05i,0.00089148+0.00022722i,-0.0003814+0.0001294i,-0.00081507+0.00019306i,-0.00081482-0.00027548i,8.1357e-05-0.001256i,0.00072833-0.001363i,0.00035626-0.00087979i,0.00029686-0.00078489i,0.00040162-0.00027685i,6.5787e-06-7.1805e-05i,-0.00018634-0.0003666i,0.00032056-0.00012361i,0.00032091+0.00015272i,-0.00043995+0.00022332i
1.2272e-05-0.0022464i,-0.0013169-0.0018474i,-0.0013112-0.00074433i,-0.00078484-0.00011207i,-0.0016896+0.00082962i,-0.0024204+0.00039126i,-0.0013172-0.00051577i,-0.00041038-0.00058755i,-0.00055522-0.0011255i,-0.00064973-0.0014409i,-0.00051826-0.0011425i,-0.00020525-0.00099486i,8.498e-06-0.00061505i,0.00049868-6.704e-05i,0.00080572+0.00054841i,0.00070221+8.919e-05i,0.00055925-0.00031864i,0.0002989-0.00047775i,0.00043831-0.0008346i,-0.00019044-0.0014037i,-0.0010835-0.0017389i,-0.0011251-0.00095836i,-0.001046+0.00023578i
-0.00023887+0.0011708i,0.00041372-0.00034244i,0.0010433-4.1499e-05i,0.0011743+0.00027843i,0.0016334-0.00092824i,0.001328-0.0018235i,-0.00033938-0.0015484i,-0.00076876-0.0013575i,-0.00083255-0.0015578i,-0.0011036-0.0010244i,-0.00087052-0.00024455i,-0.0011268-0.00044845i,-0.0011374-0.0006959i,-0.0011544-3.4967e-05i,-0.0014072+0.00046492i,-0.00078206+8.0103e-05i,-0.00026218-0.00025549i,-0.00038698-0.00046551i,-0.00051175-0.0010329i,-9.386e-05-0.0005696i,-0.00016087+5.1714e-05i,-0.00035918-0.00040264i,0.00016491-0.00034985i
0.0025204-0.00051275i,0.0032728-0.001189i,0.0031155-0.0029067i,0.00037481-0.0031204i,-0.0017301-0.0019445i,-0.0010665-0.0010899i,-0.00057371-0.00042939i,-0.00033103-0.00055567i,-0.00012345-0.00071818i,-0.00088312-0.00047926i,-0.0014315+0.0001492i,-0.00094819+0.0012613i,-0.00026662+0.0013737i,-2.42e-05+0.0009377i,-0.00047441+0.0013271i,-0.00010607+0.0010129i,0.00072465+0.0008064i,0.00084683+3.9886e-05i,0.00060457+1.8058e-05i,-0.00017199+0.00056655i,-0.00059193+0.00058566i,-0.00053583+0.00027276i,0.00030596-0.00018089i
0.001984-0.0020771i,0.000222-0.0020714i,-0.0014139-0.0012743i,-0.0017662-0.0010306i,-0.0017576-0.0013572i,-0.0019664-0.0015077i,-0.0018409-0.0012399i,-0.0013073-0.0011492i,-0.0010046-0.0014545i,-0.00064939-0.00090852i,-0.0003384-0.00017173i,0.00014934-0.00018364i,0.0005841+0.00038374i,0.00058438+0.0011011i,0.00063927+0.0007599i,0.00058929+0.00021287i,0.00077938+4.7998e-05i,0.0008364-0.00040032i,-0.00010527-0.00050632i,-0.00053522+4.7126e-05i,-0.00010783+0.00035485i,-0.00031992-0.00022134i,-0.00014958-0.00096232i
-0.00099817+0.00037842i,-0.00043991+0.00036112i,-0.0015278-0.00067356i,-0.0020169-0.00085815i,-0.0019546+0.00024561i,-0.0014834+0.00066532i,-0.00092436-0.00059676i,-0.00088116-0.0013833i,-0.00090231-0.00080415i,-0.00084463-0.00018595i,-4.6906e-05-0.00047705i,0.00089142-0.00048276i,0.00072633-0.00030207i,0.00054208-0.00022924i,0.00099781-0.00026905i,0.00074932-0.00053081i,0.00048365-0.00060702i,0.00034931-6.7267e-05i,0.00041884+9.1747e-05i,0.0008107+0.00015286i,0.00018604+0.00022863i,-0.00073036+0.00029031i,-0.00092067+0.00022568i
-0.00091214-9.3754e-05i,-0.0018065+0.0011073i,-0.0023725+0.00069023i,-0.0020876+0.00040439i,-0.00067388+0.00024739i,0.00027819-0.00052122i,-0.00034196-0.00074881i,-0.00058136-0.00092652i,-0.00017909-0.00094232i,-0.00040595-0.00071202i,-0.00079192-0.00017315i,-0.00033707-0.00024066i,0.00062226-0.00073871i,0.00084229-0.00076038i,-0.00010155-0.0011384i,-0.00034913-0.0010236i,-0.00012792-0.00065416i,-0.0002664-0.00013354i,0.00011112-0.00014455i,0.00017893-0.00039858i,0.00033999-0.00010283i,-0.00032869+0.00038599i,-0.00024854-0.00029294i
-0.0014108-0.00019713i,-0.00050502-6.8052e-05i,-0.00035036+6.1977e-05i,-0.00026026+0.00027865i,-0.00028121+0.00076887i,-0.00033387+0.00068113i,-0.00044709-0.00045165i,-0.00023096-0.0011546i,-2.5293e-05-0.00073805i,0.00013068-0.00038884i,0.00077074+8.5329e-05i,0.00063112+0.00043375i,-0.00022308-0.00041132i,-0.0004312-0.0006513i,0.00017985-0.00029545i,0.00090214-0.00079609i,0.00037471-0.0012806i,7.3967e-05-0.0010589i,0.00010761-0.00086557i,-8.1686e-05-0.00038963i,-4.443e-05-0.00025399i,-0.00071397-0.00028877i,-0.00090403-0.00055509i
0.0002935-0.00030091i,-0.0001396-8.6298e-05i,-0.00062207+8.6036e-05i,-0.00092518+0.0010363i,-0.0014044+0.0010389i,-0.0016803+0.001052i,-0.0014516+0.00039949i,-0.0008345-0.00041871i,-0.00070077-0.00010133i,-0.00092664+0.00052251i,-0.00037732+0.00076718i,-0.0006616+9.1607e-05i,-0.0011835-0.00069853i,-0.00024601-7.7149e-05i,-0.00016552+0.00042415i,-0.00048292+0.00075865i,-0.00016744+0.0011602i,0.00080873+0.00061703i,0.0011747-0.00043259i,4.4249e-05-0.00085i,-0.00033878-0.00031384i,-0.00096431+0.00010539i,-0.0013246-7.0695e-05i
-0.00020289+0.001313i,0.00021757+0.0013266i,-0.00039253+0.0014342i,-0.00032749+0.00023151i,-0.00032671+1.1113e-05i,-0.00062762+0.00039592i,-0.00029022-0.00027594i,-0.00044017-0.0014997i,-0.0010716-0.0014436i,-0.00047883-0.0005714i,0.00020886-0.00073473i,0.00063237-0.0013075i,0.00015879-0.00059235i,-0.00050516-6.4917e-06i,-0.00037666-0.00073624i,0.00013682-0.00082157i,0.00079267-0.00037213i,0.00073977-0.00045712i,0.00081114-0.00024233i,0.00066862-0.00021201i,0.00043959-5.016e-06i,-9.0051e-05+1.1827e-05i,-0.00055015-0.00030582i
0.0015042-0.0022131i,0.00089731-0.0029045i,-0.0003967-0.0037287i,-0.0021614-0.0028528i,-0.0024227-0.0019004i,-0.0017328-0.0015162i,-0.0012075-0.0015242i,-0.00081346-0.001078i,-0.00050082-0.00078598i,-0.00073404-0.001078i,-0.00094662-0.00053977i,-0.00047858+0.00045191i,-0.00016488+0.00035815i,-0.00012912+0.00043365i,5.3113e-05+0.00088925i,0.00032905+0.00049105i,0.00074471-0.00012604i,4.3255e-05-0.0001442i,-0.00016324-0.00060855i,0.00015745-0.00068935i,-0.00017607+0.00044252i,-0.00021265+0.00075533i,-0.00016935-9.7833e-05i
0.00060423-0.00056848i,0.00013085-0.0018358i,0.00064901-0.0013284i,0.0013337-0.0011643i,0.0011818-0.00071093i,0.00061687-0.00025061i,-0.00032616-0.0010783i,-0.0014357-0.0010068i,-0.0017024+2.7878e-06i,-0.0012963+0.00040666i,-0.00060897-0.00034919i,-0.00061165-8.4462e-05i,-0.00099972+0.00044997i,-0.00093346+0.00071618i,-0.00065659+0.0010615i,0.0001633+0.0010148i,0.00028929-0.00039084i,-0.00021461-0.0010329i,-0.00018931-0.00045125i,-0.00025444-0.00051126i,-0.00087226-0.00025219i,-0.0015472+0.00024731i,-0.00087548+0.00035008i
0.0004314-0.00094807i,-0.00079333+4.5111e-05i,-0.0026644-0.00015284i,-0.0039641+0.00051964i,-0.0036312+0.0012268i,-0.0015429+0.00010476i,-0.00042885-0.00092649i,-0.0010952-0.0010819i,-0.0014249-0.00024323i,-0.0013824+0.00091296i,-0.0012066+0.00069844i,-0.00028931+7.0785e-05i,0.0002895+7.8737e-05i,0.00084388+0.00071079i,0.0013236+0.00067949i,0.00093925+0.00016967i,0.00044585+0.00029828i,0.0003331-9.4486e-05i,0.00045654-0.00088396i,-0.00025371-0.00033639i,-0.00057823+8.0792e-06i,8.8397e-05+0.00015743i,8.6634e-05+0.00046113i
-0.0016213+0.00026595i,-0.0013257+0.00036021i,-0.001071+0.0012064i,-0.00092147+0.0018182i,-0.0012121+0.0014397i,-0.00055259+0.00055646i,-0.00041863-0.00010501i,-0.0010177-0.001201i,-0.0011544-0.0010074i,-0.00091307-0.00038873i,-0.00027089-0.00036294i,1.9454e-05-0.00045898i,-2.1235e-05-0.0011871i,0.00030079-0.0010894i,0.00067024-0.00016733i,0.0009465-0.00023796i,0.0010708-0.00057734i,0.0005691-0.00061384i,-0.00018898-0.00044955i,-0.00045623-0.00011178i,-0.00065727-0.00010474i,-0.00088243-0.00020421i,-0.00032314-0.00021649i
-0.00060377+0.00040441i,-0.00099754-0.00034479i,-0.0011818-0.0012916i,-0.0010165-0.0017617i,1.698e-05-0.0017705i,0.00089312-0.001535i,0.00076725-0.0016772i,-0.00033114-0.0011592i,-0.00081044-0.00093954i,-0.00051479-0.00076955i,1.8687e-06-0.00094522i,-0.00020042-0.00072389i,-0.0015778-0.00034066i,-0.0015424-0.00045719i,-0.00091769-0.00070504i,-0.00043012-0.00068198i,0.00016181-0.00037044i,-0.00016999-0.00012088i,-0.00019418+0.00012315i,-0.00032295-8.8209e-05i,-0.00074411+0.00040599i,-0.00030261+0.0012798i,0.00052774+0.0008863i
0.0021349+0.00019138i,0.001519+0.00094065i,0.00059927+0.0002336i,6.9023e-05-6.6598e-05i,0.00028576-0.00041324i,0.00037331-5.8518e-05i,-0.00028084+0.00052603i,-0.00091408-0.00031496i,-0.0013076-0.0013793i,-0.0011116-0.001088i,-0.00076136+4.4241e-05i,-0.00060937+0.00018788i,-0.00047402-0.00050879i,-0.00051926-0.00056076i,-0.00013873+0.00022616i,7.7432e-05+0.00098091i,8.3615e-05+0.00071461i,-2.0602e-05-0.00018413i,0.00011004-0.00044128i,0.00046127+0.00015227i,-0.00018224+0.00091189i,-0.00091353+0.0014168i,-0.00064068+0.001351i
-0.00070937+0.00068679i,-0.001117+0.00048999i,-0.0009882+0.00077038i,1.6735e-05+0.0008228i,0.00053599-0.00017271i,-0.00043146-0.0014542i,-0.00081367-0.0018747i,-0.0012527-0.0012593i,-0.0012565-0.00094647i,-0.00026372-0.0005524i,-0.00014471-0.00013651i,-0.00017192-0.00028443i,-0.00057024-0.00031319i,-0.0014316-0.00044711i,-0.0012104-0.00071909i,-0.00047678-0.00058589i,0.00028343-0.00021954i,0.00011047+0.00020257i,-0.00068364+0.0007666i,-0.0010202+0.00042099i,-0.0006553-0.00048347i,0.00019217-0.00010168i,0.00021098+0.00034155i
-0.0002457+0.0012967i,0.00022082+0.00069045i,0.00031595+0.00016627i,0.00017108+2.5461e-05i,-0.00052315-0.00024161i,-0.0012466-0.00046805i,-0.00093774-0.00037486i,-0.0007944-0.00039948i,-0.00041975-0.00085865i,-0.00015017-0.00084195i,-0.00070547-0.00057248i,-0.00079824+3.3604e-05i,-0.00083831+0.00038548i,-0.001133-0.00020204i,-0.00096949-0.00047669i,-0.00078724-0.00090644i,-0.00041237-0.00093817i,0.00045596-0.00089504i,0.0010102-0.00081615i,0.00015525-0.00055134i,-0.00065647-2.248e-05i,-0.00046915+0.00036995i,-0.00019991+0.00066637i
0.0011103-0.0010868i,-6.958e-05-0.0012503i,-0.0019894-0.0016993i,-0.0031609-0.0019651i,-0.0025051-0.0010256i,-0.0019768-0.00059288i,-0.0020687-0.00073637i,-0.0012206-0.00096841i,-0.00053171-0.0013051i,-0.00057349-0.0011033i,-0.00037076-0.00023691i,0.00040996+0.0003797i,0.00040467+0.0010943i,-0.00021167+0.0011731i,4.0025e-05+0.0001698i,9.5109e-05-0.00031875i,0.00052752-0.00062858i,0.00084053-0.00081978i,0.00053283-0.00036846i,0.0002789+0.00010122i,3.2122e-05-0.00021176i,-0.00036712-6.8499e-05i,-0.00019522+0.00030118i
