-0.0034288-0.00090407i,-0.0040236-0.00051716i,-0.0034809+0.00099677i,-0.0011299+0.0018879i,-0.00046268+0.0015059i,-0.00072928+0.0010847i,-0.00094042+0.0011642i,-0.00056579+0.00088115i,-0.00035068+0.00051469i,-0.00013579+0.0006364i,0.00061721+0.00029258i,0.00086009-0.00087924i,0.00090699-0.0017315i,0.0014564-0.0021508i,0.002245-0.0010975i,0.0013204-7.8825e-05i,0.00059425-0.00038437i,0.00040247-0.0011575i,-3.678e-05-0.0016872i,-0.00072249-0.001549i,-0.00066962-0.0011737i,0.00021635-0.00071591i,0.00071418-0.0002683i
-0.00055487-0.0015864i,-0.00198-0.0009443i,-0.0024147-0.00064675i,-0.0021693-0.00042615i,-0.001785-0.00025358i,-0.0020343-0.00044487i,-0.0017922-0.00072771i,-0.00078404-0.00047441i,-0.00053067-8.9309e-05i,-0.00061497-0.00016711i,-0.0011914-0.00051043i,-0.00077192-0.00064638i,-0.00013938+8.9991e-06i,-0.00044239+0.00074496i,-0.00013285+0.0011818i,0.00056354+0.0010644i,0.00093486+0.00058213i,0.00071778+0.00071909i,0.00052641+0.00069404i,0.0003554+0.00025833i,-2.9932e-06-0.00047599i,-0.00022447-0.0014498i,0.00011841-0.0015407i
-0.00045868+0.0011994i,-0.00048587+0.00082203i,0.00076065+0.00061601i,2.8961e-05-0.00011506i,-0.00095967-0.00095983i,-0.0016061-0.0013745i,-0.0013945-0.00086586i,-0.00092429+0.00020133i,-0.00043139+0.0008926i,-6.8728e-05+0.0014906i,0.00057967+0.0011646i,0.0015868+0.0008357i,0.001118+0.00056022i,0.0007317+0.00013675i,0.00085373-0.00054624i,0.00044539+1.4577e-05i,-7.1111e-05+0.00032926i,-2.1411e-05-0.0001748i,0.00018895+3.2e-05i,0.00035197+3.1875e-05i,7.1103e-05-0.00090881i,0.00058753-0.0010626i,0.00097229-1.3817e-05i
0.00048016-0.0013668i,0.00081088-0.0015284i,0.0010345-0.0012957i,0.00076064-0.0012132i,-0.00037943-0.00098292i,-0.001351-0.0010039i,-0.0022642-0.0011451i,-0.0021254-0.00031513i,-0.0013604+0.00060099i,-0.00027465+0.00062664i,0.00094589+0.00072259i,0.0015701+2.5558e-05i,0.0010987-0.00032535i,8.5366e-05-0.00038451i,0.00037347-0.00047404i,0.00056315-0.00016808i,5.202e-06+0.00027779i,0.00019585+4.6061e-05i,-0.00017316-0.00063265i,-0.00060746-0.00078544i,-5.077e-05+1.9802e-05i,3.6899e-06+0.00036681i,-0.00051838+5.8681e-05i
-0.0025105+0.00040349i,-0.0024463+0.00096898i,-0.00084673+0.0022983i,-4.8091e-05+0.0020692i,-7.0385e-05+0.000982i,-0.00037574+0.00051128i,-0.0016655+0.00013732i,-0.001828+0.00018878i,-0.00087419+0.00091155i,-0.00023862+0.000631i,0.00033961+0.00049483i,0.00082266+0.00055105i,0.001003-0.00047512i,0.0010071-0.0011064i,0.00059489-0.00059694i,7.2835e-05-0.0002405i,-0.00020429-8.3727e-05i,-0.00026324+9.3756e-05i,-0.00042811-4.0043e-05i,-0.00074204-0.00040213i,-0.00012326+8.082e-05i,0.00079015+0.00020946i,0.0010107-0.00051862i
0.00041091-0.0011115i,0.00095585-0.0008502i,0.00096475-0.00012676i,0.00071315+0.00037416i,-0.00051276-5.685e-05i,-0.0011584-0.00046466i,-0.0014261-0.00022967i,-0.00074281+7.2443e-05i,0.00017101+0.0003742i,4.9524e-05+0.00024177i,0.0003395-0.00014604i,0.00071286-0.0003946i,-0.00011877-0.00012746i,-0.00056879+0.00028544i,0.00019099+0.00074972i,0.00021501+0.0010089i,0.0001429+0.00040405i,0.00066336-9.1796e-05i,0.00085128+0.00047545i,0.00024426+0.00077772i,-0.00027951+0.00037081i,-0.00018266-6.6999e-05i,-0.00010731-0.00029439i
-0.00061268+0.0017054i,-0.00032639+0.0013526i,-0.00040807+0.0003221i,-0.0010576-0.0012695i,-0.0017936-0.0016979i,-0.0018097-0.0010169i,-0.0016858-7.0832e-05i,-0.0015501+0.00027159i,-0.00062758+0.00041475i,0.0003508+0.00012832i,0.00050317-0.00045691i,0.00057859-0.0010692i,0.0010519-0.0011074i,0.00026003-0.00065976i,-0.00042516-0.00052594i,-0.00024646-0.00030396i,0.00039495-0.0003618i,0.0010299+7.4077e-05i,0.0014219+0.0006598i,0.00058662+0.0011776i,-0.00050923+0.0013064i,-0.00017691+0.00058529i,-0.00025455-0.00034576i
0.0010347+0.001848i,0.00050944+7.3735e-05i,0.00018984-0.0017644i,-0.00037092-0.001935i,-0.00075479-0.0011981i,-0.0018601-0.0008923i,-0.0021901-0.0006501i,-0.0016292+0.00021772i,-0.00042461-6.6553e-05i,0.00033535+0.00014636i,-0.0001982+0.00066223i,-0.00046687+0.00054744i,-0.00027498+0.00045803i,0.00056941+0.0004948i,0.00020176+0.00016987i,-0.00036608+0.00020221i,0.00012128+0.00028486i,0.00035706+0.00045562i,0.00072321+0.00049203i,0.00029663-0.00024853i,-0.00041405-0.00071114i,8.6847e-05+2.9021e-05i,0.0003676+0.00057828i
0.0020568+0.0032626i,0.00314+0.0030198i,0.0031551+0.0022976i,0.0026071-4.8491e-06i,0.0018119-0.0013998i,0.00068438-0.0004932i,-0.00012745+0.00097726i,-0.00016333+0.0015695i,0.000554+0.00069675i,-0.00028725+1.9119e-05i,-0.00062051-0.00020684i,6.3974e-05-0.00093284i,-4.7574e-05-0.001152i,-0.00017939-0.00044894i,-0.00072737+0.00036104i,-0.0010954+0.0005961i,-0.00047902+2.4868e-05i,-0.00014397-2.2016e-05i,-0.00065187+0.0005846i,-0.00094516+0.0006175i,-0.00038244-0.00033221i,0.0010852-0.00021294i,0.0012202+0.00057186i
0.00044897+0.00034505i,0.00023641-0.0014494i,0.00043456-0.0016989i,0.0005236-0.00097688i,0.00017839-0.00062261i,-0.00085516-0.00051569i,-0.00092071-0.00057273i,-0.00083248-0.00043859i,-0.0010512-0.0001971i,-0.00097341+0.00027444i,-0.00072013+0.00040291i,0.00020119-0.00017929i,0.00054443-0.00026585i,-0.00031812-0.00050991i,-0.0004595-0.0010828i,-0.00041324-0.00073561i,8.1848e-05+0.0002685i,0.0011491+0.00070881i,0.0014118+0.00010186i,0.0010166-0.00026451i,0.00055977-0.00066183i,0.0010066-0.00043856i,0.00077833+0.00041036i
-0.00044401+0.0021967i,0.0008971+0.0031495i,0.0019291+0.0021386i,0.00088026+0.00045261i,-0.00038861-0.00034341i,-0.00062281-0.00091523i,-0.00085018-0.0012153i,-0.0010996-0.00057406i,-0.00010395-0.00032992i,0.00066892-0.00020796i,0.00057247-4.2906e-05i,-8.465e-05-0.00048241i,-0.00047093-0.00066311i,-0.00055451-0.00059677i,-0.00087711-0.00071348i,-0.00070385+0.00021355i,-0.00052338+0.00035046i,-0.00040825-0.00073697i,-0.00028444-0.00070139i,-0.00086349-0.00020057i,-0.0005651-0.00031464i,7.0355e-06-0.00010946i,0.00015644-0.000357i
0.0010698+0.00030144i,-0.0005272+0.00016615i,-0.0010924-0.00080198i,-0.00046932+0.00019062i,-0.00032239+0.00090746i,-0.00068131+0.00069282i,-0.00049268+0.00076081i,-0.00037453+0.0001472i,-0.00010365-7.8355e-05i,-0.00017022+0.00015454i,0.00015737+9.1928e-05i,0.00082639+0.00047046i,0.00069563+0.00047835i,0.00040267+4.0999e-05i,0.00034293+4.1604e-05i,0.00062239+0.00020164i,0.00062007+0.000347i,0.00025755+0.00031466i,0.00052833-0.00049859i,0.0011681-0.00022481i,0.0012287+0.00020553i,0.00051277+0.0003099i,0.00015158+0.00012232i
-0.0010862+0.0021623i,0.00041073+0.0018959i,0.0012536+0.0017266i,0.0015191+7.6656e-05i,0.00078818-0.0013207i,-0.00052863-0.0018153i,-0.0016132-0.0011538i,-0.0014902+1.9536e-05i,-0.00044602+0.00066729i,0.00028733+0.0008644i,0.00089089+0.00024167i,0.0015722-0.0010016i,0.0010459-0.0018778i,0.00049334-0.0018906i,0.00064068-0.0011956i,0.00033687-0.00064199i,-0.00011485-0.00061874i,-0.00067882+0.0001579i,-0.0012435+0.00059467i,-0.0014249+0.00036744i,-0.00094651+0.00031529i,0.00024795+0.00067364i,0.00073812+0.00086006i
-0.0011152+0.0010186i,-0.00073568+0.0012708i,5.0811e-05+0.0011011i,0.00035721+0.0011566i,-0.00026589+0.00052665i,-0.0010956+0.00014659i,-0.0017956+0.00019931i,-0.0013827+0.00042218i,-0.00063066+0.00046972i,-0.00021597-0.00024213i,9.6054e-05+0.00015511i,-0.00025791+0.00043662i,-0.00082536-2.2032e-05i,-0.00036243-0.00022443i,0.00053936-0.00052226i,0.0010083-0.00032401i,0.0006086-0.00016358i,4.1051e-05-0.00055251i,-9.9908e-05-0.00051554i,-0.00031649-0.00028038i,-5.9739e-05+6.2157e-05i,-2.0358e-05+0.00054452i,-0.00012145+0.00040715i
-0.0006909-0.00045189i,-0.00033088-0.00010933i,0.00043555+0.0010114i,-0.00048847+0.0011355i,-0.00061751-3.1718e-06i,-0.00017218-0.00098101i,-0.00038892-0.00092267i,-0.00065182-0.00049854i,-8.9483e-05-0.00012673i,0.00052885-0.00019184i,0.00051159-0.00040744i,0.00054436+2.0018e-05i,0.00064208+0.00010961i,0.00024903+0.00017155i,-0.0010167-2.5854e-05i,-0.0014255-0.00088538i,-0.00074917-0.00059719i,-0.00021147+0.00023413i,0.000315+0.00038508i,0.00046699+0.0006325i,0.00029819+0.0014396i,0.00049533+0.001178i,0.00057859-0.00059599i
-0.00064677+5.0422e-05i,4.8957e-05+0.00096121i,-0.00018717+0.0012446i,-0.00092125+0.00081154i,-0.0015653+0.00022647i,-0.0016936-0.00032228i,-0.001425-0.00054729i,-0.0015719-0.00036501i,-0.00090945+8.0628e-05i,0.00023768+0.00027198i,0.00075782+0.00047583i,0.00026694+0.00074085i,-0.00027558+0.00021068i,0.00055673+0.00062829i,0.0011335+0.00093027i,0.0010632+0.00069523i,0.00092051+0.00093407i,0.00084066+0.000697i,0.00033855-0.00045651i,-0.00046356-0.0011648i,-0.00020075-0.00011893i,0.00060434+0.00049812i,0.0009246+0.00057147i
-0.00073811+0.0010628i,-0.00012797+0.0010064i,0.001134+0.00029686i,7.5026e-05-0.00017924i,-0.0018805-3.14e-05i,-0.0026144-0.00037233i,-0.00209-0.00040247i,-0.0012203+0.00060437i,-0.00099315+0.00090596i,-0.00064129+0.000385i,-0.00032067-0.00031177i,-0.00046001-0.00067177i,-8.1198e-05-0.00055864i,-0.00012073-0.00037816i,-0.00014807-2.3756e-05i,-0.00045933+8.6305e-05i,-0.00029833-0.00066065i,1.6387e-05-0.0009915i,0.00012275-0.00082194i,0.00011507-0.00061678i,0.00012509-0.00025882i,0.00016218-0.00020422i,3.8508e-05+0.00026331i
0.0011263+0.00086652i,0.0010046-8.3362e-05i,0.00098875-0.00070554i,0.0010703-0.00065838i,-0.00026596-7.4234e-05i,-0.0021725-0.00040917i,-0.0029259-0.00036284i,-0.0015374+2.1712e-05i,-0.00013349+3.5457e-05i,0.00010375+0.00031106i,0.00021467+0.00010434i,0.0005311-0.00038528i,0.00058509-0.00069906i,0.00052225-0.00046174i,7.351e-05-0.00039839i,-0.00031711-0.00046469i,-0.00054244-0.00037601i,-0.00037457-0.00062026i,0.00076409-0.00080493i,0.00094426-0.00076462i,0.00061443-0.00083604i,0.00028351+9.4923e-05i,-0.00047373+0.00080992i
-0.00026725+0.0013163i,0.00059303+0.0006886i,0.00017581+0.00026235i,7.5552e-05+0.00033035i,-7.7098e-05-0.00017124i,-0.0014883-0.00042606i,-0.0022477-0.00010496i,-0.0016721-0.00012551i,-0.001095-0.0010543i,-0.00053087-0.0013282i,-0.00014667-0.00057386i,0.00010422-0.00020013i,-0.00039435-0.00016245i,-0.0013104-0.00037293i,-0.00080599-0.00034786i,-0.00021623+0.00013458i,-0.00057321+0.00094478i,-0.00051163+0.00088079i,-0.00012749+0.00034935i,0.00020093-0.00082747i,0.00034268-0.0014322i,0.00085939-0.00015312i,0.00066648+0.00041534i
-0.000609+0.00087548i,-0.0010688+0.0015955i,-0.0012096+0.0018253i,-0.00079619+0.00084592i,-0.00038552+0.00028753i,-0.00077882-0.00050778i,-0.0011944-0.00070883i,-0.0013809+0.00016334i,-0.00074618+0.00060863i,-0.00019732+0.00054524i,-0.00047621-0.00039212i,-0.00029985-0.00080138i,-0.00018831-0.00075812i,0.00057676-0.0005416i,0.0015811+0.00010725i,0.00092215+0.00063112i,-0.00046774+0.0004704i,-0.00069679+0.00036418i,-0.00020654-0.00043077i,-0.00035915-0.00093795i,-0.00034271-0.0004372i,0.00012679-0.00049831i,0.00084792+7.607e-05i
-0.0019197+0.0014875i,-0.0015438+0.00077197i,-0.00035721+6.205e-05i,-0.00038328-9.3565e-05i,-0.0016198-0.00082315i,-0.0025388-0.0010618i,-0.0017617-0.00069335i,-0.00059662+0.00016603i,-0.00056098+0.0010905i,-0.00080355+0.0010528i,-0.00063444+0.00044954i,-0.00050451-0.00028039i,-0.00023438-0.00047516i,-7.8135e-06-0.0003896i,0.00015781-1.8846e-05i,-0.00010362+0.00034375i,-0.00068739-7.1909e-06i,-0.0011155-0.00025616i,-0.00040934-0.00045361i,0.00016855-0.00066825i,0.00030624-0.00053512i,0.00067646+0.00047258i,0.00019102+0.0012484i
-0.00062685+0.00022384i,-0.00014381+0.00069308i,0.00050226+0.00039278i,0.00035586+0.00032504i,0.00010348+0.00064141i,-3.0122e-05-0.00026581i,-0.00065866-5.4042e-05i,-0.00098609+0.00079545i,-0.00029926+0.0010537i,0.00014261+0.0011003i,0.0002757+0.00090427i,2.6694e-05+0.00044043i,-0.00034494-0.00039928i,-5.1166e-05-0.00057677i,0.00031924-5.1175e-05i,0.00027796+0.00037133i,3.9123e-05+0.00010775i,0.00053044+8.1416e-05i,0.00018032+0.00063947i,-0.00066262+0.00069375i,-0.00054009+0.00072958i,-0.00017092+0.00049221i,2.7273e-05-3.1911e-05i
0.00094626+0.0028401i,0.00059971+0.0013783i,0.00024339+0.00012054i,0.00075573-9.9633e-05i,-0.00023317-0.00049034i,-0.0011528-0.0011544i,-0.0010249-0.00068506i,-0.00046726+0.00022435i,-0.00016748+0.0003984i,0.00011092+0.0001317i,0.0011378+0.00018257i,0.0012383+0.00027966i,0.00059035+0.0006183i,5.401e-05-0.00012163i,0.00027324-0.00074667i,0.00044767+0.00011673i,0.00026944+0.00056318i,-0.00013493+0.00012455i,0.00011768-0.00078977i,0.0002504-0.00089272i,-0.00014967-0.00045514i,0.00010156+2.584e-05i,0.00038545+0.00059881i
-0.00035205+0.0034424i,0.00014787+0.0023092i,0.001215+0.00058202i,0.0012467-0.00028129i,0.00042699-0.00098664i,-0.0012742-0.0009558i,-0.0022583+0.0001297i,-0.0011631+0.00099467i,-0.00045514+0.0010811i,-0.00031965+0.00029016i,-0.00019042-0.00062568i,-0.00020906-0.00078345i,-0.0012212-0.0010496i,-0.0012306-0.0012231i,-0.00072813-6.9556e-05i,-0.00067797-0.00059269i,9.5237e-05-0.00068945i,0.00044187+0.0007148i,0.00054783+0.0013154i,0.00060354+0.0013236i,9.0677e-06+0.00026336i,-2.5251e-05-0.0003624i,0.00017031-8.5142e-05i
0.0012062-4.1264e-06i,0.000856-6.6419e-05i,4.9908e-05-0.0004214i,0.00016171-0.00043424i,0.00033215-0.0005864i,0.00018651-0.0013282i,0.00038157-0.0012506i,8.7203e-05-0.00015706i,0.00018867+0.00072229i,-0.0003592+0.0010687i,-0.00052359+0.0012098i,-0.00013492+0.00023912i,4.9095e-06-0.00033139i,0.00053189+0.00046319i,0.00056372+0.0002324i,0.0010183-0.00037501i,0.00043355-0.00040934i,-0.00067815-0.00036754i,-0.00015175-0.00030255i,0.00021263+0.00032274i,-0.00016034+3.794e-05i,0.00024773-0.00026082i,0.00077064-0.00017227i
0.00089404+0.00094273i,0.00069871+0.00047039i,0.00018694+0.00012349i,-0.00017682-0.00040275i,-0.00051155-0.00035947i,-0.00094933+0.00026467i,-0.00075355+0.00035951i,-0.00050075+0.00011259i,-0.00042333+0.00024788i,-4.9699e-05+0.00056087i,0.0003408+0.0012913i,-6.4521e-05+0.0013989i,-0.00027607+0.0007171i,0.00030943+0.00054847i,0.00037267+0.00047214i,7.7706e-05+0.00050944i,0.00013494+0.00062098i,-0.00042591+0.00026321i,-0.00052572-0.00047243i,0.00040829-0.00058536i,-0.00011627-0.00063423i,-0.0010603-0.00079305i,-0.00061434-2.6511e-05i
0.00044163-0.00063558i,0.00057207-5.8631e-06i,0.00032165+1.6869e-05i,-0.0012955+1.1548e-05i,-0.0019833+0.00035398i,-0.001507+0.0012616i,-0.0013794+0.00070167i,-0.00080813+7.5217e-06i,0.0001465+0.00043543i,0.00015066+0.00025735i,6.4095e-05-0.00035875i,0.00012885+0.00023829i,0.00030286+0.00068183i,0.0005348+0.00044526i,0.00047715+0.00014438i,0.00028941-7.5721e-05i,0.00022989+0.00012497i,0.00042839+0.00037742i,-8.6134e-06+0.0006059i,-0.00018823-0.00034217i,0.00027144-0.0011449i,-1.8701e-05-0.0012094i,-7.5161e-05-0.0013391i
0.0013828+0.0016734i,0.0013904+0.00090475i,0.002017+0.00018356i,0.0018213-0.00032272i,0.00074172-0.001372i,-0.00071232-0.0014417i,-0.0018026-0.00090736i,-0.0017613-0.0006931i,-0.0015738-0.00062464i,-0.0013643-0.00076514i,-0.0002419-0.0010566i,0.00078999-0.00032978i,0.0011348+0.00055255i,9.8203e-05+0.00073125i,-0.0012239+9.414e-06i,-0.0011921+0.00011216i,-0.00048907+0.001389i,-7.3236e-05+0.00097406i,-0.00026553+3.8939e-05i,-0.00069539+0.00043425i,-0.00084609+0.00054152i,-0.00078935-0.00029054i,-0.00024923-0.0002856i
0.00026132-7.8708e-05i,1.6623e-05-0.00094968i,-0.00023119-0.0015282i,-0.00080733-0.0011895i,-0.0011973-0.00029357i,-0.0011865-0.00017527i,-0.0015494-3.6122e-05i,-0.0014339+0.00021757i,-0.00018109+0.00029936i,0.00026938+0.00045396i,-0.0004169+0.00074195i,0.00016187+0.0005391i,0.00032705+6.2726e-05i,0.0003885+0.00053532i,0.0009058+0.00067166i,0.00046219-0.00016632i,0.0002194-0.00033638i,0.00095027-6.2137e-05i,0.0011748-0.00042233i,0.00079408-0.00032169i,0.00069182+0.00027072i,0.00040521+0.00083281i,0.00026737+0.001405i
-0.0012222-0.0011917i,-0.001115+8.9829e-05i,-0.0011933+0.00036488i,-0.0005142+0.00022976i,-0.00016924+0.00063398i,-0.00042064+0.00047414i,-0.0011474-0.00048806i,-0.0013104-0.0013605i,-0.00031588-0.0010555i,-0.00056983-8.3214e-05i,-0.0013425+0.00060742i,7.4825e-05+0.00050248i,0.0015942+0.00068903i,0.0012351+0.0011339i,9.177e-06+0.00084003i,-0.00029308-0.00010793i,3.0086e-05-0.00051888i,0.00061147-0.0008104i,0.00085912-0.0016695i,-0.00065469-0.0010423i,-0.0013444+8.829e-05i,-0.00032293-4.9856e-05i,0.00033319-0.00024359i
-2.6086e-05-0.00056199i,-0.00045714-0.00012846i,-0.0015379+0.00094075i,-0.002095+0.0010665i,-0.0013275+0.00031921i,-0.00043472-0.0002174i,-0.00080789-0.00014573i,-0.00037384-0.00039925i,0.00028705-7.1754e-05i,-1.2962e-05+0.0011751i,0.00073555+0.0015763i,0.001063+0.00062487i,0.0011039-0.00036444i,0.00053195-0.00061255i,0.00073332-0.00026628i,0.00080833+0.00012147i,2.3832e-06+0.00019483i,0.00059265-6.4157e-05i,0.00067069-0.00013951i,-0.00051541-0.00051156i,-0.00082896-0.00063925i,-0.0001562-0.00035527i,0.00025422-0.00034733i
-0.0014747-0.0015752i,-0.0019052-0.00041196i,-0.001343+0.0001312i,-0.00088057+0.00025298i,-0.0015687+0.00029915i,-0.0020693-0.00031611i,-0.0019832-0.0011755i,-0.0016678-0.0015758i,-0.0015873-0.00082914i,-0.0014025+0.00028422i,-0.00032051+0.0012658i,0.00076366+0.00080725i,0.0011213+2.316e-05i,0.0010572+6.7114e-05i,0.00064007+7.6663e-05i,-0.00010478-0.00016311i,-0.00053623-0.00015297i,-0.00031395+9.7174e-05i,0.00045189-1.0786e-05i,0.00052278-0.00038575i,0.00038117+0.00015322i,0.00030156+0.001208i,0.00045608+0.00090208i
0.0018531-0.0014778i,0.001136-0.001301i,0.00042766-0.001164i,-0.00054104-0.00027688i,-0.00094765+6.5547e-05i,-0.0014544-8.9341e-05i,-0.0019923+0.0001781i,-0.0022106+0.00091425i,-0.0013649+0.0015089i,-0.0002049+0.0019079i,0.00014059+0.0011458i,0.00099468+0.0001947i,0.0013015-0.00020613i,0.00083732+8.9825e-05i,0.00064208+0.00021034i,0.00069859-0.00071206i,-0.0003178-0.0015028i,-0.0014234-0.0013584i,-0.00065892-0.00095246i,-8.0316e-05-0.0011879i,0.00041768-0.001337i,0.00068766-0.00075489i,-0.00016891+0.00022927i
0.00068688+0.0021889i,0.0016812+0.00068403i,0.0021571-0.00073605i,0.0011932-0.0022937i,-0.00020868-0.0024593i,-0.0019389-0.0010775i,-0.0023659-0.00022433i,-0.0010529+7.6948e-05i,0.00022871+0.00016035i,0.00058711-1.8789e-05i,0.00069105+0.00022777i,0.0002392+5.9801e-05i,-0.00035553-0.00083704i,-0.00084697-0.00048777i,-0.0013385+0.00053886i,-0.0010062+0.00071695i,-0.00015175+0.00083157i,0.00019445+0.00043638i,0.00015275-8.8507e-05i,8.275e-06+0.00022689i,-0.00019388+0.00026693i,-0.00087596-0.00013241i,-0.00079746-0.00061801i
0.0014122-0.00032619i,0.0003982+0.00040634i,-0.00097573+8.7215e-06i,-0.00066241-0.00021636i,-0.00057177+0.00022274i,-0.0012062-0.00014339i,-0.0016708-0.00037748i,-0.00091201-0.00049608i,-0.00043228-0.00045208i,-0.00037034+6.4696e-05i,9.7212e-05+0.00041298i,-0.00024202+0.00037092i,-0.00047652+7.2627e-05i,-4.4758e-05-0.0007252i,0.00014102-0.00056163i,-0.00044092+0.00039709i,-3.2833e-05+0.00025582i,0.00069477-0.00041776i,0.0007815+3.0059e-05i,0.00023671+3.1645e-05i,0.00038578-4.7156e-05i,0.0005274-0.00014737i,-0.0002052-0.00035585i
-0.00035255+0.00019886i,-0.00068071+0.00049345i,0.0001569+0.0007852i,8.0376e-05+0.00056198i,-0.00074444+0.00045152i,-0.0010216+0.000467i,-0.00076189+0.00014034i,1.3709e-05+0.00018005i,0.00023662+0.00042604i,0.00079537+0.00061084i,0.00083427+0.0008752i,0.00029558+0.00096792i,3.3366e-05+0.00034928i,-0.00053546+0.00022373i,-0.00065173+0.00058863i,0.00030582+0.00021033i,4.735e-05-0.00048256i,-4.3559e-05-0.00077595i,0.00065347-0.0006917i,0.00072312+0.00017494i,0.00080203+0.00049442i,0.00091203+0.00033895i,0.00025323+0.00063937i
0.0017254+0.00090292i,0.001807+0.00058739i,0.00092609-0.0017805i,-0.00016156-0.0022516i,-0.0010328-0.0013036i,-0.001802-0.0002177i,-0.0023999+0.00066804i,-0.0016803+0.00051172i,0.00054971+0.0010071i,0.00055842+0.0011686i,-0.00094897+8.8895e-05i,-0.0005695+0.00013042i,-0.00017891+0.0006105i,3.6251e-05+0.00052114i,-0.00010947+0.00085076i,-0.00064555+0.00057902i,-0.00083787-0.00024039i,-0.00095786-0.00071339i,-0.00061173-0.00035691i,0.00051971+0.00029265i,0.00056401+0.00060732i,-7.7253e-05+0.00029447i,-0.00032988+0.00028571i
-0.0017299+0.00060592i,-0.00060771+0.00060088i,0.0008175+0.00018692i,0.0006532+0.00052131i,-0.00067489-0.00057528i,-0.001599-0.0013846i,-0.0021596-0.00031574i,-0.0018087+0.0004014i,-0.00055015+0.00063968i,5.3669e-05+0.00021007i,0.00047837-7.1596e-05i,0.00038596-0.00016272i,-0.00025481-0.00050898i,-0.00054073-0.00038887i,-0.00032345-0.00080455i,-0.00011845-0.00088813i,0.0003855-0.00030339i,0.00010578-0.00041704i,-0.0011129+4.9366e-05i,-0.00096277+0.00082237i,2.3688e-05+2.1566e-05i,0.00044356-0.00073787i,0.00083927-0.00051368i
-0.0002624+0.0013701i,2.6073e-05+0.0021063i,0.00090903+0.0022486i,0.00079468+0.0012549i,3.3333e-05-0.0002395i,-0.00035883-0.00021641i,-0.00076032-5.9114e-05i,-0.00033753-0.00041472i,0.00039014-0.00022151i,0.00088398+8.2785e-05i,0.00071597+0.00051856i,0.00057808-4.1647e-05i,0.00019319-0.00063599i,-0.00034067-0.00048736i,-0.00074377-0.00042775i,-0.00043493-0.00076659i,0.00083768-0.00075205i,0.001036-3.5022e-05i,0.00050997+7.2134e-05i,-0.0001142-0.00038738i,0.00012916-0.00022922i,0.00032946+0.00075777i,0.00028234+0.00057771i
-0.0026445-0.00093628i,-0.003088-0.0012886i,-0.0017837-0.00055009i,-0.00052365+0.00019308i,-0.00094443-0.00012528i,-0.0015509-0.00094226i,-0.0017634-0.00076886i,-0.0016329-0.00095408i,-0.0010104-0.00049968i,-0.0010007+0.00084375i,-0.00097034+0.00096149i,0.00035097-9.0143e-05i,0.00019997-0.00066846i,-0.00035352+9.9865e-05i,-0.00019945+0.0010864i,-6.5163e-05+1.6978e-05i,-0.000222-0.0010235i,-0.00018253-0.00042508i,0.00057967+0.00047247i,0.00038779+0.00064962i,-0.00038617+0.00024646i,1.8604e-05-0.00050977i,0.00015721-0.00089766i
0.00068499+0.00052046i,0.0013047+0.00058557i,0.00082403+0.0012971i,-2.1416e-05+0.0012619i,-0.00064781+0.00073758i,-0.0012849+0.0003894i,-0.0013219+0.00020044i,-0.00014548-0.00029698i,0.0006929+0.00058631i,3.7915e-05+0.0014814i,-9.4537e-05+0.00070094i,8.7346e-05+4.8645e-06i,-0.00016511-0.00057038i,0.00017487-0.000377i,0.00050125-4.5618e-05i,0.00045043-0.00044032i,0.00077696-0.0005778i,0.0005909-0.00043328i,-0.00015827-0.00030184i,-0.0002455+6.8235e-05i,-0.00026648+0.00048936i,-0.00021638-0.00021165i,-3.2126e-05-0.00052437i
-0.0015231+0.0020582i,-0.0006988+0.0016779i,4.4481e-05+0.0012254i,0.00021236-2.6907e-05i,-0.0005551-0.0011318i,-0.002107-0.0019134i,-0.0023167-0.0011692i,-0.0017404+0.00037568i,-0.0010328+0.00075162i,0.00030031+0.00044307i,0.0013521-0.00010319i,0.0016518+1.9576e-05i,0.00064861+0.00022925i,-0.00015112+0.00032578i,-3.9718e-05+8.6291e-05i,6.6091e-05+6.0832e-05i,0.0005025+0.00040056i,0.0012236+6.4992e-05i,0.0014907+0.00024359i,0.00064932+0.0011894i,-0.00015089+0.0011379i,0.00044817+0.00021371i,0.0013529-0.00055293i
0.0027972-0.00011183i,0.0028304-0.0017801i,0.001456-0.0012598i,-0.00041499-0.00022631i,-0.0015417-0.00098154i,-0.0015811-0.0012264i,-0.0015912-0.00041069i,-0.0014091+0.00014669i,-0.0007864-0.00034622i,-0.00072501-0.00021279i,-0.00048484+0.00020227i,3.4203e-05+0.00024631i,-4.6881e-05+0.00052331i,-0.00039902+0.00051291i,-0.00087508-4.9145e-05i,-0.00011932-0.00039848i,0.00032792+0.00027393i,-2.7091e-05+0.00023273i,0.00042489-0.00017525i,0.0003472-0.00012325i,-0.00035204+0.00023056i,-0.0011468+0.00046502i,-0.00080613+0.00031152i
