-0.003502+0.00050929i,-0.003594+0.001369i,-0.0040181+0.0017092i,-0.0032293+0.001252i,-0.0023483+0.0012833i,-0.0014629+0.0019381i,-0.0012176+0.0016018i,-0.00084285+0.0020807i,0.00025381+0.0022399i,0.0012557+0.0010478i,0.0014798-0.00027507i,0.0010046-0.00080496i,0.00027701-0.00099195i,-0.00079804-0.00034742i,-0.00061703+0.00023821i,0.00010642+0.0001983i,4.222e-05+0.00031406i,-0.00026789+0.00051546i,7.2165e-05+0.00025129i,9.1766e-05-0.00078499i,8.3216e-05-0.0012759i,0.00032167-0.00097429i,0.00055748-0.00060322i
-0.00057475+0.00094438i,-0.00042987+0.00019101i,2.2165e-05-9.5439e-06i,0.00029738+0.00015539i,0.00069231-0.00045715i,0.00074036-0.00072182i,0.00019722-0.00078021i,-0.00049751-0.00063025i,-0.00057938-0.00036676i,0.00037714-6.6159e-05i,0.00069858-9.3968e-06i,0.00084039+0.00035764i,0.00086679+0.0007342i,0.00044706-0.00027071i,0.00018142-0.00081923i,-0.00037805+0.00044526i,-3.9352e-05+0.00098221i,0.00049459+0.00026162i,0.00077339+0.00061837i,0.00083628+0.00057852i,-0.00015736+0.00022103i,-0.00041866+0.00038128i,0.0003397-0.00043734i
0.001286-0.0015296i,0.00082089-0.0009647i,0.0007078-4.7381e-05i,0.00021423-0.0002648i,-0.0003001-0.0010242i,-0.00038335-0.0006613i,7.3609e-05-0.00083405i,3.166e-05-0.0011333i,-0.00048741-0.00092613i,-0.00025171-0.00017329i,2.6027e-05-0.0002086i,3.0089e-05-0.00036629i,-0.00032681-0.00027245i,-0.00050475+7.8831e-05i,-0.00075942+0.00031955i,-0.00063493-0.000495i,0.00024085-0.00020262i,4.6275e-05+0.00040417i,-0.00057065-9.1306e-05i,3.1711e-05-0.00060933i,0.00075679-0.00058565i,0.00082975-0.00042331i,0.00062182-0.00045195i
-0.00092541+0.00073726i,-0.0020024+0.0011339i,-0.0017212+0.00080513i,-0.0014039+0.00091641i,-0.0014752+0.00092897i,-0.0013073+0.0012238i,-0.00058931+0.0011726i,7.9403e-05+0.00055787i,0.0004046+0.00078094i,0.00053044+0.00066522i,0.00032178+0.0010104i,0.00021924+0.00088199i,0.00058161-0.00021707i,0.00048646-0.00088766i,-6.5385e-05-0.00095941i,-0.00026547-0.00059932i,-0.00091363-0.00045355i,-0.00099604-0.00019796i,-0.00091224-0.00034317i,-0.00018234-0.00019558i,0.00059526+0.00014389i,0.0006375+0.00012778i,0.00025101+0.00033126i
0.0020068-0.00013931i,0.0019335-0.0010076i,0.0018353-0.0024952i,0.0013412-0.0025118i,0.00071328-0.0012943i,-0.00077589-0.0010157i,-0.00063972-0.0010595i,-6.9542e-05-0.00063265i,0.00025722-0.00081069i,0.00067372-0.00067732i,0.00089442-4.0628e-05i,0.00065711+0.00060309i,-0.00034979+0.00038154i,-0.0012653-6.6228e-05i,-0.00060275+0.00020003i,-0.00010706+9.2051e-05i,-0.00018104-0.00036068i,-5.8067e-05-0.00030418i,0.00011967+3.8415e-05i,-1.5003e-05+0.00029506i,0.00010005+2.9439e-05i,0.00030736+1.849e-05i,0.00028012-0.00013326i
-0.00048336-0.0012243i,-0.0016508-3.0691e-05i,-0.0015609+0.0012089i,-0.00097739+0.0015428i,-0.0011896+0.00083363i,-0.0011195+8.6678e-05i,-0.00036024-0.00045635i,-2.9161e-05-0.00044147i,-0.00046221-0.00044743i,-0.00065651+4.1491e-05i,-0.0010642+0.00098261i,-0.0012278+0.0013522i,-0.00064426+0.0013288i,-0.00094742+0.00032917i,-0.0012956-0.00053902i,-0.00092604-0.00041114i,-0.00020441-0.00029161i,6.3873e-05+0.00052165i,-4.8935e-05+0.00017143i,0.00044376-0.00052626i,0.00088969-0.00032304i,0.00082185-0.00037252i,0.00092963-0.00075073i
-0.0016124-0.00092603i,-0.0012292-0.00043764i,-0.00081993-0.00024657i,-4.8972e-05-0.00056139i,9.0321e-05-0.00018739i,-3.3402e-05-0.00035055i,0.00041273-0.0014888i,0.00081686-0.0012955i,0.00071998+0.00025039i,0.00057976+2.7066e-05i,0.00046082-0.00030509i,4.0175e-05-0.000219i,-4.3293e-05-0.00030842i,-0.00044313+8.8497e-05i,-0.00058676+0.00056552i,-0.00068932+0.00028701i,-0.00035536+5.8959e-05i,0.00098278+0.00041586i,0.0009755+0.00054193i,6.7706e-05+0.00047328i,-0.00028398+0.00011565i,-0.00058504-2.339e-05i,-0.0003556-0.00014162i
-0.00039439-0.00025248i,-0.0013143+0.00033116i,-0.0025133-0.0001396i,-0.0016531-0.00020322i,-8.9599e-05-0.00065485i,0.00050244-0.0015701i,0.00044446-0.0013919i,6.4905e-06-0.00087012i,0.0002531-0.00047036i,0.0010617-0.00041015i,0.0011411+6.7998e-07i,0.00031945+0.00012565i,0.00015981-0.0001758i,1.3636e-06+0.00028379i,-0.00062538+0.00058061i,-0.00074632-0.00029923i,-0.00043556-0.00054591i,1.4727e-05-0.00040283i,8.8063e-05-0.00033824i,-0.0002901-0.00018127i,2.1099e-05+5.9147e-05i,-0.00013494-0.00044923i,-0.00050818-0.0012146i
-0.0024198-0.00083978i,-0.0026125+4.9634e-05i,-0.0020633+0.0021962i,-0.0017238+0.0026761i,-0.0014725+0.0024062i,-0.0011658+0.0024156i,-0.0012763+0.00088248i,-0.0012133-0.00021777i,-0.0011147+0.00011712i,8.5147e-05+7.4366e-05i,0.00095774+0.00058031i,0.0010102+0.00075608i,0.00033994+0.00018336i,-0.00020528-0.0002285i,-1.4518e-05+3.3839e-06i,-1.2284e-05+0.00059357i,-0.00030937+0.00056867i,-0.00018539+0.00050722i,0.00055774+0.00033184i,0.00062108-0.000122i,0.0002544-0.00069299i,-0.00029284-0.00068777i,0.00034865-0.00029443i
0.0020899-0.00078347i,0.0025917-0.00083374i,0.0015712-0.0010403i,0.00064237-0.00099088i,-0.00014163-0.0006253i,-0.00097142+0.00022678i,-0.00062574+9.7275e-05i,0.00048619-0.00014671i,0.0014627-0.00060328i,0.0013814-0.00080121i,0.00078301+1.0221e-05i,0.00056837+0.00020748i,0.0012122-0.00033243i,0.0010691-0.00045784i,0.00021774+0.00023506i,0.00029772+0.00060616i,0.00057158+0.00036733i,0.00031114+0.00037496i,-0.00020809+0.00028221i,-0.00046359+0.00025497i,8.4562e-05+0.00011073i,0.0011128+0.00017284i,0.0010608+4.0537e-05i
0.00056694-0.0012198i,0.00016834-0.001946i,0.00087604-0.0023034i,0.00076967-0.0024183i,0.00057399-0.0018605i,0.00021396-0.0012149i,-0.00016105-0.00063528i,0.00020653-0.00017721i,0.001226-0.00015402i,0.001355-0.00058614i,0.00033471-0.00061195i,-0.00032403-3.4385e-05i,-0.00075605+0.00025252i,-0.00070427+0.00072728i,5.3874e-05+0.00068948i,0.00044669+0.00017259i,0.00044928+0.0002321i,0.00097424+0.00050312i,0.001157+0.0010182i,0.0011023+0.0011371i,0.00064486+0.00067571i,1.532e-05-0.00022683i,0.00084693-0.00054988i
-0.0022644+0.00099628i,-0.0016113+0.0023363i,-0.0013657+0.0031608i,-0.00068922+0.0029026i,-0.00013798+0.0021112i,0.00018304+0.0013937i,0.00076185+0.00059923i,0.00085865-0.00016761i,0.00060082-0.00018733i,0.0005041-0.00036348i,0.00066162+0.00014342i,0.00099115+0.00045378i,0.0010488+5.2816e-05i,0.00093964+0.00014251i,0.00050535+0.00075019i,0.00017291+0.00072157i,0.00023925+0.00034351i,0.00030101+0.00063197i,0.00028489+0.0003231i,-3.6998e-05+0.00024438i,-0.00013745+0.00059421i,0.00054702+0.00016961i,0.00049585+3.9376e-05i
0.0011156-0.0004793i,3.8648e-05-2.0779e-05i,0.00035294-0.00047579i,-0.00080936-0.00092523i,-0.0021188-0.0010236i,-0.0017584-0.0012292i,-0.0015534-0.00080945i,-0.00057436+0.00059054i,0.0004218+0.0013346i,0.00025283+0.00078351i,-0.00011958-1.7382e-05i,-0.00056183-0.00046338i,-0.00066253-0.00064121i,-2.1677e-05-0.00068705i,0.00035365-0.00030817i,0.00018755+2.178e-05i,-0.00021937-0.00013882i,0.0003063+0.00014385i,0.0010046+0.00056301i,0.00040195+0.00069732i,-0.00017449+0.00064745i,-0.00025654+0.00013832i,7.8389e-05-0.00054469i
0.0017472-0.0015974i,0.00091189-0.001783i,0.00019215-0.0017462i,-0.00024873-0.0018858i,-0.001299-0.0013416i,-0.0019622-0.0010901i,-0.00031408-0.0009426i,0.0006025-0.00068176i,0.00045798-0.00039472i,0.00044449-3.2605e-05i,-0.00073434+0.00020265i,-0.00070962+0.0006954i,0.00071222+0.00039573i,0.00088326+0.00040603i,3.5025e-05+0.00052125i,7.5332e-05+0.00047806i,1.1947e-05+0.00023677i,0.00023359-7.5832e-05i,0.00056778+0.00030906i,0.00037106+0.00078073i,0.00033128+0.0010394i,0.00082852+0.00039777i,0.00052238-0.00086217i
0.0027928+0.0010418i,0.0019905+0.00086316i,0.0012705+0.0001708i,0.00081379-0.0011592i,0.00022488-0.0014024i,-0.00057616-0.0010277i,-0.00073546-0.00098763i,-0.00037548-0.00043412i,0.00067208+0.00031151i,0.00091531+0.00089974i,-0.00031297+0.00061087i,-0.00074163+0.00020368i,-0.00047975+0.00083382i,0.00023697+0.0009827i,0.00041447+0.00062306i,3.4303e-05+0.00027954i,0.00028256+0.0002246i,-5.0159e-05+0.00016906i,-0.00012664+0.00039982i,0.00016692+0.0008859i,0.00047853+0.0010596i,0.0007303+0.0010268i,0.00049007+0.00057311i
0.0012591-0.00076055i,-0.00048976-0.0021496i,-0.00029174-0.002148i,0.00060152-0.0014246i,0.00031521-0.0012662i,-0.00033344-0.0012884i,-4.828e-05-0.00062202i,0.0001201-4.2031e-05i,-0.00024563-0.00028222i,-0.00046567-0.00082782i,-0.00059341-0.001132i,-0.00040635-0.00024156i,-0.00056795+0.00023588i,-0.000803-0.00062129i,-0.00052511-0.0010076i,1.877e-05-0.00045044i,0.00016002-0.00040372i,0.00044992-0.00075755i,0.00037927-0.00029676i,0.00010456+0.000477i,0.00036747+0.00050395i,-0.00015377-0.00013206i,-0.00035173-9.3207e-05i
-0.0010461-0.0005762i,-0.00092802-0.00092169i,-0.00076668-0.00090804i,-0.00069941+0.00018127i,-2.3052e-05+0.0010665i,0.00063572+0.00067474i,0.0004493+0.00082385i,-0.00047219+0.00060092i,-0.00094828+6.7507e-05i,-0.0008699+0.00074112i,-0.00047017+0.00062918i,0.00013469+0.00056083i,0.00019654+0.00076872i,0.00055983-0.00013727i,0.00042847-0.00033849i,7.6239e-05+4.8696e-05i,-0.00031917+7.8156e-05i,-0.00020873+1.1819e-05i,0.00035903-0.00047412i,-0.00012951-0.00056266i,-0.00064148+3.0353e-05i,0.00043087+6.2418e-05i,0.0010196+4.8308e-05i
-0.001521+0.0010057i,-0.0015533-0.00013287i,-0.0010202+0.00016193i,-0.00030338+0.00074362i,-0.00023023+0.00039286i,-0.00049182-0.00022251i,-0.00029422-0.00040827i,0.00070034+0.00024434i,0.0015961+0.00019932i,0.0018659-3.5472e-05i,0.00078117+1.4654e-05i,0.00047643+1.9927e-06i,0.00061873+0.00041464i,0.00056301+0.00043938i,0.00047737-0.00015309i,0.00011438-0.00029486i,0.00046653-0.00022181i,0.00033265-0.00017816i,-6.3051e-05+4.5014e-05i,0.00051656+0.00028735i,0.0011283-1.4746e-05i,0.00063456-0.00032199i,9.6505e-05-0.00075266i
0.0012818-0.0017551i,0.0014626-0.0022947i,0.0013051-0.0021381i,0.00051473-0.0012522i,1.8251e-05-0.0011252i,-0.00054419-0.00072877i,0.00058048-0.00013634i,0.0013394-0.00017966i,0.00040023-1.8215e-05i,4.3746e-05+0.00038925i,7.1982e-05+0.00010778i,-0.00011898-0.00013278i,9.8002e-05-1.547e-06i,0.00024976+0.00012808i,-0.00041972+0.00010496i,-0.0012623+0.00042882i,-0.0010466+0.0002621i,-0.00039549+2.0521e-05i,0.00016931+0.00032818i,0.00014097+0.00023208i,-0.00041624-0.0002362i,-0.00030597-0.00036837i,0.00030111-0.00047195i
-0.00027248+0.0015537i,-0.0012278+0.0003244i,-0.0012987+0.00055499i,-0.00040117+0.00066664i,7.1071e-05-0.00022646i,0.00054773-0.0009784i,-9.0438e-06-0.00098136i,-0.00070283-0.00072886i,-0.00044217-0.00024796i,-0.00037397+0.00022976i,-0.00054583-6.1226e-05i,-0.00036498-0.00069862i,0.0001003-0.00087561i,0.00020823-0.0008813i,-0.00030198-0.00048435i,-0.00037757+8.7175e-05i,4.5515e-05+0.00061283i,-0.00035692+0.0005191i,-0.00059903+0.00017905i,-0.00024879-7.7075e-05i,0.00045378-0.0002956i,0.00043129-0.0004247i,-0.00030926-0.00022754i
0.0022956-3.5415e-05i,0.0022285-0.0007462i,0.0027819-0.00022463i,0.0022928+0.00014929i,0.00019463+3.5719e-07i,-0.0010109-0.00081603i,-0.0010511-0.00092112i,-0.00057671-0.00035261i,0.00016805-0.00045505i,0.001235+0.00015693i,0.00094476+0.00067421i,-0.00045337+0.00040521i,-0.00096649+0.00053721i,-0.00092854+0.00052731i,-0.00072961-7.7888e-06i,-7.0129e-05-0.00050202i,0.00022224-0.00049422i,0.00027322-0.00018367i,2.8888e-05-0.00025699i,-0.00049752+2.0801e-05i,0.00014078+5.55e-05i,0.0011835-0.00012975i,0.00097373-0.00026442i
0.0001305-0.00044202i,-0.00055828-0.00028782i,-0.00038543-0.00061527i,-0.00031465-0.00070929i,-0.00078615-0.0012347i,-0.00075999-0.0013901i,0.0001236-0.0012614i,0.00084125-0.00069908i,0.00048422-0.00036422i,0.00044225-0.000528i,0.00068674-0.00074025i,0.000276-0.00034583i,0.00039127+0.00010382i,0.00050534-5.0172e-05i,-0.00047465-0.00023746i,-0.00034665-0.00051181i,0.00063654-0.00121i,0.00048224-0.00071625i,-0.00013697-7.7182e-05i,0.00033732-0.00042517i,0.0012382-0.00061616i,0.00085625-0.00035158i,-9.9546e-05-0.00054172i
-0.00063946-2.9654e-05i,-0.0015527-0.00029558i,-0.0015643+0.00063165i,-0.00079256+0.0011388i,-0.0005075+0.00021778i,-0.00049124-5.4976e-06i,-0.00095353-0.00047329i,-0.0006195-0.00078753i,-0.000361-0.00030582i,-0.00016648+0.00015297i,0.00054421+0.00080382i,0.00082466+9.1149e-05i,0.0011384-0.0005337i,0.00029741+4.0472e-05i,-0.00067797-9.1997e-05i,-0.00063715-0.00079132i,-0.00064865-0.0010167i,-0.00020186-0.00050782i,0.00051687-0.00036161i,0.00079014-0.00018524i,0.00075229+0.00016541i,-0.00024763+0.00031112i,-0.00061219-0.00043446i
-8.0231e-05-2.8215e-05i,0.00028704-4.2372e-05i,9.0097e-05-0.00034596i,0.00018948-0.0013304i,0.00072713-0.0016245i,0.0010598-0.00033881i,0.00045886+0.00084037i,0.00026005+0.00074793i,0.0011397-0.00026667i,0.0016142+2.8615e-05i,0.0011183+0.00074025i,0.00037755+0.00016616i,0.00015755-0.00020512i,0.00029292+5.5654e-05i,0.0010105+0.00027765i,0.0015378+0.00060376i,0.0010324+0.00076036i,0.00025987+1.2321e-07i,-0.00013782-0.00016267i,-6.3414e-05-0.00032353i,-8.5983e-05-0.00019498i,0.00012933+0.00037041i,0.00085754+0.00019755i
-0.0007193-0.0018483i,-0.0017743-0.0021909i,-0.0019004-0.0018998i,-0.0008552-0.0011436i,-0.00051753-0.00037621i,-0.0005546+0.00070593i,0.00014965+0.00018245i,0.00087413-0.0015294i,0.00049179-0.0017769i,0.00030384-0.0011979i,0.0010867-0.00065378i,0.00090297-0.00034408i,0.00049262-0.00073892i,0.00053336-0.00099935i,-0.00031807-0.0010575i,-0.00088839-0.00087916i,9.98e-05-0.00051511i,-0.00026956+0.0001241i,-0.00057641+0.0010404i,0.00031913+0.00088111i,0.00043524+0.00016837i,0.0001954-2.143e-05i,0.00031618+1.7332e-05i
0.0011237+0.00051387i,0.0013201+0.00071135i,0.0011848+0.00020384i,0.0007146-0.00046589i,-0.00018326-0.00051911i,-0.00016252-0.0011706i,0.00018633-0.0020101i,0.00028228-0.0014593i,0.00076762-0.00058628i,0.00063478-0.00018269i,0.0002556+4.8072e-05i,0.00050188-5.471e-05i,0.00077732-0.00037396i,0.0007238-0.00050398i,0.0010548+3.4429e-05i,0.0002618+0.00012616i,-0.00089723-0.00066009i,-0.0012451-0.00027833i,-0.00090349-2.1738e-05i,-0.00064991-0.00028442i,-0.00063326-0.0004305i,-0.0010573-0.00075335i,-0.0004385-0.00035649i
-0.0001725+0.0012182i,0.00015915+0.0016436i,0.00042502+0.0016531i,-0.00010537+0.00084164i,-0.00029025+7.7782e-05i,-0.00010119-0.00044821i,0.00012771+3.1045e-05i,-0.00046193+0.00038868i,-0.00082794-0.00010357i,-0.0001895-0.00039603i,7.5359e-05-9.3118e-05i,-0.0001679+0.00059288i,-0.00057723+0.00078737i,-0.00077849+0.00066504i,-0.0014532+0.0007239i,-0.0010627+0.0006999i,0.00023439+0.00078457i,0.0012103+0.00036602i,0.00090359+5.1079e-05i,-0.0001048-0.00030247i,-0.00022068+0.00016883i,-4.8512e-06+0.00096088i,6.0009e-05+0.00020263i
-0.00083444-0.0012146i,-0.0016843-0.001038i,-0.0026472+0.00030584i,-0.0027158+0.00094386i,-0.0018645+6.9572e-05i,-0.0005355-0.00043218i,0.00012572-0.00017873i,0.00022384-0.00061602i,0.0002971-0.00059014i,0.00035279-0.00017166i,0.0011393-7.2333e-05i,0.0013361+0.00013668i,0.00072439+0.00025646i,0.00035072-0.00028557i,0.00048087-0.0007394i,0.00064848-0.00076692i,0.00046191-0.0004936i,0.00025082-0.00023042i,-3.2512e-05-9.1777e-05i,-0.00037299-0.00012108i,-0.0001504+2.5093e-05i,0.00014382-0.00052086i,0.00041573-0.0011472i
0.00054131+0.00017058i,-4.4207e-05-0.00051935i,-0.00025854-0.001277i,0.0010907-0.00078607i,0.0010207+0.00013859i,-0.00048721-0.00025301i,-0.00042554-0.0012718i,0.00039497-0.00081505i,0.0009319-0.0006611i,0.00037152-0.00081017i,-3.1875e-05-0.00035039i,-0.00029448+0.00020085i,-0.00085311-0.0002709i,-0.0012852-0.00062422i,-0.00080896-0.00028746i,-7.8031e-05-3.4318e-05i,-0.00048967+0.00027926i,-0.0010954-0.00058458i,-0.00096021-0.0010116i,-2.3022e-05-0.0004106i,0.00092547-0.00054549i,0.00067397-0.00057702i,0.00038197-0.00038993i
-4.5357e-05-1.2132e-05i,-0.00028715+0.00064111i,-0.00073057+0.0018563i,-0.0005485+0.0015845i,-0.00033724-0.00020388i,-0.00043622-0.001599i,-0.00011302-0.0011512i,-0.00022953-0.0005716i,-0.0002004+0.00025667i,4.2294e-05+0.0014473i,-1.0053e-05+0.0013533i,0.00021039+7.9473e-05i,0.00025635-0.00021387i,0.0002314+5.3927e-05i,-0.00021784-8.9764e-05i,-0.0011341-0.0001699i,-0.0013135+0.00067288i,-0.00077977+0.0014683i,-0.00069199+0.00094683i,-0.00046559+0.00023688i,-0.00047533+0.0005617i,-7.3991e-05+0.00094804i,0.0001208+0.00040032i
-0.00016801-0.001203i,-0.00071995-0.00087504i,-0.0014721-0.00065643i,-0.0010222-0.00059093i,-0.000386-0.00015499i,-0.00033666-4.6438e-05i,0.00058448-0.0013526i,0.0014212-0.0017279i,0.00056562-0.0006979i,0.00038947+0.00017442i,0.00041016+0.00024685i,0.000675+0.00017296i,0.00059983-0.00010191i,-0.00021653-0.00033854i,-0.00055859-4.3491e-05i,-0.00070304+0.00046678i,-0.0012815+0.00065557i,-0.0012967+0.0011992i,-0.00079618+0.0012124i,-0.00054999+0.00086817i,-0.00018827+0.00055144i,0.00048592-0.00011261i,0.00035585-0.00034737i
0.0015969+0.0018469i,0.00236+0.0019211i,0.0043452+0.00031788i,0.0036248-0.0017392i,0.001353-0.0017651i,0.0003719-0.001317i,-0.00026562-0.00055108i,-0.00058042-0.00033542i,9.2765e-05-0.00025027i,0.0010974+0.00035011i,0.0010498+0.00030389i,0.00011378-0.00052043i,-0.00037289-0.0013455i,-0.0002543-0.0005168i,-0.00056627+9.6209e-05i,-0.00065357+0.00039719i,-0.00060957+0.00045372i,-0.00062991+2.0795e-05i,-0.00071186+9.0103e-05i,-0.0007449+0.00037548i,-0.00036905+0.00059315i,0.00054957+0.00050925i,0.0007619-0.0004052i
0.00091743+0.00047351i,-0.00033101-8.4912e-05i,-0.00050794+0.00021004i,0.0001436+0.00066205i,-0.0002349+1.084e-06i,-0.0014301-0.00073561i,-0.0010968-0.00048647i,0.00068602+0.00026455i,0.0012554+0.00050186i,0.0012635-0.00022287i,0.0010889+0.00020709i,0.00032074+0.001575i,-0.00012725+0.0014731i,-0.00019221+0.00081909i,0.00080227+0.00080055i,0.00080409+0.00066185i,-0.00036084+0.00031425i,-0.00093217-0.00026677i,-0.00095356-0.0004991i,-0.00080908-0.00018348i,-0.00021217-0.00038143i,0.00039913-0.00058364i,0.00027414-0.00069808i
-0.0019267-0.00055066i,-0.0011996-0.00056667i,-0.0020431-0.00058126i,-0.0016204+3.9508e-06i,-0.00010074-6.0416e-05i,0.00037668-0.00052826i,0.00097622-0.0011944i,0.0011648-0.00087316i,0.00050421+0.00012173i,0.00011005+0.00027989i,-0.00018775+0.00012175i,-0.00034342-0.00030377i,8.1249e-05-8.0398e-05i,8.8307e-05+0.00024619i,4.1612e-05-1.663e-05i,0.00014898+0.00055937i,-4.5564e-05+0.00040159i,8.7631e-05-0.00015932i,-0.0001371+0.00044816i,6.4813e-05+0.00014766i,0.0012192-0.00028868i,0.0019942-0.00010723i,0.0016142-0.00043182i
-0.00068005-0.00086056i,0.00066667-0.0017357i,0.0013685-0.0025241i,0.0015978-0.0017745i,0.0011933-0.00028349i,0.00018217+0.00051564i,-0.00015301+0.0002187i,-0.00019909+0.00026325i,9.9935e-05+0.00040719i,0.00051721+0.00020971i,0.00082698+0.00077489i,0.0013979+0.0013729i,0.00082594+0.0001259i,-0.00025841-0.0007329i,-0.00040427-0.00015789i,-0.00033821+0.00027931i,-0.0003115+0.00016981i,-0.00021948+0.00019051i,-0.0001549+0.00088187i,0.00035104+0.0012529i,0.00039415+0.0010609i,0.00011689-0.00023497i,0.00025681-0.0010321i
-0.00065827+0.0007592i,-0.00031919+0.00067097i,-0.00087237+0.00068779i,-0.0015468+0.00067788i,-0.0010729+1.9577e-05i,0.00015371-0.00044106i,0.00040482-0.00010341i,-0.00028507-0.00021627i,0.0003519-0.00025193i,0.00077923+0.00064144i,0.00067504+0.00066259i,0.00062308+0.00024143i,0.00059162-4.7664e-05i,0.00088378-0.00017783i,0.00086736-0.00023602i,0.00032178+0.0001601i,-0.00018944+0.00049842i,5.5675e-05+0.00019975i,0.00034101-5.2391e-05i,0.00025494-5.6821e-05i,6.8837e-05+7.6324e-05i,-0.00043815+0.00038416i,-0.00012868+0.00026385i
0.00033017-1.7155e-05i,-0.00045306-0.0012362i,-0.00057958-0.0011776i,-0.00064467-0.0012374i,-0.00095795-0.0010284i,-0.00072136+4.2821e-05i,-0.00027024+0.00025595i,-0.00079622+0.00020136i,-0.00078274+0.0004859i,-0.00034315+0.00069752i,-0.00025307+8.2262e-05i,-0.00041316-0.0002886i,-7.0426e-05+3.9939e-05i,0.00022236-7.4832e-05i,-0.00046396+0.00058401i,-2.0731e-05+0.0014679i,0.00032573+0.0010315i,0.00040448+0.0001982i,0.00046495+0.00034247i,0.00042497+0.00045726i,0.0011064-4.1694e-05i,0.0014574-0.00034317i,0.0014364+7.7137e-06i
0.0013768+0.0014238i,0.0017347+0.0018802i,0.0023697+0.0011799i,0.0023388+6.8648e-05i,0.00096977-0.00076201i,-0.00023034-0.00088183i,-0.00036005-0.00047543i,9.9039e-05+0.00022391i,0.0010351+0.00049054i,0.0014451+0.00034134i,0.00034917-0.00015324i,-0.00067613+0.00010765i,-0.00060677+0.00059132i,-0.00041571+0.00033637i,-1.0223e-05+0.00020697i,0.00033859+0.00028159i,0.00012709+0.00023639i,0.00027164-0.00011731i,-0.00025014-0.00014028i,-0.00080511-2.9906e-05i,-0.00026911+0.00053815i,-0.00028024+0.001064i,8.2631e-05+0.0006773i
0.00087124-0.00091799i,0.0006825-0.00069329i,0.00049048-0.00043907i,0.00056275-0.00050285i,0.00082118-0.00125i,0.0011027-0.001589i,0.0016494-0.0015573i,0.0019125-0.0014683i,0.0010632-0.0011475i,0.00014198-0.00073067i,-0.00032505-0.00071824i,-5.6841e-05+9.8749e-05i,0.00039009+0.00092057i,-0.00010014+1.2744e-05i,-0.00033322-0.0004596i,-0.00027785-7.4663e-05i,-0.00062314+0.00042954i,-0.00081315+0.00082525i,-0.00065768+0.00070354i,-0.00034647-0.00043674i,0.0002921-0.0010032i,0.00096028-0.00082587i,0.0011292-0.00056748i
0.0011527-0.00054893i,0.0012839+0.00019125i,0.0010315+0.00047228i,-0.00057843-0.00082505i,-0.0019411-0.0015246i,-0.0014412-0.00033139i,-0.00052739-0.00047857i,9.9274e-05-0.00081145i,-5.8974e-05-8.9484e-05i,-0.00010409+0.00027702i,0.000237-5.1874e-05i,0.00054825-0.00010959i,0.00042019+6.7321e-05i,-0.00018758-3.8586e-05i,-9.6409e-05+0.0003314i,5.5107e-05+0.00083574i,2.667e-05+0.00055688i,0.00056296-0.00072152i,0.00058564-0.00038637i,0.00016664+0.00095103i,-0.00022895+0.0012849i,7.3719e-05+0.00071714i,-4.8307e-05-0.00035477i
-0.0015184-0.0004463i,-0.00080007+0.00011006i,-0.00014215+0.00096624i,0.00069323+0.0016557i,0.00099978+0.001866i,0.00041246+0.0005221i,-0.00067896-0.00019227i,-0.0013864-2.2807e-05i,-0.00068314+1.5291e-05i,0.00082093-0.00024117i,0.00082773-0.00080171i,0.00047585-0.00037015i,0.00028177-0.00015218i,0.00013416+0.00019694i,0.00035157+0.00050427i,0.00036922+0.00029338i,-1.4608e-06+0.00059456i,0.00010025+0.00053912i,0.00066663-0.00024029i,0.00061934-0.00039965i,-0.00015226+0.00033234i,-0.00060002-1.2363e-05i,-8.44e-05-0.0010745i
0.00030927-0.0027404i,-0.00095328-0.002724i,-0.0012925-0.0021359i,-0.0013283-0.0011346i,-0.0020836-0.00066816i,-0.0020988+0.00032709i,-0.00072876+0.0006915i,0.00022162+0.00033342i,0.00080993-0.00012702i,0.00048677-0.00033912i,0.000184-0.00034096i,0.00026469-0.00042928i,-0.00010363+0.00061261i,-0.00020372+0.00064508i,-0.00035838+3.7712e-05i,-0.00087012-0.00014266i,-0.00060565-0.00020832i,0.00021655+0.00036523i,0.00028805+0.00068387i,0.00073283+0.00044905i,0.0010587+4.9633e-05i,0.00055731+0.0003949i,0.00036332+0.00080295i
-0.00031386+0.0017424i,-0.00036716+0.0021223i,7.5161e-05+0.0016655i,0.00073294+0.0014057i,0.000181+0.0014574i,0.00056247-0.00040811i,0.00084335-0.0014289i,-2.7257e-05-0.00080631i,-5.1185e-05-0.00010984i,2.4672e-05-0.0002972i,6.0537e-05-0.00065539i,0.00022273-0.00077804i,-0.00030347-0.00019807i,-0.0010798+0.00091016i,-0.0010542+0.00027863i,-0.0005672-0.00027479i,0.00010768+0.00073686i,0.00073036+0.0010435i,0.00088126+7.9332e-05i,0.00076597-0.00039839i,0.00017799+0.00012721i,-0.00041895+0.00041418i,-0.00020752+0.00023396i
