-0.0010395-0.001144i,-0.0010252-0.0015487i,-0.0015468-0.0009942i,-0.0020106-0.00012265i,-0.0019616+0.00018398i,-0.0017637+0.0011896i,-0.00084784+0.0024494i,-0.00047118+0.0024067i,-0.00040182+0.0013357i,-0.00029995+0.00087321i,-0.00055877+0.00037254i,-0.0011186+0.00010855i,-0.0011784+0.00074014i,-0.00063683+0.00089653i,-0.00082097+0.00028696i,-0.00054926-0.00025873i,-0.00023056-0.00049868i,-0.0001423-0.00093521i,0.00014918-0.0010318i,0.00069835-0.00058602i,0.00065094+0.00010061i,0.00040886+0.00023692i,0.00026187+5.5942e-05i
-0.00047379-0.00043812i,-0.000843-0.00079471i,-0.0012245-0.00072854i,-0.0013941-0.00016439i,-0.0010315+0.00035475i,-0.00047405+0.00063202i,0.00047551+0.001258i,0.0013353+0.0004693i,0.00057359-0.00016074i,-0.00086115-0.0002617i,-0.0015336+0.00016303i,-0.0017124+2.2825e-05i,-0.00096846-0.00066529i,-0.0002574-0.00083387i,0.00040714-0.00075062i,0.00017585-0.00023614i,-0.00080386+2.0271e-05i,-0.00081493-5.9943e-05i,6.7017e-05+0.00020938i,0.00035241+0.00061143i,-8.9701e-05+0.00035449i,-0.0013244-8.156e-05i,-0.001576-0.00032295i
0.00063159-0.00070845i,0.00043929-0.0012899i,-0.00011787-0.002644i,-0.00095467-0.0022278i,-0.0015362-0.00029478i,-0.0014328+0.00067066i,-0.00086551+0.0013177i,0.00010086+0.0016386i,0.00029716+0.00073953i,-0.00024646+0.00040818i,-0.00050042+0.00056487i,-0.0002449+0.0001269i,-0.00024036-0.00018604i,-0.00067738-8.1689e-05i,-0.00013023+0.00040437i,0.00049522+0.0010731i,0.00030987+0.00083672i,-7.9979e-05-0.00031641i,-0.00050495-0.00062343i,-0.00090577+0.0001018i,-0.00051882+0.00077252i,6.06e-05-1.3181e-05i,0.00037269-0.00070184i
-0.0018425+0.0014281i,-0.0021011+0.0014021i,-0.0023463+0.0017769i,-0.00091098+0.0012953i,0.00060867+0.00066772i,0.00093548+0.0006836i,0.00076544+0.00095991i,-0.00028109+0.0010741i,-0.00093118+0.00045007i,-0.00069699+0.00016297i,-0.00078812-0.00018415i,-0.0009884-0.0004727i,-0.00094048-0.00034992i,-0.00031125-0.00021392i,-4.3467e-05-6.1971e-05i,-0.00045845+0.00010015i,-0.00090328-0.00019592i,-0.0012196-0.00056404i,-0.0011696-0.00060133i,-0.00080709-0.00084122i,-0.00013292-0.00047976i,1.0616e-05-0.00013001i,9.5567e-05-0.00030624i
-0.00043529+0.0011975i,-0.0003632+0.0015295i,0.00014896+0.0012924i,0.00033139+0.0009922i,0.00019982+0.00044209i,-0.00041652+0.00024308i,-0.00080785+0.001227i,-0.0002481+0.0017091i,-0.00031832+0.00068357i,-0.00093308+0.00014583i,-0.0010704-4.9862e-05i,-0.00042646-0.00043434i,0.00025908+0.0007058i,-4.9598e-05+0.0015533i,-0.00030002+0.0011707i,0.00025973+0.00064564i,0.00065765+0.00029811i,0.00011473+0.00022672i,-0.00045035+0.00016744i,-0.0004166-0.00018886i,-0.00058446+1.8316e-06i,-8.4603e-05+0.0006309i,4.2795e-05+0.0008113i
0.00019556-0.00036669i,0.0005046-0.0011556i,-0.00028429-0.0022105i,-0.00087324-0.0018411i,-0.0014771-0.00071779i,-0.0015769+0.0009906i,-0.00025695+0.0023153i,0.0005789+0.001731i,-2.5505e-05+0.0005198i,-0.0011461+0.00055598i,-0.0012755+0.00045012i,-0.00083327+0.00011449i,-0.00053678+0.00015344i,-0.00051031-0.00032616i,-0.00021125-0.00013048i,-0.00019321+0.00036228i,-0.000738+0.00052878i,-0.00096414+0.00055082i,9.2163e-05+0.0008856i,0.0012035+0.00034438i,0.00089315-4.7355e-05i,-7.6624e-05+0.00074628i,-0.00040995+0.00071645i
0.00038175-8.9673e-05i,0.00019862+7.2885e-05i,-0.00018341+0.00079819i,-0.00079248+0.00061774i,-0.0013093+0.00016507i,-0.00075716+0.00077086i,0.00022784+0.00086767i,0.00013996+0.00051222i,-0.00076561+0.0004321i,-0.00090957+3.4468e-05i,-0.0010527-0.001041i,-0.00093123-0.0013614i,-0.00028121-0.00097409i,-0.00038203-0.00088034i,5.5522e-05-0.00018616i,0.00050197+0.00072207i,0.00070392+0.00073154i,0.0006488+0.00042552i,0.00039107+1.7653e-05i,0.00022902+0.00028125i,0.00022785-0.00010624i,0.00029228-0.00060968i,0.00019628-0.00032682i
0.00049067+0.00016562i,0.00027799-0.00062923i,0.0004182-0.00025528i,0.0004276-5.4887e-05i,0.00013501+0.00028438i,-0.0001518+0.0014677i,-0.001056+0.0013237i,-0.0015855+0.00014175i,-0.0010755-0.00038444i,-0.00064314-0.00021797i,-0.00082306+0.0002736i,-0.0010573-0.00021916i,-0.00044292-0.00021268i,4.6994e-05+3.0524e-05i,-5.2721e-05+0.00020387i,-3.276e-05+0.0008924i,8.379e-05+0.0013218i,-0.00019438+0.0011203i,-0.00035698+0.0011071i,0.0001163+0.0006022i,-0.00019609-0.00012976i,-0.0011889-0.0002799i,-0.0010861-6.8837e-05i
-4.7953e-05-0.00074768i,0.00064604-0.00057893i,2.6311e-06-0.0015542i,-0.00022797-0.0022113i,-0.00030633-0.00069833i,-0.00063738+0.0011527i,-3.6505e-05+0.0023306i,0.00033559+0.0019524i,-0.00044322+0.00032924i,-0.00078656-0.00037623i,-0.00075134-9.4732e-05i,-0.00069797+1.2576e-05i,-0.00044886+6.5664e-06i,-0.0006226+8.2224e-05i,-0.0010717+0.00017219i,-0.00070793+0.00083254i,-0.00083283+0.00070459i,-0.00083762+0.0001985i,-0.00055266+0.00059143i,-0.00016771+0.0006408i,0.00014115+0.00088608i,0.00018224+0.00099073i,0.00029709+4.5387e-05i
0.00019733+0.00086527i,-2.259e-05+0.0010031i,-3.9886e-05+0.00059838i,0.00059751+6.8743e-05i,0.00063827-0.00041966i,0.00048062-0.00027232i,0.00081743+0.00035791i,0.0014993+0.00044528i,0.00090755+9.025e-06i,0.00026211-0.00071293i,0.0011188-0.00061903i,0.00059539-0.00061001i,-0.00091882-0.00062399i,-0.00097712-0.00083335i,-0.00038996-0.00048552i,-1.3158e-05+0.00016847i,-0.00010956+0.00016034i,-0.00014319+7.0558e-05i,0.00058005+0.00029815i,0.00034683-0.00032927i,-0.00027109-0.00091203i,-0.0001607-0.00060255i,0.00013125-0.00069645i
0.0009642-0.0014082i,0.00027331-0.0015198i,-0.00066211-0.0023518i,-0.0014148-0.0019811i,-0.002529-0.0010077i,-0.0028007+0.00023096i,-0.0012656+0.0021471i,0.00024914+0.0014111i,0.00045037+3.832e-05i,-0.00033443+0.00049576i,-0.00074047+0.00075125i,-0.00032912+0.00012003i,-0.00022672+0.0002696i,-0.00012462+0.00077207i,1.1352e-05+0.00077074i,0.00045914+0.00082822i,0.00030368+0.00083286i,-0.00024079+0.0009576i,1.2529e-05+0.00098328i,0.00016716+0.00064155i,0.00011826+0.00067808i,-0.00031071+0.001136i,-0.00058329+0.0012262i
-0.00097312-0.0011648i,0.00027775-0.00049321i,0.0012072-6.9667e-05i,0.0010669+0.00071118i,0.00038075+0.0015334i,0.00020332+0.002108i,-0.00020514+0.0015981i,-0.00050852+0.00020962i,-0.00094265-0.00044058i,-0.00095685-0.00052528i,-0.00047189-0.00040215i,-0.00043503-0.00036653i,-0.00039186-0.0002642i,-0.00017022-0.00037772i,1.8121e-05-0.00037459i,-0.00029992-0.00019279i,2.001e-05+0.00022127i,0.00085897+0.00030863i,0.0008089-0.00030098i,0.00069546+3.449e-05i,0.00017241+0.00075698i,-0.00053433+0.00052519i,-0.00081792-0.00012611i
0.00026462-0.0010782i,0.00018383-0.00089697i,-0.00045632-0.0012655i,-0.0009175-0.0011294i,-0.0016356+7.104e-05i,-0.0015708+0.0007871i,-0.00022321+0.00055543i,0.00068826+0.00022634i,0.00048394+0.0001714i,-0.00066262+0.00023922i,-0.00092428+0.00064817i,-0.00044449+0.00055946i,-0.00045944-0.00043827i,-0.00073521-0.0004864i,-0.00052197+0.00056445i,-0.00015627+0.00099615i,0.00025004+0.00040328i,0.00096966-9.4444e-06i,0.0011053+3.0886e-05i,0.00079773+0.00066013i,0.00029834+0.00042209i,-2.2543e-05-6.0098e-05i,-0.00019029-0.00013859i
0.00095587-9.8214e-05i,0.0018647-0.00049687i,0.0018235-0.00071736i,0.00099133-0.00076365i,-3.1777e-05-0.00041392i,-0.000307+0.00013155i,0.00018719+0.00084044i,0.0003113+0.0010938i,0.00023322+0.0004685i,0.0001065+7.2915e-05i,-0.00047836+0.00067479i,-0.0010704+0.00097935i,-0.0011712+0.00088756i,-0.00075529+5.101e-05i,-0.00054221-0.00030266i,-0.00056372-9.0831e-07i,2.4062e-05+0.00062937i,0.00017107+0.00074714i,-0.00097348-0.00019991i,-0.0010516-0.00046728i,5.1024e-05-3.2857e-05i,0.00049191+0.00039977i,0.00075928+9.0515e-05i
-0.0012036+2.268e-05i,-0.0020529+0.00097653i,-0.0022532+0.00094635i,-0.0010039+0.00018731i,-0.0005057+0.00040896i,-6.6505e-05+0.00087184i,-0.00019684+0.00089208i,-0.00031957+0.00073826i,-6.8039e-05+0.00053072i,-0.00091184+0.0005204i,-0.00048178+0.00030139i,-0.00029624-0.00027282i,-0.00058403-0.00039266i,-0.00072055-0.00024344i,-0.00080948-5.6898e-06i,-0.00066442+0.0006734i,-0.00095854+0.00081111i,-0.0010315+0.00072683i,-0.00068125+9.0883e-05i,-0.00037632-0.00070021i,-0.00024704-0.00061888i,0.00025507-0.00083393i,0.00069435-0.00079715i
-0.00079071+0.00035773i,2.6173e-05-0.00032216i,0.00020782+0.00015143i,8.5301e-05+0.0006326i,0.00061305+0.00097236i,-0.0001801+0.00094127i,-0.00044912+0.00094189i,0.00033319+0.00082335i,0.0001313-5.1823e-05i,0.00043129-0.00027119i,0.00020911-0.00026919i,-0.00023717-0.00058398i,-0.00057147-0.00055031i,-0.00068755+1.7525e-05i,0.00013916+0.00016282i,0.00061458+0.00043215i,0.00029586+0.00038833i,-0.0002611-0.00033032i,-0.00021275-0.00037867i,-0.00020657-0.0003221i,-0.0005001-0.00083916i,-0.00061666-0.00068647i,-0.00035666-0.00011748i
0.0019349+0.00015961i,0.0022307+8.2625e-05i,0.0015467-0.00093636i,7.5089e-05-0.0021286i,-0.00060084-0.0023095i,-0.0013591+4.075e-05i,-0.00093096+0.0024524i,0.00015881+0.0015335i,-0.00017622-0.00083514i,-0.0007854-0.0015542i,-0.0011002-0.00071385i,-0.00096821+0.00017147i,-0.00055301+0.00069287i,-0.00067576+0.00057158i,-0.00043906+0.00036597i,-0.00025224+0.00053511i,-0.00013232+0.00033163i,0.00020784-0.00033787i,3.4518e-05-0.00034908i,-1.4628e-05+0.00059629i,0.00011908+0.0013938i,-8.9229e-05+0.00069405i,0.00052298-0.00014692i
-0.00088731-0.0011647i,-0.0012813-0.0016952i,-0.0017484-0.0012041i,-0.0018882-0.00020465i,-0.001643+0.0015412i,-0.0014167+0.002686i,-0.00043892+0.0020731i,0.00065777+0.0017568i,0.00013392+0.00134i,-0.0013435+0.0010808i,-0.0022158+0.00058345i,-0.0022023-0.00064076i,-0.0014456-0.0008994i,-0.00062455+0.00014033i,8.5423e-05+0.00071986i,0.00035869+0.00080674i,0.0006509+0.00083832i,0.00077773+0.00010507i,0.00075032-0.00066826i,0.00036905-0.00039389i,-0.00035622-0.00027319i,-7.5198e-05-0.00034659i,0.00022841-0.00010238i
0.00027957-7.9293e-05i,0.00098308+3.2837e-05i,0.00058163+0.00019848i,-0.00025751+0.00030959i,-0.0011477+0.00040744i,-0.0017168+0.0011145i,-0.00064059+0.0018285i,0.00072357+0.0013414i,-7.8949e-05-0.00032874i,-0.00052512-0.00090553i,-0.00032186-0.0001617i,-0.00076786+0.00048585i,-0.0011478+0.00074311i,-0.00071196+0.0013227i,-0.00022778+0.00077776i,-0.00016153+4.7475e-05i,-0.00023699+0.00044487i,3.2542e-05-0.00014966i,0.00067889-0.00041198i,0.00035041+0.00063033i,-7.9226e-05+0.0002385i,-0.00011926+2.0307e-05i,-0.00070388+0.00078113i
-0.0011716+0.0012848i,-0.00028043+0.0007777i,0.00065+0.0011553i,0.001541+0.00066084i,0.00085099+0.00034168i,0.00017192+4.033e-05i,0.00053378+0.00084388i,0.00013202+0.0012002i,-0.00082535+0.00060041i,-0.00071633+0.00017641i,-0.00022815-0.00023972i,-0.00054596-0.00048532i,-0.00058009-0.00041241i,-0.00059991+0.00031895i,-0.0012139+0.00045924i,-0.0011249+0.00062102i,-0.0011335+0.00087455i,-0.00096608+0.00067251i,-0.00039562-1.1524e-05i,7.2687e-05+0.00039766i,0.00035156+0.0012681i,0.00057668+0.00033563i,0.00020424-0.0004475i
-0.00040007-0.0012184i,-0.00071271-0.0017766i,-0.00064509-0.0014547i,-0.0015541-0.00028112i,-0.0020501+0.00028781i,-0.0016843+0.00022961i,-0.00026163+0.00031078i,0.00062381+0.00066756i,-1.4337e-05+0.00072111i,-0.0004636+0.00062938i,-0.00042974+0.00048974i,-0.00043341+0.0004318i,-0.00068181-8.6803e-05i,-0.00065375-0.00093864i,2.8559e-07-0.00022132i,0.00058731+0.0005687i,0.00012204-0.0003057i,-8.0022e-05-0.00065435i,7.4272e-05-0.00013536i,-0.00027584-0.00027496i,-0.0010129-0.00055779i,-0.00053821-3.4033e-05i,8.9504e-05+8.0698e-05i
-0.00086371-0.00014204i,-0.0016066-0.00014835i,-0.0012373-0.00073621i,-0.00096086-0.0008611i,-0.0018711-0.00052888i,-0.0013565+0.00013127i,1.9049e-05+0.00096716i,0.00041233+0.00074913i,-0.00018889-6.7876e-05i,-0.00058499+0.00010394i,-0.00044779+1.3438e-05i,-0.00029274-0.00023196i,2.9461e-05-0.00027852i,5.2836e-05+0.00020731i,-0.00019975+0.00073805i,-0.00032667+0.00010242i,0.00027512-0.0010016i,0.00061958-0.0011i,0.0007311-6.9817e-05i,0.00098908+0.00075198i,5.859e-05+0.00043265i,-0.00063308+0.00022337i,-0.0010085+0.00031988i
0.00029363-0.00063661i,0.0013099+0.00014569i,0.0012304-0.00033496i,0.00059174-0.00065924i,0.00030118+0.00024565i,-0.00048307+0.00091468i,0.00014009+0.0012223i,0.00099669+0.00084804i,0.00046335-0.00069164i,-0.00044119-0.00079797i,-0.00058818-0.00036034i,-0.00032294-0.00075272i,-0.00014402-0.00072158i,4.4055e-05+0.00023037i,-0.00025881+0.00051099i,0.00031654-0.00035831i,0.00033428-8.1551e-05i,-0.00038962+6.1456e-05i,-0.00068817-7.1626e-05i,-0.00040202+0.00014174i,0.00031548-2.3588e-05i,0.00028865-0.00035163i,-0.00035747+0.00018096i
0.00017473+0.00045786i,0.00028201+0.00036472i,0.0010388-0.00046474i,0.001095-0.0011667i,-0.00014369-0.00067823i,-0.0011748+0.0011124i,-0.0005722+0.0016843i,0.0006386+0.00088543i,0.00040782+0.00010162i,-0.00037155-0.00024798i,-0.0010582-0.00097066i,-0.0010157-0.00086889i,-0.00158+0.00047893i,-0.0013646+0.00091299i,-4.6899e-05+0.0010623i,0.00030943+0.00088446i,-0.00026849+0.00061398i,-0.00068631+7.5889e-05i,-0.00057151-0.00040977i,-0.00024668-0.00016217i,0.00043696+0.00047186i,0.0006215+0.0003468i,-0.00014226-0.000631i
-0.0017739+0.00023971i,-0.002114+0.00011409i,-0.0025988-0.00029713i,-0.0026451-0.00070618i,-0.001557-0.0001785i,-0.00056066+0.00055637i,-0.00062664+0.00056783i,-0.00045345+0.0002013i,-0.00055373-0.00026542i,-0.00066128-0.00024847i,-0.0010168-0.00060014i,-0.0013574-0.00069953i,-0.00099758-0.0006123i,-0.00065616-0.0004536i,0.00031968+0.00058777i,0.00066604+0.0013332i,0.00022176+0.00072847i,-9.6104e-05+0.00020784i,0.00026777-3.9151e-05i,0.00089827+0.00011995i,0.0007381+0.0005662i,0.00065895+0.0003483i,0.0003459-0.00043606i
0.0013076-0.00032158i,0.0015222+6.3358e-05i,0.001564-0.00047799i,0.0006326-0.00070882i,-0.00035545-0.00050649i,-0.0010471+0.00028138i,-0.00073224+0.00090381i,-8.6903e-05+0.00035573i,0.00029591+1.0613e-05i,0.00027193+0.00018347i,0.00022968-0.00017226i,-0.00020254-0.00017524i,-0.00040085+0.00026801i,0.00017309+8.908e-05i,0.00037439+0.00025518i,0.00062988+0.00033089i,0.00042747+0.00059986i,0.00055864+0.001349i,0.00063065+0.0013969i,7.7343e-05+0.00071274i,-0.00029491+0.00054935i,-0.00040117+0.0010478i,9.6182e-05+0.00099405i
-0.00031753-0.00097395i,-0.00029515-0.00055846i,-0.0012046-0.000503i,-0.0012221-0.0013728i,-0.00063798-0.00017115i,-0.001147+0.0012865i,-0.0010629+0.0011384i,-0.00038105-1.1941e-05i,-0.00074217-0.00083475i,-0.0016268-0.00069193i,-0.0017089-0.00030585i,-0.0010122-0.00023608i,-0.00087608-0.00095293i,-0.00036262-0.00073074i,0.00036644-3.6681e-05i,0.00044785-0.00015751i,-6.9966e-05+0.00010173i,-0.0010557+0.00049468i,-0.0010478+0.00024705i,-0.00084173+0.00031234i,-0.0011379+0.00061994i,-0.00062584+0.0004454i,0.00015005+0.00030989i
0.00066119+0.0003868i,0.00084593-0.00025117i,0.00088003-0.0006261i,0.00073022-0.00016921i,0.00056953+8.4223e-05i,-0.00014184+2.0654e-05i,-0.00076959+0.0011741i,-0.0008621+0.00081071i,-0.00043362-0.0001414i,-0.00050593-0.00013121i,-0.00044461-0.0002971i,-0.0008668-0.00046042i,-0.00070144+0.00053411i,-0.0003623+0.00081228i,-0.00065064+0.00038213i,-0.00031614+0.00060226i,-0.00027721+0.00018219i,-0.00046878-0.00066532i,-0.00016125-0.0007057i,0.00052254-0.00030527i,0.00031944+0.00079907i,-0.00042594+0.0018486i,-0.00012243+0.0010412i
0.00018011-0.00067059i,0.0006819-0.00044358i,0.0005427-0.00091563i,-0.00031821-0.0010942i,-0.00167-0.000408i,-0.0027475+0.00052627i,-0.0017023+0.00086836i,-0.00023571+0.00047659i,-0.00045126-0.00069588i,-0.001326-0.0011385i,-0.00067777-0.00078903i,0.00030099-1.2616e-05i,0.00037968+0.00096531i,0.00031949+0.00036337i,0.00043868-2.907e-05i,0.0002363+0.00061009i,0.00027435+9.9703e-05i,-0.00026858-0.00020306i,-0.00084614+0.00011815i,-0.00074233+0.00019687i,-0.00029211+0.00026752i,0.00017006+0.00022203i,0.00048095-0.00068106i
0.0017838+0.0030249i,0.001371+0.0012322i,0.0015932+7.697e-05i,0.0013815-0.00023582i,0.00013251-0.00049882i,-0.00052738-4.0156e-05i,-0.00052753+0.00067218i,5.4253e-05+0.0006025i,0.00016699+0.00049038i,7.5532e-05+0.00015864i,-7.1035e-05+0.00027195i,-6.4086e-05+0.00017505i,-0.00030169+0.00063826i,-0.00055386+0.0011249i,-0.00016632+0.0001089i,-0.00033048-0.0005138i,-0.0003731+0.00073038i,4.6037e-06+0.00088071i,0.00027679-0.00018691i,0.00022982+8.3112e-06i,-0.00023662+0.00051869i,-0.00069625+0.00026392i,-0.00045469-7.735e-05i
0.00082626-0.00015374i,0.00059549-0.00042617i,0.00023079-0.0015624i,0.00017915-0.0016911i,-9.7473e-06-0.00052305i,-0.00026783+0.00054848i,-6.5796e-05+0.00068924i,0.00080961+0.00041046i,0.00019018+5.4398e-05i,-0.0010986+0.00045106i,-0.0009737+0.00081041i,-0.00034461+0.0003053i,0.0001527+0.00045295i,0.00038817+0.00098855i,0.0004382+0.00053715i,0.00069069+2.7381e-05i,0.00061069+0.00020967i,0.00049191+0.00023607i,0.0012221-4.4746e-05i,0.0021103-0.0007143i,0.0012512-0.0007632i,0.00029663-0.00029517i,-0.00038112-0.00062437i
-0.00038239-0.00026719i,0.0016773-1.6558e-05i,0.0024976-0.00052017i,0.00075422-0.00097188i,-0.00050704-0.00070087i,-0.00014734-4.3475e-05i,7.4693e-05+0.00080405i,0.00020201+0.00080262i,0.00036522+0.00036196i,-0.00036185+0.0006557i,-0.00038938+0.00057378i,-0.00043183-0.00018757i,-0.00041869-0.00010587i,6.2379e-05+0.00015601i,-0.00027615+0.00054795i,-0.0009116+0.00058183i,-3.6048e-05+0.00043608i,0.0010323+0.00032467i,0.00052008-0.00015434i,-0.00044249-9.4165e-07i,-0.00052996-0.0001557i,-0.00013586-0.00075088i,-0.00022655-0.00050117i
-0.0017864-0.0008397i,-0.00077095-0.00041843i,-0.00096255-0.00053699i,-0.0010987-0.0003368i,-0.0015865+0.00032849i,-0.00097892+0.0011435i,0.00028172+0.0018987i,0.00061067+0.0013478i,-0.00037448+0.00051121i,-0.00092214+9.8946e-06i,-0.0011382-0.00056236i,-0.0014018-0.00028607i,-0.001016-0.00022103i,0.00013025-0.00013035i,0.00013835+0.00036985i,-0.0004381+0.00017139i,-0.00036912-0.00027452i,-0.00079047-0.00016094i,-0.0008643+0.00042261i,-0.00055969+0.0005714i,-0.00024771+4.8744e-05i,-0.00044529-0.00036398i,-0.00046763-0.00052851i
-1.8072e-05+0.00045269i,0.00086384+0.00027273i,0.00028857+0.00028749i,0.000734+5.6078e-05i,0.0013953+8.1834e-05i,0.0013344+0.00030764i,0.00061163+0.00069835i,-0.00017448+0.0015851i,-0.00064766+0.0011773i,-0.00063912+6.1488e-05i,-0.000552-0.00037985i,-0.00041252-0.00054757i,-0.0008157-0.00077897i,-0.00092162-0.00040488i,-0.00046059-0.00037702i,-0.00018734-0.0010185i,0.00033165-0.00090515i,0.00079944-0.00064346i,0.00075074-0.0003146i,0.00021025+0.00046939i,-0.00025925+0.00070976i,-0.0002903-0.00010622i,0.00064531-0.00078118i
0.00078698+0.0015773i,0.00066816+0.00081187i,0.00052378+0.00083954i,-0.00030638+1.8675e-05i,-0.00072771-0.00093638i,-0.0014145-0.00060785i,-0.0010979+0.00091352i,0.00010841+0.0013382i,0.00031718+0.00039501i,0.00023845+0.00022278i,0.0007509+9.1173e-05i,2.162e-05-0.00030987i,-0.0010879-0.0009815i,-0.0009091-0.00075664i,-0.00078858+0.00039281i,-0.00060683+0.00059819i,0.00038449-0.00044851i,0.0010182-0.00038473i,0.00062592+0.0005333i,0.00032002-0.00026364i,0.00037542-0.00073754i,0.00022288-0.00034781i,-0.00012642-0.00035498i
-0.0004893-0.00094564i,-0.00014097+6.3343e-05i,0.00027007+0.00038428i,0.00031928+0.0001825i,-0.00062941-0.00029466i,-0.0009739+0.0004739i,5.1949e-05+0.00081085i,0.00086891+0.00028623i,8.8766e-05+0.00017704i,-0.0004851-5.4849e-05i,-0.00085744-0.00017944i,-0.0010057-0.00047169i,-0.00026183+0.00010624i,2.3514e-05+0.0003154i,-0.0002888+0.00010051i,-0.00044142+0.00026854i,6.9874e-05+8.226e-05i,0.00012791+0.00028082i,-0.00014236+0.0002797i,-0.00041194-0.00043727i,-0.00097956-0.0005202i,-0.00054575-7.9272e-05i,0.00040727-0.00027736i
-0.0013662-0.00076195i,-0.0025734-0.00029894i,-0.0026071+0.0004005i,-0.0025048+0.00030643i,-0.0021925+0.00031052i,-0.0020286+0.0014482i,-0.00048395+0.0019435i,0.00039801+0.0014789i,-0.00019975+0.0004957i,-0.00054673+8.4879e-05i,-0.00091164+0.0005536i,-0.00064058+0.00046321i,-0.00047321-0.00010895i,-0.0011224+9.5459e-05i,-0.0011133-0.00033748i,-0.00048243-0.00019483i,3.7916e-05+0.00083284i,0.00017765+0.00075889i,-0.00068032+0.00040588i,-0.00086495+7.4656e-05i,3.1499e-05-2.8939e-05i,0.00028092+0.00013513i,1.7636e-05+0.00013112i
-0.00048751+0.00037282i,0.00022708-0.00035961i,-7.2195e-05-0.00092968i,-0.00092406-0.00015904i,-0.002402+0.00086191i,-0.0025344+0.0012273i,-0.0011926+0.0011271i,-0.00079499+0.00059514i,-0.00030766+4.4993e-05i,-4.4843e-05-8.1277e-05i,0.00028586+0.00085035i,0.00069268+0.0012678i,0.00058717+0.00078675i,0.00044988+0.00078503i,5.3997e-05+0.0010397i,-0.0011952+0.00066072i,-0.0011585+6.6025e-05i,9.494e-05+2.1032e-05i,0.00055583+0.00046005i,0.00015813+0.00068516i,-0.00039256+0.00040145i,-0.00039314+6.9749e-05i,0.00038633+9.3959e-05i
-0.00030049+0.00054352i,-0.00066774-9.5331e-05i,-0.00052447+1.3832e-05i,0.00011008+0.00028507i,9.9355e-05+0.00018752i,-0.00037175+0.0010237i,-0.00031014+0.0017746i,0.00032288+0.0014008i,0.00056292+0.00047136i,0.00055123-0.00034065i,0.0003167-0.00098173i,-0.00022284-5.8e-05i,0.00012568+0.00065895i,-3.4735e-05+0.00066238i,-0.00097373-4.7718e-05i,-0.00099436-0.00018178i,-0.00017964+0.00049101i,-7.6402e-06+0.0004425i,-0.00036111-0.00020173i,0.00063351-0.0009614i,0.00076784-0.00064436i,0.00044523+0.00010903i,0.0011042+0.00060088i
-3.182e-05-0.0010974i,0.00014531-0.0012171i,-0.00039613-0.0017139i,-0.00092029-0.0019252i,-0.0012499-0.00098951i,-0.0021782+0.00037198i,-0.0015356+0.0013015i,-2.2792e-05+0.0011346i,6.9823e-05-0.00015473i,-0.00028623-0.00045562i,-0.00068018+6.3493e-05i,-0.00060112-0.00039468i,-0.00014302-5.9178e-05i,0.0003279+0.00020642i,0.00056503-0.0004879i,0.00084272-0.00028986i,0.00067885+0.00022954i,0.00057573+0.00038574i,0.00019528+0.00059477i,-0.00055613+5.1412e-05i,-0.00010211-4.5365e-05i,6.3444e-05+0.00023433i,-0.0001545-0.00012882i
0.0012007-0.00077244i,0.00147-0.00016745i,0.0012967-3.7079e-05i,3.9836e-05-0.001076i,-0.0010879-0.00095416i,-0.00046237+0.00048499i,4.1291e-05+0.00096215i,-0.00039837+0.0002903i,-0.00041557-0.00063201i,-0.0010063-0.00046373i,-0.0011337-0.00013936i,-0.0003805+0.00035707i,-0.00021371+0.00086047i,2.8149e-05+0.00087102i,-0.00033111+0.00088277i,-0.00081329+0.00014163i,6.5026e-06-3.9743e-05i,0.00029249-3.8247e-05i,2.1117e-05+9.7746e-05i,-0.00044869+0.00025367i,-0.00053312+0.00043098i,-0.00051088+0.00056154i,-0.0010156+9.19e-05i
0.0011039+0.0013442i,0.0014589-6.1892e-05i,0.002176-0.00039569i,0.0012458-0.00056736i,-0.00043753-0.00082495i,-0.0016642+0.00060757i,-0.0010373+0.0013672i,0.00037498+0.00099239i,0.00080493-7.8538e-06i,0.000439-0.0010575i,-0.00024384-0.0012066i,-0.00057997-0.00044421i,-0.00041737+0.00052489i,-0.00026697+0.00095829i,-0.0009233+0.00093401i,-0.0013504+0.00093452i,-0.00087385+0.00089117i,-0.00019191+0.0010183i,-5.3579e-05+0.00085508i,-0.00082881+0.00078415i,-0.00082974+0.0014449i,-0.00016281+0.0011447i,0.00037787+6.9944e-05i
-0.0020107+0.00018005i,-0.00063657+0.00027727i,-0.00066675+0.00010168i,-0.00044627+0.00013222i,0.00023096+0.001009i,0.00018623+0.0012088i,0.00018632+0.00048653i,0.0005682-0.00017365i,0.00035275-0.00014789i,-0.0001321+0.00017447i,-0.00031346+0.000168i,0.00015825+0.00010682i,0.00063349-6.6926e-05i,5.992e-05-0.00067902i,-0.0008688-0.00062446i,-0.00095731+0.00023262i,-0.00083511-6.5853e-05i,-0.00043202-0.00029304i,0.00095013+4.5849e-05i,0.0010381-0.0002159i,-0.00013417-3.8885e-05i,-0.00054057+0.00029993i,-0.00035076-0.00028442i
