0.001318-0.00041522i,0.00058052-0.0012128i,0.00041689-0.0026561i,-0.00025694-0.0021645i,-0.0025293+7.3377e-05i,-0.0044631+0.0013291i,-0.0041511+0.001852i,-0.0019847+0.0022106i,-0.00020853+0.0016241i,-4.597e-05+0.0010152i,4.6208e-05+0.00086964i,-1.0425e-05+0.00056983i,-0.00059094-0.00034297i,-0.0009559-0.00025765i,-0.00053464+0.00058983i,0.00026962+0.00071208i,0.00010284+0.00038852i,-0.0004299+0.00011236i,-0.00035821+0.00016667i,-0.00056652+0.00026107i,-0.0010313+4.9413e-05i,-8.1393e-05+5.6833e-05i,0.00022233-0.00026474i
-0.00079199-0.0006839i,-0.0022913+7.5156e-05i,-0.0035881-0.00027664i,-0.0033682-7.5716e-05i,-0.0023573+0.0011043i,-0.0020075+0.0018604i,-0.0017575+0.0014172i,-0.0014686+0.00090062i,-0.0008963+0.00036311i,-0.00031005-7.3827e-05i,-3.1506e-05+0.00043211i,6.9534e-05+0.00018816i,0.00054618-0.00035027i,0.0011701-5.3515e-05i,-3.4146e-05-0.00012546i,-0.0012443-0.00076056i,-0.001844-0.0003776i,-0.0019653-0.00018753i,-0.00092499+0.00019499i,-0.00024438+0.00072849i,-7.5913e-05+0.00072703i,-0.00033586+0.00052855i,-4.943e-05+0.00048433i
-0.00038386+0.00090949i,0.00024908+0.00073204i,0.0014524+0.0012016i,0.0022114+0.0012834i,0.001096+3.9472e-06i,-0.00021736-0.00046003i,-0.00076372-8.5154e-05i,-0.00089203-0.00012313i,-0.00072692+7.5944e-06i,-0.00025941+9.8627e-05i,0.00056817+0.0003009i,0.00023198+0.00077038i,-0.00054872+6.0717e-05i,-0.00049377-0.00032025i,-9.5093e-05+0.00023306i,0.00017177+0.00027842i,-5.8936e-05+3.6182e-05i,-0.00019837-2.5388e-05i,0.00013815-0.00029762i,7.6873e-05-0.00020157i,-0.00057854+0.00014047i,-0.00051267+0.00098837i,-0.00014043+0.00096874i
-0.00051012+0.00014998i,-0.00010499+0.00073543i,0.00022168+0.00098314i,0.00054123+0.00092813i,-0.00011811+0.0018466i,-0.00097209+0.0016616i,-0.00029371+0.0012278i,0.00018194+0.00086286i,-0.0001841+0.0004308i,-0.00042629+2.7914e-05i,5.4845e-05-0.00040278i,-1.0924e-05+0.00034925i,-0.00020935+0.00049713i,0.00088746-0.00053691i,0.00083805-0.00083391i,-5.1416e-06-0.00049351i,-0.0004174-0.00049125i,-0.00046701-0.00026697i,-0.0002479+0.00032543i,0.00013246+0.00067715i,6.7396e-05+0.00050318i,-0.00061621-4.0126e-05i,-0.00020908-3.8007e-06i
2.7968e-05-0.00088026i,-0.00017641-0.0003179i,-0.00094577+0.00034752i,-0.00076832+0.00065866i,-0.00012809+0.00098034i,-0.00014078+0.0003997i,-0.00072521-0.00035965i,-0.00078258-0.00041225i,-0.00060414+0.00012909i,-0.00018824+0.00026139i,2.7411e-07-0.00012903i,0.00020945-0.00034259i,0.00035257-0.00021441i,0.00053168-0.0001818i,0.00019824-1.1688e-05i,-0.00018715-0.0007661i,-0.00011073-0.0013388i,0.00014847-0.00079509i,0.00022251-0.00016291i,4.7286e-05+0.00012559i,-0.00048545-0.00015558i,-0.0011109-0.00025383i,-0.0012221-0.00037525i
0.0012538-0.00070008i,0.0013775-0.00080719i,0.00089524-0.00057102i,-0.00014532-0.0010424i,-0.00095045-0.0012138i,-0.0017705-0.00051256i,-0.001726-1.8018e-06i,-0.00080205+0.00032464i,-0.00025893+0.00054767i,-0.00025269+7.7199e-05i,0.00028575+0.00032843i,0.0003281+0.00069131i,3.0686e-05+8.8085e-05i,0.0005688-0.00034857i,0.0009153+9.9246e-05i,0.00060612+0.0001839i,-0.00020786-0.00049921i,-8.2408e-05-0.00010447i,-0.00060754+0.00027555i,-0.0013311-1.6415e-05i,-0.001362-3.6706e-05i,-0.00073436-4.8926e-05i,5.5231e-05+0.00046786i
-0.00068788+0.00054536i,0.00049432+0.00046123i,0.0015126+0.00025331i,0.00049105+0.00064638i,-0.00042444+5.7768e-05i,-9.4773e-05-0.00067797i,-0.00034151-0.00068199i,-0.00099157-0.00071457i,-0.00049418+0.00030704i,0.00016943+0.00070672i,0.00073021+0.0004455i,0.00066024+0.00088157i,0.00047248+0.0010728i,0.00044259+0.00066751i,0.00034885+0.00015919i,0.00023313+0.00015942i,-0.00061842+5.6698e-06i,-0.00055928-5.6145e-05i,0.0004151+0.00011908i,0.00029822+0.0004817i,-0.00019857+0.00085051i,0.00021525+0.00091981i,0.001015+0.0011747i
0.0016658-0.001643i,0.0013307+9.5371e-05i,0.00067233+0.00054197i,-0.0013055+0.00041104i,-0.002393-0.00028725i,-0.0019068+9.6688e-05i,-0.00099606+0.00026994i,-0.00011762+0.00016669i,0.00054418-0.00028163i,0.00086643-0.000526i,0.00034905-5.7526e-06i,0.00050403+0.00090822i,0.0012105+0.00098346i,0.0014189+0.00028206i,0.001398+2.8003e-05i,0.001026-5.0232e-05i,0.00028175+0.00031105i,0.00017394+0.00032558i,0.00044589-0.00020362i,-2.4185e-05-0.00030297i,-0.0004022+0.00021239i,-0.00022068+0.00089593i,-0.00018743+0.00065706i
-0.00097448+0.00020603i,0.00017566-0.00069982i,0.0012574-0.00068875i,0.00071584-0.00021282i,-0.00051803+0.0009208i,-0.00061072+0.0017901i,-0.0011046+0.00089468i,-0.0014936+0.00015714i,-0.00088829+0.00067712i,0.00021646+0.00081431i,0.00072998+0.0005144i,0.00055306+0.00094915i,0.00081881+0.00091341i,0.0012027+0.00060077i,0.00073585+0.00038198i,0.00017678-0.00029763i,-0.00035074-0.0009025i,-0.00029155-0.00059575i,-4.3024e-05-0.00021729i,0.00034175-0.00036042i,0.00038724-0.00041195i,-0.00063669+0.00022461i,-0.00043379+0.00031748i
-0.0014759+0.00073845i,-0.00094553+0.0017792i,0.00024053+0.0024147i,0.00056748+0.0015762i,0.0005465+0.00080317i,0.0011298+0.00025115i,0.0011163-0.00026026i,0.00087211+1.722e-05i,0.00063263+0.0001812i,0.0002597+0.0005179i,-0.00081964+0.00076343i,-0.00019297+0.00098604i,0.00059769+0.00067266i,-0.0002726+0.00045117i,-0.00049788+0.0006314i,0.00011858+0.00090932i,0.00036129+0.00093423i,-0.00014978+0.00063571i,-0.00014121+0.0007051i,-0.00014575+0.00011628i,-0.00042747+0.00011457i,7.0595e-05+0.00013164i,0.0002388+8.0177e-05i
-0.00013021+0.00096087i,0.001365+0.0008155i,0.0013929-0.00043459i,0.0011502-0.0014687i,0.0011866-0.00085652i,2.4401e-05-0.00058248i,-0.00082321-0.00015874i,-0.0010818-3.7687e-06i,-0.00054724-0.0002973i,0.00042701+0.00056534i,0.00022893+0.00093947i,-0.00012929+1.9218e-05i,0.00019364+0.00041775i,0.00013713+0.0007899i,-0.00017228+0.00045223i,-0.00019202+0.00054465i,-0.00023287+0.00054398i,-0.00061436-5.8842e-05i,-0.0004202-0.00048524i,-0.00015452-0.00069215i,-0.00041225-0.0010027i,0.00031369-0.00081519i,0.0010556-0.00082175i
0.00056338+0.00056645i,0.0004125+0.000707i,0.001318+0.00015579i,0.00085787-0.00040133i,-8.4003e-05-0.0005314i,-0.00096292-3.1542e-05i,-0.001748+0.00043708i,-0.0013125+0.00024324i,-0.00047771-0.000169i,-0.00026787-0.00012943i,-8.1751e-06-0.00034893i,0.00071519-0.0006208i,0.00073979-0.00048354i,0.00040078+0.00033042i,0.00072271+0.00094622i,0.00063904+0.00049704i,0.00017786+2.0607e-05i,-0.0009391-0.00063065i,-0.00059985-0.00071985i,0.00032098-0.00016381i,0.00043214+0.00021912i,0.00073495+0.00034967i,0.00058513-7.3594e-05i
-0.00013401-0.00011559i,0.00057253+0.00066527i,0.001135+0.00055776i,0.00034532-0.00053063i,-0.00049962-0.00071213i,-0.00029785-6.8795e-05i,-0.0003551-0.00021361i,-0.00081524-0.00057246i,-0.00048129-0.00030835i,1.1881e-05+0.00023738i,-0.00025936+0.00075104i,0.00015194+0.00080712i,-5.1334e-05+0.00054249i,0.0003393+0.00029961i,0.0013138-0.00018328i,0.0011982-0.0009647i,0.00049276-0.00068678i,0.00010219+0.0003889i,0.00030173+0.0008248i,0.00058135+0.00089082i,0.00056867+0.00084875i,0.00011734+0.0010046i,0.00013253+0.00023594i
0.00023707+0.0004014i,-0.00045775+0.00016515i,-0.00079452-0.00071411i,-0.0013104-0.0015899i,-0.0013109-0.00064506i,-0.00089971+0.00042456i,-0.0010754-0.00026432i,-0.0011775-0.0010312i,-0.00043328-0.00053974i,-0.00054565-0.00040512i,-0.00042063+3.1521e-05i,0.00026264+0.0013452i,0.00082988+0.001107i,0.0013301+0.00050117i,0.0011014+0.00053547i,-8.3198e-05-0.00010807i,-0.0008344-0.00082074i,9.7143e-05-0.00093415i,0.00038409-0.00055481i,0.00041069-0.00064562i,0.0009958-0.00063232i,0.0001122+0.00056902i,-0.00059344+0.0012993i
-0.0013958+0.0010035i,0.00035944+0.0013235i,0.0011131+0.002176i,0.00070067+0.0035259i,0.00093744+0.0040022i,0.001045+0.0021606i,-0.00025275+0.00010043i,-0.00058594-0.00016389i,-0.00023883+0.00042069i,-0.00019338+0.00089742i,0.00032856+0.00065233i,0.00036555+5.8056e-06i,0.00030384-0.00053639i,0.00073765-0.0007005i,0.00067819-0.00043524i,0.00057066+6.3335e-05i,0.00072882+0.00050965i,-6.2624e-05+0.00062424i,-0.0010463+0.00031076i,-0.00054012-0.0003203i,-0.00022687-0.00076603i,0.00023096-0.0003689i,7.9942e-05-0.00038431i
-0.00064074+0.00063572i,-0.0016551+0.00064721i,-0.0019282+0.0010761i,-0.0010318+0.0014161i,-0.0001014+0.0017285i,0.00048993+0.0021232i,-0.00014711+0.0014908i,-0.00078936+0.00088514i,-0.00054861+0.0010248i,0.00013833+0.0012805i,0.00057874+0.0015279i,0.0009114+0.00094496i,0.0014556-8.1906e-05i,0.00099075-0.00052597i,0.00038053-0.00029208i,0.0004747+0.00019841i,0.00023614-0.00043365i,0.00034455-0.0003859i,0.00052373+0.00031528i,0.00016162-0.00022037i,-0.00011697-0.00064681i,-0.00010313-0.00084617i,-0.00070245-0.00070873i
-0.0005287-0.002269i,-0.00090185-0.0015036i,-0.0016641-0.00054499i,-0.0017321+0.00063074i,-0.0020094+0.0015345i,-0.002368+0.0013615i,-0.001546+0.00042515i,-7.412e-05-0.00067612i,0.00025601-0.00042487i,0.0004601+0.00059385i,0.00050235+0.00063657i,5.9049e-05+0.00099665i,0.00062375+0.00048752i,0.00069052-0.00045339i,-0.00013243-0.0006717i,-8.1913e-05-0.00091394i,2.6863e-05-0.00078499i,-0.00044714-0.00058376i,-0.00023326-0.0008822i,0.00014193-0.00055817i,-6.36e-05-0.00039287i,-0.00033611-0.00054018i,2.4387e-05+0.00012637i
-0.0014678-0.00028805i,-0.0012326+0.00066788i,-0.0010739+0.0017144i,-0.00086363+0.0023084i,-0.00066644+0.0019472i,5.969e-05+0.00097184i,0.00051564+0.00045503i,0.0002929+0.00021958i,0.00026476+0.00018288i,-1.2873e-05+0.0001777i,1.2841e-05+7.219e-05i,0.00064778-0.00026922i,0.0013567-0.00041933i,0.00094349-0.00071024i,-0.00012921-0.00054953i,-0.00037576-0.00031168i,-0.00016344-4.4949e-05i,0.00025127+0.00043224i,0.00072738+0.00049361i,0.00037408+0.00053285i,-7.1562e-05+0.00051917i,-8.6059e-05+0.00048604i,4.7385e-05+0.0010026i
0.00084312-0.0012977i,-0.0005987-0.00018441i,-0.00042016-4.1122e-05i,-0.0011027-4.204e-05i,-0.0027907+0.00054752i,-0.0022954+0.00090521i,-0.00046333+0.00093639i,0.00042293+0.00083143i,0.00032234+0.00014896i,0.0001705-0.00074054i,0.00017637-0.00043063i,0.00066834+0.00054735i,0.00045804+0.0010123i,-9.7394e-06+0.00099175i,-6.0185e-05+0.00074476i,6.625e-05-0.00017502i,0.0006991-0.0012272i,0.00061388-0.0016243i,0.00041173-0.0011304i,-3.0378e-06+9.2394e-05i,-0.00044953+0.0003779i,-0.00076373-0.00033419i,-0.00020372-0.00061769i
0.00021094-0.0010947i,0.00029693-0.0014453i,-0.0011729-0.0011781i,-0.0019743-0.00065377i,-0.0010294+0.00014006i,-0.0011635+0.00061517i,-0.0005452+0.00054325i,-0.00026107+0.0004536i,-0.001236+0.00026073i,-0.0014354-0.00024697i,-0.00064471-0.00063569i,0.00015938-6.773e-05i,0.00092159+0.0001788i,0.0012218-6.9928e-05i,0.0013534+0.00023868i,0.0007767+0.00051295i,-0.00048914+0.00035472i,-0.0011317+1.2999e-05i,-0.0011459+0.00014464i,-0.00042227+0.00047564i,0.00017131+4.0689e-05i,0.00052903+1.1499e-05i,0.00093872+0.00022506i
-0.0012237-9.2079e-05i,-0.0013091-0.00052322i,-0.0018375-0.0013215i,-0.0012782-0.00098202i,-0.00061564+0.00039896i,-0.00084799+0.0016395i,-0.0006721+0.0016083i,-0.00075475+0.00023567i,-0.000624-0.00047649i,-0.00047499-0.00029236i,0.0001667+3.7438e-05i,0.00046297+0.00091978i,-0.00015561+0.0011869i,0.00012931+0.00099072i,0.00029019+0.0013308i,-0.00026855+0.00059614i,-0.00050446-0.00052012i,-0.00044584-0.00064173i,9.7028e-06-2.1605e-05i,0.00029306-0.00030443i,0.00014369-0.00093651i,7.0221e-05-0.00096432i,-0.00021087-0.00040589i
0.0002949-0.0010234i,-9.7519e-05-0.00048938i,0.00042764-0.00021728i,0.0010775+0.00090182i,0.00071459+0.0017273i,0.00023923+0.0010086i,4.3947e-05+0.00024833i,0.00025276-3.4013e-05i,8.0876e-05-7.3734e-05i,-0.00047035+0.00038593i,-0.00017728+0.0011454i,0.00068394+0.0011043i,0.001167+0.00051103i,0.001169+1.2854e-05i,0.00084776-0.0002892i,-0.00035965-0.00013762i,-0.00053502+0.00014331i,6.5763e-05-0.00021738i,-0.00067366-7.0547e-05i,-0.00099264+0.00052434i,-0.00029238+0.00060975i,-0.000478+0.0004302i,-0.0012793-6.4827e-05i
-9.6673e-05-0.0010734i,-0.00077506-0.00045857i,-0.001871-0.0003367i,-0.0028298+0.00027777i,-0.0017841+0.00074051i,-0.00022934+0.00087144i,-0.00079374+0.00072936i,-0.0013509+3.6768e-05i,-0.00097942-0.00047849i,-0.00026689+2.6934e-05i,0.00048523+0.00077379i,0.0012361+0.00085435i,0.0016894+0.00049603i,0.00099909+0.00045506i,0.00027237+3.1479e-05i,0.00060767-0.00080017i,0.00020585-0.00089244i,-0.00084587-0.00015625i,-0.00059971+0.00022027i,-0.00026051+2.5314e-05i,-0.00044331+0.00020313i,-0.00022716+0.000263i,0.00040323+0.00057906i
-0.00074348-0.0010444i,-0.00098089-0.0010297i,-0.000706-0.00055831i,-0.0011721+7.0522e-05i,-0.0019224+0.00056605i,-0.0013848+0.00088682i,-0.00091967+0.00063125i,-0.00096851+0.00023812i,-0.00099323+0.00095757i,-0.00057471+0.00072739i,5.3543e-06+0.0003539i,0.00050565+0.00032215i,0.0016291+0.0006765i,0.0011969+0.00086204i,0.00041252+0.00046441i,0.00016682-0.00050635i,0.00011777-0.0014038i,5.0638e-05-0.00056903i,0.000277-4.8282e-05i,-0.00021349+7.0878e-05i,-0.00031647+0.00013505i,0.00036059-0.00015979i,0.00065445-0.00045612i
0.00038056+0.00075041i,0.00076143+0.00030815i,0.0019594-0.00048844i,0.0015725+5.8941e-05i,-6.9817e-05+0.00031643i,-0.0006842+0.00062997i,-0.0003448+0.0013832i,-0.0007602+0.0011049i,-0.00057865+0.00095252i,0.00024205+0.00066415i,0.0010598+0.00060429i,0.0012144+0.00020793i,0.00051322-7.3841e-05i,0.00018636-0.00020419i,-3.864e-05-4.7708e-05i,4.1822e-05+0.00018432i,-5.9421e-05-7.2528e-06i,-0.00026036+0.00034836i,-0.00021488+0.00015501i,-1.3492e-05-0.00027554i,0.00010426+0.0006005i,0.00017698+0.00098189i,-0.00011307+0.00075494i
0.0007126-0.0018561i,0.0002949-0.0014205i,-0.0010521-0.0019928i,-0.0019585-0.0015222i,-0.0026861+7.7356e-05i,-0.002593+0.00073742i,-0.0010244+0.00047254i,-5.0042e-05+0.00042922i,0.0001175+0.00024324i,2.511e-05+0.0001439i,0.00017411+0.00038107i,0.00062639+0.00045305i,0.00095239+3.1305e-05i,0.0010437-0.00022271i,0.00062282-5.8035e-05i,0.00078265+0.00072619i,0.0003882+0.001332i,-0.00043574+0.0013021i,-0.00028144+0.00085528i,0.00014668+0.00014651i,0.00066744-0.00036967i,0.00031657-0.00071526i,-0.00055372-0.00043607i
0.00015556+9.3416e-05i,0.00040195+3.182e-05i,0.00075481-0.00021405i,-0.0002515+0.00019575i,-0.0021501+0.00076657i,-0.0023913+0.0013545i,-0.0015096+0.00062738i,-0.00069081-0.00064263i,-0.00025664-0.00014578i,-4.8398e-05+0.00065939i,-7.5877e-05+0.00078262i,-0.00019459+0.00069997i,0.00014345+0.0010585i,-7.9271e-05+0.0016078i,-0.00015532+0.0011541i,-0.00050435-0.00011124i,-0.00093957-0.00061009i,-0.0007491-0.00015002i,-0.00061666-0.00049497i,-0.00019225-0.0012193i,-0.00017688-0.00020152i,-0.00092446+0.00028626i,-0.001011-0.00076342i
0.0018759-0.00089166i,0.0010628-0.00056999i,0.0009905-0.00089974i,0.0014522-0.0011804i,0.00022532-0.0012139i,-0.0014321-0.00045318i,-0.0014437-0.0001596i,-0.00046335-0.00030675i,-0.00028039-0.00027891i,-0.00033221+2.9291e-05i,-0.00030561+0.0006776i,-0.00013106+0.0011173i,8.2436e-05+0.0014234i,0.00053225+0.0012231i,0.00077758+0.00010242i,-1.2274e-05-0.00067123i,-0.00042536+6.6623e-06i,0.00014782+0.00074181i,0.00026498+0.00070693i,0.00012425+7.764e-05i,-0.00011055-0.00031527i,-0.00039778+0.00056917i,-0.00017461+0.0013013i
-5.5452e-05+0.0010534i,-0.0011882+0.0023015i,-0.0023034+0.0019922i,-0.0016859+0.001425i,-0.00082592+0.0007434i,-0.00036544-0.00031637i,-0.00032642-0.00044612i,-0.00063402-0.00045029i,-0.00082755-0.00018274i,-0.00065473+0.00027022i,-1.015e-05+0.0005598i,-0.00093214+0.00067758i,-0.0019472-0.00031271i,-0.0012917-0.00057289i,-0.00064334+0.00020844i,-0.00022527-0.00022699i,-0.00038791-0.00063046i,-0.00041724-0.00053006i,-0.00015312-0.00017033i,-8.8026e-05-0.00028688i,-0.00046119-0.0006977i,-0.00071674-0.0006687i,-0.00039299-0.0001741i
0.00080268+0.00090356i,0.0021447+0.00017929i,0.0017314+0.0017035i,0.00065596+0.002191i,0.00026098+0.0014232i,-0.00011755+0.00015997i,-0.00038469+0.00013061i,-0.0011261+0.00069369i,-0.00063036+0.00071623i,0.00074378+0.00032741i,0.00050133-0.00021422i,0.00019588-0.00076978i,0.00040923-0.0004609i,0.00062042+0.00030853i,8.7214e-05+0.00089391i,-0.00039081+0.0011379i,-6.7624e-05+0.00078457i,0.00011501-0.00030095i,-0.00011951-0.00075475i,-0.00067883-0.00033147i,-0.0011904+7.8409e-05i,-0.0010121+0.00010745i,-0.00048515+0.00016941i
0.0009497-1.0051e-05i,0.00033734-0.00017741i,-0.00032705-0.00019375i,-0.0003933-0.0010964i,-0.00045784-0.0013538i,-0.00047123-0.00029851i,-0.00048406+0.00037137i,-0.00062905+0.00053973i,-0.0002646+0.00074147i,-2.7976e-05+0.00068868i,0.00042929-9.3689e-05i,0.00092921-4.4584e-05i,0.00074407+0.00082344i,-9.9486e-05+0.00072895i,-5.9995e-05+9.5407e-05i,-0.00018857-0.00062723i,-0.00027672-0.0013378i,-0.00043177-0.00064145i,-0.0012289-6.7156e-05i,-0.0013042-4.3438e-05i,-0.00083644+0.00080832i,-0.00022996+0.00062798i,-1.2315e-05+3.1804e-05i
0.0011013+0.0014988i,0.0026021+0.00067307i,0.0029826-0.00017694i,0.0018061-0.0016706i,0.00031017-0.0015171i,-0.001677-0.00080026i,-0.0013768-0.00070237i,-0.00039496-0.00057566i,0.00016667+0.00017364i,0.00084661+0.00091067i,0.000492+0.00024143i,0.00010327-0.00024224i,-3.1065e-06+0.00036907i,-0.00076204+0.00071623i,-0.0010699+0.00026885i,-0.00072172-0.00015212i,-0.00041613-0.00049989i,-0.00023227-0.00048926i,7.4248e-05-0.0002258i,0.00050869-0.00012408i,0.00028792+8.9366e-05i,-0.00038407+0.00023317i,-0.00067908+0.00053204i
-0.0012691-0.0011669i,-0.0011076-0.00061415i,-0.00079449+0.001094i,-0.00090498+0.001175i,-0.001176+0.0010941i,-0.0010539+0.00070984i,-0.00089184-0.00074759i,-0.00030258-0.0011216i,0.00065367-0.0002742i,0.00093224-0.00012905i,0.00047572+0.00033876i,-2.7292e-05+0.0010938i,-0.0002469+0.00098867i,-0.00043569+0.00075368i,-0.00060723-4.7758e-05i,-0.00059065-0.00052649i,-0.00039969-0.00066621i,0.00024885-0.00065594i,-8.1669e-05-0.00020339i,0.00031508-0.00052436i,0.00050966-0.00051597i,-7.7701e-05-0.00019765i,-5.7701e-05+7.6491e-05i
0.0010494-0.0019499i,-0.00043105-0.00054457i,-0.0011546-0.0010028i,-0.0021829-0.0019742i,-0.0036012-0.0017255i,-0.0034612-9.6844e-05i,-0.0020933+0.00022104i,-0.0006-8.2626e-05i,-0.00040733-0.00010811i,-0.00093405-0.00061328i,-0.00096072-0.0011988i,-0.00033231-0.00027591i,0.00051528+0.0013953i,0.00088349+0.0012685i,0.001077+0.00024421i,0.00065786+0.0004139i,-0.00016534+0.00080944i,-0.00057592+0.00081803i,-0.00033141+0.0010818i,-0.00020177+0.0013581i,-0.00033808+0.00023356i,-0.00023206-0.00046319i,-1.4884e-05-0.00052069i
0.0010172+0.00055825i,0.0014277+0.0011902i,0.0017816+0.00075594i,0.0011317+0.0015063i,-0.00064709+0.0019815i,-0.0021748+0.00021029i,-0.0016917-0.00061113i,-0.00076536+0.00023258i,-0.00055099+0.00042983i,-0.00049159-0.00035919i,0.00032297-0.00034653i,0.00040212+0.00082084i,-0.00057465+0.0014654i,-0.00077974+0.0010649i,-0.00054459-4.233e-07i,-0.00072028-0.0007165i,-0.00066617-0.0013409i,-0.00041194-0.0011435i,-0.00056658+0.00026777i,-0.00032814+0.00095049i,-0.00055191+0.00085483i,-0.0010721+0.0003421i,-0.00074996+0.00019969i
-0.0014422+0.00081058i,-0.0018061+0.0012928i,-0.0018577+0.0021668i,-0.0015571+0.0018667i,-0.00039068+0.00053152i,0.00032032-0.00036344i,-0.00027014-2.0615e-05i,-0.0007352+0.00040846i,-0.00068412+0.00017607i,0.00011446+0.00034811i,0.0004985+0.0007174i,0.00061939+0.00053761i,0.00062484+0.00073693i,-0.00011152+0.00051376i,-0.00058619-0.0004153i,-0.00033567-0.00098234i,0.00022595-0.00023296i,0.00019705+0.00082487i,-0.00012988+0.00036852i,0.00027725+0.00011364i,0.00027495+0.00080152i,-0.00031575+0.0012741i,-0.00075386+0.00089929i
-0.0011692+0.00079339i,-0.00058088+0.00096073i,-0.00017485+0.00077438i,3.2473e-05+0.0013704i,-0.00058896+0.0022941i,-0.0011015+0.0021596i,-0.00035095+0.0013453i,0.00022262+0.00035098i,0.00049469+0.00034103i,0.00055205+0.0014477i,-0.00038262+0.0015452i,-0.00031927+0.001021i,0.00042467+0.0011065i,0.00052148+0.00094827i,0.00020583+0.0010267i,-0.0002658+0.00066152i,-0.00087646-0.00021509i,-0.00060478+0.00027235i,0.0003513+3.745e-05i,0.00086462-0.00029753i,-0.00017452+0.0003911i,-0.00047818+0.00054708i,0.00027358+0.00047608i
0.00014761-0.00029198i,-0.0002712+5.3849e-05i,-0.00092874+0.00023423i,-0.0010386-7.1331e-05i,-0.00025132+0.00017057i,-0.00035796+0.00072351i,-0.00052341+0.00090095i,-7.6122e-06+0.0010832i,0.00074639+0.00081898i,0.0010436+0.00044012i,0.00034251+0.0010828i,-0.00014487+0.0014841i,-0.00017552+0.0014282i,0.00050817+0.00059486i,0.0004974-9.7486e-05i,-0.00063551-0.00032532i,-0.00069653-0.00051834i,-0.00084419-0.00035341i,-0.0013792-0.00024704i,-0.00083069-9.3395e-05i,0.00036621+0.00048003i,0.00018804+0.0007576i,-0.00033666+0.00011672i
0.001045+0.0012879i,0.00071489+0.0008828i,0.0012599+0.00055092i,0.00070515+4.3776e-05i,-0.0010596-0.00049632i,-0.00089894-0.0011409i,-0.00060331-0.0013i,-0.0011802-0.0010185i,-0.00021065-0.00057077i,0.00039508-0.00010271i,0.0002251+0.00023094i,0.00032393+0.00026707i,-0.0001564-8.8257e-05i,-0.0006502-0.00022236i,-0.00056771+3.6105e-05i,0.00010645+9.1349e-05i,8.8057e-05+0.00025465i,-9.87e-05+0.00067081i,-0.00042566+0.00060637i,-0.00068763-0.00031827i,-0.00015394-0.00075752i,0.00056385-0.00084354i,0.00078713-0.00059697i
-0.00084688-0.00092794i,-0.00046096-0.00075638i,-0.00070449-0.0011706i,-0.00064849-0.001214i,-0.001477+0.00029961i,-0.0021576+0.0012432i,-0.00090541+0.0010582i,-0.00023828+0.00031481i,-8.0132e-05-9.0604e-05i,-0.00019897+0.00067745i,-0.00051488+0.0011958i,0.00015445+0.00073572i,0.00065222+0.00056346i,0.00032357+0.0002128i,0.00040818-0.0001533i,0.00091276-0.00014124i,0.00051278-0.0004058i,-0.00034672-0.00061179i,-0.00048145-0.00062738i,5.5503e-05-0.00079878i,-0.0002128-0.0006032i,-0.00052469-0.00063452i,-0.00028634-0.00055183i
0.00033246-0.00051209i,-0.00038792+0.00040559i,-0.00083435+0.0018599i,-0.0008309+0.0028091i,-0.00082254+0.0022081i,-0.00033927+0.0012897i,0.00010295-5.0758e-05i,0.00015778-0.00060378i,-0.00020746-0.00018454i,-0.00058841+0.00060528i,-0.00010393+0.0011917i,0.00056529+0.00074967i,0.00024435-0.00042865i,-1.9499e-05-0.00026801i,-0.00012858+0.00078677i,-0.00045516+0.00030014i,9.8815e-06-0.00055634i,0.00029452-0.00095528i,6.6545e-05-0.00081857i,0.00033786-0.00054594i,0.0005886+4.1126e-05i,0.00015027+0.00023457i,-0.00065098+0.00029497i
0.00020948-0.00097235i,-0.00042397-0.0010626i,-0.00025638-0.0016399i,-0.00062751-0.0015354i,-0.0021661-0.00028088i,-0.0018277+0.00059799i,-0.0010482+0.00086199i,-0.00096607+0.00083204i,-0.00036494+4.3654e-05i,0.00012937-0.00054592i,-8.3299e-05+0.00029872i,-0.00026783+0.00077649i,5.3618e-05+0.00070029i,0.00016651+0.00023459i,-0.00036816-0.00039761i,-0.00081433-0.00048486i,-0.00056272-5.5841e-05i,0.00062868+0.00023249i,0.0011713-0.00011493i,0.0003656+7.5419e-05i,-0.00034868-3.3484e-05i,-0.00078163-0.00036939i,-0.00026456-0.00039906i
0.00041116+0.00016541i,0.0001985-0.0002292i,0.0010907-0.00015811i,0.0017852+0.00028036i,0.0012016+0.0011307i,0.00013273+0.0013333i,-0.00066447+0.00022219i,-0.0009983-0.00094611i,-0.00090075-0.00097532i,-9.2179e-06+0.00020372i,0.00022995+0.0012391i,8.4636e-06+0.0015465i,0.00088911+0.0010583i,0.001307+0.00028646i,0.00029353+0.00013997i,-0.00028744+0.0003275i,-0.00077436+0.000533i,-0.0011234+0.00014795i,-0.00057802-0.00033428i,-0.00016017+0.00014616i,-0.00062059+0.00013585i,-0.00076144-0.00030726i,-0.00017167-0.00021556i
