0.0010376-0.0020428i,0.0012003-0.0042998i,-0.0005611-0.0053313i,-0.0021821-0.0038997i,-0.0020438-0.0011897i,-0.0013344+0.001035i,6.3455e-05+0.0014025i,0.00068069+7.468e-05i,0.0010099-0.00066365i,0.0009262-0.00089262i,0.00054364-0.00025264i,0.00067607+0.00048053i,0.00074753+0.00060737i,7.0556e-05+0.0012122i,-0.00021861+0.0013115i,-0.00024046+0.00070942i,-5.3083e-05-1.7752e-05i,0.0006139-0.0004555i,-0.00025491-0.00063445i,-0.0012696-0.00067538i,-0.00065957-0.0002222i,-0.00032182+0.000305i,0.00012877+0.00044411i
0.00039505-0.00010912i,0.00087738-0.0019999i,0.001317-0.0030346i,8.3234e-05-0.0023619i,-0.00075926-0.0017505i,-0.0002039-0.001004i,0.00027756-0.00044973i,0.000423-0.00079605i,-0.0001826-0.00096192i,-0.00024017-0.0006412i,-1.4954e-05-0.00073786i,-0.00016541-0.00054634i,-0.00044418+0.00082484i,-0.00051215+0.0014489i,7.1368e-05+0.00067553i,0.00047392+0.00033411i,0.00015958+0.00065954i,0.00042196+0.00041968i,0.00072656+0.00025557i,0.00058179+8.1238e-05i,0.00031492-5.5545e-05i,0.00019127+6.8867e-05i,0.00076665-0.00052422i
-0.0018999-0.00045612i,-0.0023097+0.00036169i,-0.0019282+0.0014743i,7.1366e-06+0.0020977i,0.00076712+0.0019876i,0.00069421+0.00068768i,7.3648e-05-0.00025097i,-0.00078588+9.57e-05i,-0.00083307+0.00025041i,-0.00058418-0.00031783i,-0.00058525-0.00019676i,-0.0005789+6.0437e-06i,0.0002631-0.00059814i,0.00071615-0.00065066i,0.00075334+0.00052391i,0.0012518+0.00064393i,0.00081485-0.00030311i,-0.00033073-0.00060736i,-0.0004985-0.00017201i,-0.00021546-0.00017898i,-0.00019502-3.0438e-06i,0.00027035+0.00063348i,0.00058795+0.00026929i
-0.00055934-0.00104i,-0.00052422-0.0019236i,-0.00019323-0.0016677i,0.00017039-0.0013976i,0.00032736-0.0014018i,0.00018495-0.00074922i,-0.00030281-0.00033151i,-0.00072287-0.00039189i,-0.00054785+0.00018635i,-0.00035651+0.00043074i,-0.00040545+2.0717e-05i,-0.00039409-1.9281e-05i,1.7814e-05-6.1575e-05i,0.0002586-0.00051157i,0.00036062-0.00064407i,0.00023452-0.00013915i,-0.00055934+0.0011345i,-0.00071936+0.0010035i,-0.0004634-0.00061117i,-0.00052896-0.00069404i,-0.00056644+8.5087e-05i,-0.00032669+0.00036238i,-9.821e-05-0.00028531i
-0.0029964-0.00035995i,-0.0027137-5.7183e-05i,-0.0018046-8.5851e-05i,-0.0010995+0.00039977i,-0.00055832+0.0013347i,-0.00013184+0.00067999i,-0.00017898-0.00014937i,-0.00027112-0.00035451i,-0.00042359-1.6181e-05i,-5.9596e-05+0.00042126i,0.0003+5.5296e-05i,0.00024515-0.00042834i,5.7733e-05+0.00035958i,-0.00034279+0.00097266i,-0.00014364+0.00059467i,-7.3147e-06+7.5313e-05i,-0.00012269+5.3068e-05i,-0.00010434+0.00019453i,0.00011283+9.8655e-05i,0.00071232-0.00065692i,0.00033067-0.00048394i,-0.00045026+0.00046559i,-0.00055743+0.0006747i
-0.00084767-0.0025633i,-0.0016487-0.0026352i,-0.001359-0.0013944i,-0.0003106-0.00046353i,6.0201e-05+0.00034656i,-0.00022917+0.0003083i,-0.00021706-0.00039307i,-0.00010624-0.00032428i,-0.00023881+0.0001174i,-0.00030003+0.00014729i,0.00014106-0.0001754i,0.00021327+0.00013527i,0.00031706+0.0012665i,0.00050675+0.00092658i,0.0014762+0.00015317i,0.0013683+0.00023466i,-0.00036854+0.00028161i,-0.00079511-0.00023153i,0.00021033-0.00077634i,0.00067699-5.7532e-05i,0.00013012+0.00046403i,5.5176e-05-9.4869e-05i,-1.8013e-05+0.00041496i
-0.00039668+0.0013365i,-0.00053115+0.00012246i,0.00081196+6.5457e-05i,0.0016456-0.0001415i,0.0010748-0.00025308i,0.0006116+0.0006282i,2.3892e-05+0.0013697i,-0.00038631+0.00036407i,0.00051612-0.00073117i,0.00081033-0.0006148i,7.9849e-05-0.00091954i,-0.00047851-0.00091004i,3.3147e-05-0.00061386i,0.00049374-0.00080794i,0.00031732-0.0011209i,0.00054079-0.00079119i,0.00073321+0.00029686i,0.00035279+0.00055459i,-0.00017044-0.00026762i,-0.00046401-0.00020469i,-0.00012565-0.00052813i,-5.4818e-05-0.0005666i,-0.00038384-0.00031359i
-0.0022188-0.0027427i,-0.0033132-0.0026697i,-0.0034519-0.0016103i,-0.0020348-0.00031053i,-0.00096604-0.00018362i,-4.118e-05-0.00081562i,-5.1325e-05-0.00064058i,-0.00042886-0.00027243i,-4.4269e-07+0.00052175i,-0.0002587+0.00055647i,-0.00021168-0.00030503i,0.00028475-0.00034288i,0.00074306-9.6057e-05i,0.00075578+0.0002952i,0.00038269+0.0003947i,0.0001288-0.00024272i,-0.00027187-0.0005639i,-0.00024442-0.00062813i,-6.9542e-05-0.00074126i,-0.00024885-0.00040108i,-0.0002535+0.00036928i,0.00010164+0.0005802i,0.00053365+0.00048882i
0.00020746+0.00041903i,-0.0001661+0.00018927i,7.5063e-05+2.8763e-05i,0.00012654+0.00025314i,0.00094349+0.00067073i,0.0013082+8.4343e-06i,0.00037714-0.00038593i,-0.00056049-0.00045488i,-0.00077498+0.00020803i,-0.00025591+0.00092496i,0.00013439+0.0010761i,0.00039001+0.00040798i,0.00044649+2.7734e-06i,-0.00025085+4.3521e-05i,-0.00048146-8.4164e-05i,-5.7439e-05+0.0001608i,0.00020192+0.00043777i,0.00049754+7.8733e-06i,0.00090883-0.00014287i,0.00037701-9.6124e-06i,0.00016538+0.00017i,0.0003026+6.1333e-05i,0.00038306+0.000221i
-0.0027472-0.00094116i,-0.0029493-0.00058589i,-0.0026894-0.00040169i,-0.0015593-0.00064605i,-0.00078677-0.00055796i,-0.00046772-0.00066313i,0.00061083-0.0011386i,0.00058269-0.001405i,-0.00075068-0.0003693i,-0.00018607+0.00021178i,0.00054711+0.00037068i,5.8507e-05+0.0014194i,0.00045218+0.0013386i,0.00063592+0.00020883i,6.5359e-05+0.00013546i,0.00026263+0.0002501i,0.00088048-0.00017101i,0.00059065-0.00027878i,0.00025423-0.00056668i,-2.7295e-05+0.00013956i,-0.00025682+0.00050743i,4.1735e-06-0.00036206i,-0.00039428-0.00041741i
0.00032486-0.0016061i,-0.0002955-0.0014575i,-0.00035206-0.0013101i,-0.00031443-0.00058637i,-0.00011667+0.0001971i,0.00037938+3.442e-05i,0.00022565+0.00012817i,-8.4982e-05+0.00058457i,-0.00044344+0.00034329i,-0.00043014-1.0902e-05i,-0.00023994-0.00032344i,-0.00033674-0.00071389i,3.9307e-05-0.0011204i,0.00092076-0.00075642i,0.0009633+0.0003496i,0.0010762+0.00047072i,0.0015234-8.7207e-05i,0.00072314-0.00029072i,-0.00015376+7.9686e-05i,-2.2793e-05+5.3142e-05i,-7.6916e-05-0.00037761i,-0.00017905-0.00052972i,-0.00031871-0.00055974i
-0.00045339-5.1018e-05i,-0.0019162-0.0010785i,-0.0022319-0.00072974i,-0.0021432+0.00031797i,-0.0017605-0.00012953i,-0.00093768-1.0964e-05i,0.00051669+0.00057197i,0.00090205+0.00034511i,-5.586e-05-8.1881e-05i,-0.00092615+7.1688e-06i,-0.00029039-5.4278e-05i,0.00032106-0.00052368i,0.00050341-0.00052716i,0.00024602+0.00040596i,-0.0004459+0.00069964i,-0.00054415+0.00032812i,-0.00038217+0.00046471i,0.00037445+0.0011584i,0.00082587+0.00094084i,0.0008611-4.427e-05i,0.00041181+0.00030088i,0.00044482+0.0005497i,0.00079182+0.00018563i
-0.00060823-0.0030217i,-0.00095043-0.0035172i,-0.0017614-0.0026431i,-0.00094359-0.00031959i,0.00075464+0.00042702i,0.0011633-0.00064861i,0.00039258-0.00039664i,9.5547e-05+0.00086836i,0.00036535+0.0014364i,0.00051571+0.00094272i,0.00041083+0.00056476i,-0.00018186+0.00085706i,-0.00017652+0.00060313i,0.00061461+0.00030531i,0.00071279-0.00015637i,0.00011869-0.00051752i,-0.00046114-0.00014601i,-0.00037487-0.00022028i,-0.00058058+0.00014739i,-0.0011526+0.00057554i,-0.0011836+0.00028967i,-0.00037682-8.9697e-05i,0.0009071-0.00052118i
-0.0010192-0.00044243i,-0.0015765+0.00021408i,-0.0016169+0.00011532i,-0.00015225+0.00015513i,0.0012207-0.00016525i,0.00088978-1.5394e-05i,0.00016616+0.00024018i,-5.0698e-05+0.00024047i,-0.0010417+0.00063933i,-0.0015931+0.00016691i,-0.00064379-2.0304e-05i,-0.00012851+0.0001912i,9.4428e-05+0.00022891i,-0.00011355+0.00024896i,-0.00075608-0.00071712i,-0.00046008-0.00089245i,0.00072984-0.0003684i,0.001274-0.00042553i,0.00093594-0.0002097i,0.0010302+7.4558e-05i,0.00063031-9.8068e-05i,-0.00021593+0.00017371i,0.00036358+0.00081222i
-0.0023-0.0004997i,-0.0035258-0.00069749i,-0.0036299-0.00050836i,-0.0028736+0.00081966i,-0.0017339+0.00097605i,-0.00053547+0.00067907i,-0.00060594+0.00039381i,-0.00057374-0.00020199i,0.00010616-0.00038262i,0.00057631-0.00012488i,0.00077475-3.2317e-05i,0.00080396-0.00061801i,0.00066965-0.00060157i,0.00075785-0.00026457i,0.00032042-0.00051302i,-0.00056861-0.00046621i,-0.00045458-0.00028591i,0.00033746-0.00030183i,0.00015045-0.00015078i,-0.0012859-0.00035165i,-0.0014923-0.00013161i,-0.00079353+0.00033006i,-0.00027574+0.00017684i
0.00016118-2.5087e-05i,0.00067253+0.00042163i,0.00070427+0.001472i,0.00070946+0.00037217i,-0.00040972-0.00054677i,-0.00092579-0.0008743i,-0.00087356-0.00046608i,-0.00073111+0.00016463i,-0.00015254-0.00019448i,-1.6901e-05+0.00034245i,-0.00026615+0.0013374i,-0.00013077+0.0010761i,0.00017658+0.00041057i,0.00037474+0.00013519i,0.00037208+0.0002398i,7.2935e-05+0.00075184i,-5.8658e-05+0.0007586i,0.00035059-8.1756e-05i,-0.0004004-0.00035839i,-0.0014241-0.0002092i,-0.00078809+0.00016886i,-0.00020772+0.0011772i,-0.00083832+0.00093262i
-0.0030936-0.0013276i,-0.0031942-0.0012492i,-0.0028878-0.0017642i,-0.0021787-0.0017389i,-0.0014404-0.0011751i,-0.00065215-0.00078972i,0.00042838-0.00025059i,0.00060465+7.4512e-05i,0.00059765+0.00029971i,0.00072361+7.4927e-05i,0.00057577-0.00061962i,0.00092567-0.00068416i,0.0011462-5.1686e-05i,9.7477e-05+0.00073055i,-0.00026957+0.00078824i,9.9541e-05+0.00054256i,7.8126e-05+0.00036811i,-0.00034737+0.00048599i,-0.00054136+0.00029625i,-8.4053e-05-0.00053887i,0.00034519-0.00015284i,0.00017248+0.00031374i,-0.00046515-0.00030568i
0.00098644-5.9626e-05i,0.00024509-0.00030563i,8.5814e-06-0.00040055i,0.00033963+9.9984e-05i,0.0011551+0.00034355i,0.0013859+0.00026925i,0.00099543+0.00076044i,-0.00031574+0.000819i,-0.0013963+0.00019254i,-0.00071141-0.00040272i,0.00010853-0.00055686i,0.00042777-0.00062276i,0.00014767+0.00013979i,-0.00027264+0.00097268i,-0.00040267+0.00058781i,-0.00061686+0.00085865i,-0.00011541+0.00093712i,0.00035652-0.0002225i,-8.3738e-05-0.00098762i,-0.00021382-0.0005409i,5.5532e-05+0.00067176i,0.00043292+0.00068866i,0.00050469-0.00057957i
0.00023904-0.00046318i,-0.001491-0.0011366i,-0.0020588-0.0007698i,-0.00099745+0.00057264i,-0.00011314+0.00071608i,0.00039748+0.0002922i,1.74e-05-0.00016539i,-0.00015333-0.00021787i,0.00030505-8.1337e-05i,0.0003386-0.00041106i,0.00013555-0.0013179i,-0.00025764-0.0007358i,-0.00060106+0.00034096i,0.00054765+4.1118e-05i,0.00078705-0.00024637i,0.00018512-0.00084302i,0.00050583-0.001466i,0.00052969-0.0014841i,0.00027381-0.00060971i,-0.00021084+0.00026555i,-0.00091617-0.00046333i,-0.00098853-0.00096376i,-1.2018e-05-0.0005416i
-0.0017014+0.00022653i,-0.0014433-0.0010023i,-0.00034926-0.0017846i,0.00013578-0.0019107i,-0.0003701-0.0011801i,-0.00040339-0.00048648i,-0.00099298-0.00015389i,-0.001453-0.00015813i,-0.00078671-0.00010827i,-0.00026029+0.00044236i,-0.00050317+0.00050138i,0.00037889-0.00046913i,0.00079751-0.00071533i,0.00024543-0.00056693i,0.00036654-0.00042759i,0.0005264-0.00058286i,0.00039879-0.0009104i,-8.8032e-05-0.00053383i,-0.00013582-8.8174e-05i,7.6725e-05+0.00025299i,7.499e-05+0.00019901i,0.0006162-0.00025765i,0.00169-0.00046854i
-0.0027745-0.00017553i,-0.0025241+0.00046165i,-0.0016522+0.0012907i,-0.0002556+0.0010726i,0.00068343+0.00059411i,0.00070654-0.00023951i,3.6161e-05-0.00049969i,-0.00030802-0.00071856i,-0.00033888-0.00034625i,-3.7541e-05+0.00063397i,0.00081983+0.00086755i,0.0014263+0.00058722i,0.00091913+7.6104e-05i,0.00059805-0.00017813i,0.0010263-0.00010554i,0.0010572-0.00050327i,-0.00042436-0.00011236i,-0.00083245-0.00010396i,-0.00023656-0.00053228i,-0.00075883-0.00067765i,-0.00083055-0.00057056i,-0.00010101-0.00011717i,0.00035551-0.00011278i
0.00028612+9.6534e-05i,0.00090188-0.0013676i,0.00099608-0.0019342i,0.00098813-0.0012467i,0.00074652-0.00081856i,-0.00049741-0.00071704i,-0.00097866-0.00016254i,-0.00016732+0.00047527i,0.00016261-6.1435e-05i,2.7805e-05-0.00066728i,0.00021402-0.0002636i,0.00061735+0.00026668i,0.00017719-0.00027846i,-0.00044971-0.00050056i,-0.00085686+0.0001115i,-0.00042944-0.00012789i,0.00022818-0.00049782i,0.00017227-0.00074471i,0.00016726-0.00047611i,0.00012466-0.00014664i,-0.00033211+0.00031452i,0.00033164+0.00054357i,0.00049897+0.00050591i
-0.0021041+0.00021915i,-0.0029156+0.000168i,-0.0020014+0.00049627i,-0.00098313+0.0012012i,-0.00068663+0.00093985i,-0.00062109+0.00025168i,-0.00049093-0.00028804i,7.322e-05-0.00045778i,0.00050544-0.00028641i,0.00081412+0.00081236i,0.0010332+0.0018062i,0.001242+0.0012627i,0.0011709+0.00037311i,0.0010288+0.00021065i,0.00038276+0.0001261i,-0.00018785-0.00012834i,-0.00036703-0.00028747i,-7.3786e-05-0.00047428i,0.00022785-0.00040836i,0.00037113+1.3234e-05i,0.00020484+0.00014058i,-0.00018308-0.00025178i,3.7881e-05-0.00011105i
-0.00057072-0.0016757i,-0.0022142-0.0013829i,-0.0028424-0.001953i,-0.0018886-0.001402i,-0.00046786-0.0012891i,0.00093807-0.0010992i,0.00077692-0.00017101i,-0.00012455+8.5536e-05i,-0.00011829-2.631e-05i,0.00044901+2.3637e-05i,0.00076471-7.4848e-05i,0.00051075-0.00017468i,0.00053398-0.00095712i,0.0014627-0.001144i,0.00083653-0.00051223i,-0.00053319-0.0011014i,-8.0833e-05-0.0015074i,0.00021581-0.00037474i,-0.00039837-2.7049e-05i,-0.00054106-0.00029398i,-0.00043506+0.00014687i,-0.00050987+0.00010955i,-0.00025252-0.00039824i
-0.0011961-0.00064454i,-0.00018793+0.00082414i,0.00020792+0.0023414i,0.00013187+0.0020827i,0.00066737+0.0011116i,0.00090028+0.00036313i,0.00049417-0.00033464i,-5.1122e-05+1.0666e-05i,-0.00025767-5.9336e-05i,-0.00052417-0.00048641i,-8.9912e-05-0.00028725i,0.0002903-0.00026965i,-6.3707e-05+0.00017994i,-0.00013039+0.00071669i,-0.00034288-0.000351i,-0.00015859-0.00093362i,0.00050337-0.00016602i,0.00065084+8.7514e-05i,0.00032836-6.4831e-08i,-3.2748e-05+0.00027358i,0.00028648+0.00077822i,0.00024758+0.00075747i,0.00059384+0.00033966i
-0.0017472-0.00045215i,-0.0022614-0.00091599i,-0.0024662-0.00080646i,-0.0014381-0.0008071i,-0.0001786-0.00055508i,0.00032495-0.00080528i,2.5017e-05-0.0012608i,0.00055132-0.0010037i,0.0011516-0.00033717i,0.00095657+7.28e-05i,6.3115e-05+8.7407e-05i,-0.00097412+0.00045575i,-0.00061639+0.00053914i,9.3623e-05+0.00074552i,0.00075413+0.00079873i,0.00070145+0.00041668i,0.00028073-3.9461e-05i,0.00022289-0.00047282i,-0.000185-0.00034115i,-0.0002839-9.0834e-05i,-0.00038537+0.00020507i,-0.00037984-0.00016399i,-0.00066964-0.00051775i
0.00053811+0.00052206i,0.00013133+0.00010248i,0.000265+0.00036542i,0.00010381+0.0011103i,-0.0009517+0.0012685i,-0.00081959+0.0013907i,0.0004104+0.0013197i,0.00053147+0.0010623i,0.00019729+0.00037598i,2.2223e-05+0.00016336i,-5.8365e-05+0.00013984i,0.00050327-0.00018672i,0.0012155-2.2016e-05i,0.00092485-2.2569e-05i,0.00066616+2.6831e-05i,0.00035115+0.00066165i,-0.00019894+0.00049621i,-0.0001143-0.00020988i,-0.00035816-0.00032352i,-0.00049577-0.00033177i,0.00021899-0.00030265i,0.00062278+0.00011457i,0.00022557+7.4528e-05i
-0.0013878-0.0010837i,-0.0015178-0.0014718i,-0.0014269-0.0010729i,-0.0017742-0.00078603i,-0.0014708-0.00080266i,-0.00082146-0.00064041i,0.00017257-0.0006096i,9.9288e-05-0.00010556i,0.00039189+7.0553e-05i,0.00019988-0.00043458i,-0.00019605-0.0011166i,0.00047779-0.00031217i,0.00066753+0.0012484i,0.00033985+0.0013694i,-0.00044659+0.00011036i,-0.00070743-0.00016892i,-0.00030044+9.9041e-05i,-0.00038041+0.00036249i,-0.00084222-0.00018294i,-6.3901e-05-0.00070148i,0.00015652-0.00023652i,-0.00057043+0.0002493i,-0.00089805+0.00026096i
-0.00015299-0.0017412i,-0.00069223-0.0017374i,0.00026809-0.0011491i,0.00070875-0.00053611i,0.00074142-0.0003722i,0.00098571-0.00032854i,0.00070063-0.00016753i,-0.00028857+0.00048044i,-0.00070298+0.00081744i,0.00051425+0.00035742i,0.0011382+3.2681e-05i,0.00054877+0.00040705i,0.0001239+0.00067075i,0.00039039+0.00098059i,0.00022258+0.00069983i,0.00010626+0.00032204i,-0.00045629+6.3276e-05i,-0.00083797+0.00020212i,-0.0010459+0.0004654i,-0.0012887+4.3884e-05i,-0.00049386-8.0839e-05i,-9.5369e-05-0.00042411i,-7.6582e-05-0.001086i
-0.00084426-0.001071i,-0.001655-0.00080769i,-0.0022381-0.00048489i,-0.0028599-0.00033147i,-0.0016337-0.00038941i,-0.0003181-0.00013354i,-0.00037149+0.00064819i,0.00012034+0.00024736i,0.00034618-0.00057214i,0.00020969+6.5672e-05i,0.00066409+0.00015505i,0.00088096-0.00027412i,0.00085147-0.00015772i,0.0005944+3.6762e-05i,-0.00024611+0.00035011i,-0.00065189+0.00026721i,0.00012777+0.00023084i,0.00021113+0.00048362i,-0.00051829+0.00086458i,-0.00044248+0.0010096i,5.3996e-05+0.00067344i,0.00070915+0.0004424i,0.0012666-0.00031054i
-0.00017576-0.0023962i,0.00073234-0.0025073i,0.0010735-0.0021936i,0.00091865-0.00059037i,0.00049313+6.6914e-05i,0.00020856+2.012e-05i,0.00014818-9.9296e-05i,1.8955e-05-0.00082359i,0.00040757-0.00071958i,-0.00012729+0.00022987i,-1.4487e-05+0.00033385i,0.00013349+9.8066e-05i,0.00035807-0.00044742i,0.00073033-0.00047979i,0.0005909+0.00015865i,0.00070118+0.00034569i,0.00017232-1.9035e-05i,0.00022308-0.00061668i,0.00074515-0.00066709i,0.0012023-4.0285e-05i,7.3328e-05+0.00044826i,-0.00096755+0.00042745i,-0.00031335+0.00084932i
-5.8008e-06-0.00032018i,-0.00077821-0.00015658i,-0.0013998+0.00056472i,-0.0015885+0.0005171i,-0.0013272-0.0001207i,-0.00070956-0.00048224i,-0.00017018-0.00043924i,1.2378e-05-0.00075604i,0.00022481-0.00081668i,-0.00022271-0.00016793i,-0.00093373+0.00049486i,-0.00048143+0.00098073i,-3.3777e-05+0.00077852i,2.2567e-05+0.00055347i,0.00040884+0.0009613i,0.00052733+0.00051103i,-0.00010056-0.00011354i,-0.00027186-0.00016359i,-0.00011979-0.00018401i,-0.00013443-0.00022916i,5.4775e-05-0.00015049i,-0.00021346+0.00017835i,-0.0010191+0.00042254i
-0.0016289+6.0923e-05i,-0.0017222-0.00071214i,-0.0018052-0.00093432i,-0.00077589-0.00041013i,-0.00023966+0.00077764i,-0.00038354+0.00050957i,0.00020786-0.00020995i,0.00056287+1.8842e-05i,0.00015075-0.0002418i,-1.6302e-05-0.00053076i,1.105e-05+3.5451e-05i,0.00021182+0.00058381i,0.00034765+0.00077872i,-0.00036721+0.00074529i,-0.00028192+0.00053112i,-7.3471e-05+0.00051817i,0.00018983+0.00031894i,0.00075236-0.00047741i,0.00057119-0.00060649i,5.9721e-05-0.00031069i,-0.00026125-0.00087477i,-0.0002914-0.00098724i,-0.00057729-0.00027478i
-0.00047151-0.00091715i,-0.00081905-0.00053238i,-0.00025975+0.00012915i,-0.00015294+0.00063432i,-0.00037191+0.00099493i,0.00028081+0.00041174i,0.00025559-1.2757e-05i,-0.00013204+3.1068e-05i,0.00067474-0.00046463i,0.0007456-0.00012831i,6.8388e-05+0.00018816i,9.9888e-05+1.936e-05i,0.00013959+0.00015769i,0.00032751+0.00019463i,0.00083939-0.00022536i,0.00081467-0.00013559i,0.00027587-0.00038255i,0.00016529-0.00075939i,-0.00011771-0.0010228i,-0.00017697-0.0012856i,0.00016423-0.00078688i,0.00047256+0.00017885i,0.00072465+0.00051401i
0.0023903-0.0014212i,0.0010928-0.0032719i,0.00032174-0.0037205i,9.0119e-05-0.0030696i,-0.00053181-0.0018801i,-0.00061905-0.00067861i,0.00023326-0.0002204i,0.0010955+0.00022012i,0.0015458+0.00042283i,0.00099675-5.5113e-05i,-0.00036356+7.1187e-05i,-0.0014026+0.00039686i,-0.0014634+0.00040768i,-0.0010406+0.00035266i,-0.00086018+0.00063098i,-0.001048+0.00033621i,-0.00024138-0.00014862i,0.00032932+0.00011034i,-0.00028049-0.00056266i,-0.00033517-0.00063274i,9.3657e-05-0.00016547i,0.00028539-0.00044661i,0.00053611-0.00030566i
-0.0011295-1.9204e-05i,-0.00090356-0.00088191i,-0.00046923+9.1979e-05i,-0.00061659+0.00096531i,-0.00069447+0.00014852i,-0.00064619+0.00027584i,-0.00017118+0.00031319i,7.7503e-05-0.0004533i,0.00072765-0.00069027i,0.00099155-0.00056361i,0.00068267-0.00061553i,0.00039435+2.9022e-05i,-9.1982e-05+0.00091134i,8.7901e-05+0.00040828i,0.00042177+0.00014516i,-0.00026962+0.00042747i,-9.1087e-06+0.00025273i,0.0004283+0.00013545i,0.00014282+0.00035129i,-9.6481e-05+0.00068361i,-0.00021327+0.00071811i,0.00034091+0.00052548i,0.00036203+0.00051312i
-0.0014795-0.0022746i,-0.0014158-0.0017372i,-0.0017259-0.0015443i,-0.00087653-0.00097113i,-0.00022697-0.00039515i,6.9548e-05-0.0010225i,0.00029332-0.0012626i,0.0001986-0.00071506i,0.00043884-0.00058167i,0.00066039-0.00068992i,0.00086729-0.00040843i,0.00091954-0.00019565i,0.001052-1.5639e-05i,0.0006441+0.00015695i,2.0494e-05-0.00053562i,-0.00045994-0.00048555i,-0.0011077+0.00012964i,-0.00059096-7.733e-05i,0.0003234+7.366e-05i,-0.00019453+0.00018322i,-0.00064373+8.9088e-06i,-0.00032977+0.00050422i,8.115e-05+0.00050103i
0.00050584-0.00057483i,-0.00028237-0.00021101i,-0.0006514-3.9567e-06i,-0.00020321+0.0001341i,-0.00069231+0.00015675i,-0.00079032-0.00014773i,-0.00034665-0.00052849i,-0.00016082-0.0010045i,-0.00097264-0.00041831i,-0.0016194+0.00044592i,-0.00061323+0.00057716i,0.00047156+0.00034679i,0.00072408+0.00040443i,0.00094092+0.00069276i,0.00071497+0.0012896i,-0.00039865+0.00025859i,-0.00060937-0.0012378i,-0.00022686-0.0011452i,-4.8488e-05-0.00060584i,-0.00061884-0.00080405i,-0.0012584-0.00086763i,-0.00078081-7.7447e-05i,-1.5872e-05-0.00010184i
-0.001082-0.00043361i,-0.0017045-0.00023127i,-0.0016202-0.00025356i,-0.00079704-0.00038086i,-0.00024849-0.00035203i,0.0002095-0.00049684i,0.00033552-0.00069364i,4.0987e-05-0.0010236i,-0.00048597-0.0011354i,-0.00065488-0.00034731i,-0.0002441+0.00032544i,-0.00030079+0.00026276i,-8.7784e-05-6.5524e-05i,0.00022034-7.7966e-05i,0.00026253-0.00042729i,0.00062263-0.00067031i,0.00063384-0.00055615i,0.00018109-0.00028136i,-1.8495e-05+5.7002e-05i,-0.00051543+0.00018013i,-0.00063034-3.6345e-05i,-0.00043607+0.00014761i,-0.00033514+0.0001188i
0.00051252-0.0019155i,0.00035665-0.0018935i,0.00028697-0.0014945i,0.00034843-0.0010583i,0.00077664-0.00020401i,0.00062391-0.00022793i,-2.5913e-05-0.00080904i,-0.00036799-0.00037261i,0.00026141+3.8338e-05i,0.00060586+0.00023069i,0.0003734+0.00069658i,0.0005989+0.00065257i,0.00048274+0.00047407i,0.00012855+0.00030702i,-0.00016402+0.00075932i,4.5951e-05+0.0005324i,0.00037846-3.6078e-05i,0.00047709-0.00055858i,2.2455e-05-0.0011563i,-0.00028128-0.00048447i,3.4423e-05+0.00082001i,-0.00014217+0.0015039i,0.0001414+0.0008284i
0.00087954+0.0014425i,-0.00099456+0.0010118i,-0.00068417+8.0722e-05i,-0.00016649+0.00025251i,-0.00043531+0.00024156i,-0.00055996-0.00055834i,-0.00056651-0.00094622i,-0.00059741-0.0003375i,-0.00045264-0.00042777i,-0.00012191-0.00074742i,-0.00030442+4.379e-06i,-0.00048364+0.00029403i,-0.0007459+0.00016822i,-0.00053823+0.00048332i,-0.00074705+0.00053711i,-0.00069723+0.00027263i,-0.00052176+0.0009274i,-0.00074897+0.00099872i,-0.00044626+0.00032981i,0.00039731+0.00057653i,9.9747e-05+0.00033632i,0.00032354-0.00060606i,0.00042236-0.00033907i
0.00045316-0.0025069i,0.00042414-0.0029158i,6.5341e-05-0.0026478i,-0.00078982-0.0013572i,-0.0016554+0.00020396i,-0.001083+0.00095486i,-4.1462e-05+0.0010258i,0.00089287+0.00086494i,0.00071764+0.00071073i,-0.00018954+0.00040753i,-0.00014029-0.00020812i,0.00085371-0.00020204i,-4.7893e-05+0.00022544i,-0.0010362+0.000533i,-0.00068392+0.0012561i,-0.0002563+0.0010004i,-7.1464e-05+0.00011956i,0.00026192-0.00036537i,0.00051683-3.9889e-05i,0.000578+0.00041344i,-5.1284e-05+0.00040071i,-0.00063341+2.5569e-05i,-0.00088588-0.00062641i
-0.00068847-0.00022466i,-0.0016366-0.00033567i,-0.0021595+2.4843e-05i,-0.0016634+0.00059957i,-0.00086004+0.0010162i,-0.00074966+0.0010565i,0.0002975+0.0002674i,0.00031133-0.00014116i,-0.0012034+0.00013347i,-0.0013217-0.00046653i,-0.00065371+2.6975e-05i,-7.2226e-06+0.00075566i,0.00033474+0.00021451i,0.0005114-0.00039346i,0.00024853-0.00056654i,-0.0002956+6.1153e-06i,-0.00057128+8.187e-05i,-0.0013741-0.00011351i,-0.0012649-0.00027741i,-0.00089222+2.5605e-05i,-0.0010651-0.00023554i,-0.00076369-0.0010661i,-0.00011582-0.00094711i
