0.0012128+2.7112e-05i,0.001505-0.0021649i,-0.00010503-0.0047163i,-0.0032033-0.0041654i,-0.0047831-0.0012653i,-0.0038578+0.00089298i,-0.00074207+0.0020518i,0.00089843+0.0017107i,0.00066241+0.00025459i,0.0010138-0.00081157i,0.0010066-0.00080944i,-7.791e-05-0.00074645i,-0.00050607-0.0003936i,6.315e-05-0.00012214i,8.8428e-05-0.00013964i,-0.00026252+7.0437e-05i,-6.3202e-05+0.00031123i,-0.00028169+0.00073295i,7.0862e-05+0.00060945i,5.3863e-06+3.6182e-05i,-0.00018159-0.00035039i,0.00066076-0.00082851i,0.00060167-0.00027014i
-0.0014046-0.00029713i,-0.00070319-0.00018004i,-0.0013566+0.00093285i,-0.001894+0.0015143i,-0.0023082+0.0014228i,-0.0020569+0.00093765i,-0.00069734+0.0010037i,6.7467e-05+0.00046602i,0.00021926+0.00019991i,-0.00011607+0.0010544i,-0.00039716+0.0013246i,0.00017437+0.0010178i,-0.00043621+0.0011484i,-0.00092521+0.00016627i,-0.00032565-3.6818e-05i,0.0001224+0.00039133i,-0.00016477+0.00027115i,-0.00011864+0.00067418i,0.00080239+0.00045452i,0.0013085-4.0395e-06i,0.00089344-5.3734e-05i,0.00017674-0.00062696i,0.00036381-0.0010434i
-0.00010564-0.00014979i,-0.00077509-0.0012184i,-0.0024919-0.0011908i,-0.0023553-0.00053196i,-0.0014101+1.0254e-05i,-0.001111-1.6474e-05i,-0.00091998-0.00060876i,-0.0010939-0.0012389i,-0.00062924-0.00084241i,0.00015197-0.00020272i,0.00083845+0.0002151i,0.00058043+0.00060159i,-0.00016184+0.00042136i,0.00025684+0.00058113i,0.00029881+0.00048611i,-0.00047565-0.00014982i,-0.00064554-0.00025734i,-0.00023053-0.00071602i,-0.00065687-0.0012276i,-0.00078534-0.0010149i,-0.0003027-0.00069688i,0.00010935-0.000361i,-0.00019737-0.00020845i
0.00062001-0.00059949i,-0.00053337-6.8278e-05i,-0.0014838+0.00082953i,-0.0026453+0.00088532i,-0.0023219-0.00036222i,-0.0011337-0.00062965i,-0.00051505+0.0004451i,-0.00033835+0.00021353i,-0.00015713-0.00077694i,-0.00016649-0.0006373i,0.00021344-3.3804e-06i,0.00066096+0.0006916i,-0.00027621+0.0012993i,-0.00063502+0.0012856i,-0.00013189+0.00071089i,-0.00026018+0.00045029i,-0.00032174-0.0001242i,-0.00053712-0.001397i,-0.0001724-0.00099901i,0.00022461-9.1041e-05i,0.00016698+9.9774e-05i,0.00034813+0.0005079i,0.00083825+0.00012664i
-0.0010914-0.00011316i,-0.00096809-5.1361e-05i,-0.0015886+0.0014366i,-0.0020341+0.0020404i,-0.0012189+0.0011515i,-0.00050857+0.00037476i,-0.0006522-6.3204e-05i,-0.00029375+0.0001644i,0.00015694+0.00032464i,0.00028123+0.00034173i,0.00046194+0.00025753i,-0.00024699+0.00021686i,-0.0005521-0.00054524i,0.00022464-0.00083883i,0.0001049-0.00034547i,-4.6174e-05-0.00040857i,-0.00023991-0.00020891i,-0.00040356+0.00018167i,0.0004864+0.00049748i,0.00086533+0.00089837i,0.00064089+0.00054719i,-0.00042601-5.9127e-05i,-0.00097592+0.00041536i
-0.001901-0.00061798i,-0.0021672+0.00041082i,-0.0029921+0.0007992i,-0.0025683+0.0016677i,-0.0013254+0.0018659i,6.8152e-05+0.00021342i,0.00012805-0.001149i,-0.00091392-0.00094028i,-0.001316-0.0002919i,-0.0011081-0.00024221i,-0.00052115-0.00013643i,0.00027326-0.0001546i,-1.1553e-05-0.00066437i,0.00021792-0.00085562i,0.0010242-0.0013369i,0.00056684-0.001125i,3.7338e-05-3.0325e-05i,0.00066386-6.4831e-05i,0.00093146-0.00065661i,0.00088839-0.00086915i,0.00073928-0.00030775i,0.00030625+0.000438i,-0.00011497+0.00058965i
-0.0028129+0.00034765i,-0.0034897+0.00057962i,-0.0033802+0.00081314i,-0.0032557+0.0014727i,-0.0019664+0.0014815i,-0.00067164+0.00042153i,-0.00090391-0.0010661i,-0.0015561-0.00060421i,-0.001417+0.00073722i,-0.00087909+0.00052121i,-0.0005603+6.6551e-06i,-0.00039656+0.00053721i,-0.00037014+0.00031778i,-0.00024909-0.00072649i,0.00020683-0.0007711i,5.4664e-05+0.00034223i,-0.00028496+0.00053625i,-0.00035303-0.0008661i,0.00016287-0.0010939i,0.00023138+0.00030652i,-0.00014586+0.00057291i,-0.00074642-0.00037309i,-0.00056191-0.00059715i
0.00010751+0.00076269i,-0.00081373+0.0019798i,-0.0026169+0.0038528i,-0.0024506+0.0039246i,-0.0010524+0.0023142i,-0.00033842+0.00038482i,0.00020705+0.0002768i,-8.4988e-05+0.00043893i,-0.00041266+0.00017614i,0.00040945+0.00048745i,0.00059088+0.00018184i,0.00054419-0.0002031i,0.00058329-5.1544e-05i,-0.00027107+0.00048373i,-0.00091866+0.00059113i,-0.00032213+0.00087688i,0.00038443+0.00039219i,0.0006771-9.0421e-05i,0.00054171+0.00033413i,0.00031726+0.000325i,0.00032324+0.00030562i,0.00040158+0.00016729i,0.00034064-0.00036987i
0.00045381-0.0012379i,-4.8308e-05-0.00090917i,-0.0007746-0.00075581i,-0.0010428-0.00025861i,-0.00065658+0.00015339i,-0.00052397-0.00014302i,-0.00078102-0.00036411i,-0.00084365-1.9688e-05i,-0.00079441+8.5907e-05i,-0.00064618+0.00029476i,9.4535e-05+0.00045588i,0.00074732+0.00041367i,0.001205+0.00041041i,0.00065044+0.00070963i,-0.00093132+0.00086651i,-0.0010483+0.00044911i,6.3894e-05-6.4269e-05i,0.00043225+0.00033628i,0.0001478+0.00098475i,2.6778e-05+0.00095316i,-0.00042568+0.0002762i,-0.00058053+8.2142e-06i,0.00047527-4.4608e-05i
-0.00024852-0.001731i,-0.00039828-0.0027599i,-0.0016671-0.0021225i,-0.0028875-0.0012576i,-0.0019509-0.0002784i,-0.0014102+0.00037694i,-0.00059635+0.00042791i,-0.00025791+0.00038457i,-0.00069433+1.7184e-05i,-0.00070403-0.00015688i,-0.00060755-0.00075608i,-0.00013824-0.0012661i,0.00078972-0.00041743i,0.00020502+0.00040084i,-0.00096597+0.00050366i,1.094e-05+0.00022618i,0.00059878-0.00014183i,0.00056919+4.538e-05i,0.00072989+0.00042007i,0.00062371+0.00046284i,0.00038919+0.00031801i,0.00028668+0.00029363i,-0.00017969+0.00014455i
-0.0002493+0.0013243i,-0.00089755+0.0021507i,-0.0021235+0.0033959i,-0.0021167+0.0037952i,-0.0011679+0.0028746i,-0.0005894+0.00068609i,-0.0010923-0.0010316i,-0.0011025-0.00074526i,0.00020374+0.00021112i,0.00061963+0.00020233i,0.00013353+0.00018365i,-0.00010237-0.00042646i,-0.00025389-0.0012148i,-0.00022753-0.0010097i,-0.00048072+0.00015599i,-0.00010254+0.0003088i,0.00036475-1.7276e-07i,-0.00041825-0.00025531i,-0.00018376-0.00069444i,0.00060383-0.00055649i,-0.00013238-0.00094435i,-0.00038857-0.00084426i,-8.2724e-05-0.00015569i
-0.002346+0.00058907i,-0.0014687+0.00077219i,-0.00060681+0.0012278i,-2.6717e-05+0.001312i,0.0002739+0.0008924i,-0.00020471+0.00011834i,-0.0013362-0.00051404i,-0.0017118-0.0006314i,-0.0010248-0.00010621i,-0.00047838+0.00035979i,0.00041295+0.0001566i,0.0015163-0.00019089i,0.0018804+7.569e-05i,0.0013189-3.9553e-05i,0.00038895-0.00024067i,0.00018666+0.00023988i,0.00023817+0.00049619i,-0.00033151+0.00053973i,-0.0002539+0.00060795i,0.00047726+0.0006736i,0.00096295+0.00038189i,0.000627-1.0092e-05i,0.00039936+0.00052103i
0.00017722-0.00026249i,-0.0014966+9.0713e-05i,-0.0028728+0.00054798i,-0.0033648+0.0018654i,-0.0022873+0.0010025i,-0.0010718-0.00053024i,-0.00078109-0.00029821i,-0.00030428-0.00045471i,0.00071421-0.00044245i,0.0010923-6.5983e-05i,0.00046189-8.7599e-06i,-0.00030947+0.00014742i,-0.00064684+0.00030605i,0.00018707+0.00010115i,0.0011411-8.8132e-05i,0.00077438+0.0001415i,-8.5906e-05+5.4281e-06i,-0.00023696-0.00059107i,-0.00021302-0.00054923i,-0.00035715-0.00062535i,-6.2832e-05-0.00069254i,0.00072832-0.00040983i,0.0011858-0.00032332i
-0.0028613+0.0030243i,-0.0016031+0.0027319i,-0.0015015+0.002671i,-0.0015338+0.0030628i,-0.00059942+0.0022247i,-0.00048797+0.00021137i,-0.00099961-0.00061731i,-0.0016167-7.2978e-05i,-0.0013996+0.00045741i,-0.00069594+0.00021377i,0.00025264+7.9606e-05i,0.00095111+0.00043415i,7.0545e-05+2.7063e-05i,-0.0013316-0.00058898i,-0.0015909-0.00049259i,-0.00091514+0.00032642i,-0.00056568+0.00054499i,-0.00068605-0.00038388i,-0.00011221-0.0004861i,8.2972e-05-6.487e-05i,9.3786e-05-0.00024903i,8.645e-05-0.00042569i,-0.00012227-0.00070187i
0.00012206-0.0011538i,-1.7313e-05-0.0010295i,0.00016364+0.00023295i,-0.00053938+0.0012974i,-0.00076215+0.00010997i,-0.0016505-0.0017728i,-0.0018193-0.0018978i,-0.00089775-0.00024527i,0.000169+0.00075059i,0.00077492+0.00086973i,0.00030197+0.00017656i,0.0005-0.0010267i,0.00070368-0.0008748i,0.00036931-0.00015432i,-2.7632e-05+0.00092512i,-2.4433e-05+0.00111i,0.00035393+0.00016985i,0.00078353-0.00014599i,0.00057153+0.0004158i,0.00048169+0.00070905i,7.3987e-05+9.7499e-05i,-0.00019929-0.00095695i,0.00022246-0.00046533i
-0.00011004-0.0018293i,-0.0011798-0.0018154i,-0.0028788-0.0018844i,-0.0036099-0.001102i,-0.0040449-0.00028626i,-0.0033976+5.45e-05i,-0.0019378+0.00052991i,-0.0017133+0.00041176i,-0.0015315+6.9611e-05i,-0.00073882+0.00010305i,-0.0007297-0.00029418i,-0.00083627-0.0010878i,0.00026447-0.0010258i,0.00085879-0.00031317i,-0.00017455+0.00013065i,-0.00037957+0.00075318i,0.00013201+4.5059e-05i,-0.0002073-0.00066409i,-0.00072167-2.9748e-05i,-0.00045283+0.00033442i,0.00027874+0.00014248i,0.0010326-4.3631e-05i,0.00040394+9.5626e-05i
-0.00087235-0.0021776i,-0.0016305-0.0015205i,-0.0040126-0.00028831i,-0.0052378+0.0012378i,-0.0035207+0.0019759i,-0.00097885+0.00043319i,0.00029891-0.0008531i,0.00056257-0.00055588i,0.0002162-0.00029429i,-5.1333e-05-6.3163e-05i,-0.00024423+0.0001078i,-0.00095201+0.00010161i,-0.00082881-0.00014414i,3.4901e-05-0.00042033i,0.00037732+0.00022201i,0.00045861+0.0010111i,-5.2914e-05+0.00022338i,-0.00061381-0.00064572i,-0.00057225-0.00065503i,-0.00010188-0.00024446i,4.1969e-05+4.7507e-05i,0.00014764+0.00011012i,0.00049372-3.1779e-05i
0.0019521-0.00033478i,0.00077871-0.00093962i,-0.00051254+0.00019206i,-0.0014334+0.0013148i,-0.0016583+0.00052297i,-0.0014679-0.00037154i,-0.0014201-0.00046122i,-0.00055502-0.00065344i,-8.4905e-05-0.00027382i,1.944e-05+0.0001574i,0.00038493+0.00034985i,0.00038649+0.00031529i,0.00057625+0.00018024i,0.00072711+0.0006354i,0.00097216+0.00077442i,0.0013483+0.0003128i,0.00095045+0.00070943i,0.00017083+0.00098521i,-0.00018287+0.00051334i,-0.00018906+0.0007233i,0.0005501+0.0006189i,0.00046348+0.00025883i,-0.00067514-0.00025877i
7.4768e-05+0.0012738i,0.00038331+0.0013355i,-0.00087336+0.00026568i,-0.0016245-0.00012465i,-0.0016228+0.00011062i,-0.00078111-0.00029962i,0.0003126-0.00093312i,0.00035164-0.00018294i,-2.5924e-05+0.0008651i,-0.00057272+0.0010891i,-5.3962e-05+0.0012096i,0.00035251+0.00076169i,0.00029971-0.00033133i,-0.00019828-0.00049089i,-0.00023568+0.00048852i,0.00019763+0.0013126i,-0.00038339+0.00096231i,-0.00070686+0.00029978i,0.00014739+0.00023596i,0.00038381+0.00031314i,0.0002239+0.00038184i,0.00013842-2.8831e-05i,-0.00020868-0.00041688i
-0.00077179-0.0021957i,-0.00095642-0.0018701i,-0.0017961-0.0011693i,-0.0024171+0.00027712i,-0.0015325+0.0017005i,5.713e-05+0.00081284i,0.00051173-0.00020931i,0.00039722+0.0002221i,0.0003641+0.00073003i,4.7732e-05+0.00075276i,-0.00055471+7.935e-05i,-0.00060982+0.00038035i,-0.00065916+0.00022802i,-0.00042149-0.00018997i,-3.7654e-05+0.00059398i,-0.00066916+0.00094307i,-0.0012795+4.6053e-05i,-0.00087089-0.00015444i,0.0001802+0.0003109i,0.0013033-0.00033105i,0.0013508-0.00089864i,0.00014993-0.00068237i,-0.00086166-0.00035612i
0.0028287-0.00041799i,0.0014123-0.0005403i,-0.00016647-4.8977e-05i,-0.0013431-0.00042279i,-0.0018462-0.00038571i,-0.0018891+0.00020869i,-0.001532-3.5619e-05i,-0.00052637-0.00025556i,0.00023999+4.2984e-05i,0.00041664+0.00023663i,0.00029973-0.00030074i,-7.3347e-05-0.00084302i,-0.00044767-0.00029931i,-0.0010125+0.00040911i,-0.00091296+0.00064833i,-0.00025403+0.00098128i,0.00024132+0.0010746i,0.00039918+0.00087121i,0.00015833+0.00066964i,0.00020304+0.00042888i,5.8435e-05+0.00053287i,-0.00013593+0.00045275i,0.00017719-0.00016365i
-0.0013976-0.0010351i,-0.0022599-0.0011429i,-0.0023817-0.001045i,-0.0025327+0.00088955i,-0.0016098+0.0019736i,-0.00042456+0.0017294i,-0.00021044+0.00079046i,0.0002464+0.0002537i,0.00050448+0.00061497i,-0.00050107+0.0011363i,-0.00086199+0.0014442i,-0.00041233+0.0011559i,-9.2964e-05+0.00067837i,0.00014489+0.0011349i,0.00031377+0.0012386i,0.00063432+0.00051797i,0.00041279+0.00060621i,-0.00015057+6.7445e-05i,-0.00016386-0.00060569i,-3.8172e-05+6.6511e-05i,0.00023991-0.0001633i,0.00090339-0.00036859i,0.00068569+0.00039413i
-0.00047814+0.00044447i,-0.00015233+0.00035349i,0.00035086+0.00048407i,0.00030932+0.0016907i,0.00015169+0.0020238i,-2.4555e-05+0.00010021i,-0.00033588-0.0011598i,0.00021134-0.00040956i,0.00054763+0.00038455i,-0.00013702+0.00041836i,-0.00012963-2.0519e-05i,-0.00055138-0.00041314i,-0.00070801-0.00048964i,7.0696e-05-0.00040506i,0.00048949+0.00029918i,0.00014185+0.00080248i,-0.00038471+0.00030041i,-3.3303e-05-0.00014337i,0.00024481-6.1715e-05i,0.00013207-2.6815e-05i,4.437e-05-0.00029659i,-8.0912e-05-0.00064002i,9.3007e-06-0.00027677i
-0.0019167-0.00041336i,-0.0024497-0.00042682i,-0.002275+0.00078542i,-0.0024955+0.00093455i,-0.0017978+0.00043119i,-0.00087574+0.00031525i,-0.0010284+0.00026208i,-0.0010731+0.00072585i,-0.00061683+0.0010724i,0.00030107+0.00050186i,0.00074394+0.0003785i,0.00018795+3.7588e-05i,0.00017103-0.00041338i,0.00044016+0.00025042i,0.00049151+0.00012017i,4.1427e-05+0.00040263i,-0.0003137+0.0011034i,-7.7802e-05+0.00033461i,-3.2516e-05-0.0005932i,0.00056903-0.00043229i,0.00070301+0.00060002i,0.00048259+0.00084932i,0.00039522+0.00046423i
-0.00086757-0.0015651i,-0.0014317-0.00072628i,-0.0026132+0.0010375i,-0.0024068+0.0024261i,-0.0012205+0.001693i,-0.00053026+0.00052018i,-0.00033769-0.00021136i,-0.0010123-0.00062915i,-0.0016153+0.00011532i,-0.0010345+0.00029829i,-0.00083012-8.0403e-05i,0.0001154-5.2225e-05i,0.00095223-0.00064748i,0.0002749-0.00098808i,-0.00039579-0.00034247i,-0.0011228+4.8727e-05i,-0.0011572+0.00059439i,6.7555e-05+0.0010991i,0.0004037+0.00059276i,0.00013656+0.00040919i,-0.00014522+0.00061317i,-0.00024736+0.00095569i,0.00021766+0.00026615i
0.0012687+0.0002462i,-0.00010194-0.00062478i,-0.0013298-0.00070625i,-0.0017492+0.00037609i,-0.0018218+0.00051952i,-0.0012826-0.00011754i,-9.3175e-05-0.0001901i,0.00017777+6.4709e-05i,0.00050329+0.00074576i,0.0010481+0.00096143i,0.00054218+0.00031527i,-0.00048928-0.00022833i,-0.0010419+6.1292e-05i,-0.00092376+0.0003062i,-0.0014204-4.1304e-05i,-0.0010891-7.2993e-06i,0.00011619-7.2387e-06i,0.00068609-4.8383e-05i,0.00074455+0.00058684i,-0.00023886+0.00067912i,-0.00083306+0.00045005i,-0.00039505+0.00048061i,0.00017676-0.00060358i
-0.0014182+0.00059179i,-0.0015398+4.7121e-06i,-0.0011499+0.00079958i,-0.0013494+0.0012158i,-0.00099124+0.00059909i,-0.00087626-0.00042683i,-0.00091367-0.0016323i,-0.00023921-0.0015039i,-0.00014421-0.00044153i,-0.00053182-0.00024724i,0.00043693+0.00038233i,0.00091712+0.0014334i,0.00019652+0.00057256i,-5.9438e-06-0.00053491i,0.00025973+8.1036e-05i,0.00050051+0.00039811i,0.00018266+0.00042216i,0.00060647+0.00073853i,0.0013769+5.8015e-05i,0.00041472-0.00020684i,0.00036069+5.5466e-05i,0.00059475+5.498e-05i,6.5446e-05-0.00041366i
-0.00080838+0.0010166i,3.2957e-05+0.0013563i,-0.0014172+0.0019946i,-0.0026045+0.0027344i,-0.002301+0.0022927i,-0.001696+0.00054226i,-0.0017629-1.7305e-05i,-0.0014254+0.00067399i,-0.00031735+0.00056747i,-0.00040318+0.00026218i,-0.0007645+0.00052324i,-0.00095134+0.0009831i,-0.00058882+0.00057441i,0.00057414+0.00054823i,0.00077192+0.00066703i,0.00067711+0.00037857i,0.000319-2.1536e-05i,-8.7356e-05-0.00017054i,4.1811e-05-0.00035017i,0.0004409-8.3037e-05i,-7.555e-05+2.8181e-05i,-0.00030047+0.00038423i,-0.00020118+0.00051614i
0.00052967+0.0007901i,-0.00044833-0.00063247i,-0.0010224-8.3895e-05i,-0.0011056+9.0776e-05i,-0.0001285-0.00018071i,-4.0376e-06-6.2883e-05i,-0.00055291-0.00055875i,-0.00080988-0.00010141i,-0.00066674+0.00083362i,0.00019792+0.00083169i,0.00066534+0.00066479i,0.00083281+0.00073123i,0.00024752+0.00036586i,-0.00054413+3.9623e-05i,-0.00070265-4.1119e-05i,-0.00071507+8.616e-05i,-0.0010517-0.00040586i,-0.00066209-0.0010962i,-0.00015049-0.00015635i,-1.9417e-06+0.00084814i,0.00050696+0.00024952i,0.00084082+0.00038374i,0.00032119+0.00030768i
-0.00052426-0.0020555i,-0.001276-0.0013227i,-0.0030802+0.00030757i,-0.0034818+0.0013468i,-0.0018733+0.00084263i,-0.0012252-0.00068718i,-0.0017262-0.0015955i,-0.001184-0.000872i,-0.00036108+0.0005131i,0.0003971+0.0013174i,0.00095585+0.0016711i,0.00076725+0.00078366i,0.00056505-0.00062159i,-9.5083e-05-0.00047073i,-0.00033657-0.00062134i,-0.00046058-0.00086192i,0.00016585-0.00028226i,0.00045185-5.5451e-05i,0.00026146-0.0002755i,0.00053098-0.00017122i,-0.00053755+1.0431e-05i,-0.0011254-8.3245e-05i,-0.00014765-0.00030387i
0.001383+0.0016213i,0.0014418+0.0012766i,-0.00039253+0.00085949i,-0.00061355+0.00053094i,-0.00067881+0.00013913i,-0.0012611-0.00057189i,-0.0016833-6.5256e-05i,-0.0017794+0.00037718i,-0.00042604+0.00012238i,0.00043521+5.7491e-05i,0.00027406-0.0002427i,0.00048488-0.00065639i,0.0010274+7.8048e-05i,0.00048424+0.001018i,-0.00063839+0.0013155i,-0.0012469+0.00098216i,-0.00038284-8.335e-05i,0.00045968+0.00018942i,6.032e-05+0.00066733i,-0.00018364+0.00050547i,-0.0004098+0.00026015i,-0.00010981-0.00014826i,0.00038245-0.00057146i
0.00062713+0.00031094i,0.00017792+0.00072863i,-0.00069541+0.00010394i,-0.0017268-0.00031951i,-0.0018331-0.00016697i,-0.0013434-0.0012138i,-0.0014916-0.0011757i,-0.001143-0.00045006i,-0.00065701-0.00026872i,-0.00052078+2.0764e-06i,-0.00075564+0.00085233i,-0.0010443+0.00088644i,-0.0017182+0.00098857i,-0.0016146+0.00089339i,-0.00070211+0.00082126i,-0.00034514+0.00083353i,-0.00069869+0.00038224i,-0.0012719+0.00010759i,-0.00023885+0.00021583i,0.00042357+1.3863e-05i,-0.00013021-0.00016322i,-0.00027377+0.00039247i,-0.00023744+0.0014307i
-0.0023157-0.00092098i,-0.0020276-0.0005084i,-0.0028694+0.00011443i,-0.0030099+0.0015495i,-0.0015402+0.0015434i,-0.00065013+0.00028725i,-0.00055835+9.3458e-05i,-0.00038819-0.00010617i,-0.00012476-0.00024305i,8.2731e-05-8.3149e-05i,0.00038935-0.0001729i,0.00049475-3.563e-05i,0.00053352-0.00032163i,8.946e-06-0.00020215i,-0.00030326+0.00014286i,0.00045032+0.0002157i,0.00040233-0.00034725i,-0.00021072-0.0010011i,-0.00025738-0.00091161i,-0.00016622-0.00090341i,-0.00019748-0.00082619i,0.00018705-0.00049378i,-0.0001726-0.00037856i
0.00085141-0.0024235i,0.00012786-0.0018641i,-0.0016751-9.5178e-05i,-0.0022233+0.00091398i,-0.0021573+0.00058211i,-0.0018381-7.0569e-05i,-0.0010607-0.00045336i,-0.00065294-0.00046046i,-0.00057145-4.5108e-05i,-0.00024914+0.00038349i,-0.00022417+0.0010379i,-0.00038601+0.0017306i,-5.4135e-05+0.0020189i,0.00026813+0.0021729i,0.00091652+0.0017653i,0.00092454+0.0012802i,0.00086755+0.00093392i,0.00094925+7.2394e-05i,0.00046094-0.00052661i,-8.3362e-05+2.3599e-07i,-0.00020136+0.0002049i,-7.5135e-05-0.00033759i,1.8158e-05-0.00075905i
0.00085485+0.0017505i,0.0013119+0.00073462i,0.00036539+0.00051081i,-0.0015526+0.0014424i,-0.0019714+0.0015743i,-0.0013209-0.00034595i,-0.0014172-0.00090917i,-0.00094502+0.00051042i,-2.2789e-05+0.00087622i,0.00024625+0.0006792i,0.00013857+0.00016995i,-0.00063539-7.6345e-05i,-0.00069342+3.0061e-05i,-0.00027114-0.00046189i,-0.0001536-0.0010104i,-0.00024713-0.00086531i,-6.5608e-05-0.00021957i,0.00016815+0.00049091i,-0.00042372-0.00016225i,-0.00020724-0.001033i,-1.4666e-06-5.9007e-05i,-0.00056601+0.0011046i,-0.00093126+0.00054692i
-0.00023873+0.0018902i,-0.00028018-0.00012161i,-0.00051469-0.0014874i,-0.001592-0.00027279i,-0.001728+0.00033887i,-0.0016433-0.0004022i,-0.0017102-0.00092039i,-0.000579-0.00027519i,0.001038+0.00020603i,0.0011238+0.00026788i,0.00027712+0.00027222i,-0.00024962+0.00046852i,-0.0003095+0.0010431i,-0.00017708+0.00049052i,0.00014628-7.8598e-05i,0.00027401-0.00024447i,0.00012521-0.00029112i,-0.0006077+0.00047695i,-0.00094545+0.0010296i,-0.00034629+0.00014017i,0.00048472-0.00043287i,8.1404e-05-0.00016819i,-0.00076344-0.00044125i
-0.00054613-0.00080002i,-0.0018138+0.00020928i,-0.0029957+0.00095211i,-0.0029154+0.00078842i,-0.0023845+1.9787e-05i,-0.0017428+0.00013465i,-0.0011176+0.00019705i,-0.0007198+0.00067733i,-1.6369e-06+0.0010967i,0.00027893+0.00069245i,0.00013277+0.0004925i,0.00028055+0.00069862i,6.9615e-05+0.00081327i,-4.286e-05+0.00059865i,2.917e-06+0.00015451i,7.2143e-05+0.0005561i,0.00023256+0.0011004i,0.00066009+0.00091941i,0.0010989+0.00096342i,0.00064354+0.00085819i,-0.0001189-0.0009467i,-4.8906e-05-0.0019337i,0.00024539-0.0013505i
0.00055911+0.0006771i,0.00093508-0.00026561i,0.00099697-0.00062463i,-0.00012422+1.648e-05i,-0.0011689+0.00050894i,-0.00071631-0.00016135i,-0.00026936-0.00021231i,-5.7063e-05-0.0001699i,0.00022246-0.00010901i,0.00041843+0.00071799i,0.00013662+0.0013927i,-6.8654e-05+0.00065199i,6.499e-06-6.7752e-05i,-0.00046931-0.00022714i,-0.00051882-0.0004479i,-0.00024083-0.00049279i,0.00019462-0.00023601i,0.00013024+8.1905e-05i,-0.00022856-0.00030019i,-8.3705e-05-0.00014536i,8.2162e-05+0.0006666i,0.00021129+0.00068583i,0.00031087-1.3863e-05i
0.0021011-0.0021062i,0.0003504-0.0022327i,-0.0024883-0.00097748i,-0.0033967+0.0010989i,-0.002007+0.0016998i,-0.00055432+0.00087415i,-0.00056898+5.168e-05i,-0.0010202-0.00012057i,-0.001343+0.00067073i,-0.0014994+0.0011931i,-0.00084563+0.0010613i,-0.00011605+0.0011775i,-4.0793e-05+0.0013424i,0.00015383+0.0010301i,0.00099509+0.0010097i,0.0008567+0.00091337i,0.00044696+0.00038186i,0.00042765-0.00029873i,0.0004493-0.00075789i,0.00054513-0.00069756i,-0.00012424+4.4654e-05i,-0.00047261-0.00041565i,0.00025099-0.00080542i
0.00054686+0.00095365i,-0.00017885+0.0013714i,-0.00036908+0.00029511i,-0.0010612+0.0004231i,-0.00099768+0.00057988i,-0.00050944-0.00014043i,-0.00080182+1.0059e-05i,-0.00061158+0.0009357i,0.00039433+0.00077459i,0.0010235+0.00010102i,0.00054361+0.00028062i,-0.00032616+0.00066438i,-0.00018817+0.0011063i,0.00040625+0.0010213i,0.00047597+0.00085556i,0.0009059+0.0010863i,0.0011421+0.00046063i,0.00028848-0.0003629i,0.00012129-1.3989e-05i,0.0002221+0.00045559i,0.00022678-0.0003318i,0.00044398-0.00068695i,0.00029353-0.00074901i
-0.0019022+0.00040361i,-0.0029044-0.00024826i,-0.0029594-0.00012285i,-0.002489+0.00042283i,-0.0016018+0.0011947i,-0.00044745+0.00082197i,-7.7893e-05-6.3467e-05i,-1.0069e-05+6.7024e-05i,-8.1037e-05+0.00091008i,-5.3036e-06+0.0014745i,0.00050722+0.0015751i,-0.00021056+0.0012188i,-0.0012277+0.00059804i,-0.0011216+0.0001442i,-0.00033248-7.8769e-05i,-0.00011173-0.00031887i,-5.0375e-05-0.00036993i,-0.00014941-0.00032395i,0.00021889-0.00037427i,0.00010675-0.00063914i,-0.00076423-0.00082822i,1.583e-05-0.0002191i,0.00027387+0.00079465i
-0.0020195-0.0010725i,-0.0021056+0.0010585i,-0.0026884+0.003864i,-0.0022062+0.0040916i,-0.0018705+0.0032945i,-0.0017972+0.0019095i,-0.00072219-5.9176e-05i,-0.00031709-0.00013931i,-0.00079807+0.00070527i,-0.00045805+0.00081456i,0.00076555+0.0011124i,0.00090534+0.0010182i,0.00071983-5.3364e-05i,0.00091691-0.0003275i,0.0012262-6.9344e-05i,0.0011568-0.00016641i,0.00055495+0.00041286i,-7.1391e-05+0.00060791i,-0.00032709+0.00034448i,-8.7875e-05+0.00055443i,0.00035239+0.00079258i,0.00045094+0.00074451i,0.00032806+0.00038798i
0.00044093-0.00089994i,-0.00067613-0.0017272i,-0.0010455-0.0024599i,-0.0013854-0.0021839i,-0.001556-0.0019069i,-0.001516-0.001403i,-0.00089882-0.0016091i,-0.00066353-0.00099501i,-0.0010518+0.0002976i,-0.0015535+0.0009792i,-0.0014704+0.0012547i,6.8438e-05+0.00042789i,0.0010703-0.00047549i,0.00060101-0.00065788i,0.00063006-0.00022626i,0.00080398+0.0005129i,0.00031242+0.0007908i,0.00023267+0.00016016i,-0.00011234+0.00025372i,-0.00066435+0.00045725i,-0.00035786+0.0005506i,-0.00054594+0.00080565i,-0.0010568+0.00052399i
