-0.0043132+0.00047388i,-0.0024472-0.00048445i,-0.00091166+0.00013872i,-0.00075572+0.0011582i,-3.4865e-05+0.0020717i,0.0010293+0.002043i,0.00028855+0.0017157i,-0.00020374+0.0012116i,0.000276+0.00085042i,0.00075456+0.00089981i,0.00061468+0.00026032i,0.00035059-0.0010108i,0.00040666-0.0011967i,0.00041839-0.0010226i,0.00023285-0.00061554i,-0.00038108-4.6142e-05i,-0.00040554+0.00032051i,6.3628e-05+0.00019485i,0.00026066-0.00076101i,-9.7218e-05-0.0011584i,-0.00021918-0.00031545i,0.00047413-0.00034193i,0.0012539-5.4187e-05i
8.7009e-05-0.0020953i,0.00025371-0.0017657i,0.00097562-0.00092016i,0.00096706+0.00016846i,-0.00041405+0.0010517i,-0.000444+0.0010309i,-0.00025455+2.6681e-05i,-0.00051245-0.00035343i,-0.00082708-6.5718e-05i,-0.00086843-7.8459e-05i,-0.00061013-2.7601e-05i,-0.00051483+0.00024683i,-0.00071816+0.0005428i,-0.00030328+0.00047166i,-1.2884e-05-0.00024361i,-0.0011656-0.00029521i,-0.0010491+9.5963e-05i,-0.00023886-0.00036223i,0.00012812-0.00060122i,0.00083213-0.00014111i,0.00096136+0.00037188i,0.00071168+0.00038478i,7.765e-05-0.00032344i
-0.00029889-0.00092663i,-0.0011639-9.9165e-05i,-0.0030431+0.00045125i,-0.0030122+0.00076532i,-0.0012695+0.0013253i,-3.6396e-05+0.00098711i,-0.00020908+0.00045942i,-0.00081511-0.00012041i,-0.00085115-1.8144e-05i,-0.00066855+5.5873e-05i,-0.00097321-0.000177i,-0.0014077+0.00048376i,-0.0012704+0.00033064i,-0.0011345+0.00051099i,-0.00046831+0.00030438i,0.0004537-0.00059289i,0.00037299-0.00064076i,-0.0011193-0.00077025i,-0.0018795-0.0011025i,-0.0012633-0.00085783i,-0.0004871+0.00033516i,-0.00032401+0.00048001i,-0.00042056+0.00011512i
-0.00026763-0.0005048i,0.00027918-0.00048357i,-0.00027018-0.00043589i,0.00010807+0.00026931i,0.0010621+0.00071896i,0.00088068+0.00037372i,0.00073016-6.7285e-05i,0.00030724+0.00013038i,-1.6978e-05+0.00047285i,0.00033183+0.0003282i,0.00012829-0.00024536i,-5.0993e-05-0.00049322i,8.241e-05-0.00044376i,0.00050948-0.00030704i,0.00066123+0.0004407i,0.00016414+0.00093402i,0.00040672+0.00084296i,-3.2543e-05-0.00022614i,-0.00023276-0.00093114i,0.00030742-0.00013579i,-8.6927e-06+0.00015929i,-0.00050008+8.4891e-05i,-0.0001826+4.5493e-05i
-0.0016562-0.00060666i,-0.00052588-0.00037842i,-0.00063457+0.00058305i,-0.0011473+0.00044936i,-0.0005496-0.00037021i,-0.0002132-9.1539e-05i,-0.00037586+0.0007058i,-0.0006693+0.001367i,-0.00073296+0.00083848i,-0.00067039-9.234e-05i,-0.00021492-0.0004406i,-0.00013392-0.00051835i,-0.0001728-0.00031034i,-0.00054123-0.00034237i,-0.00061741-0.0004772i,4.6808e-05-0.00092102i,0.00057473-0.00049375i,0.0007971-0.00017123i,0.00031584-2.0863e-05i,-0.00044654+0.00079359i,-0.00059912+0.00086475i,-0.00052935+0.00065782i,-0.00011062+0.00027147i
0.00039568+0.00047683i,1.0202e-05-6.419e-05i,0.00066234-0.00074385i,0.0004996+0.00012048i,8.7741e-05+0.0008982i,0.00088906+0.00061372i,0.00015923-1.2057e-05i,-0.00066967+0.00014417i,-0.00049491+0.00059376i,4.564e-05-8.4519e-05i,-0.000145+6.0492e-05i,9.0158e-05+0.00032698i,0.00090181+0.00032207i,0.00070859+0.00032944i,0.00062613+9.3148e-05i,0.00062386-0.00019569i,-0.00026254-7.053e-05i,-0.0010083+0.00079759i,-0.0011741+0.00045044i,-0.00054371-0.00052486i,0.00022639-0.00061905i,-9.9897e-05-0.00021241i,-0.00061075-4.4088e-06i
0.0001885-0.0017291i,0.00022831-0.00049862i,-0.0002996-0.00030084i,-0.00030175-6.43e-05i,0.00029892+0.0005249i,0.0011207+0.00045343i,0.00026781+0.00045356i,-0.0011602-0.00012329i,-0.00085547-0.00096551i,-0.000284-0.0012781i,-6.6519e-05-0.00095652i,-0.00060894-0.00044586i,-0.00061959-0.00042666i,0.00034312-0.00058884i,0.00017188-0.00062315i,-0.00052397-0.0005792i,-8.1397e-05-0.00082923i,0.00059458-0.0008056i,0.00018428+0.0001747i,-0.00043235+0.00044011i,0.00040013+0.00012686i,0.00011442+0.00047528i,-0.00048603+0.00019459i
0.0013137+0.0018356i,0.0009595+0.0018472i,0.0010713+0.0012235i,0.0016062+0.00024702i,0.0020912-0.00056025i,0.0010854-0.0011966i,-0.00010598-0.0012579i,-9.6136e-06-0.00076959i,0.00072237-0.00090604i,0.0011159-0.00097196i,0.00066147-0.00057114i,0.00053233-0.0004395i,0.00015045-0.00040863i,-6.6166e-05-0.00039299i,-0.00022344-0.00069885i,-0.00035501-0.00015602i,0.00033029-1.3494e-05i,0.00079414+0.00032896i,0.00053412+0.00023679i,0.00079051-0.00056483i,0.00081896-0.00057943i,0.00058909+0.00034385i,0.00013031+0.000641i
0.0011729-0.0015964i,3.9165e-05-0.0013783i,4.3856e-05-0.0011243i,7.9397e-05-0.00041092i,0.0001345+4.4631e-05i,0.00021766-0.00015945i,-0.00045939+0.00012364i,-0.00098802+0.00055989i,-0.0010285+0.00026401i,-0.00060756+4.9239e-05i,0.00034383+0.00023586i,0.00068369+2.2191e-05i,0.00028567-9.7002e-05i,0.00099641+0.00069587i,0.00071525+0.00080609i,-0.00066238-0.00023184i,-0.001206-0.0006017i,-0.0004793-0.00066747i,0.00031186-0.00091663i,-1.3167e-05-0.00030886i,0.00023707+0.00035037i,0.00040519+0.00025647i,-0.00027736-0.00023276i
0.0006336-0.00023482i,0.0016801-0.00036447i,0.0017318+0.00010828i,0.00047051-0.00011645i,-1.6084e-05-0.0008057i,0.0001719-0.00016375i,0.00017223+0.00016511i,-0.00018749+0.00050547i,-0.00076615+0.00073801i,-0.00089981+0.00042521i,3.5654e-05+0.00029843i,0.0007254+0.00064174i,0.00037968+0.00028918i,-0.0003318+3.8653e-05i,-0.00065114+0.00063161i,-0.00083171+0.00069324i,-0.00030647+8.7737e-07i,-0.00030826-0.00038923i,-0.00071304-0.00061319i,-0.00071085-0.00013635i,-7.6164e-05+0.00018351i,0.00056964+4.7084e-05i,0.00023955-0.00070196i
-0.0033398+0.00024202i,-0.0032968+0.0015014i,-0.0031869+0.0035116i,-0.001234+0.0043268i,0.00043165+0.0028327i,0.0012991-0.00013795i,0.0004419-0.00080791i,-0.00029075-0.00052835i,0.00012603-0.00056621i,0.00030138-0.00020136i,0.00060328-7.7565e-07i,0.00094026+0.00030769i,0.00049032-0.00021372i,0.00027044-0.001192i,0.00072231-0.00061602i,0.0010301+0.00036966i,0.0011826+0.00058188i,0.000598+0.00039265i,-0.00018231+0.00035331i,-0.00038785+0.00038646i,-6.5804e-05-0.00033425i,0.00054178-0.00057323i,0.00026504+0.00010244i
-0.00036309-0.00338i,-0.00069449-0.0031418i,-0.0005625-0.0016607i,-0.00046645-5.3754e-06i,0.00052045+0.00034066i,0.00081876+0.00066535i,8.0014e-05+0.0007291i,0.00027621-0.00031726i,-0.0001043-0.00069103i,-0.00083778-0.00018873i,-0.0010674-0.00068504i,-0.00088059-0.0013891i,-0.00059286-0.001088i,-4.2351e-05-0.00050221i,0.00044047-9.5131e-05i,0.00070285+0.00066025i,-8.1775e-05+6.5845e-05i,-0.00029298-0.00067991i,0.00028891-0.00012419i,0.00051294+0.00024382i,1.4176e-05+3.9264e-05i,-0.00070232-0.00040595i,-0.0006465-0.00041785i
-0.00029339-0.0020065i,-0.001167-0.002099i,-0.0033544-0.0018338i,-0.0043741-0.0018173i,-0.0033979-0.00060549i,-0.0015264+0.00021267i,-0.00034601+0.00035162i,-0.00010073+0.00052189i,0.00024067+0.00047333i,0.00028831+2.7369e-05i,0.00019868+0.00017096i,-5.6645e-05+0.00084794i,0.00017449+0.00054639i,0.00077831-0.00017475i,0.00077072-0.0003166i,0.00061329+3.2259e-05i,5.6161e-05+0.00090674i,-0.0005286+0.0010166i,-0.00033925+3.6606e-05i,-0.00034218-0.00035317i,-0.00032351-0.00013512i,4.4749e-05-6.0328e-05i,0.001005-0.00018108i
-0.0017152+6.2636e-05i,-0.0023669+0.00037179i,-0.0014703+0.0019392i,-0.00037676+0.0033617i,0.00047141+0.0026121i,0.0010365+0.0011803i,0.00025074-0.00021037i,-1.1232e-05-0.00040988i,0.00045394+0.00024562i,0.00038488+0.0005646i,0.0002589+0.00036692i,0.00047625+0.00058791i,0.00022553+0.00095772i,-0.000703+2.3259e-05i,-0.00076504-0.00055489i,-0.00025663+0.00055108i,-4.8544e-05+0.00090652i,0.00034896-7.6587e-05i,-7.3836e-06-0.00059627i,-0.00061923-0.00020747i,-0.00023589+0.00046475i,-0.00011163+0.00078016i,-0.00038969+0.00083267i
0.00299+0.00063926i,0.0025602-0.00026664i,0.0010698-0.0018162i,0.00052646-0.0027583i,0.0005712-0.0022221i,-0.00048359-0.0015817i,-0.0010648-0.001614i,-0.0012842-0.00068361i,-0.00032779+0.00027639i,0.00061885-0.0003288i,0.00029329-0.00049277i,2.5827e-05+0.00027779i,0.00040746+0.00010014i,-1.908e-05+7.0356e-05i,-0.00067118+0.00041942i,-1.4642e-05+0.00021089i,0.00031696-0.00033537i,-0.00031959-0.00067844i,-0.00072615-3.8599e-05i,-0.00087351-1.797e-05i,-0.00049195-0.0001543i,-0.00047083-0.00025738i,-0.00057205-0.0009068i
-0.00032621+0.0010721i,-0.0014985+0.0010495i,-0.001121+0.00091201i,-0.00055842+0.00036061i,-0.00015157+0.00015711i,0.00069188+0.00078489i,0.00056197+0.00061838i,0.00022004+0.0003098i,0.0001433-0.00010623i,-2.9759e-05-0.0008195i,-0.0001577-0.000656i,3.1446e-05-0.00072288i,0.00025524-0.00056334i,-0.0001505+9.5743e-05i,-0.00011893+8.8484e-05i,-0.00025397+9.6335e-06i,-5.5685e-05-0.00047668i,0.00029851-0.0010603i,0.00026195-0.0011648i,0.0002469-0.00062816i,0.00046402+0.00033518i,0.00046063+0.00042622i,0.0004793+1.6651e-05i
-0.00090595-0.0022374i,-0.00038516-0.0036692i,-0.0012584-0.0029022i,-0.0018855-0.00024884i,-0.0013478+0.0010872i,-0.00061754+0.00042474i,-0.00068174-0.00076859i,-0.00038994-0.0013211i,0.00035796-0.001056i,0.00062423-0.00084834i,-0.00020879-4.3442e-05i,-0.0010417+0.00038095i,-0.00055698-0.00045503i,-0.00032418-0.0009172i,-0.0004934-0.00091255i,-0.00023919-0.00061283i,0.00043575-0.00044276i,6.2119e-05-0.00026549i,-0.00067713+0.00019466i,-0.0002675-0.00027937i,0.00063401-0.00049315i,2.5077e-05-0.00013933i,-0.00059425-0.00010821i
0.00032799+0.00045277i,0.00069987+0.00096707i,-0.00057764+0.0023993i,-0.00062603+0.0024978i,0.0002222+0.0018521i,0.00021296+0.0013297i,-0.00013121+0.00038944i,0.00020773-1.7197e-05i,0.00087867+0.00025597i,0.0006136+0.00063841i,-2.1483e-05+0.00044925i,0.00054002+0.00037834i,0.00096909+8.561e-05i,-8.7625e-05-0.00037297i,-0.00097615-0.00040824i,-0.00066619+0.00022086i,-0.00018314+0.00051202i,0.00015826+0.00080006i,0.00031188+0.00038387i,0.0002352+0.00021617i,9.8869e-05+0.00061168i,-0.00025124+0.00057204i,-9.6078e-05+0.0001528i
-0.0017702-0.0024987i,-0.0030183-0.0022001i,-0.002987-0.0010961i,-0.0023821-4.6867e-05i,-0.00095258+0.0007669i,0.00013503+0.0011565i,-9.0189e-05+0.00063382i,-0.00033538+0.00053758i,-0.00050719+0.00097146i,-0.00068333-1.0101e-05i,-0.0007783-0.00040439i,-0.00091367+0.001157i,-0.00072559+0.0006147i,3.931e-05-0.00023748i,0.00063329-0.00036684i,0.00033717-0.00070319i,-0.00049669-0.00048264i,-0.000285+0.00010386i,0.0002504-0.00011391i,0.00048462-0.00088612i,0.00081778-0.00071897i,0.00069627-2.5147e-06i,0.00042411+0.00011827i
0.0025276+0.0015118i,0.0012322+0.0019223i,0.00097988+0.00093116i,0.00070015+0.0004676i,0.00063793-2.9996e-05i,0.0013853-0.00029282i,0.00073398-0.00051483i,-0.00038749-0.00062348i,-1.2357e-05-0.00018796i,-0.00026778-0.00024174i,-0.00033198-0.00041779i,6.7325e-05-0.00018893i,0.00020979-0.00070661i,0.00034684-0.00096546i,0.0002461-0.00030941i,-4.0361e-05+0.00053562i,-1.336e-05+0.00012488i,0.00072116-0.00090824i,0.00058747-0.00066043i,-1.1151e-05-0.00036659i,-0.00019598-0.00075007i,-0.00010505-0.0013396i,0.00068613-0.0011462i
-0.0021305+0.001046i,-0.0019801+0.0015524i,-0.0020821+0.0012911i,-0.00056325+0.0011786i,0.00080462+0.0014998i,0.0016132+0.0014633i,0.0011646+3.4157e-05i,-0.00048505-0.00024742i,-0.00047749+0.00042852i,-0.00015696+0.00041057i,-0.00078476+0.00050364i,-7.3856e-05+0.0012167i,0.00034065+0.00096198i,1.6486e-05+0.00012612i,-4.4263e-05-0.00023021i,-0.00022092-4.9019e-05i,-0.00036039+0.00035734i,0.00010399+0.00012931i,0.00048247+0.00014196i,0.00091221-2.3591e-05i,0.00075666-0.00084687i,0.0002153-0.00053436i,2.6606e-06-0.0002157i
0.0016195-0.00059825i,0.0016913-0.00084955i,0.00040008+6.1027e-05i,-0.00029872+1.6078e-05i,-0.00033149+0.0012799i,-0.00056324+0.0013422i,-0.00077863-0.00015985i,-0.00047207+0.00038296i,0.00042473+0.0009989i,0.00072783+0.0001811i,-4.1282e-05+9.0544e-05i,0.00010798+5.1892e-05i,0.00029554-1.1484e-05i,-5.8439e-05-1.6257e-05i,-0.00029472+9.8838e-05i,-0.00058476+0.00063298i,-9.9841e-05+0.00058477i,0.00047311-5.015e-05i,-0.00020128-0.00055958i,-0.0008092-0.00068673i,-0.0010549-0.00058189i,-0.00061992-0.00021116i,0.00032737-0.0001131i
0.00026335-0.00024537i,0.00063601+0.00045736i,-0.000525+0.00063449i,-0.001647-0.00010265i,-0.0006828-0.00060016i,0.00054953-0.00055775i,0.00041108-0.00095001i,-0.00029912-0.0010051i,-0.00046781-0.00071946i,-0.00045976-0.00048872i,-0.00039519+4.0685e-05i,-0.00013744+0.00031432i,-0.00014937-0.00050654i,0.00029682-0.00011669i,0.0006559+0.00092458i,0.00025938+0.00064841i,-0.00011993+0.0002574i,0.00012666-6.3744e-05i,1.1412e-05-0.00015338i,-6.0673e-05-0.00036724i,0.00049479-0.00025233i,0.00032855+0.00014405i,0.00027317+2.9544e-05i
0.00094676-0.0028292i,0.00054221-0.0030248i,-0.0015288-0.0037866i,-0.0028251-0.0026189i,-0.0030814+0.00018483i,-0.0021862+0.0014793i,-0.0014429+0.00092748i,-0.0013342+0.00059518i,-0.00089952+0.00028614i,-0.00082688-0.00090077i,-0.0012936-0.0012689i,-0.00078559-0.00027555i,1.2718e-05+0.00037553i,0.00071782+0.00045863i,0.0012687+0.00046366i,0.00049201+0.00019164i,0.00025992+0.00036972i,0.00022775+0.00061969i,8.5644e-06+0.00027124i,0.00013932+0.00029687i,0.00050215+0.00010142i,0.00026775-0.00080069i,-0.00022779-0.0010623i
0.0011571+0.00024022i,0.0016868-0.00042752i,0.0016319-0.0010183i,0.00085992-0.00018319i,0.00031705+2.5041e-05i,6.0015e-05-0.00073307i,-1.1741e-05-0.00070559i,0.00010224-1.0881e-05i,-0.00017004+0.00032665i,-0.00023901+0.00045815i,-0.00022453+0.00027611i,-0.0012962-0.00058847i,-0.0012288-0.00053103i,-0.0006449-0.00027149i,0.00050594-0.00056241i,0.0013225-3.7849e-05i,0.00023915+0.00087822i,-0.00045209+0.0013618i,-0.00058703+0.0011406i,-0.00051102+0.00042326i,-7.3297e-05+0.00034195i,1.1621e-05+0.00027848i,-0.00027598+6.6858e-05i
0.0022877+0.0016378i,0.0021221+0.0016438i,0.0028969+0.0010768i,0.0021887+0.0008959i,0.0013034-0.00034057i,0.00099203-0.0016126i,0.00056544-0.0012027i,-0.0002842-0.00035449i,-0.00029025-0.00014735i,-0.00026601-0.00036702i,-0.00055801-0.00035773i,-0.00025245+0.00028186i,-9.226e-05-0.00018701i,3.4174e-05-0.0006003i,-0.00058655-4.3666e-05i,-0.00070487+0.00027111i,-0.00011683+0.00037783i,0.00057046-0.00042597i,0.0011265-0.0015754i,0.0005892-0.001711i,-0.00012454-0.00089279i,-0.000154-0.00011697i,-0.0001607+0.00011142i
-0.0009371-0.00084116i,-0.00089307-0.0014739i,-0.00054816-0.0018969i,-7.9232e-05-0.00048008i,0.0002093+0.00096751i,0.00013662+0.00068732i,-0.00011718-0.00011969i,-0.00024601-0.00037409i,4.3983e-05+0.00027379i,0.00075181+0.00063378i,0.00029392+0.00040309i,-0.00026034+7.0062e-05i,0.00047849+0.00028072i,0.00039362+2.2774e-05i,6.9378e-05+8.5195e-05i,-3.7514e-05+0.00024817i,0.00011957-6.2223e-05i,0.0008398+0.0001789i,0.00054494+0.00028136i,0.00027528-0.00044208i,7.7383e-05-0.00041657i,-0.00042865+0.00032529i,-0.00048176+0.00031073i
-0.0030821+0.0014223i,-0.0021101-0.00015739i,-0.00084329+0.00090719i,0.00059634+0.0030851i,0.0019135+0.0029899i,0.0019799+0.0012106i,0.0006825-0.00026387i,0.00038028-0.00045789i,0.0004044+0.0009581i,-7.5495e-05+0.0014469i,6.0652e-05+0.00087684i,0.00067096+0.0010379i,0.00027526+0.00051642i,-0.00031453-0.00047503i,0.00055918-0.00089127i,0.0011074-0.00093485i,0.00087831-0.00013713i,0.00016547+0.00016047i,-0.00035215-0.00056547i,6.6444e-05+3.0883e-05i,0.00032037+0.00060959i,-6.5285e-05+0.00060177i,-0.00037609+0.00023105i
-0.00018344-0.0021168i,0.00089716-0.00086179i,0.00082867+0.00013457i,0.00026664+0.0010373i,0.00015831+0.0011908i,5.3914e-05+0.00023443i,-0.00040713-0.00031165i,-0.00025904-0.00055228i,-9.1003e-05-0.0002159i,-0.00040413+0.00051287i,-0.00075864+0.00042756i,-0.0003984+0.00041499i,0.00017886+0.00036677i,6.1874e-05+0.00044266i,-0.00026278+0.0011746i,1.555e-05+0.00089711i,-0.00017456+6.6927e-05i,1.3445e-05-0.00026971i,0.00022685-0.00061712i,-5.2654e-05-0.00070729i,-9.693e-05-0.00034676i,0.00015117-0.00010142i,0.00033671+7.4283e-06i
0.0018231-0.00036483i,0.0017548-0.0010784i,0.0019134-0.0022749i,-6.8999e-05-0.0023627i,-0.00083183-0.0018173i,-0.00075744-0.00050791i,-0.0010789+0.00012864i,-0.00044358+0.00055755i,0.00065883+8.8501e-05i,0.00074339-0.00065662i,0.00019639-0.00047424i,-0.00014896-5.2354e-05i,9.4343e-05-0.00028552i,0.00020041+0.00026287i,7.5417e-05+0.00097919i,0.00015046+0.00078754i,0.00011951+0.00026778i,9.5273e-05-0.0006373i,0.00012854-0.00067387i,-0.00048642-5.3043e-06i,-0.00074145-0.00018847i,-0.00027245-0.0010194i,0.00029606-0.0010687i
0.0013641+0.001053i,0.0016239+0.00093532i,0.0027233+0.00099861i,0.0025205+0.0010951i,0.001442+0.00023499i,0.00061459+3.4026e-05i,0.0007106+0.00054328i,0.0004406+0.00025672i,3.2291e-05+8.1188e-05i,-5.6953e-06-0.00079006i,-0.0004937-0.0013235i,-0.00026128-0.00062699i,0.00035602-0.00048088i,0.00025019-0.00032808i,0.00064073+0.00011403i,0.00071164-0.00013455i,0.00057007-0.00051332i,0.0010305-0.00047886i,0.0006845-1.4911e-05i,7.0927e-05-5.5272e-07i,-0.00016516+0.00037814i,0.00013291+0.0007101i,3.0909e-05+0.00041699i
-0.00067567+0.00074944i,-0.0019684+0.00028749i,-0.00081714+0.00098843i,0.00011087+0.0012625i,-0.00033211+0.00026336i,-0.00058325-0.0013008i,-0.00070585-0.0014275i,-0.00048589-0.00098635i,-8.4604e-05-0.00063583i,-0.00023662-0.00016062i,0.00018303+0.00017641i,-6.74e-05+0.0010399i,-0.00035717+0.00057984i,-5.0057e-05-0.00015073i,-0.00028958-2.512e-05i,-0.00053112+0.00011369i,-0.00050091+0.00028804i,8.39e-05+0.00037101i,0.00052791-0.0001802i,4.1205e-05-0.00082898i,-0.00037505-0.00057174i,0.00014103-0.00077503i,0.00031479-0.00099071i
0.00042104-0.00015429i,0.00025212-0.00092073i,-0.00016964-0.00098434i,0.00039411+0.00053711i,0.0010254+0.0018774i,0.00068438+0.0013634i,0.00031898-0.00020195i,-0.00015947-0.00047454i,-0.00045746+0.00041425i,-0.00046864+0.00062848i,-0.00073479+0.00026163i,-0.00014408-7.0147e-05i,-2.1775e-06+1.8809e-05i,-2.0513e-05+0.00035325i,-2.7873e-06+0.00020704i,-0.00044884-0.00019174i,-0.00087869-0.00015096i,-0.0006281-0.00044532i,-9.4408e-05-0.00071725i,0.00024328+4.1964e-05i,5.6568e-05+0.00031425i,7.3127e-05-0.00036766i,0.00087781-0.0010751i
-0.00078008+0.00033008i,-0.0018156+8.895e-05i,-0.003323+0.00090969i,-0.0035107+0.0021155i,-0.0023455+0.0024591i,-0.00029833+0.0017663i,0.00072597+0.00027015i,0.00032473-0.0003113i,-0.00020246-8.5852e-05i,-0.00036234-0.00016182i,9.0097e-05+0.00024082i,0.00052907+0.00055669i,0.00066538+0.00088541i,0.0011197+0.001371i,0.00061426+0.00059696i,-5.7925e-05-0.00047292i,0.00013725-0.00030227i,0.00034851-0.00077647i,0.0003782-0.00059128i,0.0010117+0.0005066i,0.001193+0.00087035i,0.00038755-7.0446e-05i,0.00016071-0.00088283i
0.0025474-0.00041169i,0.00197-0.00067146i,0.0015182-0.00060904i,0.00041792-0.0006734i,-0.00096011-0.0010963i,-0.0010552-0.00084098i,-0.00058777-0.00089702i,-0.00063908-0.00018387i,-0.00065057+0.00053224i,-0.00050277+2.4581e-05i,-0.00037607-0.00075757i,-0.00015528-0.00075063i,6.1952e-05+0.0001267i,0.00013227+0.00059251i,8.8278e-05+0.00029719i,0.00039182-9.5193e-05i,0.00076777+0.00029835i,0.00029814+0.00052768i,-6.9732e-05+0.0003367i,-0.00016567+0.00027436i,-0.00010951+0.00029138i,0.00031472+0.00030448i,0.00047511-5.886e-05i
0.0017965+0.00062444i,0.0020342+0.0010021i,0.0029476+0.00089052i,0.0027783-0.00085256i,0.0018269-0.0025643i,0.00075123-0.0020191i,0.00041405-0.00029628i,0.00013313+0.00019617i,-9.5162e-05+0.00027519i,0.00035185+0.00012995i,0.00028591-0.00010943i,0.00042029-0.00024319i,-0.00010242+0.00014473i,-0.00088213+0.00064198i,-0.0007391+0.00078901i,-0.0003906+0.0004742i,-6.3347e-05+0.00031701i,0.00065035+0.00046412i,0.00071939+0.00056046i,-0.00017891+0.00010344i,-0.0002285+8.4187e-06i,-0.00012367+0.00038958i,-0.0004794+0.00057061i
-0.0017483-0.00069403i,-0.0031293-0.0003605i,-0.0034676+0.0011085i,-0.0012287+0.0019913i,0.0015059+0.002848i,0.0020828+0.0012067i,-0.00032441-0.00032103i,-0.0016532-0.00055493i,-4.9931e-05-0.00024101i,0.0008043+0.0013069i,-0.00012214+0.0013066i,-0.00039243+0.00035132i,0.00037996+5.224e-05i,0.00092551+3.8696e-05i,0.00092031-0.00039021i,0.00024011-0.0010233i,-0.00061641-0.0013213i,7.8052e-06-0.00096209i,9.5797e-05-0.00010487i,0.00054858+0.00061284i,0.0012493+0.00067092i,0.00067616+0.00044297i,-0.00010884-0.00016911i
-0.00054329-0.00035044i,2.7098e-06-0.00037235i,0.00040869+9.7758e-05i,7.9773e-06+0.00091076i,-0.00014737+0.00057242i,0.00020964+1.547e-05i,-0.00024677-0.00036949i,-0.00073607-1.3832e-05i,-0.00049533+0.00057436i,-0.00042276+0.00061339i,0.00037563+0.00048027i,0.00063197-0.00055781i,-0.00013921-0.00084166i,-0.00013374-0.00020638i,0.00026549-6.8113e-05i,0.0005123-0.00063513i,0.00090191+0.0002109i,0.00024838+0.00084459i,-0.0011343-0.0004006i,-0.0010066-0.0007092i,5.2548e-06+9.0552e-05i,-0.0001313-0.00044101i,-0.001196-0.00088437i
-0.0012522+0.00032087i,-0.001164+0.0011628i,-0.0010818+0.0021745i,-0.00047146+0.0020181i,0.00099348+0.00094005i,0.0014986-0.00013193i,0.00079437-0.0010899i,-4.6719e-05-0.0012165i,-0.0002927-0.00055929i,-5.2351e-06+8.3017e-05i,0.00012165-0.00042507i,7.7672e-05-0.00078706i,-0.00013239-0.00031096i,-0.0001815-0.00018314i,0.00042562-0.00052421i,0.00068886-0.00071069i,-2.7807e-05-0.00047287i,-0.00089273-0.00037121i,-0.00039142-0.00085591i,-0.00016652-0.0013859i,-0.00035614-0.001223i,-0.00010662-0.00080682i,-0.00019256-0.0002729i
-0.00087329-0.0014522i,-0.0004927-0.0025967i,-0.00094892-0.0027169i,-0.0011526-0.00098425i,-0.0011091+0.0014266i,-0.00020904+0.0014556i,-0.00014756-0.00027135i,-9.9476e-05-0.00037163i,-8.917e-05-0.00023978i,-0.00067718-0.00024342i,-0.00068499+0.00079781i,-0.00076926+0.00077478i,-0.00034652+0.00052747i,4.8163e-05+0.00034224i,0.00017958+0.0003267i,0.00082603+0.00038702i,0.00038318-5.748e-05i,-0.00030718-5.7578e-05i,6.6958e-05+0.00043801i,0.00023671+0.00054943i,-0.00023087+0.00026826i,-0.00058533-2.2122e-05i,2.5979e-05-0.00040388i
0.00058345+0.000412i,0.00071712+0.00070595i,0.00029027-0.00020971i,-0.00084058+7.1593e-06i,-0.00059922+0.00025969i,0.00035462+0.0004505i,-2.3948e-05+0.00088934i,-0.0011384+0.0002555i,-0.0006261-0.00034183i,0.00034632-0.00068682i,0.00019591-0.00053922i,-0.00072343-0.00020208i,-0.00063827-0.00022364i,-0.00010217-5.7854e-05i,-0.00039021+0.00042493i,-0.00072587+0.00090662i,-0.0003985+0.0009925i,8.1067e-05+0.00051625i,-0.00017205+0.00017923i,-0.00016749+0.00038706i,-2.5886e-05+0.00039939i,-8.8844e-05+0.00042382i,0.0001157+0.00029407i
-0.0017377-0.0017017i,-0.00095868-0.00093811i,-0.000413-0.0001795i,0.00040991+0.00064915i,0.00061638+0.0012968i,0.00014464+0.00091942i,6.6347e-05-0.00020602i,-0.00048302-0.00084614i,-0.00070084-0.00052249i,-0.00055166-0.00050734i,-0.0002212-0.00012087i,-0.00021354+9.0681e-05i,-0.00022424-0.00058204i,0.00070958-0.001082i,0.00095166-0.001164i,0.00047405-0.000966i,0.00044865-0.00038125i,0.00049474-8.8619e-05i,-0.00043104-0.00024549i,-0.00058337-0.00040926i,0.00016431-0.00029472i,0.00063734+0.00043286i,-6.4505e-05+0.00068677i
-0.0012381+0.0017907i,-0.00094688+0.0024418i,-3.3796e-05+0.0028852i,0.00067899+0.0026748i,0.0016004+0.0016195i,0.0013568+0.00011019i,9.9791e-05-0.0012679i,-0.00082912-0.00099682i,-0.00078384-0.00010318i,-0.00034506-0.00059488i,0.00015496-0.00038431i,0.00078542+9.2021e-05i,0.00035963-0.00092596i,2.8172e-05-0.0013219i,7.13e-05-0.0010656i,-0.00050043-0.0008195i,-0.00065036-0.00050345i,-0.00040402-0.00012841i,-8.2045e-05-0.0007532i,-1.4334e-05-0.00070105i,-0.00040344-7.6013e-05i,-0.00034831-7.6271e-05i,-3.0753e-05+0.00022383i
