-0.00062708-0.00032934i,-0.00067355-0.001015i,-0.0028153-0.0011776i,-0.0039132-0.00030637i,-0.0033535+0.001493i,-0.0026986+0.0025956i,-0.00058959+0.0024412i,0.0014095+0.0012728i,0.001441-2.2273e-05i,0.00073267-0.00088203i,0.00016115-0.0010043i,0.00010631-0.00093723i,-0.00028585-0.00015143i,-0.00046178+0.00022273i,0.00014124-0.00038996i,0.00051675-0.00039613i,0.000419-0.00032119i,0.00032205-0.00032141i,0.00079996-0.00045291i,0.00061551-0.00046408i,-0.0005017-7.6061e-05i,-0.0011161-0.000489i,-0.00044519-0.00068695i
-0.0012278-1.3409e-05i,-0.0015718+0.001062i,-0.001398+0.0013269i,-0.0015585+0.0010763i,-0.0013197+0.00051799i,-0.0005385+0.0017654i,0.00066955+0.002438i,0.00067887+0.00067675i,0.000598-0.00057707i,3.6079e-05-0.0007388i,-0.00012991-0.0005236i,0.00044229-8.9263e-05i,0.00039678-0.00013867i,0.00021681+0.00012009i,-0.00019969-5.3634e-05i,-0.00019415-0.00043853i,-8.6497e-05-0.00018554i,-0.00057828-0.00011302i,-0.00025337+8.7427e-05i,0.00027372+0.00035347i,0.00013237-2.5879e-06i,-9.0556e-06-0.00032436i,0.00018013-0.00069555i
0.00077741-0.0022738i,0.00095114-0.00077105i,0.001655+0.00065264i,0.001352+0.00019358i,-0.00054623-0.00064271i,-0.0009605-0.00084941i,-0.00033762-0.0004215i,0.00030567-4.585e-05i,4.6916e-05+0.00046099i,-0.00027928+0.00074006i,-0.00032957+0.00045335i,-3.2925e-05+0.00017309i,0.00036666-0.00038843i,0.00034736-0.00037703i,0.00030265-0.00044125i,-6.5819e-05-0.00044325i,-0.00058254+0.00032891i,-0.00091345+0.00055168i,-0.0006066+0.00038658i,-0.00047295+0.00011755i,-0.00066035+6.9757e-05i,-0.0010592-0.00021745i,-0.00071719-0.00083867i
0.0018711-0.00054605i,0.00069578+0.00033039i,-0.00028588+0.00046732i,-0.0019692-0.00021255i,-0.0029377-0.00035318i,-0.0017028+0.00041492i,-0.00077475+0.00085528i,0.00069025+0.00024958i,0.00066673-3.1398e-05i,-0.0013425+0.00037769i,-0.0012419+0.00015093i,-0.00043556-0.00018141i,0.00021401+0.00039799i,0.00016821+0.00016978i,-0.00057579-0.00032038i,-0.0011574-0.00055428i,-0.0012386-0.000258i,-9.8833e-05+4.3178e-05i,-7.55e-05-0.00072727i,0.00028206-0.0011233i,0.00080113-0.00036937i,0.00010761+0.00014009i,-1.2798e-05+0.0001338i
0.0016846+0.00024856i,0.0014241-0.00066905i,0.0012171-0.001981i,0.00044607-0.0023135i,-0.00045474-0.00080444i,-0.0011031+0.00082243i,-0.00057055+0.0017106i,-0.00037187+0.0016769i,-0.00050995+0.0008168i,-0.00020747-2.7069e-05i,-0.00021988+0.00025024i,-0.0011017+0.00075162i,-0.0013932+0.00090557i,-0.0014544+0.00073907i,-0.0019916+0.00021376i,-0.0019148+8.1671e-05i,-0.0010396+0.00055175i,-0.00062485+0.00061563i,8.6549e-05+8.4354e-05i,0.00065328-5.9212e-05i,0.0006775-0.00047378i,0.00078272-0.00066648i,0.00055539-0.00017854i
-0.0019656-0.0036206i,-0.0018542-0.0034066i,-0.0024426-0.0017602i,-0.0028953-0.0001852i,-0.0019186+0.00084296i,-0.0013488+0.00039014i,-0.0010156-0.00011056i,-0.0008907-0.00041363i,-0.00050164-0.0005557i,-0.00027673-0.00040752i,-0.00052074+9.6764e-05i,-0.00020198-0.00017446i,0.00038413-0.00051045i,0.00061068-0.00063767i,0.00068289-0.0010292i,0.00081948-0.00033472i,0.00059941+0.00044068i,0.00096361+0.00092153i,0.001059+0.00096276i,0.0007581+7.5666e-05i,0.00093632+8.5751e-05i,0.0011311+0.00023231i,0.00063687-0.00052228i
-0.0015719+0.00051041i,-0.0018642+0.00063317i,-0.001486+0.0010613i,-0.00079562+0.0011834i,-0.00039371+0.00054337i,-0.00032977-0.00017915i,-0.00052689+0.00016935i,-0.00075377+0.00023658i,-0.001171-0.00012533i,-0.0011725+0.00022525i,-0.00019726-0.00010718i,0.00058752-0.00072202i,0.00042146-0.00076493i,0.00036301-0.001066i,0.00059695-0.0006058i,0.00046818-0.00011013i,0.00047223-0.00050897i,0.00021072-0.00055942i,-0.00040882-0.00014971i,-0.00054449+0.00027696i,-0.00033992+0.00013227i,0.00047394-0.00018639i,0.00095523-0.00055709i
0.0024472-0.001359i,0.00085776-0.00073037i,-0.00059671-0.0012007i,-0.0006564-0.00052823i,-0.00086777+0.00019892i,-0.0007371+0.00011926i,0.00087693+0.00050785i,0.0016906+0.0014564i,0.00098777+0.00060704i,0.00021437-0.00041041i,-2.8886e-06-0.00068611i,4.6038e-05-0.00075352i,-0.00011103+0.00039595i,-0.00081657+0.0013143i,-0.0020166+0.0006619i,-0.0022674+0.00026702i,-0.0012943+0.00033911i,-9.4262e-05+0.00011328i,0.00032788+0.00019528i,-0.00014577-2.9021e-05i,9.4374e-06+0.0003027i,0.00071968+0.00055293i,0.00045402+0.00022435i
0.00061825-0.0018553i,0.00054569-0.0014616i,0.00014575-0.00065243i,-0.0010155-0.00061015i,-0.0021356-0.00088445i,-0.002442-0.00017179i,-0.0014919+0.00017784i,-1.9638e-05-0.00057147i,9.7084e-05-0.00049051i,-0.0001943-0.00031664i,0.00051087+7.4707e-06i,0.00080327+0.00062749i,0.0002946+0.00048669i,0.00024632+0.00041509i,0.00022391-0.00016049i,-0.00010691-0.00031179i,-0.00036698-7.9142e-06i,-0.00058809-0.00032905i,-0.00041391-0.00061265i,-0.00040729-0.00020236i,-0.0010325-0.0002757i,-0.00095752-6.5805e-05i,-0.0009382+4.3335e-05i
-0.00075516+0.00017661i,-0.0010345+0.00037918i,-0.001256+0.00060979i,-0.0010792+0.0011183i,-0.0013933+0.0011711i,-0.00035802+0.0010473i,0.0012509+0.00063411i,0.0011373-0.00045315i,0.00025646-0.0011065i,0.00026535-0.00012431i,0.0002762+0.00072846i,0.00018209+0.00080617i,0.00052996+0.00013895i,0.00044789-0.00070164i,0.00039852-0.0011708i,0.00090093-0.0012669i,0.00068977-0.00059643i,0.00018254+0.00017074i,0.00030451+0.00051957i,0.00077148-8.7525e-05i,0.00017231-0.00085969i,-0.00098078-0.00048503i,-0.00091528+0.00020428i
-0.00024767+0.0012163i,-0.00044184+0.00028912i,-0.00099446+0.00020783i,-0.0011497+0.00085948i,-0.0011745+0.00052375i,-0.001205+0.0003241i,-0.00030602+0.00096277i,-0.00012518+0.00085283i,-0.00026273+0.00010569i,-0.00068368+0.00024539i,-0.00084666+0.00034938i,-0.00092203-4.0227e-05i,-0.0011219-0.00041894i,-0.001285-0.00016021i,-0.00075998+0.00013724i,-0.00018636-0.00043152i,-7.1848e-05-0.00059118i,-0.00032778-0.00011589i,-0.00053814-0.00019671i,-0.00029853+0.00032537i,-0.0003344+0.00084638i,-0.0005144+0.00021841i,0.00020612-0.00039024i
-0.00010473+0.00076093i,0.00076476+0.0011203i,0.00012249+0.0010472i,-0.0011096+0.0013543i,-0.0012623+0.00095906i,-0.0010971+0.00071067i,-0.00075933+0.00065976i,-0.00033898-5.5644e-05i,-4.2764e-05+0.00026671i,3.7696e-05+0.00098634i,-0.00033013+0.001123i,-0.00057287+0.0010264i,1.4295e-05+0.00061878i,0.00038996+0.00024207i,-0.0001863+0.00022362i,-2.7932e-05-7.2544e-06i,0.00026607-0.00053217i,0.00026394-0.00045724i,0.00041367-0.00032787i,0.00056692-0.00038707i,5.4295e-06-0.00017935i,-0.00069355-8.9816e-05i,-0.00046152-0.00023548i
-0.00011043+0.0005218i,-0.0013391+0.00054369i,-0.0021197+0.00031073i,-0.001945-0.00012214i,-0.0012097-0.00016847i,-0.00029268-0.00023499i,0.00088815+0.00021697i,0.00052408+0.0002292i,-0.00040001-0.00040802i,-0.00011448-0.00021996i,3.167e-05+0.00029169i,0.00011722+0.00031527i,0.00065192+2.3119e-05i,0.00052418+0.00057533i,0.00016268+0.00037866i,0.00058638+0.00020221i,-5.3539e-05+8.381e-05i,-0.00038393+0.00025659i,0.00011502+0.00026692i,-5.3992e-06-0.00051351i,9.2414e-05-0.00091996i,3.6845e-05-0.00074714i,-0.00056152+0.0002112i
-0.0014997-0.00046852i,-0.00031094-0.002327i,0.00021021-0.0029995i,-0.00055354-0.0017652i,-0.0014866-0.0012555i,-0.0010781-0.00099585i,0.00014292+2.557e-05i,-6.679e-05+0.00020591i,9.0098e-06+0.00021487i,7.3001e-05+0.00036254i,-0.00054638+0.00040936i,-0.00046255-0.00016052i,-0.00021188-0.00023451i,-0.00049495+0.0006285i,-0.0010135+0.0013091i,-0.00072533+0.00032168i,1.5384e-05-0.00057764i,-0.00019325-0.00020674i,-0.00038154+0.00033908i,0.00024119+0.00016089i,0.00029826+0.00012104i,0.00020964-0.00046767i,0.0012204-0.00083375i
0.0022568-0.0013943i,0.0025846-0.001103i,0.0018776-0.0015115i,0.00040859-0.0011608i,-0.00063303-0.00041728i,-0.0010311+1.2845e-05i,-0.00042235+0.0003527i,0.00031232+0.00025597i,0.00095831+0.00023326i,0.00010613+0.00067177i,-0.00021381+0.00064379i,-0.00016678+0.00039585i,-0.00096652+0.0012066i,-0.00086754+0.00098235i,-0.0010053-0.00038261i,-0.0015401-0.0010107i,-0.0011001-0.0013602i,0.00032304-0.0010198i,0.0010008+8.3004e-05i,0.00048785+0.00039122i,0.0001946-0.00041271i,-0.00041604-0.0014631i,-8.5414e-05-0.0014027i
0.00044763+0.002034i,0.0008894+0.0017853i,0.001085+0.0024752i,0.0011645+0.0017096i,0.0011568+7.2824e-05i,0.00024258-0.00042942i,7.2021e-05-9.5322e-05i,0.00035869-0.00010928i,0.0004863-0.00048076i,0.0002808-0.00016021i,0.00015106-3.2244e-06i,-0.00035093+0.00011417i,-0.0014289+5.0584e-05i,-0.0011987-0.00034644i,-6.1617e-05-0.00050894i,-8.5995e-05-0.00030114i,-0.00028033+0.00019186i,-0.00030561+9.4022e-05i,-0.00016689-0.00037598i,-0.00011665+0.00038392i,0.00024119+0.0013966i,0.00035858+0.0015006i,-2.5295e-06+0.00077616i
-0.00052042+0.0016667i,-4.3884e-05+0.0015392i,-0.00044476+0.0012264i,-5.8116e-05+0.0007363i,0.00022062+0.00031657i,-0.00036681-0.00019562i,-0.00028031-0.00063529i,3.6936e-05-0.00087454i,4.101e-05-0.00065283i,-8.4454e-05+0.00041207i,-0.00061199+0.0010535i,-0.00087062+0.00027898i,-0.00064338-0.00061733i,1.4572e-05-0.00066333i,0.00020865-0.0004959i,0.00021631-0.00045705i,-0.00046479-0.00025369i,-0.00085827-0.0009346i,-3.863e-05-0.0013931i,0.00021077-0.0005918i,0.00053259+0.0004618i,0.0012333+0.00098051i,0.00094971+0.00037683i
-0.00058932-0.00075883i,-0.00045857+0.00024555i,-0.00047487+0.0007971i,-0.00051108+0.0010042i,-0.00037732+0.00097875i,-0.00049925+0.00031206i,-0.00060465-0.00019098i,-5.6892e-05+0.0003068i,0.00030417+0.0010294i,-0.00010026+0.00067596i,-0.00018797+2.1767e-05i,-0.00022252-0.00024971i,-0.0003048-0.00010704i,0.00027784-0.00019125i,0.00070001-0.00028001i,0.00053089-0.0002732i,0.00035635-0.00073028i,0.00057555-0.00066863i,0.00044563-8.2028e-05i,-9.3028e-05+0.00013498i,0.0001074+0.00015906i,0.00034696+0.00077266i,-0.0002234+0.00089217i
0.0022017-2.5202e-05i,0.001693-0.00028623i,0.0012445+2.9678e-06i,0.00058688-0.00050475i,8.0161e-05-0.0018948i,-0.00024534-0.0015753i,-0.00031902+0.00025772i,5.0099e-05+0.0014098i,0.00059344+0.00074403i,0.0010069-0.00018353i,0.00035113-0.00025091i,-0.00023215-0.00032568i,-2.9045e-05-0.00043118i,-0.00046111-0.00065227i,-0.00064335-0.0016602i,0.00010535-0.0013169i,-5.4006e-05-0.00063759i,-0.00010241-7.705e-05i,0.00014106+0.0007443i,-1.9552e-05+0.00021852i,0.0004276-0.00025678i,0.00052642-0.00025216i,0.00010971-0.00016135i
-0.00056378-6.2748e-05i,-0.00010943+0.00037254i,-0.00024112+0.00070664i,-0.00046561+0.00044252i,-0.00037996+0.00064541i,-0.00044491+0.00046176i,-0.00037221+0.00037261i,0.00010955+0.00016254i,0.00027493+0.0001413i,-0.00051569+0.00062227i,-0.0010596+0.00081792i,-0.00076545+0.00085653i,-0.00010114+0.00071789i,5.9706e-05+0.00051545i,-0.00019994+0.00044697i,-0.00033233+0.00025886i,-0.0005758+0.00043975i,-0.0008216+0.00039266i,-0.00055434-0.00024705i,0.00020392-0.00031551i,0.00055537-0.00042255i,0.00041004-0.0004812i,1.8802e-05+0.00017279i
-0.0011469+0.00065366i,-0.001026+0.00083084i,-0.0004021+4.3954e-05i,-0.00066831+0.00071828i,-0.00083016+0.0013024i,-0.00010615+0.0011003i,0.0001282+0.0011132i,0.0010378+0.0007491i,0.001177-0.00010226i,0.0004193+0.00043179i,0.00018198+0.00086483i,3.7516e-05+0.00053739i,0.00012291+0.0004249i,4.5196e-05+0.00034664i,-0.0003547-0.00024583i,-0.00037295-0.00079018i,-0.00043996-0.00051607i,-1.1021e-05-7.8592e-05i,0.00017351-0.00011002i,0.00067907-0.00019855i,0.00067816-0.000227i,0.00051254+4.0888e-05i,0.0012563+7.8633e-05i
0.0010466-0.0025725i,-0.00076075-0.0012279i,-0.0028933-0.00052629i,-0.0021586-0.00048915i,-0.00092512+0.00062581i,-0.00037479+0.0016242i,-0.00020989+0.0012261i,-0.00023614+0.00010959i,-0.00029705-0.00044667i,1.6323e-05-0.00069443i,0.00052311-0.00049691i,0.00024572+0.00054971i,-0.0001247+0.00087283i,0.00019871+0.00026118i,0.00066803+0.00021318i,0.00041344-0.00023189i,-0.00019374-0.00095388i,-2.8969e-05-0.00093445i,0.00019007-0.00080669i,-0.0003103-0.0006295i,-0.00087489-0.00048015i,-0.00057342-0.00049775i,-0.00044307-0.00026807i
-0.0022186-0.0011731i,-0.0031718-0.00030139i,-0.0037205+0.0010181i,-0.0021728+0.002318i,-0.00053536+0.0024334i,0.00074313+0.0010168i,0.0012574+0.00046811i,0.0004041+0.00026283i,-0.00013407+0.00015397i,0.0001179+0.00042963i,0.0001394+0.00072251i,0.00011858+0.000836i,2.9594e-05+0.0006642i,0.00066955-0.00053261i,0.0013041-0.0010275i,0.0011976-0.00015464i,0.00062749+0.00019452i,-0.00035575-0.00011617i,-0.0010811-0.00029357i,-0.00044504-6.1897e-05i,0.00035257-2.2357e-05i,0.00019102-6.4498e-05i,0.00036891+0.00028131i
-0.00035161-0.00023876i,-0.0010047-0.00083811i,-0.0018304-0.00033646i,-0.0012599+0.00034865i,0.00025196+0.00029309i,0.00091349+0.00051722i,0.00092106+0.00057073i,0.00063433+0.0001441i,0.0001881-0.00011801i,-7.303e-05+7.2084e-05i,-7.1641e-05+0.00041893i,0.00030678+0.00053751i,0.00020132+0.00012555i,-0.00054638-0.0010913i,-0.00095925-0.0013929i,-0.00024733-0.0011207i,0.0011862-0.00014909i,0.0009131+0.00073184i,0.00029675+0.00097519i,0.00031625+0.0010354i,-0.00013965+0.00077888i,-0.00087858+0.00017762i,-0.0010835-0.00025867i
0.0010817+0.00045053i,0.0016132+5.5506e-05i,0.00084621+0.00032185i,0.00056518+0.00028303i,0.00056982+0.00062552i,8.0482e-05+0.00075368i,-0.00035191-8.4233e-05i,-0.00053386-0.00053575i,-0.00090535+9.6062e-05i,-0.00094152+0.00056695i,-0.00072667+8.9486e-05i,-0.00086697-0.00036811i,-0.00053631-2.7574e-05i,-0.00039785+0.00033892i,-3.1784e-05-0.00034392i,3.3537e-05-0.00022993i,0.00046689+0.00030717i,0.0010243+0.0005468i,0.0012273+0.00071038i,0.00089584+0.00038529i,0.00032679+0.00028616i,0.00023218+0.00030041i,6.8904e-05+0.00013837i
0.0013415-0.0003287i,0.00073766-0.00037268i,0.00022401-8.0306e-05i,-0.00021419-0.00044176i,-3.7548e-05-0.00014207i,-0.00016891+0.00071834i,-0.00048694+0.0013364i,-0.00025599+0.0013408i,-0.00071891+0.00082392i,-0.0011701+0.0010746i,-0.00085757+0.00095607i,-0.00062113+0.00062627i,-0.00069514+0.00044611i,-0.00060603-0.0004369i,-0.0003002-0.0009387i,-0.0001314-0.00091494i,0.00043938-0.00042451i,0.0013029-0.00017274i,0.00098702-0.00043202i,0.00025164-0.0003479i,0.00025353-0.00033761i,-8.3304e-06-0.00044471i,0.00011489-0.00038935i
0.0003694-0.0019214i,0.00022894-0.0011934i,0.00011305+0.00014764i,-0.0012527-0.00038135i,-0.0014848-0.00075832i,-0.00034707+0.00046407i,-0.00013642+0.0010721i,0.00014984+0.0007141i,7.7656e-05+0.00016322i,-0.00029006-0.00016976i,-0.00011198-0.00040337i,-0.00015248-9.8027e-05i,-0.0005899+0.00093994i,-0.00019171+0.0010182i,-6.742e-05+0.00024975i,-0.00047397-0.00051904i,-0.00064105-0.0011524i,-0.00035003-0.0011721i,0.00041991-0.00088553i,0.00053576-0.00059721i,-0.00024695-0.00062281i,-0.00053005-0.0002531i,-0.00073758+7.4512e-05i
0.00052062-0.0025219i,0.00013287-0.001924i,0.0002805-0.00043921i,-0.0012791+0.0002973i,-0.0027865+0.00023952i,-0.0022915+0.00053316i,-0.00067771+0.00084798i,0.00030757+0.00065455i,-0.00012422-0.00041132i,-0.00041797-0.00035873i,-0.00069752+0.00040365i,-0.00083377+7.7711e-05i,-0.00022752+0.00041832i,-0.00011346+0.0014545i,-1.3948e-05+0.0013062i,-4.0701e-05+0.00016388i,0.00021555-0.00060604i,6.5196e-05-0.00058259i,-9.2564e-05+1.2732e-05i,0.00056619+0.00042304i,0.00056245-0.00046783i,0.00020832-0.0004941i,-0.00026235-0.00062247i
-0.00051347-0.00053128i,-0.00040949-9.7712e-05i,0.00028081-0.00087267i,0.00023866-0.0010105i,0.00027212-0.0015945i,-0.00032085-0.0016336i,-0.00070466-0.00077927i,0.00012002-0.00041237i,0.00062732-0.00027093i,0.00081563+0.00022582i,0.00035141+0.00036735i,0.00042936+4.6128e-05i,0.00098391-0.00055994i,0.00074153-0.00044501i,9.1268e-05+0.00050402i,-0.00016342+0.00024758i,-0.00036703-6.0973e-05i,-0.00016817+0.00038511i,-0.00017433+0.00049611i,-0.00035731+0.00027976i,6.6797e-05-0.00018973i,0.00041258-0.00033869i,0.00032545-0.00043314i
1.2904e-05+0.0013322i,-0.00072975+0.0024358i,0.00026529+0.001552i,0.00052287+0.00049368i,-0.00023762+5.6935e-06i,-0.00045237-0.00016074i,0.00023489+0.00026816i,-0.00029062+0.00075298i,-0.00078193+0.00047298i,-0.0004029+0.00055244i,0.00029467+0.0004556i,0.00047591+0.00027646i,2.8169e-05-0.00021621i,-0.00012482-0.00046608i,-0.0003665-1.9947e-05i,-0.00048622-0.00028881i,-0.00086738-0.00058616i,-0.00045814+7.9731e-05i,0.0004092+0.0010523i,0.00073918+0.00062896i,0.0013408-0.00046715i,0.00083181-0.000385i,-0.0004815-0.00024192i
-0.00064352+6.2122e-05i,-0.001205-0.00014967i,-0.00077875+7.3779e-05i,-0.00078536+0.00022586i,-0.00074135-0.00029092i,-8.8671e-05-0.00073376i,0.00061808-0.00080363i,0.00076675-0.00050519i,2.9243e-05-0.00054077i,-0.001157+0.00026664i,-0.0010279+0.00098565i,0.00032069+0.00041162i,0.00092411+5.1826e-06i,9.6468e-05+4.0929e-05i,-0.00020469+7.8063e-05i,-0.0001875-0.00019979i,-7.3393e-05-0.00047352i,0.0002557+0.00038641i,0.00045205+0.0010801i,0.00025142+0.00095141i,0.00077083+0.0005462i,0.00088335+0.00028643i,0.00063245-0.00010863i
-0.00070845-0.00019736i,-0.0004213-0.0003057i,-0.00069824+3.9798e-05i,3.6884e-05+0.00073616i,0.00063319+0.00055809i,-0.00047524+9.3155e-05i,-0.0012128+0.00047631i,-0.00011097+0.00095574i,0.00063371+0.001836i,0.00051815+0.001336i,0.00063923+0.00019045i,0.00097458-0.00034525i,0.0011165-0.00024577i,0.00056501-0.00032062i,0.00027614-0.00082177i,-7.5078e-05-0.0001649i,-0.00078164+0.00031658i,-0.00076712-0.000175i,-0.00079117+0.00014734i,-0.0004174+0.00078262i,-1.9755e-05+0.00098784i,3.1752e-05+0.00037177i,0.00052634-0.00026685i
-0.00051063-0.00020714i,-0.0017472+0.00069455i,-0.0016207+0.00070646i,-0.00077931+0.00082943i,-0.0001745+5.9735e-05i,3.0356e-05-0.00020623i,0.00016959+0.00046379i,0.00028245+0.0004019i,0.00027364-0.00010297i,-0.00036649+0.00019147i,-0.00061922-4.9249e-05i,0.00040882-0.00052286i,0.0013892-1.8256e-05i,0.00091447+0.00077707i,0.00022695+0.0008395i,0.00039227-0.00033464i,0.00065446-0.0004866i,0.00022599+8.731e-05i,0.00025848+7.4882e-05i,0.0004852-0.00018244i,6.4935e-05-0.0004133i,-0.00027068-0.00056397i,-0.00015308-0.00032357i
0.00029347-0.0015034i,-0.00058993-0.0023653i,-0.00043758-0.0023558i,9.2629e-05-0.0015122i,-0.00095246-0.00046782i,-0.00092937+0.00037718i,0.00024745+0.00037457i,0.0005277-5.2778e-06i,0.00060569+0.00015096i,0.00074732+0.00018469i,7.2306e-05-2.1716e-05i,-0.00064479-3.5326e-05i,-0.00028961+1.2989e-05i,-0.00022273-8.3107e-05i,3.6107e-05+9.5704e-05i,6.5447e-05+0.00035877i,-0.0001693+0.00023604i,0.00039752-8.7761e-05i,0.0010553-0.00017639i,0.00086205+0.00010167i,0.00035988-0.00012911i,0.00029251-0.00091803i,0.00028968-0.00044554i
0.00078755+0.0017547i,0.00084325+0.0018871i,0.00098215+0.00092379i,0.00013699-0.00066696i,-0.0015474-0.0014017i,-0.0019881-0.0011492i,-0.0010468-6.0091e-05i,-0.00029816+0.00050344i,0.00020028+4.7166e-05i,0.00057288-0.0001397i,0.00039744+0.00059042i,-0.0001859+0.00058671i,6.8385e-05-0.00052133i,0.00063083-0.00058623i,0.00069565+8.7967e-05i,0.00049379+8.5349e-07i,-0.00025535+0.00040452i,-0.0008057+0.0008476i,-1.3266e-05+0.0008984i,0.00039929+0.0011074i,4.357e-05+0.00033083i,-2.8869e-05-0.00017474i,0.0004365+3.8725e-05i
-0.0018816-0.00081519i,-0.0023864+0.0002304i,-0.0016442+0.0011662i,-0.00055879+0.00079871i,-0.00021544-9.2473e-06i,-0.00053915+0.00019865i,-0.00050656+0.00013859i,-0.00042976+0.00018394i,-0.00040356+0.00015038i,-0.00059181+0.00039718i,-0.00058595+0.0004589i,-0.00057376+6.8748e-05i,-0.00023886+9.9249e-06i,0.00035043+0.00021347i,0.00014988+5.2585e-05i,0.00037907-0.00032514i,0.00088773-0.00056513i,0.000785-0.00037307i,0.00034065-0.0001027i,0.00021308+0.00020917i,-0.00014749-0.00010338i,-0.00095517-0.00068708i,-0.0007705-0.00051983i
0.0010991-0.0013799i,0.00070138-0.0023329i,-0.00033543-0.0016516i,-0.00067815-1.1182e-05i,0.00043156+0.00036171i,0.00013643+0.00036193i,-0.00068828+0.00039363i,-0.00021809+0.00019896i,0.00035053-0.0002634i,0.00044705-2.2289e-06i,-0.00015107+0.00075275i,-0.00032476+0.00078395i,0.00012377+0.00038321i,-2.3379e-05+0.00038706i,-0.00011687+0.00056694i,0.00058439+0.00092204i,0.001251+0.0010416i,0.0009486+0.00071111i,0.00014803+0.00067345i,0.00054699+0.00037097i,0.00063021-0.00027471i,-0.00036072-8.2922e-05i,-0.0010531+0.00022745i
0.00042657+0.0004557i,-0.00024507-0.0003851i,-0.0014798+0.00041226i,-0.0016074+0.001459i,-0.0010167+0.00094267i,-0.0011225+0.00033313i,-0.0012635+0.00053415i,-0.00076938+0.00076722i,-0.00057037+0.00081943i,-0.00077462+0.00085931i,-0.00038272+0.0010584i,0.00060555+0.00065895i,0.00014838+0.00017724i,-0.0010798-0.00048846i,-0.0011542-0.00084791i,-0.00022857-0.00046463i,3.7606e-05-0.00018529i,-0.00055456+0.0001117i,0.00017178+0.00050686i,0.0010585+0.00037057i,0.00084465+0.00027733i,0.00037535+0.00028554i,0.00053895-0.00023868i
0.00056278-0.001113i,-0.00027923-0.0008482i,-0.0012897-0.0016437i,-0.002234-0.0013201i,-0.0020918-0.0003358i,-0.0012039+0.00045195i,-0.00010058+0.00063851i,0.00026515+0.0005793i,-0.00044915-0.00024638i,-0.00052172-0.00056035i,-0.00022479-0.00011999i,-0.00049768+0.00028512i,-0.00084758+0.00033878i,-0.00066098+0.00069847i,-0.00027637+0.0008837i,-0.00012201+0.00014215i,2.0394e-05-0.00029029i,0.00032994+0.00056038i,0.00089187+0.00075764i,0.0012931+6.775e-05i,0.00094048+0.00035643i,2.7448e-05+0.00052854i,-0.00085927+0.00031663i
0.00032053+0.00033501i,0.00055037+0.0011277i,0.001365+0.0011277i,0.0011071+0.0010723i,-0.00019431+0.00027398i,-0.00089855+0.0011397i,-0.00028617+0.0017207i,0.00075796+0.0010249i,3.1252e-05+0.0004927i,-0.00070783+0.00030936i,-0.0007326+0.00056063i,-0.00084043+0.00058465i,-0.00063856+0.00045627i,-0.0012114-0.00027701i,-0.0017675-0.00057718i,-0.00081912-0.00025514i,5.1896e-05+0.00027948i,8.8616e-05+0.00034702i,0.00021658-0.00035927i,0.00055166-0.00054254i,0.00011578-0.00068057i,-0.00034878-0.00029913i,-0.00021889+0.00061839i
-0.00031119-0.00078795i,0.00015554-0.00027884i,0.00036015+0.00033123i,-0.00015081+0.00032212i,-0.0012346-0.00062505i,-0.00096461-0.0010488i,0.00034406-0.00041824i,0.0010454+0.00067224i,0.00049293+0.00085531i,0.00017379+0.00039874i,-0.00039577+5.5155e-05i,-0.00074076-0.00060135i,-0.00061932-0.0011643i,-0.00022247-0.0006174i,0.00028282+0.00078591i,6.9723e-05+0.0013536i,-2.0334e-05+0.00072907i,8.0344e-05+0.00066182i,0.00050265+0.0011342i,0.00097525+0.00065689i,0.00051556-0.00029879i,0.00021644-0.00080459i,6.7476e-05-0.00066358i
0.001123-3.6705e-05i,0.0015149-0.001036i,0.0013875-0.0017642i,0.00064669-0.0010947i,-0.00034473-0.00075212i,-0.0011131-0.00088918i,-0.00058205+0.00055789i,-8.95e-05+0.0012697i,2.1309e-06+0.001189i,-7.6619e-05+0.00059369i,-0.00073968-0.0001628i,-0.0010177-0.00047348i,-0.00051075-0.000621i,0.0002965-0.00050115i,0.00019293+0.00026008i,-0.00021749+0.0010251i,-0.00030832+0.00084634i,-0.00022562+0.00026944i,-0.00014348+0.00026206i,-0.00038725+0.00020915i,-0.00031459-0.00031849i,0.00017107-0.0007759i,-0.00011905-0.00050488i
0.0013578-0.00017014i,0.002132+0.00035571i,0.0011875+7.4754e-05i,-0.00048817-0.00042066i,-0.001616-0.00047059i,-0.0011776-8.4453e-05i,-0.00032319+0.0006731i,4.806e-05+0.00079989i,0.00041379+0.00046253i,0.00038883+0.0011252i,0.00021526+0.00097546i,-0.0002795-0.00035535i,-0.0008785-0.00054311i,-0.00078437-0.00038939i,0.00055541-0.00055641i,0.00028522-0.00044821i,7.5313e-05-0.00035366i,0.0002114-0.00050076i,-0.00063205-0.00052263i,-7.8512e-05-0.00018912i,0.00081544+0.00020489i,0.00080648-0.00014894i,-0.00012231-0.0009034i
