-0.0042618+0.0016527i,-0.0028739+0.0014281i,-0.0028945+0.0019259i,-0.0020709+0.0018288i,-0.0010035+0.0019159i,-0.00087694+0.00070019i,-0.0009198+0.0006271i,-0.00086239+0.00068767i,-0.00082483-5.8455e-05i,0.00027996-0.00045149i,0.00087094-0.00048399i,0.00034753-0.0011962i,0.0003604-0.0017438i,0.00017188-0.0022958i,0.00037249-0.0024976i,0.00072136-0.0016528i,0.00022239-9.9544e-05i,-0.00080892+0.00076821i,-0.0010736+0.00014296i,-0.00070375-0.00010685i,-0.00018727+0.00081405i,-2.3696e-05+0.00057396i,-0.00013768-0.0002481i
-0.00036524-0.00058227i,-0.00036042-0.00020422i,-0.001448-0.00068308i,-0.0016745-0.00039689i,-0.00091516+0.00049225i,-0.0010483+0.00047747i,-0.0016261-5.9181e-05i,-0.00087623-0.00043919i,0.00016331-0.00056297i,0.00010742-0.0002624i,-0.00023097+0.0001177i,0.00015303+0.00054707i,-0.00034733+0.00043172i,-0.00076716+0.00027875i,-0.00012595+0.00022444i,0.00064609-5.8158e-06i,0.00074728+0.00081558i,0.00076495+0.00085926i,0.00074094+0.0002281i,1.9775e-05+0.00056039i,-0.00030489+0.0010072i,-0.00034841+0.00071961i,-0.00018805+0.00028206i
-0.002089+0.0003935i,-0.0024107+0.0010607i,-0.0025236+0.0016209i,-0.0018882+0.0019401i,-0.001059+0.0016583i,-0.00044888+0.00044434i,-0.00012035-0.0001263i,0.00051649-0.00022177i,0.00084757-0.00036772i,0.00074978+0.00021673i,0.00048115+0.0013177i,0.00068597+0.00061645i,0.00060062-0.00069511i,0.00075093-0.00084947i,0.0010545-0.00085413i,0.00031595-0.0011191i,-0.00037586-0.00052185i,-0.00013117-0.00021217i,0.00062031-3.1495e-05i,0.00055739+0.00043081i,0.00039413+0.00057918i,0.00014976+0.00020596i,-0.00047162+0.0001911i
-0.00037203+0.00033824i,-0.00026184-0.00084435i,-0.0013504-0.0013211i,-0.00095461-0.0006743i,0.00013669-0.00022462i,-1.0309e-05-0.00080653i,-0.0005983-0.00096068i,-0.00071923-0.00013546i,-0.00041247+0.0003735i,0.00041951-1.2277e-05i,0.00087514-0.00020277i,0.00022876-0.00077223i,-0.00030547-0.00095137i,0.00013683-0.00038783i,0.00057487-0.00025743i,0.00051362+0.00021677i,0.00016102+0.00068733i,-0.00046667-0.00021076i,-0.00042196-0.00073086i,-0.00015586-0.0003124i,4.5999e-05-0.00024262i,0.00042591+5.4122e-05i,0.00042214+0.00066287i
-0.0008632-0.0012592i,-0.0016766-0.0015698i,-0.0026575-0.00073652i,-0.0024906+0.00081562i,-0.0018175+0.00082849i,-0.0015008+3.8191e-05i,-0.0015494+3.1696e-05i,-0.0016317+4.1842e-05i,-0.00055311-0.00045049i,-0.00021899-0.00026983i,-0.0004052+0.00096868i,0.00055511+0.00076476i,0.001561-0.00054291i,0.0014653-0.0011918i,0.0011155-0.00097794i,0.00047134-1.4037e-06i,0.00018111+0.00062224i,0.00049985-3.0871e-05i,0.00020473-9.3789e-05i,-0.00011497+0.00028008i,-0.00038345+3.0137e-05i,-0.00070963-0.00045582i,-0.00030369-0.00058623i
-0.00086413+0.0015051i,6.891e-05+0.0016115i,-3.4479e-07+0.0005766i,-0.0010706-0.00071042i,-0.0013235-0.0011952i,-0.0017221-0.002083i,-0.0018129-0.001539i,-0.00078304-5.0044e-05i,0.00071616+0.00032859i,0.0013292+0.00016162i,0.0011682-0.00034432i,0.00069553-0.00061334i,-0.00017563-0.00045226i,-0.00082336-0.00023495i,-0.00040121-0.00071856i,0.0007593-0.0015231i,0.0011181-0.0011631i,0.00064286-0.00058878i,7.7592e-05-0.00058543i,-0.0007971+1.6727e-05i,-0.0013451+0.00053637i,-0.00097726+5.9405e-05i,-7.7034e-05-0.00073123i
-0.00029421-0.00055775i,-0.00076589-0.00012469i,-0.00094567-0.0010362i,-0.0011334-0.0011452i,-0.0016954-0.00062751i,-0.0020377+0.00055855i,-0.0013576+0.0014779i,-0.00020032+0.00061557i,0.00044686-0.00065158i,0.00024274-0.00049857i,0.00013174+0.00022929i,0.00013784+0.00024212i,-0.00022156+0.00033094i,-0.00070888+0.00028139i,-0.00073453+0.0010897i,-0.00043876+0.001538i,-0.0003315+0.00058519i,-0.00048704-0.00021658i,0.00012193-1.0757e-05i,0.00020097+0.0005775i,0.00029327+9.46e-05i,0.00039099-0.00037352i,-2.2908e-05-0.00045411i
1.749e-05-0.00037876i,-0.0004819-0.00037377i,-0.0017862-0.00065773i,-0.0024042+0.00028166i,-0.0022971+0.001445i,-0.0022873+0.0014394i,-0.0015225+0.001334i,0.00028127+0.0014325i,0.0010859+0.00045877i,-0.00050991-0.00036921i,-0.0011998-0.00015147i,-2.946e-05+0.00044013i,0.00040294+0.00033991i,0.00013854+0.00060053i,0.00043915+0.00045287i,0.0005134-0.0005887i,0.00068332-0.0005973i,0.00087325-8.0502e-05i,0.00011528-9.1661e-05i,-0.00088685-0.00052658i,-0.00040388-0.00025426i,0.00027917-0.0005606i,0.00031934-0.0010668i
0.0015884-0.00056858i,0.00070154-0.0004382i,-0.00042745-0.0014639i,-0.001575-0.0012436i,-0.0016112-0.001002i,-0.0008824-0.00061376i,-0.00083649+0.0001889i,-0.00095984+0.00030085i,-9.2544e-05+9.4402e-05i,5.1425e-05+0.00028758i,-0.00035819+0.00017668i,1.5995e-05-3.9994e-06i,6.2387e-05+0.00078982i,-8.9203e-05+0.0012539i,-0.00017327+0.001604i,-0.00052634+0.0011242i,-0.0001818+0.00061996i,0.00052545+0.00075086i,0.00093524-0.00020747i,0.00049148-0.00077636i,-0.00057388-0.00033097i,-0.0014135+1.4007e-05i,-0.00086786+8.524e-05i
-0.00078397-0.0009119i,-0.0015432-0.0011248i,-0.0024833-0.0013978i,-0.0017756-0.00064524i,-0.00077755-2.0865e-05i,-0.0018109-7.3389e-05i,-0.0023758+7.9018e-05i,-0.0008973-0.00044661i,0.00074755-0.0010469i,0.00068536-0.00045863i,-0.00010914-0.00021529i,-0.00026868-5.044e-05i,0.00028513+0.00021619i,-2.842e-05+0.00033158i,-0.00075193+6.8289e-05i,-0.00048477+0.00022694i,-4.0645e-05+0.00050693i,-0.00011517+4.669e-05i,-0.00082858-0.00019028i,-0.00046341-0.00021908i,0.001136-2.2402e-05i,0.0015405+0.00077395i,0.00046529+0.00037723i
-0.0011233+0.00010934i,-0.00061363+0.00020332i,-7.2048e-05+0.00021538i,-0.00016999+0.00010735i,8.4737e-08+0.00022075i,0.00013984+9.7692e-05i,0.00054717+0.00016954i,0.0001952-0.00065133i,-0.00015071-0.0010837i,0.00025831-0.00048055i,0.00028904+0.0006899i,0.00026881+0.00064315i,0.00048679-0.00038367i,0.00033019-0.00073937i,7.2103e-05-0.00086087i,0.00053512-0.00055384i,0.00016808+0.00020136i,-0.00093306-0.00020355i,-0.00051724-0.00084052i,0.00029249-0.00014043i,-4.179e-05+0.00014375i,6.9436e-06-0.00058288i,0.00020071-0.0004341i
5.9341e-05-0.0010698i,-0.00069434-0.00011328i,-0.0011119+0.00016105i,-0.0012387+0.0001886i,-0.00098343+0.00086151i,-0.00080528+0.00066782i,-0.00078987+0.00049138i,-0.00045711+0.00053612i,4.3408e-06-0.0003383i,-7.1462e-05-0.00097275i,-4.3036e-05-0.00034213i,0.0001757-5.2449e-05i,0.0010148-0.00014135i,0.001051+0.00027378i,0.00051058+0.00023349i,0.00055921-0.00020321i,0.00039672-0.00025009i,0.00020157-0.00031445i,-0.00015042-0.00061911i,-0.00040059-0.00099936i,0.00012612-0.0011499i,0.00023357-0.00085857i,-0.00029657-0.00063923i
-2.2334e-05-0.0012772i,-0.00022112+2.9482e-06i,-0.00075609+0.00089631i,-0.0010901-0.00023053i,-0.0014663-0.0016146i,-0.0015706-0.0016142i,-0.00093047-0.00033103i,-0.00020483+0.00019316i,0.00027551-0.00012537i,0.00017064+0.00020528i,-0.00042933+0.00052012i,-0.00036424+4.2642e-05i,-0.00036331-0.00014639i,-2.1856e-05-0.00015702i,0.00085871-0.00049485i,0.0013652-0.00028332i,0.00073962+0.00026964i,0.00018447-5.4036e-05i,-1.9175e-05-0.00026538i,-0.00014251+1.6203e-06i,0.0005801-1.5051e-05i,0.00090564-0.00060436i,0.00099481-0.00074598i
0.00047473-0.00023417i,0.00015316-0.00046108i,0.00070541-0.00084246i,0.00030114-0.0016625i,-0.0011818-0.0014106i,-0.0021838-0.00058629i,-0.0018788+0.0003117i,-0.00014781+0.00055301i,0.0010782+0.00017882i,0.0014599-0.00032672i,0.0012904-0.0010516i,0.00027825-0.00093256i,-0.00065727-0.0010933i,-0.0004881-0.0011036i,-7.6813e-06-0.00027336i,0.00015842+0.00018103i,0.00015859+0.00018027i,-0.00036326+0.00029291i,-0.00033752+0.00045939i,-0.00012392+0.00053577i,-0.00064909+0.00091354i,-0.00092865+0.0010234i,-0.00072981+3.9563e-05i
0.0023819-0.0013701i,0.001178-0.0023774i,-0.0010375-0.0029427i,-0.0026743-0.0019197i,-0.0032967-0.0011186i,-0.0027508-0.00065027i,-0.0014305+3.1972e-05i,-0.00017132+0.00023752i,0.00059904+0.00061731i,0.0001504+0.00099429i,-0.00029672+0.00074545i,-0.00040307+5.6455e-05i,-0.00038571+0.0003454i,-4.1728e-05+0.00058223i,0.000122-0.00093768i,0.00033963-0.0013294i,-0.00010578-0.00036033i,-0.00081896-0.00017965i,-0.00014303+0.00017987i,0.00034179+0.00039493i,-0.00041217-0.00037328i,-0.00039474-0.001578i,-0.0002764-0.0013586i
-0.00085962+6.8849e-05i,-0.0014661+0.00032145i,-0.0015974+0.0003831i,-0.00088617+0.00033568i,-0.00074588+0.00044723i,-0.00095066+0.00045518i,-0.0011082+0.00066921i,-0.00049824+0.0010073i,0.00013581+0.00091797i,0.0007566+0.00024323i,0.00053125+0.00015215i,-0.00046525+0.00020955i,-0.00077655-7.711e-05i,-0.00018398-0.00039679i,6.5082e-05-0.0004486i,0.00055397-0.00019009i,0.00090709+0.0002154i,0.00084275+8.0128e-05i,0.00087766-0.00047009i,0.00071323-0.0005626i,-2.8894e-05-0.00010645i,-0.00075378+0.00024228i,-0.00043492+0.0001136i
-0.0023631+0.0014965i,-0.002453+0.0010898i,-0.001642+0.0009511i,-0.001092+0.00062669i,-0.00020084-0.00027185i,0.00012973-0.00071275i,-0.00015466+6.2489e-05i,-0.00031191+0.00075767i,-4.7391e-05+0.00024871i,0.00068967+5.7709e-05i,0.0011188+0.0006173i,0.00021386+0.00093987i,-0.00098482+0.00078035i,-0.00032097-0.00074494i,0.00045546-0.0015593i,0.00019908-0.0014303i,-0.00042386-0.00048105i,-0.00070584-1.6249e-05i,-0.00011756-0.00015427i,8.2429e-05+0.00038722i,-0.00050703+0.00011613i,5.4348e-06-0.00022732i,0.00047824-0.00030914i
-0.0013952-0.0017186i,-0.0023722-0.0016652i,-0.0025579-0.0013613i,-0.0023607-0.00068002i,-0.0012388-0.0005464i,-0.0011792-0.00048511i,-0.0012489-0.00014235i,-0.00059307-0.00064244i,6.4475e-05-0.00079967i,-0.000113-0.00051041i,0.00038751+0.00011338i,0.00022085+0.00078354i,-0.00068053+0.00058141i,-0.0004788+0.00017336i,-0.00016898-0.00014262i,-0.00015423-0.00041347i,6.8259e-05-0.00025741i,9.1146e-06-0.00070272i,-0.00030884-0.00099255i,-0.00017536-0.0011339i,-0.00012135-0.0011368i,-0.0005476-0.00061594i,-0.00023501-7.866e-05i
-6.5676e-05+0.00040361i,-0.0003254+9.8102e-05i,-0.00059515+0.0001569i,-0.00067102+0.0011038i,-0.00058566+0.0011599i,-0.00095992+0.00025577i,-0.0012159-0.00052446i,-0.00039141-0.00050897i,5.5973e-05-0.00065158i,-3.8174e-05-0.00088524i,0.0006187-4.4755e-05i,0.00061303+0.00038571i,0.00026314+2.4336e-05i,-1.2811e-05-0.00058453i,0.00010897-0.00090582i,0.00035731-0.00056097i,0.00042473+0.0002376i,0.000419-9.0969e-05i,0.00054858-0.0012499i,0.00047669-0.00075345i,-0.00046664+0.00024305i,-0.00049449-0.00071378i,0.00048476-0.00083032i
-0.00030593-0.00062075i,-0.00056447-0.00066178i,-0.00072588-0.0019305i,-0.00076748-0.0013449i,-0.0011831+0.0001761i,-0.00077563+0.00036664i,-0.001118+0.00048196i,-0.00081974+0.00063807i,-0.0001019-0.00016947i,-0.00071584-0.00024071i,-0.00095962+0.0006292i,-0.00057433+0.00079269i,-0.0001112+1.1224e-05i,0.00016653-0.00030595i,0.00045793+0.0004757i,0.00053326+0.00021907i,0.00036052+0.00012129i,-0.00048967+0.00028494i,-0.0009938-0.0002993i,-0.00039484-0.00045651i,-0.00032911-8.295e-05i,-0.00066206+0.00047064i,-0.00094304+0.00031184i
-0.00027087+0.00058762i,-0.00093299+0.0014003i,-0.00053169+0.00074533i,-0.00030781+0.00051094i,-0.00053913+0.00043745i,-0.0011399-0.00077188i,-0.0017555-0.00056409i,-0.0003559+0.00075523i,0.0007536+0.00052477i,0.00061165-0.00064129i,0.00039711-0.00063288i,0.00022939-0.00012651i,0.00026397+4.9047e-05i,2.5913e-05-0.00035824i,0.00017828-0.0005277i,0.00086559-0.0008959i,0.00082793-0.0003604i,0.00018449+0.00085639i,-0.00036997+0.0011201i,-0.00031735+0.00039841i,-0.00019491-0.00027229i,-0.00054353+0.00015105i,-0.00051109-4.5742e-05i
-0.0013578+0.00052197i,-0.0015032+0.0014865i,-0.00096085+0.00098222i,-0.00060014+0.00027932i,-0.00084208-0.00088811i,-0.0015877-0.0018036i,-0.0013926-0.00074965i,-0.00012674+0.00070861i,-0.00017066+0.00081259i,-0.00068428+0.00033155i,-0.00026452+0.00049789i,2.4494e-05+0.00027978i,-0.00013173-0.00064527i,0.00011554-0.0012732i,0.00049178-0.00053658i,3.0054e-05-4.9851e-06i,-0.00011138-0.00041456i,0.00032272-3.975e-05i,4.3651e-05+0.00023717i,-0.00063307-0.00042764i,-0.00052459-0.00066215i,-0.00034738-0.00032333i,-4.5551e-05+0.00046361i
-0.00079758-0.0016101i,-0.0019689-0.00046517i,-0.0023041-0.00035089i,-0.0023137-0.00044252i,-0.0023416-0.00043479i,-0.0023081-0.00032518i,-0.0019208+0.00015056i,-0.00033102+0.00061099i,0.0010918+0.0003035i,0.00025192+0.00013058i,-0.00061907-8.4465e-05i,-0.0005495-0.00028334i,1.8427e-05+8.7722e-05i,0.00038624+3.2364e-05i,1.3858e-05-6.7752e-05i,-0.00026834+1.5831e-05i,-0.00012255-0.00027581i,-7.4359e-05+1.1575e-05i,-0.00025817+0.0003518i,0.00032541+0.00061602i,0.0015031+0.00071235i,0.0019-6.6135e-05i,0.0013484-0.00017831i
-0.00099293+0.0013152i,-5.9265e-05+0.0010044i,0.00082139+0.0014253i,0.00044515+0.0016896i,0.00056202+0.00059663i,0.00051579-0.00060119i,-0.00043045-1.4125e-05i,-0.00062938+0.0010202i,-8.425e-05+0.00041313i,0.00021017-0.0006227i,0.00023077-0.0010259i,0.0010367+8.8487e-05i,0.0010654+0.00023513i,-8.1746e-05-5.502e-05i,-0.00069193-0.00014843i,-0.00033081-0.00070349i,0.00015362-0.0006411i,-0.00031741-0.00024785i,-0.00086152-0.00040844i,-0.00074669-0.00037431i,-5.4859e-05-0.00039588i,0.0001681-0.00028174i,0.00038303+0.0002391i
-0.0010809-0.0025163i,-0.0021007-0.0018147i,-0.0023548-0.0010358i,-0.0023925+0.00018184i,-0.0022752+0.0012413i,-0.0016089+0.0014009i,-0.001149+0.0011437i,-0.000743+0.00089152i,-0.00061284+0.00033402i,-0.00088872-3.8793e-05i,-0.00089962+0.00068238i,-0.00099535+0.001203i,-3.4331e-05+0.0011063i,0.0013628+0.0004355i,0.0012177-0.00023262i,0.00042085-0.00039282i,-0.00033618-0.00063199i,0.00014072-0.00014701i,0.0012692+0.00045441i,0.0012015+4.1761e-05i,0.00052707-0.00034303i,0.00019166+0.00044726i,0.00016628+0.00086267i
-0.0015147-0.0017389i,-0.0032944-0.00090374i,-0.0040391+0.00029785i,-0.0030718+0.00074993i,-0.0022176+0.00069293i,-0.0016843+0.00077416i,-0.0018383+0.001172i,-0.0012822+0.00098865i,-0.00026425+0.00045008i,-0.0006893+0.00020185i,1.8365e-05+0.0012058i,0.0016174+0.0019918i,0.0015413+0.0010507i,0.00064414-0.00013071i,0.00067061-0.00024586i,0.00087415-0.00024347i,0.00013048-0.00061354i,-2.9473e-05-0.00070595i,0.00015786-2.2504e-05i,0.00047667-0.00019519i,0.00071036-0.00055987i,0.00039447-4.0142e-05i,0.00046774+0.00079048i
-0.00014507-0.00082814i,-0.00043293-0.0012623i,-0.00051606+0.00021284i,-0.000723+0.00069479i,-0.00072403-0.00047577i,-0.00096859-0.0011902i,-0.0012158-0.00064541i,-0.0002975-0.00034119i,0.0005101+0.0001514i,-0.00020924+0.00046405i,-6.3955e-05+0.00018188i,0.00041849-0.00033572i,-8.9861e-05-0.00036079i,-0.00049967-6.2024e-05i,-0.00040308-0.00052099i,-0.00035443-0.00079626i,-0.00030427+0.00022177i,-0.0002817+0.00054442i,-0.00088671-0.00081658i,-0.00054803-0.0007068i,7.0352e-05+0.00060651i,0.00012397+0.00069346i,0.00024275-0.00020257i
-0.0012243-0.00061829i,-0.00053937-0.00095596i,-0.0017931-0.00036096i,-0.0024308+8.4562e-05i,-0.001574-0.0005253i,-0.0012265-0.0013065i,-0.00093049-0.0013441i,-0.00022694-0.00010004i,0.00071526+7.4645e-05i,0.00055549-0.00042687i,-0.00011594-0.0001717i,0.00062429-0.00026206i,0.0006696-0.00057361i,2.2461e-05-0.00055327i,-0.00058167-0.00014974i,-0.00062433+3.6571e-06i,-0.00028829+0.00057781i,-0.00017317+0.00015847i,0.00016191-0.00066054i,-0.00017024-0.0007716i,-0.00038468-0.00028979i,-0.0004847+0.00026874i,-0.00059051+0.00053312i
0.00019818-0.001149i,-0.00069428-0.00062016i,-0.0013229-0.00042603i,-0.0014019-1.3214e-05i,-0.0015464+0.00027007i,-0.001738-0.00020271i,-0.0014307-0.00022505i,-0.00043347+3.6425e-05i,0.00047609-0.00012433i,0.00041088-0.0003951i,0.00033906-0.00024558i,0.00072286-0.00044944i,0.0011177+0.000249i,0.00089539+0.0015386i,-1.9709e-05+0.0017231i,-0.00036617+0.00062794i,0.0001276-0.00045001i,0.00012192-0.00010124i,8.0132e-05+0.0002979i,0.00069093+0.00020444i,0.00061687-0.00035842i,0.00018632-0.00057012i,-6.2643e-05+0.0002863i
-0.00027076+0.00020011i,-0.0013675-0.00080685i,-0.0024953-0.0017486i,-0.0028564-0.0010193i,-0.0020807-9.1326e-05i,-0.001013+2.8102e-06i,-0.00038054+1.7254e-05i,-0.00039959+0.00018888i,-0.000475+0.00023263i,-0.00039417+8.3467e-05i,0.0001503+7.6314e-05i,0.00063436+0.00014576i,0.00055341+0.0002867i,0.0002226+0.00060662i,-0.00034167+0.00020823i,-0.00016626-0.00019205i,0.00070766-6.7081e-05i,0.00059732-0.00025166i,0.00064869-0.00066884i,0.00052768-0.00037858i,0.00049356+9.5529e-05i,0.00081042+5.7239e-05i,0.00050971+1.2976e-05i
0.00083058+0.00014199i,0.00075174-0.00032503i,2.0532e-06-0.00021906i,-0.0006085-0.00063404i,-0.00086734-0.0012165i,-0.0011432-0.0009626i,-0.0013412+0.00032261i,-0.00058033+0.00074971i,0.00061186+0.00048811i,2.0905e-05+0.00044506i,-0.0013866+0.00088925i,-0.001611+0.00033396i,-0.00077174-0.0003748i,1.6307e-05+0.00017043i,0.00019558+0.0005693i,-0.0003274+0.00069697i,-0.00082536-1.9523e-05i,-0.00061522-0.00073813i,-0.00051016-0.00018783i,-0.00050347+0.00044382i,-0.00068929+9.0986e-05i,-0.0010683-0.0007393i,-0.0010317-0.00072879i
-0.001129+6.5747e-05i,-0.001074-0.00013881i,-0.00046878-0.00025996i,-0.00013822-0.00017276i,-0.0003401-0.0002592i,-0.00056576-0.00043332i,-0.0016476-0.0002031i,-0.0013818-0.00018558i,-0.00024546-0.00052881i,0.00015812-0.00047609i,0.00049601+0.00025255i,0.00022668-0.00018701i,-0.00032916+3.7242e-05i,-0.00025529+0.00068584i,0.0007356+0.00057718i,0.00059879-0.00011352i,-0.00033229-0.00071362i,-0.0005622-0.00084373i,0.00034103-0.00039188i,0.0001256+0.0005765i,-3.5671e-05+0.00070151i,0.00034278+0.00026809i,0.00048641+0.00045145i
0.00059337+0.00046897i,-0.0003833-0.00061365i,-0.0016163-0.00033608i,-0.0023992-0.00046463i,-0.0015774-0.0012713i,-0.00082838-0.00097365i,-0.0010555-0.00029245i,-0.00029945+0.00043802i,0.00041318+0.00072364i,0.00031435+0.00037502i,0.00050502-0.00080733i,-0.00016652-0.0017133i,-5.8597e-05-0.00073301i,0.00029036+0.00054648i,4.266e-05+0.00054777i,-0.00019007-0.0002494i,-1.3781e-05-0.0010092i,0.00060772-0.0010207i,0.00060953-0.00070363i,0.0004214-0.00026558i,0.00023757+0.0005346i,-0.00037681+0.00087785i,-0.00033832+0.0003616i
-0.00057349-0.00074629i,-0.0014153+0.00020134i,-0.0023204+0.00069229i,-0.0022262+0.00061306i,-0.0017424+0.0011832i,-0.0018635+0.0013436i,-0.0017701+0.0010032i,-0.00089718+0.00072149i,-2.8874e-05+0.00079579i,0.00048727+0.0011486i,0.00077652+0.00095891i,0.00050074-0.00045049i,0.00022912-0.0015918i,0.00074383-0.00091074i,0.0010121-0.00053389i,0.00042734-0.00010932i,-6.6317e-05+6.913e-05i,0.00022009-0.00055728i,0.00034468-0.00072659i,5.1529e-05-0.00053868i,-7.7099e-05-0.00032339i,3.6184e-05-4.6129e-05i,0.00048095+0.00034096i
0.00104+0.00062436i,0.00017689+0.00012585i,-0.00047012-5.8729e-05i,-0.00060033-5.5819e-05i,-0.00063364-0.00059784i,-0.00045588-0.00080268i,-0.0001335-0.00028855i,0.00035289-0.00014491i,0.00050097-0.00024471i,0.00019034-2.0824e-05i,-0.00010661+0.000579i,-0.00038494+0.00069457i,-0.00029495+0.00021515i,-0.00025159-0.00033856i,-0.00038902-0.00056927i,-0.00026964-0.0011351i,-0.00016123-0.0018664i,-6.2222e-05-0.0016103i,-0.00041284-0.00039338i,-0.00033326+0.00040762i,-0.00028833-7.3704e-05i,-0.00012252-0.00017568i,0.00042193+0.00035382i
0.0002601+0.0012424i,-2.4013e-05-0.0008136i,-0.00029581-0.0025293i,-0.0010292-0.0016893i,-0.0010834-0.0011533i,-0.00064566-0.0015358i,-0.00079184-0.0010149i,-0.0015353+0.00017424i,-0.0016599+0.0006166i,-0.00074456-4.8028e-05i,4.0316e-05-0.00041145i,-0.00025916-0.00060504i,-0.0010892-0.00093729i,-0.00086234-0.00041923i,-0.00087798+0.00042405i,-0.0011733+0.00020882i,-0.00040916-8.0554e-05i,0.00039147+0.00059758i,0.0005889+0.00049585i,0.00079718+0.00044748i,0.0010469+0.00057987i,0.00087235+8.2025e-05i,0.00042821-0.00013996i
-0.00096981+0.00028845i,-0.0012643+0.00063995i,-0.0010467+0.00075815i,-0.00067493+0.0011272i,-0.00059537+0.0014692i,-0.00016701+0.0010421i,0.00042564+0.00055509i,0.0011347+0.00031653i,0.0014364+8.4963e-05i,0.00074062-0.00026658i,0.0004875-0.00014571i,0.00091546-0.0006293i,0.00040842-0.00091731i,9.8545e-05-0.00074658i,0.00071577-0.00060564i,0.00085244-0.00026221i,0.00050594+0.0001802i,0.00014762+0.00037027i,0.00082337+0.00028815i,0.0011142+0.00062569i,0.00032009+0.00095738i,4.5824e-06+0.00052999i,0.00056911-0.00049252i
-0.0010962+0.00059825i,-0.0012077+0.00063571i,-0.0012483+0.00056242i,-0.00056635+6.3568e-05i,0.00030781-0.00013414i,-0.00027537-0.00071423i,-0.00050761-0.00086783i,0.00071454+0.00054461i,0.00095552+0.00069143i,0.00097856+0.00033857i,0.0010312+0.00074038i,0.00049659+0.00031702i,0.00012137+0.0001245i,-1.382e-05-5.2423e-05i,0.00039734-0.00014431i,0.0007417+0.00018859i,0.00038508+0.00024497i,0.00064551+0.00032637i,0.00090594+0.0012264i,0.00025859+0.0010302i,-0.00017079-0.00015605i,4.1824e-05-0.00039876i,0.00047223+0.00019767i
-0.00084953+0.0022922i,-0.00087165+0.0018483i,-0.0013485+0.0012947i,-0.0010569+3.061e-05i,-0.00094319-0.0010293i,-0.0016637-0.0010982i,-0.0019719-0.00051211i,-0.0015637+9.7777e-05i,-0.00020508+5.2222e-05i,0.0007696-0.00027411i,0.00049563+0.0001027i,-9.0107e-05-0.00056853i,8.9928e-05-0.00058411i,0.00023135-0.00011153i,0.00046116-0.00074799i,-0.00011701-0.001276i,-0.00066305-0.00039519i,-0.00040363+1.8893e-05i,-0.00018818+0.00039663i,0.00011068+0.00068626i,-9.7277e-05+0.00099298i,-0.00011748+0.0011804i,-0.00051374+0.00014269i
0.00077411-0.0013592i,-0.00068272-0.0021447i,-0.0012574-0.0020286i,-0.00057456-0.0011901i,-0.00019766-9.1872e-05i,-0.0010199-0.00033872i,-0.0015263-0.00076007i,-0.0011278-0.00028588i,-0.00031843+0.00034061i,0.00026327-0.0001387i,0.00012664+0.0001682i,-0.00043268+0.00032119i,-0.00040267-0.0004482i,0.00046535+0.00017107i,0.00039683+0.00065234i,-0.00075504+0.00021888i,-0.0010051-0.00016715i,-0.00078317-3.479e-05i,-0.0012724+0.00067763i,-0.0012612+0.00079289i,-0.00069454+0.00029496i,-6.8419e-05-0.00020041i,0.00077597-0.0006714i
0.00091354+3.4053e-05i,-0.00024708-5.0917e-05i,-0.00033996-0.0011722i,-0.00039898-0.0013269i,-0.00091338-0.00017125i,-0.0010106-0.0002175i,0.00067686-0.00084034i,0.0017334+0.00019674i,0.0011866+0.00069581i,0.0008024+0.00041078i,2.8237e-05+2.9299e-05i,-0.00046374+9.9034e-05i,-0.00033645+0.00023904i,-0.00047842-1.3046e-05i,-0.00050966-0.00027914i,-0.00029019-9.539e-05i,3.0905e-05+0.00012754i,-0.00017819-0.00027457i,-0.00070822-0.00011975i,-0.00032221+0.00056348i,0.00048563+0.00065538i,0.00034641+0.00063686i,-0.0005655+0.00085769i
-0.00085545+0.00073081i,-0.0010972+0.00080368i,-0.0010455+0.00026598i,-0.00086514+9.6979e-05i,-0.0011343+0.00025689i,-0.0019265+0.00041967i,-0.0018914+0.00083469i,-0.00042919+0.0007552i,-0.00021988+0.00030081i,0.0001352-0.00022832i,0.0013465-0.00041557i,0.0010698-0.00025301i,0.00012688-0.00047372i,-0.00042887-0.00023041i,-0.00027387+0.00027348i,8.6613e-05-0.00019299i,0.00040866+0.00019816i,0.00010535+0.00050509i,-0.0003548+0.0003985i,0.00023728+0.0010209i,0.00011047+0.0011538i,2.4107e-05+0.00047962i,0.00087312-0.00019893i
-0.00016641+0.00073948i,-0.00052577+0.00029977i,-0.00069157+0.00012521i,-0.00095827+0.00125i,-0.0022223+0.0012921i,-0.002288+0.00047712i,-0.00096453+0.00018896i,-0.0001607+1.2369e-05i,-0.00018661-0.00059977i,-0.00038147-0.0010116i,-0.00010116-0.00065199i,0.00025461-3.4125e-05i,-0.00014454+0.00012428i,-0.00032053+0.00035626i,-0.0001137+0.00069603i,3.5454e-05+0.00020052i,-0.00013622+0.00038097i,-0.00062885+0.00031245i,-0.00033819-0.00030411i,-0.0001147-0.00068457i,0.00029797-0.00082062i,0.00017635-0.0007236i,-0.00051424-0.00040205i
