-0.0045769-0.00024491i,-0.0038324-0.00063681i,-0.0054071+0.00094996i,-0.0051868+0.002486i,-0.0024842+0.0031269i,-0.001147+0.0025628i,-0.00039891+0.0022631i,0.0010396+0.0025722i,0.00162+0.0019061i,0.0013196+0.0012202i,0.0011605+0.00084863i,0.0010265+0.00053077i,0.00065265-0.00028948i,0.00083214-0.00041911i,0.00038661+0.00017124i,0.00028821+0.00039995i,0.00047084+0.00068847i,0.00019708+0.00039604i,5.8269e-05-0.00023219i,-9.622e-05-0.00029764i,0.00057386+0.00021396i,0.0008728-4.8909e-05i,0.00061128+9.3733e-05i
0.00037265+0.00082788i,0.00064242+0.0019732i,3.1373e-05+0.0015103i,0.00057374+0.00074098i,0.00050985+0.00030603i,0.0002999-0.00019431i,-6.7469e-05-0.00061939i,-0.00053926-0.00078146i,-0.0001035-0.00055727i,-9.1145e-05-0.00012853i,-0.00015385+0.00014645i,0.00051714+0.00021257i,0.000205+0.0003442i,-0.00015123+0.00040399i,-0.00013434+0.0003822i,-0.00010548+0.0005683i,-0.00031596+0.00041512i,8.063e-05+0.00031169i,0.00078242+7.509e-05i,0.00065963-0.0004547i,0.00040902-0.00046444i,0.0001876+3.6628e-05i,0.00047245+0.001239i
-0.00031444-0.00061273i,3.691e-05-2.0738e-05i,-1.8101e-05-0.00011199i,-0.00037279-0.0010506i,-0.00044427-0.0017177i,-0.0010104-0.0014874i,-0.0014336-0.0017142i,-0.00052922-0.0026672i,-8.2923e-05-0.0023637i,-0.00097156-0.0012019i,-0.0015276-0.0006402i,-0.0010543-0.00080627i,-0.00066449-0.00070579i,-0.00062833-0.00045603i,-0.00021845-0.00017904i,-0.00025612+0.00023066i,-0.0012677+0.00045158i,-0.0010226-9.1078e-05i,0.00027608-0.00067848i,0.00010685-0.00017886i,-0.00039781-4.3273e-05i,-0.0002605-0.00038448i,0.00034715-0.00011592i
-0.00037802+0.0011572i,-0.00039165+0.00089899i,0.0013008+0.00082643i,0.0020273+0.00075429i,0.00081207+0.00047622i,0.00067904-0.00012576i,0.00013026-7.2987e-06i,-0.00068022-0.00027255i,-0.00058964-0.00047842i,-6.9852e-05+2.9032e-05i,0.00029816+0.00063631i,0.0005159-6.3902e-05i,0.00040751-0.0011389i,0.00026812-0.00049484i,0.00022184+0.00014702i,0.00025835-0.00030837i,-4.4195e-05-0.00030159i,5.8889e-05-6.3853e-05i,0.00059437+7.1696e-05i,0.00023463+0.00043122i,-0.0003794+0.00020934i,-0.00063995-0.00019545i,-0.00042504+0.00052835i
0.00016412+0.0016553i,-0.00030944+0.00088744i,-0.00018256+0.0011344i,0.0003195+0.0013317i,0.00029438-0.00013683i,-0.00033595-0.00069475i,-0.00083899-0.00091159i,-0.00083128-0.0012007i,-0.00040116-0.00033857i,-0.00028174+0.0004546i,-0.00028784-0.00012234i,-0.00021235-0.00070783i,0.00014756-0.0011103i,-3.2926e-05-0.00099924i,-0.00056511-0.00043394i,-0.00039452-0.00047952i,0.00011774+7.6411e-05i,-0.00011599+7.0609e-05i,-0.0011094-0.0005587i,-0.00063171-0.00088926i,-0.00020511-0.00087627i,-0.0007363-0.00039734i,-0.000618+0.00034988i
-0.00021284+0.0018193i,0.00014165+0.0012206i,-0.00044914+0.0012116i,-0.00010523+0.001408i,-0.00028628+0.00067715i,-0.00084097-0.00091312i,-0.00060899-0.0016192i,-0.0010112-0.0012454i,-0.0010022-0.0012485i,-3.6281e-05-0.00056929i,-0.00041675-0.00056767i,-0.00067001-0.0011047i,2.1219e-05-7.0027e-05i,-0.00040094+0.00046653i,-0.00082835-0.00029324i,-0.00029009-0.00069585i,0.00030771-0.00048207i,0.00019475-0.0001921i,0.00039559-0.00037772i,0.0010254-0.00015683i,0.0010509+0.00023878i,0.00041502+0.00020091i,0.00020244+0.00014005i
-0.0018414-0.001102i,-0.0010243-0.0013387i,-0.00079779-0.0019551i,-0.00089512-0.0015185i,-0.0009942-0.00090889i,-0.0010441-0.00016106i,-0.0010295+0.00054745i,-0.00062052+0.00040549i,-0.00038954-0.00041583i,-0.00058855-0.00070665i,-0.0006274-0.00025886i,-0.00052821+0.00050294i,-0.00085342+0.00056075i,-0.0004634+0.00021214i,-0.00013+0.00067987i,-0.00019234+0.00087342i,-0.00015533+0.00079732i,0.00012823+0.00079169i,0.00057623+0.00073705i,0.00034839+0.0004423i,-0.00018213+0.00038373i,-0.00054756+0.00023385i,2.154e-05-0.00019756i
0.00033443-0.0026602i,-0.0001463-0.0026734i,-0.0012787-0.0022828i,-0.0019726-0.0011969i,-0.0022545+0.00016592i,-0.0013697+6.8774e-05i,-0.00024229-0.0011241i,0.00019321-0.0008389i,-0.00038837-0.00042403i,-0.00031558-0.00038681i,-3.3744e-05+6.2401e-05i,-0.00051278+0.00035463i,-0.00089848-0.00025397i,-0.00049305-0.00058244i,-6.2607e-05+0.00021008i,-0.00044872+0.00035211i,-1.602e-06-0.00025564i,0.00079932-0.00033203i,0.00052911-0.00045959i,0.00047998+0.00036012i,0.00086503+0.00087064i,0.00032834+0.00054906i,-0.00018623+0.00047272i
0.00019027-0.00061239i,0.00065474-0.00021426i,0.00099373-0.00019905i,0.00036664-0.00020835i,-0.001011-0.0004384i,-0.001641-0.00037964i,-0.0012795-0.00035333i,-0.00075977-0.00045247i,-0.00046649+0.00044448i,-0.00040318+0.0012318i,2.144e-06+0.00051269i,0.00033555-2.1647e-05i,7.2631e-05-0.00011077i,-0.00023546-0.00030044i,-0.00023235+3.8405e-05i,-0.00036179+0.00044107i,9.5511e-05+0.00042089i,0.0002918+0.00019623i,0.00040694+0.00023057i,0.00054973+0.00029963i,0.00016464+8.0715e-05i,-2.863e-05-0.00019294i,0.00029818-0.00018883i
0.0020102+0.00052206i,0.0022355+0.00051198i,0.002496+0.00017934i,0.0014712-0.00045102i,-0.00013182-0.0009436i,-0.001024-0.0010617i,-0.0011464-0.00060201i,-0.00097053-0.00038877i,-0.00069816-9.7759e-05i,-0.00062924+0.00058921i,-0.00040445+8.8631e-05i,0.0002843+5.0813e-06i,0.00046564+0.00023405i,-0.00017462-0.00062094i,-0.00056347-0.00052954i,-0.0001079+0.00034937i,0.00027358+0.00020428i,-6.4001e-05-0.00026307i,0.00022947-0.00014623i,0.0003668+0.00014251i,9.1373e-05+0.00028594i,0.000339+0.00049272i,0.00065105+0.00039504i
-0.0017726-0.00097285i,-0.0014055-0.00029873i,-0.0023388+0.00085568i,-0.0028524+0.00032559i,-0.0012754+0.00090623i,-0.00051703+0.001282i,-0.00012822+2.9571e-06i,0.00048106-0.00015324i,3.7485e-05+0.00062386i,-0.00027213+0.0008514i,0.00014174+0.00046757i,0.00025562-0.00022471i,-0.0006088-0.00043724i,-0.00056625-5.0058e-05i,-0.00028838+0.00029392i,-0.00030444-0.00037162i,-0.00031551-0.00023152i,-0.00023346+0.00055998i,-0.00032964+0.00058289i,-0.00067672+0.00060031i,0.00025558-3.1667e-05i,0.00049157-0.00035577i,-1.8389e-05+0.00029786i
0.00041143-0.00078355i,0.00033063-0.0011287i,-0.0004302-0.0013473i,-0.001454-0.0010793i,-0.0020675-0.00019543i,-0.0014899-0.00061174i,-9.7233e-05-0.0016717i,-0.00064609-0.0015793i,-0.001935-0.00071855i,-0.0014527+8.8117e-05i,-0.00045532+0.0003848i,-0.00045721+4.5905e-05i,-0.00023797+2.4349e-05i,-8.1461e-06+0.00083151i,0.00019841+0.0011444i,-0.00025997+0.00065952i,-0.00071287+0.00013176i,-0.00051837-0.00057664i,2.2653e-05-0.00040125i,5.4766e-05+0.00067731i,-0.00097432+0.00096832i,-0.0012127+0.00067125i,-0.000558+0.00025027i
-0.0010953+0.0013738i,0.00073881+0.0023716i,0.00082106+0.0031059i,0.0008064+0.0019291i,0.0014213+0.00084325i,0.00080744-0.00019473i,0.00035218-0.0014435i,0.00039401-0.0015281i,0.00077892-0.0010315i,0.0010408-0.001054i,0.0010571-0.00086035i,0.0016495-0.00059155i,0.0015262-0.0012286i,0.00021298-0.0012173i,-8.3158e-05-0.00058827i,0.00036876-0.00020402i,0.00034977+0.00036994i,0.00054101+0.00020594i,0.00015216-0.000627i,-0.00039812-0.0011217i,-0.00047682-0.0011478i,-0.00037967-0.00043586i,-0.0007286+4.85e-05i
-0.00019582-0.00056421i,-0.00034686-0.0014097i,0.00083431-0.001438i,0.0014176-0.00099255i,0.00087292-0.0011179i,-0.00011809-0.0011778i,-0.00026362-0.00087032i,-0.0012288-0.000196i,-0.0013812+0.00036893i,-0.0004637+0.00076991i,-0.00048201+0.0010294i,-0.0012732+0.000801i,-0.0012328+1.8696e-05i,-0.00066488+0.00011161i,-0.00063706+0.0010638i,-0.00014998+0.0014829i,-0.00030784+0.0013251i,-2.7594e-05+0.00051325i,4.3528e-05-2.9609e-05i,-0.00045089+0.00021955i,-0.00026692-0.00021756i,0.00037903-0.00067882i,0.00093006-0.00078659i
0.0016789-0.0005784i,0.0024057-0.00081512i,0.001597-0.00043144i,0.00081665-0.00048272i,0.00055484-0.00068612i,-0.000912+0.00063621i,-0.0023377+0.00075927i,-0.0019097+0.00025794i,-0.0012962+0.00014156i,-0.0014972-0.00030324i,-0.0015+7.212e-05i,-0.0014145+0.00057474i,-0.0015995+0.00090392i,-0.0010632+0.0012886i,-7.6595e-06+0.0013515i,-8.1738e-06+0.0017361i,-0.00027365+0.0015502i,0.00039884+0.00077405i,0.00095291-0.0002139i,0.0010145-0.00065173i,0.00096454-0.00060507i,0.00015623-0.00030642i,-4.1588e-05+9.8241e-05i
0.0013994-0.00052048i,0.0012198+0.00055774i,0.00096526+0.00051058i,0.0012732-0.0001368i,0.00076986+0.00041083i,0.00031888+6.5721e-05i,-6.0325e-05-0.00083629i,-0.00083033-0.00091861i,-0.0010468-0.00030692i,-0.0011068+0.00017547i,-0.00076596+0.00025324i,-0.0005965-0.0002237i,-0.00075029+0.00074026i,-0.00055778+0.0016973i,-0.00013776+0.0014642i,-0.00055128+0.00096173i,-0.00090634+0.00052159i,-0.00038859+0.00039241i,0.00028156+0.00055981i,0.00055803+0.00045504i,0.00055037-9.3187e-05i,0.00026312-0.00029757i,-0.00044814+9.9363e-05i
0.0013752-0.0017172i,0.00096154-0.0012425i,0.00040101-0.0014202i,-0.00079756-0.0012786i,-0.0012095-0.00089512i,-0.00081098-4.4265e-05i,-0.0010491-1.5572e-05i,-0.00094312-0.00031956i,-0.00064482-0.00017294i,-0.0010829+1.3616e-05i,-0.0011479+0.00020053i,-0.00085758+0.00044121i,-0.00067621+0.00032676i,-0.00010652+0.00019871i,0.00049726+0.00066112i,0.00032333+0.0010955i,-0.0003613+0.00078877i,-0.0001851-0.0004196i,0.00060055-0.0012594i,0.000849-0.00087971i,0.00043376+0.00025082i,1.3149e-05+0.00088729i,-0.00010621+0.00073594i
1.7702e-05-0.001489i,-5.3439e-05-0.0017036i,0.00018248-0.0025188i,-8.074e-05-0.0019037i,-0.00041768-0.00065747i,-0.00037004-0.00050279i,0.00034242-0.00069866i,0.00066951-0.00018725i,0.00069134+8.517e-05i,0.00013798+0.00031292i,-0.00039141+0.00015047i,-2.8398e-05-0.0003725i,0.00012851-6.4706e-05i,0.00033986+0.00032802i,-0.00038323+0.00021593i,-0.00094236+0.00033203i,-0.00064191+0.0001899i,-0.00036487-4.7842e-06i,0.00021607+0.000442i,0.0010252+0.00087629i,0.00079549+0.00080633i,0.00047295-0.00013785i,0.00043636-0.00088438i
0.0018367+0.00097373i,0.002027+0.00090771i,0.0022199+0.00122i,0.0019998+0.0015531i,0.00012995+0.00096608i,-0.0013687-0.00065982i,-0.0012853-0.0012888i,-0.0011918-0.00049593i,-0.0012918-0.00058581i,-0.0013287-0.00094145i,-0.0011147-0.00062905i,-0.00058897-0.00061192i,-0.00013942-0.00061365i,7.2975e-05-0.00042266i,-0.00021759+7.9353e-05i,-0.00036296+0.00033787i,-0.00022624-7.8242e-06i,1.2192e-05-0.00025343i,6.4195e-05-0.00010033i,0.00055903-0.00030259i,0.00088629-0.00013819i,0.00045236+0.00040932i,0.00023816+0.0001463i
-0.0019371+0.00079817i,-0.0011658+0.00047245i,-0.00035489-0.00012514i,9.9171e-05-0.00046765i,0.00031246-0.00046164i,-0.0001214-7.3901e-05i,-0.00058895-0.00026125i,-0.00089416-0.00055922i,-0.00099827-0.00036454i,-0.00056775-8.0705e-05i,-0.00087522+0.00018442i,-0.0011457+0.0002661i,-0.00090517+0.00022373i,-0.00083647-9.6716e-05i,-0.00084918-0.00024536i,-0.00071344-0.00043036i,-0.00015101-0.0001832i,0.00036516+0.00044799i,0.00045443+4.2445e-05i,0.00022557-0.00093316i,0.00033738-0.00042376i,0.00072323-0.00029634i,0.00048344-0.0010482i
0.00029918-0.00033385i,0.00070727-0.00066004i,0.00031589-0.00063543i,-0.00065513+0.00027624i,-0.0010595+0.0012573i,-0.00089518+0.0008608i,-0.0012467+0.00024341i,-0.00079605-0.00021951i,-0.00030169-0.00069824i,-0.000215-0.0005059i,-7.4533e-05+6.5009e-05i,0.0003833+0.00057093i,-2.8562e-05+0.00025602i,-0.00016747-0.00040264i,2.0164e-05+6.0152e-05i,-0.00058684+0.00085858i,-0.00031646+0.00035383i,0.00077303+3.1486e-06i,0.00053308-0.00053939i,0.0002728-0.0010173i,0.00062552-0.00061161i,0.0006341-0.00030891i,0.00026708+8.0073e-05i
-0.0010613+0.0016736i,-0.0019489+0.0014832i,0.00060019+0.00098193i,0.0020404+0.00025031i,0.00092619-0.00045879i,-0.00065042-0.00066139i,-0.0011738-0.0010035i,-0.00091713-0.0016981i,-0.00063333-0.0014974i,-8.6581e-05-0.00091365i,0.00017793-2.5311e-05i,-0.00047419+0.00086323i,-0.00071953+0.0010021i,-0.00044951+0.00013811i,-0.0003837-0.000364i,-0.00067243-0.00021432i,-0.00091278+0.00021722i,-0.0009266+0.00091265i,-0.00040949+0.00024821i,0.00024955-0.00094273i,0.00068435-0.00023298i,0.00044131+0.00035875i,2.2019e-05-0.00022868i
-0.0013606-0.0013351i,-0.0016161-0.0022734i,-0.00135-0.00063689i,-0.0012606+0.0010365i,-0.00075759+0.00198i,0.00032662+0.0013499i,-0.00030872-0.00052389i,-0.0019115-0.0013716i,-0.0017091-0.0013544i,-0.00068012-0.00090032i,-0.00028424-0.0003718i,2.8381e-05-0.00047711i,0.0004967-0.00053649i,0.00012572-8.7772e-05i,6.456e-05+1.1254e-05i,0.00069098+0.00071096i,0.0012092+0.00095877i,0.0010583+0.00014697i,0.00066677-7.5503e-05i,0.00049106-6.4488e-05i,0.00019925-0.00017369i,0.00010987+2.2889e-05i,0.00033815-0.00012172i
0.00073843-0.003134i,-0.00097539-0.0038492i,-0.00025834-0.0023633i,-6.1353e-07-0.00093485i,-0.00092952+0.00032348i,-0.0012565+0.00020219i,-0.00082484-0.00074132i,-0.0009363-0.00053126i,-0.00070453-0.00020789i,-0.0001455-0.00024826i,2.5175e-05+0.00076227i,-0.00046703+0.0015422i,-2.1615e-05+0.00061439i,0.00064337+1.2846e-05i,0.00039294+2.132e-05i,0.0002632-0.00026177i,-0.00021189-6.7765e-05i,-0.0011785+0.00069542i,-0.0011123+0.00022441i,-0.00033855+0.00011384i,0.00033778+0.00060073i,0.00071542+0.00088793i,-0.00025921+0.0012156i
-0.00059451-0.00068812i,-0.0018461+0.00069028i,-0.0030569+4.1253e-05i,-0.0031861-0.00025184i,-0.0017806+0.00064951i,-0.00083657+0.0012857i,-0.00033793+0.00028386i,-0.00023105-0.00087083i,-0.0010224-0.0010309i,-0.0011288-0.00057086i,-0.00047097+0.00016932i,-4.3144e-05+0.0010848i,-0.00019049+0.0011622i,-0.00058319+0.0005544i,-0.00057119+0.0008361i,-9.3313e-06+0.0012572i,-0.00014009+0.0010113i,8.2075e-05+0.00070261i,0.0010478-4.681e-05i,0.00114-0.00094309i,0.0011298-0.0014664i,0.00095073-0.0015483i,0.00064131-0.00029027i
0.0019848+0.00031641i,0.0022942-0.00037346i,0.0020259-0.0016847i,0.0012626-0.0013531i,0.00057742-0.00097551i,-0.00031617-0.0011114i,-0.0006128-0.0013589i,-0.00074296-0.00095211i,-0.0011739-0.00039328i,-0.00021341-0.00062468i,3.223e-05-0.00047767i,-0.00093264-0.00038458i,-0.0010423-0.00086162i,-0.00059668-0.00093405i,-0.00057345-0.00051431i,-0.0004858-9.2708e-05i,-0.00035382-0.0001934i,-0.00027692-0.00055477i,-0.00033221-0.00017071i,-0.00067604-7.9831e-05i,-0.0003605-0.00083739i,0.00061206-0.00091181i,0.00060002-8.045e-05i
0.0012759+0.001916i,0.0021679+0.0019489i,0.0024257-1.9115e-05i,0.0020567-0.001398i,0.0013981-0.0018975i,0.00012929-0.0018225i,-0.00094698-0.0011146i,-0.00099032-0.0007585i,-0.00056668-0.00066566i,-0.00042871-0.00069735i,0.00011978-0.0015753i,0.00050481-0.0018634i,0.00012197-0.0011717i,-0.00050523-0.000174i,-0.00042358+0.00036735i,0.00023642+0.00029947i,0.0006861-0.00016016i,0.00098618-0.00050385i,0.00084031-0.00030892i,0.00052657-0.00044641i,0.00021523-8.4972e-05i,-8.6647e-05+0.00059573i,-7.6635e-05+0.00052949i
-0.0001467-0.00071327i,-0.00044273+0.00096769i,-0.0017328+0.0011558i,-0.0012673+0.0006866i,-0.00055587+0.00060374i,-0.00047924-0.00064031i,-0.00056467-0.0011528i,-5.7377e-05-0.00056001i,0.00018281-0.00020757i,-0.00033984+8.4208e-05i,-0.00082627-0.00058706i,-0.00085257-0.00043671i,-0.00069545-0.0001002i,-0.00043694-0.00018025i,-0.00015369-0.00014463i,-0.00039078-0.00038044i,-0.00025249-0.00079652i,0.00032427-0.00018119i,0.00075051-1.1271e-05i,0.0010883-0.00023012i,0.0011391-0.00022068i,0.00080753-0.00033225i,0.00025636-0.00029073i
-0.0002035-0.002434i,-0.001335-0.001699i,-0.0032242-0.0026266i,-0.0030984-0.0018928i,-0.0020092+0.00019199i,-0.0010184+0.00093857i,-0.00023051-0.00014469i,-0.00011511-0.0013006i,-0.0010508-0.0012416i,-0.0016168-0.00070793i,-0.00069092+0.00018683i,0.00050618+0.00060138i,0.000932+1.1893e-05i,0.00079796-0.00050599i,0.00042312+0.00027895i,-0.00014595+0.00089586i,-0.00043448+0.0010902i,4.0321e-05+0.00087037i,0.00040228+0.00034765i,0.00031984+0.00030407i,0.00056054+0.00080996i,0.00049385+0.0013302i,0.00051258+0.0016037i
0.0010899-0.00054181i,0.0014453-0.00064028i,0.0015636-0.001361i,0.0012591-0.0012643i,-3.6152e-05-0.00079279i,-0.0015944-0.0010399i,-0.00096248-0.0018916i,0.00014826-0.0019935i,-0.00017292-0.0011254i,-0.00088422-0.00072838i,-0.0011441-0.00079287i,-0.00016028-8.5277e-05i,0.0002464-0.00042796i,-0.00057714-8.9998e-05i,-0.0009337+0.00041534i,-0.00057928+2.8853e-05i,-0.00010048+0.00074804i,0.00032019+0.00051441i,0.00032388-0.00034876i,0.00019558-0.00052809i,0.00047874-0.00028905i,0.00053794-5.5018e-05i,0.00012754+0.00029429i
0.00031191+0.00030136i,0.0019731+0.00088804i,0.0018633+0.00061771i,-0.00023453+0.00016419i,-0.0016199-0.00021279i,-0.00090167-0.00062785i,0.00019308-0.0012353i,0.00059125-0.0012947i,0.00046101-0.0011655i,0.00075483-0.0012346i,0.00052929-0.00084663i,3.7882e-05-0.00067639i,-0.00036001-0.00029555i,-0.00094369-7.2979e-06i,-0.00089168-0.00010195i,-0.00067918+0.00019543i,-0.00049754+0.00074877i,7.3237e-06+0.00078339i,0.00023577+0.0010173i,-0.00024323+0.00045007i,0.00011347-0.00048441i,0.0012465-0.00015807i,0.0013106+2.6867e-05i
1.2541e-05-0.0015611i,-2.7752e-05-0.00089286i,-0.00016619-0.0012534i,-0.00041916-0.001755i,-0.00059502-0.0019152i,-0.0014597-0.0012798i,-0.0020433-0.0011085i,-0.0019342-0.0008589i,-0.0013628-0.00020601i,-0.0013378-0.00022603i,-0.00084728-0.00052554i,-0.00024687-0.00020888i,0.00032175+0.00064565i,0.00032548+0.00078668i,-0.00025931+0.00051874i,-0.0003741+0.00060562i,-0.00037001+0.0005756i,-0.00038715+0.00075986i,-0.00022077+0.00050932i,0.00044637-0.00064604i,0.00071766-0.0011386i,0.0010977-0.00051398i,0.00094107+0.00023235i
-0.00026705-7.9258e-05i,-0.00099553+0.00057039i,3.8643e-05+0.00054393i,0.0012527+8.4111e-06i,0.0010979-9.5532e-06i,-9.2741e-05-0.00013286i,-0.00037176-0.00039447i,-0.00016906+0.00012656i,-0.00072837+0.0003392i,-0.00083934-0.00039929i,-0.00032095-0.00039195i,0.00021064-0.0010419i,-3.5929e-05-0.001644i,-0.00017924-0.0011398i,0.00019848-0.00020677i,-0.00011244+0.00084348i,-0.00046134+0.001064i,-0.00066133+0.00035543i,-0.00052657-9.1058e-05i,1.6306e-05-0.00015018i,0.00030372-0.00050659i,0.00083488-0.00048087i,0.0013107+4.6746e-05i
0.0013142-0.00028796i,0.0023525-0.00045145i,0.0030003-0.0017637i,0.0022917-0.0017029i,0.0010294-0.00093307i,-0.00086074-0.00085273i,-0.0020847-0.0010647i,-0.0018473-0.0010862i,-0.0008463-0.00080751i,-0.00031177-0.00025208i,-0.00065439-0.00061459i,-0.00072527-0.00070069i,0.00014765+0.00046831i,0.00041629+0.00049671i,8.8324e-05-8.3959e-05i,-0.00027098+4.7971e-05i,0.00030108+0.00069625i,0.00022069+0.00039468i,-0.00096438-0.0004549i,-0.0012304-0.00050462i,-0.00038628-0.00013889i,0.00026348-3.4145e-05i,0.00010586-0.00038935i
0.0019166+0.00089813i,0.0014199+0.0014042i,0.001438+0.00086973i,0.00071587-8.6558e-05i,-0.00057422-0.00070334i,-0.0017567-9.2094e-05i,-0.0015539+0.00074313i,-0.0014056+8.2027e-06i,-0.0010327-0.00065921i,-0.00068883-0.00013715i,-0.0010486+0.00029924i,-0.0011715-0.00025863i,-0.0011573-0.0009703i,-0.001449-0.00039203i,-0.001475+0.00084111i,-0.0011774+0.00090362i,-0.0011225+0.00045649i,-0.0011368+0.00033714i,-0.00040122+0.00045877i,4.2887e-05+6.8475e-05i,-0.00019594-0.0001989i,-0.00032435+0.0002747i,-0.00054617-0.00013592i
0.0010195+0.00019257i,0.00099513-0.00095888i,0.0012123-0.001388i,0.0014563-0.0011635i,0.001557-0.0014954i,0.00082615-0.0013641i,0.00015309-0.00083702i,5.5354e-05-0.0010193i,-0.00021035-0.00097703i,0.00019837-0.00069094i,0.00022236-0.00030934i,-0.00049716-0.00056574i,-0.0002188-0.0011154i,-3.843e-05-0.00077901i,-0.00016026+0.0003271i,-0.00026347+0.00095378i,-6.5282e-05-5.9906e-05i,0.00030651+3.7948e-05i,-3.117e-06+3.9841e-05i,0.00010423-0.00044527i,0.00023581-0.00071071i,0.00019469-0.00094907i,-0.00056185-0.00027536i
-0.00079854+0.0017766i,-0.00060188+0.0013525i,0.00025585+0.0014165i,0.00078867+0.00046766i,0.0007401+0.00034586i,-9.6682e-05+7.7251e-05i,-0.00050383-0.00043221i,-0.00065873-0.00027024i,-0.001062-0.00094025i,-0.00095747-0.00084422i,3.8815e-06+5.5814e-05i,0.00069477+2.9062e-05i,0.00054402-0.00073137i,0.00026915-0.00087847i,0.00041546-0.00066758i,-7.6127e-05-0.00043568i,-0.00028956-0.00027388i,0.0001504+0.00013025i,0.00045823+0.00086464i,0.00021568+0.00057934i,0.00015753-0.0001193i,3.8156e-05+8.6766e-06i,-0.00039018+0.00027428i
0.00098744+0.00026379i,0.00039148+0.0015076i,0.00041041+0.0014781i,0.001011-0.00013195i,0.00067338-0.00058806i,-0.00050186-0.00056452i,-0.0011563-0.0006005i,-0.0011733-0.00088734i,-0.00091692-0.0010611i,-0.00091208-0.0011217i,-0.00041131-0.0013316i,-0.00013678-0.00069157i,-0.00031949-0.00024309i,-0.00052401-0.0010333i,-0.0008388-0.0010921i,-0.00072383+5.8557e-06i,-0.00055255+0.00074245i,-0.00014321+0.00075651i,0.00055901-1.8907e-05i,0.00039804-0.00017709i,0.00014849-0.00036109i,0.00050949-0.00032596i,0.0012207+0.00010995i
-0.00035782+8.4114e-05i,-0.00018378-0.00023263i,-0.00093872+0.00033901i,-0.00075707+6.7432e-06i,-0.00053736-1.3124e-05i,0.00043242-0.00023562i,0.00053017-0.0005609i,-0.00066585-0.00059296i,-0.00076276-0.00058657i,-0.00049613-0.00023144i,-0.00045836+0.00025012i,0.00037614+0.0005226i,0.00053873+0.00028242i,-0.00017571-0.00012746i,-0.00049037+0.00018189i,-0.00059832+0.00045686i,-7.912e-05+0.0005919i,0.00026683+0.00083387i,0.00062965+0.000235i,0.00095234-0.00068622i,0.0007569-0.00042331i,-0.00055415+0.00036793i,-0.00077974+0.00018317i
-0.0018713+0.0001985i,-0.0013168-0.00026425i,-0.0013851-3.6769e-06i,-0.00071053+0.00017541i,0.00041983+0.00010901i,0.00083077-0.0001761i,-0.00040957-0.0014158i,-0.0011498-0.0018741i,-0.0014569-0.0010325i,-0.0013114+8.3074e-06i,-0.00050804+0.00043076i,-8.8232e-05+0.0001986i,0.00044849-0.00035649i,0.00080526-0.00066135i,0.00052981+6.8903e-05i,0.00016178+0.00038242i,-0.00058436+2.9755e-05i,-0.00059949-6.826e-05i,0.00053951+2.8425e-05i,0.0015205+0.00018203i,0.0012754+0.00079233i,0.00061133+0.001218i,0.0002871+0.00098242i
0.00044871+0.00064733i,0.0010122+0.00086541i,0.0016197+0.00077207i,0.0015196+0.00021215i,0.00020506-0.00080762i,-0.00123-0.001467i,-0.0014778-0.0013187i,-0.00088641-0.0015195i,-0.00084109-0.0015466i,-0.00097313-0.00054064i,-0.00013872+0.00014803i,0.00090305-0.00016391i,0.00077688-0.000688i,-0.00032736-0.0009207i,-0.00028543+4.5774e-05i,-0.00040038+0.00052007i,-0.0006878+0.00035022i,-0.00048203+0.00023138i,-0.0001852+1.0605e-05i,0.00062041+0.00068979i,0.00083552+0.00084789i,0.00090549+5.0192e-05i,0.00077407-0.00050354i
-0.0006216-0.0002336i,-0.00088069+0.00018951i,-0.0012487+0.00167i,-0.00017436+0.0021489i,0.00020398+0.0020615i,-0.00042102+0.00052668i,9.1811e-06-0.00020432i,3.7519e-05-0.00056458i,-0.00031647-0.001053i,0.00011365-0.00024698i,0.0002694-2.0576e-05i,0.00016403-0.00068038i,0.00021366-0.00045802i,1.7228e-05-0.00020123i,-0.00020179-0.0006008i,0.00013673-0.00027261i,0.0003879+0.00010144i,0.00041977-0.00035689i,0.00069524-0.00045192i,0.00091911-8.7313e-05i,0.00045158-0.00012872i,0.00021153+0.00057188i,-6.7912e-05+0.0012397i
0.00066274-0.001381i,5.2216e-05-0.00057545i,-0.00021165-0.0012033i,-0.00010392-0.0011211i,-0.00068243+0.00016954i,-0.00088659-1.7971e-05i,-0.0006729-0.0012683i,-9.8201e-05-0.0016936i,0.00040602-0.0012225i,9.24e-05-0.00057327i,0.00024621+5.2368e-05i,0.0014187-6.2628e-05i,0.0015844-0.00063838i,0.00041994-0.00044509i,-0.00050529-0.0005395i,-0.00060399-0.0006863i,-0.00066735-0.00051336i,-0.00091924-0.00072522i,-0.0005087-0.00059305i,0.00040868-7.4876e-06i,0.00034704+0.0007155i,9.1112e-06+0.00026126i,2.5502e-05-0.0004128i
