-7.2031e-05-0.00051637i,0.00041711-0.0015165i,1.2876e-05-0.0027602i,-0.0013412-0.002508i,-0.0024-0.00038068i,-0.0020013+0.0017717i,-0.00086762+0.0027678i,0.0002651+0.0027201i,0.00088538+0.0020296i,0.00058709+0.0015544i,-2.379e-05+0.00048478i,0.00046493-0.00050705i,0.0004125-0.00027804i,-0.00096944-4.9613e-05i,-0.00086597-9.0688e-05i,0.00024475-0.00048083i,0.00036523+0.00016481i,0.00065601+0.00052819i,0.0011955-0.00056849i,0.00023874-0.0011262i,-4.6661e-05-0.0008358i,0.00038931-0.0004312i,0.00052788+9.364e-05i
-0.00044275+0.00066135i,-0.00064504+0.00033597i,1.3758e-05-0.00011255i,0.00039331-0.00064779i,-0.0002915-0.00040414i,-0.0012213+0.00020736i,-0.00070946-0.00022427i,0.0002196-0.00036532i,0.00053132-0.00048771i,0.00017027-1.1012e-05i,-0.0005441-6.4999e-05i,-0.00051268-0.00047567i,-0.00017747-0.00017115i,-8.3898e-05-0.00033079i,-0.00037882-8.2968e-05i,-0.00094721+0.00083721i,-0.0015623+0.00075278i,-0.00061296+0.00014438i,0.00024611-0.00081877i,-2.0124e-05-0.00024468i,-3.0153e-05+0.00035529i,0.00035276-0.00052923i,0.00040259-0.00025448i
0.00037697+0.00033251i,-0.000907-9.0514e-05i,-9.7852e-05-0.00076426i,-0.0001941-0.00076645i,-0.0011376+9.6186e-05i,-0.00089257+0.0011688i,-0.00052992+0.0016777i,-0.00059654+0.00077083i,-4.2459e-05-3.5807e-05i,0.00041377-0.00024815i,0.00026544-0.00060859i,0.0002472-0.00015176i,-2.6394e-05+0.00054803i,1.1998e-05-0.000332i,0.00015545-0.00093513i,-0.0003441-0.00032137i,-6.868e-05-1.7425e-05i,0.00039033-0.00055042i,0.00050766-0.00054327i,-0.00023021-0.00015873i,-0.00086948+9.9161e-05i,-0.00084259-0.0001426i,-0.00022227-0.00063647i
-0.0004803-0.0013571i,0.00021713-0.00096983i,-0.00021499-0.0023683i,-0.00034878-0.0030051i,-0.00060588-0.0016406i,-0.0017681-0.00031568i,-0.00083244+0.00020635i,0.00019516+0.00071886i,-0.0004789+0.00041815i,-0.0012088-0.00056538i,-0.0014411-0.00073712i,-0.00073172-0.00015662i,0.00019459+0.0006715i,0.00058294+0.00080099i,5.8804e-05+0.00037657i,-0.0006009+0.00061158i,-0.00064541+0.00049149i,-6.6544e-05+3.0899e-05i,-0.00050105-0.00036753i,-0.00077773-0.00069413i,-0.00042357-0.00033997i,-0.00021902+0.00043558i,0.000319+0.00056323i
0.00096864+0.00044789i,0.001529-0.00051955i,0.0025971-0.0024436i,0.0012633-0.0028415i,-0.0013937-0.0015614i,-0.0016549+7.6242e-05i,-0.00046463+0.0015206i,0.00040297+0.0015777i,0.00020272+0.00084654i,-0.00061009+0.00023159i,-0.00048569+0.00024806i,-0.00010066+0.00053395i,-0.00093899+0.0006117i,-0.00095742+0.00066374i,0.00012981+0.00034085i,0.00083709-5.1143e-05i,0.00061961+0.00015617i,0.00025923+8.0821e-05i,-1.8404e-05+0.00014049i,-0.00024028+0.00069209i,-0.00044358+0.00045267i,-4.1254e-05+0.0002266i,0.00094701+3.1583e-05i
0.00024321-0.00071107i,0.0009411-0.00087011i,0.0014098-0.00040001i,0.00073566-7.6185e-05i,-0.00039335-3.3325e-05i,-0.00053598+0.00098748i,-0.00015298+0.001164i,-5.7262e-05+0.00085666i,0.0005137+0.0015641i,0.0003472+0.0010521i,-0.0003746+0.00063484i,0.00011644+0.00087119i,0.00070751+0.00084018i,0.00086152-1.9439e-05i,0.00058688-0.00083356i,-9.1513e-06-0.00044152i,-0.00041666+0.00098613i,-0.00045126+0.0012027i,-0.0005767-5.9875e-05i,-0.00069973-0.0004223i,-0.00054822-0.00010403i,-0.00048033-0.00010861i,-0.00049893+4.7185e-05i
-0.00041-0.00049165i,-0.0010743-0.0010834i,-8.6974e-05-0.0015643i,0.00019163-0.0012321i,-0.0014617-0.00028271i,-0.0017938+0.00013286i,-0.00024004-0.0003164i,0.00043991-0.00019185i,3.3018e-05+0.00052492i,-0.00038389+0.00082222i,-7.2623e-05+0.00019334i,0.00058925-0.00023609i,0.00054082-0.00080698i,0.00011378-0.00096632i,-0.00042655+4.6465e-05i,-0.00039996+0.00057611i,-0.00024136+0.0002884i,-0.00028458+1.6308e-05i,-0.00054219+0.00026964i,-0.00082669+0.00015199i,-0.00043121+0.00018079i,-0.00038935-0.00014683i,-0.00022734-0.0004278i
0.00050345-0.0011291i,0.00050207-0.00099545i,-0.00033297-0.0020049i,-0.0015405-0.0018597i,-0.0030043-0.00074287i,-0.0026615+0.0008251i,-0.0015861+0.0012852i,-0.00045717+0.0011633i,0.00012015+0.00077262i,-0.00097116+0.0003696i,-0.00092253+0.00039873i,-4.1203e-05-9.4614e-06i,6.1969e-05-0.00030396i,0.00071103+0.00042874i,0.00132+0.00028533i,0.001505-0.00017307i,0.0013454-0.00058758i,0.00093354-0.0010302i,1.823e-05-0.00057973i,-0.00076176-0.00053457i,-0.00075381-0.00044318i,-0.00079582-0.00032476i,-0.001232-0.00029765i
-0.00010844+0.00064277i,0.00072488+0.00023662i,0.0020868-0.0007463i,0.0014569-0.0023715i,-2.3196e-05-0.0024423i,-0.00048394-0.0007119i,-0.001086+0.00015509i,-0.00091013+4.1301e-05i,-0.00028725+0.00046772i,-0.0008891+0.00079623i,-0.00073564+0.00057623i,-0.00032257+9.8483e-05i,-0.00054402+0.00014529i,3.8225e-05+0.00057467i,0.0006494+0.00063255i,0.00019733+0.0007144i,-0.00054382+0.00035928i,-0.00012713-0.0004122i,0.00062848-0.00076908i,0.00024581-0.00079705i,-4.4342e-05-0.00095788i,-3.2566e-06-0.00073383i,0.0002194-0.00034078i
3.9939e-05+0.00048787i,-0.00036073-0.00046688i,-0.0010617-0.0015943i,-0.0008956-0.0017416i,-0.00081776-0.0008895i,-0.0014343+0.00050868i,-0.0019424+0.0017928i,-0.0017321+0.0014555i,-0.00047076+0.00066493i,0.00024509+0.00047661i,0.00010651-0.0001226i,0.00054199-0.00020074i,0.00033795+7.8905e-05i,-0.00058234-0.0001407i,0.00020092+0.00028458i,0.0011057+0.00091492i,0.001308+0.00082936i,0.00083848+0.00052463i,-0.00024846+0.00089446i,-0.00044091+0.0011793i,-0.00014922+0.00064522i,6.1973e-05+0.00039684i,-8.3858e-05-2.305e-05i
-0.0012479+0.0014945i,-0.0016142+0.0010854i,-0.0002569+0.00057142i,0.0010633-0.00069815i,0.00066066-0.00085789i,-0.00045258-0.00033571i,-0.00010181+0.00024513i,4.2673e-05+0.0015453i,-0.0005394+0.001825i,-0.00022341+0.0018228i,7.1677e-05+0.001022i,-0.00061383+1.6705e-05i,-0.00097718-0.00056674i,-0.00066998-0.00056869i,-0.00059376+6.4871e-05i,-0.00030267+0.00050168i,0.00025247+0.00093471i,0.00042716+0.00077707i,0.00072666+0.00038334i,0.0004962+0.00041891i,-0.00027245+0.00014663i,0.0002903-0.00038756i,4.4699e-05-0.00080628i
0.0019982-0.0028625i,0.00083086-0.0028382i,-1.4294e-05-0.003198i,-0.00038129-0.0020319i,-0.0023991-0.00063971i,-0.0030788+0.0011292i,-0.001095+0.0014386i,0.00028519+0.00031453i,0.00027152-0.00044663i,-0.0009047-0.00083069i,-0.0013163+5.4938e-05i,-0.00081138+0.00096376i,-0.00062261+0.001146i,-0.00015329+0.00029916i,6.3074e-05-0.000127i,-0.0007772+0.00050674i,-0.0011603+0.00038008i,-0.00057619-0.00011959i,0.00054262-0.00060451i,8.0598e-05-0.00078394i,-0.00055935-0.0004587i,-0.00051554+0.0004139i,-0.00055848+0.00053385i
-0.0012647-6.3706e-05i,-0.00016231-0.0003274i,-0.0007711-0.00023408i,-0.0020987+0.00034075i,-0.0025411+0.00046899i,-0.0013061+0.0010372i,9.3871e-05+0.0014047i,-0.00037871+0.0012742i,-0.0014196+0.0011085i,-0.00086528+0.00063846i,0.00035471+0.00066359i,0.00040865-0.00014821i,-0.00010523-0.0011231i,-0.00051618-0.0016566i,-0.00037161-0.0017219i,-0.00033701-0.00055794i,-0.00041992+0.00028056i,-0.00024973+0.00040327i,-0.00021649+0.00018262i,-0.00023635-0.00016872i,0.00023409-0.00020314i,0.00074016-0.00053067i,0.00045887-0.0006199i
-0.00042401+0.00020704i,-0.00039586-0.00067432i,0.00086818-0.0015273i,0.00070632-0.0014943i,-0.00045471-0.00074574i,-0.0015977+0.00077788i,-0.001532+0.0011806i,-0.00048825+0.00033823i,-0.00013373+9.8544e-05i,-9.1452e-05+0.00061192i,-0.00042666+0.00038224i,-0.00035558-6.2454e-05i,1.6374e-05-0.00026251i,0.00032945-0.00015106i,0.00066604-0.00013511i,0.00057784-0.00023881i,0.0010598-0.0002053i,0.0013522-0.00029782i,0.00084709-0.00031529i,0.00045879+0.00010063i,0.00028377+9.1768e-05i,-0.00020335-0.00011575i,-0.00070934-0.00012867i
-6.1266e-05+5.6318e-05i,0.0007683+0.0013239i,0.0022336+0.0011554i,0.001976-0.00020204i,-0.00010324-0.00091134i,-0.0010057-0.00096468i,-0.00085371-0.00080214i,-0.00041907-0.00035985i,-0.00060143-0.00042421i,-0.00069334-0.0004822i,-0.00055206-0.00025059i,-0.00063631+2.8388e-05i,-0.00024783-0.00037686i,0.00041965-0.0004514i,0.00077855-2.4516e-05i,0.00056618-0.00029617i,6.3628e-05+0.00018586i,-0.00038421+0.00047948i,-0.00012357-7.2266e-05i,9.7807e-05-0.00050829i,-0.00046325-0.00074884i,-0.00046687-0.00082468i,-8.7288e-05-0.00020999i
0.0013542+0.0020403i,0.0010317+0.00048307i,0.0014589-0.0012036i,0.00048525-0.0023348i,-0.00096675-0.0016i,-0.0012139+0.00031965i,-0.0010515+0.00049185i,-0.00024247-2.4599e-05i,-0.00021757+0.00036974i,-0.00062916+0.00048997i,-0.00032256+3.9653e-05i,0.00010607+8.9541e-05i,0.00050272+0.00086611i,0.00041021+0.0010018i,0.00011933+0.00053287i,0.00035189+0.00034462i,0.00010752+0.00081909i,-0.00026132+0.0010066i,-0.00023694-3.0158e-06i,-0.0004845-0.00081925i,-0.00076469-0.00052212i,-0.00029238+0.00030272i,0.00042793+0.00039549i
-4.3211e-06-0.0012809i,0.00065709-0.00066802i,0.001167-5.432e-05i,4.8792e-05-0.00016619i,-0.0014466-0.00013657i,-0.0011278+0.0010158i,-0.00022838+0.0016547i,-0.00044733+0.0010903i,-0.00058885+0.0012383i,-0.00045694+0.0011213i,0.00067084+0.0001219i,0.0013662-0.00011922i,0.00053171-0.00096033i,-0.00026001-0.0010975i,-0.00057527+0.00039396i,1.1268e-05+0.0014191i,-0.00014756+0.0012513i,-7.7429e-05+0.00024554i,0.00090779-0.00011723i,0.00032099+0.00041276i,-0.00073488+0.00036674i,-0.00051841+0.00017079i,-7.7682e-05+0.00031646i
-0.0015004-0.00017347i,-0.0010901+0.00056693i,-0.00053771-1.1974e-05i,0.0002064-0.00019631i,-0.00042642+0.00066624i,-0.0012108+0.00080446i,-0.00080889+0.00099764i,0.000286+0.00072006i,0.00064058-0.00039572i,-0.00023451-0.00058756i,-0.00087678-0.00041306i,-0.00052744-0.00066523i,-0.00042335-0.00025255i,-0.00045275-2.7157e-05i,3.2884e-05-0.00044715i,0.00031028-0.00048974i,0.00062284-2.2663e-05i,0.00088209+2.8765e-05i,2.6249e-05-0.00037309i,-0.00094509-0.00095202i,-0.00098576-0.0014345i,-9.485e-05-0.00071017i,7.2993e-05-0.00016711i
-0.00057824+0.00020172i,0.00049228+0.00053004i,0.00057405-0.00024629i,-0.00010572-0.0014895i,-0.0014546-0.0010025i,-0.0013793+3.9281e-05i,-0.00051972+0.00048698i,8.5114e-05+0.00030284i,0.00068251+0.00046517i,-9.343e-05+0.00049979i,-2.7889e-05+4.8495e-05i,0.00069628-1.0739e-05i,0.00068845+0.00031276i,0.00040942+4.5299e-05i,-6.9596e-05+0.00012745i,-0.00016954+0.00027137i,0.00031683+0.00031923i,0.000336-0.00022145i,0.00075684-0.0012617i,0.00052844-0.00075979i,0.00011927+0.00078007i,0.00035544+0.0013655i,-3.0787e-05+0.001114i
0.00046405-0.00035815i,0.00055129-0.0012331i,0.00024012-0.0030226i,-0.00054343-0.0040698i,-0.0021339-0.0029974i,-0.0025053-0.00096835i,-0.0016256-0.00025501i,-0.0011767-0.00050413i,-0.0005838+0.00011107i,-0.00039211+0.0013467i,-0.00058721+0.0015236i,-0.00043007+0.0002996i,-0.00056981-0.00029233i,0.00021211-4.467e-05i,0.00027953+0.00017006i,0.00047717-0.000218i,0.00096917-4.9269e-05i,0.0005349+0.00042492i,-0.00016469+0.00070254i,-0.00050071+0.00023729i,-0.00089738-0.00058371i,-0.00054759-0.00033405i,-0.0003943+0.00012662i
0.0026009+0.0012594i,0.0026727-0.00082402i,0.0028423-0.001981i,0.001313-0.002384i,-8.6115e-05-0.002331i,-0.0013131-0.00045625i,-0.00091713+0.00040714i,0.00027799+0.00054736i,0.00071625+0.00066154i,0.00072587+0.00067011i,0.00012714+0.00075471i,-0.00078276+0.00049563i,-0.00075398+0.00045605i,-0.00020633+0.00079707i,0.00025854+0.00049006i,0.00010597+0.00021073i,0.00025263+0.0004144i,0.00051802+0.00048308i,0.00043928+0.00016987i,-0.00032793-0.0001475i,-0.0010781-0.00055149i,-0.0012486-0.0011542i,-0.00098408-0.0011684i
0.00049232+0.0010422i,0.0012757+0.0013925i,0.003372+0.001219i,0.003582+0.00051102i,0.0012026+0.00034608i,-0.00060036+0.00061951i,-0.00034141+0.00053933i,0.00016665+0.000607i,-0.00013069+0.00049295i,-0.00063849+0.00028973i,-0.00053681+0.00023418i,1.8307e-05+0.00023454i,0.00029678-0.00011925i,0.00050113-0.0002588i,0.00028296-0.00017366i,0.00035391-0.00038145i,0.00016798+0.0001863i,0.00064685+0.00070264i,0.0013751+0.00018066i,0.00081745+0.00020709i,0.00041951+0.00046663i,0.001039+0.00031514i,0.0009623-9.9295e-05i
0.00077545-0.00089593i,-0.00016679-0.00099276i,-0.00083385-0.00037446i,-0.00091528-0.0010259i,-0.0013226-0.0013309i,-0.0014687+0.00024408i,-0.00074164+0.00044059i,-0.00010905-0.00036913i,-7.0257e-05-0.00020378i,-0.00029412+0.0002798i,-0.00060437+0.00061331i,-0.001261+0.00050898i,-0.0012306+0.00018598i,-0.00023627+7.1786e-05i,0.00027624-0.00057413i,0.00026612-0.00065363i,0.00038274-0.0001074i,0.00029682-0.00019696i,-0.00059861-0.00018137i,-0.0010584-0.00021318i,-0.00060252-0.00042732i,-0.00027312-1.5571e-05i,2.2949e-05-0.0001745i
0.0022751+0.0024406i,0.0023214-7.6527e-05i,0.0011804-0.0023554i,-2.3828e-05-0.0026392i,-0.000737-0.0021357i,-0.0015725-0.0010418i,-0.0014376-0.00057899i,-0.0002877+7.7744e-05i,-8.6475e-05+0.00020627i,-0.00041905+6.3034e-06i,-0.00064169+0.00049945i,-0.00097031+0.00035859i,-0.001202+9.4791e-05i,-0.00098685+8.477e-05i,-0.00062594+0.00077591i,-0.00079654+0.0010411i,-0.00043889+0.001045i,-0.0003527+0.00080064i,-0.00055989+0.00023963i,-0.00035043-6.19e-05i,-0.00032348-0.0007829i,-0.00063743-0.0013859i,-0.00071117-0.00074194i
-0.00089505-0.0011516i,-0.00059211-0.00064208i,-0.00023935-0.00082986i,-0.00039804-0.0010361i,-0.0017282-0.00030411i,-0.0016962+0.00029798i,-0.00026852+0.00051703i,2.2384e-05+0.00012092i,-0.00080606-0.00055074i,-0.00085014-0.00091411i,-0.00052114-0.00053981i,-0.00061802-8.1257e-05i,-8.4048e-06+0.00015322i,0.00052905+8.2475e-06i,0.00021653+9.3318e-05i,-0.0010768+0.00053531i,-0.0013026+0.00052857i,-0.00048398-0.00039364i,-4.85e-06-0.0014051i,0.00016815-0.0013086i,-0.00015449-0.0007963i,-0.00070807-0.0004796i,-0.000505-3.5539e-05i
-0.00063885+0.00055966i,-0.0010114-0.00054392i,-0.00060733-0.0009029i,0.00014137-0.00042505i,-0.00090007+0.000202i,-0.0017387+0.0012869i,-0.0010313+0.0013834i,-0.00023533+0.00028353i,-0.00049786+0.00030915i,-0.00064576+0.00054728i,-0.00029601+0.00019418i,9.6587e-05-0.00032741i,-0.00024586-0.00046081i,-0.0010884-0.00083842i,-0.00080605-0.00061686i,-0.00034965+0.00079545i,-0.00024275+0.0011326i,-0.00025518+0.0005901i,-0.000441-0.00018623i,-6.0702e-05+0.00052784i,-0.00037261+0.00069839i,-0.00047004-6.1812e-06i,-0.00082923+0.00021843i
0.00076472+0.0011976i,0.00049289+0.00060591i,0.00045724-0.00023938i,-2.9393e-05-0.0016159i,-0.00041486-0.001691i,-0.0017751-0.00049495i,-0.0017054+0.00044436i,-0.00054872+0.00059005i,-0.00067086+0.00030901i,-0.00037635+0.00040712i,4.5955e-05+0.00040886i,-0.00099192+0.00016313i,-0.0016199+3.7119e-06i,-0.00076147-0.00016601i,0.00040025+0.0004498i,0.00064876+0.00071886i,0.00084134+0.00019002i,0.00091519+0.00015976i,6.6359e-05+0.0003476i,-0.0008268-4.4999e-05i,-0.0002627+7.8819e-05i,0.00045745+0.00022755i,0.00052949+0.00071505i
-0.00031163+0.0004161i,0.00047617-0.00047947i,0.0010737-0.0010677i,0.00082447-0.0014473i,-0.00025317-0.0015919i,-0.00087908-3.6544e-05i,-0.00033846+0.001268i,0.0001581+0.00099949i,0.00028021+0.00056475i,0.0001488+0.00052229i,-0.00021519+0.00042504i,-0.00076531-4.9077e-05i,-0.00046544+0.00069914i,-3.3227e-05+0.0010235i,-0.00035824+0.0002504i,-0.00051041+0.00013339i,-0.00011247+0.00013691i,-0.00010695+0.00027998i,-0.00074239+0.000448i,-0.0002659+5.0084e-05i,0.00091358-0.00035006i,0.0011255-3.4763e-05i,0.0006341+0.00077566i
0.00072446+0.00054574i,0.0020933+0.002136i,0.0027202+0.0023013i,0.0019657+0.00069961i,6.634e-05-0.00029111i,-0.00092524-9.0069e-05i,-0.00055295+0.00049254i,-0.00064702+0.001032i,-0.0011493+0.0011387i,-0.0011783+0.0011895i,-0.00052609+0.0014914i,2.9728e-05+0.00039073i,0.00036413-0.00035791i,0.00028248-0.00012489i,0.00027669+0.00014234i,0.00048053-1.6549e-05i,-6.0109e-06-0.0002101i,-0.00084154-0.00016606i,-0.00076761-0.00073466i,-0.00042503-0.00069341i,-0.0010043-0.0004309i,-0.0010485-0.00045963i,-0.00018659-0.0006637i
-0.0011042-0.00067573i,-0.00082818-0.00012888i,-0.00071987+0.00019346i,-0.00014353-0.00046492i,-0.00048048-0.0002256i,-0.00166+0.00054366i,-0.0013468+9.8601e-05i,-0.00039523-0.00051768i,-0.00042481-0.00086428i,-0.0009494-0.00050026i,-0.0010031-0.00018671i,-0.00094542-5.7717e-05i,-0.00098693+0.00050031i,-8.7787e-05+0.00078011i,0.00041502+0.00042476i,9.6223e-05+6.0499e-05i,0.00052883-0.00044365i,0.001022-0.00019303i,0.00045593+0.00049019i,0.00037809-0.00022381i,0.00096848-0.00049378i,0.0003912-0.00022459i,-0.00014033-3.6968e-05i
0.001168+0.00077122i,0.0020416-0.00023748i,0.0023107-0.0015915i,0.00072251-0.0024252i,-0.00086814-0.0019249i,-0.0016372-0.0010284i,-0.001023-3.3573e-05i,-5.5004e-05+0.00056304i,-0.00011545+0.00027802i,-0.00059278+9.027e-05i,-0.00022578+0.00020981i,0.00036836-0.00013203i,8.051e-06-0.00025704i,-0.00032379+0.00024631i,0.00030993+0.00061679i,0.0011905+0.00068467i,0.000868+0.00051455i,-0.00025883+1.3132e-05i,-0.00021617-0.0013837i,0.00050104-0.0017606i,0.00039219-0.00098621i,-0.00048159-0.0013293i,-0.0010045-0.0013438i
-5.0731e-06+0.0012323i,0.0023704+5.6094e-05i,0.0022912-0.00093395i,0.0014514-0.001223i,0.00021564-0.00033344i,-0.00059617-0.00026999i,0.00029484-0.00061944i,0.00087129-0.00017925i,0.00026905+0.00072932i,-9.2778e-05+8.284e-05i,0.00011576+1.6049e-05i,0.00022129+0.00094137i,0.00043515+0.00092457i,0.00039609+9.1774e-05i,0.00034441-0.00011566i,0.00027867+0.00084087i,-0.00031244+0.00078575i,-0.00087024-0.00077425i,-0.0011884-0.00070151i,-0.00069114+0.00029086i,-0.0002088-0.00029513i,-3.4956e-05-0.00058949i,2.5538e-05+0.00018474i
-0.0001249+0.001541i,0.00043501+0.00096324i,0.0012686-0.00014705i,0.0012334-0.0010783i,0.00012212-0.00064469i,-0.00072476+0.00059871i,-0.0011596+0.001699i,-0.001143+0.0015335i,-0.00011005+2.0093e-06i,0.00055933-0.00095389i,0.00028434-0.00068412i,0.00010838-0.00014171i,0.00037012-1.8576e-05i,0.00013635-0.00010111i,-0.00040761-1.5956e-05i,-0.00015768+0.00015489i,0.00068864+0.00027545i,0.00090173+0.00032978i,0.00016136-0.0001571i,-0.00047923-0.00032544i,-0.00046117+0.00033418i,-0.00041659+0.00010738i,-8.4509e-05+0.00037588i
0.0010807-0.0020623i,0.0014162-0.0024076i,0.0003814-0.003i,-0.00093334-0.0029262i,-0.002713-0.0011562i,-0.0027719+0.00023102i,-0.0016856+0.00051285i,-0.0013764+0.00060693i,-0.0012658+0.00039839i,-0.00093857+0.00020519i,-0.00083571+0.0006877i,-0.0008892+0.00046645i,-0.00027194+0.00037767i,-1.823e-05+0.0004146i,-0.0006205+0.00030749i,-0.0007576+0.00050808i,0.00010945+0.00016563i,0.00061768-0.0003258i,0.00061139-0.00044071i,0.00070914+0.00026304i,0.00023442+0.00022167i,-0.00025258-0.00023445i,0.00031105-0.00027242i
0.0005486-0.0024369i,0.00029663-0.001666i,0.00041269-0.0013232i,-0.00019682-0.00156i,-0.0020066-0.00123i,-0.0024511+0.0003605i,-0.00029219+0.001293i,0.00097559+0.001095i,0.00012632+0.00093802i,-0.00090305+0.00064173i,-0.00098672+0.00062443i,-0.00043578+0.00095583i,0.00030897+0.0010765i,0.00077679+0.00060745i,0.0007453+0.00033148i,0.00095228+0.00050758i,0.00082026+0.0006661i,0.00045904+0.00056977i,-0.00039425+0.00054451i,-0.0014008+0.00029213i,-0.0011035+0.00034149i,-0.00033896+0.0005225i,-0.00034991-0.00033018i
0.00071673-0.00093188i,0.0011001-0.0014315i,0.00091994-0.0020643i,-0.00045016-0.0020643i,-0.0016696-0.0011732i,-0.0015396+0.00058588i,-0.0010969+0.0013641i,-0.00078474+0.0004224i,-0.0012628-0.00045131i,-0.0017013-1.0656e-05i,-0.0011534+0.0004304i,-4.9042e-05+0.00092899i,0.00061+0.00089992i,0.00055658+0.00054448i,0.00018505+0.00063546i,0.00024505+0.00036067i,0.0004871+5.6869e-05i,0.00053225-0.00027188i,0.00064467-0.00019089i,-4.9131e-06+0.00026868i,-0.0007535-0.00024829i,-0.00082485-0.0012973i,-0.00063444-0.0013555i
-0.0024237+0.00088036i,-0.00055343-5.3092e-06i,0.0016769+0.00062117i,0.0022749+0.00033132i,0.0014437-0.00074405i,0.00064205-0.00087025i,-2.4476e-05-0.00062555i,-0.00069953-0.00093545i,-0.00069371-0.00048861i,-0.00078796+0.00047925i,-0.00076619+0.00016133i,-0.0010383-0.00034651i,-0.0011273-0.00080533i,-0.00035829-0.00076196i,0.00013856-5.2385e-05i,-0.00039763+0.00028529i,-8.6255e-05-0.0004006i,0.0010004-0.0010669i,0.00056306-0.00076917i,-0.00032543-0.00027141i,-0.00018434+8.3643e-06i,0.0004482-6.5405e-05i,0.00030127+0.00017225i
-0.0010288-0.0014316i,-0.00010019-0.0024465i,0.00097771-0.0020946i,0.00066938-0.0010749i,-0.00055411-0.00053154i,-0.0012779+0.00033222i,-0.00020413+0.0013327i,0.00065026+0.000767i,-0.00035543-0.00017063i,-0.0010419-9.6657e-06i,-0.00044975-5.4664e-05i,0.00046916-0.0001157i,0.00082734-8.5479e-05i,0.00024855-0.00017108i,1.8003e-05-0.00021307i,2.4504e-05-0.00050555i,0.00021169-0.00050427i,-0.00010633-0.00059802i,-0.00071702-0.00062059i,-0.00022462-0.0002161i,0.00020704+0.00024126i,-0.00014282+0.00077569i,-0.00072023+0.00022711i
0.00011846-0.00087894i,0.00042766-0.0003103i,0.00015709-0.00047628i,-4.0303e-05-0.0010678i,-0.00038437-0.0012701i,0.00015038-0.00023144i,-0.00022371+0.00071873i,-0.00099922+0.00024849i,-0.00094696+0.00035226i,-0.00027891+0.00072075i,0.00043169+0.00087714i,0.00018539-1.4979e-05i,0.00017383-0.0011162i,-9.1484e-05-0.00078675i,-0.00060421-0.00044351i,-0.00070129+0.00022853i,-0.00039557+0.0005699i,0.00043818+0.00081047i,0.00044347+6.8274e-05i,-0.00025396-0.00064739i,-0.0006104+9.9539e-05i,-0.0004867-0.0006657i,-0.00032682-0.0014116i
0.00074506-0.00066037i,0.002761-0.00086457i,0.0026487-0.00054854i,0.00069785-0.001032i,-0.00062841-0.00045902i,-0.0012206+0.0013756i,-0.0012356+0.001541i,-0.00080146+0.00043827i,-0.00073436+0.00030845i,-0.00066109+0.00025902i,-0.00025414-0.00059121i,-3.7172e-05-0.00086022i,-0.00026532-0.00045349i,0.00012576-0.00038326i,3.2746e-05-0.00064431i,-0.00042745-0.00011316i,0.00014121+0.00067804i,0.0001739+0.0013034i,-6.5803e-05+0.0015683i,-0.0001134+0.00097619i,-0.00017378-0.00019449i,0.00019912-0.00088274i,0.00044031-0.00054186i
0.0025254+0.0020199i,0.0028955+0.00099924i,0.0031803-0.00037149i,0.0027084-0.0015051i,0.0011282-0.0015104i,-0.00084264-0.00073567i,-0.0015403+0.00022857i,-0.0010436+0.00090097i,-0.00072069+0.00047089i,-0.00056785+0.00021376i,-0.00026409+9.51e-05i,0.00028128-0.00036467i,0.0003696-0.0003436i,-0.0001159+0.00052305i,-0.00035294+0.00047386i,-1.1128e-05+0.0006445i,0.00016632+0.0012763i,0.00077606+0.00055257i,0.00054793-0.00049842i,-0.00022058-0.0011787i,-0.0002642-4.5738e-05i,0.00012755+0.00063185i,0.00016173-0.0002649i
0.00054447-1e-05i,0.0022918+0.00010574i,0.0035147+0.00074618i,0.00226+0.00029427i,4.7394e-05-0.0004777i,-0.0010171-0.00019644i,-0.0011199+0.00037501i,-0.0006599+0.0010306i,-9.7637e-05+0.0012522i,-0.00032899+0.00080417i,-0.00041868+0.00041326i,-0.0007526+0.00038485i,-0.00087557+0.00025194i,-0.00064873+0.00019896i,-0.00059998+0.00041793i,-0.00041895+0.00019242i,0.00021678+0.00014384i,0.00055308+0.00015848i,0.00014285+0.0001941i,-0.00049793+0.0001109i,-0.00044836-0.00032159i,-0.00018172-0.00091615i,0.0004944-0.00043216i
-0.00039613+0.00021695i,-0.000519-0.00033708i,-0.00077356-0.00029719i,-0.0013485+3.966e-05i,-0.0010349-0.00026581i,-0.00036836-0.00040571i,0.00044417-0.00011638i,0.0010763+0.00023672i,0.00031742+0.00035848i,-0.00033292+0.00075836i,-1.3032e-05+0.00090939i,-0.00016151+0.00065508i,-0.0002508+0.00037275i,2.9415e-05+0.00031663i,-0.00024053-0.00013917i,-0.00033945-0.0002364i,-0.00014625+0.00059415i,0.00015339+0.00063815i,8.2382e-05+0.0004279i,-0.0005901-9.6145e-05i,-0.00077322-0.00083457i,-0.00037976-0.00082985i,0.0001588-0.00097457i
