0.00066321-0.00037774i,0.00081893-0.0015273i,0.0011186-0.0013049i,-0.00033222-0.0017992i,-0.0014214-0.0015731i,-0.0027624+0.00032517i,-0.0035094+0.002476i,-0.0012912+0.0036687i,0.00055539+0.0028083i,0.00097898+0.00095946i,0.0009213+0.00011006i,0.00047791-8.5036e-05i,-3.1277e-05-0.00038456i,-0.00016134-0.00010212i,-0.00068947-0.00061813i,-0.00037734-0.00047385i,-0.00014473-2.6329e-05i,-0.00014683+0.00011465i,0.00044274+1.0824e-05i,5.1435e-05-0.00081125i,4.5344e-05-0.0012373i,0.00059973-0.00099764i,0.00032362-0.00023011i
-0.0016548-0.0012725i,-0.002702-0.0018864i,-0.0023398-0.0028894i,-0.0025111-0.0017976i,-0.0029315-0.00021872i,-0.0026076+0.0017061i,-0.00067941+0.0032411i,0.0018763+0.002106i,0.0018425+0.00081023i,0.00027512+0.00055615i,-0.00027106+0.00056365i,0.00024545+0.0008597i,0.00089021+0.00054429i,0.00032444+0.00041536i,-7.5327e-05+0.00019886i,-0.00016297-0.00072194i,0.00066427-0.0014559i,0.00053193-0.001354i,0.00021616-0.00024009i,9.7282e-05+0.00044256i,-0.00022435-0.00010183i,2.5005e-05-0.00028032i,1.1212e-05-0.00044536i
0.00012261-0.00072134i,-0.0010102-0.0014881i,-0.0017502-0.0018799i,-0.0018386-0.0015858i,-0.0021888-0.00063904i,-0.0018292+0.00027512i,-0.00099163+0.0011513i,-0.00018337+0.002104i,-0.00011087+0.0021721i,-0.00016544+0.0014832i,-0.00033618+0.0010797i,-0.0004695+0.00021004i,0.00018258+7.3096e-05i,0.00047992-6.4323e-05i,0.00055766+5.3556e-05i,0.00068147-5.8178e-05i,0.00088189-0.00022377i,0.0004739+0.00084321i,-0.00027922+0.0010254i,-0.00065753+0.00092308i,-0.0008921+0.0011413i,-0.00058034+0.0011948i,-0.00022259+0.0014552i
-0.00010178-0.00037615i,-0.0017936-0.0006645i,-0.0027366-0.0020925i,-0.0029691-0.001446i,-0.0025001+0.0015041i,-0.0020742+0.003294i,-0.0016227+0.0026874i,-0.00080694+0.00079247i,-0.00046995+0.00019654i,-0.0010116+0.00052175i,-0.0019567+0.00013898i,-0.0024642-0.0002069i,-0.0015536+0.00028458i,-0.00065618+0.00081744i,-0.0008729+0.00079266i,-0.00080169+5.5983e-06i,-0.00057134-0.00076896i,-0.00052109-0.00038276i,-0.00076077-0.00025795i,-0.0011692-0.00051583i,-0.00016736-0.0005263i,0.0004632-0.00017771i,2.0445e-05+0.00049922i
0.00046254-0.0025058i,-0.0023001-0.0027169i,-0.0040026-0.0030198i,-0.0038313-0.0019724i,-0.0032537+0.00028487i,-0.0020406+0.002409i,0.00032546+0.0029957i,0.001367+0.0016065i,0.0011793-9.8484e-05i,0.00055762-0.00055546i,-0.00037058-0.00033151i,-0.00010503+0.00038102i,0.00026315+0.0007094i,0.00032817+0.00034591i,0.0010831+2.0491e-06i,0.00082448-0.00012681i,5.331e-05-0.00057359i,-0.00053826-0.0011167i,-0.00043911-0.00082469i,-8.7981e-05+3.8726e-06i,-0.00045115+1.7642e-05i,-0.0002952-0.00040806i,0.00047427-0.00037506i
-0.00094914+0.00035828i,-0.0012414-0.00019525i,-0.0018846-7.517e-05i,-0.0025067+0.0004575i,-0.002335+0.00085923i,-0.0013868+0.0020473i,-0.00015751+0.0032632i,0.0015687+0.0023734i,0.0018996+0.00054288i,0.00074135+7.7674e-05i,-0.00030623+0.00026488i,-0.0005695+7.3522e-05i,2.3144e-05-0.00033454i,0.00086401+4.1033e-05i,0.00022004+0.0004436i,-7.5381e-05+0.00019394i,0.00055784-0.00041531i,0.00064341-0.00048723i,0.00054444+0.00023714i,0.00022647+0.00053441i,-0.00032153+0.0005577i,-0.00046792+0.00030452i,-0.00029057-2.1479e-05i
-0.0010085-0.0011835i,-0.00096685-0.0014724i,-0.0011424-0.0022137i,-0.002447-0.0019024i,-0.0031619+9.6762e-05i,-0.002839+0.0021207i,-0.0012507+0.0024691i,0.00049075+0.0017204i,0.0011687+0.0012533i,0.00071306+0.0010857i,-0.00051902+0.00039483i,-0.0009644+0.00022474i,-0.00058178+0.00046253i,-0.00053605-7.8975e-05i,-8.6245e-05-0.00054982i,-5.0585e-05+5.3871e-05i,-0.00024808-5.2821e-06i,-0.00032237-0.0005423i,0.0001519-0.00047167i,-4.3042e-05-0.00017877i,-0.00054448-0.00018678i,-0.00078362-6.2655e-06i,-0.0010152-0.00056532i
-0.00022412+0.00078507i,-0.00033762-0.0010814i,0.00037574-0.0017174i,0.00071879-0.0003177i,-0.00053363+0.00075566i,-0.00094843+0.0015628i,-8.0242e-05+0.0015009i,2.7699e-05+0.00059828i,-0.00084007+0.000525i,-0.00052296+0.00017945i,1.0098e-05-0.00014677i,-0.0001557+0.00013643i,0.00022215+0.00037107i,0.00051496-0.00013805i,7.1651e-06-0.00082551i,-0.00036628-0.0011011i,-0.00074379-0.0011019i,-0.0012612-0.00073427i,-0.00072169-0.0011511i,-0.00042648-0.0010586i,-0.0006238+0.00010909i,-0.00063278+0.000776i,-0.00039971+0.00054148i
-0.00080993+0.00017167i,-0.0017626-0.00083847i,-0.0023915-0.00079883i,-0.0019694-3.9091e-05i,-0.00057296+0.0012758i,-3.0488e-05+0.0015792i,0.0012835+0.001058i,0.0015285+0.00050938i,-0.00014631+0.00030704i,-0.00046566+0.00046489i,0.00034543+0.00050414i,0.0009553+2.2258e-05i,0.00051316+0.00036659i,-0.00015466+0.00083693i,0.00043598+0.00011989i,0.0005912-0.00037055i,-0.00044783-0.00053619i,-0.00075167-0.00017957i,-0.00089615+0.00093432i,-0.00053264+0.00087414i,5.7656e-05-0.00017131i,0.00082066-0.00044654i,0.00091526+0.00023698i
-0.001417-0.0019176i,-0.00249-0.0020296i,-0.0035667-0.0024482i,-0.0037172-0.0010593i,-0.0033085+0.0016113i,-0.0020144+0.002694i,-0.00023232+0.0032201i,0.00068199+0.0019175i,0.00025542-0.00039573i,-0.00051516-0.00078245i,-0.00059759-0.00029005i,0.00010788-3.3601e-05i,0.0002676+0.00028804i,-9.9461e-05+0.00087058i,-0.0001423+0.0010955i,0.00047499+0.0001099i,0.00088592-0.00040311i,0.00074965-0.00025432i,0.00040344-0.00054109i,0.00062892+0.00033322i,0.00054575+0.00089843i,-0.00010415+0.00059687i,0.00028432+0.0007242i
-0.0013025-0.0023788i,-0.00216-0.0012494i,-0.0027516-0.0013193i,-0.0032071-0.00019956i,-0.0045848+0.001474i,-0.0038679+0.0032345i,-0.0010997+0.0038173i,0.0011129+0.0023606i,0.001381+0.00077267i,0.00045322+4.8399e-05i,-7.984e-05+3.6455e-06i,0.00040017-0.00020643i,0.0011112-0.00033544i,0.0010954-0.00078699i,0.00089567-0.0016948i,0.001032-0.0017524i,0.00096864-0.00090368i,0.00021158-0.00040138i,-0.00011929-0.00014433i,0.00061868+0.00039329i,0.00077467+0.00081842i,0.0012606+0.00017796i,0.0015439-0.00048314i
-0.0021872+0.00028003i,-0.0025223+0.00011368i,-0.0032641-0.0010322i,-0.003983-0.0014578i,-0.0032033+0.00064964i,-0.0013979+0.0019211i,-7.91e-05+0.0019637i,0.00011279+0.0019496i,-0.00056115+0.0014027i,-0.00060608+0.0011923i,-0.00031876+0.0013155i,-8.9375e-05+0.00083017i,0.0004863+0.00040431i,0.00068576-0.00034748i,0.00030723-0.00063457i,0.00034809-0.00023535i,0.00016602-4.0122e-05i,-0.00085356+0.0002479i,-0.0010617+0.00016652i,-0.0012547-0.00031816i,-0.0012274-0.00026505i,-0.00053978-0.00061906i,-0.00025347-0.00086059i
-0.00010845-0.0023574i,-0.0024669-0.0035633i,-0.0032345-0.0035788i,-0.0026245-0.0017644i,-0.0028154+0.00031016i,-0.0015052+0.0018642i,0.00041522+0.0017046i,0.00091438+0.0010112i,9.3347e-05+0.00052281i,-0.00073676-8.3042e-05i,-0.00012657-0.00033418i,0.00036151-0.0002742i,0.00052991-0.00021732i,0.00086825+0.0003282i,0.0013544+0.00085854i,0.00090848-2.1191e-05i,0.00014308-0.00068784i,0.00010148-0.00038735i,3.7271e-06-0.0001809i,-0.00018056-0.0001021i,-0.00083739-2.5482e-05i,-0.0010527+5.01e-06i,-0.00070302+0.0003988i
-0.0030774+0.00034909i,-0.0031958+0.0011584i,-0.0035072+0.001143i,-0.0034814+0.0013313i,-0.0020664+0.002169i,-0.00075735+0.0031782i,0.0009065+0.0029595i,0.002272+0.0015574i,0.0012089-4.3285e-05i,-0.00031654-0.00058321i,-0.00037854-0.00055777i,0.00010172-0.0002438i,-0.00018029+0.00019395i,-0.0010692+0.00013453i,-0.0012276-0.00011574i,-0.00054492+0.00035659i,-0.0003211+0.00090523i,-0.00049527+0.00055124i,-8.0737e-05+0.00027043i,0.00056217+0.00037912i,0.00044577+0.00038383i,-0.00065867+0.00039123i,-0.00038288-0.00031558i
-0.00066436-0.0027239i,-0.0034176-0.0032333i,-0.005219-0.0036301i,-0.0047083-0.0018375i,-0.0040405+0.0012135i,-0.0029683+0.0036584i,-0.0011253+0.0045078i,-0.00014993+0.0028475i,7.2656e-05+0.00060323i,4.948e-05+0.00020067i,5.7773e-05+0.0009677i,0.00054324+0.00044254i,0.00038024-0.00062166i,-0.00025944-0.00077519i,-0.00054571-0.00082583i,-9.2649e-05-0.00059881i,-0.00055206-0.0005895i,-0.0012128-0.00055075i,-0.00064261+3.1668e-05i,-0.00034366+0.00037086i,-0.00078833+0.0004318i,-0.00040083+0.00031288i,-0.00013154+0.0001463i
-0.0014639-0.0011382i,-0.002603-0.00086119i,-0.0030711-0.00087381i,-0.0032244-0.00080971i,-0.0039035+0.00051821i,-0.0028831+0.0018689i,-0.00067465+0.0021945i,0.00083304+0.0019642i,0.00057481+0.0013681i,-0.00056326+0.00035245i,-0.00018983+0.00021087i,-0.00024464+0.00029537i,-0.0004205+0.00014148i,0.00075854+0.00013618i,0.0013168-0.00051251i,0.00098915-0.00043018i,0.00060297-0.00024716i,0.00031619-4.2241e-05i,0.00049463+0.00060099i,0.00044131+0.00096069i,0.00010911+0.00023875i,-4.51e-05-0.00076172i,-0.00038203-0.00021791i
0.00073046-0.0023135i,-0.00039795-0.0034672i,-0.0013962-0.0046541i,-0.001588-0.0031372i,-0.0017765-0.00069749i,-0.001566+0.00078679i,6.0147e-05+0.0014228i,0.00068596+0.00020826i,-0.00064951+1.1308e-06i,-0.0020276+0.00069562i,-0.0016843+0.00055783i,-0.00082332+0.00056277i,0.0002361+0.00028637i,0.0013568+8.2795e-05i,0.00097633-0.00034112i,0.00021059-0.0015221i,0.00066198-0.0016258i,0.00091751-0.00053639i,-1.7636e-05+0.00065803i,-0.00076207+0.00092392i,2.0551e-05+0.00072225i,0.00027297+0.00021275i,1.732e-05+9.7923e-05i
-0.0017792+0.00094928i,-0.0022863+0.0001361i,-0.0022845+0.00046698i,-0.0017353+0.0003794i,-0.0012797+0.00042867i,-0.00077313+0.00038017i,0.00046778+0.00039855i,0.0016775+0.00062536i,0.00083888-6.7799e-05i,-0.00083779-0.00069931i,-0.00068484-0.00041636i,-0.00024666-0.00027476i,-0.00055156-0.0010113i,-9.1874e-05-0.0010794i,0.00036014+0.0002325i,-6.449e-05+0.0011652i,0.0004144+0.00021221i,0.0012773-0.00050132i,0.0013025+7.4682e-05i,0.00074366+0.00037513i,-0.00057706+0.00076871i,-0.0011887+0.00077874i,0.00011683-0.00024544i
0.0024069-0.0010561i,0.00094637-0.0037662i,0.0004061-0.0051679i,-0.00032156-0.0047382i,-0.0015445-0.0020641i,-0.0022876+0.0011185i,-0.00077779+0.0028422i,0.0010017+0.0023366i,0.0015631+0.0005195i,0.0009627-0.00095618i,0.00089128-0.00097251i,0.0011212-0.00042954i,0.00048207+4.1252e-05i,8.4123e-07+0.00032818i,6.5018e-05+0.0002162i,0.00014135-0.00073661i,0.00029355-0.00065457i,7.0999e-05+0.00042325i,-0.00046556-0.00013485i,-9.3081e-05-8.3535e-06i,-0.00035852+0.00016158i,-0.00050441-0.00058318i,-0.00030415-0.00041634i
0.00036149+0.00011776i,-0.00036018-0.0010621i,-0.0007643-0.002049i,-0.0015422-0.0017977i,-0.0028124-3.2612e-06i,-0.0037779+0.0027193i,-0.0020481+0.0038658i,0.0008717+0.0027777i,0.0011001+0.0021162i,-9.0038e-05+0.0017128i,-0.00021094+0.0010434i,5.1613e-05+0.00074803i,0.00055021+0.00042791i,0.00078751+0.00062533i,0.00041163+0.00035581i,0.00059022-0.00048985i,0.0002812-0.00053461i,-0.00042828+4.9545e-05i,-0.00010448+0.00081329i,0.00035854+0.00091865i,0.00022982-0.00020919i,0.00018474-0.00095032i,0.00044223-8.3443e-05i
-0.0019955-0.0012353i,-0.0031075-0.0020703i,-0.0042159-0.0018903i,-0.0037944-0.00036185i,-0.0021+0.0014619i,-0.0015188+0.0028573i,-0.0010407+0.0031575i,-0.00034384+0.0018733i,-0.00050534+0.00068882i,-0.00085203+0.00066635i,-0.00016717+0.00044347i,0.00010368-4.2126e-05i,-0.00017884+0.00026417i,0.00029848-0.00012824i,0.0007271-0.00080808i,0.00052195-0.00053564i,0.00069935-0.00048652i,0.00067012-0.00023691i,0.00034297-0.00020008i,-3.0487e-05-8.5499e-05i,-0.00045138+0.00016601i,-0.0009848+0.00016349i,-0.0010923-1.416e-05i
0.0015453+0.00031148i,0.00057814+1.7843e-05i,-0.00022148-0.001085i,-0.001661-0.0023292i,-0.0030687-0.0015173i,-0.0031706+0.00046673i,-0.0017076+0.00085381i,0.00064655+0.00030545i,0.0010573-0.00039051i,-0.00010989-0.00072503i,-0.00071355-0.00024495i,-0.0010491-0.00028593i,-0.00057572+0.00015456i,0.00024527+0.00048157i,0.00061685-9.877e-05i,0.00052838+6.436e-05i,0.00037174+0.00026959i,0.00029468-0.00038406i,0.00029743-0.00083034i,0.00040708-0.00079305i,-0.00026933-4.677e-05i,-0.0014498-1.5426e-05i,-0.0013759-3.3904e-05i
0.0019491-0.0003148i,0.0011442-0.0024227i,0.00081916-0.0039281i,-0.0006492-0.0039228i,-0.002061-0.0022487i,-0.0020502+0.00027022i,-0.0012012+0.0016422i,0.00024711+0.0014795i,0.0013267+0.00038099i,0.0016162-0.00023669i,0.0010623-0.00041082i,0.00039429-0.00054325i,0.00025978-0.00011634i,0.00031841+0.00074721i,0.00027459+0.0012126i,0.00041653+0.0010676i,0.00017355+0.0002108i,-0.00042535-0.00025618i,-0.00072509-0.00016938i,-0.00044868+0.00039086i,-7.4957e-06+0.00069193i,-0.00016979+0.00064258i,-0.00067634+0.00062766i
-0.002456-0.00044372i,-0.003233-0.0005595i,-0.0037928-0.0017404i,-0.0035317-0.00099724i,-0.0024194+0.0018761i,-0.0009153+0.0032876i,0.0006861+0.003144i,0.0011925+0.0024975i,0.00076141+0.0012331i,0.00063289+0.0007958i,0.00057581+0.00078821i,0.00056574+0.00070997i,-2.5434e-05+0.00039914i,-0.00040966-0.00031847i,-0.00023168-0.00016349i,-0.00055651-0.00023693i,-0.0010448-0.00066019i,-0.00091812-0.00048446i,-0.0010842-0.00011575i,-0.0007362+0.00061748i,4.1939e-05+0.00049748i,-9.9211e-05-0.00036025i,-0.00014873-8.891e-06i
-0.00019575+0.0012947i,0.00033218+6.0411e-05i,0.0013194+0.00021376i,0.001114+0.00088782i,-0.0006801+0.0013175i,-0.0015523+0.0015546i,-0.0010528+0.0013988i,-0.0011598+0.0012492i,-0.0010518+0.00097665i,-0.00080685+0.00054188i,-0.00028517+0.00028414i,1.9764e-05-8.9766e-05i,-0.00097065-0.00030232i,-0.0016754+0.00015652i,-0.0011199-0.00034652i,-0.001089-0.00069947i,-0.00085078+0.00046619i,-0.00030385+0.00060779i,9.6588e-05+0.00023075i,0.00026447+0.00052339i,-5.6566e-05+0.00020436i,-0.0001535-0.00038758i,0.00028146-0.00031675i
0.00094568-0.0017343i,-0.00075365-0.0027458i,-0.0015454-0.0043624i,-0.0026464-0.0040462i,-0.003807-0.0022593i,-0.0034135+0.00026152i,-0.0019494+0.0019722i,-9.3333e-05+0.00076216i,0.0009899-0.00018944i,0.00017587-0.00020446i,-0.0010375-0.00028983i,-0.001434-0.00055328i,-0.00055896-0.0006204i,0.00066499-0.00014176i,0.00068683+0.00010807i,0.00027551-7.7598e-05i,0.00047826+2.9737e-05i,0.0002054+0.00013921i,-0.00040404+7.3034e-06i,-0.00055403+3.8936e-05i,-3.1298e-06-4.1965e-05i,0.0002793+8.9758e-05i,-7.0939e-05+0.0003995i
0.0016534-5.4822e-06i,0.00082673-5.0229e-05i,-0.00097741-0.0010854i,-0.0027525-0.0016751i,-0.0033072-0.0010533i,-0.0026879+0.0008223i,-0.00091316+0.0020988i,0.00021149+0.0015677i,0.00010048+0.00031668i,-0.00036485-0.00043022i,-0.00045167-0.00071144i,-9.5113e-05-0.00030679i,0.00030552-0.00072786i,0.0010848-0.0010275i,0.0007622-0.00036612i,3.0562e-05-0.00023163i,-4.4931e-05-0.00045594i,0.00014897-0.00085924i,-0.00058655-0.00042707i,-0.00081152+0.00065532i,-9.3042e-05+0.0010544i,0.0002238+0.00039632i,0.00018114-0.00028289i
-0.0011101+0.00018484i,-0.0021315-0.00049664i,-0.0022688-0.00084447i,-0.0017752-0.00083098i,-0.0014638+0.00036465i,-0.00071672+0.0016988i,0.00024841+0.0022924i,0.0010809+0.0027643i,0.00076201+0.002332i,0.00015113+0.00079992i,0.0007025+0.0005266i,0.00076149+0.00087744i,-0.00035447-4.1999e-05i,-0.0001808-0.00071481i,-0.00024175-0.0001976i,-0.00038934-0.00028073i,0.00059325-0.00027892i,0.00049647+0.00024304i,-0.00023671+0.00084538i,-7.0787e-05+0.00066723i,0.00015208-0.00030385i,-7.2473e-05-0.00069748i,-2.1238e-05-0.00073865i
8.0299e-05-0.0003205i,0.00094304-0.0010498i,0.0010799-0.0019054i,-0.00011594-0.0017949i,-0.0009389-0.00070299i,-0.0011965+0.00098166i,-0.00077813+0.0019044i,0.00039844+0.00216i,0.00036576+0.0018507i,-0.00071208+0.001017i,-0.00062884+0.00081229i,-0.00060504+0.00083237i,-0.00067632+0.00068806i,-0.00025339-7.5654e-05i,0.00079085-0.00049288i,0.00099192+4.5712e-05i,0.00072118+0.00045686i,0.00099161-1.5887e-05i,0.00017403-8.8902e-05i,-0.00070578+0.00042501i,-7.4659e-05+0.00010891i,0.00010022-4.5862e-05i,-0.00051124+2.6349e-05i
0.00039362+0.0019355i,0.00038385+0.00084253i,-4.216e-05-0.0012857i,-9.4074e-05-0.0023052i,-0.00039724-0.0012737i,-0.0021253+0.00017192i,-0.0020579+0.0017389i,-0.00026875+0.0019088i,0.00074749+0.00036259i,0.0002915-0.00031172i,-0.00042757-0.00054146i,-0.00027765-0.0012841i,9.7154e-05-0.0011603i,0.00042281-0.00081299i,0.00043315-0.0004608i,-4.964e-05-0.00056743i,-0.00029023-0.0009462i,0.00014723-0.00045949i,-1.0051e-05+0.00036386i,-0.00023478+0.00063798i,-0.00041152+0.0004732i,-0.00078202+0.00050379i,-0.00073507+0.00044543i
0.00068273+0.00070198i,0.00074969-0.0013596i,0.00044319-0.0028006i,-0.00083991-0.00241i,-0.0014634-0.00043646i,-0.0018746+0.0014304i,-0.0015115+0.0019038i,0.00010999+0.0013215i,0.00094544+0.00067104i,0.00022335-0.00014723i,-0.00045837-0.00094651i,-0.00011089-0.001093i,0.00078609-0.00050355i,0.0012461+0.00020944i,0.00095708+0.00059859i,0.00062984+0.00071727i,0.00081423+2.5618e-05i,0.00087558-0.00034678i,0.00020019+0.00021965i,-0.00089091+0.00050774i,-0.00044448+0.00053724i,-0.0004284+0.00032422i,-0.0012867+5.5433e-05i
-0.0016686+0.00015226i,-0.0025814+0.0012268i,-0.0025423+0.0023446i,-0.0012321+0.0023392i,-0.00052859+0.0020035i,-0.00023254+0.0019671i,-0.00014498+0.0018701i,0.00017102+0.0016792i,0.00022229+0.0010859i,-6.856e-05+0.00048109i,0.0007398+0.00045437i,0.0013982+0.00033954i,0.0014374+0.00031552i,0.00092052+0.00011942i,0.00012357-0.00075601i,-0.00044529-0.0011597i,-0.00043449-0.00096719i,-0.00047416-0.00065284i,-0.00038954+0.00035436i,-0.00051435+0.00094104i,-0.00098553+0.0002625i,-0.00046514-0.00043303i,-4.8214e-05-0.00031239i
0.00011699-0.00069687i,5.0643e-05-0.00093773i,0.00055383-0.001231i,4.5263e-05-0.0015603i,-0.0018704-0.00044777i,-0.0023273+0.0011326i,-0.0011218+0.0010428i,-1.8136e-05+0.00061652i,0.00020018+0.00029062i,-0.00039017+0.00011961i,-0.00019636+2.9191e-06i,-0.00017888+0.000273i,-0.00062896+0.00075576i,-0.0010332+0.00045986i,-0.00084651-8.4937e-05i,-0.00011471-7.9046e-05i,-4.636e-05-7.4886e-05i,-0.0001452+0.00049376i,-0.00021641-9.8981e-07i,-5.496e-05-0.001187i,6.0153e-05-0.0010977i,-4.3335e-05-0.00066447i,-0.00029301+0.00035325i
-0.00089823-0.0011184i,-0.0015237-0.0011123i,-0.002331-0.0013881i,-0.0029369-0.0013267i,-0.003372+0.0012446i,-0.0031371+0.0031343i,-0.00098301+0.0028644i,0.00074136+0.0012221i,0.0002536+0.00016201i,-9.8419e-05+0.0004434i,1.5714e-05+0.0003064i,-0.00026143-0.0002493i,0.00023272-0.00018321i,0.00048661-9.0298e-05i,-0.00011997-0.00030366i,-0.00020576-0.00019073i,-0.00024673-0.00058379i,-0.0004686-0.00018158i,-4.1292e-05+0.000137i,5.8306e-05+5.3492e-05i,6.9534e-05+0.00091849i,-5.24e-05+0.0010775i,-5.2939e-05-0.00023804i
-0.00016847+0.00038321i,-0.0015062+0.00075977i,-0.0027207+0.0015086i,-0.0023724+0.0013477i,-0.0013572+0.00064404i,-0.00030369+0.00078169i,0.00072128+0.0014708i,0.00083543+0.0014383i,0.00052289+0.00050813i,-0.00050311-0.00020004i,-0.0014184-7.4518e-05i,-0.0017125-0.00038622i,-0.0013636-0.00063845i,-0.00038695-0.00030871i,0.00083538-0.00042167i,0.00052391-0.00047802i,2.464e-05-0.00074164i,0.00014422-0.00077338i,-0.0004209-0.00057986i,-0.00014116-0.00094474i,0.00013452-0.00066484i,1.5623e-06-0.00053053i,-0.00017298-0.0010827i
0.0012304-0.0010847i,0.00059601-0.0023349i,-0.00012515-0.0030093i,-0.0012379-0.0026768i,-0.0022598-0.00048398i,-0.0031819+0.0012957i,-0.0019677+0.0020167i,-0.00018694+0.0024283i,-0.00021177+0.0014167i,-0.00025443-0.00020446i,0.00025276+0.00023708i,0.00054979+0.0008681i,0.0003427+0.00053248i,-0.00012908+0.00055447i,-0.000229+0.00079235i,0.00012573+0.0004899i,-0.00044416+0.00025937i,-0.0010018+0.00020288i,-0.00076204-0.00022858i,0.00026718+0.00020856i,0.00065734+0.00053146i,3.0966e-05+0.00073451i,0.00046928+0.0012148i
-0.00064246-0.00055125i,-0.0014016-0.0005741i,-0.00095712-0.00029327i,-0.00059188-5.8454e-05i,-0.001831+0.00061517i,-0.0023861+0.00136i,-0.0012401+0.001353i,0.00037829+0.00095703i,0.00044001+0.00076646i,-0.00026801+0.0006723i,-0.0001968+0.00059965i,-0.00049723+0.00052393i,-0.00080446+0.00015627i,-0.00082597-0.00043227i,-0.00087813-0.00087117i,-0.00076552-0.00062617i,-0.00030296-0.00038833i,-0.00040824-0.00037973i,-0.00079858-4.0507e-05i,-0.00020527+0.00046585i,-0.00010686-9.0716e-06i,-0.00064116-0.00060819i,-0.00077914-0.00030208i
-0.0022353-0.002338i,-0.0029609-0.0034466i,-0.0035296-0.0036968i,-0.0028258-0.0019106i,-0.0017267+0.0013137i,-0.00075109+0.0034483i,-1.7442e-05+0.0027885i,-0.00019185+0.001889i,-0.00064557+0.0015997i,-0.00072091+0.0016637i,-0.0010008+0.001832i,-0.0011453+0.0015098i,-0.00050951+0.0010586i,5.4161e-05-2.8889e-05i,-0.00022629-0.0011166i,-0.00022797-0.00063263i,6.5701e-05+6.5149e-05i,0.00019256+7.4345e-06i,0.00023184+0.0001059i,0.00033232+5.1854e-05i,0.00043382-0.00065604i,-0.00010206-0.0004406i,-0.00061513-8.1205e-05i
0.0024206-0.00056166i,0.0012506-0.0012068i,0.00048164-0.0027078i,-0.0012743-0.0035481i,-0.0029032-0.0016022i,-0.003274+0.00081051i,-0.0015345+0.0019195i,6.1586e-05+0.0015206i,0.00032369+0.00053886i,0.00052376-6.5091e-05i,-0.00018591-0.00045119i,-0.00041414+0.00021943i,0.00029399+0.0006223i,0.00047656+0.00038091i,0.00051167+0.00030028i,0.00025031-0.00039459i,0.00021238-0.0011646i,0.00064791-0.00057379i,0.00027051+0.00019753i,-0.00032014+7.8279e-05i,-0.0001217+0.00054664i,-0.0001489+0.00026088i,0.00029551-0.00017042i
0.0009254-0.00079815i,-0.0010366-0.0018335i,-0.0019681-0.0022153i,-0.0020906-0.0013361i,-0.0021437-0.00074482i,-0.0015582+0.00078705i,-0.00044773+0.0019385i,0.00088654+0.0017719i,0.0012616+0.00077789i,0.00076188-0.00033564i,-0.00024251-0.00043518i,-0.0003583-0.00039941i,0.00046356+0.00050966i,0.00052533+0.00077485i,0.0004081-0.00025397i,0.000385+0.00011893i,-0.0002606+0.00012828i,-0.00070285-0.00069736i,-0.00064878-0.00074224i,-5.7374e-05-0.00073243i,0.00092308-0.00027937i,0.00070386+0.00028972i,7.7142e-05+0.00070314i
-0.00099185-0.00028369i,-0.0016953-0.00075645i,-0.0018163-0.0018193i,-0.0012768-0.0016367i,-0.0012752-0.00049844i,-0.0011155+0.00032144i,-0.00019772+0.0013681i,0.00030776+0.0017219i,0.00062567+0.0016814i,0.0002332+0.0018804i,0.0005352+0.0011692i,0.0012097-0.00028397i,0.00073556-0.0005719i,5.2074e-05-7.1776e-05i,0.00034425+0.00016663i,0.00037882-4.2723e-05i,0.00015178-0.00052315i,0.00014563-0.00013841i,-8.1293e-05+0.00048724i,0.00019755+0.00067213i,0.00025352+0.00033421i,-0.00030083-0.00038104i,-0.00074827-0.00050103i
-0.0001537-0.00024322i,0.0011295-0.00021298i,0.0018584-0.00029492i,0.00040606+0.00016482i,-0.0013876+0.00096337i,-0.002012+0.0018018i,-0.0013876+0.0022277i,-0.00038253+0.0015855i,0.00015529+0.0012438i,0.00011327+0.00041797i,-0.00022233-0.00032022i,-0.00045565-0.00032562i,-0.00018819-0.00017894i,0.00023119-0.00037467i,0.00030534-0.00059951i,-0.00050951-0.00093695i,-0.00077622-0.0014493i,-0.00014389-0.0010353i,0.00036324-0.00025628i,0.00075015-0.00010122i,-0.00036106-4.971e-05i,-0.0012155+0.00026941i,-0.0003414+0.00051762i
0.00096034-0.00055413i,-0.0014836-0.0010648i,-0.0025386-0.0024779i,-0.0026915-0.0025066i,-0.002984-0.00059243i,-0.0025766+0.0015444i,-0.0012854+0.0024521i,0.0002097+0.0017663i,0.00023934+0.00056046i,-0.00044696-0.00037463i,-0.00028061-0.00014911i,-0.00027805+0.00046699i,-0.00033383+0.00066796i,0.00037791+0.00081982i,0.0010078+2.4676e-05i,0.00076121-0.00095435i,-0.00030416-0.00056441i,-0.00033198+0.00047898i,4.6792e-05+0.0013423i,0.00036698+0.001262i,0.00027682+0.0010205i,-0.0002995+0.00034129i,0.00027582+0.00026282i
