0.00062887-0.00019348i,0.00063681-0.00066615i,0.0013793-0.0017631i,0.00042549-0.0029899i,-0.0024867-0.0027721i,-0.0042198-0.0010323i,-0.0036995+0.00079286i,-0.0018332+0.0013024i,0.00096521+0.0011841i,0.0015863+0.00088646i,0.00075642+0.00063899i,-2.6608e-05+0.00098761i,-0.00083739+0.0015362i,-0.00065116+0.0012233i,1.7647e-05+0.00036422i,4.3216e-05-0.00012115i,2.3377e-05-5.0012e-05i,-0.00020562+0.00061259i,-0.00077763+0.00044717i,-0.00094785-0.00067615i,-0.00026475-0.00041403i,-0.00054065+9.2656e-05i,-0.00067193-0.00013364i
0.0013798+8.1555e-05i,0.0014069-0.00069093i,0.0020396-0.0013636i,0.0019851-0.0011976i,0.00079258-0.00051271i,-0.00032757+0.0001135i,-0.00032277+0.0004465i,-0.00039147+0.00027373i,-0.0010096+0.00052319i,-0.0011682+0.00075439i,-0.00067678+0.00088706i,-0.00055731+0.0010232i,-0.00062347+0.00058362i,-0.00048924+0.00028696i,0.0003052-0.00067707i,0.00056388-0.0011244i,0.00034862-0.00067178i,0.00097007-0.00042666i,0.00025791+0.00042511i,-0.00018618+0.0012095i,0.00010254+0.00040071i,0.00077346-0.00016199i,0.00075712+0.00026933i
-0.0023318+0.00057942i,-0.0019817+0.003179i,-0.0012845+0.0048191i,0.00024336+0.0045548i,0.00077332+0.0026981i,0.00049449+0.00024904i,-0.00013528-0.0010595i,-0.00078562-0.00077815i,-0.0010141-1.0536e-05i,-0.0012868+0.00057132i,-0.00064132+0.00028711i,0.00014866-0.00041687i,8.6281e-07-0.00057667i,6.3813e-05-0.00051256i,3.8629e-05-0.00021569i,-0.00078265-0.00025174i,-0.00095995-0.00042349i,-0.00035433+0.0001431i,-0.0003106+0.00051829i,-5.7917e-05+0.00037334i,0.00036528+0.00028403i,0.00045435-0.00014196i,0.00020034-0.00083982i
-0.00073441+0.00061168i,-0.00092077+0.00013315i,-1.119e-05+0.0004573i,0.0003925+0.00060678i,-0.00056766-0.00053634i,-0.00132-0.0010556i,-0.0013943-0.00056958i,-0.0016051-0.00032418i,-0.00059746-0.00011922i,0.00096141+0.00039729i,0.00070789+0.00052757i,-0.00028777-0.00027576i,-0.00060979-0.00059411i,0.00014289+0.00051293i,0.00013797+0.0012353i,-0.00027247+0.0009729i,-0.00053795+0.0012101i,0.00026234+0.00033151i,0.0015241-0.00038522i,0.0011778+0.00028725i,0.00064217+0.00069573i,0.00045568+0.00086816i,0.00054975+0.00070755i
0.0012448-0.0012922i,0.0022306-0.0013404i,0.0026894-0.0021884i,0.0017877-0.0025967i,-4.318e-05-0.0027854i,-0.0011354-0.0027959i,-0.0009841-0.0022399i,-0.00036628-0.0012196i,0.00027866-0.00012155i,0.0010652+0.00029536i,0.00093131+0.00033842i,0.0012133+0.00057735i,0.0011107+0.0015683i,0.0002463+0.001726i,-0.00026711+0.00086938i,-7.9857e-05+0.00029911i,0.00025393+0.00023003i,0.00031721+5.2158e-05i,0.00021635-0.00042435i,0.00046776-0.00042556i,0.00071411-0.0001137i,0.00057365+0.00036995i,0.00040751+0.00059411i
6.1732e-05+0.0024722i,0.00090753+0.0026473i,0.0016161+0.0030414i,0.0026459+0.0023906i,0.0030167+0.00057552i,0.0018282-0.0013934i,0.00098373-0.001763i,-0.00035199-0.00060967i,-0.00095245-0.00070286i,-0.00052247-0.00049935i,0.00054883+0.00062638i,0.00081313+0.00020162i,-0.00028631-0.00046263i,-0.0012227-0.00033738i,-0.0013332+0.00015428i,-0.00072658+0.00025425i,0.00044051-0.00021486i,0.00058999-0.00031975i,-8.8097e-05-6.5155e-05i,-0.00027519+3.5973e-05i,-0.00028072-0.00016904i,-0.00065016-0.00017622i,-0.00027546-2.4078e-05i
8.0232e-05+0.0020756i,-1.4781e-05+0.00041047i,0.00082161+0.00014654i,0.0011195-5.8495e-05i,-0.00076278-0.0004513i,-0.0014792-0.00053709i,-0.00027894+2.5375e-05i,0.00032255+0.001341i,0.00061892+0.0012039i,0.00062486-1.7786e-05i,-8.7285e-05-0.00077186i,0.0004447-0.00057454i,0.0010525+6.8441e-05i,0.00063911-5.0326e-05i,0.00047475-0.00011389i,0.00030183+0.0006821i,0.0003447+0.00035126i,0.00058821+5.1027e-05i,-0.00014432+0.00055729i,-0.00087265+0.00062556i,4.4504e-05-0.0002206i,0.00099947-0.00061089i,0.00088988-0.00022956i
0.00098812+0.0017109i,0.0023363+0.001061i,0.003713+0.00030429i,0.0039092-0.00044608i,0.0031732-0.00060421i,0.0011664-0.0014034i,-0.00014641-0.0018822i,-0.00035981-0.00054762i,-0.00073395+0.00080183i,-0.00052301+0.00067239i,-0.00048437-6.4036e-05i,-0.00011399-0.00073893i,-0.00019609-0.00096956i,-0.0006746-0.00021881i,-0.00065799+0.00062004i,-0.00053756+0.00059622i,0.00028462+0.00027203i,0.00037585+0.0006305i,-0.0007818+0.00072336i,-0.00043858+0.00015577i,0.00064495+1.4674e-05i,0.00039171+0.00065017i,-3.223e-06+0.00047109i
-0.0015388-0.0015921i,-0.0020873+7.9672e-05i,-0.0023287+0.00088996i,-0.0017626+0.0010864i,-0.00087199+0.0013224i,-0.00027906+0.00080427i,-0.00032891-0.00046846i,-0.0007687-0.00072224i,-0.00085694-0.00061613i,-0.00088264-0.00022516i,-0.00097078+0.00068765i,-0.00031817+0.00089898i,0.00030636+0.00021192i,0.00018412-0.00092399i,0.00017307-0.00093948i,0.00043944-0.00014465i,0.00011919+0.00041067i,0.00013569+0.00043922i,0.00031105+0.00021411i,-0.00080671+0.00020951i,-0.00054426+0.00021654i,0.00042677-0.0002992i,6.2267e-05-0.00075162i
0.001514-0.00061608i,0.00028762-0.00056316i,-0.00016945-0.0012011i,-0.00012348-0.0022933i,-0.00098044-0.0028284i,-0.0018192-0.0014044i,-0.001629-0.00038991i,-0.0014126-0.00017087i,-0.00090872+0.00048777i,-0.00021074+0.0010403i,0.0010598+0.00065943i,0.0014219-4.4407e-05i,0.00017652+0.00040944i,-0.00034761+0.00070209i,-0.00045168+0.00034532i,-0.0004024-3.6376e-05i,0.00012878-0.00059188i,0.00010327-9.4685e-05i,-0.00018583+5.0664e-06i,0.00034369-0.0002027i,0.00084776+0.00061983i,0.00023866+0.00073182i,-0.0001316+1.4759e-05i
1.587e-05-0.00088002i,-0.00014829-0.0010488i,0.0001936-0.0013335i,0.00031994-0.0012151i,0.00066896-0.0012907i,0.00026065-0.001704i,-0.00028072-0.0018212i,-0.00059749-0.0010546i,-0.00074924-0.0005712i,-0.00029076-0.0002063i,-1.1989e-05+0.00066594i,0.00034028+0.00056673i,0.00021598+0.00012332i,-0.00025797+0.00049094i,9.9636e-05+0.00062228i,0.00033087+0.00032594i,0.00054397+0.00035008i,0.00038962+0.00021607i,0.00024872-4.4328e-05i,-8.368e-06+0.00042394i,-8.4293e-05+0.00018433i,0.00011994-0.00026348i,0.00012483-0.00010068i
-0.00053625+0.00066153i,0.001153+0.0015975i,0.0029865+0.0022228i,0.0028737+0.0014928i,0.0015353+2.8341e-05i,3.3756e-05-0.0013082i,-0.0011804-0.0012378i,-0.00173-0.0012163i,-0.0010531-0.0009676i,0.00058236-0.00010597i,0.00081245-0.00021248i,0.00012195-0.00071172i,-0.00018605-0.00058296i,-0.00052545-0.00057886i,-0.00073082-0.00021912i,-0.00065826+0.00052961i,-0.00094886+0.00032653i,-0.0006743-7.1925e-05i,-0.00026603-0.0003353i,0.00021246-0.00059489i,0.00055757-0.00075585i,-2.7632e-05-0.00071581i,-0.00042724-0.00020567i
0.0012478-0.00028553i,0.00040914-0.0022956i,-0.0012361-0.0035155i,-0.002054-0.0041592i,-0.002151-0.0030538i,-0.0020293-0.0013323i,-0.0012194-6.144e-05i,-0.00041236+0.00038119i,0.00035531-1.0872e-05i,0.00048901+0.00035402i,5.116e-05+0.00028111i,0.00012943-0.00092463i,0.0011035-0.00063967i,0.0013431-3.4117e-05i,0.0011622-3.8357e-05i,0.00076913+0.00012615i,0.00044902-0.00014377i,-6.2089e-05-0.00039642i,-0.00022184+0.00014819i,-9.9693e-05+0.00068075i,0.00044436+1.1631e-05i,0.0008603-0.00017025i,0.00039289-0.00012196i
0.00055376-0.0006515i,0.00046248-0.00087164i,0.0015948+0.00045704i,0.0026549+0.00051938i,0.0020295-0.0012829i,0.0011782-0.0017304i,5.7843e-06-0.0015558i,-0.00099968-0.0013912i,-0.00078503-0.0010307i,-0.00010498-0.00040403i,-0.0002532-0.00012438i,-0.0010088-0.00038146i,-0.00074808-0.00055791i,0.00031272-1.2791e-05i,0.00027726+0.00015845i,-0.00028125+0.00043171i,-0.00055918+0.0009281i,-0.00086405+0.00091234i,-0.00088448+0.00023253i,-0.00074469+0.00019722i,-0.00042004-0.00023319i,2.1542e-05-0.00055578i,0.00016647+0.00034221i
0.0010448+0.00020698i,9.2248e-05+0.00054853i,-0.00050903+0.0005738i,-0.00088383+0.00033672i,-0.0010022-0.00046226i,-0.0011855-0.0011796i,-0.0014695-0.00088852i,-0.00082065-0.00033621i,0.00015439-0.0001137i,0.00023806+0.001349i,-0.00010456+0.0017113i,-0.00052204+0.00063925i,-0.00051939+0.00078112i,-0.00042178+0.00082031i,-0.00089684+3.3677e-05i,-0.00014801-0.00081844i,0.00023846-0.0015243i,-9.7554e-05-0.0012812i,0.00014624-0.0008586i,0.00017431-0.00050559i,0.00020985-0.00025195i,0.0010361-5.9704e-05i,0.00076171+0.00047438i
0.001129-0.0010383i,-0.00059872-0.0015892i,-0.0019993-0.0029226i,-0.0018515-0.0028295i,-0.001621-0.0026727i,-0.001741-0.0018952i,-0.00095721-0.00087997i,-0.00031137-0.00035215i,-8.7606e-05+0.00029896i,0.00026024+0.00018208i,0.00055196+9.8397e-05i,0.0009979+0.0010719i,0.001024+0.0013365i,0.00039088+0.00074053i,-8.3096e-06-0.00027984i,0.00037701-0.00016239i,7.7074e-06+0.00037881i,-0.00022514+3.4205e-06i,-8.6103e-05-9.8756e-05i,-0.0002883-0.00037958i,-0.00091179-0.00028279i,-0.00099076+0.00020616i,-0.001107+0.00036936i
0.0018351-3.9355e-06i,0.0027154-0.00089693i,0.003745-0.00061752i,0.0030164+0.00011838i,0.0013279-0.00018934i,-0.00030869-0.00058525i,-0.00081875-0.00045121i,-0.00053895+1.1042e-05i,-0.00062129+0.000289i,0.00012035+0.00035599i,0.00053886+0.00014105i,0.00050291-0.00023557i,0.00045612-0.00011231i,0.00052555+0.00042409i,6.2572e-05+0.0014116i,-0.00043373+0.0015217i,-2.8685e-05+0.0015395i,0.00029547+0.0010076i,0.00019578-0.00018649i,0.00019921-0.00036629i,0.0005169+0.00016154i,0.00066649+0.00014044i,0.00026511-0.00014082i
-0.001762-0.00081717i,-0.0018484+0.00045122i,-0.0030113+0.0011855i,-0.0031456+0.0006229i,-0.0023252+0.00038364i,-0.0016412+0.00047695i,-0.0010232-0.00010074i,-0.0012662-0.00087758i,-0.0014321-0.00089803i,-0.00053669-0.00059329i,0.00072088-0.00033585i,0.0010749+0.00039626i,0.00055814+0.00052197i,0.0003975-9.0568e-05i,0.00030231-0.0002417i,0.00016855-0.00055736i,0.00051784-0.00069514i,0.00045282-0.00035127i,-3.6015e-05-0.00037369i,-3.8694e-05-0.00025062i,0.000855-0.00048079i,0.0010246-0.00026912i,8.567e-05+0.00034219i
0.00086193+0.00018612i,0.00027917-0.0019208i,0.00026611-0.0039767i,-5.8912e-05-0.0033918i,-0.00019085-0.0021864i,-0.0014788-0.0013478i,-0.0017987-0.0010908i,-0.00039843-0.00090715i,0.00062292-0.00029673i,0.00068461-0.0003687i,0.00022058-0.0008982i,-0.00022273-0.00090948i,-0.00027338-0.00039747i,0.0005603-5.5539e-05i,0.0010356-0.00060733i,0.00094147-0.001688i,0.00020869-0.0014539i,-0.00031685-0.0011209i,4.4492e-05-0.00076132i,0.00061804+0.00012944i,0.00052369+2.975e-06i,0.00027738-0.00018936i,-7.5528e-05+0.00040882i
-0.0016075-0.00046753i,-0.00074019-0.0012891i,-2.4822e-05-0.00073628i,-7.3175e-05-0.00040228i,-0.00062853-0.0013865i,-0.00044047-0.0020674i,-2.7909e-05-0.0021377i,-0.00045276-0.001748i,-0.00023696-0.00074851i,0.00030759+0.00025922i,-1.0163e-06+0.00048965i,-0.00053175+0.00010989i,-0.0010079-0.0005356i,-0.0011223-0.00079421i,-0.0011383-0.001227i,-0.0005602-0.0018661i,-0.00056104-0.0015609i,-0.0011113-0.00081313i,-0.00049386-0.00075984i,0.00051139-0.00050481i,0.00032256+0.00013093i,5.1761e-06+0.00030452i,-0.00019319+0.00039625i
-0.00064851-0.0011415i,-0.00083366-1.6277e-06i,-0.00061727+0.0018698i,0.00010778+0.0020695i,0.00046775+0.00032282i,-4.1879e-05-0.00073992i,-0.000548+8.2282e-06i,-0.00064421+0.00046399i,-0.00090738+0.00050863i,-0.0014064+0.00089845i,-0.0010336+0.0011463i,-3.4214e-05+0.00050299i,0.00039895-0.00050214i,0.00015134-0.0005866i,0.00035451-0.00044908i,3.6506e-05-0.00046089i,-0.00015699-0.00084432i,0.00048854-0.0011495i,0.00070464-0.00027291i,0.00074369+0.00029857i,0.00049404+4.0417e-05i,1.1161e-05-0.00018836i,-0.00028263+7.7453e-05i
0.00021732+0.00066314i,-3.598e-05-0.00068006i,0.00060831-0.00080999i,0.0006686-0.00092152i,0.00072856-0.0011754i,0.0005598-0.00056055i,-0.00061141-0.00031094i,-0.0013458+0.00017028i,-0.00081933+0.0015533i,-0.00034808+0.0020103i,-0.00014386+0.00070971i,0.00060256+1.1322e-06i,0.0010267+0.00029386i,0.0005375-9.8195e-05i,-0.00011098-0.00036742i,-0.00069407+0.00018891i,-0.00031325+0.00069909i,0.00022998+0.00060806i,-0.00033024+0.00027824i,-0.00090606-0.00034051i,-0.00047477-0.00069892i,-0.00022739+0.0002896i,0.00024039+0.00089964i
0.00026035+0.00094063i,0.0012582+0.00083471i,0.0025024+0.00060224i,0.0026733+0.00070826i,0.0011521+0.00020596i,-9.938e-07-0.001203i,-0.00068378-0.0015656i,-0.00073131-0.0010161i,-0.00029023+5.6312e-05i,0.0006203+0.0011839i,0.0012447+0.00083062i,0.00083649+4.4486e-05i,9.4748e-05+0.00013765i,-0.00036977+0.0002196i,-0.00033403+0.00046568i,-0.00055137+0.00062509i,-7.4782e-05+0.0002328i,0.00074895-8.2524e-05i,0.00081355+0.00051589i,0.0007061+0.0010883i,0.00034005+0.0003823i,-0.0004547-0.00023472i,-0.0010673+0.00036476i
-0.00057203-0.0015536i,-0.0017622+0.00021312i,-0.0022096+0.0021165i,-0.0013819+0.0026968i,-0.00044124+0.0010164i,-0.0003227-0.0011306i,-0.00059165-0.0013042i,-0.00056283-5.5661e-05i,-0.00085393+0.0012498i,-0.00030006+0.00073214i,0.00030946-0.00049831i,0.00092526-0.00043697i,0.0011631+0.00015984i,0.000754+0.00041016i,9.8231e-05+0.0003538i,0.00016348-0.00026707i,0.00075-0.00039147i,0.00050728-0.00032259i,5.6882e-05-0.00030779i,-4.7764e-05+0.00042727i,0.00026534+0.00048288i,0.00013192-0.00048314i,-0.00015391-0.0005837i
-0.0001726+0.0014573i,0.00072147+0.0013094i,0.0024051+0.00087975i,0.0036299+0.00048414i,0.0027626-0.00031338i,0.00065041-0.0013361i,-0.00095839-0.0020649i,-0.0013699-0.0016148i,-0.00058432-0.00042203i,0.00028708+0.00014849i,0.00052913-0.0002847i,0.00020585-0.00092152i,-0.00056487-0.00064316i,-0.00072324+1.7658e-06i,-0.00031654-0.00047052i,8.6569e-05-0.00057898i,0.00040551+0.00016403i,0.00031075+0.00047706i,0.00036917+0.00040737i,0.00021406+0.00036173i,0.00018095-0.00014611i,0.00074458-0.0010949i,0.00031537-0.00064898i
-0.00023532+0.00040144i,0.0002495+0.00073458i,0.0012437+0.00012621i,0.0019721-9.6568e-05i,0.0015444-0.00010397i,0.00056515-0.0013039i,-0.00092184-0.0018611i,-0.0010568-0.00085792i,-0.00039897-0.00044641i,-6.4985e-05-0.00011375i,-0.0001048+0.00040506i,-0.0003845+0.00081879i,0.00052283+0.00086677i,0.0011051+0.00066249i,0.00012698+0.00056006i,-0.0012072+7.6459e-05i,-0.0014666-0.00062i,-2.1206e-05-0.00050429i,0.00031463+0.00046485i,-3.8034e-05+0.00049813i,0.00016387+0.00027573i,0.00020694+0.00045951i,0.00023297+0.0006797i
0.00057433-0.00011384i,2.4964e-05+0.00036045i,-0.00077806+0.00073662i,-0.00045179+0.00010111i,-0.001057-0.00068943i,-0.0013868-0.00038286i,-0.00052031-0.00054089i,-0.00037905-2.892e-05i,-0.00038791+0.00098726i,7.0676e-05+0.0007353i,0.00049218+0.00019508i,0.00078924+0.00020836i,0.00017959+0.00056634i,0.00015548+0.00055563i,0.0004539+0.00035411i,-0.00034552+0.00016409i,-0.0011062-0.00017435i,-0.001394+5.6449e-05i,-0.0010262+0.00024179i,-0.00019721-0.00034248i,0.00025154-0.00029221i,-0.00015182+7.5929e-05i,-0.00096775+0.00047532i
0.0012614-0.00016917i,0.0010822-0.0018858i,0.00064797-0.0029261i,0.00013093-0.0024141i,0.00056025-0.0019429i,0.0011488-0.0014958i,0.00023636-0.00051147i,-0.00081015+7.6462e-05i,-0.00080944+0.00021319i,-3.1059e-05+0.0010775i,0.00056298+0.0013197i,7.2486e-05+0.00045809i,-0.00098394+6.9386e-05i,-0.0010546+9.9743e-05i,3.2886e-05-8.8585e-05i,0.00079662+6.5486e-05i,0.0006552+0.0010603i,0.00070045+0.00094768i,0.00092132-7.4985e-05i,0.00048765-0.00041574i,0.00039618-0.00090005i,0.0014228-0.0012456i,0.0010782-0.00039542i
-0.00096331+0.0025099i,0.0012484+0.0034528i,0.0029438+0.0045721i,0.0035525+0.0028676i,0.003151+0.00047695i,0.00085587-0.0010862i,-0.0014529-0.0012266i,-0.0015969+0.00036567i,-0.0013385+0.0017151i,-0.00024844+0.0012476i,0.00092807+0.00022449i,0.00089876-0.00037787i,0.00075505-0.0011164i,-4.4846e-05-0.0013501i,-0.00084506-0.00031723i,-0.0009847+0.00038077i,-0.0012423+9.1794e-05i,-0.0012189-0.00043652i,-0.00057353-0.00094298i,-0.00022397-0.00054243i,-0.00023812+0.00022387i,-0.0001548+0.00053339i,4.8397e-05-3.0793e-05i
-0.00040424-2.133e-05i,-0.00096323-0.0005776i,-0.00076641-0.00086485i,-0.00087969-0.00011704i,-0.00085734-0.00024169i,-0.00059858-0.00034975i,-0.00080009-4.5157e-05i,-0.0011389+0.00017042i,-0.00058457+0.000732i,0.000577+0.00060896i,0.001389-0.00061435i,0.0017804-0.00047638i,0.0022031-7.9891e-05i,0.0020218-8.0595e-05i,0.0017148+0.00024019i,0.0011294+0.0001611i,0.0001097-0.00030256i,0.00020449-0.00053968i,0.00028002-0.00045374i,-0.00064359-0.00011121i,-0.00088873-0.00011179i,-5.9639e-05-5.3682e-05i,0.00017663-0.00065865i
0.00033359-0.00037103i,0.0004157+0.00026994i,-3.8378e-05-0.00016758i,-0.00072616-0.0013257i,-0.0010672-0.0024075i,-0.00216-0.0023389i,-0.002303-0.00073569i,-0.00099951-9.8292e-05i,-0.00039582-3.266e-05i,-0.00022623-0.00036787i,0.000117-0.00059392i,-1.4598e-05-0.00055962i,-0.00019347-0.0001007i,-0.00030373+0.0005003i,-0.00061108+0.00047247i,-0.0004897+0.00029669i,-0.00017118-4.9475e-05i,-6.8743e-05-2.2415e-05i,-0.00050861-0.00018074i,-0.00025096-0.0005386i,0.00060083-0.0002832i,-9.2697e-05-0.00026938i,-0.00077137+1.4555e-05i
0.0017269+8.1985e-05i,0.0023977+0.00084222i,0.003992-0.00015467i,0.0032561-0.0012776i,0.00082979-0.0025973i,4.2727e-05-0.0027651i,0.00011685-0.0012413i,-0.00052872+0.00019881i,-0.0010714+6.4486e-05i,-0.00041443-0.00080682i,-0.00029344-0.0009202i,-0.00023194-0.00041332i,-0.00014027+0.0002476i,-0.00023437+0.00038829i,-0.00016883+0.0005211i,-0.00036961+0.000678i,-0.00087719+0.0004462i,-0.00056666-7.4645e-05i,2.7647e-05-3.9554e-05i,0.00015177-0.00013104i,0.00020407-0.00089539i,-0.00010083-0.00029295i,-0.00047149+0.00026545i
0.00071579-0.00051645i,0.00016061-0.00013415i,-0.0018939+0.00019286i,-0.0021986-0.00028537i,-0.0015097-0.0011122i,-0.00088987-0.0021819i,-0.00011686-0.0021368i,-2.3767e-05-0.00099199i,-0.00033596-0.00016207i,-0.00073997+0.00047468i,0.00026092+0.00028282i,0.0010226-0.00069441i,0.00092014-0.0012354i,0.0010208-0.00058316i,0.00012081+0.00040733i,-0.00055148+0.00046685i,-0.000398+0.0013282i,-0.00021423+0.0022293i,0.00055614+0.0017448i,0.0010484+0.00049478i,0.00045197+0.00042306i,-0.00017576+0.0013145i,0.00028474+0.0012257i
0.00047728+0.00092271i,0.0013891-0.0011778i,0.00071408-0.0011371i,0.00061657-0.00085229i,0.0012391-0.0018471i,0.00023177-0.0025483i,-0.0013785-0.0017964i,-0.0015769-0.00051258i,-0.00038007+0.00069883i,0.00022569+0.00069655i,0.00039392+0.00042692i,0.0007529-8.5687e-05i,0.00060002-0.0011293i,-1.6036e-07-0.00042387i,-0.00024992+0.00056935i,-0.00018862-7.0309e-05i,0.00045084-0.00080662i,0.00082225-0.0009589i,-1.7373e-05-0.0003301i,-7.5559e-05+0.00022549i,0.00019228+0.0003998i,9.4215e-05+0.00043123i,-2.1336e-05+0.00084918i
4.3683e-05+0.0011324i,0.00026483+0.0010785i,0.00023704+0.00091439i,-0.0001068+0.00022091i,0.00033505-0.0010273i,8.7341e-05-0.0012974i,-0.00074924-0.00090864i,-0.00073602-6.7695e-05i,-0.00045564+0.00024226i,-9.5112e-05+0.0001018i,-0.00050388-0.00027698i,-0.00081468+0.00014615i,-0.00056434+0.00056581i,-0.00062221+0.00051357i,-0.00050012+0.0003586i,-4.2819e-05+6.0803e-05i,1.1789e-06-0.00070652i,0.00010981-0.0011639i,-0.00032973-0.00053269i,-0.00090248-0.00029034i,-0.00059158-0.00013426i,5.602e-06+7.8686e-05i,-8.6725e-05-0.0001157i
0.0012978-0.0011578i,0.00023287-0.0017448i,0.00087542-0.001288i,0.0012141-0.00069368i,-0.00071722-0.0002957i,-0.0018113+8.8574e-05i,-0.00098938-2.5668e-05i,0.00020544-9.6812e-05i,0.0011287+5.6439e-05i,0.0012865+0.00089474i,0.00086915+0.0007843i,0.00050991-0.00033247i,0.0004592-0.00039018i,0.00029506+7.4229e-05i,0.00033528-0.00033202i,-0.00010502-0.00022041i,-0.00079508+0.00050571i,-0.0011887+0.00086424i,-0.0011886+0.00072602i,3.6611e-05+0.00052875i,0.00084851+0.00074989i,0.00038691+0.00047231i,0.00019415-0.00029963i
-0.0011705-0.0011827i,-0.0011964-0.00019323i,-0.0020012+0.00044009i,-0.002163-0.00015028i,-0.0010164-0.0002422i,-0.0002243-0.0010323i,9.1956e-05-0.0011516i,-0.0007965+2.5709e-05i,-0.00079305+0.00012283i,0.00015143+0.00012745i,0.00053933+0.00019415i,0.0008137+0.00067131i,0.00087317+0.0014712i,0.00060301+0.00080755i,0.00049984-0.00053596i,0.00067043-0.00042222i,0.00091296+0.00039101i,0.00045256+0.00033097i,-0.00052495+0.00069124i,-0.00047214+0.0010736i,-0.00052146+0.00043787i,-0.00093729-0.00014336i,-0.00051317+0.00014197i
0.00079933+0.00055656i,0.0015433+0.0010791i,0.0024661+0.00077833i,0.001371+1.2739e-05i,-0.00044207-0.00044296i,-0.00024609-0.00079667i,-6.7039e-05-0.00076386i,-0.00039226-0.00061058i,-0.00023782-0.00082537i,-9.4585e-05-0.00094703i,-0.00015625-0.0011949i,-0.00024158-0.00066807i,0.00013629+5.5727e-05i,0.00041415+5.807e-06i,-0.00033492+8.5469e-05i,-0.0010268+0.00053985i,-0.0011897+0.00071663i,-0.00075062+0.00035808i,-0.00021962+0.00031618i,-0.00030391-7.4851e-05i,-0.00031598-0.00078915i,0.00021452-0.0004876i,0.00069005-0.00030897i
-0.00097018-9.3598e-06i,-0.0020481-0.00023074i,-0.0023704-0.00033217i,-0.002332+0.0008741i,-0.0013889+0.00097612i,-0.00027105+7.5875e-05i,6.8822e-05-0.000296i,8.0128e-05+0.00032359i,-0.00036278+0.0010303i,-0.00067368+0.00065922i,-0.00031992+0.00013302i,0.00082351+0.0004095i,0.00091304-5.2639e-05i,0.00084654-0.0011959i,0.00072346-0.00091966i,-9.6385e-05-0.00081648i,-0.00061491-0.00047251i,2.0574e-05+9.172e-05i,0.00056391+0.00010815i,0.0011167-0.0002491i,0.00056221-6.4029e-05i,-0.00043242-0.00012586i,-5.4336e-05-0.0002126i
0.00095542-0.0007967i,0.002976-0.00021586i,0.0042034-0.00027231i,0.0032514-0.0015159i,0.0012378-0.0022456i,-0.00071751-0.0017498i,-0.0010894-0.0012409i,-0.00012929-0.0003959i,-0.00036544+0.00042754i,-0.00045673+0.00070535i,0.00014793+0.00085362i,0.0002996-0.00019619i,0.00029035-0.0013452i,0.00075659-0.00066701i,0.00090481+0.00081316i,0.0010094+0.00056048i,0.0013479-0.00033315i,0.00075545-0.0004309i,0.00036087+2.2145e-05i,0.00012615+0.0006949i,-0.00013064+0.00080707i,0.00037529+0.00084899i,0.00059933+0.00049106i
-0.00056751+0.00018803i,-0.0015037+0.001744i,-0.0018534+0.001752i,-0.00092927+0.0010804i,-0.00044297+0.00044803i,-0.00056662-0.00014731i,-0.00021403-0.00036956i,5.8198e-05-0.00051353i,-6.6642e-05-0.00061108i,0.00013846-0.00019965i,0.00042589+0.00045497i,-5.2285e-05+0.00069621i,-0.00087572+0.00050447i,1.226e-05+3.44e-05i,0.0010358-6.5465e-05i,0.0006306-0.00048513i,0.00075863-0.0002942i,0.00096134+6.4038e-05i,1.0473e-06-0.00068044i,-0.00085813-0.00028047i,-0.00031649-0.00016436i,0.0002663-6.1981e-05i,0.00020356+9.2289e-05i
9.2636e-05+0.00043093i,-0.00075774+0.0016646i,-0.0003719+0.0022934i,0.00030781+0.0021606i,0.00023734+0.00042626i,-0.00038083-0.0011841i,-0.00092644-0.0014293i,-0.000615-0.0014455i,-0.00053079-0.0004617i,0.00027146+0.0010896i,0.00085413+0.0014951i,0.00096841+0.0011298i,0.00088689+0.0010826i,0.00023188+0.0012497i,0.00055982+0.00058837i,0.00081023+0.00025432i,0.0010106+0.00048907i,0.00068508+0.00039343i,0.00016719-8.0168e-05i,0.00024147-0.00022108i,0.00035484-0.00012645i,0.00057231-0.00031019i,-9.1727e-05-0.00051084i
0.0022597-7.0856e-05i,0.0029724-0.0016194i,0.0039339-0.0031871i,0.0045785-0.0037282i,0.0032324-0.0030671i,0.00049248-0.0028238i,-0.0010545-0.0018624i,-0.00058271-0.00020894i,0.00065365+0.00077805i,0.0012737+0.00061166i,0.00083767-0.00028146i,-0.00018888-0.00070012i,-0.00039566-0.00019315i,-0.00039091+0.00045114i,-0.00052525+0.00038462i,-0.00065034-0.00015313i,-0.00025307-0.00053696i,0.00025345-0.0003726i,0.00016556-4.5616e-05i,-8.5611e-05-2.5791e-05i,-0.00010654-0.00018506i,-0.00015167-0.00057253i,-0.00076868-0.00083733i
