-0.001278+0.0014908i,-0.0006324+0.00081063i,-0.00085285+0.0010032i,-0.0017312+0.00049434i,-0.0026179+0.00103i,-0.0021604+0.0014806i,-7.7271e-05+0.0022275i,0.00099015+0.0032798i,0.0010683+0.0022342i,0.001413+0.00043854i,0.0013395-0.00015248i,0.00023628-0.00052809i,-0.00065149-0.00075169i,-0.00045114-0.00012004i,-0.00031428+0.00077489i,-0.00035545+0.00098071i,-4.0717e-05+0.00061079i,0.00046056-0.00018368i,0.00050424-0.00039528i,-0.00025563-0.00069064i,-0.00032537-0.00073496i,0.00010302+0.00016327i,-0.00034757+0.00044546i
-0.001853-0.0012158i,-0.0014847-0.00013389i,-0.0021794+0.0018176i,-0.002507+0.0014948i,-0.0020454+0.0014274i,-0.00092584+0.0027304i,-0.00053889+0.0025652i,-0.00093147+0.0014133i,-0.0010074+0.00099908i,-0.00048941+0.00076141i,0.0003548+0.00059372i,0.0011086+0.00077197i,0.00091272+0.00077359i,7.1008e-05+0.00059073i,-0.00060559-4.0987e-05i,-0.00081806-0.00047583i,-0.00046192-0.00033619i,-0.00026502-0.00018509i,-0.00070738-0.00045415i,-0.00071693-0.00056857i,-0.00012025+8.7877e-05i,-0.000132-2.4997e-05i,-0.00082395-0.00045573i
0.003563-0.00070555i,0.0023318-0.0011862i,0.0013317-0.00071232i,-1.8737e-05-2.9712e-05i,-0.0018973-0.00071984i,-0.0027025-9.2429e-06i,-0.0023756+0.0015438i,-0.0012348+0.0010943i,-0.00032594+0.00033092i,-0.00038069+0.00059252i,-0.00055084+0.00090648i,-0.00026015+0.00052069i,-9.4182e-05+0.00018437i,-0.00073828+0.00035983i,-0.0013074+0.00050294i,-0.00047291+0.00063569i,-0.00013136+0.00041164i,-0.00046897+9.8536e-05i,-0.0002518-0.00012802i,-0.00010552+4.9384e-05i,-0.00017284+0.00021564i,0.00047348+0.00010639i,0.00072345-0.00013i
0.00015528-0.00072434i,-0.00081147+0.00021129i,-0.0010508+0.0019616i,-0.00095786+0.0023657i,-0.0014432+0.002509i,-0.0012473+0.0026798i,-0.00047009+0.0017685i,1.6099e-06+0.00051299i,-0.00011241+8.3099e-05i,0.00023936+0.00039691i,0.00033616+0.00062661i,0.00021459+0.00019924i,0.00014695-0.00019571i,1.6075e-05-2.8152e-05i,-0.00033349-0.00040055i,-0.00024603-4.8918e-05i,5.0168e-07+0.00036215i,0.00031755-0.0002186i,0.00059313-0.00047332i,0.00017814-0.00011607i,-0.00012948+7.2411e-05i,-8.247e-05-0.00026882i,-0.00042679-0.00052145i
0.0011365+0.0014965i,0.001311+0.0013317i,0.0012648+0.0019134i,0.00062791+0.0024048i,0.00011167+0.0021789i,4.3076e-05+0.0010383i,0.00038982+0.0001653i,0.00040235+0.00011013i,-7.9691e-05+0.00031538i,-0.00016227+0.00042276i,0.00043751+0.00014459i,0.00055965-0.00058289i,-0.00046843-0.00033568i,-0.0006805+0.00069882i,0.00056696+0.0011881i,0.0012881+0.001346i,0.00068008+0.00084305i,-0.00015597-0.00056604i,0.0001214-0.0009809i,0.0001352-0.00029966i,-0.00048004-0.00016953i,-0.00072311+0.0001913i,-0.0006183+0.00099446i
0.0016357+0.0010839i,0.00087844-8.7771e-05i,-0.00026654+3.417e-05i,-0.0011446+0.0012148i,-0.0008046+0.0015477i,-0.00018863+0.00087426i,-0.00013141+0.00023753i,-0.00010786+0.00049682i,-0.00034943+0.0011496i,3.1806e-05+0.00057692i,0.00057167-0.00013088i,0.00045434+1.7621e-05i,-2.2925e-06-0.00013587i,-0.00061043-0.00013018i,-0.000496-2.5953e-05i,0.00012958+0.00023922i,0.00070037+0.00060558i,0.00030672+0.00033524i,-0.00011577+6.658e-05i,-4.9506e-05+2.6931e-05i,0.00025312-0.00025538i,2.8774e-05-2.37e-05i,0.00034272+0.0002972i
0.001921+0.0041008i,0.0024883+0.003619i,0.0018317+0.0028557i,-8.869e-05+0.0015596i,-0.0014683+0.0012507i,-0.0014168+0.0019231i,-0.001262+0.0015636i,-0.00027569+0.00077096i,0.00079079+0.00088487i,0.001253+0.00040835i,0.0011712+0.00029393i,0.00048437+0.00053352i,-3.19e-05+0.00035489i,-4.0685e-05-0.00022969i,-0.00055033-0.0004618i,-0.00091737-0.00028024i,-0.00033995-0.0004162i,-0.0001317+0.00012971i,-0.00049859+0.00045116i,-0.00016843+5.4958e-05i,-8.4516e-05-7.4139e-05i,0.00045254-0.00012352i,9.7232e-05-0.00051382i
-0.0041755+0.004784i,-0.00288+0.0047517i,-0.0020364+0.0039102i,-0.0010862+0.0027107i,-0.00052246+0.002638i,-0.00033757+0.0027469i,0.0005318+0.0023388i,0.0011445+0.0012797i,0.00089327+0.0004603i,0.00026009+0.00083752i,0.00011206+0.00027437i,0.00092618+0.00051786i,0.0014083+0.00040474i,0.00065503-0.00049053i,-0.00039407-0.00024709i,-0.00036075-0.00034972i,7.1513e-05-0.00036791i,0.00077288-0.00013541i,0.0013954+0.00010482i,0.00031952-0.00048903i,-0.00024024-0.00064763i,-9.9172e-05+8.1919e-05i,5.4719e-05+0.00084229i
-0.00231+0.0028673i,-0.0024006+0.0017125i,-0.001375+0.001414i,-0.00033179+0.0013129i,0.00023987+0.00099777i,0.00039253+0.0011053i,0.0001403+0.0009211i,0.00014417+0.0005217i,0.00049558+0.00070522i,0.00037311+0.001205i,0.00052421+0.00082708i,0.00075804+1.5853e-05i,-0.00012245-0.00034882i,-0.00056522-0.00034518i,4.2617e-06+0.00075143i,-0.00012879+0.001124i,0.00028527+0.00082771i,0.0011001-3.7254e-05i,0.00085715-0.000383i,0.00014245+0.0001397i,0.00063341+0.00065929i,0.00095281+0.00055645i,0.00071914+0.00063303i
-0.00098676+0.0025322i,-0.001496+0.0015004i,-4.6592e-05+0.0015824i,-0.00056716+0.0011527i,-0.0016556+0.00048677i,-0.0013879+0.00061141i,-0.00055493+0.0012505i,6.2114e-05+0.0011164i,0.00049714+0.00064403i,0.0001093+0.00047396i,-0.00031502-3.4317e-05i,-0.00041163+0.00036422i,-0.00060656+0.00016338i,-0.00091705-0.00055016i,-0.00141+0.00010927i,-0.0012529+0.00033709i,-0.00077878-6.3456e-05i,-0.00024643-0.00028496i,0.00011934-0.00019316i,-5.525e-05-0.0001997i,0.00022099-0.00050449i,-1.2569e-05-0.00064489i,-0.00046999-0.00052141i
-0.0036214-0.0014601i,-0.0041368-0.0011222i,-0.0027052+7.6141e-05i,-0.0025091+0.0012907i,-0.0030074+0.0018923i,-0.0022068+0.0020611i,-0.00012224+0.0018746i,0.0012106+0.00039586i,0.00077566-2.4846e-05i,0.00016167+0.00080387i,0.00067306+0.0016529i,0.0013133+0.0020701i,-7.4485e-05+0.0007548i,-0.00088321-0.00033596i,-0.00019932+0.00025501i,-0.00042459+0.0012021i,-0.00128+0.00089964i,-0.0011792-0.00022668i,-0.00020821-0.00063053i,5.0363e-05-0.00035709i,-0.00061931-0.00033696i,-0.0011797+8.8923e-05i,-0.00091349+0.000702i
-0.0014641-0.0018363i,-0.001243-0.0018775i,-0.00028645-0.0015105i,-0.00089119-0.0014324i,-0.0014228-0.00030023i,-0.0012493-0.00021863i,-0.00050983-0.00082208i,0.00046865-0.00096586i,0.00055721-0.0002512i,0.00042842+0.00082931i,-0.00046958+0.00063293i,-0.00059639-0.00028924i,0.00012044-0.0006951i,-2.8872e-05-0.00037976i,7.137e-05-9.6935e-05i,2.8671e-05+0.00015911i,0.00018126+0.00094748i,0.00060546+0.0012401i,0.00081454+0.00031307i,3.2792e-05-0.0001527i,-0.00048663+0.00020797i,-0.00039154+0.00057692i,-0.00079724-6.4089e-05i
0.0010299-0.0010462i,0.0009253-0.00023626i,0.00049815+0.001668i,1.6478e-05+0.0011739i,-0.00069595+0.00069957i,-0.00090378+0.0015442i,-8.9432e-05+0.0017498i,0.0006137+0.0013022i,0.00061787+0.0011442i,0.00032999+0.0014621i,6.2994e-05+0.0016944i,0.00021935+0.00089475i,-7.1057e-05+0.00030804i,-0.0010392+0.00029495i,-0.0012686-3.1467e-05i,-0.00048065-5.6937e-05i,0.00025895-6.5679e-05i,0.00015127-4.6778e-07i,-6.6525e-05-0.00053853i,1.2389e-05-5.4e-05i,-0.00063637+0.00057146i,-0.00079896-8.672e-05i,6.7113e-05-0.00064599i
-0.00011254-0.001398i,-0.00041508-0.00093455i,-0.0017709+0.00016928i,-0.0026047+0.00068509i,-0.0027776+0.0013817i,-0.0016481+0.0017002i,-8.8016e-05+0.0016709i,0.0004342+0.0012387i,0.00059493+0.00060134i,0.00056316+0.00034045i,0.00023024+0.00073094i,0.00071496+0.00099357i,0.00010517+0.00023813i,-0.00091988+0.00032008i,-0.00082939+0.00098906i,-1.8488e-05+0.00086496i,0.00018536+0.00037056i,6.8728e-05-0.00055371i,0.00040016-0.001261i,0.00065378-0.0018011i,0.000491-0.0018177i,-1.6928e-05-0.00080067i,-0.00028087+0.00016714i
-0.0027226+0.00055543i,-0.0024595+0.0021754i,-0.0014235+0.0032518i,-0.0010496+0.0031145i,-0.002088+0.0024627i,-0.002228+0.0015808i,2.7722e-05+0.00083321i,0.0010731+0.00027889i,-0.00020443+0.0003112i,-0.0012299+0.0015916i,-0.00082156+0.0011976i,-0.00010351-0.00011896i,-0.00015457-0.00053544i,-0.00065511-0.00018522i,-0.00052903-0.00047024i,3.856e-05-0.00039785i,-2.3276e-05-6.1612e-05i,-8.0324e-05-1.9387e-05i,1.4101e-05+0.00038256i,-0.00076402+0.0011898i,-0.00017921+0.0010862i,0.00042995+0.00017515i,-0.00039732-0.00056338i
0.0031218+0.0008045i,0.0022611+0.00017454i,0.0011896+0.0011348i,0.00033105+0.00079206i,-0.00048514-0.00025046i,-0.0012196+0.00060237i,-0.00091788+0.0011734i,0.00017662+0.00080607i,0.00015963+0.00089302i,-0.00048186+0.00097619i,-0.00059162+0.00067408i,0.0001091+0.00038846i,0.00045015+0.00050223i,8.7826e-06+0.00057024i,-0.00053181+0.0005782i,-0.00084117+0.00032823i,-0.00060311+0.00040616i,-0.00035633+0.00033016i,-0.00062151+0.00018601i,-0.00015672+0.00027427i,0.00025422-9.1975e-05i,-0.00019771-0.00081131i,2.7865e-05-0.0019127i
-0.00053412+0.0001472i,-0.00031475-0.00056877i,-0.0013196-3.6895e-05i,-0.0017656+0.00096695i,-0.0018646+0.0009096i,-0.001103+0.00099931i,-9.3889e-05+0.0012151i,0.00074791+0.0009574i,0.00080211+0.0003036i,-5.9726e-05-0.0001768i,0.00044056-8.0626e-05i,0.0013315-0.00037431i,0.00070182-0.00070742i,-1.0294e-05-0.00037812i,1.0335e-05+0.00021902i,0.00040182+0.00033575i,0.00039568+0.0004966i,0.00035641+0.00042153i,0.00068685-0.00017459i,0.00054273-0.00073766i,0.00028072-0.00038633i,6.6632e-05+0.00048017i,-1.9983e-05+0.0006313i
0.00025926+0.00258i,-0.0002271+0.0024469i,0.00020893+0.0019521i,4.9929e-05+0.00045228i,-0.00075841+6.7662e-05i,-0.00078472+0.00028613i,-3.9928e-05+0.00011735i,0.00035682+0.00013576i,-0.00017892+0.00046271i,-0.00020506+0.0012361i,0.00024814+0.0011873i,8.8462e-05+0.0001981i,-0.00017314-0.00023732i,-3.4996e-06+0.00020762i,3.2582e-05+0.001009i,-0.00023939+0.0011177i,-0.00027187+0.00093062i,4.2889e-05+0.00044208i,0.00068643-0.00020665i,0.00091899+1.009e-05i,0.00076551-7.5971e-05i,0.0002653-0.00019104i,0.00031593-6.8291e-05i
-0.0016406-0.00050364i,-0.0020099+0.00025874i,-0.0019594+0.00055746i,-0.0027347+0.0019383i,-0.0039542+0.0039077i,-0.0024442+0.0037251i,-0.00061667+0.0021276i,0.0002099+0.0014295i,-0.00017691+0.0013628i,-0.00077794+0.0012431i,-0.00026277+0.0012668i,0.00010641+0.0011193i,0.00023811+0.00010233i,0.00012814-0.0005013i,-0.00055135-5.3621e-05i,-0.00064698+0.00020128i,-0.00013384+0.00014363i,-0.00040686+6.9562e-05i,-0.0010441-0.00021087i,-0.0011299-0.00024287i,-0.00011469+0.0005241i,0.00021532+0.00031288i,-0.00073584-0.00059777i
-0.0005248-0.00028308i,-0.00030152+0.00023189i,-0.00030449+0.0016163i,-0.001525+0.0011782i,-0.0019451+0.00050345i,-0.0013606+0.0014067i,-0.00049129+0.0012067i,0.00056178+0.00012888i,0.0004632-0.00030318i,-2.2181e-05-0.00029998i,-0.00019632-0.00016939i,-0.00058398-0.00044384i,-0.00026417-0.00055882i,-0.0001196-0.00035274i,-0.00056241-1.2414e-05i,-0.0013423+0.00037237i,-0.0013934+0.00060898i,-0.00069908+0.0004085i,1.6218e-05+0.00027461i,-3.2348e-05+0.00061808i,-0.00098887-4.5099e-05i,-0.00056137-0.00078053i,-0.00026103-0.00056749i
-0.00036355+0.001837i,-0.00072016+0.0011283i,-0.00051336+0.00094974i,-0.00021119+0.00069498i,-0.00097345-3.3105e-05i,-0.0010997-0.00078801i,0.00020905-0.00041849i,0.00063864-0.0007963i,0.00060313-0.00073503i,0.00071036+0.00028278i,0.00065409+0.00055275i,0.00020615+0.00046656i,-0.00030562+0.00035074i,-0.00025987+0.0002379i,-0.00054383+0.0001039i,-0.00037143-0.00011094i,0.00035682+0.00055229i,-0.00019725+0.00044549i,-0.00026344+0.00011507i,-4.256e-05+6.043e-05i,-0.00060923+0.00035825i,-0.00043681+0.00048012i,0.00026233-2.5858e-05i
-0.00068004+0.00073899i,-0.00165+0.0010692i,-0.0010626+0.001066i,-0.0014226+0.00087505i,-0.0021421+0.00075771i,-0.0015779+0.0015546i,-0.0014187+0.0019239i,-0.00067876+0.001316i,6.5273e-05+0.00069737i,0.00018719+0.00045755i,0.00054503+0.0003649i,0.00067301+0.00031327i,9.9936e-05-0.00033337i,-0.00054528-0.00018939i,-0.00041526+0.00052987i,-0.0006853+0.00036522i,-0.0008798+0.00040314i,-0.00059793+0.00088785i,-0.00092973+0.00032948i,-0.00035003-0.00019001i,-0.00040126+0.00010804i,-0.0013035+0.00028529i,-0.0017493+0.00035319i
-0.0039693-0.0020475i,-0.004756-0.0011134i,-0.0026539+0.0014531i,-0.0010197+0.002914i,-0.0012533+0.0024997i,-0.0012798+0.0025098i,0.00030679+0.0029654i,0.0017656+0.0021164i,0.0017331+0.0014535i,0.00080268+0.0011216i,0.00050206+0.00084341i,0.00072546+3.9948e-05i,0.00026935-0.00081479i,-0.00024006-0.00027958i,8.4045e-06+0.00055064i,0.00028846+0.00068025i,-0.00015396+0.00039634i,-0.00016468-0.0002735i,-4.5963e-07-0.0012419i,0.00022601-0.00091647i,-5.8608e-05+5.5679e-05i,-0.00044564-0.00059354i,-0.00021072-0.00042817i
0.0020464-0.0010912i,0.001593-0.0019451i,0.00151-8.169e-06i,0.00029145+0.0013861i,-0.0019911+0.00023094i,-0.0016085-0.0011525i,0.0001411-0.0003411i,0.00065068+0.00072476i,-3.2919e-05+0.0012589i,-0.0006849+0.0018012i,5.8742e-05+0.0016627i,0.00048693+0.00085i,4.9264e-07-0.00018515i,-0.00012881-0.00047219i,-0.00029867+1.2708e-05i,-4.8568e-05+0.00042761i,0.0003191+0.00021041i,0.0006473-0.00030838i,0.00098849-0.0011641i,0.00093918-0.0015358i,0.00086032-0.00028482i,0.0010111+0.0010789i,0.00072092+0.0011682i
0.0043059-0.00058052i,0.0011499-0.00069786i,0.00067652-0.0016939i,0.00030643-0.001926i,-0.00057647-0.00060723i,-0.0014426+0.00045654i,-0.001569+0.00042135i,-0.00087698+0.00047324i,-0.00029818+0.0004995i,-0.00017849-0.00037847i,0.00050713-0.00047604i,0.0012132-0.00014747i,0.00058836-0.00011528i,0.00010971-0.00049816i,-0.00033848-0.00037162i,-4.8869e-05-0.00038108i,0.00053164-0.00060709i,0.00026138-0.0001791i,-0.00010103+0.00013084i,-1.2012e-05-0.00038583i,0.00015372-0.00046446i,-0.00010692+7.1616e-05i,-0.0011727+3.9631e-05i
0.0030687+0.00061669i,0.0019609-0.00074302i,0.0012247-0.00061835i,0.00032934+0.00059612i,-0.0010544+0.0017385i,-0.0018257+0.0019266i,-0.0014068+0.001413i,0.00020856+0.001131i,0.0010422+0.00065542i,0.00040178-0.00016841i,-0.00041683-0.0007104i,-0.00055872-0.00034232i,-0.00051572-0.00016739i,-0.0011099-0.00027188i,-0.0013381+0.00028282i,-0.0013631+0.00094842i,-0.0013328+0.001466i,-0.00048946+0.001124i,-0.00018999-0.00023678i,-0.0009177-0.00067196i,-0.0016812-0.0002826i,-0.001218-0.00028077i,-0.00051367-0.00058235i
0.0029536+0.0017124i,0.0029852+0.00080911i,0.0017733+0.0012489i,-0.00061525+0.00034241i,-0.0010862-0.00051408i,0.0002839-0.00019374i,0.0016489-0.00032447i,0.0015502-0.00054046i,0.0011985-0.00041807i,0.0014506+6.0219e-05i,0.0013875+0.00031773i,0.00027706+0.00013403i,-0.00052565-0.00016769i,-0.00112-0.00027452i,-0.001329+0.00056484i,9.0451e-05+0.00069948i,0.00027239-0.00039964i,-0.00043237-0.00032584i,-0.00060946-5.3698e-06i,-0.00061499-0.00088936i,-0.00016008-0.0014806i,0.00044381-0.00061367i,0.00063374-0.00016213i
0.0026958+0.0015664i,0.00030686+0.00020928i,-0.00058601+0.00028925i,-0.0006948+0.00067399i,-0.0020269+0.0009094i,-0.0031926+0.00082241i,-0.001802+0.00084396i,-0.00039261+0.00051623i,-0.00023754+0.00059622i,0.00013228+0.0008334i,0.00088716+0.00020961i,0.00116-0.00014234i,0.00060397-0.00034614i,-0.00043133-0.0013773i,-0.00037498-0.002034i,-0.00021207-0.0016359i,0.00030652-0.00077112i,0.00048464-0.00013143i,-3.4029e-05+3.4894e-05i,0.00011465-0.00025272i,0.00015181-0.00042371i,3.6399e-05+0.00014419i,-3.3259e-05+0.00033611i
0.0020849+0.0052118i,0.0012183+0.0044904i,1.9993e-05+0.0034807i,-0.00015321+0.0021103i,-0.00031436+0.0014132i,-3.0374e-05+0.0018641i,0.00038221+0.0027895i,1.2358e-05+0.0022859i,-7.4185e-05+0.00093016i,0.00015734-0.00012499i,0.00040465-0.00099035i,0.00011927-0.00090532i,-0.00037546-0.001002i,-0.00037812-0.00084996i,-8.4194e-05-0.00011272i,0.00010897+9.6195e-05i,-0.0003919+0.00034597i,-0.00038952+0.00070455i,0.00058012+0.00060486i,0.00046442+0.00012982i,-0.00024105-0.00063035i,-0.00028612-0.00099426i,-0.00018791-0.00062518i
0.0012881+0.0016969i,0.00035278+0.00019888i,-0.00023652-1.5273e-05i,7.5256e-05-0.00046902i,0.00070729-0.0002293i,0.00035577+0.00060629i,0.001305+0.0001864i,0.0021839-0.00023936i,0.0010353+0.00032562i,6.6024e-06+0.00056211i,-0.00045611+0.00060451i,-0.0006014+0.00018497i,-0.0011888+0.00011315i,-0.0019962+0.00060453i,-0.002091+0.001282i,-0.0015442+0.0010116i,1.4931e-05+9.4947e-05i,0.0013176+0.00024995i,0.0012769+0.00020734i,0.00041589-0.00056375i,-0.00059277-0.00046265i,0.00011202-7.116e-05i,0.00088653+0.0003398i
-0.0019595+0.0032693i,-0.00094881+0.0028187i,-0.00038498+0.0028287i,-0.00062845+0.0021597i,-0.0023273+0.0015247i,-0.0025641+0.0010304i,-0.0015072-4.2382e-05i,-0.00067047-0.00093994i,-6.0021e-05-0.0010695i,0.00039743-0.00058058i,0.0011829+8.3965e-05i,0.0012872-8.5031e-05i,0.0008538-0.00042373i,0.00031484-0.00064762i,8.2273e-05-0.00078341i,0.00065161+0.00023326i,0.0012364+0.00091525i,0.00088492+0.00023524i,0.001025-0.00074976i,0.0008292-0.00068687i,-0.00012611-0.00016818i,-0.0001692+9.3569e-05i,0.0002522+0.001072i
0.00075464+0.0041192i,-0.00021236+0.0034885i,-2.0349e-05+0.0018959i,-0.0008751+0.0004235i,-0.0012104+0.00074471i,-0.00051703+0.0020462i,-0.00027298+0.0028057i,-0.00018112+0.0028167i,0.00012836+0.0015659i,0.00031395+0.00023291i,0.00029441+0.00043047i,-7.0109e-05+0.00069091i,-0.00066132+0.00040209i,-0.00064953+5.4696e-05i,-0.00017096+0.00027143i,0.00021172+0.0013832i,0.00059315+0.0011761i,0.0012432+0.00015759i,0.0008277-0.00023478i,-3.6008e-05-0.00065821i,0.00022097-0.00031902i,8.7763e-05+0.00097735i,-0.00065127+0.0012719i
-0.0023467+0.00095907i,-0.0015065+0.0020388i,-0.0017297+0.0022453i,-0.0021075+0.0016964i,-0.0019306+0.0020868i,-0.00049018+0.0026353i,0.0012099+0.0023359i,0.0023643+0.0014008i,0.002313+0.00058107i,0.00055629-0.00011905i,0.00016266+0.00044835i,0.00091638+0.0012435i,0.0010088+0.00050293i,0.00058412-0.000236i,0.00023478+0.00011155i,0.00044243+0.00015177i,0.00038191-0.00053616i,0.00027105-0.00073772i,0.00048877-0.00046569i,0.00011649-0.0004654i,-0.00041106-0.00047641i,-0.00045018-7.2371e-05i,-0.00024404-6.8894e-05i
-0.00021887-0.00067811i,-0.0020356-0.0024044i,-0.0018339-0.001615i,-0.0022159-0.0014301i,-0.0029674-0.0015522i,-0.0028224-0.00060164i,-0.0012998-0.00050253i,-0.00030887-0.00058444i,-0.00029205+0.00039564i,-2.553e-05+0.00083413i,-0.00021835+0.00039001i,0.00032234+5.8808e-05i,0.0010318-0.00081638i,-6.3684e-06-0.0012095i,-0.0013758-0.00050495i,-0.0011353+0.0005242i,0.00019141+0.00098804i,0.00085749+0.00050099i,0.001499-0.00012253i,0.0013561+1.1331e-07i,0.00010758+0.00028658i,-0.00018339+0.00039819i,3.5864e-05+9.3456e-05i
-0.0010249-0.00019939i,-0.0021033+0.0010413i,-0.0013765+0.00071214i,-0.0012734+9.4722e-05i,-0.0018975+3.8133e-05i,-0.0022112+0.001533i,-0.0024758+0.0028319i,-0.0014023+0.0023519i,0.00061857+0.0014413i,0.00045415-9.8062e-06i,-0.00055217-0.0011565i,-0.00028974-0.00071962i,0.00011755-0.00057751i,0.0001354-1.0972e-05i,-0.00073018+0.00091717i,-0.00049248+0.00098222i,0.00053206+0.00093837i,0.00085349+0.00049606i,0.0006747-0.00019376i,0.00010422-0.00031605i,-1.0938e-06-0.0003008i,-0.00019692-0.00014048i,-5.4651e-05-4.894e-05i
-0.00036478-0.0028993i,0.00034778-0.0024143i,9.1054e-05+7.9273e-05i,-0.0011001+0.00080249i,-0.0015426+0.00070917i,-0.00080268+0.0014819i,0.0012628+0.0016806i,0.0020713+0.00096731i,0.00069094+0.00096368i,-0.00056485+0.0017285i,-0.00061212+0.0017469i,8.1204e-05+0.00099412i,0.00044657+0.00037856i,-8.7844e-05+0.00021282i,-0.00071739-0.00013285i,-0.00015482-7.5045e-05i,0.00069517+0.00041664i,0.000185+0.0003413i,-0.00054688-0.0002333i,-0.00041764-2.6848e-05i,4.1252e-05+0.00036664i,0.00072115-5.2582e-05i,0.00048116-0.00024409i
-0.0020128-0.00042662i,-0.00079195-0.0013519i,-0.00095218-0.0012278i,-0.0012191-0.0010249i,-0.0012-0.00082539i,-0.0010156-0.0015814i,-0.00085338-0.0017316i,-0.00074995-0.001386i,-0.00059134-0.00078078i,4.3601e-05+1.5891e-05i,0.00066962-0.00014529i,0.00053425-0.00060205i,0.0003098-0.0010525i,-0.00028144-0.00059419i,-0.0012681-0.00010724i,-0.00044-0.00012927i,0.00065653+0.00040654i,0.00094083+0.0011431i,0.00087943+0.00080495i,8.3686e-05+0.0003068i,0.0002486+0.00034293i,0.00038579+0.00060729i,-0.00023607+0.00010499i
-0.00079249+0.0015755i,-0.0013801+0.0016022i,-0.00054452+0.0029735i,0.00020724+0.0029421i,-0.00072364+0.002102i,-0.002178+0.0014242i,-0.0027636+0.0016683i,-0.0025247+0.0024299i,-0.0013442+0.0023072i,0.00029388+0.0016435i,0.00034547+0.00079207i,-0.00027277-0.00039144i,-0.0012643-0.00034215i,-0.0015679+0.00043068i,-0.00025144+0.00090212i,0.00033313+0.00078692i,0.00064443+0.00018034i,0.0014648+0.00012536i,0.0012767+0.00065221i,0.00019852-0.00019021i,-0.0002611-0.0001472i,-0.00037067+7.191e-05i,0.00012756-0.00019507i
0.0010609+5.4145e-06i,0.0025936+0.0011303i,0.0031141+0.001968i,0.0018511+0.00091681i,0.00070173+0.00056774i,0.0014213+0.0019843i,0.002354+0.0027402i,0.0028773+0.002136i,0.0024603+0.00088359i,0.0012092+0.00079048i,-0.00016399+0.00063257i,-0.0005615+0.00068659i,-0.00068417+0.0011018i,-0.00080217+0.0005675i,-0.00035261-0.00057363i,-7.6935e-05-0.00081337i,-9.4649e-06+6.3997e-05i,0.00019872+0.00010776i,0.00025772-0.00057178i,0.00038186-0.00052085i,-8.8575e-05+0.00031779i,-0.00093009+0.0012065i,-0.00090606+0.0015357i
-0.00071878+0.00095237i,-0.00091252+0.00066252i,-0.0011342+0.0016241i,-0.0015784+0.0017711i,-0.0017279+0.00097132i,-0.00089668-0.00032072i,5.3451e-05-0.001411i,0.00041681-0.0015915i,0.00013523-0.0010312i,-0.00028354+3.2044e-05i,-0.00024917+0.0010623i,6.2075e-05+0.0013137i,0.00022223+0.0010736i,6.9005e-05+0.00048561i,0.00019226-0.00010551i,-3.5124e-05+0.00011908i,-0.00014076+0.00054003i,-0.00036229+0.00030147i,-0.00062523-6.38e-05i,-0.00065862-0.00026055i,-0.00018797-0.00033789i,-0.00013386-0.00046185i,-0.00020164-0.00037814i
0.0031213-0.0010573i,0.00041852-0.000892i,-0.0012598-1.5701e-05i,-0.0021603-0.0001897i,-0.0028679-0.00026324i,-0.0033744+0.00093906i,-0.0027148+0.0015382i,-0.0015707+0.0012524i,-0.001163+0.0011491i,-0.00072054+0.00040157i,-0.0006825-0.00035261i,-0.00093777-0.00051043i,-0.00044525-0.00059899i,-0.00020268-0.00082243i,-0.00042829-0.00065049i,-0.00051515+0.00018064i,-0.00048762+0.00026742i,-0.00080398-0.00022479i,-0.000633-0.00040215i,-0.00059286-4.4123e-05i,-0.00063491+0.00031097i,-0.00034749-8.0443e-06i,-0.0010546-8.6874e-05i
-0.00082113-0.0030058i,-0.0019385-0.0010139i,-0.0024565+0.00056293i,-0.0022063+0.00098878i,-0.0020753+0.0020107i,-0.0014366+0.0034339i,0.00037932+0.0037568i,0.0012107+0.0032293i,0.00069278+0.0021865i,0.00015798+0.0018171i,0.00025252+0.0017608i,0.00021728+0.00099872i,-0.00026993+7.3781e-05i,-0.00020606-0.00049508i,0.00038908-0.00077231i,0.00033862-0.00013562i,-0.00063494+0.00027855i,-0.00045718-0.0003713i,0.0006438+2.8517e-05i,-8.0592e-06+0.0006945i,-0.00085944+0.00015768i,-0.00046061-0.00015935i,-0.00074491+0.0002564i
-0.0030348+0.0011281i,-0.0023-0.00038504i,-0.0018367+0.0009117i,-0.00094537+0.00043232i,0.000139-0.00062237i,0.00016057-0.0010536i,0.00073928-0.0020513i,0.0014134-0.0022974i,0.0010138-0.0017255i,0.00046657-0.00072904i,0.00040125-0.00064034i,0.00041599-0.00076043i,8.5143e-05-0.00075438i,0.0001538-0.00014418i,-0.00015012+0.00026735i,-0.00082488-0.00010411i,-0.00035124-0.00029299i,0.00021017-0.00026562i,-2.8885e-05-0.00067601i,-0.00040919-0.00049416i,-0.00037218-1.866e-05i,-0.00060662-3.1377e-05i,-0.00025962-0.00057742i
