-0.0029945+0.0023888i,-0.0024902+0.0025946i,-0.00243+0.0018882i,-0.0020376+0.0015145i,-0.0010465+0.0012139i,-0.0002975+0.00056545i,-0.00072867+0.0011202i,-0.00023745+0.001491i,0.00089045+0.0010265i,0.0019204+0.00073519i,0.0017942+0.00081807i,0.00049792+0.00079585i,0.00011047+0.00082023i,-0.00027129+0.00045389i,-0.00034287+0.00050469i,0.00020577+0.0008251i,0.0007069+0.00045036i,0.00076266-0.00048639i,3.0185e-05-0.00079884i,-0.00023398-5.5796e-05i,-0.00025228-0.00016781i,-0.00040207-0.0002062i,-0.00014266-9.6008e-05i
-0.0016028-0.00052705i,-0.0012976-0.00020073i,-0.00046969+0.00069496i,-0.00029322+0.00019308i,-5.701e-05-0.0011298i,-0.00021038-0.0017355i,-0.00028763-0.0012804i,8.9521e-05-0.00061213i,-0.00022313+0.00014899i,6.5431e-05+0.00033492i,0.00089751+6.5068e-05i,0.00090784+0.00073613i,0.00043353+0.00062111i,0.00012176-0.00021191i,0.00045965+5.9115e-05i,0.00036509+0.00052089i,5.4613e-05+0.00026911i,0.0003551+0.00017046i,0.00058124+0.00011389i,7.8573e-05+0.00010817i,-0.00083972+0.00014449i,-0.00080419+0.00012359i,0.00037042+0.00044871i
0.001634-0.001787i,0.0012561-0.0013171i,0.00012399-0.0022777i,-0.00016777-0.0026073i,-0.00011803-0.0012768i,-7.6796e-05-7.869e-05i,0.00015064+6.8679e-05i,0.00047556-7.0321e-05i,0.00053355+0.00013585i,0.00050787+0.00048954i,0.00052328+0.00021357i,0.00051283-0.00047659i,-9.6786e-05-0.00060337i,-0.00060882-0.0004905i,0.00014975-0.0008463i,0.00077394-0.00078374i,0.0003298-0.00084381i,-0.00015355-0.00068345i,-0.0001883+4.6541e-05i,-4.6912e-05-3.6387e-05i,0.00021461-0.00020874i,3.8632e-05-0.0001269i,0.00036682-0.00042523i
0.00023747+0.0014431i,0.00014627+0.0014642i,0.00015899+0.0015808i,0.0010607+0.0010053i,0.00076201+0.00067583i,-0.00034511+0.00076039i,-0.00036835+0.00074718i,0.00037791+0.0012011i,0.00077877+0.0018466i,0.00051014+0.0012606i,0.00047059+0.00053096i,0.00059022+0.00081536i,0.00086693+0.0007406i,0.00070488-0.0003707i,0.00027893-0.00061226i,-0.00047964-0.00035324i,-0.0011565-0.00084666i,-0.00077602-0.00085197i,-0.0004285-0.00049595i,1.4717e-05-0.00088837i,0.00053837-0.00022711i,7.0701e-05+0.00025454i,0.00017559-0.00048217i
-0.00025988+0.0010109i,-0.00010504+0.0016049i,0.0010853-0.00044115i,0.00088733-0.0021371i,5.5792e-07-0.0019984i,-0.00032967-0.00029619i,-0.00055239+3.5693e-05i,-0.00045108-0.00030512i,9.2795e-05-2.6025e-05i,8.6817e-05-0.00012834i,0.00024558-0.00013724i,9.0824e-05-8.0531e-05i,-0.0005077-0.00032487i,-0.00044336+0.00018939i,-4.471e-05+0.000349i,0.00042658-0.00033556i,0.00026227-0.00061545i,0.0001689-0.00039328i,0.00060017+3.008e-05i,3.2401e-05+0.00023408i,-0.00072092+4.2632e-05i,-0.00054836+0.00038929i,-0.00043798+0.00054482i
-0.0024871-0.00029019i,-0.0017915-0.00013794i,0.00045717+4.8391e-06i,0.0015792-0.00065985i,0.00081032-0.0005802i,0.00014907-0.00034662i,0.00029206-0.0002864i,0.00016379+0.00015473i,-0.00021751+8.7435e-05i,-0.00034013+3.7763e-05i,0.00040668-2.0904e-05i,0.00055485-0.00097016i,0.00045731-0.00097824i,0.00066522-0.00013691i,0.00028653+9.3461e-05i,-0.00029869-4.1807e-05i,-0.00051643-0.00017239i,-0.00013728+0.00080032i,0.00016413+0.0015585i,0.0004378+0.00072383i,0.00078953-0.00019315i,0.00084627-0.00014806i,0.00054429-0.00028637i
0.0025505+0.0031823i,0.0029671+0.0018829i,0.0022369+0.00040131i,0.0025596-0.00079558i,0.0024456-0.00095185i,0.00065522-0.00022691i,-0.0010507-0.00039111i,-0.00083678-0.00057533i,0.00045593-0.00058332i,0.00086504-0.00023989i,0.00051991-0.00030452i,0.00074421-9.6249e-05i,0.00064899-9.2658e-05i,0.00042783-0.00039763i,0.00097392-0.00013758i,0.00089539-0.00030065i,0.0012239-0.00057185i,0.0015064-0.00011931i,0.00059915-0.00018318i,7.4759e-05-3.6829e-05i,0.00050543+1.7762e-06i,0.00047491+3.4276e-05i,0.0001152+0.00099587i
0.0011247-0.0007276i,0.00073963-0.00085114i,0.00034059-0.001238i,4.5499e-05-0.0012167i,1.556e-06-0.00081327i,-0.00052512+0.00025159i,-0.00012278+0.00040039i,1.5073e-05-0.00018556i,-0.00010795+8.6297e-06i,0.00021331+0.00079327i,0.00023666+0.00070493i,-0.00011651+0.00013533i,-0.0001747+0.00035189i,-8.6885e-05+0.00021157i,4.7868e-05-0.00022357i,-0.00023384-2.815e-05i,-0.00044434+0.000333i,3.7022e-05+0.00026369i,0.00046447+0.00012529i,0.00077144+0.0004984i,0.00039157+0.00031222i,-1.6971e-05+0.00011029i,0.00020461+0.00017873i
0.00028627-0.00059788i,0.00099995-0.0007086i,0.0024406-0.0018259i,0.0015351-0.0028148i,-2.158e-06-0.0021557i,-0.00048181-0.00065349i,-0.00044677-0.00065403i,-0.00025638-0.00026739i,-0.00049827+0.00049174i,-0.00018228-0.00045979i,0.00035426-0.0011753i,0.00023526-0.00064225i,0.00016637+4.9623e-05i,0.00038203+0.00015827i,0.00031779-0.00062705i,-6.4727e-05-0.0013345i,0.00021402-0.00066496i,0.00044044+0.00060956i,-0.00035373+0.00065047i,-0.00076126+7.5173e-05i,-0.00038477+4.1362e-05i,-6.7787e-05-7.8898e-05i,0.00041779+0.00023871i
0.0026683+0.0007733i,0.0030456+0.00024436i,0.0021253-0.0010732i,0.00069644-0.0014264i,0.00022837-0.0015844i,0.00051432-0.0010364i,0.00079455-0.00028061i,0.0012585+5.5315e-05i,0.0016423-2.0328e-05i,0.0012949+0.00040251i,0.00020192+0.0013139i,-0.00081936+0.0013402i,-0.00067176+0.00077123i,-0.00080363+2.1299e-05i,-0.00045257-0.00019493i,0.00021375-0.00052134i,-0.00016618-0.000384i,5.8567e-05+0.00028611i,0.00048314+0.00043557i,-4.3728e-05+0.00016515i,-0.00033303+0.00019915i,-7.3764e-05+8.3942e-05i,-0.00049474-0.00048618i
0.00035027+0.002057i,0.0012337+0.0030682i,0.0013995+0.0022722i,0.0011497+0.00062675i,0.0013616-0.00036908i,0.0020571-0.00035929i,0.00060979-6.3322e-05i,-0.00028527+0.00014645i,0.00017928+0.00072451i,0.00045354+0.00050626i,0.00097704+0.00023228i,0.0013482+0.00065749i,0.0015025+0.00034723i,0.0013127-4.5105e-05i,0.00059024+0.0001012i,-0.00015748+0.00017967i,-0.00024705+4.7066e-05i,0.0002128-0.00061074i,0.00089306-0.00096491i,0.00083188-0.00070241i,-0.00027996-1.7399e-05i,-0.00061873+0.00030016i,8.5748e-05+0.00059275i
0.00016672+0.00068101i,0.0005551+0.0013801i,0.00043176+0.0010435i,-0.00017348+0.00069846i,-0.0006779+4.6466e-05i,-0.0008167-0.00068165i,-0.0012145-0.00067342i,-0.00086568-0.00085225i,0.00039062-0.00019835i,0.00036598+0.00049792i,-0.00053946-0.00021489i,-0.00069487-0.001059i,-0.00065512-0.00091268i,-0.00044141-0.00079879i,-0.00028531-0.00049152i,-2.8859e-05-5.9491e-05i,0.00020638-0.00052873i,-4.5477e-05-8.0359e-05i,-0.0006579+0.00058332i,-0.00021894+0.00020484i,0.00077757+3.7407e-05i,0.00071167-3.9026e-05i,4.9983e-05-0.00033415i
-0.00064598-0.0028775i,-0.00052516-0.0033604i,-0.00052308-0.0028591i,-0.00014661-0.00040641i,-0.00078054+0.00085016i,-0.001517+0.00065235i,-0.00050354+0.00023447i,0.0010628+0.00048984i,0.0011749+0.00096232i,0.00057397+0.00074781i,-0.00021645+0.00098012i,-0.0002257+0.00056574i,0.00041506-0.00023222i,0.00060917-8.99e-05i,0.0001553+6.6545e-05i,-0.00032678-0.00056746i,-0.00038863-0.00075675i,-0.000761-0.00024902i,-0.00029028-0.00050285i,0.00042207-0.00046238i,0.0004716-7.0859e-05i,0.00034148-0.0001682i,-0.00064266-0.00057721i
0.00022709+0.002129i,0.00052918+0.002649i,0.00084146+0.0024587i,0.00096135+0.00034524i,0.0020008-0.00094072i,0.001555-0.00050177i,-5.8669e-05-0.00034115i,-0.00062821+4.794e-05i,0.00027997+0.00050454i,0.0012305+0.00031397i,0.00088344-0.00045374i,0.00053095-0.00096901i,0.00016947-0.0011603i,0.00017198-0.00071941i,0.00046255-0.00014372i,0.00012987+0.0003031i,-0.00013504+0.00065588i,5.4681e-06+0.00025738i,0.00020001+7.6952e-05i,0.00057158+0.00014631i,0.00025956+0.0003191i,-9.3802e-05+0.0010033i,-0.00012872+0.0016003i
-0.0014423-0.0026183i,-0.0013572-0.0031039i,-0.0010965-0.0021431i,-0.00064884-0.00044347i,-5.9674e-05+0.00030315i,0.00060611+0.00068254i,0.00054256+0.00097608i,5.4769e-05+0.0007309i,-0.00041384+0.00030404i,-0.00063278+0.00025712i,0.00030296-5.4622e-05i,0.001211+7.568e-05i,0.00034831+0.00089454i,-0.00057664+0.00062146i,6.8594e-05+0.00041544i,0.00042541+0.00013346i,0.0001538-0.00034381i,0.00026093-3.3386e-05i,-0.00016756+0.0003425i,-0.00072442+2.3215e-05i,-0.00031951-7.0779e-05i,-0.00029556-4.6989e-05i,-4.3457e-05-0.00091351i
-0.0025167+0.0019723i,-0.0026627+0.0023505i,-0.0010891+0.0035073i,0.0021283+0.0019054i,0.0037496-0.00028909i,0.0022541-0.0012264i,4.8058e-05-0.0012727i,-0.00042819-0.00064328i,-0.00020496+0.00025019i,0.00040821+0.00065424i,0.00036123+0.00042249i,0.00050733+6.2947e-06i,0.00077624-0.00049629i,0.00022955-0.00049357i,-0.00042598-0.00043948i,-0.00032017-0.00041434i,-0.00077101+0.00043415i,-0.0010962+0.00081128i,-0.00058128+0.00055543i,0.00075188+8.2211e-05i,0.0012673-0.00023512i,-7.3582e-05-0.00057578i,-0.00024604-0.00059394i
0.00058391+0.00091294i,0.00099063+0.0010365i,0.0014574+0.00082739i,0.0017419+0.00055762i,0.00075802-0.00038822i,-0.00086501-0.0004374i,-0.00081125+3.3769e-05i,-0.00030324+0.00012809i,2.5884e-05+0.00036997i,4.9978e-05+0.00092348i,0.00050351+0.00080507i,0.00043932+0.0003266i,1.283e-05-0.00012122i,5.9174e-05-0.00067385i,0.00014912-0.00085228i,-0.0001074-0.00065515i,-0.00076681-9.205e-05i,-0.00033919+0.00027046i,0.00074895-9.7681e-05i,0.00080965+5.2215e-05i,0.00010898+0.00030031i,-0.00034593+0.00015103i,-0.00026037+0.00017538i
0.00033081-8.5007e-05i,-5.0132e-05-0.00078362i,-0.00034249-0.0017235i,-0.00016472-0.00078921i,-0.00023623+0.00091994i,1.5792e-05+0.0010735i,-0.00037576-1.9477e-05i,-0.00037132-0.00049258i,0.00041612-0.00059477i,0.00027332-0.00025765i,6.8686e-05+0.00069778i,0.00064494+0.00071636i,0.00097807+7.1681e-05i,0.00056427-1.5168e-05i,0.00013413+0.00024464i,0.00025634-5.1043e-05i,0.00016766-0.00043804i,-0.00012945-0.00028461i,0.00028681-0.00026614i,0.00021987+0.00026646i,0.00048665+0.00022476i,0.0012016-0.00029493i,0.00079454-0.00048205i
0.00015295+0.0014379i,0.00046655+0.00041759i,0.00046819-0.0013208i,0.00041978-0.0022383i,3.3921e-05-0.0022763i,-0.00040262-0.001315i,0.00046115-0.00037345i,0.00071201-0.00018599i,0.00020204-0.00031768i,6.8778e-05-7.0253e-05i,4.2289e-05+0.00051207i,-0.00066044+0.00058727i,-0.00084266+0.00013373i,-0.0005459-0.00028306i,-0.00065864-2.2331e-05i,-0.0011694+0.00087935i,-0.0010131+0.0011731i,-0.00012999+0.0011159i,0.00017578+0.00076814i,-0.00047294+4.9087e-05i,-0.00062574+0.00014328i,-0.000729+0.00055084i,-0.00039771+3.3765e-05i
0.00098483+0.00034205i,0.0014512-0.00018305i,0.0010058-0.0010653i,0.00046755-0.0011298i,-5.3213e-05-0.00047665i,-0.00054544+9.2597e-05i,-0.00081474+0.00060418i,-0.0011225+0.00065175i,-0.00043271+0.00060145i,-0.00026918+2.7006e-05i,-0.00094332-0.00014648i,-0.00094968+0.00021346i,-0.00050679+0.00050344i,-0.00050322+0.00029458i,-0.0001863+4.5392e-05i,1.1569e-06+3.0299e-05i,-6.3747e-06+0.00069439i,8.0486e-05+0.00064303i,0.00020912-0.00028115i,0.00053073-0.00073011i,0.00038114-0.0003576i,0.00081932-0.00013165i,0.0012169-0.00043882i
0.0012255-0.00091285i,0.00010303-0.0013753i,-0.00066112+0.00010962i,-0.00029078+0.00078239i,4.9052e-05+0.0010897i,-0.00048773+0.0013512i,-0.00076441-0.00021335i,-0.0001913-0.00079345i,-0.00039523-0.00029984i,6.0822e-05+8.4616e-05i,0.00034976+0.00030449i,-0.00027859-1.0579e-06i,-0.00032173+0.00013896i,-5.5401e-05+0.00050113i,-0.00068964+0.00029702i,-0.0012144+0.00078724i,-0.00073687+0.0014535i,-0.00049408+0.0011298i,-0.0005595+0.00032515i,-0.00063499-0.00063027i,-0.00051259-0.00064324i,-0.0003134-6.7443e-05i,-5.9656e-05-2.7719e-05i
-0.0010219+0.00085115i,-0.0011088+0.00060892i,-0.0011632+0.0002429i,-0.00044275+0.00016977i,0.00028114+7.1462e-05i,0.0003252-0.00068009i,-5.6142e-05-0.00033141i,-0.00036041+0.00027848i,-0.00070706+0.00013596i,-0.00041065-0.00048526i,0.00017949-0.00061955i,0.00072515-0.00027293i,0.00063476+3.1599e-05i,-0.00055596-0.00035202i,-0.00099162-0.00048592i,-0.00077331+5.7259e-05i,0.00016703+0.00016378i,0.00090844+0.00020115i,0.00094065+8.3596e-05i,0.00084575+0.00019657i,0.00068879+7.2383e-05i,0.0010894+7.9684e-05i,0.00081083+0.00023122i
-0.0017937+0.001357i,-0.00070617+0.0010503i,0.0001555+0.0012417i,0.001064+0.0012724i,0.0015105+0.0010125i,0.0012534+0.00054833i,0.00086137+0.00057315i,3.7339e-05+0.00055597i,-0.00043505-0.00013402i,-1.9353e-05-0.00020632i,0.00023972-0.00057897i,-0.00026807-0.00094492i,-0.0012545-0.0003259i,-0.00090585-0.00017253i,-0.00032336-0.00038457i,-0.00018235+1.9647e-05i,0.00023355-0.00015683i,0.00029462-0.00050725i,0.00011751-0.00058614i,0.00018453-0.0010136i,-0.00012006-0.0011488i,-0.00055761-0.00061669i,-0.00062338-0.0001505i
-0.0036476-0.0029148i,-0.003832-0.0019425i,-0.0041814+0.0011929i,-0.0011931+0.0022027i,0.0010007+0.0016746i,0.0011962+0.0015468i,0.00052594+0.00098636i,-0.00070213+0.00061486i,-0.001114+0.00038127i,-0.00070596+0.00017464i,-0.0001312+0.00049872i,-0.00010761+0.00062744i,0.00059203-1.8643e-05i,0.00094467-0.00065613i,0.00072157-0.00013197i,0.00052516+0.0011399i,-0.00071716+0.00081041i,-0.00066321+0.00031228i,0.00023472+0.00037316i,-0.0003083-0.00053938i,-0.00037061-0.0013003i,0.00017264-0.0010455i,-0.00029959-0.00032702i
0.0019571-0.00014968i,0.0019954+4.1667e-05i,0.0015759-0.001247i,0.0010733-0.0029511i,0.00011023-0.002648i,6.4897e-06-0.00061734i,0.00024435-0.00021854i,0.00059948-0.00053812i,0.00060033-0.00053469i,0.00039595-0.00010846i,-7.5633e-05-0.00029733i,-5.9375e-05-0.00016507i,0.00018299-0.00019122i,-4.6725e-05-0.00055574i,0.00055954-0.00049022i,0.001289-0.00054525i,0.00061691-4.3019e-05i,0.00022733+0.00071542i,-5.3158e-05+0.00052516i,0.00025441-0.00055055i,0.00036873-0.0012065i,5.4635e-05-0.00082124i,0.00049592-3.8398e-05i
0.00060348-0.0032268i,0.00014605-0.0031112i,8.1347e-05-0.0025098i,-0.00044661-0.0016508i,-0.00077617-0.0001929i,-0.00028688+0.0020168i,-0.00026112+0.0019828i,-0.00045898+0.00046141i,-0.00055069-0.00025698i,-0.00031777+0.00017284i,-0.00015442+0.0010396i,-4.2592e-06+0.00094307i,0.00087196+0.00060652i,0.00047191+0.00042838i,0.0001508-6.0134e-05i,0.00070968-4.5409e-05i,-0.00028752-0.00024199i,-0.0012444-0.00084951i,-0.00061603-0.00072895i,-0.000122-0.00065323i,-0.00030722-0.001365i,-0.00021372-0.0011877i,0.00076363-0.00050939i
0.0020164-0.0017002i,0.0018977-0.0016821i,0.0025423-0.0021638i,0.0022326-0.0025534i,0.0013552-0.0014306i,0.00048118+0.000537i,8.3773e-05+0.0010308i,-0.00040461+0.00017767i,-0.00019021-8.9432e-05i,0.00018119+0.00020315i,8.3173e-05+0.0001903i,0.00074434+0.00039109i,0.00078142+0.00048536i,0.0003726+0.00058128i,0.00043746+0.00024918i,3.8762e-05-0.00029768i,-0.00018546-0.00051264i,0.00020083-0.00045453i,0.00059134-0.00046607i,3.8346e-05-0.00050644i,-8.4968e-07-0.00061005i,0.00082067-0.00033498i,0.00080476+5.926e-05i
-8.5339e-05+0.00041427i,0.00016058-0.00010567i,0.00078633+0.00011132i,0.0016645+0.00022086i,0.00097892-0.00054779i,6.7646e-05-0.00076401i,-6.5421e-05+5.1884e-05i,4.5099e-06+0.00088823i,0.00021405+0.00093834i,-0.00039752+0.00047801i,-0.00042394-4.7901e-05i,-4.6875e-05-0.00047572i,0.0004964-0.00052079i,0.00042184-0.0010556i,-0.00016689-0.0012967i,-0.00030082-0.00083279i,-0.00023828-0.00064323i,0.00033794-0.0010302i,0.00041918-0.0007604i,6.421e-05-0.00036544i,0.00031072-0.00034108i,-2.3316e-05-0.00026014i,-0.00053745-0.00047092i
0.0026084+7.6788e-05i,0.0023294-0.00047668i,0.00048603-0.0011186i,-0.00033287-0.0013636i,0.00036221-0.00073349i,0.00056467+0.0002364i,0.00042008+0.00017179i,0.00034033+0.00017981i,0.00012993+0.00032404i,0.00046792-0.00043359i,0.00062475+3.4924e-05i,0.000124+0.0010009i,-0.00027415+0.00089609i,-2.1807e-05+0.00048378i,0.00022903-0.00016587i,4.5831e-05-0.00036025i,-7.8459e-05+9.5947e-05i,-0.00038928+0.00034263i,-0.0011935-0.00012266i,-0.00095578-0.00045465i,-0.00030643-0.0005579i,-0.00015386-0.00040273i,-0.0003517-0.00012219i
0.00068841-0.00032671i,0.0010638-0.0013278i,0.0013863-0.0010728i,0.00095165-0.0014449i,5.1466e-05-0.0020029i,-0.0013713-0.001456i,-0.001089-0.00088489i,-0.00022346-0.0003579i,-0.00031887-7.0574e-05i,-0.00046284-0.00016693i,-0.00040189-0.00023467i,-0.00032199-0.00077026i,4.4928e-05-0.0008357i,0.00037901-0.0006143i,0.00013814-0.0012355i,-0.00042227-0.0011042i,-0.00024357-0.00050614i,-2.5009e-06-0.00032852i,5.9462e-06+0.00024393i,-0.00018487+0.00087594i,-0.00027923+0.0012163i,6.748e-05+0.0014353i,-0.00016567+0.00074665i
7.4444e-05+0.0025572i,0.0013422+0.0017477i,0.0023588+0.00058869i,0.0020382-0.00056838i,0.00092003-0.001548i,-0.00015135-0.0013885i,-0.00011531-0.00049522i,0.00070946+0.00027602i,0.00090945+0.00047119i,0.00035053+1.6905e-05i,-0.00028094-0.0001607i,-0.00079365+0.00029746i,-0.00068278+0.00081054i,-0.00087031+0.00053955i,-0.0013285+8.0657e-05i,-0.0012229-0.00028133i,-0.00062367-0.00051708i,5.4395e-05+0.0004255i,-0.0001245+0.00050657i,-0.00052581-0.00024658i,-0.00030264-0.00032723i,6.8704e-05+3.8676e-05i,-0.00015075+0.00028202i
0.00061813+0.0012115i,0.001443+0.0011552i,0.0017965+0.00059757i,0.0015207-0.00032941i,0.0011042-0.00036187i,0.00012162-0.00047872i,-0.00054571-0.00093503i,0.00026631-0.00096177i,0.0012124-0.00017648i,0.00090268+0.00027676i,0.00063015-0.0002571i,0.0011403-0.00018761i,0.00023163+0.00029743i,-0.00052573+0.00066655i,-0.000377+0.00022324i,-0.00016424-0.00042145i,-0.00043903-0.00062766i,-0.0004334-0.00069114i,0.00027724-0.0008647i,0.00021814-0.0011158i,-0.00014726-0.00080394i,-0.00052286+0.00033569i,-0.00078905+0.00054279i
-0.00056322-0.00011659i,0.00059619-0.00039882i,0.00092076-0.00047426i,0.00014734-0.00055811i,-0.00019463-0.00089038i,0.00011141-0.00053699i,-0.00042215-6.9187e-05i,-0.00064765+0.00046573i,-0.00022085+0.00064627i,1.6196e-05-0.00029187i,0.00021415-0.00075943i,-0.00021309-0.00069753i,-0.00055357-0.00026272i,-0.00032277+0.000404i,7.0021e-05+0.00019544i,-0.00017609-0.00037099i,-0.00064269-0.00070954i,-0.00016364-0.00075404i,0.00046254-0.00056038i,0.00089036-0.00043294i,0.00059835-0.00065749i,-0.00020295-0.0008825i,-0.00014201-0.00074556i
0.0025255-0.00089046i,0.0030608-0.00040366i,0.0029968-0.0012549i,0.0020497-0.0018477i,-0.00015644-0.0011772i,-0.0012167-6.8814e-05i,-0.00046355+0.000699i,-0.00035737+0.001096i,-0.00055696+0.001002i,-0.00056418+0.00038625i,-0.00074184-0.00047098i,-0.00062864-0.00096418i,-0.0004456-0.00040423i,-0.00056704-0.00044002i,-0.00052996-0.00092246i,-0.00041522-0.00091576i,0.00026661-0.00034559i,0.00097745-0.00011085i,0.00071052+2.3155e-05i,0.00047078-0.00019472i,0.00091424-0.00092989i,0.00056661-0.00082033i,-4.3263e-05-0.00059252i
-0.0024418-0.00064799i,-0.0024184-0.00088175i,-0.0015202-0.0010596i,-0.00032398-3.0747e-05i,0.0006368+0.00078329i,0.0013562+0.00086774i,0.0013725+0.0012989i,0.00044778+0.0019042i,-0.00062952+0.0012394i,-0.00069145+0.00024136i,0.00012507-0.00012201i,0.00013334-0.00047251i,2.9795e-05-0.00075304i,0.00043553-0.00090467i,0.00047763-0.00067904i,-0.00046524-0.0003171i,-0.00096838-0.00013934i,-0.00015572-0.00017804i,-0.00016995-0.00056191i,-0.00072913-0.00072281i,0.00013382-0.00033858i,0.0011959-0.00041407i,0.00046652-0.00041036i
-0.001538-0.0017852i,-0.0016609-0.0026553i,-0.0012996-0.0023021i,-0.0011652-0.0012904i,-0.00070766-0.00043407i,-0.00070247-0.00023942i,-0.0004704-0.00054514i,-8.2272e-05+7.1393e-05i,0.00059475+0.00082389i,0.00073215+0.00066898i,-0.00030636-9.7827e-05i,-0.0011265-0.00017608i,-0.00063775-0.00079356i,0.00012945-0.0010349i,-0.0001053-0.00080567i,-0.00085523-0.00047035i,-0.0010191-0.00021532i,-0.00056168+0.00036888i,-0.00069978+6.1403e-05i,-0.00077362-3.3762e-05i,-0.00022577+0.00032519i,0.00023881-6.7638e-05i,-0.00013499+0.00034335i
0.0010317-9.5955e-05i,0.0012969+0.00066169i,0.0012336+0.0013251i,0.00099506+0.00056362i,0.00091499-9.5765e-05i,-0.00049269-0.00029408i,-0.0015472-0.00066511i,-0.00067992-0.00070043i,0.00040442-0.00011621i,9.6554e-05-6.3005e-06i,-0.00022561-0.00035497i,0.00013732+0.00021509i,0.00034674+0.00068331i,0.00018684+9.8254e-05i,0.00025957-8.6933e-05i,-0.00012367+0.0004707i,-0.00026121+0.00046033i,-0.00014061+0.00016722i,-0.0008164+0.00045139i,-0.0009489+0.00011915i,-0.00030183-0.00077054i,8.6894e-06-8.0405e-05i,-7.9737e-05+0.0010725i
-0.0002535+0.0005242i,4.4282e-05+0.00010907i,0.00075768-0.00042058i,0.00094185-0.0001059i,0.00046632+5.0812e-06i,0.00046689-0.00030678i,0.00038129-0.0010879i,-1.3315e-05-0.00061463i,-0.00046586+0.00039038i,-0.00050013+7.6251e-05i,-0.00049526-0.00058843i,-0.00043757-0.00061624i,0.00016388-0.00032162i,0.00017104-0.00035748i,-0.0007052-1.1669e-05i,-0.00084097+0.00021583i,0.00013323-0.00049687i,0.00053521-0.00038241i,0.0001589-0.00048998i,-0.00025202-0.00085821i,-5.4824e-06-0.00029277i,0.00060424+0.00012546i,-1.5322e-05+0.0001321i
-0.0016585+0.00076964i,-0.0011946+0.0002379i,-0.00055077-7.1498e-05i,0.00022464-0.00034852i,0.00050086-0.00044927i,5.4343e-05-0.00028179i,-0.00022569+0.00027605i,-0.00049888+0.00016556i,2.9281e-05-0.00047009i,0.00042461+4.9603e-05i,-0.0007771+0.00055502i,-0.00083942-0.00022009i,0.0005663-0.00057749i,0.0010444-0.00031357i,0.00061582-0.00038648i,-0.00022619-0.00093656i,-0.0013782-0.0012344i,-0.001946-0.0010575i,-0.00076537-0.0010587i,0.00121-0.0013094i,0.0016585-0.0006816i,0.0010127+0.0001542i,1.9826e-05-0.00026725i
0.0013426+0.002178i,0.0016073+0.0030327i,0.0013375+0.0034772i,0.0019382+0.0014066i,0.0018219-0.00051875i,0.0003735-0.00037762i,-0.0007272+2.4855e-05i,-0.00065322-0.00018901i,-0.00010058-0.00028445i,0.00070199-0.00030797i,0.00032742-0.00027072i,-0.00068113-0.00054875i,-0.00085197-0.00039289i,-0.0008136-0.00033907i,-0.00082857-0.00023245i,-0.00056999+2.2296e-05i,-0.00031548-0.00034059i,-0.00019875-0.00037532i,-0.00058458-0.00018006i,-0.00067342-0.00022278i,-0.00019108-0.00011032i,0.00050677-0.0008914i,0.00016398-0.0014145i
0.00016898+0.0011074i,0.001093+0.00035742i,0.002234+3.3737e-05i,0.001804-0.00077014i,0.0014991-0.0016178i,0.0012085-0.0010893i,0.0004337+0.00025507i,-9.7952e-05+0.00054626i,0.00044909+0.00024879i,0.0011351+0.0003215i,0.00098706+0.0004635i,0.00052934+0.00024452i,-0.00042844-4.6146e-05i,-0.0013065-6.5123e-05i,-0.00093682-0.0002842i,-0.00020439+4.5667e-05i,-0.00012827+0.00034076i,0.00036065-0.00010473i,3.9263e-05+7.8221e-05i,-0.0004249+0.00013424i,6.8651e-05+0.00013078i,0.00074841+0.00070416i,0.00067472+0.00041642i
-0.0012718-0.0011303i,-0.0022681-0.0011426i,-0.0015565-0.00084829i,-0.00038099-0.0011832i,8.3419e-05-0.0011752i,-0.00051077+0.0001943i,-0.0010272+0.00041633i,-0.00074342-0.0001347i,-0.00047131-8.616e-05i,-0.00077791-0.00045783i,-0.0007979-0.00049001i,-0.00018365+5.9033e-05i,0.00012026-0.00031723i,9.6825e-05-0.00083117i,0.00029396-0.00047078i,5.0787e-05-7.6897e-05i,0.00027069+6.1952e-05i,0.00010055+0.00038024i,-0.0005555+0.00092347i,-0.0005826+0.001006i,-0.00012835+0.00032915i,0.000353-0.00016955i,0.00013483-3.0934e-05i
0.0012171+0.00040021i,0.0011843-0.00073417i,0.0011242-0.0011324i,0.0016692-0.0008821i,0.0010659-0.00038544i,-7.0141e-05-0.00034888i,-0.0003097-0.00029937i,-0.00032559-0.00028701i,0.00032409-0.00020088i,0.00083429-0.00023025i,0.0002274+0.00031238i,-9.8518e-05+0.00035949i,-9.9653e-05-5.3242e-05i,0.00015993-0.00069932i,0.0002042-0.00068683i,-0.00020721+4.9369e-05i,0.00035349+2.6723e-05i,0.00074681+9.3319e-05i,6.551e-06+0.00041516i,-0.0004029+0.0003382i,-0.00064791-0.00049188i,-0.00033132-0.0010979i,0.00042428-0.00035031i
