2.9111e-05+0.0002466i,0.00052205-0.0013061i,-0.00052752-0.0026037i,-0.0021089-0.0023091i,-0.0024357-0.0014669i,-0.0023657-8.4701e-05i,-0.0017798+0.0008582i,-0.0004431+0.0002806i,0.0006043-0.00041199i,0.00042332-0.0009928i,-0.00036706-0.0012972i,-0.00055489-0.00072428i,-0.0006214+0.00015207i,-0.0011236+0.00059988i,-0.0011562+0.0011257i,-0.0010435+0.00089418i,-0.00094534-0.00010671i,9.2551e-06-0.00059147i,0.00083365-0.00042411i,0.00030232+5.1687e-05i,0.00028816+0.00041175i,0.0002981+6.291e-05i,-0.0010112-0.00030627i
-0.00085218-6.3749e-05i,-0.00065249+0.00022443i,-0.00055247+0.00050259i,-0.00016098+0.00045984i,0.00097518-0.0003567i,0.0011995-0.0013283i,-0.00020154-0.0013898i,-0.00039133-0.00033857i,0.00017581+0.00028802i,0.00045314-0.00033673i,-5.8681e-05-1.3464e-05i,-0.0014321+0.00049129i,-0.0015749+0.00030908i,-0.0010314+0.00055546i,5.1607e-05+0.00067801i,0.00085013+0.0003832i,0.00063139+0.00074811i,0.00040659+0.00062887i,0.00016746+0.00079603i,0.00013691+0.0010294i,0.00038948+0.00032797i,4.1165e-05+3.6951e-05i,0.00013702+5.4289e-07i
8.9317e-06+0.00070255i,0.00065516-0.00024931i,0.0018354-0.0012149i,0.001202-0.00065095i,-7.6031e-05-5.3392e-05i,-0.00088133-0.00034777i,-0.00091716+0.00019582i,0.00017515+0.00083659i,0.00065326-2.3062e-05i,-0.0001193-0.00067853i,-0.00097423-0.0005114i,-0.00064887-0.00022567i,-0.00030897-0.00030658i,-0.00077765-0.00028195i,-0.0014922+0.00015433i,-0.00059551+9.2122e-05i,0.00046877-0.0004603i,0.00021775-0.00051228i,0.0001113-2.5954e-05i,-6.397e-05-0.00029656i,-0.00037789-0.00061668i,0.0003335-0.00067674i,0.0006239-0.00053137i
-0.0018775-0.0020722i,-0.0017312-0.0020341i,-0.0018734-0.0012917i,-0.0019684-0.00095934i,-0.0011767-0.00024579i,-0.0010966+0.00035232i,-0.00045072+8.635e-05i,0.00016516-0.00023709i,7.3751e-05-0.00065365i,-0.00035033-0.001082i,-0.00017157-0.0014768i,-0.00032743-0.0012153i,-0.0012443-0.00017472i,-0.00084784+0.00026452i,-0.00031952+0.00063037i,-0.00021049+0.00071078i,-2.6718e-05+0.00015204i,-0.0007324+0.00045188i,-0.00084979+0.00054413i,0.00035307+0.00034724i,0.0006971-5.8521e-05i,0.00046443+1.9992e-05i,0.00088865-3.2813e-05i
-0.0017033-0.0016249i,-0.0026123-0.00078603i,-0.0032751-0.00071139i,-0.0024748-0.0001836i,-0.00069193+0.00046848i,-0.00045699-0.00018173i,-0.0011376-0.00063276i,-0.00045387-0.00099338i,4.7758e-05-0.00068615i,-0.00019758-0.00050773i,-0.00040788-0.00051457i,-0.00079081-0.00021595i,-0.00072192-0.00017393i,-0.00071368+0.00060804i,-0.00065145+0.0008543i,-0.00045089+0.00022671i,-0.00032228+6.012e-05i,-0.00043776-0.00026258i,-0.00101-0.00045023i,-0.00083368-0.00051694i,0.00022047-0.00066968i,0.0011117-0.0008284i,0.0010862-0.00087111i
0.0010233+0.00062225i,0.00049498-0.00069841i,0.00070361-0.0013245i,-0.00038414-0.0015704i,-0.0017656-0.0018698i,-0.0019105-0.00082476i,-0.0017955+1.7169e-05i,-0.0011448-0.00020076i,-0.00040201-8.8057e-06i,0.00044346+0.00010044i,7.3288e-05+0.00039239i,-0.001399+0.00094124i,-0.0017078+0.001486i,-0.0013573+0.0013663i,-0.001045+0.00015251i,-0.00042761-0.00032364i,0.00033281+0.00011585i,0.00044449+0.00069259i,0.00027363+0.001336i,0.000108+0.0011386i,0.00029528+0.00057451i,0.00047054+5.381e-05i,-0.00011143-0.00028829i
-0.0001872-0.0011814i,-0.00045714-0.0029485i,-0.00055332-0.0028851i,-0.0004661-0.0017051i,-0.00012479-0.0009258i,-0.0010722-0.00035091i,-0.0011068+0.00026629i,-0.00054413+0.00067334i,-0.00035944+0.00083024i,-0.00083166+1.5631e-05i,-0.0017254-0.00103i,-0.0017168-0.00078413i,-0.0015164-0.00032071i,-0.00065516-0.00023329i,-0.00065102+0.00014754i,-0.0012379+6.1979e-05i,-0.00073925-0.00035181i,-0.00021033-0.00016634i,1.9908e-05-0.00055461i,-2.1454e-05-0.00052506i,-0.00012894-0.00070443i,0.00025761-0.00073225i,-0.00021959-6.3831e-05i
-0.0012683+0.00062193i,-0.00020947+0.00026663i,-0.00019827-0.00060235i,-0.00074822-0.00098819i,-0.0010499-0.00045179i,-0.0013565+0.00035996i,-0.0015091+0.00073094i,-0.00098129+0.00050305i,-0.00015609-0.00010375i,9.8385e-05-0.00045452i,0.00012555-0.00052186i,-0.00039216-0.00016018i,-0.0010321-0.00012937i,-0.0012288-0.00048962i,-0.00076139-0.00076136i,-0.00019133-0.0012545i,0.00019058-0.00071936i,0.00055212-0.00028076i,-2.9485e-05-0.00044621i,0.00011653-0.00063582i,0.00085247-0.00057158i,0.00091578-0.00027791i,0.0007984-5.7841e-05i
-0.0010913-0.0023836i,-0.0012819-0.0020562i,-0.0017678-0.00037233i,-0.0017469+0.00032011i,-0.00092935-0.00027706i,-0.0011355-0.0010812i,-0.00037769-0.0010806i,0.00057567-4.9188e-05i,-0.00031257+0.00029347i,-0.00060906-0.00024757i,-0.00034051-0.00027591i,-0.00050384+0.00025101i,0.00020853+0.00099557i,0.00039216+0.0010258i,0.00038908+0.00041645i,0.00046445+0.00087464i,1.4674e-05+0.0010525i,0.00017572+0.00052484i,0.00037965+0.00027035i,7.3089e-05+0.00031343i,9.0267e-05-0.00017697i,0.00042524-0.00061671i,0.00013966-0.00064975i
-0.0037131-0.00060848i,-0.0033204-0.00076136i,-0.0032109-0.00014954i,-0.0011335+0.0008969i,0.00060319+0.00081694i,0.00034327-0.00038185i,-0.00039492-0.0012521i,-0.00078156-0.0015663i,-0.00060241-0.0010266i,-0.00056039-0.00013259i,-0.00026197+0.0004284i,0.00088936+0.00022231i,0.0013933-6.8631e-05i,0.0011842-0.00038639i,0.00076258-0.00064146i,3.1289e-05-0.00030925i,0.00018298-0.00044461i,3.3497e-05-0.00036347i,-0.00038556+0.00060027i,-0.00051672+0.00082795i,-0.0003538+0.00038511i,0.0002102+0.00020456i,0.00079512+0.00071127i
-0.00084881-0.0013976i,-0.00061912-0.001767i,-0.00050992-0.00088811i,-0.00079917-0.0012592i,-0.00096369-0.0015683i,-0.0013337-0.00088012i,-0.0015688-0.00061553i,-0.0010365-0.00031629i,-0.00023098-9.8695e-05i,6.7797e-05-0.00045041i,-4.6936e-05-0.00020857i,0.00012971+0.00050085i,-4.6839e-05+0.0010106i,-0.0010822+0.00095671i,-0.001289-0.00018393i,-4.0031e-05-9.1373e-05i,-0.0001157+0.00066439i,-0.00082826+0.00069749i,-0.00086118+0.00063139i,-0.00027501+0.0005198i,0.00030811+0.00037027i,0.00013452+0.00010785i,-0.00019106-0.00037649i
0.00086491-0.00075736i,1.2378e-05-0.0017751i,-0.00083158-0.0015619i,-0.0012091-0.00089646i,-0.00068034-0.00072403i,-0.00092109-0.0010006i,-0.0011409-0.0011323i,-0.00046614-0.0014415i,0.00016727-0.0013062i,2.0199e-05-0.00062556i,-0.00047759+0.00020156i,-0.00025736+0.0010384i,-0.00063393+0.0016233i,-0.0010626+0.0017081i,-0.0001669+0.00087962i,0.00051004-0.00017741i,-0.00026693-0.00019131i,-0.00047271-0.00049848i,-0.00055908-0.00063752i,-0.0008267-0.00019093i,-0.00045019-0.0002271i,-0.00011917-0.00065271i,-0.00029814-0.00077056i
-0.001879-0.002826i,-0.0016843-0.0025975i,-0.001875-0.0020008i,-0.0018014-0.0010648i,-0.0012856-0.00060259i,-0.00064617-0.0003961i,-0.00022164-8.772e-05i,0.00042722-7.016e-05i,0.00045027-0.00061791i,0.00065402-0.00065559i,0.00049487+6.1708e-05i,-1.862e-05-0.00025211i,0.00027728-0.00027044i,0.00059368-0.0002656i,0.00036971+0.00013987i,0.00048441+0.0010177i,0.00028615+0.00018753i,-0.00034924-0.00035794i,-0.00042386+0.00031034i,-0.00029159+0.00085943i,-0.00072601+0.0014961i,-0.001344+0.0010602i,-0.001037+8.1551e-05i
-0.0022885-0.0018826i,-0.0025063-0.0010847i,-0.0030273-0.00068574i,-0.002787-0.00016134i,-0.0018469-4.5653e-05i,-0.0017483-0.00020332i,-0.0013073-0.0003486i,0.00030951-0.00031217i,0.00049223+0.00030387i,-4.5637e-05+0.00059293i,4.2647e-05+0.0001218i,0.00012702-0.00050189i,-0.00022175-0.00059916i,-8.5356e-05-0.00062875i,0.00024079-0.0010809i,-0.00011576-0.00089253i,-0.00035423+3.4647e-05i,-0.00045577+0.00012743i,-0.00053422-0.00067686i,-0.00030468-0.00077964i,-0.00035406+0.00020869i,-0.00058569+0.00078643i,-0.00033033+0.00068922i
-0.0016341-0.0016867i,-0.0017635-0.0019722i,-0.0012033-0.00014125i,-0.00081801+0.00021542i,-0.00050398-0.00045094i,-0.0010887-0.0010959i,-0.0021573-0.00090279i,-0.0019774-0.00027669i,-0.0006688-0.00034281i,-2.785e-05-0.00029719i,-0.00057466-0.00033187i,-0.00071435-0.00069291i,-0.00012919-0.00034807i,0.00010265-6.1731e-05i,0.00064324+0.00068714i,0.00079322+0.0010841i,0.00027927+0.0010462i,-0.00029973+0.00097615i,-0.00059538+0.00053229i,-0.00032083+0.00069151i,-0.00045391+0.00048215i,-0.00077615-0.00010862i,-0.00035694-0.00066203i
-0.0014876-0.002801i,-0.0014192-0.0033382i,-0.0019132-0.0025948i,-0.001355-0.0012169i,0.00017711+0.00017638i,0.0001476+0.0011362i,-9.1997e-05+0.00094627i,0.00042951+7.1062e-05i,0.00037111-0.00079307i,-0.00038461-0.00061572i,-0.00032765-7.3681e-05i,-0.00021204-0.00049771i,-0.0002026-0.00025934i,-0.00017623+0.00044424i,-0.00027123-0.00012773i,2.0211e-05-0.00057987i,0.00023275+6.1624e-06i,0.00026102+0.00020277i,-7.0937e-05-7.0489e-05i,-0.00058723-0.00018429i,-0.00063118+0.00011857i,-0.0004527+0.00021006i,-0.00015877-5.108e-05i
7.9357e-05-0.0017099i,-0.0011348-0.0016498i,-0.0014453-0.0017076i,-0.0013226-0.0014216i,-0.001509-0.00046614i,-0.0021285+0.00038406i,-0.00097857+0.00094416i,0.00017074+0.0010405i,2.2194e-05+0.00054175i,-0.0010419+0.00013565i,-0.0015142+3.3931e-05i,-0.00077452+0.00040251i,-0.00092417+0.0011107i,-0.0013362+0.00089658i,-0.00091582+0.00083747i,-0.00045601+0.00044425i,-0.00026798+0.00021725i,0.00013551+0.00046915i,0.0002402-0.00027767i,0.00028166-0.00035258i,0.00026339+0.0004087i,0.00044778+0.00041693i,0.00032087+0.00036618i
-0.00061487+0.00022467i,-4.6699e-05-0.00079836i,0.00029257-0.0013948i,-0.0010699-0.0012183i,-0.0016527-0.0011092i,-0.0011288-0.0016538i,-0.00031577-0.0013767i,-0.00052279-0.0009175i,-0.00025659-0.00094658i,0.00024444-0.00035787i,-4.9622e-06-0.00016587i,-0.0003415-0.00025719i,-0.00097933-0.00049203i,-0.0006644-0.00060225i,9.3589e-05+6.2417e-05i,4.8461e-05+0.00048829i,-0.00027063+0.00053351i,-0.00028019+0.00080725i,-0.00031637+0.00054381i,0.000152+0.00042904i,0.00015861+3.3656e-05i,-0.00030378-0.00063628i,-6.4662e-05-0.00027496i
-0.0020347-0.0015353i,-0.0027717-0.001339i,-0.0035377-0.0014728i,-0.0020056-0.00028829i,-0.00033908+0.00092504i,-0.00060312+0.00046287i,-0.0015797-0.00021824i,-0.0010344-0.00077442i,-0.00010083-0.00097682i,-0.00058866-0.00036324i,0.00016281-0.00033444i,-1.0218e-05-0.00034626i,-0.00057987-0.00023549i,-0.00058918-0.00017947i,-0.00057773-5.2056e-05i,-0.00018333+9.0967e-05i,-0.00051395+0.00032618i,-0.00062434+1.5861e-05i,-0.00046455+0.00021494i,-0.00049884+0.00027765i,-9.772e-05-0.00052167i,0.00025184-0.001071i,0.00020868-0.00065782i
-0.001681+0.00030367i,-0.0015786-0.0006974i,-0.001219-0.0008084i,-0.0010463-0.00023532i,-0.00098847+7.0306e-05i,-0.00037949+0.00029435i,-0.00060025+0.00049i,-0.0012548+0.00044949i,-0.0015111-0.0001648i,-0.00050942+0.00032102i,0.00037013+0.00056682i,0.00084393+0.00068092i,0.00017169+0.00064138i,-7.4227e-05+6.2368e-05i,4.5947e-05-0.00030527i,0.00020863-0.00039796i,0.00060064+6.9906e-06i,0.0006663+0.00044685i,0.00022484+0.00055449i,-0.00032428+0.0006109i,-0.00010072+0.00046684i,-0.00025643+0.00012146i,-0.0002983-0.00021846i
-0.001832-0.0020254i,-0.0025511-0.0020987i,-0.0010735-0.0021103i,-0.00093636-0.0015366i,-0.00025014-0.0012051i,-0.00058672-0.00042734i,-0.00091439-5.5698e-05i,0.00080377-0.00014061i,0.00098722-0.00037015i,0.00062861-0.00092712i,0.00042818-0.00077116i,2.7795e-05+0.00011203i,-6.0234e-05+0.00040737i,0.0001545+0.00035572i,-6.0253e-05+0.00056389i,-0.00054615+0.00017248i,-0.0001631-0.00051126i,0.00031649-3.1458e-05i,0.00012695+0.00035093i,0.00012298+0.00016057i,0.00044591-0.00030953i,0.00057945-0.00084196i,0.0004846-0.0010802i
-0.0011696-0.0032303i,-0.0010981-0.0035252i,-0.0011268-0.0024793i,-0.001063-0.0011003i,-0.00092218+0.00032807i,-0.0019157+0.0010442i,-0.0020617+0.0005147i,-0.00040896+0.00013654i,0.00011482-0.00046817i,-0.00097611-2.2236e-05i,-0.0013531+0.00073896i,-0.00070002+0.00080097i,-2.8928e-05+0.0010764i,0.000262+0.0010576i,0.00019848+0.0012248i,0.00010995+0.00076827i,3.4781e-05-0.00035678i,-9.2756e-05-0.00060755i,-0.00031277+0.00020761i,-0.00016463+0.00055201i,-2.6164e-05-0.00040756i,-0.00086258-0.00029618i,-0.0018409-0.00016096i
-0.0015431-0.00094246i,-0.0019943-0.00098209i,-0.0028323-0.0016496i,-0.0018129-0.00093629i,-0.00077066-0.00066505i,-0.00032499-0.00079142i,-0.00046048-0.00068047i,-0.00039896-0.0012571i,-0.00048103-0.0010648i,-0.0001201-0.00093858i,0.00056522-0.0010794i,0.00053712-0.0001364i,0.0003582-0.00012429i,0.00065474-0.00024546i,0.00070849-0.00021048i,7.9308e-05-0.00093648i,-0.00042366-0.00080344i,-0.00082419-7.5778e-05i,-0.00076606-9.3886e-05i,-0.0001324-0.00016156i,-2.0922e-05+0.00037745i,0.00010449+0.00041508i,0.00027022-0.00025792i
-0.0012741-0.0024129i,-0.0019282-0.0023134i,-0.0023175-0.0015982i,-0.0015861-0.00077143i,-0.0012127-0.00025279i,-0.0011097-0.00049989i,-0.0011381-0.00095516i,-0.001859-0.00075105i,-0.0010417-0.00040024i,-5.4454e-05+0.00034416i,-0.00014566+0.00068831i,-0.00038205+0.00025651i,-0.00024741+0.00012533i,0.00077823+0.0011606i,0.0014208+0.0017904i,4.052e-05+0.0012207i,-0.00070222+0.00076222i,-0.00055233+0.00012248i,-0.00040483+5.6008e-05i,-0.00080314-0.00012939i,-0.00067401-0.00051204i,0.0003159-0.00076459i,0.00072371-0.0010348i
-0.0010367-0.00058961i,-0.0011396-0.0017796i,-0.0014932-0.0020308i,-0.00078927-0.00095494i,-0.00010642-0.00028728i,-0.00064688-0.00027064i,-0.00078014-0.00047357i,-0.0002772-0.0005252i,0.00029256-0.00049051i,2.3931e-05-8.1678e-05i,-0.00082389-0.00010518i,-0.0010151-5.0115e-05i,-0.00094972+0.00090173i,-0.001116+0.0012533i,-0.00060737+0.00084275i,-0.00038389+0.00086399i,4.9265e-05+0.0007063i,5.6153e-05+0.00071548i,-0.00076287+0.00098132i,-0.00065173+0.00090874i,-2.1488e-06+0.00095519i,0.00065906+0.00083696i,0.00092328+0.00096784i
0.0004165-0.0018582i,-0.00068565-0.0024473i,-0.0015599-0.0011065i,-0.0017266-0.00030471i,-0.0011991-0.00071621i,-0.00033284+0.00012495i,-0.00025882+0.00044059i,-4.5627e-05+2.6766e-05i,0.00025893-0.00070361i,2.3957e-05-0.0014455i,-6.1105e-05-0.0013021i,5.9226e-05-0.00036163i,-0.0009325+0.00027122i,-0.0012778+0.00033906i,-0.00030951+0.00068961i,0.00019151+0.00088391i,0.00033701+0.00024027i,0.00022517+0.00031975i,0.00021948+0.00019235i,0.00060235-0.00025663i,0.00057507-0.00016028i,-0.00018267-0.00099602i,-0.00049911-0.00043641i
-0.0014276-0.00084742i,-0.00091923+0.00027431i,-0.00051373+0.00096723i,0.00037743+0.0010124i,0.00023331+0.00054901i,0.00027553+0.00050452i,0.00017804+0.0011872i,-0.00064454+0.00098101i,-0.0010533-0.0003171i,-0.00051348-0.001007i,0.0010373-0.00022713i,0.0010977+0.00068511i,-2.1667e-05+0.000766i,-0.00052076+0.00099348i,-0.00026912+0.00039889i,0.00031769-0.00022037i,0.00013926+0.00015846i,-0.0004018+0.00024973i,-0.001026-0.00017636i,-0.00094489-0.00028663i,-2.9479e-05-0.00045961i,0.00026801-0.00041042i,-7.1691e-05+0.00020575i
-0.0014426-0.002389i,-0.0021829-0.0031317i,-0.0018762-0.0032466i,-0.0009842-0.0020233i,-0.00063015-0.00095022i,-0.0010925-0.00014003i,-0.0014729+0.00052956i,-0.00043938+0.00022956i,0.00082881-0.00038817i,0.00053706-0.00016404i,4.5024e-05+0.00023203i,0.00014474+0.00019252i,0.00030333+0.00090106i,-0.00020197+0.0017438i,-0.00016585+0.0012889i,0.00061001+0.001037i,0.00087863+0.00048706i,0.00021735+0.00012729i,-0.00075756+8.7616e-05i,-0.00062386-0.00024525i,-0.00020811-0.00049038i,-0.00019778-0.00013112i,0.00029968+0.00024335i
-0.0025742-0.0013892i,-0.0028516-0.001527i,-0.0023511-0.0014811i,-0.0018041-0.0013259i,-0.00080118-0.00075544i,0.00039329-0.00073355i,0.00077505-0.0006764i,0.00030504+0.00025028i,0.00067885-0.00069344i,0.001546-0.0017588i,0.0010652-0.00048491i,-0.00012394+0.00059413i,-0.00031498+0.00033095i,-3.4892e-05-0.00022452i,-0.00014504-0.00020688i,-0.00030563-6.5931e-06i,-0.00045653-0.00063316i,-0.00047311-0.00043635i,-0.00031213+0.00054837i,-0.00040135-5.7729e-05i,-0.00074533-0.0003799i,-0.00068771+3.5444e-05i,0.00023657-4.1314e-05i
0.00011893-0.0017455i,0.00073842-0.0027847i,-4.1553e-05-0.0025279i,-0.00074055-0.0016487i,-0.00083787-0.0015317i,-0.0012036-0.00019543i,-0.00080611+0.0010163i,0.00023304+0.00048432i,-0.00016292-0.00023672i,-0.00052563+5.2965e-05i,-0.00047841-0.00036915i,-0.00035024-0.0018082i,-0.00028544-0.0013853i,-0.0003258+7.332e-05i,0.00020839+0.00067068i,0.00028116+0.0003493i,-0.00025682+0.00044457i,0.00016772+0.00014178i,0.00025972-0.00065051i,0.00019297-0.00072393i,0.00051812-0.00033747i,0.00051668-0.00043216i,0.00036905-0.00026147i
-0.00033897-0.0010545i,-0.00029-0.0016902i,-0.00037868-0.0012268i,-7.5983e-06-0.0004109i,0.00072857+0.00010119i,6.6571e-05+0.00050722i,-0.001066+0.00035005i,-0.0018043+7.9432e-06i,-0.0012153-0.00058689i,-0.00051114-0.00085146i,-0.00046814-0.00050613i,0.0002267-0.00025959i,0.00015099+6.3423e-05i,-0.00053265+0.00029087i,-0.00069876+0.00042803i,-0.00071612+0.00076166i,-0.00047553+0.00097821i,3.3265e-05+0.00051189i,-7.638e-05-0.00032621i,-0.00032199-0.00060306i,-0.00021987-0.00025582i,-2.0363e-05+0.00031894i,0.00040286+0.0002064i
-0.0018087-0.0024834i,-0.0018026-0.0024837i,-0.0028863-0.0021064i,-0.0023981+2.381e-05i,-0.0014342+0.0016518i,-0.0014291+0.0016165i,-0.0011406+0.00023594i,3.6969e-05-0.00023033i,0.00086701+0.0006891i,0.00061265+0.00067042i,-0.00033631-4.0729e-05i,-0.00062933+0.00025444i,-0.00058798+0.00052939i,0.00021823+0.00024169i,0.00054857+0.00062051i,0.0003177+0.0012059i,4.4794e-05+0.00091353i,-0.00018694+0.00039i,0.0001845-0.00033633i,0.00030865-0.00047915i,0.00042653-0.00035533i,0.00032783-3.7567e-05i,0.00018985+0.00026965i
-0.00099321-0.0005869i,-0.0020231-0.001261i,-0.0026775-0.00066218i,-0.0016101-0.00029853i,-0.00032921-0.00058788i,-0.00043824-0.00057289i,-0.00056963-0.0008063i,-0.00024078-0.00073058i,0.00052095-0.00024171i,0.0006811+4.4971e-05i,2.3948e-05-0.0002162i,-0.00053444-0.0010097i,-2.5647e-05-0.0007167i,0.00040093-0.00029145i,0.00041558-0.00024389i,0.00031427+0.00017089i,0.0005382+0.0002876i,0.00057726-0.0002968i,0.00046555-0.0011619i,0.0002137-0.00084688i,-6.302e-05-9.8116e-05i,0.00032826+0.00013441i,0.00043375-0.00080545i
-0.00023946-0.0034022i,-0.00055483-0.0035231i,-0.0011578-0.0035947i,-0.0018526-0.0021282i,-0.0024916-0.00070987i,-0.0019515-0.00023336i,-0.0013384-0.00022885i,-0.00056969-0.00070988i,0.00044277-0.001114i,0.00022695-0.00071813i,-0.00057262-6.9775e-05i,-0.00046478+0.00071764i,-0.00022635+0.00070768i,-0.00018797+0.00045817i,0.00030016+0.00037914i,0.00052744+0.00012378i,0.00031365+0.00017547i,0.00028791+0.00018458i,0.00010559-5.1827e-05i,8.0287e-06+4.7588e-05i,-0.00092772+0.00034527i,-0.0015798-0.00025363i,-0.00044285-0.00046214i
-0.001483+0.00033488i,-0.00050935-0.00021362i,-2.8514e-05+9.1171e-05i,-0.00018134+0.0012211i,-0.00049245+0.0010434i,-0.00014629-0.00025674i,-0.0002218-0.00076924i,-0.00055521-0.00059152i,0.00034413-0.00091639i,0.00080223-0.0010152i,-9.5744e-05-0.00078432i,-6.4405e-05-0.00036445i,0.00016009-0.00076366i,-0.00024117-0.0002804i,-0.0010254+0.0010345i,-0.001111+0.0012904i,-0.0008168+0.00087634i,-0.00046523+0.00069347i,0.00061759-5.617e-05i,0.00077813-0.0006796i,-0.00034349-0.00013431i,-0.0010048-0.00011941i,-0.0011887-0.00064436i
-0.0030814-0.0012873i,-0.0033468-0.00059672i,-0.0028951-0.00028095i,-0.0020894+1.1867e-05i,-0.001338+1.9893e-05i,-0.001213-0.00020355i,-0.00084163+0.00029728i,-0.00029284+0.0005634i,-0.00029504+0.00033282i,-0.00050024-0.00022482i,-0.00036607-0.00086448i,-1.8581e-05-0.00078265i,-0.00025484+2.2582e-05i,-5.7886e-05+0.00052504i,0.00026775+4.0885e-05i,0.00014591+0.0003956i,0.00047348+0.00063671i,0.00012189+0.00055756i,-0.00059075+0.00072729i,-0.00017561+0.00039499i,5.796e-06+0.00013978i,5.2244e-05+2.6532e-05i,3.3536e-05-0.00050685i
-0.0029989-0.0032272i,-0.0038079-0.0035536i,-0.0039635-0.002678i,-0.0033069-0.00063821i,-0.0022537+0.0010916i,-0.0010938+3.9712e-05i,-0.00076817-0.00040071i,-0.00084215+3.0867e-05i,-0.00054261-0.00030931i,-0.00059961+5.6495e-05i,-0.00056757+0.00036312i,-0.00056514-0.00013878i,-0.00057702-0.00048681i,0.00021157-0.00065534i,0.0004671-0.00071277i,-7.3173e-05-0.00033408i,-0.00022767-0.00032977i,0.00011051-0.00041741i,-0.00052957-0.00051102i,-0.00093132-0.00092937i,-0.00027132-0.00049124i,-8.9726e-06+0.00030535i,0.00047093+0.00033358i
-0.0020072-0.0034824i,-0.0027813-0.0030584i,-0.0036682-0.0011002i,-0.0023981+0.00042268i,-0.0011051+0.00023284i,-0.00052775-0.00072736i,0.00063973-0.00031338i,0.0011206-0.00025256i,0.00055341-0.00093421i,0.00039057-0.00055323i,6.6363e-05-2.4142e-05i,-1.4251e-05+0.00038766i,-0.00016751+0.00096779i,0.00034891+0.00049918i,0.0011427-0.00025241i,0.00089471-0.00076053i,0.00011491-0.00040646i,-0.00072282-0.00010669i,-0.0014222-0.00022896i,-0.0016645-0.00044145i,-0.0010021-0.00093859i,-0.00036159-0.0014887i,-0.00052504-0.00065124i
-0.0015202-0.0034333i,-0.0019383-0.0031025i,-0.0018892-0.0020189i,-0.0021053-0.0020035i,-0.0018504-0.0017106i,-0.0012748-0.0013372i,-0.0010711-0.0010541i,-0.0006701-0.00045306i,-0.0001623-0.00097746i,0.00015707-0.0015806i,2.8255e-05-0.0012353i,0.00025826-0.00068108i,0.00059614-0.0004571i,0.001083-5.1553e-05i,0.00080746+0.00070121i,0.00039458+0.00060579i,0.00033425+0.00041811i,0.0001565+0.00068485i,0.00013204+0.00037583i,0.00039946-0.00059909i,0.00075129-0.0010344i,0.00049724-0.00067019i,2.221e-06-0.00018143i
-0.0013415-0.0020065i,-0.0010567-0.0034739i,-0.0012312-0.0032222i,-0.00092383-0.0011983i,-0.0010106-0.00063597i,-0.0018087-0.0012876i,-0.0016101-0.0011959i,-0.0010549-9.2025e-05i,-0.0009342+0.00034528i,-0.00056761+7.6878e-05i,-0.00041729-0.00017057i,-0.00061549-0.00029419i,-0.00058138-3.3463e-05i,0.00017149-0.00012404i,0.0008373-3.0062e-05i,0.00091687+0.00071723i,-3.5845e-05+0.00080144i,-0.0012025+0.00070972i,-0.0010862+0.00064786i,-0.00042733-0.00044958i,5.2475e-05-0.00041556i,-8.6112e-05+0.00031923i,-0.00052496+0.00026948i
-0.002203-0.00043793i,-0.0017706-0.00056556i,-0.0019365-0.00040618i,-0.0018348+0.00020448i,-0.00027129+0.00034724i,0.00018192-0.00029441i,-0.00057798-0.00012621i,-0.00059265+0.00012779i,-1.3289e-05-0.00028715i,7.7976e-05-0.00036143i,0.00057569-0.00013017i,0.00099407+0.00013267i,0.0005454-7.9959e-05i,0.00024254-0.00081205i,0.00041054-0.00098161i,-5.2168e-05-0.0002246i,-0.00093346+0.00027746i,-0.00052547+0.00011559i,-0.00028421-0.00056864i,-0.00053172-0.00087543i,-0.00054808-0.00031968i,-0.00073264-0.00010195i,-0.00066371-0.0004981i
0.00021428-0.00079461i,0.00033093-0.00093961i,-0.00066667-0.00074944i,-0.00096688-0.00067285i,-0.00075272-0.00067018i,-0.0013651-0.00037145i,-0.00096781+0.00036148i,-0.00065456-0.00060114i,-0.00045428-0.0018856i,0.0001621-0.0015179i,0.00093173-0.00063022i,0.00051885+0.00036229i,-0.00055262+0.0013995i,-0.00037354+0.00079164i,0.00021454+0.00072358i,0.00036732+0.0010798i,-0.0001255+0.00051295i,-0.00090038+0.00011803i,-0.0013437+2.2694e-05i,-0.00097324+3.5076e-06i,-0.00038509+0.00010158i,-0.00015108+0.00021023i,-0.00058683+0.00018363i
-0.0010313-0.00018607i,-0.0017308-0.0015825i,-0.0016213-0.0016085i,-0.00087495-0.0015288i,-0.00018738-0.00081294i,0.00020866-0.001274i,0.00011726-0.001549i,-2.1668e-05-0.00036988i,-0.00038106+9.1345e-05i,-0.00029423-0.0003098i,-7.4196e-05-0.00078872i,-0.00018125-0.00063811i,-0.00034217-0.00032929i,-0.00033878-0.00010903i,-0.00022995+0.00018249i,-0.00021823+0.00061131i,-0.00057948+0.00050974i,-0.00076278-8.1844e-05i,-0.00052287-0.00034335i,-0.00081074+0.00024504i,-0.00025684+0.00068696i,2.381e-05-1.2343e-05i,0.00010342-0.00017075i
