-0.00047945+0.0031787i,-0.00050274+0.0024499i,-0.0012726+0.0025886i,-0.001113+0.0016626i,-0.00065729+0.0013482i,-0.00030205+0.0021398i,-0.00010682+0.0017662i,0.00065989+0.0011667i,0.0011855+0.0012097i,0.0011397+0.0010462i,0.00064312-5.8176e-05i,-0.00052049-0.00096115i,-0.00061553-0.00049474i,-0.00020385-0.00046736i,-0.00018284-0.00066875i,-0.00048832-0.00073786i,-0.00077949-0.00056741i,-0.00082113+0.00028835i,-0.00019627-0.00013589i,0.00053232-0.0007585i,0.00059146-0.00024114i,0.00027109-0.00057651i,0.00052006-0.001196i
0.0020679-0.0012764i,0.0017509-0.0009266i,0.00096735-0.0014911i,-4.3907e-05-0.00067775i,-0.00022764+0.0013659i,0.00047084+0.0022259i,0.0012562+0.00053223i,0.00091477-0.001112i,1.088e-05-0.0011071i,0.00014252+0.00050414i,0.00031489+0.00040228i,-8.0385e-05-2.9848e-05i,-3.2356e-05+0.0005939i,0.00028+0.00076579i,0.00069572+0.00017349i,0.00079809-8.4912e-06i,0.00019921+0.0001748i,-0.00048352-0.00036866i,-0.00064282-0.00041863i,-2.4866e-05-0.00030149i,0.00017169-0.0011106i,-0.00010609-0.00093346i,-4.5596e-05+5.8071e-05i
0.0014806+0.001967i,0.0010349+0.0017731i,0.0018015+0.0017906i,0.0013787+0.00045084i,0.00087356-0.00034246i,0.00089281-0.00013559i,-0.0003852+0.00011442i,-0.0015887+0.00013385i,-0.0011817-8.82e-05i,-7.3815e-05-7.8314e-05i,0.00010056-7.2314e-05i,-0.00013014+0.00028783i,-0.00040391-0.00032587i,-0.00071509-0.0010975i,-0.00064122-0.00084268i,4.582e-05-0.00036823i,0.00047556+0.00021912i,-8.5224e-05+0.00024338i,-0.00040627+0.00023406i,-0.00014623+0.00053702i,-0.00025036+0.00033549i,1.7376e-05+0.00022339i,-8.9253e-05+9.2455e-05i
0.00088066+0.0024873i,0.00017159+0.0018045i,0.00072501+2.1612e-05i,0.001098-0.0015788i,0.00098284-0.0025041i,0.00027571-0.0024197i,-0.00062268-0.0017555i,-0.00064889-0.00074584i,0.00033314-0.00027279i,0.00077546-0.0011077i,7.8094e-05-0.0013539i,-0.00082732-0.00044057i,-0.0013681+0.00064928i,-0.00094709+0.00035578i,-0.00042403-0.00051086i,-0.00085108-0.00090375i,-0.00061122-0.0012787i,-0.00015105-0.00084208i,-0.00060073+0.00021116i,-0.00011646+0.00044023i,0.00050405-0.00044123i,0.00069016-0.0013851i,-3.0328e-05-0.00093367i
0.0025817-4.7308e-05i,0.0023264-0.00058546i,0.0021279-0.0010647i,0.0011004-0.00072387i,-0.00075177+0.00062496i,-0.00082363+0.0014293i,-0.00041477+0.00084387i,-0.00011328-0.00025309i,0.000247+2.979e-07i,-0.00036501+0.0012097i,-0.00055397+0.0017125i,-0.00027556+0.0017052i,-0.00041446+0.00092577i,0.00019837+0.00082921i,-1.8019e-05+0.00011994i,-0.00086823-0.0012458i,-3.781e-05-0.0009808i,0.00063286-0.00022029i,0.00045171-0.00073743i,0.00013185-0.00020741i,-0.00014776+0.00039792i,-8.6986e-05-3.0248e-05i,-0.00030387+3.6009e-05i
0.00018535+0.0015022i,0.00073948+0.0010304i,-0.00028354+0.0003826i,-0.00063878+6.6028e-05i,-0.00087939-0.0002349i,-0.00061018+0.00032216i,-0.00020874+0.00012188i,-0.00036608-0.00071876i,-0.00045081-0.00019367i,-0.0002353-0.00017328i,-0.00010524-0.00056216i,-0.00010362-0.00011796i,-1.8276e-06+0.00030128i,0.00015974-0.00048932i,0.00066113-0.00058427i,0.0007391-0.00030253i,0.00023207-5.5687e-06i,-1.5908e-05+0.00025402i,0.00042867-0.00036777i,0.00050416-0.00035059i,0.00026788+0.00016811i,0.00030053+0.00057821i,0.00032989+0.00084952i
-0.0018421-0.0022494i,-0.0017953-0.0019767i,-0.0014784-0.001439i,-0.00049528-0.00027964i,0.00075309+0.00044003i,0.00072199+0.00011602i,0.00063643-0.00050501i,0.00050089-0.00027785i,2.981e-05+0.00039115i,-0.00014151+0.00060828i,-0.00030198+0.0009341i,-0.00061885+0.00091985i,-0.0006399+0.00059212i,-1.5003e-05+0.00080058i,0.00042464+0.00043957i,0.00028462-0.00040285i,5.1221e-05-0.00062456i,0.00034842-0.00097332i,6.1313e-06-0.00048014i,-0.00038871+0.00023539i,0.00016088-7.0555e-05i,0.00064571+6.1389e-06i,0.00016824+0.00038903i
0.0010185+0.0010268i,0.0012305+0.00086837i,0.00069261+0.0015926i,0.00060239+0.0011615i,0.00082984+0.00035791i,0.0015385-0.00053061i,0.0014119-0.00075424i,4.7138e-05-0.0011385i,-0.00016332-0.0010426i,0.00058767-0.00058298i,9.347e-05+4.8104e-06i,-3.6225e-05+0.00031016i,4.7669e-05-0.00028387i,-0.00035775-0.0010285i,-0.0003678-0.0010431i,-7.059e-05-0.00042912i,0.00036799-0.00049393i,-2.0767e-05-0.00017598i,-0.00080111+0.0006118i,-0.00052222+0.00033746i,7.4457e-06-0.00016532i,3.6782e-05+0.00011094i,-1.0385e-05+0.00071142i
0.00036974+0.0024308i,0.0014278+0.0027401i,0.0018783+0.0010245i,0.0012267+4.8012e-05i,0.00049825+0.00016385i,-2.2337e-05-0.00022166i,0.00022817-0.00080865i,0.00038147-0.00061465i,2.7708e-05+0.00013879i,0.00063135+0.00043677i,0.00099233-1.5484e-05i,0.00084374-0.00029342i,0.00043169-0.00031877i,0.00053564-0.00079492i,0.00033845-0.0013228i,3.3112e-05-0.0014278i,0.00039959-0.00073477i,7.1231e-05-0.00055348i,0.0001662-0.00077301i,-3.9533e-05-0.00053046i,-0.00056423-0.00025405i,-0.00050934+0.00036581i,0.00017765+0.00062139i
0.0014012+0.00060627i,0.00086558-0.00074251i,0.0017547-0.0016445i,0.0018226-0.0016425i,0.0017216-0.0017281i,0.0015176-0.001181i,0.00076054-0.000509i,0.00019142-0.0001559i,0.00016548-2.7153e-05i,0.00023119+0.00019358i,4.6829e-05+0.00057364i,0.00010921+0.00060591i,0.00032107+0.00056684i,1.1855e-05+0.00037294i,0.00021001+0.00032581i,6.3681e-05+0.00060571i,0.0001568+0.00029049i,0.00023743+0.00013456i,-0.00076204-0.00024025i,-0.00081159-0.00055764i,9.7611e-05-6.3544e-05i,-5.0235e-05-0.00018773i,-0.00024475-0.0002453i
0.0013861+0.00048344i,0.00057197+0.00098896i,-0.00056362+4.6348e-05i,-0.0009444-0.00077903i,-0.00065016+6.4104e-05i,0.00012519+0.00050489i,0.00097157-0.00010357i,0.00059325-0.00048497i,0.00032322-8.7097e-05i,0.00050108+0.00046721i,0.00031646-6.0651e-05i,-9.7246e-05-0.00027536i,-0.00023706-1.904e-05i,-0.00029573-0.00027525i,-0.00053527+3.8119e-05i,-0.00070648+0.00038197i,-8.0962e-05-0.00016215i,0.0003604-0.0013206i,4.8906e-05-0.0013168i,3.1961e-05-0.00011545i,0.00027101+0.00080125i,6.2161e-05+0.00079639i,0.00010416+0.0004354i
-0.00055505-0.00044575i,-0.00081914+5.7191e-05i,-0.0010742-0.0002214i,-0.001422-1.7491e-05i,-0.0015182+0.0009438i,-0.00052293+0.0015949i,0.0007175+0.0024663i,0.00068132+0.0014923i,-0.00015343+8.0053e-05i,-0.00092584+0.00034476i,-0.00084987+9.7383e-05i,-0.0002754-0.00026218i,0.000241-0.00027434i,0.00015029-0.00030312i,-0.00019706-5.8764e-05i,-0.00062019+0.0006125i,-0.00065992-6.4166e-05i,0.00066637-0.00070207i,0.00099316+0.00025205i,0.00056447+0.0007909i,0.00057564+0.00068222i,-0.00011919+0.00016296i,-0.00033197-0.00025741i
0.0012633+0.00015907i,0.0015094-3.5295e-05i,0.0017774-0.00059395i,0.00096938-0.00093485i,-6.5786e-07-0.00073653i,0.00015669-0.0012555i,0.00015006-0.0014829i,-0.00039966-0.00025531i,-0.0001708+0.0006829i,3.7365e-05-0.00012579i,-0.00026019-0.0010731i,-0.0004168-0.00017616i,-0.00030556+0.00070581i,-0.00022099+0.00048105i,-0.00030343+0.00031909i,-4.3366e-05-0.00022859i,1.2101e-05-0.00042482i,-0.00069838+2.3326e-05i,-0.0011549-0.00014604i,-0.00049518+6.1812e-05i,3.8534e-05+0.00037378i,0.00044475-6.4145e-05i,0.00057956-0.00013032i
-0.0025949+0.00077295i,-0.0010346+0.0014086i,0.00034669+0.002114i,0.00055066+0.0017379i,0.0010511+0.00043007i,0.001992-0.00024411i,0.0018327-0.00057096i,0.00019971-0.0010023i,-0.00062305-0.00047739i,0.00030201+0.00063661i,0.00044887+0.0010513i,-0.00045655+0.00056985i,3.0896e-05-0.00025254i,0.00074043-0.0014271i,0.0010297-0.0017548i,0.00089512-0.00054711i,0.00047232+3.2476e-05i,0.00022775+4.7759e-05i,-0.00046753+0.0003395i,-0.00048052-0.00010228i,0.00018042-0.0008858i,0.0003991-0.0011419i,0.00026381-0.00093228i
0.0010463+0.00072956i,-0.00011782+0.0027057i,0.00051427+0.0027908i,0.00069111+0.00049957i,-0.00010169-0.0010443i,-0.00075655-0.00032299i,-0.00091771+0.00033861i,-0.00011635+0.00038701i,-0.00027912+0.00048162i,-0.0010526+0.00040363i,-0.00053513-0.00013315i,-0.00025201-0.00043601i,-0.00067821-0.00041214i,-0.00085158-0.00012318i,-0.00052942+0.00018463i,-0.0001642-3.6617e-05i,-0.00024391-0.00035955i,7.6688e-05+0.00050238i,-0.0001076+0.0011518i,-0.00055936+0.00050267i,-0.00013781-0.00040694i,0.00035937-0.00067282i,0.00049248-0.00026348i
0.00087362+0.00073745i,0.00047077+0.00053165i,0.00044187-0.00093429i,3.8381e-06-0.0024089i,0.00081616-0.0018827i,0.0011933-0.001667i,0.00045101-0.0022294i,-4.633e-05-0.0009302i,-0.00047981+0.00078401i,1.4898e-05+0.00082047i,0.00052826+0.00035947i,0.00027035-7.0751e-05i,-0.00050997-0.00062764i,-0.00094577-0.0012251i,3.9242e-05-0.0011261i,0.00076908-0.0003684i,0.00039546+0.00023284i,-0.00046318+9.2512e-05i,-0.00031158-0.0002232i,-3.7827e-05-8.2807e-05i,0.00010368-0.00018282i,0.00056688+0.00033791i,0.00034918+0.00030524i
0.00189-0.00019584i,0.0013074-0.00090406i,0.0008096-0.0013605i,0.0015047-0.00057489i,0.0013981+0.00034851i,0.00098874+0.00086401i,0.0010228+0.00096414i,0.00078698+0.00049442i,0.00059917+0.00021161i,0.00071555+0.00056702i,0.00063853+0.00055366i,9.9708e-05+0.00048292i,-0.00026386+0.00096104i,-0.00017486+0.0010789i,0.00013317+0.00062338i,0.00064082-0.000127i,0.00070901+0.00012144i,0.00010542+0.00065671i,-0.00058924+0.00046067i,-0.00015162+0.00012316i,0.00088449-0.00074394i,0.0013347-0.001276i,0.00090012-0.00067661i
0.00037788+0.00011814i,0.00088949-6.2034e-05i,0.00055238-0.00044204i,-0.00063919-0.00026196i,-0.0010658+0.00035436i,-0.00069949+0.0001437i,-7.0119e-05-0.00012202i,-0.0005017+0.0003668i,-0.00090136+0.00050082i,-7.7232e-05+0.00035775i,0.00025211+0.00057207i,-9.4871e-05+0.00034573i,0.00012048-0.00037687i,-3.5833e-05-0.00063884i,0.00037754-0.0005363i,0.00036859-0.00085466i,-8.6319e-06-0.0010579i,-0.00016749-0.00026892i,-0.00037606+0.00019618i,-1.8938e-05-5.3577e-05i,0.00044407-9.5554e-05i,0.00038202+0.00035809i,0.00065576-0.00035526i
-0.0012943+0.00080762i,-0.00070552+0.0016527i,-0.00011649+0.0020699i,0.0002679+0.00089257i,0.0011136-0.00043654i,0.0019558-0.00032062i,0.0013695-0.00020411i,0.00051902-0.00022234i,-0.00032744+0.00026165i,-0.00043713+0.00029645i,-0.0004501-0.00038096i,-0.0001828-0.00058818i,0.00098266+0.00026395i,0.00082575+0.00024236i,-0.00029505-0.00069582i,-0.00065079-0.00068876i,-0.00075104+0.00012762i,-0.00091494+0.000823i,-0.0006017+0.00056433i,-0.00046331+0.00044344i,-0.00084086+0.00033124i,-0.0010293+0.00044615i,-0.0011335+0.00076167i
-0.00021549-0.0022536i,-0.00076249-0.00036497i,-0.00096936+0.0006432i,-0.00094445+0.00059827i,-0.0010085+0.0011222i,0.00025848+0.0024448i,0.00092434+0.0019118i,-5.3159e-05-0.00056454i,-7.3043e-05-0.0014608i,0.00054116-0.00038369i,-0.00048375+0.00010657i,-0.00078-0.00025826i,0.00037406+7.2999e-05i,0.00022665+0.00087144i,-0.0001408+0.00040797i,0.00047278-0.00068135i,0.00081295-0.00060624i,0.00067894-0.00034113i,0.0008848-4.7324e-05i,0.00083567+0.00051966i,0.00019975+0.00032729i,-6.7599e-05-0.00020246i,0.00015594+8.6479e-05i
-0.00031462+0.0020754i,-7.7153e-05+0.0015385i,4.2797e-05+0.001281i,0.00056341+0.0005921i,0.0014834-0.00054754i,0.0012533-0.0015477i,0.00048853-0.0011873i,-0.00020857+1.5834e-05i,5.5712e-05+1.0643e-05i,0.00071298-6.2198e-05i,0.00066767+0.00010271i,0.00048934-0.00029796i,-0.00017216-0.00039025i,-0.00026806-0.00072167i,-0.00051968-0.001385i,-0.00080144-0.00074394i,-0.00041105+0.0003101i,0.00013057+0.00056495i,0.00037101+0.00020389i,0.00069543-4.2379e-05i,0.00039986-0.00080311i,0.00010726-0.0011598i,0.00040829-0.00031456i
-4.9644e-06-0.00041158i,0.0012459-0.00045268i,0.0021133+0.0011132i,0.0013704+0.00039485i,0.00084384+1.0592e-05i,0.00055169+0.00068447i,0.00043751+0.0005332i,0.00021311+4.1993e-05i,-0.00015811-0.00050361i,0.00034625-0.00044824i,0.00067321-0.0002062i,0.00035487+0.00014807i,-8.3463e-05+1.3077e-05i,-0.00073264-0.0004748i,-0.00066168-0.00054519i,0.00013771-0.0002654i,-3.0082e-05-0.00036148i,-0.00059558-0.00068115i,-0.00094128-0.00065331i,-0.00022871-0.00067658i,0.00073867-0.00011456i,0.00063427+9.8257e-05i,0.00019183+0.00051701i
-0.00097115+0.00036098i,-0.001798+0.00059969i,-0.0023002+0.00097487i,-0.00076954+0.001221i,-9.0364e-05+0.0011395i,0.0004931+0.00091722i,0.00053253+0.00083327i,-0.00070165+0.00042623i,-0.0010832+0.00074814i,-0.00044686+0.001373i,-0.00019951+0.0012034i,-0.00043689+0.00074408i,-5.9467e-06+0.00026327i,0.00034232-0.00024989i,0.00016009-0.00070507i,0.00012143-0.00038712i,0.00024174-3.4003e-05i,-9.1023e-05-8.798e-05i,-0.0005054-0.00055309i,-0.00072475-0.0011247i,-0.00074542-0.00088746i,-0.00071441+2.3369e-05i,-0.00058621+0.00020006i
0.0011913+0.00080548i,0.0015251-1.5069e-05i,0.0028414-0.00063398i,0.0024495-0.0019805i,0.0018074-0.0021043i,0.001885+1.6271e-06i,0.0007043+0.00049121i,-0.00066856-0.00027176i,3.2324e-05-0.00049584i,0.0015822-0.00054898i,0.00092186-0.00069155i,0.0002451-0.000314i,0.00041305-0.00022551i,0.00038158-0.00022293i,0.00012202-0.00027034i,-0.00035717-0.00069511i,-0.00058596-0.00090925i,-0.00065679-0.00081837i,-0.00028136-0.00033735i,7.7473e-05+0.00021283i,0.00082241+0.00030621i,0.0017325-0.00075757i,0.0015826-0.0011604i
3.6813e-05+0.00060054i,0.00067198+0.00026056i,0.00033272+4.17e-05i,0.00025996+0.00068833i,0.0003449+0.0010217i,0.00056139+0.0011673i,0.001089+0.00098485i,0.00053191+0.00058133i,-0.00014653+0.00029783i,-0.00058279+4.0729e-05i,-0.00046926-0.0001689i,2.7452e-05-0.00021651i,-1.6192e-05+0.00055764i,-0.00030773+0.00085023i,-0.00069383+0.00080132i,-0.00088055+0.00089328i,-0.00082332-3.5968e-05i,-0.00051365-0.00031058i,0.00013941+0.00065744i,0.00027381+0.00032008i,0.00023002-0.00018399i,-0.00051153-0.00025026i,-0.00033298-0.00042089i
-0.0019119+0.00079994i,-0.0014863+0.00043582i,-0.00080513+0.00039533i,-0.00061415+0.00088488i,-3.9483e-06+0.0008272i,0.0003154-8.4306e-05i,-0.00013259-0.00088322i,-0.00028397-0.0012967i,0.00016538-0.00039499i,0.00072228-0.00045254i,0.00060598-0.0010561i,0.00034462+0.00012695i,0.00032964+0.00050562i,-0.00015623-0.00016787i,-3.1266e-05-0.0012133i,0.00048776-0.0015298i,-2.4543e-05-0.00067015i,0.00014287+1.4296e-06i,0.00033903-0.00016734i,-0.0002247-0.00028434i,-0.00030057+7.7489e-05i,0.00070039+0.00036807i,0.0010402+0.00036413i
0.00011968+0.00125i,0.00068156+0.0010149i,0.0022477+0.00014265i,0.0027613-0.00032285i,0.0016249+0.00060373i,0.00087052+0.0014279i,0.00072306+0.0011971i,0.00066658+0.00022617i,0.000442+0.00027722i,0.00028626+0.00037673i,0.00063082-0.00065407i,5.6344e-05-0.00056844i,-0.00086012+0.00054616i,-0.00088458+0.0012722i,-0.00018153+0.00083136i,0.0001703+4.2377e-05i,8.2142e-06-0.00020297i,0.00024666+0.00013332i,0.00041777+0.00048162i,-0.00011146+0.00028271i,6.4748e-06+0.0007553i,0.0010112+0.0007304i,0.00085619+9.5516e-05i
-0.00055428-0.0019101i,-0.0011238-7.7934e-05i,-0.00047848+0.00066242i,0.00021528+0.00026857i,2.7161e-05+3.8396e-05i,0.00079645+0.00048908i,0.0012662+0.00011263i,0.00069752-0.00036085i,-0.00025756-8.2077e-05i,0.00010604+0.00051929i,0.0005107+0.0011451i,0.0004024+0.00079547i,0.00081097-6.2267e-05i,0.00068848-0.00078099i,0.00053349-0.00094614i,-0.00014936-0.00082201i,-0.00075719-0.00053912i,-0.00093304+2.8706e-06i,-0.00022755+0.00037875i,7.2796e-05-8.0954e-05i,0.00011352-0.00010197i,0.00010867+5.7713e-05i,-0.00065332+1.3665e-05i
-0.00059241+8.5206e-05i,-0.00070337+0.00014593i,-0.00176+0.00044354i,-0.00057697+0.00052953i,0.00086979+0.0001766i,0.00080211-0.0013539i,0.00036634-0.0025171i,-0.00055446-0.0017576i,-0.00086516-3.321e-06i,-0.00023618+0.00072971i,0.00032397+0.00056745i,0.00058736+0.00041956i,0.00034211-0.00022957i,0.00052294-0.0016158i,0.00050267-0.002215i,-0.00047633-0.0013636i,-0.0003953-0.00039719i,5.2233e-05-0.00021086i,0.00020077-5.383e-05i,-0.00057361-4.2941e-05i,-0.00067561-0.00013226i,-3.9973e-06-2.4578e-05i,-2.7321e-05+0.00057333i
0.0032599+0.0013681i,0.0039571+0.0015131i,0.0033746+0.0017366i,0.0022327+0.0017779i,0.0018403+0.0012415i,0.002844+0.0010988i,0.0026373+0.0010883i,0.0011747+0.00060794i,-6.4359e-05+0.00062729i,-0.00058613+0.00019051i,-0.00094939-0.00066334i,-0.00098459-0.00082929i,-1.3437e-05-0.00064173i,0.00064927-0.00034655i,-0.00014021+0.00061887i,-0.0011792+0.0010643i,-0.0010672+0.00046533i,-0.00014861+0.00029453i,-0.00036571+0.00044103i,-0.00025703+9.4086e-05i,0.00029251-9.8569e-05i,0.00048482+9.0354e-05i,0.0006433-2.945e-05i
0.00013836+0.002579i,2.768e-05+0.0023719i,-0.00014336+0.0012638i,-0.00026189+0.0013392i,9.8073e-05+0.00088814i,0.0010329+0.00041609i,0.0017741-0.0004477i,0.0012539-0.0012785i,2.3104e-05-0.00071087i,-0.00089016-0.00037123i,-0.00090531-0.00058211i,-0.00043315-0.000253i,0.00051135-0.00045473i,0.00093055-0.00089196i,0.00014579-0.00096861i,-0.00012379-0.00093838i,0.00014869-0.00018835i,0.00032363+0.00023944i,0.00088888-0.0005878i,0.00115-0.00048938i,0.00013868+3.7468e-05i,-0.00028753-0.00054549i,-0.00016321-7.0132e-05i
-0.00083128+0.00016973i,-0.00092422-0.00037677i,-0.00058911-0.0011476i,-0.00046468-0.0012218i,-0.00029598-0.0011389i,0.00010498-0.0012462i,0.00010236-0.0010312i,-0.0002406-0.0005405i,-0.00080509-0.00097129i,-0.0012287-0.0016542i,-0.0011425-0.00086314i,-0.00050088+0.00043073i,0.00021787+0.00092166i,-0.00031968+0.00090394i,-0.00041801+0.00019223i,0.00012183-0.00019029i,-8.1818e-05+0.00015303i,-0.00050369+9.9686e-05i,-0.00012209-0.00041655i,0.00015379-0.00031996i,0.00020403+0.00019937i,-0.00010677-6.4395e-05i,-0.0010363-0.00042251i
0.0011419-0.0014649i,0.0019111-0.0012288i,0.0017353-0.0013503i,0.00081058-0.0010528i,0.00024889-0.00062191i,-5.0702e-05+0.00072897i,0.00019382+0.00059537i,0.00014609+5.3515e-06i,1.3074e-05+8.428e-05i,-0.0004662+0.00011563i,-0.00099825+3.8018e-05i,5.4232e-05-0.00015406i,0.0019878-6.8491e-05i,0.0030947+0.00038852i,0.0025956+0.00097753i,0.00089202+0.00054375i,0.00033363-0.00049453i,-0.00024307-0.00077538i,-0.00080446-0.00023426i,-0.00036667+0.00025489i,0.00074672-0.00031048i,0.00033665-0.00047447i,9.316e-05-8.5276e-05i
-0.0016044+0.00083459i,-0.0011178+0.00059866i,-0.00080705-0.0011206i,-1.6325e-05-0.0012218i,0.00030757+4.1434e-05i,-8.195e-05-0.00018936i,0.00032972-0.00061877i,0.00038055-0.00014818i,-0.00088009+0.00032401i,-0.0013014+0.00029324i,-0.00079627-0.00025293i,-0.00067365-0.0003915i,-0.00022269-0.00026715i,0.00035436-0.00046835i,0.00048073-0.00041603i,0.00070497-0.00071305i,0.001454-0.00096507i,0.0015362-0.00058709i,0.00037085-0.00036858i,-0.00036734+7.8555e-05i,0.00039222+5.9979e-05i,0.00078702-0.00014696i,-0.00036602-0.00028369i
-0.001066+0.00071961i,0.00051144+0.00068739i,0.0023129+0.00072394i,0.0032385+0.00071503i,0.0030198-2.2462e-05i,0.0021889-0.00023034i,0.00091191-0.00016673i,-0.00032943-0.00036195i,-0.00060157-0.0006474i,-0.00047374-0.00087974i,-0.00038937-0.0011481i,-0.00045002-0.00089334i,-0.00031844-0.00046054i,-0.00018557+7.5256e-05i,0.00017826+0.00046471i,-1.4941e-05-5.1933e-05i,-0.00044842-0.0001071i,-5.3531e-05-1.6917e-05i,-8.7841e-05+0.00026454i,0.00023042+0.00034543i,0.00085074+4.4445e-05i,0.00043024-0.00017847i,-0.00027509-0.00025885i
0.00071459+0.0016751i,0.0016873+0.0024443i,0.0011734+0.001385i,0.00080657+0.00098557i,0.00095544+0.001251i,0.0015668+0.0020266i,0.00071511+0.0015619i,-0.00030984+8.7279e-05i,-0.00025958+5.7733e-06i,0.00049344+0.00016614i,0.0010012-6.2106e-05i,0.0006601+0.00014328i,2.8101e-05-0.0002877i,-0.00010335-0.0012153i,0.00018326-0.0014928i,0.0002772-0.00062347i,-0.00026959+0.00036651i,-0.00026691+0.00079231i,2.9595e-05+0.00027618i,-0.00067856-0.00024076i,-0.00066725-4.7968e-05i,-0.00031201-0.00016262i,-0.00021849-0.00039126i
0.0016268+0.00042933i,0.0008972+0.00024073i,-0.00037888+5.8698e-05i,-0.0014848-0.0013489i,-0.0020534-0.0015584i,-0.0018524-0.00031454i,-0.00071897+0.00078022i,-0.00016168+0.000387i,-9.0483e-05-0.00077692i,-1.2403e-05-0.0011326i,-0.00016521-0.0010559i,-0.00050796-0.00044347i,-0.00054456+0.00040695i,-0.0011994+0.00046709i,-0.0012742-7.0341e-05i,-0.00081727-0.00017238i,-0.00067386+0.00043871i,-0.00039232+0.00072353i,-0.00013851+0.00073677i,-3.6099e-05+0.0005847i,3.7212e-05+0.00018302i,-0.00036145-9.4409e-05i,-7.8372e-05-0.0010806i
0.0023154-0.00092658i,0.0029558-0.0022088i,0.0023605-0.001972i,0.0014728-0.0013531i,8.8871e-05-0.00057418i,-0.00048769-3.3085e-05i,-0.00063226-1.4469e-05i,-0.00014851-0.00018379i,-6.1026e-05-0.00025026i,-0.00080847-0.00040093i,-0.00095974-0.00019668i,-0.00025689+0.00039408i,1.6728e-05+0.00076673i,-0.00010614+0.00080055i,-0.00032825-0.00016157i,-0.00062142-0.00039941i,-0.00037303+0.00022116i,-0.00062662+0.0003575i,-0.00097162+0.00037896i,-0.00028994+0.00079909i,0.00067092+0.00062441i,0.001002+0.00033474i,0.00051359+0.00025693i
-0.0016719+0.0032892i,-0.0018424+0.0030959i,-0.001107+0.0028433i,0.00016223+0.0016858i,0.0010221-3.7503e-05i,0.0019592-0.00085704i,0.0020874-0.00035983i,0.0012155+8.1982e-05i,0.00089083+0.00032361i,0.0007934-9.6231e-05i,0.00026005-0.00011794i,-0.00031147+0.00083655i,-0.00034103+0.0004818i,-8.9387e-05-0.00052928i,7.8752e-05-0.00013562i,6.8707e-05+0.00021546i,-0.00028367+0.00028652i,-0.0010994+0.00040503i,-0.0011224+0.00052576i,-0.00049038+0.00096849i,7.1003e-05+0.00073955i,-0.00022078+4.8711e-05i,-1.2823e-05-0.00054904i
0.00050256-0.0024666i,0.00047262-0.002825i,0.00034811-0.0037405i,-8.7214e-05-0.0028807i,-0.0014716-0.0011076i,-0.0017677+0.0011211i,9.3113e-05+0.0021434i,0.00079274+0.0010047i,0.0003831+0.00011365i,0.00029639+0.00010452i,0.00030777-0.0006147i,0.00022314-0.0004062i,1.2849e-05+0.00040147i,0.00039135+0.0010529i,0.00032704+0.0012058i,-0.00013978+0.00014043i,-4.3703e-05-0.00022377i,-0.00020477-3.3834e-05i,0.00025208+7.7562e-05i,0.00052103+0.0004367i,0.00040353+0.0003965i,0.00061149-0.00033265i,0.00048939-0.00071292i
0.00049418+0.00032057i,0.00080911+3.7352e-05i,0.0012502-0.0011933i,0.0023845-0.0013533i,0.0019937-0.0015088i,0.00026253-0.0029287i,-0.0012152-0.0028039i,-0.0015963-0.0014371i,-0.00070011-0.00146i,0.00042756-0.0016085i,0.00031644-0.00098213i,-0.00025351-0.00093867i,-6.7186e-05-0.00046059i,-0.00011168-0.00018061i,-0.00027523-0.00046455i,-0.00021464-0.00042688i,-0.00018193-0.00088099i,-0.00034428-0.0005644i,-0.00048984-0.00038883i,-0.00072588-0.00029891i,-0.00097731-7.3527e-05i,-0.00039166-0.00015972i,0.00034762+0.00046408i
0.00055866-0.0006652i,0.0022146-0.00073895i,0.0017188-0.00089241i,0.0013202+0.00038392i,0.0020051+0.0026588i,0.002374+0.0034633i,0.0018937+0.0018532i,0.00089721-7.8439e-05i,0.00064635-0.00061272i,0.00066606-0.00046374i,0.00034333-0.00042322i,0.00017968-0.0009092i,0.0012803-0.00092583i,0.0015096-1.1784e-05i,0.00061406+6.5334e-05i,0.0007466-0.00072903i,0.00054073-0.00047909i,-0.0004336-0.00018376i,0.00020898-0.00026441i,0.00018946-8.4139e-06i,-0.00096078-0.00030925i,-0.00048888-0.00025221i,0.0003681+0.00042225i
0.0076953+0.0007216i,0.0096814-0.00071176i,0.010748-0.0051971i,0.0054526-0.0065224i,-0.0017288-0.0059813i,-0.0062637-0.002728i,-0.0036311+0.00075866i,-0.00027554+0.0013604i,0.00060846-0.00011899i,-6.5547e-05-0.0021781i,-0.0013215-0.0014007i,-0.0012467+0.00041662i,-0.0014615+0.0015802i,-0.00301+0.002966i,-0.0042474+0.0030147i,-0.0026569+0.0020538i,-0.00033338+0.00062416i,1.3369e-05+0.00063723i,-7.8004e-05+0.001775i,0.00049431+0.00098251i,0.00095912-0.00012989i,2.2793e-05-0.00050011i,-0.00093196-0.001105i
