0.00078131+0.00046853i,-0.00055878-0.00033211i,-0.0020985-0.00040199i,-0.001578-0.0011559i,-0.0017744-0.00043287i,-0.0025902+0.0007126i,-0.0022094+0.0013657i,-0.0011918+0.0018238i,0.00092126+0.0015714i,0.0025805+0.0010348i,0.0021537-2.0304e-05i,0.00087127-0.00075762i,0.00042548-0.00053957i,0.00083964-0.00016134i,0.00039374-0.0004647i,-0.00075067-0.0010965i,-0.00056581-0.001414i,0.00026479-0.00037726i,0.00087037-0.00014595i,0.00034571-0.00043621i,-7.885e-06+1.6197e-05i,-0.00021312-0.00087929i,-0.00040642-0.0011993i
0.00042354+0.002191i,0.000446+0.00067249i,0.00096795+0.0003475i,0.00118-0.0014753i,0.00095861-0.0026427i,0.00019689-0.0016521i,-0.00025753-0.00042304i,0.00026241-7.6606e-05i,0.0004951+0.00090247i,0.00036113+0.001577i,0.0005423+0.00068842i,0.00048586-0.0002138i,0.00048921-0.0002289i,8.6494e-05-0.00015007i,-0.00045129-0.00053778i,-0.00022167-0.0013017i,-0.00012796-0.0013211i,-0.0010316-5.483e-05i,-0.00096085+0.00089376i,4.1982e-05+0.0012995i,0.00014341+0.00054708i,-9.6328e-05-0.00045708i,-0.00015269+2.124e-05i
0.00093113+0.0013325i,3.345e-06+0.0014651i,0.00043857+0.0011078i,0.00060358+6.9584e-05i,0.00051082-0.00078183i,0.00041677-0.0013854i,-0.00018351-0.001562i,-0.00081394-0.00028141i,-0.00042625+0.00049273i,0.00026724+0.00096577i,0.00021114+0.0013512i,-0.00016012+0.0011721i,-0.0010258+0.00091317i,-0.0012769+0.00015808i,-0.00063908+3.4568e-05i,-0.00031764+0.00041566i,-0.0003893+0.00019508i,0.00039264+0.00026843i,0.00085059+0.00072688i,0.00056263+0.00097621i,2.5331e-05+0.00087332i,-0.00041097-0.0003705i,-0.00050176-0.00088368i
0.0011161+0.00013319i,0.00060102+0.00039087i,0.00060469-7.2665e-05i,0.00053084-0.00046578i,-3.3566e-05-0.0010207i,-0.00099097-0.0014089i,-0.0017198-0.00048232i,-0.0011965+0.00039138i,-0.00090756+0.0010362i,-5.2462e-05+0.0014037i,0.0005663+0.0008228i,-0.00010133+0.00053829i,-0.00046477+0.00046888i,-0.00024672+0.00012824i,-0.00014497-0.00097938i,-0.00010053-0.0014328i,-9.9791e-05-0.00081966i,-3.8197e-05-0.00025306i,-8.7463e-05+0.00039677i,-9.4433e-05-0.00029426i,-0.00017498-0.00095567i,-0.00050471-0.00092289i,-0.00041176-5.3646e-05i
0.0020091+0.00069428i,0.0021124+0.00025018i,0.0020076-0.0010247i,0.0015324-0.00093607i,0.0008991-0.00067657i,-4.573e-05-0.0012051i,-0.00020792-0.00041447i,0.00025142+0.00096429i,0.00011559+0.0011542i,0.00021764+0.0012947i,0.0013063+0.0014026i,0.0014591+0.00087598i,0.00083925+3.3187e-05i,0.0002517-0.00037846i,-1.6432e-05-8.1704e-05i,0.00052889+0.00010902i,0.00022331-0.00011565i,-0.00039171+8.13e-05i,-0.00015614+0.00077744i,-0.00020603+0.00068418i,-3.7499e-05+0.00015473i,-8.833e-05+0.0003479i,-0.00026993-0.00036953i
-0.00039109-0.001027i,-0.0005826-0.00095659i,0.00014616-0.00081112i,0.00044553-0.0014991i,-0.0010128-0.0022932i,-0.0018564-0.001654i,-0.0013202-0.0011495i,-0.0004253-0.00087956i,-0.00050315-0.00023245i,-0.0006896+0.00053978i,0.00013424+0.0010439i,-7.462e-05+0.00087079i,-0.00073034-0.0003986i,-0.00015422-0.00074469i,0.0010215-0.00074321i,0.00132+4.7566e-05i,0.00014114+0.00090291i,-0.0011096+0.00055725i,-0.00068954+0.00055653i,-0.00025615+0.0011226i,-0.0002232+0.00098702i,-0.00036659+0.00022874i,-0.0005398-0.00030801i
0.0013416+0.00019544i,0.0015758+0.00063088i,0.001024+0.00010716i,0.00048402-0.0015446i,0.00058065-0.0024005i,0.00033499-0.0016063i,-0.00021022-0.00014067i,-0.00034879+0.001596i,-0.00019677+0.0023529i,5.451e-05+0.0024137i,0.00076018+0.00156i,0.001364+0.0010739i,0.0010829+0.0012148i,0.00063512+0.00056535i,0.00023944-0.00023256i,-0.00044798-0.00012419i,-0.00090474-0.00049639i,-0.0012664-0.00049511i,-0.00091263+0.00033533i,-8.7219e-05+5.9109e-05i,0.00011369-0.00042594i,0.00057122-0.00038206i,0.00061016-7.6825e-05i
-0.00051649+0.0014055i,-0.0010086+0.0003833i,-0.00078118+2.2925e-05i,-0.0010726-0.00027985i,-0.0012233-0.0012197i,-0.0017125-0.0013312i,-0.0021019-0.0006264i,-0.002025-0.00029657i,-0.00065142+0.00013462i,0.00054074+0.00091401i,0.00069832+0.00071204i,0.00035771+0.00018295i,-0.00082658+0.00020585i,-0.00089708+9.6928e-05i,0.00027183-0.00016556i,0.00055859-0.0002341i,-0.00035087-0.0004636i,-0.00017803-0.00048954i,0.00048675+0.00054289i,0.00039234+0.00087771i,0.00016008+0.00092643i,9.4075e-05+0.00094059i,0.00017763+0.00052595i
0.00074297-0.00017812i,0.00094414-0.00041901i,0.0019628-0.0017832i,0.0011373-0.0018808i,-0.00035939-0.0011042i,-0.00067923-0.0010148i,-6.4373e-05-0.00068955i,0.0004997+0.00077836i,0.00072638+0.0012777i,0.00046079+0.0011897i,0.00011638+0.0014202i,0.00031373+0.0011713i,0.00072327+0.0013357i,0.00033163+0.0019799i,0.00019887+0.0013184i,0.00012338+0.00059365i,-0.00024082-0.00027226i,-0.00027877-0.00057332i,-8.4901e-05-0.00014955i,0.00064203+0.00025951i,0.00067387+7.8868e-05i,9.5226e-05-0.00059531i,0.00029141+0.00013087i
0.00061626-0.00020272i,0.00084933+0.00039204i,0.0012321-0.00012344i,0.0014675-0.0010523i,0.00076425-0.0019587i,-0.0010488-0.0014996i,-0.0020589-0.00028872i,-0.0012728+0.00069179i,-0.00026867+0.0015005i,0.00062307+0.0012435i,0.0019205+0.00082172i,0.0022267+0.00091872i,0.00096405+0.0011351i,-0.00019371+0.0011003i,9.4436e-05+0.00022048i,0.00071706-6.4171e-05i,0.00029071-3.4842e-05i,0.00015818-9.0242e-06i,0.00032435+0.00043275i,0.00019115+0.00033829i,0.00070738-0.00017576i,0.00097418-0.00029706i,0.00032921+4.7271e-05i
0.001615-0.0019966i,0.0030538-0.0012328i,0.0022197-0.001137i,0.0012067-0.0014694i,0.00054236-0.002192i,-0.00039891-0.0022693i,-0.0017625-0.00086805i,-0.0017252+0.00048519i,-0.00061927+0.00074838i,8.5573e-05+0.0011695i,0.0002994+0.0014389i,1.981e-05+0.00034928i,-0.00010875-0.00033765i,0.00018638-2.522e-05i,0.00024265-0.00034917i,-0.00025538-0.00087684i,0.00016475-0.00076128i,0.00031649-0.00052567i,9.444e-05-5.8742e-05i,0.00038864+0.00027459i,0.00098332+0.00016792i,0.00080231+0.00030867i,-0.00032131+0.00052693i
0.0013767+0.00039624i,0.0020231+0.00062249i,0.0015503+0.00064275i,0.00051333+0.00064846i,0.00016935-0.00013897i,0.00029737-0.00090162i,7.9126e-05+2.4092e-05i,-3.4731e-05+0.0010085i,-3.3221e-05+0.0011991i,0.0007782+0.0008724i,0.0015956+0.00014i,0.0012045+7.2206e-05i,0.00059464-0.00010155i,0.0001125-0.00035098i,-0.00037563-0.00023981i,-0.00012487-0.00037844i,1.2771e-05+0.00013306i,-0.00011635+0.0014982i,-0.00046884+0.0014092i,-0.00044678+5.4957e-05i,0.00011922-8.5666e-05i,0.0006035+0.00057276i,0.00041186+0.0003569i
0.0010724-0.00035611i,0.0011336-0.00022107i,0.001187-0.0017592i,0.000686-0.002511i,-0.00014873-0.0013877i,-0.00046096-0.00082463i,-0.00070054-0.00057567i,-0.00097233-7.1524e-05i,-0.00028411+0.00072743i,0.00055966+0.00083954i,0.0007871+0.00018542i,0.00054116+0.00099793i,0.000211+0.0014284i,0.00030163+0.00076767i,-0.00051878-0.00054259i,-0.00089056-0.0010929i,-0.00021391-0.00043171i,3.3922e-05-6.8848e-06i,0.00044664+0.00017972i,0.00046866+0.00019448i,0.00027012+0.00013559i,0.00077839+0.00011686i,0.0009398+0.00024702i
0.0012075+0.00055793i,0.0010956+0.00077704i,0.0015228+3.0203e-05i,0.0014628-0.00069472i,0.00058196-0.0016329i,0.00011283-0.0013445i,-7.8418e-05-8.9813e-05i,0.0003957+0.00095446i,0.00075612+0.0011848i,0.00038457+0.00096538i,0.00014479+0.00092639i,-0.00028403+0.0011407i,-0.00011201+0.00089997i,0.00045039+0.00093392i,0.00049522+0.0010415i,0.00013167+0.00030494i,0.00052884-0.00017211i,0.000561+0.00043111i,-0.00062275+0.00036082i,-0.0010553+0.00056887i,-0.00011841+0.00068302i,0.00083394-0.00075553i,0.00042772-0.0016497i
1.4868e-05-0.0017151i,0.00045047-0.0018341i,-5.1589e-05-0.0018607i,-0.00085334-0.0012719i,-0.0010676-0.00072558i,-0.00060743-0.00034136i,-0.0001918+0.00029012i,-3.2381e-05+0.0010851i,-0.0002738+0.0021358i,-0.00078037+0.0023147i,-6.45e-05+0.001394i,0.00059351+0.0010477i,0.00061761+0.00079456i,0.00056407+0.00058075i,0.00030451+0.00038662i,0.00058187-3.017e-05i,0.00046093-0.00064139i,0.00040146-0.0010762i,0.00054007-0.00042778i,-0.00029889+3.5996e-05i,-0.00010604-0.00032959i,0.0003844-0.00086494i,-0.00041436-0.00017459i
-0.00066857-0.0013798i,0.00055423-0.0012707i,8.8916e-05-0.00029736i,0.0003289+0.00071608i,0.00028989+0.00071871i,-0.00041824+2.9068e-05i,-0.00097163+0.00036701i,-0.00093387+0.0013401i,-0.00098891+0.0015025i,-0.00053322+0.00089581i,0.00029651+0.00056635i,-0.00024462+0.00080653i,-0.00050449+0.00086003i,0.00042689+0.00091122i,0.0012724+0.00049781i,0.0012893-0.00040417i,0.00063618-0.00082558i,0.00030834-0.00059494i,0.00060955+0.00036757i,0.00035611+0.00025733i,0.00019113-0.00042749i,0.00055183-0.00080284i,0.00015002-0.00065845i
0.0013806-0.00026074i,8.6276e-05-0.00015581i,-0.0011101-0.0020413i,-0.0010489-0.0030601i,-0.00044674-0.0018621i,-0.00099166-0.0010951i,-0.0014701-7.9197e-05i,-0.00088536+0.0017104i,-0.00025858+0.0026819i,2.2002e-05+0.002266i,0.00041844+0.0016943i,0.0009059+0.0016799i,0.00071283+0.00074818i,0.0002514-8.9403e-05i,0.0008668-3.1853e-05i,0.00085574-0.00019565i,0.00011902-0.00034368i,-0.00010192-0.00016917i,0.00023528-8.6039e-05i,0.0010491+0.00059928i,0.0012953+0.00056473i,0.00045351-0.00014315i,-0.00031431+0.000278i
0.0010457-0.00018621i,0.0023038-0.00052268i,0.0015452+0.00067667i,0.0011977+0.00031002i,0.0009679-0.00082291i,-0.00010781-0.0012677i,-0.0010132-0.0010973i,-0.00084716+7.2305e-06i,-0.0004204+0.00075798i,-0.00017223+0.00066363i,0.00045739+0.00026466i,0.00099243+0.00027367i,0.00038393-0.00020341i,0.00044473-0.00040551i,0.00076331-8.9493e-05i,0.00024407-4.5058e-05i,0.00086533-0.00052822i,0.0010124-0.00024311i,0.00071048+0.0004858i,0.0004359+0.00022666i,0.00038638-0.00066084i,0.00062633-0.0010465i,-9.4278e-06-0.0005973i
0.0013958+0.00069961i,0.0012468+0.00094198i,0.00065996-3.4908e-06i,-0.0002335-0.001559i,-0.0013412-0.0013226i,-0.00090241-0.00039188i,-0.00018406+0.00080334i,-0.00051806+0.00097306i,-0.00078576+0.00078068i,-0.00023598+0.00061746i,0.00060319+8.8248e-05i,0.0012512+0.00010135i,0.00077248+2.1134e-05i,0.00027325+8.4954e-05i,5.4474e-05+0.00021672i,-0.00029-0.0001437i,-8.1252e-05-0.00051808i,0.00096484-0.00078321i,0.0010649-0.00057476i,0.0001331-0.00031125i,-0.00049803-0.00076559i,-0.00073426-0.00084123i,-0.00095137+0.00048166i
0.00093554+0.00076167i,0.00046501+0.00042582i,0.00013652-0.0013113i,0.00078323-0.0020995i,-0.00014746-0.0012544i,-0.0019729+1.053e-05i,-0.0020624+0.00070242i,-0.0016139+0.001344i,-0.0010403+0.001219i,-0.00063741+0.0015649i,-0.00098317+0.0011814i,-0.00057694+0.00049299i,0.0001253+0.00068751i,0.00014078+0.00066351i,0.00038691+0.00043006i,0.0010152-0.00021473i,0.00015969-0.00011805i,-0.00087342+0.00031707i,-0.00057226+0.000541i,-0.00031473+0.00043644i,-0.00039801-0.00039953i,0.00036758-0.0010603i,0.00042633-0.00049872i
-0.00063834+0.00084919i,-0.0010661+0.0014856i,0.00031034+0.0016513i,0.0013403+0.00025541i,0.001096-0.00073584i,9.7737e-05-0.00051648i,-0.00034757+6.1847e-06i,-0.0001248+0.00074996i,-0.00023629+0.0012912i,-6.9847e-05+0.0017473i,-6.6618e-05+0.0015892i,-0.00011503+0.0012353i,2.4069e-05+0.00082929i,0.00015404-0.00031217i,0.00030361-0.00086912i,0.00017624-7.4807e-05i,0.0004814+0.00028682i,0.0010753+0.00081204i,0.00062914+0.0014513i,0.00016621+0.00096803i,-0.00013698+0.00032778i,-0.00057962+0.0005861i,-0.00049866+0.000443i
0.0034469-0.0011082i,0.0027472-0.0019248i,0.0020167-0.0035619i,0.0015059-0.0043786i,0.00028995-0.0038423i,-0.00070488-0.0026052i,-0.0016049-0.0011957i,-0.0017157-2.2436e-05i,-0.00058774+0.00058772i,-0.00056926+0.0011121i,-0.0010753+0.001069i,-0.00099431+0.00032048i,-0.00068554+0.00029893i,0.00062471+0.00061444i,0.0012457+0.00017476i,0.00069495-0.00016824i,0.00083505+5.8413e-05i,0.0013148+5.6134e-05i,0.0013652-8.9483e-05i,0.00070489-0.0009683i,-9.1578e-05-0.0012962i,-8.3114e-06-0.00070873i,-0.00056166-0.00066747i
0.0033893-0.0014997i,0.0043772-0.00088155i,0.0027757-0.00066726i,0.00036391-0.0014261i,-0.0013627-0.0012274i,-0.0018121-0.00056391i,-0.0014829+0.00011953i,-0.0011649+0.00035644i,-0.00097234+0.00027265i,-0.001315+0.0015792i,-0.0015328+0.0017595i,-0.0012106+0.0015266i,-0.0013484+0.0010387i,-0.00062759+0.00035856i,0.00054637-0.00026298i,-2.809e-05-0.0013298i,-0.0012986-0.0014783i,-0.0013617-0.00094183i,-0.00079581-0.00045178i,-0.00042637-0.00027063i,0.00010425-0.00046413i,0.00050232-0.00062314i,0.00045122-0.0004776i
-0.0018848-0.00093086i,-0.0011701-0.00090548i,-0.0013638+0.00019111i,-0.0010178+0.00053561i,-0.00068356-0.00035584i,-0.0006154-0.0010299i,0.00011319-4.894e-05i,-8.5407e-05+0.0013739i,5.934e-05+0.0017717i,0.00066632+0.0017248i,0.0012512+0.0011388i,0.0015397+0.00059473i,0.00088001+0.00030204i,0.00036045-0.00023618i,0.00033206-0.0004796i,0.00067579-0.00021216i,0.00061024-0.00021162i,0.00034963-0.00014394i,-0.00017415+0.00032059i,-4.8269e-05+0.00060702i,0.00026917+0.00028654i,-9.3536e-05+0.00048957i,-0.00047888+0.00093173i
-0.0011451-0.0015808i,-0.00061324-0.00038256i,-0.00037997+0.00058598i,0.00053189+0.00098402i,0.00091579+0.0006578i,0.00046598-3.0593e-05i,-0.00038647+0.00011562i,-0.00056575-0.0001256i,-0.0003997+0.00026275i,-0.0002874+0.0012773i,0.00033837+0.0013776i,0.0009533+0.00092145i,0.00085829+0.00064755i,0.00063697-0.00028831i,0.00049643-0.00020565i,2.336e-05+0.000229i,0.000193-0.00048472i,0.00047135-0.00070347i,-0.00018906-0.00019025i,-0.00023761-0.00024348i,0.00033832-0.00075046i,1.3009e-05-0.00050536i,-0.00083283-0.00035759i
0.00055095-0.0016767i,-0.00070605-0.0013789i,-0.0019057-0.00011009i,-0.002722-0.0001295i,-0.0028049-0.00088274i,-0.0012698-0.00085436i,-0.00092387-0.00094599i,-0.0012181-0.00085066i,-0.0010631+0.00054358i,-0.00066037+0.0022554i,2.9691e-05+0.0030348i,0.00027002+0.0019546i,0.0011975-0.0007563i,0.0019214-0.001914i,0.0012775-0.0010162i,0.00014701-0.00041873i,-1.3397e-05-0.00088011i,0.00022659-0.00061461i,-2.8287e-05+0.00051897i,3.01e-05+0.00031856i,0.00052143-0.00056474i,0.00043755-0.0013881i,-0.00013071-0.00087395i
0.00029727+0.0006453i,-0.00025942+0.00029865i,0.0007722-0.00055371i,0.00082764-0.0016281i,0.00073019-0.0018777i,0.00030995-0.0018723i,-0.00061926-0.00092801i,-0.00066913+0.0008902i,-0.00014326+0.0018075i,-3.5146e-05+0.0023366i,0.00037919+0.0023776i,0.0010157+0.0013602i,0.00020475+0.00030762i,-0.00031044-0.00035479i,-0.00038952+0.00011658i,-0.00041786+0.00058638i,0.00014548+0.00059903i,0.00058504+0.00047151i,0.001467+0.00037981i,0.0012535+0.00024933i,0.00042618-0.00042424i,0.00035188-0.00087588i,0.00032888-0.00059899i
-0.0010293+0.00028394i,-0.0010566+0.0010458i,-6.1685e-05+0.0019806i,6.8815e-06+0.00069655i,-0.00047022-0.00097362i,-0.00089222-0.0011459i,-0.0013933+0.00018374i,-0.0012483+0.0013392i,-0.00082328+0.0014922i,0.00019759+0.00092965i,0.00087844+0.00043219i,0.00096018+0.00038207i,0.00049724+0.00050677i,-0.00021714+0.00038639i,-0.00064492-0.00022769i,-0.00047127-0.0007317i,-0.00022819-0.00067477i,-0.00039195-0.0001138i,-0.00025721+0.00071427i,0.00032102+0.00061695i,0.00014392-0.00013985i,-0.00018701-0.0005699i,-0.00051603-0.00053473i
0.00091+0.00056329i,0.00062183-0.00056873i,0.00012269-0.00093132i,0.0003204-0.00056991i,0.00041883-0.0006014i,5.7083e-05-0.00048142i,-0.00023294+0.00019857i,-0.0005132+0.00050318i,-0.00044002+0.0005761i,-0.00028099+0.0008302i,-0.00016624+0.0006982i,-0.00070618+0.00051015i,-0.00071221+0.00033471i,-0.00040045-1.4121e-05i,0.00035676-0.00025353i,0.00062555-0.00051449i,-0.00043084-0.00033837i,-0.00091811+0.00052594i,-0.00028623+0.00090673i,0.00026664+0.00059196i,0.00060818+6.3675e-05i,0.00072718+0.00025442i,0.00078553+0.00035399i
0.00088687+0.0011207i,0.0015321+0.0011691i,0.002726+0.0010836i,0.0026877+0.00065069i,0.0014705-0.00038731i,0.00039269-0.0014086i,-0.00021322-0.0016323i,-9.6778e-05-0.00066861i,-0.00016983+0.0014462i,0.0001557+0.0022196i,0.00037056+0.0017392i,-0.00010039+0.00067435i,-3.9452e-05-0.00029038i,0.00018272+0.00048231i,0.00020142+0.00080626i,6.7115e-06+0.00032698i,-3.4754e-06-0.00015384i,0.0005744-0.00020011i,0.00062452+0.00060751i,0.0002864+0.00079733i,0.00024003-5.8695e-05i,-7.1793e-06-0.00029977i,0.00013231-0.0002458i
-0.00029338-0.0016008i,-0.00027577-0.00044014i,-0.0014234-0.00010177i,-0.0015471+5.3422e-05i,-0.00070715+0.00022177i,7.3265e-05+0.00022249i,-0.00031617+0.00058121i,-0.00095679+0.0011681i,-0.00074753+0.0024222i,-0.00057713+0.0030475i,-3.4302e-05+0.0020058i,6.718e-05+0.00051644i,-7.0272e-06-0.00059296i,6.8104e-05-0.00065126i,-0.00055936-0.00022497i,-0.0013616-0.00029829i,-0.00058885-0.00048629i,0.00097625-0.00037236i,0.00078961+0.000416i,0.0003687+0.00043715i,-0.00018786-3.0772e-05i,-0.00044901-0.00090406i,-0.0001788-0.00091618i
-0.001015+0.00053347i,-0.0014341+0.00058186i,-0.0008882+0.00095893i,8.1869e-05+0.00036619i,0.00084046-0.00052419i,0.00078732-0.001186i,0.00048555-0.00083305i,-0.00064706+6.4787e-05i,-0.0012763+0.0011013i,-0.00036515+0.0022572i,0.00057458+0.0019443i,0.00071061+0.00079523i,0.00039112-4.7793e-05i,0.00068218-0.00012059i,0.0010103-0.00025921i,0.00035822-0.00054019i,0.00036676-0.0004605i,0.00082916+0.00022707i,0.00036746+0.00079819i,0.00022032+0.00079692i,0.00019019+0.00084958i,-5.7046e-05-0.0003495i,-5.7934e-05-0.00012978i
-0.0013662+0.0011418i,-0.00035814+0.0019063i,0.00038433+0.0028499i,0.00048653+0.001459i,0.00093132-0.0011582i,0.00083497-0.0015346i,-0.00067494-0.00058803i,-0.00071359-0.00011604i,-0.00022916+0.00071427i,-0.00066953+0.0014777i,-0.00060921+0.0011014i,0.00010696+0.00011532i,0.00024018-0.00046533i,0.0002844-0.00027178i,6.6461e-05-0.00029393i,-0.00041145-0.00040089i,-0.00041843-0.00015184i,2.8166e-05-3.2125e-05i,0.00027647+0.00039463i,-0.00012938+0.0012148i,-0.00064508+0.001251i,-0.00098793+0.00021486i,-0.00085923-5.3006e-05i
-2.0637e-05+0.00073344i,0.00036607+0.00087115i,0.00014503+0.0013615i,0.00030986+2.4532e-05i,0.00022306-0.0017188i,-0.00098781-0.0021057i,-0.00079599-0.00025247i,-0.0005243+0.0017715i,-0.00047943+0.0021793i,0.00038297+0.0015703i,0.0008875+0.00073565i,0.00075856-0.00019168i,0.00024942-0.00082044i,0.00037728-0.00054697i,0.00034621-0.00034398i,-0.00019543-0.00097012i,-0.00039544-0.0006616i,-0.00080305+0.00014966i,-0.00053284-0.00015835i,0.00064214-0.00035799i,0.0011294-0.00057177i,0.00049287-0.00067742i,-9.8305e-06+7.4334e-05i
-0.00038875+0.00085279i,0.00042687+0.00012366i,0.0011956+0.00068413i,0.00088729+0.0010625i,0.00058691+0.00025611i,-0.0010468-0.00035021i,-0.0016555+0.0002908i,-0.00071301+0.0012284i,-0.00058647+0.0013766i,-0.00063285+0.0016564i,-0.00064053+0.0016699i,-0.00026503+0.001109i,-0.00034881+0.0005038i,-0.00029226-0.00019391i,0.0002918-5.6136e-05i,0.00062727-4.9426e-05i,0.00069646-0.00083459i,4.8361e-05-0.00024627i,-0.00054169+9.1246e-05i,0.00013789-0.000403i,0.0013562-0.00038682i,0.00069274-0.00018076i,-0.0011362+0.00064811i
0.0012751-0.0012373i,0.00049737-0.00084866i,0.00055506-0.0014374i,0.00051093-0.0020592i,0.00014862-0.0019896i,-0.0002777-0.0014021i,-0.00082484-0.00057186i,-0.00054041+0.00057037i,-0.00019021+0.0017248i,0.00068613+0.0018973i,0.0012311+0.0015865i,0.00074368+0.0011664i,0.00019259+0.00069595i,-0.00014071+5.0811e-05i,-0.00053247-0.00045909i,-0.00060779-0.00061105i,-0.0005687-0.0010691i,-0.00024725-0.0007564i,0.0002458-5.2309e-05i,0.00017709-0.00044871i,0.00031754-0.00095363i,-5.1521e-05-0.00094415i,7.3882e-05-0.00059125i
-0.00030955+0.0011018i,0.0001356+0.0011492i,0.0013405+0.00078441i,0.0023062-7.9478e-05i,0.0020652-0.00062969i,0.0004471-0.0010029i,-0.00070335-0.0010404i,-0.00069688+0.00048218i,0.00022557+0.0014787i,0.00082937+0.001402i,0.00031693+0.00052961i,3.2771e-05-0.0005137i,-0.00027462-0.00030059i,-0.0005421+0.00041829i,-0.000494+7.5111e-05i,-0.00010471-0.00037576i,0.00052445-0.00045108i,0.0003779-0.0003158i,-6.5112e-05+4.0857e-05i,0.00016489-0.00022048i,0.00011673-0.00051777i,-0.00060478-0.00036551i,-0.00088628-0.00033829i
0.0011278+0.0015821i,0.0012621+0.0020299i,0.0010371+0.0017533i,0.0008715+0.00025521i,0.00020144-0.00076965i,-0.0012038-0.00071608i,-0.0016719-0.00018359i,-0.00090527+0.00072265i,9.6608e-06+0.00099148i,0.0011226+0.00068848i,0.00069835+0.00055084i,-0.00019366-0.00021715i,0.00039217+0.00012492i,0.00081251+0.00093519i,0.00083016+0.00059903i,-0.00014281+0.00020393i,-0.0011482-0.00044674i,-0.00084675-0.00034582i,-0.00069759-0.00015731i,-0.00021902-0.00010977i,0.00014228-0.00033975i,-0.00027868-0.00067454i,-0.00031738-0.0002465i
-0.00073468+0.0013578i,-0.0015242+0.0012215i,-0.00053145+0.00071773i,0.00093517-0.00011642i,0.00030291-0.00065443i,-0.00020801-0.00099795i,-0.00060251-0.00086945i,-0.00041987+8.2324e-05i,0.000312+0.0012421i,0.00047224+0.0016374i,0.00066144+0.0012045i,0.0010747+0.00023713i,0.00048332-0.00037537i,-7.6448e-05-0.00079295i,-4.531e-05-0.00063084i,0.00010199-0.00083276i,8.4011e-05-0.00049248i,-0.00021973+0.00045586i,-0.00031467+0.0007431i,-0.00060426+0.0012688i,-0.00088882+0.00082825i,-0.00053027+0.00027433i,-0.00017841+0.00037561i
-0.00091231-0.00084868i,-0.00051239-0.001358i,-9.2293e-05-0.0016127i,0.00019605-0.0015798i,0.00025564-0.0012216i,-0.00041245-0.00057249i,-0.0015429-0.00032275i,-0.0010877-9.7142e-05i,1.4341e-05-2.1563e-05i,-4.3875e-05-9.3752e-05i,-4.1683e-05-0.00026768i,0.00027467-5.8569e-05i,0.000574-2.4837e-05i,0.00074813+0.00026446i,0.00096809+0.00022633i,0.00046728+4.9631e-06i,-0.00022643+5.5436e-05i,5.5173e-05-0.0007121i,-0.00057711-0.00073343i,-0.00058391+6.6026e-05i,0.00040968-1.275e-05i,0.00071408-0.00082658i,0.00011391-0.00057543i
0.0020334+0.0024111i,0.0031182+0.0017033i,0.00308+0.00082706i,0.0027893-0.0002255i,0.0013937-0.0011302i,-0.00056161-0.0015341i,-0.00125-0.00024372i,-0.00073073+0.00087543i,-5.4536e-05+0.001312i,7.0354e-05+0.0012468i,0.00047619-0.00029115i,-3.3169e-05-0.00073637i,-0.0012508-0.00012553i,-0.001376+0.00010655i,-0.00090571+0.00062699i,-0.00026889+0.0008228i,0.00046247+0.00044103i,0.00011518+0.00072741i,-0.00010664+0.0012972i,0.0003085+0.00069578i,0.00086683-0.00044373i,0.00075805-7.3567e-05i,-0.00046012+0.00079008i
0.0024435+0.0025151i,0.0026512+0.002326i,0.0028214+0.00039767i,0.0011732-0.0019571i,0.00017634-0.0025994i,-0.0005223-0.0013857i,-0.00091482+0.00021816i,-0.00085813+0.00047618i,-0.00089439+0.00029901i,-0.00049826+0.00078142i,4.6594e-05+0.00079649i,-0.00020096+0.0009417i,-0.00028128+0.00037372i,0.00042456+0.00047238i,0.00039124+0.00017818i,-0.00032017-0.00034311i,-0.0001334+0.00099801i,0.00023223+0.0017391i,6.5067e-05+0.0011447i,0.00013033+0.00030084i,0.0010418-0.00015308i,0.0011042-9.3961e-05i,0.00043555+0.0001169i
0.00056878-0.00031359i,0.0002243-0.00015079i,0.00038138-0.00081182i,-0.00026083-0.0012219i,-0.00050149-0.0013909i,-0.00047436-0.00070865i,-0.0010505+1.2952e-05i,-0.00099947+0.00044522i,-0.0012266+0.0011946i,-0.0010415+0.0015296i,-0.00022524+0.0018911i,-3.9692e-05+0.0016683i,9.76e-05+0.00075596i,0.00065067+0.00043006i,0.00090536+0.00029295i,0.00087831-0.00011599i,0.0014852-5.4528e-05i,0.00093584+0.00025792i,0.00068488+0.00083632i,0.00071993+0.0010155i,-0.00018633+0.00020733i,-0.00039961-0.00047285i,-0.00015569+0.00031094i
-0.00024802+4.1506e-05i,-3.8823e-05-0.00067651i,2.193e-05-0.00083475i,0.0006819-0.0010571i,0.00060498-0.0015624i,0.00027065-0.0016176i,-0.00068459-0.00052156i,-0.00057054+0.0010549i,-0.00075484+0.0020487i,-0.0012693+0.0014458i,-0.000697+0.00029221i,9.2729e-05-0.00028138i,8.2799e-05-0.00018434i,-0.00059753+0.00045427i,-0.00035747-0.00052321i,0.00089878-0.0014403i,0.001021-0.00060536i,0.00030359-4.8935e-05i,0.00027412+0.00063725i,0.00073422+0.00049219i,0.00071631+6.0548e-05i,0.00028017+0.00011294i,-0.00033296+0.00028922i
