-0.0021318+0.00031859i,-0.0032448+0.0006639i,-0.00294+0.00097697i,-0.0012077+0.00066488i,-0.0013962+0.0008604i,-0.0018557+0.0010071i,-0.0013218+4.9983e-05i,0.00029365-0.00027296i,0.001168-0.00027374i,0.0011325-0.00011396i,0.00083393-2.3671e-06i,0.00042983-7.8309e-05i,0.00081806+0.00016087i,0.00044199+0.00044015i,-0.00031119+0.0003325i,-0.00069588+0.0002849i,-0.00085375+7.9266e-05i,-0.00074209-0.00020188i,-0.00030947+3.577e-06i,0.00010025+0.00053543i,0.00044647+8.759e-05i,9.4984e-05-0.00032761i,-0.00013375-0.00022422i
-0.0015518-0.0019493i,-0.0016008-0.0016732i,-0.0018895-0.0013397i,-0.001732-0.00034867i,-0.0010985+0.0010651i,-3.2331e-05+0.00073076i,0.0006669-0.00014329i,0.00038879-0.00016059i,0.00041139-0.00043294i,0.00054465-8.8461e-05i,0.00027468+0.001119i,0.00019002+0.0010672i,-0.00017985+0.00025562i,-0.00063325-0.00010665i,-0.00063011-0.00043362i,0.00016816-0.00053858i,-0.00034213-0.00058742i,-0.0012706-0.00065433i,-0.0013449-0.00053013i,-0.0010402-4.1322e-05i,-0.00034213+0.00083204i,-0.00022473+0.0012291i,-0.00016035+0.00032822i
-0.00019847-0.00027745i,-0.000755-0.00017344i,-0.00063959+0.00038559i,-0.00021595+0.0010831i,-0.00030603+0.00087827i,-0.00083909+0.00040056i,-0.00056704+0.00022214i,3.7179e-05-5.4535e-05i,0.00041805-0.00023779i,0.0011781-2.8352e-05i,0.0011231-2.919e-05i,0.0011368+7.5607e-05i,0.0014843+0.00018067i,0.00052321+0.00025248i,-0.00015831-0.00030383i,-0.0003031-0.0011324i,-0.0008092-0.0009681i,-0.00025043-9.6859e-05i,7.3332e-05+0.00035262i,-0.00019526+0.00030313i,-0.00079199+0.00028566i,-0.00094646+0.00063479i,0.00011331+0.00055555i
4.6399e-05+0.0003406i,0.00050403+0.00078001i,0.00018425+0.00121i,-0.00021584+0.00069628i,0.00045911-0.00019626i,0.00044512-0.00055655i,0.00021034-0.00035567i,-3.1796e-05-0.00045396i,1.0231e-05-0.0010701i,0.0001306-0.0015477i,-4.0984e-05-0.001937i,-5.4775e-05-0.0019846i,0.00030795-0.0014354i,0.00013711-0.0014105i,-2.4204e-05-0.00082716i,-7.6507e-05+3.4536e-05i,0.00030871+4.9668e-05i,0.00053418+4.7397e-05i,4.5033e-05+0.00036726i,-0.00050519+0.00075511i,-0.00041091+0.00031751i,8.1763e-05-0.000346i,7.0535e-05-0.00030698i
4.1312e-05+0.0021159i,-0.00031576+0.0022842i,9.3891e-07+0.0024221i,-0.00018737+0.002213i,6.7495e-07+0.0010835i,0.00069589-0.00070432i,0.00034488-0.0014684i,-0.00030231-0.00089738i,0.00019404-0.00030597i,0.00076732-0.00011494i,0.00039526+0.00032146i,0.00050869+0.00083596i,0.00081708-0.00013744i,0.00093064-0.0011063i,0.00049517-0.00051736i,-5.4617e-05+0.00048944i,-0.00067541+0.0009277i,-0.00053497+0.00067673i,0.0005514+9.093e-05i,0.00079803-0.00048141i,-1.2503e-05-0.0003293i,-4.3667e-05+0.00065642i,0.00031661+0.0010854i
0.00037511-0.0015971i,-0.00042368-0.0016607i,-0.00097044-0.0015465i,-0.0012393-0.0013747i,-0.00097767-0.00098763i,-3.9155e-05-0.0001592i,0.0003304-0.00046399i,0.00072886-0.0010482i,0.001274-0.0010489i,0.001741-0.00084987i,0.00099459-0.00088591i,0.00027625-0.00078558i,0.0001377-0.00039906i,-0.00010717-0.00019434i,-0.00084271+0.00054709i,-0.0013423+0.0009131i,-0.0010565+0.00078011i,-0.00067246+0.00043243i,-0.00074853+0.00028905i,-0.00013547+2.2124e-05i,0.00098557-0.00048403i,0.00041789-0.00045273i,-0.00068017-0.0004808i
-0.00089773+0.0017676i,0.00056131+0.0016991i,-0.00022854+0.0019371i,-0.0010514+0.00098695i,-0.00081-0.00018373i,-0.00077386-0.00085345i,-2.2596e-05-0.00056689i,0.00051899-0.00030466i,0.0013336+8.0331e-05i,0.0013198+0.00024385i,0.00052156+8.3924e-05i,0.00046333-0.00021218i,0.00083824+5.3357e-05i,0.0001412+0.0011124i,-0.00073686+0.0011118i,-0.00094377+0.0001263i,-0.0013132-0.00030366i,-0.00084334-0.00016998i,-0.00020647+5.5623e-06i,6.9633e-05-0.00033363i,0.00071646-0.00046947i,6.8624e-05-0.00020417i,-0.00068403+0.0001201i
-0.0021526+0.0018051i,-0.0011344+0.0024048i,-0.00020918+0.0034678i,0.00077804+0.0035936i,0.00073449+0.0024485i,0.00081861+0.0010736i,0.00081612+8.5931e-05i,0.00079057-0.00045794i,0.00077596-0.0011854i,0.00060182-0.001365i,0.00078111-0.00067726i,0.0015098-0.00061656i,0.0016529-0.000825i,0.0010677-0.00040498i,-6.3504e-05-9.8369e-05i,-0.00050353-0.00021616i,-0.00095149-0.00042413i,-0.00065405-0.00083904i,-6.8994e-05-0.00055685i,1.7296e-05+0.00011186i,0.00024767+0.00061241i,0.00024918+6.2475e-05i,0.00021388-0.0003765i
0.0014821-0.00015257i,-0.0003626-0.0003093i,-0.0011603+5.8383e-05i,-0.00083058+0.00029494i,-0.00085372+0.00028472i,-0.00037135-0.0002466i,-0.00019501-0.00077395i,-0.00054757-0.0010682i,-0.00035696-0.0010982i,0.00034671-0.0016204i,0.00036946-0.0010668i,-0.00015555-1.5834e-05i,-9.852e-05-0.00022634i,-3.8457e-05-0.00070167i,-0.00025207-0.00061389i,-0.00077557-0.00035608i,-0.00058065-0.00049072i,0.00037706-0.00033945i,0.00058074+0.00037908i,0.00034819+0.00019865i,0.00011679-0.00025472i,-0.00023416-0.00022097i,-0.00026805-0.0002308i
0.00018714-0.00068379i,0.0013586-0.0010489i,0.00098032-0.00053629i,0.000564+2.3661e-05i,0.0011746-0.00014221i,0.0010507-0.00043947i,0.00082399-0.00050189i,0.00074554-0.00046874i,0.00080746-0.00090301i,0.001644-0.00056025i,0.0016185-0.00036255i,0.00081056-0.0011389i,0.00033108-0.0011045i,-0.00025912-0.001143i,-0.00062613-0.0014487i,-0.00030137-0.00088914i,-0.00027743+0.00014764i,-0.0011216+0.00018401i,-0.0011181-0.0007482i,-0.00060949-0.00090491i,-0.00037605-0.00073347i,0.00046842-0.00081303i,0.00024184-0.00087893i
-0.0012246-0.0011259i,-0.0020766+0.00046356i,-0.0014647+0.0015095i,-0.0014878+0.0018945i,-0.00098369+0.00069344i,-0.00076872-0.00041065i,-0.00063282-0.00067408i,-7.1772e-05-0.0016113i,0.00056767-0.002469i,0.00098415-0.001541i,-0.0003046-0.00047632i,-0.00038047+1.2158e-06i,0.00097173+7.3823e-05i,0.00081442-0.00012933i,9.2678e-05-7.1332e-06i,-0.00022901-0.00018408i,-0.00026621-0.00090717i,-8.2867e-05-0.0011072i,-0.00016985-0.00044372i,0.00014243+0.00035379i,0.00025038+0.00020502i,-0.0001004-0.00011358i,3.1004e-05+0.00093341i
0.00010105+0.0010712i,-0.00075511-6.128e-05i,-0.0022051-0.00014435i,-0.0020107-0.00024653i,-0.001344-0.00051069i,-0.00052796-0.00088656i,0.00012682-0.0011477i,2.6181e-05-0.0011003i,0.00055634-0.00089948i,0.00053015-0.00052086i,0.00036912-8.378e-05i,0.00068031+7.7331e-05i,0.00061609-0.0010126i,-2.6937e-05-0.001342i,-0.00059335-0.00068038i,-0.001572-0.00086408i,-0.0013793-0.00072839i,-0.0010951-7.3568e-05i,-0.00088862+0.00015529i,0.0006364+6.5692e-05i,0.00086423+0.0001803i,-0.00015855+0.00012911i,-0.00031971+0.00018695i
0.00041492-0.00020448i,0.0016993-6.9361e-05i,0.0010703+0.00020732i,-0.00040726+0.0014403i,-0.0010103+0.0013711i,-0.0011883+0.00043197i,-0.001559-0.00019087i,-0.00020387-0.00032997i,0.0013047-0.00023783i,0.0016847+0.00043737i,0.0010882+0.001207i,0.00062302+0.00062123i,0.00068415-0.00013948i,0.00060147-0.00048423i,0.00066294-0.00031956i,0.00034379+0.00022302i,0.00018089+0.00078131i,0.00014749+0.0011589i,0.00023921+0.00033834i,0.0013528-0.00059764i,0.001511-0.00062048i,0.00040756-0.00059832i,1.2684e-05-0.00064884i
-0.0013823-0.00016452i,-0.0025364+0.00097901i,-0.0033719+0.0024146i,-0.0017446+0.0019783i,0.00016187+0.0010078i,0.0008416+0.00084153i,0.0006196+1.3536e-06i,0.00053564-0.00066465i,0.00051776-0.00024566i,0.00096313-0.00067375i,0.000778-0.0008144i,0.00051423-0.00018697i,0.00034264+3.9571e-05i,-0.00023055-1.6915e-05i,-0.00017423-0.00018305i,0.00081481-0.00054659i,0.0012755-0.00053852i,0.00079117-0.00034132i,0.00059544-0.00025741i,0.00057105+0.0001932i,0.00053016+0.00094296i,0.00045062+0.00080805i,0.00012238+0.00030206i
-0.00047995+0.00047266i,-0.00067767+0.00029648i,-0.00054273+0.0010008i,-0.00030257+0.0017736i,-0.00026904+0.0011425i,0.00019489-0.00031826i,0.00017969-0.00086862i,0.00032972-0.00071937i,0.00075888-2.0401e-05i,0.00037303+0.00010359i,0.00060498-0.00024161i,0.00060597+0.00025139i,-0.00025972+0.00051729i,-0.00034723-0.00019537i,0.0002598-0.0007994i,0.00054897-0.00064683i,0.00021759-0.00075357i,-0.0001355-0.0012443i,-0.00011214-0.00061584i,0.0005517+0.00015362i,0.00062475+0.0001136i,7.9984e-05-0.0005107i,-0.00024415-0.00051344i
-0.00073538+0.0013617i,7.6491e-06+0.00015586i,0.00066597-0.00017175i,0.00090856+0.00078097i,0.00047575+0.0004054i,-0.00027307+0.00017682i,-0.00069734-0.00017493i,-0.00016038-0.00093788i,0.00013879-0.0020733i,6.0159e-05-0.0016103i,-3.8323e-05-0.00020133i,0.00039998-0.00061799i,0.00076607-0.00127i,0.00023207-0.00082077i,-0.00015136-9.6905e-05i,-0.00028+2.6411e-05i,-0.00022125-0.00045626i,0.00016404-0.00043906i,4.9828e-05-0.00026297i,0.00026526-0.00013762i,0.00053445-0.00027701i,0.00057279-0.00044894i,0.00063473-0.00059183i
0.00031009+0.0011815i,0.00024791+0.001673i,0.00013351+0.0021778i,0.00017323+0.0012213i,-0.00022377+0.00086128i,-0.00043743+0.00068921i,-0.00042543-4.7455e-05i,-0.00014045-0.00064459i,0.0011686-0.00089144i,0.0015308-0.00057527i,0.00070315-0.00034247i,0.00083088-0.00069788i,0.00081094-0.00056888i,0.00016057-0.00057448i,-0.00034892-0.00044902i,-0.00082925+1.5584e-05i,-0.00041956-9.0548e-05i,-0.00016124-4.6544e-05i,-0.00040826+0.00026803i,-0.00029941+0.00020726i,-0.00012076+0.00015337i,0.00020142+7.61e-05i,0.00020929+0.00011815i
-0.00081264-0.0014375i,-0.0012198-0.00074266i,-0.0023927+0.00019422i,-0.0020398+0.000641i,-0.00050969+0.00072732i,0.0006969+0.00090736i,0.0010647+0.00014564i,0.00030198-0.0010264i,-0.00026279-0.0010854i,-0.00030562-0.00081418i,-0.00013988-0.00047283i,-3.9156e-05-0.00052557i,0.00029049-0.0008318i,0.00064663-0.00042253i,8.5146e-05-0.00079808i,-0.00038396-0.0017552i,-0.00070145-0.0014215i,-0.00057052-0.00018605i,-0.00014746+0.00053991i,-0.0002838+0.00021302i,-0.00091152+0.00030522i,-0.00078806+0.00075142i,0.0004451+0.00078079i
-0.0024528+0.00074745i,-0.0018511-6.0408e-05i,-0.0015716+0.00091287i,-0.0013559+0.0023324i,-0.001082+0.0014132i,-0.0006515-0.00072073i,-1.102e-06-0.001834i,0.00016889-0.0011545i,0.00045658-0.0010283i,0.00036879-0.00049959i,0.00026097+0.00096943i,0.00037054+0.00069464i,0.00030858-0.0002876i,0.00043346-0.00030955i,0.00050812-0.00060545i,-0.0001127-0.00031747i,-0.00040801-0.00021658i,8.4151e-05-0.00041464i,0.0007593-0.00052142i,0.0011484+0.00045758i,0.0012086+0.0010552i,0.0012976+0.00026737i,0.0006224-0.00036339i
-0.00095917-0.0012161i,-0.0012162-0.00062292i,-0.0020919+9.5502e-05i,-0.0027434+0.00053105i,-0.0020205+0.00083823i,-0.00030991+0.00094214i,0.00026392+0.0004106i,0.00053903-0.00053363i,0.00091693-0.00060819i,0.00055978-0.00024596i,-2.5577e-05+0.00021355i,0.00021804+0.0004305i,0.00096343+0.00058269i,0.00070694+4.6114e-06i,0.0007657-0.00091505i,0.00064592-0.001032i,0.00012498-0.00083937i,0.00015322+8.0483e-05i,-7.8772e-05+0.00027974i,0.0008297-0.00010151i,0.0013855+5.0945e-06i,0.0007633+0.00023044i,-0.00053501+0.0005304i
0.0025664-0.0013703i,0.0014459-0.0022333i,0.00093033-0.0021369i,0.0002949-0.0011844i,-0.00059647-0.0013105i,-0.00075019-0.0011357i,-0.00064069-6.9344e-06i,-0.00052129+0.00037015i,0.00017467-0.00049031i,0.0006305-0.0010001i,0.00029612-0.00042325i,0.00047756+0.00071895i,0.00025002+0.0007556i,-0.00073505-0.00018801i,-0.00080051-0.00078824i,-0.00012674-0.00083839i,-0.00057721-0.00046698i,-0.00087861-6.6525e-05i,7.3097e-05-0.00031594i,0.0012268-0.00055451i,0.00043532-0.0002582i,-0.00071085-0.00053458i,-0.00022824-0.00012815i
-0.00012066-0.00093395i,0.0010497-5.5486e-05i,-0.00011673+2.3034e-05i,-0.0014846+0.00033835i,-0.0013227+0.00072684i,-0.00012556+0.00054397i,0.00085521+0.00035663i,0.00099919-0.00036209i,0.0011275-0.0014806i,0.0011762-0.0018575i,0.00067879-0.0011713i,-9.1717e-05-0.00046748i,-0.00028288+0.00059562i,-0.00012121+0.0012666i,-0.00016557+0.00078121i,-0.00066374-0.00024878i,-0.00026055-0.00026568i,0.00024948+0.00063549i,7.4921e-05+0.00066479i,0.00027776+7.2526e-05i,0.00043725-0.00081002i,2.0714e-05-0.0010117i,0.000214-0.00065803i
-0.0012148+0.00030448i,-0.0011289-0.00026292i,-0.0011527+0.0015758i,-0.00051733+0.0023367i,2.1212e-05+0.001583i,-5.5152e-05-0.0002548i,0.00038063-0.00073136i,0.0010037+7.9758e-05i,0.0010898+0.00026226i,0.00077621+0.0001777i,0.00047772-6.4005e-05i,0.00053065-0.0002936i,0.00065829-0.00034113i,0.00092352-0.00083041i,0.0011648-0.00095366i,0.00086743-0.00020694i,0.00024062-0.00081336i,0.0006343-0.001625i,0.0013467-0.0013512i,0.0014564-0.00026028i,0.0016863+0.00017331i,0.0011722-0.00096173i,0.00016256-0.0011431i
-0.00070964-6.4813e-05i,-0.001792+0.00069704i,-0.0028281+0.0017911i,-0.0021789+0.0017771i,0.00094117+0.0011874i,0.0023608+0.00045401i,0.001426-3.9709e-05i,0.0011542-0.00050162i,0.0010664-0.0010637i,0.00049808-0.00068342i,0.00037867+0.00044788i,0.0010529+0.00079885i,0.00092697+0.00075312i,-8.1535e-05+0.00061372i,-0.00036236-0.00036483i,3.2436e-05-0.00049579i,0.00016105-0.0002209i,-9.3595e-05-0.00029027i,-0.0005359-4.0282e-05i,-0.00013594+0.00047231i,-8.4754e-05+0.00070087i,-0.00027769+0.00013203i,6.561e-05-0.00045882i
-0.00039318+0.0011818i,0.00032408+0.00077802i,0.00056337+0.00026053i,0.00033555+0.00085239i,0.00010843-5.1798e-06i,-6.8184e-05-0.0006757i,0.00028914-0.0001875i,0.0007104+7.135e-05i,0.0005599+5.5179e-05i,-0.00010019-0.0001852i,-1.8933e-05-0.00023822i,0.00063633+0.00011611i,0.0010965+0.00072268i,0.0010567-0.00032534i,0.00010442-0.00095982i,-0.000286-0.00070746i,4.3318e-05-0.00048632i,0.00022327-0.00014545i,0.00023217-3.501e-05i,0.00027991-3.306e-05i,0.00028031-0.00023175i,0.00050526-0.00021279i,0.00036831-0.00059346i
-0.00074233+0.0019815i,-0.0014373+0.0032562i,-0.0010555+0.003941i,-0.00086443+0.003835i,-0.0001902+0.0015486i,0.00060114-0.00074595i,0.00071321-0.0013239i,0.00044584-0.0014839i,0.00079065-0.0011321i,0.00091174-0.00060932i,0.00081155-0.00041185i,0.00022298-0.00068106i,1.9685e-05-0.00049642i,0.00088377-0.00027971i,0.0012615+0.00012996i,0.00025791+0.00040154i,-0.00055664-9.0137e-05i,-0.00018113-0.00018988i,6.4782e-05-0.00050627i,-0.00015155-0.00059753i,-1.0018e-05+0.00023273i,0.00019342+8.5591e-05i,-9.7651e-06+5.7293e-05i
-0.00073621-0.00081441i,-0.001046-0.00014332i,-0.00093761+0.00073517i,0.00026363+0.00065034i,0.0011404+0.00032009i,0.00019869+0.00067192i,-0.00094022-0.00020107i,-0.0010801-0.0016931i,-0.00035028-0.0015166i,0.00024055-0.0010281i,0.00023249-0.00039826i,7.3392e-05+0.00021766i,0.00052254+3.6709e-05i,0.00041453+1.7523e-05i,-0.000207-0.00052993i,0.00023217-0.0010059i,0.00098466-9.5405e-05i,0.00099003+0.00036822i,0.00078395+0.00023411i,0.00050366-0.00031491i,0.00049111+1.59e-05i,0.00011826-9.0253e-05i,-0.00016853-0.0006908i
0.0014697-0.00038016i,0.0011006-0.00050032i,0.00092311-0.00087942i,-0.00017139-8.6362e-05i,-0.0012975+0.00044683i,-0.00057109-0.00035299i,0.00037931-0.00065307i,0.00082159-0.00084373i,0.00087164-0.00079585i,0.00044388-0.00091714i,-0.00036365-0.00075i,-0.0010571-0.00048417i,-0.00081818-0.00046614i,3.476e-05-0.00028535i,0.00032026+0.00036832i,2.4004e-05+0.00073077i,-0.00023725+0.00034964i,-0.00065582-0.00032954i,-0.0003006-0.00056325i,0.0002689-0.00017371i,3.1222e-05-0.00031242i,-0.00064244-0.00053126i,-0.0012703-0.00057364i
0.0010234+0.00019352i,0.0018268-9.9154e-05i,0.0021474-0.00088977i,0.0003939-0.00032164i,-0.00073654-0.00026724i,-0.00010246-0.00044248i,-6.968e-05-0.00025856i,5.6629e-05-0.00035264i,0.0010095-0.0011175i,0.0010566-0.0014166i,-0.00046326-0.0012007i,-0.00012547-0.0011513i,0.0012463-0.00098973i,0.001087-0.00024657i,0.00075364+8.9985e-05i,0.0004554+6.1668e-05i,4.9416e-05+0.00062726i,-3.9296e-05+0.00095741i,-0.00028807+0.00018917i,-0.0005671-2.677e-05i,-0.00077849+8.0714e-05i,-0.00084713+0.0001754i,-0.00048772-0.00029289i
-0.00031087+0.0012629i,-0.00036715+0.00084564i,6.7292e-05+0.0010081i,0.00039026+0.00081161i,0.00062218+0.00029378i,0.00032297-0.0013243i,0.00021337-0.0020365i,0.00021119-0.0020174i,0.0003337-0.0012788i,0.00043639-0.00048751i,0.00039969-0.00023968i,0.00089281-0.00030759i,0.0012375-0.00033051i,0.0013886-3.7726e-05i,0.0011029+0.00046203i,-0.00025906+3.0813e-05i,-0.00094082-0.00013482i,-0.00077491-0.00015215i,-0.00052831-8.6822e-06i,-0.00024439-3.0886e-05i,0.00011639-0.0010588i,9.0371e-05-0.00093542i,0.00017715+0.00055574i
0.00129+0.00032144i,0.00029679+0.00018822i,0.0007641+0.00011815i,0.0015653+0.00011582i,0.00077175-0.00038062i,-0.0003851-0.00026764i,-0.00033554-9.272e-05i,6.1614e-05-0.0004259i,0.00020091-0.00095348i,0.00083069-0.0010918i,0.00118-0.00049095i,0.00060367-0.00042778i,0.00032571-0.0013311i,9.3629e-05-0.001706i,-0.00021315-0.00049491i,-0.00039728+0.0004812i,-0.00044578-2.5293e-05i,-0.00025178-0.00011683i,0.00038108-0.00010702i,0.00015045-4.8761e-05i,-0.00062695+0.00041059i,-0.00081827+0.00051162i,-0.00082934-0.00013368i
0.00066652+0.0018635i,0.00029932+0.0025223i,-4.169e-05+0.0030171i,0.00018661+0.0035832i,0.00059141+0.0018702i,0.0010272-0.0003212i,0.00054544-0.0006337i,-0.00046947-0.00041646i,-0.000459-0.0008704i,6.3016e-05-0.0010685i,0.00058054-0.00026879i,0.00092352+0.00028303i,0.00097271-0.00025522i,0.00058506-0.00096266i,8.82e-06-0.0011559i,2.3613e-05-0.001401i,3.7971e-05-0.0011352i,0.00011546-0.00067648i,0.00021531-0.00044183i,0.000396-4.9935e-05i,-0.00010903+0.00018344i,-0.00096637+0.00021579i,-0.00073855+0.00026634i
0.00022565+0.0025675i,-0.00082918+0.0014258i,-0.00080044-0.00016454i,-7.6273e-05+9.1339e-05i,0.00023111+0.00068559i,0.00026718-7.8241e-05i,-0.00016166-0.0011601i,-8.4607e-05-0.0012858i,0.00044866-0.0017894i,0.00094817-0.0019445i,0.00088002-0.0011143i,0.00035178-0.00081384i,0.00028229-0.0008318i,-3.2525e-05-1.9157e-05i,-0.00049187+0.00093011i,-0.00081016+0.00056917i,-0.00055101-0.00031657i,-0.00077645-0.00021501i,-2.3631e-05-0.00031743i,0.0013554-0.00043076i,0.00057958-0.00045433i,-0.00028452+0.00037223i,-0.0002239+0.00071988i
0.0001605-0.0010414i,-0.00045455-0.00090321i,-0.00127+4.0819e-05i,-0.0017993+0.00068776i,-0.00091339-0.00019943i,0.00033068-0.0012314i,0.00057702-0.001366i,0.00048887-0.000912i,0.00067943-0.00061549i,0.00082061-0.00066785i,0.00052329-0.00027391i,0.00012726-0.00017057i,-0.00061978-0.000126i,-0.00036135+0.00010918i,-9.2689e-05+0.00013767i,-0.00040505-0.00020597i,-0.00067687-0.00059102i,-0.00039145+0.00012017i,0.00011396+0.00061005i,-4.0059e-05+0.00095059i,-0.00011952+0.00065526i,0.00035897-0.00015808i,0.00065932-0.00055815i
0.00067858+0.0014057i,0.00016427+0.0028568i,-0.0006182+0.0020266i,-0.0014763+0.001872i,-0.001095+0.0011776i,-0.001034+0.00047343i,-0.0011272+0.00043377i,-4.1073e-05+0.00048589i,0.00086996+0.00010026i,0.0010195-0.00033722i,0.0016132-0.00019539i,0.0019748-8.029e-05i,0.0015854-4.449e-05i,0.0006262-0.0003856i,-0.0003916-0.00082633i,-0.00073214-0.00069781i,-0.00059508-4.9047e-05i,-0.00026949+0.00040748i,0.00049046-0.00037127i,0.0010708-0.0013545i,0.00074045-0.00087925i,0.00019948-4.8989e-05i,0.00024751-0.00014483i
0.00092835+0.00061294i,0.0012684+0.00021983i,0.0017582-0.00050311i,0.0017768-0.00069921i,0.0014766-0.00040049i,0.00056284+0.000182i,-4.0872e-05+0.00021015i,0.00013295-0.00015215i,0.00062951-0.00046154i,0.00088755-0.00076707i,0.0010198-0.00063777i,0.00037318-0.00062598i,-6.343e-06-0.00085143i,0.0004567-0.00093436i,0.0005692-0.00021391i,0.00010788-5.3617e-05i,0.00010579-0.00026059i,0.00026237-9.1881e-05i,-0.00025225-0.00027993i,-0.00044238-0.00067569i,0.00018608-0.00094155i,0.0003581-0.00074273i,-0.00050862-0.00032591i
-0.001239+0.0007613i,-0.00037034+0.00095551i,-0.00095564+0.0021813i,-0.00062315+0.0030301i,0.0014382+0.0024992i,0.0017093+0.00091171i,0.00070844-0.00096681i,0.00033134-0.0015684i,0.00018476-0.00088567i,0.00031965-0.00041676i,0.00089754-0.00034301i,0.00060729+0.00033188i,0.00016848+0.00057531i,-0.00034488-0.00040673i,-5.7151e-05-0.0003071i,0.00031801+0.00042934i,-0.0003659+0.00015766i,-0.00040466-0.00058201i,0.00012133-0.00037884i,0.00098479-0.00014673i,0.0015183-0.00010937i,0.00077196-0.00018779i,0.00017962+5.5668e-05i
-0.0025761+0.0005311i,-0.0024998+0.0011581i,-0.0028968+0.0019246i,-0.0018406+0.0025116i,-0.00029603+0.0014313i,0.00056334-5.0548e-05i,0.00050968-0.00034339i,-0.0003471-0.00027335i,-0.00012061-0.00010112i,0.00098194+0.00016817i,0.0010627+8.194e-05i,0.00082913+0.00022219i,0.00067747+0.00061269i,0.00017199+7.9585e-05i,-0.00027079-0.0005991i,-0.00017286-0.00059419i,-0.00016797-0.00090024i,-5.3518e-05-0.00048543i,-6.9307e-05-0.00032594i,6.5635e-06-0.00040256i,0.00023053-0.00039657i,0.0004397-0.00098757i,0.00071219-0.00074452i
-0.0021424-0.00024391i,-0.0017696+0.00038982i,-0.001501+0.00031263i,-0.0013459+0.00038782i,-0.00094377+0.00041252i,-0.0003797-9.7108e-05i,1.7947e-05-0.00050229i,4.5371e-05-0.00089183i,0.00031765-0.0010751i,0.00064313-0.0015998i,0.00085322-0.00067337i,0.00058765+0.0004362i,0.00025055-4.311e-06i,7.7518e-05-0.00074013i,0.00044215-2.3812e-05i,5.7146e-05+0.00090261i,-0.00071803+0.00052782i,-0.00089812+0.00015019i,-0.00079352+0.00057875i,-3.2825e-05+0.00064568i,0.00082286+0.00034633i,0.00033668+0.00022921i,-0.00012579-7.226e-05i
0.00019186-0.00035651i,0.00039675-0.00086125i,0.00054802-0.00014118i,-0.00077076+0.00067158i,-0.00119+0.0010439i,-0.0002803+0.0010296i,-0.00043122+0.00033908i,-0.00094474-0.00057208i,-3.5486e-05-0.00063018i,0.00046661-0.00079961i,7.3372e-05-0.0012321i,-0.00027174-0.00084406i,-0.00010087-0.0005466i,-0.00026054-0.00061712i,-0.00030393-0.00033626i,0.00047249-0.00012852i,0.00038493-0.00052042i,1.4642e-05-0.00098423i,-0.00020607-0.00068722i,5.5078e-05-0.00010475i,0.00070989+0.0010342i,0.00037618+0.0012695i,0.00016671+6.3009e-05i
-0.00066588+0.000805i,-0.00053518+0.00184i,-0.00044829+0.0021336i,-0.000432+0.0019172i,3.6932e-05+0.0013568i,0.0004641+2.5929e-05i,0.00015284-0.00037797i,0.0011975-0.00020404i,0.0018722-0.00042139i,0.00047476-0.00089797i,-0.0002446-0.0013995i,0.00042714-0.00055038i,0.00033908+0.00025649i,-0.00033744+4.8118e-05i,-0.00024411-0.00035008i,5.5056e-05+0.00026368i,-0.0003842+0.00094199i,-0.00070817+0.00080747i,-8.6978e-05+0.0001393i,0.00040554-0.00056959i,0.00040806-0.00081425i,2.5222e-05-0.00043858i,-0.00063829-0.00025103i
-0.0012089-0.0012722i,-0.0026447-0.00020056i,-0.0028259+0.00061149i,-0.0021077+0.0010751i,-0.00080768+0.00092938i,0.00019599-0.00013973i,0.0010284-0.0010714i,0.0013458-0.0020139i,0.0014532-0.0016977i,0.00089417-0.0011862i,0.00036308-0.0010848i,0.00065338-6.1963e-05i,0.00070006-0.00016052i,0.00041247-0.0011334i,0.00093726-0.0002946i,0.00080044+0.00032619i,-0.00047397-0.00036344i,-0.0013616-0.0011323i,-0.00094088-0.00142i,-0.00069538-0.00093025i,-0.00049312-0.00064421i,-0.00029057-0.00078922i,-1.3097e-05-1.7637e-05i
-0.00016904-0.00025452i,6.987e-05-0.00046155i,0.00026853+0.00084691i,0.00034595+0.0015726i,0.00095684+0.0010097i,2.3025e-05-0.0002895i,-0.00079857-0.0015742i,-3.1204e-05-0.0013747i,0.00067657-0.0012552i,0.0011274-0.00085876i,0.0012698-0.00044229i,0.0010193-0.00087596i,8.7922e-05-0.00098772i,-0.00010771-0.0011784i,0.00018108-0.00067414i,-1.9248e-05-0.0005618i,-7.1247e-05-0.0007574i,-0.00076332-0.00016845i,-0.0017451+1.5941e-05i,-0.0010587-1.1257e-05i,0.00026584-9.5076e-05i,0.00031542+8.9495e-05i,-0.00012538+2.8379e-05i
-0.001331-0.0025328i,-0.0018007-0.0013383i,-0.0028867-0.0015736i,-0.0037201-0.0012593i,-0.0032848-0.00010457i,-0.0018514+0.0010275i,-0.00059184+0.00066187i,-0.00011434-0.00019407i,0.00088181+1.3578e-06i,0.00093964+0.0003629i,-0.00087542+0.00078602i,-0.0015089+0.00093409i,-0.00078146+0.00081534i,-0.00045722-4.6097e-05i,-0.00050912-0.00045017i,-0.00031884+0.00071671i,-0.00015577+0.0012256i,-0.00032915-0.00012837i,-0.00063083-0.00047044i,-0.00022491+0.00035508i,-4.3528e-07+0.0011016i,-0.00041714+0.00094986i,-0.00083741+0.0001278i
