-0.002455-0.00017916i,-0.002806-0.0005823i,-0.0036357-0.00065688i,-0.0040839+0.00018178i,-0.0043615+0.0010293i,-0.0028252+0.0010332i,-0.0015043+0.0011204i,-0.0011432+0.0016997i,-0.00046408+0.0011829i,-0.00080648+0.0010701i,-0.0013484+0.0011559i,-0.0017242+0.0010303i,-0.0019378+0.00087028i,-0.0011797+6.9173e-05i,-0.00053968-0.00028423i,9.5555e-05-8.4665e-05i,0.00046316+0.00064555i,0.00030411+0.00095207i,-7.138e-05+0.00012558i,-0.00073436-0.00052739i,-0.00023376-0.00071042i,0.00051521-0.00063376i,-9.5901e-05-0.00089614i
0.00024283+0.00068675i,0.00018377+0.00025857i,-0.00035964+3.1162e-05i,-2.0499e-05+3.1338e-05i,-0.00058522+0.00057182i,-0.0010181-6.4887e-05i,-0.0012363-0.00059697i,-0.0010804-0.00017118i,-0.0002844+0.00060569i,-0.00045458+0.00089465i,-0.00077442+0.00027591i,-0.00059387-0.00024444i,-0.00095741-0.00045693i,-0.00037242-0.0012771i,-1.1114e-05-0.0014556i,-0.0005552-0.0011732i,0.00014689-0.0013007i,0.0008275-0.00066851i,8.5825e-05+0.00053066i,-0.00019957+0.00061887i,0.00024856+0.00019894i,4.503e-05-0.00017995i,-0.00011636-0.00064404i
0.00037607-0.00045959i,0.0011474-0.0010786i,0.001115-0.00079653i,2.6285e-05-0.00060872i,-0.00076848-0.00047511i,-0.0009581+0.00034684i,-0.0012474+0.0001959i,-0.00076061+1.8456e-05i,0.00019403+0.00069767i,0.00031361+0.0014209i,-0.00021042+0.0015389i,-0.00027518+0.00096245i,-3.0186e-05+0.00010947i,0.00014227-0.00018138i,0.00033731-0.00024431i,0.00027521+0.00031726i,0.00036291+0.00012962i,0.0003394-0.00067043i,0.00011798-0.00048715i,0.00048316+0.00012716i,0.00048468+0.00040259i,-0.00021777+0.00043718i,-0.00046476+0.00045108i
-0.0021459+0.00099897i,-0.00093355+0.00053542i,0.00052542+0.001509i,0.00061295+0.0020709i,-0.00047168+0.0012038i,-0.0011586-0.00058171i,-0.0012582-0.00058802i,-0.0005721+0.0003001i,-0.00040999+0.000868i,-0.00032099+0.001095i,0.00058621+0.00079018i,5.5381e-05+0.00076151i,-0.00053478-5.0686e-05i,-0.00043933-0.00034028i,-0.00021033-0.00022024i,0.0004515-0.00019753i,0.00030483-3.1259e-05i,0.00030529+0.00024165i,0.00029514-9.9304e-05i,0.00011739-0.0005844i,0.00023976+3.2485e-07i,9.1915e-05+1.1152e-05i,8.7526e-05-0.00011439i
-0.0011619-0.0010334i,-0.0013741-0.0001467i,-0.0022436+0.00085858i,-0.0019763+0.0014086i,-0.0015865+0.001803i,-0.0014996+0.001532i,-0.00090601+0.00041789i,-0.00065988+0.00041597i,-0.0005122+0.0009269i,-0.00026294+0.00073334i,-0.00017346+0.00059238i,-0.0004048+0.00047291i,-0.00065543+0.00020274i,-1.9823e-05+0.00052228i,0.00095428+0.00013841i,-0.00026786-0.00052207i,-0.0010327-0.00081343i,-0.00024261-0.00092422i,0.00050678-0.00019291i,5.0939e-05+0.00078634i,-0.00067075+0.00036291i,-0.00015078-6.674e-05i,0.00014212+0.00019256i
-0.00027317-0.0010466i,-0.00059849-0.0013661i,-0.0017239-0.0018174i,-0.0025175-0.0012705i,-0.0021714-0.00015371i,-0.0017202+0.00027479i,-0.0014103+0.0008167i,-0.00054066+0.0013029i,0.00042394+0.0017718i,0.00030471+0.0017655i,-0.00019773+0.0012597i,-0.00040622+0.00081375i,-0.00012341+0.00011196i,0.00027649-0.00051731i,6.1588e-05-0.00015601i,-0.00055695-0.0005767i,-0.00085382-0.00085158i,-0.00035294+0.00012227i,-3.9941e-05+0.00053483i,-0.00033209-0.00018021i,-0.00044749-0.00056607i,-0.0004252-0.00086722i,-0.00064057-0.00040322i
-0.00068496+1.5671e-05i,-0.0014691+0.00036695i,-0.0013746-0.00013769i,-0.0016995+0.00075595i,-0.0022664+0.00050462i,-0.0012693-0.00010466i,-0.00047631+0.00087313i,-0.0010524+0.0011293i,-0.00087685+0.00079627i,-0.0003376+0.0011125i,-0.00076267+0.0010199i,-0.0007523+0.00014438i,-0.00033032+0.00055738i,-0.00047599+0.0011767i,-0.00078065+0.00077373i,-0.00060982+0.00037447i,-0.00043771-4.3169e-05i,-5.0738e-05-0.00024503i,0.00029394-0.00034593i,0.0002033-0.00036673i,-0.00028175+8.7805e-05i,-0.00076931-0.00054085i,-0.0012103-0.00070386i
-0.00098663-0.00012339i,-0.0007573-5.2519e-05i,-0.00067354+0.00023282i,-0.00065483+0.0006282i,-0.00091097+0.0010154i,-0.00050668-0.00018344i,-0.000284+0.0002817i,-0.00057353+0.0014914i,-0.00020516+0.0010816i,0.00048781+5.2602e-05i,0.00085059-2.6812e-05i,0.00081083-9.0107e-05i,0.00074392-0.00014528i,0.00060919+0.00037422i,0.0004756+0.0004146i,0.00045452+0.00029769i,0.00038134-0.00027049i,0.00066311-0.00068712i,0.00058093-0.00051628i,2.2835e-05+0.00021406i,-0.00047765+0.00068568i,-0.00044374+0.00059199i,-0.00039898+0.00065071i
0.00075986-0.00014067i,-0.00046883-0.00099147i,-0.00043117-0.0012719i,-8.4478e-05-0.0021491i,-8.9353e-05-0.0020603i,-0.00059371-0.0008434i,-0.00082389+0.00074997i,-0.00059643+0.0014771i,-0.00044946+0.0013953i,-8.2794e-06+0.00094309i,0.00058036+0.00033506i,0.00029572-0.00043556i,2.0159e-05-0.00056336i,0.00070774+8.0964e-05i,0.000266+0.00048091i,-0.00029778+0.00030485i,0.00029191+0.00076479i,0.0005292+0.00063532i,0.00061927+0.00010139i,-0.00015695+0.00055524i,-0.0011742+0.00053332i,-0.00070604-0.00037111i,-3.3152e-05-0.00054516i
-0.00066602-0.00089002i,-0.0011034-0.00072228i,-0.0011692-0.00043812i,-0.0016263+2.7228e-05i,-0.0013136+0.00020481i,-0.0011743-0.00018836i,-0.00091977+6.0538e-05i,-0.00028029+0.0010132i,-2.1214e-05+0.0012778i,0.00027458+0.00099741i,0.00088663+0.00020084i,0.00096564-1.5959e-05i,0.00075873+0.00057443i,0.00072352-0.00013452i,0.00037939-0.00086557i,4.7522e-05-0.00084177i,0.00025159-0.00067501i,0.00066359-0.00067318i,0.00027971-0.00072191i,-0.00029477-0.00064414i,-0.00041809-0.00097191i,-1.6518e-05-0.0011756i,0.00016754-0.00072019i
-0.0005967-0.0010398i,-0.0014702-0.00090094i,-0.0021925-0.0018006i,-0.0025503-0.0017361i,-0.0022809-0.00095595i,-0.0011867+0.00021053i,-0.00049338+0.0013811i,-0.00044316+0.002146i,9.0078e-05+0.0018786i,0.00078424+0.0014194i,0.00067495+0.00097172i,3.2577e-05+0.00033665i,-0.00014675+0.00020063i,-0.00040002+0.00012054i,-0.00078167+0.00013244i,-0.00088809+0.00060818i,-0.00052497+0.0010286i,1.2641e-05+0.00053239i,-0.00023471+2.2303e-05i,-0.00081599+0.00051466i,-0.0016289+0.00094611i,-0.0014265+2.8809e-05i,-0.00085765-9.4353e-05i
-0.00018661-1.2401e-06i,0.00027819+0.00045189i,-0.00032769+0.0014633i,-0.0014141+0.0013571i,-0.0017342+0.00010285i,-0.0014469-0.00056038i,-0.00087694+0.0007205i,-0.0006105+0.0019486i,-0.00012471+0.0017858i,0.00050548+0.00089922i,0.00076459+0.00021496i,0.00014491-7.046e-05i,-0.00077721+0.00021138i,-0.00054955+0.00066674i,0.00016771+0.00058942i,0.00017623+0.00077399i,0.0003818+0.00078899i,0.00059405+0.00026521i,-3.3428e-05-0.00020285i,-0.00085574+0.000336i,-0.00080921+0.00021323i,-0.00033631-0.00023179i,3.5335e-05-0.00034224i
-0.0026365-0.00046679i,-0.0022158+0.0006155i,-0.002898+0.00085494i,-0.0025639+0.0012382i,-0.002401+0.0020484i,-0.0013052+0.0024264i,4.3595e-05+0.0025845i,0.0013647+0.0033345i,0.0026848+0.0039242i,0.0033752+0.0033521i,0.0032417+0.0010969i,0.0030705-0.00069595i,0.0025642-0.00080164i,0.0012247-0.00098894i,0.0002853-0.00043863i,-0.00017139+0.00050755i,-5.5468e-05+3.2099e-05i,0.00041296+6.0522e-05i,0.00053383+0.00040257i,0.00031095+9.4116e-05i,-0.00024116+0.00014279i,-0.0010125+0.00016869i,-0.001038+0.00033287i
0.00013935+0.00011399i,0.00083666+0.00033138i,0.002404-0.00024534i,0.0026522-0.0010875i,0.001093-0.0016197i,-3.9806e-05-0.0023551i,-0.0008956-0.0033758i,-0.0028736-0.0043148i,-0.0041759-0.0037286i,-0.0046253-0.0024832i,-0.0043698-0.00074795i,-0.0034006+0.0016409i,-0.0020787+0.0022762i,-0.00061437+0.0017554i,-0.00010858+0.0015186i,-0.00071206+0.0011348i,-0.00045555+0.00066404i,0.00038809+0.00049941i,0.00065845+0.00025469i,0.00045903-0.00015046i,-0.00022796-0.00056641i,-0.00038489-0.000378i,-0.00045764+0.00030379i
-0.0019001-0.0001268i,-0.0017637+0.00013003i,-0.0018304+0.0010197i,-0.0014994+0.0012904i,-0.0011755+0.00085719i,-0.00082305+0.00018505i,-4.1102e-07-0.00063049i,-0.00094581-0.00085761i,-0.0018669-0.0011781i,-0.0015093-0.00072178i,-0.001118+0.0003943i,-0.00073901+0.0013008i,-0.00037466+0.0013588i,1.1551e-05+0.00047823i,0.00010437-0.00029771i,0.00024357+5.0483e-06i,0.00037168+8.7935e-05i,0.00025229-0.00044153i,0.00036169-0.000837i,0.00028773-0.00011583i,-0.00016832+0.00070575i,-0.00014071-3.2621e-05i,-4.6178e-05-0.00081573i
-0.00086144-0.00074609i,-0.00060274-0.00046139i,-0.00069886-0.00046852i,-0.0012349-0.00059294i,-0.00058024-0.00062117i,-0.00027384-0.00081309i,-0.00034244-0.0011444i,-0.00073785-0.001433i,-0.0014823-0.0011828i,-0.0017239-0.00025542i,-0.0016583+0.00039898i,-0.0011519+4.8111e-05i,-0.00031217+0.00045716i,-3.8248e-05+0.0010864i,2.642e-05+0.0012228i,0.00049962+0.0010713i,0.00076865+0.00054528i,0.00092342+0.00031455i,0.0010351+0.00024462i,0.00055297-0.00052891i,-9.8744e-06-0.00038413i,-0.00033706-0.00012371i,-0.00026571-0.00041043i
-0.00048969+0.0011574i,0.00020225+0.0016326i,0.00089355+0.0028666i,9.7556e-05+0.0025238i,-0.00026646+0.0014355i,-0.00050332+0.0001931i,-0.00075919-6.3723e-05i,-0.0010612+0.00067922i,-0.0012445+0.0010503i,-0.00098241+0.00059634i,-0.00051379-8.6858e-05i,-0.00028633-4.3148e-05i,-0.00022578+0.00055628i,-0.00018075+0.00078921i,0.00031874+0.00048979i,0.00073498+0.00031281i,0.00029721+7.868e-05i,-9.9296e-05+0.00012512i,0.00032438+0.00048925i,8.9161e-05+0.0002633i,-0.00052691+0.00011856i,-0.00047258-5.5549e-06i,-0.00039215+0.00045779i
0.00051376-0.00077421i,0.00074434+7.7738e-05i,0.0008182-0.00042554i,0.00072604-0.0016629i,0.00045108-0.0020106i,-0.00010961-0.00163i,-0.00066575-0.0011648i,-0.00051327-0.00055982i,-0.0005965-3.2659e-05i,-0.00099713+0.000169i,-0.00079454-0.00010759i,-0.00081523+0.00021437i,-0.00089211+0.00044416i,-0.00041444+0.00034136i,0.00012206+0.00022489i,1.5644e-06+0.00040949i,0.00066156+0.00015386i,0.0015033-0.00034712i,0.00076444-0.00020845i,-0.00020396-0.00031484i,-0.0006291-0.00014733i,-0.0010707+0.0004469i,-0.0016453+0.0007402i
0.00098436-0.001418i,0.00058527-0.0017382i,5.3594e-06-0.002021i,-0.00057-0.0015146i,-0.0015576-0.00067712i,-0.0019811-0.00041884i,-0.0016275+9.3552e-05i,-0.0012506+0.00073223i,-0.0011594+0.00024681i,-0.0010553-0.00064808i,-0.0010666-0.00070349i,-0.00089617-0.00011364i,-0.0012689+0.00015604i,-0.001642-0.00031137i,-0.00086945-0.00040804i,-0.00026441-0.00077902i,1.6557e-05-0.0013824i,0.00062931-0.0011437i,0.00015358-0.00062419i,-0.00073691-0.00011434i,-0.00058384+0.00020225i,-0.00064259-0.00017436i,-0.0011987-0.0001975i
-9.9925e-06+4.833e-05i,-0.00038567-0.0013421i,-0.0014728-0.0024218i,-0.0021064-0.0021172i,-0.0019048-0.00074414i,-0.0018131+0.00044376i,-0.0014302+0.00031328i,-0.0010894+1.4098e-05i,-0.0014997+0.00078562i,-0.00041808+0.0011047i,0.0004729+0.00040191i,-0.00029349+0.00030221i,-0.00065076+0.00017007i,0.0001173+0.00023581i,0.00067436+0.00073821i,0.00087478+0.00013248i,0.00066922-0.00059145i,0.00064346-0.00063771i,0.00012505-0.00019796i,-0.00080457+0.00034606i,-0.00095305+0.00016873i,-0.00070686-0.0003531i,-0.00046892+0.00013824i
-0.00069774-0.00058473i,-0.00091349-0.001536i,-0.00039729-0.0021669i,-0.00067084-0.0018629i,-0.0014311-0.0011968i,-0.00098607-0.00047729i,-0.00051957-0.0005732i,-0.00099547-7.1909e-05i,-0.0017819+0.00076914i,-0.0015048+0.00057578i,-0.0003838+0.0003917i,-0.00025463+0.00094797i,-0.00032187+0.0017715i,-8.0727e-05+0.0012885i,0.00039317+6.7592e-05i,0.00061676-0.00027167i,0.00079104-4.6525e-05i,0.00077398-0.00022686i,-4.2295e-05-0.00062045i,5.1554e-06+0.00020241i,0.00064614+0.00043349i,0.00048534-6.6675e-05i,-0.00069813-0.00027494i
-0.00074986-0.0025809i,-0.0021114-0.0028234i,-0.0021636-0.0020889i,-0.0014538-0.0013091i,-0.001421-0.0010448i,-0.0015784-0.00051578i,-0.0012886-0.00048503i,-0.001101-0.00012079i,-0.0010686+0.0003259i,-0.00069556+0.0011538i,-0.00051833+0.001145i,-0.00084608+0.00076675i,-0.0016609+0.0012309i,-0.0018424+0.0013151i,-0.0009656+0.0010528i,-0.00019647+0.00084669i,0.00016663+0.00055986i,0.0009364+0.00045945i,0.001054-0.00013887i,0.0011955-0.00030055i,0.00071851+8.3278e-05i,-0.00046963-5.153e-05i,-0.00010915-0.00040159i
-0.00011095-0.00011603i,-0.00033976+0.001282i,0.00010499+0.0012597i,0.00064082+0.00094451i,0.00011325+0.00074991i,0.00010804-0.00042026i,0.00018231-0.00071379i,-0.00033441-0.00016096i,-0.00018226+0.00026441i,0.00026902-0.00015307i,0.00032829-0.000305i,3.8228e-05+0.00048426i,-0.00018104+0.00050014i,0.00019675+0.00043043i,0.00080543+0.00022878i,0.00056653-4.8088e-05i,0.00035174+0.00039749i,0.00077093+0.00015327i,0.00069273+3.9467e-05i,0.00036327-0.00022679i,0.00037604-0.00035424i,-0.00011252-0.00025922i,-0.00042632+0.00040746i
0.00040619+0.0011691i,0.00092832-0.00018443i,0.0015908+0.00047428i,0.0009491+0.00081321i,0.00030762-8.124e-05i,0.00040532-0.00039448i,-0.00024833+0.00033505i,-0.00079495+0.00065806i,-0.0011759+0.0007057i,-0.00057143+0.00034706i,0.00070305-0.00030423i,0.00071811-0.00037998i,8.5385e-05+2.8546e-05i,0.00015052-0.00011672i,2.614e-05-0.00069228i,-0.00038299-0.00066087i,4.395e-05+0.00045252i,0.00061751+0.00031701i,0.00081671-0.00097754i,0.0014304-0.0009458i,0.00096459+0.00018066i,-9.9682e-05+0.00040471i,-0.00059969-0.00011104i
-0.00055281-0.0013156i,-0.00087441-0.0018696i,-0.0023845-0.0018671i,-0.0028488-0.00041757i,-0.0022159+0.00039989i,-0.0017391+7.4402e-05i,-0.0017553-7.3431e-05i,-0.0017968-5.6451e-05i,-0.0013201+0.00067697i,-0.00083924+0.0012329i,-0.00072827+0.0012222i,-0.00079448+0.00098565i,-0.00060734+0.00056413i,4.0991e-05+0.00098704i,2.4557e-05+0.0014648i,-0.00055462+0.00071926i,-0.00018332-0.0004067i,0.00027371-0.00044733i,0.00064804-0.00045421i,0.00012536-0.00043727i,-0.00090859-0.00013688i,-0.00081941-0.00039182i,0.00022224-0.00028805i
0.00025766-0.00067711i,0.001121-0.00043583i,0.0016617-0.00055978i,0.0013101-0.00068561i,0.00041495-2.9667e-05i,-0.00029095-4.8771e-06i,-0.00071872-0.00074291i,-0.00034057-0.0004939i,0.00044571-0.00035657i,0.0010712-4.8396e-05i,0.0008026-6.0834e-05i,-0.00017812-0.0006231i,-0.00036811-0.00040914i,8.4197e-05+0.00036167i,0.00031839+0.0011986i,0.00045355+0.0010292i,0.00069092+0.00034457i,4.4113e-05-7.7319e-05i,5.6017e-05-3.4135e-05i,0.00064167+0.00027126i,0.00017612+3.8903e-05i,-0.00045232-0.00058344i,-4.5072e-05-0.00039537i
0.00042176+0.00098104i,-0.00036501+0.00034124i,7.8706e-05-0.00077316i,-1.534e-05-0.0015625i,-0.0004507-0.0011833i,-0.00086028-0.00024391i,-0.00061013-0.00023116i,0.00052758+0.00024871i,0.00063368+0.00035803i,0.00043556-0.00054106i,7.1775e-05-0.00025408i,-0.00013796+0.00014533i,-0.0002069+0.00012452i,-0.00029558-0.00026531i,-0.00011695-0.00054819i,-0.00026162-0.00066491i,0.00036359-0.00060076i,0.0012909-0.00013901i,0.0012834+0.00043988i,0.00079992+0.00064091i,0.00041714+0.00042615i,0.00011023+0.00028671i,-0.00018441+2.9755e-06i
-0.0011812+0.00076275i,-0.00135+0.00079131i,0.00045231+0.00027119i,0.001002+0.00067064i,0.00096501+0.00092653i,0.00028494-0.00095556i,-0.0010979-0.0022788i,-0.0012037-0.0011586i,-0.00058678+0.00033855i,-0.00089484+0.00040036i,-0.00032036-0.00011617i,0.00016254-0.00021483i,0.0001055-0.00018034i,0.00072773+0.00054861i,0.00063994-6.9361e-05i,-0.00034628-0.00073641i,-0.00028591-0.00017081i,-8.5231e-05-6.1581e-05i,-0.00035712-0.00014344i,-8.6854e-05+1.0636e-05i,-0.00061988-5.8756e-05i,-0.00074108-0.00027222i,-0.00014106+0.00055558i
-0.0016493-0.00089843i,-0.0014882-0.00044011i,-0.0027179-1.1097e-05i,-0.0027698+0.00052824i,-0.00176+0.00051731i,-0.00078122+0.00056192i,-0.0004554+0.0010128i,-0.00080752+0.00086888i,-0.00087792+0.0013261i,-0.00056196+0.0018341i,-0.00044952+0.0013665i,-0.00019715+0.00094372i,-0.00029129+0.0010212i,9.0096e-05+0.00065189i,0.00036134+0.00041389i,-0.00055235+9.8702e-05i,-0.00088399-0.00042835i,-1.9266e-05-0.00065455i,0.00052567-0.00020772i,-0.00012376+8.3043e-05i,-0.00048256-0.00048983i,5.6562e-05-0.00086698i,0.00010885-0.00041374i
0.0016356-0.0011303i,0.0020449-0.00081291i,0.0012594-0.0015157i,-0.00064864-0.0013577i,-0.0017831-0.00030692i,-0.00098942+0.00010697i,-3.7389e-05-3.3044e-06i,-0.00038629+0.00056909i,-0.00096445+0.00094633i,-0.00064058+0.00076069i,-0.00045116+0.00020355i,-0.00039501+0.00036207i,0.00059592+0.00083228i,0.00051468+0.00057655i,-0.00062533-0.00017187i,-0.00048032-0.00082974i,0.00030575-0.0012606i,0.00072439-0.0013564i,0.00056716-0.0012753i,-0.00022145-1.8861e-05i,-0.00057408+3.8308e-05i,-0.00065894-0.0011318i,-0.0012544-0.0010356i
-0.00089035+0.00028759i,-0.00080583+0.0009193i,-0.00021988+0.00072349i,-0.00031478+0.00011951i,-0.0012508-0.0003475i,-0.0019897-0.0011346i,-0.0018168-0.0014052i,-0.0011886-0.00098253i,-0.0010858-0.00041521i,-0.0013521+0.00046009i,-0.0011246+0.00094744i,-0.00076206+0.00020986i,-0.0011132-0.00074295i,-0.001271-0.0005109i,-0.00049598+0.00015172i,-0.00055147+0.00034279i,-0.00069493-1.8713e-05i,-0.00078842+0.00029679i,-0.0004285+0.00079974i,-5.4123e-05+0.00022968i,-4.2707e-05-0.00037579i,0.00015968-0.0002725i,-3.5978e-05-0.00016142i
-0.00040687-0.00070035i,-0.00051107-0.00048783i,-0.00064529+0.00039277i,-0.00043621-3.3611e-05i,-0.00022783-0.00036064i,-0.00071038+0.00038462i,-0.0012043+0.00050773i,-0.0014177+0.00064275i,-0.00097658+0.00096593i,-0.00036043+0.0012002i,-0.00077706+0.0010527i,-0.0010882+0.00058966i,-0.00077325+0.00042738i,-0.00019747+0.00042153i,0.0005359+0.00029284i,0.00038465+8.186e-05i,-0.00014608-0.00030769i,-0.00021242-0.00068177i,0.00012542-0.00067489i,0.00051971+0.00021971i,-0.00014245+0.00059463i,-0.00060491+2.8636e-05i,-0.00065998-0.00041225i
-0.00035134-0.00065323i,4.9875e-05-0.00046704i,-0.00053972-0.00021743i,-0.0015033+0.00048227i,-0.0014175+0.0010232i,-0.00068218+0.0007614i,6.8304e-05+0.00052278i,0.00061578+0.00048678i,0.00014971+0.00071615i,-0.00069771+0.00083786i,-0.00058097+0.00053481i,-0.00038133+0.00036275i,0.00011069+0.00061934i,0.00014547+0.0007584i,-0.00014006+0.00037517i,-0.00020413+0.00035537i,-0.00019333+0.00058826i,0.00014261+0.00014989i,0.00050527-0.00023498i,0.00071389+0.00028507i,0.0008076+0.000847i,0.00060465+0.0010469i,-7.0151e-05+0.00093192i
-0.001358+0.00090891i,-0.00042929+0.0011608i,-0.0010268+0.0010079i,-0.0016171+0.00054074i,-0.00087985+0.0006865i,-0.00013114+0.00048199i,-0.00020357-0.00020658i,-0.00017063-8.5321e-05i,-5.5445e-06+0.00087058i,-0.00038115+0.0019258i,-0.00016119+0.0012766i,-0.00070704+0.00017517i,-0.0014133+0.0010073i,-0.00090683+0.0016278i,-0.00019949+0.00063154i,-9.0601e-05+0.00010453i,-0.00048101-0.00027999i,-4.2619e-05-0.00023923i,-0.00021352+0.00018833i,-0.00017419+0.00070657i,0.00014255+0.00072555i,-3.3571e-05+0.0002365i,-2.1044e-06-0.00042251i
0.001545+0.0011055i,-7.8114e-05+0.00022799i,-0.00025902-0.00067146i,0.0010094-0.00038007i,0.00018213-0.00014914i,-0.0013641-0.00048859i,-0.0009246-0.00030897i,-0.00040651+0.00035516i,-0.00065737+0.0011203i,-0.00083783+0.0010175i,-0.00025294+0.00022832i,6.442e-05-0.00049878i,0.0002392-0.00078335i,8.1564e-05-0.00022597i,-0.00042004+8.5244e-05i,-0.00040909-0.00027942i,0.00020572-0.00065888i,0.00084935-0.00094009i,0.00074096-0.0012774i,5.8492e-05-0.0006849i,-0.00047382+0.00014162i,-0.0004508+2.4458e-05i,-0.00034041-0.00047941i
-0.0014672+0.0012303i,-0.00084799+0.00087957i,-0.00079318+0.0015111i,-0.00057775+0.00067061i,-0.00029016-0.00052992i,-0.0002959-0.00076345i,-0.00091506-0.00081104i,-0.0019447-0.00042135i,-0.001814+0.00036488i,-0.00063779+0.00089413i,0.00042583+0.00060082i,0.00066175+0.00055243i,9.5615e-05+0.00036074i,-0.00018779+0.00053814i,0.00039267+0.00099649i,0.0011738+0.00056889i,0.0017412+0.00044747i,0.0019954+0.00056615i,0.0014552+0.00033643i,0.00028688+0.00015496i,-0.00016462-0.00061881i,0.00052236-0.00042452i,0.00098971+0.00026877i
0.00087494+7.8854e-05i,0.00061906-0.00056154i,-0.00015466-0.00035323i,-0.0001883+6.4973e-05i,-0.00047232-0.00038777i,-0.00090302-0.0012591i,-0.00094402-0.0012297i,-0.00061267+0.00011906i,0.00023264+0.00072257i,0.00055241+0.0003694i,-0.00018898+0.00036012i,-0.00079145+0.00030814i,-0.00043028+0.00071659i,-3.947e-05+0.0010795i,-0.00046604+0.00066023i,-0.00029363+0.00035556i,0.00013322+0.00021456i,0.00023556-0.00058512i,5.8541e-05-0.00097124i,0.00035628-0.0010676i,0.00075736-0.00088624i,0.00048196-8.1092e-05i,0.00040336+0.00046555i
-0.00025596-0.00063397i,-0.0015114-0.00017921i,-0.0021672-0.00047377i,-0.0018821-0.00068833i,-0.0011431-0.00063695i,-0.00058995+0.00017064i,-0.00067426-7.6361e-05i,-0.001207-0.00055288i,-0.00092716+0.00037124i,-0.00036548+0.00042669i,-0.0001758+0.00058171i,-0.00037752+0.0013768i,-0.0003395+0.00096618i,-2.2353e-05+0.00058469i,9.3181e-05+0.00090586i,0.00023707+0.00069155i,0.00017792+0.0003799i,-0.00020462+0.00047896i,-0.00035858+0.00029253i,-0.00053-0.00021007i,-0.00095897-0.0006233i,-0.0014464+3.3987e-05i,-0.0012888+0.00053284i
-0.00078082-0.0020771i,-0.00090632-0.0012192i,-0.00089377-0.00045673i,-0.0017081-0.00013337i,-0.0025739-0.00082843i,-0.0017756-0.0006973i,-0.00055721+0.0011301i,0.00040898+0.002271i,0.00027118+0.0019576i,-0.00018456+0.0014527i,-0.00039126+0.00098401i,-0.0006094+0.0010394i,-0.00054406+0.001162i,-0.00020499+0.00039317i,0.00036917-0.00032373i,0.00098936-0.00074124i,0.001477-0.00040972i,0.0013063-0.00022147i,0.00027369-0.00091478i,3.1604e-05-0.00054098i,0.0002325+0.00016103i,-3.6301e-05-0.00011155i,2.8591e-05-0.0003592i
0.00041494-0.00072393i,0.00027777-7.5117e-05i,0.00026369-9.1686e-05i,-0.00034404-0.00016916i,-0.00086539+0.00020959i,-0.00048682+0.00063694i,0.00050588+0.00034987i,0.00048043+0.00055324i,-0.00061494+0.0010621i,-0.00084635+0.00069636i,-0.00047153+6.158e-05i,-0.00059046-0.00027589i,-0.00059229+0.00053466i,-0.00053161+0.00079712i,-0.00058451+0.00024534i,-0.00034925-0.00037515i,0.00013766-0.00066463i,-0.00016921-6.006e-05i,-0.00032093+0.00063435i,0.0003248+0.00092411i,0.00078487+0.0014141i,0.00084869+0.0014944i,0.00010898+0.00052232i
0.00040443+0.00032162i,-0.00032549-0.00010518i,7.7153e-05-0.0010545i,0.0009073-0.0014576i,0.00074691-0.0013916i,0.00017312-0.0011055i,-0.00045921-0.0007638i,-0.00066467-0.00087985i,-0.00079644-0.0012506i,-0.00042475-0.00079738i,0.00025483-0.00075782i,0.00029759+0.0002099i,-0.00025938+0.0018823i,9.2607e-05+0.0020963i,0.00044824+0.0010384i,0.0010647+0.0005375i,0.0012981-0.00014836i,0.00033796-0.00044732i,-0.00050219+0.00049884i,-0.00060297+0.00050843i,-0.00048569+0.00031433i,-0.00023892+3.9824e-05i,-0.00039124-0.00016631i
-0.0005146+0.0012732i,-0.0011662+0.00059295i,-0.00091027+0.0011919i,1.1453e-07+0.0014222i,0.00052548+0.00029579i,-0.00064838+2.898e-05i,-0.0011344+0.00022091i,-0.00094925+0.00080121i,-0.00063851+0.0012724i,0.00036548+0.00094407i,0.00055939+1.8891e-05i,0.00027595-0.00043638i,0.00015635-0.00032968i,0.00018059+0.00011442i,0.00059018-0.00017325i,0.00071321-0.000639i,0.00070321-0.0005101i,0.00060806-0.00083379i,0.00025272-0.00096616i,5.8146e-05-0.00062522i,0.00023013-0.00030296i,-2.2153e-06+0.00057061i,-0.00070278+0.00036199i
-0.0012355-0.00045508i,-0.0018752-0.00028847i,-0.00071081+0.00046685i,0.00042436+0.00054604i,-0.00047624+0.00062412i,-0.0015211+0.00046442i,-0.001291+0.00020645i,-0.0009116+0.00069527i,-0.00025234+0.0012524i,0.00020081+0.0010693i,0.00024075+0.00054579i,0.00024802+8.8755e-06i,9.3298e-05+0.00046803i,0.00012272+0.00074637i,-9.8457e-05+0.00013927i,-0.00061138-0.00014106i,-0.00028505-0.00010475i,0.000153+4.5912e-05i,7.6397e-05+0.00065797i,-0.00024033+0.0013293i,-0.0010049+0.00095239i,-0.0013975+0.00020683i,-0.00034644+0.00033729i
