-0.00071201+0.0010985i,-0.0011341-1.0312e-05i,-0.0017729-0.0013801i,-0.001521-0.0011516i,-0.0012908+4.8574e-05i,-0.0015491+0.0013682i,-0.0010402+0.0018973i,-0.00014022+0.0022662i,0.00099223+0.0012183i,0.00077862+2.1568e-05i,-6.6738e-05-0.00020993i,5.2193e-05-0.0012949i,0.0001378-0.0017405i,-0.00051855-0.0012062i,-0.00044476-0.00042827i,-0.00016843-7.5583e-05i,-0.00069933+0.00018046i,-0.00038807+0.00059131i,-0.00020279+0.00019452i,-0.00010542-0.00036948i,0.00020772-4.6142e-05i,0.00014275-0.00022741i,-0.00033091+0.00029484i
0.00042702+0.00099609i,-0.0001658+0.00046154i,-0.00051254+0.00018589i,-0.001846+0.00057852i,-0.0019145+0.00065213i,-0.0018428+0.0011855i,-0.0019858+0.00038354i,-0.00087365-0.00050449i,-0.0005465-0.00015122i,-0.00056238-0.00035446i,0.00043862-0.00030763i,0.0010276-0.00037004i,0.00058142-0.00053466i,-0.00010418+6.2701e-05i,-0.00013102+0.00012846i,-0.00011282-0.00031017i,9.8654e-05-0.00048653i,0.00015492-0.00036475i,3.9259e-06-5.428e-05i,0.00044269+3.2958e-06i,0.00020291-8.7107e-05i,-0.00063235-0.00031442i,-0.0007263-0.00029664i
0.00053405-0.00047535i,0.00090389-0.0008951i,0.00041083+0.00084728i,-0.000369+0.0017691i,-0.00035938+0.0011048i,-0.00068116+0.00030005i,-0.00046507-0.00075456i,-0.00087178+0.00013413i,-0.0015635+0.0012678i,-0.0009282+0.0011059i,-0.00047127+0.00042682i,-0.00033112-6.6153e-05i,-0.00054863-0.00045422i,7.0737e-05-0.0002675i,0.00089414+0.00051498i,0.00016676+0.00019815i,-0.00051139-0.00047823i,-0.00079127-6.8124e-05i,-0.00049989+3.0946e-05i,-0.000854+0.00019721i,-0.0011009+0.000488i,-0.00051274+0.00012372i,-0.00029938+0.0001449i
-0.00033222+0.00018251i,-0.0004484+0.0010351i,-0.00067244+0.00035615i,-0.00069722-0.00086002i,9.5569e-05-0.00080294i,0.00029214-0.00060666i,-0.00017895-0.00073606i,-0.00034811-0.00083864i,-7.7026e-05+0.00014412i,-0.00036467+0.001077i,-0.001097+0.00059199i,-0.00071251+0.0004253i,0.0005891+0.00010024i,0.00092366+0.00015095i,-0.0002368+0.0007009i,-0.00073669+0.00015865i,0.00018152-0.00025449i,-4.4272e-05+0.00034345i,-0.00053756+0.00040527i,-0.00025417+0.00021659i,7.7897e-05+0.00017059i,0.0002548-0.00020995i,0.00025849-0.00094733i
0.00065518+0.00064357i,0.00020096+0.00074043i,0.00025129+0.00015105i,2.2341e-05-0.00025271i,-0.00088494-0.0001025i,-0.001731+0.00029041i,-0.0013875+0.00013591i,-0.0012783+0.00030075i,-0.0018546-7.6687e-05i,-0.0016216-0.00040535i,-0.001227+0.0001745i,-0.00082429+0.00034037i,-0.00056453+1.2949e-05i,-0.00051205-0.00091143i,-0.00067864-0.0014467i,-0.0002826-0.00070628i,-4.8848e-05-0.00027007i,-8.4325e-06-0.00011979i,2.2514e-05+0.00032296i,-0.00019857+0.0008028i,-0.00014201+0.00080572i,4.0878e-05+0.00030328i,0.0002137-0.00045229i
0.0013735-0.00027287i,0.00098665-0.00096565i,-0.00059752-0.00082054i,-0.0017141-1.5446e-05i,-0.0010731+0.00064996i,-0.0012387+0.0012484i,-0.0013337+0.0013332i,-0.00075922+0.0012884i,1.0083e-05+0.0011174i,0.0001486+0.001315i,-0.00016944+0.00051567i,0.00037966-0.00038179i,0.00076424-0.00077261i,0.00010785-0.00084015i,0.00012093-0.0006168i,0.00073215-0.00064486i,0.00088192-0.0009568i,0.00031645-0.00084484i,0.00016416-0.00038769i,4.0445e-05-7.5489e-05i,0.00012336-9.1445e-06i,0.00043184+0.00014699i,0.00058077+0.00030415i
0.00012777+0.00013854i,0.00060661-0.00036836i,0.00012231-0.0002737i,-0.00052359+0.00014621i,-0.00029444+0.00063098i,0.00017682+0.00064655i,0.00057917+0.00073082i,0.00050712+0.00024698i,-0.00010407-0.00028421i,-0.00080137-0.00024329i,-0.0010131-0.00044282i,-0.00078795-0.00073103i,-0.00098729-0.0005472i,-0.00071804-0.0004171i,-0.00010302-0.00036588i,-4.1885e-05-0.00046597i,-3.5791e-05-0.00070332i,-2.891e-05-0.0010839i,3.9512e-05-0.0011446i,0.0001038-0.0005029i,0.00067598-0.0003872i,0.00083066-0.00055653i,0.00035513-0.00019002i
0.0011783+0.00023646i,0.00089067+0.00016897i,-6.3536e-05+0.00042682i,-0.0013811+0.00047816i,-0.0022479-0.00025278i,-0.0017771-0.00093759i,-0.00073649-0.00049675i,-0.00063664+0.00029553i,-0.00090022+0.00040738i,-0.0008321+0.00031808i,-0.0010221+0.00048463i,-0.0014006-3.2242e-05i,-0.00074473-0.00079718i,0.0003089-0.00058912i,0.00026355-0.0012037i,0.00025427-0.001628i,0.00069342-0.00013015i,0.00039686+0.00061306i,-0.00023968+0.0004891i,9.4083e-05+0.00012868i,0.00044605+0.00017565i,-0.00043752+0.0003704i,-0.00041411-0.00051566i
-0.0014706+0.00018701i,-0.0017624+0.00094526i,-0.0019106+0.0011072i,-0.0015002+0.00044816i,-0.00053746+0.0011384i,0.00020504+0.0014755i,0.00018131+0.00031681i,-0.00011841-0.00022026i,-0.00020145+0.00021801i,-0.00028506+0.0011957i,-0.00034111+0.0016138i,-9.3895e-05+0.0012823i,-0.00032389+0.00082445i,0.00024115+0.00039143i,0.00079989-2.9469e-05i,0.0010758+0.00018723i,0.00034096+0.00034684i,-0.00028634-0.00046334i,5.1912e-05-0.00074328i,0.00038911+1.2355e-05i,-0.00024956+0.00072628i,-0.00090728+0.00084268i,-3.4584e-05-0.00021749i
-0.0010344-0.0019387i,-0.0017509-0.0025384i,-0.0028449-0.0029234i,-0.002694-0.00098521i,-0.0017141+0.00094059i,-0.00060336+0.00038774i,0.00011094-0.00028721i,-0.00026272-9.8861e-05i,-0.0013009+8.5031e-05i,-0.0018261-0.00013408i,-0.0014036-9.6972e-05i,-0.00060824+0.00064122i,-0.00092019+0.0008749i,-0.0010511+0.00060472i,-0.00019573+0.00043398i,0.00021599-0.00014302i,-4.4593e-05-0.00015341i,7.6352e-05+0.0001127i,0.00037685-0.00052826i,0.00014455-0.00042007i,0.00025457-0.00059583i,0.00097033-0.0007709i,0.00031335+0.00011475i
-0.000476+0.0013987i,-0.0013334+0.0020047i,-0.00078424+0.0028146i,0.0001953+0.002352i,0.00098136+0.0014146i,0.00084476+0.00048065i,-0.00016018+5.7587e-05i,-0.00045577-0.00034274i,-0.00064524-0.0005352i,-0.00066524-6.5618e-05i,-0.00035656+0.00032934i,6.0546e-05+0.00035753i,3.3701e-05+0.00040527i,-0.00053663-5.0893e-05i,-0.00082112-0.00062204i,-6.8042e-05-0.00057438i,-7.2108e-05-7.4699e-05i,-0.0005436-8.3279e-05i,-0.00032148-0.00023067i,-0.00029961+3.7331e-06i,-0.00010589-1.363e-05i,-0.0003628-0.00056736i,-0.00013598-0.0010747i
-0.00042633-0.0017297i,-0.00092245-0.0031346i,-0.0013659-0.0030646i,-0.0023013-0.0016246i,-0.0020506-0.00012708i,-0.00065351+0.0010008i,-0.00012089+0.00062717i,-0.00057004+2.5854e-05i,-0.0015039+0.00041501i,-0.002139+0.00022465i,-0.001939-0.00022633i,-0.00075376+0.00018455i,-6.9558e-05+0.00020284i,-0.00071011-0.00023937i,-0.00045325-0.00078968i,1.1623e-05-0.00056795i,-0.0003942+0.00040253i,-0.00094435+0.00078301i,-0.00050298+0.0011924i,0.00054402+0.00086066i,0.00072325-0.00017442i,-0.00044456-0.00087122i,-0.00045347-0.0012034i
0.0020247-0.0017084i,0.0015639-0.0017401i,-8.9043e-05-0.0021858i,-0.001558-0.0016976i,-0.0015777-0.00067977i,-0.00030696+0.0010296i,0.00060285+0.0013028i,-0.0002027+0.00054802i,-0.00078117+0.00041942i,-0.00083726+0.0012477i,-0.00064333+0.0010017i,-3.7241e-05+4.8269e-05i,0.00027367-0.00071188i,0.00063551-0.0012001i,0.00014847-0.0008667i,-0.00036791-0.00063549i,-0.00023791-0.0011826i,-0.00079815-0.001249i,-0.0013839-0.00036476i,-0.0010463+0.00010676i,-0.00068874-0.00033322i,-0.0008044-0.0004648i,-0.00028685+0.00037295i
-0.0017833-0.00089595i,-0.0021465-0.001203i,-0.0013787-0.0020262i,-0.0016292-0.0003441i,-0.0013286+0.001255i,-0.00015554+0.0009284i,0.00057314+0.0015036i,0.00036314+0.001852i,-0.00048275+0.0012848i,-0.0006823+0.00070082i,-0.00031282+0.00037576i,-0.00053938+0.00046423i,-0.00085811+0.00022808i,-0.00049394-0.0005212i,0.00082652-0.00021968i,0.0009797-1.9428e-05i,0.00017069-0.00022006i,-0.00034157+0.0004487i,0.00012891+0.00065757i,0.00064147+1.1573e-05i,0.00025324-0.00010038i,-0.00044147-0.00017729i,-0.00028111-0.00039467i
-0.0011911-0.00023245i,-0.0017748+8.733e-05i,-0.0024357+0.0010937i,-0.0022266+0.0012515i,-0.00014158+0.0010909i,0.0011586+0.001567i,0.00032427+0.00068877i,-0.00065693+9.9148e-05i,-0.0007909+0.00027246i,-0.00087676+0.00087281i,-0.0003602+0.0010241i,-0.00029512+0.00085345i,-0.00088265+0.00048685i,-0.0013748+0.00024992i,-0.00072281+0.00060303i,0.00018866+0.0010097i,-0.00012129-2.852e-05i,-0.00056226-0.00061317i,-0.0008384+0.00050846i,-0.00080317+0.00078412i,-0.00038621-0.00015136i,0.00026094-0.00050524i,0.00076597+0.0010076i
-0.0017588+0.00033836i,-0.0021546-0.00012189i,-0.0040182-0.00043353i,-0.0030855+0.00028569i,-0.00067234+0.00095761i,0.00096257+0.0013418i,0.0010767+0.00065076i,0.00050499+0.00064099i,0.00029551+0.00065103i,-0.00027835+0.00014177i,-0.0002719-5.1673e-05i,0.00074308-0.00038205i,0.0014093-5.2165e-05i,0.00086616+0.00035188i,0.00031703+0.00038865i,4.9562e-06+0.0004536i,-0.00067853+0.00030469i,-0.00098818-0.0003125i,-0.0011227-0.00094454i,-0.00077321-0.00069918i,4.5226e-05-0.0003829i,0.00032096-0.00014198i,0.00063934+0.00035161i
0.00054795-0.00097783i,-2.9079e-05-0.00034068i,-0.0014892-0.00065587i,-0.0013526-0.00034814i,-0.00032999+0.00026751i,-2.2132e-05+8.1239e-05i,-0.00012912-0.0001107i,-0.0010173-0.0004409i,-0.0020699-0.00039736i,-0.0024192+0.00017144i,-0.0015671+0.00058153i,-0.00020671+9.9698e-05i,-0.00026104-0.00047756i,-0.0008261-5.9541e-05i,-0.00077673+0.00068202i,-0.000541+0.0011618i,0.00019133+0.00055661i,0.00059538-0.00096813i,0.00026914-0.0014178i,0.00028713-0.00041505i,0.00038983+0.00042354i,2.0982e-05+0.00069752i,-0.0006352+0.00054667i
0.00040686-0.0016381i,0.0007296-0.001495i,-0.00054226-0.0013826i,-0.0017967-0.0014089i,-0.0013461-0.00066743i,-0.00017173-0.00020545i,0.00021717+0.00027517i,-0.00081267+0.00083925i,-0.0010136+0.00064904i,-0.00089711+7.4249e-05i,-0.00079532+9.2502e-05i,0.00018681-0.00024978i,-0.00011344-0.00014769i,-0.00055613+0.00016018i,-0.0003647+0.00048317i,-7.7872e-07+0.00090762i,0.00011434+0.0011092i,-0.00012859+0.00072226i,-0.00037694+0.00014855i,-0.00038312+0.00032758i,0.0004533+0.00029178i,0.00061985+4.8638e-05i,0.00013707-0.00054608i
-0.00019236-0.00075827i,-0.00049506-0.0015679i,-0.00024079-0.0013545i,-0.0010677-6.0366e-05i,-0.00091429+0.00054875i,0.00020053+0.00080756i,-0.00049018+0.00080737i,-0.00060183+0.00039507i,-0.00010852+0.00040807i,-0.00039417+0.00029707i,-0.00059223+0.00048509i,-0.00031179+0.00080815i,-1.3282e-05+0.00027809i,0.00014381+0.00010098i,0.00026001+4.9927e-05i,-0.00018538-5.5566e-05i,-0.0001754-0.0003109i,0.00050699-0.00024392i,0.00031486+0.00014051i,0.00011181+1.5462e-06i,0.00037999+0.00020758i,0.00067611+0.00039905i,0.00060916+0.00057766i
0.00031268-0.00060688i,0.00032339-0.00023184i,0.00029753+0.00032756i,0.00041834+0.00077891i,0.00017739+0.00060313i,0.00018212+0.0005437i,0.00029838+0.00086217i,-6.4082e-05+0.00059376i,-0.00076345+0.0006467i,-0.0014591+0.00014147i,-0.001197-2.487e-05i,-0.00012045+0.0004023i,6.6399e-05+0.00071679i,-0.00067233+0.00048451i,-0.00071341+0.00011183i,-0.0002923+4.2802e-05i,-4.0934e-06+4.9016e-05i,-0.00020646-3.6375e-05i,-0.00052079-0.00025662i,-0.00025946-0.00028549i,-0.00021271+7.3749e-05i,0.00024505-0.00020103i,0.00074956-0.00045444i
-9.5581e-05-0.00074287i,-0.00064317-0.0015395i,-0.0017005-0.0024265i,-0.0022904-0.0010961i,-0.0025956+0.00062776i,-0.001765+0.0015548i,-0.00073641+0.00097197i,-0.00035362-0.00015136i,-0.00031897-0.00081974i,-0.00078365-0.00085425i,-0.00066203-0.00027406i,-0.00037607-0.0003377i,-0.00043445-0.00084011i,0.00012363-0.00022018i,0.00040449+0.00010451i,9.1545e-05-0.00023432i,-0.00042133-0.00031912i,-0.00041949-0.00052977i,-0.00024098-0.0002956i,-0.00045363+0.00034498i,-0.00067301+8.0787e-05i,-0.00053899-0.00034128i,0.00030319+0.00032407i
0.001496-0.0011685i,0.00075882-0.00050016i,0.0011458-0.0015423i,0.00074361-0.0017987i,0.00014401+9.736e-05i,0.00022757+0.00049426i,0.00015646+0.00021612i,-0.00083906+0.00014742i,-0.00040417-0.00050952i,0.0003322-0.00050494i,-5.2506e-05-0.00019387i,-0.00016687-0.00055015i,0.00014509-0.00076052i,-0.00059567-0.00072315i,-0.00078479-0.00017145i,-0.00028725-3.3362e-05i,0.0003507-0.00022347i,0.00083197-5.6204e-05i,0.00035882-0.00049459i,-0.00055668-0.0011939i,-0.0011659-0.0010643i,-0.00043487-0.00052902i,-0.00040983-0.00033854i
-0.00020266-0.00059003i,-0.0019051-0.00070693i,-0.0019852-0.0016366i,-0.0015593-0.0005001i,-0.0011134+0.00053007i,-0.00047346+0.0016264i,0.0002144+0.0019383i,-1.1498e-05+0.00095087i,-0.00090237+0.00010394i,-0.0010389+5.2899e-05i,-0.00062698+6.1663e-05i,-0.00031466-0.00026687i,0.0001735-0.00045298i,0.00020383-0.00033531i,-0.00043865-0.0001693i,-0.00076361+0.00027768i,-0.00060119+0.00020296i,-0.00013236+0.00017405i,0.00032687+0.00020076i,0.00025722+0.00023466i,-0.00031383-0.00020039i,0.00031229-0.00034118i,0.0011163-0.00026873i
-0.00029639-0.00049541i,-0.0015005-0.00063912i,-0.00047291-0.0024483i,-0.00020929-0.0013761i,-0.00078161-9.7676e-05i,-0.00098271+0.00026945i,-0.0012645+0.00037677i,-0.0017027+0.00024858i,-0.0011846+0.00070944i,-0.00068708+0.00045966i,2.6161e-05-2.0062e-05i,0.00084107-0.00034116i,0.00030877-0.00071664i,0.00024485-0.00044793i,0.00087037-6.6265e-05i,0.00058984-0.00087956i,9.6242e-05-0.000964i,-0.00032712-0.00076961i,-0.0003197-0.00069355i,0.00014415-7.8695e-05i,-0.00029899+0.00020036i,-0.00052542+0.00043533i,8.8502e-05+0.00066355i
0.0025974+9.0537e-05i,0.0031494+5.1431e-05i,0.0012255-0.0024752i,-0.00077777-0.0034591i,-0.00077015-0.0019964i,-0.00010432-0.0006094i,9.2998e-05+0.00020415i,-0.00051321+0.000434i,-0.00057085-9.4943e-05i,-0.00031389-0.0010727i,-0.00021812-0.0014215i,0.00039625-0.00086581i,0.00099542-0.00067296i,5.0171e-05-0.00084065i,-0.00093777-0.00073674i,-0.00032818-0.00032411i,-7.9964e-05-8.1135e-05i,0.00015399-0.00016917i,0.00097025-8.3748e-05i,0.0011181+0.00033838i,-0.00032534+0.00032109i,-0.00074144-0.0002484i,-0.00030338-0.0007799i
0.0022923+0.00045235i,0.0027022+0.0010837i,0.0018399+0.0011692i,1.7237e-05+0.00067379i,-0.00076579+0.00054377i,-0.00045646+0.0013955i,0.00042207+0.0010511i,0.0003705-0.00052987i,-0.00080572-0.001012i,-0.00014594-0.00013974i,0.00082718+0.00056992i,0.00052587-9.7899e-05i,-6.6815e-06-0.00053851i,-0.0002509-0.00042663i,-0.00043469-9.9751e-05i,5.2815e-05-2.8917e-05i,0.00067997-0.00034817i,0.00046469-0.0001371i,0.00042751+0.00034884i,0.00041642+0.00041201i,-0.00013974+0.0003155i,-0.00019715-5.8751e-05i,0.00024682-0.00073128i
0.0022185-0.00036715i,0.0018811-0.0013397i,0.00025879-0.0022028i,-0.0010356-0.0012182i,-0.00068628-0.00097673i,0.00014446-0.0011259i,-0.00012345-0.00021102i,-0.00067058-0.0001162i,-0.00074087-0.0010089i,-0.0010184-0.0008746i,-0.00058215-0.00014016i,1.068e-05-0.0004209i,-4.5638e-05-0.00071592i,0.00030365-0.00042798i,0.00042528+0.00034391i,-8.782e-05+0.0003237i,-0.00038641-0.00014437i,-0.00049+0.0003296i,-0.00049068+0.0011839i,-0.00035391+0.0010443i,-8.4955e-05-7.5891e-05i,-0.00018525-0.00091322i,-4.6231e-06-0.00061937i
0.0017313+0.001899i,0.001978+0.00093338i,0.0013741+0.00058523i,0.0010593+0.00072482i,0.00028524+0.00085091i,-0.0003488+0.00038935i,-0.00032681+0.00039831i,-0.00053314+0.00053295i,-0.00056682-5.7891e-05i,-0.00055426-7.6139e-05i,-4.8714e-06+0.00035093i,0.00051312+0.0004113i,0.00043997+0.0001537i,0.00041828-0.00021498i,1.5788e-05-0.00048707i,-0.00010107-0.00064213i,0.00014351-0.00031329i,-0.00014017+0.00019776i,-7.6493e-05+0.00049494i,0.00019551+0.00016366i,0.00015131-0.00030998i,0.0011012-0.00018775i,0.0013755-0.00020299i
0.001304+0.00060496i,0.0015808-9.8702e-05i,-8.0697e-05-0.00070834i,-0.0011528-0.00082014i,-0.0010676-0.00033949i,-0.001086-0.00021491i,-0.00085072-0.00047966i,-0.00036283-0.00043819i,-0.00057454+9.1831e-05i,-0.00065311+0.00041781i,-0.00021314+0.00088177i,9.8983e-05+0.0012522i,-2.7818e-06+0.00015231i,0.00025659-0.00086286i,-0.00015108-0.00014013i,-0.00015687+0.00092071i,0.00011655+0.00081461i,0.00013217-0.0002181i,0.0003271-3.3104e-05i,0.00042727+0.00038464i,0.00043733+0.0002048i,0.0003842+0.00046458i,0.0003968+0.0005741i
0.00088745+0.0020273i,0.001171+0.0020515i,0.00010937+0.0016071i,-0.00042054+0.0019761i,0.000436+0.0016958i,0.00061498+0.00065852i,-0.00010647+0.0002043i,-0.00036346-0.00011558i,5.3739e-05-0.0012563i,0.00029436-0.00084338i,0.00017909+0.00049617i,0.00056502+0.00030029i,0.00031142-0.00036655i,0.00028006-0.0003311i,0.00022801-0.00061766i,-0.00010644-0.0015438i,-5.8732e-05-0.0008842i,-0.00064028+0.00024903i,-0.0007054-5.1148e-05i,-0.00043267-0.00019638i,-0.00054111+0.00032779i,-0.00053108-1.9031e-05i,-0.00021944-0.0013226i
0.00053787+0.0018731i,-0.00036918+0.0016455i,-0.0019867+0.00033981i,-0.0025585-0.00056597i,-0.0012652-0.00062904i,0.00013903-0.00054806i,-0.00032802-0.00064003i,-0.00070101-0.00052299i,0.00012558-0.00010813i,-5.5813e-05+0.0007638i,6.5322e-05+0.00083921i,0.00039816+0.00028944i,0.00011244+0.00014113i,0.00031056+6.1856e-06i,0.00044578-0.00016048i,0.00064485-0.00066746i,0.00025507-0.00033963i,-0.00051871+0.00026581i,-0.0001496+4.1282e-05i,-0.00071805+0.00043774i,-0.0014551+0.00045761i,-0.00088208-0.00013832i,-0.00062988-0.00027207i
0.0023954-0.00064443i,0.0028486-0.0013183i,0.0020053-0.0022676i,0.0010473-0.0019395i,0.00037304-0.0006119i,-0.00027627-0.00023939i,-0.000401+4.2249e-05i,-0.00073762-0.00040358i,-0.001033-0.00089633i,-0.0011284-0.00078411i,-0.0011028+0.0003131i,-0.00051479+0.00073906i,9.072e-05+6.2594e-05i,-0.00045036-0.00062401i,-0.0006083-0.00060461i,0.00013997-0.00042546i,0.00046209-0.0003828i,0.00045993-0.00043322i,0.00083005-0.00072898i,0.00037329-0.00066227i,-0.00076418-0.0003503i,-0.0014151-0.00023153i,-0.0011458-0.0004821i
0.00063624-0.0010342i,0.00026919-0.00098382i,-0.00019693-0.0011575i,-0.001425-0.0014142i,-0.001629-0.0012883i,-0.00089948-0.00043255i,0.00032582-2.8497e-05i,1.3795e-05-0.0002107i,-0.0010436-0.00049869i,-0.0011219-0.00021349i,-0.0013071+0.00042302i,-0.0013425-0.00031294i,-0.00079987-0.0011006i,-0.00029884-0.00091592i,-0.00045821-0.00096009i,-0.00064825-0.0010628i,-0.00045148-0.00049456i,-0.00045563+0.00026477i,-0.00055275+0.00055711i,-0.00028957+0.00076979i,-0.00047047+0.001172i,-0.00077288+0.0006532i,-0.00043505-0.00023417i
-0.0015912+0.0041302i,-0.00076951+0.0032494i,0.00036509+0.0024047i,0.0014145+0.0020048i,0.0022117+0.0017558i,0.0017008+0.0010832i,0.00027142+0.00030302i,0.00012885-4.669e-05i,0.00020871-7.4273e-05i,2.6288e-05+9.3329e-05i,0.00012786+9.865e-05i,0.00063998+0.00013743i,0.0013265+0.00024696i,0.00050276-0.00022454i,0.00018833-0.00053584i,0.00076268-0.0012837i,0.00047717-0.001428i,-0.00022246-0.00045849i,-0.00026091-7.5892e-05i,0.00011136-0.00038525i,-0.00023934-0.00018558i,0.00030994+0.00046141i,0.00056769+0.00033312i
-0.00035126+0.00041272i,0.00035015+0.0015513i,-2.4693e-05+0.0013307i,-0.00096658+0.00096995i,-0.00073487+0.00097576i,-0.00042806+0.00051611i,-0.00042625+0.0009602i,-0.00047352+0.00023946i,-0.00024941-0.00019592i,-0.00035621+0.00017653i,-0.00026511+5.7734e-05i,0.0003341-0.00028131i,-6.5748e-05-0.00064142i,-0.00067216+6.1185e-05i,-0.00067516-0.00011853i,-0.0004237-0.00058433i,0.00025395-0.00024524i,0.00042065-0.00020512i,-6.4212e-05-3.612e-05i,-0.00056481-0.00049611i,-0.00065531-0.0012279i,-8.009e-06-0.0014503i,0.00061786-0.0012217i
-0.0025679+0.00060426i,-0.0032986+0.00067246i,-0.0028125+0.0011977i,-0.0022766+0.0017071i,-0.0015443+0.0023603i,0.00027092+0.001775i,0.00084045+0.00062927i,0.00029181+0.00069651i,-0.00020117+0.00085866i,0.00010264+0.0005664i,0.0004459+4.5389e-05i,0.00010784-0.00013502i,0.00015346+1.0779e-05i,0.00019068+0.00028711i,-0.00054931+0.00052361i,-0.00060683+0.00043357i,0.0003542+0.00053246i,0.00056198+0.00070349i,4.1022e-05+0.0006615i,-0.00013163+0.0001771i,-0.00033319-2.2395e-05i,-0.0011238+8.8953e-06i,-0.00082341+2.1689e-05i
0.0013487-0.00044781i,0.0012153+0.00065513i,-0.00047769+0.00063423i,-0.0010743+0.00060329i,-0.00098592+0.00082153i,-0.00087373+0.00073766i,-0.00065407+0.00091732i,3.6815e-05+0.00080786i,-2.9872e-05+0.00057993i,-0.00022532+0.00060832i,-0.00045478-0.00011666i,-5.0095e-05-0.0016377i,-2.2484e-06-0.0015482i,-0.00026092-0.00020674i,0.00046287+0.00013689i,0.0006812+0.00014573i,-0.00035322+9.8311e-05i,-0.00049985-0.00053198i,0.00014964-0.00015987i,0.00039532+0.00083195i,0.00075104+0.00097244i,0.0012149-0.00018117i,0.0010707-0.00029262i
2.5499e-05-0.0008451i,-0.00045899-0.00041163i,-0.001712-0.00015434i,-0.0023617-0.00019084i,-0.0015825+0.00081152i,-0.00060787+0.0017311i,-0.00049101+0.0013163i,-0.0015655+0.00037615i,-0.0012056+0.0001827i,-0.00061726+0.00067919i,-0.00092349+0.00085425i,-0.00015924+0.0005492i,0.00043442+0.00063757i,0.00039272+0.00066642i,0.00025424+0.00072943i,-0.00039089+0.00012213i,-0.00014779-0.00065573i,6.5506e-05-0.0008555i,-0.00024592-0.00055007i,-0.00029899-0.00025258i,-5.7367e-05-0.00061317i,0.00036013-0.0012263i,0.00069511-0.0014107i
-0.0017137-0.0012819i,-0.0015167-0.0013367i,-0.0022352-0.0012061i,-0.0027184+0.00050389i,-0.0024371+0.0012821i,-0.00049468+0.00070113i,0.00020525+0.00056236i,-0.00030329-0.00017933i,-0.00072304-0.00040088i,-0.0011264+0.00020852i,-0.0014595+0.00018333i,-0.0011824-0.00028418i,-0.00063368+0.00016127i,-0.00092141+0.0010339i,-0.00047228-1.8415e-05i,0.00012879-0.00076627i,0.000222+4.1655e-05i,-0.00016684+0.00039493i,-0.00025647+0.00013943i,0.00065132+0.00038195i,-5.2678e-05+0.00063587i,-0.00077227-4.8375e-05i,0.00012103-0.00022742i
0.0016015+0.0011603i,0.00051833+0.002082i,0.00046469+0.0012933i,0.00050932+0.0010169i,0.00027074+0.0010391i,-1.4107e-08+0.00024308i,0.00052448+0.00012331i,0.00066622+0.0005837i,0.00024539+0.00031401i,0.00025625+0.00026868i,0.00062394+0.00042293i,0.0010899+0.00035638i,0.001006+0.00033249i,-0.00021739+0.00026635i,-0.00050803-5.3541e-05i,0.00016825+0.00033892i,0.00023647+0.0004347i,1.8439e-06+0.00010708i,-0.00022578-2.7257e-06i,0.00046019+0.00040462i,0.00087951+2.4416e-05i,0.0002948-0.00056239i,-0.00039378-0.00032563i
0.000422-0.00037374i,0.00060402+3.6184e-05i,0.0012268-0.00015646i,0.00057189-0.00018237i,0.00089014-0.00027417i,0.0013789+0.00013108i,0.00067736+0.00016984i,-0.00041903-0.0010225i,-0.00072831-0.0012711i,-0.00072487-0.00028677i,-0.00066004-0.00014775i,-0.00059795+8.4676e-06i,-0.00053124-0.00050696i,-0.00019065-0.0005211i,-0.00019074-0.00043687i,0.00016325-0.00061307i,0.00035304-0.00048274i,0.00021885-1.1632e-05i,0.0003381+0.00044512i,0.00035724+0.00014128i,-8.8363e-05-0.00026362i,-0.00029495+0.00027105i,3.3753e-06+0.00054223i
-0.0017475-0.00021286i,-0.0023902-0.00061891i,-0.0024321-0.00080694i,-0.0018607+8.9153e-05i,-0.00070962+0.0011776i,-0.00071709+0.0011728i,-0.00064252+0.00056824i,-0.00044754+0.00039133i,-0.00052145+0.0011037i,-0.00039996+0.0018184i,0.00012677+0.0016666i,0.0008124+0.00016413i,0.001021-0.00053899i,0.00070026-0.00042257i,0.00065407-0.00039576i,-0.00016293-0.00079191i,-0.00011553-0.00053022i,0.00065657+0.0006652i,0.00038847+0.00080847i,0.0005972+0.00062305i,0.00029373+0.00065822i,0.00043993+0.00021282i,0.0015073-0.00011434i
-0.0019338+0.0018805i,-0.0026542+0.0016491i,-0.0036218+0.00053626i,-0.0032111+0.0018316i,-0.001586+0.0028358i,-0.0003479+0.0012949i,-0.00031682-0.00055387i,-0.00067358-0.00045908i,-0.00064079+0.00015534i,-0.00060013-0.00020181i,-0.00031822-8.7769e-05i,0.00056154+0.00060171i,0.00088199+0.00085083i,0.00080288+0.00060983i,0.00054216-0.00018034i,-0.00012551-8.3271e-05i,-6.8425e-05+0.00054074i,0.00029904+0.00014197i,-8.0923e-05+0.00033481i,-0.00065659+0.00042739i,-0.00040423-5.7091e-05i,0.00020589+0.00033288i,0.00019154+0.00040956i
