0.001147-0.0017365i,-0.00024627-0.001823i,-0.00099725-0.0010934i,-0.00098479-0.00034534i,-0.00090845+0.00028496i,-0.0014051+0.0013466i,-0.0012299+0.0017606i,0.00025229+0.00071403i,0.0016332-0.00029785i,0.0012307-0.00036096i,9.1247e-05-0.00024225i,0.00052578+0.00017374i,0.00079021-0.00025826i,0.00038739-0.000933i,8.323e-05-0.00081302i,-0.00019815-6.093e-05i,-0.00029928+0.00016412i,0.00015607+0.00023293i,0.0010503+0.00066959i,0.00088461+0.0006845i,0.0002163-0.00011531i,-2.8669e-05-0.00094692i,-0.00036067-0.0010525i
-0.00086624-0.0012195i,-0.0018554-0.0020754i,-0.0019881-0.0010119i,-0.0011956+0.00054189i,-4.9183e-05+0.001268i,0.00063631+0.0009478i,0.00068307+0.0003562i,0.00038359-0.00040158i,0.00016399-0.0013322i,0.00051411-0.0011075i,0.00017534+0.00014886i,-0.0001266+0.00054798i,0.00039063+0.00057634i,0.00052201+0.00091808i,0.00033769+0.00052508i,0.00031733-0.0002449i,0.00042448-0.00034263i,0.0004908+7.9806e-06i,0.00019986-0.0005465i,-3.6859e-06-0.0011868i,0.0001149-0.0010231i,0.00025444-0.0013188i,0.00042224-0.0010633i
0.0009378+0.0012259i,0.0009156+0.00081621i,0.00040463+0.00048315i,0.00067465-0.0006334i,0.0014345-0.0014402i,0.00078777-0.0025301i,0.00032641-0.0024082i,0.00079922-0.0015908i,0.0010748-0.0011251i,0.00081606-0.00026403i,-0.00020104+8.8736e-05i,-0.00029133-6.8454e-05i,9.3155e-05-0.00033552i,-0.00016325-0.00010935i,-0.00038357+0.00069754i,0.0001275+0.00013226i,0.00033938-0.00052375i,-6.2166e-05-7.6814e-05i,-4.983e-05+5.8057e-05i,0.00031485-0.00028983i,0.00010124-0.00056827i,-0.00031035-0.00042141i,3.8358e-05+6.1711e-05i
-0.00055941+0.0018862i,-0.00061671+0.0022998i,-0.00032866+0.0022856i,0.0010345+0.0013396i,0.0022137+0.001218i,0.0015247+0.0004561i,0.00057881-1.2567e-05i,0.00061357+0.00049365i,0.0011324-2.874e-05i,0.00062733-0.0006031i,7.5808e-05-0.00039272i,0.00063122+0.00012312i,0.0011384+5.7786e-05i,0.00055758-0.00048267i,-0.00054096-0.00073355i,-0.00036862-0.00061278i,-2.6795e-05-0.00035854i,-4.6289e-07+7.7192e-05i,0.00023776+0.00087647i,-5.9781e-05+0.00090274i,-0.00055034+0.00080939i,-0.00054032+0.00085875i,-0.00011913+0.00049958i
0.00070029+0.0013287i,0.00014295+0.0018033i,-0.00039761+0.0013256i,0.00046838+0.0011145i,0.00097084+0.000331i,-0.0002344-6.087e-05i,-0.00026069+0.00018757i,0.0013622-0.0004417i,0.0017266-0.00083391i,0.00047484-8.2654e-05i,-0.0001932+0.0011578i,1.2091e-05+0.0015806i,0.00014415+0.00073294i,9.6188e-05-0.0001621i,0.00026173-4.5888e-05i,0.00046234+0.00017214i,0.00077446-7.8024e-05i,0.00066413-0.00071108i,0.00037449-0.00094185i,0.00058782-0.00016863i,0.0006498+0.0004414i,-6.0251e-05+0.00010572i,-0.0010082-0.00068926i
-0.0011841-0.00051086i,-0.0010611-0.00056493i,-0.0013924-0.00046912i,-0.00079692-0.00016631i,-0.00031166+0.00051678i,-0.0002797+0.00037494i,0.00019794-0.00061564i,0.00070889-0.0015634i,0.00055388-0.0022714i,9.4303e-05-0.0018695i,0.00010155-0.00099541i,5.4356e-05-0.00037907i,8.216e-05+0.0003108i,0.00060513+0.00088248i,0.001162+0.00093472i,0.00039487+0.00073931i,-0.00071627+0.00023411i,-0.0010541+0.0004146i,-0.00092361-8.6029e-05i,4.6295e-05-0.00029852i,0.00088602+0.00029178i,0.00012383+0.00036706i,-0.00063852+0.00017968i
0.00015535-0.0013578i,-0.0010589-0.00057286i,-0.00066418+0.0003959i,0.00079293+0.00092616i,0.00078973-7.8233e-08i,0.00015627-0.00055679i,1.2924e-05+0.00042274i,0.0006123-3.8223e-06i,0.001217-0.0010374i,0.00065434-0.00077522i,0.00046554+0.00041171i,0.00077454+0.0014515i,2.4506e-05+0.00076935i,-0.00070944+0.00033785i,-0.00066666+4.5175e-05i,-0.00018121-0.00060756i,-0.00018034-0.0001081i,-7.2104e-05+0.00037242i,0.0002508+0.00040428i,0.00013027-0.00011664i,-0.00037412-6.9156e-05i,9.1558e-05+0.00060049i,0.0009234+0.0002662i
3.6402e-05+0.00014832i,-3.4957e-05-0.00088988i,-0.00044568-0.0010959i,-0.0012046-0.00011046i,-0.00096391+0.00051455i,-0.00017548+0.00023749i,-3.885e-06-2.8408e-05i,0.0006369-0.00035528i,0.0017105-0.000475i,0.0013295-0.00060178i,0.00061246-0.00032032i,0.00020731+0.00062681i,-0.00055169+0.00074757i,-0.00088186+5.2857e-05i,-0.00036684-0.00021432i,5.3864e-05+0.00017464i,9.7884e-05+0.00035284i,-0.00037871+0.00027715i,-0.00071441+0.00088997i,-0.001186+0.001186i,-0.0011634+0.00045931i,-0.0009529-0.00043456i,-0.00058786-7.3771e-05i
-8.3679e-06+0.0016658i,0.00089582+0.0016697i,0.0020004+0.0010209i,0.00095804+0.00048175i,-6.0649e-05-0.00082505i,-0.00060648-0.00095633i,-0.001388-0.00030602i,-8.8197e-05-0.00086355i,0.0011161-0.001087i,0.00088114-0.00010267i,0.00058635+0.00065164i,0.0001801+0.00064108i,-0.00036822+0.00049682i,-0.0002057+0.00052779i,0.00041573-2.9313e-05i,0.00029582-0.00061124i,0.00024417-0.00072648i,0.00030597-0.00018778i,-0.0001142-0.00030456i,-0.00038915-0.00046325i,-0.00041711+0.00021131i,-0.00014126+0.00077594i,0.00036819+0.00052832i
-0.000802-0.00018575i,-0.00049156+0.00025719i,-0.00030111+0.00044898i,-6.1802e-05+0.00057939i,-0.0001327+0.0009811i,-2.0746e-05+0.00020314i,-0.00063603-0.0011944i,5.5842e-05-0.0016015i,0.00098676-0.0011996i,0.000117-0.00035708i,-0.00024105+0.00049112i,-8.3945e-05+0.0010764i,-0.0003966+0.0010829i,-0.0008579+5.4285e-05i,-0.0011497-0.00087612i,-0.00063702-0.00080649i,0.00014725-9.1599e-05i,0.00055997+0.00042235i,0.00058743-0.00017314i,0.00091008-0.00066912i,0.00029477-0.00032219i,-0.0010441+0.00024198i,-0.0016393+9.7312e-05i
-0.00075465-0.00012483i,0.00038598-0.00029023i,0.00095806+0.00022626i,0.0014743+0.00014933i,0.0018966-0.00069278i,0.0022056-0.00094173i,0.0016426-0.00068517i,0.0012802-0.00071191i,0.0014481-0.00046876i,0.0013619-0.00010881i,0.00043829+5.8755e-05i,4.7177e-05-8.096e-05i,0.00033506+0.00015908i,-0.00015771+0.00072173i,-0.00096518+0.0012145i,-0.00037272+0.00090197i,0.00065196+0.000427i,0.00070681+7.5627e-05i,0.00067356-0.00031209i,0.00015325-0.00040044i,-0.00040635-0.00045538i,-0.00037948-0.00031445i,-0.00026901+0.00064197i
-0.002392-0.0031129i,-0.0023083-0.0014901i,-0.0031031+0.00053381i,-0.0020582+0.0020308i,-0.00051461+0.0023843i,0.00058594+0.001547i,0.00090694-0.00023365i,0.001043-0.00083761i,0.00063141-0.00043614i,0.00030581+9.1086e-05i,0.00048497+0.000342i,0.00016856-0.00043318i,-0.00032678-0.00087386i,-0.00044695-0.00069735i,-0.000501-0.0010451i,-0.00016577-0.0010207i,-0.00016096-0.00021957i,-8.3765e-06+5.4337e-05i,0.00028804+0.00018636i,0.00010859+0.00090217i,-0.00013627+0.00080147i,-0.00079209-0.00011384i,-0.00089982-0.00063205i
0.00043155-0.0013026i,6.9051e-05-0.00063407i,-0.0012372-0.00062683i,-0.0015774-0.00034083i,-0.00094062+0.00043637i,-0.00019782+0.00059407i,0.00027852-0.00022043i,0.00059871-0.00088537i,0.00034825-0.0014382i,-0.00047298-0.0011646i,-0.00016684+0.00056002i,0.00079479+0.0010196i,0.00070687+8.5298e-05i,0.0005518-0.00098254i,0.00067964-0.00054521i,0.00025376+0.00039274i,0.00021849+0.00023372i,0.00011411-9.6114e-05i,0.00037345-0.00019549i,0.0006619-0.00034844i,0.00070355-0.00059772i,0.00086892-0.00042778i,0.00062989+0.00039407i
-0.0010539+0.00036061i,-0.00040322-0.00010531i,-0.0010381-0.00016443i,-0.0011906+0.0008766i,-0.00053549+0.0017732i,0.00027857+0.0015265i,8.8721e-05+0.00012829i,-0.00057088-0.00099729i,-0.00037196-0.00056327i,0.00051534+0.00041342i,0.00032889+0.00075984i,-0.00024339+0.00059588i,-0.00051216+0.00033415i,-0.0011178+0.00078245i,-0.0011053+0.00085259i,-0.0007769+3.593e-05i,0.00021182-8.8074e-05i,0.00074984+0.0011283i,8.1743e-05+0.0016366i,0.00031353+0.00053495i,0.00036063-0.00043562i,0.00034223+3.4339e-06i,0.00058627+0.0005815i
-0.00086388-0.00053683i,3.3819e-05-0.00070173i,0.00098605-0.001033i,0.00055501-0.00095713i,0.00018515-0.00018174i,0.00070465+5.0687e-05i,0.00026888-0.0005324i,-3.4035e-05-0.00098911i,0.00052811-0.0012754i,0.00081397-0.00067974i,0.0002313+0.00047793i,0.00019726+0.00073132i,0.0010848+0.00048798i,0.0010597+0.00052989i,0.00024993+0.00083471i,0.00020367+0.00070437i,0.00070765+0.00045997i,0.00076491+0.00022575i,2.7082e-05-0.0003205i,0.00042227-0.00043047i,0.00042981+0.00061211i,-6.6583e-05+0.00065023i,-0.00030969-0.00011812i
-0.0009257-0.00082132i,-0.00072145-0.0013318i,-0.00058202+3.0909e-05i,-0.00030452+0.00080361i,-0.00011236+0.00048182i,-7.7979e-06+0.00016957i,0.00019755-0.00017349i,0.00038571-0.0010435i,0.00097924-0.0020331i,0.0012608-0.0013383i,0.00085399-2.4618e-05i,0.00040211+0.00052474i,0.00015047-0.0006599i,0.00013116-0.0015621i,0.00080119-0.00098556i,0.00063917+9.8799e-06i,-0.00050781-0.00027179i,-0.0011043-0.0010136i,-0.0011728-0.00045648i,-0.0011815+0.00039823i,-0.00080463+0.00084682i,-0.00010271+0.0012807i,0.00027328+0.0012639i
0.0011083+0.00037332i,0.00075197+0.00027234i,0.001156-7.7391e-05i,0.0016291-0.00051009i,0.00096774-0.00075217i,2.8491e-05-6.2156e-05i,1.2671e-05-0.00032703i,0.0011684-0.00020436i,0.0018905-5.296e-05i,0.00098807-0.00026296i,-6.6664e-05+0.00036126i,-0.00071452+0.00056458i,-0.00098876+0.0005299i,-0.00098854+0.00065698i,-0.00079636+0.00027958i,-0.00026109-0.00010115i,8.88e-07+1.728e-05i,0.00013575+0.00037512i,0.00053031+0.00037664i,0.00034469-0.00025792i,-0.00021142-9.3766e-06i,-4.583e-05-0.00020113i,-3.1265e-05-0.0010275i
0.0017818+0.00033711i,0.00011747+0.00025086i,-0.0014281+0.00018476i,-3.1728e-06+0.00087711i,0.001438+0.00083096i,0.001901+0.00052571i,0.0016056+0.00069191i,0.0011217+0.00014079i,0.00095486-0.0011045i,0.00049488-0.0010424i,0.00012172-8.1794e-05i,0.00017593+0.00093059i,0.00068076+0.0014053i,0.00021091+0.0010571i,-0.00046734+0.00042163i,-9.8422e-05-0.00066507i,0.0008834-0.001186i,0.00069527-0.0011051i,-0.00019085-0.0012652i,-0.00024416-0.0008344i,-0.00075259-0.00033358i,-0.0011759-0.00034335i,-0.00074692-0.00052087i
0.00065747-0.0010222i,0.00079331-0.0014561i,-0.00059695+0.00015781i,-0.0013195+0.00083546i,-0.00030349+0.00041716i,0.00010586-0.00011229i,-0.00016131-0.00046698i,0.00051304-0.00072449i,0.0010352-0.0007434i,0.00040588-0.00074234i,-0.0001704+0.0001633i,-0.00044666-0.00011581i,-0.00018291-0.00077269i,-0.00030045-0.00037925i,-0.00056652+3.4414e-05i,0.00018018+0.00027813i,0.0009465+0.00031568i,0.0011746+0.00070352i,0.00056979+0.00055155i,-4.4876e-05+0.00025241i,0.00025637+0.00036841i,0.0004173+0.00048292i,0.00014072+0.00016837i
-0.00049531+0.00098356i,-6.2396e-05+0.0014498i,0.00062355+0.0018692i,0.00070726+0.0018292i,0.0010878+0.0005637i,0.00064284+5.1982e-05i,0.00016258-0.00068637i,7.3926e-05-0.0018102i,0.00052193-0.001612i,0.0010054-0.0008357i,0.0012735-0.0001649i,0.0007703+6.8922e-05i,-2.2975e-05+9.1248e-06i,-0.00033298+0.00019238i,-0.00032013+0.00036707i,0.00014871+0.00088748i,-0.00013271+0.0010252i,0.00020553+0.00061837i,0.00064082+0.00014374i,0.00029124-0.00058099i,-0.00015868-0.00054132i,-0.0010513+8.2664e-05i,-0.001163+0.00027589i
-0.001258+0.0012985i,-0.0013386+0.00094522i,-0.0014782+0.0017556i,-0.0015593+0.0024145i,-0.00085499+0.0014994i,-0.00017888+4.442e-05i,0.00036655-0.00079128i,0.0013314-0.00093195i,0.0019083-0.00065535i,0.00079574-0.000178i,0.00029631+0.00039865i,0.00039213+0.00010097i,-4.1328e-05+0.00066742i,-0.00050219+0.0014867i,-0.00049303+0.00097624i,-0.00019591+0.0005766i,-0.0003484+0.0010641i,-0.00024797+0.00068519i,0.00069951-0.0002285i,0.00082187-0.00064135i,0.00041643-0.00090895i,0.00015949-0.00068332i,-0.00066281-0.00063123i
-0.0004839-0.00035244i,-0.00024635+0.00021818i,-0.00013328+0.00022311i,0.00034544+0.00039917i,0.00060633+0.00033992i,0.00034189-0.00020015i,0.00049339-0.00061288i,0.0013144-0.00115i,0.0011762-0.0010347i,0.00023377+0.00018455i,0.00014927+0.00086292i,0.00086712+0.00045666i,0.00064459+0.00016239i,0.00021083+9.0106e-05i,-0.00020462+4.3848e-06i,-0.00064077+5.4511e-05i,-0.00061306+0.00038295i,-8.2731e-06+0.00051069i,0.00021427+0.00011611i,0.00051644-0.00040624i,0.00013211-0.00044106i,-9.142e-05-2.7612e-05i,-0.0002535+0.00047047i
-0.0028056-0.00097619i,-0.001773+0.0001145i,-0.0019741+0.0010268i,-0.001263+0.00091403i,-0.00032299+0.0011636i,-0.00025784+0.0007876i,0.00019013-0.00065759i,0.0010436-0.0018004i,0.0012856-0.0019855i,0.0010681-0.0015067i,0.00080086-9.5788e-05i,0.00092827+0.00099463i,0.00083406+0.00098276i,0.0006364+0.00019841i,0.00013827-0.00045076i,-0.00020108-0.00032106i,0.00033957-0.00062694i,0.00069459-0.00022427i,0.0006323+0.0002819i,0.00046613+0.00044129i,-7.7584e-05+5.318e-05i,-0.00011993-0.00045185i,-0.00018274-2.2122e-05i
0.0033113-0.00029252i,0.0012369-0.0009022i,0.00019598-0.00044195i,7.407e-05+0.00091636i,-0.0005183+2.3804e-05i,-0.00055272-0.0011359i,-0.00019271+0.0004557i,0.0007022+0.0013864i,0.001702+0.0004859i,0.0011752+5.4634e-05i,0.00017117+0.00073402i,9.6345e-05+0.0010937i,1.4956e-05+0.00039998i,0.00056463+0.00011587i,0.00095293+0.00017351i,0.00025135+0.00052512i,-0.00023407+0.0010952i,-0.00053586+0.00078148i,-0.00080555-0.0001098i,-0.00098907-0.00032275i,-0.00044371+0.00020517i,0.00031254-0.00041563i,0.00063422-0.00054981i
0.0010712+0.001399i,0.0012343+0.001084i,0.00056982+0.00024457i,0.00013786-0.00049764i,0.00025717-0.00076588i,0.00037591-0.0006356i,0.00022617-0.00083519i,0.00056597-0.00094499i,0.0013578-0.0010523i,0.0016099-0.00054708i,0.00085093+0.00041298i,-0.00028996+0.00063523i,-0.00065673+0.00050203i,-0.00030007+0.00090467i,-0.00016245+0.00078011i,-0.0003589-1.3585e-05i,-0.00052884-0.00060201i,2.7003e-05-0.00039075i,0.00041711-0.00014721i,0.00056339-0.00011183i,0.00035628+0.00010063i,0.00012899-0.00013012i,0.00029388-5.8577e-05i
0.0023541+0.00090253i,0.0014615+0.0022553i,0.00030218+0.0019169i,-0.00018464+0.00043549i,0.00010674-0.00050031i,-0.0014523-0.00078372i,-0.0014929-0.001037i,0.00051989-0.00095008i,0.00093837-0.0010486i,0.00041943-0.00069019i,0.0010776+6.0259e-05i,0.0010001+0.00025032i,7.6438e-05+0.00048435i,-0.00036874-1.8859e-06i,-0.00066908-0.00073018i,-0.00022419-0.00033338i,0.00025452+0.00035052i,0.00013135+0.00018545i,-0.00024117-0.00022638i,-0.00021604+0.00030038i,5.5559e-05+0.0011447i,0.00055092+0.0012109i,0.00017535+0.00051582i
-0.0020641-0.00018825i,-0.0016607-0.00027691i,-0.00029291+0.00082218i,0.00035276+0.0016067i,0.00020408+0.00087687i,0.00079155-0.00022068i,0.00058136-0.00073308i,-4.5662e-05-0.0007311i,6.5103e-05-0.00082958i,0.0005883-5.1925e-05i,0.00038528+0.00088564i,-1.2916e-05+0.00079747i,-0.00010213+0.00036728i,-7.9616e-05+0.00022824i,-2.5314e-05+0.00062488i,-0.00030348+0.00037439i,0.00032154-0.0005031i,0.00068614-0.00066002i,-2.0603e-05+0.00048784i,-0.00067462+0.0012014i,-0.00087247+0.00055529i,-0.00038017-0.00012485i,-0.00035264-0.0005398i
-0.0012338+7.5599e-05i,-0.0015744-0.0005477i,-1.7192e-05+0.00059017i,0.0015995+0.0014977i,0.00202+0.00078382i,0.0016745-0.00053142i,0.0011542-0.00062588i,0.0010632-0.00036399i,0.0015973+0.00031981i,0.0021164+0.0011704i,0.0011743+0.0013511i,0.00075678+0.00041357i,0.00021061-0.00061197i,-0.00046407-0.00056861i,8.8271e-05+0.00019277i,0.00059062+0.00094928i,-6.599e-05+0.0018447i,-0.00033587+0.0017913i,0.0001894+0.00011021i,0.00080774-0.0007816i,0.00052838-0.00055149i,-0.00052304-0.00049899i,-0.00070634-0.00027961i
0.0014315-0.0019928i,0.00087246-0.0022105i,0.00019271-0.001446i,-0.00012432+7.2089e-05i,-0.00058259+0.00070812i,-0.00019634+0.00040276i,-4.8458e-05+0.00039881i,-0.00015619-8.9226e-05i,0.00046084-0.00094828i,-1.017e-05-0.00069328i,-0.00013096-9.8551e-05i,0.00075692-0.00017865i,0.001447-0.00030948i,0.0009206-0.00030663i,0.00022838-0.00036463i,0.00021087+0.00019783i,3.4729e-05+0.00081347i,8.1816e-05+0.0010429i,0.000151+0.0004778i,0.00028317-0.00021675i,0.00024923-0.00048836i,-0.00043223-0.00022218i,-0.0010622+0.00022621i
-0.00038006-0.00022294i,-0.00021108+0.001411i,-0.00045567+0.0017459i,-0.00080892+0.0014136i,0.00015479+0.00091124i,0.0017735+0.00027591i,0.0015153-9.1657e-05i,0.00030428-0.00028369i,-7.3279e-05-0.00075772i,-0.00053344-0.0005863i,-0.00041629+0.00031657i,0.00042801+0.00037789i,0.00070616+0.00028951i,-1.9331e-05+0.00072018i,-0.00022346+0.00015182i,-0.00047386-0.00039716i,-0.0010693-0.00028965i,-0.00047252-0.00057476i,0.00020999-0.00028658i,-0.00022232+6.7584e-05i,-0.00075973-0.00015965i,-0.00024755-0.00037788i,-0.0002496-7.8363e-05i
-0.00099293+0.00022548i,-0.0012741-0.00011674i,-0.00013444-0.0002807i,0.0012934+0.00014897i,0.001395+0.00079319i,3.8288e-05+0.00060409i,-0.0011848+0.00036255i,-0.00064602+6.3544e-05i,0.00039058-0.0005447i,0.00071331-0.00020841i,0.00047178+0.00022794i,0.00018569-1.2088e-05i,0.00023875-0.00028338i,0.00023558-0.00025487i,0.00064466+0.00041423i,0.00089024+0.00060198i,0.000889-0.00047488i,0.001148-0.00035833i,0.00078847+0.00029893i,1.3517e-05+9.3329e-05i,-8.5131e-05-0.00075603i,0.00011623-9.7963e-05i,0.00050962+0.0010426i
-0.00082148+6.1145e-05i,-0.00054047+0.00080917i,-0.00069834+0.00082807i,-0.00063199+0.00076797i,1.6114e-05+0.00064557i,0.00092921-0.00037979i,0.00048373-0.00083705i,0.00086953-0.0011169i,0.0017453-0.00095522i,0.0013961-3.7672e-06i,0.00054141+0.00038008i,0.000328-8.835e-05i,0.0005023-0.00026132i,-0.0002471+0.00073484i,-0.001005+0.00075224i,-0.00082152+0.00010646i,-0.00053358+0.00024445i,-0.0012669+5.082e-05i,-0.001575-0.00049974i,-0.00034642-0.00018308i,0.00033634+0.00026253i,-0.00034438+1.0946e-05i,-0.00040285-0.00057796i
-0.0015279-0.00019055i,-0.0016408-0.00052741i,-0.0012304+0.0003594i,-0.00053253+0.0010593i,0.00031888+0.00084218i,0.00083072+0.0003008i,0.0010773-0.00019053i,0.0014758-0.00020889i,0.0019726-0.00080653i,0.0015486-0.00083085i,0.00043694-0.00044678i,-0.00028003-0.00035523i,-0.00072246-0.00050903i,-0.00088423-0.00031794i,-0.00032052-6.2003e-05i,0.00066875+0.00011816i,0.00038982+0.00029901i,-0.0002806+0.00060708i,0.0001125+0.0010207i,0.0006563+0.00088244i,0.00042835-0.00016203i,0.00019794-0.00077327i,-0.00019259-0.00033324i
-0.00011919+0.00095901i,-0.0007818-1.2408e-05i,-0.00148+0.00052251i,-0.00036652+0.0015297i,0.00058083+0.00070008i,0.00080332-0.00042305i,0.00043008-0.00069375i,0.0004875-0.0005358i,0.00089753-0.0010475i,0.00087826-0.00073436i,0.00016845+0.00055588i,-0.00040182+0.00062264i,-0.00023278+0.00046293i,-0.00064777+0.0004462i,-0.0011599-0.000127i,-0.0012911-0.0005907i,-0.00095032+7.6689e-06i,-8.5894e-05+0.00043347i,0.0003245-0.00038211i,2.9975e-05-0.00060652i,-1.9397e-05-0.0004529i,-0.00015119-0.00096289i,-0.00044836-0.0012628i
0.00039635+0.00043294i,0.00018148+0.00068597i,-0.00047918-6.1951e-05i,-0.00055742-3.7497e-05i,-0.00059379+0.00027438i,-0.00042338+1.1666e-05i,-0.00021576+0.00042896i,-0.00030757+0.00022399i,0.00093689-0.00089287i,0.0015877-0.0012975i,0.00046601-0.00081151i,6.3218e-05+2.7759e-05i,0.00029515+0.00021544i,-0.00040841+0.00068961i,-0.00094169+0.00087868i,-4.3885e-05+0.0003812i,0.00069475+0.00039227i,0.00043869-0.00039666i,0.00017819-0.0013189i,3.1797e-05-0.00083856i,-8.708e-05+0.0002106i,-0.00015754+0.00043111i,0.00035954+0.00019449i
-0.0018723-0.00023141i,-0.0014215+0.00014831i,-0.00084152+0.00078653i,-0.00057409+0.00087153i,0.00031466+0.0012611i,0.00081471+0.00108i,0.00024078-0.00050267i,0.0003205-0.00082994i,0.0010042-0.00045312i,0.0008214-0.00062086i,0.00032678-0.00018377i,0.00021706+7.07e-05i,-0.00018919-0.0001065i,-5.7962e-05-0.0005717i,3.9037e-05-0.00079291i,-0.00021857+0.00018905i,2.3541e-05+0.00060008i,-0.0001351+0.00020032i,-0.00088828-0.00064685i,-0.00099666-0.0013475i,-0.00033663-0.0013656i,-0.00014656-0.00078392i,-3.3675e-05-6.1724e-06i
0.00064072-0.00056202i,7.6969e-05+9.9459e-05i,0.00026764+0.00098672i,0.0013452+0.0010194i,0.0017877+0.00062565i,0.00093806-0.00027244i,6.4075e-05-0.0010962i,0.00027903-0.0018682i,0.00091-0.0022004i,0.00061177-0.0012984i,0.00023635-0.0001874i,0.00073134+7.8252e-05i,0.0010355+0.0002556i,0.00044226+0.00030237i,0.00030079-0.00051235i,0.00054985-0.00078738i,0.00019442-0.00020593i,-0.00055361+0.00053055i,-0.00059226-9.9254e-05i,-3.6083e-05-0.00086741i,-0.0001132-0.00068622i,-0.0004257-0.00069785i,-3.58e-05-0.00059556i
-0.0018908-0.0013123i,-0.0020468-0.0015799i,-0.0030912-0.00035822i,-0.0014586+0.0010798i,0.0005819+0.001413i,0.0011519+0.0010739i,0.0015198+0.00044251i,0.0017486-9.4031e-05i,0.0017652-0.0003378i,0.0012503-0.00018604i,0.00065968+0.00010138i,0.00056613+0.00054194i,0.00016669+0.00042692i,-0.00058965-0.00031119i,-0.00099345-0.0010968i,-0.0002953-0.0015158i,0.0007738-0.00046068i,0.00072248-0.00025789i,0.00014243-0.00026873i,-9.2547e-05-0.00026812i,-0.000231-0.00030315i,0.00013979+0.00038219i,0.00099237+0.00010781i
0.0002861-0.0010416i,0.00094659-0.0015907i,-0.00073505-0.0013244i,-0.0005939+0.0001656i,0.0004327+0.00097661i,0.00056717+0.00030902i,0.0010376-0.0010041i,0.0011752-0.00135i,0.00056974-0.0013154i,0.00052849-0.0011621i,0.00042435-0.00053787i,0.00011618+3.2379e-05i,0.00053029+0.00053374i,0.00084089+0.0005364i,0.00027534+0.00062193i,-0.00090189+1.5036e-05i,-0.0011791-0.00016798i,-0.00054354+0.00013142i,-0.00011484+0.0001645i,-9.6671e-05+0.00060038i,7.8415e-05+0.0007519i,0.00060177+0.00045016i,0.00027557-4.662e-05i
-7.3473e-05+0.0014863i,0.00074503+0.0020388i,0.001849+0.00076523i,0.0021392+0.00047163i,0.0016519+0.00025697i,0.0004921+1.7438e-08i,-0.00012847-0.00047537i,0.00052327-0.00045485i,0.00063988+9.6056e-05i,0.00049029+0.00011113i,0.00061259+0.00033949i,0.00033174+0.00074099i,-0.0003492+4.3204e-05i,-0.00063591-0.0004625i,-0.00018061-5.2433e-05i,-0.00062098+0.00041111i,-0.0005455+0.0010277i,0.00011786+0.00087799i,0.00037845-0.00035467i,0.00094974-0.00091137i,0.00097225-0.0010544i,0.00088375-0.00050781i,0.00047023+0.00021166i
-0.0024011-0.00082912i,-0.0027394+0.00068081i,-0.0026951+0.0016945i,-0.0017901+0.0015715i,-0.00033872+0.00082855i,0.00032873-2.2814e-05i,0.00043635-0.00025226i,0.00060639-0.00058628i,0.00082124-0.0011013i,0.00045378-0.00097137i,0.00025134-2.9972e-05i,0.00017528+0.00021097i,-0.00010096-0.00017394i,-5.0027e-05-0.00012241i,-0.00033775-0.00028674i,-0.00083405-0.00089012i,-0.00066995-0.0010282i,9.341e-05-0.00020139i,0.00088502-0.00033045i,0.00062479-0.00098615i,0.00042064-0.00012223i,-0.00010183+0.00051486i,-0.0006033-0.00012716i
-0.0022472+0.00073955i,-0.0022912+0.00051109i,-0.0016595+0.001088i,-0.00056324+0.0018582i,0.00059357+0.0014706i,0.00073873-8.0659e-05i,0.00065084-0.00049147i,0.00080235-0.00048227i,0.00074046-0.0014185i,0.00069066-0.0012266i,0.00045451+6.1583e-05i,0.00026573+0.0010624i,-0.00029137+0.0011829i,-0.0006638+5.2068e-05i,-0.00020921-0.0011975i,-0.0003958-0.00096202i,-0.0010297-0.00029273i,-0.00035665-0.00047946i,0.00012394-0.00038216i,-2.6563e-05+0.00064059i,-0.00020175+0.00074476i,-0.00030625-0.00036215i,-0.0004831-0.00095613i
4.8486e-05+0.00025117i,-0.00054978-0.00010923i,-0.0011643+0.00066746i,-0.00063532+0.000931i,-0.00022065+0.00067959i,0.00013218+0.0010546i,0.00089484+0.00079739i,0.0015248-0.00039718i,0.0018232-0.0010613i,0.0010708-0.00094935i,0.00038517+0.00024579i,5.0718e-05+0.00073787i,0.00013411-0.00053042i,0.00060748-0.0014724i,-2.3043e-05-0.0016108i,-0.00029609-0.00083697i,0.00022118+7.4374e-05i,0.00022294+0.00039717i,-9.1366e-05+0.00034874i,-0.00070116-0.00014787i,-0.0011863-0.00061156i,-0.00097269-0.00015411i,-0.00052336-0.00010198i
-0.00076909-0.0027358i,0.00048788-0.0019859i,-0.00027267-0.00094615i,-0.00059336-0.00054594i,1.357e-06-0.0010391i,0.0004948-0.0014168i,0.0002677-0.0016321i,0.00018888-0.0017016i,0.00053705-0.0021609i,0.00051677-0.0013415i,-6.7101e-05+0.00032728i,-0.00013267+0.00051702i,-0.00014106+0.000883i,-0.00030605+0.0010171i,-0.00010906+9.4149e-05i,-0.00041439-0.0012142i,-0.00035783-0.00096643i,-0.00036008-0.00027241i,-0.00097339+0.00036003i,-0.00096354+0.00054207i,-9.7755e-05+1.1829e-06i,0.00052268-0.00027515i,0.00042551+0.00019241i
