0.00020699+0.00066612i,0.0002208-0.0007229i,-0.00026516-0.0013978i,-0.0017182-0.0014886i,-0.0026439-0.0010861i,-0.0017845+0.00080568i,0.00014998+0.0019745i,0.0016291+0.0011501i,0.0021783+0.00055627i,0.00089998+0.000105i,0.0002557-0.00088791i,0.00047673-0.00087669i,0.00036666+0.00057006i,-5.1356e-05+0.0013169i,-0.00028797+0.00055018i,-5.1529e-05-0.00016958i,0.00071452-0.0003145i,0.0012084+1.1515e-05i,0.0010961-0.0002848i,0.0015547+4.6794e-05i,0.0013797+0.00030943i,0.00031694+1.7433e-05i,0.00033456+0.00022204i
-0.0013364+4.6356e-05i,-0.00046331+0.00066168i,0.00062792+0.00025262i,0.0017832+0.00027945i,0.0019356+0.00080919i,0.00068078+0.0008871i,0.00019837+0.00057717i,0.00047078-0.00044931i,0.00052899-0.00023433i,-0.00030368+0.00047377i,-0.0010745+0.00013837i,-0.00043304-0.00067644i,0.00035861-0.0012351i,0.00034533-0.00072434i,0.00015522+1.9571e-05i,-6.9459e-05+0.00020202i,1.0274e-05-0.00018359i,0.00047986-0.00067847i,0.000864-0.00086892i,0.00077321-0.00073132i,0.00031224-0.00075446i,0.0001259-0.00044844i,-0.00021704+1.2021e-05i
0.00015923+0.00040471i,0.00025279-0.00080539i,0.00070118-0.0011132i,0.00084342-0.0014671i,-0.00017606-0.0016856i,-0.0012828-0.0010006i,-0.0007473+6.2146e-05i,-5.8985e-05+0.00074472i,-4.2274e-05+0.0010411i,7.5701e-05+0.000915i,0.00022065+0.00033972i,0.00031645-0.00015938i,-0.00033306+4.2112e-05i,-0.00098422+0.0005223i,-0.0013983+0.00082224i,-0.0013903+0.00038485i,-0.00035851+6.6809e-05i,0.00014645+9.0689e-05i,0.00012836+0.00026958i,4.1719e-06+0.00053457i,2.4588e-05+1.3673e-05i,6.4165e-05-0.00033091i,-0.00020095-0.00068283i
0.00054692-0.0010086i,0.00025783-0.0013525i,0.0002714-0.00090099i,0.00018358-0.00017903i,-0.00043606-0.00048831i,-0.0010386+0.0003331i,-0.0006967+0.0010301i,0.00030425+0.00048333i,0.00022811+0.00039371i,-0.00031132+0.00019974i,-0.0002802+8.8641e-05i,-0.00021966-7.941e-05i,0.00027442-0.00033536i,0.0010312-5.7435e-05i,0.0012886+5.8148e-05i,0.00059539-1.7969e-05i,1.4514e-05+1.6285e-05i,0.00044481-0.00034227i,0.00089581+1.1503e-05i,0.00018016-3.2919e-05i,-0.00049955+0.00017829i,-0.00055683+0.0004503i,-0.00033049-0.00040308i
0.00054089+0.00052917i,0.00031194+0.00011473i,0.00059727-0.0014936i,3.2792e-06-0.0014705i,-0.00074046-0.0008318i,-0.00041359-0.0005915i,-0.00021394+0.00010029i,-0.00014724+0.00074303i,0.00044894+0.0006823i,0.00079408+0.00012065i,0.00059326+9.9024e-05i,0.00066961-0.00011119i,0.00075267-6.4178e-05i,-0.00018854+0.00030256i,-0.00087011+5.2294e-05i,-0.00015377+0.00013724i,2.1047e-05+0.00074728i,-0.00035655+0.0010049i,-0.0004395+0.00083417i,-0.00035212+0.00063971i,0.00013261+0.0010871i,0.0003783+0.00093i,0.00075044+0.00066053i
-0.00094709-0.00010439i,-0.00066769-0.0001103i,-0.00048983-0.00017138i,0.00050366-0.00063801i,0.00068267-0.00061942i,0.00061635-2.1171e-05i,0.00019978+0.00050123i,-0.00017437+0.00082922i,-7.8359e-05+0.00083237i,0.00015946+0.00078437i,0.00070679+0.00055223i,0.0009893-0.00029734i,0.00053537-0.00068934i,0.00031053-0.00026945i,0.00092654-1.8825e-05i,0.0011942+0.000243i,0.00051644+0.00013935i,-0.00051002+0.00029359i,-0.00065676+0.00036678i,-9.9594e-05+0.00047344i,0.00040402+0.00057973i,0.00066219+0.00033504i,0.00034955+0.0005696i
0.0023492-0.00049013i,0.0020545-0.00066363i,0.00099716-0.00017223i,-2.0433e-05-0.00077211i,-0.00088421-0.0018731i,-0.00085028-0.0008993i,-0.00026604+0.00098055i,-0.00022255+0.0011432i,-0.00052901+1.5638e-05i,-0.00062742-0.00024882i,-0.00077284-8.221e-05i,-0.00022766+8.7454e-07i,0.00099727+0.00022859i,9.6715e-06+0.00019757i,-0.0014053+0.00032819i,-0.00066813-0.0004586i,0.0003315-0.00075247i,0.00056074-0.00028108i,-5.6125e-05+0.00016336i,-0.00010829+0.00027172i,-0.00019373+5.7219e-05i,-0.00068259+7.7317e-05i,-0.0001563+3.8841e-05i
0.00017915+0.00069332i,-0.0008287+2.3696e-05i,-0.00098491-0.0016699i,-0.00058871-0.0020368i,-0.00013879-0.0012161i,-0.00030508-0.00025182i,-0.00048706+0.0011063i,-0.00034255+0.0012961i,4.7372e-06+0.00065315i,-8.1489e-05+0.0003729i,-0.00035042+4.6111e-05i,-5.3057e-05+0.0001567i,0.00047576+0.00034728i,0.00010934+0.00061687i,-0.00095478+0.00052616i,-0.0012785+0.00049789i,-0.00090771+3.709e-05i,-0.00086163-0.00033241i,-0.00055494-4.2432e-05i,0.00024066+0.00020199i,0.0003604+0.00026643i,-0.00025706+0.00032794i,0.00012986+7.7111e-05i
-0.0029032+0.00020877i,-0.00173+6.7373e-05i,-0.00078243+2.4238e-05i,0.00073696-0.000488i,0.0012634-0.00044174i,0.00010072+0.00077729i,-0.00038746+0.0011764i,6.7825e-06+0.00081464i,-0.00019177-0.000288i,-0.00080667-0.00066928i,-0.00066143+3.4799e-05i,-0.00024229+0.00063633i,3.0607e-05+0.00050464i,0.00092452+0.00037038i,0.00042856+0.0011203i,-0.00029809+0.001331i,0.00015577+0.00031217i,0.00042212-0.00012112i,0.00093397-0.00026257i,0.00053221-0.00017448i,0.00019414+0.00016409i,0.00067537-1.8548e-05i,0.00026405-3.9735e-05i
-0.00043102-0.00041868i,-0.00092423-0.00062398i,-0.00039251-0.0011935i,0.00018202-0.00035709i,-0.00059062+0.00036452i,-0.00085561+0.00073452i,-0.00050259+0.0011545i,-0.00029355+0.00086905i,-0.00036849+0.00077343i,-0.00064131-0.00056063i,0.00012285-0.0015068i,0.00047641-0.0008464i,1.4231e-05+1.2612e-05i,0.00026814+0.0010468i,0.00089735+0.0010545i,0.00131+0.00036039i,0.0011479+0.00046062i,0.0004561+0.00073626i,-0.00023339+0.0010122i,5.4386e-05+0.00061294i,0.00014334-4.7869e-05i,5.1921e-05-0.0002068i,0.00016634+0.00012354i
-0.00053243-0.0019588i,-0.00039429-0.0016351i,0.00010604-0.00091905i,-0.00015533-0.00086092i,-0.00072305-0.00094287i,-0.00037015-0.00091235i,-0.00028115-0.0006633i,-6.34e-05+0.00030664i,-1.9752e-05+0.00064228i,-0.00017321+0.00083703i,7.4253e-05+0.00092765i,0.00041854+0.00018504i,0.00033547+8.9275e-05i,-0.00036866-0.00015877i,0.00024013-4.7147e-05i,0.00062534+3.7159e-05i,-0.00012781-0.00020899i,-0.00044377-4.3481e-05i,0.0001124+0.00093135i,0.00038755+0.00099974i,0.00052254-5.9358e-05i,0.00039896-0.00012957i,0.00015946+0.00060511i
0.002171-0.00064828i,0.0019047-0.0007477i,0.0017196-0.00046156i,0.0018284-0.00026681i,0.00074671-7.2254e-05i,-0.00033656-0.00012167i,-0.0008824+0.00077789i,-0.00082586+0.0011772i,-0.00032883+0.00025157i,-0.00032907+8.5229e-05i,-0.00036092+6.2306e-05i,0.00013927-0.00072818i,-0.00017589-0.0010963i,-0.00099508-0.00056821i,-0.00105+0.00032342i,-0.00043181+0.00070782i,0.00021895+0.00025022i,0.00087721+5.3895e-05i,0.0013113+0.00010361i,0.0010882+4.7932e-05i,9.3956e-05+7.461e-07i,-0.0004682+0.00049544i,-0.00036441+0.00049672i
-0.00037961+0.0013199i,-0.00097633+0.0018409i,-0.0011224+0.0023121i,-0.0011707+0.0011211i,-0.00059774+0.00013777i,-0.00012047+0.00040773i,-0.00059492+0.00091701i,-0.0011412+0.00069508i,-0.00094567-0.00021985i,-0.00080373-2.6872e-06i,-0.00044785+0.00066174i,0.00052142+0.00059473i,0.00062144+0.00069138i,0.00090546+0.00077678i,0.0014661+0.00017621i,0.0011727+0.00066423i,2.5608e-05+0.0010659i,-8.2143e-05+0.0007965i,0.00023269+0.00057969i,-0.00065465+0.00047713i,-0.00024811+0.00055646i,0.00062649+0.00072459i,0.00079396+0.00031224i
-0.0015611+2.3838e-05i,-0.0014968-0.00099164i,-0.0010764-0.0013082i,7.9389e-05-0.0012694i,0.00075125-0.00054625i,5.9567e-05+0.0003822i,-0.00097628+2.7694e-06i,-0.00069617-0.00056958i,0.00033567-0.00026313i,0.00086652+0.00062837i,0.00060979+0.0011435i,0.00013935+0.00072219i,0.0003469+0.00043377i,0.00050568+0.00030751i,0.00086659+0.0005832i,0.00048241+0.00029049i,-0.00029022+0.00028492i,-0.00028223+0.00045671i,0.0004719+0.00025812i,0.00021599+0.00044823i,-0.0006056-0.00037121i,-0.00039164-0.0016799i,8.946e-05-0.00072255i
-0.0019874+0.00048965i,-0.001136+0.00056419i,-0.00035087-0.00012096i,8.7907e-06+0.00025755i,0.00075884+0.00060102i,0.0005319+0.00060381i,0.00022212+0.00064974i,-0.00042475+0.00031564i,-0.0002869-0.00017723i,0.00081311-0.00018638i,0.00058162-0.00023724i,0.00047594-0.00088167i,0.00069944-0.0010032i,0.0012188-0.0009558i,0.00072863-0.0010123i,-0.00060987-0.00065339i,-0.0004142+4.6178e-05i,-0.00023118+0.00036304i,-0.00066651+0.00061089i,-0.0001934+0.00020209i,-2.6368e-05-0.00057167i,-0.00034526-0.00030999i,0.0001428+0.00023138i
0.00054852-0.0019073i,0.00019554-0.0014174i,-0.0002451-0.0017255i,-0.00079802-0.0015549i,-0.001206-0.00095561i,-0.0017749-0.00010472i,-0.0012148+0.00020969i,2.3037e-05+0.00025803i,0.00044488+0.00048937i,0.00057999+0.00033007i,6.4791e-05-0.00052448i,-0.00076781-0.00021606i,-0.00056293+5.5677e-05i,0.00051028+0.00014439i,0.0008416+0.00090206i,0.00066435+0.0014201i,0.00044577+0.00061744i,0.00043928+0.00023814i,0.00069628+5.3635e-05i,0.00086486-0.0003966i,0.00011027-0.00013184i,-0.00066996+0.00019858i,-0.00051756+0.00051619i
0.0014582-0.0014075i,-0.00052256-0.0010092i,-0.00050489-0.0012545i,-0.00017721-0.0012724i,-0.0010709-0.0011116i,-0.001057-5.8291e-05i,-0.00016966+0.00017135i,-0.00010864+0.0003332i,0.00010755+0.00078099i,0.0001578+0.00047257i,0.00051398+0.00080513i,0.00032311+0.00086061i,-0.00013823+0.00085831i,-0.00034248+0.00057256i,-0.0002702-0.00033826i,0.00011525-0.00024293i,0.00038003+0.00041304i,0.00024292+0.00020403i,0.00022769-0.00067722i,-0.00019315-0.00076902i,-0.00077206-4.4668e-05i,-0.0010121-0.00046086i,-0.00019199-0.00042812i
0.00092793+0.00056216i,-0.00016423+0.00067109i,-0.00028972-0.00062589i,-0.00017564-0.0010798i,-0.00055277-0.00074584i,-0.0008294+0.00029837i,-0.0013391+0.00067225i,-0.00095782+0.00042258i,-6.6405e-05-0.00023543i,0.00049204-0.00079718i,0.00049621-0.00081645i,0.0004974-0.00071612i,0.00042326-0.00078004i,0.00047808-0.00079547i,0.00037034-0.00052935i,-0.0005498-0.00049816i,-0.0007977-0.00031684i,-0.00043787-0.00049705i,-0.00044042-0.00042812i,-0.00061793-0.00012048i,-0.00038324-2.5142e-05i,6.641e-05-0.00029163i,-0.00021722-0.00023308i
5.8826e-05+0.00031001i,-0.00086692+0.0012455i,-0.0016658+0.00064621i,-0.0015307-5.7514e-05i,-0.00099584-0.00038128i,-0.0003405-0.00029275i,0.00010399+0.00044181i,0.00033522+0.00089102i,-0.00012703+0.00040353i,-0.00099371-0.00013628i,-0.0010519-0.00014183i,-0.00012202-0.00025905i,0.00051805-0.0002557i,0.00065081+0.00027577i,0.00078634+0.0004936i,0.00022838+0.00041886i,-0.00018009+0.00031895i,-6.8983e-05+3.9677e-05i,8.9274e-05-1.2922e-05i,0.00095059-0.00022225i,0.00097961-4.5868e-05i,-0.00029719+0.00045925i,-0.00030618+0.0004325i
-0.00017726-0.0014596i,-0.0001992-0.0021618i,0.00070382-0.0026097i,0.00066451-0.0018014i,0.00039757-0.00093205i,0.00056504-0.00065726i,0.00032751+0.00040304i,7.8749e-05+0.0014129i,0.00014683+0.001289i,0.00041543+0.0010775i,0.0003346+0.00056028i,-0.00022817-0.00020148i,-0.00068858-0.00078791i,0.0003315-0.00079096i,0.0012186+0.00030848i,0.00089547+0.00082757i,0.00077389+0.00010743i,0.00079015-0.00038388i,0.00024336-0.000643i,0.00041293-5.872e-05i,0.00017261+0.00044252i,-0.00040483+9.9381e-05i,-0.00065974+0.00070866i
0.00048238-0.0009192i,0.00027822-0.00062366i,-0.00042398-0.0008821i,-0.00016983-0.00090429i,0.00059088-0.00062721i,0.00017966-0.00036872i,-0.00099235+0.00018469i,-0.0008151+0.00033091i,-0.0008059-0.00034037i,-0.0010495-0.00070373i,-3.992e-05-0.00025253i,0.0006556-0.00016226i,0.00079963-0.00030974i,0.00028474-4.4481e-05i,-0.0003353+0.00012848i,-0.00040232+0.00048343i,-0.00035007+0.00067968i,0.00013184+2.1337e-05i,0.0003381-0.00034375i,0.00013354+3.6683e-05i,-0.00013913+0.00029632i,-3.8238e-05-0.00064697i,-0.00018933-0.0011958i
0.00077544+0.0006649i,0.00064028+0.0004675i,0.00043787-0.00090758i,0.00091303-0.0016132i,0.0003888-0.0011705i,-0.00051151-0.00019601i,-0.0012237+0.0013613i,-0.0013275+0.0017607i,-0.0010059+0.001352i,-0.00013396+0.00062372i,0.00063371+7.7445e-05i,7.6605e-05+0.00037211i,-0.00029462+0.00041434i,-0.00027978+0.00057758i,8.1837e-05+0.00023523i,0.00052632+0.00020223i,0.0005377-8.0916e-05i,0.00056605-0.0004323i,-2.2839e-05+7.3065e-05i,-0.00041138+0.00068074i,-0.00037726+0.00031459i,-0.0002329-0.00062103i,0.00034583-0.00034767i
0.0011292+0.00045051i,0.00012624-0.0004033i,0.0012101-0.001029i,0.0011179-0.001017i,-0.00078511-0.00099764i,-0.0018773-0.00077606i,-0.0015519+5.4461e-05i,-0.00060757+0.00021548i,-0.00017572-0.00027198i,-0.00021035-0.0011228i,0.00017333-0.00061451i,-1.8813e-05+0.00049725i,-0.00023405+0.00057864i,-8.2882e-05+0.00059104i,-0.00017002+0.00075081i,-0.00015033+0.000901i,-0.00036888+0.00011277i,-0.0003573-0.00010624i,6.438e-05+0.00010118i,2.8479e-05-0.00013726i,0.00037555+0.00019295i,0.00062285+0.00075647i,0.00054245+0.0010196i
0.000739+0.0019565i,0.0001842+0.0011441i,-0.00037563-0.00049181i,0.00050968-0.0014393i,0.00081707-0.00085273i,-0.00035477-9.947e-05i,-0.00045539-0.00087238i,0.00018902-2.7099e-05i,-0.000236+0.0016123i,0.00017061+0.0012113i,0.00060634-0.00024692i,0.00017975-0.00059635i,-0.00039391-0.00040446i,0.00029599+2.6197e-05i,0.00065622+0.00024906i,0.0006828-0.00012113i,0.00090235-0.00011749i,0.00035605-0.00013569i,0.000118-0.00011676i,-1.6707e-05-0.00011815i,-1.2139e-05-0.00015652i,0.00026149-2.1884e-05i,0.0006002+0.00035514i
0.0021729+0.0029643i,0.0025614+0.002183i,0.0026967+0.0010659i,0.0025304+0.00035204i,0.001628-0.00035003i,-0.0003444-0.00048359i,-0.00073201+0.0006424i,1.7219e-05+0.0007841i,-0.0004794+0.00051063i,-0.00079085+0.00014431i,-0.00085632-0.00075216i,-0.0005332-0.00044292i,-0.00025481+0.00070969i,-0.001524+0.00085863i,-0.0018216+0.00056831i,-0.00055129+0.00056039i,7.1667e-05+0.00054673i,0.00056832-0.00024463i,0.00075716-0.0011709i,0.0010309-0.00016434i,0.0012915+0.00013914i,0.00068787-0.00033631i,-0.0004407+3.375e-05i
0.00034483+0.00048273i,0.00094155+0.00026324i,0.00023527+3.5517e-05i,-0.00067813-0.0010418i,-0.00076462-0.00091568i,-0.00093965+0.00020527i,-0.0011911+0.0010928i,-0.0011692+0.00077361i,-0.00062667+0.00011016i,-0.0002837-0.00020605i,-0.00025963-0.00080229i,0.00013682-0.0011885i,0.00021036-0.00045683i,-0.00022219+0.00031892i,-0.00043604+0.00025971i,-0.00048268+7.6817e-05i,-0.00021049+0.00017394i,-0.00031767+0.00038185i,-0.00044152+0.0002571i,0.00022946-0.00064551i,0.0010114-0.00054406i,0.0009318+0.00020602i,0.00067923-0.00037875i
0.00081242-0.00057611i,0.0012591-0.0016016i,0.00016821-0.0015816i,-0.00017363-0.0021506i,-5.7532e-05-0.0019332i,-0.0002239-0.00068826i,-0.00053512+0.00041481i,-0.00099315+0.00063168i,-0.00065552+0.00056807i,0.00036604+0.00041336i,0.00012861+0.0002352i,-0.00015385+5.9547e-05i,0.00020094+0.000919i,0.00032668+0.0015092i,3.2205e-05+0.0010908i,0.00018412+0.00062199i,0.00092479-0.00014375i,0.0011288-0.000187i,0.00018517+0.00035225i,-0.00046228+0.00018298i,3.2201e-05-0.00016099i,0.00035633+0.0001834i,0.00051545+3.2262e-05i
-0.00049992+0.00083154i,0.00064375+0.0013044i,0.0015772+0.0016403i,0.0018286+0.00086387i,0.00093994-0.00024669i,0.00047741+1.7582e-07i,0.00020304+0.00049706i,-0.0010314+0.00038519i,-0.001671-3.0398e-05i,-0.0013481-0.00022813i,-0.00030711+0.00010685i,0.00029515-0.00013187i,0.00052066-0.0005794i,0.00059307-0.00047812i,-7.1013e-05-0.0012208i,0.00015711-0.0017849i,0.0003912-0.0011079i,2.5773e-05-0.00017957i,-0.00011435+0.00028506i,0.00048342+0.00030948i,0.00081007-0.00039347i,0.00027944-0.001153i,0.00043381-0.0013368i
0.0017923-0.0010167i,0.0017136-0.00045561i,0.0010022+0.00068601i,0.00031045+0.0005922i,-0.00021127-0.00026786i,-0.00097371-7.8959e-05i,-0.0010414+0.00064047i,-0.00015997+0.0005688i,0.00075334+0.00024324i,-0.00023585-0.00032293i,-0.0009446-0.0012055i,0.0003981-0.0013498i,0.0010806-0.00067731i,0.00088077-0.00049103i,0.00033033-0.00063855i,-0.00051957+0.00024538i,5.4354e-05+0.00042613i,0.00059072+0.00019634i,0.00016151+0.00024955i,-0.00022656-2.0293e-05i,0.00017694-0.00040989i,0.0001416-0.00035948i,-0.00012633-0.0002026i
0.0005681+0.00035905i,0.0017541-0.001087i,0.0020344-0.0019373i,0.00070422-0.0019171i,-0.0007346-0.0010049i,-0.0011603-0.00011191i,-0.0016286+0.00034823i,-0.0015657+0.00066996i,-0.00065253+0.00085563i,-4.5883e-05+0.00024484i,-0.0010162+2.2739e-05i,-0.0015123+0.00067113i,-0.0011513+0.00098516i,-0.00076476+0.00022838i,-0.00027929+0.00042538i,-0.00033795+0.0002254i,0.00035352-0.00066159i,0.00071831-5.5706e-05i,0.00033268+0.00076361i,-0.00029796+0.00022595i,-0.00055172-0.00019416i,-6.8555e-05+0.00064029i,2.6374e-05+0.0012808i
-0.00087721-0.0011502i,-0.00089586-5.3728e-05i,0.00011033+0.00093801i,0.000755+0.0010756i,0.00053884+7.227e-06i,-0.00021474-0.001142i,-0.00065152-0.0010562i,-0.00054998-0.00049772i,-0.00013483-0.00051663i,6.6241e-05-0.00047562i,-0.00013372-0.00042185i,-0.00023356-0.00074828i,0.000247-0.00035883i,0.00050986+0.00070798i,0.00071787+0.00080406i,0.0010047+0.00040475i,0.00072442+4.5739e-05i,0.0009503+0.00023974i,0.00063488+0.00055972i,-0.00052232+0.00076298i,-0.00091197+0.00034619i,-0.0001831-0.00031267i,0.00056922+0.00014746i
0.0004635+0.0025589i,0.0006671+0.00071256i,0.0013507+0.0010308i,0.00093148+0.0010325i,-0.00060134-0.0001039i,-0.0018933-0.00020097i,-0.0016963+0.00059257i,-0.00070892+0.00055157i,0.00047692+0.00012061i,0.00072552+0.00047905i,-0.0003106+0.00018777i,-0.00063208-0.00031217i,-0.00086975+2.8292e-05i,-0.00067413-0.00016311i,-0.000782-0.00038322i,-0.0009345+0.00014203i,-0.00061169+0.00030109i,-0.00062902-4.1414e-05i,-0.00036689-0.00023406i,-0.00053309-0.00037833i,-0.0006495-0.00035838i,-2.1389e-05+0.00017523i,0.00054659+0.00030758i
-0.00038669+0.0002077i,-0.00017686-0.00043938i,0.00088294-0.0011506i,0.002131-0.001222i,0.0019048-0.0011655i,0.0011148-0.00044699i,0.00067566+0.00030017i,0.00013693+0.00085825i,-0.00018333+0.00043624i,0.00020708-0.00025342i,0.00079422-0.00060127i,0.00039986-0.00020278i,0.00047675+0.00035413i,0.00021248+0.0004404i,-0.00062883+0.00081392i,-0.00084586+0.0010232i,-0.00015154+0.00084799i,0.00019781+0.00024707i,0.00018122-0.00024701i,0.00026922+0.00012739i,0.00028966+0.00024745i,-0.00022971-0.00027381i,-0.00020912-0.00061974i
-0.00022165+0.00098366i,-0.00089503+0.00074482i,-0.00089309-0.0007988i,7.8684e-05-0.00098821i,0.00012493-0.00086881i,-0.00027161-0.00075185i,-0.00036489-5.8635e-05i,0.00022926+8.8706e-05i,0.00050421-0.00012019i,-0.00029539-0.00020557i,-0.00053743-9.914e-05i,0.00015458-2.1792e-05i,0.00020235-2.9567e-05i,0.00020084+0.00098791i,0.0002097+0.0018554i,3.8957e-05+0.0011531i,-0.00070598+0.0001527i,-0.0015521-9.514e-05i,-0.00049062-0.00014073i,0.00049342-0.0002939i,6.6887e-05-0.00055946i,0.00041156-0.00025657i,0.00076329-2.6226e-05i
0.00012547-0.002102i,-0.00087867-0.0006671i,-0.001441+0.00014775i,-0.00062178-0.00049879i,-0.00017816-0.00034779i,3.5054e-05+0.00046534i,0.00038982+0.00052738i,0.00062348+0.00017106i,0.00061234+0.00041618i,-0.00020572+0.00069266i,-0.00099144+9.7559e-05i,-0.00064784-9.9987e-05i,-8.3867e-05+6.1223e-06i,0.0007332-0.00032453i,0.0003145+0.00027324i,-0.00084205+0.00083807i,-0.00061518+0.00017519i,-0.00011133-3.3261e-05i,0.00054223+0.00014482i,0.00036502+0.00061023i,-0.00052532+0.0007532i,-0.00063354+7.8225e-05i,-0.0010448-0.00053283i
-0.00098893+0.00019008i,-0.00059583+0.00053736i,-0.00046249+0.0008479i,-0.00022994+0.00096227i,-0.00081223+0.00085524i,-0.0011953+0.00055296i,-0.0010217+0.00051201i,-0.00078017+0.00036553i,-0.00074677+0.00072617i,0.00046968+0.0015052i,0.0012366+0.00091899i,0.00061659+4.808e-05i,2.7638e-05-0.00024283i,0.00010591-0.00054039i,-2.6377e-05-0.00077176i,-0.00055326-0.0010557i,-0.00051897-0.00080885i,-0.00036671-0.0002005i,-0.00033701-0.00037187i,-0.00016011-0.0011338i,0.0010103-0.00086659i,0.0015935+7.6029e-05i,0.00080965+0.00050354i
-0.0013863-2.6389e-05i,-0.0013254+0.00036434i,-0.0013665+4.2772e-06i,-0.00058118-0.00057971i,0.0010637-3.5844e-05i,0.00013569-0.00016979i,-0.0011184-0.00054689i,-0.0011362+1.1651e-05i,-0.00084091+0.00051457i,0.00011722+7.4588e-05i,0.00093237-0.00096206i,0.00097089-0.0013103i,0.0001034-0.00098274i,-0.0001547-0.00037038i,-0.00046473-0.00049313i,-0.00056389-0.00075027i,0.00020128-0.00015215i,0.0005922-7.9619e-05i,0.00039087-0.00029134i,0.00013331-0.00022585i,-0.0001794-0.00023581i,9.2109e-05-0.00034564i,0.00065922-0.00062458i
0.00040706+0.00045469i,0.00095385+0.00042963i,0.0019643-0.00050363i,0.0017359-0.0012189i,0.00072766-0.00094654i,-0.00061398-0.0004552i,-0.00083868+0.00016831i,-0.00070715+0.00082944i,-0.00072638+0.00088779i,-0.00061962-0.00019948i,-0.00039409+1.1585e-05i,-0.00042709+0.00092575i,-0.00066109+0.00025971i,-0.00084936-0.00085752i,-0.00061059-0.00084288i,-0.0005769-0.00025408i,-0.00036283-4.3752e-05i,0.00018524+0.00041703i,0.00020613+0.0006596i,-0.00061281+3.6005e-05i,-0.00042058+2.5551e-05i,0.0004363+0.00020848i,0.00035448-0.00030423i
-0.00033938-2.891e-05i,0.00023216+0.00026046i,-0.00054067+0.00029552i,-0.00050141-0.00030105i,-7.7972e-05-0.0003992i,-0.00020508-0.00023671i,3.9378e-05+0.00038395i,0.00029176+0.0012962i,0.0002353+0.00098896i,-0.00031204+0.00034869i,-0.00060887+0.00090239i,-0.00078404+0.00076801i,-0.00055948-0.00017343i,-0.00038429-0.00023029i,-0.00081866+0.00062067i,-0.00045611+0.00058595i,0.00064557+0.00030635i,0.00089447+5.2627e-05i,0.0003294-0.0001992i,0.00039059-0.00029421i,0.00019351+0.00012649i,-6.0999e-05+0.00059454i,1.7771e-05+0.00056834i
0.0010934-0.0016504i,0.0012396-0.0015674i,0.0022541-0.0013727i,0.0025596-0.0014713i,0.00089605-0.0017239i,7.8624e-05-0.0016962i,0.00049125-0.0004759i,0.00055553+0.0010911i,0.00034403+0.0011291i,-0.0002402+6.2935e-05i,-0.00034119-0.0001747i,-0.00040562+2.7494e-05i,2.4635e-06-1.1317e-06i,0.001144-0.00061436i,0.0011408-0.00067086i,0.00052217+0.00026687i,0.00043188+0.00099153i,1.3871e-05+0.00069213i,0.00028133+0.00018526i,0.0008453+9.3345e-05i,0.00050565+7.0809e-05i,-0.00018291-0.00059164i,-0.00030373-0.00082066i
-0.00035499-0.00090896i,-4.3053e-05-0.0012896i,0.00036782-0.00092636i,0.00062855-0.00022647i,0.00052555+0.0002724i,-0.0002102+5.1017e-05i,-0.00096445-0.0005772i,-0.0002255-0.00039032i,0.00014073+0.00030531i,-2.3723e-06+0.00046395i,0.00022176+0.00023326i,0.00068027-0.00049163i,0.00033856-0.00060721i,-1.3356e-05-0.00072904i,0.00036441-0.00058402i,0.00063798-0.00033488i,3.1404e-05-0.0004058i,-0.00042302+0.00025964i,-0.0002747+4.9697e-05i,-0.00038122-0.00053187i,0.00028509+0.00032973i,0.00035284+0.00086326i,-0.00086928+0.00027428i
0.0026724-0.00015774i,0.0019586-0.00059843i,0.0019831-0.0015443i,0.0020492-0.0019571i,0.0011898-0.0012633i,0.00036817-0.00030361i,-9.4497e-06+0.00044353i,-0.00032165+0.0010629i,-0.00028179+0.00045507i,7.8169e-05-0.00051546i,-0.0001481-0.00055596i,-0.00022546-0.00069204i,-0.00022491-0.00057061i,-0.00033546+0.00054803i,-0.00042104+0.0012004i,-0.00044752+0.0010541i,-0.00019192+0.0003288i,0.00071636-0.00036789i,0.0013102+0.00034634i,0.00093617+0.00099195i,0.00045229+5.8388e-05i,0.00015609-0.0005227i,-0.00029455-0.00014946i
-0.001523+0.00047673i,-0.000746+0.0012147i,6.254e-05+0.0012449i,-0.00030932+0.00049403i,-0.00021578-0.00066942i,-0.00012921-0.00037167i,-0.00037886+0.00015083i,-0.00021935-0.00030227i,-0.00037717-0.00042739i,-0.00062694-0.00041905i,-0.00048581-0.0007457i,-0.00066314-0.0013955i,-0.00038068-0.00089836i,0.00042133-0.00063074i,0.00036571-0.0010631i,9.8432e-05-0.00060298i,-0.00019571-0.00058468i,-0.00050264-0.00094688i,-0.00015684-0.00021354i,0.00017415+0.00059911i,0.00020986+0.00069154i,0.00033925-0.00025524i,0.0010311-0.00080959i
