-0.001071+0.0002686i,0.00014765-0.0010133i,-0.0011485+0.00038938i,-0.0019109+0.0017231i,8.8581e-06+0.0021405i,0.00098941+0.0010793i,-0.00018803+0.00075181i,3.2473e-05+0.0010385i,0.00082019+0.00043245i,0.00068217-6.5983e-05i,0.0011297-0.00041785i,0.0016917-0.00061547i,0.0010267-0.0012026i,0.00047591-0.0021238i,0.00057147-0.0023406i,-0.00026472-0.001696i,-0.00091363-0.00037289i,-0.00066701-0.00051287i,-0.0012155-0.0016495i,-0.0017311-0.0012602i,-0.00068365+3.2073e-05i,0.0007904+0.00065233i,0.0012035+0.00051242i
0.0033999-0.00086711i,0.0043376-0.0027819i,0.0028312-0.0035892i,0.0016727-0.0030117i,0.0011308-0.0014538i,-0.00062533-0.0003727i,-0.00027795+0.0001029i,0.00063837+0.00062523i,0.00018709+3.5838e-05i,-8.3518e-05-0.00037219i,-0.00020665-0.0001278i,-0.00056167+1.9817e-05i,-0.00024386-0.00041448i,0.00042901-0.00077896i,0.00012555-0.0016427i,0.00023008-0.00201i,0.00024528-0.0013125i,-2.1903e-05-0.00048885i,-0.00045113+0.00019189i,-0.00037502+4.8615e-05i,0.00052432+0.00022199i,0.00047794+0.00098239i,2.9892e-05+0.00069367i
0.0039502-0.000743i,0.0036648-0.0022589i,0.0011829-0.0035391i,-0.00049615-0.0020734i,-0.00076118+0.0003344i,-0.00079025+0.00086411i,-0.0013581-0.00031045i,-0.00075841-0.00076295i,-0.00019901-0.00058456i,2.024e-05-0.00065874i,0.00068319-0.00023583i,0.00026521+7.181e-05i,-0.00019358-1.8233e-05i,0.00034303+0.00036425i,0.00062959+0.00058836i,0.00060431+0.00016019i,0.00037293+0.00014325i,0.00059768+0.00033041i,-6.9977e-05+0.00015489i,-0.00075591-0.00026066i,-8.5354e-05-0.0006833i,0.00037581-6.5196e-05i,0.00028822+0.00074966i
0.0024093-0.0032161i,0.0021543-0.003307i,0.00067953-0.0025325i,-0.00047752-0.0015299i,-0.0011773-0.00045994i,-0.0016385+0.00035336i,-0.001293+0.00037682i,-0.00020598+0.000673i,0.00026355+0.00089295i,-0.00041636+0.00082962i,-0.00057032+0.00075268i,-0.00037092+0.00029835i,9.6542e-05+0.00012734i,0.00054963+0.0005011i,0.00036399+0.00066045i,4.9064e-05+0.00011301i,-0.00012792+0.0001068i,-0.00030663-0.00049656i,-7.6918e-05-0.0010117i,0.00033634-0.00043836i,0.00056669+4.2704e-05i,-0.00060198-9.5179e-05i,-0.00156-0.00011465i
0.0031208-0.0015661i,0.0031492-0.0017643i,0.0014339-0.002412i,0.00013658-0.0020969i,0.00015025-0.0011824i,0.00014859-0.00073919i,-0.00022986-0.00061836i,-0.00012445-0.00032581i,-0.00016949+0.00025959i,-0.0010029+0.00028342i,-0.00081175+0.00057517i,-0.00013693+0.0011367i,-0.00016186+0.00026986i,1.1777e-05-0.00050113i,0.00058822+0.00034772i,0.00059741+0.00073507i,0.00068671+0.00023231i,0.00030444-0.00024477i,-0.00051368-0.00025508i,-0.0005273-0.00011335i,-0.00044528-0.00026709i,-0.00081681-0.00030699i,-0.00016431+0.00040019i
0.0013421+0.0018678i,0.0032263+0.002179i,0.0023099+0.00081592i,0.00059322-0.00023179i,-0.00013081-0.00081224i,-0.00021987-0.0013408i,-0.00067074-0.00084179i,-0.00050683-6.0218e-05i,0.00077079+0.00046119i,0.00092874+0.00048401i,0.00017371-0.00045115i,0.00016849-0.00094336i,0.0001267-0.00056382i,-6.7327e-06-0.00037144i,5.4949e-05-0.00045465i,-0.00027153-8.4555e-05i,-0.00086486+0.00050252i,-0.00067161+0.00036361i,-0.00035591-0.0006239i,-7.3497e-05-0.0010325i,-6.0435e-05-0.00065024i,-0.00036208+1.4497e-05i,-0.00068932+0.00035782i
0.0012629-0.0011781i,0.0013132-0.00095718i,-0.00061073-0.00059163i,-0.0011062-0.00012448i,0.00017779+0.00070955i,0.00027923+0.0002556i,2.0953e-05+0.00018001i,0.00015109-4.593e-05i,0.00075638+0.00014124i,0.0003885+0.0011245i,-3.1403e-05+0.00078174i,0.00064737+0.00071409i,0.00074599+0.00089411i,0.00011167-6.1094e-05i,5.3238e-05-0.00018837i,9.7208e-06-0.00026399i,-0.0001364-0.00027776i,-0.00035027+9.2622e-05i,-0.00084351-0.00016165i,-0.00040269-0.00041858i,-8.9144e-05-0.00020852i,-9.7402e-05+0.0002628i,0.00031473+0.0004272i
0.0027181+0.0024428i,0.0032726+0.00068788i,0.0024489-0.0001444i,0.0013335-0.00047554i,0.00036271-0.00050767i,-0.00052447+0.00018512i,-0.00026288+0.00076584i,0.00043086+0.00049438i,0.00030896+0.00011422i,0.00041308+0.00038959i,0.001111+0.00069632i,0.0013304+3.3801e-05i,0.00010635-0.0010191i,-0.00080994-0.0015652i,-0.00032828-0.0012816i,-0.00021936-0.00076777i,-0.00049595-0.001137i,-7.6147e-05-0.0008013i,-0.00059616+0.00050839i,-0.00092405+0.00077009i,-7.5172e-05+0.00056466i,6.9241e-05+0.00036391i,-0.00019385+0.00015238i
0.0015861+0.00019747i,0.0026444-5.5149e-05i,0.0023739-0.00042674i,0.0020229-0.0011899i,0.0014299-0.00066158i,0.00013637-0.00051183i,-0.00038899-0.00084089i,0.00053916-0.00039012i,0.00083954-0.00010007i,-2.4287e-05-0.00024406i,-0.00067997+0.00064088i,7.5765e-05+0.00074976i,0.00086465+0.00029978i,0.00029603+0.00062296i,0.00036088+0.00025849i,0.00042059-0.00011486i,-0.00022901-0.00080163i,-0.00074633-0.0012853i,-2.5836e-05-0.00086253i,0.00025438-0.00046382i,0.00013273+0.00026363i,0.00057821+9.4721e-05i,0.00073937-0.00031727i
4.8883e-05-0.00096708i,0.00055713-0.0017073i,-0.00044675-0.0018302i,-0.0020271-0.0015196i,-0.0011593-0.00049138i,-0.00016245+0.00034738i,0.00014382+0.00030961i,0.00081666-0.00056756i,0.00064229-1.0182e-05i,2.249e-05+0.0011356i,-0.00019654+0.00051049i,0.00049061+9.2236e-05i,0.0012379+0.00013279i,0.0012407-0.00084894i,0.0012682-0.00072855i,0.00090732-5.5201e-05i,-0.00018125-0.00020985i,-0.00067058-0.0008462i,-0.00037056-0.00052889i,-6.8176e-05+0.00024716i,-0.00012592+0.00052458i,0.00034022+0.00026344i,0.0011344+0.00025856i
0.0015842-0.0022178i,0.002063-0.0028489i,0.00098228-0.0022297i,-0.00032134-0.0010026i,-0.0011119+0.00029492i,-0.00038155+0.00088257i,0.00037701+0.0008195i,0.00068226+0.00030733i,0.00082087-4.1206e-05i,0.00088438+0.00033189i,0.00070628+0.00068618i,0.00053453+0.00031085i,0.00067876-0.00017606i,0.00069199-0.00010652i,0.001422+0.00018525i,0.0012965-0.00023498i,-7.9479e-05-0.00074588i,-0.00052955-0.00092596i,6.5725e-05-0.00046211i,0.00065877-0.00037848i,0.00046494-0.00033614i,-0.00030226+0.00038106i,-0.00085675+0.00050724i
0.0021886+0.00095463i,0.0035754+0.0010191i,0.0029381+0.0018144i,0.0015974+0.00057304i,0.0007811-0.0007203i,0.00064401-0.0013545i,0.00028904-0.001416i,-7.8801e-05-0.00036804i,0.00024859+0.00070183i,0.00056619+0.00080858i,0.0013921+2.4895e-05i,0.0012962-0.00092083i,0.00063993-0.0010343i,0.000116-0.00099206i,-0.00049979-0.00079458i,-0.00098597-0.00065553i,-0.0005381-0.00029975i,0.00017908-1.1063e-05i,0.0003974+0.00070787i,7.3169e-06+0.00079871i,-0.00010861+0.00022932i,0.00051461+0.00020576i,0.00064706+0.00059033i
0.00062966+0.00014484i,0.00025443+0.00095649i,-0.0010867+6.9576e-05i,-0.0017362+0.00010059i,-0.0012339+0.00070587i,-0.0004655+0.0001082i,-4.6263e-05-0.00010966i,0.00017878-0.00018624i,0.00057308-0.00019853i,0.00016769-0.00010213i,-3.4806e-05-0.00048118i,0.00049233-0.00022983i,0.00074521+0.00010191i,0.00099552-0.0005593i,0.0012778-0.00076322i,0.00081931+8.5434e-05i,8.6902e-05-0.00023273i,0.0001769-0.00039744i,0.00086717-0.00031608i,0.00085521-0.00070566i,0.00042924-4.8028e-05i,0.00056716+0.0012693i,-7.3961e-05+0.001604i
0.00085301+0.0007264i,0.0004328-0.00057044i,-0.00075926-0.001256i,-0.00023671-0.0013653i,0.0012-0.0013228i,0.00092007-0.0012692i,0.00024513-0.0011955i,0.00059077-0.00077224i,0.00064205-0.0006171i,0.00032812-0.00049316i,0.00028289-0.00035938i,0.00033329+0.00024472i,0.00019683+0.00023382i,0.00028036+0.00031013i,0.00027581-0.00023591i,-0.00043321-0.0010073i,-0.0012401-0.0003152i,-0.00095079+0.00016314i,-0.00049765+0.00032503i,-0.00041255+0.00035788i,-0.00043558+0.00041998i,9.1915e-05-0.00016215i,0.00067621-0.00072443i
0.0045735-6.8903e-05i,0.0047013-0.0021662i,0.0039377-0.0033257i,0.0019704-0.0035371i,0.00058281-0.0020707i,-4.1924e-05-0.00042448i,0.00031458+0.00049906i,0.00093928+0.00095046i,0.0011629+0.00073985i,0.00081149+0.00027092i,0.00021038-0.0004838i,7.8386e-05-0.00019663i,0.00032987+0.00016631i,-8.4266e-05-0.00042654i,-0.00029219-0.00049712i,-0.00024318-0.00014541i,-0.00031537-0.00031296i,-0.00034115-0.00067788i,-0.00048002-0.00032113i,-0.00026516+9.5556e-05i,9.6684e-05-9.6293e-05i,0.00016443-0.00010241i,-0.00057223+0.00031455i
0.00040911+0.0010362i,0.0018249-0.00025766i,0.0012563-0.00068244i,0.00074371-0.00023921i,0.0018225-0.00026089i,0.0024422-0.00068763i,0.0018783-0.00071781i,0.00077711-0.00033547i,7.4216e-05-0.00033558i,0.00061295+0.00068164i,0.00061916+0.0012238i,7.3303e-05-6.9513e-05i,1.3014e-05-0.00093403i,0.0006159-0.00072636i,0.00051521-0.00086005i,0.00013553-0.0015005i,0.00033501-0.00098141i,0.00053119-0.00092035i,0.00015612-0.0012486i,-0.00011496-0.00097077i,-0.00030356-0.0012906i,-0.00012924-0.0016986i,0.00029726-0.0013858i
0.00222-0.00083646i,0.0019047-0.0012568i,0.0012941-0.0002702i,0.00073596+0.00024542i,0.0005868-0.00059405i,0.00027624-0.00041714i,0.0002682+0.00079317i,0.0011716+0.0013146i,0.001172+0.00063766i,-4.8584e-05-0.00037003i,-0.001443-0.0006424i,-0.0011817-0.00039811i,-0.0003166+0.00082183i,1.4606e-06+0.0015225i,0.0002996+0.00021595i,0.00032656-0.00068838i,0.00058736-0.00052365i,0.00041181-0.00055438i,-0.00026326-0.00032008i,-0.00029429+4.2019e-05i,-5.6349e-05+1.9287e-05i,0.00020201-0.00033834i,0.0007714-0.00082971i
0.0020252-0.0011207i,0.0017729-0.0028214i,0.00091128-0.0030766i,-0.00022516-0.0026818i,-0.00063804-0.0016338i,-6.6854e-05-0.0007515i,0.00028374-5.08e-05i,0.00062163+0.00052135i,0.0010922+0.00042073i,0.00048729+0.00067042i,0.0001602+0.00087099i,7.802e-05+0.00066742i,-0.000473+0.00054743i,-0.00088139+8.5293e-05i,-0.00083909-0.0001953i,-0.00099149-0.00023049i,-0.00093815-0.00021566i,-0.00061917-0.00033524i,7.2975e-05+0.00032301i,1.9133e-05+0.00097719i,-0.00073945+0.00065304i,-0.00073201+0.00023624i,-0.00043354+6.6787e-05i
0.00090227+0.0024841i,0.0024195+0.00091384i,0.0025268-0.00056417i,0.0025992-0.00041059i,0.001818-0.00058179i,0.00030364-0.00057609i,-0.0011098+0.00033817i,-0.00092327+0.00038945i,0.00043144+0.00010095i,0.00087507+0.00072975i,0.0010541+0.00053064i,0.00066632-0.0003943i,0.00024241-0.00068006i,0.000714-0.00099281i,0.00023129-0.00067584i,5.3344e-05-0.00024509i,0.0005591-0.00079366i,0.00071703-0.00084797i,2.8713e-05+0.00019212i,-0.0010974-0.00015105i,-0.0014025-0.00064266i,-0.00039046-0.00027037i,0.00012648+8.5081e-05i
0.0011491+0.002292i,0.00112+0.0025191i,0.00023965+0.0021034i,0.00013255+0.0011346i,0.00072372-5.74e-05i,0.00024351-0.00043991i,-0.00032681-9.4085e-05i,0.00032201+0.00037629i,0.0010122-4.2701e-05i,0.00095777-0.0001546i,0.00097423-0.00029863i,0.00071955-0.00068418i,0.00030022-0.0016022i,-0.00019522-0.0025113i,0.00020469-0.0020734i,0.00073024-0.0014295i,-2.7949e-05-1.7958e-05i,-0.00022335+0.00025263i,0.00022501-0.00030669i,0.00012962-5.2188e-05i,0.00014206+0.00038231i,0.00012082+0.00073717i,0.00029691+0.00046325i
0.0028983+0.0013376i,0.0020177-0.00038514i,0.0013948-0.0014974i,0.00059474-0.0012485i,0.00024827-0.00091051i,0.00017827-0.00034496i,-0.00020408+0.00038767i,9.0489e-06+0.0010291i,0.00086533+0.00078575i,0.0014724+2.7881e-05i,0.0014886-0.00032651i,0.0009996-0.00048832i,0.00027757-0.00071529i,-0.00028586-0.00043158i,-0.0006954-0.00026569i,-0.00072019-0.00040128i,1.8178e-05-0.00093698i,0.00015416-0.00044996i,0.00037171+0.00025213i,0.00052677+0.00012104i,8.9709e-06+0.00026494i,-0.00047803-0.00035269i,0.00031135-0.0011671i
0.0014084+3.8111e-05i,0.0026188-0.0018864i,0.0026754-0.0026688i,0.00131-0.0021284i,0.00047271-0.0016836i,0.00015899-0.0013144i,5.83e-05-0.00093857i,0.00082954+0.00014337i,0.0011002+0.00025452i,0.0004878-0.00012426i,-0.00018189+0.00032529i,-0.00032136+4.7126e-05i,-0.00068821-0.0010095i,-0.00069336-0.0012723i,-0.0003053-0.00040955i,-0.00011678+0.00016417i,-0.00023083-0.00062892i,-0.00028057-0.00062366i,5.1756e-05-0.00055337i,-0.00015417-0.00020337i,-0.00038491+0.00057878i,-0.00039055+0.00091985i,-0.00013612+0.00068981i
0.0037948+0.0024681i,0.0036145+0.0024028i,0.00064796+0.0017905i,-0.00070262+0.00073193i,-0.00030085-0.00010234i,-0.00018201+0.00014592i,-0.00025996+0.00067679i,0.00055334+0.00076282i,0.0012212+0.00054448i,0.00097331-5.4754e-05i,0.00033971-0.00068541i,-0.00042888-0.00061763i,-0.00065886-0.00041269i,0.00016686-2.9798e-05i,-1.2521e-05+0.00016879i,-0.00094209-0.00095501i,-0.00077045-0.0016197i,-0.00035514-0.0007711i,0.00029597-0.00014654i,0.00070485+0.00025609i,0.00083568+0.0004832i,0.0006518+0.00059079i,0.00066186+0.00080459i
0.0038612-0.0021288i,0.002694-0.0030013i,0.00040965-0.0029354i,-0.0011109-0.0023168i,-0.0016848-0.001044i,-0.0017335-4.1577e-05i,-0.00048041+0.00062342i,0.00029722+0.00088729i,-0.00018725+0.00096658i,-5.1422e-05+5.6776e-05i,0.00061008+3.4757e-06i,-1.0388e-05+0.00088717i,-0.00062696+0.0015034i,3.9173e-05+0.0018985i,0.00024713+0.00071811i,7.3454e-05-0.00038578i,-0.0002361-0.0004146i,4.5723e-05-0.00012779i,-6.0664e-05-1.0657e-05i,-0.00039083-0.00069002i,0.00056941-0.00034389i,0.00079445+0.00026421i,4.4153e-05+0.00025003i
0.0032178+0.0017912i,0.0031765-0.0004796i,0.0025997-0.001784i,0.0014784-0.0011624i,0.00046715-0.00013386i,0.0002126-0.00016654i,6.4096e-05+0.00023627i,-6.5424e-05+0.0012219i,0.00033814+0.00082358i,0.00018545-0.00020821i,-0.00056704-0.00066479i,9.2678e-05-0.0011263i,1.1089e-05-0.00084967i,-0.00088021-0.00062392i,-0.00059665-0.00033751i,-0.00015889+0.00036054i,-0.0002621+0.00063766i,-0.00047308+0.00038215i,-0.00034661+1.8085e-05i,-6.468e-06-0.00048716i,0.0001207-7.2642e-05i,0.00025564+0.00086075i,-5.1816e-06+0.00023792i
0.0023974-9.6607e-05i,0.0025695-0.0013963i,0.00073533-0.0019506i,-6.2289e-05-0.00086514i,0.00032394+0.00026619i,5.448e-05-5.7517e-05i,-0.00040405+2.4217e-05i,-0.00020674+0.00035576i,-5.9153e-05+0.00021132i,-4.7586e-05+8.5769e-05i,-0.00016937-0.0003926i,0.00042222-0.00090636i,0.0008025-0.001006i,0.00017927-0.00054928i,-0.00054957-0.00039237i,-0.00074665-0.000209i,-0.00034676-0.00016294i,-7.9324e-05-0.00046834i,-0.00024906-0.00011082i,-0.00062716+0.00017793i,-0.00042366+0.00020166i,0.00015451-4.6066e-05i,0.00084847+0.0001681i
0.0022543-0.00054114i,0.0022066-0.0017306i,0.00092451-0.0031339i,-1.8368e-05-0.0024493i,-0.00036068-0.001018i,9.5131e-06-0.00035925i,0.00054563+0.00074832i,0.0005623+0.0012641i,0.00059104+0.00033793i,0.00019476+0.00020335i,-0.00049556+0.00056381i,-0.00021807+0.00063371i,5.4029e-05+0.00043162i,-0.0001891+0.00071488i,-0.00020975+0.00069249i,-8.3458e-05+0.00023098i,-3.9945e-05-0.000737i,9.9894e-05-0.0011118i,-0.0003757-0.00070244i,-0.00065307-0.00057585i,4.7288e-05-1.8818e-05i,-4.5024e-05+0.00058297i,-9.7001e-05+0.00028962i
0.0011852+0.00043303i,0.0011446-0.0016135i,0.0006412-0.0021607i,0.00032728-0.0012348i,-0.00027152-0.00011407i,-0.00066378+0.00082924i,5.3076e-05+0.0012347i,0.00084656+0.00032837i,0.00051734-0.0003503i,0.00090124+0.00023716i,0.0017754+0.00014944i,0.00092787-0.00045576i,-0.0003786-0.00076282i,-0.00012805-0.00031103i,0.00054408-0.00026444i,0.00061423-0.00024813i,0.00057713-4.3507e-05i,-8.2532e-05-0.00012657i,-0.0003419+0.00014636i,-0.00031826+0.00018158i,-0.00038171+0.00032427i,-0.0009533+0.00078109i,-0.00089729+0.00064298i
0.004336-0.0019975i,0.00515-0.0030764i,0.002772-0.0031543i,-0.00019533-0.00088009i,-0.00035365+0.00095587i,0.00046856+0.00032467i,0.00066386+0.00058477i,0.0010343+0.001248i,0.00044899+0.00047036i,-0.00026229+0.00042982i,0.00035118+0.00099274i,0.00069172+0.00065515i,0.00062107+0.00048736i,0.00017978+0.00068832i,0.00055638+0.00025676i,0.0015084-3.0596e-05i,0.0015933-3.0023e-05i,0.0010697+0.00018714i,0.00070997+3.461e-05i,0.00040159-0.00011858i,0.0005164-0.00056377i,0.00010146-0.000443i,-0.00052717-0.00012505i
0.0030072-2.8823e-05i,0.0033897-0.00049352i,0.0013324-0.00064018i,-0.00054468-0.0004473i,-0.00021952-0.00045353i,0.00048979-0.00070872i,0.00031388-0.00096604i,0.00049601-0.00064788i,0.00014072-0.00068886i,-0.00018589-0.00010686i,0.00033504+0.00071329i,0.0010401+0.00042682i,0.0011007-4.0389e-05i,0.00094093-0.00017341i,0.00066016-0.0002961i,-0.00016301+0.00040367i,0.00055175+0.00040265i,0.0011809+0.00050559i,0.0001668+0.00040613i,-0.00041216-0.00030596i,-0.00071684-0.00052169i,-0.00077407+0.00026029i,-0.0005857+0.00039304i
0.0020773-0.0002712i,0.0015548-0.0011469i,0.00040816-0.0020351i,-0.00022295-0.0015217i,-0.00071128-0.00095233i,-0.0003414-0.00085624i,0.00074489-0.0004589i,0.0014977+2.6464e-05i,0.0011943+0.00040875i,0.0006663+0.00027963i,-0.00018325+0.00060155i,-0.00065447+0.00092182i,-0.00032769+0.00047631i,-0.00069554+0.00017093i,-0.00055449+0.00066448i,-0.0002092+0.00079714i,0.000234+0.00012261i,0.00053399-0.00027079i,-0.00012888-0.00098648i,-0.00022111-0.0016753i,0.0004642-0.0010655i,0.00049966-0.00036684i,-0.00042952-0.00039153i
0.0044011+0.00068915i,0.0049841-0.00066819i,0.0039996-0.0022784i,0.0025831-0.0026791i,0.0010802-0.0018592i,0.00010947-0.0010238i,-0.00036654-7.7326e-05i,-0.00035025+0.00059302i,-0.0005075+0.001012i,-0.00044603+0.00057717i,-0.00026471+0.00083065i,-0.00018345+0.00076493i,-8.5947e-05+1.486e-05i,0.00022116+8.8287e-05i,0.00072189-1.7325e-05i,0.00024265-0.0011144i,-9.9977e-05-0.0013546i,0.00013135-0.00042414i,0.00020558+0.0002202i,0.00013425+0.00069963i,-0.00047511+0.00085948i,-0.00082253+0.0006977i,-0.00086631+5.0267e-05i
0.0029825+0.0026811i,0.0035613+0.0014781i,0.0018524-0.00055913i,0.00066424-0.0014687i,-0.0006282-0.001429i,-0.0012395-0.00099005i,-0.0004375+2.0787e-05i,0.00037656+0.00070455i,0.00018375+0.00050693i,-0.00042287+9.9637e-06i,-0.00076525-0.00043009i,-0.0009019-0.00049467i,-0.00125-4.4831e-05i,-0.0014467-0.00025935i,-0.0010962-0.00063976i,-0.0012823-0.00027807i,-0.0013525-0.00072016i,-0.0010561-0.0013924i,-0.00034018-0.00039819i,-0.00026866+0.00083631i,-0.00033848+0.00081526i,-0.00027854+0.00076488i,-0.00031743+0.00021254i
0.0013255-0.00067178i,0.0009777-0.0016812i,-5.1646e-05-0.0019573i,-7.2107e-05-0.00039682i,0.0011191+0.0012645i,0.0014862+0.0012379i,0.00077594+0.0010224i,0.0007138+0.00054872i,0.00067452+0.00025853i,0.0004377-9.148e-05i,5.8086e-05+0.00012973i,5.2156e-05+0.0008833i,0.00085905+0.0011512i,0.0017479+0.00098174i,0.0017+0.0006039i,0.0011494-0.00014601i,0.00077835-0.00096411i,0.00075171-0.00069005i,0.0006542-9.3059e-05i,0.00046304+0.00044778i,-0.00024181+0.00032424i,-0.00095729-0.00031663i,-0.001247+0.00032279i
0.0016229-0.0012627i,0.0017815-0.0025921i,0.00051943-0.0025479i,-0.00037996-0.0010188i,-0.00013882-9.4717e-05i,0.00010345+0.00033906i,0.00010638+0.00089225i,0.0001599+0.00098791i,0.00059639+0.00052386i,6.699e-05+0.00041963i,-0.00060347+0.00011083i,-0.00015173+0.00055778i,0.0002392+0.00065913i,0.00053219+0.00046338i,0.00065105-0.00013915i,8.0786e-05-0.0014396i,-4.3131e-05-0.0010494i,-0.00039887+0.00019477i,-0.00072675+0.00034323i,-0.00067993+0.000422i,-0.00059001+0.00019251i,-0.001105+0.00016297i,-0.00061738+0.00035744i
-0.0008533+0.0012069i,5.7124e-05+0.00085744i,0.00028801-0.00052456i,0.00031931-0.00097752i,0.0011324-0.00016731i,0.0015118+0.00046199i,0.00036985+0.00038682i,-2.7553e-05+0.00080266i,0.00030997+0.00091744i,0.00042333+0.00033476i,-2.8086e-05+0.00015985i,-0.00018073-0.00047921i,0.00066572-0.00082553i,0.0013124-0.00073674i,0.0011435-0.001478i,0.00086266-0.0015564i,1.1952e-05-0.00044916i,-0.00068804-0.00021345i,-0.0005106-0.00046905i,-0.00057495+0.0001827i,-0.00043755+0.00061362i,5.654e-05+0.00059172i,-0.0002736+0.00067674i
0.0017987+0.00015951i,0.0015529-0.0014435i,0.00095319-0.0021236i,0.0002156-0.0013019i,-0.0010134-1.0039e-05i,-0.0016673+8.9822e-05i,-0.00072095+0.00034571i,0.0004779+0.00080831i,0.00039881+0.00020045i,-0.00033249-0.00045092i,-6.2755e-05-0.00064305i,-0.00024718+0.00033064i,-0.00063475+0.0013202i,-0.00011538+0.00063612i,0.00073696-8.6101e-05i,0.00089195-0.00032919i,-0.00013756+0.00035814i,-0.00048525+0.00081277i,0.00066608+0.00044374i,0.00083239+0.00014683i,0.00044302-0.0003388i,0.00015306-0.00034395i,-3.24e-05-0.00042346i
0.00048097+0.00095393i,1.4553e-05+0.00010268i,-0.0003036-0.0013748i,-0.00062605-0.0019349i,-0.0006218-0.0013948i,-0.0008986-0.00019486i,-0.00080873+0.00018091i,0.00043908+0.00020156i,0.00097242-0.00028184i,0.00063835-0.00031883i,0.0001687+0.00023331i,-0.00016088+0.00041939i,-0.00074814+0.00033559i,-0.00080419+0.00046948i,-3.0962e-05+0.00020135i,-0.0001615-0.00053281i,-9.2764e-05-0.00042375i,-0.00030956-6.9472e-05i,-0.00074381-0.00019834i,-2.5307e-06-6.3308e-05i,0.00014299-0.00012248i,-0.00014988+0.00030802i,0.00024086+0.00022327i
0.00077981+0.0010149i,0.0017188-0.0014083i,0.0015832-0.0021066i,0.00063645-0.00091199i,0.00044701-0.00047108i,9.7695e-05-0.00012128i,-0.0002581+0.00068857i,-7.3703e-05+0.001059i,0.00016629+0.00049452i,-0.00021218-0.00031569i,-0.00040064-0.00037409i,-0.00067077-0.00028421i,-0.0011313-0.00020613i,-0.00090056-0.00053957i,-0.0013068-0.00059317i,-0.0014952+0.00028208i,-0.0005157+0.00014839i,0.00040381-0.00011642i,0.00020567+0.00044686i,-0.00012939+0.00051467i,0.00018308-0.00026524i,0.00072697-0.00073266i,0.0003243-0.00020299i
0.0028601+0.0016437i,0.0038619+0.00011497i,0.0040347-0.0020659i,0.002682-0.0037388i,0.0010821-0.0024741i,1.7768e-05-0.00083612i,-0.0006601+0.00029729i,-0.00060055+0.00082022i,3.7369e-05+7.0355e-05i,4.5082e-05-0.00067945i,1.7567e-05-0.00049968i,-0.00041167-0.00027743i,-0.0011308-0.00050379i,-0.0015253-0.00065278i,-0.00095474-0.0009526i,0.00036602-0.00027755i,0.00064432-0.00028724i,0.00064583-0.00070557i,0.00031247+4.7086e-05i,-5.5655e-05+0.00045518i,0.00050532+0.00072019i,0.00033484+0.00019749i,4.9114e-05-0.00058106i
0.0025299-0.00019199i,0.0010858-0.0011625i,0.00052218-0.0018914i,0.00035441-0.0021514i,-0.00064312-0.0019535i,-0.00071708-0.00096013i,-9.8702e-05-0.00039365i,0.0001784-0.00061474i,-0.00017878-0.00031024i,-7.1763e-05-0.00031616i,0.0001541-0.00033929i,0.0005309+0.00019106i,0.00055598+0.00048652i,8.4162e-05-0.00029894i,-0.00029236-0.0013079i,-0.00040845-0.0013617i,-0.00020445-0.00010633i,0.00022013+0.00054809i,0.00049903-0.00032738i,0.00018078-0.00064937i,7.379e-05-0.00046909i,2.9442e-05-5.4544e-05i,-0.00027008+0.00037877i
0.0021876+0.00049099i,0.0016415-0.0022606i,0.00084799-0.0034827i,0.00085754-0.0017511i,0.00074006-0.00074834i,-0.00021555-0.0011415i,-0.00038514-0.0009934i,0.00041824-0.0001061i,0.0010406+0.0002455i,0.00081029+0.00034786i,0.00012083+0.00012544i,-0.00032279+0.00011803i,0.00010833+0.00034139i,0.00029145+0.00043873i,-0.00054626+0.00014755i,-0.00055203+8.8015e-06i,-0.00017039-2.2615e-05i,-0.00025907-0.00018465i,-0.0004546-0.00025833i,-0.00045609+6.6798e-05i,0.00035233-0.0003749i,0.00095076-0.0011229i,0.00091529-0.00014614i
0.0025607-0.0023145i,0.0030223-0.0028568i,0.0019077-0.0047224i,0.0011777-0.0039771i,0.0005447-0.0021113i,-0.00039568-0.00091107i,-0.00063375+0.00063038i,-0.00025647+0.0012759i,0.00010806+0.00019826i,-0.00027798-0.00015691i,-0.00073769+0.00021236i,-0.00072057+0.00047858i,-0.0012425+0.00014006i,-0.0010402-1.7804e-05i,3.8258e-05+0.00037865i,0.00010157-0.00055849i,0.00029103-0.0014365i,0.00030849-0.0010715i,0.0004939-0.0003367i,0.00050502-0.00010695i,-0.00010986-0.00036523i,-5.5563e-05-0.00083133i,-0.00022875-0.0010505i
0.003688+0.0027762i,0.0038745+0.00098998i,0.0033205-0.0021274i,0.0028202-0.0022623i,0.00080694-0.0014182i,-0.00042676-0.00032759i,-0.00086754+1.6376e-05i,-0.00048654-0.00044398i,7.1777e-06-0.00040311i,0.000314-0.00038064i,0.00065118+0.00011865i,2.3085e-06+0.00080091i,-0.00070747+0.00063282i,-0.00059896+0.00020833i,-0.00060241+1.7817e-05i,-0.00022045+2.835e-06i,0.00020303-0.00015155i,7.9921e-05-1.7046e-05i,-5.6229e-05+0.00042506i,0.00055149-5.0446e-05i,0.0011234-0.00047476i,0.0014537-0.00025587i,0.0011885+0.00062304i
