-0.0029108+0.0011778i,-0.0014864-0.00073701i,-0.0013848-0.0011824i,-0.00013751-0.00050557i,0.00081884+0.00033243i,-8.4356e-05+0.0012057i,-0.00063591+0.0014093i,-0.000167+0.0017037i,0.00056418+0.0016129i,0.00062539+0.0010293i,0.00065215+0.0007048i,0.00095952-0.00015253i,0.0004332-0.00012763i,-7.0077e-05+0.00036648i,6.6235e-05-5.8349e-05i,-0.00020403-0.00011537i,-0.00011154+0.00010897i,3.9094e-05-0.00033976i,-0.00049204-0.00078044i,-0.00058304-0.00070587i,5.541e-05-0.00023758i,0.00034436+0.00017098i,0.00010823-0.00062607i
-0.0020745-0.00090009i,-0.0013169-0.00022393i,-0.0003642+0.00097968i,0.0019684+0.00065952i,0.003104+5.0299e-05i,0.0015533-0.00047213i,0.00086674-0.00085999i,0.00056873-0.00069999i,-0.00017216-0.00055725i,-0.00021747+0.00071541i,0.00023567+0.0015447i,0.00093286+0.0012987i,0.00077174+0.0011509i,0.00067836+0.00063679i,0.00052542+0.00028348i,0.00038009-4.0866e-05i,0.00041489-0.00034089i,-0.00015865-0.00069105i,-0.00067774-0.00090053i,-0.00023283-0.00034944i,0.00030549+0.00017588i,0.00073222+0.0002624i,0.0010937+0.00056986i
-0.00080293-0.0007908i,1.5633e-05-0.00050359i,0.00054348+0.0005619i,0.0015518+0.00043561i,0.0025973-0.0011573i,0.0019352-0.0026439i,0.00068223-0.0024566i,0.00081259-0.001596i,0.00091645-0.00067343i,0.00084287+0.00075778i,0.0010225+0.0011801i,0.0011743+0.00068255i,0.0005933+0.00077362i,-0.00028993+0.0013034i,-0.00030677+0.0011239i,0.00047286+0.00041316i,0.00080079+0.00045174i,5.5225e-05+0.00037917i,-0.00048576+0.00019051i,-0.00057535+7.8209e-05i,-0.00037361-0.00059435i,0.00014693-0.00082721i,0.00025404-0.00097503i
0.0010755-0.0014151i,0.00032718-0.0013848i,0.00079059-0.00092428i,0.001888-0.00058742i,0.0023546-0.0015302i,0.0011695-0.0017634i,-9.9297e-06-0.0007313i,-0.00058212-0.00079136i,-0.00059243-2.1063e-05i,-3.5848e-05+0.00089869i,0.0013447+0.00072169i,0.0015921+0.00063031i,0.0012452+0.00020877i,0.00070095+6.244e-05i,-8.966e-05+0.00065248i,-0.00041541+0.00089103i,1.9237e-05+0.00074311i,0.00036371+0.0004251i,0.00027205+0.00067256i,0.00033168+0.00069042i,0.00012854-0.00010946i,3.5934e-05-0.00072509i,0.00032166-0.00013472i
-0.00011016+0.00068896i,-0.0011468+0.0008539i,-0.00012299-0.00014977i,0.0019111-0.00090802i,0.0025351-0.0012699i,0.0013156-0.0015383i,-0.00074125-0.00096397i,-0.0012235-0.00084857i,-0.00061004-0.00074401i,-0.00051479-3.2674e-05i,-0.00086779+0.00056257i,-0.0010619+5.339e-05i,-0.00083047-0.00085142i,-0.00036594-0.00058299i,1.9819e-05+0.00062397i,0.00016752+0.00050461i,0.00079084+0.0007416i,0.00090947+0.0011306i,0.00038261+0.00056904i,0.00030244+0.00052739i,0.00018282+0.0001662i,-0.00055428-0.00069919i,-0.00080179-0.00067723i
0.00027611-0.00086703i,0.00013595-0.0012382i,0.0009943-0.0015663i,0.001384-0.0010028i,0.0016799-0.0015991i,0.0012031-0.0022839i,-0.00047348-0.0010153i,-0.0015203-0.00042447i,-0.0019888-0.00061305i,-0.001588-0.00027211i,-0.00019496+0.0002482i,0.00072532+0.00015977i,0.0004882-0.00086489i,-0.00091831-0.0012595i,-0.0010126-0.00050392i,-0.00058044+0.00065639i,-0.00052132+0.0011039i,0.0001133+0.00082032i,0.00049754+9.5267e-05i,0.000104-0.00052043i,-0.00027995-0.00043829i,-0.00033593+6.8923e-05i,0.00045402+0.0011043i
0.0003875+0.00079866i,-4.2144e-05+0.0010549i,0.0010413+0.000604i,0.0019988-6.5036e-05i,0.0020579-0.0018365i,0.0012188-0.0022762i,-0.00012588+0.00019033i,-0.00047933+0.00048048i,0.00017635-0.000104i,-0.00024283+0.00015943i,-0.0008092-0.00020147i,-0.00030597-8.8308e-05i,0.00013024+0.00047854i,-0.00027004+0.00043262i,-0.00046548+4.4908e-05i,-0.00038152+0.0001184i,-0.00052243+0.00028257i,4.0583e-05-0.00039939i,0.00042324-0.00016172i,0.00025468+0.0008841i,0.00048053+0.00046262i,0.0004697-0.00011275i,-0.00056941-0.00098416i
-0.0002056-0.0018847i,0.00038196-0.0019605i,0.0010847-0.0010692i,0.00091524+7.6932e-05i,0.00073954+0.00034724i,0.00086827-0.00056989i,0.0002794-0.000468i,-0.0011161-0.00022488i,-0.0017644+2.4532e-05i,-0.00098039+0.0007134i,0.0003632+0.00065059i,0.00022145+0.00044861i,-0.0003234+0.00019933i,8.1902e-05+4.9691e-05i,0.00039737+0.0010091i,-9.3401e-05+0.00093419i,-0.0001482-0.00018885i,-0.00015533-0.00064757i,-0.00039636-0.00036406i,0.00024311-0.00034669i,0.0010802-0.00051229i,0.00094202+0.00026896i,0.00015626+0.00067482i
-0.0003834-0.0006404i,-0.0015309-0.00017161i,-0.00098845+0.00023289i,0.00061531+0.00046231i,0.00093722-0.00034306i,-0.00012549-0.0009191i,-0.0010481-0.00079548i,-0.00059412-0.00050622i,-0.00033076-0.00023472i,-0.00095821+0.0013816i,-0.00085375+0.0024253i,-0.00024092+0.0020191i,-0.00074041+0.00090618i,-0.0012008-0.00019323i,-0.00022726-0.00051046i,0.00044436-0.00044551i,-6.0362e-05-0.00058879i,-0.00065091-0.0008705i,9.9739e-05-0.00058026i,0.00012041+0.0001292i,-0.0008104+0.00054288i,-0.00068434+0.00097687i,0.00028466+0.00032539i
0.00056262-0.0024776i,0.00071661-0.0025492i,0.00083977-0.0017247i,0.0018608-0.00094287i,0.0020494-0.0014473i,0.00030295-0.0015757i,-0.0012453-0.0011617i,-0.0012466-0.00051108i,-0.00092136+0.00071057i,-0.00075891+0.001801i,-0.00024248+0.0017649i,0.00053242+0.0013317i,0.00021632+0.0010326i,-0.00044516+0.0004455i,-0.00025525+0.00035889i,0.00020829+0.00067343i,0.00038265+0.00055933i,0.00043956+0.00025225i,0.00021504-0.00027475i,-0.00050678-0.00043457i,-0.00021361-0.00018599i,0.00069419+0.00049224i,0.0004756+0.00070589i
0.00068835-0.0023558i,0.00031685-0.0028399i,0.00027771-0.0018835i,0.0014821-0.0013894i,0.002324-0.0019399i,0.0013175-0.0013405i,-1.953e-05-0.00023418i,0.00022331+0.00018505i,0.00076956+0.00065742i,0.00041289+0.0013676i,0.00017137+0.0011302i,-9.325e-05+0.00039293i,-0.00039897+0.00013655i,-0.00045675+0.00014584i,-0.00016397+0.00077964i,-0.00016683+0.00089763i,-0.00048887+7.3069e-05i,-0.001249+7.8354e-05i,-0.00093938+7.2138e-05i,-0.0004715+0.00044142i,-0.00067134+0.00075623i,-0.00029829+0.00047297i,-5.4887e-05+0.00027308i
-0.0022884+0.00021034i,-0.0017499+0.0014155i,-0.00057248+0.0026018i,0.0018937+0.0014005i,0.00382-0.00034241i,0.003536-0.0012098i,0.0016345-0.001477i,0.00018509-0.0018556i,-0.00064078-0.0016177i,-0.00086003-0.00056808i,9.4543e-05+0.0002232i,0.00050795+0.00049523i,0.00038242-0.00026215i,-5.9681e-06-0.00041766i,-0.00036607+0.00021941i,-0.00015313-1.5697e-05i,-0.00015459-0.0002057i,-0.00046223+0.00018623i,-0.00019049+0.00031982i,0.00040682-4.9453e-05i,0.00016271-0.0011649i,0.00028311-0.00091058i,0.00095844-0.00023565i
0.0011338-0.0013713i,0.00026586-0.0018861i,0.00070091-0.0014205i,0.0017455-0.00087509i,0.0025173-0.0011229i,0.0015171-0.0010304i,0.00033987-0.00057383i,0.00012161-0.001463i,-0.00020114-0.0015917i,-0.00012624-0.0007147i,0.00058666-0.00072692i,0.00081765-0.0012062i,0.00055479-0.00099284i,-0.00011861+0.00021315i,-0.00088114+0.0012835i,-0.00045921+0.00076853i,0.00027396-0.00024567i,0.0007689+1.5413e-05i,0.00092499+3.4452e-05i,0.0005588-0.00039484i,0.00028609+0.00018805i,0.00025878+0.00020699i,0.00050293-0.00014664i
0.00036349-0.00123i,-0.001085-0.00056105i,-0.0012895-0.00025448i,0.00027816+0.00025082i,0.0010674+0.0003089i,0.0004682-0.00039695i,-0.00067619-0.00066736i,-0.0013724-0.00048817i,-0.0010797-0.0005465i,-0.00052191-0.00020356i,-0.00050499-0.00011044i,-0.00046282-0.00032434i,-1.4296e-05+7.1775e-05i,3.0155e-05+0.00041148i,0.00032586+0.00016249i,0.00091454-0.00037489i,0.00060387+2.053e-05i,1.343e-05-2.1235e-05i,-0.00026731-0.00020323i,-0.00010845-0.00038025i,-0.00016532-0.00055924i,-0.0002489-0.00067804i,6.6097e-05-0.0014692i
0.00075777-0.00040029i,-0.00012099-0.00079659i,0.0009172-0.0010315i,0.0024926-0.0010598i,0.0021688-0.001055i,0.00084939-0.0010265i,-0.00037506-0.00067227i,-0.0013495-0.0009625i,-0.00217-0.0014475i,-0.0018187-0.00079545i,-0.0007799+0.0003525i,-0.00066988+0.00093076i,-0.00065324+0.00066051i,0.00057424+7.4707e-05i,0.0011699-5.1032e-05i,0.00053499+7.3471e-05i,0.00030689+0.00039781i,-0.00012394+0.00016553i,-0.00025188+2.733e-05i,0.00062881-6.7975e-05i,0.0007354-0.00048522i,0.00018457-0.00076519i,-5.1088e-05-0.00021337i
0.0012416+0.00032417i,0.0013471+0.00019659i,0.0013059+0.00083563i,0.0018264+0.00010807i,0.0019387-0.0013642i,0.00036184-0.0016604i,-0.00064821-0.00041379i,-0.00047812+8.3833e-05i,-0.00077647-0.00031706i,-0.00073669+0.0003758i,-0.00037967+0.00070947i,-0.00066398+0.00029578i,-0.0011064+0.00030334i,-0.00079186+0.00071219i,-0.00085559+0.00074814i,-0.00046562+0.00066405i,-8.0507e-05+0.000314i,0.00024615-0.00055514i,0.00048018-0.00079101i,0.00092714-9.2053e-05i,0.00065737+0.00033736i,-9.1912e-05-0.00038355i,0.00062756-0.00068045i
4.6154e-05+0.00090307i,0.00024399+0.00042288i,0.0012995+0.00013314i,0.0025844-4.2383e-05i,0.0025039-0.00030866i,0.00028724-0.00022553i,-0.00069592+0.00029839i,-9.8639e-05+0.00024951i,-0.00032176-0.00018979i,-0.00075009+0.00025544i,-0.0001903+0.00058475i,0.00017649+0.00037297i,-1.6314e-05+0.00042942i,0.00013798-0.00029353i,0.00043732+0.00030674i,0.00073394+0.0011887i,0.00074361+0.00015661i,0.00021405-0.00073746i,0.00012746-0.00045784i,-7.7447e-05+9.4315e-05i,0.0003813+0.00070003i,0.0009135+0.00021452i,0.00059515-0.00011073i
-0.0010173-0.0020475i,-0.0014303-0.0013071i,-4.319e-05-0.00019649i,0.0012211+0.00085564i,0.0010685+0.0007285i,0.001075+0.00027577i,-0.00014824+0.0003831i,-0.00014596-0.00058687i,0.00039415-0.00057978i,-0.00024317+0.00023421i,0.00013782+0.00028132i,0.0008158+0.00046632i,0.00055384+0.00067156i,0.00035498+0.0009969i,0.00036627+0.00096485i,0.0006908+0.00070818i,0.00078719+0.00077555i,0.00021615+0.00041658i,-0.00014352-0.0008469i,0.00010405-0.00019183i,3.9972e-05+0.00074121i,9.5324e-05-0.00014733i,5.7839e-05-0.00032343i
-0.00012647-0.00034634i,0.00017293+0.00084617i,0.00078056+0.0022357i,0.0018222+0.0017856i,0.0019322+0.00067547i,0.00089947+0.00037124i,-0.00075911+3.5694e-05i,-0.00087232-1.846e-05i,-0.00023464+0.00060752i,8.6693e-06+0.0016206i,0.0002466+0.0015816i,0.00027158+0.000293i,0.00061852-0.00041804i,0.00032857-0.00044995i,0.00021568-0.00023285i,0.00073667+0.0003321i,-9.6407e-05+0.00032887i,-0.00077994-0.00057126i,-0.00023036-0.00069871i,9.1562e-05-0.00013919i,0.00035923+5.228e-05i,-0.00011463+6.7576e-05i,-0.00039511-0.00057212i
0.001537+0.0011817i,0.0022018-0.00028266i,0.0023782-0.00081099i,0.0023755-4.105e-05i,0.0024236-0.000417i,0.00086704-0.00048839i,-0.0011507-0.00031995i,-0.0010819-0.00071249i,-0.00070721-0.00047641i,-0.00032433+0.00044683i,0.00019427+0.00029931i,0.00069449-0.0007633i,0.00096368-0.00073487i,0.0011627-8.7867e-06i,0.00079568+0.00035606i,-0.00014994+4.7087e-05i,-0.00051679-0.00083318i,-0.00035893-0.00046738i,-0.00024966+0.00058998i,0.00025316+0.00056879i,0.00074435+3.0661e-05i,0.00093924+0.00010127i,0.0009092-0.00047515i
-0.0030362-0.0012767i,-0.0023797-0.00070265i,-0.00035531-0.00024545i,0.0019229-0.00024542i,0.0031356-0.00069797i,0.0017252-0.00066071i,0.0005694+0.0005503i,0.0003482+0.00093185i,0.00029497+0.00054978i,-0.00013122+0.00047302i,-0.00017132+8.2072e-05i,0.00014534-0.00023282i,8.8558e-05-0.00024344i,-0.000255+0.00017463i,-0.00087487+0.00014732i,-0.00077304+0.00058668i,-7.9021e-05+0.00091914i,0.00029262+0.00031157i,-0.00017047-0.00033131i,-0.00077591-0.00032329i,-0.00089326-0.00046095i,-0.00051353-0.00027095i,-1.3418e-06+0.00032006i
-0.00023985+0.0034209i,0.00014268+0.0020973i,0.00057379+0.0022097i,0.0028105+0.0020306i,0.004812+0.00057492i,0.0034383-0.00074863i,0.00078927-0.00094991i,-0.00077519-0.00074158i,-0.0015633-0.00036662i,-0.0010769-0.00036516i,-0.00041912-0.00063266i,-0.00041668-0.00016793i,-0.00013315+0.00014219i,-8.853e-05+1.1933e-05i,-0.00021821-6.0691e-05i,6.283e-05-0.00029843i,0.00030766-0.00066526i,0.00017819-0.00055198i,0.00021549+0.00048942i,3.2388e-05+0.00018319i,-0.00029029-0.00048167i,0.00018158-3.8704e-05i,0.00044756+0.00051656i
0.00017478-0.00071178i,0.00077988-0.0011798i,0.0016316-0.00079073i,0.0021103-0.00071861i,0.0029299-0.0019657i,0.0020524-0.0029517i,-0.00021865-0.0019754i,-0.0013907-0.0010168i,-0.00093742-0.0005747i,-2.6203e-05+0.00020943i,0.00024483+0.00058755i,0.00031032+0.00073011i,-0.00019072+0.00109i,-0.0011368+0.00096405i,-0.00091162+0.00098768i,-0.00059533+0.00086549i,-0.00052971+0.00059106i,0.00025406+0.00063556i,0.00010942+0.00021827i,-0.00053051-8.7085e-05i,-0.00016398+0.00030921i,-0.00034343+0.00053585i,-0.00061126-0.00031712i
0.0010314-0.0029002i,0.00043871-0.0022481i,0.001101-0.0023593i,0.00084581-0.0015276i,0.00062807-0.0025725i,0.00022403-0.0028199i,-0.0016614-0.0011578i,-0.0018065-8.7661e-05i,-0.00045372+0.00013234i,-0.00039561-0.00013131i,-0.0004913+0.00031199i,0.00083646+0.00075189i,0.0020083+7.8727e-05i,0.00095546-0.0011823i,-0.00018136-0.001186i,-0.00052071-0.00049261i,-0.0001076+0.0004832i,0.00032223+0.0001066i,0.00032899+0.00049419i,0.00010135+0.0013049i,-0.00035871+0.001245i,-0.00032829+0.0007173i,-0.000335+0.00053179i
0.00141+0.00075133i,0.00081462-0.00094319i,0.0020589-0.00041192i,0.0034451-0.00046889i,0.0028931-0.0018389i,0.0017933-0.0030509i,0.00097509-0.0018634i,0.000415-9.1068e-05i,-0.0004791+0.00062481i,-0.0006715+0.001341i,-0.0010048+0.00085863i,-0.0010347-0.00042197i,-0.00047233-0.0003348i,-0.00054753+5.4858e-05i,-0.0012741-0.00058915i,-0.00064926-6.1471e-05i,0.00052883+0.00047563i,0.00070193+0.00036118i,-0.00019275+0.00061583i,-0.00083355-1.787e-05i,-0.00055-0.00026451i,-0.00023978-0.00011568i,6.9411e-05+7.2146e-05i
-0.0016378+0.00088904i,-0.00106+0.00059976i,0.00037758+0.0010866i,0.0012074+0.0010618i,0.00062809-0.00014745i,-0.0005615-0.0017236i,-0.00086494-0.0019121i,-0.00016735-0.00093501i,-0.00042739-0.00027344i,-0.00063441-0.00028836i,-2.364e-05+3.2354e-06i,0.00033261+0.00021489i,0.0001866-0.00057254i,-0.0002123-0.00078202i,0.000381+0.00021222i,0.00072104+0.000894i,0.00028193+0.00061989i,0.00039651-0.00037911i,0.0012046-0.00088286i,0.00063569-0.0005145i,5.2523e-05-0.00010778i,0.0001758+0.00023486i,-0.00018952+0.00039176i
-0.00044179-0.00026136i,-0.0011232-0.00061105i,-0.00090173+0.00036767i,0.00036886+0.00078898i,0.0013739-0.00016868i,0.00083893-0.00075036i,-0.0003963-0.00061526i,-0.00063071+0.0001215i,-0.00076737+0.0011135i,-0.00086543+0.001224i,0.00016381+0.00083169i,0.00086978+0.00098954i,0.00061341+0.0012284i,0.00072533+0.0010796i,0.00089842+0.00086462i,5.5984e-05+0.00054193i,-0.00044777+0.00015788i,1.2618e-05+0.00024931i,0.00045705+6.4119e-05i,0.00055787+1.6453e-05i,0.00023607+0.00014141i,-1.6499e-05+0.00057934i,-0.0002599+0.00054047i
-0.0004057+2.2852e-06i,-0.00042591+0.00053767i,0.00019431+0.001986i,0.0015156+0.001894i,0.001452+0.00090594i,-0.00026038+0.00048285i,-0.0012418+0.00012991i,-0.0010889-0.00061672i,-0.00054533-0.00093993i,-3.3442e-05-2.9123e-05i,2.6119e-05+0.00053214i,-0.00022313+0.00040248i,-0.00018507-0.00038094i,-0.00070206-0.00050284i,-0.00077048+0.00036035i,-0.00032809+0.00017381i,0.00028453-0.00053845i,0.00033788-0.00021623i,-0.00075408-0.00048305i,-0.00082754-0.0017276i,-0.0001386-0.0018831i,-0.00071122-0.0010366i,-0.00042045-0.00034966i
-0.0024937-0.00076034i,-0.0017682-0.00059651i,-0.00087403+4.5745e-05i,0.00084357+0.00079535i,0.001533+0.00049591i,0.0002983+0.00016504i,-0.00066014+0.00055932i,-0.00076749+0.00012229i,-0.00082875-0.0013835i,-0.00040519-0.0013824i,0.00042672-0.00023263i,0.00080983+0.00070674i,0.0010535+0.00079218i,0.0016381+0.00072932i,0.00077326+0.00028266i,1.9936e-05+0.00017292i,0.0003272+0.00037523i,5.2158e-05+0.00028839i,1.9182e-05+0.0004967i,0.00043867+0.0002398i,0.00071141-0.00025142i,0.00048316+0.00019017i,0.00035992+2.9081e-05i
0.0031564-0.0030601i,0.0024736-0.0034843i,0.0021913-0.0029295i,0.0028124-0.0016365i,0.0023803-0.00084299i,-0.00016557-0.00078627i,-0.0014961-0.00086732i,-0.0013438-0.00082102i,-0.00057283-0.00073304i,0.00025883-0.00036798i,0.00045675-0.00040967i,0.00031953-0.00025434i,1.4118e-05+0.00031961i,0.000297+0.00066426i,4.9801e-05+0.0010747i,2.2773e-05+0.00098797i,0.0004343+0.00069349i,6.1789e-05+0.00040801i,-0.00018311-0.00069543i,-0.00044767-0.0014392i,-0.00026333-0.0012031i,0.00043788-0.00028924i,-0.00033835+0.00034281i
0.0019666-0.00020911i,0.001183-0.0016458i,0.00072245-0.0013678i,0.0024887-0.00023791i,0.003472-0.0014843i,0.0023416-0.0026127i,0.00099839-0.0018257i,-0.0002746-0.00089709i,-0.00060333+0.00018148i,-0.0001938+0.00086615i,-0.00033721+0.00038082i,0.0011042-0.00012783i,0.0013975-0.00023577i,-0.00016332-0.00034903i,-0.00042336+0.00023238i,0.00016074+0.00053911i,0.00011568+0.00018226i,-0.0002033+5.3038e-05i,-1.3515e-05-0.00039362i,2.2587e-05-0.00073665i,-5.458e-05-9.9022e-05i,-0.00021763+0.00048808i,2.5621e-05+0.00029566i
-0.0012509+0.0006431i,-0.000258-5.6428e-05i,0.0021863+0.00042122i,0.0041552+0.00016241i,0.0042559-0.0014722i,0.0028218-0.0026829i,0.0010447-0.00136i,-0.00083632-0.00048883i,-0.0015752-0.00039543i,-0.0010699+0.00028992i,-0.00042646+0.00069889i,-0.00073681+0.0008563i,-0.0011273+0.000236i,-8.9746e-05-0.00070133i,0.00044036-0.00099384i,0.00012471-0.00027994i,-0.00049722+0.00062927i,-0.00075162+0.00053351i,-0.00091009+4.8097e-05i,-0.00095834-0.00058395i,-0.0012329-0.00023488i,-0.0010227+8.0507e-05i,-0.00069268-0.00048633i
0.00056212+0.00028046i,0.00013886-0.0015982i,0.0017576-0.0014627i,0.0028213-0.00082234i,0.0035468-0.0011164i,0.0030535-0.00088797i,0.0015305-0.00043818i,0.00092849-0.00032076i,0.00033215-0.0005594i,-0.00047845+0.00043186i,-0.00050798+0.0007699i,0.0004305+6.9689e-05i,0.00047336+0.00025075i,0.000399+8.9068e-05i,0.00047502-0.00054701i,0.00044766-0.00079684i,0.00082531-0.00058172i,0.00098995-0.00079391i,0.00091332-0.00074471i,0.00046838-0.00068082i,0.00016149-0.00082667i,0.00012502-0.00073288i,-0.00014177-0.0011097i
0.00053081-0.0011458i,0.00033998-0.00098312i,-0.00017605-0.0010159i,0.00048357-0.0008892i,0.00074487-0.001523i,0.00019399-0.0020491i,-7.0246e-05-0.0013919i,-0.00012313-0.00030392i,-0.00028533+7.671e-05i,-0.00026339+0.0002646i,-7.8216e-06+0.00065753i,6.9378e-05+0.00071749i,-0.00029953+0.00048553i,-0.00021897-8.3983e-05i,-4.6175e-05-0.00020415i,-0.00019526-0.00010463i,-0.00055291-8.3218e-05i,-0.00052452+0.00013217i,4.6574e-05+0.00015982i,0.0002656-0.00010036i,0.00010515-0.00069936i,-0.00017717-0.00056538i,5.1907e-05-1.2229e-05i
0.0013484-0.0020816i,0.00079101-0.0019479i,0.00055951-0.00095139i,0.0012159+4.3568e-05i,0.00063273-0.00093433i,-0.00093685-0.0024996i,-0.0010027-0.0017222i,-0.00017786-0.00032433i,-8.0441e-05+0.00022803i,-0.00027437+0.00045776i,-0.00086404+0.00055736i,-0.0010309+0.00029576i,-2.4295e-05-2.952e-05i,-0.00016915+7.4253e-05i,-0.00059776+0.00055805i,-0.00026719+0.0012845i,0.00025184+0.0013228i,0.00050765+0.0010682i,1.0971e-05+0.00056853i,-0.00051016+0.00023854i,-7.6911e-05+0.00046211i,0.0001152-6.669e-05i,-0.00010179-0.00091972i
0.00028155+0.001043i,-0.00019305+0.00060757i,0.0001173+0.0010894i,0.001668+0.0011054i,0.0022356+0.00053692i,0.0010194-0.00046548i,-0.00060175-0.0013199i,-0.0015107-0.0007511i,-0.0011824-0.00024678i,-0.00079242+0.00043648i,-0.0009635+0.00038835i,-0.00034433-0.00020013i,-0.00018935-7.2587e-05i,-0.00017015+0.00038703i,-0.0002788+0.00043522i,-0.0003771-7.1555e-05i,9.0972e-05+0.00037957i,0.0008826+0.00051447i,0.0015172-1.6927e-05i,0.0014682+0.00046863i,0.00084763+0.00036002i,-0.00010618-0.00036928i,-0.0003763-0.00033873i
-0.00026481+0.001003i,0.00048594+0.0010284i,0.00091534+0.0010712i,0.0013611+0.0011019i,0.0011637+0.00024826i,-7.8586e-05-0.00073421i,-0.00086705-0.0010556i,-0.00052542-0.00078609i,-0.00015874-0.00061642i,0.0002216+0.00010206i,0.00080416+0.0012111i,0.0016885+0.00099215i,0.0012357+0.00054189i,3.5435e-05+0.00080012i,-0.00053778+0.00041075i,-2.5174e-05+0.0002359i,0.00016855+0.00030804i,9.0285e-05-0.00060642i,8.7448e-05-0.00067943i,-0.00019384-0.00012536i,-0.00034933+0.00023203i,3.9226e-05+0.00022721i,-4.7656e-05+0.00017332i
0.0017945-0.0029252i,0.0014483-0.0033016i,0.0021864-0.0022528i,0.0023785-0.0011023i,0.0019488-0.00076632i,0.00080792-0.00031363i,-0.00078451+0.00081769i,-0.0014053+0.00074156i,-0.0010188-0.00057373i,-0.00050279-0.00065706i,-0.00010125-0.00020234i,0.00034172-0.00022096i,0.00038171-0.00010682i,-0.00033696+0.00078188i,-0.00072166+0.00058606i,-0.00044389+0.00016534i,-4.1689e-05-0.00022808i,0.00043636-0.0007197i,0.0005879-0.00082555i,0.00054625-0.00072204i,5.2966e-05-0.00042381i,-0.00017838-0.00067401i,5.9348e-05-0.00081642i
0.00055918-0.00071591i,-0.00051924-0.0010447i,-0.00031029-0.00070309i,0.0017995-0.00023927i,0.0031697+0.00017576i,0.0014475+0.00062563i,-0.00042318+0.00088115i,-0.0011799+0.00012534i,-0.000974-0.00045686i,0.00037335-9.879e-05i,0.00082705+9.0164e-05i,0.00034581+0.00011445i,-6.4232e-05+0.0006459i,-0.00010568+0.00084176i,-0.000481+0.00024753i,-9.6944e-05+0.00033851i,9.0217e-05+0.00064753i,0.0002455+0.00026225i,0.00022489-8.4982e-06i,-0.00051253+0.00025606i,-0.00027605+0.00043613i,0.00025132-0.00014428i,-0.00020629+0.00011901i
-0.0018628-0.0010951i,-0.00046572-0.001978i,0.00067156-0.0012764i,0.0024578-0.00014355i,0.0035844-0.00021751i,0.002811-0.00024421i,0.0013681+0.00054134i,0.00011183+0.00042001i,-0.00068448-0.00018192i,-0.00091853+0.00037927i,-0.00021322+0.00030083i,0.00034099-0.0010347i,0.00026728-0.00093276i,-0.00026534-0.00014347i,-0.00039-0.00016678i,0.00011183-0.00025634i,0.00056613+0.00017239i,0.00041432+0.00063123i,-2.9176e-05+0.00097575i,0.0001678+0.0014252i,0.0004991+0.0011853i,-0.00037336+0.00070396i,-0.00094047+0.00034064i
0.00039198-0.0007628i,0.0009575-0.0017279i,0.001636-0.001488i,0.0019893-0.0014445i,0.0023226-0.0026657i,0.0020054-0.0027555i,0.0012379-0.001154i,5.1854e-05+0.00023387i,-0.0011583+0.00075315i,-0.001051+0.0011126i,-0.00044815+0.00026144i,0.00027336-0.00072508i,0.00052674-0.0011083i,0.00035094-0.00051861i,-3.0837e-05+0.00043695i,-0.00014418+7.1376e-05i,0.00061406-0.0005504i,0.00091341-0.00062938i,0.00045017-6.3319e-05i,1.0881e-05+0.0001958i,-0.00036611+0.00021408i,-8.8661e-05+0.00027077i,-0.00011929-0.00046468i
0.0011579-0.00069456i,0.00079342-8.6634e-05i,0.00061493+0.00046429i,0.0012986+4.8339e-05i,0.0021711-0.0015478i,0.001511-0.0019121i,0.00043407-0.00055635i,0.00037529+7.883e-05i,-0.00046792+0.0002458i,-0.00089113+0.00056909i,-0.00029272+0.00030317i,-0.00043829-0.0003327i,-2.0885e-06-0.00067306i,0.00067841-0.0010009i,0.00039826-0.00079706i,3.0172e-05-0.00027958i,-0.0002528-0.00019727i,-9.3898e-05-0.00037923i,0.00060055-0.00065475i,0.00084577-0.00048862i,0.00070125-0.00042625i,0.0004025-0.00084338i,4.3118e-05-0.00046702i
0.0012934+0.00061506i,0.0012701+0.0010901i,0.0013887+0.00092712i,0.0025153+0.00041258i,0.0029435-0.00021863i,0.0019909-0.0016523i,0.0011488-0.0027055i,0.00037753-0.0020415i,-0.00056695-0.00045566i,-0.00045824+0.00073666i,-0.00038602+0.00044198i,-0.0012098+0.00039752i,-0.00088372+0.00092746i,3.044e-05+0.00043513i,0.00017339-0.00020501i,-0.00050934+0.00034947i,-0.00081913+0.00083527i,-0.00018183+0.00013698i,7.2929e-05-0.00017064i,-0.00021667+7.4521e-05i,-0.00027094+0.00035432i,3.6122e-05+0.00017033i,0.00016918-0.00028708i
0.00074332-0.0030235i,0.0015113-0.003059i,0.0011148-0.0013379i,0.0018962-9.7719e-05i,0.0024132-0.0015964i,0.00092817-0.0025449i,-0.00087505-0.0024341i,-0.00091309-0.0024063i,0.00019222-0.0011009i,0.00034251+0.00027126i,0.00082407+0.0007105i,0.0011046+0.0012801i,0.0010208+0.0010397i,0.0013606+0.00049522i,0.00068469+0.00013357i,7.6985e-05-0.0013858i,-1.0949e-05-0.0014784i,-0.00055621-0.00049149i,-0.00086449+5.1315e-05i,-0.00085652-0.00022405i,-0.00045946-0.00035798i,7.7079e-05+0.00024119i,0.00023697+0.00014984i
