-0.001813+0.0011965i,-0.0023167+0.0025677i,-0.0028317+0.0031545i,-0.0017412+0.0034326i,-0.0012689+0.0041723i,-0.0008988+0.0039327i,-0.00059602+0.0028312i,5.0823e-05+0.002234i,0.00090996+0.0020998i,0.0017604+0.0011544i,0.0019837+0.00030092i,0.0011019+4.8137e-05i,0.00021195-4.5223e-05i,-3.4559e-05+0.00035855i,0.00045512+0.00047087i,0.00033793+0.00035446i,0.00026636+0.00029401i,0.000588+0.00011892i,0.00020352+7.5104e-05i,-0.00011986+3.2582e-06i,0.00015272+0.00039999i,-1.8297e-05+8.1181e-05i,-0.00041214-0.00061684i
-0.00068703+0.0004886i,0.00037481-0.00044482i,-0.00052353-0.0017106i,-0.0016247-0.0014095i,-0.0022218-0.00020623i,-0.0019469+0.00081737i,-0.00036815+0.00076267i,8.0027e-05+0.0013431i,4.3237e-05+0.0020707i,0.0012086+0.001437i,0.001848+0.00081434i,0.0010444-1.1469e-05i,0.00047113-0.00073188i,0.00064924-0.00082532i,0.00078994-0.00086938i,0.00030834-0.00034777i,0.00010694-3.2689e-05i,-3.3621e-05+5.886e-05i,-0.0011081-2.1466e-06i,-0.0012523-0.00094316i,-0.00058207-0.0016162i,3.0406e-05-0.0010875i,0.00034427-6.6624e-05i
-0.0018136-8.7155e-05i,-0.0018028+0.00024746i,-0.0012396+0.00091352i,-0.0015998+0.00069081i,-0.0021426+0.00083386i,-0.0016075+0.0014768i,-0.00047497+0.0013997i,0.0010125+0.00071278i,0.0016817-4.3194e-05i,0.0015844-0.00036797i,0.0010701-0.00056857i,0.00069848-0.00059886i,0.00035692+3.185e-06i,-4.7336e-06+0.0005079i,0.00028895+0.00013129i,0.00094538-0.00095478i,0.00099571-0.00086607i,-0.00031025-0.00025947i,-0.0011681-4.0697e-05i,-0.0010661-0.00054882i,-0.00085939-0.001185i,-9.3624e-05-0.00070077i,0.0010549-0.00073747i
0.00016496+0.0019482i,-0.00057752+0.0010388i,0.00033806+0.0013507i,0.0010748+0.0016228i,0.00099926+0.0026053i,0.00081115+0.0017223i,3.4996e-07-7.9369e-05i,6.1583e-06-0.00014862i,0.00018167+0.00046386i,-0.00070789+0.00077916i,-0.0011333+0.00044322i,-0.00033188-0.00016839i,8.9932e-05-0.00060781i,-0.00011955-0.00044257i,0.00013133+1.6274e-05i,0.00087065-0.00044098i,0.0010888-0.00059698i,0.00087911-0.00036824i,0.0006806-0.00031915i,0.00015017-0.00046958i,-0.00045242-0.00035764i,-0.0007149+0.00061659i,-0.00045344+0.0010378i
0.0013874+0.00076734i,0.0010021-0.00057986i,-0.00059231-0.0005689i,-0.0015429+0.0013946i,-0.00028657+0.0022602i,0.00089173+0.001715i,0.0011988+0.00095327i,0.00048616+0.00054325i,-0.00024626+0.00034666i,-0.00014222-6.6586e-05i,-0.00045992-0.00047254i,-0.00070403-0.00082122i,-0.0002993-0.00074732i,-0.00023777-0.0003593i,0.00018691+0.0002415i,-0.00014384+0.00099952i,-0.0007345+0.0012512i,-0.00038875+0.001028i,0.00092021+0.00043103i,0.0013179+0.00057595i,0.00081452+0.00074256i,0.00082638+0.00028482i,0.0012108-0.00064429i
0.0013074+0.0011792i,0.00084039+0.0014762i,0.00067306+0.0015687i,0.00078996+0.0018081i,0.0012165+0.0013216i,0.0014199+0.00021124i,0.00073366-0.00049404i,0.0001382-0.00022545i,-0.00021421+0.00060401i,-0.0003018+0.0010234i,-0.00046629+0.00085951i,0.00017193+0.00054599i,0.0014231+0.00092895i,0.0017191+0.00062128i,0.0019413+0.00019753i,0.0015998+0.0003395i,0.0013797+0.00014042i,0.0010927-0.00016673i,5.5271e-05-0.00040727i,0.0001727+2.5095e-05i,0.00052573-0.00049891i,8.4586e-05-0.001139i,0.00052888-0.00079688i
0.00078151+0.00046117i,0.0012631-0.00080426i,0.001141-0.0013015i,0.0008644-0.0010363i,0.0002407-0.001103i,-0.00097105-0.001803i,-0.00095129-0.0016816i,-0.00035758-0.00030734i,0.00023012+0.0011556i,-0.00010963+0.0018579i,-0.00045746+0.0014716i,5.5052e-05+0.00098045i,0.00088844+0.00066116i,0.0010682+0.00054488i,0.00067923+0.00044149i,0.00059765+0.00024479i,0.00049809-4.8739e-05i,0.00021748-6.83e-05i,0.00031437-0.00013727i,0.00029463-0.00058469i,9.1952e-05-0.00051496i,-0.00020377+7.1971e-06i,-0.00038657-0.0002553i
-7.1693e-05+0.0015451i,2.3145e-05+0.0017147i,0.00010239+0.001988i,-0.00084698+0.0016599i,-0.001601+0.0014345i,-0.0018719+0.0012684i,-0.00090926+0.00051827i,0.00075126+0.00028491i,0.0009511+0.00029517i,0.00068044-0.00014287i,0.0010311-0.00027631i,0.0012518+8.8227e-05i,0.00064741+0.00021296i,-1.3866e-05+0.00032586i,0.00026837+0.00045118i,0.00080503+0.00064512i,0.00033633+0.00030746i,-0.00016173-0.00022651i,-0.00054049-0.00030262i,-0.00050175-0.00035729i,-0.00040256-0.00042101i,-0.00053316-0.00025751i,-0.00044726-4.6879e-05i
0.00074417-0.00025458i,0.00060613-0.00018646i,0.0004346-0.00038803i,0.00016424+0.00010231i,-0.00085771+0.00101i,-0.0021089+0.0017002i,-0.0019407+0.001626i,-0.00087318+0.00028947i,0.00076035-0.00027183i,0.0018708+7.7956e-05i,0.0014153-0.00042119i,-0.00021836-0.00055607i,-0.0012238+7.3883e-05i,-0.0012319+0.00021955i,-0.00091868-2.5711e-05i,-0.0006138-0.00028919i,-0.00058466-0.00075865i,-0.00058978-0.00084283i,5.6103e-05-0.00015257i,0.00033364-3.8293e-05i,5.2956e-05-0.00055754i,-0.00032853-0.00057537i,-0.00035326-0.0001869i
0.00062003-0.0010883i,-0.00055449-0.0013405i,-0.0020594-0.0010467i,-0.0021161+0.00097197i,-0.001121+0.0028046i,5.9378e-05+0.003713i,0.00045588+0.001823i,0.00023203-0.00027404i,-2.6206e-05-3.8676e-05i,0.00050084-0.00020499i,0.00078575-0.00051761i,0.00029958+0.00043507i,1.2523e-05+0.00092347i,4.2109e-05-9.0221e-05i,0.00010946-0.0004539i,-0.00060196-0.00044007i,-0.00076699-0.00079098i,-0.0001911-0.00044127i,-0.00025163+0.00034931i,-0.00074704-3.5457e-05i,-0.00015931-0.000375i,0.00054026+0.0004009i,0.00047533+0.0002382i
0.0013109+0.0015601i,0.0022865-0.00016366i,0.0017391-0.0004127i,0.00069123+0.00061753i,8.628e-05+0.00064137i,-0.00013301+5.6446e-05i,0.00017519+0.00069098i,-0.00021515+0.0014051i,-0.00081985+0.00090315i,-0.001188+0.00011252i,-0.00079211-0.00090513i,-0.00026313-0.00090135i,-0.00040925-2.6833e-05i,-0.00047606+0.00020908i,-0.00029234-6.5627e-05i,0.00029094-0.00088811i,-8.7423e-06-0.00070887i,-0.00051148+0.00018706i,0.00027642+0.00039444i,0.00075006+0.0009494i,0.00048637+0.0012234i,-1.5917e-05+0.00042366i,-0.00015048-0.00042456i
-0.00035447+0.0015654i,0.0011045+0.00048544i,0.0013337+0.00038265i,0.0013115+0.00132i,0.0012024+0.0011352i,0.0010262-0.00017589i,0.0014793-0.00098753i,0.00093073-0.00097141i,1.7045e-05-0.00022155i,-0.0005639+0.00066293i,-0.00072946+0.00087581i,-0.00017824+0.00053261i,0.00010763-0.0001613i,0.00011545-0.00013658i,0.0008316+0.00020555i,0.0010217+0.00032987i,-7.5368e-05+0.00025487i,0.00011072-0.00011994i,0.00077216-6.6174e-05i,0.00073522+0.00044561i,0.00094133+0.00046267i,0.00072284+3.9759e-05i,-0.00057612-0.00013172i
0.00047268+0.00058118i,-0.00033078-0.0003074i,-0.00063807+0.0005885i,0.0001628+0.0013684i,0.00029804+0.00066327i,-0.00053944-0.00055647i,-0.0011429-0.00051891i,-0.00058996+0.00025704i,0.00068793+0.00040425i,0.0011182+0.0016647i,0.00026445+0.0017287i,-0.00012834+4.5107e-05i,-4.1556e-05+0.00010027i,-0.00012215+0.00074122i,-0.00028991+0.00082209i,-0.0001239+0.00072724i,0.00088642+0.00023179i,0.0005671-0.00041344i,2.4523e-05-0.00058528i,-0.00015416-0.0003791i,-0.00055698-0.00060017i,7.6685e-05-0.00051337i,0.00029961-7.7811e-05i
0.00038877-3.3528e-05i,-0.00056818-0.00074455i,-0.0015408-0.0011749i,-0.0024834+0.00013741i,-0.0028906+0.00077627i,-0.0028365+0.001317i,-0.0023411+0.001783i,-0.00072631+0.00049704i,0.00057023+0.00014274i,0.00073988+0.00046037i,0.00033849+0.00064428i,0.00012576+0.0010978i,-0.0005079+0.001479i,-0.00044683+0.0011724i,-9.7261e-05+0.00099966i,-0.00066575+0.00047676i,-0.00019727-0.00038305i,0.00050943-0.00052954i,-0.00010294-0.00028902i,-0.00040816+1.8794e-05i,-1.5085e-05+0.00024013i,-0.00032328+0.00067324i,-0.00039078+0.00034649i
0.00097166-0.00016415i,0.00061897-0.00064775i,0.00016658-0.00035482i,-0.0012304+0.00030396i,-0.001496+0.00081925i,-0.0011494+0.0018816i,-0.00065194+0.0014005i,0.00048839+0.0002961i,0.00056588+0.00019805i,1.9891e-05-0.00017569i,0.00025855-0.00054618i,0.00010775+0.00023363i,-0.00050992+0.00061878i,-0.00020125+0.00077769i,-0.00037038+0.00073923i,-7.6044e-05+3.5733e-05i,0.00094575-0.0005835i,0.00087812-0.00088339i,4.1859e-05-0.00084304i,-0.00026638-0.00044506i,0.00010694-0.00031538i,0.00034513-0.00047318i,0.00051152+4.086e-05i
0.00024444-0.0006799i,-0.00049875+0.00019984i,-0.0011096+0.0017074i,-0.00043055+0.0022503i,0.00039605+0.0024922i,0.00051842+0.0025701i,0.00037156+0.0013451i,0.00019412+0.00066003i,-7.7847e-05+0.0001859i,-0.00012842-0.00054639i,-0.00033689-0.00037437i,-0.00050658-0.00051594i,0.00039452-0.00051817i,0.00094445+0.00023239i,0.00051742+0.00046999i,-0.00017089-0.00024261i,-0.00034878-0.00043206i,-6.0784e-05+0.00028353i,-0.00031866+0.0010856i,-0.00026527+0.00084438i,8.7818e-05+6.8645e-05i,-5.3573e-05-0.00090788i,-0.00019075-0.00023598i
0.001341-0.00081377i,0.0011165-0.0015065i,-0.00097914-0.00089903i,-0.0013365+0.00064396i,-0.00076741+0.0017164i,0.00030724+0.0010344i,0.00018619+4.6004e-05i,-0.00088343+0.00021818i,-0.0011251+0.00075344i,-0.00087223+0.0010068i,-0.0015601+0.0010222i,-0.001794+0.0004758i,-0.00080751+0.000838i,-0.00026747+0.001597i,-0.00022507+0.0011188i,0.00044799+0.00043587i,0.0010256+0.00067111i,0.00051334+0.00070613i,-1.5283e-05-5.644e-05i,0.00039518-0.00063577i,0.0010927-0.00040662i,0.0008719-0.00016193i,0.00021738+0.00063875i
0.0032198+3.688e-05i,0.0028556+5.5921e-05i,0.0017191-0.0010446i,-0.00018427-0.001015i,-0.0011794-0.00050583i,-0.00069454-0.00069273i,8.793e-05-0.00023557i,0.0011173+0.00077356i,0.00081567+0.00089446i,-8.9011e-05-0.00025473i,-0.0004847+0.00049878i,-0.00056384+0.0014574i,-0.00052746+0.0010092i,-3.7901e-07+0.00063011i,0.00092328+0.00024776i,0.0012009-0.00028245i,0.00087286-0.00041735i,0.00062179-0.000961i,0.0010828-0.0010067i,0.00061084-0.00052857i,0.00031921-0.0011169i,0.00068835-0.0009463i,0.00024782-0.00032281i
-0.00015823+0.0013034i,0.00030405+0.00020041i,0.0017823+0.00084602i,0.0014325+0.001429i,0.00029809+0.00021026i,-0.00026766-0.0016562i,-0.00061151-0.0018593i,-0.00075859-0.0005839i,0.00031687+0.0008079i,0.0011543+0.00096547i,0.0005752+0.00076506i,0.0007459+0.00025232i,0.00087469-0.00030315i,7.5917e-05-3.1459e-05i,4.4035e-05+1.0373e-05i,0.00020183+0.00023166i,-0.00033341+0.00054092i,-0.00064419-0.0015283i,-0.00025794-0.0020606i,-0.00060822-0.00054868i,-0.00099645-1.9234e-05i,-0.00038657+0.000784i,0.00022229+0.00065016i
0.0012657+6.8167e-05i,5.2444e-05+7.5706e-05i,-0.0011409-0.00066636i,-0.0016071-0.00044692i,-0.0020622-6.43e-05i,-0.0012666+1.4949e-05i,-0.00058623+0.00039173i,-0.00023205+0.00027521i,0.00066641-0.0005364i,0.0005276-0.00032994i,0.001116+0.00013726i,0.001436+0.00041473i,-4.6089e-05+0.00033136i,-0.00067404-5.0628e-05i,-0.00076115-0.00024485i,-0.00021459-0.00043064i,0.0007585-0.00076301i,0.00094033-0.00098032i,0.00031851-0.00060429i,-0.00025873+0.00047388i,-0.00029726+0.001189i,0.00032835+0.0010143i,0.00085224+0.00036281i
-1.6335e-05+0.00022521i,-0.00094024-0.00055039i,-0.0016476-0.00057843i,-0.0010725+0.0016224i,-0.0013147+0.0032194i,-0.0017704+0.0028182i,-0.001226+0.0016812i,0.00010926-0.00017758i,0.00061562-0.00040025i,0.00035823+0.00048062i,0.00044004-2.4893e-05i,0.00039539-0.00095495i,0.0005534-0.00098917i,0.0010911-0.00037726i,0.0011509+0.00013851i,0.00071404+5.7514e-05i,0.00082942-0.00038631i,0.00090377-0.00047844i,0.00062502+0.00030849i,4.1236e-05+0.00093501i,-0.00042338+0.00023819i,-0.00047848-0.00070449i,-0.0001148-0.00043553i
0.00085526+1.3069e-05i,7.7917e-05-0.00049434i,-0.0010508-0.00016092i,-0.0011658+0.00086758i,-0.001055+0.00080622i,-0.00026676+0.00032481i,0.00098578+0.00050294i,0.001285+0.0013124i,0.00068753+0.00141i,-0.00028705+0.00085274i,-0.00072253+0.00013083i,-0.00060381-0.00030853i,-0.00058282+0.00024771i,-0.00028359+0.00029044i,0.00015881+0.00038634i,6.0981e-05+0.00084991i,-0.00066456+0.00045639i,-0.00041839+0.00035111i,0.00054831+0.0005347i,0.0010838+0.00047417i,0.0012524+0.00065997i,0.00088959-4.4917e-05i,-3.582e-05-0.0007711i
0.0018564+0.00092445i,0.00083083+0.00030968i,-0.00038009+0.00033431i,-0.00026719+0.00092362i,0.00017085+0.00095615i,0.0010401+0.00077237i,0.0010778-1.9841e-05i,0.00061136+6.0818e-05i,0.00035835+0.00070443i,-8.2699e-05+0.00061931i,-0.0011244+0.00026797i,-0.0016594+0.00044812i,-0.00098364+0.0010183i,-0.00051256+0.00062792i,-0.00034263+2.276e-05i,0.0003918-0.00036494i,0.001259-0.00049242i,0.0016989+6.8961e-05i,0.0012368+0.00044087i,0.000748-0.00016123i,0.00075253-0.00032173i,-0.00022233-0.00012512i,-0.0004479-0.00037801i
0.00066423+0.0005193i,0.0012425+0.0015962i,0.0016604+0.0010474i,0.0014175+0.00056645i,0.00019979-0.00040474i,-0.00020146-0.0012727i,0.000743-0.00092945i,0.00090545-0.00037318i,0.00098437-0.0003208i,0.0011406-0.00046907i,0.00042891+0.00077228i,0.00016749+0.0010422i,0.00030121+0.00018394i,-0.00031103+2.7478e-05i,-4.3303e-05-0.00070336i,0.00024531+4.3115e-05i,-0.0003428+0.00074881i,-0.00027144+0.00040222i,0.00038067+4.4872e-05i,0.00078335-0.00082644i,0.00022037-0.00087118i,-0.0008616-0.00037935i,-0.0013899-0.00012862i
-0.001387-0.0013398i,-0.0022573-0.00070166i,-0.0027699-0.00076443i,-0.0028452-0.00036314i,-0.0022549-7.8929e-05i,-0.0015148-0.00028358i,-0.0011732-0.00033584i,-0.00051217+5.6613e-05i,0.00056703-5.5505e-05i,0.00073953+0.00033973i,0.00042907+0.0008845i,0.00088951+0.00051615i,0.00032362+0.00075598i,-0.00045972+0.001163i,-0.00063633+0.00033849i,-0.00029009-0.00013015i,0.00030498-4.0217e-06i,0.00041295-2.2452e-06i,-0.00023006+0.00039909i,-0.00067406+0.0010359i,-0.00046182+0.00080393i,-4.5475e-05+0.00040443i,0.00026734+0.00038204i
0.0020155+0.00022539i,0.0014289+6.0436e-05i,0.00062606+0.00082981i,-0.00011825+0.00084545i,-0.0014198+0.00085679i,-0.0017233+0.00053675i,-0.0013876-0.00021576i,-0.00070186-0.0004742i,0.00016161+0.00018152i,6.259e-05+0.0010399i,0.00043663+0.00095575i,0.00083438-0.00011225i,0.00082607-0.0004538i,0.00025113-0.00031558i,-0.00013075-0.00048903i,0.00025886-1.7389e-05i,1.5261e-05+0.00033813i,-0.00034521-7.4531e-05i,-0.0010272-2.8456e-05i,-0.0013915+0.00051999i,-0.00079727+0.00010513i,-0.0002986-0.00012394i,2.0422e-05-0.00016292i
-0.00032562+0.00059955i,0.00028213-0.00031868i,-2.8519e-05-0.00091947i,-0.0015005-0.00065957i,-0.0025348+0.00097526i,-0.0024145+0.0022185i,-0.001741+0.0022932i,-0.0005321+0.0016298i,0.00018161+0.00079754i,0.00048213+0.0010003i,-0.00026734+0.0009055i,-0.0011717-0.0006197i,-0.0009835-0.0011533i,-0.0001606-0.00037209i,0.00010977-0.00032617i,-8.8742e-05-0.00066135i,0.0004082-0.0005611i,0.00024916-0.00068419i,-0.00023958-0.00054002i,-0.00056081+0.00050112i,4.1293e-05+0.0012023i,0.00068738+0.0013646i,0.000157+0.0012659i
-0.0010527+0.00064645i,-0.00043015+0.000816i,0.00065452+0.0011797i,0.00076436+0.0017531i,0.0013259+0.0016065i,0.0014792+0.001137i,0.0012978+0.0004607i,0.00081156+0.00035984i,-0.0001442+0.0012601i,-0.00028319+0.001318i,-0.00055495+0.00063435i,-0.0012252-3.4338e-05i,-0.0014328-0.00065616i,-0.0010094-0.0008186i,-0.00065705-0.00020107i,-0.00021696+0.00036583i,0.00034963+0.00041005i,0.00037845+0.00030577i,0.00050666+0.00068438i,0.00057343+0.00047002i,0.00049113+0.00042799i,0.00045589+0.00045264i,0.00027169+0.00010631i
0.00096748-0.0006446i,0.0011862-0.00028589i,0.00096177+3.3312e-05i,6.6106e-05+7.2875e-05i,0.00053714+0.0007064i,0.0010611+0.0003953i,0.0011913-0.00033577i,0.0017595+7.2854e-06i,0.0015415+0.00061432i,0.0011312+0.00046463i,5.289e-06-0.00010522i,-0.0010707-0.0001484i,-0.00095765+6.6722e-05i,-0.00010274+0.00074696i,0.0008765+0.00080599i,0.0015634+0.00013015i,0.0014254-0.00034698i,0.0007012-0.00022143i,0.00030121-0.0006018i,0.00047748-0.0010744i,0.00052753-0.00021709i,-1.2554e-05+5.0508e-05i,-0.00034328+0.00010191i
0.0013135-0.00093279i,0.00096809-0.00078442i,-0.0003186-0.00047706i,-0.00067962+8.7228e-05i,-0.00036202+0.00055013i,-0.00041858+0.00020945i,-9.9937e-05+0.00020179i,0.00097444-0.0001225i,0.0013057-0.0011113i,0.00077712-0.0011717i,0.00015672-5.7589e-05i,0.00044136+0.00062i,0.0012934+0.00045432i,0.0013901+0.0010921i,0.00036094+0.0008573i,-0.00073953+0.00012037i,-0.00055415+4.9802e-05i,-7.5171e-05-0.00033007i,-0.00024331-0.00085198i,-0.00048948-0.00088718i,-5.488e-05-0.00059011i,0.00042271-0.0004243i,6.1559e-06-0.00012715i
-0.00046288-0.00049232i,-0.00026085+0.00027817i,-0.00047384+0.00066201i,-0.00022382+0.00024047i,-0.00027974+0.0010727i,-0.00092231+0.0013222i,-0.00078345-2.7973e-06i,-0.00018691-0.00080817i,0.00030148-0.00024933i,3.7659e-05+0.00037565i,0.00039972+0.00081396i,0.0014923+0.00080157i,0.0014343+0.00046929i,0.00095616-0.00028722i,0.00057927-0.00064504i,0.00017081+2.586e-05i,1.5388e-05-0.00050576i,-0.00039342-0.0010993i,-0.00073229-0.0008613i,-0.00061113-0.00067713i,-0.00036394-0.00082522i,6.6843e-05-0.0011236i,3.8594e-05-0.0007621i
0.00073148+0.0013359i,0.00091157+0.00073189i,0.00013545-8.0442e-05i,-0.00023895-0.0005822i,-0.00082501-0.00076821i,-0.0026839-0.00026767i,-0.0028378+2.7597e-05i,-0.001454-0.00022441i,-0.0007723-0.00060345i,-0.00068588-0.00065023i,-0.00014511-0.00033236i,0.00028447-6.3092e-05i,-0.00025424-0.0010483i,0.00018098-0.00013196i,0.00064438+0.0014073i,3.5767e-05+0.0013271i,0.00022392+0.00044717i,0.00022238-0.00016861i,-0.00074593-0.00051924i,-0.00069921-0.00053445i,9.6946e-05-5.6975e-05i,-1.9699e-05-6.8308e-05i,-0.00077737+8.0201e-05i
0.00013166-0.00042382i,-0.00051997-0.00062692i,-0.00090256+0.00055704i,-0.00095776+0.0018884i,-0.00070578+0.0019764i,-0.0007023+0.00249i,-0.0003885+0.0026895i,-0.00062012+0.0014915i,-0.0011555+0.00051732i,-0.00096438+0.00061844i,-0.00062601-0.00043898i,-0.00093754-0.00067402i,-0.001062+0.00063914i,-0.0006937+0.00070003i,0.00013827+0.00021988i,0.00057177-4.7507e-05i,1.4372e-05-0.00024546i,-0.00062214-0.00014122i,-0.00060389+0.00029573i,0.00043723+0.00072478i,0.00046736+0.0010549i,-0.00069316+0.00056188i,-0.00088386-3.9587e-05i
0.00056222-0.0030569i,1.8227e-05-0.0033874i,-0.00076575-0.0024667i,-0.0017137-0.00038166i,-0.0019995+0.0012491i,-0.0011098+0.0022549i,4.701e-05+0.0021034i,0.00021731+0.0015825i,-0.00075792+0.0014976i,-0.00058724+0.0011231i,-0.00039842+0.0005231i,-0.0010721+0.00055691i,-0.0013684+0.00054007i,-0.00065256+0.00011128i,0.00021623-0.00044866i,0.00025861-0.00064901i,0.00010911-0.00041443i,0.00052637-0.00069788i,0.0008675-0.00062797i,0.00085843-3.0233e-05i,0.00082781-0.00012452i,0.00068359-0.00052452i,0.00031254+0.00046779i
0.00056636+0.00034601i,-0.00016268-0.00052519i,-0.0010556-0.00053613i,-0.0009575-0.0001346i,-0.00034593+0.00040368i,-2.6687e-05+0.0010743i,0.00046561+0.0008989i,0.0016043+0.0013909i,0.0012093+0.0016402i,0.00017036+0.00062028i,-0.00028879+0.00031751i,3.1173e-05+0.00065582i,-0.00080568+0.00091542i,-0.00082533+0.00090378i,0.0005674+0.00062339i,0.0002118+0.00022568i,-0.00074515+0.00020153i,-0.00048445-0.00035301i,0.00052017-0.00088078i,0.00090437-0.00072879i,0.00072531+0.0001349i,-8.4864e-05+0.00039071i,-0.0010464-0.00049214i
-0.00021382+0.001036i,0.0003783+0.00074104i,0.0006221+0.00071743i,0.00075816+0.0022918i,0.00024046+0.002836i,-5.885e-05+0.0014844i,0.00048661+0.00024755i,0.00090844-0.00043252i,0.0010281-0.00070713i,0.00036668-0.0014439i,-0.00023679-0.00055318i,0.0002736+0.00095043i,0.00024299+0.00092242i,-3.9179e-05+0.0011313i,0.00027314+0.00088584i,0.00069258+0.00025495i,9.4091e-05+0.00024618i,-0.00049514+0.00011245i,-0.00039702+0.0001715i,-5.816e-05+0.00046893i,0.00016205+0.00017149i,-0.00054983-0.0003149i,-0.00061386-0.00070493i
0.00047698+2.5533e-05i,0.0011529+0.00077514i,0.0010747-0.00040787i,2.304e-05-0.00011903i,-0.0017086+0.00066162i,-0.0019171+5.1415e-05i,-0.00086486-0.00072158i,1.6092e-06-0.0011286i,-0.00024423-0.0011753i,-0.00059962-0.00046121i,4.8765e-05+0.00030048i,0.0009641+0.00066003i,0.00041064+0.00026357i,-1.2093e-05-0.00015799i,0.00046719+2.9835e-05i,0.00062424+0.00012662i,0.00068526-0.00032584i,5.5546e-05-0.00071863i,-0.00022498+0.00010953i,0.00021466+0.00028428i,-0.00027383-0.00057321i,-0.00043767-0.00072717i,-0.00019658-0.00049713i
0.00062262-0.00060965i,0.0012339-0.00012494i,0.0010477-0.00041939i,8.8954e-05-0.00061528i,-0.00077584+0.00034353i,-0.0010123+0.00051768i,-0.0018165+0.00034532i,-0.001752-0.00014678i,-0.0009794-0.00043587i,-0.00089544+0.00082326i,-0.0003433+0.00093398i,0.0006531-0.00052293i,0.00081158-0.00074237i,0.0010516+0.0002932i,0.00092671+0.00057035i,0.0011401-0.00019103i,0.00099514+0.00019822i,0.00055789+0.0015763i,0.00040488+0.0018754i,7.3426e-05+0.0013609i,0.00028709+0.00077637i,0.00058662+0.00037432i,0.00075385+0.00016781i
0.0021585+0.002517i,0.0021624+0.0017214i,0.0016311+0.002004i,0.0012897+0.0017563i,0.0010661+0.0011403i,-0.00077818+0.00104i,-0.0010365+0.00099673i,-0.00020333+0.00086638i,0.00019165+0.00057165i,0.00073882+9.788e-05i,0.00043942+0.00012351i,-0.00045781+0.00074236i,-0.00073882+0.00052242i,-0.00018303+0.00034826i,0.00056818+0.0010194i,0.0013774+0.00096425i,0.0011204+0.00022239i,0.00053529+3.865e-05i,0.00025463+0.00020906i,-6.1609e-05-7.5523e-05i,-3.1498e-05-0.00025639i,-8.2468e-05+0.00017622i,-0.00048616-2.5868e-05i
0.00020078-0.0017865i,0.00047449-0.0012958i,2.0144e-05-0.0008267i,-0.00056659-7.7918e-05i,-0.0012444+0.0015179i,0.00012577+0.0025359i,0.001807+0.0022236i,0.0011011+0.0012763i,0.00069198+0.0011997i,0.0011131+0.0015444i,0.00038886+0.0010517i,-0.00055982+0.00092998i,-6.9669e-05+0.00098629i,0.00045005+8.3326e-05i,-8.5643e-05-0.00065493i,-0.00035181-0.0003277i,0.00031167+0.0002346i,0.00031378-9.0463e-05i,0.00040618-0.00052081i,0.00070913-0.00069498i,0.0011317-0.0011474i,0.001338-0.00093569i,0.00027436-0.00063101i
0.00031869+0.0015088i,-6.1218e-06+0.0016545i,0.00068892+0.00096273i,0.00039108+0.00035456i,-1.4668e-05+8.0664e-05i,0.00058784-0.00020658i,0.0010901+5.4196e-05i,0.0015748+0.0012287i,0.0018158+0.0013321i,0.00093786-4.8117e-05i,-0.00062859-0.00090285i,-0.0010199-0.00047591i,-0.00049771-4.6332e-05i,-0.00014539+0.00029318i,-0.00033222-4.0785e-05i,-0.00076023-0.00061022i,-0.00047346-0.0013315i,-2.7944e-05-0.0012508i,0.00012141+3.4894e-05i,8.2368e-05-0.00032312i,6.933e-05-0.0012698i,9.9816e-05-0.0006101i,-0.00010616-0.00011175i
0.00059161-0.00053432i,-0.0009601+0.00054011i,-0.0016242+0.00047975i,-0.0013987+0.00066063i,-0.0012603+0.00096901i,-0.00055559+0.0013918i,0.0011356+0.00019943i,0.0021096-0.0018427i,0.0018182-0.0021341i,0.00026219-0.00066665i,-0.00057746+0.00019302i,-0.00024988-0.0004299i,-0.00038996-0.00066877i,-0.00071914+4.8234e-05i,-0.00026274+0.00058688i,-0.00019772+0.00015455i,-9.127e-05-0.00041218i,0.00068736-0.00018771i,0.0001093+0.00033202i,-0.00083916+0.0003578i,-0.00037873-6.8025e-06i,0.00043711-0.00051094i,0.00097349-0.0007683i
0.0014482+0.00089038i,0.0020955-9.1448e-05i,0.0012581-0.00039382i,0.00018564-0.0003987i,-0.00062393+0.00031772i,-0.0017783-2.6097e-05i,-0.0018174-0.0011315i,-0.00080735-0.0019227i,0.000222-0.0018717i,-6.7165e-05-0.0012981i,-0.00056243-0.00050776i,-0.00052848-0.00047792i,-0.00060466-0.00010595i,-0.00026747+0.0011729i,0.00072599+0.0013459i,0.0011054+0.0013578i,-0.00010686+0.0017929i,-0.0010657+0.0013366i,-0.0011819+0.00034898i,-0.0012418-0.0002314i,-0.001058-6.6596e-05i,-0.00077579-5.4386e-05i,-0.00063409+0.00030065i
0.0011375-5.3459e-05i,0.0010776+0.0012937i,0.00077156+0.00093612i,-0.0004914+0.0011894i,-0.0020381+0.0019689i,-0.0028472+0.0010546i,-0.0026069+0.00044905i,-0.0015732+0.00016388i,-0.00060008-0.00038483i,-0.00022585+0.00034887i,-0.00076083+0.0010989i,-0.00059461+0.00028832i,0.00016399-0.00033737i,0.00092331-0.00059749i,0.0011683+0.00046802i,0.00063607+0.0011035i,0.00036913+0.00047618i,0.0004394+0.00068396i,0.00030061+0.00056918i,0.00019529+0.00023158i,0.0009306+7.5982e-06i,0.00077144+0.00018253i,-0.00017354+0.00056198i
