-0.0043417+0.0014969i,-0.00028973-0.0003704i,-0.00077295-0.0012406i,-0.001425-0.0010467i,0.00037678-0.00076577i,0.0021199-0.0014368i,0.00147-0.00054186i,0.00014518+0.0012657i,0.00043853+0.0014216i,0.0011113+0.00068798i,0.00087752+0.00028891i,0.0014155-0.00031786i,0.0019847-0.00060748i,0.0015009-0.00044389i,0.0012443-0.00062475i,0.00072361-0.00065923i,0.00017204-0.00015897i,-0.00023433+0.00033943i,-9.747e-05+0.00038298i,-0.00024531-8.443e-06i,-0.00072431+0.00040561i,-0.00095751+0.0010068i,-0.00062509+0.00076832i
0.0013708+0.002875i,0.0040261+2.3441e-05i,0.0045683-0.00314i,0.002952-0.0035526i,0.0015076-0.0028858i,0.00064726-0.0025642i,0.00045241-0.0014471i,0.00076469-0.00013304i,0.00080817+0.00037743i,0.0010014-0.00034613i,0.0006709-0.00021448i,-0.00025592+0.00056531i,-0.0012299+0.0004518i,-0.0011475+0.00016809i,-0.00037941-0.00033194i,0.00061454+1.2256e-05i,0.0013438+0.00030726i,0.00051031-8.9e-05i,-0.00022935-2.1285e-06i,-0.00041123+0.00027834i,-0.00019325+0.00032308i,-0.0002187+0.00029767i,-0.000146+0.00019358i
-0.0012658+0.00070107i,0.001717+0.00087851i,0.001816-0.00099721i,0.0012724-0.0016071i,0.0012616-0.0014692i,0.0016576-0.001157i,0.0016863-0.000803i,0.0011153-0.00028153i,0.00098772+0.00061545i,0.00089327+0.0013687i,0.00068973+0.0014559i,0.00032105+0.00080753i,0.00011497+0.00022149i,0.00059545-0.00011975i,0.00044547-8.7623e-05i,-2.096e-05+0.00010165i,0.00043795+0.00021607i,0.00046037-9.9876e-05i,-0.00052105-0.00077025i,-0.00078962-0.0010271i,-0.00025345-0.00057371i,2.6616e-05-0.00018147i,-0.00025026+0.00029682i
-0.0014512+0.0023528i,0.0021647+0.0010428i,0.0037165-0.0010865i,0.002772-0.0015277i,0.0011066-0.001602i,-0.00010923-0.0015839i,-0.00041231-0.0010591i,0.00029372-0.0002071i,0.00051081+0.00045413i,-0.00039703+0.00077373i,-0.00092346+0.00043368i,-0.00065008+3.9642e-05i,-0.0011064+0.00031i,-0.0011521+0.00095484i,-0.00058299+0.00079609i,-0.00021793+4.5253e-05i,-0.00054534-1.7975e-05i,-0.00056063+0.00059163i,0.00023165+0.00046981i,0.00052168+8.8571e-07i,0.00031994+6.7111e-05i,-0.00035959-0.00037321i,-0.00059097-0.00077054i
-0.00071738+0.00027299i,0.0016964-0.0018298i,0.0020381-0.004107i,0.00098252-0.0039353i,0.00068341-0.0027048i,0.00014617-0.0023011i,0.00060805-0.0011921i,0.00085913+0.00023288i,5.6945e-05+0.00010736i,-0.00010113-0.00046519i,0.00021474-0.00028273i,0.00023445+0.00017887i,0.00051023-3.849e-05i,0.00064758+9.7158e-05i,-0.0003969+0.00037709i,-0.00082274+5.0198e-05i,-0.00022091-0.00099495i,0.00051756-0.0014464i,0.0012712-0.00079661i,0.00074371+9.6329e-05i,0.00028598-4.0658e-05i,0.00024825-0.00024309i,0.00049914-6.9923e-05i
0.00036108+0.0022244i,0.0037121-0.00025534i,0.0051778-0.0021259i,0.0039446-0.0018281i,0.0031117-0.0013404i,0.0021315-0.0013851i,0.00062417-0.00083559i,0.00053677+0.00028009i,0.0011177+0.00067344i,0.0015806-0.00017459i,0.0010949-0.0003402i,-2.6073e-06+0.00025808i,-7.3507e-05+0.00078542i,7.9153e-05+0.0010596i,4.6638e-05+0.00029615i,-0.00070098-0.00022871i,-0.00041585-0.00046623i,0.00028776+0.00020915i,0.00055401+0.00055073i,0.00015712-0.00034703i,-0.00065642-0.00020134i,-0.0010089-0.00030687i,-0.00079101-0.0013403i
-0.00063925+0.0021097i,0.0022297+0.00062331i,0.0033059-0.0013137i,0.0013248-0.0017621i,0.00036072-0.0013881i,0.00099934-0.0017248i,0.0012482-0.0013083i,0.00038863-0.00042169i,0.00013179-2.1413e-05i,0.00090962+0.00051395i,0.00088644+0.0010551i,0.00043186+0.0010787i,0.00010809+0.0014396i,-0.00060619+0.0008488i,-0.00023839-0.00014119i,0.00067883-0.00032313i,0.00084658-0.00048888i,0.00086208-0.00038412i,0.00078202-0.00022348i,8.8917e-05-0.00014121i,0.00036799-3.7473e-05i,0.0005072+0.0003337i,-0.00013266+0.00067295i
-0.0011484-0.00036119i,0.0021903-0.0015417i,0.0032881-0.0029144i,0.0024871-0.0028436i,0.0017028-0.002012i,0.00076598-0.0020787i,0.00076776-0.0013643i,0.00092923+0.00031064i,0.00046369+0.00071614i,0.00033202+0.00020952i,0.00036837+0.00046014i,0.0005444+0.00069896i,0.00070379+0.00056136i,0.00033606+6.2192e-05i,0.00010688-0.0006795i,0.00012786-0.0013861i,-0.00012062-0.0011218i,-0.00084014-0.00026196i,-0.0010766+1.5981e-06i,-7.3328e-06-0.00021697i,-0.0001912-0.00035372i,-0.00036393-0.00024573i,-0.00027384+0.00022018i
0.00053105+0.00055745i,0.0042575-0.00034703i,0.0055149-0.0028055i,0.0036968-0.0031773i,0.0016503-0.0024993i,0.00053001-0.0016874i,0.00050859-0.00061797i,0.00061245+0.00056181i,0.0002866+0.00097756i,0.00017769+0.00037648i,5.5037e-05+0.00072648i,-0.00072702+0.0014847i,-0.00098454+0.00093864i,-8.7485e-05+0.0003716i,0.00043866+0.00033772i,0.00064502+0.00038584i,0.00055513-0.0001677i,0.00049551-0.0011761i,0.00044679-0.00097871i,-0.00031422-0.00082027i,-0.00054666-0.0010156i,-0.0005971-0.00034085i,-0.00057546+0.00047199i
0.00039144+0.0024474i,0.0034024+0.0013775i,0.0043835-0.00083808i,0.0026567-0.0015866i,0.0017914-0.0013941i,0.00092021-0.0016456i,-0.00011726-0.00094681i,1.0209e-05-0.00026512i,0.0007457+0.00020695i,0.00095684+0.00044362i,0.0002972-0.00025071i,-0.00047457+0.00029393i,-0.00084823+0.00032342i,-0.00094568-0.00025752i,-0.00071075+0.00023849i,-0.00073594+0.00022905i,-0.00088765-0.0001411i,-0.00041889-0.00056284i,-0.00037098-0.00058319i,-0.00024169+2.3567e-05i,-1.411e-05+0.00030184i,-0.00048369+9.5441e-05i,-0.00080222+0.00056641i
0.00020612+0.0030099i,0.0017376+0.0010771i,0.0023062-0.00085242i,0.0013048-0.0013389i,0.00068283-0.0014945i,0.00052942-0.0016329i,0.00048337-0.00074989i,0.0013048+0.00082961i,0.0012864+0.001822i,0.0011424+0.0012222i,0.0016167+0.00072433i,0.00088481+0.0012852i,-0.00052241+0.0012086i,-0.00013962+4.2617e-05i,0.00031058-0.00060766i,-0.0003814-0.00064693i,-0.00073178-0.00052242i,-0.0008134-0.00010877i,-0.00019367+0.00023085i,0.00064693+0.00070988i,0.0002111+0.00057853i,-0.0004765-0.00025577i,-0.00018199-0.00063512i
-0.00032291+0.00047131i,0.0025786-0.0011228i,0.0025501-0.0020278i,0.00096153-0.0014558i,0.0010596-0.0010115i,0.0016769-0.00096555i,0.0012133-0.0012704i,0.00046722-0.00073938i,-0.00025822+6.4504e-05i,9.949e-05+0.00091165i,0.00030192+0.0010071i,0.00045302+0.00015111i,0.00051711-0.00023867i,0.00017337-0.00031399i,-0.00060229-6.5002e-05i,-0.00062758-0.0003481i,-0.00014731-0.00018968i,0.00011779+0.00012927i,-2.02e-06-0.00034425i,0.00019923-0.00012916i,0.0004388-4.2788e-05i,-5.6615e-05-9.0696e-05i,-0.00027705-0.00060785i
0.00026177-0.00021071i,0.0014134-0.0021251i,0.00075824-0.0035534i,-0.00052312-0.0021498i,-0.00069152-0.001059i,0.00054631-0.00055248i,0.00083566-6.7712e-05i,0.00039781+5.2495e-05i,0.00043737-1.8417e-05i,9.2965e-05+0.00073317i,0.00010813+0.0012373i,0.00075094+0.0011216i,0.00090967+0.0010439i,-7.2988e-05+0.00097592i,-0.00019352+0.0011828i,0.00013552+0.0011693i,-0.00051043+0.00059778i,-0.00052524+2.768e-05i,0.00017202-0.00070099i,-0.00033659-0.00078073i,-0.00046551-0.00089353i,-0.00021269-0.00032688i,-0.00047283-0.00031143i
0.00016796-0.0023139i,0.0023705-0.0040351i,0.0020023-0.0055895i,0.00036021-0.0048142i,9.0543e-06-0.0026581i,0.0011504-0.0014361i,0.0018972-0.0010741i,0.0021687-0.00026489i,0.0016287+0.00042124i,0.00086155+0.001163i,0.00016244+0.0015936i,-0.00031857+0.001184i,-0.00040461+0.0010614i,-0.00025173+0.0009672i,0.00050241+0.00031185i,0.00080359-0.00049763i,0.00048035-0.00048091i,0.00054784+0.0002678i,0.00050167+0.00061799i,0.00052876-5.0412e-05i,2.9839e-05-0.00033853i,-0.00045626-0.00037383i,-0.00029697-0.00039743i
-0.00098246-0.00060097i,0.0019419-0.0019554i,0.0038266-0.0029872i,0.0035293-0.0016901i,0.0033077+3.5046e-05i,0.0025601-0.00031746i,0.0015648-0.0010611i,0.0011014-0.0010459i,0.00077835-0.00033162i,0.00017307+0.00073431i,-0.00029075+0.00084664i,1.6185e-05+0.00078023i,0.00056106+0.00068405i,0.0004783-9.4137e-05i,0.00048022-0.00018358i,0.00038662-2.6103e-05i,-0.00011896-0.00027512i,-0.00043528-0.00011906i,-0.00064647-0.00039511i,-0.0006165-0.000733i,-0.00078205-0.00024916i,-0.00084563+0.00050479i,-6.8079e-05+0.00067344i
-0.00021742+0.00043328i,0.0036817-0.0016892i,0.0038386-0.0027952i,0.00011673-0.0021625i,-0.0019918-0.001394i,-0.0016575-0.0013215i,-0.0014602-0.00067172i,-0.0012917-9.6176e-05i,1.0985e-05+4.5624e-05i,0.00076879+0.00045503i,5.3674e-05+0.00051597i,-0.00016544+0.00036429i,3.4661e-06+0.00031712i,-0.00041341+0.00013772i,-0.0005826-0.00037385i,-0.00039361-0.00050305i,-0.0005678-3.1411e-05i,-0.00042479+0.0002834i,-0.00025823-0.000406i,-3.2911e-05-0.00080366i,0.00012937-0.00042878i,-0.00024437-0.00018778i,-0.00020906-0.00042665i
-0.00026328-0.00024357i,0.00339-0.002343i,0.0049903-0.0043769i,0.0041437-0.0043924i,0.0029535-0.0032262i,0.0020593-0.0024157i,0.00080097-0.001229i,-0.00016984+0.00020635i,-0.00033896+0.00055815i,4.1968e-05+0.00014689i,-0.00069514+0.00015914i,-0.00076667+0.00036278i,0.00021551+0.00046663i,0.00052667+8.041e-05i,0.00045186-0.00091688i,0.00030973-0.00074664i,0.00014692-0.00027518i,-0.00046691-0.00026401i,-0.0013524-8.7627e-05i,-0.00070809-0.00048807i,-0.00050678-0.00068177i,-0.00041721-0.00043897i,-0.00056915+0.00022359i
0.00067575+0.0011465i,0.004226-0.0005765i,0.0050909-0.0017857i,0.0036356-0.001827i,0.0014384-0.0008764i,0.00034612-0.00014074i,-0.00050655+0.0011162i,-0.00023399+0.0018186i,0.00043527+0.0011196i,0.00028935+0.0007041i,-0.00016158+1.7729e-05i,0.00020682-4.05e-05i,0.0007205+0.00089316i,0.00053495+0.00072936i,0.0003985+0.00020273i,0.00036515+0.0003128i,-0.0004017-3.1373e-05i,-0.00023295-0.00049778i,-0.00014871-0.00020336i,-0.00056593+7.3302e-05i,-0.00055492-8.1295e-05i,-0.00083479-0.0003305i,-0.00076749+0.0001075i
1.1597e-05+0.0004941i,0.0019978-0.0005002i,0.0022542-0.0024576i,0.00079484-0.0025564i,-1.3241e-05-0.0019537i,-0.00042797-0.0019355i,-0.00086848-0.0010826i,-0.00090873+0.0005931i,-0.00086812+0.0009328i,-0.00044705+0.00038261i,-0.00016661-0.00042486i,-0.0004463-0.00077536i,-0.00070808-0.00070771i,-0.00035545-0.00074488i,-0.0002085-0.00046103i,-0.00012033-0.00075932i,2.9021e-05-0.00077704i,0.00027978+0.00039411i,5.4432e-05+0.00084707i,-0.00033245+4.3372e-05i,0.00015593+5.5227e-06i,0.00076021+0.00076421i,0.0004805+0.00071118i
0.00017008-0.00063427i,0.0027578-0.0023626i,0.0023208-0.0051028i,0.0011059-0.0051496i,0.0011304-0.0033496i,0.00048765-0.0020962i,0.00031289-0.00082079i,0.00081692+0.00055494i,0.0005992+0.00074289i,-0.00027522+0.00024731i,-0.00070563+0.0007018i,-0.0001253+0.0010805i,0.00012702+0.00084916i,-0.00052273+0.00085i,-0.00017468+0.00062712i,0.00067849+0.00036595i,0.001003+0.00011175i,0.00085234-0.00010382i,0.0005573-0.00047368i,0.00047439-0.00048305i,0.00035175-3.4263e-05i,-3.8362e-05-0.00012918i,-0.0005856-0.00041342i
0.00078739+0.00099807i,0.00364-0.0025954i,0.0052797-0.0048268i,0.0040075-0.0036516i,0.0014931-0.0021906i,-0.00019675-0.0013359i,-0.0005793-6.263e-05i,0.00025628+0.0012538i,0.0011278+0.0013912i,0.00064397+0.00079519i,0.00036923+0.00087407i,-0.00019576+0.001205i,-0.0010431+0.0015457i,-0.0012492+0.0014414i,-0.0011027+0.00063447i,0.0001957+0.00016766i,0.0012127+0.00031154i,0.00072261+3.0909e-05i,-0.00033694-0.00014525i,-0.00015029+0.00046214i,0.00062438+0.00077034i,0.00083676+2.2914e-05i,1.8889e-05-0.00077441i
-0.00056331+0.00030237i,0.0026903-0.0010767i,0.003303-0.0030456i,0.0016631-0.0026429i,0.00043071-0.0016953i,0.00014003-0.0016606i,6.9515e-05-0.0010334i,2.3786e-05-8.3215e-05i,0.00095434+0.000343i,0.0010418+0.00073525i,0.00035298+0.00071285i,0.00060444+9.5859e-05i,0.00062392-0.00019224i,0.00071381-0.0002895i,0.0007207+7.9328e-05i,0.00058696-0.00012234i,0.00052558-0.0009226i,0.00011666-0.00055484i,0.00012141-0.00045628i,-0.00012199-0.0010819i,-0.00090604-0.00093609i,-0.00039612-0.0005262i,0.00036081-2.9275e-05i
0.0037836+0.00052854i,0.0068904-0.0010391i,0.0059249-0.0030321i,0.0031165-0.0034289i,0.0014973-0.002363i,0.00068295-0.0013228i,-0.00031756+3.4274e-05i,-0.00048812+0.0007576i,0.00068132+0.00087825i,0.00035717+0.00099691i,-0.00096786+0.00073288i,-0.00075939+0.00041338i,-0.00061625-0.0001222i,-0.001019-0.00025321i,-0.00082814+0.00039821i,-0.00055697+0.00025015i,-0.00027442-0.00048821i,-0.00091645-0.00012477i,-0.0016358+0.00022847i,-0.00085604+0.00047483i,-0.00016996+1.1848e-05i,-0.00021923-0.00028884i,-0.00042672-0.0004141i
-0.0017441-0.0012265i,0.0014285-0.0001498i,0.0033228+0.00024262i,0.0031804-0.00029246i,0.0026786-0.00054632i,0.001963-0.00099281i,0.00064001-0.000828i,0.00012058-0.00035388i,-0.000121-5.691e-05i,-1.1789e-05-0.00026309i,-0.00019992-5.532e-05i,-0.00086173+0.00064836i,-0.0010338+0.00035565i,-0.0002182-0.00059861i,0.00011655-0.0010981i,3.6532e-05-0.0005964i,-0.00011612-4.8308e-05i,-0.00032838-4.6389e-05i,-0.00037177-9.2066e-05i,-0.00095998-0.00012712i,-0.0014043-0.00034302i,-0.00060762-0.00058124i,-0.00018882-0.00071802i
0.0015531-0.00056616i,0.0042628-0.0019287i,0.0035118-0.0027405i,0.00063374-0.0021638i,9.3447e-06-0.00088529i,0.00076848-0.00029964i,0.00054046-8.2393e-05i,0.00064492+0.00023905i,0.00045829+0.0008159i,-0.00025484+0.00089271i,-0.00024065+0.00038666i,-0.00021958+0.00012343i,-0.00048028-0.00054497i,-0.0006678-0.00039368i,-0.00057956-0.00018465i,0.0002556-0.00066618i,0.00078951-0.00030194i,0.00029797+0.00038476i,0.00035569-2.818e-05i,0.0007363-0.00049969i,0.00023828-0.00070552i,-0.00043543-0.00056246i,-0.00056897-0.00047557i
0.0035712+0.0036918i,0.0069712-0.00052958i,0.0076754-0.004804i,0.0050987-0.0051037i,0.0026049-0.0038102i,0.00072264-0.0028497i,-0.0007554-0.0015015i,-0.00041764-0.00045056i,0.00067889-0.00048019i,0.00014974-0.00090112i,-0.00080885-0.00028521i,-0.0012534+0.00057786i,-0.00078343+0.00037071i,-0.0010887+0.00013318i,-0.0021318-0.00012831i,-0.0013097-0.00057895i,-0.00037831-0.0006061i,-0.00058848-0.00045348i,-0.00047465+0.0001343i,-0.00013076+0.0010172i,-0.00033358+0.00092841i,-0.00060088+0.00019168i,-0.0011118-0.00043879i
-0.0014419-0.0012861i,0.0012514-0.0022463i,0.0013549-0.0031697i,0.00073974-0.0021056i,0.0016027-0.0013597i,0.0017601-0.001614i,0.00049675-0.00095546i,0.00040644-0.0005726i,0.00020357-0.00036665i,-0.00026342+0.00053923i,-9.3062e-06+0.0010692i,-7.1366e-05+0.0014165i,0.00028879+0.00090262i,0.00078366-0.00033715i,0.00083229-0.00033701i,0.00012575-0.00041544i,-0.0001498-0.00094459i,0.00045513-0.00097825i,0.00089236-0.00061342i,0.00049053+2.3348e-05i,-0.00033569-3.7807e-06i,-0.00059505-0.00036356i,-4.6396e-05-0.00015575i
0.0010923-5.9367e-05i,0.0043206-0.0026857i,0.0035685-0.0042359i,0.00077878-0.0022074i,-0.00024961-0.00081306i,0.00011274-0.00056275i,0.00033238-0.00028031i,-0.00049171-0.0004581i,-0.00099473-0.00043356i,-0.00025978+0.00034053i,-0.00023853+0.0011035i,-0.00059881+0.00086658i,0.00019557-0.0003809i,0.00075879-0.00063741i,0.000887-0.00010358i,0.0012164+0.00012194i,0.0011978-0.00052246i,7.8686e-05-0.00024927i,-0.0007844-0.00019818i,-0.00050283-0.00018457i,0.00025335+0.00066321i,0.00059441+0.00056387i,-0.00043077+0.00024521i
0.0010771-0.00025407i,0.0043143-0.0017043i,0.0044612-0.0031691i,0.0028749-0.0031556i,0.0017461-0.0022836i,0.0012373-0.0018627i,0.0011809-0.00082791i,0.0016543-9.1153e-06i,0.00152+0.0001847i,0.0010994+0.00026028i,0.00023077+0.00024759i,-0.00068566+0.00055973i,-0.00090887+0.00065787i,-0.0011008+0.00020084i,-0.0004776+9.4557e-05i,-0.00016412+0.00014183i,0.00010321-0.00012619i,-8.6081e-05-0.00063021i,-0.00082568-0.00043826i,-0.00089342-0.00011258i,-0.00094841-0.00011485i,-0.00071826+0.00034897i,0.00044369+0.0003071i
0.0010253+0.00081157i,0.0050149-0.00028118i,0.0046131-0.0014969i,0.0031152-0.00071698i,0.0027186-0.00067014i,0.0017338-0.0015824i,0.00079418-0.0018733i,0.00045607-0.00080777i,0.00050648+0.00040201i,0.00029816+0.00042079i,-0.00074076-0.00014259i,-0.00054699+1.5828e-05i,0.00078433+9.2109e-05i,0.00048926-0.0004192i,0.00039319-0.0004052i,0.00066067+0.00047895i,-0.00022733+0.00029917i,-0.0010183-0.00067203i,-0.0010678-0.00020663i,-0.0010734+7.0191e-05i,-0.00086167-0.00034107i,-0.00079041-0.00059317i,-0.00095704-0.00043743i
-0.00087879+0.0010852i,0.0029034+0.0011081i,0.0028473-5.6011e-05i,0.0015298+0.00021206i,0.0026308-0.00031102i,0.0026205-0.00079386i,0.0010535-0.00013639i,0.00059949-0.00047233i,0.00070192+3.0698e-05i,0.00074358+0.00097735i,0.00081273+0.00083515i,6.6905e-05+0.0011816i,-3.9898e-05+0.00061922i,0.0009969-0.001082i,0.0011953-0.0010703i,0.00075218-0.00053139i,0.00011814-0.0002931i,-0.00025238-0.00036219i,-0.00024076-0.00095848i,-3.2745e-05-0.00084144i,-0.00010136-0.0007176i,-0.00048941+6.1376e-05i,-0.00099672+0.00031149i
0.0017757+0.00045216i,0.0040659-0.00026552i,0.0039742-0.0024818i,0.00105-0.0036381i,3.9564e-05-0.0035657i,7.6209e-05-0.0027292i,-0.00016219-0.0011651i,7.1982e-05-0.00040747i,0.00077438-4.4005e-05i,0.0010347-0.00035079i,0.00079958-0.00068375i,0.0001762+0.00014377i,-0.00025885-0.00026865i,-0.00074983-0.0012945i,-0.0014002-0.0003372i,-0.00077045-0.00022642i,-0.0002487-0.00035993i,-0.00066052+0.00039214i,-0.00012541+0.00033734i,0.00089298+0.00018067i,0.00041775+0.00045958i,-0.00013999+0.00064062i,-0.00065854+0.00046702i
-0.00060592+0.0018743i,0.0039899+0.00034804i,0.0063109-0.0011259i,0.005912-0.001414i,0.0043287-0.0017377i,0.0023039-0.0029805i,0.0010394-0.0025412i,-0.00011675-0.00043868i,-0.00017444+0.000625i,0.00037371+0.00033278i,1.1649e-05+0.00013808i,-0.00036683+0.00087782i,2.9519e-05+0.001028i,0.00032169-0.00024568i,0.00079884-0.0014558i,0.0011186-0.001068i,0.00079671+8.1458e-06i,-6.0657e-05+0.00039267i,-0.00058534-0.00044347i,-1.6992e-05-0.0010035i,0.00028692-0.00051422i,-0.00041282-0.00021766i,-0.00090786-8.0192e-05i
0.00058155+0.0013234i,0.0039114-2.8849e-05i,0.0043734-0.0017831i,0.0016961-0.00093864i,0.00041986-0.00032836i,0.00040659-0.0015206i,0.00054113-0.0018029i,0.00084111-0.00031889i,0.0016494+0.00091395i,0.0014671+0.00079568i,6.4469e-05+0.000336i,-0.00031131+3.3147e-05i,2.1614e-05-0.00013707i,9.1373e-05-8.2333e-05i,-0.00011959-9.1015e-05i,-0.00039914-0.0011659i,8.7368e-06-0.0014532i,9.8885e-05-0.0010429i,7.0445e-05-0.00026896i,3.4628e-05+5.386e-05i,-0.00014334-2.9357e-05i,-0.00052806+6.2785e-05i,-0.00014066-0.00017133i
-0.0015135-0.00013388i,0.0016411-0.0019294i,0.0030967-0.0036802i,0.0023528-0.0026719i,0.00095459-0.00051377i,1.0054e-05-0.00035444i,0.00064393-0.00064762i,0.0014797+0.00035898i,0.0013171+0.00073807i,0.0013739+0.00097268i,0.00026389+0.0017723i,-0.0010825+0.0017347i,-0.00053794+0.0012615i,0.00027446+0.001393i,0.00062688+0.00096861i,0.00025567+7.267e-05i,-0.00021149-0.00075247i,-0.00034924-0.00068831i,-3.6535e-05-0.00057927i,0.00028577-0.0011104i,-0.0002-0.0003738i,-0.00052757+0.00048431i,-0.0005349+0.0003133i
-0.0011142-0.00018544i,0.002324-0.0014542i,0.0035674-0.0033737i,0.0026625-0.0036726i,0.0019111-0.0034182i,0.0018534-0.0033839i,0.0010989-0.0020305i,-7.6915e-05-0.00057544i,-0.00025826-6.9565e-05i,-0.00038626+0.00089728i,-0.0004071+0.0010434i,8.1186e-05+0.00046089i,0.00083174+0.00027058i,0.0012873-0.00011612i,0.0012289-0.00030671i,0.00045607+0.00053999i,-0.00059567+0.0008295i,-0.00076822+8.57e-05i,9.7476e-05-0.00062046i,0.00029615+0.00033303i,-0.0004357+0.00070832i,-0.00074337-0.0002837i,-0.0009161-0.00026247i
-0.00018927+0.0024336i,0.0036178+0.00075888i,0.003272+0.00038842i,0.0019548+0.0011601i,0.0030624+0.0011088i,0.0025076-0.00064905i,0.001524-0.0009205i,0.0011438+0.00061097i,0.0011518+0.0010723i,0.0012622+0.00041884i,0.00019201+0.00034723i,-7.1794e-05+0.00045048i,2.8523e-05+4.1435e-05i,0.00017339-0.00035029i,0.00033257-0.00042618i,-0.00011526-0.00022825i,0.00011925-7.5924e-05i,0.00060897-0.00018212i,0.00069091-0.00012865i,1.0513e-05-0.00020244i,-0.00054338+0.00063933i,-0.00038625+0.0010554i,0.00035336+0.00018665i
-1.3174e-05+0.0019166i,0.0031428+0.00018023i,0.0035846-0.0028135i,0.0019699-0.0036529i,0.0012259-0.0027286i,-0.00018505-0.0025559i,-0.0013139-0.0018693i,-0.00066299+1.7999e-07i,-0.00025446+0.00034764i,-0.00016015+0.00016622i,-0.00028494+0.00033782i,-0.0010422+0.00080676i,-0.00073831+0.0010497i,-0.00015003-5.6468e-05i,0.00044543-0.0008307i,0.00070681-0.00098864i,0.00046887-0.00097193i,-0.00024509-0.00039514i,-0.00063477-0.00044737i,-0.00014743-0.00072389i,-0.00030283-5.7045e-05i,-0.00049888+0.00026733i,-0.0005873+0.00026546i
0.00059931+0.00072758i,0.0043556-0.00038236i,0.0057056-0.0015716i,0.0037348-0.0013935i,0.0019445-0.001426i,0.0012677-0.0015464i,0.00082068-0.00096165i,0.00041339+5.5129e-05i,0.00015161-0.00019964i,0.00041947-0.00052971i,0.00037051+4.0162e-05i,0.00033354+0.00032841i,-0.00024399+0.00035282i,-0.00052183+0.00021729i,0.00036924-0.00019978i,-0.00034395-0.00031517i,-0.00099935-0.00039915i,-0.00040262-0.00084074i,-0.00011268-0.0007561i,-7.9496e-05-0.00030902i,0.0001091+0.00035599i,9.5994e-05+1.4376e-05i,-0.00062072-0.00034578i
-0.0025344+0.0011309i,-0.00020515-0.00034714i,0.0017227-0.0010984i,0.00044156-0.00068284i,0.00049205-0.00027336i,0.00087195-0.00023761i,0.00013601-0.00026611i,-0.00031474+0.00037727i,4.5725e-05+0.00057719i,0.0010443+0.00080663i,0.00060803+0.00038606i,-0.00029458+6.7004e-05i,-0.00015036+0.00023148i,-1.2794e-05+0.00038091i,-0.00029601+0.00063613i,-0.00016953+0.00055879i,0.00017931+0.00042839i,0.00015783+4.921e-05i,0.00015798-0.00015936i,-9.1818e-05+0.00013201i,-0.00021118+5.8255e-05i,2.4231e-05-0.00013915i,6.3136e-05-0.00043548i
-0.0012274-0.00026865i,0.0020253-0.0018584i,0.0035294-0.0034482i,0.0016153-0.0035864i,0.00080795-0.0035189i,0.0017692-0.0034554i,0.0020601-0.0021366i,0.0012449-0.00021641i,0.0010734+0.0006486i,0.0013633+0.00015266i,0.00060216-8.6574e-05i,0.00011686+0.00067157i,0.00071863+0.0012163i,0.00075412+0.00045341i,0.00058767-0.00092076i,0.0014216-0.001089i,0.00099721-0.00027186i,-0.00054531-0.00023938i,-0.00099654-0.0011036i,-0.00087407-0.00052048i,-0.0013082-0.00030817i,-0.0014341-0.00042022i,-0.00073969-0.00038275i
-0.00029778+0.0030377i,0.0036183+0.0021236i,0.0056097-0.0010389i,0.0048686-0.0021719i,0.0039499-0.0016654i,0.0022309-0.0025785i,6.0054e-05-0.0019483i,-0.00027329-9.4886e-05i,-0.00018594+0.00097291i,0.00067504+7.8348e-05i,0.001074-0.0011242i,7.8817e-05-0.00042418i,-0.00012408+0.00010858i,-0.00016305-0.00023324i,-0.00063206-0.00039246i,-0.00035889-0.00090714i,1.2366e-05-0.00080634i,-0.00011929-0.00078435i,-0.00041173-0.00038941i,-0.0010252+0.00032626i,-0.00045467+0.0008325i,0.00010424+0.00068911i,-0.00081553-0.00021525i
-0.00054553-0.00043971i,0.0015284-0.0022102i,0.0017162-0.0042826i,0.001101-0.0035511i,0.00021083-0.0018369i,-0.00019159-0.00090314i,-0.00010988-0.0002582i,0.00014739+0.00030543i,0.00069704+0.00036867i,0.00033351+0.0011606i,-0.00041636+0.00090385i,-0.00051286+0.00021473i,-0.00010311+0.00035611i,-7.8384e-05+0.00069239i,0.00018323+0.0009485i,0.00060644+0.00076995i,0.00066177+0.00064899i,0.00025459+0.00071013i,0.00023907+0.00077355i,0.00077403+0.00015661i,0.00015631-0.00038301i,-0.0004774-0.00020765i,-0.00078514+2.9234e-05i
-0.0015921-0.0018522i,0.00099755-0.0020875i,0.0016671-0.0025573i,0.0015083-0.0017749i,0.0016091+0.00041126i,0.0013045-7.9826e-05i,0.00060054-0.00094386i,0.0010851-5.7155e-05i,0.0011889+0.00043445i,0.00053523+0.00050319i,0.00010793+0.00073761i,-0.00019199+0.0013532i,0.00026208+0.00056447i,0.00084669-0.00037518i,0.00057154-0.001006i,2.2646e-05-0.0017085i,-0.000214-0.0020001i,-0.00023821-0.0018623i,-0.00028179-0.00093397i,-0.00089644-0.00035356i,-0.00139+4.1903e-05i,-0.0012873+0.00043281i,-0.00090955+0.00024139i
