0.0025214+0.00067843i,0.0019046-0.00034213i,0.0010941-0.0024618i,-0.00066682-0.0029928i,-0.0027951-0.0010464i,-0.0041688+0.0016174i,-0.0031142+0.002535i,-0.0011231+0.0021508i,0.00047638+0.0012246i,0.00095436-0.00029948i,0.00023512-0.0015617i,-0.00037238-0.0014124i,-0.0010375+0.00016281i,-0.0009169+0.00055764i,-0.0010188-4.6475e-05i,-0.00078556-0.00020264i,-0.00036343-0.00030467i,-0.0005063-0.00021269i,-0.00074016+0.00049259i,-0.00089754+0.0012851i,-0.00043423+0.00089722i,-0.00023942-0.00018993i,-0.00073303-5.283e-05i
0.0019803+0.001103i,0.0019666+0.0015828i,0.0018073+0.00053583i,0.00072817-0.00023638i,-0.00069724+0.00015815i,-0.0011503+0.00097822i,-0.00040254+0.0011987i,0.00021806+0.00044114i,0.00011032+0.00051445i,0.0002152+0.00032428i,-0.00012105-0.00015472i,-0.00016307-0.00027947i,-3.2387e-05-4.842e-05i,-0.00039582+0.00028852i,-7.0433e-05+0.00066016i,-0.00027392+3.8306e-05i,-0.00049488-0.00076982i,-4.0636e-06-0.00037423i,-0.00027666+4.6316e-05i,-0.00091476-0.00011175i,-0.00085027-3.008e-05i,1.3402e-05-0.0001375i,0.00052491-9.5919e-05i
-0.0011693-0.00067475i,-0.0013185+0.00022386i,-0.0015475+0.0019463i,-0.00068368+0.0031681i,0.00013824+0.0029405i,9.5779e-05+0.0020623i,-0.0004053+0.0008198i,-0.0003361-0.00018671i,0.00022712-0.00028485i,0.00060985-0.00028658i,0.0010093+5.5122e-05i,0.00096132-6.9036e-05i,0.00064501-6.0172e-05i,0.00028488+0.00048009i,0.00021059+0.00058089i,9.6496e-05-0.00010666i,-0.00049834-0.0009908i,8.023e-05-0.0009376i,0.00052105-0.00024813i,0.00039275+0.00022557i,0.00038678+0.00024849i,-0.00042803-1.9543e-05i,-0.0010245+0.00041371i
0.00096632-0.00030705i,0.00051325-5.4304e-05i,0.00034699-0.00020185i,0.00032835-0.00027534i,-0.00013273-0.00014726i,-0.00043423+0.00080025i,-0.00050779+0.0015907i,-0.00067048+0.00027708i,-0.00016643-0.0010383i,0.00034425-0.00047401i,6.2945e-05+0.00045113i,-0.00019999+0.00019859i,-0.00041217-0.00035548i,-0.00046887-0.00038827i,-0.00043272-0.00040754i,-0.00060209-3.1339e-05i,-0.00021379+0.00011113i,0.0001181-0.00072007i,5.2094e-06-0.00068199i,-0.00048941+0.00015306i,-0.00027857+0.00016113i,3.8891e-05+0.00019843i,-0.00067028-0.00044554i
-0.00067375-0.0023608i,-0.00061596-0.00065932i,-0.00062872+0.0011323i,-0.0009711+0.0011575i,-0.0019769+0.0012666i,-0.0021503+0.0025551i,-0.0014125+0.0018568i,0.0001409+0.00067692i,0.00087383+0.00018968i,-3.5067e-05+0.00024562i,-0.0008745+0.00052766i,-0.00023121+0.00050742i,-6.4859e-05-0.00031896i,-0.00094156-0.00027961i,-0.001051+0.00053456i,6.0753e-05+9.6045e-05i,0.0006389-7.5667e-05i,0.00010229+0.0001181i,-0.00033712-8.0011e-05i,-0.00038291+0.00013034i,0.00028506-0.00025469i,0.00046107-0.00075976i,0.00092763-0.00017874i
-0.0011917+0.0018334i,-0.00038977+0.0017409i,0.00027538+0.0011654i,0.00014525+0.00073985i,-0.00026318+0.00089821i,-0.00018775+0.001132i,-0.000355+0.00044557i,-0.00078094-0.0010428i,-0.00054913-0.0011399i,8.9734e-05-0.00015636i,0.00049763-0.00043131i,6.1795e-05-0.001085i,-0.00050407-0.00060285i,0.00016148-7.6055e-05i,0.0013406-0.00017422i,0.0011565-0.00027944i,0.00068781-0.00054523i,0.0008879-0.00082142i,0.00081688-0.00044291i,0.00074741-0.00016409i,0.0002794-9.8269e-05i,-0.00010878-0.00024258i,-1.7227e-05+0.00027065i
0.00018745+0.00075185i,-0.00071306+0.00050679i,-0.00029576-0.00052781i,0.00037033-0.0004608i,-0.00011011+0.00013394i,-0.0012117+0.00071024i,-0.0012528+0.00061326i,-0.00025386+0.00079977i,-4.0033e-05+0.00056213i,-0.00046775-6.8746e-05i,-0.00054229-0.00025363i,-0.00028203-0.00014523i,0.00017453+1.254e-05i,0.00024643+3.0077e-05i,0.00047127+0.00060338i,0.00070296+0.00069482i,0.00046373+0.0003049i,-5.2646e-05+0.00011753i,8.3157e-05+0.00039223i,0.00062986+0.00064626i,0.00010681+0.00061224i,-0.00048613+6.0031e-05i,-0.00031412-0.00050993i
-0.0017069-0.00011929i,-0.0014395+0.00088997i,-0.0017391+0.0018894i,-0.0013344+0.0024443i,0.00021386+0.0022455i,0.00069237+0.0019482i,5.8814e-05+0.0013966i,0.0001449+0.0006857i,0.00031861+0.00062707i,-0.00014226+0.00061517i,0.00014379+0.00045313i,0.00071661+0.00041429i,0.00061043+0.00034862i,0.0005453+0.00068396i,0.00032243+0.00071056i,8.3777e-05-6.8018e-05i,-8.4704e-05-0.00082714i,0.0002845-0.00077433i,8.9631e-05-3.4332e-05i,-0.00030634+6.1012e-05i,0.00037265-0.00048656i,0.0011214-0.001106i,0.00027069-1.3506e-05i
-0.0019065+0.00071372i,-0.0020005+0.00034645i,-0.0015585+0.00080086i,-0.00082367+0.001405i,-0.0006463+0.0018764i,-0.000683+0.0013294i,-7.467e-05+0.00038512i,-0.00053794-0.00010048i,-0.0013528+0.00017345i,-0.00045366+0.00027647i,0.00045841+0.0007424i,-0.00031191+0.00055886i,-0.00077435-0.00027104i,-0.00019693-5.8614e-05i,0.00012385+0.00068268i,0.00040954+0.00053639i,-5.9718e-05-1.8459e-05i,-0.0010628+0.00075365i,-0.0011108+0.00051934i,-0.00029286+0.00027616i,0.00014988+0.00067676i,-0.00023092+0.00060156i,-0.00050754+7.0036e-05i
-0.0011899+0.00015453i,-0.00036369+0.00072227i,0.00082842+0.0013449i,0.001251+0.0016162i,4.3659e-05+0.0017667i,-0.00057823+0.0023386i,-0.00052844+0.0016953i,-0.00028728+0.00052348i,0.00046038+0.00066402i,0.0010028+0.00031066i,0.00075271-0.00019855i,6.7869e-05-0.00021597i,-3.6014e-05-0.00041173i,0.00057721-0.00069529i,0.0008052-0.00037149i,0.00013077+0.00028146i,-0.00028795+0.0011396i,7.5442e-05+0.0013329i,0.00049197+0.00064121i,0.0004555+0.0006696i,0.00029955+0.00045412i,0.00072999+5.6953e-05i,0.00092585+0.00054812i
0.0014266+0.0018856i,0.00090804+0.0015303i,0.00010008+0.0010404i,-0.00010681-0.00018886i,0.00060501-0.00074026i,-9.3543e-05-0.00015753i,-0.00069918+0.00050734i,-0.0005339+0.00023504i,-0.00072746-0.00019152i,-0.00048184-0.00037506i,-0.00049693-0.00047507i,-0.00045511-0.00070102i,0.00013186-0.00094895i,0.0002669-0.00095704i,0.00068347-0.00059807i,0.00012742-0.00034225i,-0.00074554+6.5069e-05i,-0.0010637+0.00035324i,-0.0013881+0.00031638i,-0.00070796+0.00028517i,1.9663e-05+0.00058686i,-0.0001858+0.00048651i,-0.00024063-4.6328e-05i
-0.00039699-0.0010005i,-0.0014059-0.00048186i,-0.0011473+0.00021748i,-0.00074745+0.0014558i,-0.0010195+0.0026782i,-0.00060733+0.00248i,0.00024513+0.0015152i,0.00076544+0.00061114i,0.00072579-0.00028141i,0.00038514-0.00029017i,0.00056705-0.00020352i,0.00032277+0.00026219i,0.00033826+0.00034731i,0.00071862+0.00010092i,0.00087191+0.00072029i,0.00070932+0.0010453i,0.0010536+0.00029613i,0.00092338-0.0005015i,0.00041166-0.00091105i,-0.0001738-0.00072481i,-8.2666e-05-0.0003471i,0.00064451-0.00013604i,0.00035196-0.00048721i
-0.001767+0.00034569i,-0.0014407+0.0021639i,-0.0013148+0.0024781i,-0.00099587+0.0027866i,-0.00055922+0.0024494i,-1.8251e-05+0.0020066i,-0.00010408+0.0015716i,-6.1872e-05+0.00026454i,0.00024456-0.00043146i,3.4911e-05-0.00043396i,0.00027051-0.00046074i,0.00069354-8.9973e-05i,0.00020567+0.00020709i,6.0988e-05+0.00064348i,0.00081294+0.001251i,0.00067456+0.0013015i,0.00022419+0.00090491i,-1.684e-05+0.00030461i,0.00057895-0.00043168i,0.00054972-0.00049852i,0.00033447-0.00042243i,0.00077812-0.00044176i,0.00089511-8.9669e-05i
-0.003427+0.0010714i,-0.0027399+0.00070193i,-0.00061264+0.0010585i,0.00096177+0.0011884i,0.00024945+0.0013419i,-0.00038015+0.0016883i,5.9974e-06+0.0016167i,0.00045306+0.00091247i,-2.8948e-05+0.00020895i,0.00043298+0.00044155i,0.0013393+0.00040726i,0.00026438-9.2091e-05i,-0.0012575+1.5664e-05i,-0.00060321+0.00027295i,0.00034669+0.000138i,0.00034632+0.00030259i,0.0009135+0.00093044i,0.00044568+0.00017315i,-3.8986e-05-0.00042913i,0.00018077-0.00024217i,0.00017693-9.8386e-05i,-0.00038923-6.6022e-05i,-0.00089102-0.00016854i
0.0014936+0.00030684i,0.0014074+0.00052848i,0.00086313+0.00055467i,0.00071967+0.0014967i,-0.00016334+0.0024271i,-0.0004948+0.0025521i,-0.000134+0.0026543i,2.1229e-05+0.0018116i,0.00052977+3.6217e-05i,0.00058438-0.00050776i,0.00022167-0.000376i,0.00010514-0.00053931i,0.00066789-0.00044992i,0.00060767+0.00032792i,0.00045765+0.00096482i,0.00014948+0.00043089i,3.6822e-05+0.00016628i,8.2707e-08+0.00034773i,-0.00038184+0.00029785i,-0.00062069+0.00079414i,-0.00030938+0.0012151i,0.00034505+0.00030332i,0.00029965+0.00032504i
0.00018703+0.00051572i,0.00026016+0.00059977i,0.00065767+0.00052216i,0.00034073+0.00052709i,-0.0003154+0.00081574i,-0.00063592+0.0011494i,-0.00042157+0.0011255i,0.00013236+0.00051771i,5.4883e-05-0.00025908i,5.3788e-05-0.0006026i,0.00059923-0.00021403i,0.00031486-0.0002069i,-0.0003085-0.00050688i,-0.00054842-0.00046672i,3.8917e-05-0.00037742i,0.00039021-0.00019923i,0.00030564+8.6297e-06i,0.00065829+0.00019765i,0.00059935-7.1067e-06i,0.00029233-0.00024709i,0.00013291-0.00027076i,8.5784e-05+0.00055275i,0.00049122+0.00035713i
-0.0022782+0.00026786i,-0.0016446+0.00083297i,-0.00087277+0.001161i,0.00073686+0.0014453i,0.0017315+0.00077047i,0.0012764-0.0001068i,0.00063552-0.00015342i,0.00033018+0.00022247i,1.1322e-05+0.00056448i,0.00018506+0.00082342i,-0.00016552+0.00044203i,-0.00076665+1.0518e-05i,-0.00067603-7.0494e-05i,-0.00054266-7.773e-05i,8.7609e-07+0.0004541i,0.00052399+0.00052025i,0.00064507+1.4528e-05i,0.000497-0.00032562i,-0.00016835-0.00014126i,-0.00036154-0.00019259i,-7.419e-05-0.00067297i,0.00016226-0.00086386i,-0.00015987-0.00065368i
0.0014065+0.0012397i,0.00090926+0.0010981i,0.0013742+0.00056649i,0.0011817-0.00021148i,-0.00040015-0.00044649i,-0.0012279+0.00039335i,-0.00097755+0.00084852i,-0.00037624+0.0011628i,8.1959e-05+0.00097412i,0.00043643-0.00035788i,0.00037068-0.0009972i,0.00012867-0.0004495i,1.6979e-06+0.00021639i,-9.4988e-05+9.4489e-05i,-9.8845e-05-0.00032317i,-0.00053303-0.00018078i,-0.0010151-0.00043088i,-0.00054616-0.00049907i,2.6744e-05+7.2842e-06i,-0.00025096+0.00033901i,-0.00012561-0.00014175i,0.00031533-0.0005081i,0.00031509+2.152e-05i
-0.00018025+5.0104e-05i,-0.00067961-4.4864e-05i,-0.00083758-0.00026795i,-0.00079416+0.00049736i,-0.0012034+0.0013446i,-0.00067486+0.0017508i,0.00090367+0.0011327i,0.001849+0.00033856i,0.0009646-2.3664e-05i,-5.7607e-05-0.00024215i,-0.00073077+7.594e-05i,-0.00063935-0.00014719i,0.00044431-0.000346i,0.00071018-0.0001082i,0.00024551+0.00050593i,0.00041992+0.00067051i,0.00046703+0.00034043i,0.00040725+9.9795e-05i,0.00089266+0.00032929i,0.0011268+0.00011664i,0.0009806-0.00035444i,0.00069805-6.7963e-05i,0.00083806+0.00030889i
0.0024832-0.00082406i,0.0019017-0.00020286i,0.00059003-0.0014904i,-0.00035126-0.0015047i,-0.0016773+0.00011661i,-0.0024824+0.00088827i,-0.0015574+0.0008651i,-0.0003645+0.00045633i,-0.00014627+0.00022866i,-0.00060902+0.00081666i,-0.0010812+0.001006i,-0.0012641+0.00063824i,-0.0002311+0.00047451i,0.0015363+0.0002002i,0.0015088-9.5484e-05i,5.6403e-05-8.4982e-05i,-0.00028456-0.0001963i,0.00028079-0.00031949i,0.00068845+7.2245e-05i,0.00055225+0.00026837i,0.00011111+0.00085475i,0.00017307+0.00065588i,-0.00018433+0.00015694i
0.00021378+0.00079991i,0.00011922+0.0017764i,0.00014555+0.0017587i,-6.1136e-05+0.001458i,-0.00031379+0.0013836i,-0.0012271+0.0015914i,-0.0014752+0.001743i,-0.0012246+0.00087278i,-0.00097946-7.2223e-05i,0.00021086-0.00016895i,0.00072107+0.00028614i,0.00040094+0.00032014i,-6.7889e-05+0.00029936i,-0.00027913+0.00072413i,-0.00053022+0.00063556i,-0.00032037+0.00063741i,0.00056609+0.00060506i,0.00054098+0.0004062i,-5.2031e-05+0.00075208i,-4.7813e-05+0.00061426i,3.7806e-06+0.00013775i,0.00035964-0.00021912i,0.00031316-0.0007417i
0.0012939-0.0015163i,0.00019219-0.0018024i,-0.00073418-0.0023496i,-0.0026056-0.0016917i,-0.0032219-0.00020724i,-0.0012177+0.0012613i,0.00049823+0.0011189i,0.00079611+0.00023406i,0.00093118+0.00029771i,0.00065888+0.00025075i,-0.00098236-0.00031733i,-0.0015954+0.00016679i,-0.00099282+0.00089406i,-0.0004096+0.00027225i,9.6442e-05-0.00014783i,0.00030375-0.00035693i,0.00058529-0.00040892i,0.00052581-0.00038639i,0.00074875-0.00074781i,0.0012185-0.00030587i,0.00017364+0.00013684i,-0.00032063+0.00023925i,0.0003952+0.000544i
-0.0016731+0.00029839i,-0.0011126+0.0013882i,-0.00070983+0.0023543i,0.0002156+0.0029227i,0.00082856+0.0022277i,0.00056157+0.00074418i,-0.00015083+0.00036521i,-0.00034796+4.4458e-05i,-0.00017166-7.0199e-05i,-2.3239e-06+0.00014966i,0.00038478-0.0004827i,0.00063495-0.001121i,0.00055258-0.00090429i,0.00020065-0.00028137i,0.00061753+0.00048888i,0.00080479+0.00080924i,-6.2601e-05+0.00043007i,-3.5253e-05+0.00025761i,0.00073674-0.00011012i,0.00064569-0.00053897i,-0.00015794-0.00058194i,-0.00033478-0.00029078i,3.7075e-05+0.00063167i
-0.0018163+0.0021271i,-0.0013476+0.0019354i,0.00025867+0.00034452i,0.0012216-0.00080173i,0.00090909-0.00095661i,-0.00084347-0.00056874i,-0.0011435+0.00056582i,-0.0003238+0.001326i,0.00069894+0.00085648i,0.001425+0.00027568i,0.001142-0.00041699i,0.00078832-0.0014545i,0.00023989-0.0014254i,0.00056932-0.0013122i,0.0015856-0.0010483i,0.0012052-0.00098155i,0.00049399-0.0011338i,-0.00011076+1.0205e-05i,-0.00010581+0.00049029i,0.00026537+0.00020643i,2.2925e-05+3.8458e-05i,-0.00027014-0.00073688i,-0.00011433-0.00092563i
0.0018803-0.001917i,0.0012267+9.5712e-06i,0.00059091+0.00011597i,-0.00022365+0.00015233i,-0.0010145+0.0011163i,-0.00082987+0.0021291i,-0.00052363+0.0019574i,-0.00030036+0.00072577i,-0.00035128+0.00015094i,-0.0003916+0.00060474i,-0.00051147+0.00048592i,-0.0006524-0.00035262i,-0.00059714-0.00091128i,-0.00037293-0.00065333i,2.3446e-05-0.00022757i,0.00034391+0.00026112i,-0.00065584-0.00026476i,-0.0013872-0.00071488i,-0.0012395+0.00023197i,-0.00053746+0.0012425i,0.00054705+0.00068494i,0.00061645+0.00099032i,0.00013259+0.0011469i
-0.00096554+0.0012321i,-0.00051113+0.0010307i,-0.0010355-3.2078e-05i,-0.0014499-0.00012658i,-0.0017169+0.00080737i,-0.0011991+0.00058821i,-0.00067923-7.2768e-05i,-0.00044329-0.00047032i,-9.5296e-05-0.00011964i,-5.5707e-05+0.0011029i,0.00032964+0.0016359i,0.0010287+0.0011371i,0.0013187+0.00097355i,0.0014651+0.00072865i,0.0017223+0.00056838i,0.00093279+0.00014083i,3.3512e-05-0.00033883i,-0.00070263-0.00025159i,-0.00088472-0.00059941i,-0.00016483-0.00051628i,-1.7303e-05+0.00014047i,-0.00047446-0.00023045i,-8.6111e-05+5.7478e-06i
-0.00099384-0.00038361i,-0.0010159-0.00016065i,-0.00044124+0.00015758i,-0.00036863+0.00068924i,-1.9427e-05+0.0009259i,-0.00026919+0.00034235i,-0.00084576+0.00014995i,-0.00067078+0.00066011i,0.00024651+0.00090028i,0.00095569+0.0003468i,0.0012781+0.00033815i,0.0011297+0.00017807i,0.00098107-0.00053365i,0.0011382-0.00076013i,0.00042572-0.00058476i,-0.00013237-0.00033976i,-5.3902e-05+0.00042697i,0.00038379+0.00079065i,0.00092731+0.00038255i,0.00096383+4.5262e-05i,0.0002968-0.00013745i,-0.00037471-0.00023119i,1.3743e-05-9.409e-05i
-7.8184e-05+0.0016459i,-0.00018138+0.0013898i,0.0017841+0.0018153i,0.0021984+0.00090585i,0.00085764+0.00045807i,-0.00069494+0.001604i,-0.0012328+0.0020939i,-0.00055358+0.0018173i,0.00030393+0.0014286i,0.00024219+0.00061065i,0.00011936-0.00087559i,0.00056338-0.0013278i,0.0001521-0.00069607i,-0.00037076-0.00040342i,-0.00035334+1.6864e-05i,-9.1152e-05+0.00025469i,8.6504e-05+8.2407e-05i,0.00082801-0.00017068i,0.00084603-0.00052744i,-7.3802e-05-0.0002588i,-0.00016107-1.37e-05i,-1.6229e-05-0.00012594i,0.00042551+0.00020673i
0.00074458-0.0011726i,-0.00035752-0.00054926i,-0.0011613+0.00062566i,-0.00078397+0.00065201i,-0.00025872+0.0010608i,0.00070298+0.001521i,0.00085455+0.0010284i,0.00021601+0.00021285i,0.00031782+0.00035785i,0.00061403+0.00041367i,0.000601-0.00018099i,0.00037969+0.00035301i,0.00026618+0.00065893i,0.00032735+0.00066039i,-0.00021633+0.00097989i,-2.7643e-05+0.00092618i,0.00010103+0.00014828i,-7.8896e-05-4.1612e-05i,0.00028913-0.00026185i,0.00027818-0.0008557i,7.8374e-06-0.0012618i,-0.00027872-0.0006071i,-0.00013845+0.00017995i
0.0012946+0.0011725i,0.0011775+0.00098736i,0.0012332+0.0010669i,0.0012059+0.00026848i,0.00020632-0.00066854i,-0.0012538-0.00056639i,-0.00064-0.00015171i,-0.00033773-0.000525i,-0.00069179-0.0014876i,-0.00045937-0.0018198i,-9.2558e-05-0.0015949i,-0.000727-0.001168i,-0.00075783-0.00066232i,0.00012129-0.00021669i,-0.0001831+9.3931e-05i,0.00025236+0.00012461i,0.00080343+0.00036343i,0.00043802+0.00083267i,0.00042348+0.00038872i,0.0004631-0.0002693i,7.7433e-05-0.00021897i,-0.00044283-0.0003207i,-0.00034211-0.00048564i
-5.6897e-05-0.00083634i,-0.00075415-0.00082352i,-0.00094758-0.0010912i,-0.0014679-0.0011986i,-0.0014194-0.00098703i,-0.0011228-0.00026928i,-0.00094284+0.00092164i,-0.00070809+0.00074567i,-0.00024087+0.00020314i,0.00053095-2.4494e-05i,0.0010303-2.141e-05i,0.00067944-0.00054005i,-0.00050005-0.000519i,-0.00055231-0.00028295i,0.00067823-0.00025059i,0.00093585+0.00015749i,0.00027466+0.00029372i,5.082e-06+0.00076884i,0.00065809+0.00064231i,0.00030864-0.00039083i,-0.00039192-0.00083016i,0.00035707-0.00021448i,0.00054058+7.1604e-05i
0.0012329-0.0014761i,0.0012412-0.0016881i,0.00071412-0.0016977i,0.0010791-0.0012898i,0.00017305-0.00040423i,-0.0010466-0.00028125i,-0.00011403+0.0003361i,0.00026596+0.00061682i,6.3865e-05+0.00031298i,0.00025423+0.00043032i,-0.00020413-0.00023643i,-0.00026388-0.0011043i,0.00048272-0.00047952i,0.00071658-0.00013241i,0.00060539-7.6604e-05i,-0.00017697+0.00021347i,-0.00079134-0.00028109i,-0.0012532-0.00048517i,-0.0013893-0.00017223i,-0.00068567+0.00020174i,-0.00017076-0.00021811i,-0.00012995-0.00088407i,-0.00030041+0.0003239i
0.0016195-0.0010492i,0.0011136-0.00021346i,-0.00079557+0.00031597i,-0.0013694+0.00015793i,-0.0011699+0.00058097i,-0.0013507+0.0011176i,-0.00089983+0.00061255i,-0.00064814+3.1506e-05i,-0.00019906-0.00012669i,0.00021638+0.00041324i,-0.00023292+0.00032275i,-0.00036255+2.8083e-05i,0.00046821+0.00031251i,0.00039272+6.3752e-05i,-3.0421e-05-0.00030582i,0.00029935+0.00019212i,0.00067283+0.00054705i,0.00046352+0.00032726i,0.0003234-1.6197e-05i,0.00040294-0.00019585i,0.00024038-0.00018202i,0.00019968+3.5309e-05i,0.00019482+0.00044429i
-0.0004026-0.0011369i,0.00022793+0.00025443i,0.00027436+0.00124i,-3.8795e-05+0.0012135i,-0.00094217+0.001397i,-0.0015096+0.0020619i,-0.0011661+0.0017783i,-0.0009768+0.00073283i,-0.00091906+3.1564e-05i,-0.00075892-0.00061995i,-0.00055031-0.00085145i,-0.00014309-0.00016671i,-8.5176e-05+0.00077233i,-0.0005863+0.00032267i,-0.00069807-0.00013149i,-0.00017002-0.000134i,0.00057202-4.1564e-05i,0.00064263+0.00027503i,0.00016463+0.00020787i,-0.00010697-0.00018555i,0.00011212-0.00055919i,0.00030688-0.00051676i,0.0001799-0.00040632i
-0.00064334+0.0023713i,-0.00069859+0.001377i,-9.6889e-05+0.0011534i,0.00024016+0.0017791i,-0.00049122+0.0017818i,-0.0011978+0.0018069i,-0.00059797+0.00168i,0.00018829+0.00075472i,0.00065609+3.6413e-05i,0.00042048+0.00046455i,0.00051968+0.00042924i,0.00032389+0.00035237i,-0.00020827+0.00026956i,0.00030801-0.00036744i,-5.0475e-05-0.00021003i,2.3931e-05-0.00026483i,0.00030074-0.00073407i,-0.00019389-0.00073565i,0.00025504-0.00031907i,0.00077533-4.134e-05i,0.00023416+0.00017199i,6.2805e-05-0.00016893i,0.00054612-8.8841e-05i
-1.922e-05-0.0015834i,0.00028936-0.0014802i,-0.00041817-0.0013239i,-0.00046101-0.00069224i,-0.00059346+0.00016108i,-0.001301+0.0010733i,-0.0010883+0.0015228i,-0.00053147+0.0009832i,-0.00033521+0.0007734i,-0.00028116+0.00053065i,-0.00024587-9.4571e-05i,-0.00044954-0.00056572i,-0.00036301-0.00037993i,-0.00040095-0.00021286i,-0.00013622-0.00048115i,0.00068311+0.0002045i,0.00069584+0.00040693i,0.0010061+0.00040167i,0.0015258+0.00043115i,0.00099481-0.00014875i,-7.1381e-05-0.00010559i,-0.00099075+0.0002895i,-0.00081834+0.00029392i
-0.0024071-0.00018076i,-0.0010486+0.00070755i,-0.00031756+0.0011926i,0.0006119+0.00086279i,0.00087467+0.0010085i,-0.00075045+0.0022694i,-0.0010588+0.0019646i,-0.0001526+0.00069317i,-0.0004172+0.0004947i,-0.00048105+0.0005882i,-0.00059514+0.00089591i,-1.3685e-06+0.0013679i,0.00072883+0.00079571i,0.00062653-0.0001191i,0.00021361+0.00043445i,-0.00014659+0.00080713i,0.00014563+0.00047886i,0.00075052-9.7997e-05i,0.00070079+0.00025073i,0.00018713+0.00095047i,0.00039765+0.00079508i,0.00026131+0.00036496i,-0.00048797-4.0205e-05i
-0.00084806-0.00074998i,-0.0012217+6.8281e-05i,-0.0021151+0.0012255i,-0.0020378+0.0018664i,-0.0013979+0.0016503i,-0.0010388+0.0020016i,-0.00045647+0.0023157i,8.6165e-06+0.0016132i,5.8e-05+0.0008049i,0.00010435+0.0004011i,-0.00058249-4.3676e-06i,-0.001085-0.00028355i,-0.00086981-7.3064e-05i,-0.00033314+0.00051126i,0.00013015+0.0010094i,0.00024885+0.00037815i,0.00037933-0.00030929i,0.00055738-0.00032951i,0.00027318-8.0705e-05i,-1.1195e-05-0.00032i,0.00011007-0.00061043i,0.00072004-0.00052008i,3.0692e-05-0.000292i
-0.0007284+0.00096223i,-8.2745e-05+0.0013505i,0.0012174+0.0012551i,0.00084654+0.0013932i,-2.9864e-05+0.0016545i,-0.0008475+0.0021782i,-0.0011256+0.0020017i,-0.00052941+0.0011174i,-0.00065539+0.0007216i,-0.00048841+0.00054132i,-0.00051687+0.00013526i,-0.0018051+3.3536e-05i,-0.0017604+0.00026381i,-0.00020778+0.00027422i,0.00021437+0.00058691i,-0.000482+0.00069737i,-0.00052204+0.00077146i,-0.0001993+0.00024694i,0.00030054-0.00043322i,0.00037783-7.1842e-05i,0.00056659-0.00010395i,-3.4062e-05-0.00048247i,-0.00075318-0.00020933i
-0.00079131+0.00053169i,-0.0012355+0.001838i,-0.00063899+0.0019539i,0.00036339+0.0018717i,0.00088285+0.0013146i,0.00043666+0.00086456i,-0.00035479+0.00069051i,-0.00060406+0.0010719i,-0.00057034+0.0017074i,-0.00036479+0.0011907i,0.00035045+6.6803e-05i,0.00042728-0.0004639i,-0.00010583-9.5786e-05i,-0.00037545+0.00076695i,-2.7092e-05+0.00050526i,0.00017928+5.5551e-05i,0.00040017+0.00089192i,-0.00029661+0.0010239i,-0.0012787+0.00013335i,-0.00073373-0.00055373i,0.00017791-0.00067485i,0.00065322-0.00064702i,0.00058908-0.00044564i
-0.0012516+4.592e-05i,-0.00042775+7.6075e-05i,0.00052784+5.1309e-05i,-0.00011444+0.00018385i,-8.087e-05+0.00039762i,0.00060413+0.00079429i,0.00067799+0.0011732i,0.0011496+0.0010974i,0.00080381+0.00069354i,0.00096133+0.00059099i,0.00092797+0.00040475i,-0.00011463+0.00011274i,-0.00035937-0.00023474i,-0.00030647-0.00018199i,-0.00047198+0.00032486i,-0.00039187+0.00024217i,-0.00094039+3.5304e-05i,-0.0010122-0.00018576i,-0.00093771-0.00068748i,-0.00055514-0.00087607i,0.00033599-0.00062036i,0.0002682+0.00011868i,-0.00017234+0.00083685i
0.00084671+0.00076359i,0.00080022+0.00084796i,0.00054362+0.00016996i,0.00085606-0.00054265i,0.00088885-9.0577e-05i,0.00052638+0.00031328i,0.00025607+0.00097846i,0.00033531+0.0011876i,0.00085878+0.00088165i,0.0010307+0.00059181i,0.00056374-0.00023935i,1.9125e-05-0.00056175i,0.00040994-0.00049897i,0.00056041-0.00044918i,0.0003273-8.4038e-05i,0.00035024-0.0003246i,0.00054566-0.00046171i,0.00095277-5.0098e-05i,0.00069699-6.4811e-05i,-9.2619e-05+0.00019977i,-0.00019452-0.00010513i,-0.00029999-0.00065514i,0.00011924-0.00026506i
-0.0018459-0.0021502i,-0.0017377-0.00094468i,-0.001983+0.00042382i,-0.002779+0.0015005i,-0.0026885+0.0018257i,-0.0016369+0.001789i,-0.0012237+0.0019639i,-0.00073679+0.0013754i,-9.0528e-05+0.00056198i,0.0001421+0.0010417i,-0.00011221+0.0011643i,-0.00017666+0.00031488i,0.00041615-9.6511e-05i,0.00052613-0.00030357i,-1.2947e-05+9.701e-05i,0.00021704+0.00083362i,0.00095132+0.00017762i,0.00061089-0.00076804i,-0.00058515-0.00037288i,-0.0011174+0.0003677i,-0.0010462+0.00049183i,-0.00045902+0.00048866i,0.00054042+0.00015959i
