-0.0014255-0.00023618i,0.00035244-0.00011015i,0.00072572+0.00098355i,0.00039586+0.0009792i,-3.605e-05+0.00025467i,0.00089412+0.0006022i,0.0012199+0.0006135i,0.00047613+4.6195e-05i,0.00047093+0.00011323i,0.00082073+0.00070837i,0.00079779+0.00080118i,0.00034371-0.00020989i,0.00025032-0.0011284i,0.00038763-0.0011973i,0.00068534-0.00090021i,0.00017105-0.00047552i,-0.00041283-0.00057527i,-9.9066e-06-0.00072951i,0.00044632-0.00042727i,0.00059404+6.1168e-05i,4.1887e-05+0.00028447i,-0.00047807+0.00048925i,-0.00085106+0.00054215i
0.00022856-0.00052306i,0.00041149-0.00075696i,0.00041236-0.00038471i,0.00036693+0.0001901i,-1.1306e-05+3.2333e-05i,0.00071549-0.00075101i,0.0013205-0.00045259i,0.00066385+0.00060183i,-0.00014554+0.00079989i,-0.00083497+0.00020838i,-0.00047039+0.00039954i,0.00069784+0.0012112i,0.0013377+0.0012528i,0.00054759+0.00023913i,-0.00021168-0.00077869i,0.00060561-0.00059372i,0.0011567+0.00025165i,0.00067616+1.926e-05i,-0.0004212-0.00026333i,-0.00081366+5.636e-05i,-0.00041552-0.00015623i,0.00084809-0.00017735i,0.0015246-0.00011751i
-0.00057165+0.00078499i,0.00020836+0.0016741i,0.00039467+0.0028389i,-0.00015024+0.0029032i,-0.00035351+0.0014197i,-0.00026984+0.00017489i,-0.00024264+0.00012575i,0.00055275+0.00051472i,0.0004624+0.0004591i,0.00032188-0.00017443i,0.00056077-0.00037613i,0.00079742-0.0007229i,0.00047056+0.00013802i,-0.00034038+0.00044219i,-0.00015944-0.00052153i,0.00033883-0.00088776i,0.00046989-0.00018332i,0.00013185+0.00023691i,9.1072e-05+0.00029567i,0.00047059+0.00034148i,0.00026578-6.3813e-05i,0.00026265-0.00032852i,0.00089444+0.00022989i
-0.0010552-0.00056933i,-0.00087012-0.00071505i,-0.00029638-0.00068475i,-0.00065439+0.00012894i,-0.00079708+0.0001031i,-0.00011189+0.00035979i,0.00055324+0.00045711i,0.00053205-5.1622e-05i,-0.00083369-0.00075558i,-0.00096989-0.00084524i,-0.00032502-0.00036584i,-0.00018579-0.00025949i,-0.0001354+0.00011867i,-0.00010303+0.00067226i,-0.00068349+0.00090904i,-0.00073263+0.00046016i,4.1659e-05-0.00034584i,0.00029983-0.00039842i,0.00030225-0.00013085i,-0.00020541-0.00053568i,-0.00065786-0.00083641i,0.00026627+0.00024328i,0.0011002+0.00033416i
-0.00081523+0.0011706i,-0.00041518+0.0018213i,0.00011243+0.0011354i,0.00021809+0.00082138i,-0.00041549+0.0017511i,-0.00050744+0.00084199i,0.00036312+0.00011545i,0.00051828-0.00049397i,0.00023789-0.0013149i,2.9453e-06-0.00045314i,-0.00061218+0.00020623i,-0.00076116-1.7585e-05i,-0.00032237+0.00020308i,-0.0002434+0.0006107i,-0.00040266+9.7156e-05i,3.9538e-05-0.00044243i,9.7065e-06-0.00043875i,-0.0001741-4.8789e-05i,-6.5091e-05+0.00051386i,0.00042367+0.00038963i,0.0007416-0.00020092i,0.00086509-0.00065479i,0.00088632-0.00048895i
0.00080152+0.0014919i,0.0013668+0.00095158i,0.0017236+0.0010056i,0.0019007+7.2196e-05i,0.0014202-0.0012081i,0.00011792-0.0013802i,-3.5232e-05-0.0005854i,0.00038109+0.0003434i,0.00020795+0.00029559i,6.0503e-05-0.00050763i,0.0003249-0.00079364i,-6.8694e-05-0.00019862i,-0.00039453+0.00026503i,-0.00093881-3.5583e-05i,-0.0010144-0.00079695i,-0.00016809-0.00012833i,7.857e-05+0.000351i,-0.00068083+0.00044491i,-0.001508+0.00083376i,-0.0012763+0.00072755i,-0.00058442+0.00058234i,-9.8477e-05-0.00010721i,-0.00046306-0.00068218i
-0.0010055+0.0004287i,-0.00038852+0.00070779i,-0.00025105+0.00061444i,-0.00027748+0.00017722i,-6.159e-05-9.2938e-05i,-0.00049956+0.00021853i,-5.8532e-05+0.00020182i,0.00042499+0.00085666i,0.00013695+0.001287i,0.00031553+0.00052981i,-0.00012914-0.00031781i,-0.00062914-0.00043197i,-0.00063789-0.00030421i,-0.0004297-0.0002295i,-0.00052069-0.00017683i,-0.00091638-1.2622e-05i,-0.00099886+5.2718e-05i,-0.00065734-1.2055e-05i,4.0321e-05+0.00017879i,0.00073291+0.00055314i,0.00025249+0.00042678i,-0.00033495+0.00021229i,-0.00031506-1.8046e-05i
0.00072956+0.0018954i,0.00070956+0.0012499i,0.0011433+0.00038404i,0.0011493-0.00058014i,0.00057074-0.00027564i,0.00015019+0.0006831i,3.9783e-05+0.0012022i,2.2352e-05+0.0011995i,4.852e-05+0.00031424i,-0.00035036-0.00085449i,-0.00071967-0.0014343i,-0.00030732-0.00062327i,0.00024619+0.00037724i,0.00036285+0.00022659i,0.00024378-0.00033795i,0.00020858-0.00030623i,0.00033905+0.00028846i,-0.00010053+0.00096053i,-0.00060927+0.0013679i,-0.0007964+0.00096192i,-0.00078709+0.00040607i,-0.00075429+8.271e-05i,-0.00055911+3.5137e-06i
0.0002128+0.00026287i,0.00054352+0.00049984i,0.00018584+0.00025128i,-0.00020989+0.00034088i,-6.7091e-05-0.00017764i,7.8982e-05-0.00053327i,-0.00026711-0.00016539i,-0.00052417+0.00014985i,0.00049734+0.00020206i,0.00066073+0.00013975i,-7.9277e-05-5.1612e-05i,-0.00049156-0.00049767i,-0.00071608-0.0012753i,-0.00068794-0.0016137i,-0.00095614-0.0012325i,-0.0007059-0.0010284i,0.00063319-0.00039498i,0.00075452+0.00074551i,-0.00041244+0.00048177i,-0.00032202-0.00028114i,-0.00018548+6.8343e-05i,-3.8712e-05+0.00048225i,0.00042805-9.0672e-05i
0.0010253-0.00079132i,0.0012622-0.0012282i,0.0017699-0.00089331i,0.0013134-0.00037987i,0.00074256+0.00049502i,0.00028667+0.00094738i,0.00048294+0.00062129i,0.0013139+0.00079392i,0.00042363+0.00078344i,-0.0003907+0.00032498i,-0.00070671+0.00058055i,-0.00084667+0.0006743i,-0.00010507+0.00012528i,0.00029765-0.00044095i,0.00042336-7.5892e-05i,0.00050333+0.0005361i,0.00068961+0.00024976i,0.00026544+0.00026766i,-0.00015654+0.0002293i,-0.00043727+5.1344e-05i,-0.0003212-0.00032467i,0.0003741-0.00034339i,0.00043391+0.0012311i
0.00013442-0.0022431i,0.00080077-0.0018672i,-0.0010069-0.00068437i,-0.0023277+0.00031685i,-0.0015813+0.00083707i,8.8123e-05+0.00066479i,0.00086545+0.00041608i,0.00032919+0.00015723i,-9.6583e-05+0.00016266i,-0.0007437+0.00034615i,-0.00090745+0.00079361i,-0.00089612+0.0007967i,-0.00048757-7.6524e-06i,-5.5744e-05-0.00030819i,-0.00014905-0.00032277i,-6.8677e-05-0.00017305i,-0.00019972+0.00025118i,-0.00060235+0.0005603i,1.8216e-05+0.00040281i,0.00032208-8.8983e-05i,-0.00063554-0.00037944i,-0.0010743-0.00070576i,-0.00044575-0.00044115i
0.00028023+0.00090526i,0.00059707+0.0014099i,0.00051264+0.00034766i,0.00014568-2.3323e-05i,-0.00045143-2.5365e-05i,-0.00012187+0.00012742i,0.00039213+0.00096762i,-0.00016009+0.00080278i,-0.0002081-0.00013587i,-0.00015856-0.00054496i,-0.0007435-0.00015184i,-0.0011131+0.00061082i,-0.0012841+0.00016094i,-0.0011874-0.00063801i,-0.0011718-0.00039993i,-0.00078088-7.6436e-05i,7.7787e-06+0.00034284i,0.00026567+0.0003201i,2.0792e-05+0.00010596i,0.00019508+3.7557e-05i,0.00059278-0.00035737i,0.00033032-0.00082888i,0.00058095-0.00071932i
-0.0020602+0.0010966i,-0.0014089+0.00058708i,-0.0007265+0.00099524i,-6.5034e-05+0.0014859i,0.00034722-0.00019824i,0.0010753-0.0014015i,0.00060727-0.00086552i,1.7968e-05-0.00072228i,0.00028572+0.00025766i,0.00010503+0.00077143i,-0.00041183+5.2665e-05i,-0.00052077-0.00018668i,0.00035948-6.7443e-06i,0.001018-0.00012299i,0.00056117-6.0096e-05i,-0.00012803-0.00031945i,0.00014631-0.00094724i,0.00063245-0.0010177i,0.00051019-0.00084586i,0.00045247-0.00029529i,-2.4947e-05+0.00093795i,-0.00047207+0.0013359i,-0.00014992+0.00080136i
0.0007014+0.00024544i,0.0011807+7.6449e-05i,0.001457-0.00095244i,3.1499e-05-0.0007505i,-0.00028566-6.5833e-05i,-0.00040853+9.1976e-05i,-0.00013687+0.0006896i,0.0010369+0.0011706i,0.0010395+0.0012662i,-0.00030259+0.00023893i,-0.00096817-0.00027536i,-0.00032618+0.00025751i,-0.00017188-0.00015581i,-0.00032442-0.00053271i,-0.00049905-0.00034051i,-0.00011122-0.00032811i,0.00039919-0.00045666i,0.00031053-0.00060368i,-0.00010425-0.00020284i,-0.00021396-1.7525e-06i,5.9924e-05-0.00026338i,0.00036991-6.8549e-05i,0.00064831+0.00031812i
-0.00052743-0.00077286i,-0.00032435-0.0011896i,-0.00058053-0.0011996i,-0.00077428-0.00038196i,-0.00053743+0.00019464i,0.00035273-0.00012997i,0.0011723-0.00012856i,0.00073257+7.8272e-05i,-0.00010154-6.6832e-05i,-2.301e-05-0.00016389i,5.5484e-05-0.00017594i,-0.00080637-0.000609i,-0.0010794-0.00040223i,-0.00027323+0.00059344i,-6.6747e-05+0.0010478i,-0.00055288+0.0015659i,-0.00064849+0.0013732i,-0.0004803+0.0005565i,-0.00037499+0.00056851i,-4.92e-05+0.00031223i,-0.00065703-0.00030918i,-0.0009309+0.00013254i,-0.00023195+0.00028699i
0.0018015-0.00079055i,0.0016424-0.0017524i,0.0011279-0.0016317i,0.00055987-0.0014577i,-0.0010633-0.0011821i,-0.0018244-0.00038027i,-0.00098505+0.00085869i,0.00062747+0.0013151i,0.0012065+0.00077254i,-0.00032598+0.00019544i,-0.0019249+5.1472e-05i,-0.0016716+0.00040044i,-0.00023889+0.0010109i,0.00015295+0.0015298i,-0.00092271+0.00086064i,-0.0014429-0.00010512i,-0.00053667-7.384e-05i,0.00043328+0.00030871i,0.00040938+0.00049088i,0.00046836+0.00036271i,0.00074978+0.00026412i,0.00054123+0.00030494i,0.00068131+0.00070919i
0.00010807+0.00026057i,-0.00029096+0.0013943i,-0.0011936+0.00028263i,-0.00025827+0.00030072i,-0.00018738+0.00076088i,-6.1079e-05-0.00027052i,0.00017998-0.00074763i,-0.00031061-0.00059365i,-0.00066188+0.00011626i,-0.0010452+0.00032554i,-0.00058799+0.00023189i,-5.5723e-05+0.00056366i,-0.00018133+0.00052736i,0.00030411-0.00011759i,0.00079004-0.0007911i,1.5094e-05-0.00035936i,-0.00039346+0.00078193i,-5.2553e-05+0.00051257i,0.00066859+0.00032553i,0.0014395+0.00081063i,0.0012172+0.00099109i,-7.0887e-05+0.00095665i,-0.00047742+0.00014456i
-0.0013661+0.000318i,-0.0010424+0.00019373i,0.00052373+0.00015772i,0.0011286+0.00054123i,0.00011647+0.00044115i,-0.00083487+0.00030015i,-0.00065969+0.00066637i,-0.00039876+0.00088936i,-0.00069672+0.00038382i,-0.00073774+4.2755e-05i,-0.00084918+0.00025579i,-0.00074808+2.5252e-05i,-0.00051798-0.00050063i,-0.00044806-0.0010549i,8.2699e-05-0.00088019i,-4.6201e-05-0.00098284i,-0.00028829-0.00062488i,-9.7516e-05+2.6901e-05i,-0.00014512-0.00040894i,3.5874e-05-0.00035169i,0.00016618-5.5986e-05i,0.00046254+0.00027572i,0.00069006-0.00012408i
-0.00096244-0.00062405i,-0.0016827-5.0936e-05i,-0.003144+0.0011788i,-0.0018466+0.00082622i,-0.0001824+0.00026443i,0.0012475-0.00030644i,0.0013001-0.00034756i,-0.00020302-7.7612e-05i,-0.0007082+1.4284e-05i,0.000329+7.8417e-06i,0.00041568+0.00035535i,-5.8112e-05+0.00045743i,0.00062268+0.00041857i,0.00098113-0.00033286i,0.00064429-0.0010151i,-0.00056411-0.00026192i,-0.0013107+0.00082259i,-0.0008759+0.00090446i,-0.00035375+0.00013817i,-9.6201e-05-0.00020141i,-0.00037719+0.00033661i,-6.3039e-05+0.00054735i,0.00014339+0.00044904i
0.00074+0.00059439i,0.00047939+0.00061634i,0.001418+0.00078987i,0.00112+0.0003875i,0.00058912-0.00041149i,0.00023778-0.00057135i,-0.00036224+0.00033898i,-0.00063468+0.00067936i,-0.00031452-0.00030937i,0.00034874-0.00035005i,0.00065395+5.751e-05i,-0.00011893-0.0009515i,-0.00029189-0.0014511i,0.00040093-0.00086817i,0.00050532-0.00046559i,0.0002801-0.00042805i,0.00024723-0.00046457i,5.1881e-05-8.2268e-05i,-0.00026011+0.0003155i,0.00019877+0.00015132i,0.0010105+3.2261e-06i,0.00096178+8.8835e-05i,0.00078833+0.00027209i
0.0018027+0.00019994i,0.00083301-1.0859e-07i,-0.00017648-0.0013305i,-0.00055387-0.0013138i,-0.00091875-0.00019061i,-0.00057824+0.00065138i,0.00030162+0.0011273i,0.00017955+0.0014691i,0.00010788+0.00064122i,0.0004212-0.00022129i,-0.00017532-0.00027239i,-0.0005905-7.4386e-05i,-0.00017671+0.00034947i,9.7033e-05+0.00013718i,-0.00020513-0.00042659i,-0.000365-0.00032529i,-0.00073349+0.00032224i,-0.00089984+1.9075e-06i,-0.00032867-0.00027892i,0.00060254-8.4154e-05i,0.00087949+3.5728e-05i,0.00037052+9.9635e-05i,0.00027201-0.00029326i
-0.00049958+0.0013403i,-0.00083375-0.00040712i,-0.00051015-0.0021262i,0.00026594-0.0010979i,0.00032437-0.0003215i,-0.00022168-7.0662e-06i,3.0803e-06+0.00089706i,0.00045272+0.0016019i,-7.6921e-05+0.00056659i,0.00050534-0.00043664i,0.00058969+0.00012691i,-0.0012302+0.00044084i,-0.0015785-0.00017602i,-0.00070974-3.1101e-06i,2.7859e-05+0.00047485i,0.00020298+0.00037902i,0.0001043-0.00040719i,-1.1463e-05-0.0007341i,-0.00074002-0.00030113i,-0.0011009+0.00062227i,-0.0010512+0.00047243i,-0.00046021-0.00043874i,3.1827e-05-0.0010678i
-0.0013953-0.0019008i,-0.00194-0.00034875i,-0.00053586+0.00064191i,-2.5923e-05+0.00096175i,-0.00027162+0.0008332i,0.00074008+0.00096662i,0.0012048+0.00092905i,0.00033895-0.0005099i,-0.00045678-0.0018281i,-0.00078421-0.0014155i,-0.00048497-0.00014112i,-0.0001991+0.00041233i,0.00011798-0.00034208i,0.00042376-0.00017012i,0.0001198+0.00055636i,9.3378e-05+0.0009064i,8.9392e-05+0.0010852i,-9.3169e-05+0.00030307i,0.00026957-0.00026547i,0.00015363-0.00010341i,7.5707e-05-0.00032025i,0.00013398-0.0003264i,-5.1442e-05+0.00015569i
-0.0013233+0.0014337i,-0.001109+0.00010787i,0.0002772-0.0011733i,0.00044846-0.0012041i,-0.00036545-0.0006777i,-0.0008291-0.00043746i,-0.0010811-0.00023945i,-0.00055723+0.00012867i,-0.00075943-8.3211e-05i,-0.00054832-0.00013644i,0.00023107+0.00022084i,0.00014254+0.00025222i,4.4679e-05-0.0010076i,0.0010757-0.00068497i,0.00052145-6.8533e-05i,-4.6219e-05-0.00035797i,-0.00028727+1.0755e-05i,-0.00019376+0.00016293i,-7.1168e-06+0.00059983i,-0.00079994+0.00082056i,-0.0010628+0.00021558i,-0.0004323+0.00030853i,9.5135e-05+0.00065293i
0.0030126+0.00089967i,0.0023393+0.00033297i,0.0015878-0.00097267i,0.00096639-0.0011452i,0.00025796-0.00063035i,-0.00026844+0.00062867i,-9.2183e-05+0.0013376i,0.00052415+0.0015409i,0.00018065+0.0014067i,-0.0011561+0.00010959i,-0.0013989-0.0013601i,-0.0014569-0.00064861i,-0.0017219+0.00096416i,-0.001512+0.0006517i,-0.00096451-0.00014255i,-8.7085e-05+0.00025118i,0.00025638+0.00072979i,-0.0004754+0.00046323i,-0.00061308+0.00022766i,-0.00037436+4.5976e-05i,-0.00030978-0.00013268i,-0.00038445-0.0001429i,-0.00017994-0.0004505i
-0.0021122-0.00021206i,-0.0011455-0.0011582i,1.0173e-05-0.0012244i,0.00094901-0.0010855i,0.0011043-0.0003439i,0.00033893+0.00023491i,-0.00065482+0.00042238i,-0.00067867-0.00026499i,-0.00033832-0.00040395i,5.2108e-05-0.0002146i,-0.00043415-0.00065144i,-0.0012919-0.00079606i,-0.00071695-0.00076517i,0.00044574+9.9866e-06i,2.4407e-05+0.0007917i,-0.000446+0.00083223i,0.00054392+0.00059442i,0.00072477+0.00088583i,-0.00035693+0.00016288i,-0.00065961-0.00065873i,-0.00010704-0.00015924i,0.00026995+0.00021892i,0.00054669+0.00024831i
4.2643e-05-0.0008813i,0.00050563-0.00047236i,0.00076255-9.8087e-05i,0.00091242+0.00010887i,0.00040272-0.00063428i,0.00040062-0.00060255i,0.0011288+0.00065989i,0.0012212+0.0014939i,0.001061+0.00042671i,0.00050452+7.2016e-05i,-0.00029859+0.00029222i,-0.00095985-0.00017214i,-0.00079154+0.00024128i,-0.00020694+0.0010998i,-0.0004709+0.00039652i,-0.00075909-0.00030109i,-0.00081969-0.00042642i,-9.8825e-05-0.00043775i,0.00072901-0.000566i,0.0010873-0.0001293i,0.0011117+0.00047866i,0.00046131+0.00056203i,-0.00027565+0.00036633i
0.00021395+0.00011468i,0.00054874+0.00033685i,0.00017972+0.0012451i,-4.5345e-05+0.00021936i,-0.00019238-0.0012867i,-0.0010086-0.002208i,-0.001262-0.0018338i,-0.00070689-0.0010828i,-0.00031925-0.0010149i,-0.00058439-0.0011675i,-0.00087362-0.00093038i,-0.00066995-0.00023724i,-0.00038011-0.00010595i,-0.00039999-0.00080317i,-0.00038161-0.00064664i,0.00055129-1.8357e-05i,0.00057085-5.1047e-06i,-0.00062313-0.00010267i,-0.00042154+0.00028642i,0.00040622+0.0002579i,0.00046294-0.00021824i,0.0012234-0.0003319i,0.00133-0.00018607i
-6.7268e-05-0.00063819i,-0.00024895+0.0010233i,0.00014724+0.0014056i,-0.00051841+0.001872i,-0.00078271+0.0014917i,0.00043835+0.00068153i,0.0015381+0.00069687i,0.0014167+0.00054056i,0.0010017+0.00061873i,0.00021147+0.00060091i,-0.0002068-9.6018e-05i,-0.00067907-0.00014342i,-0.00028684-3.1377e-05i,0.00065961-0.0013799i,0.00082588-0.0017664i,0.000294-0.00050681i,-0.00054588+0.00041911i,-0.0010398+0.00053759i,-0.00060844+0.00029157i,0.00032271+6.5915e-05i,0.00062266-0.00023542i,-0.0001393-0.00051459i,-0.00056547-0.00056056i
1.5461e-06-0.00074795i,-0.00052864-0.00033722i,-0.00080941-0.00063839i,-0.00023081-0.00045574i,0.00078494+0.00020501i,0.00093614+0.0010369i,0.0007894+0.00069926i,0.0005865-0.0004836i,0.00034579-0.00040073i,-0.00049697+0.00022753i,-0.0012438+0.00024888i,-0.00061389+0.00050566i,-0.00027815+0.0013249i,-0.00037632+0.001182i,-3.8703e-05+0.0007008i,0.00039991+0.0003419i,0.00066284+0.00045349i,0.00048148+0.00058815i,0.00050747-1.5261e-05i,0.00022225-0.0002666i,-0.00036984+0.00032322i,-0.00011013+0.00030224i,6.124e-05-0.00037i
0.00089678+0.0021548i,0.0010804+0.00059522i,0.001242-2.6038e-05i,0.0014042-7.1901e-05i,0.0011928-0.00049875i,0.00017085-0.00027962i,-0.00054207+0.00059334i,-0.00034503+0.00064022i,3.5987e-05+0.00058349i,4.5657e-05+0.00085709i,-2.41e-05+0.00077764i,-0.00052461+0.00058084i,-0.00087606+0.00013487i,-0.0004381-0.00053785i,-0.00027802-0.001363i,-0.00052307-0.0011006i,-0.00015489+0.00012626i,7.0693e-05+0.0010224i,0.00012379+0.00086723i,-0.00025287+0.00055872i,-0.00055563-0.00020537i,-9.2711e-05+4.477e-05i,-0.00050043+0.00029967i
-0.00049402+0.0008258i,-0.00028176+0.0013936i,7.9771e-05+0.0019631i,0.00035108+0.0010515i,0.00078044-0.00017147i,0.0011796-0.0012399i,0.0010987-0.00076735i,0.00082472+9.8844e-05i,0.00099643+0.00020626i,0.00064795+0.00028946i,0.00025041-0.00012186i,-0.0001338-0.00026884i,-0.00014249-4.8348e-06i,0.00066976+0.00011607i,0.00061247-0.00010103i,0.00032211+0.00011052i,0.00014212+0.00033457i,-0.00058769+0.0003219i,-0.00059023+0.00026614i,0.00022731-7.7139e-05i,0.00026167-0.00077688i,0.00015058-0.00037366i,0.00048756+0.00019792i
-0.00091827-6.8365e-05i,-0.00044169+0.00068462i,-0.0008736+0.0012472i,-0.00083519+0.0011292i,-0.00017027+0.00085716i,0.00033786+0.00034957i,0.00035481+0.00058783i,-1.6562e-05+0.0010203i,0.00054244+0.0010318i,0.0013306+0.00096917i,0.00039254+0.00010201i,-0.00082965-0.00087932i,-0.00067231-0.00076444i,0.00012152-0.00025351i,-0.00014066+1.6192e-05i,-0.00074701-0.00020138i,-0.0001145+0.00033484i,-7.806e-05+0.0006588i,-0.00017005-0.00033348i,0.00045884-0.00030934i,0.0003667+0.00065029i,0.0004109+0.00081762i,0.00064206+0.00071468i
-0.00035588-0.0013249i,-0.0012404-0.001585i,-0.0016373-0.00096788i,-0.0014435-0.00081698i,-0.00092984-0.00063768i,-0.00012423-0.00012076i,0.00070418+3.8845e-05i,0.0010342-0.00037323i,-4.441e-05-0.00027933i,-0.0010973+0.00024406i,-0.00095163-0.00017947i,0.00024751-0.00031817i,0.00057989-9.4419e-06i,0.00024581-0.00028351i,0.00027798-0.00040193i,0.00011448-0.00019157i,-0.00023653+0.00013044i,-9.965e-05+0.00021751i,0.00039404-0.00045135i,0.00046962-0.00051397i,0.00010613+0.00017667i,8.8431e-05+0.00053174i,0.00030492+0.00021328i
-0.00019981-0.0016728i,0.00026842-0.0013285i,-0.00034487+0.00049711i,-0.000608+0.0015256i,-0.00058412+0.0012259i,-0.00023839+0.0012047i,-5.8502e-05+0.0010601i,-0.00072494+0.00038824i,-0.00099558+0.00037038i,-0.00049627+0.00075759i,-0.0011535+0.00061374i,-0.0011206+0.00055872i,-0.00020778+0.0005511i,-0.00010996-0.00031694i,-0.00017894-0.0011993i,-0.0004608-0.00090435i,-0.00056014-5.7162e-05i,-0.00043595+1.4854e-05i,-0.00051576-0.0010154i,-0.0003465-0.0011773i,-0.00021474-0.00048817i,0.00030698+8.3347e-05i,0.0011363+0.00061986i
0.00059276-0.0018906i,0.0002694-0.0021678i,-0.0011918-0.0021329i,-0.0021809-0.0016095i,-0.0018637-0.0015307i,-0.00073252-9.4732e-05i,-1.1806e-05+0.00087167i,7.3735e-05+0.00069153i,0.00031598+0.0001171i,-0.00028837+0.00013331i,-0.0008349+0.00012827i,-3.5561e-05+0.00048976i,0.00078573+0.00081376i,-5.8565e-07+0.00088015i,-0.0011441+0.00066304i,-0.00075709-0.00023611i,-0.00038878-0.00034669i,-0.00061666-3.0562e-06i,4.4076e-05+0.0004058i,0.00057478+0.00019111i,-0.00012107-9.4742e-05i,-0.00048688-9.6055e-05i,-0.00016789+2.3215e-06i
-0.00027397-0.00094821i,-0.00080261-0.00071499i,-0.00089027-0.00067425i,-0.0012827+0.00012727i,-0.0014543+0.00068886i,-0.00088574+0.00067284i,-0.00021526+0.0004473i,-5.7668e-05-0.00024097i,0.00020296-0.00010272i,0.00027294-0.00026634i,0.00036739-0.00063142i,-7.9822e-05-9.5948e-05i,-0.00029727-0.00044412i,0.0002404-0.0010664i,0.00040335-0.0012433i,0.00016698-0.00090124i,-0.00014199+0.00037597i,-0.00023864+0.00082633i,0.00026023-0.00043417i,-0.00012443-0.00029338i,-0.00033677-0.00014346i,0.00076231-0.00038203i,0.00069698-6.857e-05i
-0.00014321+0.00018698i,2.6569e-05+3.1289e-05i,0.00052772-0.0002601i,0.00078141-0.000977i,0.00028039-0.00059141i,-0.00046847+0.00048521i,-0.00049738+0.0010429i,-0.00022903+0.00097402i,-7.8368e-05+0.0005662i,8.2156e-05+0.00031251i,0.00012423-0.00056158i,0.00066386-0.00084665i,0.00043098-0.00055751i,-0.00039465-0.00060638i,6.0491e-05-0.00060629i,0.00048976-0.00029813i,-0.00013514+0.00031623i,5.7236e-05-0.00010454i,0.00068342-0.00080122i,0.00016105-0.0006851i,0.00034643-0.00036024i,0.00082739-0.00020158i,0.0005161-0.00018238i
0.0011281-0.00051774i,0.0010377-0.0012873i,0.00085657-0.0016474i,0.00042185-0.00067382i,-9.4956e-05-0.00045723i,0.00030565-0.00053478i,0.00060553+0.00032161i,0.00077899+0.0004296i,0.00070099-0.00022852i,0.00063326-0.00084165i,9.5745e-05-0.00045354i,-0.00032767-3.624e-05i,-0.00039092+0.00042471i,-0.00022765+0.00024049i,-0.00040527-0.00051708i,-0.00094837-0.00038892i,-0.0011103-0.00018667i,-0.0007457-0.00022414i,0.00017894+1.1232e-05i,0.00091622+0.00034357i,0.00077565+0.00011682i,0.00035846+0.00029181i,-0.00017939+0.00040341i
0.00011883+0.0011254i,0.00077951+0.0010286i,0.00054432+0.00059248i,0.00078903-0.00061903i,0.00047445-0.00067111i,-0.00043027-0.00038837i,0.00049153+4.2739e-05i,0.0017262+0.00024107i,0.0014961-0.00016895i,0.00031873-0.00028809i,-0.00073118-0.00045245i,-0.0010547-0.00021941i,-0.001112-0.00037989i,-0.0015346-7.2545e-05i,-0.0015509+0.0004886i,-0.00054627+0.00060064i,0.00047704+0.00043971i,-0.00018854+0.00057901i,-0.00047111+0.00092516i,-0.00042524+0.0010151i,-0.0003+0.0011023i,-0.00026393+0.0012012i,-0.00071172+0.00020342i
-0.0010474-0.00029585i,-0.0013761-0.0011441i,-0.0013768-0.00030892i,-0.00065897+0.00082167i,-0.00079193+9.0763e-06i,-0.001375-0.00067954i,-0.00044494-0.00036143i,0.00020217-0.00035236i,-0.00019703-7.3389e-05i,-0.0010485-0.00018686i,-0.0012224+0.0001137i,-0.00042699+0.00045998i,0.00032462+0.00022359i,2.198e-05-0.00040426i,-0.00066997-0.0011762i,-0.0010174-0.00081574i,-0.00086809-0.00026203i,-0.00031871+3.7266e-05i,0.00044451+0.00015001i,0.00046009-5.3781e-05i,0.00045588+0.0004834i,0.00098877+0.00050516i,0.00096523+0.00034929i
-0.00041675+0.0002373i,-0.00084442-0.00012226i,-0.00044014+0.00096194i,-0.00038192+0.0018925i,-0.0003649+0.0017197i,0.00028718+0.0017056i,0.00052067+0.0017092i,0.00025084+0.00067072i,-0.00043242+0.00017762i,-0.0007367+4.7282e-05i,-9.0271e-06-0.00012173i,0.00048615+0.00017532i,0.00036972-1.8929e-05i,-8.2593e-05-0.0008108i,-0.0010001-0.00058355i,-0.00094092-0.00017822i,-0.00053407-0.00035237i,-8.7667e-05-0.00077916i,-0.00015916-0.0008681i,-0.00049584-0.00032274i,3.5384e-06+0.00023095i,0.00057363-0.00052729i,0.00087212-0.00090765i
-0.00088978-0.0015431i,-0.00090204-0.00058294i,-0.0010127-0.00035441i,-0.00069367+0.00037229i,3.7909e-05+5.3044e-05i,0.0010655-0.00097599i,0.001235-0.00063845i,0.0005888-7.5999e-05i,-4.0782e-05-0.00046567i,-0.00073059-3.1949e-05i,-0.00080509+0.00064329i,-0.00041637+9.7162e-05i,0.00043961-9.7666e-05i,0.00083045-0.00081836i,0.0010268-0.0012516i,0.00055144-0.0003244i,-0.00028678+8.7897e-05i,0.00014601-4.3631e-05i,0.00037309-0.00036553i,-0.00019835-0.00066403i,-0.00050948-0.00041567i,-0.000789+7.6782e-05i,-0.00049803+0.00023419i
