-0.003581+0.0009409i,-0.003457-0.00015002i,-0.0036661+0.00026652i,-0.0026938+0.00093657i,-0.0015709+0.0014955i,-0.00083653+0.0014873i,-0.00019703+0.0014236i,0.00029955+0.0014678i,0.00045533+0.0014092i,0.00027293+0.0011368i,0.00051484+0.00018554i,0.00070731-0.00046236i,2.9347e-05-0.00019538i,-0.00043295+0.0002097i,-0.00034844+0.00067612i,0.00025988+0.00097142i,0.00045728+0.00047998i,0.00019854-0.00059441i,-1.9614e-05-0.00011066i,-0.00043347+0.00031793i,0.00012353+0.0003003i,-6.3432e-06+0.00041582i,-0.00080612-0.00021993i
-0.00090045-0.0013572i,-0.0014909-0.0017566i,-0.0018139-0.00067475i,-0.00086952+0.0001077i,0.000283+0.00084904i,-0.00025298+0.001903i,-0.00032922+0.0017419i,-0.00015156+0.0018298i,0.00010344+0.0037201i,0.00046525+0.003755i,0.00053156+0.0017334i,0.00011+0.00047909i,-9.9801e-05+0.00022535i,-0.00034627-2.5118e-05i,-0.00078554-0.00023528i,-0.0012279+0.00016195i,-0.0012334+0.00017944i,-0.00024437-8.4451e-05i,6.4204e-05+0.00015144i,-0.00065395+0.00066286i,-0.0011941+0.00042571i,-0.0009828-0.00041324i,-0.00042901-0.00029657i
0.0013274-0.0038713i,0.0020602-0.00428i,0.0028445-0.0032365i,0.0019576-0.0010644i,0.00046048-0.00032239i,-0.00030104-0.00038839i,-0.00074139+2.0152e-05i,-0.00016821+0.00070722i,-0.00032078+0.0020043i,-0.0014655+0.0027985i,-0.0015803+0.0019973i,-0.001494+0.00078504i,-0.0013542-0.00022944i,-0.00083696-0.0011778i,-1.6369e-05-0.00018803i,0.00068299+0.00073597i,-1.4321e-05-4.4157e-05i,-0.00089932-0.00066514i,-0.00050188-0.00054859i,-2.6842e-05+0.00027862i,0.00017645+0.00049103i,0.00046803-0.0001111i,-4.9326e-05-0.00044608i
0.0013826+0.001135i,0.0012761+0.00033331i,0.0021687+0.00011712i,0.00126+0.00037955i,-0.00037269+0.00090506i,-0.0011853+0.00083566i,-0.0012131+0.00087793i,-0.001251+0.0016038i,-0.0018482+0.002434i,-0.0017782+0.0023188i,-7.0523e-05+0.0011651i,0.00070669+0.00059588i,0.00027713+0.00071667i,0.00059561+0.00032226i,0.00045112-0.000208i,-7.8669e-05-0.00050716i,-0.00016938-0.00069687i,-0.00058308-0.00049985i,-0.00062555-0.000734i,-0.00042724-0.00053937i,-7.1277e-05-0.00038826i,0.00046069-0.00025677i,-0.00014033+0.00039827i
0.00041165-0.00021849i,0.00088995+0.0010587i,0.0017267+0.0020067i,0.0030057+0.0015068i,0.0028343+0.00051403i,0.0019858-7.6415e-06i,0.00058621-5.8926e-05i,-0.00076781-0.0007062i,-0.0016855-0.00022857i,-0.0017252+0.0014379i,-0.0010092+0.0012601i,-0.00080484+0.00032608i,-7.4867e-05+0.00049423i,0.0012284+0.00024912i,0.00075729-0.00011498i,0.00023019+8.118e-05i,0.00069884-0.00051015i,0.00052401-0.00052855i,0.00050226+0.00066143i,0.00076882+0.00041262i,0.00023603-0.00047715i,-0.00025308-0.00016338i,-0.00065238+0.00091715i
0.00023766-0.0018333i,-0.0015989-0.00060323i,-0.0021455+0.0013606i,-0.00091065+0.0025671i,-2.8725e-05+0.0023697i,-0.00057415+0.0013626i,-0.0011848-0.00042171i,-0.00076008-0.0010145i,-0.0012769-0.00038864i,-0.0020448+2.525e-05i,-0.0014773-0.00024709i,1.8082e-05-0.00033661i,0.00082626+0.00035864i,-6.3773e-06+0.00025241i,-0.00027558-0.00022985i,0.00013264-0.00031768i,-0.00020698-0.00063898i,-0.00047586-0.00046477i,0.00030977-6.5704e-06i,0.00099146+0.00078237i,0.00070126+0.0011079i,-0.0002055+0.00091426i,-0.0009332+2.4964e-05i
-0.0028732+0.00072243i,-0.0035265+0.00091312i,-0.0036385+0.0017165i,-0.0025891+0.00085809i,-0.00095286-0.00018057i,0.00028143-0.00038474i,0.00024971-0.00037433i,-0.00030569-0.00020777i,-0.00078654+0.00030753i,-0.00033266+0.0010126i,0.00077108+0.0010589i,0.00086822+0.00054751i,0.0006116+0.00068575i,0.00030315+0.00098432i,-0.00070787+0.00080715i,-0.00087612+0.00051863i,-0.00011593-0.00025732i,0.00037052-9.5235e-05i,3.6191e-05+0.00059192i,-0.00044377+0.0011i,-9.1727e-05+0.0013179i,0.00095935+0.00088346i,0.001339+0.00034047i
-0.0016958+0.00059935i,-0.00048829+0.0015871i,0.00053458+0.0020478i,0.0026356+0.0014257i,0.0035254+0.00054867i,0.0019246-5.3435e-06i,0.00075352-0.00080184i,0.00016639-0.0015272i,-0.00032309-0.00060803i,0.00043099+0.00054404i,0.0006151+0.001081i,-0.00024134+0.0012368i,-8.3851e-05+0.00083885i,0.00052214+0.00073379i,0.0010667+0.00044624i,0.0011617+6.8512e-05i,0.00054431+0.00053743i,0.00014285+0.00058385i,0.00061929+0.00065446i,0.00061407+0.00074389i,0.00028964+0.00029621i,0.000472+0.00079146i,-0.00025937+0.00092806i
-0.0015941+0.00096805i,-0.0015776+0.00083821i,-0.00083964+0.0012102i,0.00017296+0.0021973i,0.0013578+0.0016859i,0.001482+0.00055417i,0.0010851-0.00011285i,0.0012731-0.00048959i,0.0010016-0.00040164i,0.00070823-0.00033123i,0.0004074-0.00029963i,-0.00010532-3.5673e-05i,-0.0012102+0.0015153i,-0.00080697+0.0019779i,0.00019628+0.00060607i,-0.00044783-3.7323e-06i,-0.00061146+0.00046468i,0.00024039+0.00044464i,0.00019626-4.1682e-05i,8.2602e-05-0.00031633i,0.00036117-0.00021603i,0.0002779+0.00032671i,0.00026646+0.00034856i
0.00070079+0.00084605i,0.00088989+0.0013396i,0.0015471+0.0016758i,0.0017297+0.001959i,0.00073681+0.00081663i,-0.00013986-0.001361i,8.8502e-05-0.0017826i,0.00045767-0.00050808i,0.0011443-0.00028779i,0.0015563-0.00061112i,0.001482+0.0001297i,0.0012043+0.00054157i,0.0005864+0.00086225i,-0.00014124+0.00063621i,-0.00049271+0.00010239i,-0.00041053+6.6218e-05i,-0.00078196+0.00014727i,-0.00088453+0.00013481i,-0.00061821-0.00035012i,-0.000208+4.9637e-05i,0.0002129+0.00017178i,6.7404e-05-0.00029273i,-0.00047501-0.00030204i
0.0012964-0.0019208i,0.0014364-0.0012647i,0.0019867+0.00022306i,0.0027869+0.00061705i,0.0023619-4.1429e-05i,0.00081906-0.00050728i,0.00069126+0.00033318i,0.0012531+0.00053073i,0.001557-0.00018547i,0.0016975+0.00016326i,0.0012286+0.00090495i,-0.00062089+0.0006992i,-0.0015408+0.00055446i,-0.00097227+0.00082469i,-1.6228e-05+0.00096486i,0.00080302+0.0003688i,0.0011038-0.00076317i,0.00073964-0.00061968i,0.00036716+0.00019694i,0.00012941+0.00042613i,-0.00041444+7.811e-05i,-0.00053711+5.1853e-05i,-0.00029143-3.7469e-05i
0.00041074+0.0022571i,-0.00048026+0.0022969i,-0.00019134+0.0022503i,0.00046794+0.0018093i,0.0003533+0.00071789i,-0.00048404+0.00021292i,-0.00018181+0.00030122i,0.00097306+0.00042435i,0.0014734+0.00079956i,0.0010792+0.0012931i,0.00025221+0.0013835i,-0.00023742+0.001071i,-0.00025933+0.00019342i,0.00019547-0.00016886i,0.00035965+0.00018925i,0.00025062+0.0002532i,0.00052429+0.00030758i,-5.2303e-05+0.00046117i,-0.00098312+7.0643e-05i,-0.00037433-0.00047988i,0.0011357-0.00089758i,0.0017385-0.00044206i,0.0011726+7.9146e-05i
-0.00028588-0.00058039i,-0.0013294-0.00016308i,-0.001082-0.00032765i,0.0001318-0.0013435i,0.0013234-0.0016405i,0.0015544-0.0006342i,0.0011981+0.00041583i,0.0012578-0.0001442i,0.0013469-0.00053123i,0.00063057-3.2416e-05i,0.00018634-4.9505e-05i,-0.00047469-0.00070776i,-0.0016472-0.00022069i,-0.0020369+0.00037331i,-0.0010349+4.7185e-05i,-0.00029313-0.00037543i,-0.00012374-0.0010984i,0.00025828-0.00080321i,0.00052437+0.00047708i,0.0012419+0.00061645i,0.0013722-0.00027472i,0.00081877-0.00057906i,0.00056705-0.00051381i
0.0024002-0.0011445i,0.0031198-0.00075742i,0.0034572+2.4139e-05i,0.0025681+0.0013094i,0.0015545+0.001509i,0.0011892+0.00066419i,0.00071447+0.00091481i,0.0006947+0.0013835i,0.0010497+0.0011504i,0.00052409+0.00024705i,-0.00077092-0.0011468i,-0.0025673-0.0011905i,-0.0026911-0.00053759i,-0.001789-0.00064804i,-0.0012055+0.00015792i,-0.00028814+0.00050422i,0.00044279-0.00057212i,0.00059017-0.0011546i,0.00030379-0.00047362i,0.00032194-0.00023573i,0.001417-0.00061562i,0.0012818-0.00041668i,0.00013962+0.00017253i
0.00032628+0.0010012i,0.00059416+0.0012627i,0.0006216+0.001024i,0.0012613+9.4886e-05i,0.0014736-0.0007025i,0.00075756-0.0009284i,0.00029505-0.00074609i,0.00024786-0.00027612i,0.00036475+0.00010879i,0.00062856-0.00045794i,0.00080942-0.0014911i,0.00075432-0.0016383i,0.00054455-0.0018774i,5.0163e-05-0.0010828i,-0.00061048+5.1428e-05i,-0.0010392+0.00047253i,-0.00075071+0.00081959i,-0.00041975+0.0010457i,-0.0001531+0.00047766i,0.00023366-1.2749e-05i,0.00037225+0.00023876i,0.00060496-6.9592e-07i,0.00047946-0.00063348i
0.0010898+0.00017451i,0.0013479+0.00051641i,0.0012954+0.0027132i,0.0014442+0.0017079i,0.0013896-4.1193e-05i,0.0011895-0.00010088i,0.00038659+0.00030469i,0.000197+0.00075585i,0.00058708+0.00090445i,0.00015071+0.00055203i,0.00031651-0.00056487i,0.00040607-0.00052626i,0.00064336-0.00040137i,0.001509-0.00098247i,0.0013651-0.00079537i,0.00094319-2.5674e-05i,0.00048737-0.00049763i,5.1153e-06-0.0012112i,7.7587e-05-0.00017134i,1.3416e-05+0.00083227i,1.9972e-05+0.00063332i,0.00050964+0.00027843i,3.5365e-05+9.5719e-05i
-0.0010927-0.001586i,-0.00083987-0.0022631i,-0.0010634-0.0014716i,-0.00013452+0.00074229i,0.00066699+0.0024083i,2.1895e-05+0.0016233i,-0.000175+0.00023706i,0.00057761+0.00082408i,0.0003132+0.0014484i,0.0002956+0.00074971i,0.00040306-0.00010906i,0.0002728-0.00080134i,0.00011997-0.00063679i,-7.4688e-05-0.00059763i,0.00078116-0.0008487i,0.00098396-0.00051751i,0.00017365-0.00067841i,-0.0004035-0.0010402i,-0.00055501-0.00060484i,-0.00032363-0.00092205i,-0.00014393-0.00096603i,-0.00020509+1.7321e-05i,-1.6104e-05+0.00094015i
-0.0016627-0.00045931i,-0.0021883-0.0009561i,-0.0022352-0.0002174i,-0.0016302+0.0010468i,-0.00029679+0.0019208i,0.00046243+0.0012978i,0.00040658+6.6539e-05i,-0.00056517+0.00060833i,-0.001217+0.00098123i,-0.00059498+0.00097467i,0.0010958+0.0014773i,0.0016666+0.0011265i,0.00117+0.00099373i,0.0016234+0.0016445i,0.00097853+0.001046i,-0.00049061+0.00013191i,-0.00063375-0.00021872i,-0.00033047-0.00046941i,0.00019345-0.00050902i,0.00033736+8.4897e-05i,-0.0001977-1.2599e-05i,-0.00016261-0.00011745i,0.00021023+0.00020681i
0.0019176-0.00094203i,0.0019005-0.00095153i,0.0026486-0.00013339i,0.0027167-0.0001415i,0.0013605-0.00042826i,-7.8013e-05-0.00076462i,-4.9848e-05-0.00051612i,-0.00035202+0.00027807i,-0.0012197+0.00037797i,-0.00098538+0.00037046i,-1.4975e-05+0.00020963i,0.00028803+0.00034928i,-5.4402e-05+0.00078052i,-0.00034746+0.00059582i,-0.0001968-0.00083201i,-0.00017606-0.0013578i,0.00039998-0.00055538i,0.0010144-0.00046541i,0.00095418-0.00039783i,0.0004294+0.00026142i,0.00034806+0.00053971i,0.0011187-0.00039696i,0.0011265-0.00046966i
-0.00036766-0.0007896i,0.00032135-0.0010366i,-0.00032323-0.00058591i,-0.00036642-0.00034078i,0.00055529+0.00030927i,0.00051888+0.00094411i,0.0001627+0.00096533i,0.00049188+0.00023908i,0.00040339+0.00012046i,0.00059825+0.00049114i,0.00084534-0.00019848i,-0.00019039-0.00022795i,-0.00075521+0.00035486i,1.4533e-05-9.6546e-05i,0.00068425-0.00035694i,0.00030297+9.4761e-06i,-0.00065537+0.00015197i,-0.00094668+3.9567e-05i,-0.00071596+0.000178i,-0.00055981+0.0004007i,0.00014308+0.00043142i,4.0393e-05+0.00046325i,-0.00011849+0.00017391i
-2.7928e-06+0.0019199i,-0.00051284+0.0022548i,-0.00056709+0.0024998i,0.00061658+0.0013308i,0.00136-2.8595e-05i,0.00025408+0.00014644i,-0.00026316+0.00052378i,0.00011214+0.0001195i,0.00021219+9.1977e-05i,9.9068e-06+0.00052634i,1.592e-05+0.00077861i,-0.00046165+0.00077553i,-0.00049374+0.0002993i,-2.7315e-05-7.6609e-05i,0.00045972-9.67e-05i,0.00092752+0.00015074i,0.00041343+3.8716e-05i,5.3385e-05-0.00028717i,0.00064833-0.00047118i,0.00057295-0.0006306i,0.00090104-0.0007738i,0.0010269-0.00078883i,-0.0002395-0.00081336i
-0.0004105+0.0016371i,0.00026265+0.0016384i,-0.00053276+0.0010402i,0.00011574+0.0012996i,0.00075812+0.00081016i,0.000267-0.00026502i,0.000599-7.2793e-05i,0.00090158+7.2499e-05i,0.00061273+0.00010141i,0.00071719+0.0010439i,0.00042591+0.0014478i,-0.00061883+0.0010239i,-0.00089568+0.0016098i,-0.00033921+0.0016979i,-2.4316e-05+0.00092614i,3.0886e-05+0.00052975i,0.00019865-0.00023279i,-1.5394e-05-0.00072584i,-0.00077172-0.00051237i,2.6306e-05-8.4307e-05i,0.0010677-0.00046688i,0.00078808-0.00066686i,0.00016132-0.00096415i
-0.0004998+0.0017782i,-0.0003649+0.001622i,-0.00053806+0.0017656i,-0.00015049+0.00023346i,0.0011216-0.00093442i,0.0013191-0.0012288i,0.00035166-0.00061961i,0.00017973-0.00063551i,-0.00011895-0.00096701i,0.00031073-0.0001869i,0.00093774+0.0004268i,0.00017786+0.00038899i,-0.00063124+3.2192e-05i,-0.00053874-3.8274e-05i,6.1762e-05-0.00015124i,0.00057784+1.8113e-05i,0.00038137+0.00022188i,-0.00039691-2.3641e-05i,-0.00025277-0.0005274i,0.00039878-7.0769e-05i,0.00029589+0.00037123i,0.00012281-0.00028896i,-0.00068277-0.0010471i
-0.0007146+0.00077963i,-0.00049304+0.0014456i,0.00023838+0.0022537i,0.001738+0.0020957i,0.0023355+0.0016518i,0.0014172+0.00053534i,0.0013028-3.5241e-05i,0.0013205+0.00078535i,0.001197+0.00068794i,0.00077138-9.4478e-05i,0.00014184-0.00026641i,-0.00081978-0.00039438i,-0.0010668+0.00011354i,-0.00081951-0.0002176i,-0.0003695-0.0011284i,0.00023017-0.0013083i,0.0003013-0.0012701i,0.00018558-0.00069055i,0.00040953-0.00032713i,0.00042368-0.00027591i,-0.00021612+0.00032138i,-0.00016465+0.00077483i,0.00016318+0.00038464i
0.00063158+0.00069568i,-0.00024524+0.0022758i,-0.00067206+0.0026253i,0.00039456+0.0023648i,0.0005912+0.0019975i,0.00029779+0.00058153i,0.00054231+0.00017857i,0.0010299+0.00015764i,0.00092267-1.7184e-05i,-0.00020813+5.3043e-05i,-0.000742-0.00057984i,-0.00081655-0.00084663i,-0.0010007-0.00045343i,-0.00046331-0.00076192i,0.00054204-0.0011217i,0.00067758-0.00073444i,-0.00020702-0.00024069i,-0.0009408-0.00035705i,-0.00066678-0.00023847i,-0.00050817-0.00027858i,6.8677e-05+0.0001327i,0.00039018+0.0013253i,0.00019862+0.00094542i
-0.0017776+0.0018518i,-0.0014177+0.00057738i,-0.00060546+0.0016983i,4.1424e-06+0.0019791i,0.00070066+0.00080505i,0.00065355+0.00058978i,0.00034651+0.00076587i,0.00052854+0.00061096i,0.00084837+0.00056984i,0.0010712-8.902e-05i,0.00069202-0.0010337i,0.00041754-0.00069054i,0.00091213+0.00026927i,0.00090778+0.0006567i,0.0001326+7.079e-06i,-4.2584e-05-0.0010556i,0.00025993-0.00055654i,8.328e-05+0.00090205i,-0.00013972+0.00059895i,-0.00027903+0.00015304i,5.6898e-05+0.00011095i,0.00046822-0.00058006i,0.00064617-0.00063108i
0.00035779+0.00020593i,0.0013941+0.0007067i,0.001309+0.0012689i,0.00087626+0.0021853i,0.0017617+0.0016686i,0.0026133+0.00013124i,0.0017364-4.8437e-05i,0.00046724+0.0012154i,0.00047977+0.0017609i,0.0010182+0.00068268i,0.0011474-0.00045078i,0.0007862-0.00056397i,4.2173e-05+0.00030588i,-0.00075844+0.00081036i,-0.0014425+0.00073991i,-0.00071263+0.00016578i,0.00032438-6.2934e-06i,0.00027632+5.8888e-05i,0.00094361-2.0535e-05i,0.0013862-0.00016875i,0.0010054-0.00046495i,0.00063303-0.00028736i,-0.00011123+9.4007e-05i
-0.0003665-6.7535e-05i,-0.0007518+0.00064154i,0.00011321+0.00076333i,-6.0248e-05+9.2815e-05i,-0.0016623-0.00067243i,-0.001535-0.00017101i,-0.00054025+0.0004892i,0.00021209+0.00062069i,0.00039791+0.00077456i,0.00025651+0.00073513i,0.00075608+0.00050127i,0.00082775-5.1099e-05i,0.00010515-0.0001652i,-0.00017291-0.00064942i,0.00050213-0.00050104i,0.0012041-7.8501e-05i,0.0010091-1.0445e-05i,0.00038368+0.00019558i,0.00056679-0.0001285i,0.00096376-0.00025237i,8.8492e-05-0.00016533i,-0.00051768+0.00021818i,0.00018333+0.00040442i
0.002279+0.00017114i,0.0024735+8.938e-05i,0.0018243-0.00058632i,0.0017926-0.00045055i,0.002237-0.00072013i,0.0016937-0.001029i,0.0011061-0.00018636i,0.00080505-0.00015453i,0.00094706+9.5994e-05i,0.0014301+0.00052151i,0.0013325+0.00037557i,0.00013113-8.4066e-05i,-0.00035396-0.00028697i,0.00028237-0.00016151i,0.00030601-0.00030788i,1.4614e-05-0.00047615i,0.00017602-0.00017611i,0.00037469-0.00027246i,0.00019393-0.00065972i,1.6901e-05-0.00060942i,0.00028234+6.7258e-05i,0.00066205+0.00030661i,0.00056474-0.00015065i
0.00037746-0.0017025i,-0.00014488+7.6699e-05i,5.922e-05+0.0014928i,0.0010702+0.0018886i,0.00044704+0.0020056i,-0.00096628+0.0023725i,-0.00044002+0.0014756i,0.00058652+0.00093531i,0.00055187+0.0010423i,0.00089258+0.00076761i,0.0014319+0.0005731i,0.0010277+0.00059758i,6.0599e-05+0.00030706i,0.00014364-0.00085877i,0.00039736-0.0012179i,0.00046678-0.00038363i,0.00035058-0.00027912i,-0.00091773-0.00033289i,-0.0012447-0.00017441i,-0.0012348+0.00022399i,-0.00077995+6.266e-05i,7.1023e-05+0.00011129i,6.2346e-05+0.00041954i
-0.0013474+0.00073407i,-0.0012469+0.00056917i,5.9347e-06+0.00094744i,0.00041969+0.00010193i,0.00092093-0.0010983i,0.00091644-0.0013911i,0.00010862-0.00066755i,-0.00025358+0.00065037i,2.3283e-05+0.0011721i,0.00038854+0.00090125i,-0.0001716+0.0005515i,-0.00032821+0.0004016i,0.00062535+0.00034831i,0.0015639+0.00021298i,0.0017242+0.00020718i,0.0010464-9.1637e-05i,0.00043904-0.00036134i,0.00015731-0.00058606i,-8.7361e-05-0.00064869i,-5.0413e-05-0.00012816i,0.00079509+0.00043894i,0.0010939+0.00027471i,0.00032398-0.00034973i
-0.0012463+0.0037999i,-0.00091578+0.0037016i,-0.0003385+0.0040254i,0.0013219+0.0033778i,0.0025554+0.0025861i,0.0019664+0.00099795i,0.0010006-0.00021213i,0.00072759-0.00018255i,2.9997e-05+0.00026306i,-0.0003356+0.00099292i,0.00011396+0.0011904i,-0.00046757+0.00094929i,-0.00022483+0.0013428i,0.00090649+0.0010545i,0.00063814+0.00021239i,7.2877e-05+0.00028701i,0.00056723+0.00043581i,0.00027298+0.00016953i,-0.00016362+0.00037383i,0.00010095+0.00064042i,-0.0004863+0.00072463i,-0.00091356+0.00030358i,-1.9691e-05-7.6973e-05i
-0.0011056+0.0010855i,-0.0012162+0.00081299i,-8.1344e-05+0.0015249i,0.0014056+0.0023549i,0.0012825+0.0024291i,0.00049997+0.0017743i,-0.00017366+0.0010432i,0.00031266+0.00032934i,0.00052973+0.00015433i,-0.00068639+0.00074336i,-0.00045097+0.00068884i,0.00017491+0.00059161i,0.00068629+0.00043791i,0.00040879+0.00060169i,-0.00029546+0.00074894i,-0.00022615+0.00083099i,0.00025019+0.00055248i,0.00049703+4.8471e-06i,0.00043616+0.0001221i,0.00049912+0.00033651i,2.0383e-05+0.00058586i,-8.0495e-05+0.00010763i,0.0003281-0.00032807i
-0.00059847-0.0013072i,-5.5291e-05-0.0010531i,0.00043749-0.0010627i,0.00071033-0.00053325i,0.0010548+0.00034909i,0.00021763-0.00020237i,-0.00061085-0.0011948i,-0.00071524-0.00077439i,-0.00080054-0.0001205i,-0.00038904-0.00047526i,-9.9992e-05-0.00051922i,9.0776e-05+2.0588e-05i,0.00012564+9.7713e-05i,-0.00061103-8.2875e-05i,-0.00081494+2.2861e-05i,-0.00013596+0.00032375i,0.00040074-0.00020234i,-4.2005e-05-0.0012944i,-0.00055829-0.001642i,0.00013195-0.00084636i,7.7308e-05-0.0001432i,-0.00020307+0.00078171i,-0.00052593+0.0011992i
0.00027709-0.00044571i,0.00044695+0.00055386i,0.00074458+0.000121i,0.0017528+0.0007301i,0.0024499+0.0013906i,0.0019764+0.0014935i,0.00055384+0.00094006i,9.0603e-06+4.7675e-05i,2.8825e-05-1.6381e-05i,2.9236e-05-0.00015275i,-2.1849e-05-0.00076094i,-0.00029451-0.00068936i,-0.00055562-0.00014741i,-0.00051015+0.00034234i,-0.00029184-9.9756e-05i,-3.6982e-05-0.0005491i,0.00020127-0.0002112i,-0.00017021+0.00013476i,-0.00059656+0.00016781i,-0.00061798+0.00031678i,-0.00027054+0.00079895i,0.00023535+0.0011171i,-0.00016076+0.0010841i
-0.0008119-0.00032524i,-0.0017499-0.00073044i,-0.0010112-0.00036148i,0.00038978+0.00025746i,2.7835e-05+0.00015828i,-0.0013484-5.9468e-05i,-0.0006199+0.00028456i,0.00020601+0.00078814i,0.00026945+0.00041099i,0.00030397+0.00033854i,-0.00011095-0.00018859i,-0.000809-0.00024596i,-0.00058542+0.00053597i,-1.6781e-05+0.00063692i,0.0005517+0.00057907i,0.00014032+0.0002619i,-0.00054142+0.00010117i,-0.00043918-0.0003027i,-0.00035367-0.00051486i,-0.00022796-0.00025642i,-0.00042786+0.00044517i,-0.00055706+0.00088218i,0.00021373+0.00078111i
-0.0017539-0.0025048i,-0.0019704-0.0012276i,-0.0016252-0.00067422i,-0.00069932-0.00040863i,-0.0002323+0.00024702i,-0.00029086+0.00042816i,-0.00018723-0.0002203i,0.00021916-0.00080395i,0.00046677-0.00098358i,-0.00018606-0.00093811i,-0.00036012-0.00098388i,-0.00073684-0.00074678i,-0.00061369+0.0002375i,5.8728e-05+0.00053047i,0.00021224+0.00041573i,0.00036858+0.00053466i,0.00065897+0.00037022i,0.00054263+0.00050182i,0.00011842+0.00059793i,-0.00027244+8.211e-05i,-8.9325e-05-0.00026223i,-6.1296e-05+0.000168i,-0.00022037+0.00064516i
0.0019442-0.0011541i,0.0016872-0.00050154i,0.002376-0.00035434i,0.0019192-0.00034212i,0.00071627-0.00017916i,-0.00070778+0.00055791i,-0.00014396+0.0012645i,0.00096919+0.00065184i,0.00039617-0.00027591i,0.00034385-5.33e-05i,0.00073919+0.00033943i,0.00039027+0.00019451i,-0.00045708+0.00076367i,-0.0010972+0.00078412i,-0.00084617+0.00019756i,-0.00047633-0.00036486i,-0.00024735-0.00040069i,-0.00014888-0.00033541i,7.1584e-05-0.00054378i,0.00051539-0.00019565i,0.00083445+0.00054113i,0.00092692+0.00094181i,6.9757e-05+0.00081117i
0.0012027+0.0026773i,0.0018863+0.0023793i,0.0027263+0.0017106i,0.0024539+0.00025477i,0.002047-0.0001387i,0.0018317-0.00061705i,0.00096281-0.00095286i,0.00035889-0.00074413i,0.00023825-4.5664e-05i,0.00021978+0.00026798i,0.00062962-0.00084068i,0.00035051-0.0015428i,-0.00035364-0.0010087i,-0.0010173-0.0011539i,-0.00091813-0.00064469i,-9.0471e-05+0.00046196i,8.6878e-05+0.00082039i,0.00016775+0.00083416i,-0.00019155+0.00049469i,-0.00025414+0.00040769i,0.00044899+0.00050423i,0.0010756+0.00034583i,0.00149+7.677e-05i
0.00064445+0.0017493i,0.00079732+0.0025631i,0.00072464+0.0034974i,0.00085547+0.0031758i,0.0010287+0.0012127i,0.0011833-0.00020944i,0.0014448-1.3465e-08i,0.0014598+0.00071646i,0.0013383+0.00082781i,0.0017639+0.001043i,0.0024597+0.00091852i,0.0022073+0.00049179i,0.00085798-7.8675e-05i,0.00011419-0.00021235i,0.00018467+8.0626e-05i,0.00037506-0.00071975i,0.00050113-0.00083277i,0.0004095-0.00048055i,0.0008534-9.3197e-05i,0.0013527+0.00016745i,0.00075581+0.00036669i,6.4227e-05+0.00087802i,2.8689e-05+0.00070044i
-4.7222e-05+0.0011916i,-0.0007929+0.0007534i,0.00037604+0.0014512i,0.0014812+0.0021392i,0.0013056+0.0012896i,0.0011291+0.00037968i,0.00083191+0.00064667i,0.0007647+0.00094274i,0.00049935+0.0010119i,-0.0001194+0.001225i,-0.00023036+0.00082219i,-0.00030229+0.00044755i,-0.00013354+0.00055504i,7.9269e-05+0.00070467i,0.00057822+0.00020408i,0.00078284-0.00079101i,0.00040263-0.00096935i,-0.00034878-0.00063241i,-0.00046887-0.00020027i,6.9726e-05+0.00053677i,8.5492e-05+0.00093768i,-0.00080505+0.00049531i,-0.00086158-0.00027323i
-0.0015748-0.0014889i,-0.001555-0.00092263i,-0.0014945+7.3361e-05i,-0.0015817+0.0011043i,-0.0008097+0.0014305i,-1.8432e-05+0.0003818i,-0.00014628+0.00026485i,6.4389e-05+0.0006162i,6.1243e-05+0.0010338i,0.00017418+0.0013107i,0.00030835+0.00079057i,-0.00013562+0.00052104i,-0.00054035+0.00075006i,-0.00043498+0.00048422i,-0.00010478-0.00040348i,0.00034744-0.0010854i,0.00047887-0.0010607i,0.00027135-0.00084843i,0.00047032-5.0769e-06i,0.00064926+0.00077205i,0.00055014+0.00074988i,0.00017785+0.00023816i,3.8318e-05+3.6861e-05i
0.00029225+0.0011873i,0.00019938+0.0010017i,0.0011711+0.00025825i,0.0029241+0.0011929i,0.0029657+0.0012895i,0.001253+4.6027e-05i,0.0010134-0.00026584i,0.00088346+0.00041362i,0.00038967+0.00066187i,0.0012942+0.00083887i,0.0012724+0.00090942i,1.2654e-05+0.00090608i,-0.00040118+0.0010374i,0.00014034+0.00031906i,0.0005003+0.00024699i,-0.00028055+7.9505e-05i,-0.00042219-0.00066129i,-1.8392e-05-0.0005775i,0.00034392-6.5053e-05i,4.6555e-06+0.00035367i,-0.0010631-1.4367e-05i,-0.0011369-0.00080472i,-0.0003534-0.00047357i
-3.3658e-05+0.001501i,-0.00080339+0.0021447i,0.00062869+0.0029124i,0.0015115+0.0019764i,0.001397+0.00067666i,0.00078821+0.00022086i,0.00082314-0.00019487i,0.00085287-0.00014439i,8.2107e-05+0.00031254i,-0.00094923+0.00048891i,-0.00075834+0.00010888i,-0.00022634-6.5121e-05i,0.00023552+0.00017505i,0.00073936+9.7097e-05i,5.2411e-05-0.00029598i,-7.9451e-05-0.00049658i,1.6693e-05+2.1761e-05i,4.8419e-05+5.8271e-05i,-0.00021519-0.0002984i,-0.00084564-0.00019288i,-0.00068286+9.7756e-05i,-0.00033677+0.00054842i,-0.00064671+0.0005306i
