-0.00053772+0.00063089i,0.00099314+0.0010852i,0.00050796+0.0015568i,-0.0004097+0.0026563i,-0.0010087+0.0029315i,-0.00027169+0.0013773i,0.00060162+0.00065333i,0.00082384+0.00088372i,0.0011009+0.00033456i,0.0011961+0.00014464i,0.00083541+0.00068879i,9.7201e-06+0.00049501i,0.00022519-0.00076076i,0.001055-0.001438i,0.0014873-0.00049489i,0.0011457+0.00042439i,4.706e-05-0.00031696i,-0.00053704-0.00041157i,-0.00050101+0.00015031i,-0.00034243+0.00038741i,-0.00069+0.00066705i,-0.00071487+0.0008042i,0.00043682+0.0010384i
-0.0014622-0.0021236i,-0.00048389-0.00059184i,0.00086487-3.5637e-06i,0.001351-0.00036169i,0.00018488-0.00066344i,-0.0016173-0.00093593i,-0.0013463-0.00078502i,-0.00085736-1.8279e-05i,-0.00053306+6.6839e-05i,0.00026801-0.00046556i,0.00047732-0.00023034i,0.00035455+4.83e-05i,0.00057529-0.00011031i,0.00021683-0.00064567i,0.00030927-0.00061537i,0.00081946-0.00055211i,0.000629-0.0010383i,0.00090963-0.00093566i,0.00084812+3.2877e-05i,8.5262e-05+0.0005258i,-0.0007749+0.00029951i,-0.0011854+0.00030304i,-0.0004169+0.00025023i
-0.00031043-0.0015654i,-0.0013179-0.0016244i,-0.000698-0.0011175i,-0.00060746-0.00012364i,-0.00093126+4.8203e-06i,-0.0011444+3.8176e-06i,-0.0012224-0.00037983i,-0.00078469-0.0010133i,-0.00010904-0.0010676i,0.00099124-5.1496e-05i,0.0011748+0.00074969i,0.00089056+0.0006022i,0.00094117+0.00065153i,0.0007257+0.00077544i,1.763e-05+0.0004832i,-0.00036471+0.00017152i,0.00010674+3.4879e-05i,0.00066807-0.0001257i,0.00051351+0.00049897i,0.00061289+0.00065915i,0.00040822+0.00064054i,-0.00049177+0.00059396i,-0.00065405+0.00017134i
0.002008-0.0023069i,0.0020291-0.0015245i,0.001408-0.0014529i,0.00016357-0.0016823i,-0.00032763-0.0014412i,-0.00053717-0.00028276i,-0.0011278+5.6208e-06i,-0.00064051-0.00085539i,-0.00045757-0.0016857i,-0.00066994-0.0016026i,-0.00059029-0.0007533i,-5.4653e-05+5.9645e-05i,0.00079166+0.00035764i,0.0011598+0.00032004i,0.00045579+0.00038383i,-0.00020362+0.00016379i,2.9196e-05-0.00022957i,0.00072034-0.00078945i,0.0011225-0.00033161i,0.00045209-0.00033945i,-0.00042281-0.001039i,-0.00051314-0.0011776i,-0.00013524-0.00018667i
0.0038706-0.00037157i,0.0045298-0.0004262i,0.0041237-0.00022279i,0.0029218-0.0019097i,-0.00038965-0.0021679i,-0.0026033-0.0012653i,-0.0019027-0.0016821i,-0.00093868-0.0014894i,-0.00029692-0.00059734i,-5.5603e-05-0.0007633i,-2.1531e-06-0.0007968i,0.00022924+7.3696e-05i,-0.00054149+0.00051543i,-0.0012191+0.00060775i,-0.00067224+0.00017306i,0.00014466-0.00038731i,0.00011422-0.00040158i,0.00018126-0.00012358i,0.00031463+0.00049909i,0.00049156+0.00011904i,0.00024905-3.127e-05i,0.00033721+0.00014925i,0.0010367-0.00010255i
0.0041572+0.001434i,0.0038804+0.00075473i,0.0036765-0.00014176i,0.0021201-0.00023353i,-0.000432-0.0015688i,-0.0012571-0.0027655i,-0.0008748-0.0020442i,-0.0013409-0.00063753i,-0.00179-0.00036816i,-0.0015346-0.00067249i,-0.00070494-0.00027544i,-0.00038188+0.00026486i,-0.00052355-0.00011182i,-0.00046751-0.00053694i,-7.658e-05-0.00061638i,-0.00017133-0.00021419i,-0.00038754+0.0005407i,-0.00030348+0.00018576i,-0.00030213-0.00017199i,0.00014697-7.5825e-05i,0.0005713-0.00016197i,0.00032329-0.00074654i,-0.00032257-0.00077773i
0.0018509+0.0010155i,0.0017497+0.001997i,0.0018892+0.0012542i,0.0011996+0.000254i,-0.0011665-0.00055935i,-0.0018378-0.00047095i,-0.0011994-0.00028167i,-0.00031569-0.0002876i,0.0008064-0.00072574i,0.0008118-0.00062089i,0.00038775-0.00056373i,0.00058301-0.0008815i,0.00036751-0.00044461i,0.00051357-1.4389e-05i,0.00074904+0.0003247i,9.018e-05+0.00055847i,-0.00071888+0.00039065i,-0.00073744-0.00018102i,-0.0004707-1.6249e-05i,-0.00017093+0.00054896i,5.5756e-05+0.00070538i,0.00029922+0.00036292i,0.00069134+0.00033775i
0.0010607-0.001268i,0.00057952-0.00083462i,0.00071984-0.00022893i,0.00019999-4.8942e-05i,-0.0011435-0.00065079i,-0.0015233-0.00058808i,-0.00057531-0.00061231i,0.00013289-0.00047483i,8.5856e-05-0.00059475i,-4.7868e-05+1.4086e-05i,-0.00039578+0.0011107i,-0.0009079+0.0012989i,-0.00054784+0.00064975i,-7.1906e-05+1.3229e-05i,-0.00015142-0.00011978i,-0.00027698-0.00029829i,8.7068e-05-0.00061271i,0.00054429-0.00046999i,0.00096887-0.00030496i,0.00067958-0.00030689i,0.00024152+0.00045937i,-0.00058572+0.00062052i,-0.00051172+0.00024596i
0.00094944+0.0026538i,0.0021522+0.0021977i,0.002605+0.0018583i,0.0020618+0.00077211i,0.00059041-0.0011301i,-0.00094402-0.0019659i,-0.0019137-0.0013554i,-0.0014405-0.00075526i,-0.00032299-0.00052408i,0.00045014-0.00036903i,0.00023948-0.00053722i,0.00049743-0.00071173i,0.00035013-0.00044775i,-0.00012872-0.00024686i,8.7508e-05-0.00049041i,-0.00013133-0.00032728i,-0.00026617+0.00016955i,0.00017844-3.0668e-05i,-0.00020511-3.2359e-05i,-0.00068456+0.00046919i,-8.891e-05+0.000791i,0.00027423+0.00043649i,0.00049771-0.0002247i
0.0010476-0.00019229i,0.0019644+0.0001973i,0.0032511-0.00033996i,0.0023945-0.0014477i,0.00055862-0.002043i,-0.0003889-0.0012853i,-0.00030801-0.00053661i,9.3612e-05-0.00097586i,-5.7946e-05-0.0014078i,-0.00040889-0.0012806i,-0.00043238-1.245e-05i,0.00023213+0.00041677i,0.00073471-0.0002855i,0.000252+0.00016172i,9.5488e-05+0.00063958i,-0.00019898+0.00054255i,-0.00073945+0.00025742i,-0.00061594+0.0002375i,-0.00060933-0.00012081i,-0.00048872-0.00015723i,-0.00025058+0.00059155i,-0.00041351+0.00069812i,-0.00079628+0.0010175i
0.0011741+0.0001014i,0.0022028+0.00044983i,0.0019142-0.00096288i,0.00057847-0.0018153i,-0.0004566-0.00081914i,-0.0015568-0.00072064i,-0.0012401-0.001279i,-0.00035906-0.0010341i,-0.00011333-0.00027347i,-0.00032763-0.00025139i,-0.0002664-0.00014792i,-0.00028013+0.00031374i,-0.0005635+0.00033648i,-0.00074676+0.0005286i,-0.00088377+0.00091448i,-0.00048815+0.00060075i,-0.00048321+0.00029974i,-0.00084607+0.0005735i,-0.00064034+0.00025433i,-0.00017395+6.9171e-05i,-7.2486e-05+6.7832e-05i,0.00060793+4.63e-05i,0.00071983+0.00025519i
0.0025691-0.00092608i,0.0031645-0.0002688i,0.0030114-0.00013572i,0.0018788-0.001103i,0.00011783-0.0014241i,-0.0015852-0.001439i,-0.0022702-0.0014823i,-0.0015303-0.0013261i,6.6377e-05-0.00062881i,0.0011678-0.00022384i,0.00064994-0.00039185i,0.00014206-7.224e-05i,-0.00023947+0.00069188i,-0.00032423+0.0013382i,3.5217e-05+0.00032414i,-0.00018812-0.00087343i,-0.00021793-0.00068515i,0.00015601+1.3674e-07i,1.3925e-05+0.00066565i,-5.3039e-06+0.00045874i,0.00045651-0.00053149i,0.00076756-0.00091176i,0.00013439-7.55e-07i
-0.0013303-0.0010987i,-0.001406-0.00028471i,0.00028721-8.4996e-06i,0.0023852+0.00025053i,0.0022336+0.00059029i,0.0012732+0.0010351i,0.00080925-0.00016371i,0.00034333-0.0010773i,-2.0573e-06-0.0012656i,-0.00017823-0.0005278i,-3.845e-05+0.00081187i,0.00045133+0.00051914i,0.00078347-7.6215e-05i,0.00062402-0.00076068i,0.00043481-0.00063273i,0.00045743-0.00018497i,7.946e-05-0.00029529i,-0.0001729+0.00016461i,-0.00042759+0.00034016i,-0.00058641-0.00043314i,-0.00072835-0.00085143i,2.3627e-05-7.0539e-05i,0.00076946+0.0002434i
0.0029312-0.0014866i,0.0043694-0.00077683i,0.0036549-0.00040937i,0.001509-0.00041613i,-0.00053735-0.0009627i,-0.0017336-0.0015887i,-0.0014016-0.0013288i,-0.0011983-0.0010644i,-0.00023062-0.0015666i,6.4172e-05-0.0011125i,-0.00067288-0.00034441i,-0.00067295+0.00015881i,-0.0012542+0.00052539i,-0.0016606+0.00060437i,-0.00095966+0.00033714i,0.0001448-0.00059911i,0.0008583-0.001078i,0.0010345-0.0009537i,0.00054925-0.00088138i,-0.00025795-0.00065142i,-0.00098879-0.00028622i,-0.00053732+0.00027074i,-0.00017755+0.00068709i
0.0023237-0.0016064i,0.0021124-0.0011602i,0.002122-0.0023588i,0.0004614-0.0023578i,-0.0011383-0.00079971i,-0.00090708-0.00042408i,-0.00091742-0.00054431i,-0.00096565-4.8471e-05i,-0.00066845-0.00048731i,-0.00083749-0.00094862i,-0.0014687-0.00038514i,-0.0013934+0.00022362i,-0.00039747+0.0001682i,0.0010138-0.00012255i,0.00033463+0.00070669i,-0.0011438+0.00086866i,-0.0010262-0.00031193i,-0.00062386-0.00093783i,-0.00020776-0.00079565i,0.00016172-0.0010384i,0.00035055-0.0011491i,0.00019245-0.00027052i,0.00036078-0.00025683i
0.00070636-0.00084201i,0.00053011-0.00054434i,-0.00051868-0.0017208i,-0.00077364-0.0011601i,-0.0013083-0.0010475i,-0.0011064-0.0014621i,-0.00016221-0.0014716i,-0.00014145-0.0016649i,-0.00031592-0.0015836i,-0.00035027-0.0010423i,-5.0507e-05-0.00047486i,0.00038799+0.00036391i,0.00012101+0.0005482i,-0.00023904+1.7956e-05i,-0.00021396+0.00025818i,0.00035008+0.00016019i,0.00061267-0.00010064i,0.00051877-0.00036437i,0.00028645-0.00055911i,0.00024759-0.00057385i,0.00097802-0.0004036i,0.0012873-0.00026051i,0.0010645-0.00062545i
0.0011988-0.0013228i,0.0024234-0.001005i,0.0024488-0.00040533i,0.0011209-0.00061864i,-0.00066072-0.00031651i,-0.00085953+0.00071151i,-0.0010177+0.00039366i,-0.00064722-0.00058829i,-1.5896e-05-0.00093331i,3.2865e-05-0.00093131i,-0.00042879-0.00035978i,-0.00078493+0.00011745i,-1.1209e-05+0.00017866i,0.00051694+0.00010325i,0.00034231+3.9566e-05i,0.00020487-7.8215e-05i,-0.0001518-0.00065038i,-0.00042412-0.00057481i,-0.00056195+0.00022392i,0.00031857+7.0093e-05i,0.00046541-0.00042689i,-0.00099736-5.7584e-05i,-0.00092145+0.00029683i
0.0031032-0.00098117i,0.0037206-0.00090592i,0.0032009-0.00094367i,0.0019577-0.0013999i,7.2703e-05-0.0014572i,-0.00054974-0.0010573i,-0.00064396-0.0013419i,-0.00056278-0.001683i,-3.207e-05-0.0014553i,-0.00062315-0.0017049i,-0.001139-0.0010003i,-0.0001869+0.0004017i,0.0011164+0.0011473i,-5.6713e-05+0.0016004i,-0.0006068+0.001767i,0.00022406+0.0013492i,0.00094568+0.00058841i,0.00023277+3.7862e-05i,-0.00019034+0.00037674i,0.00081228+0.00061874i,0.00088617+0.00040966i,0.00035706+0.00039908i,-0.00023794+0.00042159i
0.0054236-0.006397i,0.0018114-0.008713i,-0.0035976-0.010063i,-0.0061422-0.0068237i,-0.0067659-0.002051i,-0.0045361+0.0017427i,-0.0010997+0.0015089i,9.9689e-05-0.00015078i,-0.0008599-0.00097649i,-0.0024922+1.3623e-05i,-0.0019692+0.0021818i,-9.4663e-05+0.0025491i,0.0016881+0.0024392i,0.0028849+0.0038973i,0.0026876+0.0042158i,0.0016301+0.0026603i,0.00048856+0.00085102i,0.0004187-0.00050538i,0.001395-0.0010803i,0.0011097-0.0010309i,0.00029405-0.0013192i,-0.00013444-0.0012406i,-0.00023974+0.00057064i
0.00071586+0.003494i,0.0019474+0.0036748i,0.0046531+0.0025585i,0.0047456+0.00064391i,0.0026983-0.0013634i,0.00034057-0.0033631i,-0.00020367-0.0029731i,0.0001859-0.0017009i,0.00054441-0.00045961i,0.0003219-7.9885e-05i,-0.00012193-0.00083629i,-0.00046025-0.00098353i,-0.00097836-0.0012232i,-0.0010776-0.0029141i,-0.00076006-0.0026906i,-0.00049351-0.00061171i,-6.2814e-05+0.00023158i,-0.0002477-0.00021167i,-0.00079371-0.00058623i,-0.0008111+4.5362e-05i,-3.3108e-05+0.00047931i,0.00063212+7.8174e-07i,0.00081458+0.00042814i
0.0011852+0.002258i,0.002813+0.0031955i,0.0035563+0.0038717i,0.0028965+0.0016839i,0.0012587-0.00030229i,-0.00029862-0.00060768i,-0.001061-0.0010175i,-0.00052401-0.0013841i,-0.00015686-0.00084i,0.00017134-0.00058777i,0.00055727-0.00043686i,0.00025765+6.0741e-05i,9.0237e-05-7.9817e-05i,8.8653e-05-0.00058721i,-0.00045456-0.00079498i,-0.00068577-0.00073623i,-0.00067414-0.0003629i,-0.0012443+0.00042243i,-0.0012292+0.00072445i,-0.00082318+0.00064359i,0.00014403+0.00050495i,0.00096658+0.00046867i,0.00043497+0.00047192i
-0.00038848+0.0017577i,0.00029253+0.0028272i,0.0014781+0.0035931i,0.0018835+0.0020404i,0.001976-0.00013824i,0.0013382-0.0016279i,-0.00060101-0.0016259i,-0.0013766-0.00084086i,-0.00018278-0.00028476i,0.00038798-0.00036588i,-0.00036056-0.001084i,-0.00018434-0.00075068i,0.00057696+0.00052384i,0.0003282+0.00024976i,-0.00058318-0.00047891i,0.00011437-0.00048435i,0.00086715-0.00020864i,0.00038952-0.0002659i,0.00016289+0.00015235i,1.1494e-05+0.0011571i,-0.00036953+0.00046318i,4.0817e-05-0.00069992i,0.00031775-0.0011685i
0.0018163+0.00054173i,0.0032511-0.00014628i,0.0044309-0.0010665i,0.0025077-0.0014892i,-0.00035101-0.0018294i,-0.0018699-0.001743i,-0.00202-0.00085108i,-0.0013146-0.00016012i,-0.00052764-0.00033529i,-0.00035094-0.00033955i,-0.00067491-0.00024491i,-0.00053244-0.0010093i,-0.0005385-0.00072951i,-0.00060705+1.2903e-05i,0.00010673+0.00017783i,0.00043033-2.326e-05i,0.00026389+0.00042747i,-0.0002684+0.0015658i,-0.00055951+0.00055295i,-0.00049682-0.00092498i,-0.00018998-0.00063743i,5.5572e-06+0.00016581i,-0.0002498+0.00022125i
0.00035545+0.00033256i,0.0016356+0.0014536i,0.0027767+0.0019352i,0.0021941-2.2241e-05i,0.0013624-0.0016269i,0.00056135-0.0025138i,-7.6125e-05-0.0014886i,-0.00043928-0.00017549i,-4.7383e-05+0.00035708i,0.00070237+0.00019058i,0.00069164-0.0002454i,0.00041997-0.00018998i,0.00047763-0.00038582i,-0.00015755-0.00078294i,-0.00046595-0.00030266i,0.00025274+0.00083581i,0.00061779+0.00066847i,0.00073892+0.00020185i,-3.0277e-05+0.00033094i,-0.00065205+0.00024446i,0.00053368+0.0006366i,0.0013492+0.00084329i,0.00067727+0.00027352i
-0.00058375-0.0011173i,0.00096119+0.00074936i,0.0018591+0.0026366i,0.0010801+0.0014375i,0.00036353-0.00039176i,-0.00045796-0.0010184i,-0.0013553-0.00099682i,-0.00083501-0.00077704i,-0.00021303-0.00076531i,-0.00022735-0.00043836i,-0.00019688-0.00052471i,0.00042214-0.00094588i,0.0012265-0.0008296i,0.00093199-0.00096019i,0.00081808-0.00040381i,0.00087214+0.00011419i,-8.974e-05-4.8438e-07i,-0.0006264-8.7738e-05i,-0.00014013-0.00031235i,-4.9651e-05-0.0002107i,-0.00030265-0.0001012i,-8.6696e-05-0.00016845i,0.00026711-0.00016158i
0.00047497-0.00075858i,0.00072653+0.00022636i,0.00078199+1.5107e-05i,0.0001876-0.00089917i,-0.00025089-0.0010896i,-0.00079853-0.00016667i,-0.0011423+9.5779e-05i,-0.00059208+9.6735e-06i,-0.00013878-8.2101e-05i,-3.5996e-05-0.00038622i,2.855e-05-1.9057e-05i,-0.00021428-0.00015861i,0.0001483-0.00037495i,0.00023466+2.1888e-05i,5.2719e-05+0.00012143i,0.00011627+0.00024044i,0.00030805+6.8098e-05i,0.00011639-0.00017146i,4.0054e-05-0.00071158i,-3.5816e-05-0.00084255i,0.00010276-0.00055687i,0.00021803+0.00041685i,0.00039871+6.0103e-05i
0.0024276-0.0003019i,0.0022645-0.00074104i,0.0033684-0.00035593i,0.0030873-0.00076817i,0.00093677-0.0019724i,-0.00074284-0.0013582i,-0.000838+0.00012659i,-0.00059772-0.00054967i,6.7053e-05-0.00075359i,0.00087406-0.00016864i,0.00074672+3.8582e-06i,-0.00018768+0.00012384i,-0.00058722-0.00028466i,-0.00076553-0.00056955i,-0.00086847+0.00017005i,-0.00065748+0.00045037i,-0.0004951+0.00026141i,-0.00045079+0.00036263i,0.00026065-0.00016046i,0.00068305-0.00044009i,0.00046121-0.0001781i,0.00049015-0.00020316i,0.00021238-0.00016733i
0.0031681-0.00045145i,0.0041936-0.0017914i,0.0031272-0.0022223i,0.001766-0.0017993i,0.00057476-0.0011697i,-0.00069917-0.0008053i,-0.0011478-0.00013196i,-0.0016327+0.00046354i,-0.00084656+0.00045757i,0.00041557-0.00037735i,0.00044822-0.0005005i,0.0007179-0.00017581i,0.0010649-0.0009696i,-0.00015434-0.00099196i,-0.00067922-0.00025568i,0.00018057-0.00028731i,0.0012309-0.00040698i,0.0013449-0.00025695i,0.00044559+5.9732e-05i,-0.00055906+0.00025024i,-0.00024144+0.000345i,-5.9128e-05-0.0002262i,0.00041926-0.0004311i
0.0022055+0.0010956i,0.0016515+0.0026903i,0.00051127+0.0033559i,-0.00017073+0.0020271i,0.00016646+0.00055005i,4.9391e-05-0.00052714i,-0.001143-0.0013603i,-0.0014375-0.0013562i,-0.0010953-0.00087598i,-0.00066341-0.00040467i,9.1601e-05-0.00039869i,0.00073977+9.4428e-05i,0.00063412+0.00011072i,0.00011987+0.00025633i,-0.00047035+0.00027814i,-0.00050507-0.00028328i,-0.00028131-0.00025513i,-0.00034936-3.9815e-05i,0.000234-0.00016431i,0.00072096+0.00026515i,0.00044916+0.00086468i,7.2795e-05+0.00034691i,0.00020627+6.8483e-05i
0.0017614-0.0013343i,0.0012565-0.0017463i,0.0013647-0.0017656i,-0.00038004-0.0017247i,-0.0027278-0.0023113i,-0.002875-0.00096015i,-0.0011856+0.0005765i,-0.00024016+0.00027719i,-7.3277e-05+0.00037814i,-0.00028184+0.00079333i,-0.00049304+0.00045771i,-0.00016902+0.00095304i,-0.0002509+0.0011265i,-0.00018686+0.0016796i,0.00021709+0.0019955i,0.00048911+0.00075262i,0.00052715-0.00035167i,-6.9234e-05-0.00033443i,-0.00068306+1.7331e-05i,-0.00053631+0.00049815i,8.5493e-05+0.00033176i,-0.00028033-0.0007135i,-0.00044509-0.0011204i
3.1056e-05-0.00093895i,0.0020648-0.0014622i,0.0033323-4.7744e-05i,0.0020539+0.00067722i,0.00077831+0.00017605i,0.00025768-0.0016119i,-0.00062004-0.0024159i,-0.0015068-0.0019004i,-0.00068637-0.0018165i,0.00049859-0.0013864i,-0.0001012-0.00077565i,6.0022e-05-0.00061288i,0.000609-6.7875e-05i,9.2176e-05-0.00033649i,0.0006303-0.00067892i,0.0012122+0.00019117i,0.00048271+0.00043442i,-0.00049665-0.00048752i,-0.00052815-0.0012025i,-0.000348+1.3328e-05i,-0.00039509+0.0012924i,-4.7555e-05+0.00063375i,0.00033262+0.0004874i
0.0036635+0.00065081i,0.0049967+0.00039817i,0.0053353+0.00018007i,0.0038942-0.001289i,0.0009874-0.0023479i,-0.001959-0.0020269i,-0.0029791-0.0010902i,-0.0019803-0.00077639i,-0.00077874-0.00033561i,0.00011907-0.00069704i,0.00053758-0.00079489i,-0.00019608-0.00063808i,-0.0007953-0.0007434i,-0.0012635-0.00012439i,-0.0010485+0.00027839i,-0.00014903+0.0010931i,0.00061842+0.0010023i,0.00063392+0.00087856i,5.0355e-05+0.0011766i,-1.5158e-05+0.00080736i,0.00029148+9.9314e-05i,0.00011741-0.00025975i,0.00033883-0.00039802i
0.0019233+0.00043332i,0.0024178-0.00042211i,0.0015563-0.00040538i,2.7605e-05-0.00044214i,-0.0011706-0.0012325i,-0.0013895-0.0018313i,-0.00078426-0.0014244i,-0.00021132-0.0014844i,6.7558e-05-0.0010339i,-2.1354e-05-0.00049092i,3.8876e-05-0.00080719i,0.00028226-0.00028042i,5.4255e-05+0.00083221i,-0.00063858+0.0012958i,0.00017068+0.00041664i,0.00053881-0.00055213i,-0.00035169-0.00048556i,0.00033078-0.00018426i,0.00095796+0.00031141i,0.00078757+0.00029433i,0.00026183+0.00036391i,-0.0004704+6.7634e-05i,-0.0010445+2.0769e-05i
0.0013094+0.001736i,0.003509+0.0023306i,0.0040711+0.0013838i,0.0031592-0.00060419i,0.00061314-0.0014286i,-0.0014934-0.0018406i,-0.0014207-0.001884i,-0.00095098-0.0012321i,-0.00080398-0.00075488i,-0.0010092-0.00041454i,-0.00098282-0.00059747i,-0.00083734-0.00031123i,-0.00049332-0.0002348i,-0.00039201-0.00014485i,-0.00047294+0.00026197i,-2.2414e-05+0.00014831i,0.00048825-2.0245e-05i,-0.00016056-0.00088792i,-0.00099735-0.00073856i,-0.00056878-0.00013751i,-0.00016233-2.0695e-05i,0.0002164-0.00013794i,0.00037271-0.00068634i
-0.00038943+0.0019109i,0.0013952+0.0022657i,0.001951+0.0025833i,0.0020528+0.0022363i,0.0013129+0.00089245i,0.0011333-0.00061585i,0.00045857-0.0016411i,-0.00059723-0.0018945i,-0.00054089-0.0011507i,-8.8686e-05-0.00035675i,-0.00019758-0.00019765i,-0.0005209-0.00050788i,-0.00029796+1.1077e-05i,-0.0010999+0.00043377i,-0.0011669+0.00013718i,0.00034447-0.00020594i,0.00047798-7.4126e-06i,-0.00034727+0.00051445i,-7.5008e-05+0.00043959i,0.0004+0.001075i,-0.00081101+0.0014327i,-0.0012522+0.00096988i,-0.00070666+0.00030128i
0.00023819-0.00031288i,0.0021789+0.00098806i,0.00271+0.0025654i,0.0014721+0.0018923i,0.00038395-0.00030602i,-0.00010458-0.0018907i,-0.00081233-0.0013283i,-0.00099855-0.00033131i,-0.00046475-0.00017703i,-4.1817e-05+0.00022479i,4.97e-05+0.00019505i,0.00046652-2.9184e-05i,0.00052763+9.3834e-05i,0.00010683-0.00030122i,-0.00064759-0.0006282i,-0.00084454-0.00080802i,-0.0005353-1.9773e-05i,-0.00041891+0.00082957i,-0.0003517+0.00035945i,-6.8007e-05+0.00011324i,0.00013822+0.00039606i,0.00047591+0.00043966i,0.00075587+0.00071116i
-0.00014129+0.0010378i,0.000673+0.00073536i,0.0017241+0.00062042i,0.0012426+6.8162e-05i,0.00076927-0.00048783i,0.00071911-0.00025255i,0.00052467-0.00066553i,0.00062242-0.00070241i,0.00087639+0.00018752i,0.00050365-0.00013599i,0.00011226-0.00063735i,0.00037174-7.4242e-07i,0.00054823+0.00044239i,0.00038763+0.00026534i,-5.4776e-05-0.00020754i,0.00058397-0.00068036i,0.00065714-0.00028008i,8.3451e-05+0.00059518i,5.6366e-05+0.00091629i,0.00074178+0.00055134i,0.0012156-0.00018796i,0.0011043-0.00029042i,0.00030271+9.3051e-05i
0.0004964-0.0016042i,0.0016103+0.00033773i,0.0023269+0.0021561i,0.0020951+0.0015548i,0.00061911+0.00010687i,-0.00075103-0.00093015i,-0.0015579-0.0013877i,-0.0014578-0.0014054i,-0.00043859-0.00092774i,0.0004469-0.00062139i,-0.0001544-0.00082264i,-0.00028236-0.00092475i,0.0007356-0.00047322i,0.0012684-0.00022815i,0.0017079+0.0001362i,0.00098742+0.00020487i,-0.00039784-0.00011767i,-0.0010727+0.00048479i,-0.00072567+0.00060965i,-0.00021352+0.00077037i,0.00016771+0.00089065i,0.0011056+0.00056106i,0.00091733+0.00046853i
0.0030292-0.0019914i,0.0032616-0.0019173i,0.0032405-0.0012184i,0.0024543-0.00030882i,0.00075561-0.00064414i,0.00056958-0.0010816i,0.00096695-0.0010448i,0.00053467-0.00067649i,-0.00040485-0.00038242i,-0.00079304-0.001166i,-0.0010141-0.0011753i,2.6364e-05-0.00039111i,0.00077689-0.00014775i,4.728e-05+2.1594e-05i,-0.00024343+0.00090608i,-0.00078048+0.0012955i,-0.0012446+0.00068848i,-0.0012329-0.00017341i,-0.0003583-0.00067448i,0.00047734-0.00066615i,0.00039027-0.00047891i,0.00031476-0.00025261i,-0.00021002-0.00025008i
0.0014166-7.4223e-05i,0.0016975+0.00076622i,0.0012425+0.00089445i,0.00039411-0.00011227i,0.00023877-0.0011982i,-0.00051044-0.0015881i,-0.0014086-0.0016346i,-0.0013265-0.00076169i,-8.0261e-05-0.00035076i,0.00063137-0.00038734i,-5.4843e-05-0.00090441i,-0.00047988-0.00090248i,4.2394e-05-8.0667e-05i,-7.7254e-05-0.00010675i,-0.00044579+0.00015306i,-0.0001113+0.00010435i,-0.00033806-0.00040098i,-0.0011026-0.00059896i,-0.00053806-0.0005178i,-5.0495e-05-0.00051359i,-0.00028322+2.2382e-05i,-3.0039e-05+0.00041001i,7.248e-05-0.00046019i
0.00016548+0.0014171i,0.0019487+0.0014138i,0.0026087+0.0010393i,0.0023261+0.00045337i,0.001575-0.00044356i,0.00073697-0.00052072i,0.00057136-0.0011213i,0.00056197-0.0014535i,0.00063862-0.00081409i,-4.315e-05-0.00039724i,-0.00069496-0.00024803i,6.5619e-05-0.00043014i,0.00027668-0.0010506i,0.00016398-0.0015986i,0.0002061-0.0016548i,-9.032e-05-0.00079456i,-0.00021876-0.00029143i,-0.00030632-0.00013221i,-0.00011164+0.0005959i,6.054e-05+0.0013345i,8.5818e-05+0.0009879i,0.00058111+5.7849e-05i,0.00062507-0.00049942i
0.0017764-0.0012869i,0.0023717+7.2447e-06i,0.0028507+0.0016436i,0.0018301+0.0015708i,4.5026e-05-0.00024773i,-0.0015353-0.0015605i,-0.0015549-0.0002933i,-0.00032297+0.00023177i,-9.0539e-05-0.00049936i,-0.00034432-0.0013044i,-0.00032838-0.0015838i,-0.00048933-0.00020441i,-0.0006808+0.00057357i,-0.00044104+0.0001452i,0.00016049+0.00044454i,0.00039854+0.00019853i,0.00013133-0.00066868i,-2.9113e-05-0.00032198i,0.00037729+0.00048232i,0.0001961+0.00025531i,-0.00030014-0.00036065i,0.00026412-0.00045083i,0.00041973+9.7004e-05i
0.0019922-0.0004565i,0.0016199-0.00046079i,0.0012665-0.00047672i,0.00053552-0.00068127i,-0.00021108-0.0015029i,-0.0014509-0.001368i,-0.0014541-0.0013338i,-0.00067102-0.0015685i,-0.00010198-0.0016495i,0.0003985-0.0014167i,0.00083948-0.00059305i,0.00061207+0.00080818i,0.00024207+0.00097806i,0.00021987+0.00055143i,-0.00041849+0.0013195i,-0.00042093+0.0014806i,0.00031415+0.00060421i,0.00073352+0.00013359i,0.00075184+0.00053204i,0.00066973+0.00032315i,0.00061748-0.0001453i,0.00026317-0.00018161i,0.00029561-0.00026722i
0.0020806+0.00019032i,0.0027036-5.9605e-05i,0.0014775-0.0014653i,0.00080994-0.0019525i,7.473e-05-0.0016265i,-0.0010811-0.00072679i,-0.00080125-0.00041411i,-0.00010871-0.00013122i,-3.843e-05-1.456e-05i,0.00068241+0.00020126i,0.00093011+0.00051713i,0.00043277+0.00048035i,-5.3986e-06+0.0005867i,0.00012619+0.00072208i,0.00029622+0.00061227i,-0.00025478+6.1267e-05i,6.6149e-05-9.4949e-05i,0.00093785-8.0923e-05i,0.00081709+0.00030315i,-7.3325e-05+0.0010113i,-0.00021311+0.0012699i,-0.00038393+0.00056573i,-0.00024494+0.00073446i
