-0.001672+0.00022706i,-0.0029634-0.00084264i,-0.00412-0.0013657i,-0.0025098-0.0011103i,-0.00085897-0.00020914i,-0.00016758+0.0008238i,0.00030667+0.0014362i,0.0007348+0.001569i,0.00088266+0.00046287i,0.0011506-0.00040799i,0.000888-0.0007873i,-0.00048105-0.00099393i,-0.0011176-0.00054922i,-0.0011159+0.00038725i,-0.0010901+0.00023947i,-0.00068284+0.0001832i,-0.00042847+0.00033277i,-8.8494e-05+0.00034035i,-3.468e-05+5.0397e-05i,-0.00082283-0.00080157i,-0.00015043-0.0013336i,0.000963-0.0011199i,0.00024447-0.0002339i
-0.00080108+0.0015651i,-0.00077221+0.0014468i,-0.00085185+0.0013624i,-0.00056179+0.00090708i,1.9677e-05-0.00070636i,0.00069786-0.0012084i,0.00027124-0.00026098i,-0.00044586+0.00041085i,-0.00052865+0.00030906i,-0.00040884-0.00032563i,-0.0005518-0.00082471i,-0.00051221-0.0014514i,-0.00053506-0.0008927i,-0.00039041-2.246e-05i,-0.00096074-0.00012451i,-0.0015739+0.00012391i,-0.0010615-0.00010801i,-0.00069073-0.00059478i,-0.00043146-9.0242e-05i,9.1428e-05+0.00041962i,0.00051488+0.00038387i,-0.00016047+0.00046444i,-0.00074694+0.00011345i
-0.0023328+0.0002653i,-0.00086302+0.00084104i,9.1854e-05+0.0014576i,0.00022489+0.0019922i,0.0014867+0.001364i,0.0026405+0.0010998i,0.0018429+0.00084729i,0.00083453+0.00016602i,0.0011017-0.00030317i,0.0011079-0.0008308i,0.0008364-0.001229i,0.00033672-0.0015931i,1.1811e-05-0.00062575i,0.00044181+5.9681e-05i,0.00023847-0.00030792i,-0.00063429-0.00012168i,-0.0011022+9.2171e-05i,-0.00046228+0.00026636i,-0.00016921+0.0012256i,-0.0004366+0.0014634i,0.00012063+0.00059533i,0.00038554-0.00022103i,-0.00021731-0.00061434i
-0.00020781+0.00090412i,-0.0010018+0.00071809i,-0.000563+0.00035229i,-0.00034915+0.0004172i,-0.0008158+0.00065325i,-0.00060713+0.0008434i,-0.00011628+0.00062856i,9.1868e-05+0.00032653i,5.6735e-05+0.00014724i,-0.00010194-0.00028656i,-0.00047059-0.00049426i,-0.0006117-2.3478e-06i,-0.00025663+2.7713e-05i,0.00052148-0.00053454i,0.00079982-0.00062417i,0.00014207-0.00064471i,-0.00033846-0.00056438i,-0.00053439-0.00069259i,-0.00064924-0.0004994i,-0.00073696-0.00048987i,-0.00063464+0.00012066i,-0.00030335+0.00058691i,-0.00040507+0.00042651i
0.00010299-0.00096901i,-0.00080444-0.0017953i,-0.00077956-0.001971i,0.00028528-0.0012134i,0.000225-0.00043751i,-0.00012272+0.00010882i,2.871e-05+0.000132i,-6.8252e-05+3.7206e-05i,-0.00049499-0.00029761i,-0.00035524+4.8206e-05i,0.00016839+0.0006117i,0.00026565+0.00057624i,0.00023712+0.00030226i,0.0005602+0.00047195i,0.00034795+0.00022091i,-0.00011587-0.00020634i,-0.00046205-4.7913e-05i,-0.0006059+0.00018752i,-0.0010818+0.00070535i,-0.0010124+0.0009863i,-3.9364e-06+0.00047838i,0.00091372-3.1946e-05i,0.00042659-5.6768e-05i
0.00042044-0.00059895i,0.00044527-0.0010332i,0.00046709-0.0021063i,0.00075193-0.0014334i,0.00059606-0.00083355i,0.00055512-0.00056289i,0.00018936-0.00054376i,-0.00039546+9.9879e-06i,0.00030327+0.00052754i,0.00088227-0.00016369i,-8.6236e-05-0.00041834i,-0.0012447+0.00074547i,-0.00068969+0.00090658i,0.00015877-0.00014985i,0.00010917-0.00069581i,-2.1632e-05-0.0010287i,-0.00010907-0.00013843i,0.0002376+0.00093126i,0.0010161+0.00098393i,0.0015093+0.0005242i,0.0011227+0.00050272i,0.00043181+0.00079346i,0.00027193+6.6943e-05i
0.0014169+0.0001326i,0.00080072-0.00046966i,0.00077983-0.0011164i,0.00079938-0.0016335i,-7.5652e-05-0.00088917i,-0.00070385-0.0001704i,-1.6313e-05+0.0009254i,-0.00015274+0.0015721i,-0.00062516+0.00076482i,-7.456e-05+0.00047793i,0.00069851+0.00050477i,0.00032338-0.00043283i,-0.00096896-0.0014357i,-0.00037013-0.0012355i,0.00034619-0.00080246i,-0.00021245-0.00048428i,-0.0001711+6.7013e-06i,0.00046403-0.00023922i,0.00026621-0.00072387i,-0.00012424-4.9749e-05i,-8.7904e-05+0.0011147i,0.00010277+0.00037131i,-0.00012512-0.00061867i
0.00086371-0.00025724i,0.0010255-0.00071689i,0.00091527-0.00060183i,0.00076389-0.00074677i,0.0010521-0.0013072i,0.00077097-0.0011944i,0.00026887-0.0012613i,0.0011991-0.00062335i,0.00176+5.3851e-05i,0.00057879+0.00044574i,-0.000639+0.00044641i,-0.00073463+0.00022533i,0.0002134-0.00026748i,0.00085425-0.00028631i,0.00094293+0.00045582i,0.00062041-0.00012887i,-0.00032585-0.0005835i,-0.0010013-0.00034875i,-0.00016088+0.00017844i,0.00047335+0.00067508i,0.00072214-4.7141e-05i,0.0010423-7.2593e-05i,0.00068256+0.00019939i
0.0010583-0.00042169i,0.0010239-0.00053313i,0.0002579-0.0011367i,-0.000412-0.0018965i,-7.1416e-05-0.0012537i,0.00011454+0.00039023i,-0.00027204+0.00088183i,0.00027533+0.0010106i,0.00045179+0.00076266i,0.00050104-0.00025977i,0.00027429-0.00069993i,-0.0010383+0.00027832i,-0.0015886+0.00049707i,-0.00064313-0.00019845i,0.00028992-7.2174e-05i,0.00070154-1.5868e-05i,0.00045833-0.00065528i,-0.00051609-0.00042384i,-0.00089941-0.00049643i,-0.00058276-0.00016938i,0.00016143+0.00026808i,0.00080861-0.00018038i,0.00068928-0.00058004i
-0.001971-0.00082912i,-0.0013434-0.00011455i,-0.0017735+0.00022831i,-0.0014055+0.00055076i,-0.0010598+0.0010034i,-0.00016288+0.00079326i,0.0005378+0.00047074i,0.0006435+0.00025004i,0.00031092+0.00013042i,0.00019407+8.0409e-05i,0.00049952+0.00016191i,0.00054862-0.00028818i,0.00038186-0.0011923i,5.953e-05-0.0013353i,-0.00028217-0.0010672i,-0.00089904-0.00080565i,-0.00062703-0.00061402i,-0.00019469-0.00030206i,0.00016244-0.00014589i,-0.00023808+8.6558e-05i,7.3035e-05-0.00020028i,0.00077672-0.00030148i,-0.00010741+4.8859e-05i
-0.00044495-0.00091116i,-0.00049881-0.00092137i,-0.00047976-0.001105i,-0.00010015-0.0014519i,0.00066803-0.0012333i,0.00096893-0.00026561i,0.00039795+0.00010457i,5.8588e-05+3.7039e-05i,-7.4443e-05+0.00010233i,-0.00058627+0.00060283i,-0.0012433+0.00049217i,-0.0016285+0.00024807i,-0.0010503+0.00033314i,-0.00027512-0.00022512i,-3.5812e-05-0.00082956i,0.00052481-0.00095285i,0.00067941-0.00029708i,0.00030512+0.00046241i,0.00034928+0.00070759i,0.00041692+0.00027611i,0.00029685+0.00023688i,0.00022548+0.00031331i,4.8846e-05+0.00054141i
-3.4387e-05-0.00016211i,0.00047752-0.00066956i,0.00073614-0.00063092i,-0.00035563+0.00012226i,-0.00086078+0.00055951i,-0.00011405+0.00025889i,3.5665e-05+0.00014985i,0.00028081+0.00039341i,9.1632e-05+5.1995e-05i,-0.0012074-3.5378e-06i,-0.00073069-8.9228e-05i,0.00046879-0.00010223i,0.0001241+0.00028229i,0.00011076+1.3074e-05i,0.00022966-0.00048458i,0.00024807-0.00060402i,-0.0002455-0.00067759i,-0.00063733-0.00079543i,-0.00069782-0.0011769i,-0.00094381-0.0012035i,-0.00067697-0.00039858i,-0.00068105+0.00061471i,-0.00023356+0.00037424i
-0.0015154-0.0014369i,-0.00068505-0.0014829i,-0.00047967-0.0010536i,-0.00097729-0.0011819i,-0.00093463-0.00071857i,-3.4852e-05-0.00026918i,0.00056821+7.8967e-08i,0.00055227+0.00062283i,2.1849e-05+0.00072322i,-0.00017452+0.00052361i,-0.00048909-0.00035542i,-0.00084386-0.0011074i,-0.00065923-0.00045913i,0.00025431-1.85e-05i,0.00083672-0.00038059i,0.00017428+2.3482e-05i,-0.00090499+0.00027365i,-0.00056288+0.00049615i,0.00066561+0.0011348i,0.0010772+0.0015962i,0.00043687+0.0010855i,0.00014837+5.7813e-05i,-0.00041196+0.00014372i
-0.0010719-0.00020262i,-0.00013495+7.041e-05i,0.00060397+0.00043422i,-3.5911e-05+0.00043102i,0.00020688+0.00059873i,0.00012164+5.9056e-05i,0.0003088-0.00037043i,0.00036331-4.454e-05i,-0.00042255+0.00079557i,-0.00012155+0.00038764i,0.00064301-0.00079099i,-0.00019165-0.0014239i,-0.0010759-0.0010706i,-0.0010432-0.00038374i,-0.0010179-5.6942e-06i,-0.0010197-0.00027194i,-0.0009945-0.00073689i,-0.00057574-0.000273i,0.00028348+0.00073123i,0.00034669+0.00092039i,-0.0002466+0.00034174i,0.00045775+0.0001044i,0.0013669+0.00067997i
0.00061705+0.0013533i,0.00093509+0.0015823i,0.0011981+0.0012588i,0.0017236+0.0001599i,0.00064427-0.00011736i,-0.00045512+7.6583e-06i,9.1401e-05-0.00038071i,0.00073303-0.00046182i,0.00095966+9.7547e-06i,0.00088433+0.00033515i,-0.00025539-0.00020745i,-0.00083688-0.00035424i,-0.00078321-5.7328e-06i,-0.0015201+0.00053955i,-0.0013678+0.00083362i,-0.00076753+7.004e-05i,-0.00041982-0.00049609i,-0.0003979-0.00049566i,1.7831e-05-0.00049281i,0.00046426-2.774e-05i,0.00017216+0.00024327i,-0.00044353+0.00035284i,-0.00088592+0.00029001i
-0.0011026-0.00047971i,-0.0011999-0.00062793i,-0.0020088+0.00024818i,-0.0020394+0.0011719i,-0.0013634+0.00058626i,0.00038438+0.00019114i,0.0012595+0.00085i,0.0004907+0.00036469i,6.1392e-05-0.00095322i,0.0002697-0.0006836i,0.00061322+1.3435e-06i,0.00027898-0.00011133i,-0.00031951-0.00062539i,-0.00058874-0.00030162i,-0.00048155+0.0001417i,-0.00011286-0.0005711i,0.00053478-0.00089466i,0.0002201-0.0003003i,-0.00032859-5.6472e-05i,-0.00047404+0.00032755i,-0.00013432+0.00046771i,0.00065998+0.00044729i,0.00081376+0.00030981i
-0.001133+0.0012794i,0.00039025+0.0021434i,0.0021926+0.0023213i,0.0026436+0.00062709i,0.0013121-0.00021487i,0.00054489+0.00063088i,-6.9631e-05+0.00098542i,6.5724e-05+0.00066229i,0.00098052+0.0014382i,0.0010532+0.0012451i,0.0011647-0.00035831i,0.0002362-0.00093784i,-0.00053744-0.00053881i,-0.0011811-0.0012689i,-0.0014205-0.0016397i,-0.0015766-0.00098847i,-0.0011948+0.00026288i,-0.00045998+0.00060712i,-0.00047836+0.00030843i,-0.00091615+0.00075001i,-0.00076299+0.0011754i,-6.3793e-05+0.0011962i,-0.00019841+0.0003754i
-0.0034978+0.00043414i,-0.0025793+0.0013691i,-0.0011724+0.0025663i,-0.0009323+0.0020524i,-0.00026679+0.00026108i,0.00050729-0.00082201i,0.0011188-0.0014136i,0.00076147-0.00091895i,0.00042624-0.00012866i,0.00011638-7.8573e-05i,0.0001227-0.00047907i,0.00019937-0.00055219i,-0.00039134-0.00019131i,-0.00052593-0.0011778i,-0.0002593-0.001852i,-0.00086999-0.00085986i,-0.0015317-2.39e-05i,-0.00064311-2.7361e-05i,8.8133e-05+2.6422e-05i,0.00031267+0.00064037i,0.00045992+0.0008618i,3.1627e-05+0.00066774i,0.00062891+0.00039653i
0.00057339+0.0021094i,0.00058995+0.0013596i,1.855e-05+0.0011676i,0.0011236+0.00029965i,0.0021109-0.0011406i,0.001726-0.0014969i,0.0011001-0.00061236i,0.00035755-6.0108e-06i,0.00039915+0.00016044i,0.00083339-0.00010664i,0.00017859-0.0011157i,-0.0013766-0.0015363i,-0.0017065-0.00092494i,-0.0013242-0.00012353i,-0.0010611-0.00020999i,-0.00055358-0.00050487i,0.00071878-0.00041633i,0.00098652+4.0928e-05i,0.00036377+0.0011133i,0.00051064+0.0013563i,0.00073619+0.00072072i,0.00042+0.0004179i,-5.075e-05+0.00023681i
-0.00061108-0.002356i,0.00020091-0.0027385i,-0.00099274-0.0034352i,-0.0017709-0.0020871i,-0.00085303-0.00075489i,0.00073394-0.00029465i,0.0011586-0.00029677i,0.00086443-5.5451e-05i,-0.00012517+0.00028169i,-0.00079744+0.0003054i,-0.00033284+0.00031454i,0.00011926+0.00018758i,0.00030219+0.00010225i,0.0010122+0.00035766i,0.0010117-0.00023837i,-6.629e-06-0.00064049i,-0.00060679-0.0006607i,-0.00097503-0.0008291i,-0.00021872-0.00049773i,0.0010211+0.0002878i,0.001481+0.00076635i,0.0012284+0.00058891i,0.00050727+0.00048416i
0.00055481-0.0011118i,0.0004346-0.0014618i,0.00084521-0.0018544i,0.00028363-0.00096641i,-0.00027404-0.00041899i,0.00034268-0.00041169i,0.0003362-0.0001351i,0.00034114-8.3873e-05i,0.00043728-0.00029425i,0.0002696-0.0003301i,0.00020184-0.00043575i,0.00010531-0.00028148i,0.00065435-8.0071e-05i,0.0012337-0.00017302i,0.00085049-0.00057153i,0.00030264-0.00078971i,0.00047894-0.00023118i,0.00015731+9.279e-05i,0.00019034+0.00040751i,0.00051944+0.00037584i,0.00051508+0.00040624i,0.00099483+0.00055114i,0.0010452+0.00036724i
0.00091836-0.0019692i,0.00093666-0.0011855i,-4.156e-05-0.00063795i,-0.001166-0.0010366i,-0.0011536-0.0011307i,-0.0001795-0.00064492i,0.00051751+0.00012462i,0.00027059+0.00034111i,-6.5269e-05+0.00023894i,-6.0152e-05+0.00042717i,-8.7593e-05+0.00096245i,0.00063221+0.00087911i,0.00095015+0.0007951i,0.00088977+0.00096482i,0.00091164+0.00078271i,-0.00032208+0.00037979i,-0.00013522-5.2128e-05i,-0.00057631-4.2473e-05i,-0.0010694+0.00017525i,-0.00025867-0.00021233i,-0.00018624+7.3987e-06i,-0.00034638+0.00040118i,-0.00060154+0.00019343i
-0.00098281-0.0018819i,-0.0013181-0.0024391i,-0.0019518-0.001932i,-0.0022296-0.0012304i,-0.0022908-0.00038662i,-0.00085602+0.0006834i,0.00077022+0.0012661i,-6.4412e-05+0.00073484i,-0.0010454+0.00039861i,-0.00054231+0.00033786i,-0.00032701+0.00023813i,0.00029776+0.00014854i,0.0012776+9.7212e-05i,0.0005697+9.3734e-05i,0.00023289-0.00054374i,0.00050331-0.00035042i,0.00014347-0.00034192i,-0.00011794-0.00063615i,1.1334e-05+0.00015647i,-3.2572e-06+0.00044414i,-0.00038824+0.00011911i,-0.0007697+0.00014396i,-0.0004257-3.7288e-05i
0.0024202-0.0031096i,0.0012307-0.0051994i,0.0009903-0.0058734i,-0.00057113-0.0043074i,-0.0019881-0.0021589i,-0.0017615-0.0006168i,-0.00054934-0.00021117i,0.00068105+0.00026313i,0.00036242+0.00031331i,0.0002447-1.2444e-05i,0.00039305-3.5951e-05i,0.00047702+0.00015785i,0.00028752+0.00074748i,-6.2167e-05+0.00010568i,-0.00017177-0.00056607i,0.00022772-0.00029942i,0.00076837-0.00010491i,0.00058322-0.00018888i,-0.00033569-0.00051608i,-0.00037998-0.00074012i,-0.00036546-0.00060683i,-0.0006961-0.00034301i,-0.00065778-5.7506e-05i
1.8385e-05+0.0019776i,2.9253e-05+0.0022105i,0.00094242+0.0009523i,0.002119-0.0004989i,0.002194-0.0012472i,0.00094709-0.00084286i,-0.00048133-0.00032798i,-0.000746+0.00026339i,0.00011091+0.000853i,0.00070683+0.00025913i,0.00047565-0.00063066i,-0.00057065-0.0006163i,-0.00062402+2.1756e-05i,-0.001015+8.5173e-05i,-0.0014513-0.00049502i,-0.00045201-0.0010451i,0.00059895-0.00079386i,0.00059356+0.00013353i,0.00039883+0.00074636i,0.00027356+0.0010033i,-4.3364e-05+0.00078701i,0.00018465+0.00060659i,0.00014032+0.0014328i
-0.0022191+0.001354i,-0.0019171+0.0020632i,-0.0015268+0.0021296i,-0.00011983+0.00097694i,0.00078951+0.00091761i,0.00085238+0.00068351i,0.0002005+0.0007128i,-0.00052656+0.00030391i,-0.00047372-0.00012182i,-0.00038946-7.5599e-05i,0.00024369-0.0006005i,0.00027565-0.00163i,-0.00098915-0.0020004i,-0.0017727-0.0010963i,-0.00167-0.00039351i,-0.0011811-0.00034173i,-0.00057013-0.00037622i,-0.00054468-6.7576e-05i,-0.00031619+0.00018633i,0.00019185+0.0007107i,0.00029599+0.00086641i,0.00037851+0.00034476i,0.00090208-0.00011885i
-0.0031451-0.00079139i,-0.0027969-0.0012635i,-0.002904+0.00016753i,-0.0022838+0.0010189i,-0.00042147+0.00099392i,0.00066567+0.00098198i,-0.00018705+0.00025016i,-0.0011508-8.8305e-05i,-0.00074351+0.00051015i,0.0006102+0.00053622i,0.0010301-0.00039683i,3.3655e-05-0.0011016i,-0.000185-0.00088514i,-9.1552e-05-0.00062735i,-5.4155e-05-0.00050508i,-5.7868e-06-0.00032479i,-0.00063829-0.00061095i,-0.00049235-0.0013445i,-8.9187e-05-0.0014168i,-0.00065086-0.00026359i,-0.00079434+0.00052322i,-0.0001373+0.00073438i,-6.9263e-06+0.00065779i
1.7787e-05-0.0017308i,0.00095627-0.0019468i,-0.00059342-0.0013064i,-0.00032914-0.00015939i,0.00077931+0.0001881i,0.00043075-0.00031091i,-2.0173e-05+1.5036e-05i,-0.00018893-0.00011285i,-3.2717e-05+2.6265e-05i,-0.00038607+0.00022787i,-0.00015268-0.00029972i,0.00027098+0.00024389i,0.00026176+0.00029209i,0.00028255-0.00039548i,0.0004238-0.00078141i,0.00022837-0.0010091i,-0.00055975-0.0005263i,-0.0014714+0.00012296i,-0.0016003+0.00010277i,-0.00079706-0.00023397i,0.00014308-0.0002499i,0.00083281-0.00016991i,0.00069632+2.4301e-05i
-0.0010234+0.00011417i,-0.0012084-0.00024134i,-0.0011223+0.0009979i,-0.00080389+0.0014528i,-0.00043519+0.0010182i,-0.00018802+0.0011758i,0.00084813+0.00077301i,0.00095746+0.00036561i,-0.0002011+7.174e-05i,-0.00069695-0.00034018i,-6.2029e-05-0.00018416i,0.0010717+0.00052613i,0.00078691+0.00081063i,0.00012499-1.7435e-05i,-0.00047653-0.00046207i,-0.0011202+0.00011452i,-0.0011193+0.00015489i,-0.00078411-0.00042059i,-0.00072029-0.00015542i,-0.00049284+6.0976e-05i,-0.0002069-0.0001641i,3.5685e-05-0.00039342i,0.00034616-3.6331e-05i
-0.0015131+0.0022441i,-0.0015543+0.0020397i,-0.0016717+0.0012429i,-0.00060306+0.0014743i,0.0004859+0.0012073i,0.0005615+0.00085422i,0.00040035+0.00064829i,0.00025555+0.00010763i,0.00091296+0.00025847i,0.0010528+0.00084024i,-5.2147e-05+0.00050424i,-0.00041792-0.00015662i,0.00029412-0.0002227i,0.00082799-8.5614e-05i,0.0003392+0.00061915i,-0.00014846+0.00016762i,-3.227e-05-0.0011257i,-4.4134e-05-0.0004286i,-0.00024054+0.00072982i,0.00045689+4.0728e-05i,0.0014186-0.00074003i,0.001242-0.00072534i,0.00081285-0.00052289i
-0.00015943-0.0023325i,-0.001617-0.0018246i,-0.003089-0.00092602i,-0.0019961-0.00031024i,-0.00044952-6.7108e-05i,0.00089855-0.00054453i,0.0010532-0.00034141i,0.00082095-0.00034372i,0.001418+0.0002212i,0.00080238+0.0011623i,-0.00018708+0.00086401i,-0.00056941+0.00069098i,-0.00037592+0.00054832i,2.4611e-05-1.1262e-05i,0.00038215-0.00028306i,9.1564e-05-0.00094715i,-0.0002144-0.0012474i,-0.00043248-0.00087931i,-0.00081003-0.00040645i,-0.00057921+0.00017133i,0.00013512+0.00034666i,3.315e-05+0.00016154i,-0.00044093+8.037e-05i
0.00080469+0.0017279i,0.0010805+0.0014264i,0.0013532+0.00050029i,0.0022067+0.00065436i,0.0017912+0.00063267i,0.00057715+0.00025244i,0.0005689+0.00020289i,0.00077443+0.0006427i,0.00016055+0.0010111i,-0.00015366-0.00044198i,0.00010012-0.0014895i,-1.1938e-05-0.001391i,-0.0010533-0.00078778i,-0.0013016+0.00021367i,-0.00082633+0.00016699i,-0.00073532-0.00053908i,-0.00028379+0.00014265i,-0.00015618+0.00090094i,0.0001342+0.00059934i,0.00062992+0.00050956i,0.00060639+0.00043081i,0.00030597+0.00029173i,0.00033041-1.4541e-05i
0.0017632+0.00040683i,0.0011466+0.00019566i,0.00052462-0.0012424i,0.00037167-0.00209i,-4.9473e-05-0.0023111i,1.3267e-05-0.0014332i,0.00056839-0.0011108i,0.00087127-0.00091067i,0.00057373-0.00023126i,0.00027186+8.3278e-05i,8.0837e-05-0.0003485i,-5.367e-05-0.00056854i,-0.00015992+0.00031244i,-0.00056438+0.00099499i,-0.00035661+0.001592i,-0.00030741+0.0014926i,-0.00097588+0.00043127i,-0.00093116-0.00042893i,-6.7317e-05-0.00058901i,0.00047709+0.00021182i,0.0002511+0.00061274i,0.00034053+0.00071665i,-4.7403e-05+0.00097192i
0.00053074+0.0016423i,-0.00026905+0.0015943i,0.00093629+0.00092563i,0.0021511+0.00016953i,0.0015723+0.00034097i,0.00097917+0.00081698i,0.00072596+0.0011974i,0.00084231+0.0007985i,0.0011203+0.00025347i,0.0011936-0.00014438i,0.00084104-0.00050605i,-0.00039706-0.00045744i,-0.0013268+3.2214e-05i,-0.00084858+0.00055255i,-0.00076464+0.00048997i,-0.0015791+9.5488e-05i,-0.0016662-0.00019794i,-0.0005019-0.00040286i,0.00018143+0.00023979i,-0.00022277+0.00093953i,-2.5265e-05+0.00032763i,0.00040677-0.00029585i,8.2972e-05-5.61e-05i
-0.00089018+0.0003378i,0.0003077+0.00085301i,0.00045475+0.0012798i,0.0009706+0.00029077i,0.00086219-0.00074447i,-9.5745e-05-0.00093832i,-0.00066972-0.00093105i,-0.00046711-0.00017093i,0.00033498+0.00011974i,0.00051377-0.00014674i,0.00014412-0.00041402i,-0.00053194-0.00073436i,-0.00099229-0.00065753i,-0.00018879-0.00026258i,-0.00047612+0.000348i,-0.0011139-0.00044609i,-0.00025164-0.00091853i,0.00054063-0.00029241i,0.00094064+0.00029343i,0.00083914+0.00057814i,0.00068789+0.00090868i,0.00027875+0.00095707i,-0.00036514+0.00045181i
-0.0012668-0.00074492i,-0.0012701-0.0012313i,-0.00091906-0.000137i,-0.0006833+0.00078107i,-5.4566e-05+0.00032498i,0.00097972-0.00039111i,0.00085545-0.00014228i,0.00045346-2.6473e-05i,-0.00015594+3.9665e-05i,-0.0010733+0.00046131i,-0.00074892+0.00066344i,-0.00015578+0.00026228i,-0.00020314-0.00023192i,-0.00019549-0.00065228i,-0.00033314-0.00073244i,-3.8037e-05-0.00084529i,8.8436e-05-0.00045125i,0.00033637-0.00034958i,0.00062097+0.00014907i,0.00030886+0.00093516i,0.0005328+0.00051057i,0.00095178-0.00010584i,0.00065947-0.00044371i
0.0012346+0.000549i,0.000413-7.233e-05i,-0.0003349-0.00059233i,-0.0010955+0.00045537i,-0.00063821+0.00049718i,0.00026649+0.00029178i,2.8107e-05-9.1746e-06i,0.00025546+1.2192e-06i,0.00083762+0.00039817i,0.00083988+0.00016466i,0.00049817-0.00056533i,0.00025017-0.00038015i,-0.00028992+0.00025279i,-0.0010439-0.00017993i,-0.0012791-0.0010653i,-0.0012659-0.0012468i,-0.00089935-0.00091535i,-0.00051225-0.00055552i,-0.00066752+0.00036979i,-0.00041791+0.001229i,0.00015278-7.5543e-05i,0.00039656-0.001374i,-0.00028308-0.00092682i
-0.0020186+0.00096987i,-0.0012359+0.00088569i,-0.00032636+0.00019545i,-0.00047039+0.0004755i,-0.00023866-3.4209e-05i,1.6328e-06-0.0016766i,-0.00037529-0.0014671i,-0.00043169-0.00014737i,3.7687e-06+0.00047008i,0.00048474+3.7395e-05i,0.00020627-0.000639i,-0.00049107-0.00092184i,-0.00083825-0.00067059i,-0.00096136-0.00046461i,-0.00077115-0.00012578i,-6.9748e-05+0.00038025i,5.2562e-05+0.00054143i,-0.0003759+0.00027172i,-0.00084713+0.00062371i,-0.00054717+0.00093918i,0.00026563+0.00050926i,0.0002587-2.2809e-05i,-0.00027598-2.9488e-06i
-0.002623-0.0008581i,-0.0024044+0.00013979i,-0.0025099+0.0017402i,-0.001056+0.0023383i,0.0006102+0.0015375i,0.0013115+0.00081559i,0.0010106+0.00049661i,0.00055593+0.00040012i,0.00071568+0.00052768i,0.00086765+0.00030305i,0.0014867-0.000363i,0.0012991-0.0011988i,0.00076487-0.0014752i,0.00051403-0.00060182i,-0.00012399+0.00048505i,-0.00064017+0.0002086i,-0.0013279-0.00081091i,-0.00097799-0.00027924i,-0.00027797+0.00060306i,0.00016628+0.00068476i,0.00047636+0.0013255i,0.00011789+0.0008989i,-0.00033484+0.00012384i
-0.0019791-0.00035318i,-0.0020378-0.00015654i,-0.0026594+0.00046649i,-0.0021101+0.00085833i,-0.0014983+0.00059431i,-0.0010095+9.8852e-05i,-0.00033282+0.00058675i,-0.00038404+0.001045i,-0.00048621+0.00074682i,0.00013954+0.00056396i,0.00079741+0.00023771i,0.00042823-0.00064959i,-0.00042051-0.0014708i,-0.00088622-0.0011598i,-0.0012667-0.00085072i,-0.0017159-0.00065258i,-0.0011006+3.8903e-05i,-0.00046549+0.00040958i,-0.00037916-0.00012557i,-9.6246e-05+0.00023007i,-0.00046339+0.00045235i,-0.0011694+0.00023081i,-0.00049688-0.00048784i
0.00093153+0.00045484i,0.00050803+8.0581e-05i,0.00077759-0.00058994i,0.00015594-0.0011297i,-0.00010317-0.0016536i,-0.00011418-0.0016718i,0.00029411-0.0010902i,0.00088432-0.00087671i,0.00068362-0.000282i,5.7192e-05+1.1483e-05i,-0.00031001-5.0774e-05i,-0.00066976+2.6245e-05i,-0.0011639-0.00016671i,-0.00069467+0.00030853i,0.00027967-9.0274e-05i,0.00023563-0.00084816i,-6.2907e-05-0.0009344i,0.00037015-4.9017e-05i,0.00080914+0.00062257i,0.00061078+0.00060157i,0.00023838+0.00048696i,0.00027118-0.0001893i,0.00055709-0.0009587i
0.0012781+0.002595i,0.0017613+0.0021487i,0.0022986+0.00076696i,0.0017048-0.00052646i,0.00063623-0.0010415i,0.00053427-0.0010033i,0.0005061-0.00018677i,0.00084069+0.00018133i,0.0015249+0.00016036i,0.0012283-7.1195e-05i,0.0006164-0.00025403i,0.00031599-0.00027472i,0.0003726+3.8185e-05i,3.376e-05-5.4176e-05i,-0.0010035+0.00016267i,-0.0016512+8.4007e-05i,-0.00090139-0.0003327i,0.00010193-9.7245e-05i,-6.497e-05+0.000604i,-0.00085915+0.00072031i,-0.00082581+0.00076541i,-0.00010298+0.00071182i,-0.0007781+0.00079135i
-0.0015658+0.00067587i,-0.00122+0.00078446i,-0.00060438+0.001053i,-0.00019283+0.0010326i,-0.00019718-0.00010981i,0.00011224-0.00061867i,0.00092698-0.00037652i,0.00063425+9.6383e-05i,-0.00033924+0.00017716i,-0.00041752-0.00034165i,-0.00057159-0.00050934i,-0.0011491-0.00034848i,-0.00067333+0.00038608i,-6.9445e-05+0.00055564i,0.00010056-0.00022656i,0.00010863+0.00016578i,-0.00012007+0.00056822i,0.00035694+5.4827e-05i,0.00070282+7.7426e-05i,0.00023383-8.5932e-05i,7.7352e-05+0.00034569i,6.927e-05+0.00055954i,0.00023481+0.00028254i
