-0.0030314-0.0001683i,-0.0026437+0.00055039i,-0.0035962+0.0017806i,-0.0033551+0.0011584i,-0.0022883+0.0011917i,-0.00184+0.0021234i,-0.00045848+0.0021845i,0.0017078+0.0011536i,0.0017388+0.00041741i,0.0010575-7.7152e-05i,0.00067676-0.00079037i,0.00018676-0.00078668i,0.0005443-0.00028735i,0.0016939-0.00035242i,0.0025134-1.0426e-05i,0.00082919+0.00011627i,-0.00074775-0.00019783i,-0.00097801-0.00030047i,-0.0010979-0.00026965i,-0.0010559-0.00027343i,-0.00057954-0.00049621i,0.00011013-0.00043432i,0.00042913+4.573e-05i
0.0010433+7.2321e-05i,0.0019446+0.00038805i,0.00099855+0.00065483i,-0.00021918+0.00028926i,0.00038023-1.5579e-05i,0.00085082-0.00022548i,0.00097148+6.6675e-05i,0.0010164+8.6193e-05i,0.0003004-0.00070422i,0.00020784-0.00087946i,0.00090861-0.00049483i,0.00085862-0.00059546i,-0.0002905-0.00035024i,-0.00088152-3.4079e-05i,-0.00074966-0.00021155i,-0.0010575+5.3727e-05i,-0.00095838+0.00031017i,-4.1866e-05+0.00010703i,0.00055466+0.00025711i,0.00040092-0.00036432i,4.9534e-05-0.0010995i,-0.0002715-0.00083111i,-8.6742e-05-0.00090572i
-0.0019507+0.00079309i,-0.0015566+0.0011841i,-0.0018454+0.00078334i,-0.0016077+0.00069896i,-0.00042034+0.00083626i,0.00030303+0.00056973i,0.00096253+0.00082026i,0.0013046+0.0010433i,0.00039935+0.00064856i,-0.000562+0.00026027i,-0.00037942+0.00016792i,-8.534e-05-0.00018265i,-0.00068312-0.00040367i,-0.0012669-0.000176i,-7.5299e-05-0.00034346i,0.0010578-0.00024163i,0.00084114+4.3157e-05i,-0.00015465+0.00053533i,-0.0012142+0.00078312i,-0.0011923-8.414e-06i,-0.00020008-0.00074525i,3.1002e-05-0.00070099i,0.00028122-0.00013367i
-0.0005247-0.0024535i,-0.0014695-0.0018684i,-0.0007357-0.0012471i,0.00027664-0.00034358i,-2.1113e-05+0.00081301i,0.00082157+0.0023251i,0.0015941+0.0030457i,0.0010775+0.0019869i,0.00053442+0.00023917i,-6.5017e-06-0.00055138i,-0.00059815-0.00015939i,-0.00052206+0.0003308i,0.0006899+8.1376e-05i,0.0011576+3.9125e-05i,0.0004271+0.00057213i,0.00044106+0.0001316i,0.00098967-0.00052837i,0.00099637-5.5523e-05i,0.00051806+0.00012826i,-0.00019555+0.00038826i,-0.0003563+0.00020742i,-2.9651e-05-0.00015563i,0.00013121+0.00041846i
0.0023428+0.0016006i,0.0032902+0.0010673i,0.0035369-0.00012431i,0.0019945-0.0014238i,-0.00012073-0.0016558i,-0.00075085-0.0010859i,-0.00017685-0.00076506i,0.00066434-0.00037612i,0.00045096+0.0003954i,0.00020393+0.00010894i,4.3611e-06-0.00067133i,-0.00036195-0.00037049i,-5.509e-05+0.0008779i,9.3813e-05+0.0010029i,0.00011675-3.0426e-05i,0.00024681-0.00038569i,-3.4797e-05+0.00020518i,0.00035035-0.00045294i,0.00015965-0.00046602i,-0.00060903+0.00056672i,-0.00039402+0.00062066i,-3.3734e-05+0.00052767i,-0.00012984-0.0003239i
-0.0020352-0.00052454i,-0.00025546+0.00092691i,0.00064008+0.0029312i,-0.00016081+0.0028409i,-5.4478e-05+0.0016515i,0.0010978+0.0012007i,0.0011812+0.0011599i,0.00025096+0.0005208i,-0.00068179+0.00043967i,-0.00068812+0.00034319i,-0.00056164-0.00057228i,-0.0011272-0.0010067i,-0.00083396-0.0013166i,0.00075029-0.00096339i,0.00080362-0.00050007i,-0.00046386+0.00023183i,-0.00058551+0.00070779i,4.4273e-05+0.00087797i,-4.4598e-05+0.00066402i,-0.00095697-0.00019134i,-0.00087483+6.7696e-05i,-0.00044404+0.00045242i,-0.00066049-0.00026016i
0.00033661+0.00019246i,0.00012971+0.00020452i,-0.00038066+0.00047846i,-0.000875+0.00066365i,-0.0011716+0.0006767i,-0.00026463+0.0011921i,0.00052567+0.00091183i,-4.0746e-05+0.00037137i,-0.00036181-0.00018831i,-0.00042534+1.6591e-05i,-0.00061167+0.00090166i,-0.00050836+0.0012457i,-0.00015952+0.0002838i,-4.2464e-05-0.00078669i,0.0001522-0.00092015i,0.00069401-0.00042309i,0.00079815+0.00031531i,0.00046141+0.00039947i,0.00084331-0.00029901i,0.0016096-0.00052181i,0.00097316-0.00060751i,0.00029728-0.0005739i,0.00010654-0.00029368i
2.3781e-05+0.00045794i,0.00039506-5.1413e-05i,0.00053953-5.2692e-05i,-0.00035021-0.0003304i,-0.00084044-0.00052943i,-0.00037114-0.00047717i,0.00057249+0.00025539i,0.001227+0.00064642i,0.0014149-0.00027344i,0.0012884-0.00051984i,0.000433-0.00029643i,-0.00014882-0.00050334i,3.8532e-05-0.00066557i,0.00032387-8.5067e-05i,0.00039645+4.2052e-05i,0.00031871-0.00054209i,-0.0001724+0.00010016i,-0.00042179+0.00051368i,-0.00028292-4.0618e-05i,-0.0002151+0.00012478i,-0.00034987+0.00033345i,-0.00029543+2.6498e-05i,-0.00058237-4.5171e-05i
-0.0012593+0.00093965i,-0.00067153+0.00025092i,0.0005117-0.00021842i,0.00066125-0.00027236i,4.3775e-05+0.00032754i,-0.00043104+0.0014524i,-0.00033019+0.0022279i,0.00022164+0.0015988i,0.00014945+0.00063263i,-0.00012113+8.5051e-05i,-9.0793e-05-0.00044158i,-0.00049915-0.0010149i,-0.00044869-0.00035741i,-0.00021549+0.00020136i,-1.5332e-05+0.00012713i,8.428e-05+0.00065225i,-0.00013394+0.00090621i,-0.0004322+0.00060645i,-0.00077294+3.5505e-05i,-0.00097272-0.00047895i,-0.0010286-0.00096924i,-0.0011176-0.0010473i,-2.1113e-05-0.00060478i
0.001548-7.4941e-05i,0.0012319+0.0010862i,0.00055378+0.00084602i,0.00021415+2.9765e-05i,0.0005699+0.00020344i,7.8951e-05-0.00023298i,0.00042947+2.8603e-05i,0.0009981+0.00058423i,0.0011338-1.2847e-05i,0.0013117-0.00070534i,0.00095776-0.00057796i,0.00089262-0.00043699i,0.00097721-0.00032871i,-2.3107e-05-3.9287e-05i,-0.00083942-0.00048371i,-2.9341e-05-0.00060972i,0.00028993-0.00034246i,0.00018247+0.00017541i,0.00010077-9.4283e-05i,-0.0002196-0.00062272i,-0.0005902-0.00024096i,-0.0010751+0.00029127i,-0.0013059+0.00088974i
-0.00084902+0.0016892i,-0.00037398+0.0032349i,-0.00017308+0.0034999i,0.00039578+0.002519i,0.00016241+0.0013715i,8.1624e-05+0.00097617i,0.00086815+0.0012819i,0.00069336+0.00088501i,-1.993e-05+0.00047006i,0.00026174-0.00031758i,0.00095874-0.00055828i,0.0010162-0.00017421i,0.00062704-0.00036086i,0.00082538-0.00055481i,0.0012976-0.00015324i,0.000813+0.00037478i,-0.00011286+0.00060434i,-0.0013409+0.00046522i,-0.0012074-3.3816e-05i,-0.00050686+0.00038441i,-0.00076391+0.00083123i,2.5969e-05+0.00013899i,0.00069415+0.00011786i
0.00045982+0.0010717i,0.0013428+9.9956e-05i,0.0022604+8.4573e-05i,0.0020419-0.0004835i,0.00099992-0.00098216i,0.0006189-0.00060492i,0.00039533+0.00044053i,0.00059773+0.0013558i,0.00079653+0.0011158i,0.00054695-2.8686e-05i,0.00056868-0.00071784i,0.00019241-0.00085623i,-0.00059303-0.00092886i,-0.0006423-0.0014912i,-0.00014114-0.0014885i,2.2188e-05-0.00025547i,-0.00032504-9.3459e-05i,-0.0004321-0.00013855i,-0.00059676+0.00023252i,-0.0006638-0.00020395i,-0.00010732-0.00024319i,0.00036774+0.00014861i,0.00074365-0.00020925i
0.00070841+0.00027281i,0.00078436+0.00037499i,0.00093421+0.00082392i,0.00041075-0.00012519i,-0.0010647-0.00059713i,-0.0012133-0.00018123i,0.00022368+0.00082768i,0.00048982+0.0015096i,0.00041379+0.0013689i,0.00080342+9.3298e-05i,0.00049525-0.00056122i,-0.00025836-0.000702i,-5.642e-05-0.00023909i,4.8795e-05+0.00049182i,-3.1773e-05-0.00015077i,0.00013017-0.00056621i,0.00027888+0.00036544i,0.00045453+0.00094482i,0.00066652+0.00071015i,0.00079239+0.00014211i,0.00064717+0.00052724i,0.00033434+0.00070005i,-0.00016424+1.9771e-05i
0.00072419-0.00087995i,0.00074143-0.0021328i,0.0011126-0.0023922i,0.00076485-0.0014108i,-0.00018164+0.00013212i,-0.0010448+0.0015807i,-0.00050744+0.0017833i,-4.7847e-05+0.0011927i,-0.00038819+0.00048111i,0.00030073-1.9746e-05i,0.00019488+2.0218e-05i,-0.0010336+0.00035554i,-0.0008113+0.00019102i,0.00023904-0.00045671i,0.0011514-0.00032204i,0.0015035+0.00041424i,0.00098204+0.00011038i,0.00070902+7.7377e-05i,0.00083813+0.00042649i,2.9931e-05+0.00066754i,-0.00088202+0.0007414i,-0.0006975+0.00044492i,-0.00019697+0.00030207i
0.0010148+0.00070887i,0.0023461+0.0011043i,0.0019952+0.00092515i,0.00086398+0.00019808i,0.00049292-4.4817e-05i,6.0845e-05+0.00016234i,0.00049244+0.00024813i,0.0014002+0.00072584i,0.00090192+0.00096165i,0.00051326+5.2734e-05i,0.00077895-0.00089304i,0.00041893-0.00088974i,-1.0414e-05-0.00086585i,-7.1911e-06-0.00039426i,-0.00060095+0.00016082i,-0.00032702-0.00038108i,0.00037645-0.00024485i,0.00017907+0.00026638i,-5.2777e-05+0.00020358i,6.501e-05-0.00028584i,-0.00012765-0.00093408i,-0.0008098-0.00027842i,-0.0011588+0.00015306i
0.00094716-0.00045353i,0.00069714-0.00097576i,2.6918e-05-0.0016987i,-0.00069395-0.0013905i,-0.0015966-0.00053962i,-0.001158+0.00043994i,0.00029815+0.00071367i,0.00075885+0.00045704i,0.00097263+0.00020937i,0.00084409-0.00066832i,0.0003873-0.0011695i,1.1721e-05-0.00052052i,-4.529e-05-0.00051353i,-9.1638e-06-0.00030184i,-4.0989e-05+0.00067055i,-0.00016061+0.0011877i,-0.00056403+0.00065759i,-0.00047929+0.00010353i,-2.0615e-05+0.00012685i,7.3793e-05+0.00016201i,-0.00034699+0.00010927i,-0.00010134+0.00015178i,0.0011013+0.00022987i
0.00020129+0.00068416i,-0.00037587+0.00085251i,-0.0012648+0.00039249i,-0.001105-0.0003205i,-0.0015634-0.00088545i,-0.001305-0.00070544i,7.5664e-05+0.00015356i,0.00087155+0.00080522i,0.00066446+0.0012668i,0.00046308+0.0015463i,0.00011017+0.00057686i,-0.00029753-0.00052956i,6.8721e-05+2.3597e-05i,0.00073093+0.00054053i,0.00038413+0.000616i,-0.0005796+0.00054263i,-0.00029344+0.00018148i,0.00011237-0.00021773i,-0.00018126-0.00060536i,-0.00032419-0.00045405i,-0.00062851-0.00040181i,-0.00036369-0.00053308i,0.00031852-0.00046963i
-0.0028773-0.00078451i,-0.0026966+0.00047568i,-0.0012789+0.0012335i,-2.707e-05+0.0013386i,0.00019087+0.0018578i,0.00034623+0.0017638i,0.00057359+0.0016935i,0.00017024+0.0013931i,-0.00019053+3.9337e-05i,0.00029927-0.0010181i,0.00070296-7.7811e-05i,0.00036103+0.00010444i,0.00018931-0.00091848i,0.0002811-0.0014939i,0.00029285-0.0014028i,0.00030353-3.2892e-05i,0.00068031+0.00039976i,0.00047143-0.00064907i,-0.00068846-0.00089558i,-0.0010412-0.00027149i,-0.00012464+0.00052789i,0.00052077+0.0005031i,0.00044053+0.00017744i
0.00036559-0.0027336i,-0.00075934-0.0023873i,-0.00079068-0.0023746i,-0.0010182-0.0016599i,-0.0012815-0.00092911i,-0.00012+0.00067423i,0.00062659+0.0018537i,0.00014028+0.00098493i,-0.00019966+0.00027844i,-0.00013774+0.00014802i,4.4953e-05-0.00024189i,0.00045316-0.00064987i,-5.1617e-05-0.000769i,-0.00058743-0.00027669i,-0.00014868+0.00030472i,0.00024552+8.5723e-05i,0.00049935+3.1416e-05i,0.00069147+0.00021695i,0.00044726-0.00062499i,0.00097651-0.0016213i,0.0012155-0.0010083i,0.00014272-0.00011564i,0.0004603+0.00017978i
-0.00086359+0.0017768i,9.5167e-05+0.0018722i,0.0010967+0.0022635i,0.00082571+0.00098845i,-6.453e-05-0.00029129i,0.00043601+8.6116e-05i,0.00026164+0.00074795i,-0.00062228+0.00073788i,-0.00042813+0.00014194i,0.00086709-0.0005587i,0.0014227-0.00084338i,0.00047284-0.00097813i,-0.00056314-0.0010993i,-0.00090367-0.0013921i,7.9741e-05-0.0012796i,0.00079081-0.00030117i,0.00050533-0.00022111i,-4.7153e-05-0.00068796i,-7.6481e-05-6.2247e-05i,0.00054867+0.00019598i,0.00036139-0.00045505i,0.00017674-0.0005072i,0.00071564-6.253e-05i
0.00012131+0.00052755i,-0.00059429+0.0016114i,-0.0019807+0.0015025i,-0.0021426+0.0022336i,-0.0010721+0.0021815i,0.0003487+0.0016247i,-0.00021184+0.0021537i,-0.001183+0.0021503i,-0.00067403+0.0015854i,0.00018888+0.00087522i,0.0010194+0.00014776i,0.0012425-0.00036097i,0.00068259-0.0010148i,0.00071164-0.00046555i,0.00058824-6.212e-05i,-0.00017201+0.00025338i,-7.9926e-05+9.1842e-05i,0.00082846-0.00038339i,0.0011692+0.00035633i,0.00052282+0.00012927i,-0.00051345-0.00063109i,-0.0011354-0.00024075i,-0.0004311+0.00023229i
-0.0016747+0.00097729i,-0.00023563+3.0291e-05i,0.00081829+0.0008985i,0.00054038+0.0016079i,0.00032853+0.00093565i,0.00030416+0.00048306i,0.0005102+0.00019698i,0.00045978-0.00046763i,-0.00025611-0.00067191i,0.00038337-0.00020237i,0.00066473+6.2117e-05i,0.00022235-0.0001208i,0.00022242-0.00055904i,-0.0005977-0.0012252i,-0.0011236-0.0014931i,-2.2545e-06-0.00074677i,0.00048222-0.0001594i,-8.3317e-06-0.00035607i,-0.00039911-0.001113i,-0.00069821-0.00060855i,-0.00036483+0.00015492i,-0.00010343-0.00011654i,-0.00021407+9.1609e-05i
-0.00041391-0.00042917i,-0.00042999-0.00061966i,0.00017141-0.00035383i,0.00051713-3.4169e-05i,0.00025158-5.9648e-05i,0.00051665+0.000387i,0.0011921+0.00074926i,0.0010623+0.00099824i,0.00050358+0.0010783i,0.00079506+0.00047868i,0.00099991+0.00020153i,0.00077537-0.00037616i,0.0011287-0.00010315i,0.00053166+0.0010905i,-0.00078108+0.00013413i,-0.0011482-0.001227i,-0.00094026-0.0011664i,-0.0003829-0.00085052i,0.00080848-0.00018295i,0.00073255-4.1956e-05i,-0.00020903-0.00095581i,-0.00020447-0.0013377i,-1.4342e-05-0.00079007i
0.001211-0.0012278i,0.0016153-0.00096427i,0.00013026-0.00096271i,-0.0010977-0.00090873i,-0.0012761+6.3369e-05i,-0.00056321+0.00072238i,0.00032685+0.00046073i,0.001202+0.00012966i,0.00077663-0.00025062i,-0.00032081-0.00053794i,-0.00050107-0.00078124i,3.2072e-05-0.00073479i,-1.4634e-05+0.00010929i,-0.00045551+0.00064192i,-0.00057123+0.00095536i,-0.00072594+0.00077717i,-0.00044686-0.00015656i,-0.00049978-0.00033563i,-0.00036523-0.00038985i,-4.1613e-05-0.00044195i,-0.00031744-6.8949e-05i,-0.00016441+0.00026616i,0.00050139-0.00010405i
0.00078953+0.00032935i,-0.00040947+0.0010678i,-0.00076748+0.0008301i,0.00011055-0.0004874i,8.2e-05-0.00024657i,0.00018247+0.00083417i,0.00067419+0.0014005i,0.0011699+0.001212i,0.001437+0.00075749i,0.0009851+0.00051558i,0.00067801+0.00034277i,0.00031349+0.0003286i,-0.00027055+0.00075836i,-0.00025939+0.00061722i,0.00045741+0.00082549i,0.00045626+0.00072246i,3.0578e-05+4.9713e-05i,-0.00015099+6.6314e-05i,-0.00014952-0.00014579i,0.00014396-0.00029913i,0.00042938-1.6278e-05i,0.00046542-8.2953e-05i,-0.00032004-0.00033108i
-0.0014464+0.00023675i,-0.00049922-0.00026382i,-0.00015477-0.00078531i,-9.8525e-05-0.00058254i,4.2392e-05-0.00032886i,-6.251e-05-0.00027888i,-0.0003235+0.00069622i,-0.00037949+0.0003588i,0.00026784-5.6938e-05i,0.0011971+0.0003119i,0.0016156+0.00024656i,0.00084833-0.0002342i,-0.00012195-0.00077111i,-0.00035193+5.7946e-05i,-0.00043417+0.0003276i,-0.0004288-0.00074354i,9.7457e-05-0.0011433i,0.00084652-0.00064789i,0.00066826+0.00052505i,9.8572e-05+0.0012123i,0.00011432+0.00096253i,0.00055868+0.00027692i,0.0008277+0.0004545i
-0.0020942-0.0029164i,-0.0020739-0.00094802i,-0.0023806+0.0020742i,-0.0017624+0.002138i,-0.00031943+0.0011455i,0.0011079+0.0018554i,0.0015131+0.0025965i,0.00098533+0.0017996i,0.00069+0.0012935i,0.00063448+0.00079075i,0.00079872+7.1313e-05i,0.00097195-0.00037892i,0.00082912-0.00076182i,0.0013112-0.0010534i,0.0014825-0.00081496i,0.00030635-0.00053899i,-0.00089428-5.6691e-05i,-0.00038094-2.2195e-05i,0.00032697-0.0002078i,-0.00027016-0.00047859i,-0.0011878+7.9131e-05i,-0.00077179+0.00039164i,0.00025487+8.4502e-05i
-0.00085738+0.001334i,-0.00077562+0.001247i,-0.0021573+0.0011614i,-0.0019066+0.00083681i,-0.00081733+0.000422i,0.00072386+0.00018733i,0.0017834+0.00014492i,0.0011073+0.00045866i,0.00057235+0.00038412i,5.7948e-05+0.00044625i,0.0002027-0.00012818i,0.00061018-0.00065037i,-0.00043091-0.00044117i,-0.0011957-0.0004679i,-0.00092615-1.3611e-06i,-0.00072925-0.00020933i,-0.0001378-0.0010953i,0.00043668-0.00087334i,0.00041414-0.00084643i,2.6566e-05-0.0012895i,-0.00013709-0.00086893i,0.00028502+0.00027593i,0.00046946+0.0010465i
3.9356e-05+0.0012654i,0.0005885+0.001714i,0.00037348+0.001289i,0.00013858+0.00090847i,-0.00022365+0.0012753i,0.00027895+0.0015647i,0.001009+0.0011215i,0.0010996+0.00091048i,0.0014166+0.0012942i,0.0016251+0.0010747i,0.0014679-0.0001184i,0.00069391-0.000926i,0.00028625-0.0011801i,0.00060523-0.00079015i,0.00092512+0.00024519i,0.00058424+0.00053929i,0.00015256+0.00051098i,4.5712e-05+0.00034293i,0.00032608+5.7686e-05i,0.00016241-6.1515e-05i,-0.00071269+0.00031644i,-0.0012339+0.00083181i,-0.0010361+8.853e-05i
0.0010283-0.00078673i,0.00069239-0.0015523i,-0.0012328-0.001315i,-0.0017408-0.00055768i,-0.0012078-0.0003526i,-0.00024049+7.4474e-05i,0.00056195+0.00083415i,0.00047592+0.00060556i,0.0007322+0.00019739i,0.00029943-3.9153e-05i,-0.00067634-0.00047379i,-0.0012281-0.0003358i,-0.0013954-0.0005077i,-0.00030942-0.00054343i,0.00070525+0.00017245i,0.00051211+0.0004875i,-0.00017717+0.00033677i,-0.00058293+0.00026026i,0.00019036+0.00025202i,4.2197e-05+0.00036525i,-6.4196e-05-0.00040832i,0.00068319-0.0011846i,0.0002226-0.00030909i
0.00041665+0.0011254i,0.0013668+0.0015602i,0.00057608+0.00039296i,0.0002968-0.00012285i,0.00087543+0.00019709i,0.0011929+1.5447e-05i,0.0015175-6.595e-05i,0.00099497-4.4688e-05i,0.00029455+0.00027905i,0.00053709+0.00010168i,0.00022708-0.00017675i,0.00030005-0.00056312i,0.00046554-0.0010078i,0.00055963-0.0012352i,0.00059903-0.0006883i,0.00056523+9.1351e-05i,6.7433e-05-0.00035974i,-0.00032672-0.00017093i,-0.00018401+0.00058465i,-0.00029678+0.00070491i,-0.00068735-0.00013875i,-0.00077093-0.0013044i,7.5476e-05-0.0013108i
0.00074052-0.00015904i,-0.00027918+0.00036743i,0.00074087+0.00085597i,0.00058994+0.0005561i,-0.00034283+0.00093658i,-0.00040685+0.0014171i,0.00028096+0.00081234i,0.0010924+0.00078073i,0.0011191+0.00097511i,0.0011607-4.539e-05i,0.0014964-0.00071793i,0.00071997-0.0011075i,-0.00018722-0.00036466i,-0.00066767+0.00085077i,-0.00065579+0.00045289i,-0.00057398-0.0002739i,-0.00031595-0.00025175i,2.5346e-05+0.00012924i,-0.00057395+0.00057781i,-0.00073419-0.00026506i,-0.00017937-0.0011505i,9.368e-05-0.00058427i,3.8738e-05-0.00027554i
0.0012009+0.00055175i,0.0015335+0.0010141i,0.0011659+0.0004441i,0.00038992-0.0010756i,0.00010993-0.0014284i,0.00087727-0.00067483i,0.00077236+0.00018635i,0.00017981+0.0008915i,0.00053288+0.0010225i,0.00064269+0.00058577i,0.00035606+0.00030939i,0.00031299+9.491e-05i,0.00061303-0.00029316i,0.00039482-0.0003785i,-0.00077478-0.00066195i,-0.00098842-0.00062277i,-0.00030687-0.00023692i,-0.00030141+0.00021282i,5.4233e-05+0.00021151i,-4.8296e-06+0.00021949i,-0.00046973+0.0001684i,-4.0079e-05-0.0003839i,0.00013375-0.0005954i
0.0030509-0.00036919i,0.0023588-0.00089705i,0.0017024-0.001152i,0.00099586-0.0018941i,-0.00033196-0.0011764i,-0.001496+9.056e-05i,-0.0011267+0.00076086i,9.4222e-05+0.0011651i,0.0012348+0.0013805i,0.0014266+0.00047197i,0.00027574+0.00025211i,-0.0011407+0.00034333i,-0.0017484+0.00012702i,-0.0010007+0.00016933i,0.00041614+0.00032257i,0.00051752+0.0009506i,0.00037449+0.00073822i,0.00045056+0.00043692i,0.00020467+0.00047902i,0.00048125-0.00044786i,0.0003082-0.000891i,7.8403e-05-0.00053439i,-0.00011601-0.00013217i
0.00029434+9.8082e-06i,0.00067817+0.00046704i,0.00073135+0.00074233i,0.00046033+0.00075258i,3.8952e-05+0.0008552i,0.00034607+0.0011074i,0.0011428+0.0012891i,0.001248+0.0015399i,0.001232+0.0010081i,0.00038355-7.1247e-05i,-0.00052431-0.00067079i,-0.00015012-0.0013292i,0.00030442-0.0013305i,0.00031248-0.00026902i,-9.8194e-05+0.00034689i,3.8052e-05+0.00013349i,0.00041603-2.1104e-05i,-0.00036361-0.0003319i,-0.00050472-0.00018564i,-0.00046888+0.00062178i,-2.8467e-05+0.0013061i,0.00066099+0.0012433i,0.00023163-0.00019894i
-0.0014566+0.00023594i,-0.00051091+0.00018184i,-0.00037525+0.0011458i,-0.00015065+0.00071351i,0.00030758-3.7114e-05i,-9.023e-05+0.00091524i,-0.0004023+0.0016983i,-0.00036135+0.0012895i,0.00010964+0.0015616i,0.0011954+0.0013049i,0.0014758+0.00065718i,0.0010284-2.0755e-05i,0.00047682+0.00013826i,1.2833e-05+0.00085132i,-4.3245e-05+0.0010184i,-0.00070235+0.0011571i,-0.0013189+0.00028465i,-0.00079608-0.00072978i,-0.00026184-0.00025888i,-0.00054263+3.2526e-05i,-0.00060529-0.00044778i,-0.00077821-0.00014625i,-0.0001604-9.2406e-05i
-0.0008019+0.0001842i,-6.5216e-05+0.0006213i,0.00028047+0.0011506i,0.0004098+4.4296e-05i,0.00034031-0.00065944i,-0.00022161-0.00085717i,-5.4067e-05-0.00063552i,0.00071228-0.000223i,0.0012223-0.00049103i,0.0017659-0.00049911i,0.0012285-0.00094992i,0.00024372-0.0016855i,-0.00035804-0.0015723i,-0.00031399-0.0012586i,0.00045625-0.0011446i,0.00034787-0.00026029i,-0.0002619+0.00046863i,-0.00017872+0.00020637i,-0.00011595+0.00012861i,0.00027678+0.00012128i,0.00011392+0.00020434i,-0.0004344+9.5581e-05i,-0.00028361+0.00050626i
-0.0011724-0.00035119i,-0.00049997+0.00055965i,-0.0011496+0.0013465i,-0.00098876+0.0012122i,0.00020063+0.0010323i,0.0013667+0.0020889i,0.0014494+0.0017677i,0.00089475+0.00094285i,0.00059939+0.0017166i,0.00045213+0.0018242i,5.5863e-05+0.00088343i,5.6316e-05-0.00030756i,0.0002523-0.00072112i,0.00079415-0.00074805i,0.00067103-0.00097908i,0.00012917-0.00050434i,-5.6343e-06+0.00080388i,-0.00045998+0.00047948i,-0.00030951-0.00028144i,0.00016002-0.00073835i,-0.00014873-0.00056132i,-0.00015236-0.00017463i,9.257e-05-3.1021e-05i
0.00045534+0.0018188i,0.00061163+0.0011433i,0.00013767+0.0002495i,-0.0010012-0.00064027i,-0.0012885-0.00052611i,-0.0006275-0.00040176i,-0.00030261-5.9223e-05i,0.00042391+0.00081523i,0.00095451+0.00067374i,0.0010359+0.00016478i,0.00084271-7.8008e-05i,0.00011735-0.00059286i,-0.00026027-0.00025369i,-0.00018126+0.00025355i,9.1578e-05+0.00022777i,-2.5838e-05-8.2913e-05i,-0.00016479+7.4828e-05i,0.00057111+0.00072816i,0.0011654+0.00037483i,0.00091333+0.00044208i,0.001048+0.000933i,0.00024272+0.0004905i,0.00014964-0.00011975i
0.00074206+0.00054417i,-0.00049242+0.00015143i,-0.00064095-0.0005857i,-0.00051059-0.00065708i,-0.00078535+0.00065761i,-0.00065633+0.0017695i,2.2394e-05+0.0016182i,0.00037522+0.00046316i,0.00075534-9.0361e-05i,0.0008431-0.00029132i,0.00026111-0.00036239i,0.0001396-0.00040067i,0.00011437-0.0008984i,-0.00020855-0.0010923i,-0.00055876-0.00056233i,-0.0012654+0.00072169i,-0.001174+0.0012344i,-0.00045037+0.00085123i,0.0004093+0.00040374i,0.0002349-3.9099e-05i,-8.4522e-05+0.00015796i,0.00017777+0.00029112i,0.00048002-2.6652e-05i
-0.00082903-0.0024365i,-0.001097-0.0025372i,-0.0015357-0.0018118i,-0.0010843-0.0012424i,-0.00071173-0.00057473i,-0.00032499-0.00037953i,0.00090608-0.0002995i,0.00098118+0.00029043i,0.00022786+0.00063882i,-0.00035198+0.00045076i,-0.0002135-0.00013362i,7.4769e-05-0.00051665i,-4.8255e-05-6.3519e-05i,0.00067086+0.0011624i,0.0010295+0.0013683i,0.00045008+0.00034489i,0.00019692-0.00087001i,0.00021955-0.0015065i,-0.00016492-0.00094467i,-0.00071898-0.00061461i,-0.00085421-0.00032719i,-0.00044768-0.00027577i,-0.00035658-0.00021789i
0.001902-0.0012367i,0.0023651-0.00083758i,0.0011945+0.00013913i,2.7594e-05+0.00043077i,-0.00079885+0.00059205i,-0.00044749+0.0015478i,0.0010428+0.0024126i,0.00076969+0.0016551i,-0.00031123+0.00046363i,-0.00045694+1.8156e-05i,-0.00047983+0.00030116i,-0.00080719+0.0006994i,-0.00032417+0.00039609i,0.0002702+0.00042448i,-0.00019401+0.00095038i,-0.00041903+0.00071954i,-0.00061544+0.00016417i,-0.00065831-0.00021022i,-0.0002199-0.00015799i,0.00045323+7.5968e-05i,0.00034378-0.00015289i,-0.00057951-0.00013581i,-0.0011824+0.00025196i
0.00067159-5.8697e-05i,-0.00086856+0.001493i,-0.00052234+0.00070048i,4.1133e-05-0.00051386i,-0.00047927-0.00042816i,-1.3996e-05+0.00071318i,0.0008553+0.0015338i,0.0012711+0.0014047i,0.00042414+0.0010577i,-0.00019184+0.00032038i,0.0010357-0.00068818i,0.0012265-0.00094024i,0.00097763-0.00066452i,0.0013977-0.0004713i,0.0005621-0.00010288i,-0.00047156-0.00026508i,-0.00037085-0.00058575i,-0.00056801-0.00052518i,-0.00051306-0.00061402i,0.00042883-0.00075452i,0.0010488-9.6021e-05i,0.00040962+0.00011495i,-0.00020223-0.00039527i
0.0021855+0.00072783i,0.0018599-0.00010945i,0.0018069-0.0010471i,0.0012065-0.0021183i,-0.00039877-0.0019041i,-0.0016633-0.00035301i,-0.0012769+0.0011482i,-0.00040569+0.0015162i,-0.00021739+0.00055117i,-0.00022034-0.00038771i,0.00015488-0.0006832i,-0.00013315-0.00033603i,-0.00092125-0.00010903i,-0.00077796+0.00010522i,-0.00013358+0.0011057i,3.9675e-06+0.0012923i,0.00012021+0.00091597i,-5.835e-06+0.00032019i,-0.00013345+0.00039653i,-0.00027504+0.0002942i,-0.00070606-9.8572e-05i,-0.00065238+0.00032328i,-0.00021587+0.00025042i
