-0.0064014+0.00050133i,-0.0081399+0.0015623i,-0.0072393+0.0059219i,-0.0020395+0.0074704i,0.0020751+0.0064802i,0.0023062+0.0029636i,0.0013866+0.00062397i,0.00090872+0.0010146i,0.0010719+0.0013266i,0.00191+0.0011601i,0.0024383-1.2685e-05i,0.0020554-0.001276i,0.0011822-0.0016056i,0.0007154-0.0014387i,0.0002649-0.00099657i,0.0002526+0.00021668i,0.00058773+0.00101i,-9.348e-06+0.00075694i,-0.0011065+0.00078995i,-0.0011545+0.00093349i,-0.00031104+0.00054332i,-0.00020612-0.00010005i,-0.00030095-0.00013402i
0.00092284+0.00079916i,0.0020512+0.0011501i,0.0031467+0.0015204i,0.0036137+0.0022437i,0.0020501+0.0017229i,-0.00011706-0.00024143i,-0.0001769-0.00024512i,-0.00019706+0.0004792i,-0.00045661-0.00012321i,-0.00034845-0.00073841i,-0.00071388-0.00091023i,-0.0011928-0.00083707i,-0.0006049-0.00071718i,9.9177e-05+5.3774e-05i,8.3974e-06+0.00055447i,0.00014924+0.00043235i,0.00021688+0.00015532i,0.0001878-0.00013639i,0.00017175+6.1652e-05i,-0.00016265+3.3842e-05i,-0.00030624-0.000285i,-7.5361e-05+7.4698e-06i,0.00022089+0.0001456i
0.00022035+0.0028551i,0.00017243+0.0028583i,0.00054689+0.0028125i,0.0014448+0.001573i,0.0017524+0.0005725i,0.0010679+0.0005519i,0.0006249+0.00094995i,0.00040373+0.00020191i,4.4451e-05-0.00026728i,-0.00020541+0.00027511i,-0.00064828+0.00080429i,-0.00044177+0.00057687i,-0.00036372+0.0003081i,-0.00026344+0.00085664i,-5.0644e-05+0.00098769i,-0.00066521+0.00026589i,-0.00064612+2.6772e-05i,-0.00032341+0.00059998i,0.0001252+0.00072052i,0.00040252+0.00037694i,0.00021212+0.00019285i,-0.00060225-0.00036351i,-0.00057285-0.00016377i
-0.00147+0.00046544i,-0.0013772+1.0125e-05i,-4.4409e-05-0.00048826i,0.0011694-0.00049291i,0.000985-0.00093096i,0.0001985-0.0010475i,-0.00026594-0.00039805i,0.00014998+0.0001691i,0.00065604-0.00013936i,0.00075323-0.00031195i,0.00055668+4.4124e-05i,0.0001619+0.00029757i,-0.00051445+0.00037386i,-0.00030617+5.342e-05i,-0.00021762-0.00032699i,-0.00039855-0.00025659i,-0.0005066+0.00027105i,-0.00093113+0.00043694i,-0.00081398+4.0074e-05i,3.5198e-05+4.324e-05i,0.00031753+0.00034354i,0.00025104+0.00031801i,0.00045519-0.00056079i
0.00019598-0.0011412i,0.0012683-0.00091469i,0.0020321-0.00021831i,0.0014168-0.00056443i,-0.00024552-0.00085055i,-0.0010327-0.00016998i,-0.00033718+0.00049948i,0.00092343-0.00019654i,0.0015765-0.00085898i,0.00054493-0.00060882i,2.2842e-05-0.00033614i,0.00021426-0.00026866i,-3.7603e-05-0.00051531i,-0.0005233-0.00039395i,-0.00022793-5.2231e-05i,-0.00014013-0.00018468i,-0.00074069-0.00064725i,-0.00048053-0.00062813i,-0.00018413+7.5514e-05i,-5.3591e-05-0.00030662i,0.00056463-0.00039864i,0.00052937-4.2755e-05i,0.0001925-0.00025749i
0.00094852-0.0014229i,-0.00086285-0.0010553i,-0.00077913-0.00099429i,-0.00027717-0.0014253i,-0.00017828-0.0010856i,-0.00090548-1.2505e-05i,-0.0015135+0.00022723i,-0.00096686-0.0010423i,-0.00021633-0.0020664i,-0.00041533-0.001135i,-0.0002045-5.7016e-05i,0.00010375-0.00017469i,-0.0004014-0.00044524i,-0.00016696-6.5542e-05i,0.00032548+0.0001998i,0.00025277-0.00053674i,0.00031659-0.00097079i,0.0001382-0.00032632i,-0.00038592+0.00086396i,-0.00048413+0.0010076i,-0.00053576+0.00019966i,-0.00035551-0.00028805i,3.2051e-05-0.00031719i
0.0020003-0.00032129i,0.0014053+0.00013389i,0.00099143-0.00021058i,0.00079314+0.00019245i,-0.00048559+0.00068061i,-0.0010447+0.00063325i,-0.00011762+0.00065663i,-0.00026794-3.4948e-05i,-0.00096287-7.3845e-05i,-0.0018383-3.7046e-05i,-0.0018765-0.00059746i,-0.0013368-0.00084124i,-0.0012421-0.0010691i,-0.00082452-0.00021514i,-0.00035248+0.00093595i,-0.00012978+0.0009357i,0.0001686+8.3042e-05i,0.00070086-0.00042789i,0.00027768-0.00011262i,-0.0001424+0.00051269i,0.00023211+0.00016708i,0.00037736-0.00026362i,0.00045182-0.0001926i
-0.0017936-0.0019698i,-0.0020436-0.00097588i,-0.0016956+0.00072038i,-0.0015537+0.0015117i,0.00024187+0.0016125i,0.0010013+0.00082191i,-0.00069082+0.00073712i,-0.0014331+0.00049249i,5.8203e-05-7.6109e-05i,0.00093484+0.00016501i,0.00035582+0.00033411i,-0.00010259+0.00062534i,0.00026199+0.0005738i,0.00089665-0.0005223i,0.00041376-0.0011461i,-0.00045172-0.0010104i,-0.00056011-0.00033887i,-0.0013984+1.4046e-05i,-0.0016854-0.0004184i,-0.00081091-1.1275e-05i,-0.00011693+0.00010972i,-0.00038935-0.00051591i,-0.00056206-0.00058004i
-3.2201e-05-0.0025624i,0.00029726-0.0025028i,0.00079396-0.00077376i,0.00061727+0.00055226i,0.00030692+0.0010013i,0.00029615+5.8058e-05i,-8.4156e-05-0.00010059i,0.00038944-0.00028233i,0.0005711-0.0009129i,-0.00033216-0.00041817i,-0.00037147-3.9586e-05i,0.00051747-0.00039277i,0.0005986-0.0006554i,0.0005177-0.00028139i,0.00075381-0.00034087i,0.00061112-0.00054212i,0.00076626+0.0001543i,0.00079328+0.00038185i,0.00034935+0.00028032i,8.7533e-05+0.00031172i,-3.5557e-05-0.00039084i,0.00016466-0.00068214i,0.00044101-0.00085704i
0.0011033-0.00029208i,0.0011823-0.00013839i,0.0016023+0.00071572i,0.0020566+0.0012396i,0.0021196+0.00093083i,0.0013014+0.00059853i,0.00067889+0.00097329i,0.00065508+0.0012301i,0.00099794+0.00030864i,0.0017324-0.00027251i,0.0020758-0.00014707i,0.0014249-0.000403i,0.0012727-0.00033568i,0.0012368+0.00015076i,0.00091992-6.5864e-05i,0.00061472-0.00016129i,0.00051407+0.00027321i,0.00078398+0.00030072i,0.00050146-0.00027226i,0.00030245+9.4199e-06i,0.00043137+0.00025595i,0.00021924-0.00037757i,-0.00014137-0.00018309i
-0.0011928+0.00056783i,-0.0012748+0.0005592i,-0.00054106+0.00085279i,0.00061035+0.00052888i,0.00098759-0.00030438i,0.00026508-0.00074427i,-0.000811-0.00015713i,-0.00040067-0.00018058i,0.00040774-0.00056932i,0.00023878-0.00016842i,0.00065277+0.000439i,0.00063191+0.00010115i,-0.00030178-0.0002388i,-0.0010753+0.00015459i,-0.00031379+0.00072737i,0.00037638+0.00071662i,7.7393e-05+0.00098832i,6.1952e-05+0.00084839i,0.00028542-0.00025217i,0.00047825-0.0010275i,0.00030476-0.00094559i,-1.0156e-05-0.00083994i,2.3664e-05-0.00022106i
-0.0011574-0.0011124i,-0.0014713-0.00033131i,-0.0015285+0.0019303i,-0.0005122+0.0018188i,-1.0168e-05+0.00086068i,-0.00058085+0.00047615i,-0.00077491+0.00059353i,-0.00073301+0.00028832i,-0.00071946-0.00079715i,-0.00017765-0.00099811i,-0.00026428-0.00068471i,-0.00065453-0.001004i,-0.00062631-0.00070273i,-0.00073905-0.00053516i,-0.00059411-0.0011932i,0.00022299-0.0013593i,0.00035834-0.0004202i,-0.00022062+0.00043631i,-0.00074445+0.00028244i,-0.00063923+2.7118e-05i,-4.7833e-05-0.00012246i,-0.0001409+7.3051e-05i,-0.00027852+0.00015925i
-1.5766e-05-0.00090115i,0.0001925-0.00092884i,-0.00010841-0.00043804i,-0.00033531+0.00097004i,-0.0002068+0.0014165i,0.00053015+0.0013474i,-7.1316e-05+0.00092027i,-0.0015995+0.00052248i,-0.0019046+0.0004862i,-0.0012105+0.00046797i,-0.00028692+0.0008697i,-1.4024e-05+0.00077791i,-2.4514e-05-9.7306e-06i,-0.00023897+0.0001342i,-0.00087904+0.00075199i,-0.0010178+0.00046622i,-0.0010422+9.2502e-05i,-0.00059525-0.00037914i,0.00012598-0.00032869i,4.5325e-05+0.00037085i,-0.0002608+0.00014091i,-0.00058978-0.00071734i,5.4524e-05-0.0002577i
0.0024207-0.0034152i,0.0013785-0.0025131i,-0.00068259-0.0021314i,-0.0016813-0.00016754i,-0.0011788+0.0013488i,-0.00068351+0.0012157i,6.6996e-06+0.00079565i,0.0011257+0.00045697i,0.00080832+0.00020754i,0.00018107-7.8498e-05i,-0.00013404+0.00020799i,2.6361e-05+0.00016681i,0.00026497+0.00056685i,0.00045548+0.0012233i,0.00036915+0.00080472i,-0.00023616+0.00031915i,-0.00067806+0.00032554i,-0.00056355+0.00030201i,-0.00074514+0.00016852i,-0.0011969-5.1099e-05i,-0.00075761-0.00036743i,-0.00022345-0.00042117i,-0.00013159+0.00027749i
-0.002265-0.00076989i,-0.0028554-0.00048099i,-0.0021001+0.00054999i,-0.00088556+0.0027376i,0.0014509+0.0035637i,0.0024473+0.0024015i,0.00093404+0.0014923i,0.00021874+0.0010195i,0.00062268+0.00045394i,0.0011885+0.00068485i,0.0014302+0.00042749i,0.0015956-0.00041963i,0.0010045-0.001424i,0.0006282-0.0018277i,0.00062209-0.00097512i,0.00030157-1.0859e-05i,-0.00068114+0.00036935i,-0.0010389+0.00036825i,-0.00051374+0.00036717i,3.1555e-05+0.00045942i,0.00057076+0.00018388i,0.00028056+9.529e-05i,0.00042215+1.5043e-05i
-0.0007463-0.0024333i,-0.0013437-0.0014728i,-0.00075762+0.00051796i,0.0011626+0.0012256i,0.0022881+0.00080722i,0.0012084+0.00033262i,-0.00030075+0.00040294i,0.00038284+0.00038639i,0.0014213-0.00031082i,0.00059129-0.00012554i,-0.00021368-1.5291e-05i,-0.00019695+6.8075e-05i,0.00074964+3.4782e-05i,0.0012412-0.00026214i,0.0010687+0.00023947i,0.00062927+0.00084754i,-4.318e-05+0.00055029i,-0.00055628+0.00031556i,-0.00074481-0.00010248i,-0.00033103+0.00078859i,6.2452e-05+0.0010117i,0.00035774+5.4193e-05i,0.00038357-0.00044631i
0.0034924-0.0014109i,0.0044081-0.001587i,0.0044434-0.0023557i,0.0027987-0.0030301i,0.00036454-0.0027893i,-0.00070543-0.0012083i,-0.00053778-3.2492e-05i,-0.00021048-0.00084321i,-0.00034035-0.0016513i,7.7318e-05-0.0013077i,0.00017425-0.00066708i,2.8273e-05-0.00030949i,-0.00027559+0.00041376i,-0.0001774+0.00071469i,0.00032257+0.00039421i,-0.0001519+0.00042241i,-0.00072821+0.00076619i,-0.0011464+0.00067586i,-0.00073675-0.00025357i,-7.6593e-05-0.00032162i,-6.9587e-05+0.00016235i,-0.00047878+0.00033041i,-0.0005755+0.00062501i
-0.00070791-0.00084295i,-0.0018148+0.00030482i,-0.0022469+0.0014605i,-0.0012195+0.0021971i,-7.0838e-05+0.0029594i,-0.00030164+0.0018851i,-0.00025818+0.0013037i,0.00032976+0.00057825i,0.00017469-0.00039302i,-0.00044877-0.00034378i,-0.0008485+0.00046535i,-0.00082671+0.00097112i,-0.00064651+0.00082598i,-0.00042602-0.00016895i,-0.00049351-0.00076098i,-0.00053248-0.00029489i,-0.00035319+0.00010649i,-0.00053766-0.0001671i,-0.00059075-0.00055634i,-0.00059117-0.00078352i,-0.00084982-0.0010292i,-0.00090043-0.00049918i,-0.00093256-0.00015277i
-0.0015162-0.00081318i,-0.0014081-0.00067056i,-0.00070126-0.00087499i,0.00066058-0.0012239i,0.0011851-0.0011347i,0.00089303-0.00030388i,0.0012963+9.1541e-05i,0.00057149+0.00014746i,-0.00039171+0.00023316i,-2.5667e-05+0.00066897i,0.00030103+0.0015025i,0.00026831+0.0012875i,0.00012186+0.00040255i,9.7536e-05-0.00036285i,-0.0004306-0.00053415i,-0.00024671+0.00012018i,0.00032009+0.00050413i,0.00047932+0.00071413i,0.00071612+0.00056295i,0.00076985+0.00035882i,3.7052e-05+0.00047503i,-0.00096919+3.4982e-06i,-0.0010321-0.00031313i
0.00037278-0.00067305i,8.695e-05+0.0006882i,-0.00085977+0.0020495i,-0.0008948+0.0023421i,-0.00068734+0.00072384i,-0.00055015+0.00028342i,0.00018022+0.0011402i,0.00064567+0.0014028i,0.00067559+0.00098961i,0.00038607+0.00064776i,0.00020882+0.00065232i,0.00031587+0.00079325i,0.00038493+0.00063642i,0.00069148-0.00041952i,0.00013543-0.0010386i,-0.00046794-0.00050551i,-0.00025904-0.00010034i,-0.00045249+0.00039343i,-0.00037113+0.00029701i,0.00046954+4.0815e-05i,0.00059865+0.00016592i,-4.2306e-05+0.00018194i,0.00049948-0.00022259i
-0.001117-0.0018863i,-0.0019018-0.00093586i,-0.0024856-0.0011073i,-0.0021426-0.000409i,-0.0015288+0.00079341i,-0.0009584+0.00043458i,-0.00011295+0.00010702i,0.00032611+0.00025878i,0.00098801-0.00019066i,0.00077581-0.00030266i,-0.0003348-0.00052834i,0.00023713-0.00056604i,0.0012537+6.8022e-05i,0.0010249+0.00049884i,0.00068491+0.00058479i,0.00067211+0.00050396i,0.00075539+0.00022692i,0.0011105+9.0745e-05i,0.0002778-0.0001915i,-0.00087844-0.00056002i,-0.00053072-0.00011009i,-9.2611e-05-0.0001538i,-0.00022041-0.00042898i
0.0004962-8.8027e-05i,0.00095666-8.6189e-05i,0.0015202+0.0016782i,0.0026334+0.0036154i,0.0025066+0.0026465i,0.0012825+0.0011739i,0.0011157+0.0012119i,0.0010233+0.00065719i,0.00051688-0.00063091i,-0.00011239-0.0011695i,-0.0002174-0.00090899i,0.00037881-0.00076905i,0.000316-0.00011268i,-0.00046351-0.00021595i,2.4454e-05-0.00039655i,0.00089243+0.00026865i,0.00023361+0.00010008i,-0.00056189+2.1377e-05i,4.0643e-06+2.7289e-05i,-4.1754e-06-0.00023999i,0.00032099-0.00015254i,0.00067765-0.00044784i,6.1926e-05-0.0012701i
0.002136-0.0012459i,0.0017185-0.0022046i,0.00033106-0.0018232i,-6.3983e-05-0.0019036i,6.0977e-05-0.0013238i,2.3582e-05-0.00021969i,-0.00050073+0.00052441i,-0.00069792+0.00036684i,-0.00072536-0.00044027i,-0.001212-0.00090225i,-0.0012736-0.00020828i,-0.00078831+0.00056149i,0.00037611+0.00055372i,0.0012295+0.00077484i,0.00076477+0.00042304i,1.6923e-05+5.2945e-05i,-0.00020252+0.00039625i,-0.00063638-0.00015802i,-0.00020888-0.00052952i,6.2691e-05+0.00013312i,0.00044297+0.00019424i,0.00041314-0.0007155i,-0.00017006-0.00049847i
0.0018496-0.0037197i,0.00077051-0.0028827i,4.4968e-05-0.0023525i,-0.0002745-0.0018499i,-0.00057206-0.00067265i,-0.0013049+0.00031789i,-0.0005313-0.00027936i,0.00070327-0.00032592i,0.00061273+0.00051805i,8.3307e-05+0.00070155i,-1.1497e-05+0.00086564i,-0.00034424+0.00088702i,-0.00056324+9.1928e-05i,0.00070345-0.0003816i,0.00087937-0.0013055i,-0.00037722-0.0010311i,-0.00035986-8.2252e-05i,-0.00062558-0.00024704i,-0.0012634-0.00049103i,-0.0012784-0.00081578i,-0.0011184-0.00040971i,-0.001302+0.00036766i,-0.0012993+0.00042089i
-0.0019956+0.0018064i,-0.0015663+0.0023187i,-0.0013005+0.0024267i,-0.0013321+0.0021385i,-0.0010061+0.0012963i,-0.0014995+0.00016472i,-0.0014005+7.586e-05i,-0.00029203+0.0007864i,-7.8985e-05+0.00043406i,0.00016814-3.5158e-07i,0.00061507-0.00019308i,-4.8784e-05-0.00064679i,-0.00031146-0.00086032i,2.494e-05-0.0010197i,0.00027271+8.9232e-05i,0.0006358+0.00063989i,0.00080847-0.00059288i,0.00018931-0.00079759i,0.00015485+0.00035775i,0.00046501+0.00029235i,0.00061121-0.00044293i,8.1378e-05+0.00021378i,-0.00033401-1.535e-05i
6.0041e-05+0.00017147i,-0.00019976-0.0008211i,0.00016264-0.00095535i,0.0012537+0.00030967i,0.00081167+0.0011626i,-0.00076935+0.00053314i,-0.00085158+5.635e-05i,-0.00092801+0.0005717i,-0.00047197+0.00064879i,0.00077264+0.00010386i,0.0012117-0.00071916i,0.00099897-0.0010419i,0.00032599-0.00048991i,-0.00022585+0.00023909i,-4.0698e-06+0.00093575i,5.1107e-06+0.0010346i,-0.00013003+0.00074932i,-0.00019341+0.00020735i,-0.00032845-0.0002424i,-0.00018822-0.00022841i,-0.00043184+0.00026953i,-0.00086718+0.00010548i,-0.00077143-0.00027661i
0.00025995+0.00056306i,4.0839e-05+0.0020573i,0.00021941+0.002633i,0.00073831+0.0018681i,0.00048659+0.001708i,-0.00063092+0.0020065i,-0.00056327+0.0019612i,0.0011517+0.0012004i,0.0021424-0.00012652i,0.00061881-0.0004526i,-0.00031772-0.00013827i,0.00010892+0.00018443i,0.00038563+0.00050034i,-0.00018586+0.00034483i,-0.00049488+0.00041154i,-0.00020932+0.00043116i,-0.00031524+0.00067786i,-0.00056913+0.0010331i,-0.0010507+0.00077314i,-0.0011158+0.00046048i,-0.00072289+0.00014391i,-0.00059138-0.00042827i,0.0003665-0.00064803i
-0.00040906-0.00058966i,-0.0012314+0.00050358i,-0.0020109+0.0017705i,-0.0013836+0.0017653i,-0.00082775+0.001244i,-4.7634e-05+0.0011122i,0.00083988+0.00063193i,0.0010299-0.00015632i,-7.7945e-06-0.00016523i,-0.0014896+0.00013194i,-0.0014735-0.0002768i,-0.00022328-9.3719e-05i,2.458e-05+4.5834e-05i,0.00058522-0.0004988i,0.0015265+0.00029373i,0.0010617+0.00086122i,0.00029441+0.00015384i,0.00047064-0.00089902i,0.00016706-0.0011543i,1.1237e-05-0.00080603i,0.0011692-0.00035048i,0.0010932+0.00026704i,0.00025416-0.00014898i
7.369e-05-0.0015378i,0.00057355-0.00066187i,0.00079155-0.00093844i,0.0010466-0.00053155i,0.00064803-7.3582e-05i,0.0010703-0.00076541i,0.0010951-0.00042651i,0.00040741-6.3249e-05i,-1.3066e-05+8.3075e-05i,-0.00037815+0.00065856i,-0.00063293+0.0011838i,-0.00062975+0.00034517i,-8.1235e-05-0.00029286i,0.00012167+0.00027483i,0.00048389+0.00061235i,0.0011086-0.00024129i,0.00076438-0.00092566i,0.00035287-0.00099185i,0.00059617-0.00063862i,0.00052137+0.00015942i,-0.00033639+0.00061287i,-0.00079194+0.00065114i,-0.00089034+0.00023791i
0.00059659+0.00015081i,0.0006944+0.00058603i,0.00013846+0.00050059i,0.00028655-5.9612e-06i,-0.00014664+0.0002938i,-0.001307+0.00037788i,-0.0012118+0.00070163i,-0.00016792+0.001284i,-0.0002767+0.00017166i,-0.00026382-0.0010114i,0.00098061-0.00037694i,0.00086158+0.00053287i,-0.00014931+0.0002521i,-0.00035974-0.00013238i,-3.226e-05+0.00056062i,0.00045597+0.0011586i,0.00071265+0.00086224i,-4.6291e-06+0.00030592i,-0.00071121+2.7972e-06i,-0.0003624-2.9375e-05i,-0.00010803+0.00019961i,-0.00018485+0.0007881i,-0.00042481+0.0011875i
-0.00070588-0.0024718i,-0.0011866-0.003745i,-0.00060309-0.0029134i,6.8943e-05-0.0012818i,-0.00019563-0.00077826i,0.00031426-0.0015618i,0.0011258-0.001138i,0.001297-0.00057785i,0.0012405-0.00066991i,0.00077271-0.0005746i,-0.00022132+2.8121e-05i,-0.00098355+0.00051051i,-0.00078337+0.00069492i,-0.00016257+0.00092172i,4.2565e-05+0.0015502i,-0.0006672+0.0011544i,-0.0010882+0.00045276i,-0.00026619+0.00067562i,0.00031623+0.00061513i,0.00055365+0.00013806i,0.00083583-0.00016754i,0.00095629+8.2476e-05i,0.00097412+0.00054205i
0.00065527+0.001895i,0.0016135+0.0025968i,0.0016642+0.0029984i,0.0011047+0.003049i,0.00076076+0.0019271i,0.00033671+0.0003356i,0.00017474-0.00011204i,0.00031322-0.00016776i,0.00020554-0.00083237i,-0.00025589-0.00099583i,-0.00070123-0.001033i,-0.00013036-0.00067117i,0.00016972-0.00065672i,0.00021235-0.0006385i,0.00043485+0.00026837i,0.0003064+7.3595e-05i,2.1039e-05+2.7079e-05i,0.0011104+0.00026286i,0.0015375-0.00014058i,-0.0001363-0.00096934i,-0.00081403-0.00046052i,-0.00033365+0.00043466i,-0.00029356+0.00033153i
-0.0029002+0.0028673i,-0.0024589+0.0033948i,-0.00095049+0.003364i,0.00035643+0.0026292i,0.00031621+0.00095184i,-5.2428e-05-2.9874e-05i,-0.00031231+0.00022114i,7.5732e-05+0.0004302i,-0.00011989+0.00011841i,-0.00076914+9.1407e-05i,-0.00079945-0.00030525i,-0.00085449-0.0010535i,-0.00047353-0.0011096i,9.2608e-05-0.00074851i,0.00021808-0.00022563i,-7.957e-05+0.0011507i,-7.4103e-06+0.0013124i,0.00074448-0.0003833i,0.00082608-0.00068069i,0.00017882-0.0005333i,-0.00018822-0.0009723i,-0.00019982-0.00050254i,0.00021575+0.00015537i
0.00034258-0.00051732i,-9.5919e-05-0.00050237i,0.00092321+0.0011916i,0.0013763+0.0019982i,0.00077935+0.0011757i,0.00064888+0.00075077i,0.0013836+0.00067873i,0.0018432+0.00048814i,0.0014674-0.00017179i,0.00025886-0.00062771i,-0.0015207-5.3767e-05i,-0.0021892+0.00055532i,-0.00079927+0.00028987i,0.00055441+2.5813e-05i,0.0011198+0.00019983i,0.00073487+0.00042679i,-0.00045059+0.00012793i,-0.00098673-0.00051609i,-0.00034268-0.00066767i,-0.00010911+0.00018966i,-0.00044724+0.00048844i,-0.00056018-0.0005177i,-0.00056206-0.00077639i
0.00030691+0.00047127i,0.00032106+0.00073559i,0.0007829+0.0013052i,0.0020457+0.0014159i,0.0027474+0.00086204i,0.0024343+0.00045091i,0.0020714+0.00086281i,0.0019692+0.0011502i,0.0014865+0.0010249i,0.0011322+0.0013002i,0.00072787+0.0014259i,0.00050168+0.00011591i,0.00061662-0.00071079i,0.00028592-0.00026054i,-0.00087959-7.4316e-05i,-0.00090993-2.2613e-05i,-0.00019994-7.2957e-05i,-0.00012403-0.00030141i,-0.00037004-0.00016672i,0.00010638-0.00010212i,0.00052954+0.00037575i,-0.00069597+0.00057462i,-0.00087638+8.2623e-07i
-0.001716-0.0016549i,-0.0014671-0.0021311i,-0.001285-0.0015926i,-0.00044863+0.00051599i,0.00062808+0.0011093i,0.0013462+1.8517e-05i,0.00070511-0.00051072i,9.8622e-05-0.0010982i,0.00024454-0.0014765i,0.00012654-0.001198i,-0.00020253-0.00039595i,0.00010427-0.00031301i,-0.00011389-0.00087805i,-0.00066917-0.00076872i,-0.00060309-0.00089339i,-0.0005421-8.6061e-05i,-0.00035358+0.0011983i,-0.00044493+0.0012447i,-0.00073899+0.00052643i,0.00011515+0.00019366i,0.00059165-0.00021284i,-0.00024979-0.00043503i,-0.0012912+0.00038366i
-0.0013206+0.0012122i,-0.001387+0.0017993i,-0.0016539+0.0015057i,-0.0011289+0.00022307i,-0.00033815-0.00054763i,-0.00033726-0.0013011i,-0.0014628-0.0013038i,-0.0018573-0.00078154i,-0.00066186-0.00064517i,-0.00026222-0.00083207i,-0.00012306-0.0010826i,0.00057427-0.0010807i,0.00048312-0.0013731i,0.00041143-0.0011508i,0.00061456+2.7695e-05i,0.00021994+0.00065299i,7.105e-05+0.00042865i,-0.00028783+0.00037099i,0.00030647+0.00061838i,0.00050255+0.00034282i,-0.0004526+0.00032165i,-5.454e-05+0.00077039i,0.00089595+0.00086004i
-0.00036077-0.00093382i,0.00021449-0.00067885i,0.00024853-0.00070561i,-0.00025318+0.00091559i,-0.0014+0.0021987i,-0.0011506+0.002314i,-0.0011925+0.000931i,-0.0008283+0.00023237i,-0.00061667+0.00046452i,-0.0008614+0.0004698i,-0.00035841+0.00063836i,-0.00011782+0.0010857i,-0.00091189+0.00023707i,-0.00064202-0.00045402i,0.0004206+0.00011522i,0.00032946-0.00036094i,0.00012037-0.000606i,0.0001454+8.0155e-05i,0.00029446+0.00025514i,-0.00049254+9.0101e-05i,-0.0011097-0.00046228i,3.197e-05-0.00053846i,0.00056706-0.00078339i
0.0016602+5.4733e-05i,0.001152+0.0002344i,0.0016188+0.0003962i,0.0018537-9.3401e-05i,0.0015563-0.00061995i,0.00011321+0.00015004i,-0.00032552+0.0013985i,0.00077782+0.0014213i,0.00038215+0.00049484i,-0.00044926-0.00016275i,-0.00015769-4.4171e-05i,-5.6442e-05+0.00037214i,-8.1329e-05+0.0011354i,-3.2059e-05+0.00074241i,0.00036003+0.00034784i,0.00057673+0.00064899i,0.0007514-0.00023206i,0.00081907-0.00063176i,0.00046588-0.00030288i,0.0002248-0.00042036i,0.00052801-0.00013594i,0.00050078+0.00027417i,-1.194e-05+0.00029164i
0.0042936-0.0022187i,0.0027489-0.0013846i,0.0016034-0.0017277i,0.00019435-0.0012986i,-0.0017415+0.00031055i,-0.0019872+0.001552i,-0.0006759+0.0021894i,0.00055919+0.0020698i,0.0012487+0.0014107i,0.0010904+0.0012048i,-6.2073e-05+0.0012036i,-0.00020149+0.00064097i,0.00050921-0.0005124i,0.00066243-0.00037361i,0.00047071+0.00052717i,-0.00014388+0.00031583i,-0.00023921-0.00015578i,-0.00020045-0.00014322i,-0.00076474-0.00041778i,-0.00046217-0.00016378i,-6.4569e-05+0.00053652i,5.6641e-05+0.00043418i,0.0004799-3.491e-05i
0.001802+0.00017994i,0.0021301-0.00068457i,0.0028822-0.0014389i,0.0029516-0.0016884i,0.001778-0.001418i,0.00032711-0.00060632i,0.00021705-0.000242i,0.0011097-0.0007285i,0.0011664-0.00039191i,0.0014493-0.0001879i,0.0015146-0.00041103i,0.00075938-0.00070564i,-9.4066e-07-0.00055623i,-0.0010082-0.00034321i,-0.001875-0.00024314i,-0.00063633+0.00014538i,0.00038816+0.00065333i,-0.00011447+0.00056916i,-0.00076406+0.00037205i,-0.00030409+0.00040826i,0.0008563+0.00057814i,0.0004623+0.00082924i,-0.0004385+0.00072195i
0.0020023-0.0002693i,0.0016627+0.00078447i,0.0022853+0.0010575i,0.0017929+0.00059573i,0.0013069+0.00012299i,0.00085282+0.00010383i,0.000521-0.00025859i,0.0011016-0.00062817i,0.0011163-0.00056998i,-0.00032301-0.00082053i,-0.0013252-0.00079561i,-0.0012921-0.00038982i,-0.0013988-3.1098e-05i,-0.0012142+0.00035594i,-0.0015249+3.2947e-06i,-0.0011609-0.0002496i,-0.00026097+0.00054621i,-0.00022213+0.00081463i,-0.00014821+0.00078259i,0.00027669+0.00019539i,1.9096e-05-0.0009948i,-0.0004847-0.00086891i,-0.00016378-0.0002317i
0.00091261-1.5121e-05i,0.0012149-0.00017921i,0.0012571-1.8873e-06i,0.0014493+0.00017383i,0.00095999-0.00054311i,-0.00069245-0.0014956i,-0.00089415-0.0013507i,-0.00060941-0.0012259i,-0.0010653-0.0011686i,-0.0016679-0.00077675i,-0.0018634-0.00032448i,-0.0011055+0.0001478i,-0.00031935+0.00084545i,-0.00043416+0.00095298i,-0.00069249+0.00062505i,-0.00091216+0.00011596i,-0.00074231-0.00013074i,-0.00036329-0.00043498i,-0.00025183-0.00011736i,-0.00021521+5.0289e-05i,-0.00013395-0.00031527i,-0.00039197-0.00014153i,-3.8198e-05-0.00034226i
-0.0019912+0.0018067i,-0.0019286+0.002425i,-0.0014291+0.0032476i,-0.00039953+0.0031566i,-0.00081496+0.0013627i,-0.0017849-0.00042729i,-0.0018123-0.00012842i,-0.0017017+0.0014732i,-0.0018775+0.0024826i,-0.001689+0.0019428i,-0.0015082+0.00036466i,-0.00081321+9.0614e-05i,7.8554e-05+0.00068784i,0.00057461+0.00056743i,0.00043403+0.00063383i,0.00024616+0.0011102i,0.00042966+0.00078489i,-2.8844e-05+0.00011695i,-0.00025963-0.00018079i,-0.00044329-9.9965e-05i,-0.00074103-0.00037344i,-0.00029458-0.00016289i,0.00022929+0.00036218i
