0.0010178-0.00089457i,0.0010548-0.0011857i,9.1367e-05-0.0024219i,-0.0008712-0.0022049i,-0.00048055-0.0011955i,-0.0001788+0.00077473i,8.7003e-05+0.0014019i,0.0016231+0.0011165i,0.0020667+0.00058398i,0.00094491-0.00025439i,0.0006995-0.0006088i,0.0011019-0.00038844i,0.0010243+0.00023039i,0.00029928+0.00049481i,-0.00031467+0.00055102i,-0.00019245+0.00039822i,-0.00058106+0.00041527i,-0.00097389+0.0010007i,-0.001005+0.00074632i,-0.00092501-0.00020029i,-0.00016394+0.00016497i,0.00066136+0.00071081i,0.00059397+0.0003039i
0.0010923-0.0013739i,0.00013829-0.00060255i,-0.00025132+0.00037416i,0.00010637+8.3383e-05i,0.00017992-0.0010645i,0.00017686-0.00098786i,-0.00012952+0.00024224i,-0.00031473+0.0007803i,-0.0006468+0.00036008i,-0.0011671-0.00035074i,-0.00044786-7.157e-05i,-0.00010554+0.00060227i,-0.00023667-0.00025574i,-0.00034382-0.00092926i,-0.0010697-0.00070011i,-0.0013227-0.00035888i,-0.00035917-0.00036501i,0.00088493-0.00057508i,0.0011773-0.00089138i,0.0012178-0.0010034i,0.0012474-0.00038356i,0.00030876+0.00055666i,-0.00069065+0.00047844i
-0.0020175+0.0017136i,-0.0025437+0.0017714i,-0.0014809+0.00021535i,-0.00015284-0.00149i,0.00099453-0.0023216i,0.0010509-0.0017327i,0.00077675-0.00056835i,0.0006315-0.00019209i,-0.00042043+0.00052279i,-0.00088194+0.00089323i,0.00052732+0.00039805i,0.0013229-0.00024783i,0.00059416-5.1509e-05i,-0.00031262+0.00062833i,-0.00044091+0.00091905i,0.00016775+0.0011146i,0.00053979+0.00030041i,0.00042978-0.00012565i,9.5989e-05-8.4868e-05i,-0.00010427+0.00016054i,0.00054768+0.00016736i,0.00065568+0.0001476i,-0.00022096+2.8746e-05i
0.0029437-0.00064512i,0.0030888-0.0010556i,0.0021838-0.0015959i,0.00050538-0.0022847i,-0.00014431-0.0026886i,-0.0002926-0.0024622i,-0.00015909-0.0015588i,0.00066793-0.0011543i,0.00059647-0.0012422i,-7.1784e-05-0.0010272i,9.4883e-05-0.00024846i,0.00014095+0.00065256i,-0.00021557+0.00031779i,-0.00054749-0.00020819i,-0.00028913-0.00022036i,4.0278e-05+4.7519e-05i,9.0052e-05+8.8281e-06i,-0.00014935+0.00024151i,-9.3015e-05+0.00032174i,5.8402e-05+0.00044465i,0.00035261+0.00073831i,0.00044863+0.00065493i,-0.00011454+0.00062887i
-0.0021043-0.00020124i,-0.0028099-0.0011437i,-0.0012522-0.0017055i,0.0013636-0.002078i,0.001994-0.0016967i,0.00093018-0.0013441i,0.00027789-0.0010418i,0.00084129-0.00043472i,0.0010513-0.00077746i,0.00053224-0.0016194i,0.00023313-0.0010321i,0.00023854-0.00020372i,7.6788e-05+0.00052097i,-0.00034722+0.0010382i,-0.00050895+0.00055368i,-0.00056866-0.00028469i,-0.00082232-0.00025152i,-0.00051323+0.0003931i,-0.0001564+0.00053808i,-0.00052493-0.00034395i,-0.00022604-0.0011695i,0.00033457-0.00083577i,0.00034346-0.00028366i
0.0014466-0.00019063i,0.0018664+0.00050903i,0.0012399+0.0012277i,0.00038685+0.00026674i,4.2231e-05-0.001871i,0.00029357-0.0021072i,3.3228e-05-0.00085337i,-0.00029704-0.00031925i,-0.00035953-0.00050007i,-0.00089778-0.00077377i,-0.0013972-0.0008297i,-0.0009907-0.00069159i,-0.00044409-0.00038658i,-0.00093152-0.00051787i,-0.0012074-0.00028181i,-0.00097479+4.0352e-05i,-0.000877-0.00041748i,-0.00040819+5.2488e-05i,0.00020772+0.00018655i,0.00051235-0.00034722i,0.0005445-0.00088195i,0.00025228-0.00099381i,0.00033123-0.00042829i
-0.0022715+0.00073487i,-0.0033444+0.0011728i,-0.0022133+0.00061097i,-0.00080698-9.4176e-07i,-4.6823e-05-0.00069763i,0.0011037-0.0008013i,0.0014863-0.00096034i,0.00097957-0.00054489i,0.0010573+0.00049184i,0.0008582+0.0010085i,0.0005498+0.00071023i,-0.00015906+0.00010192i,-0.0002625-0.00031469i,0.00072404-0.00088182i,0.001021-0.00051657i,0.0010446+0.0002064i,0.00088061+0.00065094i,0.00068887+0.0006882i,6.7792e-06+0.00010627i,-0.000181-0.00044042i,-0.00024441-0.00028339i,0.00020005+0.00018079i,0.0009638+0.00047826i
0.0015381-0.0042907i,-0.00063101-0.0048813i,-0.0025109-0.0045363i,-0.0026051-0.0027373i,-0.0018934-0.0017197i,-0.0008089-0.0012503i,-0.00056672-0.00069207i,-3.9968e-05-0.0006383i,0.00059316-0.00092039i,0.00040947-0.00040151i,-0.00016825+8.8543e-05i,-0.0006216+0.00017889i,-0.00043881+2.408e-05i,0.00059856-0.00014044i,0.00063764+0.00049376i,6.0478e-05+0.00032257i,0.00040277-0.00026542i,0.00066932-0.00015316i,-0.00017398-0.00049872i,-3.1399e-05+1.7248e-05i,5.9932e-05+0.00051111i,-8.6368e-05+3.3854e-05i,0.00026123-0.00012145i
0.00079702-2.8095e-05i,0.0021688-0.00051982i,0.0030875-0.0013817i,0.0029706-0.0017532i,0.0020596-0.0011063i,0.00037968-0.0009746i,-5.035e-05-0.0010159i,0.00040064-0.0007413i,-0.00016239-0.00073536i,-0.00013287-0.00060708i,0.0002708-0.00031668i,-8.7057e-05-0.00034079i,-0.00069137-0.00020968i,-0.00061976+0.00088306i,-0.00085456+0.0010654i,-0.0008617+0.0001254i,-0.0002763+0.00022958i,-0.00016826+0.00092001i,-0.0002709+0.00022165i,-0.00035472-0.00027425i,-0.00088814+0.00011768i,-0.00023518+0.00062654i,0.00041876+0.0004577i
-0.0010222-0.0010524i,-0.0008075-0.00098131i,-0.00043959-0.00068301i,-0.00063816-0.00081232i,-0.00043723-0.0014923i,0.0005507-0.0011808i,0.001073-3.8264e-05i,0.00064771+0.00089598i,5.0049e-06+0.00055384i,0.00035372+0.00026048i,0.000672+0.00085692i,0.00033465+0.0011146i,-0.00024904+0.00053973i,0.00015311+2.2154e-05i,0.000366-0.00020424i,-0.00017187-0.00016911i,-0.0011012-0.00022719i,-0.00072327-5.8167e-05i,-7.024e-05+0.00029038i,-3.2324e-05+0.00024771i,2.5832e-05+0.00082395i,0.00030698+0.0016017i,7.5452e-05+0.0015712i
0.00075729+0.0019015i,-9.3659e-05+0.0018666i,-0.00065344+0.0021972i,0.00026015+0.00051736i,0.0014155-0.0012759i,0.0018942-0.0010806i,0.0021412-0.00021319i,0.0018667-6.1598e-05i,0.00086331+0.00014376i,0.00061895+0.00078955i,0.00080175+0.00069987i,0.00014695-3.0941e-05i,-0.00068368-0.00043756i,-0.00097462+5.4709e-05i,-0.0009091+0.00027303i,-0.00041806-0.00026198i,-0.00051336-0.00023896i,-0.00020183+0.00029871i,0.00010225+2.7842e-05i,-0.00068549-0.00044259i,-0.0009078-0.00032222i,-0.0005389-0.00060539i,-0.00033316-0.00019588i
-0.00093314-0.00074915i,-0.0023394-0.00022361i,-0.0022019-0.00024594i,-0.00084176-0.00046414i,-1.8667e-05-0.0014005i,4.6372e-05-0.0012146i,0.00020755-0.00093294i,-8.126e-05-0.00057895i,-0.00053403-0.00035961i,-0.0008926-0.00042375i,-0.00096604+0.00028796i,-0.0010225+0.00023671i,-0.00068506-0.00057185i,0.00013859-0.0011183i,0.00052652-0.00018212i,0.00045405+0.00070572i,2.6346e-05+0.00073906i,-0.0003162+0.0006401i,-0.00037419+0.00016753i,-0.00027757+0.0001259i,0.00047586+0.00053148i,0.0010484+0.00070733i,0.0007177+5.523e-05i
-0.0016104-0.0049873i,-0.0019768-0.006565i,-0.0010501-0.0058279i,-0.00056487-0.002116i,7.3088e-05-0.00024482i,0.0011448-0.00096719i,0.00079086-0.001458i,0.00052465-0.00055972i,0.00081602-1.6401e-05i,0.00019578+0.00022299i,-0.00076236-0.00042537i,-0.0007492-0.00076366i,0.00023865+0.00019184i,0.00081325+0.00050433i,0.00039688+0.00022668i,0.00013503-0.00027426i,-7.0676e-05-0.00063156i,0.00028445+8.693e-05i,-6.714e-05+0.00098811i,-0.0007841+0.0012162i,-0.00061921+0.00068822i,-0.00053694+5.28e-06i,-0.0011691-0.00016956i
0.0021141-0.00015893i,0.0028039+0.00072162i,0.0017292+0.00028953i,0.00090976-0.00119i,0.00026383-0.0015023i,-3.0997e-05-0.00074035i,3.7354e-05-0.0004149i,0.00011048-0.00069686i,0.00020731-0.00073561i,0.0006994-0.00086886i,0.0012635-0.00083396i,0.0010828-0.00098766i,0.00078622-0.00063311i,0.00074688+0.00051603i,0.00073609+0.00092411i,0.00030031+0.00058838i,-0.0003086+0.00063793i,-0.00039858+0.00067734i,6.9204e-05+0.00034393i,0.00079673-0.00025055i,0.0006207-0.00010293i,9.4523e-05+0.0010132i,-0.00017795+0.0010331i
-0.0009471+0.00024725i,-0.00087761+0.00053152i,-0.00023272-0.00034207i,0.00045897-0.0010063i,0.00037913-0.0012402i,0.00072539-0.0013516i,0.00089705-0.00069891i,3.2355e-05-0.00038257i,0.00010522-0.00023427i,0.00048132+0.00031482i,0.00044064+0.00067084i,0.0011535+0.0004736i,0.0011644+8.2379e-05i,0.00023965+2.276e-05i,-0.00031846+0.00036624i,-0.00013738+0.00010636i,-0.00023178+0.00011563i,-0.00068682+0.00053018i,-0.00060381+4.5928e-05i,-0.00057777-0.00025218i,1.1363e-05+0.00041306i,0.00043799+0.00082587i,0.00082566+0.00013985i
0.0011157-0.0019136i,0.00027958-0.0017049i,-0.00074448-0.0012638i,-0.00018397-0.00055824i,0.00094673-0.00038717i,0.00081393-0.00096296i,0.00011642-0.00046146i,4.5424e-05+0.0004592i,-4.0026e-06+0.00092618i,-0.00042326+0.001074i,-0.00060567+0.00034746i,-0.00046683-0.00029484i,-0.00032815-0.00030499i,-0.00053934-0.00028887i,-0.00056672+0.00053052i,-0.00051061+0.00098324i,-0.00035712-0.00030304i,-0.00020933+4.2163e-05i,-2.0695e-05+0.00086413i,-2.1733e-05-1.8076e-05i,0.00011156-0.00083257i,-2.8416e-05-0.00049769i,-0.00027468+0.0007282i
-0.0011444-0.0017913i,-0.00078994-0.0027923i,-0.00075887-0.0032359i,-0.0010634-0.0026065i,0.00039964-0.0023841i,0.001629-0.0024055i,0.0010156-0.0019635i,9.4981e-05-0.0008992i,-0.00085831+3.4398e-06i,-0.0019511-0.00017381i,-0.0012532-0.0006482i,6.8745e-05-0.00017272i,-3.8449e-05+0.00066631i,-0.00055615+3.7883e-05i,-0.00028691-0.00063583i,-0.00026676+6.2175e-05i,-0.00011273+0.00018866i,-0.0003203-0.00022649i,-0.00030576-5.6937e-05i,-0.00045226+0.00038993i,-0.0011763+0.00087871i,-0.00077547+0.0011654i,2.051e-05+0.00071451i
0.0029072-0.0010148i,0.0028948-0.001377i,0.0024928+4.0079e-05i,0.00153+0.00060449i,0.00040585+2.9527e-05i,0.0001296-4.0839e-05i,-0.00014407-0.00025347i,-0.00044417-0.00068554i,-0.00027283-0.00093804i,-5.7183e-05-0.00030373i,-0.00039625+0.00028886i,-0.00090266+0.00063826i,-0.0007333+0.0010087i,0.00026412+0.0010079i,0.0007188+0.00020716i,0.00042958-0.00054065i,0.00018183-0.00075914i,-0.00039624-0.00039566i,-0.00092405-7.2509e-05i,-0.00062935+0.00028464i,-0.00033669+0.00053166i,-0.00065976+0.00028235i,-0.00084692+0.00014763i
0.0032905+0.0012293i,0.0024843+0.00041167i,0.0017282-0.0013419i,-0.00058339-0.0027538i,-0.0010985-0.0026244i,0.00047995-0.0016101i,0.0012572-0.0010196i,0.0011111-0.0013672i,0.00055429-0.001171i,0.00038773-0.0009099i,0.0001611-0.00063051i,-4.2425e-05+0.00029171i,0.00076736+0.00075403i,0.00088109+0.00029404i,0.00017238-0.00030511i,0.00019683-0.00020532i,0.00011948+0.00023998i,-0.0001991+0.00022451i,-0.00094843-0.00016069i,-0.00027902-0.00044029i,0.0008311+7.0353e-05i,0.00087888+0.00056397i,0.0010105+0.00062153i
-0.00081899-0.0016579i,-0.0015756-0.0013676i,-0.0013266-0.00088848i,-0.00014001-0.00053959i,0.00014419-0.00035922i,0.0001556-0.00093051i,0.00058693-0.0007314i,0.00047871-1.1951e-05i,0.00056032+4.3745e-05i,0.0004167+7.5236e-05i,0.0009461+0.00037074i,0.0010635+0.00048572i,-0.00013702+0.00068404i,-0.00078611+0.0010111i,3.3334e-05+0.00079948i,0.00034956+0.00032005i,-0.00014539-0.00034116i,-0.00041287-8.4005e-05i,-0.00049899+0.00068022i,-0.00016939+0.00017106i,-0.00050046-0.00011948i,-0.0004243-6.9538e-05i,-0.00034265-0.00089843i
0.0006262-0.00016314i,-0.00047557-0.001377i,0.00028671-0.0013572i,0.0017299-0.0013083i,0.0027645-0.001363i,0.0017801-0.0012667i,0.00066568-0.00093515i,4.1769e-05-0.00027828i,-2.276e-05-9.0516e-05i,0.0004259+0.00015437i,0.00032083+0.00047931i,-0.00060239+0.00060924i,-0.00080046+0.00020004i,-0.00045756-0.00026154i,-0.00035088-0.00063916i,-0.00010316-0.00015554i,0.00024153+0.0007423i,0.0005925+0.0003015i,0.0002379+0.00017872i,-0.00036756+0.0005735i,-0.00040541-9.7544e-05i,-0.0002058-0.00077815i,-0.00041989-0.00054945i
0.0019043-0.00071038i,0.0019589-0.00034349i,0.0022077-0.00093335i,0.0018445-0.0020975i,0.00069283-0.0027581i,-0.00025666-0.0021995i,-0.00048092-0.0011995i,-0.00029231-0.00048748i,0.00037849+6.8728e-05i,0.00044355-7.4516e-05i,-0.00017023-0.00029607i,-0.00077924+0.000262i,-0.0011842+0.00034094i,-0.00055528-1.7019e-05i,0.00019709-2.5905e-06i,0.0003447-0.00020771i,-3.2639e-05-0.00014249i,-0.00048848+0.00016171i,-0.00014585+0.00030815i,-5.3276e-05+0.00055411i,9.3736e-05-0.00029732i,0.00071638-0.00070877i,0.0010076-7.7693e-05i
0.0019421-0.00075895i,0.0017448-0.001819i,0.0016779-0.0033234i,0.00074855-0.0031478i,-0.0011755-0.0025632i,-0.0011768-0.0018097i,-0.00036336-0.0011473i,0.00035301-0.00063848i,0.00073877-0.00043336i,3.6853e-05-0.00058625i,-0.00071362-0.00042673i,-0.00078125+0.00023888i,-0.00078564+0.00066285i,-0.00072546+0.00067427i,-0.00046042+0.00057984i,-0.00047365+0.00045775i,-0.00019287+0.00015698i,-0.00024931+0.00019828i,-2.2693e-05+0.00076909i,4.0702e-05+0.001097i,-0.00030793+7.2436e-05i,-0.00042364-0.0006874i,-0.00033258-0.00067877i
0.00043127+0.00067762i,-0.00013743-2.5308e-05i,0.00014792-0.0015384i,0.0012774-0.0022421i,0.0013383-0.0021425i,0.00077202-0.0020202i,0.00080208-0.00037781i,0.00026048+0.00055099i,-0.00033745-0.00051741i,-0.00017194-0.00040861i,-3.0356e-05+0.0005159i,0.00033834+0.00029647i,0.00014089+0.00041331i,-0.00041444+0.00070569i,-0.00036251+0.00060483i,0.00015844+0.00051506i,0.00056884+7.6677e-05i,-0.00015671-0.00059349i,-0.00056444-0.00016601i,-4.073e-05-4.9182e-05i,-0.00016009+0.00016782i,-0.0010755+0.00034031i,-0.00089921+2.7006e-05i
0.0036437-0.00080975i,0.0043549-0.001423i,0.0033006-0.0010838i,0.0017326-0.00060777i,0.0012353-0.00096616i,0.00091303-0.00068923i,0.00045978+0.00018293i,0.00066355+0.00062339i,0.00026966+0.00043871i,0.00027797-3.0887e-05i,0.0011497-0.00010995i,0.0005324-0.00040181i,-2.8548e-05-0.00027994i,0.00075621+0.0004792i,0.0013179+0.00023025i,0.00064723+0.00036542i,-0.0002137+0.00021636i,1.2336e-05-0.00078265i,-2.8325e-05-0.00070991i,-0.001051-0.00024479i,-0.0016477+8.2879e-05i,-0.0013542+0.00018812i,-0.00020035-0.00018004i
0.0012271+0.00097047i,0.00083493+0.0011577i,0.00094475+0.0004898i,0.00037398+0.00019913i,-0.00053846+0.00038938i,-0.0010319-0.00043688i,-0.00042125-0.00088352i,0.0004279-0.00013942i,0.00094982-0.00017881i,0.00055423-4.5983e-05i,-0.00026133-0.0003711i,-0.00052446-0.0007221i,-0.00022307-0.00010429i,-0.00038389+0.00029833i,-0.00074494+0.00047842i,-3.4888e-05+0.00079225i,0.00056311+0.0009908i,0.00042328+0.00071114i,0.0003596+0.0006275i,0.00037683+0.00086967i,0.00058266+0.00065904i,0.00062884+0.00012721i,4.5515e-06-0.00053779i
0.00051446-0.00087519i,0.00033106-0.0016232i,0.0011591-0.0026301i,0.0018682-0.0030397i,0.0018-0.002668i,0.0010992-0.0013385i,0.0012541-0.00016653i,0.0011526+5.6814e-05i,9.6367e-05-0.00022084i,1.6112e-05-0.00024487i,0.00013743-0.00040976i,-0.00066763+7.6069e-05i,-0.0017404+0.00057334i,-0.000971+4.3837e-05i,0.000173-0.00029087i,0.00030713-0.00027451i,0.00055257+0.00023779i,0.00020309+0.0012275i,-9.0747e-05+0.0012104i,-0.00014274+0.00030094i,-4.5556e-05+0.00067226i,-0.00042763+0.0013429i,-0.00060257+0.0009928i
0.0012497-0.00062682i,0.0022151-0.00054673i,0.001856-0.0018433i,0.0013189-0.0024499i,0.00062236-0.0017751i,0.0004212-0.0011396i,-8.3655e-05-0.00085094i,-0.00030404-0.0013523i,-0.00011054-0.0014047i,-0.00062908-0.00066545i,-0.00080075-8.9912e-05i,-8.9893e-05+0.00011625i,0.00071135+4.4606e-05i,0.00036568+3.6038e-05i,0.00011755+0.00011573i,0.00053763+0.00044025i,0.00018161+0.00028387i,2.1419e-05-0.00048485i,-0.00017625-0.00024419i,-0.00078637+0.00016113i,-0.0006626+0.00031605i,-0.00019775+0.00031812i,0.00023972+0.00039375i
-0.0014326-0.0023656i,-0.00043559-0.00070157i,0.00058837-0.00043909i,0.00056772-1.3295e-05i,0.00029129+0.00042444i,0.0013079+0.0005502i,0.0016412+0.00019097i,0.00091285+0.00011687i,-3.111e-05+0.00026532i,3.737e-05-0.00011711i,0.00055166-6.1645e-05i,0.00014319+0.00036459i,0.00039457+0.00050102i,0.00064959+0.00011063i,0.00041672+0.00039462i,0.00019279+0.0010243i,-0.00028901+0.00052207i,-0.0010664-0.00050208i,-0.0012169-0.00019262i,-0.00043852+0.00064602i,-1.2378e-05+0.00022871i,0.00036623-1.2099e-05i,0.00069992-2.5552e-05i
0.0021096-0.00025225i,0.0017386-0.00031419i,0.00094778-0.0012614i,-0.00028803-0.0027645i,-0.0012202-0.0032666i,-0.0012272-0.0019271i,-5.342e-05-0.00047274i,0.00046761-0.00020787i,0.00075381-0.00079708i,0.00092438-0.00077512i,-0.00010724-0.00027857i,-0.00062178+0.00029104i,-0.00038447+0.00017942i,-0.00023236+0.0001616i,-0.00028445+0.00067355i,-0.00023301+0.00029534i,-0.00029735+1.246e-05i,-0.00063046-0.00029559i,-0.00018825+0.00025508i,0.0004375+0.00087311i,0.00062237+0.00062648i,0.00079244+0.00029729i,0.00080559+0.00092407i
0.0016557-0.0017882i,0.0027451-0.0025969i,0.0029768-0.0038285i,0.0016244-0.003999i,-0.00020579-0.0035292i,-0.0010498-0.0018962i,6.2539e-05-0.00028476i,0.00061181+0.00052134i,0.00010211-0.00071432i,-0.00056489-0.0019807i,-0.00027925-0.0013169i,-0.00053848-0.00041945i,-0.0015796-0.00015618i,-0.001163-0.00015885i,0.0001749+1.8811e-05i,0.00050559-0.00017528i,0.00063759-0.0011632i,0.00084458-0.00082733i,0.00054337+0.00018878i,1.9463e-05+0.00057006i,0.00027047+0.00056351i,0.00042781+0.00024814i,0.0003822-0.00041983i
-6.5625e-05-0.00024257i,0.00080025-7.6458e-05i,0.0011788+0.00051404i,0.0012232+0.00029522i,0.0024526-3.7438e-05i,0.0026894-0.00012636i,0.0011526-0.00052981i,0.00062891-0.00061231i,0.00013747-4.1853e-05i,-0.00036266-0.00024415i,0.00032643-0.00060157i,0.00053918-0.00027973i,-4.7327e-05-9.3608e-06i,-0.00018671+0.00043621i,-0.00016777+0.00054625i,-0.0002972+0.00040177i,-0.00026321+0.00010737i,-0.000254-0.00050386i,3.607e-05-0.0010164i,-0.0001512-0.00032055i,-0.00075004-8.4727e-06i,-0.00094809-0.00025613i,-0.00074351-0.00032514i
0.00047471+0.0013279i,0.00043198+0.0014267i,0.00024847+0.0024255i,0.00036495+0.0016842i,0.0010215-0.00010223i,0.00088159-0.0010628i,0.00094435-0.00078653i,0.0012214+9.6102e-05i,0.000944+0.00040724i,0.00030852+0.00018663i,0.00035198+7.6677e-05i,0.00067162+0.00026499i,0.0009494+0.00028968i,0.00055758+0.00032827i,-1.0178e-05+0.00051861i,0.00017957+0.00038315i,0.0010069+0.00014824i,0.0011358-9.5852e-05i,0.00036928-0.00066291i,-0.00031207-0.00062999i,-0.00059637-0.00034033i,-0.00043043-2.3436e-05i,-4.8553e-05+0.00020026i
-0.00040221+0.00099824i,-0.00039306+0.00053023i,0.00086867+0.00050474i,0.0011601+2.2388e-05i,0.0010157-0.001186i,0.0010302-0.00086713i,9.4442e-05-0.00028729i,-0.00051376+0.00029688i,-0.0005135+0.00062033i,-0.00049281-2.9171e-05i,0.00014603-0.00068504i,9.4714e-05-0.00040752i,-0.00018865+9.442e-05i,0.00044467+0.00063462i,0.00048204+0.00087192i,0.00064798+7.3731e-05i,0.00082357-0.0006925i,0.00091559-0.00038929i,0.00072974+0.0002607i,6.2523e-05+0.00037379i,6.5237e-05+0.00032163i,0.00088181-4.0874e-05i,0.00074951-5.1448e-05i
0.0029117-0.0019276i,0.0025841-0.0048923i,0.0031262-0.0054653i,0.0027877-0.003559i,0.0013178-0.0027597i,0.00057193-0.0022988i,0.00066492-0.0011907i,0.00033642-0.00027799i,5.8614e-05-0.00040046i,0.00010344-0.0011197i,0.00042026-0.00097416i,-0.00028279-0.00054308i,-0.00091433+0.00041509i,-0.00060448+0.0010991i,-0.00010628+0.0012608i,-0.00025388+0.0013763i,-0.00051419+0.0006664i,1.158e-05-0.00042698i,0.00012855-0.00049241i,-0.00030258-0.00060417i,-0.000204-0.00065733i,0.00014906-0.00044254i,-0.00070734-0.0006572i
0.0011439+0.0030725i,0.0015346+0.0035985i,0.0016837+0.002708i,0.002642+0.00058346i,0.0031345-0.00072106i,0.0017573-0.0010325i,0.00026235-0.0014702i,-0.00016781-0.00086683i,-0.00020386-0.00020561i,-0.00084004-0.00079369i,-0.0011652-0.0010832i,-0.00038732-0.00055991i,-0.00026775-0.00054921i,-0.00068023-0.00084006i,3.3895e-05-0.0009591i,0.00049306-7.2539e-05i,-0.00014039+0.00026623i,-0.00079453-0.00049597i,-0.00012154-0.0005382i,0.00044734-0.00080538i,1.9095e-05-0.00096282i,-0.00042793-0.0004646i,-0.00056796-0.00020765i
-0.001666+0.00094694i,-0.00097538-0.00026017i,0.002035-0.00011738i,0.0031311+0.00024068i,0.00096249-0.00098753i,-0.00054449-0.0012181i,0.00020154+5.4117e-06i,0.00030431+0.00057582i,5.2555e-05+0.00059872i,0.00027165+0.00037898i,-0.0001259-0.00027915i,-0.00072993-0.00057828i,5.9445e-05-0.0002222i,0.00099166-0.00022084i,0.00071571-2.4838e-05i,0.00051415+0.00072237i,0.00081394-0.00011407i,0.00089712-0.00065913i,0.00023979-0.00067533i,-0.00079203-0.00058828i,-0.00029347+6.6598e-05i,5.2616e-05+0.0004531i,-0.00025344-0.00058118i
0.0021328-0.00041897i,0.0016768-0.00075405i,0.00034947-0.0017031i,-0.00032693-0.0031116i,0.00030463-0.0033396i,0.0011229-0.0024214i,0.0012872-0.0011158i,0.0010347-4.9414e-05i,0.00057916-2.8499e-05i,0.00049085-0.00013681i,-7.2851e-05-0.00016201i,-0.00092916-0.00047829i,-0.00041315-0.00041069i,-0.00044066-0.00034195i,-0.00048588-0.00053343i,-0.00021891-0.00039475i,-5.7143e-05-0.00015821i,3.2173e-05-0.00018028i,-2.6111e-05+0.00020489i,0.000253+0.00059892i,0.00035361+0.0003526i,0.00049915+8.3526e-05i,0.00025355+0.00036316i
0.00011104-0.0017404i,-0.00039696-0.0014906i,-0.00014937-0.0010939i,-0.0001668-0.00076032i,-0.00035147-0.00082918i,0.00092328-0.00056293i,0.0016473+0.00018956i,0.0017268-7.5385e-06i,0.0012951-0.00064443i,9.4365e-05-0.00045608i,-0.00016875-0.00073455i,-0.00012079-0.00048774i,-0.0003201+4.7673e-05i,0.00023817-0.0002793i,0.00083947-0.00039897i,-5.9145e-05-0.000115i,-0.00071157-0.00059197i,-0.00052157-0.0003441i,-0.00028591+0.00041286i,-0.00018011+0.00053932i,1.5676e-05+0.00032789i,0.00038262+0.00072687i,-6.0898e-05+0.00077431i
-0.0014731+0.0028343i,-0.0024848+0.0030625i,-0.0016394+0.0031132i,-0.00035124+0.0018372i,0.0005235-0.00034635i,6.0841e-05-0.0021978i,-0.00070855-0.0018662i,-0.00074003-0.0005704i,-0.00034227-0.00026693i,0.00046271-0.00069438i,0.00082494-0.00098893i,0.0007002-0.0013446i,0.00093889-0.00088056i,0.00031196+0.00044635i,-0.0011926+0.00033063i,-0.0011135+0.00027364i,-0.00024102+0.00025727i,1.9901e-05-0.0001817i,8.2333e-05-0.00041362i,0.00049118-0.00030846i,0.0011191+0.00010944i,0.00096818+4.492e-05i,0.00056171+7.7495e-05i
0.00018782+0.0020564i,0.0019843+0.00092736i,0.0037607+0.00031776i,0.0041757-0.00064908i,0.0030453-0.0017874i,0.0012297-0.0015046i,0.0010204+9.6442e-06i,0.00096598+0.00067424i,0.00041392+0.0003645i,-0.00062174+0.00031342i,-0.00079571-0.00035294i,-0.00048455-0.00034279i,-0.00017146+6.3672e-05i,-0.00014924-0.00016673i,-0.00075325-0.00061713i,-0.00027456+9.7371e-05i,1.341e-05+0.00082435i,-0.0005382+0.0007333i,-0.00027796-0.00010849i,0.00010133-3.8641e-05i,-0.00019487+0.00079029i,-0.00067875+0.00063545i,-0.00059991-6.3962e-05i
-0.00051001-0.0030218i,-0.00087696-0.0023464i,-0.0013352-0.0019465i,-0.0016225-0.0022075i,-0.00036446-0.0016836i,0.0005818-0.0013844i,0.00057352-0.0011215i,0.00078383-0.00060938i,0.00090913-0.00056538i,0.00044714-0.00041667i,0.0004152-0.00012959i,-0.00019168+0.00033457i,-0.00077561+0.0011297i,-0.00066147+0.0010299i,-0.00043172+0.00034778i,-0.00017627-0.00035176i,-0.00055916-0.00043797i,-0.00073437+0.00017837i,-0.00052349+0.0004554i,-0.00062508-1.3495e-05i,-0.00093628-7.6355e-05i,-0.00087166+3.7392e-05i,-0.00039403+1.7515e-05i
0.0013765-3.7855e-05i,0.0010468-0.00017819i,0.0012119-0.0012835i,0.0014584-0.0013938i,0.0014359-0.00082542i,0.00076175-9.3169e-05i,-9.8266e-05-0.00018283i,-8.3496e-05-0.00075107i,0.00021438-0.000566i,0.00074464-0.00036409i,0.00060083-0.00034822i,0.00069175-0.00040881i,0.00087199+0.00028484i,0.00064143+0.00058503i,0.0002994+0.00023482i,-6.3801e-05-0.00018739i,-3.7565e-05-0.00075106i,-0.00016125-0.00095446i,0.00066614-0.00014691i,0.0009407+0.00050176i,-0.00031948-4.3526e-05i,-0.00082568-0.00050379i,-0.00029963-0.00049539i
