0.0015738-2.8016e-05i,0.00033504-0.0013483i,-0.00082096-0.002293i,-0.0010804-0.0017047i,-0.0011227+0.00027437i,-0.0010955+0.0013173i,-0.00058037+0.00086122i,-0.00010134+0.00064135i,-0.00044094-1.9533e-05i,-0.0005817-0.0009359i,-0.00013017-0.00086543i,-0.00081058-0.00025106i,-0.0011237+0.00015107i,0.00042787-1.0664e-05i,0.00097507+0.00013073i,0.0010543+0.00047936i,0.0010779+0.00071147i,0.00029155+0.00056252i,0.00026288+0.00022801i,0.00074085+0.000153i,0.0007349+0.0002064i,0.00067847+8.8281e-05i,0.00116-0.00068429i
0.0021305+0.00059341i,0.00094895+8.1564e-05i,-0.00010166-7.0313e-05i,-0.00036233-0.00044838i,0.00014384-0.0013302i,0.00046807-0.0013298i,0.00040213-0.001006i,1.6341e-05-0.00069496i,-0.00055745-0.0001612i,-0.00060952+0.00014766i,-0.00053865+0.000267i,-0.00026097+8.8738e-05i,-0.0001044-2.1105e-05i,0.00035955-6.6874e-05i,0.00090627+9.7275e-05i,0.00054302-0.00024206i,8.8309e-05-0.00097503i,-0.00059503-0.0009823i,-0.0010406+0.00010576i,-0.00074056+0.00078728i,1.8103e-05+0.00028588i,0.0006791-0.00027712i,0.0010247+0.00011566i
-0.00071856-0.00033401i,-0.00041017+0.00011951i,-0.00085159+0.0009348i,-0.00087965+0.001106i,-0.00029327+0.00089209i,0.00015402+0.001448i,-8.2381e-05+0.0013286i,-0.00031495+0.00011125i,-0.00067163+0.0001465i,-0.0011887+0.00064328i,-0.0012531+0.001078i,-0.00060114+0.0013508i,-0.00015574+0.00071954i,-0.00074779+0.00027383i,-0.00031737-0.00028727i,0.00039637-0.00052988i,0.00025852+1.3017e-05i,0.00030933+0.00031913i,-0.00025691-7.8939e-05i,-0.0010404+1.1559e-05i,-0.00046424+0.00032152i,6.9416e-05+0.00020925i,-0.00061634+0.00070164i
-0.0011237+0.00096224i,-0.0013661+0.00078256i,-0.0018062+0.000509i,-0.0021121+0.0013667i,-0.00096948+0.0013187i,0.00076022+0.00030405i,0.00078225+0.00031848i,-0.00051071+8.3447e-05i,-0.0016318-0.00012091i,-0.0015635-0.00032361i,-0.00064718-0.00068772i,0.00011179-0.00070998i,0.0008092-0.00027433i,0.00073209-0.00069131i,0.00012494-0.0007311i,-0.00013138-0.00058157i,8.4549e-05-0.00059661i,-0.00048508-0.00018774i,-0.001086+8.3085e-05i,-0.00068541-0.00018036i,0.00022556-0.0001159i,0.00057417+0.00021042i,-3.1615e-05-0.00027429i
0.0011305+0.00015639i,0.00090984-8.6999e-05i,0.00060922-0.00069956i,-0.00040537-0.00074969i,-0.00017153-0.00040437i,0.0006391-0.0005898i,0.0002273-0.0012966i,-0.0006291-0.0007145i,-0.0013138+0.00060958i,-0.001646+0.0010984i,-0.0010355+0.0011046i,-0.00055216+0.00085673i,-4.8773e-05+0.00065104i,0.00073292+5.7607e-05i,0.00084321-0.00049627i,0.00064281-2.1164e-05i,0.00044537-0.00022224i,0.00011561-8.6805e-05i,-0.0002594+0.00032788i,-0.00011291+0.00014425i,0.00055426+0.00038508i,0.00040927+0.00033078i,0.0001194-0.00044934i
-0.0010791-0.0021892i,-0.0010895-0.0013503i,-0.00046903-0.0013786i,0.00017527-0.00022596i,0.00079528+0.00064114i,0.0012306-0.0003775i,0.00074778-0.00073647i,-0.00018201-0.00099708i,-6.7293e-05-0.00099936i,0.00045199-0.00014844i,4.9781e-05+0.00063116i,0.00023776+0.00022096i,0.0011127-0.00041464i,0.0011678-0.0004299i,0.00048382-0.00017472i,0.00011689+0.00039231i,-0.00012025+5.9526e-05i,-6.576e-05-0.00059822i,-0.00022787-0.00048193i,-0.00044759-1.0177e-05i,-0.000388+0.00042845i,-5.3992e-05+0.0010066i,0.0006068+0.0010176i
-8.181e-05+0.00059031i,-0.0014377-0.00029404i,-0.0012115+3.8671e-05i,-0.00062688+0.0015847i,-5.054e-05+0.0018312i,0.0004485+0.001127i,-0.00023084+0.00028i,-0.0010735+0.00023384i,-0.0012815+0.00054689i,-0.0011656+0.00088758i,-0.00045612+0.00091635i,4.674e-06+0.00056111i,-0.00058152-0.00013657i,-0.00056152-0.00048954i,0.00052399-0.00051785i,0.00086847-0.00074878i,-0.00015292-0.00090904i,-0.00092589-0.0014123i,-0.00081924-0.0012209i,3.592e-05+0.00017378i,-0.0001707+0.00042593i,-0.00048194+4.3986e-05i,1.226e-05+0.00033289i
0.00029044+0.0012806i,0.00038077+0.00025643i,-9.555e-05+0.00054301i,-0.00016533+0.00070449i,0.00020723+0.00060403i,0.00052443-3.341e-05i,0.00088782-0.00045284i,-9.2545e-06+0.00029135i,-0.00052952+0.0015072i,-0.00096824+0.0024596i,-0.0010392+0.0024309i,6.3845e-05+0.0017398i,0.00041116+0.0012297i,0.00075704+0.0012535i,0.00087774+0.001134i,0.00037599+0.00060284i,0.00092413-0.00010841i,0.0006572-0.0012664i,-0.00059439-0.0014513i,-0.00052368-0.00063756i,0.00036859-0.00036788i,0.00075633-0.00086179i,0.00043452-0.001358i
-0.00056462-0.0012364i,-0.0017426-0.0017781i,-0.0023146-0.0016056i,-0.0027414-0.00020001i,-0.0022251+0.00088983i,-0.0014924+0.0011801i,-0.00091102+0.00081119i,-0.00040131-8.2805e-06i,-0.0008563-0.00054267i,-0.0011718+0.00019031i,-0.00030099+0.0010475i,2.4066e-05+0.00050622i,0.00017684-0.00037363i,0.00070184-8.9774e-05i,0.0013056-0.00053934i,0.0012787-0.00084443i,-3.4391e-06-0.00045588i,-0.00091421-0.00062059i,-0.0014226-0.0007286i,-0.0009019-0.00075788i,-0.00019192-0.00044673i,3.0066e-05-0.00011901i,0.00048147-3.4218e-05i
0.00067535+0.00057402i,-0.00027598+0.0010703i,-0.00026443+0.00068237i,-7.2399e-05-6.4615e-05i,0.00019656-0.0006408i,0.00074585-0.00017532i,0.00050408-0.00014995i,-0.00080525-0.00048831i,-0.0010645+4.8471e-05i,-0.00064258+0.00081917i,-0.00089837+0.00060714i,-0.00052435+0.00024781i,-0.00021855+0.00018552i,2.5761e-06+0.00013447i,0.00016439-0.00013202i,-0.00078979-1.1712e-05i,-0.0003063-0.00039387i,0.00030658-0.00041401i,-0.00070101+0.00027764i,-0.00035534+0.00065384i,0.00061949+0.00035577i,0.0005554+0.00044854i,-0.00025368+0.0006176i
0.00074966+0.0023896i,0.00039656+0.0014321i,0.00086657+0.001193i,0.000654+0.0013866i,0.00057461+0.0010641i,0.00015853-0.00017532i,3.341e-05-0.00087652i,-9.6334e-05-0.00085892i,-0.00071871-0.0003662i,-0.00054587+0.00019388i,-0.00044032-0.00019845i,-0.00039522-0.00050929i,8.6391e-05-0.00071348i,0.00010527-0.00051283i,-0.00026551-7.9804e-05i,0.0002681-0.00038825i,0.00096274-0.00078995i,0.00047571-0.00077781i,-0.00015876-0.00048699i,-0.00042814+0.00020834i,-0.00025374+0.00024988i,0.00018842-0.00056782i,0.000283-0.0009036i
0.0016178-0.00060112i,0.0016037-0.0008452i,0.0024785-0.0011383i,0.0020274-0.0013627i,0.0007699-0.0011466i,0.001219-0.00018736i,0.0013796+0.00014599i,0.00041373-0.00025831i,-0.0003877+4.7171e-05i,-0.00063743+0.00036904i,-0.0008452-0.00022524i,-0.0011088-0.00051465i,-0.00087535+0.00015558i,-0.00021047+0.00050174i,-0.00043012+5.1607e-05i,-0.0011139-0.00082261i,-0.00028184-0.00091131i,-0.00017304-0.00039483i,-0.0013192-7.5669e-05i,-0.001047-2.1532e-05i,5.8604e-05-8.6447e-05i,0.00067302+0.00069508i,0.0010996+0.0011532i
0.00029643-0.0010903i,0.00038688-0.0010428i,-2.5948e-05-0.00045906i,-0.0011775+0.00018953i,-0.00089592+0.00080729i,-0.00077151+0.00030239i,-0.001245-0.00066994i,-0.00094831-0.00057914i,-0.0011665-0.00020747i,-0.0016464-0.00014484i,-0.0010754+0.00032041i,-0.00036563+0.00018351i,0.0004233+9.8342e-05i,0.00051581+0.00073054i,0.00029412+0.00082401i,0.0003639+0.00067529i,1.7948e-05+0.00056925i,-0.00061122-0.00019723i,-0.00048342-0.00071195i,0.0006658+4.0945e-05i,0.00082403+4.1531e-05i,6.9143e-05-0.00015945i,-0.00039231+1.0865e-05i
0.0018248+0.0019816i,0.0011861+0.0011693i,0.0014747+0.00085138i,0.0010144+0.00023533i,0.0005292-0.00010895i,-2.4077e-05-0.0004912i,7.766e-06-0.00067965i,0.00022829+0.00025562i,-0.0004637+0.001578i,-0.0006453+0.0013007i,-0.00024555+0.00021884i,-0.00023507-6.8914e-06i,-0.00014623-0.00032539i,0.00026919+0.00010627i,0.00069173+0.00068897i,0.00037632+0.00011448i,-0.00060034-0.00054746i,-0.0016142-0.0011614i,-0.0015795-0.00094181i,-0.00046366-0.00040636i,0.00053089-0.00037115i,0.00089155-0.00017221i,0.00017769-0.00032269i
-0.0018257+0.0031925i,-0.0012862+0.0036654i,-0.00035093+0.0035169i,-0.0004789+0.003603i,-6.8789e-05+0.0024514i,0.00084314+0.00098188i,0.00073358+0.00016189i,0.00011859+0.00068454i,-0.00024006+0.001956i,-0.00074514+0.0016653i,-0.0010623+0.0011039i,-0.0011195+0.00055899i,-0.00046287-0.00017366i,-2.1115e-05+2.8499e-05i,9.7629e-05+0.00037869i,3.9519e-05+0.00012404i,0.00020642+0.0002842i,0.00050874+0.00030593i,0.000522-0.00038315i,0.00072756-0.0007718i,0.00054296-0.00088864i,0.00045257-0.00095829i,0.00021814-0.00077526i
-9.5604e-05+0.0010103i,0.00019281+0.00069551i,0.00074371-0.00082966i,0.0018916-0.0020181i,0.0018803-0.0018855i,0.0010747-0.0014704i,0.00042832-0.0014957i,0.00014637-0.0015834i,-1.8498e-05-0.00083293i,-0.00032788+0.00070453i,-0.0010758+0.0007248i,-0.0010363+0.00030162i,-0.00043548+0.00075804i,-0.00039711+0.00093252i,-0.00086777+1.334e-05i,-0.00037761-0.00039449i,0.00029731+3.1604e-05i,0.00041907-4.5289e-05i,-0.00018834+0.00012737i,0.00019051+0.00035584i,0.00051059+0.00026738i,-0.00028819+0.00057281i,-0.00047866+0.0004081i
-0.0022707+0.00080224i,-0.0017045+0.0011741i,-0.00086274+0.0012547i,-0.00078193+0.0024475i,-0.0011284+0.002207i,0.00019392+0.0011041i,0.00055261+8.296e-05i,2.6774e-05-0.00043061i,-9.1451e-05+0.00045038i,-0.00031396+0.00098952i,-0.0004318+0.00031695i,-0.0012265-8.6935e-07i,-0.00089327-0.00049926i,5.0238e-05-0.00079921i,-8.8836e-05-0.00019203i,-0.0006358-3.6503e-06i,-0.00060552+3.1086e-05i,-0.00033881+0.00019785i,-0.00021833+0.0003764i,0.00072065+2.895e-05i,0.00083034+7.0231e-06i,0.00013791+0.00034273i,0.00034621+0.00024497i
-0.00056723+0.0021571i,-0.00021741+0.0019873i,0.0010227+0.0029101i,0.0013372+0.0025165i,0.0010097+0.0014668i,0.00052126+0.0008085i,-0.00069786+0.00023205i,-0.00087774-0.00017967i,-0.00050907+0.00019079i,-0.0012842+0.00074449i,-0.0013741-7.7608e-05i,-0.00045642-0.0012193i,-0.00035347-0.00026657i,-0.00083811+0.00037935i,-0.00056065-0.00021099i,-0.00040482-0.0009488i,-0.00073131-0.0010343i,-0.00050037-0.00024203i,-0.00045248+0.00053166i,-0.00042952+0.00080742i,0.00047479+0.0005251i,0.00089003+0.00045451i,-1.476e-05+0.00064284i
0.00089808+0.0011025i,0.00043035+0.0011298i,0.00063668-1.1852e-06i,0.00093762-0.0011738i,0.00065234-0.00064635i,3.8688e-05-0.00026673i,-0.00069779-0.00053828i,-0.00075608-0.00035987i,-0.00023752+0.00045065i,-0.00065837+0.00086454i,-0.00096636+0.00048233i,-0.00019469+0.00042162i,0.00040421+0.00082667i,0.00030935+0.0016828i,0.00075903+0.0012109i,0.0012103-0.00033157i,0.00090197-0.00041395i,0.00051772-0.00053299i,0.00023079-0.0011894i,0.00071256-0.0010583i,0.00091518-0.00086409i,0.00048931-0.0005898i,0.00068322-1.5208e-05i
-0.0020056+0.00042123i,-0.0018847-0.00015321i,-0.00081735-0.00091302i,-0.00020112+0.00032001i,2.6793e-05+0.00155i,0.0011244+0.0011391i,0.0011064+0.00050537i,-0.00012418-0.00038561i,-0.00060997-0.00036533i,-5.318e-05+0.00031582i,0.00068886+0.00021527i,0.0015584+4.4046e-06i,0.0018292-0.00035859i,0.0009264-0.00093779i,0.0004652-0.00067857i,0.00075174+0.00032357i,0.00030982+0.000409i,-0.00053669-9.9444e-05i,-0.0011465-0.0002852i,-0.00063144+0.00073587i,-0.00019459+0.0012972i,-7.225e-06+0.00030301i,0.00034664-0.00039155i
0.00033641-0.0012224i,-0.00018328-0.0011295i,-0.00061621-0.0012858i,-0.00088792-0.0010905i,-0.00096633+0.00055717i,-0.00048321+0.0017016i,-0.00085138+0.0010982i,-0.0017865+0.00063055i,-0.0014034+0.0001328i,-0.0006507+0.00028481i,-0.00058213+0.00074418i,-0.00032183+0.0010511i,0.00033137-0.00013051i,0.00071496-0.0011035i,0.00098512-0.0001536i,0.00099539+0.00018485i,0.00076293-0.00081124i,0.00061178-0.0013483i,-0.00018476+0.00011927i,-0.00065043+0.0014052i,-0.0002495+0.00092743i,0.00061186-0.00027994i,0.00094967-0.00074893i
-0.00090604+0.00081043i,-0.00073606-0.00024488i,-0.00065382+0.00019252i,0.00017537+0.0014418i,0.00082782+0.0018682i,0.0011174+0.00067018i,0.00035509-0.00040185i,-0.00057155-0.00098667i,-0.00054999-0.00085909i,0.00019983-9.6353e-05i,0.00030332+0.00033981i,-0.00020643+0.00039068i,-0.00025606+0.00052019i,-0.00058154+0.00051618i,-0.00054985+0.00014409i,-9.6276e-06-5.2673e-05i,0.00050403+9.8463e-05i,0.00088026-0.00012853i,0.00040956-0.00039796i,0.00026289+0.00033174i,0.00028109+0.00089188i,0.00012132+0.0007273i,0.00030385-0.00036554i
0.0015728-0.00045906i,0.001502+0.00015649i,0.0012007-0.00017785i,0.00035134+0.00030687i,-0.00098243+0.00023753i,-0.0003956-0.0011215i,-1.4485e-05-0.0013392i,-0.00038667-0.00093096i,-0.00020567-0.00042578i,-9.7807e-05+7.8872e-05i,0.00087852+0.0002192i,0.00070176-0.00011512i,0.00085686+5.0767e-05i,0.0012117+0.00037241i,0.00069677-0.00020937i,0.00038041+0.00023433i,-0.00031235+7.9069e-05i,-0.00050034-0.00082605i,-0.00039129+0.00018311i,-0.00045699+0.00087442i,0.00019768+0.00016753i,0.00047297+0.00011484i,0.00066154-0.00010939i
-0.0026607+0.00090632i,-0.003203+0.0014054i,-0.0022955+0.0020146i,-0.00035378+0.0026778i,0.00076666+0.0021309i,0.00076552+0.00049502i,0.00010982-0.0010626i,-0.0007802-0.0014477i,-0.00055196-0.00060183i,-0.00023554+0.00034832i,-0.0002978+9.9886e-05i,-0.00041419-0.00066639i,-4.8238e-06-0.00028493i,0.00057944-0.00041677i,7.4466e-05-0.00048839i,-0.00012744-0.00067321i,-0.00022214-0.00084361i,-0.00024971-0.00080974i,0.00053196-0.00095444i,0.00084505-0.00047219i,0.0010603+0.00017093i,0.00061605+0.00012473i,-0.00027113+0.00022751i
-0.0004582+0.0031251i,0.00040456+0.0030435i,0.00060774+0.0017046i,0.0010295+0.0004895i,0.0020028+0.00045304i,0.0016118+1.4226e-05i,-0.00018148-8.8208e-05i,-0.00050748-0.00022338i,9.9355e-05+0.00030197i,0.00020189+0.0010508i,-0.00016115+0.00018844i,-0.00062907-0.00065532i,-0.00079663-0.00047986i,0.00026064-0.00061646i,0.0012365-0.00083531i,0.00046677-0.00034228i,-0.00059262-0.00043725i,-0.00067353-0.0011595i,-0.00077143-0.0018363i,-0.0011969-0.001884i,-0.00029226-0.0014741i,0.00086074-0.00079826i,0.00026722+0.0002596i
0.00087901-0.00076902i,0.00066765-0.00028871i,0.00012892+0.00011817i,-0.00038758-0.00012235i,-2.0442e-05-0.00069292i,0.00068906-0.0016499i,0.00050087-0.0022949i,-0.0001875-0.001435i,-0.00087604-0.00018947i,-0.0011064+0.00016633i,-0.00047747+0.00042316i,-1.4457e-05+0.00036638i,7.993e-05+8.5945e-05i,0.00064206+0.00031613i,0.00094998+0.00089033i,0.00078875+0.0004102i,0.00015998+5.4284e-05i,-0.00047381+0.00026438i,-0.00066847-0.00047333i,-0.00077261-0.00109i,-0.0006-0.00081413i,4.6452e-05-0.00022507i,0.00058319+0.00066339i
0.0012222+0.00052014i,0.00064841+0.0011441i,-0.00066942+0.00066154i,-0.00047729+0.00034957i,0.00030184+0.00095845i,0.0008824+0.00064853i,0.00086211+8.8315e-06i,-0.00016596-0.00038876i,-0.0012257-0.00042499i,-0.00081866-4.3841e-05i,-0.0002551+0.0005904i,7.2738e-05+0.00077073i,7.8063e-05+0.00075611i,0.00028608+0.0011322i,0.00018919+0.001051i,-0.00013691+0.00029265i,0.00028295-0.00033007i,0.00025831-0.00063464i,-0.00047729-0.00045022i,-0.00055715-0.00045449i,0.00034622-0.00071035i,0.0004664-0.00055511i,0.00029622-0.0001736i
0.00046831+0.0029465i,0.00037357+0.0012571i,0.0012066+0.0011474i,0.0019008+0.0010102i,0.00178+0.00026848i,0.00062078-0.0005193i,0.00036881-0.0011048i,0.00045534-0.00072167i,-7.7606e-05+0.0004049i,-0.0003156+0.0002851i,-0.00073791-0.00093125i,-0.00047276-0.00058057i,1.9476e-05+2.3793e-05i,-0.00018981+3.8979e-05i,-0.00034008+0.00012868i,2.766e-05+0.00077668i,0.00048283+0.001037i,-0.00010114+0.00037838i,-0.00048198-0.00050292i,-7.5948e-05+2.591e-05i,0.00011871+0.00081208i,-8.7458e-05+0.00063958i,-0.0010087+0.00035173i
0.000363-0.00053842i,0.001269+0.00010501i,0.00044016+0.0010499i,-0.00059734+0.0011502i,-0.0011252-4.7694e-05i,-0.00058566-0.00063003i,0.00019898+3.375e-05i,0.00030484+0.00052721i,0.00040762+8.6023e-05i,0.00036356+0.0001142i,-8.7917e-06+0.00072867i,-0.00036139+0.00061979i,4.7451e-05+0.00036439i,0.00014357+3.4815e-05i,0.00011732-0.00047379i,5.8164e-05-0.00025961i,-0.00012196-0.00014973i,-0.0010935-0.0002323i,-0.0021013-0.0002545i,-0.0016121-0.00015876i,-0.0011203+0.00031658i,-0.0004612+0.00055237i,0.00034947+0.00044821i
3.3372e-05-0.0013133i,-0.00073832-0.00070651i,-0.0016181-0.00059298i,-0.002145-0.00042712i,-0.0013876+0.00071839i,-0.00033702+0.00086251i,-9.1745e-05-5.0016e-06i,-0.00079979+0.00035694i,-0.001234+0.00040851i,-0.00072955+0.00060912i,-0.00044873+0.00073599i,0.00014857+9.8819e-05i,-0.00018238-0.00065824i,-0.0006317-0.0005715i,-0.00072877+0.00037726i,-0.00067589+0.00083702i,0.00013671+0.00044088i,0.00018528-0.00028956i,-0.00042702-0.0002631i,-0.00042972+0.00041148i,-0.00018966+0.00075019i,0.00024482+0.00069755i,0.0005216+4.9807e-05i
-0.00070358-1.2206e-05i,-0.00079301+0.00043936i,-0.0013224+0.0010073i,-0.00076713+0.0015199i,-0.00032005+0.0012957i,0.00037042+0.00098372i,0.00084511+0.00075916i,9.2558e-05+0.00046901i,-0.000238+0.00077146i,-0.00033289+0.00092997i,-0.00030778+0.00085145i,0.0001784+0.00095673i,-3.4856e-05+0.00034257i,0.00020713-0.0008425i,0.00047149-0.00096248i,0.00073654-0.0004995i,0.00064261-0.00061844i,-0.00022011-0.0003327i,-0.0010387+0.00016546i,-0.00091104+0.00089118i,-0.00017118+0.0010611i,6.21e-05+0.00011647i,0.00035877-5.3801e-05i
0.0022897-0.0010319i,0.0011817-0.0017831i,-0.00050415-0.0021559i,-0.0011307-0.0025004i,-0.0010916-0.0024418i,-0.00074005-0.0016433i,6.2759e-06-0.00038891i,0.00015815-0.00031317i,0.00023747-4.2925e-05i,0.00072489+0.00055849i,0.00054765+0.00053349i,0.00077933+0.00013949i,0.0012549+0.00035647i,0.0013584+0.00025873i,0.00068066-2.5278e-05i,-8.4179e-05+0.00039911i,6.9773e-05+0.00037122i,3.4973e-06-1.0441e-05i,-0.00076848+0.00048504i,-0.0012795+0.00028273i,-0.00058468+0.00034674i,-0.00036977+0.00021097i,-0.00062863-0.00036948i
-0.00026069-0.0022415i,0.00028173-0.0012145i,0.0001279-0.00076661i,-0.00039048-6.0557e-05i,-0.00021275+0.00020477i,0.00084175+4.0381e-06i,0.00095954+2.3129e-05i,-0.00013975-0.00021495i,-0.00098566-0.00029214i,-0.00095907+0.00077325i,-0.00046595+0.0011696i,-0.00046031+0.0007887i,-0.00040217+0.00074906i,0.00048207-2.1525e-05i,0.0010226-0.001057i,-4.8567e-05-0.00067778i,-0.001264-0.000138i,-0.0018427-0.00037836i,-0.0019798-0.00060582i,-0.00078485-0.00035321i,-9.3414e-05-8.7058e-05i,4.4228e-05+0.00032108i,0.00022121+0.00036512i
-0.00037614-0.00057494i,-0.00090887+0.00031048i,-0.00091572+0.00071704i,-0.0010613+0.00064598i,-0.00095865+0.00066818i,-0.00028366-0.00035309i,-0.00049538-0.0012192i,-0.0012945-0.00042915i,-0.00084636+0.00016617i,-0.0006933+0.00049222i,-0.00067588+0.0006339i,-0.00039788+0.00030003i,3.1103e-05-0.00043358i,0.00078024-0.00067138i,0.0011557-0.00037028i,0.00079497-0.00079365i,7.1305e-05-0.0010683i,-0.00094401-0.001812i,-0.0018684-0.0018367i,-0.0016835-0.0003422i,-0.0009797+0.00022962i,-0.00049059-0.00036321i,2.0267e-05-0.00031924i
0.00091012+0.00015753i,0.0021992-0.00035364i,0.0030354+1.4103e-05i,0.0022126+0.00087816i,0.00038936+0.0016262i,-6.2222e-06+0.0005615i,0.000592-0.00044497i,-0.00027468+0.00051004i,-0.00092301+0.0009388i,-0.0010101+0.00070269i,-0.001412+0.00043966i,-0.0010832-0.00016185i,-0.00060225-0.0001739i,-0.00014029+0.00024496i,8.5066e-05+0.00035693i,0.00072504+0.0003067i,0.00043067-0.00016209i,-0.00084289-0.00083508i,-0.00092397-0.00038605i,-0.00029347+2.9715e-05i,-3.776e-05-8.6001e-06i,-0.00023427+0.00035063i,-0.00011399+0.00053571i
0.0024026-0.0016833i,0.0013206-0.0010561i,0.00050263-6.9936e-05i,-0.00045437+0.0003292i,-0.0013687+0.00092867i,-0.0017842+0.00079871i,-0.0012002+0.00010005i,-0.00090785+5.3252e-05i,-0.00081714+0.00029388i,-0.00076484+0.00017032i,-0.0010211+0.00040769i,-0.00040615+0.00061359i,0.00022157-0.00018642i,0.00061466-0.00077928i,0.0011114-0.00011687i,0.00090598+5.0821e-05i,0.00037604-0.00061962i,-0.0001001-0.00073735i,-0.00055058-0.00051151i,-0.00058877-0.00031111i,-0.00066202-1.0289e-05i,-0.0010913-0.00032588i,-0.0012021-8.9988e-05i
0.00048732+0.0014205i,0.00051463+0.0015011i,0.00060479+0.00082717i,0.00020105-0.00037376i,-0.00030022-0.0010544i,-0.00040713-0.0014521i,-0.00021484-0.0012388i,-0.00046817-0.00068633i,-0.0013228+0.00028432i,-0.001539+0.0014206i,-0.00069424+0.0013446i,-0.00023079+0.00030033i,0.00020068-7.4982e-06i,0.00093186+0.00046891i,0.00051223+0.00099096i,-0.00010207+0.00085942i,-0.00024346+4.1028e-06i,-0.00046503-0.00077693i,-0.0006636-0.00028539i,-0.00073126+0.00039268i,-0.00031506+0.0003372i,0.00042263+0.0004904i,0.00058738+0.00050115i
-0.001264+0.0014872i,-0.001421+0.0018581i,-0.001053+0.0025139i,-4.0687e-06+0.0022594i,0.00024502+0.0016141i,0.00075198+0.0014397i,0.0015935+0.00080662i,0.00083976+0.00044471i,-0.00039252+0.00035901i,-0.00028502-2.849e-05i,0.00053646+0.00010397i,0.00063522+0.000562i,6.2729e-06+0.00034299i,-0.00072292-0.0002819i,-0.00083895+7.9703e-05i,-0.00091073+0.00032924i,-0.00027822-0.00039246i,0.00024034-0.00040219i,-0.00024905+0.00031486i,-0.00091715+0.0011068i,-0.00087896+0.0013366i,-0.00017029+0.0012087i,0.0001447+0.00061481i
0.0010513+0.0001385i,0.0011665-0.0018326i,0.0018227-0.0034479i,0.0011798-0.003352i,-6.7977e-06-0.0032853i,-0.00056-0.0025471i,-0.00074166-0.0013175i,-0.00028734-0.00061089i,-4.1414e-07-2.4855e-05i,-0.00055192+0.00044703i,-0.001214+0.00092233i,-0.0011639+0.0009197i,-0.00038438+0.00047194i,0.00016466+0.00012406i,0.00028676-7.2558e-05i,0.00018945-0.00014995i,-0.0003747+0.00018895i,-0.00071211-0.00024251i,-0.00086493-0.00079706i,-0.0006776-0.00019522i,0.00013971+0.00013605i,0.00068544-6.0684e-11i,0.00084306+0.00028668i
-0.0013487+0.00074504i,-0.00068104-0.001076i,2.1556e-05-0.00079603i,0.0012422+5.1048e-05i,0.0010919-0.00026482i,0.0015113-0.001569i,0.002392-0.0019542i,0.00068203-0.00092004i,-0.00075306-0.00060514i,-0.00046715-0.00018791i,-0.00041392+0.00077275i,-0.00013629+0.00070878i,-4.1418e-05-0.00057641i,0.00037388-0.00071667i,0.00042065+0.00035181i,-6.0328e-05-4.9616e-05i,-0.00058088-0.00085688i,-0.00071738-0.00088887i,-0.00039359-0.00029817i,4.279e-05+0.00013643i,0.00025543+0.00021881i,5.6868e-05+0.00097867i,-0.000255+0.0010593i
0.00055153-0.00020351i,0.0010785+0.00037057i,0.00026067+0.0011127i,-0.00059284+0.0020426i,-0.00036162+0.0018246i,0.00025697+0.00092939i,0.00011657+0.00072497i,-0.00063273+0.00012701i,-0.00046804+0.00046393i,-5.0352e-05+0.0012175i,-0.00041133+0.00040009i,-7.7014e-05-5.5819e-05i,0.00029644-1.7056e-06i,-6.7544e-06-0.00037062i,0.00029019-0.0003875i,0.00089166-0.00014567i,0.00044804+0.00020499i,-0.00063286+0.00016459i,-0.00081599-0.0004301i,-0.00036339-0.00037249i,-0.00083154-0.00016057i,-0.00062563-0.00011728i,-0.00039014+0.00053111i
0.00021736+0.0011134i,1.5196e-05+0.0013539i,0.0010251+0.0012099i,0.00052669+0.00053604i,0.00014631-0.00012026i,0.00043543-4.1961e-05i,0.000266-0.00041301i,0.00037222-0.00079147i,0.00034635-0.00040167i,0.00023392+0.00042167i,8.6431e-05+0.00087961i,-0.00041667+0.00067595i,-0.00065686+0.00069977i,0.00044203+0.00065534i,0.001293+0.00046294i,0.00091218-5.5642e-05i,0.00062332-0.00043987i,0.00026411-0.00060238i,4.6348e-05-0.00089637i,0.0001703-0.00024646i,0.00015766+0.0011049i,-0.00017285+0.0013189i,-0.00031691+0.00086484i
-0.00064366-0.0021771i,-0.00091121-0.0012761i,-0.0021947-0.00091107i,-0.0025167+0.00056328i,-0.0022446+0.0022725i,-0.00089816+0.0021482i,-1.5019e-05+0.0010095i,-2.7012e-05-0.00033875i,-0.00079981-0.00020383i,-0.0015464+0.00091768i,-0.0011481+0.0016954i,0.00028335+0.00080837i,0.00070463-0.00036856i,0.0009034-0.00032403i,0.0011725-0.00034476i,0.00072641-0.00098336i,-0.00019559-0.00096533i,-0.00089606-0.0011958i,-0.00097142-0.0016943i,-0.00079087-0.00085489i,-0.00058965+0.00020191i,-0.00024286+0.00044684i,0.00033812+0.00022523i
