0.00086924+0.0016526i,0.0015605+0.00051439i,0.0022008+5.7634e-05i,0.00058144-0.00059781i,-0.0010492-0.00043386i,-0.0022775+0.00078269i,-0.0022487+0.0018585i,-0.00066253+0.0017535i,0.00065978+0.0012899i,0.00049586+0.00071394i,0.0001936-2.7805e-05i,0.00033785-2.0798e-05i,0.0002624+0.00019991i,-0.00021844+0.00012022i,-0.00095176-0.0001842i,-0.00043004-7.5782e-05i,-0.0007235-1.0266e-05i,-0.00074298-0.00042646i,1.1595e-05-0.00042572i,0.00054381-0.00070615i,0.00095215-0.00039754i,0.00019394+0.00014265i,-0.00090883-2.7499e-05i
-0.00046804-0.0011258i,-0.00029227-0.0012628i,-0.0010993-0.0012971i,-0.00079313-0.00098583i,0.00082028-0.00030329i,0.00057552+0.00031113i,-0.0017161-0.00014867i,-0.001872-0.00047007i,-0.00085853+0.00017619i,-0.00090689+0.00049278i,-0.00015729+0.00027391i,0.00090415+6.899e-05i,0.00071358+0.00012429i,0.00035953+0.00023516i,0.00035412+0.00048747i,-1.8674e-05+0.00037713i,-0.00028131+0.0005181i,0.00045668+3.8884e-05i,5.8763e-05+0.00019105i,-0.00083413+0.00063306i,-0.00039192+0.00014551i,-0.0002924-0.00061514i,-1.6102e-05-0.00098649i
6.2805e-05+0.0019493i,0.0012348+0.001492i,0.002561+0.001562i,0.0022265+0.00096952i,0.0013493-0.00029193i,0.00048536-0.0013748i,-0.0006214-0.0008722i,-0.00084532-0.00037529i,-0.00064957-0.00057187i,0.00023666-0.00068449i,0.00071706-0.00070237i,-0.0002314-0.00058435i,-0.00026645+0.00027149i,0.00012132+5.8798e-06i,-9.3541e-05-0.00034856i,-0.00023603+0.00043518i,0.00012623+0.00070513i,0.0002818+0.00091032i,-0.00025224+0.00053426i,-0.00045429-0.00030509i,-1.2083e-05-0.0005789i,0.00040187-0.00051533i,0.0002698+0.00010539i
-0.00021256-0.00011435i,-0.0011298-0.0002637i,-0.0016399-0.00026365i,-0.0019402-0.00059298i,-0.0021961-0.0008812i,-0.0019621-0.00084447i,-0.0012335-0.0006253i,-0.00058385-0.00021664i,-0.00010129-4.8879e-05i,0.00053166+0.00046367i,0.0010376+0.0010076i,0.0015224+0.0010601i,0.0013946+0.0010607i,0.0006999+0.00077259i,0.00036045+0.00015248i,9.2126e-05-0.00050784i,0.00054862+1.461e-05i,0.00087763+0.00074703i,0.00054006+0.0014007i,0.00012658+0.0013962i,-0.00044997+0.00028623i,-0.000674-0.00024815i,-0.00027955-0.00036682i
0.0015565-0.0018417i,0.0020047-0.0015197i,0.001294-0.0017859i,0.00054926-0.00090553i,0.00049568-0.00050584i,0.00041249-0.0014554i,-0.00035619-0.00070922i,-0.0004874+0.00069364i,-1.4764e-05+0.00040483i,0.0006776+4.5908e-07i,0.00062221+0.00016317i,0.00015254-0.00046902i,0.00027061-0.0012284i,0.00036394-0.00062101i,0.00010229-9.7233e-05i,-8.1187e-05-9.2357e-05i,-0.00015773+0.00047671i,-0.00020193+0.00052966i,0.0001898+0.00064554i,0.00048155+0.00076238i,9.3887e-05+0.00065513i,-0.00056965+0.00055775i,-0.00086163-1.2689e-05i
0.0010844-0.0012108i,0.0014974-0.0009479i,0.0010035-0.0014143i,0.00019001-0.0010281i,-0.00019888-0.000379i,-0.00021217-0.0010488i,-0.0011801-0.0010776i,-0.0013983-0.000595i,-0.00016702-0.00056085i,0.00057833-0.00017264i,3.9889e-05-0.00019585i,-0.00013893-0.00054232i,-0.00017435+0.0002817i,-0.00048798+0.0004272i,-0.00075661+0.00026739i,-0.00095592+0.0011726i,-0.00054759+0.00084163i,2.4916e-05-3.8635e-05i,-0.00034502+4.938e-07i,-5.0726e-07-0.00027644i,0.00063326-0.00030814i,-0.00016494-0.00036949i,-0.00068293-0.00033219i
0.00070697-0.00019599i,0.00036005+0.0009691i,0.00022784+0.0015491i,-0.00025508+0.0005723i,-0.00059908+1.4071e-05i,-0.00072954+0.00038944i,-0.0012683+0.001099i,-0.0014368+0.0013727i,-0.00061186+0.0015877i,0.0004663+0.0011123i,0.00027619+0.00071929i,-0.00057686+0.00059398i,-0.00050599+0.00063861i,-0.0001289+0.0003431i,-0.00051062-0.00013779i,-0.0011422-0.00031802i,-0.0010296-0.00020993i,-0.00064608-0.00031373i,-0.00076552-0.00065966i,0.00014358-0.00031621i,0.0011183+5.6269e-05i,0.0016025-7.4428e-05i,0.0012185-0.00020048i
0.00010636+0.0012902i,0.00013382+0.00093034i,1.2231e-05+0.00081252i,0.00013106+0.00088674i,-0.00068729+0.00029129i,-0.00070381-0.0011477i,-0.00036634-0.00056307i,-0.00086699+0.00039367i,-0.00023065+0.0011265i,0.00051603+0.0011905i,0.00057492+0.0009194i,0.0013354+0.00087856i,0.0012865+0.00031825i,0.00068132+0.00040576i,0.00032445+0.0005012i,-0.00024247+0.00050121i,-0.0011016+0.00030075i,-0.00075917+0.00015107i,-0.00026964-0.00016297i,-9.3343e-06-0.00060764i,-0.00022823-0.0001178i,-0.0004906+0.00033589i,-0.00026794+0.00021811i
1.5155e-05+0.00016196i,-0.00106-0.00076287i,-0.00099766-0.00068221i,-0.0012185-0.0011628i,-0.0012377-0.0018957i,-0.0014195-0.0016601i,-0.0012203-0.0017332i,-0.00092895-0.00082299i,-0.0012529+0.00018962i,-0.0008958+0.00069332i,-0.00023303+0.0014081i,0.00034449+0.0011214i,-5.4125e-05+3.726e-05i,-0.00054996-0.00060489i,-0.00037728+0.00014058i,-0.00060437+0.00047205i,-0.00073134-0.00039031i,-0.00072786-0.00020899i,-0.0010307+0.00017243i,-0.0011023-0.00010767i,-0.0010059+0.00023649i,-0.00045952+0.00017802i,-3.0429e-06+5.4583e-05i
0.00074465-0.000578i,0.0017087-0.00071245i,0.0026374-0.0014215i,0.002465-0.0015737i,0.0013961-0.0016484i,-0.00036569-0.0018463i,-0.00097401-0.00070768i,-0.00059758+1.3003e-05i,-0.00032568+0.00027681i,-0.00041094+0.00019893i,-0.00045217-9.1863e-05i,0.00037365-0.00046942i,0.00045333-0.00046952i,-0.00065762-0.00012971i,-0.0011291-0.00035846i,-0.00039738+0.00028759i,-0.00016206+0.0011713i,-0.00071415+0.0009541i,-0.00090409-0.00012482i,-0.00059184-0.00068558i,-9.4804e-06-0.00085442i,0.00025166-0.00076746i,-0.00021061-0.00038741i
0.0016085-0.00092819i,0.0011747-0.00075531i,-3.2357e-05+0.0003565i,-0.00078144+0.00093674i,-0.00072337+0.00019183i,-0.0008595-0.00063581i,-0.00046595-0.00085787i,-0.00011527-0.00045294i,-0.00010162+0.00021273i,-0.00051299+0.00088833i,-0.00018692+0.00080419i,0.00079849+0.00024286i,0.00041731-0.00018448i,-9.6474e-05-0.00050246i,-0.00024797-0.00053596i,-0.00080088-0.00080427i,-0.00049415-0.00078925i,0.00036589-0.00029205i,0.00025667+2.502e-05i,0.00013888-9.652e-05i,0.00016249-0.00021071i,0.0010052-0.00088188i,0.0013893-0.0010035i
-5.1342e-05+0.0012445i,0.00059597+0.0015825i,0.0013935+0.00094951i,0.0019949-6.8473e-07i,0.0007229-0.0003091i,-0.00074047-0.00041774i,-0.00051869-0.00030853i,1.1379e-05+5.0314e-05i,0.0006239+0.00048001i,0.00053858+0.00097517i,0.00044915+0.00055533i,0.00092523-4.2754e-05i,0.00094781-0.00033571i,0.00061902-0.00042877i,0.00057454-0.00065973i,0.00039913-0.00031512i,-0.00054055-4.7816e-05i,-0.00084752-0.00042732i,5.955e-05-0.00047901i,0.00058053+0.00010814i,0.00069605+0.00071692i,0.00026806+0.0005937i,-9.0838e-05+0.00020576i
0.00014063-0.00025779i,-0.0010377-0.00052103i,-0.00040692-0.0013049i,-0.00075334-0.00093851i,-0.0017283-0.0010594i,-0.0017074-0.0010678i,-0.0012011-0.00050149i,-0.00035435+6.4481e-06i,4.8593e-05+0.00077284i,-0.0009498+0.00060435i,-0.00090495-0.00048444i,0.00058537-0.00051372i,0.0009333+0.0003932i,0.00034847+0.0006299i,0.00018732+0.00018573i,-0.00010582-0.00063904i,-0.00039153-0.00074787i,-0.00038389-0.00090417i,-0.00032415-0.0010142i,-8.6843e-05-0.00016071i,-0.00043931+0.00045514i,-0.00022204+0.00056659i,0.00063825+0.00054i
-0.00052027+0.00028113i,5.0225e-05+0.0014295i,0.00012184+0.0019693i,0.00047195+0.0015455i,0.0013009+0.0013455i,0.0011636+0.00058889i,5.6562e-05-0.00032533i,-0.00055909-9.0215e-05i,-0.0003705+0.0012157i,0.0003794+0.0017149i,0.00096847+0.0010684i,0.00061294+0.0013314i,-7.6101e-05+0.00096122i,2.8712e-05+0.00020679i,0.00041834+0.00083406i,3.7316e-05+0.00059431i,-0.00029814-0.00018084i,-0.00026334-2.7351e-05i,0.0002659-0.00020956i,0.00014827-0.00049022i,-0.00016102-0.00026095i,0.00032783+0.00018474i,-0.000204-4.0952e-05i
0.00034975+6.3138e-05i,0.00065365+0.0005228i,0.0013316+0.00085079i,0.001242+0.0011651i,0.00075561+0.00023033i,0.00043354-0.00091648i,-0.00072197-0.00084708i,-0.0014551-0.00093907i,-0.00084601-0.00039965i,3.1577e-05-1.1738e-05i,0.00047164+0.00016074i,0.0012289+0.000315i,0.0014347+0.00011787i,0.00082935-0.00045559i,0.00080709-0.00081166i,0.00046168-0.00046143i,-1.0305e-05+0.00014744i,-0.00023988+0.00031571i,-0.0004759-0.00033434i,-0.00092086+7.3494e-06i,-0.00048905+0.00048967i,-0.00029038+0.00035112i,-0.00040569-0.00011903i
-0.0011463+0.0032918i,-0.0016987+0.0042088i,-0.0014617+0.0037425i,-0.00025969+0.001951i,7.3387e-05+0.0005686i,-0.00015633-0.00025979i,0.00010312-0.00021329i,-0.00074673-1.1539e-05i,-0.0009747+2.2766e-05i,-0.00012586+1.5004e-05i,0.00012077+0.00077633i,0.00055871+0.0015906i,0.00094568+0.0010015i,0.00071219+0.00046243i,0.00064424+0.00025209i,0.00019165-0.00044995i,-0.00062148-0.00069552i,-4.311e-05-0.00069735i,0.00047761-0.00058861i,0.00019932-0.00069275i,-4.3886e-05-0.00035619i,9.4522e-07+0.00020515i,0.00024011+0.00042678i
-0.00026024-0.0016758i,-0.00057728-0.00088339i,-0.00087179-0.0012987i,-0.00095276-0.001471i,-0.0012809-0.00072815i,-0.0013311-0.00091134i,-0.001206-0.00072019i,-0.00053563-9.3207e-05i,-0.00040727-0.00045231i,-0.00056966-0.00024607i,-0.00031048+0.00033989i,-0.00044565-0.00018072i,-0.00049504-0.00038806i,-0.00032349+2.1955e-07i,0.00040354-8.9127e-05i,0.00034103+0.00016059i,0.00054752-2.3922e-05i,0.0006463-0.00018385i,-0.00023862+0.00078631i,-0.00046831+0.00095681i,3.1739e-05+0.00020446i,0.00047547-0.00013253i,-0.00024966-0.00019132i
-0.00015948-0.0019126i,0.00036005-0.0018126i,-9.9528e-05-0.0019946i,-0.0013867-0.00055123i,-0.0012147+0.00042451i,-0.00051499-7.5896e-06i,0.00016668-0.00010717i,-0.00045394+0.00021084i,-0.0011949+0.00083652i,-0.0011789+0.00057011i,-0.00059915+0.00050184i,-0.00017002+0.001025i,-2.2832e-05+0.00016445i,0.00056157-0.0011608i,0.0004436-0.0006997i,-0.00021293+0.00013117i,-0.00013825+0.00050032i,-0.0003961+0.00049919i,-0.00017729+0.00034076i,-0.00041492+4.328e-05i,-0.00093228-0.00032848i,-0.00018161-0.00042972i,0.00015493-0.00068537i
0.0017996-0.00029775i,0.0016747+0.00083841i,0.0018786+0.0012503i,0.0013903-0.00034977i,0.00045502-0.001136i,5.9588e-05-0.0011294i,-0.00013565-0.00071589i,9.1903e-05-0.00029671i,0.00039499+0.00051299i,2.1302e-05+0.00036746i,-0.00044314-0.00028201i,-0.00018883+7.3808e-05i,0.00018239-0.00024142i,0.00037022-0.00043728i,0.00090939-7.4366e-05i,0.0009265-0.00021182i,0.00068527-0.00057409i,0.00019474-0.00064798i,-0.00049177-0.00040616i,-0.00037114-0.00037862i,-7.5453e-07+6.1811e-06i,0.00039093-9.4566e-05i,-1.2612e-05+7.6489e-05i
-0.0010338+0.0024683i,-0.0017301+0.0024035i,-0.0011204+0.0024981i,-0.00047962+0.0023839i,-0.00044376+0.0010765i,-0.00036832-0.00049001i,-0.00084628-0.00055706i,-0.0012331+0.00020356i,-0.0010267+0.00051899i,3.01e-05+0.0012584i,0.00043714+0.0020665i,0.00032242+0.0014535i,0.00017263+0.00038596i,0.00011326+0.00062812i,0.00056309+0.00053653i,0.0010852-0.00017698i,0.00032031-1.9725e-05i,-0.00057859+0.00071486i,-0.00070662+0.00069102i,-0.0001372+0.00019325i,0.00073448+0.0006325i,0.00067027+0.0010391i,-0.00033274+0.00072278i
-0.00031402-0.00092393i,-0.0015141-0.00061136i,-0.0012283-0.00035915i,-0.00040522-0.00015535i,-0.00056144-0.00027015i,-0.00096848-0.00071756i,-0.00022097-0.00063419i,0.00027416+0.00018987i,-0.00085954+0.00074169i,-0.00083579+0.00095507i,0.00015966+0.00093232i,0.00085816+0.00084577i,0.0005244+0.00098611i,-0.00011616+0.0010814i,0.00010796+0.0014637i,0.0002258+0.0015051i,4.176e-06+0.0010928i,-0.00056139+0.00046431i,-0.0010899-9.5778e-05i,-0.0014388+0.00012879i,-0.00089891+0.00049597i,-0.00054286+0.00072239i,-0.00043028+0.00067282i
-0.00069388+0.0003518i,0.00011592+0.0019534i,0.0013732+0.0018299i,0.0017538-0.00043579i,0.0017-0.0018079i,0.00099362-0.0020465i,-0.00031436-0.00082138i,-0.00081551+0.0007521i,-0.00011777+0.0006766i,0.00017177+0.00018052i,-0.00012223+0.00010792i,-2.3772e-05-0.00011841i,0.00058481-0.00028582i,0.00062829-0.00015079i,0.00045763-0.00020185i,0.00039109-0.0006607i,0.00012812-0.0010184i,0.00031727-0.0010275i,-0.00020548-0.00051707i,-0.00073132+0.00067194i,2.8562e-05+0.0013324i,0.00012859+0.001209i,-0.00035552+0.00084252i
0.0019846-0.00075525i,0.0013403-0.0011823i,0.0012456-0.0017741i,3.1845e-05-0.00070964i,-6.5743e-05-0.00027386i,0.00021546-0.00098838i,0.00022464-0.00078307i,6.7158e-05+0.00030185i,-0.00017892+0.00057569i,2.9524e-05+2.0074e-05i,-0.00010279+0.00047896i,-1.5577e-05+0.00082373i,0.00040295+0.00020496i,9.3536e-05+0.0005693i,-0.00048609+0.00084729i,-0.00023522-5.6414e-05i,-0.00038928-0.00032942i,-0.00074592+0.00042391i,-0.0004321+0.000331i,-0.00080184-0.00040018i,-0.00041226-0.00044056i,0.00068835-0.0001676i,0.0006244+0.000214i
-0.0020399+0.0010933i,-0.0039773+0.0023758i,-0.0016776+0.0022862i,0.00078696+0.0013188i,0.0012391+0.00072424i,-9.0132e-05-4.3917e-05i,-0.0012756-0.00051989i,-0.00053838-0.00018698i,-0.00014634+0.00060669i,4.6651e-05+0.00083062i,-8.9856e-05+0.00061689i,0.00060085+0.00069795i,0.0014792+0.00077877i,0.0020607+0.00052917i,0.0017914+0.00059611i,0.00042333+0.00069636i,0.0004853+0.00046653i,0.00052736-9.9478e-05i,-0.00043996-0.00018508i,-0.00047082+0.00080874i,-0.00074318+0.0012645i,-0.00068289+0.00097033i,-0.00011726+0.00086393i
0.0007251+0.00085704i,0.0024505+0.00018613i,0.00095367+0.00021347i,-0.00076832+0.0004463i,-0.00026046-0.00034441i,-0.00044109-0.00054512i,-0.00071973-0.00025924i,-0.00022015-0.00056732i,0.00039122-0.00038293i,0.00073918+0.0002948i,0.00015074+0.00040108i,-0.00060741+0.00028522i,-0.00063835+0.00022949i,-0.00083893-0.00066026i,-0.0011061-0.0016135i,-0.0011289-0.00081788i,-0.00079414-0.00020856i,3.7985e-05-0.00031302i,0.00054606-0.00061598i,-0.00021677-0.00066609i,-0.00056623-0.00035348i,-8.5989e-05-0.00036818i,-0.00032468-0.00044827i
-3.0139e-05-0.00092548i,0.00025022-0.0024766i,0.00098527-0.0016843i,0.00060601-8.2612e-06i,0.000413-0.00027134i,2.6108e-05-0.0011953i,-0.00025384-0.00082877i,-0.00011038+0.00046697i,8.7398e-05+0.00041727i,0.000125+0.00020266i,0.00037199+0.00045279i,-0.00021248+0.0004145i,-0.0007852+0.00040435i,-0.00035724+7.9875e-05i,0.00054991-0.00072853i,0.00038761-0.0010326i,-5.6178e-06-0.00019291i,0.00076953+0.00041186i,0.00094494+0.00039555i,0.00030094+0.0001643i,-0.00010057-0.00018741i,0.00026365-0.00020972i,0.0004816-0.00032311i
0.0031798-7.4642e-05i,0.0037326-0.00034186i,0.0032375-0.00073174i,0.0014638-0.00085769i,8.2584e-05-5.7463e-05i,-0.00026329+0.0006341i,0.00048546+0.00089002i,0.00064021+0.00092802i,0.00028658+0.00069205i,-0.00025412+0.00029602i,-0.00031867+0.00025272i,0.00054258+0.00049267i,0.00065349-8.0595e-05i,0.00020953-0.00068749i,0.00081204-0.00063472i,0.0010927-0.00032305i,0.00048504+2.5574e-06i,-0.00066637-0.00028985i,-0.00069482-0.001084i,-0.00064459-0.00055963i,-0.00057421+8.2785e-05i,-0.00018787-0.00042791i,-0.0001853-0.0008219i
0.00080342+0.00058403i,0.0007713+0.00090987i,0.0010118+0.0010195i,0.00047673+0.00072342i,3.8586e-05-6.3591e-05i,-0.00071695-0.00082058i,-0.0017215-0.00070394i,-0.0011696+0.0005216i,-0.00024413+0.0011793i,-0.00066146+0.00048753i,-0.00076699-0.00022548i,1.5402e-06-0.00016822i,0.0001997-0.00021311i,0.00018078-0.00025709i,0.00025329-0.0002942i,-0.00030394-0.00083594i,-0.00034474-0.00097215i,-0.00039234-0.00011418i,-0.00041378+0.0003944i,-0.0002419+0.00018783i,-0.00038525-0.00017671i,-0.00021306-0.00016263i,-0.00046235-0.00025249i
0.00084002+0.0021316i,0.000265+0.0032015i,0.00038431+0.0026517i,0.0018149+0.0010446i,0.00084258+0.00033179i,-0.00056829-0.00024296i,-0.00032115-0.00087473i,4.7671e-05-0.00012079i,-9.4078e-05+0.00050595i,-0.00033411+0.0001614i,4.2514e-05+0.00026538i,0.00036887+0.00054592i,0.00029851+0.00026092i,3.2536e-05+0.0003052i,-0.00058825+0.0002433i,-0.00064304-5.495e-05i,-0.00052255-0.00063308i,0.00021341-0.00083756i,0.00061304-0.00023712i,5.2135e-05+0.0005465i,-0.00012693+0.0012894i,0.00029447+0.0012104i,0.0005715-0.00010197i
-0.0016078-0.00017981i,-0.002232-0.0006072i,-0.0021877-0.0015669i,-0.0026991-0.0014979i,-0.0019142-0.0010635i,-0.0011571-0.0011875i,-0.0010625-0.0013901i,-0.00011493-0.0004381i,0.00043775+0.00052721i,6.0649e-05+0.00031627i,0.00032466+0.0004274i,0.00037125+0.00077384i,-0.00025867+0.00047863i,-0.00030318+0.00066984i,-0.00042748+0.00070053i,-0.00029006+0.00023106i,-0.00045409+0.00036785i,-0.0015176+0.00045293i,-0.0015316+0.00032591i,-0.00071394+5.3263e-05i,0.00010386+0.00032074i,0.00014769-1.0921e-05i,-0.00040306-0.00033809i
0.00068365-0.0014236i,0.0019006-0.0011117i,0.0013907-0.0017845i,0.00055653-0.0020446i,-7.0794e-05-0.0010707i,-0.00020892-0.00032767i,-0.00038156+0.00040053i,-0.0003286+0.0014325i,-0.00020792+0.0016496i,-0.0003919+0.00090205i,-0.00070522+0.00030527i,-0.00074647-0.00064971i,-0.00084893-0.00067935i,-0.00092185-0.00014189i,-0.00086242-0.0005712i,-0.00078935+0.00012625i,9.4264e-05+0.00085923i,0.00047985+0.00032418i,-0.00046657-9.7286e-06i,-0.00096916-0.00020663i,-5.1888e-05-0.00091394i,0.00057138-0.0013764i,0.0006427-0.0014303i
-0.0011062-0.00086799i,-0.00094117-0.0020886i,-0.0009488-0.0016203i,-0.00066752-0.0012903i,8.2064e-05-0.00081497i,0.00042082-0.00050233i,0.00024786-0.00067365i,-0.00038552-0.00071394i,-0.00075819-0.00089243i,-0.00027128-0.00055413i,0.00041707+0.00021667i,0.00088774+0.00026236i,0.0009412+0.00026617i,0.00045525-7.992e-06i,-3.9686e-05-0.00064161i,-0.00040738-0.00066609i,-0.00033316-0.00019652i,0.00088749+0.00030524i,0.0014616+0.00029494i,0.00055688-0.00011027i,-0.00017547-0.00053701i,-0.00036836-0.00064497i,-0.00015154-7.8536e-05i
-0.00022024+0.0014074i,0.00058224+0.0018121i,0.00015896+0.0024685i,-1.612e-05+0.0024979i,-0.0001184+0.0011653i,-0.00043606-0.0004666i,-0.0013066-0.00082238i,-0.0015539-0.00029663i,-0.0011115+0.00013638i,-0.00091193+0.00067143i,-0.00057124+0.00067684i,0.00034406-0.00010398i,0.0010773-0.00013521i,0.0012517+0.00043949i,0.00117-0.00019166i,0.00097059-0.00044692i,0.00042393+0.00013411i,-7.4834e-05-0.00026585i,-0.00020994-0.00025684i,-0.00016593+0.00013628i,-0.00072504+9.4974e-05i,-0.00033816+0.00051231i,0.00012287+0.00052635i
-0.00044001+0.00030594i,-0.0014243+0.00071103i,-0.0019746-0.00026409i,-0.0011542-0.00057257i,8.6887e-05-0.00014033i,2.0772e-05-0.0003841i,-1.5273e-05-0.00039132i,0.00017647-0.00039829i,9.0755e-05-0.00059585i,-0.00034361-0.00035243i,-0.00030978+0.00054071i,0.00053165+0.00048438i,0.00069325-0.00020535i,0.00061058-0.00025176i,-7.4824e-05+1.7228e-05i,-0.00031294+0.00010311i,1.4691e-05+0.00067176i,-0.00044209+0.00031781i,-0.00066634-0.00048752i,-0.00045544+0.0003279i,-0.00017903+0.00051075i,0.00038648-0.00031838i,0.00049427-0.00025327i
-0.0027696-0.00092851i,-0.0015315-0.0006062i,-0.0010055+0.00017617i,-0.0011215+0.00024272i,-0.0012843-0.00055408i,-0.0012925-0.00050255i,-0.001361-3.0578e-05i,-0.0015346-0.00038428i,-0.001282-0.00035534i,-0.0011029-0.00035827i,-0.00087036-6.9793e-05i,-0.00023859+0.00034232i,0.00021491+0.00066297i,0.00043869+0.00082559i,-0.00021653+0.00092414i,-0.0010526+0.00033142i,-0.001272-0.00031144i,-0.00079694-0.00012935i,-0.00023458-0.00013065i,1.5851e-05+4.2352e-05i,0.00069547+0.00029963i,0.0012287+5.1534e-07i,0.00078224-0.00017022i
0.00096235+0.00059375i,-7.5373e-05+0.00030921i,-0.00065439+8.3981e-05i,0.00024156-0.00017243i,0.00018062-0.00074641i,-0.00058782-0.0014772i,-0.0011538-0.001101i,-0.00075064-0.00053464i,0.00014217-0.00035905i,-0.00014849-0.00060601i,-0.00052387+5.4597e-05i,8.4857e-05+0.0015425i,0.0010117+0.0008287i,0.00051081-0.0002585i,-0.00018303+0.00017623i,-0.00030669+0.00042379i,-0.00013829-9.7367e-05i,0.00066769+9.4277e-05i,0.0009153+0.00061847i,0.00055785+0.00047632i,0.00044809+0.00065066i,1.534e-05+0.00031622i,-0.00023209-0.00050135i
-0.0018881+0.0011893i,-0.00071135+0.0020676i,0.00016143+0.0022853i,-1.834e-05+0.0020863i,-0.00023888+0.0018576i,-0.00068393+0.00048903i,-0.00165-0.00062464i,-0.0010879+0.00019626i,0.00058714+0.0016309i,0.00093414+0.00174i,0.00089483+0.0012634i,0.00073704+0.0010364i,-9.2568e-06+3.7351e-05i,-0.00063672-0.00067927i,-0.00049446-0.00021532i,-0.00043488-9.4937e-05i,-0.001049-0.00011899i,-0.0010143+0.00031927i,-0.00081094+0.00025095i,4.9044e-05+0.00039918i,0.0004037+0.00029493i,0.00025903-0.00010544i,0.00054962-0.00040978i
-3.6821e-05-0.00050128i,0.00012769+0.00034138i,-0.0006834-0.00034217i,-0.0013837-0.001417i,-0.0012349-0.001068i,-0.001033-0.00067136i,-0.0013123-5.2298e-05i,-0.0012067+0.00064485i,-0.00077512+0.00091532i,-0.00084541+0.00079166i,-0.00079926+0.00068586i,-0.000977+0.00019916i,-0.0013315-0.00014219i,-0.0012754-1.7984e-05i,-0.00045832+0.00029408i,-0.0001046+0.00050344i,-0.00041655+0.00048597i,-0.00061026+0.00044812i,-0.00081258-9.5648e-05i,-0.00021394-0.00056199i,0.00044894-0.00064339i,0.00031896-0.00054417i,-0.00043606+0.00024014i
-0.0022773-0.0006723i,-0.0022357-0.00095288i,-0.0018415-0.00019202i,-0.00020577-0.000388i,0.0007005-0.00049993i,0.00030367-0.00059946i,-0.00058109-0.00062978i,-0.0011707+0.00050159i,-0.0011923+0.0010835i,-0.001141+0.00073038i,-0.00066638+0.00058715i,-2.7715e-05+8.6918e-05i,0.00026707+0.00031509i,-7.6673e-05+0.00082255i,-0.00010289+0.00054238i,-0.00051571+0.00011887i,-0.00055789-0.00032793i,0.00019322-0.00010996i,0.00044234+6.06e-05i,0.00019803+0.00040963i,-0.00018984+0.00062131i,0.00014577+0.00038444i,0.00034954+0.00043111i
0.00088606-0.00030632i,0.00050455+0.0010264i,0.00056629+0.00040085i,0.00060211+0.00076745i,0.00035448+0.0010158i,0.00016427+2.7058e-05i,-0.00023656-0.00071589i,-0.00089882-0.00095054i,-0.001557-0.0011501i,-0.0008654-0.0010793i,0.00055575-0.00087219i,0.0013507-0.0005096i,0.0010787-0.00014899i,-0.00019886-0.00052556i,-0.00015894-0.0011309i,1.9974e-05-0.00079992i,-0.00035734-3.2079e-05i,-0.00048087+0.00034933i,-0.00043773+5.9335e-05i,-0.00043207-4.8094e-05i,-0.00047692-0.00010854i,-0.00028839-1.9728e-05i,-0.00021377+0.00019926i
-0.00054512-0.0030524i,-0.00035883-0.0022903i,-0.0012809-0.0009263i,-0.0011821-0.0010916i,-0.001072-0.001259i,-0.00089507-0.0010564i,-0.0002934-0.0010454i,-0.00068652-0.00072865i,-0.00079142-0.00082911i,-0.00019634-0.00043867i,-0.00051152+0.0002147i,-0.0015008+0.0001079i,-0.0013031-0.00016257i,-0.00034337-0.00042315i,0.00016879+1.6616e-05i,0.00028038+0.00079618i,8.6941e-05+0.00088213i,0.00020996+0.00058371i,-9.7081e-07+0.00066799i,-0.00070687+0.00072086i,-0.00067601+0.00027819i,0.00015683+0.0005835i,-0.00030571+0.0013474i
-0.002051-0.0017438i,-0.0024609-0.0017168i,-0.0029354-0.0019396i,-0.0018536-0.00096217i,-0.0016201+0.00030963i,-0.0014322-0.00017704i,-0.0015318-0.00096484i,-0.00078513-0.00018703i,0.00014487+0.0011897i,-4.3975e-05+0.0017475i,-0.00029313+0.0013434i,-0.00088095+0.00061816i,-0.0010317+3.5029e-05i,-0.00096497-0.00031318i,-0.00068206+0.00042451i,6.1747e-07+0.00069583i,0.00013695-0.00017359i,7.071e-05-8.6598e-05i,-2.0957e-05+0.00049475i,-0.00011925+0.0004462i,-0.00031327+8.4878e-05i,5.6556e-05-0.00032222i,0.00081867-0.00036163i
-0.0012132-0.00108i,-0.0011891-0.00089487i,-0.0017826-0.0012533i,-0.0020232-0.00034475i,-0.0017586+0.00066552i,-0.00088603+0.00038039i,-0.00086143-0.001338i,-0.00027611-0.0019687i,0.00070899-0.0010788i,-0.00035793-0.00010158i,-0.0010554+2.6878e-05i,-1.2215e-05-2.2107e-05i,0.00052695-0.00032571i,0.00010787-0.00038212i,-1.672e-05+0.00035159i,5.9794e-05+0.0007558i,-0.00022646+0.00046423i,-0.00042442+0.00015183i,-0.0008416+0.00066396i,-0.00062931+0.00067861i,-8.4714e-06+0.00059751i,0.00011593+0.00070953i,0.00036214+0.00026837i
