-0.00098925+0.00022607i,0.00073808-0.0012143i,0.00079952-0.00045741i,0.00037071+0.00049611i,0.00011739+0.00097719i,0.0011472+0.0012729i,0.0019722+0.0012317i,0.0017332+0.001047i,0.0015165+0.00112i,0.0012878+0.00057089i,0.00069112-0.00051337i,0.00047744-0.00096067i,-9.9719e-07-0.0013884i,-0.00058643-0.0012206i,-0.00024503-0.00086513i,-0.00037527-0.00046743i,-0.00084584-0.00017227i,-0.00069984-0.00039973i,-0.00042936-0.00059517i,-0.00017489-0.0004822i,4.686e-05-0.00023616i,0.00030612-0.00014247i,0.00029976+0.00034943i
-0.0016156+3.805e-05i,0.0011398-0.00029754i,0.0020549-0.00083134i,0.0017485-0.0017967i,0.00092412-0.0016398i,0.00034472-0.0013322i,0.00030317-0.0016794i,8.803e-05-0.0006911i,-0.00024572+0.00058973i,-0.00036896+0.00035972i,-2.0827e-05+0.00046925i,0.00031897+0.00060737i,-3.7064e-05-0.00024925i,3.3711e-05-0.00064154i,0.00031882-0.00026115i,-5.6233e-05+0.00012557i,-0.00046423+0.00048302i,-0.00092604+0.00032894i,-0.00082344-0.00041366i,-0.00053785-0.0011831i,0.00024909-0.0011809i,0.00087598-0.00033686i,0.00067041+0.00038834i
-0.00073269+0.00065609i,0.00015416-0.00030916i,0.0015193-0.00072722i,0.0017099-0.0014146i,0.0014223-0.0019778i,0.0014956-0.0020337i,0.0013854-0.0017583i,0.0013513-0.00096115i,0.0014308+5.5632e-05i,0.00085804+0.00044942i,-0.00027467-0.00021737i,-0.0014778-0.00059687i,-0.0015793-0.00059571i,-0.00086086-0.0010728i,-0.00054293-0.00060523i,-0.00026961+8.082e-05i,-0.00022194+0.00031999i,-0.00023302+0.0007154i,2.5368e-05+0.00095091i,-9.4313e-05+0.00055906i,-0.00025809+0.00015739i,2.6208e-05-9.3383e-05i,0.00096745-0.00025279i
0.00025824-0.0025587i,0.00076259-0.0025241i,0.00155-0.0017228i,0.0007422-0.00020026i,0.00021154+0.00076581i,0.002067+0.00070552i,0.0031088+0.00033251i,0.0016618+0.00070196i,3.3092e-05+0.0010485i,-8.1053e-05+0.00063836i,0.00014922+0.00080972i,8.6636e-05+0.00043448i,-0.0002941-9.5937e-05i,0.00011732+2.0653e-05i,0.0014491-0.0005422i,0.0016796-0.0011688i,0.00096121-0.00046028i,-1.6316e-05-5.0831e-05i,-0.00072683-0.00042693i,-0.0001776-0.00020492i,0.00024922+0.00016258i,0.00037721-0.00034507i,0.00085131-0.00013597i
-0.00090789-5.7732e-05i,0.00048576-0.00023661i,0.0010027+2.3626e-05i,0.00068803-0.00047355i,0.0011658-0.00071575i,0.002076-0.0008976i,0.0023776-0.00068108i,0.0015643+0.00022518i,0.0007163-0.0004526i,0.00070007-0.00099202i,0.00054739-0.00032498i,3.8287e-05+0.00035076i,-0.00055961-0.00041618i,-0.00090891-0.0014628i,-0.00037475-0.00062151i,-0.0002192+0.00053357i,-0.00016051+0.0005609i,8.1856e-05-0.00033555i,0.00027073-0.00068863i,-0.00034918-0.00064365i,-0.00081659-0.00068306i,-0.00053502-8.6815e-05i,-0.00023415+0.00014891i
-0.00097171-0.00035766i,-0.00021188-0.00020435i,0.00056846-0.0015702i,0.00022136-0.0020199i,-0.00061884-0.00055079i,-5.322e-05+9.8071e-05i,0.001261+0.00015954i,0.001568+0.00042969i,0.0016654+0.00045542i,0.0011594+1.5651e-05i,0.00030303-0.00069848i,0.0002666-0.0010659i,-0.00021441-0.00063178i,-0.00026797-0.00023579i,-8.6025e-05+0.00011945i,-0.00021626+0.00027963i,-0.00021178+0.0001062i,-0.00020011-0.0001919i,-9.266e-05-0.0001593i,0.00012629+0.00016063i,4.7966e-05+0.00010825i,0.00020636+0.00030085i,0.0010932-6.3044e-05i
-0.00022481-0.0014901i,0.0013423-0.001498i,0.0020099-0.0010723i,0.0013699-0.0016155i,0.00054581-0.0023091i,0.00089955-0.0022649i,0.00077539-0.001552i,0.00047553-0.00034435i,0.00093146+0.00071622i,0.00013486+0.0010219i,-0.001338+0.00075686i,-0.00073884+5.1146e-05i,0.00039644-0.0010339i,7.1781e-06-0.0015935i,5.3824e-05-0.00074445i,-0.00018611-0.00029087i,-6.778e-05-0.00012216i,0.00077298+0.00029647i,0.0003586+0.0004611i,0.00015208-0.00043924i,0.00024458-0.0011295i,-0.00023931-0.00025993i,-0.00062072+0.00072589i
0.0015256-0.0019336i,0.0028328-0.0020823i,0.0028198-0.0022826i,0.0014092-0.00024763i,0.0004346+0.0010721i,0.0010471+0.0010272i,0.0016747+0.0008421i,0.0014873+0.00086371i,0.0010749+0.00048144i,5.2775e-05-0.00038583i,-0.00039872-0.0004114i,-0.00012058+5.7157e-05i,-0.00052304+0.00016374i,-0.00082708+5.6707e-05i,-0.00024342-0.00034369i,4.4565e-05-0.00029238i,-0.00027717-0.00014648i,1.915e-05+9.4417e-05i,1.9126e-05+0.00075803i,-0.00015569+0.00054804i,0.00027548+0.00030014i,0.00068171+0.001321i,0.001014+0.0014308i
0.0014323+0.0022769i,0.0023106+0.0016081i,0.0027345+0.00071137i,0.0017339-0.00086572i,0.00052067-0.0012879i,0.00012648-0.0006179i,0.00072167+0.00016608i,0.00083253+0.0005941i,0.00026379+0.0007774i,0.00067879+0.00088742i,0.00039964+0.00034726i,0.00022637-0.00027958i,0.00035196-0.00037301i,-0.00024042-0.00069811i,-0.0012501-0.00081671i,-0.0011428-0.00035898i,-0.00073799-9.3893e-05i,-0.0005066-0.00029585i,0.00077726-0.00030573i,0.00087083+0.00022155i,0.00084506+0.00055564i,0.00095653+0.00045419i,-0.00022255-0.00018454i
-0.0011714+0.0013417i,0.00045069+0.0012248i,0.0014064+0.00079347i,0.001219-0.00066315i,0.0010945-0.0012356i,0.0004368-0.0004569i,-0.00019749+0.00021143i,-0.00054776+0.00040836i,1.1169e-05+0.00021684i,0.00045332-0.00028542i,0.0011666-0.00029663i,0.00135+0.00071109i,0.00027412+0.00040345i,-0.00082901-0.0004846i,-0.0011566-0.00026564i,-0.00061975+3.7701e-05i,0.00035966+0.00019138i,0.00098875+0.00054079i,0.00073367+0.00075053i,-0.00032494+0.00030639i,-0.0011733+0.00017588i,-0.00065548+0.00082154i,9.0636e-05+0.0011404i
-0.0012666-0.00098604i,-0.0017844-0.00069733i,-0.0013248-0.00016816i,-0.00070441-0.00016973i,-0.00069458-0.00026139i,0.00016995-0.00042444i,0.0010196-0.00092998i,0.0016097-0.00081964i,0.001806-0.00033748i,0.00091366-0.00065234i,0.00050379-0.0011753i,0.00068581-0.000815i,-9.7712e-05-0.00028695i,-0.00068006-0.00056062i,0.0004073-0.00059555i,0.00060628-0.00046166i,-0.00015877-0.00023492i,-0.00021924+0.00022786i,-3.8827e-05+0.00044411i,-7.8543e-05+0.0010517i,0.00010813+0.0014781i,1.3292e-05+0.0015408i,6.4631e-05+0.0010915i
-0.0021145-0.0017839i,-0.0027639-0.0018i,-0.00217-0.0013454i,-0.0013955-0.00068469i,-0.0016517-0.00055596i,-0.0011184-0.00096838i,0.00076899-0.0012133i,0.0022132-0.00011008i,0.0016979+0.00091058i,0.00087116+0.0010688i,0.00030369+0.0010502i,-2.9953e-05+0.00045161i,0.00040364+5.3858e-05i,0.001262+0.00016404i,0.0012626+0.00022539i,-7.1503e-05+0.00044534i,-0.0010869+0.00072596i,-0.00087961+0.00053694i,-0.0002519+0.00014196i,-0.00017528+0.0005247i,4.3138e-05+0.00069536i,0.00033478+0.0011715i,-0.00013849+0.00060703i
-0.001371-0.00055069i,-0.00074228-0.0012151i,0.0011683-0.0010448i,0.00072499-0.001388i,0.00029616-0.0012822i,0.0013273+0.00014512i,0.0014516+0.0010839i,0.0009265+0.0005263i,0.0010346+0.00015921i,0.0015014+2.3421e-06i,0.0009276-0.00024926i,-0.00038833-0.00067879i,-0.00098204-0.0012412i,-0.00097109-0.0011215i,-0.00083144-0.0010179i,-0.0010326-0.00076182i,-0.00040529-0.00037976i,-0.00011156-0.00049955i,-0.00074845-8.5437e-05i,-0.0006834+0.00051193i,0.00023995+0.00073164i,0.00096536+0.0007436i,0.00059928-0.00011799i
-0.0015402-0.0020299i,-0.0012511-0.0012334i,-0.00092972-0.00068961i,8.489e-05-0.00035258i,0.00062977-0.00074441i,0.0014055-0.0014321i,0.0021103-0.0010689i,0.0014601-0.00033266i,0.00095364-0.0001563i,0.00039169-3.2044e-05i,-0.00020257+0.000404i,0.00022552-4.1593e-05i,0.00035736-1.953e-05i,-0.00022666-0.00011369i,-0.00071205-0.00031633i,-0.00067514+0.00053188i,-0.00040355+0.0012292i,0.00045699+0.00084081i,0.00043341+8.4239e-05i,-6.3208e-05-0.0010279i,0.00022961-0.0019032i,0.00012222-0.0010232i,-9.4281e-05-0.00037637i
0.00036798-0.0027767i,0.00027322-0.0025098i,-0.00031741-0.0019147i,-0.00070731-0.0013482i,0.00052696-0.00077683i,0.0019813-0.00091162i,0.0018526-0.00073692i,0.00094007+8.0087e-05i,0.0010401+0.0001552i,0.0011924+0.00043645i,0.00049261+0.0001493i,-0.00016893-0.00023981i,-0.00066984+0.00067459i,-0.00087349+0.0010298i,-0.00049756+0.0005171i,-0.00010568+0.00022811i,-0.00014573+0.00023655i,5.6955e-05+0.00059896i,-0.00014334+0.00071221i,-0.00013915+0.00070597i,0.00086213+0.00095898i,0.001076+0.00066023i,-0.00018847+0.00060411i
-0.00057552-0.0010114i,0.00061604-0.001109i,0.0014113-0.0014135i,0.00081378-0.0013058i,0.00044696-0.00043258i,0.0011987-6.8332e-07i,0.0016176+1.1593e-05i,0.00016804+0.00039067i,6.301e-06+8.0468e-05i,0.0012366+0.00026457i,0.0016679+0.00025102i,0.00075271-0.00017943i,-0.00049233+7.6339e-05i,-0.00024852+0.00032304i,0.00053869+0.00081956i,-4.6496e-05+0.00092595i,-0.001738+0.00059361i,-0.0019812+0.00036152i,-0.0007752-0.00028346i,0.00024358-5.3064e-05i,0.00041873+4.1792e-05i,-6.0025e-05-0.00028732i,0.00020454+0.00035817i
0.00075655-0.00084975i,0.0017919-0.0016422i,0.0028929-0.0019389i,0.0015-0.0016043i,0.0012788-0.00084608i,0.0020029-0.00060522i,0.00093742-0.0015956i,3.7414e-05-0.0011502i,0.00026533+2.1923e-05i,0.00057559+0.00033231i,0.00035584-0.00053726i,2.3428e-05-0.0011579i,-0.00086694-0.0015212i,-0.0018658-0.0010654i,-0.0014022-0.00044906i,-0.00056548-0.00028322i,-0.00044336-0.00024693i,-0.0010485-0.00031206i,-0.0010856+0.00018103i,0.00030666+0.00030756i,0.00056376+0.00039735i,-0.00011887+0.00060535i,-0.00033972-8.6886e-05i
9.6349e-05-0.00051399i,-0.00011388-0.0005191i,-0.00010533-0.00024609i,0.00046622+0.00052133i,0.00045919+0.0013236i,0.00067259+0.0010835i,0.0006324-0.00019848i,-4.2313e-05-0.00030683i,0.00021835-0.00010784i,-4.6072e-05-1.5975e-05i,-7.5376e-05+0.00014821i,9.6979e-05+0.00020561i,-0.00030748-0.00018506i,-6.2781e-05-0.00066105i,0.00063743-0.0012336i,0.00058347-0.0012502i,0.00027995-0.00035035i,0.00028667+0.00034359i,0.00041481+0.00062255i,0.00010633+0.00082687i,-0.00040086+0.00045113i,-0.00033976-0.00039725i,7.42e-05-3.321e-05i
-0.00058086+0.0010401i,0.00012255+0.00056561i,0.0011907-0.00024613i,0.0012603-0.00035057i,0.00033121+0.00011985i,0.00041418-0.00019623i,0.0012651-0.0012241i,0.0004613-0.00092377i,-0.00062582-0.00045123i,-0.00048626-0.00049936i,0.00028145-4.3659e-05i,0.00051601+0.00030646i,4.4866e-06+0.00025194i,-4.1152e-05+0.00022757i,-0.00032112+0.00015603i,-0.00092953-0.00074091i,-0.00092347-0.0010865i,-0.00029727-0.00072888i,-0.00050465-0.0001546i,-0.0011174+0.00019143i,-0.00098314-0.00013588i,-0.00029811+0.00017476i,0.00012003+0.00058868i
0.0006197-0.00015052i,0.00060606+0.00028343i,0.00028164-0.0007258i,-0.00011925-0.001219i,-0.00058262+0.0004813i,-5.6431e-05+0.0010128i,0.00088923+0.00011618i,0.00097308+0.00016586i,0.00054869+0.00027504i,0.00069936-0.00046136i,0.00036931-0.00088267i,-0.00052451-0.00085307i,-0.00055997-0.00019614i,-0.0005223-3.8504e-05i,-0.00060541-0.00091207i,-0.00030474-0.00075961i,-0.00034546+0.00010993i,-0.0005034+0.00026811i,-0.0005052+0.00012338i,-0.00041326+7.1779e-05i,0.00025293+4.5037e-05i,0.00055976+0.00015531i,0.00060822+0.00043891i
-0.00061884-0.0013352i,0.00043092-0.0012641i,0.0015121-0.001771i,0.0011042-0.001547i,-5.8103e-05-0.0012438i,0.00022053-0.0010276i,0.0010624-0.0010579i,0.0012884-0.00026533i,0.0010012+0.0011342i,0.00053369+0.00071863i,0.00094759-0.00012529i,0.00088174-0.0001229i,0.0003578-0.00017671i,-3.7035e-05-0.00031401i,9.3091e-05-2.4332e-05i,0.00079871+0.00023354i,0.00045787+0.00065074i,-0.00043575+0.0006254i,-0.00041518+0.00038749i,-0.00031812+0.00078624i,-0.00019902+0.0012521i,-0.00029665+0.00088942i,-0.00031464+8.802e-05i
0.00027765-0.00079399i,0.0013039-0.0011056i,0.0015029-0.0011801i,0.0006896-0.0010383i,-0.00023328-0.00066598i,-0.00071775+0.00052439i,-0.00085263+0.0013697i,6.537e-05+0.00091674i,0.0007342-5.1366e-05i,0.00086355-0.00026141i,0.00060945+0.00067178i,-0.0010503+0.0009383i,-0.0020006+0.00085141i,-0.0017283+0.00043692i,-0.00074929-0.00039088i,4.1045e-05-0.00040333i,2.2477e-05-0.00012945i,0.0001708-0.00024001i,0.00040165+0.00010168i,-0.00041562+0.00057493i,-0.00092719+0.00063093i,-0.00041535+0.00018569i,-2.7248e-05-9.2768e-05i
0.0014257-0.0010265i,0.00079591-0.00097737i,0.00016615-0.00085276i,0.00025806-0.0008833i,0.00045211-0.00095137i,0.00081185-0.00095366i,0.00061208-0.0013078i,0.00014522-0.00058623i,0.00012821+0.00042594i,0.00047295-9.9329e-06i,0.00086439+9.7507e-05i,2.2335e-05+0.00025241i,-0.00066418-0.00017706i,-0.00026743+0.00014361i,-2.876e-07+0.00039681i,-0.00054385+0.00091154i,-0.0010341+0.0011801i,-0.00013209+0.00071257i,0.00064242-9.2541e-05i,0.00036598-8.7581e-05i,4.4808e-05+0.00047738i,-0.00015545+0.00029031i,-0.00017246+1.5115e-05i
-0.00096197-0.00070867i,3.1291e-05-0.00087762i,-2.9798e-05-0.00018226i,0.00045232+0.0010251i,0.0012436+0.0014711i,0.0013271+0.00054196i,0.00078147-0.00076951i,0.00050983-0.0015753i,0.00033243-0.00073175i,0.0003806+3.6047e-05i,0.0002704-0.00017818i,0.00036033-8.8382e-05i,0.00082482+0.00020303i,0.00074966+0.00014442i,0.0010489-0.00014518i,0.001086-0.00038007i,0.00016097-0.00065833i,-0.00052922-0.00025675i,-0.00033886+1.8996e-05i,-6.3409e-05+0.00027327i,-1.9295e-06+0.00052675i,-0.00017824+0.00029081i,-0.00074874+0.00020455i
-7.3223e-05-0.0011304i,0.00053413-0.0018582i,0.00054289-0.0019628i,-1.7724e-05-0.00087778i,-0.00010299+0.0002625i,0.0013775+0.00026772i,0.0016488+0.00021801i,0.00075839+0.00013694i,0.00087548-0.00029191i,0.00030814+3.9036e-05i,0.0002582+0.0002078i,0.00098372-3.7534e-05i,0.00080815+0.00036512i,0.00066585-0.00011962i,-1.1811e-05-0.0007059i,-0.00060229-0.00045279i,-0.00016762+9.5803e-05i,-0.0005105+0.00038627i,-0.00084053+0.00042997i,-0.00028625+0.00078451i,-0.00017822+0.00074097i,-0.00027323+9.2061e-05i,0.00049397-0.00044906i
0.001607+0.00065496i,0.0021054-0.00095803i,0.0014957-0.0015849i,0.00079507-0.0013667i,0.00016189-0.00085601i,0.00026274-0.00010846i,0.00073244-0.00073897i,0.00054156-0.0011353i,0.00045486-0.00037041i,0.00059844-0.00033314i,0.00026445-0.00023321i,-0.00042706+8.5241e-05i,-0.0009994+0.00018055i,-0.00091814+0.00066173i,-0.00037521+0.0003879i,-0.0003114-0.00023189i,-0.00045902-0.00043427i,-0.00042635-0.00031164i,-5.6806e-05+0.00018998i,-1.034e-05+0.00026564i,0.00010208+0.00025818i,1.0968e-05+0.00048575i,-0.00016192+0.00020817i
-0.0012217+0.0010673i,-0.00011798+0.00073004i,-0.00019538-6.9945e-05i,-0.00062481-0.00067897i,-0.00024412-0.00036591i,0.0011597-4.7914e-05i,0.0015257-0.00032061i,0.00072168-2.6461e-05i,0.00030534+0.00026839i,0.00052057+0.00038939i,-6.8375e-05+0.00081346i,-0.00087237+0.00077351i,-0.00096483+0.00041829i,-0.00089054+0.00021667i,-0.00049937+7.1065e-05i,-0.00037054+8.6005e-05i,-0.00038556+0.00054802i,-0.00059812+0.00053838i,-0.00021272-4.9374e-05i,0.00031165+0.00056885i,3.6823e-05+0.0010285i,5.9837e-05+0.00042187i,0.00044898+0.00059209i
-8.0312e-05-0.00079156i,0.0015298-0.00087479i,0.0019005-0.00078582i,0.0014466-0.00072603i,0.0010203-0.00028039i,0.001548-5.209e-05i,0.0019434+0.00020968i,0.0013486+0.00088542i,0.00067483+0.0012324i,0.00013414+0.00014203i,-0.00027271-0.00063316i,-0.00034105-0.00013032i,5.4825e-05+0.00023535i,-0.00026568+5.4603e-05i,-0.00078907+0.00043466i,-0.00091495+0.00098175i,-0.00046701+0.00048549i,0.00032221+0.0001273i,0.00032436+0.00022848i,-0.00030435-0.00026784i,-0.00041113-0.00058714i,-6.0481e-05-0.00089975i,0.00016205-0.00055962i
-0.0010007-0.00023419i,0.00048114-0.0004315i,0.00086457-0.00061312i,0.00014494-0.00093094i,-0.00017934-0.0006704i,0.0011064-0.00052616i,0.0013516-0.0013885i,0.0011803-0.00078071i,0.001033+0.0010201i,0.00011804+0.00081346i,-0.00018608+7.4163e-05i,0.00038614+0.00047598i,4.8124e-05+0.00030511i,-0.00024401+0.00021688i,5.6719e-05+0.00099036i,-4.8619e-05+0.0012649i,-3.9076e-05+0.00031537i,0.00011531-0.00011542i,8.509e-06+0.00077863i,5.2711e-05+0.0011569i,-6.5629e-05+0.00072272i,-0.00059869+4.8691e-05i,-0.00011961-8.5389e-05i
-0.0033369-0.0013128i,-0.0031518-0.0013422i,-0.0013495-0.00081383i,-0.00031335+5.9505e-05i,-1.341e-05+0.0011181i,0.001445+0.0015134i,0.002181+0.00052377i,0.00088665-0.0003765i,-0.00035749-0.00014484i,-0.00041068+0.00042552i,-9.2905e-05+0.00027435i,0.00027984-9.6856e-05i,0.00037702-0.00066623i,-4.9608e-05-0.00070557i,0.00030677-0.00058583i,0.00080067-0.00058303i,0.00036349+4.4888e-05i,-9.5171e-05+0.00012549i,-0.00022054+0.00012476i,-0.00026391+4.2403e-05i,-0.00034591-0.00082582i,-0.00026295-0.00039315i,-0.00016265+0.00037126i
-0.0015143-0.0032886i,-0.0013451-0.0022628i,-0.00055607-0.00078758i,-0.00035622+0.00080145i,-0.00085767+0.0014695i,-0.00071536+0.00026436i,0.00038448+1.2706e-05i,0.001099+0.00042233i,0.00078168+0.00029159i,8.9351e-05+0.00027275i,0.00016306+0.00019927i,0.00044038-0.00017909i,0.00057456-0.00026282i,0.00016982+0.00015951i,0.00025765+0.00012273i,0.0007998+0.00086461i,7.1816e-06+0.00084333i,-0.00018081-5.3867e-05i,0.00027829-9.8623e-05i,0.00051496-0.00030075i,0.00061865-0.00050155i,0.00053204+0.00034861i,0.00057319+0.00099821i
0.00049856-0.0011062i,0.0011117-0.0017066i,0.0022613-0.0013247i,0.0017386-0.00023052i,0.00081003-0.00030799i,0.0012935-0.00099465i,0.0013143-0.00015739i,9.1377e-05+0.0014562i,0.00023359+0.0019533i,0.0011725+0.00070343i,0.00081897-0.0008346i,-0.00025403-0.0005152i,-0.0011468+0.00026298i,-0.0011295+0.00036574i,-0.00024231-0.00020611i,-0.00032596+0.00025929i,-0.00039722+0.0006067i,6.1213e-05-0.00032671i,0.00026777-0.00079701i,0.00066874-0.00013724i,8.615e-05+0.00028359i,-0.00013441+7.9148e-05i,0.00033103-0.00041566i
0.0011683-0.003272i,5.8681e-05-0.0024062i,-0.00058716-0.0022361i,-0.0005407-0.0012908i,-0.00041867+0.00045041i,0.00054362+0.00089536i,0.0015966-8.0484e-05i,0.0012783-0.00037013i,0.00029467-0.00011594i,0.00016385+0.00040281i,-0.00040671+0.00070131i,-0.00116+1.8341e-05i,-0.00021931-0.00029029i,0.00071987-0.0002213i,0.00080465+0.00068329i,0.00013842+0.0012998i,-0.00059402+0.00097828i,-0.00030861+0.00034935i,0.00023724+0.00022777i,0.00063903+5.5964e-05i,0.00053068-6.2326e-05i,-0.00017555+0.00056124i,-0.00028956+0.00054477i
-0.00012472-0.0012598i,-0.00027919-0.00055132i,0.00018995-0.00046425i,0.00029331+0.0001768i,-0.00015259+0.00093093i,0.0013371+0.00072881i,0.0018012-0.00059219i,0.0013611-0.0013079i,0.00090112-0.00019352i,0.00059535+0.00073963i,0.00041165+0.00047936i,-0.00068952+0.00033026i,-0.0010227-0.00015292i,0.00024471-0.00072575i,0.0013259-0.00027535i,0.00086619+2.094e-05i,-0.00045058+0.00020351i,-0.00056974+0.00066526i,1.2132e-05+0.00039201i,-2.5115e-05+0.00011448i,-0.00037056-1.9261e-05i,-0.0003924-0.000579i,-3.0906e-05-0.00076406i
-0.0015514-0.0008321i,-0.0016775-0.00098064i,-0.0021257+0.00011811i,-0.00062056+0.0013002i,0.0011023+0.0017037i,0.0023821+0.0015996i,0.0027449+0.00072876i,0.0016979+0.00012413i,0.00067427+0.00045844i,0.00022359+0.00084835i,-0.00053206+0.00014083i,-0.00072896-0.00091848i,-0.00020425-0.0017609i,-0.00028827-0.0014396i,-0.00046049-0.00084837i,-0.00013187-0.00059589i,-0.00024081+0.00017687i,-0.00032796+0.00068256i,-0.00022005+0.00060108i,5.2224e-05-2.663e-05i,-0.0001705-0.00051821i,-0.00052484+0.00040157i,7.3284e-05+0.0014254i
-0.0026705-0.0012957i,-0.0026009-0.0016034i,-0.0022326-0.00097558i,-0.0014932-1.4723e-05i,-0.0002879+0.0011473i,0.0014851+0.0022303i,0.0022036+0.0023555i,0.0013291+0.0013052i,0.00044644+0.00011205i,-0.00021746-0.00013134i,-0.00020121+0.00036503i,0.00019201-0.00011577i,-0.00026295-0.0014426i,0.00030891-0.0009231i,0.0015477+0.00017209i,0.0015519+0.00079644i,0.00033321+0.00079358i,5.6665e-05-0.00046202i,0.00067864-0.00082965i,0.00057636-0.00020352i,-0.00033798-0.0005227i,-0.00085641-0.00056634i,-0.00026085+0.00039549i
-0.0046074-0.0015502i,-0.0043067-0.0010086i,-0.0021645+0.00021283i,-0.00025667+1.5204e-05i,0.0014215-0.00014204i,0.0027203-0.0008292i,0.0020353-0.0023498i,0.0011298-0.0018966i,8.4511e-05-0.00011092i,-5.1045e-05+9.8967e-05i,0.00095527+0.00037358i,0.00084727-0.00011158i,4.8281e-07-0.0011516i,9.0617e-05-0.0013651i,0.00044701-0.0010355i,0.00058086-0.00073067i,0.00056237-0.0011561i,1.5843e-05-0.0019104i,-0.00040231-0.0019192i,-0.00043262-0.001583i,-0.00062739-0.00078162i,-0.00056086+3.5512e-06i,0.00018011+0.0010033i
-0.0056255-0.005143i,-0.0066471-0.0047596i,-0.0076032-0.00023002i,-0.0036842+0.0033773i,0.0010214+0.0044272i,0.0047318+0.0030724i,0.0050022-0.00055955i,0.002601-0.0018648i,0.00049999-0.00078567i,-0.00054471+7.8671e-05i,-0.00021003+8.4444e-05i,0.0011432-0.00024153i,0.0023676-0.00041269i,0.0034156-0.00089408i,0.0034824-0.00044955i,0.001645-6.453e-05i,1.0698e-05-6.5131e-05i,-5.3293e-05-0.00029972i,0.00040482-0.00051943i,-0.00034035-0.00020638i,-0.00073554-0.00026377i,0.00032395-0.00030973i,0.00078718+0.00016578i
0.0022399+0.000854i,0.0038799-0.00030588i,0.0056329-0.0031719i,0.0040457-0.0043614i,0.0016235-0.0033776i,0.00011774-0.0016998i,-0.00023258+0.00045174i,9.5317e-05+0.0019076i,0.0010119+0.0018158i,0.0012422+0.0001757i,0.00091721-0.0011731i,0.00099697-0.00075047i,0.00034694+0.00047147i,-0.0012392+0.00088737i,-0.0022196+0.00019509i,-0.0016465-0.00065235i,-0.00023388-0.00053174i,-0.00012117+3.5793e-05i,-0.00054253+0.00047488i,-0.00037873+0.00090514i,-0.00078451+0.00068522i,-0.00042453-9.9445e-05i,9.0865e-05-0.00015339i
0.00051427+0.00041651i,0.00093529+0.0013126i,0.0016171-3.3623e-05i,0.0008529-0.0019919i,0.0003968-0.0020808i,0.00086621-0.00089287i,0.0017439+0.00067914i,0.0011003+0.0012759i,0.0002238+0.00063271i,0.00039628-0.00054427i,-5.7008e-05-0.00087885i,-0.0007215-0.00033357i,-0.00093443-0.00032526i,-0.0013734-0.00045949i,-0.0014881+1.6902e-05i,-0.0010113+0.00037714i,-0.00024794-0.0002774i,9.8033e-05-0.00040868i,-5.6423e-05+3.285e-05i,-0.00013109+0.00025694i,-0.00010446-0.00025024i,0.00022573-0.0010238i,8.091e-05-0.00091725i
-0.00060569+0.00021097i,0.00094794+0.00016821i,0.0022601+0.00022274i,0.0021376+0.00075559i,0.0019538+0.00018387i,0.0022351-0.001468i,0.0023401-0.0015968i,0.0015614-0.00028991i,0.00049765-0.00011188i,-0.00033889-0.00044108i,5.0036e-05-0.00062576i,0.00026696-0.00051408i,0.00034021-0.0005887i,2.0006e-05-0.00071017i,-0.00053359-0.00052222i,-1.049e-05-0.00031752i,0.00020615-0.00066468i,0.00046619-0.00084172i,0.00052018-0.00046005i,0.00057886+1.7412e-05i,0.00058783+4.2953e-05i,0.00034134-0.00011475i,0.00060468+7.3566e-05i
0.0017473-0.00031959i,0.0028637-0.0012723i,0.0026346-0.0009845i,0.00066373-0.00029985i,-0.00058744+0.0012326i,-0.00015142+0.0023352i,0.0013734+0.001684i,0.001087+0.00072507i,0.00040594+0.00072701i,0.00031405+0.00055302i,-0.00019721+0.00016496i,-0.00069723+6.3874e-05i,-0.00058908-5.2599e-05i,-0.00063313+0.00019099i,-0.00045428+0.0008701i,0.00019415+0.00081279i,0.00019993+0.00058035i,-0.00040979+0.00022641i,-0.00038051-0.00016815i,-0.00049311+0.00022867i,-0.0011336+1.6424e-05i,-0.0006262+0.00044204i,-0.00011123+0.00068644i
0.0023685+0.00075897i,0.003608+0.00075045i,0.0041499-0.0004664i,0.0031898-0.00099631i,0.00087619-0.00093195i,-0.00041255-0.00078i,-0.0001064-0.00021182i,0.00059361+0.0006779i,0.00043119+0.00062755i,0.00051008-0.00089456i,0.0011176-0.0011417i,0.00091489-0.00065646i,-0.00027751-0.00043507i,-0.0009833+0.00052657i,-0.0010459+0.00032528i,-0.00091698-0.0007489i,-0.00013733-0.00051977i,8.2907e-06-8.9441e-05i,-0.00030245+0.00061026i,-0.00053699+0.00098355i,-0.00080123-0.00022371i,-0.00057277-0.00086156i,-0.00026569-0.00086283i
0.0015215-0.0030087i,0.0010567-0.0032673i,0.001573-0.00317i,0.001066-0.0021188i,-0.00083257-0.00078199i,-0.0010987-5.0215e-05i,0.00029227+0.00045307i,0.00086727+0.0010885i,0.0010266+0.00079512i,0.0013274+0.00066074i,0.00063918+0.0010666i,0.00026705+0.00077739i,0.00026425+0.00032791i,-0.00017471+5.2687e-05i,-0.00012517+0.00019042i,-0.00014885+0.00074796i,-0.00066055+0.0009708i,-0.00034621-2.9454e-05i,0.00051924-0.00061641i,0.00051022+0.00019883i,8.0992e-05+0.00055429i,0.00046321+3.9966e-05i,0.00057587-0.00061381i
