-0.0033089+0.00055602i,-0.0034137-0.00022382i,-0.0042453-0.0010592i,-0.0027784-0.0014774i,-0.0014572-0.00093005i,-0.0010198+0.00010307i,1.2993e-05+0.0010202i,0.00084384+0.0010354i,0.00083916+0.0012439i,0.00048663+0.0013863i,0.00056364+0.00025276i,0.00026439-0.00062394i,-0.0003338-7.1806e-05i,-0.00053061+0.00053515i,-0.00013832+0.00013783i,9.4533e-05-9.582e-05i,-0.00036567+0.00011816i,0.00032916+0.00059119i,0.00093059+0.0012057i,0.00042721+0.0010629i,-2.0474e-06+0.00032455i,-0.00026181-0.00036799i,-0.00048288-6.4798e-05i
0.00020376-0.0012732i,0.001393-0.0013874i,0.0029835-0.00077309i,0.0021974-0.0003959i,-8.5749e-05-0.00061479i,-0.0010209-0.00011972i,0.00061873+0.0005098i,0.00092471+0.00035476i,-0.00012037-0.0004116i,-0.0004899-0.001183i,-0.00079641-0.00041249i,-0.0003541-0.00015789i,9.6779e-05-0.00028449i,0.00019248+0.00059367i,0.00044555+0.00050005i,0.00061151+0.00040327i,0.00017014+0.00071505i,-0.0010488+2.5555e-05i,-0.0007149-0.00052123i,0.00013095-5.9105e-05i,-0.0003728-7.5472e-05i,-0.00013056-0.00038654i,-0.00044065-0.00085454i
-0.0011883-0.00079194i,-0.00096383-0.001005i,-0.0030545-0.001846i,-0.002332-0.0011586i,-0.00021528-7.4046e-05i,0.00082654+0.00039878i,0.00084568-0.00015901i,0.00033672-0.00074229i,-0.00036553-0.00037423i,-0.00041393+4.4627e-05i,-0.00033747+0.00033824i,-0.00067668+0.00086167i,-0.00046053+0.00091885i,-0.00012352+0.0005098i,0.00026121+0.00015121i,0.00071843-1.6623e-05i,0.00037424+0.00029341i,0.0005001-0.00020911i,0.0010351-0.0006932i,0.00064073-0.00064284i,0.00023481-0.00053865i,-0.0002447-0.00065609i,-0.00046537+3.4419e-05i
-0.0021682+0.0023327i,-0.0018545+0.0012059i,-0.0008681+0.0011709i,9.0528e-05+0.00093685i,0.00059954+0.00022151i,0.00096976-0.00014199i,0.00056555-0.0011201i,0.00026671-0.0010067i,7.6893e-05-5.8336e-05i,9.3609e-05-0.00021639i,0.00053683+0.00048528i,0.0003243+0.0013161i,0.00010013+0.00049346i,-8.0736e-05-8.0722e-05i,3.9633e-05+1.9343e-05i,0.00044912+0.00032354i,0.00059557+7.2601e-05i,0.00046011-0.00062334i,1.2396e-05-0.00017951i,-0.00066756+0.0001034i,-0.00035112-3.9376e-05i,0.00012749+0.00022561i,0.00027636+0.00079193i
-0.0010558+0.0009122i,-0.0014745+0.0012468i,-0.0012457+0.0016969i,-0.00090573+0.0018454i,-0.00063828+0.0015439i,0.00046405+0.00022345i,0.0010772-0.00098448i,0.00045424-0.001018i,-0.00082403+1.466e-05i,-0.0012633+3.0721e-06i,-0.0011431-0.0004365i,-0.00093133-0.00011782i,0.00027329+0.00050035i,0.00073685+0.001021i,0.00034222+0.0010944i,0.00040345+0.0002098i,0.00023798-8.2507e-05i,-0.00024728+0.00098035i,5.8412e-05+0.00061566i,0.00020224-0.0005153i,-0.00036778-0.0001556i,-0.00058245+0.00067277i,-0.00043228+0.00053119i
-0.0012431-8.1087e-05i,-3.0182e-05-0.0015451i,0.00063863-0.0012816i,0.00067692-0.00016046i,0.00073874-0.00015159i,0.0011959-0.00028275i,0.00040055-0.00087867i,-0.00055809-0.0014248i,-0.0010933-0.00050813i,-0.0011495-0.00028767i,-0.00033038-0.0010997i,-0.00054494-0.00017869i,-0.00036777+0.0011718i,1.7437e-06+0.0008364i,-5.2154e-05-0.00080602i,0.00051555-0.001247i,0.0011098-0.00052382i,0.00094863-0.00051971i,0.00053074-0.0012686i,-7.377e-05-0.0014658i,-0.00059813-0.00069858i,-0.00041903-0.00022382i,0.00033309+0.00027718i
0.00050735+0.00076298i,0.00012684+0.00071129i,0.00092633+0.0013563i,0.0013847+0.00056917i,0.00089043-0.0012697i,0.00040819-0.0009801i,-2.246e-05+0.00022623i,-6.4349e-05-3.3153e-05i,8.0875e-05-0.00021747i,-0.00037078+0.00042192i,-0.00061084+0.00028391i,0.00016173+0.00027125i,0.00069794+0.00039257i,0.00055588-0.00015381i,0.0010421-0.00011549i,0.0011005+0.00012425i,0.00059663+7.3749e-06i,0.00019711-2.4303e-05i,-0.00046018+0.00019436i,-0.0008277+0.00058152i,-0.00062464+0.00044427i,-0.0003221+0.00041202i,0.00031167+5.5273e-06i
-0.0018878+0.00021628i,-0.0012485+0.00029635i,-0.0016313+0.00091285i,-0.0013844+0.0014812i,-0.00074639+0.0011175i,0.00018528+8.7373e-05i,0.00028543-0.00062229i,0.00019413-0.00086684i,-3.597e-05-0.00055983i,-0.00021375-0.00020901i,0.00029872-0.00031536i,0.00025457-0.00048219i,9.9634e-05+7.7743e-05i,0.00032533+0.00031138i,3.1106e-05-0.00030512i,-0.00046135-6.0599e-06i,0.00021564+0.00050998i,0.00074485+0.00011126i,0.00032495-1.8677e-05i,-0.00019148+0.00019915i,-0.00013054+0.00076999i,-2.0426e-05+0.00047072i,-0.0004118+5.032e-05i
0.00026743-0.0010209i,-4.3371e-05-0.00087554i,0.00011765-0.00077205i,0.0003615-0.00060452i,0.00066166-0.00018983i,0.001224-0.00045666i,0.00098527-0.00071614i,-2.8959e-05-0.00085321i,-0.00031774-0.00025299i,-0.00088588-0.00026172i,-0.0011957-0.00039672i,-0.0014819+6.6921e-05i,-0.0011405-0.00040691i,-0.00032248-0.00067641i,-1.9112e-06+0.00030719i,-0.00046618+0.00067456i,-0.00057671+9.9337e-05i,-6.0233e-05-0.00051909i,-0.00028579-0.0003021i,3.4565e-05+0.0005292i,0.00052057+0.00093841i,4.2691e-05+0.0011125i,0.00035623+0.0011883i
-0.00029453+0.00089512i,-0.00027645+0.00060382i,4.3177e-05-0.00062089i,-0.00014617-0.0013184i,-0.0002577-0.00078449i,-0.00033557-0.00037409i,-0.00058684-0.0002124i,-0.001016-0.00021076i,-0.00052319-0.00021257i,0.00026994-3.9494e-05i,-0.00028605-0.00028677i,0.0003647-0.0006535i,0.0012723-0.00013784i,0.0011771+0.0001131i,0.00083433-0.00032314i,0.00058722-4.4094e-05i,0.00071503-0.00014677i,0.00050566-0.00027765i,6.3653e-05+0.00033678i,-0.00033718+0.0004759i,-0.00073751-0.00026252i,-0.00091437-0.00022941i,-0.00027306+0.00056786i
-0.0023582+6.2761e-05i,-0.0023367-0.00024925i,-0.00050486-0.00045136i,0.0002223+0.00012687i,-1.8716e-05+0.0011522i,0.00062982+0.00076837i,0.00048812-0.00020022i,-0.00018606-0.00049103i,-0.00029456-0.00036527i,-0.00056988+0.00044845i,-0.00060662+0.00045495i,-0.0004394+0.00038482i,7.546e-05-0.00024111i,0.00046444-0.00098715i,0.000316-0.000602i,-0.00035524-0.00059723i,-0.0003435-0.00059559i,-0.00052467-0.00082054i,-0.0009907-0.00084544i,-0.0010506-0.00085719i,-0.00042305-0.00043677i,0.00041048-0.00038802i,0.00074276-0.00022965i
0.0011182-0.00010196i,0.00097591+0.00041424i,0.0015174+0.00072023i,0.0011607+0.00028876i,0.0017017-0.00066305i,0.0014838-0.00074111i,0.0004973-0.00080363i,0.00073258-0.00063063i,0.00048938-0.00022288i,-4.5559e-05+3.7365e-06i,-0.0003142+0.00022824i,-0.001152+0.00020719i,-0.0016651-4.8581e-05i,-0.00049069+4.3904e-05i,0.00051559-5.5487e-05i,0.00029058-0.00062759i,0.00029096-0.00080708i,0.00053502-0.00014595i,0.0006592+0.0005368i,9.6926e-05+0.00078515i,-0.00027009+0.00036604i,-1.5326e-05+0.00027337i,0.00011834+0.00055308i
0.0011331+0.0019901i,0.0022638+0.0025074i,0.0020428+0.0014075i,0.001727-0.0010946i,0.00058415-0.0020502i,9.9837e-05-0.0018533i,0.00013405-0.0010774i,-0.00043853-0.00095327i,-0.00068808-0.00090356i,-0.00022418-0.00031993i,-0.00020492-0.00041208i,-0.00043814-0.00025393i,-0.00062756-0.0001857i,-0.0011496-0.00061917i,-0.00084555-0.00013267i,0.00037558+0.00015629i,0.00056556-0.00061645i,-0.00044553-0.00082238i,-0.00069697-0.00073826i,-0.00049862-0.00028677i,-0.00046223+0.00080481i,-0.00022807+0.00092652i,0.00018442-0.00013315i
-0.0003901+0.0016507i,0.00027818+0.0017498i,0.00096581+0.00045569i,0.00069422-0.00052125i,0.001499-0.00083065i,0.0016313-0.000894i,-6.3401e-05-0.0010283i,-0.00081125-0.0013143i,-0.00022905-0.00037297i,0.00015937+0.00068774i,0.00053328+0.0010946i,-0.00052177+0.0011339i,-0.00029318+0.0002404i,0.00093756+0.00020762i,0.0007894+0.00050864i,4.101e-05+0.00027549i,0.0004256+0.00012807i,0.0004889-6.8878e-05i,-0.00025497-0.00021014i,0.00016616-0.00013439i,-0.00023363+0.00046072i,-0.00049062+0.0010036i,0.00028314+0.0007238i
-0.0014741+0.0021175i,-0.001336+0.0019987i,0.00013923+0.0012507i,0.00087477+0.00061894i,0.00064328+0.00071118i,0.0007848-0.00014207i,0.00028852-0.0013104i,-0.00055543-0.001235i,-0.00058015-0.00099671i,-0.00027673-0.0009253i,-0.00045475-4.1688e-05i,-0.00077389+0.00069749i,-0.00047779+0.00065221i,-0.00016341+0.00022864i,0.00010966+5.586e-05i,0.00025409-0.00021361i,0.0004015-0.00068197i,0.00027572+8.7978e-05i,0.00011371+0.0010781i,-0.00010487+0.0004608i,0.00036871-0.00039043i,0.0013729-0.00041341i,0.00086068-1.9053e-05i
0.00083179-0.0003576i,0.0021377+0.00056167i,0.0030357+0.000767i,0.0018915+0.0003634i,0.0015218-0.00030546i,0.0010865+0.00016639i,0.00067812+0.0010465i,0.00063514+0.00050431i,0.0002997-0.00036833i,0.00018082+0.00034562i,-0.00059924+0.00093723i,-0.0015058+0.00080834i,-0.00094809+0.0006362i,0.00014382+0.00044006i,0.00046185+0.00029714i,0.00017871+4.0389e-05i,0.00019473-3.225e-05i,0.00053149+6.7835e-05i,-0.00020717-0.00022769i,-0.0010708-0.00070872i,-0.00065053-0.0001368i,0.00014585+0.00041819i,0.00026123+1.4717e-05i
-0.00067468-0.0023153i,-0.0010361-0.0018493i,-0.0015236-0.0015636i,-0.00083427-0.0015044i,0.00084989-0.0009248i,0.0010958-0.00041042i,0.00058564-0.00089853i,-3.4213e-05-0.0015882i,-0.00030013-0.0012423i,-0.00028376+0.00065459i,-0.00073373+0.00075799i,-0.00097753+9.461e-05i,-0.00084312+0.00071686i,-0.00085341+0.00054799i,-0.00016541-4.7801e-06i,0.00091066+1.3484e-06i,0.0014311+0.00025638i,0.0013738+0.00027245i,0.00080517+0.00023415i,-0.00020417-0.0003011i,-0.00018308-0.00072651i,0.00060904-0.0005696i,0.00012351-0.00019207i
-0.00032031-0.00094429i,-0.00020646-0.0018887i,-0.00014953-0.0031527i,-0.00033965-0.0025239i,-0.00052123-0.0013926i,-0.00070604-0.00036706i,-0.0010215-0.0004317i,-0.00071463-0.0010663i,-0.00018114-0.00074046i,-0.00023643-0.00041625i,-0.00050513+4.0289e-05i,-0.00042236+0.0010739i,-0.00052298+0.00064523i,-0.00063728+0.00011932i,-0.00043197+0.00069238i,-0.00095817+0.00062004i,-0.00070077+0.00083045i,-5.3027e-05+0.0010766i,0.00012614+0.00024648i,9.9211e-05+0.0001281i,-0.00033758+0.000415i,-0.00034847+0.00061409i,-0.00030504+0.00065206i
-0.001328-0.0011551i,-0.0010806+2.0281e-05i,-0.0014573+0.00058122i,-0.001257+0.00030856i,-0.0014616+0.00011052i,-0.0015322-0.00075787i,-0.00035832-0.001134i,0.00019808-0.00063635i,-0.00047476-0.00030269i,-0.0011009+3.2893e-05i,-0.0012225+0.00016724i,-0.0013279+0.00032158i,-0.0011976+0.00025377i,-0.00075798-0.00063772i,-0.00061741-0.00075937i,-0.0005978-0.00090475i,-0.00059751-0.0010231i,0.00015304+0.00021548i,0.00068373+0.0012294i,-0.00014538+0.00086706i,-0.0013297-5.6087e-05i,-0.001388-0.0002116i,-0.0010446+9.4208e-06i
-0.0029555-0.0013395i,-0.0036779-0.0003i,-0.0045041+0.00082564i,-0.0027198+0.00044281i,-0.00070095+0.00028481i,0.00063817+0.00047693i,0.001058-0.00022429i,1.6167e-05-0.00051635i,-0.00036379+0.00059245i,-0.00011589+0.0013312i,-0.00043285+0.0011274i,-0.00069752+0.00052756i,-0.00059046+0.00024498i,-0.00047965+0.00061401i,-0.00010338+0.0011028i,0.00045162+0.0011533i,0.00077537+5.97e-05i,0.00039345-0.00033589i,0.00031385+0.00047443i,0.00059784+0.00080989i,0.00012638+0.00070596i,-0.00027541+0.00038539i,0.00014553-0.00034397i
5.1478e-05+0.0001019i,0.000863+0.00064949i,0.0001879+0.00088395i,0.00068055+0.00049881i,0.0013363+0.00040752i,0.00065869+0.00025715i,-0.00022612-0.00027299i,-0.00028143-0.00087745i,-0.00038846-0.00012915i,-0.00077841+0.00072128i,-0.00099011+0.00032538i,-0.00057638-0.00049418i,0.00037953-0.00049589i,0.00071503-0.00071732i,0.00048637-0.0007946i,-0.00010124-0.00030642i,-0.0010559-0.00062145i,-0.0011234-0.00046398i,-0.00038544+0.00042278i,-0.00059455+0.001308i,-0.00090797+0.00099977i,-0.00033273+9.0461e-05i,7.4631e-05-2.0359e-05i
0.00049194+0.00078592i,0.001874+0.0020315i,0.00068114+0.0025235i,0.00060029+0.0012923i,0.0016105+5.8996e-05i,0.00075366-0.00057656i,-0.00026462-0.0011359i,9.3038e-05-0.00072291i,0.00029771+9.0847e-05i,3.7474e-05+7.4955e-05i,4.377e-05-8.7753e-05i,-4.5731e-05+2.2993e-05i,-0.000285-0.00010426i,-0.0004742-0.00065429i,-0.0007295-0.0013777i,-0.00070254-0.0011315i,0.00018844+3.9245e-05i,0.00037449-0.00012733i,-0.00035029-9.6847e-05i,-5.5512e-05+0.00035715i,0.00034291+0.00063657i,0.00016473+0.00095205i,0.00032303+0.00081031i
0.00017312+0.0019609i,-0.00024504+0.0024149i,0.00013609+0.00046859i,0.0010201-0.002129i,0.0014777-0.0022363i,0.00072892-0.0013654i,-0.00039651-0.0011709i,-0.00058765-0.00090144i,-8.3947e-05-0.00092331i,-0.00065337-0.00057491i,-0.00081437-0.00069153i,-0.00067886-0.0013881i,-0.0005153-0.0012886i,-0.00020314-0.001639i,-0.00069817-0.0021032i,-0.00087689-0.0012178i,-0.00045808-0.00042621i,-0.00036171-0.00036405i,-0.00091258-0.00032999i,-0.00095925-0.00010028i,-0.00075803-0.00046483i,-0.00042967-0.00067955i,-0.00012186-0.00095519i
-6.2017e-05+0.0034551i,0.0014243+0.0043347i,0.0016118+0.0028798i,0.0011681+0.00040352i,0.00062465-0.00072181i,-8.4078e-07-0.0014967i,-0.00044515-0.0012939i,-0.0011856-0.00086954i,-0.0009295-0.00062888i,-0.00023368-9.3545e-05i,0.00037665-0.00038888i,0.0010899-0.00071932i,0.00065849-0.0010817i,0.00049892-0.00078368i,0.00081959-0.0011125i,0.00069761-0.001441i,0.00052213-0.0015455i,0.00044138-0.0011733i,0.0003076+0.0003234i,-2.194e-05+0.00091227i,-0.00048485+0.00057678i,-0.00057646-6.1976e-06i,-0.00046422-0.00013925i
0.00016187+0.00020939i,0.00083067-0.00068253i,0.00074939-0.0013351i,0.00031061-0.00065048i,-0.00064638+5.9203e-05i,-0.0011239+8.3689e-05i,-0.0014155+0.00026454i,-0.0011233+2.5422e-05i,-0.00081583+0.00015364i,-0.0010747-0.00029287i,-0.00077634+8.6919e-05i,-0.00040159+0.00061932i,-9.285e-05-0.00046901i,-0.00010217-0.00041256i,0.0001658+0.00028773i,0.00044914-0.00021593i,0.00038918-0.00035698i,0.00043711+0.00036071i,-0.00050631+0.0005553i,-0.0012633+0.00015244i,-0.001026+1.7653e-05i,-0.00069396+0.00033661i,-0.00075195+0.00010118i
0.00055056-0.0013442i,-0.00036577-0.00025475i,0.00021926-0.0013869i,0.00043291-0.0022495i,3.1558e-05-0.0012916i,-1.5892e-05+0.00039454i,8.2687e-06+0.00044995i,0.00050986-0.00041142i,0.00036495-0.00073589i,-0.00022664-0.00018283i,-0.00055651-8.4475e-05i,-0.0011929+0.00040209i,-0.001081+0.00055909i,-0.0010649+0.00033322i,-0.00032449+0.00016765i,0.00048938-0.0003823i,0.0008147-0.0006554i,0.00074218-0.00048666i,-0.00020532-8.6884e-05i,-0.00057062-0.0001033i,-0.00018379-0.00012721i,-0.00052298-9.4282e-05i,-0.00091628+0.00077051i
-0.0013866-0.0019116i,-0.0015373-0.0024836i,-0.00098175-0.0014028i,-0.0009594-0.0011144i,6.7957e-05-0.00098532i,0.00031327-0.0012966i,-0.00024581-0.0013627i,-0.00027642-0.0012883i,-0.00048943-0.00088218i,-0.0009709-8.576e-05i,-0.00080134+0.00025775i,-0.00081617-0.0001324i,-0.0010434-0.00066017i,-0.00016595-0.00050112i,-0.0003786-5.3282e-05i,-0.00073079+0.00028419i,-0.00036779-0.00013713i,0.00012555-0.0002392i,0.00022859-0.00022142i,0.00016975-0.00050294i,-0.00045516-0.00036258i,-0.0011975+6.1319e-06i,-0.00094174-0.00045944i
-0.00061783+0.00060683i,-0.00054932+0.0013067i,-0.00021007+0.0015854i,0.00010512+0.00090467i,-0.00060815-0.00023409i,-0.00055553-0.0011364i,0.00039088-0.0010913i,2.2059e-06-0.00066725i,-0.0002414-0.00070472i,-6.8691e-05-0.00055547i,-0.00050802+0.00069389i,-0.0004921+0.0011324i,-7.4831e-05+1.4048e-05i,9.1861e-05-3.4977e-06i,0.00060022+0.00014153i,0.00072113-0.00063938i,-0.00021749-0.00058601i,-0.00025489-0.00065402i,0.00031803-0.0011029i,0.00040401-0.00036523i,-0.00010553+0.0001339i,-0.00013911+0.00038887i,-2.5328e-05+0.00059686i
0.001113-0.00050326i,0.001386-0.00036575i,0.0010199-0.00045587i,0.0014652-0.00057678i,0.0017261+3.6962e-06i,0.0016446-1.0107e-06i,0.0014183+0.00029783i,0.00065366+8.1069e-05i,-0.00050327-0.00055077i,-0.0009131-7.6316e-05i,-0.0010568+0.00051892i,-0.0010671+0.00016951i,-0.00058544-0.00032587i,-5.7425e-05-0.00038302i,2.8719e-05-0.00049658i,-0.00023214-0.00072493i,-0.00031211-0.00055541i,-0.00019451-0.00057869i,-0.00027945-0.00077338i,-0.0001682-0.00088282i,-0.00038686-0.00068038i,-0.00084382-0.0010639i,-0.00032513-0.00070401i
0.00021578+0.00031688i,-0.00027838+0.00023922i,-0.00034648+0.00029561i,-0.00020266-0.00023628i,0.00064915-0.00012719i,0.00063363-0.00046753i,3.2382e-05-0.0006942i,-0.00028552-0.00051309i,-0.0010791+0.00011125i,-0.0015259+7.5598e-05i,-0.0008103-7.4018e-06i,-0.00014357+0.00074043i,-6.0804e-05+0.00048686i,0.00051636-0.00061872i,0.00051011-2.0464e-05i,7.6262e-05-0.00021254i,-0.00038266-0.00092266i,-0.00069697-0.00025307i,-0.00079514+0.00038765i,-0.00086911+0.00055063i,-0.0011037+8.644e-05i,0.00017565-0.00014247i,0.00080003+3.2128e-05i
0.0012036+0.00041133i,0.00075652-0.00047991i,0.0014734-0.00076495i,0.0014042-0.00079784i,0.00031638-0.0010969i,-0.0010177-0.00012577i,-0.0010214+0.00015302i,-0.001021-0.00048119i,-0.0013823-0.00018968i,-0.0015802-0.0005542i,-0.00075437-0.0010961i,-7.6465e-05+8.8104e-05i,-2.3169e-05-4.3123e-05i,0.00026617-0.00048174i,-0.00021643-8.1822e-05i,-5.0047e-05-0.00077854i,0.00012726-0.00098941i,-0.00070919-0.00053962i,-0.00036676+0.00032479i,7.4009e-05+0.00056314i,-0.00015448-7.3834e-06i,-0.0002829-0.00016628i,-9.7477e-05+0.00013723i
0.0009236-0.0008432i,0.00139-8.8349e-05i,0.0012268+0.00016961i,0.0011701-0.00061433i,0.0016036-0.0016969i,0.001457-0.0022021i,0.0014077-0.0019572i,0.00051652-0.0015977i,-0.0004891-0.00044275i,-0.00038358+0.0003615i,-0.00026727-4.9122e-05i,1.6736e-05-0.00047084i,-0.00010493-0.00043198i,-0.00029673-0.00041494i,-0.00026897-0.0004636i,-0.00013822+7.9184e-05i,9.7793e-06+0.00018281i,-9.3636e-05+0.00021949i,-0.00018865+0.00015184i,-0.00080734+0.00028742i,-0.00078924+5.5727e-05i,-0.00022295-0.00042688i,0.00040112+2.539e-05i
0.0011143-0.00035843i,0.0021281-0.00027349i,0.0033865-0.00084081i,0.0032037-0.00093762i,0.0014123-0.00034978i,-0.00040169+1.892e-05i,-0.00064802+0.00014142i,-0.00073544+0.00025899i,-0.0014034+0.00024125i,-0.0013297-0.00022164i,-0.00053804-0.0005839i,-0.00048408-0.00066831i,-0.00062012-0.00046071i,-0.00050541-0.00022499i,7.8405e-05-0.00023409i,0.0002317-0.00027135i,5.4765e-05+0.00015535i,0.00053113+0.00021131i,0.00045413-0.00013373i,0.00017415-0.00051328i,5.6742e-05-0.00045904i,-0.00037033-0.0002926i,-0.00089189-0.00027864i
0.001373-0.00084499i,-7.0619e-05-0.00083466i,-0.00041088-0.00089117i,-0.00027115-0.0013461i,-0.00039014-0.0021486i,-0.00011284-0.0024738i,-0.00043772-0.0013354i,-0.001167-0.00066178i,-0.0010945-0.00065052i,-0.00088246-0.00014879i,-0.00061475-4.2707e-05i,-7.3493e-05-0.00019941i,0.00059009-0.00026554i,0.00055407-0.00030294i,-0.00013024+0.00011899i,-1.8841e-05+0.00021306i,-0.00030841+0.0003306i,-0.00063739+0.00041363i,-0.00056338+0.00050846i,-0.00018981+0.0002444i,8.7304e-05-6.3935e-06i,-0.00061905-0.00034868i,-0.00041805-0.00079746i
-0.00090428-0.0016531i,-6.7185e-05-0.001667i,0.00026556-0.0018116i,0.00037486-0.0021014i,0.00054908-0.0022612i,6.1523e-05-0.0020467i,-0.00013842-0.0015003i,-0.00018938-0.0002582i,-0.00045903+0.0011978i,-0.00030615+0.00051611i,-0.00066352+0.00018849i,-0.0013771+0.00062437i,-0.0015507+0.00014601i,-0.0013371+5.3746e-05i,-0.00076175+0.00062879i,-0.00036859+0.00032104i,5.0169e-05-0.00084683i,-0.000303-0.0008361i,-0.00049992-0.00046101i,3.8903e-05+0.00012578i,-5.825e-05+9.6176e-05i,-5.3994e-05-0.00036219i,-7.8516e-05+0.00062622i
0.0020615-0.0013316i,0.0021258-0.001584i,0.0028087-0.0015819i,0.0024512-0.0019484i,0.0012278-0.0019926i,-9.7706e-05-0.0004607i,-0.00045601+2.1994e-05i,0.00046193-0.00038709i,0.00035081+4.3015e-05i,-0.00043344+3.6728e-05i,-0.0010564+5.3197e-05i,-0.0011404+0.00047769i,-0.0002541+0.00074578i,0.00023767+0.000724i,6.0148e-05-4.2058e-05i,0.00029063-0.00017831i,0.00030501+0.00013372i,9.4233e-05+0.00018849i,0.0005874-0.00034238i,0.00029875-0.00064542i,0.00026501-0.00020903i,0.00071906-0.0001552i,0.00059976-0.00046401i
-0.0015023-0.00033836i,-0.001868-0.00066784i,-0.0021799+0.00051778i,-0.0013863+0.00065337i,-0.00083574+0.00034734i,-0.00085064+0.00048196i,-0.00023546-0.00067898i,-0.0001457-0.00087625i,-0.00061917-7.4333e-05i,-0.00054684-0.00020812i,-0.00040752-0.00031617i,-0.00037039+2.92e-05i,-0.00061385+0.00067707i,-0.00057888+0.0011347i,0.0001151+0.00099573i,0.0004929+0.00048939i,7.4697e-05+0.00028352i,0.0001179+0.00084417i,-0.00017264+0.00080838i,-0.00092548-0.00015971i,-0.00015067-0.00082002i,0.00076876-0.00019599i,0.00046725+0.00057446i
-0.00013115+0.0011511i,0.00050935+0.0006246i,0.001232+0.00044261i,0.0021048+0.00018185i,0.0021105-0.0007977i,0.0007982-0.00086244i,0.00087948+0.00015364i,0.0011126+0.00036438i,0.00017596+2.1052e-05i,-0.00075019-0.00053066i,-0.0010829-0.00066245i,-0.00082266-0.00034063i,-0.00019783-0.00034479i,0.00017898+0.0003716i,0.00032411+0.00073224i,0.00033053-2.4473e-05i,0.00043746-2.9681e-05i,0.00018357+0.00035218i,-0.00019242+0.00020871i,-0.00058648+0.00043761i,-0.00080846+0.00013075i,-0.00037824-0.00022995i,-0.00025186+4.8524e-05i
0.0014422+0.0011297i,0.0014113+0.00086144i,0.0015553+0.0010099i,0.0020425+0.00069509i,0.001988-0.00031247i,0.0004925-0.001126i,-6.621e-05-0.0010789i,0.00010686-0.0004492i,-0.00075866-0.00078818i,-0.0010782-0.00070944i,-0.00067841+0.00023619i,-0.00059852+9.8503e-05i,-0.00041498-1.0833e-06i,-0.00037108+0.00046547i,-0.00039472+0.00019104i,8.7578e-05-0.00012453i,-0.00031378-0.00012548i,-0.00058159+1.2434e-05i,0.00016162-0.00012766i,0.00057248-0.0010021i,0.0010609-0.0014789i,0.0010916-0.001155i,0.00028884+0.00022251i
0.00057799-0.0022257i,0.00056044-0.0027414i,-0.00011264-0.0041137i,-0.00029663-0.0024169i,-0.00091366-0.00054794i,-0.00118-0.0006608i,-0.00032464-0.00062889i,-3.2863e-05-0.00070395i,-0.00023756-0.0010465i,-2.3829e-05-0.00050281i,-0.00012259+0.00045655i,-0.00017726-0.00085305i,-0.00024446-0.0015009i,-0.0005577-0.0006228i,-0.00020655-0.00029179i,0.00033223+0.00015299i,0.00029772+0.00014102i,7.4763e-05-0.00052192i,-0.00029756-0.00046842i,-0.00085003-0.00021745i,-0.0010635-7.9397e-05i,-0.0013374+0.00075256i,-0.0013835+0.00069701i
0.0033124+1.2634e-05i,0.0036376-0.0015452i,0.004176-0.0018574i,0.0032437-0.0017056i,0.0012685-0.0022645i,-1.9845e-05-0.0016683i,-0.00078761-0.0010927i,-0.00087252-0.0012847i,-0.0001864-0.00084219i,0.00046945-6.4702e-06i,2.4938e-05+8.7415e-05i,-0.00053441-0.00061642i,-0.00015351-0.0010404i,0.00021757-0.00088018i,-0.00050241-0.00043804i,-0.0001495+0.00012545i,-0.00023919+0.0005867i,-0.00066326+0.00053331i,-0.00018805+0.00033056i,4.2272e-06+0.00031993i,0.00018001-0.00048788i,0.00048306-0.00087853i,0.00028253-0.00043313i
-0.00070327+0.0001046i,-8.7536e-05+0.00031985i,-0.00095609-0.00027091i,-0.0009285+0.00015056i,-0.00055693+0.0001492i,-0.00080567-0.00011155i,-0.0007265-4.9649e-05i,-0.00017533-0.0004955i,0.00018837-0.00051119i,-0.00025959-0.00025796i,-0.00045611-0.00037851i,-9.9231e-05-0.00033764i,-0.00037076+0.00011104i,-0.00059189+0.00053346i,0.00010246+0.00030694i,0.00096143+0.0002418i,0.00098289+0.00045212i,0.00034739+5.8144e-05i,-8.4e-05-0.00049876i,0.00017655-0.00021086i,0.00025996-0.00016105i,-0.00030241-0.00018266i,-0.00023353+0.00010918i
0.0002733-0.0013344i,0.00063473-0.0010429i,0.0026591-0.0017556i,0.0028468-0.0019822i,0.0020611-0.0015554i,0.0010857-0.00094123i,0.0004741-0.0013621i,0.00055518-0.001378i,5.8231e-05-0.00050171i,-9.7402e-05+0.00024399i,-0.00023917+1.4016e-05i,-0.0003759-0.00043583i,-0.00013458-0.00074344i,0.0004024-0.00091493i,0.00028557-0.0001417i,0.00022503+0.00048737i,0.00071482-0.00036211i,0.00048591-0.00047979i,0.0002424+0.00055504i,8.1061e-05+0.00036331i,-0.00057939-0.0005039i,-0.00097909-0.0010162i,-0.00077868-0.00030997i
