-0.0019991-1.2307e-06i,-0.0022339-0.00068244i,-0.0020075-0.00053819i,-0.0018687-0.00056446i,-0.0022625+8.8745e-05i,-0.0023911+0.0013181i,-0.0019287+0.0015196i,-0.00060801+0.0017647i,0.0010803+0.0018426i,0.001106+0.0014841i,0.00061965+0.00073791i,0.00083242-3.5517e-05i,0.00040137+0.00012719i,-0.00019983+0.00055301i,-0.00065574+0.0010163i,-0.0008531+0.0009658i,-0.00092385+0.00029112i,-0.00032393-0.00036942i,0.0008162-0.00028507i,0.0016999-0.00021511i,0.0011476-0.00074821i,0.00047089-0.0010552i,-6.2458e-05-0.00044397i
-0.0018524+0.0010172i,-0.0016496+0.001087i,-0.0010486+0.00052724i,0.00020273+0.00034237i,0.00076875+0.0010117i,0.00063195+0.0011255i,0.00022499+0.00096028i,9.9921e-05+0.0016247i,0.00067216+0.0017478i,0.00099731+0.00020777i,0.00030063-0.0015237i,8.8197e-05-0.0013802i,-0.00061608-0.00019811i,-0.00074239+0.00054557i,-0.00045482+0.00091789i,-0.0003088+0.00073294i,0.0002936+0.00016945i,0.00059845-0.00048537i,0.00094759-0.0004653i,0.0010403-6.2719e-05i,8.6252e-05+0.00082123i,-0.00085051+0.00043093i,-0.00064451-0.0004064i
0.00082929-0.002248i,0.00089688-0.0021142i,0.00075804-0.0022876i,0.00031946-0.0018442i,0.000628-0.0012076i,0.000461-0.00012835i,0.00037778+0.00059347i,0.00046583+0.00024216i,-8.6648e-05+0.00012964i,-0.00092784+0.00015985i,-0.0014042+0.00049401i,-0.00070255+0.00070817i,-6.6876e-05+0.00090821i,9.2716e-05+0.0012101i,0.00074237+0.00088529i,0.00070558+0.00027735i,0.00039595+0.00031002i,0.00036896+0.0010235i,0.00014367+0.0015941i,-0.00027837+0.00077306i,0.00035908-0.00052245i,0.00064193-0.00069047i,-3.5828e-05-0.00052769i
0.00060295+0.0010581i,-9.1198e-05+0.0014913i,-0.0010336+0.0016887i,-0.00057616+0.00073616i,0.00050222+3.6114e-05i,0.00036356+0.00054882i,-0.00030249-7.3557e-05i,-0.0006202-0.00090196i,-0.00051205-0.0004079i,-0.00017267+0.00042904i,0.00036065+0.00062943i,0.00074291+0.00017644i,0.00090274-0.0005018i,0.0010597-0.00066718i,0.0011854+0.00038501i,0.00064672+0.00095474i,3.6921e-05+0.00022496i,-0.00021562+2.9675e-06i,8.0812e-05+0.00047081i,0.00013004+0.00044316i,0.00011595+0.00028937i,8.1547e-05-1.4113e-05i,0.00012536-0.0002978i
-0.00033809-0.00071557i,-0.00037028-0.0010122i,-0.00095739-0.0029561i,-0.002082-0.0042903i,-0.0025242-0.0026687i,-0.0016944-0.0011364i,-0.00073107-0.00059921i,0.00026382+0.00068591i,0.00051605+0.00083388i,0.00013811+0.00052779i,-0.00014491+0.00046071i,-0.00027539+0.00048339i,-5.4116e-05+0.0014417i,0.0003136+0.0020342i,0.00073314+0.0012899i,0.00068374+0.0010318i,0.00030915+0.00031309i,0.00060028-0.00083356i,0.00052543-0.0010501i,0.00016091-0.00064638i,0.00050299+7.3085e-05i,0.00056091-0.00061329i,0.00037328-0.00084544i
-0.00057758-0.0011198i,0.00037139-0.0010194i,0.0012132+0.0007668i,0.00010927+0.001195i,-0.00093125+0.00058395i,-0.00058205-6.4825e-05i,-1.1679e-05-0.00043511i,0.00060178-0.00040892i,0.00062926+2.3416e-05i,0.00021761+0.00030377i,-0.00031627-0.00035942i,-0.00041268+2.2469e-05i,8.9666e-05+0.00084458i,4.3036e-06+0.00032266i,-0.00032558+0.00034373i,-0.00098004+9.8645e-05i,-0.00021054-0.00052478i,0.0011872-0.00021456i,0.0013201+0.00019589i,0.0015558+0.00029767i,0.00082773+0.00052453i,0.00014624+0.00031054i,0.00062045+0.00046544i
0.0017714-0.00047727i,0.0023227-0.0010172i,0.0023669-0.0017039i,0.0021365-0.001483i,0.0022451-0.00056987i,0.0022197-0.00071374i,0.0019679-0.0002539i,0.0010311+0.00015477i,-1.1329e-05+0.00027075i,0.00034593+0.00066092i,0.0012957+0.00069328i,0.0004361+0.00027215i,-0.00053314+0.00033628i,-0.00025044+0.00038163i,0.00021182-0.0003284i,0.00080376-0.00023648i,0.00044395+0.00073078i,-0.00011879+0.00061717i,-4.4708e-05+0.00073473i,-0.00014912+0.0011232i,-0.00030679+0.00055426i,-0.00010623-2.9211e-05i,0.00023018-0.00024255i
0.0022283+0.0019186i,0.0020215+0.0014294i,0.0023013+0.0011002i,0.0019317+0.00046028i,0.00096549-0.00070066i,7.4342e-05-0.00048399i,-0.00065518+5.2269e-05i,-0.00042448-6.5111e-05i,7.3455e-06+0.00039978i,0.00017751+0.0010043i,0.0003076+0.00086691i,-0.00043165+0.00026182i,-0.00094995-0.00041452i,-0.0005972-3.3637e-05i,7.5063e-05+0.00016775i,-8.5656e-05+0.00069708i,-0.00066419+0.00066401i,9.4525e-06-0.00057306i,0.00041708-0.0010543i,0.00012529-0.00085735i,0.0002392+0.00016491i,-0.00039247+0.00017626i,-0.00080769-0.0010256i
-0.0034827-1.4631e-05i,-0.002432-0.0013081i,-0.0028722-0.0013038i,-0.0028735+5.3291e-05i,-0.0017095+0.00064607i,-0.00082198+0.00012074i,-0.00063131-3.4636e-05i,-0.00068006-5.0136e-05i,-0.00082341-0.00065626i,-0.0014703-3.5441e-05i,-0.001123+0.0012521i,0.00020991+0.0013297i,0.00066602+0.00084805i,0.0002667+0.00031412i,0.00045038+0.00017402i,0.00032219+0.00018445i,0.00019237-0.00023106i,0.00046773-0.0004933i,0.00052986-0.00015586i,-6.1656e-05+0.00033643i,-0.00098489+0.00099599i,-0.0011645+0.00019707i,3.6646e-05+0.00022283i
0.00010299-0.00031839i,0.00085929-0.00023788i,0.0010318+0.00014873i,0.00055051-5.4191e-05i,0.00091999-0.00065876i,0.00090008-0.0003901i,0.00021089+0.00065861i,0.00021874+0.00069163i,-9.3972e-05+0.00069532i,-0.00037229+0.00073365i,0.0001098+0.00087485i,-0.00020554+0.00085131i,-7.8264e-05+0.00049065i,0.00043969+0.00016006i,0.00046069+0.00013061i,0.0010412+0.00043783i,0.00035632-4.7911e-05i,-0.0005113-0.00025824i,-0.00025649+0.00021508i,-8.1592e-05+8.4764e-05i,0.00021234-0.00056992i,0.00063242-0.00088732i,0.00099969-0.00039859i
0.00038344+0.00018327i,0.00081792-1.4113e-05i,-0.00013876-0.00018208i,-0.00087086-0.00054304i,-0.00080703-0.0011515i,-0.00033058-0.00091909i,-0.00023614-7.7521e-05i,-0.00063378+0.00021688i,-0.00081901+0.00061303i,-0.00031413+0.00048873i,8.7056e-05-0.00027807i,0.00046831-0.00047416i,0.00048523+5.5809e-06i,3.4813e-05+0.0001534i,0.00064291+4.0754e-05i,0.00092276+0.00021334i,0.00067131+0.00039187i,2.8055e-05+0.0002596i,-0.00021519-0.00043375i,0.00025184-0.00042258i,0.001075+0.00085848i,0.0012792+0.00074889i,0.00056055-0.0003611i
-0.0013598-0.00056884i,-0.00054763-0.00063685i,0.0011091+0.00025382i,0.001013+0.00026511i,0.00090953-0.00027738i,0.0008114+0.0001086i,0.0005432+5.9799e-05i,3.739e-05+4.5374e-05i,-0.0007596-0.00048849i,-0.00077477-0.00033088i,-0.00033819+0.00026624i,0.00027261+0.00061892i,8.0615e-05+0.00030951i,0.0001811-0.00049413i,0.00088488-0.00013657i,0.00096311+0.00035954i,0.00047008+0.00041667i,0.00029087-0.00026426i,0.00051418-0.0005994i,0.00029608-0.00017369i,0.0001884+0.00026939i,1.7671e-05+0.00034662i,1.2501e-05+0.00028353i
0.00032369-0.0018742i,-0.0003762-0.00083532i,-0.00054986-0.0013259i,-0.00028268-0.0012021i,-0.00010121-0.00018568i,-3.1733e-06+0.00032108i,0.00050621+0.00059249i,8.7173e-05+0.00048655i,-0.00046857+0.00030561i,-0.00031417+0.0004511i,8.3168e-06+0.00083705i,0.00075269+0.0008146i,0.00098506+0.0011992i,0.00023494+0.0011388i,-2.0126e-05+0.0004138i,-9.8482e-05-0.00026576i,-0.00051133-0.00017032i,-9.5773e-05-0.00013534i,0.00060422+3.2827e-05i,7.7574e-05+0.00063488i,-0.00045853+0.00035364i,0.00053381-0.00033655i,0.00082798+0.00011584i
0.00091134+0.0024151i,0.0014543+0.0017057i,0.0020766+0.001093i,0.0012413-0.00018967i,0.00041946-0.00018419i,0.00030649+0.00073782i,0.0010139+0.00036446i,0.00065853-0.00063891i,-0.00027529-0.00072111i,-3.4134e-05-9.7699e-05i,0.00071598-2.674e-05i,0.00075412+0.00017655i,0.00091224+0.00038684i,0.00050093-0.00017043i,0.00032358-0.00025426i,0.0010668-0.00015015i,0.001484+0.00020705i,0.0011236-5.8057e-05i,0.00056016-0.00057626i,0.00074062-0.00018532i,0.0011883+3.1506e-05i,0.0010567+0.0001642i,0.00063403-0.00021136i
-0.00057943+0.00063058i,-0.00024341+0.0013855i,0.00027992+0.0017256i,0.00093276+0.0017i,0.0012637+0.0010617i,0.00076528+0.00015415i,0.00026991+0.00013827i,9.4085e-05+0.00050598i,0.0001469+0.00031263i,0.0008263-0.00012517i,0.00085151+0.00033314i,0.00071898+0.0011716i,0.00074163+0.0019253i,0.00036224+0.0018652i,0.00037369+0.0011875i,0.00047585+0.00075397i,0.00052945+3.0146e-05i,0.00066021-0.00019506i,0.00018162+0.00015709i,-0.00085097-5.8799e-05i,-0.00074171-0.00042139i,0.00059798-0.00056226i,0.00083099-0.00084776i
-0.00083432-0.0011744i,-0.00021011-0.0012245i,-0.00034414-0.0015511i,-0.00059545-0.0014512i,-0.00046499-0.00090016i,-0.00090792-0.00033068i,-0.0013387-0.00015316i,-0.00075402+0.00021904i,0.00011721-0.00019694i,0.00030299-0.00037361i,0.0002547+5.9992e-05i,0.00042331+0.00039509i,0.00032762+0.00079414i,-0.0001576+0.00057147i,-0.00011267+0.00040765i,0.00031732+0.00058041i,0.00082448+0.0010156i,0.00057686+0.001117i,-0.00013686+0.0011879i,-0.00017107+0.00054068i,0.00028033-0.00023301i,0.00064887-0.00024463i,-0.00011959-0.00043378i
-0.00026897-0.0014679i,0.00050566-0.00041927i,-0.00029584-0.0012022i,-0.00078989-0.0015998i,-0.00078986-0.00059178i,-0.00053584+0.0008446i,-0.00015005+0.00089799i,-7.8371e-05-0.00025091i,-0.00056009-0.0005865i,-0.00047704-6.5824e-05i,-0.00026001+0.00026778i,-0.00024972-3.4779e-06i,0.00038626+0.00038959i,0.00043999+0.0010639i,-0.00052402+0.0017704i,-0.00032947+0.0013995i,0.0007028+0.00010234i,0.00029328-0.0001964i,-0.0003003+7.9625e-05i,-8.9538e-05+0.00038665i,-0.00068237+0.00020011i,-0.00099251-0.0006561i,-0.00049009-0.00082582i
0.00087818-0.00035866i,0.0007979-0.00030412i,5.8002e-05-0.00055521i,0.00048204-0.0018919i,0.00011772-0.0020072i,0.00026806-0.00076916i,0.00070772-6.0257e-05i,-8.0711e-05+0.00064704i,-3.1999e-05+0.00047991i,-0.0001076-0.0005353i,-0.00090012-0.0010525i,-0.0013719-0.00060426i,-0.0008549-0.0002974i,0.00023374+0.00048804i,0.00083301+0.00060884i,0.00028306+0.00022916i,0.00046491+0.0001309i,0.00077148-8.7353e-05i,0.00085059-0.00058041i,0.00064239-0.00019274i,0.00020846-0.00048862i,0.00011497-0.00073625i,0.00070992+3.8169e-05i
0.0014269-6.7054e-05i,0.0015254-0.00089011i,0.0017812-0.0007857i,0.0015791-0.00049817i,0.00064074-0.0001887i,0.0005208+5.6187e-05i,0.00049643-0.00016975i,0.00023998-0.0008115i,0.00022222-0.0012284i,0.00053244-0.00044172i,0.00043336+0.00040558i,0.00025976+0.00038232i,0.00055056+8.0103e-05i,0.00073948+0.00011566i,0.0003382+0.00041629i,-0.00017797+0.00014809i,-0.00050951+0.00021715i,-0.00058207+0.00014801i,3.0461e-05-0.00031509i,0.00042618-0.00013188i,-4.2804e-05-7.6486e-05i,0.0001051-0.00027503i,0.00065348-0.00029475i
0.00069803+0.0020179i,0.0011789+0.0020237i,0.0021056+0.0018326i,0.001222+0.0015849i,-4.4085e-05+0.0018436i,1.2982e-05+0.0012063i,0.00035659-0.00027684i,-0.00046936-3.3816e-05i,-0.0008428+0.00076897i,0.00043167+0.00037233i,0.0010916-0.00011562i,0.00066675-6.0272e-05i,0.00058228+0.00023798i,0.0010969+0.00032944i,0.0010638+8.6778e-05i,0.00090795+0.00018668i,0.00059866-0.00019524i,0.0006378-0.0010571i,0.00079425-0.0009571i,0.00045921-1.9394e-05i,-0.00068164+0.00038029i,-0.0012574+0.00014516i,-0.00096559+6.0552e-05i
-0.00018888-0.0027655i,-0.00054319-0.0026391i,-0.001685-0.0035893i,-0.0016508-0.0023383i,-0.0016239-0.00050217i,-0.00079406-0.0004699i,0.00067689-1.884e-05i,0.00038192+0.00050595i,-0.00046401+0.00014546i,-0.00052981+0.00032546i,-0.00051534+0.0009398i,-0.00091979+0.00085272i,-0.00062556+0.00031669i,0.00011084-0.00023978i,0.00026923-0.000209i,3.4522e-06-0.00024055i,-0.00057993-0.00031886i,-0.00093511-0.00013359i,-0.00012761+8.8579e-06i,0.00087986+0.00050593i,0.0010852+0.00061275i,0.00031357+0.00044391i,-0.00033656+0.00023202i
-0.0020942+0.0013479i,-0.001611+0.0019481i,-0.001165+0.0022006i,-0.00013984+0.001595i,0.00039901+0.0016354i,0.00064176+0.0011175i,0.00085573-0.00031024i,0.00033397-0.00030665i,-0.00033894+0.00073727i,-9.2088e-05+0.0005916i,0.00011092+0.00039746i,0.00039789+0.0011014i,0.00023768+0.001457i,-3.0988e-05+0.00099851i,0.00050704+0.00059438i,0.00052089+0.00015199i,0.00072824-0.00068714i,0.0015326+7.2952e-06i,0.00087665+0.00055885i,0.00015455+0.00053521i,0.00044919+0.00075311i,0.00025529+0.00051454i,0.00021895+3.789e-05i
0.0024162-1.5152e-05i,0.0017804+0.00034406i,0.00014407-0.0006476i,0.00057773-0.001218i,0.0014149-0.0014553i,0.0012595-0.0013655i,0.00074312-0.00084697i,0.00074261-0.00076912i,0.00051855-0.0010497i,0.00015237-0.00079678i,0.00030177-0.00056017i,-0.00024518-0.00054981i,-0.00028882-0.00011862i,-5.7467e-05+0.0004678i,4.0169e-05+0.00029398i,0.00054935+2.8811e-05i,0.00087336-0.00029066i,0.00038714-0.00038085i,-9.1332e-05-0.00010136i,-0.00035533-0.00036281i,-0.00023584-0.00072368i,-0.00018074-0.00026167i,-0.00063218-0.00030886i
-0.00060933+0.00094189i,0.00075048-0.00048568i,0.0018965-0.00096485i,0.0012378-0.00079184i,0.00065819+2.7286e-05i,0.00081572+0.0012645i,0.00092807+0.0012854i,0.00028127+8.1662e-05i,-0.00050179-0.00061423i,-0.00056444-0.00024265i,-0.00038456+0.000103i,0.00019057-0.00010629i,0.00011512+7.7258e-05i,-0.00016738+0.00040512i,0.00030497+0.00037456i,0.00071078+0.00054476i,0.00074752+0.0011092i,0.00035016+0.001452i,0.0001508+0.00074286i,-0.00025028+0.00012296i,-0.00061527-0.0002653i,-0.0008987+0.00053291i,-0.00095861+0.00075641i
-0.00010271-0.00024206i,0.00061025+0.00026911i,0.0014129-0.00036705i,0.00082982-0.0012497i,0.00079443-0.00099385i,0.00095261-0.00031067i,0.00068687+0.00012834i,0.00043874+8.7817e-05i,0.0010364+0.00058594i,0.0011569+0.0016476i,0.0007883+0.0014281i,0.0012272+0.00065525i,0.0012072+0.00087612i,0.0012345+0.0018796i,0.0014749+0.0013119i,0.0017011+0.00044826i,0.0014766+0.00051656i,0.0016449-0.00018719i,0.0006313-0.00049433i,-0.00012034-0.00065398i,0.00083843-0.00049673i,0.0011236-0.00015384i,0.00073418+3.438e-05i
-0.0013951-0.00078247i,-0.0013868-0.0013941i,-0.0015126-0.0012333i,-0.0016385-0.0004718i,-0.0014181+0.00039765i,-0.00072061+0.00061627i,-0.00022538+0.00017629i,8.4985e-05-0.00033692i,0.00014808-4.9263e-05i,-0.00023886+0.00023637i,-1.5187e-05+0.00034112i,-0.00053807+0.00016459i,-0.000616+0.00032048i,0.00012372+0.00095511i,0.00040488+0.00060824i,0.0010424+0.0004278i,0.0016898+0.00078454i,0.0011998+0.00042904i,0.00064608+2.9623e-05i,0.00021146+0.00016919i,-0.00011702+0.00046823i,-0.00020732+0.00043621i,-8.0384e-05+0.00048739i
-0.00048124+0.0012301i,0.00098722+0.00025988i,0.002101-5.1609e-05i,0.0011631-8.3004e-05i,0.00046346+0.00054042i,0.00043528+0.0014242i,-0.00029631+0.0014824i,-0.0007512+0.00092038i,-0.00056094+9.6557e-05i,-0.00062568-0.00017684i,-0.00093047-0.00023795i,-0.00051476+0.00026851i,0.00017239+0.00066402i,0.00052932+0.00025621i,5.4249e-05+0.00065484i,-0.00026418+0.00048313i,0.00031825-0.00012096i,0.00051543+0.00031704i,0.000168+0.00050088i,1.8153e-05+0.00035606i,0.00026534+1.058e-05i,0.00012468-0.00052121i,-8.7368e-05-0.0010063i
0.0010795-6.883e-05i,6.1304e-05+0.00079122i,-0.00089497+1.5904e-06i,-0.00064922-0.0010976i,-0.00017651-0.00084987i,-0.00062284-0.00039157i,-0.0007194+0.00012583i,-0.00056351+0.00072415i,-0.00062389+0.00048761i,-2.0345e-05-4.3263e-05i,0.00044159+2.8862e-05i,-1.6505e-05+0.00025069i,0.00012596+4.6925e-05i,0.00083432+0.00043615i,0.00077061+0.00078849i,0.00062614+0.00081391i,0.00036093+0.00043383i,0.00039666+0.0004053i,0.00011722+0.00045317i,-0.00054398+8.4197e-05i,-0.00051082+0.00028319i,-0.00045644+0.00019622i,-0.0009544+0.00059498i
-0.0001126+0.0003122i,0.000716+9.5727e-05i,0.00081792+0.00056921i,0.00052823+0.00014626i,-2.4171e-05-0.00016113i,-0.00066609-0.00030473i,-0.00091341-0.0001288i,-0.000896+0.00025329i,-0.00026146-7.8025e-05i,0.0010099-0.00024739i,0.0011314-0.00045723i,0.00035304-0.00050811i,0.00047409+0.0002802i,5.269e-05+0.00058095i,2.308e-05+0.00034587i,8.8824e-05+0.00066474i,0.00030558+0.00031063i,0.00066913+0.00044141i,0.00020918+0.00012006i,0.00025112-0.00032852i,0.00043722+0.000248i,-0.00018259+0.00025486i,0.00027845-0.00024463i
0.00043627+0.001037i,0.00087081+0.00034733i,0.00026945+0.0010242i,0.00042006+0.0016173i,0.0010304+0.00034103i,0.00090158-0.00027745i,0.00019103+0.00023524i,3.8494e-05+0.00063531i,-2.3083e-05+0.00012242i,-9.7312e-05+5.722e-05i,0.00024795+0.00080373i,0.00020972+0.00049641i,0.00083658+9.2862e-05i,0.001514+0.00054201i,0.0013702+0.0011721i,0.0014563+0.00064455i,0.0019142-0.00016599i,0.0015015-0.00044004i,0.00074448-0.00083381i,0.00023857-0.00012942i,-1.7054e-05+0.0009895i,-7.8192e-05+0.00092752i,-0.00062108+0.00055385i
-0.0014069+0.00088865i,0.00045169+0.0015451i,0.0015701+0.0015506i,0.00073016+6.969e-05i,0.00043379-0.00087955i,0.00045538-0.0006017i,-0.00013879-0.00023604i,-0.00052104-0.00039147i,-0.00012164-0.00083424i,0.0006859-0.00038254i,0.00045914+0.00040717i,-0.00010421+0.00020776i,0.00064994+7.6158e-05i,0.00099218+0.00056288i,0.00059272+0.0002421i,0.00032772-0.00020606i,0.00032197-9.7419e-05i,1.4403e-05-0.00062021i,3.0339e-05-0.00096095i,0.00045812-0.00020022i,0.000273-0.00014212i,0.00024176-0.00065212i,0.00015346-0.00059588i
-0.00062331-0.00027379i,-0.00042663+0.00028799i,-0.00072898+0.00035211i,-0.00076368+4.0316e-05i,-0.00041624+0.00024638i,-0.00025302+0.00076914i,0.00042619+0.00073348i,0.00035109+0.00050181i,-0.00091583+0.00042362i,-0.0014239+0.00056683i,-0.0013168+0.00084773i,-0.0011202+0.00083153i,-0.00055124+0.00091264i,-0.00041978+0.0012228i,-0.00091287+0.00079418i,-0.00040009+4.9457e-05i,0.0008488-0.00036326i,0.0012866-0.0016308i,0.0012871-0.0015527i,0.00084956-0.00029672i,0.00037103-1.2998e-05i,-0.00023094-0.0006191i,-0.00048718-0.0012303i
-0.00041979+0.0017384i,0.00058828+0.0025822i,0.0014695+0.0026771i,0.0013335+0.0020245i,0.00055366+0.00053752i,0.00038544-2.0643e-05i,7.781e-05+5.2032e-05i,7.2671e-05-1.1785e-06i,0.00015751+0.00033712i,3.298e-05+0.00021859i,0.00024758-2.6928e-05i,0.00036864+0.00044663i,0.00036057+0.00095211i,0.00018045+0.0010315i,0.00012518+0.00094193i,0.00027865-3.7376e-06i,0.00046268-0.00056932i,0.00063487-0.00028288i,0.0004921-0.0001055i,0.00056358-0.00054317i,0.00061613-0.00088879i,-0.00014907+0.00032439i,-0.00071911+0.0011729i
-0.0030758-0.00062492i,-0.0032856+0.0008141i,-0.0029673+0.0016458i,-0.0015872+0.0015443i,-0.00017129+0.0015474i,-0.0001828+0.0010967i,-0.00026927+0.00039301i,0.00031568+3.4441e-05i,0.0003437+0.00079876i,-0.00042007+0.0011979i,7.4973e-05+0.00056498i,0.00080498-0.00033626i,0.00097367-0.00087257i,0.00096402-0.00051415i,0.0007431-0.00019612i,0.0003977+0.00028185i,-0.00024951+0.00039199i,-0.00035449-0.00037906i,0.00033099-0.00034431i,0.00081614+0.00063476i,0.00031337+0.00092109i,-0.00072725+0.00052079i,-0.001259-0.00049636i
0.00094158-0.00043602i,0.001461-0.00080893i,0.0011257-0.00085846i,0.00046847-0.00046025i,0.00028954-0.00020996i,-0.00020581+0.0011246i,-0.0002267+0.0011176i,0.00049997-0.00032163i,0.0012255-0.00031397i,0.0021654+1.0108e-05i,0.0016599-0.00063808i,-0.00016377-0.0010004i,-0.00021416-0.00058695i,0.00088338+0.00067437i,0.001237+0.0010145i,0.0012521+0.0002222i,0.00084367+0.00016998i,2.6304e-05-0.00024789i,-8.244e-05-0.00070605i,0.00066884-0.00043353i,0.0011599-6.2578e-05i,0.0014-0.00060797i,0.00067532-0.00025692i
0.00016999+0.001194i,0.00096122+0.0010749i,0.0011799+0.0015987i,0.00076024+0.001284i,0.00088237+0.00065695i,6.3754e-05+0.00062149i,-0.00028628-5.9696e-05i,0.00021742-0.00031112i,-0.00010467-0.00011823i,-0.00014486-5.3696e-05i,4.2921e-05-1.8592e-07i,9.412e-05+0.00037851i,-9.8992e-05+0.00061782i,9.4633e-07+0.0010018i,-0.00030695+0.0014184i,-0.00048642+0.0012753i,0.00013603+0.00091051i,0.00017485+4.8593e-05i,-0.00017038-0.00037379i,4.3427e-06-0.00057537i,2.3159e-05-0.00051206i,8.0884e-05+4.6276e-05i,0.00063205+0.00031231i
-0.0012378-0.00082739i,-0.0012434-0.00033157i,-0.00061227-9.1689e-05i,-0.00032311-0.00027446i,3.0842e-06+8.4239e-05i,0.0010071-0.00026289i,0.00069736-0.00044847i,1.7271e-05+0.00028031i,-0.00022424+0.0010433i,-1.2032e-05+0.00088482i,-5.3138e-06+0.00019904i,-0.0004684-0.00015136i,6.124e-05+0.0007309i,-1.9457e-05+0.00092535i,7.4685e-05+0.0003929i,0.00032972+0.00016297i,0.00057058-0.00030712i,0.0011569-0.0001511i,0.00094346+6.4415e-05i,0.00018488-0.00021567i,-0.00039094-0.00077228i,-0.00050452-0.0012764i,-0.0001032-0.00070139i
0.0016655-0.0023901i,0.00070511-0.0027055i,0.00041414-0.0032626i,0.00018166-0.0033958i,-7.9564e-05-0.0026056i,-0.00036728-0.00043943i,2.232e-05+0.0010319i,0.00069669+0.00042294i,0.00084928-0.00038347i,0.0012083+0.00050723i,0.00099325+0.00079804i,5.6544e-05+0.00045772i,0.0002427+0.00010696i,0.00097094-0.00030646i,0.00075902+0.0001925i,0.00032398+0.00038675i,4.1808e-05+0.0010209i,-0.00055746+0.001444i,-0.00032441+0.00068332i,-0.0004804-7.9081e-06i,-0.00097082-0.00044987i,-0.00067941-0.00029545i,-0.00045504-6.8838e-05i
0.00080342+0.0022097i,0.0015874+0.0011613i,0.0018354+0.00023211i,0.0010709-0.00015797i,0.00068201-4.2912e-05i,-6.3311e-05-0.00026703i,-0.00074159-0.00032744i,-0.0012167+0.00053607i,-0.00030845+0.0011492i,0.00050615+0.00044249i,0.00068458-0.00033106i,0.00059952+0.00036025i,0.0001483+0.0001003i,0.00022253-0.00072691i,0.0002518-0.00021906i,0.00028561+0.00015488i,0.00048152+0.00018629i,0.00030052+0.00068102i,0.00010647+0.00057181i,-0.00025986+7.8656e-05i,0.00041913+0.00013471i,0.00057812+0.0005887i,-0.00064209-9.4043e-05i
0.00076175+0.0016095i,0.00087267+0.0013591i,0.0011597+0.0011016i,0.0019655-0.00017459i,0.0015238-0.00079802i,0.00065161-9.0033e-05i,0.00050098+0.0002008i,0.00049499+4.9241e-05i,0.00024921-0.00031349i,0.00026087-0.00036636i,-0.00023061-0.00025298i,-0.00013733-0.00071969i,0.0004744-0.00039633i,0.00064405-6.2693e-05i,0.00092041+0.00034026i,0.00070863+0.00086354i,0.00014127+0.0010838i,-0.00039689+7.6999e-05i,-0.00033092-0.00084849i,-0.00046207-0.0001371i,-0.00049387+0.00018867i,-0.00055465+0.00034939i,-0.00059403+0.00068569i
0.00066789-0.0018207i,-0.00092711-0.0018365i,-0.0019277-0.0022574i,-0.0011556-0.001804i,-0.00064116-0.0012433i,-0.00026032+3.6088e-05i,-0.00017075+0.0013521i,-0.00043885+0.0010135i,-0.00045214+0.0002945i,-0.00044351+0.0001892i,-0.00063662+0.00049875i,-0.0013107+0.00081097i,-0.0011754-0.00011743i,2.1529e-05-0.00035271i,-0.00019328+0.00057875i,-0.00053653+0.00024973i,0.00026199-0.00028594i,0.00032943-0.0001218i,-5.9308e-05-0.00019621i,-0.00048929-0.00013931i,-6.9417e-05+0.001149i,0.00018368+0.00075515i,-0.0003487-0.00030467i
0.0017305+0.0024371i,0.0030467+0.0020665i,0.0029541+0.001591i,0.0021179+0.0013223i,0.0016761+0.00081537i,0.0013077-0.00020875i,0.00073653-0.00016931i,0.00053576+0.00012024i,0.00015104+0.00052051i,0.00036608+0.00069816i,0.00053651+0.00072608i,-0.0003455+0.0006942i,-0.00033549+0.00095774i,-0.00025509+0.0010338i,0.00019102+0.00036089i,0.0008653+0.00023329i,0.00096872+0.00067477i,0.0012621+0.00088651i,0.001137+0.0006315i,0.00053584+0.0001908i,0.00047935+0.00043846i,0.00014948+0.00050461i,-1.4863e-05+0.00044228i
-0.00024675+0.0016333i,-0.0010836+0.0022217i,-0.0012139+0.0022599i,-5.6375e-05+0.0011884i,0.00039152+0.00048791i,-0.00019504-9.7471e-05i,-0.00029698-0.00048898i,-0.00010355-0.00049447i,-0.00074735+6.3793e-05i,-0.00068839+0.0011137i,-0.00010696+0.0012116i,0.000279+0.00087295i,0.00058664+0.00041258i,0.00091216+0.00047426i,0.00055369+0.00063181i,-9.12e-05+7.2676e-05i,0.00028606-0.00049322i,0.00075526-0.00046007i,-0.00016208-0.00057548i,-0.00032805-0.00097152i,0.00027346-0.00048372i,-9.8994e-05-0.00037166i,-0.0001648-0.00025969i
0.0016424-0.0022165i,0.00058994-0.0022889i,0.00034-0.0034969i,0.00020095-0.0032737i,-0.0011108-0.0016657i,-0.0017013+4.5509e-05i,-0.00084139+0.00064526i,-0.0004991+0.00050979i,-5.2739e-05+0.00040723i,0.00039365-4.9718e-05i,-4.6243e-05-0.00041084i,-0.00092154-0.00036672i,-0.00065617-0.00040619i,5.2884e-06-0.00034421i,0.00012734+0.00042489i,0.00016842+0.0012086i,0.00032448+0.0013805i,0.00014507+0.0011884i,7.969e-05+0.00037515i,0.0006469+0.00031543i,0.00085429-1.5115e-05i,0.00073715-0.00065973i,0.00025033-0.00028809i
