-0.0030314+0.0018319i,-0.0027027+0.0014259i,-0.0032131+0.0010109i,-0.0014851+0.0010058i,0.00064785+0.00092261i,0.0015083+0.00025657i,0.00027897+0.00084911i,-0.00021045+0.0014092i,0.00070121+0.0010351i,0.0011044+0.000682i,0.00097114+0.00028999i,0.00080243-0.00057598i,9.7803e-05-0.0012745i,3.8696e-05-0.0010535i,0.00014178-0.00025036i,3.1967e-05+0.0006379i,-9.8161e-05+0.00071377i,-0.00011058+0.00068043i,-0.00010063+0.00072859i,0.00034757+0.00076184i,0.00057134+0.00037666i,0.00012432+6.2977e-05i,7.0955e-05+3.9041e-05i
0.0018448-0.00062377i,0.00099684-0.0022963i,0.00012607-0.0029272i,6.9777e-05-0.0020789i,-0.000139-0.00075619i,0.00010637+0.00018502i,6.139e-05-0.00015942i,-9.9492e-05-0.00068406i,-0.00010502+8.9707e-05i,-0.00029201+0.00060717i,-0.00035461+0.00051826i,5.3568e-05+0.00061354i,0.00079042+0.00028633i,0.000863+0.00053364i,0.00035784+0.001108i,-0.00025431+0.00042891i,-0.00014004-0.00020709i,0.00027649+0.00055918i,0.00014367+0.00070745i,0.00033969+0.00042025i,0.00021983+0.00023512i,-0.00028173-1.9016e-05i,-0.00092059-0.00020623i
-0.00083481-0.00093976i,-0.00086267-0.0010235i,-0.0011725-0.0018852i,-0.0022508-0.0022225i,-0.0029274-0.0016243i,-0.0017816-0.00099691i,-0.00046139+0.00010729i,-0.00047044+0.00070029i,-0.00046773+0.0001738i,-0.00047836-0.00068313i,-0.00038465-0.00067163i,-0.0003359+4.125e-05i,-0.00033924+0.0002475i,-0.00078142+0.00050535i,-0.00034545+0.00054007i,0.00089632-0.00013928i,0.0014052-0.00070667i,0.0010593-0.00030024i,2.9427e-05+0.00055529i,-8.1798e-05+0.00076812i,0.00058904+0.00095194i,0.000849+0.00068816i,8.1621e-05+0.00056314i
0.00036215-0.0016598i,0.00049969-0.00068979i,5.365e-05-0.00061842i,0.00032203+0.00081838i,0.00020295+0.0022112i,6.4504e-05+0.0016546i,-0.00016014+0.0011619i,-0.00045201+0.00028504i,0.00020303-0.00045448i,0.00047591-7.2263e-05i,-0.0003923+0.00083704i,-0.00036119+0.00066417i,-0.00034539-0.0003804i,1.9487e-05-0.00056771i,0.00027892+0.000289i,0.0005371+0.00064837i,0.0011523+0.00070874i,0.00019807+0.00084281i,-0.00099368+0.00051973i,-0.0007593+0.00039179i,-0.00021889-0.00050066i,-8.8348e-05-0.00048626i,0.00023653+0.00032227i
0.0013808-0.00099699i,0.00049282-0.00061435i,0.00016434-0.00034892i,0.00057679+0.00074413i,-4.7842e-05+0.00058137i,7.913e-05+8.5348e-05i,0.00017372+0.00019689i,-0.00027897+0.00088812i,-0.00059449+0.0010171i,-0.00041992+0.00064053i,-0.00027576+0.00023407i,-0.00032549-0.00020767i,-3.1533e-05-0.00054355i,0.00047517-0.0004954i,0.00010054+5.5256e-05i,-0.00032982+0.00038693i,-8.9182e-06+0.00056253i,0.00037486+0.00095678i,0.00013961+0.00020716i,-0.00018105-0.00056036i,-0.00029405+8.4367e-05i,-0.00070968+0.00048316i,-0.0011063-3.9389e-06i
-0.0018448+0.0012228i,-0.001519+0.00050021i,-0.00079218+0.00053627i,0.00078031+0.0004032i,0.0023024-0.00029552i,0.0021389-0.0018368i,0.0010609-0.0023656i,7.3948e-06-0.00080679i,-0.00037806+0.00092096i,5.4686e-05+0.0015069i,-0.00022035+0.0012356i,-0.00051559+0.0006235i,-0.00073743+0.00038325i,-0.0007873+0.00045373i,-0.00011694+0.00072444i,0.00017512+0.00047362i,0.00039288-0.00014486i,0.00058975-4.6117e-05i,-0.00020065+0.00039229i,-0.0012284+0.00029484i,-0.0014456+5.467e-05i,-0.00090669+0.00024871i,-0.00031773+0.00014437i
-0.0016985+0.001409i,-0.0016604+0.0019767i,-0.0013413+0.0015678i,-0.00035743+0.00060775i,0.00079276-7.3434e-05i,0.0014987-0.00058095i,0.0012605-0.00082241i,0.00010099-0.0010307i,-0.00043907-0.00022502i,-6.4314e-05+0.00070754i,-6.3186e-05+0.0003233i,-0.00062855+1.7168e-05i,-0.0009953-0.00013347i,-0.0009013-0.00061674i,-0.00017441-0.00062601i,0.00096324-0.00037396i,0.00035802-0.00010913i,-0.00020081+0.00021723i,0.00034528+0.00075984i,0.00073778+0.00034918i,0.00052274+0.000189i,0.00063372+0.0012091i,0.00068153+0.0015533i
-0.0013534-0.00040486i,-0.0011539-0.00027609i,-0.00072988+0.00064418i,-0.0006905+0.0014004i,0.00046493+0.0012436i,0.0013699+0.00085561i,0.001224+0.00038742i,0.0012668+6.3916e-05i,0.0003653+0.00024768i,-0.00047173+0.00080999i,-0.00020506+0.00044416i,0.00048806+0.00027855i,0.00074385+0.00057229i,0.00070706+7.7582e-05i,0.00058309+3.3031e-05i,-0.00012985+0.00034971i,-0.00046313+0.00013701i,-0.00053646-0.00021087i,-0.00070668-0.0002799i,-0.00024815+5.392e-05i,0.00013097+0.00045674i,-0.00047231+5.6702e-05i,-0.0007996-0.00028129i
-8.5985e-05-0.0012612i,-0.00025522-0.00093351i,-0.001422-0.00066192i,-0.0014528+0.00055643i,-0.00032906+0.00082751i,0.00036744-0.00050844i,5.7505e-05-0.00085861i,-0.00064318-0.0001863i,-0.0013973+0.00040848i,-0.0014396+0.0010754i,-0.00096612+0.00040109i,-0.00046683-0.00077886i,-0.00028704-0.00037123i,6.4544e-05+0.00012672i,0.00039882+0.00036245i,6.7153e-05+0.00017417i,-0.00018259-0.00023076i,-9.1328e-05-0.00053875i,-5.0864e-05-0.0005719i,-0.00017268-0.00013497i,-1.1732e-05+9.0265e-05i,0.00015615+4.1129e-05i,0.00023922+0.00049549i
0.00017005+0.00035423i,0.0016335+0.00020278i,0.0013854-0.0007093i,0.0012791-0.00032737i,0.0014714+0.00060906i,0.00095726-0.00010299i,0.00084669-0.00051879i,0.00010377-0.00014877i,-0.00040235-0.00041908i,-0.00027534-0.00032441i,-0.0001822+0.00010743i,-0.00014921+5.2533e-05i,-2.3096e-05-0.0003108i,0.00064724+8.9841e-05i,0.00080016+0.00055419i,-5.1874e-05+0.00088622i,-0.00058751+0.0013885i,-3.591e-05+0.00088655i,0.00010384+0.00069107i,0.00016664+0.00051585i,0.00030067-5.2071e-05i,0.00059689+5.1054e-05i,0.0012112+0.00034346i
-0.0021643+0.0002428i,-0.002315+0.00022708i,-0.0023684+0.00019598i,-0.00074439+0.00010237i,0.0011789+0.00039827i,0.0019897-8.7032e-05i,0.0012789-0.0004634i,0.00042266-0.00016971i,0.00073572+0.00085213i,0.0010275+0.0014799i,0.00082995+0.001384i,0.00023341+0.00045936i,-0.00040236-0.0005373i,-3.7528e-05-0.00021802i,0.00092413+1.4989e-05i,0.00097292-0.00029496i,0.00058746-0.00021699i,0.00040609+0.00013225i,-0.00022726+0.0001317i,-0.00044062-0.00027019i,0.00063354+0.00014936i,0.00029428+0.00028301i,-0.00047059-0.00024205i
-0.0014642+0.00067893i,-0.00068822+0.001287i,-0.0012302+0.0016913i,-0.0015884+0.0010964i,-0.0010004-0.00071819i,-1.149e-05-0.00086572i,0.00036484-0.00032095i,0.00073669-0.00042312i,0.00037107+0.000256i,-0.00064101+0.00023981i,0.00012459-0.00044399i,0.00067635-0.00018965i,-0.00017178+7.6718e-05i,-0.0003692-0.00027949i,0.00021655-0.00049434i,-0.000349+6.6736e-05i,-0.0004573+0.00067899i,0.00016071+0.00072084i,0.00018272+0.00048255i,-1.0883e-05+4.5545e-05i,0.00030729-0.00019604i,0.00097543-0.00028334i,0.00019972+0.00028751i
0.0017222-0.0010131i,0.00029569-0.00066778i,0.0005518-0.0021472i,0.0013101-0.0023574i,0.0015699-0.0015345i,0.00033303-0.0015408i,-0.00014906-0.0010874i,0.00046117-0.00036524i,0.00046655+0.00015865i,0.00036419+0.00036969i,-0.00019201+0.00040889i,-0.00047268-0.00031224i,-0.00064852-0.00034092i,-0.0004995+0.00021883i,0.00026321+0.00017139i,0.00067642+6.738e-05i,0.00068743+0.00023288i,0.00027748+0.00024251i,-0.0004499+0.00049896i,-0.00043418+0.00016457i,-0.0001911+0.00011854i,-0.00067021+0.00075711i,-0.00049895+0.00078946i
0.00092328+0.0006115i,0.00018333+0.00097626i,-0.00038767+0.0015211i,0.00030437+0.001985i,0.0020297+0.0012991i,0.0019609-0.00080714i,9.4355e-05-0.0012416i,-0.00063769-0.00030448i,-0.00093564+3.9233e-05i,-0.0003996-0.00011711i,0.00066345+1.9358e-05i,0.00046879+7.9186e-05i,-0.0009978+4.3043e-05i,-0.00072866+0.00031156i,-0.00037945-0.00035261i,-0.00027574-0.00062105i,0.00016563+0.00031307i,0.0003106+0.00052133i,0.00022561+0.00019727i,0.00015849+6.0164e-05i,-1.7436e-05+0.00017012i,-1.5421e-05-7.445e-05i,0.00057426-0.00011113i
-0.0046575+0.0030586i,-0.0038365+0.0035176i,-0.0028772+0.0034191i,-0.0010193+0.0024798i,0.0011719+0.0011071i,0.001389+0.00040008i,0.00017053+4.4205e-05i,-0.00065803+3.6036e-05i,-0.00054801+0.00036415i,0.00017979-0.00011207i,0.0006213-0.0004799i,0.00045942+1.9758e-05i,-9.06e-05+0.00032081i,-0.00010272-3.9431e-05i,0.00051497+9.249e-05i,-0.000311+0.00086355i,-0.00074795+0.0008508i,0.00020621+4.0207e-05i,-5.9789e-05+0.0002589i,-0.00023467+0.00063917i,-0.00033186+0.00075034i,2.3792e-05+0.00056563i,0.00043304+0.00015103i
-0.00051946+0.0010069i,0.00090968-4.9191e-05i,0.0016484-0.0012673i,0.00071414-0.0011943i,-0.00030405-0.0012762i,0.0003487-0.00078389i,0.00068662+1.4569e-05i,6.9504e-05+0.00025443i,-0.00021651+0.00026321i,-0.00055265-7.0347e-05i,-0.0012197+4.4172e-05i,-0.0016111+0.00064582i,-0.0011323+0.00021157i,-0.00075281+0.00020984i,-0.00075025+0.00013599i,-0.0008086-0.0005941i,-0.00046767-0.00067478i,-0.00031074-0.00018395i,-0.00029467+0.00012943i,0.00091961+2.7102e-05i,0.0011048+0.00052295i,3.4497e-05+0.00057195i,-0.00040084+0.00065983i
0.0020533-0.00011502i,0.00039911+0.00017969i,-0.00057115+0.00038294i,-0.00037421-0.00070314i,0.0003479-0.0015566i,4.9045e-05-0.0016251i,0.00015143-0.00073805i,0.00062099+0.00050224i,0.00055955+0.0010593i,-3.8461e-05+0.00013398i,-0.00016539-0.00078933i,0.00012492-0.001089i,-0.00021636-0.0006211i,-0.00093192-6.9935e-05i,-0.0013398+0.00047457i,-0.0010603+0.00097416i,-0.00064794+0.00051767i,0.00010714-0.00032245i,0.00064322-0.00035349i,-2.6292e-05+0.00017512i,-0.00061566+0.00030703i,-0.00024543-0.00015228i,0.0007988+1.7593e-05i
-0.00085021-0.0014958i,-0.00072815-0.0013203i,-0.0017132-0.0012301i,-0.0017383-0.00078432i,-0.00049785+0.00052752i,0.00055465+0.00072522i,-0.00026196-9.9629e-05i,-0.0010175-0.00055126i,-0.00091213-0.00049562i,-0.00051406+0.00062302i,-0.0006438+0.0010873i,-0.00016119+0.00010353i,0.0007179+0.00073804i,0.0010505+0.0010389i,0.0011672+0.00022932i,0.00058559+0.00028012i,0.00046699+0.00010589i,0.00041224-0.00021445i,-0.00029071+8.8498e-05i,-0.00064454+0.00042677i,-0.00061989+5.7608e-05i,0.00020044-0.0007358i,0.00018016-0.00053708i
-0.002273+0.0013729i,-0.00081474+0.002222i,0.00044462+0.0032375i,0.0010747+0.0028071i,0.0014133+0.0016623i,0.00139+0.00064732i,0.00059437+0.00059184i,0.00012115+0.00020932i,0.00046352+0.00018763i,0.00092497+0.00086553i,0.00066773+0.00017837i,0.00072692-0.00051272i,0.00059104-0.00012443i,-0.00012629+0.00017053i,0.00031611-0.00016624i,0.00087285-4.5088e-05i,0.00042295+0.00046697i,1.808e-05+0.00094885i,-0.00016741+0.00099551i,8.5472e-05+0.00050591i,1.5081e-05-0.00018716i,-0.00069616-0.00037759i,-0.00012598-0.00074877i
0.00066547-0.00059649i,0.0014699-0.00071542i,0.00029789-0.0011619i,0.00017992-0.0015768i,0.00058724-0.0015732i,0.000243-0.0013024i,-0.00017492-0.00061774i,-0.00037731-0.00019654i,-0.00015507-0.0004275i,-5.9456e-05-0.00042637i,-0.00056582+8.1156e-05i,6.1789e-05+0.00041179i,0.0002585+9.2709e-05i,-5.0453e-06-0.0005869i,-0.00064035-0.00035818i,-0.0010566+8.2104e-05i,-0.00046673+9.3947e-05i,-0.00026355+4.4442e-05i,-2.9965e-05+4.0681e-05i,0.00065779+0.00020902i,0.00039648-7.3662e-05i,-0.00040735-8.6781e-05i,0.00019769+0.00070731i
0.00036372-0.0020214i,-1.0836e-05-0.0026478i,0.0004641-0.0023713i,-0.00014558-0.0014518i,-0.0014417-0.0011013i,-0.00057898-9.2394e-05i,0.00041343+0.00018749i,0.00012988+3.2308e-05i,-0.00047763+0.0004482i,-0.00049572+0.0010984i,0.0005426+0.0010294i,0.00071712+0.00055591i,0.00013432+0.00018192i,0.00025047+0.00049163i,-0.000282+0.00060717i,-0.00040447+0.00012151i,-0.00020129-0.00063815i,-0.00079687-0.00073153i,-0.00078957+5.6583e-05i,-0.00031546+0.00061804i,8.133e-05+0.00040396i,0.00011309-0.00038219i,0.00013831-0.00047147i
0.0016581+3.7155e-05i,0.0014024+0.00083736i,-0.00019745+0.0012759i,-0.00097226+0.0016588i,-0.00085612+0.00081472i,0.0001948-0.00034557i,9.5305e-05-0.00071879i,-0.0010497-0.00010447i,-0.0011868+0.00027347i,-0.001107+5.3408e-05i,-0.0017639-0.00010217i,-0.0010243-0.00048264i,0.00015743-0.0001455i,0.00013956+0.00028076i,-0.00030996+9.0993e-05i,-0.00028397-2.8826e-05i,5.6551e-05-2.824e-05i,-5.2953e-05-0.00049052i,-0.00021351-0.00074381i,-0.00018824+0.00012972i,2.5655e-05+0.00053934i,0.00029082+0.00062682i,4.005e-05+0.0010952i
0.0017365+0.0020111i,0.0014571+0.0014041i,0.0018394+0.0015953i,0.0022106+0.00087182i,0.0021675-9.7452e-05i,0.0020237-0.0014901i,0.0012344-0.002103i,0.00085184-0.0010632i,0.00012245+4.2112e-05i,-0.00078541+2.074e-05i,-0.0010101-0.00032546i,-0.00073169-5.3726e-05i,-0.00036628+3.6047e-05i,-0.0010149-1.8995e-05i,-0.0012674+0.00076075i,-0.00053403+0.0010249i,-0.00044771+0.00061578i,-0.00058765+0.00071194i,-0.0005469+0.00094697i,-0.00060619+0.00098986i,-0.00021884+0.0006174i,7.6314e-05+0.00016255i,-0.00087901-0.00012527i
-0.00075774+0.0011269i,-0.0008957+0.00052621i,-0.0012353+0.00055645i,-0.0015441-0.00059394i,-0.00074401-0.0016579i,0.00052141-0.00017889i,0.00027126+0.00063729i,-0.00035422+0.00051363i,-0.00021062+0.00023125i,0.00039242+0.00014641i,0.00087097+0.00024964i,0.00057499+5.6823e-05i,0.00068712-1.6641e-05i,0.0013259+0.0005857i,0.0012268+0.00086924i,0.00076111+0.00042558i,-0.00018067+0.00025085i,-0.00088172+2.9011e-06i,-0.00049523+3.7473e-05i,0.00024103-0.00026229i,-0.00028555-0.00022712i,-0.00072929+0.00023439i,-0.00039039+0.00061775i
0.0011774-0.00087057i,0.00038717-0.0015999i,-0.0013018-0.0017456i,-0.0024819-0.00065925i,-0.0016339-0.00066676i,-8.964e-05-0.00080765i,0.00083668-0.00073518i,0.00043268-0.00028248i,-0.00033527-5.0294e-05i,0.00016778-0.00083511i,0.00046155-0.00085131i,0.00037302-0.00033345i,-0.00033403-0.00029668i,-0.00048691+0.00020437i,-0.00045106+0.00035627i,-0.00063046-0.0003638i,-0.00060548-0.0011913i,-0.00010619-0.0013449i,-0.00059706-0.00046703i,-0.00073226-0.00018686i,-0.00079153-0.00060627i,-0.0011656-0.0010942i,-0.00034919-0.00086605i
-3.9481e-06-0.0012113i,-0.00019337-0.00098137i,0.00092835-0.0012259i,0.0014392-0.0010007i,0.0018063-0.00072925i,0.001198-0.00044591i,-0.00012847-0.00096076i,-0.00018884-0.00055607i,0.00023208+9.2753e-05i,0.00021267-0.00058664i,-0.00037639-0.00092138i,-0.00089404-0.00057397i,-0.0014384-0.00019404i,-0.00089227-0.00044335i,-1.5602e-06-0.00079017i,-0.00027389-0.00064137i,-0.00038611-0.00061443i,3.4673e-05-0.00036707i,0.00011553+0.00034279i,0.00047744+0.00069941i,0.00073581+0.00076172i,0.00092807-0.00015632i,0.0011001-0.00040827i
0.00077645-0.00060524i,-0.00042624+0.00025982i,-0.001451+0.0004983i,-0.0011543+0.00057767i,-2.7628e-05+0.00015807i,0.00015331-0.00089823i,-0.0002446-0.0011666i,-0.00056654-0.00097456i,-0.00014141-0.0003226i,0.00067666+0.0003506i,0.00084376+0.00017291i,0.00043336+0.00029007i,0.00013088-0.00010957i,-0.00014784+4.8933e-05i,-0.00074439+0.00073634i,-0.00088018+0.00054621i,-0.00045056+0.00079701i,-0.00030125+0.00063839i,-0.00032094+0.00059819i,-0.00047807+0.00047265i,-0.00098649-1.8768e-05i,-0.00053235-0.00043843i,0.00015014-0.00050178i
0.00085002-0.0011546i,0.000536-0.00077319i,-0.00052111-0.0018173i,-0.0012584-0.0018779i,-0.0011866-0.00020302i,-0.0011128+0.00058748i,-0.0010384+1.5233e-05i,-0.00061182-0.00020108i,7.2009e-05+0.00038908i,0.00012042+0.00013222i,-0.0008163-0.00049961i,-0.00049354-0.00017093i,-0.00013601-2.9033e-05i,-0.00050608+0.00010578i,-0.00027047+0.00031909i,0.00026188+0.00032597i,-3.5049e-05+0.00038741i,6.3852e-05+0.00095072i,-0.00023503+0.0012196i,-0.00064305+0.00059852i,-0.00055535+0.00020308i,-0.00052157+0.00035046i,-0.00014832+0.00014517i
-0.00042124-0.0020016i,-0.00078003-0.0025883i,-0.0024616-0.0029818i,-0.0028206-0.00041783i,-0.0012885+0.0017374i,0.0006983+0.0015842i,0.00034564+4.6416e-05i,0.00012048-0.00093161i,0.00019726+0.00029892i,-6.7936e-05+0.0011275i,0.00014437+0.00064901i,0.00031039+0.00016256i,-6.121e-05-6.6881e-05i,-0.00053706+0.00069527i,-9.793e-05+0.00092035i,0.0010765+0.00068885i,0.00049788+0.00075608i,-0.00042413+0.00030502i,-0.00051584+0.000296i,0.00035999+0.00041013i,0.00063434+0.00015251i,0.00048876-0.00036412i,0.00052163-0.0010608i
0.0018-0.0017376i,0.00070121-0.00093888i,-0.0010303-0.0010799i,-0.00095437-0.00024732i,0.00035832+0.00046419i,0.0019257-7.6296e-05i,0.0019956-0.00017243i,0.00051106+0.0002217i,-0.00089246+0.00071233i,-0.0015436+0.00053152i,-0.0010388+9.5933e-05i,0.00039108+0.00057091i,0.00054301+0.0013688i,0.0002844+0.0006735i,0.00057473-0.00016849i,0.00039725-0.00081835i,0.0004471-0.0012808i,0.00019922-0.00044399i,-0.00020776+0.0001294i,-0.00030756+0.00014807i,5.6265e-05-0.00035406i,0.00040864-0.00066686i,0.00024537-0.00031891i
-0.0015013+2.2402e-05i,-0.0018817-0.00019814i,-0.0023896+0.00043238i,-0.0012348+0.0014909i,0.00024782+0.0013077i,0.00097557-0.000362i,0.0002492-0.00042313i,-0.00095538+0.00080543i,-0.00055609+0.00098807i,-0.00019141+0.00055208i,0.00010774-0.00034729i,3.9893e-05-0.00046257i,-0.00066116-0.00022117i,-0.00048366-0.00057443i,0.00018657-0.0012709i,0.00057964-0.0014737i,0.00068747-0.00060892i,0.0010592+0.00013962i,0.0014406+0.00025352i,0.0008374+6.2543e-05i,0.00014671-0.0001917i,-5.782e-05-0.00011051i,0.0007911+0.0004341i
-0.00031835-0.00021789i,-0.00041717-0.00085927i,-0.00056458-0.0024674i,-0.00087306-0.0023152i,-0.00024657-0.0013094i,0.00082398-0.00060317i,0.00069601-8.3097e-05i,0.00029943+0.00025227i,0.00039197+0.00047475i,0.00035186+0.00048498i,-0.00012692-0.00011242i,-0.00026127-0.00063858i,-0.00086493-0.0002812i,-0.00095282+0.00048928i,-0.00027258+0.00066394i,-0.00035995-0.00018834i,-0.00041188-0.00084877i,-0.00044559-0.00067396i,-0.0015413-0.000461i,-0.0016349-0.00010225i,-0.00094655+8.3419e-05i,-0.00091373+0.00019494i,-0.00043846-0.00014899i
9.6539e-05-0.00052894i,0.00010448-0.00046961i,0.00071173+0.00042001i,0.0011809+0.00024998i,0.0011501+7.8795e-05i,0.00062711-0.0006016i,-0.00031793-0.0013619i,-0.00071276-0.00052747i,-0.00019074+0.00038149i,0.00039567-0.00018793i,0.00028211-0.00090052i,0.00057322-0.00032122i,0.00039403-6.6878e-05i,-0.000645-0.00027096i,-0.000704-0.0002388i,-9.5316e-05-0.00076932i,0.00048151-0.00085314i,0.00076072-9.1521e-05i,0.00043164-4.5136e-05i,-0.00029244+0.00018719i,-0.00032735+0.00075392i,-0.00024681+0.00044232i,-0.00039731+0.00045547i
0.0023666-0.00067054i,0.0015639-0.001644i,-0.00042956-0.0022119i,-0.0020098-0.0011999i,-0.0015807-3.3534e-05i,-0.00011085-0.00063497i,0.00080505-0.00059074i,0.0001621-0.00014245i,-0.00056708+0.00021742i,-0.00035847+0.00076461i,-0.00012137+0.00040337i,-2.9071e-05-0.00041623i,0.00015542-0.00065179i,0.0001833-0.00057404i,0.00060688-0.00019135i,0.0015271+0.00060111i,0.0011949+0.00088013i,0.00055319+0.0010606i,0.00013026+0.0017098i,-0.00022653+0.00092948i,-4.6373e-05-0.00015801i,-0.00025998-0.00044283i,-0.00079127+0.00010138i
3.8739e-06-0.00096564i,-0.0001789-9.1887e-05i,-0.00022359+0.00060191i,0.00070588+0.00063386i,0.0011061+0.0010894i,0.000737+0.00096338i,5.3144e-05+0.00053806i,-0.00078292+0.0006564i,-0.0010482+0.00057439i,-0.00083404+0.00045032i,-0.00022026+0.000328i,0.00083094+0.00038404i,0.0011078+0.00076593i,0.00037678+0.00050138i,-7.1598e-07+0.00028299i,0.00073795-0.00011523i,0.00095311-0.00047817i,2.5307e-06-0.00046782i,7.7319e-05-0.0002582i,0.00011571-0.0003249i,-8.843e-05-0.00066345i,0.00032362-5.9769e-05i,0.00035653+0.00062228i
-0.00045805+8.5394e-05i,-0.0008168-0.00021896i,-0.0010199-0.0019256i,-6.6002e-05-0.00082097i,0.00070768+0.0006523i,0.00065291-0.00042898i,0.00034447-0.0011221i,5.8493e-05-0.0012004i,-0.00037311-0.00055196i,-0.00035908-0.00032843i,-0.00028441-0.00019141i,0.00028966+0.00023008i,0.00070351+0.0002282i,0.00046041+0.00032406i,0.00017054+2.791e-05i,0.0006354-0.00049525i,0.00073644-0.00092702i,0.00050778-0.0007085i,-0.00015074-0.00039781i,-0.00089355-0.00042398i,-0.00067218-0.00023366i,0.00027169-1.7087e-05i,0.00061265+0.00063401i
-0.00059343-0.00024175i,0.00017249+0.0010138i,-0.00041407+0.00095201i,-0.00051549+0.00065505i,0.00026478+0.00015082i,0.00061015-0.00068529i,0.0004696-0.0011446i,-0.00017807-0.0010467i,-0.00059255-7.5059e-05i,-0.00025249+0.00087515i,-1.7851e-05+0.00089417i,-2.3171e-05+0.00081428i,-0.00025461+0.00029281i,-0.00036488-0.00074298i,1.5981e-05-0.00081622i,0.00085208-0.00027434i,0.0012698-0.00010386i,0.00043285+0.00035783i,-7.0226e-05+0.0011648i,-2.8712e-05+0.0012333i,-0.00020011+0.00075073i,-0.00044402-8.7485e-05i,-0.00038169+5.0213e-05i
0.0023283-0.0010146i,0.0017687-0.0018688i,-2.2687e-05-0.0023862i,-0.0012198-0.0029719i,-0.0010792-0.0023852i,-0.00036037-0.0014366i,0.00012359-0.00057892i,-0.00017055+0.00049836i,-0.00016912+0.00033465i,-0.00013408-0.00048683i,-0.00072482-0.00044916i,-0.00093823-3.6772e-05i,-0.00011856-0.00030723i,0.00034628-0.00048486i,2.3434e-05-0.00018947i,0.0001137-0.00016773i,-9.5112e-05-0.00037322i,-0.00053158-0.0001779i,-0.00017557+0.00030147i,0.00015829+4.4965e-05i,-0.0002076-0.00010852i,-0.00085403-0.00028272i,-0.0010473-0.00063305i
0.00063603-0.00065101i,0.00137-0.0011464i,0.00072779-0.0014133i,-0.00079043-0.0011588i,-0.00066368+8.4033e-05i,5.4126e-05+5.4562e-05i,0.00042131-3.746e-05i,0.00013602+0.0012036i,-0.00094211+0.00079638i,-0.0013178+3.7115e-05i,-0.0011139-6.5715e-05i,-0.00012518-0.00029345i,0.00039769-0.00038628i,-0.00081881-0.00033628i,-0.0011912-5.3633e-05i,7.761e-05+0.00014777i,0.00062654-0.00032021i,0.00028847-0.00035791i,-0.00019434+7.0109e-05i,-0.00029887+0.00056461i,0.00022838+0.0007398i,0.00024384+0.00036836i,-0.00015666+0.00010714i
-0.0019569+0.0012864i,-0.0026721+0.0016342i,-0.0010482+0.00074494i,0.001185+0.00059265i,0.0018224+0.00082152i,0.0016565+0.00054221i,0.00076485+0.00033724i,-0.00033236+0.0008518i,-0.001094+0.0011466i,-0.00065649+0.00068579i,0.00019268-0.00025208i,-0.0002791-0.00016517i,-0.00053651+0.00066498i,0.00013003+0.00072905i,-0.00018466-3.5553e-05i,-0.0010815-0.00018031i,-0.0011055+0.00012205i,-0.0002988-0.00012661i,1.1937e-05-0.00036477i,-9.9388e-05+1.5926e-05i,-6.9356e-05-0.00010277i,-0.00014551-0.00035082i,0.00010735-0.00038814i
1.0756e-05-0.0019996i,0.0006054-0.0022204i,0.00026615-0.0025729i,-0.0010563-0.0014345i,-0.0012178-0.00049993i,-0.00044309-0.00078221i,4.406e-05-0.0013428i,9.715e-05-0.0014714i,-7.5274e-05-0.00115i,0.00066144-0.00064022i,0.00038051-0.00080355i,-0.00060113-0.0016591i,-0.00031448-0.0015939i,0.00051423+2.2771e-05i,0.00097685+0.00091324i,0.0010214+0.00066909i,0.00017449+0.000578i,-0.00042946-0.00018067i,-0.00022847-0.00029618i,0.0004746+6.7333e-05i,0.00076384-0.00026505i,0.00010026-0.00019983i,-0.00031491-0.00012865i
-0.0014066+9.9843e-05i,-0.00059771+0.00071361i,0.00010389+0.0011496i,0.00063419+0.0022081i,0.0011497+0.0024046i,0.00071706+0.0016921i,1.6369e-05+0.00030965i,-9.4556e-05-0.00091061i,0.00037374-0.00043381i,0.00085336+0.0007249i,0.00030393+0.00034155i,0.00038457-0.00059208i,0.0014965-0.0011597i,0.0012612-0.0011283i,-3.6312e-05+0.00020138i,-0.00095525+0.00043264i,-0.00064415-0.00024803i,0.00062918-0.00043994i,0.00060385+1.9014e-06i,0.00059455-0.00026385i,0.00080792-0.00054324i,0.00048105-0.0001923i,-0.00020416+0.00028672i
0.00063383-0.0010398i,0.00053498-0.0012671i,-0.00063235-0.00078859i,-0.0023918+8.83e-06i,-0.0016015+0.00067048i,0.00014442+0.00012723i,0.00056785-0.0011953i,0.00023478-0.00076636i,0.0002637+0.00062718i,0.00062353+0.0003684i,0.00082836-3.2562e-05i,0.00043117-4.4165e-05i,3.1844e-05-1.4863e-05i,-0.00014664+0.00014375i,0.00061073-0.00023939i,0.00078522+4.5472e-06i,-0.00034706+0.00051127i,-0.00085453+0.00093724i,-0.00096226+0.00012581i,-0.00057937-0.00067004i,-0.00039055-0.00053533i,1.6205e-05-0.00057125i,0.00027599-0.00052357i
